,HPSE,HPSE2,GLB1,GUSB,HYAL3,GNS,HYAL4,HYAL1,HYAL2,SPAM1,HGSNAT,GALNS,IDUA,HS3ST3B1,SGSH,HEXB,NAGLU,IDS,ARSB
SIDM00274,0.4042406917890831,-0.756185961427432,1.7119436592313457,2.2583359000312475,-0.800732260853035,1.308720367828448,-0.35656465872889165,0.033091460021628986,0.9650983534854625,-0.9008645826679386,-0.34228371717123873,0.2199588266912893,-0.9178719997160589,-0.7876156953842319,-0.7780374157342479,2.2358738749153093,0.5417010612945509,0.19767037989802186,-0.7852918803497012
SIDM00544,-0.5667268608938252,-0.7212772510028597,1.1850269820187767,2.3145285379137865,-0.7171377012086934,0.9643904971432107,-0.729116847152982,-0.6859648176852697,1.2157382183877452,-0.9180110515561569,-0.605200964266632,0.09127512876052922,-0.8794177877560502,-0.321735380790738,-0.7350971412756263,0.7401600215782729,0.2080683598811456,0.5303105451742087,-0.7126895189632905
SIDM01006,-0.607413897734985,-0.6270338151415712,1.7935530486364517,3.0845808820941767,-0.7736358410230845,1.0573127329053023,-0.6205936719729127,-0.7166232852750756,0.186124830110136,-0.8675957915442805,-0.5026600393079618,0.2738680200553823,-0.9280990314781365,-0.6586730376199383,-0.6249852403169437,2.6627582723678773,0.8449381030431583,0.4430706520166962,-0.6520585183108196
SIDM00302,-0.2547325953920866,-0.7332068845913372,1.6225566383000685,1.794800863039622,-0.6309296319603349,1.363659289049966,-0.7587015456034767,-0.7342927847232216,0.700020448238126,-0.9418858751017865,-0.20714493745416943,0.22540668790124857,-0.9442514274294009,-0.5485747175839106,-0.6553384490393752,2.2797371830974,0.6382344604410477,0.3368137990714081,-0.6585036705828752
SIDM00549,-0.49973034134915945,-0.6041109342993001,1.3661749835710568,2.4888564232223938,-0.648772632057936,0.6001521261257198,-0.7974530463652864,-0.7238613510784111,0.7298332300744056,-0.9669855028917197,-0.4236813553769906,0.2409843189759004,-0.9045737498988548,-0.6375673390622407,-0.6662153541520592,2.0651996347333035,0.18444637055844754,-0.18166322639780977,-0.8323922914625618
SIDM00292,0.617315251988432,-0.8173174973404752,0.9813562827286704,2.4469452503988567,-0.7993983258748145,1.1314402148799254,-0.8448995667903244,-0.807414405888149,0.284671401380409,-1.0024275492451535,-0.38099823488675805,0.18408898253159897,-1.0329842349557603,-0.7535005754460459,-0.7438374849221779,2.254619980106062,-0.22847381029625813,0.9833805715006075,-0.7761137141258263
SIDM00623,-0.628466335254038,-0.7019301878864003,1.302850033442871,2.130890843134851,0.21580009180848936,0.8044490542344748,1.1024784504798315,-0.7277481917660731,0.4666593123460694,-0.7631849580829188,-0.40382404615769124,0.22650270807094125,-0.9080907475101467,-0.6336795099253821,-0.6487701042981201,1.7822382503923364,0.15545719096525046,0.7809995621456431,-0.6552463210852986
SIDM00638,0.24272547992692642,-0.6406929751140721,1.2930617660316686,2.109492695031527,-0.6430602843405061,1.245857441142085,-0.6673751961338918,0.1889381453404261,0.47531689087542156,-0.8894017053575157,-0.01077866729028225,0.580198819947594,-0.8906291411252847,-0.7440602353116138,-0.6501682322715236,2.188843990000143,0.19123122084024363,-0.6193490277107521,-0.822601159144424
SIDM00527,-0.5332139145232193,-0.6425137487366956,1.8615039234496018,2.3943851349538905,-0.7018232983725798,1.3472288738504596,-0.7246748695194112,-0.7279421357840169,1.3494044274640722,-0.9382599710129952,-0.1198574008817507,0.5969762237041017,-0.8953344863369306,-0.20630312842524837,-0.5176411882019478,2.5333586861809008,1.200239598797858,0.6018396132389983,-0.6585719563580517
SIDM00976,-0.2473854410225536,-0.5914033970987398,1.3455502431934974,2.4319431470273263,-0.811369208083667,1.39503657861684,-0.8524025663681931,-0.7798111998932051,0.7910219260540831,-0.9200999710576591,-0.24869015996180113,0.41278736209254163,-0.8264666705270165,-0.3128926646389161,-0.5205586920779252,2.5875098852319005,0.5877958616068637,0.44017090598851594,-0.6077702462257263
SIDM00316,-0.46380920839487366,-0.6148745095592707,1.6526612506931726,2.3105865376805306,-0.758779873875718,1.4186565433644354,-0.832612874709566,-0.797907241849656,1.1248341249413054,-0.8037740304445075,-0.13320588431318348,0.5329169475121633,-0.8106744561157485,-0.491298128039288,-0.5844527618014091,2.3531168984948025,0.9425321189587831,0.837889426062042,-0.44187019924103593
SIDM00326,-0.48265885674335646,-0.5804832230193236,1.585458025295275,1.8774962027981723,-0.28987713467470066,1.119744876386894,-0.8180103783356473,-0.4583776592646033,1.213799208178594,-0.9520684803912233,-0.6085151418232093,0.933261343889296,-0.9051273767254449,-0.4674011604494469,-0.7055897912456923,2.4145003661866022,0.4031510468220323,0.6224641111040358,-0.5469208437082713
SIDM01093,0.7813973285239447,-0.6718068727130696,1.751717040923526,2.2965203949556976,-0.6535156179933922,1.4508048301752199,-0.7794567903914192,-0.6973111363110327,0.8013952480229132,-0.8646551659234706,-0.03770944519619545,1.2727787067645941,-0.853162633938597,-0.6908583097343753,-0.5513732567346976,2.4112506745530218,0.29959248951807027,-0.2576760495681967,-0.39751239852027576
SIDM01098,-0.6897472062029919,-0.5930454580544937,2.0150675686719066,2.3977685236577013,-0.691607232729797,1.1776758748971585,-0.7678585293509477,-0.6216565926886125,1.7391222242456112,-0.9700767369921062,-0.3339810097639446,0.2893877643235487,-0.8742716206026451,-0.7058131081524393,-0.4308025484839208,2.211527512005661,0.326380599905824,0.6872604266509039,-0.6429994166177184
SIDM00424,-0.4130605237000293,-0.6139795609759001,-0.0017526555220365215,2.3992052591274216,-0.7614330695888034,0.6303938728564262,-0.7182105786891738,-0.6840281254130756,0.298174879931182,-0.8101741200628261,-0.3323521989203523,0.4683931305812103,-0.8296737431128773,-0.5759660401947604,-0.7064808190419656,-0.8239573949334659,0.1392995381363919,0.6095856527201511,-0.6983941986832652
SIDM00973,-0.13513707706975966,-0.47823323192552203,0.8373845488264858,1.6844922237978959,-0.7225414505027264,0.6133738669175395,-0.7312236622418857,-0.6727827496178309,0.1898303581875364,-0.8317869510299986,-0.4040287425473773,0.5607980314960407,-0.7490834778228498,-0.7146941303858528,-0.7108833065321261,2.0596326933653755,0.08909616452002109,0.7797287643682429,-0.6005059713763106
SIDM00411,0.13011138572292666,-0.7224075830699674,1.5156620691735805,2.0048624687119423,-0.8851083106408489,0.7183538131880427,-0.29277925290964396,-0.7862397444983911,0.7794530250617226,-0.9086315825912251,-0.37443973722661994,0.18304490722079372,-0.8478116057203363,-0.7990223969124631,-0.6435181531217008,2.3862089624746665,0.7112138155638946,1.1620559120138214,-0.7775216188436983
SIDM00374,-0.5361914159060366,-0.6396448678402056,1.416205120269167,2.6761225147546144,-0.7522802331235751,1.0756098888239443,-0.6129449268995506,-0.7165592720655518,0.10317343131040611,-0.8524313425502013,-0.3175074279483208,-0.22313796306401448,-0.8582992931069472,-0.6438211649673408,-0.5727533826581733,2.0039687379750206,0.5689595426812821,0.806995918357691,-0.33212732082890606
SIDM01160,-0.5941832710378702,-0.6616270767727102,1.5594736157335376,2.288758539692349,-0.8353811279557409,1.362600296636477,-0.665956418560266,-0.7742311330098515,-0.47076879821573503,-0.8835987359853102,-0.12764138123406973,0.3409574232140444,-0.7495630150837799,-0.7619972503660386,-0.6331556343013847,2.3066337143700535,0.3871882553105652,0.6149539420903674,-0.7767324105396337
SIDM00145,-0.5490646932424659,-0.6726032123892941,1.223770073062358,2.2039894776309414,-0.8235008426218089,-0.2136950474307662,-0.6548338213057673,-0.6754943985557241,0.6794851666102056,-0.9323421602395663,-0.24620545984746484,0.09553625681327008,-0.9079214721700927,-0.43230519098894243,-0.6900716414769484,1.536786762355622,-0.8931211755369103,-0.1387133858856874,-0.745155452507426
SIDM00975,0.14606382683266478,-0.6580238053025528,1.5175602306833846,2.7697732420444794,-0.8278857398921013,1.4012291880513108,-0.6172406340770314,-0.7520015210408822,1.0170022091595001,-0.8973329287957849,-0.25253060840877123,0.3224551891275192,-0.8028432888457504,-0.643176027711455,-0.5311625159186121,2.6011895845545996,1.345362669156857,0.8528998318101245,-0.592644856392815
SIDM00971,-0.6239689441134348,-0.5505325160852502,1.8538631537281434,1.9669252341133474,-0.6252038834037645,1.2197452076065916,-0.7541939062269613,-0.6589202632888396,1.1993651281090894,-0.8733949310145627,-0.23462228691940135,0.08976333488020166,-0.8068231589253423,-0.6966910179096862,-0.6100578606803336,2.3736933300368714,0.2647876457376574,0.33045853698876543,-0.7998353465722106
SIDM00251,-0.059806546282978344,-0.6369264794658978,1.8047307934181158,2.2315977058557546,-0.5469794907785155,1.2774667565785265,-0.679988450373945,-0.3555321064721092,1.0290312129929424,-0.9354856640338768,-0.365565055615457,0.7198934406246796,-0.8037523428568054,-0.5355109544018412,-0.6960281384541553,2.653817835701017,0.3972545122049546,0.28944066508787697,-0.705609703212521
SIDM00412,-0.16026203491338434,-0.6199888379202051,1.4630283750863229,2.176988274151996,-0.6477861360719338,0.23618566528641594,-0.7862215574088048,-0.6990489815180656,-0.02745773118843344,-0.9246496086801337,-0.5305036014068993,0.22061882130917265,-0.8822466613465771,-0.6173615945195823,-0.7901190711675881,1.8117955635943557,0.313553869689697,0.18554627648427469,-0.6894773878035022
SIDM00023,1.237542190835295,-0.6019566327205866,1.3495003196589457,2.3168262577245406,-0.5148856170762998,0.886950012661026,-0.845781237947742,-0.27514880856248886,0.6524818854697052,-0.9809589159417625,-0.36501002401813865,0.7066026146920134,-0.921574541600682,-0.6006117410970504,-0.6336165393579926,2.0625796026796315,0.48632148591548513,0.11980231714302729,-0.8085388564536125
SIDM01198,-0.6748753925589949,-0.6656792997454004,1.4227187855600538,2.443468717727099,-0.7113227470433379,0.7827864488716273,-0.6480785972123076,-0.6808343013964226,-0.025346277662522815,-0.899176728721316,-0.48055131763772857,0.4121302792276904,-0.8046172800642171,-0.6527049840210831,-0.7517177204238749,1.3775708184574629,0.8789771992631126,0.43465088752654424,-0.809456615929031
SIDM00441,-0.36228533433820237,-0.7107931661906872,1.7651423935000985,2.7233987285948564,-0.5836041004716042,0.9911021667473714,-0.7181994573887291,-0.7200635991012295,0.34977498466331713,-0.8946613621883488,0.004745254213370815,0.4686639975151512,-0.8824225267777557,-0.49405349169576535,-0.7130499533582273,2.4553782631820398,0.7279633317494113,-0.2387255171802924,0.13836399454690657
SIDM00388,-0.47073270779618864,-0.5824556338772059,1.4707769456142132,2.382148245705687,-0.6717502414534319,0.6823061839746136,-0.5834565184490105,-0.6158613415676842,0.2631718647559582,-0.8924537810494972,-0.29897834599139284,0.04167645980826582,-0.8966043269458979,-0.6113568783496519,-0.7179527839073508,1.9876145446533076,0.6354713321523799,0.1177197632258189,-0.8075093056097565
SIDM00417,-0.5313951065390469,-0.6341280158705607,2.2104478267926932,2.719038341926192,-0.48331312779561847,1.729527800674092,-0.7466898256908381,-0.6252217780248982,0.6076137096569048,-0.919647787858072,-0.2772424162573635,-0.13243294917777124,-0.7633555255586616,-0.6174681142012394,-0.6449887786011204,2.6376568388374264,0.3853960920632553,0.45080178842486646,-0.6861856073067384
SIDM00416,-0.701544392345344,-0.7145901658918583,1.2497101859058983,1.8892750280492616,-0.6921093951227709,1.0720284025080964,-0.6898224053868169,-0.6995033880393227,0.4714295289747472,-0.9035324368533301,-0.14339646255398097,-0.1926877478386274,-0.792276144175716,-0.6864186274234487,-0.6171198257323625,1.238081465552861,0.4008434679651075,0.4841208156751842,-0.750256645018486
SIDM00974,-0.2878989936456287,-0.6745974223560722,2.127577486910129,2.22014909805017,-0.655531115979841,1.4808309914949758,-0.7650225193133294,-0.5916616172056502,1.4910210623708449,-0.872395070231325,-0.14446806783504265,0.4474519892549117,-0.8992755229437865,-0.6956517713202434,-0.6165020405328265,2.9950821945312813,1.0945449636070472,0.09897622277657368,0.07515265603891294
SIDM00833,-0.24143814302071406,-0.6367792027929321,1.463940066156842,2.223365793227947,-0.8091345643049406,1.1703437603767122,-0.7434458637177644,-0.6548660811716673,0.9054615616584348,-0.9078174586278919,-0.13324763220970148,0.5333536588417581,-0.8298175149696212,-0.6902992260743134,-0.762187370361432,2.586176586814179,0.732063063899944,1.9494837202191504,-0.9039709962387863
SIDM00562,0.06775786088646818,-0.6073143969064425,1.9411110915391023,2.1610161035193105,-0.6438073567095576,0.9994841852115003,-0.7411032071205739,0.3519741173798172,0.9549558149953858,-0.8536250140523362,-0.47996283281580443,-0.07532209387848271,-0.8875070326360954,-0.44331664192133596,-0.6804485752735409,2.299066801619906,0.8952813378352525,-0.3732163916238133,-0.6401161121043826
SIDM01102,-0.7111128343585833,-0.7334505887465993,1.9040173764571653,2.3326487346851468,-0.6994571730323743,0.6780998644200251,-0.6173964779943064,-0.6892959551044456,-0.13492678022856625,-0.9119253203775505,-0.5197234814432653,-0.15923286562014377,-0.6960266258424006,-0.5641495619663323,-0.7498849398568005,1.9558327220477512,0.45570149444435615,0.7226708094535408,-0.7220886123314013
SIDM00418,-0.519970264427913,-0.7329311543533222,1.696206471216356,2.291163798096689,-0.7817086167843778,1.0952454238840708,-0.768518297398999,-0.6996868259664201,0.9512060375586266,-0.8955537432829129,-0.3036020423641056,0.35999812134361264,-0.8267508804806044,-0.6531218558064762,-0.6807638704307308,2.4573480218864745,0.5487800921544566,1.0649190014200387,-0.6899225951822455
SIDM00841,-0.6836805723469325,-0.7536098093520209,1.728359499222842,2.4165273272600882,-0.6952733151684518,0.44079767700998224,-0.6525443231797052,-0.5586482221954012,1.1909103192707804,-0.8720882887241116,-0.49101978385463696,0.11889354522517943,-0.7905525056101712,-0.2115622017227764,-0.7010997207665525,2.427654988078579,-0.24326676318636348,-0.11114283044072858,-0.8201325209198967
SIDM00260,0.05706184434657044,-0.49169379551553755,1.768247980997585,1.3610872262646516,-0.5132484363846271,1.701582837126018,-0.6079094759508953,-0.6140496874481604,0.6976214007475584,-0.9629939789918155,-0.3912690482952023,-0.014153656556564465,-0.8910385091921039,-0.7037515088208733,-0.6419763743042467,2.6921327796731718,0.19198409759955368,0.7572247154187207,-0.8305108523971115
SIDM00111,0.4366579900832872,-0.5441750444868267,1.8603617669484114,2.4332729427439204,-0.7428801442528427,1.3180055244470792,-0.8047255540955309,-0.7042219052576573,0.9774172179307933,-0.8952733272646062,-0.4335660824973446,0.2549480682893214,-0.9373327032049299,0.1746508496482534,-0.7280041579390854,2.7851781719931465,0.6698617223306979,0.7289480209833037,-0.6998187081807336
SIDM01179,-0.7222774223697833,-0.5557834767917237,1.9737416754332955,2.58986995847513,-0.6815162555175363,1.5184874951473022,-0.6881379515774901,-0.711566099021632,1.1312957075283219,-0.941308580854872,-0.14178671024366554,0.5213855712412264,-1.027077426830521,-0.5444745169534747,-0.5892164734441947,2.7571916440609163,0.48583750309110607,0.514884782268356,-0.6527781353839511
SIDM00351,-0.414159788894329,-0.7293879763336125,1.073583012503469,1.8859620903328522,-0.7032807405332003,0.7935739903251914,-0.7090923809699425,-0.5049190180244838,0.8033221245205237,-0.8905041230345907,-0.3941558978835875,-0.09808979852068861,-0.8635566374181338,-0.7562319034863862,-0.6127714251544601,2.3670115351567373,-0.07458517895181566,0.19223143373389623,-0.7990077022300619
SIDM01205,0.11271796861504976,-0.7013702036435829,2.915939003147728,2.83623576543583,-0.6802298770408238,1.4893048265124238,-0.699934410886333,-0.6903285595881561,0.5369853117115277,-0.872599594620825,-0.275374035243772,0.7462235055057608,-0.7700960134986174,-0.5919407163060245,-0.7329844465586751,2.5864918844778217,0.8079448469901858,-0.3340200188992881,-0.5767579261182997
SIDM01095,-0.6087155787544334,-0.5269542718632599,1.1702640260201618,2.0640460297672227,-0.7497551198951153,0.7194011201942005,-0.7494622638094015,-0.7065030021156585,0.8791538362789318,-0.8908650226555497,-0.5607463973364432,0.21316726477901918,-0.9306619703552114,0.21262634100043862,-0.6172368679701704,2.0842932150329676,0.4885412357057727,0.11016039276656721,-0.7375377623117201
SIDM01159,-0.42856895189131755,-0.6874747692836224,1.721324949847195,2.642766685696127,-0.7640313497849641,1.2718965815688439,-0.7370449921076254,-0.6702923290829446,1.0296485010197298,-0.9378141545331541,-0.2919413729522232,0.40218541341948033,-0.8654093724473916,-0.630084925612756,-0.6061411215718129,2.8961508726530734,0.9480802809483737,0.4324441416669639,-0.5094882073812309
SIDM01183,0.2845000670753004,-0.6306709485246496,1.7513965105745066,2.9288658753752843,-0.8314535924052668,1.5270980993281964,-0.6799300787367423,-0.7745550967958157,0.5289968584976755,-0.8641039564276458,-0.050332860899222544,0.38495875241641947,-0.8548938494743501,-0.6175545785575272,-0.6759765068924845,2.2242618256356086,1.0106065244873454,0.6924728985231281,-0.7942879591890659
SIDM00328,0.6042317198413782,-0.7365729744175471,1.758867577040433,1.8665238886895634,-0.7148618393168158,1.2385349452066214,-0.7284969117284941,-0.6568396580983037,0.6069599019240404,-0.9180576078357492,-0.4809140515531628,0.10258592456944175,-0.9231064719821217,-0.44843573679845683,-0.670003779752966,2.122311567163164,0.7262057974573626,0.08444401186811275,-0.7663925221352319
SIDM00389,0.4025878425929186,-0.6991812219671649,1.4534513028731437,2.1938579041594033,-0.5632700642301233,0.05878697082413117,-0.6562969613991848,-0.6522115172997456,0.11857124282157054,-0.8989689003731093,-0.2666549559969292,0.12520723525863653,-0.7259096443145499,-0.45456246816849427,-0.614363506168163,1.5474456234400276,0.2954090809376251,1.2085296357715491,-0.7598538048673835
SIDM00489,-0.25698849064378787,-0.6940590223902766,1.2937720031733826,2.450875998991931,-0.5795789481524303,0.6928494978453157,-0.8577164633738977,-0.2827334660891367,0.9630705778475753,-0.921073910608898,-0.13688566942248298,0.3200459222606563,-0.9778026148588179,-0.6850111601444511,-0.7657065066566464,2.417351380865771,0.10905014105443638,1.282256231391687,-0.8277719969327629
SIDM00953,-0.5088354619619967,-0.6289374995997721,0.6271754309536752,2.516339522869618,-0.8884178060805112,0.7085178339426017,-0.5921468580803626,-0.7698712110252621,0.3934697259576328,-0.9067700226953825,-0.4725903696999724,0.31452220019221294,-0.9382617678321188,-0.7806711686694079,-0.7523155966818258,2.0011997739322696,0.6593079090415924,-0.30677712323927325,-0.7317766489479126
SIDM01245,-0.6473377811532989,-0.591959844376093,1.55069882664074,2.445075603641329,-0.686338337066441,0.8507767880139361,-0.7762324382917177,-0.726540466444729,0.5302903426427412,-0.8217709467655766,-0.4242847301860837,0.1501739039194022,-0.738387969297749,-0.6649265580630795,-0.6578267525709793,2.135851806735107,0.38356951826041824,0.07857375573193975,-0.5905361485596905
SIDM00929,0.48081771916441923,-0.6347266134148898,1.5342753348045541,2.525258572352181,-0.7384234042475165,1.2009888318376711,-0.8460867726518847,-0.7923068755711201,0.6600827288951441,-0.8890287082063741,-0.3159977008417283,0.12281504620559333,-0.8072385168198238,-0.4730804912728533,-0.732144199612181,2.3231660043009175,0.4689927197626968,0.9096162191829068,-0.27975842024256065
SIDM00732,-0.3368776449552766,-0.6279053158097146,1.9193724636119056,1.8402246939138835,-0.7008190479594711,1.031884178514204,-0.7970685315080911,-0.7179772496107413,0.9307826653681824,-0.8725218785376075,-0.22264464088347996,0.44144251245734073,-0.8235078652659378,-0.04771210109839089,-0.6262320951047258,2.139683898305135,0.6522903216288007,0.7385607441400337,-0.7329562383646248
SIDM01047,-0.23981241536139963,-0.7068342575935325,2.076703813170966,2.483008105435646,-0.8130856679764348,0.5847912700784788,-0.7647055429598599,-0.7524095165328866,0.5119926435807786,-0.8891631524266939,-0.4564758464813815,0.15494277826659578,-0.9292407843309631,-0.5342346135323586,-0.7398326918120957,2.1768794083863563,0.23024085586017903,-0.6649052494140449,-0.47867389303107183
SIDM01229,-0.39868980408556776,-0.7899723671409224,1.5234605779159467,2.2051619062629926,-0.8004759256486503,0.4709150040951242,-0.789196484629512,-0.7604320105286146,0.3137138771410347,-0.8338020007591285,-0.40258432486854717,-0.22014273684973748,-0.8564449762688774,-0.5251056006783288,-0.7039037107140232,1.9557447777082353,0.24512780113192836,1.0032210046079009,-0.8696458900476698
SIDM00540,0.17203692831835263,-0.7346169089017353,1.3536684407813655,1.4521481301198873,-0.8007411087493004,0.7862284973854116,-0.7410593283242074,-0.4750384138106114,0.7315992354449139,-0.8762907533774753,-0.23378777039457,0.8569772379785312,-0.8228202935632949,-0.22840632788293472,-0.7777431140007763,2.407655891202574,0.8324237861288334,0.7463629110218144,-0.7694471941614879
SIDM00264,-0.3575958785182989,-0.7672809351545885,1.4217694732283817,2.2500249187007557,-0.7157706107479658,1.181280219959656,-0.7838717670477069,-0.7876008306471579,0.9308798740560941,-0.8645131218552716,0.035765366139019795,0.6772887458961937,-0.8907028448356525,-0.7105471079078183,-0.6242953781993136,2.220458902009222,0.8482007992343836,0.10125346291554664,-0.541832006389571
SIDM00842,-0.5530113552387896,-0.7224192594439356,1.7914837217401771,2.0074522336066547,-0.8610936844382563,1.0941361456575396,-0.7755736592037242,-0.6739960197855864,0.8787557051813465,-0.9532768757416539,-0.5862021212970729,0.4010773078309879,-0.923990067784363,-0.5708609173704525,-0.7178658785686917,2.3892727524890245,0.8383381480556753,0.14131036795199836,-0.7890868360258835
SIDM00923,0.5345037340051066,-0.6594545742921047,1.5968992485017142,2.064127391866283,-0.8268132761065534,0.9949115090094934,-0.7384199825680016,-0.6967743829882309,0.5705165839601571,-0.8714583950698844,-0.44761505522942724,0.5756364770207395,-0.858034667174899,-0.40761279852142573,-0.5188532196191586,2.407684370791311,0.4697058954753549,-0.021233294639010095,-0.7400150696700494
SIDM00120,0.6481336424222794,-0.7414772609182325,1.4782434814441285,2.183397943071581,-0.30666939912785657,1.2907309252369983,-0.7692538704893809,-0.7461766228314398,1.0707724004915196,-0.8413896431971428,-0.35923328554790357,0.08802429286218962,-0.8598126101835362,-0.7125509381937537,-0.5734231643277713,2.5316799149023006,0.6259333201775794,0.8176951290805329,-0.6122783551799338
SIDM00900,-0.7277678771422028,-0.6056666066836244,1.2542568635375464,2.5120003759455973,-0.7489321916893623,0.5148959542777284,-0.059777052452123614,-0.7502116636334616,0.3270451302776899,-0.9485008655320726,-0.47738869662155453,0.030145843010066755,-0.77536974622362,-0.4542572094283704,-0.6289485720125819,1.7124212846413056,0.18864480912641804,0.5582233092111876,-0.7930200806266523
SIDM00962,-0.31347748166589195,-0.6811592534889437,1.2561544770357917,2.322921468035691,-0.42845342264647407,0.4817435781091206,-0.7224682485623144,-0.7164461767827809,0.777308520282826,-0.877035319856122,-0.37552386928029596,-0.1806609820288846,-0.8367477604640958,-0.24335709205111802,-0.6903372457212683,2.3508327922437644,0.32042328368727235,-0.313430046083639,-0.7258903106429822
SIDM00889,-0.4805282948259927,-0.646842775341142,1.4624169147161312,2.0488857403929805,-0.5917663042451249,0.9507891873422217,-0.7259585303973616,-0.7057567213053395,1.4153778604546527,-0.924460141860042,-0.3421959573025441,0.9475781744182126,-0.8529924277891825,-0.6696813499528811,-0.6920882758673527,2.4181180430896014,-0.025548785327323565,0.10307407805815405,-0.6414892546715492
SIDM00864,0.679111280492894,-0.7263191018232061,1.3985893314654938,2.1129922910313623,-0.8190782942219117,0.7684444878096779,-0.8805638889064172,0.20797857887169408,0.6574115599679704,-0.933683048864919,-0.5444797767409527,0.2973142105449511,-0.8557873444482211,-0.640658508421358,-0.761394578250259,2.050053455943946,-0.007449163664487992,0.6026420823378075,-0.8245330910134657
SIDM00233,-0.6190758512321783,-0.5571416062104273,1.970719460995509,2.180226690474265,-0.13369276779076944,0.8490153141252821,-0.7759913481284302,-0.7103866650417032,0.8240686538987377,-0.9394101154288795,-0.5436279250541863,-0.19333373339049342,-0.7678107824748377,0.1329569384001654,-0.5950550042402294,2.0460950861908445,0.7910061816252909,0.7950554062296865,-0.4359232962774475
SIDM01233,-0.17778819795940892,-0.7389223581965274,2.5882375712178,2.241163765042151,-0.7488409177296156,1.6134496102771412,-0.7210198869371415,-0.20399099235812307,0.9109011659020447,-0.9333723427720191,-0.3797031873733233,0.4926835087551213,-0.9083877233608897,-0.7354963201539855,-0.6694528789611842,2.8593593457474733,0.6522396068210414,-0.06472354381353143,-0.6101953882355844
SIDM00964,0.5837598683098615,-0.7068335937142879,1.4992127696238255,2.3575669825144945,-0.754807371880193,1.4154215866919853,-0.7453958340702721,-0.8531321442096593,0.5295720594851545,-0.8639615565879711,-0.40962599096997826,0.6931013300888434,-0.927539107212499,-0.6080001791311067,-0.7160918300097996,2.639320053811603,-0.07184127204813608,0.4937925287200705,-0.7215313798964976
SIDM00196,-0.5821963579296581,-0.687323696858055,1.335786701581082,2.396771499099233,-0.7931814163375034,0.7427131311560604,-0.8179474620237969,-0.7781047730412562,0.8916062839431491,-0.9417241911601831,-0.31496369934917995,0.3054277891112059,-0.8655764805008442,-0.7144488381058365,-0.7290318264669042,0.9515697956946145,-0.12494581287259972,0.1510588563325444,-0.6858716454968787
SIDM00287,-0.7669608679081682,-0.5687990334720023,1.3642277678756756,2.349019272463094,-0.7474392763161006,0.09556774817919915,-0.7707441121668763,-0.7763848493261158,-0.00023026754358370372,-0.9701690735935506,-0.4217075301694405,0.35907786161255095,-0.8575350619340958,-0.6821705128616242,-0.6465126251163773,1.626786170239792,0.22152906047448295,0.276128924545326,-0.7389877662477381
SIDM00501,0.6505522687595544,-0.584859808805965,1.3075669973227875,2.0333508891030645,-0.7666703210693901,0.6291572952047068,-0.7885686495661296,-0.45808170290254496,0.8726706578275626,-0.823605533577047,-0.44294303068326674,0.4570095790005877,-0.8906195382681937,-0.416093446279071,-0.7057020034349597,2.407077721560372,0.1038591793342637,0.5941113204486752,-0.8019582030789452
SIDM01237,-0.6341315702076479,-0.6562775831486766,2.0633520849622577,1.5823160802829832,-0.6876483269901246,1.333194556863811,-0.5611185512239393,1.4373538295367252,1.5944117869976828,-0.9663886143435003,-0.4395991491150115,0.5565764086319843,-0.8921571512919811,0.1387605308045049,-0.4944584210105808,1.9266069782945545,0.5782939334236039,-0.007118783419213584,-0.17271509710128666
SIDM01228,0.45554544696757404,-0.5929310982881314,1.630405551041384,2.182411896442025,-0.678089361766498,1.260194410683759,-0.7591891248569902,-0.7499815417454394,1.397434187392969,-0.9162634057242758,-0.37360308313971635,0.35509063593103746,-0.8359157146051681,-0.17975337347488957,-0.6180376656148667,2.6511315776382753,1.1633564157580099,-0.0035354358151498825,-0.6073512590460536
SIDM00935,0.9642420338852322,-0.6557134892194851,1.71653408772164,1.930825273325788,-0.7026299453481946,1.0683486464907705,-0.7851696568702843,-0.17848736931300496,0.6998557313442092,-0.8687676035253435,-0.39463749258410535,0.3380500079310987,-0.8541613100415106,-0.7759075378723614,-0.7052384586107256,2.4194219272823747,0.24760164249789565,0.9418359144864321,-0.769439257420796
SIDM00954,0.4391448417274754,-0.6198799337153217,1.4624792660660018,2.3900180076607556,-0.6417125981658875,0.18156638059406416,-0.8050860758779604,-0.7444025364531374,0.5809400981628674,-0.9402670470709117,-0.46862700461385753,0.19884543968900156,-0.9452899079298851,-0.5983976453881206,-0.746391952074567,2.1076953023996183,0.19195452632217871,0.3062345909644235,-0.6898376503693678
SIDM00951,-0.6275309227147744,-0.5863167172460645,1.69271307210541,2.2411088038561284,-0.7274147872101094,0.6517078097897931,-0.817200843353436,-0.7179661401025851,0.6980367669999346,-0.86492250887899,-0.24170460139735092,0.12565986524303918,-0.9462417697068409,-0.7371537308976176,-0.7391281323722275,2.0079678318149137,0.6181862431638325,0.2254253950312951,-0.7543449977124198
SIDM00948,-0.6457469187211016,-0.6641868634462029,1.0548404560029074,2.303878700431277,-0.8234811587704147,0.5552444439329026,-0.6947230953964662,-0.7291995674454902,0.026307292508807645,-0.8546142873604203,-0.49372076341651344,0.2376478016068751,-0.9476056999410029,-0.6562818334876774,-0.7536827768163219,1.0579747139537445,0.3925246975786569,0.38185179742945596,-0.7048185815667265
