,PIK3R5,SFN,NR3C2,PRKCB,PRKCA,FXYD4,KRAS,IGF1,SCNN1G,SCNN1B,SCNN1A,ATP1B2,KCNJ1,ATP1B3,ATP1A4,ATP1B1,NEDD4L,PRKCG,PIK3R3,HSD11B2,HSD11B1,SLC9A3R2,PDPK1,ATP1A1,IRS2,ATP1A3,ATP1A2,PIK3CA,PIK3CB,PIK3CD,MAPK3,IRS1,SGK1,ATP1B4,INSR,PIK3CG,IRS4,PIK3R1,PIK3R2,MAPK1
SIDM00527,-0.7261185406676837,-0.3340797369103944,-0.5573561466324809,-0.8532314493827655,-0.39409202057116327,-0.9190126694063998,0.4998969860279191,-0.7633673600216448,-0.9798052802187541,-0.815599449671686,-0.5824431667149218,-0.7733001713952079,-0.8796867331478684,1.6251415198581898,-0.7369363648792748,0.5171484775837374,0.3857640170054446,-0.6410726617528977,-0.5159133771122212,-0.7212119178630443,-0.8152935444128642,-0.6951093481259404,0.8492517460255207,1.9868931919142483,0.7178971593456474,-0.8671195570121958,-0.7732274041490946,0.7107469547530728,0.0016340764228345657,-0.3620060794039053,0.3222163079127865,0.6530278376151046,0.6010253223877454,-0.8738502604645623,-0.47769207934142555,-0.8472060249727751,-0.7229598527342719,-0.16010607044808842,-0.25500684364479836,0.505479272291809
SIDM00976,-0.736793698257556,-0.27230767361061403,-0.8571143622139706,-0.8133225053481983,0.09972928422606163,-0.9371495046330701,0.592401683209206,-0.7384348907841211,-0.9461519788345909,-0.7311560938528296,-0.39775848038016914,-0.810590958250388,-0.8458380262123926,1.3465483232964035,-0.859337060956787,1.0460136002497846,0.9337067229183078,-0.7163262820057499,-0.6472659937718621,-0.6672684299854346,-0.83092290257483,-0.6478812973291699,1.0292925852173656,1.9257004223431122,-0.1942370104231073,-0.833172500578551,-0.7468527078498806,1.1124624573533572,0.13158132076134027,-0.5097438637785281,0.27667755568106206,0.47073555452532095,1.554619110566395,-0.8665951264602924,-0.6631709080352959,-0.8337291283578169,-0.7878239558390537,-0.07097789282701854,-0.5316005230199855,0.6122684569414987
SIDM00316,-0.7665298574030405,-0.4566991304623677,-0.9826184854204686,-0.7356735191946856,0.09410565667704199,-0.8690247715189313,0.3530359783963752,-0.7847100828721595,-0.929417075793022,-0.9051529863414064,-0.5377837549940845,-0.9258883609467027,-0.7925879850241332,1.372055745333329,-0.7983055264007863,1.1541385817026089,0.6967870233694863,-0.6516921705615133,-0.25386975318674726,-0.6577791628390423,-0.7513561454730441,-0.19988722915138812,1.0200171178686173,1.9910253693473359,0.20742254504251187,-0.9162569797476922,-0.6666830139500913,0.6028602166006068,0.22060671903825094,-0.4694291428476385,0.4661422621574193,0.5335360600031941,1.3277361809555372,-0.836060141762066,-0.703148980888811,-0.8066572417645654,-0.7518745419505456,0.18764844521312368,-0.5243610899008924,0.7788891255073044
SIDM00326,-0.7210632933533825,2.4057374475875006,-0.9074803581947067,-0.70007459605209,0.1073662039205865,-0.9145263009878,0.4647827407179723,-0.7183337742719764,-0.9850130613329569,-0.7990672141158459,-0.47725629837344685,-0.716314179456062,-0.8622104064583539,1.879545812125812,-0.7590846852087666,1.6235707092804805,-0.49148762230690884,-0.6764268002447236,-0.5537223817116395,-0.6121963572890425,-0.8699119347856863,-0.7125284333786951,1.096059974167507,1.936268388388723,0.6546599273246295,-0.760901244162815,-0.7769043556500229,1.185868904274696,0.5047812792026403,-0.5535185873643532,0.12396692713668121,-0.305601596589802,2.2944752436627494,-0.8253621073920956,0.17712724971968583,-0.8299918122053249,-0.7749685091536311,-0.21945917859644207,-0.3320083345405911,1.041065527071637
SIDM01093,-0.7792825749464217,1.8230711643032336,-0.7989339255615797,-0.717920527492159,-0.5864361505796267,-0.9341872443536253,0.45577622691952335,-0.6350441822036581,-0.9508890581506545,-0.7752145179456224,-0.453249251660266,-0.8474143011176875,-0.8477515252202817,2.141148672239949,-0.6906510013140522,2.4059991204331737,0.031956813187278006,-0.7125456845712705,-0.5258400528333234,-0.6422097316020402,-0.8055442101458268,-0.6585820653689418,1.3464026894511922,2.2944881089666325,0.28343671246675933,-0.8592554105124001,-0.7338670569541943,0.9141466744771077,0.6123179564791771,-0.6638947876046497,0.009041848105836194,-0.3574636469076834,2.691073864463534,-0.8707286595614858,-0.4003569294622726,-0.8589165248767845,-0.747274414428037,-0.5935399463867516,-0.3826828825341571,0.873695986992817
SIDM01098,-0.7000230367169441,0.11807727799005466,-0.9275329738672453,-0.690795084900545,-0.08696450614510033,-0.8490296433768478,0.4361121852115703,-0.6656924397344791,-0.9701328223050733,-0.7120971035299604,-0.4138029886153976,-0.6814757907378944,-0.7912278053877132,0.8895545934215116,-0.6318961591907342,2.37638747552887,-0.29338942876654645,-0.6712372101579277,-0.15823530464662555,-0.7438877419708301,-0.8766358813855575,-0.7116951461508969,0.7267832181321444,2.261215137641179,1.7829643812144533,-0.7507360359832635,-0.698711534249839,0.31094360033403284,-0.038937096058917764,-0.6268625040936583,0.31619423431814414,-0.36246370047684207,1.4769571628512745,-0.9223242926529138,-0.3696314333059825,-0.9639310209210279,-0.8368585203442412,-0.33895121534668726,-0.3058618851442085,0.15425779103500303
SIDM00424,-0.6915165207223022,-0.30764558198517084,-0.7372396741112561,-0.2170223057631914,-0.4940364289356792,-0.8095648707533454,0.9215039453201721,-0.6946024720132391,-0.9636082425876886,-0.6579490610915057,-0.4015199431541787,-0.829518419477107,-0.6613989029762772,1.8620853662311947,-0.69620975506808,-0.29436669482828504,-0.1722941835679467,-0.6654980701865852,-0.49794841132873147,-0.6352363433642052,-0.7774518009822771,-0.7680094609813987,1.5110758436329395,1.7442862679926652,0.19243687852866273,-0.7666500207459841,-0.796735403708674,1.3576923488352048,0.20269421987579414,0.04336748601603845,0.2699574907437687,-0.4553912917370833,1.6580495526248507,-0.8125512340627485,1.1228685283022968,0.09802582599231503,-0.6417685555111633,-0.08581799935063537,-0.4544825377019446,0.6825314102762445
SIDM00973,-0.7162974851844266,-0.5902096253713658,-0.8705367520406592,-0.7929733037579838,-0.6226547983753179,-0.6738530242450839,0.3921759342136722,-0.7124686768853814,-0.9713254235991504,-0.8421158524840144,-0.4967442455655493,-0.8443074805142966,-0.8297023614635358,1.2868509115632851,-0.7743423591764836,1.3638931048437424,1.861241421766899,-0.6665905288469768,-0.6500319664314771,-0.7300868904216525,-0.8009628443845314,-0.5354498044640598,1.1577839191114359,2.7018814079025844,1.2760893704189007,-0.9481332399713884,-0.7923319218362048,1.0118574123062116,-0.21823842367906404,-0.5085016954323357,0.26299035004266214,0.009711941798335625,2.337374383406178,-0.9262323341601715,-0.7160483171965066,-0.9210231414301523,-0.7931984253692888,-0.48627451792678283,-0.5132062477368098,0.4939504917971366
SIDM00411,-0.7658061754070679,1.5965608146398933,-0.9399748373193096,-0.797918929607698,0.0554976899975605,-0.8785735054192148,1.2784253627919009,-0.7825324489841776,-0.9277521679008536,-0.7230768175190325,0.36947445556384956,-0.9220852317074312,-0.8043722965171671,1.4216606900296807,-0.5399586360130872,2.0572228408564066,0.6685321296407625,-0.7145119725471922,-0.5638311594066441,-0.7357876570681425,-0.810879171308746,-0.6124051129241231,1.0728757869896368,2.0719130417648715,1.0148725700118906,-1.0021724547712285,-0.8199377376692991,0.7954696309109586,0.45220981601526666,-0.693223937778883,0.29408953761611967,0.9307960203982083,-0.5629348153733941,-0.8613653613119578,-0.5777317205335694,-0.7313452140571544,-0.8166965271623033,-0.2439869861094633,-0.3984408287883672,0.5572808769470882
SIDM00374,1.623951230552208,-0.4738240762427684,-0.8133612779049519,2.3829894737095,-0.5742271936977086,-0.9606617511414287,0.9371843768201511,0.5802007814568882,-0.9569618715055744,-0.9019661324056927,-0.3779183673944866,-0.6999787846506934,-0.7993274293351911,1.5570727626834509,-0.5724416214524916,1.257015154899697,0.9922249006321916,-0.6610640831792625,-0.2873586112733295,-0.6644262198344583,-0.7896371697326979,-0.7907810572925281,1.4772646349708116,2.4758312354729224,-0.5262126712485332,-0.9238081736817783,-0.7562411088507234,1.4192698130018189,-0.0015863881255500521,0.12661923255141758,0.27675907204753203,-0.46052614585906076,-0.13052065595116163,-0.8581676146734257,0.9857252131886474,0.06933807030711583,-0.7112148723678867,0.7101803121912684,-0.5359605338166862,0.8211021362360892
SIDM01160,-0.8001109002652728,1.8568843347282424,-0.9041163405915796,-0.7614669549809514,-0.37545348882715135,-0.8205017896774522,0.48232357378397,-0.792389751588677,-0.5242593981685275,-0.4245700849485879,0.6887195534840197,-0.9335851642064766,-0.7922118203291625,1.6983842618946294,-0.5769936956595184,1.297466713385956,0.41950406845229454,-0.7218531287104418,-0.5316982997906532,-0.6709831882473283,-0.912949964934853,-0.7051151120365349,1.1880359460974796,2.2436006749789725,0.7243471233223869,-1.0109244506324875,-0.7572449659475468,0.9378713374263831,0.4223242219914135,-0.6957513156524642,0.5403615228783089,0.7036075201165536,0.17867865381223053,-0.8801047372378749,0.12725834713669407,-0.8673539110364847,-0.6853807368653217,-0.03023065281712406,-0.4751214289625675,0.5611164930635762
SIDM00145,-0.616685866952209,-0.23523453831440377,-0.9021360785117608,1.6856741157332542,0.19120349049199792,-0.9514708146160799,1.0648285922054845,-0.7085756724682305,-0.9087100699140306,-0.8457245363751072,-0.3942600612876761,-0.8851789658368515,-0.8856516392484521,1.5585455911611523,-0.6219862203746068,0.05236781766649216,-0.5058291233929482,-0.6709376525853369,0.2496834043667951,-0.6928917197287562,-0.8216387906616508,-0.8792464927679746,0.9783519330377621,1.7338906022583984,-0.7545770419715485,-0.7726311774910113,-0.748372451417911,0.8314009692364289,-0.018400940908583036,-0.5468405559421257,0.198899834687351,-0.4283357662493239,-0.13281084515080022,-0.7869689094325413,-0.2630392494798946,0.8163628170683489,-0.7890391134984489,0.6122300013840992,-0.3455904798127118,0.8420866888486146
SIDM00975,-0.7089174068441259,-0.4426591603674825,-0.6110602605173732,-0.8739983041862079,-0.32392437983241906,-0.9585091357700991,0.29518046591921054,-0.7698390259136871,-0.9549488203115191,-0.9393582030742091,-0.46311594802162936,-0.7434079072693873,-0.8946842401906776,1.9536687706239118,-0.770967783848346,1.033546903008674,0.3941311025947558,-0.789374904291184,-0.7061420385231344,-0.805910799454602,-0.8565822127343442,-0.7439998138849917,0.8511946397402249,2.6802180003660028,1.6058493169368588,-0.9212187504137268,-0.8559929169841728,0.5311689130123125,0.2406067731627391,-0.6158783529610046,0.4109762991444716,-0.19685522934330457,1.5863538317850483,-0.9175467061628775,-0.6671099859861604,-0.7304204574390561,-0.754093402040113,-0.22383073480811522,-0.5830333987096499,0.44080813700183863
SIDM00971,-0.5182908783959141,0.9071713507686492,-0.6604975266510767,-0.7665817669542061,-0.5556711935109165,-0.9123038446102374,0.6262191641240401,-0.685997880811856,-0.9233620854160393,-0.8736317897380481,0.9858332983538923,-0.791692426509672,-0.8788609196827967,1.2156991397405508,-0.7683494564012772,2.015954456882245,0.6339054760731135,-0.6625119962219561,0.7956840490888306,-0.6798560240080452,-0.8087135711020116,-0.64800518293501,1.3654970186726096,2.206662643299739,-0.5424286440315123,-0.9074620058549931,-0.6999451404429136,0.9157258262610262,0.42642348328186686,-0.6428401806490993,0.44753992891748423,-0.4658695875995019,-0.5863380726680809,-0.7827618316220207,0.10739522223578242,-0.8539706438570629,-0.8389662879493722,0.31433545656633155,-0.4674103962812997,0.5972136651532114
SIDM00251,-0.7064638775937819,1.8043559074413769,-0.3248173972394797,-0.7941021762651687,-0.555218764242211,-0.8877665787900113,1.0127039039978598,-0.7361679568016719,-0.8968940708239284,-0.8649830487653792,-0.08371623221359745,-0.8164849656292689,-0.878166138781423,1.7949695908161127,-0.7493586541866452,2.6096952689178052,0.5461598310240198,-0.6649650211903637,-0.4438483569661307,-0.30834355041066935,-0.8004495446945493,-0.6146250918343229,1.277820405146134,1.960276304193893,0.39232549089231916,-0.8900100619529766,-0.763007545284439,0.583855479838672,0.12304969245245363,-0.5862194505698869,0.2803783522797874,0.3082952339018539,0.6753830473302871,-0.8542721702422308,0.00024086902128025601,-0.854625836540477,-0.8530368499981773,0.48739875090072465,-0.25038556264993556,0.6747884116275189
SIDM00412,-0.5576151598407979,-0.6369159104683162,-0.8344222062433592,-0.6761095239499907,0.3533118286441307,-0.9223167363839038,0.7862359162149266,-0.7115790826631738,-0.9318146333872912,-0.759989810798232,-0.47026170204319806,-0.8313202455350992,-0.8079349905110413,1.5924175616654452,-0.7496680127706955,0.5450721815404098,0.025949495040810698,-0.6875974542051027,-0.40832659116132897,-0.7815034427716034,-0.7893163065467899,-0.5373663721959705,1.2685558995027082,1.7809200063371176,-0.36941230798965236,-0.8231695681158482,-0.7739627522610208,1.2450870296441667,0.11417759015075661,0.1793801230378477,0.24399612452193456,-0.5416358478956759,2.7566794819761578,-0.7640384565694546,-0.7031795624818059,0.9186104913756331,-0.7979526516175232,0.0008596510534877207,-0.4656554886457795,0.7529752466359841
SIDM00023,-0.8165453020726285,2.3306647402096226,-0.9390491477602945,-0.7638746326073788,-0.42476927007827897,-0.7608455263716501,0.649224647786217,-0.6971747590365384,-0.9505462172453606,-0.8436068484684235,-0.0461430854474611,-0.7896341614618488,-0.8342885362786882,2.275993687339341,-0.6948684902267317,0.651791806968673,0.1176129253767316,-0.7203317237342752,-0.6364411497319652,-0.559635698505453,-0.851017140803606,-0.8630013023938375,0.8328742140193269,2.7040913077510784,1.0868538439175555,-0.8992381121338346,-0.7508252212054878,0.6204023303217404,0.41035749845401076,-0.7250791013265749,0.5254356127220261,-0.4008737084945413,-0.05472641165711143,-0.9156406653767194,-0.2837044762771382,-0.8278046256178763,-0.8407675542915976,-0.27065947769750315,-0.4534331486825259,0.7434415196941886
SIDM01198,-0.7331504341199825,-0.04819588714737693,-0.788556074256225,-0.24136455777475432,-0.4045579173215536,-0.859615269753103,1.256548288492223,-0.6636796023183028,-0.8340440728573181,-0.9001958204765936,-0.3130380412417005,-0.6896655632285901,-0.8342962495017993,1.9437631845380474,-0.7020018552212471,-0.27018754716373655,-0.4218062167352897,-0.5681070361412667,-0.5376674064389815,-0.6283866414503969,-0.7778899443721836,-0.7491135481106554,1.143572500388088,1.279363911441721,0.5249668290324,-0.8246343349684538,-0.7595855723445246,1.3907462806734017,0.08711876569449964,-0.4354798693102715,-0.1113474172428823,-0.33326642520818767,-0.46993398199227315,-0.7767203568629837,0.6040191469977119,-0.11190515273722253,-0.8035658896350047,0.034729878026936764,-0.4684404356344909,0.6932536524731792
SIDM00441,-0.5341832099855002,-0.39519034086985616,-0.8348281643046362,1.81422608329911,-0.3539292272573664,-0.7978256042225143,0.9083562047905224,-0.7145230749051205,-0.8498861990807125,-0.7335550739693923,-0.5933158816650088,-0.7753163896578542,-0.7948738919920119,1.2950526935639142,-0.7006314009585193,-0.4138281791287693,-0.31014437462929484,-0.7050969703180568,-0.5243330794903918,-0.7728533816825548,-0.7971806518178224,-0.8223426524265856,0.9358723175132782,2.1587454309450353,1.4450835421508916,-0.845104812452416,-0.7476893177277997,1.0518118365494245,0.7489696364843873,0.06202555787984481,0.21791913356986137,-0.3239639674089365,-0.7185852898987022,-0.8124925926886225,0.7288045457643383,0.7700501272340942,-0.8136178882337498,0.62067171528945,-0.5258224049408258,0.6725152023411634
SIDM00388,-0.7544439911952924,-0.13474763273381588,-0.3847818569712451,-0.7543352040862785,-0.4641955561537259,-0.9209715259834458,0.9554054280666495,-0.6676476099879927,-0.8293756358430712,-0.8034420559123601,-0.43701802661061506,-0.8623908318453941,-0.8234173947061673,1.838362715811187,-0.7515283042915382,0.23626498575774652,0.020690430814484097,-0.6920660213672543,-0.6267575999483095,-0.6509017997460061,-0.792610398227259,-0.7849404919658243,1.034896923825413,1.458763923520007,0.2417412257184729,-0.7825459199809148,-0.7722806339389583,1.3238329349496993,-0.32298103313032944,-0.06916535461916633,0.5723722004418773,-0.5352238457832779,-0.6132680209784579,-0.787181693964589,1.3676403072328633,-0.3860422541877352,-0.7981855731197266,-0.08587130772629317,-0.3795968960896529,0.9284401574970488
SIDM00417,-0.643901542623449,0.005939100753525219,-0.8715370640824629,-0.7981221844129742,-0.6402438300652441,-0.8880244499761232,1.1154842735087527,-0.5873802044324008,-0.3691737312652217,0.8275999914696881,-0.36383790262073107,-0.8293845729190664,-0.9107111220746722,1.6721570054958201,-0.8114962130465582,-0.14979537786469704,0.1799431191799234,-0.6131876563479515,-0.4394694689413112,-0.8628416103225678,-0.7577958994789501,-1.023038309579415,1.4532859221448264,1.7714531726521292,0.3040359992848016,-0.7636843686100426,-0.7107189695832684,0.9250914970901787,0.06626178774456995,-0.43213331003785227,0.4225111425389809,0.03883633029933144,2.2866537859062466,-0.8475234957189111,1.3612296898866791,-0.08553164369269217,-0.8290212349628928,-0.08358335552622284,-0.5707663138812041,0.7427641389540123
SIDM00416,-0.6831818493126387,-0.31173954875439597,-0.8205488951475977,-0.6049408758868247,-0.6274091301979187,-0.8144845075907748,1.0510232982439611,-0.7400600898976398,-0.9397051933964803,-0.7024793811567379,-0.3732852551431711,-0.724068761117513,-0.8508545715554269,1.5292610302209753,-0.8317391307800612,-0.23128582121484623,-0.5247879224104905,-0.6766839556160408,-0.6199722223712361,-0.6621103294811128,-0.7796795837771989,-0.6628881866211684,1.1957724546357305,1.7751920436074118,0.22305132650887027,-0.8217646938695307,-0.7380857787273011,1.580220807873933,-0.07766512857601159,-0.31768611480293957,0.26775012341714366,-0.37377582961280587,-0.32555970656457395,-0.7343621714859133,0.35522184444732596,0.1953303878760789,-0.7257310414167305,-0.05471563454357558,-0.4452566505681192,0.8667469324557886
SIDM00974,-0.702406854409307,-0.35756514078468854,-0.8544585267573028,-0.4438428836481933,-0.34421389264684427,-0.8386294929853437,0.3466590417215339,-0.6032462094256527,-0.8946398490749401,-0.832192312356424,-0.43144533190358325,-0.8059039408981963,-0.7704917896228084,2.021692567560095,-0.6676610412595729,0.670940337967426,0.9798950735213449,-0.7197669673170557,-0.5899459910426816,-0.7074141447593051,-0.798473640816403,-0.7895422591376098,0.8076328350902257,3.023987585523619,1.6521812108456122,-0.8990386709942022,-0.6946468135226072,0.7021792099229505,0.6087554090664942,-0.5313898545675876,0.3912000676401896,-0.37216527956548895,2.9616085181221368,-0.8832848551793052,-0.33507761939319614,-0.8560381572870849,-0.6809757096219082,0.1269166705073123,-0.5428994609405992,1.1988799497287221
SIDM00833,-0.8427412515962609,1.8185269683230965,-0.947930773798547,-0.8635566967417995,-0.5848639597887628,-1.0857621503947483,0.8871060621959809,-0.6313045902129041,-0.9147000486799837,-0.8592607475711511,0.5147347630684237,-0.9090907482505586,-0.7896430435284945,1.757956822501208,-0.6412070601686457,2.094713999720016,0.14936139432382442,-0.7230943838034202,-0.6309893410179269,0.3732038946628816,-0.8588917895315026,-0.5608691928182823,1.1600337336438318,2.1691784835822303,0.137530343478506,-0.9667266221830446,-0.7875657550635311,1.0367261616267036,0.3310707028456807,-0.6858612215655687,0.6975325473872664,1.5001837964154747,1.2051598307908162,-0.8825178926835838,-0.07029788855364491,-0.8591586808993703,-0.8962098076674762,-0.634720368315029,-0.2800684161392109,0.8545759788423726
SIDM00562,-0.8323840987154814,2.1391006703364086,-0.845904738431953,-0.8152482470975464,-0.5766810690816642,-0.9901749702431852,0.7174168963973441,-0.66218239776392,-0.9416747781162002,-0.7564224672557407,0.47658863564034926,-0.8551979370476757,-0.888927811228686,1.3251875382895235,-0.7470363427902392,0.31704828327571516,-0.07457816488222506,-0.6968806840929749,0.6652918172488447,-0.4343855381309771,-0.823155125889766,-0.4459329614829995,0.7970830726446887,2.253520874818776,-0.693356797542861,-0.913685540694314,-0.7238226898444787,-0.14061420822769496,0.7663985404239901,-0.6428964209109428,0.28119779578813636,-0.6660760303919794,-0.6147226862595919,-0.9098525217700107,-0.20723490231091804,-0.7397370649650419,-0.8063562346012635,-0.533928353157265,-0.32581590996012816,0.5401061929118718
SIDM01102,-0.5732211437640953,-0.1189067152223293,-0.8803176865870788,1.4264773062880505,-0.6527841008602976,-0.9055909665943793,0.9130531465222033,0.08394838357648053,-0.9104599290360303,-0.8350504838977648,-0.4495960166540242,-0.8129170936538964,-0.8239750629081606,1.3559760878754117,-0.7661103622814863,-0.0049156148540882025,-0.05371142854660006,-0.6672080328314907,-0.5875857530446422,-0.855291774835303,-0.4266847217801001,-0.8437971033737356,1.3436204763549886,2.014537981517503,-0.26697822247828157,-0.8777171514463517,-0.7293230303125255,1.4807230574277097,0.2808121749545324,0.04456143808684699,0.43098092223083045,-0.5423301282493455,-0.2861585829925317,-0.8023720428350932,0.09474002037970598,0.029798353336287844,-0.745150181984416,-0.21100886397920976,-0.5990895700037107,0.5020827177456222
SIDM00418,-0.6812136374617814,0.8533902444851965,-0.8362349117276628,-0.8674432633318138,0.016844212642659444,-0.7565213241701401,0.6559449347838306,-0.7971353165270451,-0.9380098364981743,-0.8313823306364434,-0.4314096466652777,-0.7665778335941912,-0.8906358039911977,1.3727776936278682,-0.8096110180506519,1.0388338730961795,0.10439706013175871,-0.7404241229698316,-0.6780766065091433,-0.7061039326147719,-0.7989618257759095,-0.726548341527855,0.7061779896909428,1.7102395222256712,2.36499770108192,-0.8603145647758318,-0.8211051220576575,1.0844794417333914,0.20716419221007035,-0.6723173134696088,0.35890009870723294,0.3878402919834121,3.1217567716059755,-0.8759637027093455,-0.3941167373722054,-0.7818650636052804,-0.6798636913094817,-0.5464838782834218,-0.30170892009995254,0.8281753338653185
SIDM00841,-0.7269886492644632,1.6340224757686586,-0.8885532177955076,-0.7416111970576743,-0.2844656549826796,-0.716695628128432,0.7792074215639938,-0.7066594614652464,-0.9026251046451605,-0.9689116242357174,0.37949579743513356,-0.8781126592609856,-0.7930725121511784,1.2609844246395558,-0.4356506479653691,1.0109518105396265,0.5304340763217955,-0.7620963214276152,-0.6671956292251212,-0.05800761441689661,-0.7671726919671619,-0.716587698770419,1.0969174640551889,2.472226669528769,1.5689822460969323,-0.8729773681930423,-0.8259716978939531,0.07428638469858213,0.10773134796017608,-0.5442447152892338,0.21507800696388196,-0.16759512954870617,-0.6412201808494068,-0.8467527337095069,-0.40443885058302137,-0.618084596743463,-0.8938802611295347,-0.34039489080655044,-0.33001310447708315,0.6236813303176094
SIDM00260,-0.7301315320470275,2.4907606226265147,-0.8662294942988836,-0.7819668220516487,-0.6045893575645986,-0.8162499429887604,0.7622566570272225,-0.6906847305514796,-0.8144775150763741,-0.9006782376781911,0.3858399822915761,-0.8247707675989182,-0.8011683892713961,1.5478034629289912,-0.5890154327701602,1.7160246871197657,0.3541503516467654,-0.6768078702246451,-0.601060438408978,-0.8442228820902857,-0.8496652159306243,-0.7200462837004972,1.1372447697869774,2.4692651259220484,0.8839485027944946,-0.8517167429690312,-0.7981958595119361,1.3351938202871954,0.2959828076245309,-0.8045947172146216,0.9688556916148979,-0.3865575866661081,0.8385970620382829,-0.8490661198265277,-0.39631607527362567,-0.8257778011887567,-0.7514940477513062,-0.5269232993886979,-0.3957605798812274,0.680470692175028
SIDM00111,-0.7666996235158835,-0.23880291195215506,-0.5602725178951891,-0.819638407152829,-0.13133055345936062,-0.9978735940546464,0.2197044707181622,-0.6986112042755915,-0.8227107911938193,-0.7531255061934146,-0.447321965673515,-0.717052220773634,-0.9236303856888087,1.3707123152870957,-0.7210357945122259,1.8091509582175256,-0.023231811925687056,-0.7490873825815182,-0.4956591124080857,-0.7220813866735013,-0.7972656685257136,-0.7248487571363953,0.8766999048732023,2.7775542301426164,0.43887451560280605,-0.835562050198203,-0.7622476268399054,1.0593001790346965,-0.010576863538710167,-0.5622361376376708,0.09436014632156378,0.397873277500116,-0.17808396544992136,-0.8728887754846203,-0.8285959165999599,-0.8219682867801462,-0.8851174499592812,-0.011196311455608144,-0.4510810201816308,0.4993967951369354
SIDM01179,-0.7411496994830541,1.1678387464903754,-0.8935806983913984,-0.8693401639150807,-0.15606185674530695,-0.9761530828134103,0.6048641224709735,-0.6138522840713952,-0.9267650240867236,-0.8979996493317423,0.3250549386524752,-0.8612118138679088,-0.8467682701168998,1.579687857184613,-0.8322514894868586,1.7200677930025257,0.6679563949158313,-0.6832876393477032,-0.601390102164401,-0.7938846943804878,-0.8536250415717174,-0.8599805436188376,1.0000964844749718,1.9204640566159499,1.1730841457268613,-0.7962583125011117,-0.7275517912826869,0.7505117546497962,0.6493282796948048,-0.6508527845578547,0.7242087428446708,-0.5244275168502539,2.1242942622276515,-0.8343067630920175,0.02130882107778583,-0.854844060312712,-0.7863593781555585,-0.5180089387953762,-0.45625513223120473,0.3679749082282688
SIDM00351,-0.7024744919551088,2.1984545213080886,-0.9183747545384513,-0.797289255319265,-0.5777954190309392,-0.8920232984131479,2.069804141350856,-0.6779501854004053,-0.9018875767826017,-0.6655378794354005,0.20815085415935825,-0.7778240840555445,-0.866814833502046,1.6550772089763848,-0.7648884892881876,1.6399876793068815,1.4079834130331166,-0.6534219509734843,-0.7243495651446956,-0.6042213738973977,-0.6265654338302455,-0.8529563172790899,1.00407270830139,2.1532726810821656,1.600448859621301,-0.9104834298627001,-0.7858014536512185,1.027365899052438,0.15446477676951634,-0.8336068367770558,0.10360872177176447,0.04229816591265307,2.7122360954708786,-0.8473824047168891,-0.03664077310604587,-0.7638572796243182,-0.862803205907798,-0.5477226233363018,-0.5066629846315648,0.5434793312758806
SIDM01205,-0.1983170240006017,-0.5436420131272355,-0.9240878175290146,2.0012551107196574,-0.6992482283677459,-0.9817787244699723,0.3658580164348941,-0.7239128477675107,-0.889665905450143,-0.6820492802838243,-0.37594998286558645,-0.9077120951083423,-0.4477817772090881,0.9192602201549579,-0.7819043127913005,0.026747247474973177,-0.4031391732534111,-0.6514438699212419,-0.6400380048817766,-0.6062867579359329,-0.8058786168538227,-0.742761803229905,0.648302697952818,1.8375431903573884,1.5689797339613176,-0.8703662356040741,-0.7746509020651331,0.6625866478532413,0.6237564687808103,-0.08267136656682693,0.42416182865861013,-0.5471842245560707,-0.44530802505092093,-0.8309843657745112,0.3077243959871743,0.1235924381580658,-0.5889455473384334,0.23606704104625567,-0.43302063366892585,0.7280659146501992
SIDM01095,-0.7627716925981538,-0.4412949071778978,-0.8300072932689652,-0.8209008664076141,-0.16133573830769762,-0.976041340955042,0.5815470950496815,-0.7937255765778954,-0.9475006923169411,-0.836731485999346,-0.4757392646656408,-0.9087387730203237,-0.882689689411022,1.6833505609672035,-0.7796106262563832,0.8434232123833746,0.3567323606401657,-0.706022828949892,-0.4943161220343966,-0.5580829097383805,-0.8183767092379355,-0.8025683516075155,0.9387421494177569,1.7917079001981102,0.4886367719350537,-0.7779270002855331,-0.14426513516999132,0.6483750314727564,-0.31863516352133,-0.6899418837108763,0.2202463521344121,0.4268232106621629,-0.621644338640819,-0.8824341926589816,-0.2351674021560896,-0.8657975806279061,-0.7613241956499321,-0.40358497131965254,-0.5173011558596853,0.5896199563785971
SIDM01159,-0.7164177553624194,-0.5288018775028748,-0.911075465165275,-0.8556181424227444,-0.19783253523304792,-0.6732330882059917,0.27583003082603036,-0.7275874324780292,-0.9218617885139292,-0.8954567333847859,-0.3701858778290248,-0.7668942997734214,-0.8377724967103011,1.4587631440804907,-0.7854299699457148,2.4864658817369376,0.2809861877671283,-0.697491583304452,-0.30654492097908664,-0.6784173056428773,-0.8423652789378439,-0.7478443950108502,0.9839046220146532,2.114680870039466,-0.34011867720683076,-0.8427609367316214,-0.825053653259871,0.8523265774288619,-0.06940478362519659,-0.7408108075170209,0.5393950742515778,-0.21671982853833074,2.6042220156372293,-0.8491017683866983,-0.28895882765999487,-0.6405295791364852,-0.8605659609357561,0.17014758700246002,-0.3994643363930325,0.4431498969474364
