,IDH3B,DLST,PCK2,CS,PDHB,PCK1,PDHA1,PDHA2,FH,OGDH,SDHB,IDH3A,SDHC,IDH2,IDH1,ACO1,ACLY,MDH2,DLD,MDH1,DLAT,OGDHL,PC,SDHA,SUCLG1,SUCLA2,SUCLG2,IDH3G,ACO2
SIDM00364,1.9633639396107256,-0.09815043351170212,0.8112352592476916,-0.803146337411498,2.5829229345545492,-0.9102831042129101,1.808865296661519,-0.7328423990511028,1.7887027889353266,-0.6026246149746611,1.9191248251214497,0.9427563250150948,2.169317070684991,1.9194636887049266,1.4446487183996273,-0.04702739582412982,1.7545737817995108,1.6662092892419507,2.205309830663721,2.728954578693184,0.7834008087762097,-0.15757401962439171,-0.6092916583233122,2.481080006691531,1.2235663663695664,1.3977524399634589,-0.6169260623873081,1.5350523111356953,0.8350825472010793
SIDM00792,2.2893771922032404,0.8818501454520596,1.3380667945724167,-0.7678044600799626,2.4008043722929875,-0.8880913216557326,1.993371249306058,-0.8014119647344145,1.9975214771383027,-0.5922021364546913,2.136765543828341,1.2736622608032009,2.9548843798604687,2.57537342839555,2.480510202629223,0.5441304719224935,2.0252627034788797,1.621238173800556,2.1413137332580794,2.830772496937079,1.18123939853932,0.6485620107268238,-0.7271626743894363,2.31577772108437,1.6563608484003522,1.4509160609890286,-0.4369568427123673,1.7885466894892832,0.9934684839149102
SIDM00241,1.7005071456106744,0.07874733574517008,0.5545409659467679,-0.6444285832057367,2.311541965871902,-0.8871105737060838,2.034040673259321,-0.7976750293346676,1.8514173604289963,-0.49527968829581387,1.878079079408444,1.5587388807502467,2.2888039977866543,1.806042601497042,2.1956786565448354,1.243116141702625,2.6515620514084834,1.693779750059942,2.057753202077996,2.7952394132794702,0.9315938252605221,-0.8329850679888038,-0.3279078553972784,2.1921045816969738,1.6449941809186475,1.2336335269446081,-0.2304045801141506,1.8957032735977393,0.7617183285687733
SIDM00091,1.8170276599543065,0.6185102782435298,0.26595226170665687,-0.8443409819867929,2.5221689561759173,-0.8444680373536497,1.7209948644865747,-0.8164927704718603,1.5764644016654104,-0.6243903107473465,1.7260124767755465,0.9054876839447794,2.2191905996531265,1.0690513794597936,1.9023427224519873,0.7354254670278948,1.6021831463542715,1.3184638557975594,2.0259340456973662,2.948921602814012,1.00845728808847,-0.4684245416398912,-0.5791371000036339,2.2602404407246346,1.4814995472166854,1.1334503792565096,-0.04086625698332905,1.4037570739982097,1.1542015978281481
SIDM00427,1.5436691074378264,0.40119275152116163,0.7758482319511429,-0.5255923295737025,2.3037964630579655,-0.8776099188304762,2.4666444083324977,-0.8418866384145574,2.2729783045537846,-0.5974271918719558,2.458700675053241,1.7269447797363984,2.188413877943142,0.8469246025540395,2.0919905162033423,1.101844739346578,1.748557917961193,2.0925432929520165,2.6110851122083742,2.4760038745337463,1.1163702051239943,-0.5074934611131763,-0.8451291154810779,1.974931730388571,1.9542931261730072,1.0858930496864836,-0.989543200157442,1.5991587509933283,0.6728446488474863
SIDM00758,1.2731268875342456,0.1811236919465534,1.171512742980856,-0.7880737981416971,2.1675853492754276,-0.8754913369039686,1.8044750364029818,-0.7864718107465637,1.807167904284232,-0.5296869612444971,1.7850233337987587,1.1225034694936522,2.1431305360860486,0.625311964655261,2.163855399389719,1.8185458353710229,1.4625167573737425,1.9781244405501195,3.0849308160109725,2.338671199390886,0.9378087715245236,-0.7701986876634831,-0.808055887553566,2.7202132648592725,1.774352277138164,0.8189840498246591,-0.05184203310611174,1.9030791827179219,0.794837815848472
SIDM00612,1.795111219519774,0.08534730352570384,-0.351774575002708,-0.8122940716387537,2.304072436363086,-0.9344627322845882,2.0325712892530965,-0.8123209875683817,1.7128277801681138,-0.3565276559851371,1.9465668296927554,1.4119754852294855,2.2822622660267573,0.5173849830766034,1.1042438064240532,0.5673372345174125,1.9333031404025132,1.5958977157312138,2.3883490028964713,2.5275369685469418,0.9511207414105817,-0.7321805286863342,-0.48205796230649234,2.0894356199419004,1.399538751169601,0.8896537480028014,-0.4633473930004357,1.8926818680556097,0.40172775603725325
SIDM00553,2.1514062381402095,0.38665919824980816,0.22410783663464523,-0.6748015587582642,2.276164126861992,-0.8648088870573782,2.2243848969725812,-0.7516691339964545,2.047099296620787,-0.5999243167684086,2.097893553966908,1.3131303772283889,2.222657335842768,1.8812535100208665,1.1835090178580412,0.47864177393733087,1.8953430674939142,1.747952927651397,2.4167927806582816,2.791409398009144,1.291265092679524,-0.7157182572918864,-0.7624849252215163,2.004389609105574,1.5552607691575653,1.6269185236580574,-0.1601800253072584,2.0883760003883727,0.8703881120001709
SIDM00343,2.027747873554937,0.1442930640917913,-0.09483228217782785,-0.7241924709904989,2.1570868671782613,-0.4659827087583175,2.400867057327597,-0.8972162719099019,1.9603927285591631,-0.578059737774458,1.9868137889953958,1.2261371108259507,2.209699172751887,0.9088193538430441,1.3235283633692934,0.8168267290495606,1.8283881829227233,1.598199161154335,2.31651911009135,2.4780017974401747,0.8808261788888097,-0.9098452299972555,-0.5571523510713569,2.0592745401457706,1.2376915199657859,1.270478377634097,-0.36514991306072453,2.1579505927263276,0.607115157979682
SIDM00543,1.5705440182744559,0.4529167375956673,0.5965830017179738,-0.5903729173335783,2.738737855700086,-0.8737985856812298,2.6820252805504854,-0.7436245816687804,1.9643458703656642,0.06540642407868331,2.2289418210388825,1.671032982712872,2.547831019931461,0.5116137759508942,2.2324181502389613,0.5720795830488763,2.359585654200358,2.0087130138410156,2.7727102838310342,3.083292369517789,0.7248492278295906,-0.7226031764733902,-0.498576972179221,2.4672619692168394,1.974829551925877,1.2641481942460961,0.01926740619376865,2.160648859942361,1.7956649436336374
SIDM00537,1.6080643753986963,0.49131644088200443,0.9651481914017569,-0.7015457684118964,2.6263476234543757,0.653023394923291,2.2934903309829306,-0.8011363974741156,2.0086213991213104,-0.6986628268931719,2.0523708782459322,1.454880874869604,2.2360055735256417,1.7542748491277649,2.6292574375193265,1.2497941772392545,1.737035049723121,1.7440984573348841,2.710423802482587,2.641909856713858,1.3483282349313221,-0.6397048474265986,-0.6896970465263662,2.237361693489356,1.7729013231979243,1.399117486014158,0.23488253555198937,1.5649822457468334,0.823578128631378
SIDM00332,1.5390021617390988,0.3620711046403691,0.329980270991949,-0.6957673509442519,2.0872210364947983,-0.8929459299041658,2.06196458402312,-0.8003506326254513,1.8073924446180416,-0.709827596967025,2.019673596504313,1.085152794383998,2.4277548631747483,1.7745961077201717,1.8143010176941379,0.601021667581552,1.8241772556606468,1.6416269645567065,2.252329079878342,2.572841024427117,1.045052072290099,-0.5318838913553025,-0.603498550527822,2.401963255846314,1.5329391629362894,1.01250896622156,-0.14867608811823316,2.1980955495719345,0.8091746035446908
SIDM00299,1.747555480045573,0.5719916907928215,0.3616795868077528,-0.7922233605932236,2.422094773427548,-0.9216916761502608,2.1551310634283696,-0.689000948271262,1.8416339278681693,-0.5562982145078663,1.5624733556714954,1.4463870268380326,2.33937804374801,0.5485471929496727,2.038227228491521,2.080782036298189,2.1777584686613363,1.4050012139827521,2.244632358522909,2.582615399691534,0.6683872905470378,-0.6511449886689198,-0.5185573052070603,1.7544839059817183,1.5110136144621857,1.0697752400606164,-0.0207921949897546,1.872727791860542,0.44757993614326685
SIDM00308,1.8082793679981166,0.4064164199015897,0.9990789538213141,-0.7252687663092965,2.3178518680257696,-0.859541175974468,1.8501503847454377,-0.6701553607545353,1.5998679024432505,-0.6712557636417867,1.9102869210682736,0.9915334494110383,2.2245417484612853,1.5997491385924894,2.0840219244634253,1.1001940288579513,2.0220325819145812,1.2420151134656834,2.685145283612482,2.5616083487684804,1.373474046725785,-0.7187634391889025,-0.3549809021898686,2.028533683709616,1.1706753334517201,1.1710707718788993,-0.22706278587903247,1.5848499693678064,0.6915370667004099
SIDM00227,1.577934020448711,0.3438154093929443,-0.38169185524855703,-0.8151193858085336,2.303087709329245,-0.913461250359475,2.132006676320242,-0.8199338917126389,1.4727397702670164,-0.6858509591693026,1.238375537978074,0.935733510059606,2.2949689482261255,0.6430618938014254,1.4735589881267328,1.240636941265128,2.070173752272536,1.7110111925454878,2.111266495403057,2.6236877984131652,0.12556612193416583,-0.789889129784221,-0.21698193738255567,2.008295520390353,1.2404404616476838,0.970593163263666,-0.22513226894877164,1.9108619047761521,0.8076348258820238
SIDM00294,1.8855126238269624,0.637913790614715,0.3466498229059301,-0.6959483484242832,1.702907912256417,-0.8824781037147162,2.1758361278424436,-0.8345285990038475,1.9373435945560031,-0.4640192727247083,2.268331163351057,0.9869750379935812,2.0214112965617512,1.556996332948546,1.2919931352352332,0.6146647030898141,2.5910030326749305,1.9097880931456634,2.32159312718453,2.81161685390212,1.0942706366366883,-0.4762980072903934,-0.6474308578719984,2.2118484317357363,1.5779173724672664,1.294596345228357,-1.0026667481005926,1.4950259846108216,1.1680787087457567
SIDM00677,1.8100111253525741,0.45356805212591994,0.4550407450350368,-0.7877589227198464,2.2626830634561435,-0.7706828953686824,2.094071943439173,-0.6459589276538479,2.035499650866503,-0.269002007265644,1.9394090979165326,1.3818951698225166,2.5498201820148205,2.113259197234759,2.0574162057249885,1.2177019870772903,1.9053623033400908,1.9880766804640821,2.6534023132456674,2.497615495036216,1.1021302759790363,-0.7871586421301588,-0.8749323359393091,2.3184138785764574,1.4993388249820254,1.7017447493157034,0.04896629559554149,1.8211347186681246,0.9026410260406753
SIDM01220,1.7289551578234448,0.3224882584820414,0.353562545795863,-0.6983161619708511,2.387333621643692,-0.8103804507547344,2.345563384370804,-0.7540267774359513,1.7845722243769202,0.1762751738736012,2.225733532997016,1.523386112741575,1.84438057133326,0.803217017677365,2.4176000363020647,1.328230457188708,1.9843977309359024,1.9260733379707475,2.3603650423618245,2.7294386215368216,1.3358422506938736,-0.8990987281996112,-0.619182519754915,2.473792802601558,1.586715051956494,1.1108752381535183,-0.3188069037942546,1.9523706301060109,1.0329357491754885
SIDM01259,2.1097123053886353,1.0825104605088722,1.0895734797709051,-0.7151845352280681,1.0728849394653432,-0.9081240218097566,2.172865103215,-0.6574208842844295,1.870093162635505,-0.4154598101956161,1.8720191304224614,1.3549810148627464,1.87499563490617,2.066040877752897,1.2064744419118305,0.3231370591893491,1.6265734062208497,1.8690280096480587,2.6121516782769163,2.6338135378298806,1.0450029054693444,-0.7197794291484557,-0.7718378282627699,2.4968982767249113,1.53927078922504,0.9349763541736319,-0.4918191956627065,1.1098334022096021,0.8531254360168536
SIDM00680,1.8749874560249604,0.48911044417117827,1.4620353859022541,-0.7173794513467417,2.3590400622465015,0.07766649619423219,1.9093167882161046,-0.6984357691864452,1.6336477662506248,-0.5500054423240223,1.9341858991564223,0.8610305952787819,2.2669366467174674,1.493366636530636,2.411465014270951,0.9571207439905584,1.4511746257696803,1.7204446679954808,2.378508010421073,2.648184741903655,0.6771216233430079,-0.7737578737130286,-0.5215284279539014,2.1639455401379397,1.6008112045316372,1.2667789844147241,0.016459476809840973,1.770116152248378,0.8562531400603803
SIDM00346,1.780139073305571,0.3489114545353216,1.4707378521583399,-0.7785994265148559,2.4874849657324,-0.9036730802622518,1.6760184637602586,-0.6752965134060191,1.8132622887567933,-0.7483606481773006,1.8608027260065607,0.9362262771520913,2.0465317137829313,1.311636859089654,1.4157434972166012,0.4971405140073967,1.873894584910675,1.3314928418869931,2.387122686205676,2.3812119988988556,1.3431116714787963,-0.7619909010142668,-0.5341711400649218,2.089830377189515,1.0029373705982123,0.9439189416924914,-0.22844281247257894,1.615514807408358,0.7337994157818759
SIDM00129,2.0186421278154802,0.7994019811319241,2.02890769628212,-0.7529068309388647,2.23865009258387,-0.9051315543561987,1.7859769600572126,-0.7041890705973989,1.8060308908769762,-0.28711860201002914,1.9941085560766596,1.4590961561818843,2.897169421828481,0.12214911358232965,2.1314460270962603,1.1260468363665275,1.834272639335419,2.0295327065867825,2.402960357693174,2.673486399702061,0.8268548789681841,0.1328001198672598,-0.3225805596106189,2.4711233355500384,1.2689269254603608,0.27874227283936587,-0.05311149327580286,1.9074973197747076,1.7734244719107426
SIDM00627,1.6256062642501943,0.426509432436132,0.8849766850339704,-0.7593286673041112,2.13102476604076,-0.9755792402323085,2.2039274442578543,-0.7763606752633169,1.5989564571673578,-0.48191272472087315,1.8392035072235664,1.9012779238594042,1.994622998871764,0.8359096851480631,1.5506426355667728,1.0503816068721652,1.3622667006253188,1.4348161778680575,2.1944336496293153,2.929120546628082,1.041151560665863,0.7107563675134966,-0.6050729702930915,2.494702656118736,1.8047746605995552,1.0364874836143474,-0.4964517524934829,1.7570609106018618,0.8600934917687904
SIDM00293,1.8961745647690469,0.4552321279860171,-0.24386634239873195,-0.7211412967500401,2.233567571875073,-0.8917293370707765,1.6437268450855573,-0.8406524583410739,2.0156026393789763,-0.6584497512720213,1.9688668804509302,1.0715553239631905,2.317424827646851,1.8589269627603495,1.0494586726380684,0.10319745052076167,2.4619168063957586,1.872523905244907,2.2179203873170614,2.839512852522748,1.0011843382720798,-0.06770763875514262,-0.6211597789899151,1.9742113229673754,1.438308272474476,0.8953380215435596,-0.9310325922909585,1.3451180550627966,0.5919288788893836
SIDM00274,2.139185620806335,0.2871105012440714,-0.47567526137975924,-0.6839891079525608,2.6294815625295627,-0.8419707159882737,2.49561087139441,-0.8015210767776536,1.715501339048624,-0.4973732487303812,2.036508218113101,0.8129711987242856,2.5060851308513468,0.9124496104704737,1.459028716762322,0.7317406884810288,2.1236695492978725,2.0892334912719797,2.3725920901200412,2.828002243782434,0.9978823498212627,-0.43546067946009853,-0.5601040070610983,2.439284523833222,1.7615705319463428,1.2886909965923405,-0.23682596788062588,1.7104338212873718,1.180615134277378
SIDM00544,1.6439453426110229,0.3868925757695532,0.44573580630847215,-0.514789477362307,2.2737498482495067,-0.8692744426437845,2.092536242849762,-0.6859242539831735,1.9088842146330887,-0.5952143379015283,1.536906962229678,1.1027816906522705,2.6275510642446744,1.5131448863400327,1.6729275841977722,0.7798915471710501,2.572418702634288,1.7875626011811385,2.543530443093656,2.6316333785186754,0.882207620875738,-0.014351411187973591,-0.6728246382423674,1.9737717396239667,1.508247889029042,0.7403285305585816,-0.7684690503180512,1.3701482513269923,0.678239597561067
SIDM01006,1.717927209212976,0.4723945681575539,1.0286371322535317,-0.6755127455071726,2.4738294650920367,-0.8217094161413095,2.2722264938991046,-0.7209484306474302,2.288815984062765,-0.2853158375030544,1.9151284180822643,1.6880616004218645,2.2504585241646815,1.8005538553396307,0.6553147670383812,0.3268973121176045,1.6603265297028806,1.854625125503281,2.4140483916681608,2.7132532722533025,1.3165994754129717,-0.6997597300328694,-0.5991254653649821,2.14405398115868,1.3988776813473616,1.0541822962741882,0.010543401643979936,2.019572586602814,1.182645217923648
SIDM00302,1.7061196184037535,0.3905172380717691,-0.004151603413149917,-0.662960146235579,2.7840074893715894,-0.9520778032767898,1.9377116781895505,-0.7745357822478414,2.1140527199934414,-0.6401114857420156,1.7412172455953243,1.1046205489843774,2.4005053183629075,0.1157171035836708,1.5361120406672915,1.9946199628752388,2.1976817580805394,1.1714927252255547,2.0408259776097326,2.753474897850154,0.4909479565103356,-0.8409816907208437,-0.7741931839885351,2.027463184086293,1.4543050502791235,1.3540016608072067,-0.2175894828521173,1.684864180750491,0.42250994430021777
SIDM00549,1.8687276824444377,0.3999716836223952,0.906530008239362,-0.534958492778836,2.4678407106646385,-0.8554991863825316,2.1822499613710984,-0.7024713217569384,2.2086839916428547,-0.46419534501863957,1.7085285911432608,1.1945938236244886,2.129101900784732,2.323010944829187,2.0623613432679058,0.09082799658259551,2.0662592127569934,1.7320073039649546,1.990938420405046,2.630916957600154,1.0760696393376532,-0.7484824073484868,-0.570526675891913,2.3554383373182737,1.4263888721920153,1.133739738764242,-0.6054328186840189,1.6367172089042858,0.8137253516799338
SIDM00292,1.7784704082069214,0.36588817734658496,-0.10437500752341548,-0.9186182870298412,2.0206627195106286,-0.9521630586099383,2.1274242036684474,-0.7982494518810348,2.009471608528814,-0.5958018088734977,2.335205261766499,1.1725527774739568,2.120567640491207,1.725225270202827,1.27890057922444,0.9355679283108982,1.4014861422779623,1.5660019765075688,2.2325218377808382,2.8673237860651053,0.8905683333718558,0.18070422445326845,-0.5696037216804234,1.4541564765976478,1.510794945358043,0.856492587858317,-0.9029467141817399,1.5120641610362855,0.786075287295556
SIDM00623,1.6566004453288101,0.5829317876729018,1.3397717624076229,-0.6125304903329482,2.4768603190952763,-0.8877357354973573,2.006973921939664,-0.7631337781384633,1.575355406008367,-0.4233012170132869,2.021025532481514,1.3714880040566801,2.0107031013966075,1.1737465933793305,0.6066015207523724,0.8602491631561909,2.0400587642183274,1.557388078596028,2.6286422439348316,2.8269530656940325,1.2300028703392378,-0.7318178528803575,-0.731622497762626,2.254976943110307,1.282585923128575,1.3667170048406185,-0.4027672765392608,1.4681991020864473,0.8856849166456012
SIDM00638,1.8209537129654059,0.723092405950425,0.04882169761890545,-0.5624530655476616,2.1762087394250456,-0.9176343497224565,2.262587294666504,-0.6978168968679356,2.178121542491956,-0.0692642066511612,2.272431682787294,2.1508737065444965,2.285465071876025,1.235542075665403,2.208642435126622,0.8547907910581612,2.0881587442072296,1.6569702018012247,2.759833527691437,2.831048136764187,1.215742476691938,-0.7248142867175906,-0.1631670926707737,2.433748532988622,1.665362488292824,1.016965176647867,-0.3543982232074307,1.5460933020606282,0.547902072700747
SIDM00527,1.9060794323695847,0.3520833204352574,0.36874698943411655,-0.7362024959032824,2.327193745342524,-0.9306823864076671,2.0222121857709654,-0.784474235203912,1.6622730068107623,-0.5396188420268274,2.0113023293976,1.2878897378517398,2.1447008638546823,0.10999316781773193,2.208912583070231,1.8138943405866794,1.9943470001552557,2.0033170248565413,2.6297906636651724,2.7319690456322965,1.1006940008833446,0.26883531399895744,-0.72691781960928,1.9832148425609772,1.5980551943648023,1.2664692230013261,-0.20565229855935593,1.6590373472180238,0.9932679632820145
SIDM00976,1.6482820809814083,0.5175738874965657,-0.21009848477555335,-0.6795263324768501,2.253829526806706,-0.9327531648326287,2.0750302310425766,-0.855303249985593,1.8499590072686103,-0.3341561844118209,1.8613361551658956,1.3044070015186096,2.680040064808428,-0.11587281257286583,1.9072010530910999,1.4881450419985367,2.0489194867630403,1.8023998892099542,2.475563148598427,2.631530313571398,0.6662073360153201,-0.8139322321710469,-0.6337229073047618,1.9936878753068716,1.367231148860771,0.8440510502267652,-0.29439060852287385,1.8155206178959007,0.8461390892057894
SIDM00316,1.5516843398543558,0.47991344064907276,-0.6214921355290028,-0.7702352825468081,2.613568676137414,-0.9806284558131244,1.9463283377648963,-0.756582626186295,1.6800844724723707,-0.4935159450640813,1.8173830750103332,1.1733774108233297,2.2926212592873014,0.6371344181025498,1.4656351585211653,1.306957146956133,2.122952838207718,1.809375358177165,2.480516483512166,2.508581873372027,0.9104287143008899,-0.8150135165321883,-0.57005356243502,2.0015698014529333,1.3133513605612197,1.240681674761185,-0.29630072408368,1.8798424984245143,0.7296438301138882
SIDM00326,1.5655794266221927,0.6805207899215264,0.30639347043260784,-0.6266093873149211,2.621026780738091,-0.9765300735606558,2.163309882865056,-0.7583985925354629,1.9549176353187827,-0.3714209327092159,2.041166523607661,1.8165762345243133,2.3551990613154703,1.7138529749050908,0.9331553484906516,1.3062222177044571,1.8091701345133144,1.4416013093597173,2.224097206530434,2.760692755375015,0.8393896700593833,0.07412037253090821,-0.2503706391587202,2.6253991077191183,1.643068220266441,1.124608415640991,-0.4133252185838665,2.0786167754673572,1.1000803104240595
SIDM01093,1.5441847610337194,0.585351870789963,0.2701885755173632,-0.6349559434191636,2.3832522538103125,-0.9689746093247091,2.2444429301415036,-0.828019593204592,1.9176956547293034,-0.5060643772675675,1.9681039801579643,1.8144495559563951,2.4159857590861638,0.9940667035190326,1.9738734928212633,1.3823080803892083,1.7058495379260197,1.5174206062984281,2.5367648713431303,2.5842107733883775,1.1745758389111272,-0.808947955742251,-0.24949452944598224,2.716407546425216,1.5547697790260304,1.4308222931209773,-0.21338677516073515,1.2952804660724948,0.9836275074210729
SIDM01098,1.9737398345505337,0.5791949736180386,0.3410995008102587,-1.0788352627764968,2.778923137319742,-0.9087279612063109,2.076034193422793,-0.8609739435597007,1.7320084331978642,-0.6199503389263114,1.7030838401146557,0.669778253663913,2.7199001143789534,1.428489224897355,1.6132581746985797,0.3916686352688935,2.020772850177625,1.9278256533867362,2.578882970203232,2.555652401921479,0.898030578874391,1.2517806908782416,-0.4913056812626217,2.048742478663994,1.0649981892803104,1.080603898711819,-0.5078904600860836,1.78422678229191,0.5371293365107194
SIDM00424,1.8139516077079474,0.7036005156216727,0.9144292299686202,-0.5452865321479736,2.444563859779393,-0.31368750195702294,1.8645261066690588,-0.5956596760341438,1.9890345635809445,-0.37429729547855994,1.9764839729284944,1.7915693776130068,2.083234650780544,0.014641802494296105,0.27175080158826564,0.4277261731957371,1.758426342851236,1.8608415726179317,2.1057198839292917,2.871975887164527,1.7779559219128511,-0.7014695720061813,-0.8060951491922596,1.9878557094895852,1.5322078321487282,1.4669817210257414,-0.31729316855648176,1.967335873845265,0.8564678565861846
SIDM00973,1.7520115879686418,0.37412061849178846,0.4050018521753,-0.7925562082424367,2.3098438926688076,-0.9416437174653163,2.0751614250609576,-0.8143804407933392,2.1020556084334205,-0.24351254138891684,1.7573853090363503,1.4683968209335871,2.637789713124317,-0.3682262008323106,0.9418748669702341,0.9515381300213456,1.3359878613105927,2.0375794724425966,2.3666395103812867,2.5585674697053618,0.6020543916473324,-0.6370544767234649,-0.7791937942758472,1.7844338693794368,0.9998932177602531,1.094790736780734,-0.6452849707488303,1.2920948656324776,0.6633621635631382
SIDM00411,1.2446729804916212,0.5070056532263959,0.3834517607295306,-0.7700587537906097,2.1534152782368317,-0.9106213159428218,1.9965508611662934,-0.6627883093881408,1.773309339403616,-0.5572663691326977,1.4700722281514527,1.5861341472201298,2.2996931153604905,1.418853474057236,1.8244897400036462,1.0342880969743922,1.593147369959643,1.691624598693768,2.1708955768214677,2.5980188460275384,1.4366789540711744,-0.776307192797367,-0.6085599727133373,2.303827543443438,1.3457749811963338,1.0798415212172499,-0.4538540082061139,1.6888824285324253,0.38270268183677014
SIDM00374,1.8052438326228017,0.5668808015343831,1.1863242294081302,-0.7511906623125447,2.271566243230389,-0.8919910068588641,2.254013204686687,-0.7907424505343046,2.1884184060171235,-0.5446082691768599,2.0475265479083853,1.4479294898466244,2.1894727899978754,-0.2620465885557181,1.4348318077901137,-0.1997370405087289,1.6411470310829188,1.967895689769417,2.726148719651114,2.988357442758683,1.207619280588053,-0.4426367586021966,-0.7783091457692151,2.1735414144104563,1.6678422895052214,1.1335901645355588,-0.27579683626133167,1.662392389984076,0.950206314034635
SIDM01160,1.77137167070157,0.5935593711571586,1.116631488366825,-0.6895477368972539,2.1013726424485544,-0.887052489949749,2.0347241819860824,-0.7731461448066996,1.6316431213070304,-0.6311879568344776,1.9589446888549962,1.3098999417102628,2.4741704335579024,0.5800648565167139,2.6589101684015346,0.6549058119708592,1.515814572371469,1.6342549089562382,2.238738900275411,2.5586031667238953,0.9284275516583261,-0.7545530390272378,-0.7770244777420644,2.1552658619905993,1.454571477877924,1.1978649881991301,-0.5571542130776054,1.3251613538408462,0.5402629721021972
SIDM00145,2.0699928163290706,0.4556522354010727,-0.17718761506085887,-0.7330288402670999,2.462722323367238,-0.901200118193943,2.0422382269088173,-0.6340919070628437,2.061993406781278,-0.5830648674307528,1.8871584764322449,1.5720756648336063,2.0322576843149593,1.9508797714387949,1.270670881159387,0.802950705660579,2.083951604192959,1.4719709355839823,2.5924705107744392,2.8223276438841745,0.47960245229888837,-0.059749636375621806,-0.5893917261098796,2.026370033119676,1.429133427525668,1.402546722311897,-0.5030513142545523,1.481317714506947,0.7505702322821809
SIDM00975,1.6034531210270757,-0.03833786783019558,-0.01369404360867092,-0.836235941183809,2.286374876737556,-0.9376316728394077,1.8947878646239094,-0.7738204945361242,1.9198209250733307,-0.6115338186233514,1.6705642876382223,0.771507742259065,2.2254553217380812,0.10099732941033282,1.40955981881201,0.9943258802184329,1.9112090080169755,1.8196321629066932,2.1913499071478713,2.724430703343526,0.7165228207016369,-0.8379025509383136,-0.7092072841442544,1.8421108850769488,1.307937559721429,0.8716452950236748,0.013651229937417322,1.6669783471003643,0.6412174846581794
SIDM00971,1.9119899186513545,0.48491245977407466,0.30558619265453607,-0.8141659307142427,2.4753164423891914,-0.9223770326947552,1.958513693917788,-0.7833977369754814,2.1649415620341093,-0.6860980250798494,1.4805969412510378,1.2758833159985037,2.8023158381292075,2.1914968269872355,1.7295798522491035,-0.09286942410878238,1.7085882083918418,1.7627993317857882,2.248685249211098,2.3771472005115095,0.42174448694274597,-0.8159798232300062,-0.6401609900296769,1.6808335173700433,1.3879561108711613,1.3394057367866046,-0.32184508462449396,1.8416933924694117,0.8970975236516319
SIDM00251,1.8023582640010036,0.877475296016207,1.406217994665428,-0.7372825625104673,2.5381756507948774,-0.7280407817459523,2.4643767112848827,-0.7931540127709297,2.079599560430285,-0.5337374425418574,2.3327709413004163,1.5186122960441082,2.408328114445057,0.61865199538275,2.23347026668177,0.1467746684204795,2.0444792045793605,1.8228143871549785,2.5552106680632347,2.9047760840469987,1.6497288189666641,-0.6859905668302871,-0.8061592114221456,2.5749005605749486,1.7593294839524223,1.6097913645796496,-0.2891998538466372,1.98015121766109,1.2017972430313613
SIDM00412,1.7872419135467406,0.6549548759802575,-0.10265261611122098,-0.4633232553764132,2.6826762527835757,-0.9124893373252381,2.1754520811597287,-0.7608020024978296,1.923214569711578,-0.47163121640459665,1.9502549246355183,1.9999314985192,2.272367297111152,0.8772079810498112,1.246484278609662,0.6989999637264211,2.3820850478895625,1.5254224452406324,2.365089067450703,2.824879289275025,1.2302063936650924,-0.30440951113338816,-0.8541714424545366,2.106573629200444,1.428467638764335,1.5433212330998167,-0.46861536178549723,1.6545269475829099,0.9328907198133635
SIDM00023,1.442882170797334,0.5703635365190135,0.5929644207206962,-0.7315682174460656,1.9969636938738249,-0.8976498844963665,1.9673467345342233,-0.8912791926014986,1.929895474674937,-0.5464015260783369,1.7827692752251714,1.5775863622740909,2.406701327265556,0.8649674193671661,1.576362851909553,0.8141831139777237,1.6592794349811681,1.9719538984589113,2.6988495488639734,2.7276017886149946,1.2773016202292218,-0.8395388862634288,-0.7451155659780514,2.6996602945995707,1.4971739146111673,1.8054972770019706,-0.4677618822859166,1.8490863383373413,1.1188618199440412
SIDM01198,2.1118382310747665,0.6978099858597752,1.1197609683596979,-0.6310364358565848,1.9673364128538045,-0.8597251751339678,2.331593467285319,-0.7047652724546696,1.9961931135761264,-0.284977525939225,2.064902714807848,1.70480845135188,2.653208761804441,1.0993180696442746,1.4666379128913618,0.3710265619931533,1.6778470591783188,1.9369639791655884,2.424934433712794,2.6696460007722127,1.1838334544160722,-0.6420271662353062,-0.7927216435339736,2.6971971281382743,1.325474580217414,1.37282883097075,-0.5574944379350225,1.5545425754868005,0.5555635405001693
SIDM00441,1.4878282239990859,0.25144604548381466,0.9031719109446246,-0.5803830660186984,2.3141983553708405,-0.7445748453679745,1.9737485393247012,-0.711462479446393,1.9981248322752214,-0.5395891274871824,1.5373668148092343,1.5733283229801507,2.2029084537014714,2.0362499235618774,1.9072932436521368,0.44406764492347645,2.16703261650127,1.6667670299479629,2.2195445440685235,2.726684750247034,1.246784234187148,-0.7428234442939265,-0.7455628700447501,2.4704524615130596,1.4939271848648752,1.642600537256254,-0.2502480131205485,1.69462858050098,0.7857245841958505
