,ALDH1A3,ALDH3B1,ALDH3B2,MAOB,MAOA,HPD,GOT2,AOC2,ALDH3A1,AOC3,PAH,GOT1,PRDX6,TAT,MIF,IL4I1,DDC
SIDM00638,0.3155183166640371,0.38454677491821665,-0.7180498615018575,-0.684948694153637,-0.5851875960330233,-0.9169467890884181,2.0724835851514203,-0.703934297418322,-0.5794845356000606,-0.8100706426464055,-0.9306250463335406,1.9702605805612488,2.9512672931841597,-0.8857310813566649,3.552233619096024,-0.6883072422116312,-0.7983221010814243
SIDM00527,1.2113472703810293,0.27113016096986714,-0.8230543588615014,-0.8892428718257109,-0.6272108112471214,-1.0505630750281565,1.287524377376348,-0.7411894107539353,-0.7270471019543708,-0.71178684903662,-0.9749357425314937,1.7948118433895925,2.5621489399150628,-0.8777858214920665,3.2143896472180367,0.05779108800719059,-0.8451105760671728
SIDM00976,-0.41306952062915286,0.4780311402383281,-0.8112842230010784,-0.8271530340261259,-0.6453872793418074,-0.9749748588908209,1.3692400524849326,-0.7899565429541401,-0.6385379721740222,-0.7758726182194915,-0.8966227839663279,1.7738831839428308,3.0189238329103496,-0.8371445374458906,3.5377240855265786,-0.5058766637248511,-0.868156396757416
SIDM00316,-0.3352024569153788,0.23327543047669444,-0.8646985155999842,-0.4199423817094545,-0.5768615646866545,-0.9510534395731468,1.4166659856858823,-0.7974180162348748,-0.4708136552164223,-0.8382327751552969,-0.8911438944008274,0.9377147445698304,2.7803542506859618,-0.8755345968100804,3.5383763796581036,-0.48854569328332587,-0.8521047266394556
SIDM00326,1.4201025163529852,0.6553417451921558,-0.826619631147134,-0.8657698400813905,-0.49151824071587136,-0.9595206928102458,1.8364673276532046,-0.4587502499800368,-0.6446714110620821,-0.7619068260040893,-0.9904320029586888,1.6023922601263763,2.715684183677341,-0.913712281032549,3.7245125696940917,-0.6022746541428428,-0.8799793540307915
SIDM01093,-0.27626295421503644,0.47919088118301834,-0.8210008662964576,0.8772544487697737,-0.577975445413308,-0.9759870136852561,2.0715113700128884,-0.8470496639690923,-0.3489613618803204,-0.7613671668722848,-0.9778668986362772,1.4113642597871532,2.97670653573938,-0.8888030142337708,3.38302198182246,-0.6811290758715388,-0.843477878905241
SIDM01098,-0.4086990781819151,-0.04704859735065529,-0.8131331589109356,0.22265373556288368,0.0010942105730123916,-0.917805276756125,1.8899021137964713,-0.9019595527936337,-0.6160289687929767,-0.7740580913564,-0.8871737295767909,1.5172672720703366,2.7016501529209562,-0.9474745840964905,3.814541448310421,-0.5964008819774166,-0.4663106724395698
SIDM00424,-0.7064628132611126,-0.1390090628749414,-0.682937331539698,-0.8167564789762203,-0.5774410785036355,-0.9415597739563898,2.01659911692076,-0.3808133650415319,-0.7034742870213083,-0.49890976166039186,-0.8891114863793903,1.861422623158592,2.636724196066855,-0.9055717987503414,3.4797698018607055,-0.6094645003527984,-0.7793733334111655
SIDM00973,2.476988346314515,-0.09038355622540528,-0.7367335495596776,-0.8598205162181981,-0.4395097847860632,-0.9466218182226618,1.1867897243115093,-0.26230130191655937,-0.6417911012728075,-0.6797251134467327,-0.9026887365068974,2.6326816195700746,2.8288038768256056,-0.8774484739163133,3.47521112256298,-0.6162863304362844,-0.7975525099251277
SIDM00411,0.0175718660664189,0.3169953010931251,-0.5246250088573385,-0.6811495809215465,0.3638126592950794,-0.9306390453919157,1.320197567433905,-0.8942674383438872,1.0134907297138582,-0.7547587294858213,-0.9144683925745094,1.8808166656707528,2.5301037848765375,-0.9176706209733204,3.054011503490395,-0.6950917186980538,-0.8814387960004207
SIDM00374,-0.7623693280794462,-0.18993496659936354,-0.7736592694947066,-0.847431136320104,-0.541355035743028,-1.0106116982012554,1.7076527957899708,-0.825690861883749,-0.717668506768301,-0.6999655299577395,-0.8759855281305413,2.2495253978199012,2.444842591238231,-0.8580550568461437,3.5656152088659847,2.46170492977795,-0.801770097716756
SIDM01160,1.8103150814324405,-0.348866790786842,-0.6734909266190156,-0.8654643039904627,1.9889584271986613,-1.0146992842990818,1.8017343582582714,-0.7408155198585575,1.8943535854480011,-0.7781188302502122,-0.8592243390667695,1.6635271847368376,2.6265594694307626,-0.8766340371949823,3.2619578874221755,-0.8080061844406704,-0.8887475243398757
SIDM00145,-0.7404246021215615,-0.4356552182637124,-0.7594911928865821,-0.8708240498552332,-0.6166186702194154,-1.00553974189641,1.609927004305189,-0.5776944253512392,-0.8333941751252358,-0.6421382370489778,-0.9307656681295983,1.1969770838923022,2.2819886766390973,-0.8644064407370684,3.5753603306343225,-0.6577422635002524,-0.8103122323600334
SIDM00975,2.1749556526927463,-0.039107457368503094,-0.7394038910227614,-0.6084992916934472,-0.5611748396816388,-1.0549631336955405,0.7753492973713706,-0.6234292100170257,-0.812739302870001,-0.6222951580846384,-0.9005317363925713,0.9830771343990217,2.558372130684691,-0.9332080175094308,3.6183299900596193,-0.5615778308936319,-0.7823508261836253
SIDM00971,-0.0036292475579497536,-0.11564144339211532,-0.4555691571946609,-0.8305715943232101,-0.5062969108334685,-0.9896601727370814,1.7537704851524618,-0.7608601647557822,-0.797484137917213,-0.7146290891780326,-0.9486406208580941,1.5161850189872368,3.0393080692189933,-0.7930765923917306,3.7126246598949195,-0.6761553807721803,-0.8650395798068269
SIDM00251,-0.7346019244720949,0.07435736701130957,-0.7423367994549045,-0.5019859249692267,1.142585681352472,-1.0419297894422141,2.1611853976233157,-0.6232083077518981,0.03547824175443358,-0.5476358267398175,-0.9748548869287083,2.0949297613115494,2.833464165367235,-0.9071598640797608,3.6190642248759697,-0.6556230925463673,-0.8777499855104361
SIDM00412,-0.8054575646770609,-0.46995964046062155,-0.7945969611532654,-0.9151186167890839,-0.5703523535609379,-1.0170700031387507,2.0633705368408926,-0.44977978097283855,-0.6535266227236852,-0.7371446300290326,-0.9193773559145029,1.598820026125721,2.6411956019967002,-0.856980408903023,3.6014131262494726,-0.6038611942847052,-0.8476224924850333
SIDM00023,1.4972649905364865,0.6139620741058746,-0.724363482220136,-0.938402028353642,0.19949465353550938,-0.9453807015294557,2.025106864605766,-0.6297102432826704,1.9485345847962743,-0.7124058142736942,-0.9682793543318178,1.6979731093849808,2.7554724706844733,-0.8962213437006633,3.6027266079063613,-0.658401446057691,-0.8445743918593448
SIDM01198,-0.806528441476784,-0.2733605160350049,-0.7351600278395346,-0.8322770733098814,-0.5377797697078033,-0.9946162887510412,1.8014466818575976,-0.3897857946564804,-0.5174044725825915,-0.5408090521115237,-0.7849855096526343,2.277748484889949,2.397015604768705,-0.8847617968161496,3.4863680297235446,-0.5529036899307899,-0.829655264720194
SIDM00441,-0.644973168662368,0.4421640891762061,-0.7607188921848632,-0.8609418468325066,-0.46017850679746825,-0.6958070552162925,1.384869085775829,-0.7459326446191201,-0.5442128499489827,-0.7374867187183257,-0.8542174178235084,1.3704758471848044,2.424340445716859,-0.8824321085640303,3.482717526204647,-0.6115457887581136,-0.763226496832704
SIDM00388,-0.8278905766768903,-0.362365463387236,-0.7457325282015527,-0.8479360831357642,-0.5424826254537146,-0.9235797682953438,1.9688493927404822,-0.46369347829677865,-0.6534109078090522,-0.5548150297544246,-0.9350068615329736,1.7106899889412512,2.6425091382475934,-0.9364142723687144,3.612112635608245,-0.5206896671548614,-0.76177404129813
SIDM00417,-0.6339374673099059,-0.36783009825498936,-0.7699229162272408,-0.8768459588636827,-0.5966702843463582,-0.9100294225589777,1.363250161058197,-0.3663879065023036,-0.7209991762797068,-0.5726851032298449,-0.8841648480762119,2.2003744094792874,2.324728173478943,-0.7880606141725044,3.4956710409706746,2.162156903678748,-0.5904600432507522
SIDM00416,-0.6996229811566013,-0.13755697006151088,-0.7195977235218449,-0.8255787646211544,-0.5143659681357987,-0.9973956605849726,1.7927205562801147,-0.49413885852046396,-0.6188479181933629,-0.49072117963994905,-0.8901960771188151,2.137317777967158,2.9162498513598982,-0.803155593587807,3.570233167264672,0.1474004714295806,-0.7736532056492328
SIDM00974,0.38237280344096114,-0.1954360480878026,-0.7713598943382987,-0.8467894927962176,-0.6108720708243705,-0.9595224382509594,1.2836692774842648,-0.7424789468099174,-0.732898473506112,-0.7447010290982928,-0.9500378738742429,1.4986524433468174,2.572500871117208,-0.8803237107901943,3.6958432852097043,-0.5435152478292585,-0.7038691157626669
SIDM00833,0.8589364940665073,1.1747194996819434,-0.6684586118112056,-0.8427559035614336,-0.1713466055201228,-1.0331352175803614,1.3836059765231579,-0.7769970210821064,-0.7492306860306851,-0.7498567861721172,-0.9368556770426893,1.720392556968668,2.6564279495298457,-0.9557693805027722,3.6299560279985865,-0.5981463188954199,-0.8485121854394561
SIDM00562,-0.567414003669685,-0.29549431056594677,-0.603448082621201,-0.8456860649845165,-0.5116789283947232,-0.959435463812049,1.5682397340822274,-0.739871377239869,-0.6965017875419075,-0.6575895209151613,-0.8100660651271286,2.087020110005044,2.7479024187101957,-0.8857407844289705,3.6955367603506115,-0.6242741207784288,-0.5328442625932939
SIDM01102,-0.7213185745025585,-0.33227978044024736,-0.6892770235226996,-0.8132583079584357,-0.5264290533319093,-0.862613469145188,1.493342207197669,-0.08789805655871041,-0.6781941805165927,-0.13262073878582178,-0.9107790375506318,2.5215112705491323,2.6398720040365244,-0.9164694186984951,3.3667044841539795,1.9081933963743116,-0.8244951587615535
SIDM00418,0.20840013632723836,0.5542120829589084,-0.7262674222492052,-0.8732120101535399,-0.6300277313701124,-0.9519197575868072,1.336189361037707,-0.6943305990770485,-0.6644638707678835,-0.7676574287078135,-0.9908914597466558,1.6446867163375083,2.550106275972104,-0.8301912081554237,3.3401103316114473,-0.6680307238776093,-0.792271456842042
SIDM00841,-0.49776921651518496,0.19021058169742852,-0.8123592608520873,-0.8805047115834139,-0.5607032211014256,-0.9555803212874447,2.192062153526726,-0.9282388366865344,-0.5469779681342677,-0.5320582654692934,-0.9139791746534464,1.9568633119668781,2.5034628393626295,-0.8161497572683143,3.465532499707606,-0.5926542711549365,-0.7580144810860362
SIDM00260,0.11983502916022905,-0.4204386402324867,-0.7453731719871644,-0.935561467933073,-0.48429120674427095,-1.0513027055535402,1.3208772475383177,-0.6288344666520059,-0.8421876138462168,-0.6921254626419889,-0.947599971625703,2.2073616506583735,3.1380184132551974,-0.8841614035009484,3.541584389698615,-0.5749390614399137,-0.8281921307786487
SIDM00111,0.09895323174198564,-0.20831531269428197,-0.8316625662411959,-0.7606762703031776,-0.5619474855125423,-0.7758095185681129,1.5646349694998711,-0.6964223904531625,-0.6805924609188966,-0.7201203184375414,-0.9174744013281625,1.7972625512670377,3.2975533167289446,-0.9067982415863056,-0.3667454248540407,-0.6391037298187381,-0.8618566072932351
SIDM01179,-0.24934728723216007,0.3692566635035382,-0.827734760443311,-0.8262103984331765,-0.566849353544627,-0.9447193394304629,1.4514306201359333,-0.7736792512584446,-0.6465020628859891,-0.6230895407504099,-0.9915776290237056,1.6718291775967942,2.6240075747571017,-0.8914373340918758,3.4536300546141847,0.6378262383945417,-0.7775913985589601
SIDM00351,0.42102609661358636,-0.019351006862382017,-0.7780332101693797,-0.8457077372319421,-0.447987685469605,-0.8813849675445168,1.3719473097833832,-0.8309372220470788,-0.7309753247563461,-0.7090920007028665,-0.9249124587252899,1.7618782426766362,2.5446763659275264,-0.8249788269888811,3.186779014387252,-0.4847090688695763,-0.8370718330081501
SIDM01205,-0.6909135639723616,0.8981886161114163,-0.7648473354423434,-0.9008920260433982,-0.6130180042512439,-0.9398185394575388,1.3914080600551113,-0.7501217668495491,-0.6969396727902252,-0.7081815189076923,-0.8309628591658251,1.185647839606404,2.80556250300555,-0.8158967969925277,3.4037534681687776,-0.35083997736192574,-0.8549773004295359
SIDM01095,1.5404077247560177,-0.3544949806409991,-0.8412618687561559,-0.8941515331536574,-0.45528447505273717,-1.0045309119047723,1.52643332435404,-0.7810742873253744,-0.792830183756004,-0.7670934694931911,-0.9367346263463412,2.5073608518309,2.690326036499834,-0.8950126080623912,3.355783138375903,-0.622831808873925,-0.7954401002640854
SIDM01159,-0.45898149961331,0.3431278132186482,-0.7858889328212988,-0.798834662652732,0.018751739086164853,-1.0338880670889803,1.4558916026427695,-0.7885540537031154,-0.66299353081634,-0.658117880622674,-0.914366735652218,1.15018906739103,3.0247795673923057,-0.9834222304646603,3.525249926959266,-0.643943643404935,-0.8633033920259203
SIDM01183,-0.7523096984143255,-0.2987544646119784,-0.7910942069542383,-0.7966003682316535,-0.36852169740379376,-0.45746010090521894,1.8721024405317,-0.5451473972850012,-0.7074703382385276,-0.6422165654734617,-0.4706400110218553,2.544179010504596,2.612509469771244,-0.8033885982760902,3.6781820663261056,-0.33245180310749606,1.3046968027765231
SIDM00328,-0.5920775031522697,-0.2641416792847066,-0.7960785670313064,-0.9210460748810556,0.08826522164918964,-0.9261214522267185,1.389050846270706,-0.36298180880583797,1.502788706249775,-0.6874049149025481,-0.951257521186506,1.5667815838980137,2.9266887686097283,-0.8543422677258519,3.3555971006539456,-0.634159783150441,-0.7900059317069291
SIDM00389,-0.7569585868407399,-0.3664954574239052,-0.7262560703131715,-0.7821125395087107,-0.4740240812967416,-1.0198323751594724,2.123713163664799,-0.814870766600169,-0.7187611641081321,-0.6672220125795387,-0.8565013347426879,1.1669185779783473,2.484066063470761,-0.8043855311709074,3.626122432750487,0.02919471371733969,-0.8960221235686059
SIDM00489,2.535729300586009,0.10999039424104722,-0.8050015951722279,-0.9457156485848063,-0.22375140627693352,-0.9315907854874561,1.7191271504828816,-0.4175167400282948,-0.7042765652910427,-0.6513941230220592,-0.9289913106463261,1.5334194419812084,2.4925208999573165,-0.9354202419242429,3.423033689710475,-0.744998288072954,-0.8589927651942799
SIDM00953,-0.8134047553125465,-0.37481190304262374,-0.7657730119286182,-0.6536751469351703,-0.5169098148448695,-1.0086547408673348,2.0064076663152233,-0.7587616921921706,-0.607890968646922,-0.7681683656275536,-0.934823698031022,1.4180906441928778,2.61948369787259,-0.9407101981393893,3.566019923045166,-0.7620369735660311,-0.8419938535971171
SIDM01245,-0.7964343181470799,-0.27597231655553833,-0.7471641077503752,-0.9245213040467932,-0.49693361606940084,-0.9487683033333683,1.6738164063505074,-0.4889817465255147,-0.7300854145563309,-0.5694410209604839,-0.8903130945456857,1.5999755225289516,2.4708906455888417,-0.8122496244495013,3.476382983016495,-0.6906112454029897,-0.7601433985600985
SIDM00929,-0.7447496085283666,-0.2941902762408565,-0.8681821072634411,-0.9238929555727152,-0.3770630120537731,-0.9604375111164329,1.6961287181044464,-0.7457070068575306,-0.7775205471495605,-0.7947423046910093,-0.9267715719929228,1.556373721364283,2.5165962056009095,-0.9649388548558236,3.62679305198842,-0.7820244562437535,-0.8894931965985207
SIDM00732,-0.45546747248645375,0.4544910818480677,-0.8038305258950167,-0.9124501865268888,-0.28736984818768635,-0.956468827213202,1.276611529652445,-0.49622021043325115,0.8694552698997013,-0.5445172736449236,-0.919096976115013,1.4769717480881486,2.7225966530325207,-0.8868852289163768,3.421665329889461,-0.6274347582398302,-0.8664521560214286
SIDM01047,-0.8335411640706077,0.3899536782213039,-0.8026053782523006,-0.8920558748938666,-0.49979435655154264,-0.9833978466974701,1.2048243118420023,-0.7370408004694073,-0.7805649356780925,-0.7374579842338522,-0.9146518742247606,1.2934389646102937,2.447185089464404,-0.9375575853390573,3.344494875460475,-0.700695510940611,-0.7810614495773838
SIDM01229,-0.7291261196080214,-0.1919444268757029,-0.810931414880625,-0.8938206558200172,0.8700873986612523,-1.0405618493522457,1.730887831210813,-0.5350319464848249,-0.7163823565466843,-0.6131710118718553,-0.8731682801070951,1.7998721820616463,2.887856509344999,-0.8629001872615799,3.574978422130966,-0.673855329636827,-0.2028098599879997
SIDM00540,1.743207002935084,0.7109497175196715,-0.7550508075279079,-0.9242842186840732,1.6710394657519752,-0.9790173557785123,1.7862485821375143,-0.6903286091365088,-0.5502244679289024,-0.7826375470455327,-0.8920899959131401,0.9743812958856225,2.509812371111751,-0.9369348275158864,3.067821846523971,-0.7262476162848992,-0.9264927799594247
SIDM00264,-0.7783547923809482,-0.41095389552247324,-0.8094922752254357,-0.9030381425361207,-0.29771592111600126,-0.9547534045556547,1.3087543225448475,-0.8300756239824444,-0.7379081782228655,-0.8281230926609204,-0.9392851517616545,1.9706303383826018,2.6157944652206586,-0.9365428139646109,3.413041098485575,-0.6858307085429646,-0.8429007083036181
SIDM00842,-0.7527195128289429,-0.5254984737970131,-0.87794353589255,-0.8611534329268239,-0.3535518865685794,-0.9943999689225738,2.013012820674853,-0.5528084648524565,-0.7531108401265891,-0.543497698822141,-0.9405587625720596,1.9051814087526113,2.5463948201675453,-0.9397842974402199,3.511708481400871,-0.7192148084506942,-0.7845250640825094
SIDM00923,0.23303150489535993,-0.23316548388958983,-0.7853066482754189,-0.8449494462930521,-0.570280415338716,-0.8853463069628162,1.9297744571241873,-0.816208983905193,-0.6361640207935868,-0.7364174322804273,-0.8827478611156115,1.3981418931485845,2.674230752441197,-0.8591829447647493,3.77135950409873,-0.47445042924044434,-0.8528710372737961
SIDM00120,-0.13161239726034646,0.3230763834627704,-0.7965669249915129,-0.7520540411241355,-0.22768927865384628,-0.7650813276534926,1.9777318448484473,-0.635434708611331,-0.7794505112063347,-0.7028321761999656,-0.9369427011435412,1.7510285190980026,2.571465980694425,-0.9612239516533072,3.4684216747046075,-0.7379430266976685,-0.8347886146106844
SIDM00900,-0.6903784044768403,-0.3808619089724156,-0.7925256041731267,-0.8895419472566509,-0.5551206804652852,-0.882735448939901,1.701645179549117,-0.49513152014547374,-0.7859247795799458,-0.6268763740143051,-0.9252573514796613,2.153622540515501,2.1580260446692505,-0.8924993878988007,3.567868879700752,0.9088561179301485,-0.7772103007005977
SIDM00962,-0.6955390454341851,-0.11961243296149937,-0.7480661062326582,-0.8515149710025589,-0.5930456388565959,-0.8501055536101007,1.5583688553105672,-0.5407972064501785,-0.7848629172815628,-0.6311424145566159,-0.887976745204495,1.1473566781948819,2.695582574421553,-0.8458791416844733,3.5289806037854516,-0.5896342990022877,-0.8533025899776933
SIDM00889,-0.6895324350729337,-0.3607701360997257,-0.8230702949110652,-0.8399511315200137,-0.5639786581858536,-0.9652123237297201,1.8715575017589827,-0.45791228516861876,-0.6478473436117649,-0.5896621524368287,-0.9217598888197658,1.5580558636915542,2.6799505594976174,-0.833594412379709,3.522069093923277,-0.7178993737277427,-0.8118139433609127
SIDM00864,1.1482678385305207,-0.30074105910331955,-0.8346066455091931,-0.8653078862361169,-0.4197415133161069,-1.0055249936002784,1.7950027006368552,-0.4599123195388916,1.3028015797742531,-0.7657572354886837,-0.9603828799825875,1.8375143838464858,2.3471296375930866,-0.9688397778977769,3.5960811193562514,-0.2195083186174483,-0.9296684527891517
SIDM00233,-0.776213629947702,-0.26914616127026564,-0.7627537225267005,1.3785942856809095,-0.49514423181345285,-0.9981827850214307,1.8528787046698962,-0.24440891212114968,-0.7271148378448851,-0.4768565299439087,-0.9170930854532054,1.7876820575038315,2.5128595422167104,-0.9156889203455001,3.4426631386153668,0.6345449927488989,-0.8093597895263789
SIDM01233,-0.7362531677331325,0.3122464601485733,-0.8279435722760555,-0.8740789383970798,-0.5725726019261813,-1.0024681661710477,1.5070472055891986,-0.777838117795363,-0.6158310512011527,-0.7855412552364919,-0.8721103277935631,1.564357588254601,3.0304086048125187,-0.8790741626403981,3.4024147231156703,-0.6384154963609471,0.5231905286005015
SIDM00964,1.2622604103442074,-0.3526476995092403,-0.7398007902218342,-0.893553279582366,0.5974289149762911,-0.9429865332886654,1.7665192118666755,-0.8386023180977007,-0.5819957063754948,-0.8227873889672762,-0.9415304950772699,1.346577488141637,2.720033847916453,-0.9539633879916127,3.494260560152246,-0.7099108916047329,-0.9056288770243294
SIDM00196,-0.8110982413834554,-0.4319919355718077,-0.8286028488113125,-0.8816031296547051,-0.2485120345322826,-0.9325812785041744,1.4071064645957891,-0.6461060112495953,-0.7632222563922338,-0.7503713370935042,-0.9385695913197576,0.9873761074164153,2.6499747821574466,-0.9218108652368587,3.6103119769071528,-0.6430900290103745,-0.8342343584447873
SIDM00287,-0.7358394759107827,-0.09801696216567843,-0.7731416070947059,-0.9122565010752838,-0.6218273129538002,-0.9742087584996086,1.4505413191096035,-0.7830175262527187,-0.7067523421699037,-0.7463039364904986,-0.88142430046184,1.71336841282239,2.552315631146875,-0.8505123237998005,3.5182107306203143,-0.637860827454559,-0.8290140764802199
SIDM00501,-0.3048518085160644,-0.22354494268136627,-0.6419978741447593,-0.7042409055725579,-0.1886610053733504,-0.9266565213601531,2.019839263363292,-0.8215548777517018,-0.5491424920038027,-0.7814915798289732,-0.9161645598911105,1.8632352497279747,2.7462124242911568,-0.9105183197362525,3.2514641438915817,-0.6549299195398309,-0.8317542741733132
SIDM01237,-0.771862007146636,-0.2543525295727969,-0.7973526830449845,0.4826236486044233,0.6677315127468236,2.2744602927759434,1.5815501719142595,-0.4559394098626221,-0.5898955422367983,0.019495141040043608,0.9377336765116303,2.9716762967450188,2.535896851473655,-0.4928124452743111,3.233717476690102,-0.5560871543173947,-0.06514382075382906
SIDM01228,-0.8191914215006009,-0.14174808411302292,-0.7822620011033973,-0.9131913356601038,-0.5843379109147105,-0.974708975933789,1.487408552113819,-0.7715362101034755,-0.8449125436306174,-0.739965087559219,-0.9199570932392978,0.9265516269337943,2.5978430209755206,-0.892278290804969,3.528998247993261,-0.5932844384663136,-0.7637544036800247
SIDM00935,0.806206803095907,1.7576318051895978,-0.6351958335975972,-0.9738543212129762,0.6492988031603366,-0.9875171670038263,1.4851269694772031,-0.7747472994527337,2.585364697600684,-0.7887266428829801,-0.9123620284319848,1.0737481233592516,3.080634635482458,-0.9092083122910646,3.4000675849107083,-0.6612832847182183,-0.8371596735399802
SIDM00954,-0.42264312936741116,-0.4782379826236856,-0.7505138961814012,-0.8871560072536214,-0.5486485202067549,-0.9387755470014106,1.7022272475783875,-0.7754300916006327,-0.775086917253953,-0.7136465060463135,-0.9211853040399189,2.0259850611767964,2.8004121856803024,-0.9126256803222725,3.647585332624062,-0.7475498769124977,-0.550463961304929
SIDM00951,-0.7735939501752966,-0.4156610399474969,-0.819881898762007,-0.902565529184703,-0.5459133656596629,-0.9406118882544565,1.404718112378462,-0.7325822389674963,-0.8081676308999689,-0.7821906158052969,-0.9226598353906709,1.2147815501143244,2.434256621577653,-0.8446096589385801,3.5943844950381987,-0.8002462408623165,-0.8507847422102519
SIDM00948,-0.773198117560247,-0.5268749115384429,-0.7566161746865748,-0.8825894909491605,-0.571100732068942,-0.8910967224526498,2.068154842245494,0.16185390315244655,-0.7801360730068362,-0.24962142820056984,-0.9205876704478253,2.099986608346585,2.1203838450680506,-0.8943707388797182,3.373765323349702,-0.5367842155528326,-0.8145585501612127
SIDM00203,-0.83971544906437,-0.4529599357865545,-0.8222768821469196,-0.8498430929391532,0.12413459054772424,-0.9320960475416367,1.4932553771017012,-0.644215604359355,-0.7708479113585953,-0.7252091279037571,-0.9034943457453054,0.8802325127407444,2.7699682188851305,-0.8911890637424371,3.394537480028905,-0.7288069964797248,-0.8871735001774504
SIDM00896,-0.8308211924507336,-0.2871026607027541,-0.783168631531003,-0.8411389823776741,-0.6200528511704291,-0.9713653839259089,1.5997067553089743,-0.4328726438014195,-0.7034154962811705,-0.5507002498879937,-0.8536394744965978,1.3228397737510582,2.6406870074916817,-0.8304054975483749,3.5697256577175605,-0.4357408031688896,-0.809549104457494
SIDM00285,-0.8194091473129228,-0.3770303384710196,-0.8707549795995981,-0.735848780151712,-0.28230277337725357,-0.9004496005340914,1.9066013463212397,-0.8022420732686173,-0.8124040740519076,-0.6066258953355576,-0.9485014170000532,0.8765302957182498,2.3379517818359212,-0.8887614200868065,3.6952009558554963,-0.7564892556801381,-0.43072940601099613
SIDM00930,-0.690478361417538,0.18568016146120667,-0.7652734864001838,-0.9228237530945247,-0.09770677908213204,-0.9234229022268033,1.4195516982116447,-0.562313519573456,-0.8466050444189829,-0.7066223440251084,-0.8813512629236597,1.5575843690757334,2.7207850765455794,-0.8837942517500281,3.478474355394181,-0.6891317383611617,-0.8764952235946041
SIDM00205,-0.8064219795925849,-0.45558818500404463,-0.8416983328343001,-0.8710989157284484,-0.12604693933232353,-1.0212248845401095,1.8382499221117026,-0.6313429858100609,-0.7568717967798996,-0.536135125428689,-0.9417476918368128,1.6887000743370895,2.3886965457569636,-0.9210545581683685,3.3310505940208777,-0.7563710319404892,-0.907304538712151
SIDM00535,-0.8036609181394733,-0.13367446969474842,-0.8238764610423516,-0.8179323356609752,2.0322810279665426,-1.1215480723144222,1.3056894807844346,-0.6819867891756868,-0.5954366699620298,-0.7440819640482792,-0.9387990664012407,2.4118374058689476,2.779419181921999,-0.8877479763271895,3.5359774118549625,-0.6585481366350033,-0.7653997600687836
SIDM01175,0.9039581785905128,0.4224570361434001,-0.7979833560980093,-0.8037944681082595,-0.6038121046532102,-0.9770657215616095,1.5430733135565369,-0.8702331575345621,-0.46500747908800977,-0.7312285227201489,-0.96407676891387,1.6861293429599409,2.5395666309744906,-0.8710995291930257,3.5222558851679584,-0.6049150085987679,-0.798987302728312
SIDM00832,-0.750153112196977,0.1293245740470436,-0.8238711097975034,-0.8601298680608063,1.0711395507180383,-0.962403125135928,1.5682373694459966,-0.7744769568906273,0.06927539470107068,-0.7382657225319637,-0.9377788750989284,1.5257542408884475,2.3841220532305845,-0.8705854976543848,3.5297475573172328,-0.7788240486950695,1.4550727975544897
SIDM00528,-0.7311578212835623,-0.36459233371213573,0.1825191635271007,-0.9094321397404393,-0.5546635699692587,-0.9957316637108415,1.9085286733930809,-0.819413688935429,-0.7092228564826353,-0.7487413797168957,-0.9683152232705902,1.2865598047196372,2.54787970771369,0.823933711295401,3.8359571857875245,-0.6974906178333377,-0.8185879236425208
SIDM00371,1.2815365433931987,1.1140661932225147,-0.8322160596648929,-0.15213813160847345,-0.09000363776950245,-0.9711458239475863,1.3604399065341326,-0.7825804940348453,-0.5248966425076719,-0.7079887241132117,-0.9049908296579209,1.4310310126183485,2.4983259969775595,-0.8391086274468322,3.334161287923628,-0.6219557490519001,-0.8533438284755059
SIDM00688,-0.7913508764056385,-0.27924944719552636,-0.7770460990821285,-0.7969187759061352,-0.5398275186832884,-0.9564391468816995,1.9593790317147923,-0.6543684921868547,-0.6856296614569254,-0.6542651265991665,-0.8988777759360174,1.5512692115874565,2.5345303126768592,-0.8547256740919693,3.711726639060371,-0.5979390383689908,-0.6621628102934018
SIDM00583,0.9622399012007989,-0.11919160997591234,-0.8060128849591197,-0.8515081301784059,-0.5641639544711015,-0.9657769047033935,1.3453189101199832,-0.8052512919846431,-0.5493200481849868,-0.7869451265570506,-0.946808486395737,1.5185660226602486,2.485338877257176,-0.8732567889165377,3.472755695040915,-0.7655361213987957,-0.7718152137806039
SIDM00188,-0.30825850184623527,0.21491340669681736,-0.827836300176584,-0.9230266476321739,-0.2333790342414459,-0.8599939548914052,1.4681717060568833,-0.6884529107339605,-0.8109064810087577,-0.7168899685804296,-0.8899911855785192,1.1730812438133986,2.8060582014475965,-0.9009728503119797,3.2726047499166393,-0.21303984776366078,-0.7588644803265051
SIDM00096,-0.7403473053471805,-0.44156693467300867,-0.812798320527645,-0.8677835070161075,-0.6027881872291921,-0.8799863823286074,1.0721976118146226,-0.6271240628148524,-0.7268637797193999,-0.8142065583416478,-0.9045248641221149,0.9747103667501047,2.3837886668355748,-0.8193111180164687,3.6721772265654384,-0.273666184784964,-0.7600895593244065
SIDM00379,-0.8394955735216695,-0.07014000268537736,-0.8357700654070788,-0.8187379753742918,-0.5261280732583266,-0.8605299437017185,1.787656331291389,-0.6833273468331348,-0.7027865757833455,-0.7079328727997031,-0.8922352447681581,1.9507934632373032,2.8315867732416447,-0.8179460859126614,3.5254198126889422,-0.6499473373278475,-0.9360416033620896
