,F2,F2R,VWF,KNG1,FGB,PLAT,SERPIND1,MBL2,F3,F5,SERPINA1,PLAUR,F7,PLAU,F10,F9,TFPI,F8,KLKB1,CR2,MASP1,C9,A2M,CR1,F12,F13A1,F11,C8A,F13B,C7,C8G,C8B,CD59,SERPINA5,FGG,CD55,C6,C5AR1,C5,BDKRB1,C4BPB,C4BPA,CFH,CPB2,CD46,PROS1,SERPINF2,PROC,FGA,SERPINE1,PLG,SERPINC1,C1S,C3AR1,C3,C1QB,CFD,C1QA,C1R,C1QC,CFI,SERPING1,MASP2,THBD
SIDM00294,-0.6643081437646714,-0.8762878481385733,-0.7442840298339561,-0.912848396420509,-0.8567385173048627,-0.6541927003882367,-0.7798735393541257,-0.9673211023675794,-0.5296300848286929,-0.8211179313033137,-0.9260451319315028,-0.6089696153939542,-0.8207580050012564,-0.08091433649418624,-0.9294768551297875,-0.8449296766069818,-0.6684627991790653,-0.185198482548603,-0.620554167983247,-0.7971782288931175,-0.7545382330553477,-1.0169490065073648,-0.4757330171700559,-0.9682447933145872,1.7283751976480406,-0.8142243385873839,-0.9565427556383793,-0.8396895828002968,-0.9644926127852479,-0.837963651108488,-0.8013266328238424,-0.8012141556037646,0.40602345792458655,-0.8015881513582381,-0.8773375136554454,0.794235829327475,-0.9700294949032745,-0.9177997672236584,-0.44120501877634083,-0.3985937221353952,-0.8707158854101847,-0.975619416634856,-0.8167053944323333,-0.7216505899284104,1.1564325546434238,-0.45398347661533917,-0.682929135198745,-0.18126805317408184,-0.920843134146468,-0.7420350450367483,-0.8189279012831282,-0.9739356855971338,-0.8106511465507987,-0.9677214766348806,-0.8425839406461443,-0.8309879605377923,0.4366868541883047,-0.4145255593607251,-0.6480539585532941,-0.8260731576249369,-0.6266745137723091,-0.8491726082473279,-0.6103232622858332,-0.764139420403611
SIDM00677,-0.7069156369956453,-0.9421556585341881,-0.7627342345428986,-0.8843812616475163,-0.8239311099215733,-0.7215167896235845,-0.7176344873773992,-0.9105913777898692,0.703685225367746,-0.7788659080152035,-0.6057484110719414,0.8961580423074438,-0.7446121517188047,-0.10714068311995409,-0.8191581852912677,-0.8663034447598219,-0.701953216082432,-0.5312696635979208,-0.6295642046787584,-0.8051429163701741,-0.7736405771447341,-0.9927240443863106,-0.43363267992897064,-0.9461887907593075,1.6178789626512025,-0.870490069733397,-0.8822634206757818,-0.7492130469973578,-0.9462417381206462,-0.8668140678263294,-0.6107594293372165,-0.7958394274327967,1.9661064942309356,-0.8124937430531209,-0.8711082292698338,2.2389189060962438,-0.8947009917153323,-0.8143576994998235,-0.3537714740682178,-0.48541089217895794,-0.269856069317026,-0.8976799619979614,-0.7756166591087938,-0.6223497366471114,2.525317458900426,-0.47760522955799195,-0.5837405134158026,-0.7608920954884104,-0.9008586304142755,-0.764440180838375,-0.8425802407217255,-0.9410061280329832,-0.7123475607804836,-0.9177326007437406,-0.8340658436851067,-0.8765630526264628,1.0624632746896994,-0.45079177722276476,-0.6243983744924424,-0.8189298458602664,-0.4551627841325631,-0.8105390673807784,-0.6732610813774893,-0.7120551028290744
SIDM01220,-0.63481159126276,-0.8982563485107307,-0.7068960112468811,-0.9485774333538164,-0.7789172615903759,0.5338820192203675,-0.7903164959157952,-0.9491267319954323,0.6903255863407828,-0.8218026549427138,-0.7998244522493779,0.666590292985832,-0.7912825079182649,1.5323336703988484,-0.855573075587775,-0.807349239068692,1.519027091530876,-0.2781255034838293,-0.6185013977484323,-0.8180578032757991,-0.8122953413312973,0.753056172035351,-0.6283423933879134,-1.0157254918959038,-0.31439051690612013,-0.7464267942218697,-0.9640072522098364,-0.5307598064005107,-0.9384262125771847,-0.8256282748241656,-0.6108184678438899,-0.7245467351152334,2.5750316860407616,-0.7090622835942412,-0.8356150552650395,1.6418516179522593,-0.8895109642170256,-0.82371183483557,0.030252711336741636,-0.5130980270047484,-0.8575020959525478,-0.8408848497578599,0.3866426795201591,-0.6278867127403628,1.4791460080703875,0.582228135352673,-0.7710088228237786,-0.7691214367235988,-0.8958710792093522,0.2515062805110956,-0.8672506846291035,-0.9521563348388238,0.5344832425263877,-0.8166747374798554,-0.7430531256018222,-0.8038926554985864,2.282318262072633,-0.5468029750343302,1.7018669787680754,-0.8724953860043436,-0.38984875681832376,-0.8380937892051072,-0.7556767707297589,-0.536028580309396
SIDM01259,-0.637006925223275,-0.8567822087459478,-0.7572718819738662,-0.9257984850586112,-0.8407021941141939,-0.7506542319862675,-0.8090015124093842,-0.8736454881773141,-0.62663351389556,-0.8434538971128752,-0.9117166496707526,-0.7979337867968553,-0.7239775148894388,-0.3785299591036887,-0.8302739840327188,-0.8117454749076443,-0.06416271797068245,-0.11415880671131241,0.3638121977144293,-0.843140074895689,-0.7342608248831427,-0.9176800814094,-0.701385472523328,-0.920068029526162,0.34982149433219306,-0.8754713388756956,-0.89877684187879,-0.703350606292503,-0.8963578507629087,-0.8558914816490694,-0.6608594794318086,-0.903071199785462,1.0606176504291358,-0.7487644412774133,-0.8321043892396028,1.4365143940457674,-1.0042058200760642,-0.7099416315526015,0.5204303374361647,-0.828414440960487,-0.8779748490296702,-0.9370514289368225,-0.6702780650340896,-0.7388284293800733,0.8768511679017316,-0.6743789210732677,-0.5583338885989928,-0.0556011008385005,-0.8886252358873511,-0.7839282298720843,-0.8332196285198691,-0.9324129492575535,-0.12076150101615567,-0.7389909779404827,-0.8582184024994545,-0.7853536053484179,-0.659926828918123,-0.3820609977161645,-0.2940198235749913,-0.9470886256974842,-0.6908359435244642,-0.8844472554629125,-0.7564874296524593,-0.7471048672793609
SIDM00680,-0.7162619792384763,-0.8448104142422846,-0.7468947136144928,-0.9040033458090072,-0.8533901013976234,-0.771197288543006,-0.7794577660265107,-0.8983116607503108,0.37226339301455985,-0.8502964314526517,-0.6332319992156883,0.551329388568437,-0.7339359922540757,-0.7083162394939693,-0.8441278417809825,-0.8962815297599247,0.6279132201455996,-0.5052923472173393,-0.6409854290791529,-0.8310732997725265,-0.754308287635032,-0.996697567907584,-0.6902234009154843,-0.9481310523557911,1.4795124607148942,-0.7839341116329227,-0.9296215664753525,-0.7588093119391229,-1.0251163424810195,-0.843347561613138,-0.8124359604217264,-0.8371873341232676,1.6232714060236741,-0.7798942468785518,-0.8395085208320818,1.7298403273534564,-0.9439407286658916,-0.8597424466030402,-0.2854782333152047,-0.605909913470932,-0.8047129875411567,-0.9874379986748487,-0.7806421236575696,-0.6681795399386519,2.082093338597383,1.1929619315965083,-0.7254338640777138,-0.6193977985010962,-0.8643603299994677,-0.7102714219733884,-0.8946779490322045,-0.9347722161840879,-0.7848959912723783,-0.9872589828046876,-0.8713060697868342,-0.8727350543699626,1.300535608986751,-0.36584833960094176,-0.12344243010692346,-0.8642921943453433,-0.5950553630358182,-0.8474090455226191,-0.7391447815575234,-0.8372532994882464
SIDM00346,-0.5992270350316834,-0.9809483982010765,-0.794876001032616,-0.8963972738841102,-0.7769499321981321,-0.6539149440633524,-0.7235212592545478,-0.8505808130628665,-0.795361459439929,-0.767674448378899,-0.942180642844899,0.7033182752847413,-0.7325461393844331,0.16381927748007738,-0.8518995854963355,-0.8461902260327385,1.6237544491849087,-0.5787065023563915,-0.7246534010341125,-0.6436096152969798,-0.7544974818233094,-0.9737535602661466,-0.6208228310672497,-0.775091577701297,0.11021804385043903,-0.8907688787859158,-0.9914807674787804,-0.7300666530271936,-0.8798261977847947,-0.8757326339822892,-0.34742849645269686,-0.8496720535220559,1.601669045553424,-0.6809883764357478,-0.8607576312449406,2.124998241118976,-0.898421478197997,-0.78538766976788,-0.7025450995375985,-1.0627041822707755,-0.795749998813942,-0.9244702031244205,1.2099077110237895,-0.6906400630201232,1.379225385104937,1.4857555999350052,-0.6042939921636858,-0.8469813331460087,-0.878930348307627,-0.04895751427248633,-0.8039502588390561,-0.8541082548676142,-1.0157488837496786,0.5152721228875212,-0.6399391822769962,-0.905328894118949,1.6378586980844865,-0.3791244708137486,-0.7212148637407431,-0.7714979586752075,-0.2641109622867122,-0.9184615003220855,-0.6279363743667818,-0.6820981788697749
SIDM00129,-0.6913898532216012,-0.9254380500309866,-0.7190759662920504,-0.8199667415687697,-0.8358851949344587,1.6780943066063312,-0.8323427380182064,-0.7649948967126445,-0.4906460989690828,-0.74952129665694,-0.9693280112564135,1.2077646556358832,-0.6763444588895953,-0.5654018848406059,-0.8508487943339186,-0.8059153329486013,-0.13640672324597025,-0.5550434617941576,-0.5415189653333639,-0.6548370841168399,-0.630898082549243,-0.9378721754978848,1.3206240030899143,-0.7224523413787233,0.40632947290434296,-0.8110523165596589,-0.8581874074041582,-0.7044261247824732,-1.043959883862042,-0.8079612154541683,-0.5586000206864283,-0.9317629247096916,2.1775790502172354,-0.7263651700479739,-0.7488255360856371,1.6591792910441867,-0.9278213238091844,-0.8282756260431308,-0.5835309205392155,-0.4882515018981723,-0.7674089960348877,-0.9674276205934513,-0.6287538248066703,-0.627985547186343,1.2090796615666992,0.6848626484392754,-0.746168146927626,-0.9723552722060625,-0.9171209362814647,-0.5866448692544165,-0.8103519452558318,-0.899306759832196,-0.777740180110669,-0.831502642955564,-0.8150968244492861,-0.7916376681040465,0.24659660401306,-0.07165875888594596,-0.47068923988109423,-0.7993930620706498,-0.5421704721742131,-0.8225609401360332,-0.8303566587938901,-0.5956797054225007
SIDM00627,-0.739154646324238,-0.9382363366717547,-0.7366522929134345,-0.9712819028595648,-0.7573283686265552,-0.12441661505829678,-0.7728045294878635,-0.9238926541343704,1.564039877240122,-0.8032602996377017,-0.7529022807774911,0.04643689626203317,-0.7982840545895437,2.034482196604542,-0.865731408276984,-0.8508119003372671,-0.7169863711337006,-0.22789137810884097,-0.5697593266599028,-0.8540719124309407,-0.7993402666046325,-0.9596822848517809,-0.6787789596147562,-0.8403579858628887,1.3757894277849536,-0.7862322253386671,-0.984531865287878,-0.7756101172566504,-1.061728336573474,-0.8570207260903476,-0.8624440750662178,-0.8564637784283371,2.104193256833515,-0.7827407703119461,-0.889071955635283,1.235183606154504,-0.9099062243868742,-0.7966473976619016,1.0338559143556048,1.4130114038786377,-0.8502742834065784,-0.9620549278024181,-0.6899335935916766,-0.700382003066339,1.7648714403534576,0.8016326873335591,-0.5835914324843066,-0.41022403389764,-0.9280861846266052,-0.8198402323040231,-0.8966270810843836,-0.8760779408717745,0.14950383319817476,-0.9382363366717547,-0.8351867342723046,-0.8881383447644817,0.9065152569827464,-0.47415089229742097,0.6052560611987818,-0.9167689637036206,-0.5512113912919456,-0.826713821083347,-0.79445969628088,-0.40187963995114045
SIDM00293,-0.7148066046432019,-0.9860731267495076,-0.7766211062680077,-0.9716061299871207,-0.8513480197677655,-0.6076960530531964,-0.7495398854992306,-0.9076107774265124,-0.4903772661031822,-0.7715178224735355,-0.9062110041007682,-0.4101594189508337,-0.80156430369179,-0.6205354359211556,-0.8496989307564401,-0.8699449091385483,-0.5625418598506973,-0.4848636223400288,-0.7348313133479225,-0.7034792406971943,-0.7379217633486377,-0.9982752042097264,-0.6876478287878119,-0.8465940824246716,1.7154494521222763,-0.8396795955414953,-0.9100127183970956,-0.9157817559737175,-0.994313748646737,-0.8581499633574149,-0.8108949786412558,-0.8335538731491223,1.138577340249083,-0.6137728744738149,-0.8485084873481714,1.0477772357463988,-0.9801785904468234,-0.8457192551951,-0.29635928924453003,-0.9731860309049687,-0.8954380931704707,-0.9515624444651318,-0.8581585703645731,-0.7369467010800996,1.378992165107428,-0.3207986033901431,-0.7120003758209166,-0.6241862730351525,-0.8568669880230478,-0.7230726071766406,-0.8109377340126696,-0.9224111834614208,-0.453716335877111,-0.9515173714554688,-0.785701527327369,-0.8988441700971073,-0.2930546320705696,-0.3404877139468314,-0.7492981629889968,-0.7640639658582754,-0.5760268114248946,-0.8477971409894421,-0.663806924003931,-0.6877906369983604
SIDM00274,-0.5708887481075392,-0.7181593387826315,-0.8153425862942458,-0.8476922129664017,1.8540617561947526,-0.7641480896986919,-0.8401785912410539,-0.811000663138722,0.742325173947615,-0.8355875802808465,-0.6069498310428806,1.17251090077519,-0.7923490224968025,-0.67633231429327,-0.9463300544582104,-0.9074295565262154,1.52183421985814,-0.23237313764158884,-0.6721098377894185,-0.6332894016777265,-0.7764845669622324,-0.8973993290863972,-0.5588017089179942,-0.9859895736166433,1.0549022311914666,-0.8224456329110512,-0.9852195275726603,-0.8227299988458758,-0.970813730147988,-0.8545605213608538,0.2556505638344026,-0.8409926070612582,2.503598578064418,-0.7908609868837687,1.5446669601205647,1.290239185349109,-0.9700739731431542,-0.7435920303379443,0.2099980086375513,-0.916192171373097,-0.7841760967962954,-0.9632714752496523,1.37125356090479,-0.6701276566314334,1.6256569376703296,0.9114176732632956,-0.7447061190407195,-0.3260718949655224,-0.825693651462504,-0.7140936798418913,-0.9033355986367607,-0.9492353556292707,-0.36088149385413704,-0.9417625953238404,1.020802390235928,-0.8302388699090276,0.6217547043450546,-0.5834230013046487,-0.6032745331105008,-0.9089926483681865,1.3563621950870826,-0.40127984340385103,-0.7925728967914386,-0.7253446845090107
SIDM00544,-0.6831547136885965,-0.7757459462237143,-0.7490022728199737,-0.9083972457248408,-0.8120618637149397,-0.31551199532186014,-0.8010874441014515,-0.9035129371299718,1.4597009304010296,-0.7954114272303989,-0.9248883896902851,-0.21939222260181077,-0.7715180103571683,-0.7486660330940738,0.04868237402625706,-0.8379516692375766,0.2679536095989385,-0.4087081045543155,-0.7013608460768384,-0.8595277848743974,-0.7249583044094309,-1.0049797014765485,-0.6862599364000204,-0.9220049474609237,0.5719512148380338,-0.8675328254466896,-0.8502469313588844,-0.7468100894599567,-0.9715679977327611,-0.7533142998568824,-0.7798299761040101,-0.8835650407927337,1.042452590115547,-0.8833362447909321,-0.7841368885603107,0.1342377248973585,-1.0067902172609986,-0.9047170736312717,-0.7034377933466368,-0.903059054318577,-0.8361242016636055,-0.9483003280815119,-0.7047091322765113,-0.4829081731935232,1.205465120015488,-0.09681915336836397,-0.6706170409303641,-0.9534757551654366,-0.9046274569542142,-0.6805113355236185,-0.8570766162695906,-0.8811613394178558,-0.700945739812062,-0.8838284071633083,-0.6485644946860695,-0.794870090049603,-0.8295362336385704,-0.5161949778870489,-0.2984735639645878,-0.7938516006068188,-0.6372120466181915,0.55774578865149,-0.7868057813816239,-0.7903211210943766
SIDM01006,-0.6372700633066825,-0.8356166305716112,-0.6895968945514994,-0.8543346128112341,-0.7571758412971613,-0.6493847707354028,-0.734570383146931,-0.8626588202249894,0.13968807461495478,-0.8143855210055927,-0.9061771257632638,-0.46870575924106844,-0.7869694277504578,-0.11184782352799265,-0.7968709399172331,-0.7659688063324664,-0.5249820519847589,-0.458002567622081,-0.7811831654668633,-0.7366005523695296,-0.7268692996970078,-0.910963247129804,-0.6576262055161641,-0.8997670144957022,0.10852258976810661,-0.7444988900096308,-0.9564218067928564,-0.7109373368621207,-0.8963342987836328,-0.8096561958526801,-0.8066069104535185,-0.8085169069918343,1.4990343628771083,-0.7396629356033064,-0.866157407473173,1.7277574440117,-0.9078324820672883,-0.7580186432797342,-0.6514687139913898,-0.7351274083396021,-0.7688637540717271,-0.879800779172088,-0.7557614229563743,-0.7702529962209853,2.0473411614774695,-0.5354833382684876,-0.6984774167052556,-0.8570557690952889,-0.9234379539190086,-0.2692492989073328,-0.8885214824282794,-0.9678856800713107,0.8364092500233582,-0.795826657897473,-0.8620469694230861,-0.832402997101354,0.3009775299412762,-0.38418647343131235,0.2939000910436709,-0.7927398142582069,-0.42526635760349035,-0.8157022856256224,-0.7214052941968486,-0.6146497761383436
SIDM00302,-0.7034871032789717,-0.4490886854205509,-0.6939657744474971,-0.9327384149655251,-0.7859048024912445,-0.020157923826628423,-0.7618268050377901,-0.9424136349574016,2.7926073940698166,-0.8270147641886239,-0.7170816515208527,1.400207585635628,-0.7799277032592574,-0.0620162596721954,-0.734069751149576,-0.8729633054160716,2.1035694641623746,-0.010192622674901885,-0.7362458441915876,-0.8083514127559126,-0.7628996111356737,-0.9696031562963963,-0.836550150203438,-0.9787448859023932,-0.010228433458323452,-0.9001351131563166,-0.9258777007340542,-0.8083828603373185,-0.9479320872021996,-0.8523768404707687,-0.8566760573504956,-0.8186416370120644,2.894500929412136,-0.30857721445998615,-0.900737513558186,2.1857654721447006,-0.9076109590015174,-0.8236802992267048,-0.6197782246538835,-0.5138462832611128,-0.15790058455755593,-0.9565744721571395,-0.13906647070817157,-0.7198468226498576,1.2434808565793618,0.5073246818817255,-0.8102269024980437,-1.0146007467297595,-0.900075356577137,2.3407604327274933,-0.7699801058346758,-0.8646499672431243,1.4626021132359965,-0.6911844235395318,-0.6469460231075271,-0.8583212434462084,-0.8456451435768725,-0.3500413967414616,1.301505524640679,-0.8425801846486712,0.9280448245288004,-0.8684785490910883,-0.7198320974279732,-0.7439737032188478
SIDM00549,-0.5397798461859784,-0.9194322255970179,-0.6908145567496885,-0.8546726848401284,-0.7986464490508948,-0.6616823863249266,-0.7573674492867905,-0.7988369741078699,-0.6439125994550643,-0.6860307676091514,-0.8896608901307731,-0.23486145130447855,-0.7915156208572435,-0.6253821876027291,-0.8410144611608565,-0.8253358650711626,-0.7098303543268512,-0.36356491051761824,-0.612577630404464,-0.7526095843056742,-0.6989447383555802,-0.8365493636113476,-0.6063352782532486,-0.9176955306558519,0.42418398836670174,-0.7068439903020032,-0.9144080531281121,-0.6060807651121499,-0.9679463053756502,-0.7969540222319159,-0.7471610311652815,-0.820138059020506,1.851582993753376,-0.5023135119106527,-0.8219286409991707,1.0318220365697783,-0.9642048359304861,-0.8020509042105363,-0.28381307029272457,-0.9407601536730023,-0.8765398356604079,-0.8909119528246626,-0.6749124469835346,-0.7810141679505528,1.3075848613019567,-0.48439061761724395,-0.6594313865156496,-0.8969355977672835,-0.8958241741404548,-0.6097199470752868,-0.8895800965226107,-0.7715456390432863,-0.7150935146094649,-0.779552197347375,-0.8246447815370352,-0.9014322654760905,-0.7273487280051274,-0.24732301420102698,-0.7139022666876915,-0.9192825421269826,-0.5276947686779043,-0.8291756050334981,-0.6853004779557343,-0.7564517745173015
SIDM00292,-0.6859254932385146,-0.9067163066423213,-0.8152523573384652,-0.9795000670141972,-0.7198167769210507,-0.6413193186353909,-0.8645567162755001,-0.9625535381854861,-0.6600244534330035,-0.8590747651115211,-0.9579294115784223,-0.3268553871863347,-0.8545662629939879,-0.6569072563836784,-0.853928664730041,-0.8631984532979976,-0.690061498438241,-0.12773832033860566,-0.7122457943083299,-0.6575545336587627,-0.7962653075865308,-0.9847313569367364,-0.7894518321700016,-1.0352764056971087,1.1115811687009858,-0.8896551572077342,-1.0327013069651918,-0.774607986397549,-1.0261355466041064,-0.7718894539117769,-0.8704526581666178,-0.8975210036120611,1.6244080450718361,-0.9045188973575439,-0.8178856729113322,0.9281241706505866,-1.0713608652585764,-0.9112363302411404,0.5280144688598052,0.2572985462423377,-0.8972128568950172,-0.965619629006071,-0.7127042078019825,-0.7394058495402757,1.255725182962609,0.39028048951188155,-0.8329373321853178,-0.710933011625961,-0.9289346570824101,-0.778506840112515,-0.9335017370400898,-0.9711604425678788,-0.6442390809004461,-1.014031298331609,-0.7884791287180866,-0.967192377102776,-0.6789211901902891,-0.4767596114371506,-0.5253899623000124,-0.9871744783477595,-0.6308696045253487,-0.8442544756168849,-0.8200303813200115,0.20366322164040604
SIDM00623,-0.5783145930109751,-0.6156196527367493,-0.7415773619880729,-0.938689269076613,-0.8494537028060674,1.0563695911867965,-0.7168906024463073,-0.9191298297548922,0.0189598054185364,0.0902259881331136,-0.8926665796965925,-0.2789032990964814,-0.8314469874380798,-0.33689654210228287,-0.8341712538292888,-0.8542949066428118,-0.06881901156703459,0.2775415053309169,-0.7030706953078206,1.7666223329307469,-0.7453949123707507,-0.9526311907010017,-0.646609115806159,-0.875947308576035,0.7214158271890219,-0.8340750013324847,-0.9421775174046406,-0.6441122257687584,-1.0353071384264871,-0.8489660056332223,-0.40137361969064694,-0.9459931373048595,0.6902273196828016,-0.8946468910669984,-0.8690887832964892,2.677055495166685,-0.8864780293404098,-0.7681416176075969,-0.6511377752445991,-0.3524928868769631,-0.6966749824749544,-0.9724422409069362,-0.7802243794793612,-0.6422587987174563,1.640092261072368,-0.36757057026012585,-0.7597939557509722,-0.9699948560739847,-0.915346423424749,-0.6298766727676267,-0.8597151930143904,-0.7898978420026953,0.1908083670067656,-0.8275381252341306,-0.3910661939901519,-0.8533664899466495,-0.712388035212641,-0.3526037696338702,-0.5370654762498719,-0.8557988991454684,-0.6215241310311496,-0.9132196624753929,-0.8482272926442033,-0.720172715911058
SIDM00638,-0.6138831808104422,-0.8659604193533927,-0.7321305240862735,-0.8961375295581039,-0.8385998396724255,0.186033803178675,-0.7413132995013139,-0.9173174329781366,0.7119578110467919,-0.7907013434635262,-0.940216955361694,0.1482593362740812,-0.7919616648518799,-0.12385089245482547,-0.7820417193313116,-0.8245873660177652,1.1242153215306128,0.25273636995255994,-0.7486555995826424,-0.7858896286045685,-0.7640579017789328,-0.899457641516534,-0.6240978181846761,-0.946188701929061,1.1200844748063643,-0.821901465764865,-0.8409422740857708,-0.7004187744151542,-0.9180695497092982,-0.7870701477942571,-0.6836616931598403,-0.8700824373188033,2.5587705990053173,-0.7816469129498101,-0.9101651344160095,2.4809016406960036,-0.9341456370229366,-0.8042116359032183,-0.7412664177816036,1.0043957936869934,-0.7971944551733643,-0.9877426830385346,-0.7558006491178704,-0.7735045589247515,1.849127365395466,-0.5157384388625119,-0.7057312128591844,-0.9191067332305497,-0.9186587066764161,-0.45402286741066245,-0.8342583148373508,-0.9096945685860102,0.6645861951172602,-0.88965878308611,-0.7555811400705748,-0.8792667309189114,-0.10201413265800564,-0.4290124664989659,0.03116735418107113,-0.9609140444894159,-0.5867665473466329,-0.5249304435714437,-0.7033335886706571,-0.4104428883319407
SIDM00527,-0.611591855287586,-0.6828888092676068,-0.8011931491788328,-0.959795052744902,-0.7786809567390999,0.7439742901254505,-0.6077133224734856,-0.9065044696309209,-0.28302599005735524,-0.8045835471941516,-0.8341640542160805,1.9573342789959716,-0.7900232428884145,-0.7006074849663267,-0.7168902596005694,-0.8448382482082102,1.4270738991018364,-0.09081085492688197,-0.7446417025610441,-0.8441632133049698,-0.8213501520085763,-0.9625664848727332,-0.791366207599635,-1.0226357632433833,0.4073508545320478,-0.8616186461743407,-0.9768287726973163,-0.7004253208271244,-0.9987019812953268,-0.8362180121706478,-0.7290128425724894,-0.8361888947357405,3.108134734994657,-0.6237824936228042,-0.8563087980504871,1.3523057717035414,-0.9121970552509621,-0.8480554310321498,-0.07211882865640701,0.28724519324764064,-0.8562135083922224,-0.94773362306349,0.5256994810783601,-0.7517851700570877,1.5236124520371968,1.546775045350288,-0.6947420264058496,-0.9953850540657784,-0.8779672952429197,2.723594607400174,-0.948893369216684,-0.940462641083871,1.7248592171789627,0.42160255515420314,2.466079244077916,-0.7884408177218114,-0.3553738646150584,-0.37134964352656424,1.9895159477959243,-0.7972122037926618,-0.40404337899220305,-0.8250447486927881,-0.7479841428499937,-0.7650060494854553
SIDM00976,-0.6511867427866904,0.17080148403592516,-0.6866085901897458,-0.868759379796019,-0.7970857540874885,1.0751769695798297,-0.8016492528275654,-0.9220605834231043,2.5144283938574565,-0.8239095842491674,-0.9120526523004436,1.9360424692855807,-0.8197259633979496,-0.6413221590540512,-0.83019881761439,-0.8554481149916018,2.473659931071128,-0.17148455282451655,-0.6141698392591605,-0.8004674297883551,-0.802471791290129,-0.9903825679929225,-0.6055957766092889,-0.9563813067407447,0.09370026361877096,-0.8672147776657259,-0.9227752549664061,-0.7897254207505845,-1.024310878868154,-0.8201277764125954,-0.6982929914109295,-0.9995628259082374,2.148089334713663,-0.6557938484638957,-0.8213183079967081,2.3463915856278588,-0.8824197707894346,-0.7896233674146432,-0.10289423225547947,1.239980153801921,-0.7850403321521897,-0.9527068851399836,1.9396739828119158,-0.6259611123919215,1.9892353530065883,-0.6095078954889036,-0.7468991990341252,-0.9722194018754923,-0.8828540736659138,2.0424202707645467,-0.896818204354919,-0.8380498076439828,0.7777897981193845,-0.8379082569734367,-0.2478985507269951,-0.7614612993877705,0.28830948818328,-0.45756958629159816,1.6377009866445487,-0.8935537695298642,1.0371037006598873,-0.8669047566348225,-0.7695235507528133,-0.0995836608785009
SIDM00316,-0.6381408542202905,0.7046739179512603,-0.7555238040534579,-0.8536553406900838,-0.8061329731416458,0.7392108803007642,-0.8376358869391969,-0.8520187605563609,-0.2586679967206642,-0.9043975280863435,-0.8527224793497011,2.0787849387325568,-0.7615695871654559,1.1217923456146643,-0.8419695780495543,-0.823857842855869,1.9349126256513696,0.23165746260529466,-0.6023299203580279,-0.6640199318665845,-0.7328027174299381,-0.8964914402777019,-0.8459511764369078,-0.9154219525465119,0.18590102673595363,-0.8842600807475482,-0.9626582071544121,-0.7172159991958625,-0.9803974151067031,-0.7670931364253711,-0.8129583427861988,-0.9584828368014985,3.139888312395513,-0.5799746059843217,-0.8704168495980684,0.5887157428723344,-0.8785876116353675,-0.710221245755354,0.31263289171351866,0.7733693504336878,-0.7628448059568577,-1.0270430574426537,1.392627000163624,-0.7039532762924444,1.3510984988687778,0.3979484076316613,-0.6659779836226222,-1.0098819359322448,-0.872777543895384,1.611806571091314,-0.8499224286265699,-0.9252228924959975,1.681449067741679,-0.6856633804158534,-0.8766997062663859,-0.8286895162418333,-0.6116373187308972,-0.2881814309481114,1.9534074906210717,-0.8465845571128608,1.2246070021446147,-0.7816831820003378,-0.7681296805680652,-0.3981851519378626
SIDM00326,-0.5452991574159932,-0.7837655780479131,-0.7769651847413845,-0.9653126013681699,-0.8428892377376119,-0.43069237754761214,-0.7852433969104783,-0.9222258298416005,1.7060146785084491,-0.8305204849493321,-0.6900634105130343,0.1077394062278327,-0.7334714120782713,0.43224968223313265,-0.8584636798926581,-0.9073167756301102,-0.7000034577846602,0.3333467601763874,-0.5543420742753711,-0.8162424639347083,-0.8066847376294494,-0.9667323382912596,-0.6782544181395741,-0.9411372468877577,0.9656985701960555,-0.9621039927354316,-0.9800099781841345,-0.833978766455755,-1.0239118725317322,-0.8574348847750947,-0.797546957113036,-0.891976622095935,2.6407304247758905,-0.6825526046005638,-0.956177988815607,1.5059523108718573,-0.9134805535009316,-0.7651553732208446,0.02482796134805205,-0.05143085290335637,-0.7578379427722151,-1.0268717739860636,-0.778048768772211,-0.6795730230973063,1.4409495317338137,0.9739406500606844,-0.6278499465234479,-0.27627548076339814,-0.9210601355276922,2.433947611856931,-0.8578065180525827,-0.8693578115069708,1.0593512670162935,-0.9164709663672252,-0.8249570148722958,-0.8387463523797639,0.3703483437212617,-0.27069101075746915,1.6400633542659424,-0.8165294884801048,-0.49590143275924575,-0.7976561353710824,-0.6748033168091457,-0.7256798288592706
