,ALDH1B1,UGT2B28,ALDH2,MIOX,UGDH,UGT2A1,ALDH9A1,ALDH3A2,ALDH7A1,UGT2B11,UGT2B10,UGT2B7,UGT2B4,UGT2A3,UGT2B17,UGT2B15
SIDM00326,0.7259724739673069,-0.8247326673425457,1.1286418494916493,-0.8323476910786718,0.760468108049911,-0.9220392900129547,1.1215084762344913,1.3269373784735297,0.03645907556028396,-1.0774139129606959,-0.964074522936052,-0.9198081461857835,-0.9390761928017022,-0.9637214310270262,-1.104091815275352,-0.821603430067517
SIDM01093,0.1306828580475892,-0.8186649362793192,1.6262692450599552,-0.7590675223654594,1.2876519758349991,-0.8806873219761895,1.2601279958542175,1.115645565907729,-0.5493078865166313,-0.9527949981066198,-0.9137159262722188,-0.7827067509412575,-0.9468506964976091,-0.8941202349394184,-1.0987889081989495,-0.8591339400267742
SIDM01098,0.09275642006323388,-0.759787517659829,1.8106233466913877,-0.7236870328009485,0.8780282955535615,-0.928790092922296,1.4211922819072949,0.5180056759022738,-0.11066796181499018,-1.0677679406518057,-0.910416895381814,-0.8642650281146808,-1.014210545869546,-0.9679115926726061,-1.1258833888390731,-0.8462479457178405
SIDM00424,0.09334612743227373,-0.7588046413302462,1.490450807994316,-0.7109982778002651,0.5381215838243989,-0.7472005300014121,1.4672595726148532,0.21432322182205332,-0.6331142593644796,-0.8646423536881557,-0.7170038909440031,-0.7859718637349252,-0.8964262081640685,-0.8880555711917378,-1.0345012093306403,-0.7111500126686299
SIDM00973,0.3209497362314716,-0.6444340957145882,-0.6568487367573412,-0.8085019778172747,1.6273869064163224,-0.8775125868518083,1.5640280688166341,0.30383298442597123,-0.6527560192828695,-0.8203243318753706,-0.8559105935683874,-0.7738487514791964,-0.971230182215579,-0.8872251742172919,-1.0589503872424342,-0.6643870132055283
SIDM00411,-0.19914592958452756,-0.44728906652569406,0.6910591161256558,-0.7260468089014903,1.3805068876606252,-0.8290608345580072,1.347799721322596,0.6459511927371928,0.38420082133648437,-0.9260614377448103,-0.9255097531743146,-0.7884355268642405,-1.0358062974470865,-0.9089431379695707,-1.0367764845397445,-0.8421787264080822
SIDM00374,0.44771340243821967,-0.6810545987116339,-0.804855609094114,-0.7635623419479554,0.1588158766922134,-0.8457191531697941,1.5838457743712169,0.28950445014841397,-0.5842062324642235,-1.033931906473498,-0.8318974323601959,-0.7275480773497279,-0.8848166748441545,-0.8827961856613536,-1.0289383083959078,-0.6708879730806285
SIDM01160,-0.24249996954638142,-0.5664207366749398,-0.7169616540025511,-0.79986867385094,1.0613656440977366,-0.8579470828947952,1.4332138715482472,1.6511915442041172,-0.5998948449943811,-0.7542016661539822,-0.8662436311852232,-0.6790773960700132,-0.9610793362401601,-0.9383192998024853,-1.0279850436688767,-0.8547836611584781
SIDM00145,-0.523798341026323,-0.6600057636005914,-0.2286144730317608,-0.7682408367483439,0.8278309497223942,-0.7529370675098318,1.1776078838281274,-0.5387527632341231,-0.4533036345878199,-1.006788618568477,-0.869273321651506,-0.7679266201784686,-0.9230243462238297,-0.8171786676067262,-1.0531303187408834,-0.7076373000208914
SIDM00975,-0.29166468157577,-0.7159240073285692,-0.7377486169457977,-0.832324793851498,1.3041251874815487,-0.8635456868561245,1.006437184364387,1.464046725978896,0.4249672327498945,-0.9863777642779702,-0.8525285158731231,0.11882736958252871,-1.0133179327784534,-0.9403862556288981,-1.0797088584968542,-0.8105042130133631
SIDM00971,-0.004032772687473105,-0.6641290336465365,1.1441948836839468,-0.7661456367762868,2.8054188989741484,-0.8381412930678196,1.9148086340177686,1.1135770651449297,0.164270780641123,-0.9727869198095025,-0.735949157197587,-0.7572522202213073,-0.9341612899469337,-0.8716296672013409,0.2785383789182038,-0.09204212926366537
SIDM00251,-0.4256854331240501,-0.655812126392744,2.1979757050358897,-0.46309410478570967,1.7413890827596428,-0.779149108862179,1.338446036528666,1.423798101624257,-0.43564543968985003,-0.9964669260935511,-0.815803410171937,-0.930505544738664,-1.0042448765191183,-0.8695742318736424,-1.0945221099313065,-0.8599833129141911
SIDM00412,-0.048505791061572906,-0.7904580456366377,-0.0067870624047167444,-0.7460477305587813,0.26958346018691,-0.8115830562058077,0.9705818022484602,-0.09785976158929195,-0.7504754914681132,-0.9333268196948749,-0.8150319764333815,-0.8484013184195167,-0.9339363232341741,-0.8851259755255114,-1.0799352220298348,-0.8138386696763644
SIDM00023,0.2320453198252236,-0.7849364631430021,1.5975995409919832,-0.7211333065854928,1.190555230106339,-0.802755777396387,1.5377039181967824,1.598436180686689,0.08812294978918754,-1.041639478669929,-0.9697974277371361,-0.9228930967508313,-0.9841492967724618,-0.9376608983842009,-1.062109912446328,-0.8301098107078658
SIDM01198,0.381430338524107,-0.7154026804256415,1.405689946717723,-0.6865786821920301,1.0456244921779048,-0.8266540650152642,1.3715778039840225,0.6804718469929328,-0.6817288712866999,-0.884061012154751,-0.7013591300104098,-0.7245901596370921,-1.0134150035638325,-0.8609794432161075,-1.0536140045808238,-0.7682354086808029
SIDM00441,0.39794106484860287,-0.6981641862138278,-0.7729252404901256,-0.6142686971466274,0.5497840436706651,-0.7786595333256439,1.563605317421381,1.0695416667517772,-0.6620555605195907,-1.0348291577327244,-0.7857586442825085,-0.8107581315543507,-0.9625191823475174,-0.900431046372636,-1.0185578648478837,-0.8112867705298764
SIDM00388,-0.07542298322450887,-0.6317228612560384,1.347254181292532,-0.5643130527039921,0.8973614391354351,-0.7789800286793669,1.0434378852241597,0.06977998886563927,-0.5726843474715997,-0.9659832844730496,-0.8212594119075326,-0.8403048720270914,-0.8995915429003486,-0.875511879981552,-1.0582638386841967,-0.5883582591319261
SIDM00417,-0.24970223921974075,-0.8238874304818037,0.06673704938575005,-0.7346916951656529,0.9158304149188501,-0.6464489341931426,1.523849149437264,0.5403890198680282,-0.5452266533903082,-1.0486612848423356,-0.7207832822790197,-0.8609972980023675,-0.8452770081041043,-0.9182566379750174,-1.0749477079020429,-0.688660970675352
SIDM00416,-0.19476511155388368,-0.8051502297455317,1.6903279225119963,-0.4794948756911031,0.378877533789884,-0.7651018209426987,1.8581531684800847,-0.1883513262289602,-0.6263498719393217,-1.0278877761469836,-0.8860360742878322,-0.85892415176978,-0.9235408624164071,-0.881993417530645,-0.5461654026230074,-0.4556456576629277
SIDM00974,0.20050360438747317,-0.7193131391481863,-0.9435996031586119,-0.6862153606198512,0.9545754568259363,-0.7896609812939658,1.6013822331433187,0.5375993410474026,-0.2955023937170087,-0.8038239840571907,-0.8494959118360056,0.0251056443951195,-0.9421673658915347,-0.9184426821843414,-1.1373374224277124,-0.6278354273476427
SIDM00833,0.0328391636372124,-0.6482444620088178,2.009879320618729,-0.7930558209934448,1.314616231837952,-0.7619889500275914,1.1390094955647116,0.6536663238844663,0.19111010089697097,-1.1256250272021817,-0.8741976628245459,-0.8655624759650589,-1.0131244044684604,-0.9813132881838842,-0.9441033739594417,-0.5291085585177863
SIDM00562,0.6508075446342925,-0.6346565195076097,2.7815726557775298,-0.666619149927687,1.7501906604584863,-0.7742570635404703,1.7374641890732672,1.3562964809398015,-0.7158995624366948,-0.9466871123855065,-0.7957991426825809,-0.7684582708757343,-0.8449591848462672,-0.8497774960557961,-1.0397463117862196,-0.8047817309406431
SIDM01102,-0.136991691371535,-0.7240803440427833,0.04180840003947704,-0.7717671384089579,0.9130403412016388,-0.8416111515763172,1.7068575131431885,-0.3869646366907386,-0.5718109348130147,-1.0643313330561193,-0.7684924597130951,-0.9479699886964027,-0.9925580810019828,-0.8757424496633062,-1.0449835059825645,-0.8063015004994994
SIDM00418,0.002855680053961528,-0.6441811710061736,1.3047338165765279,-0.7006025079032808,1.3472571686422237,-0.7016826211782297,1.187639929912295,0.4549513874660183,-0.14443617941783077,-1.0560250993781968,-0.8370453027888276,-0.8494852729908481,-0.9984969321570976,-1.0354594279184814,-1.0538345242024219,-0.821068155321524
SIDM00841,-0.0709674305433935,-0.6762963516054796,1.7129981754249026,-0.6191128885626338,1.038083496917922,-0.8114280446473208,1.149557156659497,0.6829799531691131,-0.22110558451002343,-1.0433996142747402,-0.7174002501329156,-0.8799748439630438,-1.0340359661866838,-0.90778876928411,-1.0271849423451669,-0.4802021804288336
SIDM00260,-0.05873313818543644,-0.7227314978712059,-0.6992740887628583,-0.7277280894170185,1.2363147582306115,-0.8161061484920668,1.4319404410579726,0.382641526109691,0.18651389950350586,-1.0954604619022659,-0.9000250841787754,-0.8140400868056317,-0.9678388904811086,-0.9256832026043235,-0.9911323654275456,-0.7041773777231868
SIDM00111,0.2956312172048662,-0.799117795155305,-0.6102373287379604,-0.8199632039158234,0.9451828139031981,-0.6487763217056786,1.5428257092379294,0.7177927862613249,0.18766161094645548,-0.9097327530980839,-0.7342591479347532,-0.8850406425968471,-0.9286354256436232,-0.9106316062700331,-1.0216420613249826,-0.8096105387400684
SIDM01179,-0.1363188435699205,-0.7575048963632847,1.098044633188552,-0.7282213116248303,1.39174397635739,-0.7545205429050673,1.4203250076294023,1.3770057168563952,-0.10919102910884461,-0.9717861731077478,-0.8737456588853394,2.0032543007965957,-0.9801639127350258,-0.8198898428430692,-1.0358099558100702,-0.7060679246821525
SIDM00351,0.12661466400811788,-0.7244995927976506,0.5139734377188231,-0.6853700695945877,0.6096540369027589,-0.7684787682739544,1.1947779725834609,1.105848508818692,0.1469114667373618,-1.0176453318267067,-0.8819665540650931,-0.8466580746075937,-0.9119443264232973,-0.8296949439085599,-1.0416313212457626,-0.7399668593107717
SIDM01205,0.08386780656957293,-0.7515439933945344,0.01620437758891366,-0.7968124984615018,0.8935991100123992,-0.8295368344426326,2.02157535796674,-0.05575184178219447,-0.7092068974460183,-1.020391302320871,-0.7912142287146636,-0.8048418558276029,-0.877258097050789,-0.92631392255486,-1.086649527496154,-0.8150949918671847
SIDM01095,0.9813991417693191,-0.8567045022964468,-0.34794855965644383,-0.7465651859380698,1.1807989516967157,-0.7677248400149648,1.0436049814400303,0.9549733405621698,-0.03907084052075175,-0.9991164368929248,-0.8961255954137817,-0.8197264978125227,-0.9310166078119231,-0.9425439329931868,-1.0481695614206965,-0.7664379194612623
SIDM01159,0.1017746409974778,-0.642273624197624,-1.0333831875164825,-0.7982812453374596,1.5151387904940148,-0.8116607005753138,1.7639452315260937,0.7755713613736032,0.8629633566185284,-0.9283339003271506,-0.9426589984790061,-0.7936031211208584,-0.9915966274731776,-0.9358211184517584,-1.0601918869797726,-0.8150910859743772
SIDM01183,-0.27721075618900154,-0.6548137461502522,1.9133176024219904,-0.7065520038157651,1.9522556098953585,-0.7714616418739931,2.0530825649470974,1.0442212517415366,-0.19587632427079493,-1.0887644354281816,-0.6671689677666987,-0.8960852755672843,-0.9015005905416297,-0.9263679633752903,-1.1292200999762578,-0.9421015503976857
SIDM00328,-0.1057221138825008,-0.8039006994596022,1.7483350671828684,-0.7356549722172994,1.8358750532609687,-0.8142527846666684,1.4549367824497128,2.2267046156182135,-0.6261638686183487,-0.9775933083787284,-0.8070873169880379,-0.8607127577839612,-0.9184440273377505,-0.9765412184764063,-0.9549270602263744,-0.7429605811519866
SIDM00389,0.2230838136492729,-0.7204504328713525,-0.8815921617523738,-0.5500864777739011,0.9824803445988683,-0.7131674674371355,1.4225476788197662,0.23108273834399642,-0.6605262872043047,-1.0154818010703002,-0.7904097554000664,-0.846926768211691,-0.8552687047430018,-0.684867283447733,-0.9704594170050325,-0.7520072552091361
SIDM00489,0.5745683711747814,-0.8176880205259752,0.2394108173289169,-0.6565879205239626,1.0459818663745968,-0.8836680460129762,1.1753803923549822,1.059510935962053,-0.22446511559130727,-1.0619651415978377,-0.8718696182289148,-0.8727986895966349,-0.9925512671332857,-0.8996866586493356,-1.0221878342586723,-0.7380166566862091
SIDM00953,0.3993640218541543,-0.8016805430252151,0.7732353458552166,-0.8427139150111327,0.6322187393229141,-0.7688016579221699,1.3347668198355125,0.8096446941652771,0.03877691721513876,-0.9970584177660559,-0.8447376013539272,-0.8624428674917781,-0.9789342257215893,-0.9516899810546576,-1.0897403092237867,-0.7927024789786073
SIDM01245,-0.29443053303091826,-0.763523090181043,0.7230232495090778,-0.7568522570445538,0.4724436958294928,0.4745799767865981,1.4492083835190392,-0.5730645187278042,-0.7175337863794168,-0.9506227238459808,-0.8295629595851536,-0.7998891915665708,-0.9663103294957216,-0.8664703426781761,-0.9843729105039951,-0.7620123071014681
SIDM00929,0.7575202139491916,-0.8340968182128957,0.7921864245540186,-0.8071007178376494,1.4933719330692363,-0.8396349544747206,1.3591207913685683,1.145329634126689,0.4315124245926756,-1.0339261152580286,-0.8488370295974192,-0.7357763297960758,-0.9013304485288235,-0.9260892562286204,-1.0291031753756597,-0.8888209965653712
SIDM00732,0.8883664980996763,-0.793688823428946,1.0271390070233304,-0.7241950853540541,1.4631254649613163,-0.7755143172576447,1.3845952264308794,0.02744696704586229,0.09094345422594251,-0.9771833905074955,-0.8893588544609877,-0.8218244879323787,-0.9795504815155668,-0.9178130366175435,-1.0849996141731821,-0.8320534057180257
SIDM01047,-0.2108907898445687,-0.7485953373127086,-0.7379003404096777,-0.7689169089036721,0.8752588271164271,-0.8474800090886463,0.8024163632577831,0.21690804656195878,-0.8132119470008577,-1.0091966819992382,-0.6702858111074075,-0.9308366926276163,-0.9796283796203388,-0.907443761649863,-1.0698071097326978,-0.6988598625892481
SIDM01229,-0.03864325731748186,-0.7105603805010793,1.8584311781755296,-0.7913605990907838,0.8990122527249093,-0.7258309156060789,1.0027696223847489,0.2227805713681971,0.018239713980711864,-0.9362254515508831,-0.866398291426459,-0.7452130118745758,-1.0212423387360083,-0.8873260699224234,-1.0904800381061177,-0.7813026494584073
SIDM00540,-0.27748171802633464,-0.8452821336796812,1.2422760551885488,-0.8012902933765447,1.1359725932780236,-0.8750744126102403,1.2440408477297793,1.3940533378987492,-0.06208178317808772,-0.96514095008353,-0.9140046018348437,-0.8860278477989034,-1.008822221881231,-0.9137705763891872,-1.0354552962101693,-0.8255341529099091
SIDM00264,0.003472058016383626,-0.8139584767666076,1.6704122497247411,-0.7898885581175689,1.3161031656473554,-0.8805532260285149,1.584873660891279,0.7490274541772804,0.686456562532281,-1.005822851400533,-0.8669467989297713,-0.8717019374379039,-1.0051074930978785,-0.9266974600208167,-1.0534615325646657,-0.8416108681877243
SIDM00842,1.3490852669636288,-0.8202742688033019,2.2268903988052022,-0.7418388793648655,1.0741471085811005,-0.7959277912159369,1.463168999165348,0.6639406008297924,-0.03351703181860319,-0.9132452956156495,-0.8990060592649131,-0.9029784562866642,-0.9540183735734281,-0.573746057440844,-1.047082499862417,-0.8669389104338058
SIDM00923,0.6715613026295869,-0.845171012346662,-1.0041447365576561,-0.725130318540896,0.7495686886250604,-0.8303788512180016,1.2265661063518174,0.6655206151647288,-0.6072606248054672,-1.034736831689716,-0.9068603260521045,-0.9294715750748054,-0.9302428100453413,-0.9015957135090973,-1.0837582272298811,-0.697492306334829
SIDM00120,1.1261683603313652,-0.8117803536316386,1.0900878615085758,-0.7704024992627755,2.0873511196231145,-0.7832880585566739,1.3735553103167273,1.0439422408013026,0.18902484228356278,-0.9275250631090888,-0.8626434235684527,-0.91255360353544,-0.9830824579561819,-0.9011670869844254,-1.099831337206274,-0.8079720082413696
SIDM00900,0.4070318983902005,-0.8607555607152021,0.5124847106148012,-0.6343724074481136,0.8737379141372252,-0.8675594048658601,1.3067522135276062,0.07932825002235065,-0.5902020043613684,-1.0212901065639723,-0.9032648217155047,-0.8296857257792437,-1.021936085497789,-0.9780270239168434,0.6032984418014635,-0.6489180082600094
SIDM00962,0.12042713645567693,-0.888394558612763,-0.4474946256519332,-0.7462971438112384,0.8243088597333953,-0.7647351120178102,1.2387345809427546,0.27773480487205615,-0.45465435461891146,-0.980018930520002,-0.8489891686488575,-0.7570583410413092,-0.9343714298425865,-0.8942630765306825,-1.0336053768673428,-0.6190450079555614
SIDM00889,0.9427970267791709,-0.7875093005190369,-0.25213207499461693,-0.7432808772441313,1.4140341346213103,-0.8080049292508704,1.5930215016670537,1.2533798276948154,0.9280138246549189,-1.0669066161501124,-0.8517997684286603,-0.36583154859934863,-0.9221023336312992,-0.8762450014053783,-1.0228648071254014,-0.8245527039273782
SIDM00864,0.24829795561069803,-0.7502250365247544,0.5727239897795583,-0.14341627890778696,1.2553104435395293,-0.8152527850037679,1.4072642929791563,0.9494985310309887,0.36452930512130516,-1.06446500892785,-0.9184171273597549,-0.9871940655581766,-1.0011987801526963,-0.9367587204365762,-1.0361452088616292,-0.7099325715980029
SIDM00233,0.4234883294232527,-0.8145796978769277,-1.0120983728200053,-0.6585488573945378,0.571810652734277,-0.7706564919045988,1.1221428405036784,-0.5939483819639809,-0.6286575007291796,-0.982196063777401,-0.7654301496906871,-0.867449663547522,-0.9620919145265692,-0.8925733017893605,-1.0948339373441158,-0.8320119179334814
SIDM01233,0.15948847482827877,-0.8088116268607127,1.9938359887863548,-0.9187077141185537,1.7257795446226523,-0.8674458774115975,1.3076499697621498,0.9244712565288752,0.736408950230353,-0.9060581259244248,0.4009625796438566,0.25976897223797873,-0.9162986281661772,0.6886563230879191,-0.9364321828011551,-0.2697601743225461
SIDM00964,-0.01192333843232942,-0.74625907644646,1.1589212457982998,-0.880194192764637,0.6022898200944357,-0.8555319638934599,1.3789622781877702,0.9236880603894272,0.38294961637660974,-1.0074103634905396,-0.8384479191531098,-0.7805100630116673,-0.9658968046466018,-0.9770759616580865,-1.0590915481845995,-0.8045056652989093
SIDM00196,0.025257586339327523,-0.8064132100774808,1.7600748538150162,-0.7513806971228014,1.0938058542982734,-0.8807084704875042,1.6811870658147847,0.7419466411529987,0.1067257407575812,-1.0827353413091203,-0.8280894268343458,-0.9393835520130703,-1.0060387553615004,-0.8992942670899928,-1.046597673780301,-0.710778351634421
SIDM00287,-0.1381772854583938,-0.8059234041802177,1.4886334152481686,-0.43781220022480766,1.67503048333291,-0.7586238676800523,1.4450181146761736,0.199486154347589,-0.6920357035563697,-0.9192478842743134,-0.8618967948854113,-0.7472918061723348,-0.9828317006394012,-0.8346856952292215,-1.0854122493811622,-0.7794815968449721
SIDM00501,0.5898116430344514,-0.7758795681878695,1.0833388562936752,-0.7002370579084576,0.8661421998035097,-0.7336018966415555,1.1266595052903805,1.4188164088001303,-0.6283324978197035,-1.02093211982552,-0.7924801894771656,-0.830910701181697,-0.9451872426620214,-0.9487511557032012,-0.9894034544242494,-0.8872866992236002
SIDM01237,1.0364297611715794,-0.6843601850426496,1.7187986090906344,-0.1437167756178332,2.246044415052111,-0.7856962931814391,0.5282815189437611,1.2518741530360669,-0.43009893348586214,-0.8237122586705001,2.0030394199483914,2.0525959884238327,-0.7435276192957567,1.3939233690551445,-1.0119213500231377,-0.6092041807699933
SIDM01228,0.06319256985267681,-0.8283501423300446,1.3038485184248105,-0.842818385001118,1.3663823056508786,-0.7884967632625666,1.4702861422202844,0.6767283445864082,-0.30099795751038316,-1.008520628413211,-0.8663027481651251,0.320937930509951,-0.9551532455007503,-0.860287691629269,-1.0177536624526098,-0.753377962338402
SIDM00935,-0.18757620717220172,-0.817882880382808,0.81333717499486,-0.8143055001275243,1.5940284513884775,-0.9043511526221808,1.2133041632357624,1.369130264229827,-0.007279794734018674,-1.0559186610903128,-0.9261260552381706,-0.8345348435143479,-0.9103962213523925,-0.953520220553127,-1.0519675407108946,-0.8477262114401694
SIDM00954,0.6746677528925941,-0.7777777978516973,1.5976256253672432,-0.8838347098953527,0.9426729890914811,-0.8090254917506234,1.6345202375834385,0.7299964174665973,0.3310142105492573,-1.0189309233838695,-0.8123563988001411,-0.9193526259529762,-0.9361245109826516,-0.8790211591946483,-1.0281401554337941,-0.8049858731721177
SIDM00951,-0.43669239592958536,-0.7429744414112017,0.9649390690042373,-0.7514904128049716,1.305120977370996,-0.7697675894975224,1.3063152564287668,0.5769018421200136,-0.6950901120923292,-1.014101158859643,-0.784807133134935,-0.8761139606319032,-0.9761139968421603,-0.8833721723156401,-1.028221543458992,-0.7226493965664292
SIDM00948,-0.2223321161189612,-0.7404334085911571,1.957712248714078,-0.6728410468478636,0.4043522563529115,-0.8306141681256417,1.437868599909136,0.23093004307680146,-0.6294556510230553,-0.9370637516120626,-0.7607555264686179,-0.9027244361821174,-0.9355313977490667,-0.9026279079081703,-1.0152815921332279,-0.5874090564783125
SIDM00203,-0.16533974031156193,-0.8438241974070718,1.0748450530856,-0.8057815952386898,0.9677866962054498,-0.8278224220676117,2.1680423829985305,1.0465996169674876,-0.637915115892086,-0.9897503088880271,-0.8441147222205978,-0.8955250988974178,-0.9659540458031494,-0.9386934500877842,-0.9902316500083521,-0.8334225737151437
SIDM00896,0.6195775324564403,-0.7565432895472926,-0.7669208372815112,-0.6096196491547473,0.532643597224415,-0.7566581377447469,1.426650195834352,0.6373611824012898,-0.7218968103439937,-1.0096417362564094,-0.76873849886682,-0.8267328253888501,-0.9130283951135657,-0.8972267850325691,-0.7056168819728241,-0.6334046180006355
SIDM00285,0.26427911805448,-0.761869265413388,1.642854827257636,-0.817686686361837,1.2417293203590491,-0.8298736040175171,0.928313895297558,0.4109387584325757,0.7525050984474299,-1.064029594636435,-0.8169214252677914,-0.8376089360492815,-0.9739154613897691,-0.9724741277485213,-1.0693244050718442,-0.7294158705997211
SIDM00930,0.13574763184257785,-0.7315143466852579,0.3717400474828757,-0.8634252843366841,1.5580609167765294,-0.7704333908646661,1.712251164395797,0.8114866836378826,0.1007407995317875,-1.0156630871275845,-0.8699132729273701,-0.7113661734370673,-0.9985155354023774,-0.8703774491594747,-0.9405426463864809,-0.6441408810470112
SIDM00205,-0.06643529929414953,-0.8822544665974138,1.5657984456557925,-0.5134347618375311,1.0471086822106415,-0.8782075777775079,1.6023895319871797,0.30410672451129706,1.281665713476415,-0.9708927579235526,-0.8427723885929381,-0.7917113342914301,-1.0241991243926278,-0.9982498461855872,-1.0913315389053002,-0.8791818760246769
SIDM00535,-0.03654715441527301,-0.7454456683414076,1.5501446711152513,-0.6154231246383781,1.493187237727405,-0.7725787123056268,1.5793760664673495,0.4366570398475986,1.5441404006710995,-0.992537506015038,-0.7347465155036275,-0.7456318541873306,-0.9314245431090751,-0.976595342341692,-0.9931710640420638,-0.668905991716933
SIDM01175,-0.5156774857831358,-0.8207786362842499,-0.6996262103603912,-0.7312166412114686,1.2919985957080582,-0.8620042901879648,1.785343529536241,1.4107455796439208,0.07285733203998523,-1.015029450515175,-0.8375224600632519,-0.8439876219272892,-0.8990026229321176,-0.9524301607654547,-1.0579935050503524,-0.8508323697797934
SIDM00832,0.7181908263415632,-0.6868866121096391,2.479689739204406,-0.7690819407178464,1.1732043341749043,-0.8180397870473559,1.6117285438173348,1.7391748497483404,-0.16783365818074047,-1.014755053442104,-0.9459432146841287,-0.6955051177144309,-0.9806000017315959,-0.8298488830894317,-0.8638692812211116,-0.3116352650032217
SIDM00528,0.36336489952467976,-0.7943199469543056,2.4812145782666937,-0.7988282884435856,1.132640502645025,-0.8286744720033848,1.5571662050962207,0.8992638569827474,0.2150313404986154,-1.0906484588106193,-0.8433471486521624,-0.9144234780362681,-0.9129793530001282,-0.9710224880730897,-1.034604488054596,0.051002779369169374
SIDM00371,-0.2573947394686488,-0.6388026747674083,2.238479468757182,-0.8341716582751063,1.612292591655626,-0.8484207936169746,1.0842651737081115,1.5346221999478804,-0.09567953485603503,-0.9560542051774411,-0.657560007003317,-0.6214780929880439,-0.9137480663289601,-0.9216263621429585,-0.9704733266972891,-0.7973932484745205
SIDM00688,0.4257789582152977,-0.8137333218611764,-0.674295246297683,-0.7876431020710029,0.8065930698670583,-0.5991009399048586,1.6104650095667894,1.1301361525681655,-0.7839103595290308,-0.9361035944743475,-0.7672928686318318,-0.8499945086635871,-0.8312691778940636,-0.859938683867373,-1.0797832146570954,-0.21253676502486205
SIDM00583,0.6219917808114048,-0.8196168412355023,-0.40149067565458285,-0.800798115300195,1.9833439373681636,-0.803988256847353,1.4067063165151292,0.8362066946864297,-0.358914060102246,-1.0250582291895527,-0.6862722259121753,-0.8140416242850109,-0.997576496446607,-0.9708174570746276,-1.0000431759459272,-0.94492601621973
SIDM00188,0.25837117216645467,-0.8061521298226154,2.3123610472649223,-0.6846831126572569,2.0387433198647775,-0.8247735769225862,1.0065561686083093,1.1860509535715622,-0.31257707737165147,-0.9842784701724708,-0.7941182802701413,2.5293314672298415,-0.9472666636179351,-0.842603278841995,-0.942023925815228,-0.8093562123095942
SIDM00096,0.1986140117290788,-0.6188977073345094,-0.7633115033903403,-0.8418389207847743,1.1623184408778284,-0.7778224219503176,1.4305507659920675,0.8526993739598632,-0.6004378470027057,-0.8748102062697943,-0.8193278085474954,-0.7696363969134632,-0.9364135446345964,-0.9511877185413761,-1.0631102716203091,-0.7875674090842839
SIDM00379,0.6039521866380221,-0.8384688898454212,0.47644550014428677,-0.7372854472868475,1.2176075828205122,-0.8737530823930875,1.4945113229093512,0.6511110838580855,0.18820060748525838,-1.0498378515062914,-0.6968272138556376,-0.17038434143235337,-0.9631508537564802,-0.8992190985210915,-1.0409795802435142,-0.8666535513068573
SIDM00381,-0.21637402440166126,-0.8808277646210046,1.7351240201999751,-0.6842051455930098,0.24450958790543167,-0.9029448856245498,1.632587513286962,1.7546070759132326,-0.700575665310656,-1.0393827078394193,-0.9288178655217039,-0.8293405373180132,-0.9597485152573009,-0.9880736898653244,-0.9828365032440995,-0.8085907031614885
SIDM00606,0.3248724616007626,-0.7402811958403949,1.9029872490480761,-0.6710458950698577,1.484428335158561,-0.8843150589117097,1.3649105470094014,1.714962643019433,-0.6801951506951847,-1.1248535834850526,-0.78952034102149,-0.7603516618375089,-0.9615275428556751,-0.9897881140881013,-1.0402207265932957,-0.8540372741305413
SIDM00541,1.3739484039796084,-0.8746710524099495,2.6506256378006205,-0.7799096478151756,0.9437654228706941,-0.8503838852375857,1.5823943592221008,1.6492992663575363,-0.25298935499796155,-1.0923661174190882,-0.925110788915318,-0.7310956667611038,-0.954072109758844,-0.9090589916003794,-1.0657556987024526,-0.8004949557927488
SIDM00808,0.07506145591798416,-0.7579836964085546,0.6678147213833855,-0.6921717392894665,0.6308101070953719,-0.6889149643903136,1.4118863952531968,0.687721354433587,-0.6687811427699236,-0.9257901585337018,-0.8636810106624865,-0.6926871198874353,-0.915809339545105,-0.9905005402389403,0.7782927195219504,-0.6047558505931571
SIDM00377,1.8014890961210852,-0.8318799977669492,-0.7621263997871647,-0.784314945145849,1.6272499060838257,-0.8406617567281354,1.4104729440621757,0.8028567291310719,0.18397522213801623,-1.0698442918478772,-0.7687970998875868,-0.9019319185645276,-1.0070617410983826,-0.8936212975918628,-0.9791215616548099,-0.8549198133648058
SIDM00289,-0.19025248732943825,-0.8249710187756434,1.106321210414548,-0.7113691282298055,0.7971827193927155,-0.8233069878475033,1.5862498638897762,1.1030516615377888,0.09536227237359407,-1.02395646826324,-0.7466658776409092,-0.9660300105906531,-0.8592034572406843,-0.9813176560269409,-0.9462834154359689,-0.7833001878881314
SIDM00064,-0.024470906509428302,-0.8460600627235665,-0.27969308711075774,-0.7827460848607367,1.1151783378024267,-0.8845925903148677,1.139176187460741,1.0082193558103678,0.11619111370840521,-1.0708297178503905,-0.8300093685101101,0.47336000734370365,-0.9058915746184806,-0.9022983085587736,-0.9621063986092231,-0.7625125629061184
SIDM01097,0.32314659209957036,-0.8096244597860991,1.5765387542666986,-0.6427973793189791,0.9288111374157263,-0.8232649311511608,1.5280835909420427,0.4916828332053438,0.06330815252475094,-1.1025443362713498,-0.8558099481483311,-0.798642450098028,-0.9882133461263224,-0.9118250500049638,-1.047075015767755,-0.8053228361560699
