"","drug","cell_line","IC50","prediction","fold"
"6356","Linsitinib","SIDM00216",2.349107,2.40890884399414,2
"6357","Dinaciclib","SIDM00549",-3.724485,3.96139192581177,2
"6358","Nilotinib","SIDM00096",1.933592,0.954312682151794,2
"6359","AT13148","SIDM00199",4.25656,3.00648832321167,2
"6360","Epirubicin","SIDM00121",-3.307144,1.15713155269623,2
"6361","Linsitinib","SIDM00251",3.0446205,2.92730593681335,2
"6362","Nilotinib","SIDM01175",5.2982015,3.10878300666809,2
"6363","Vorinostat","SIDM00137",1.4553985,5.33840751647949,2
"6364","Buparlisib","SIDM00501",2.119824,2.49646806716919,2
"6365","Epirubicin","SIDM00561",-2.198995,1.5281754732132,2
"6366","Linsitinib","SIDM00814",2.425993,2.62876105308533,2
"6367","Nilotinib","SIDM00323",2.4591315,1.64472460746765,2
"6368","PCI-34051","SIDM00900",2.12102,-1.0269969701767,2
"6369","Nilotinib","SIDM00266",2.4500175,1.42551815509796,2
"6370","Dinaciclib","SIDM00579",-2.215556,4.73245191574097,2
"6371","Linsitinib","SIDM00103",1.717461,3.57899236679077,2
"6372","Dinaciclib","SIDM01245",-4.553247,4.11630535125732,2
"6373","Nilotinib","SIDM00814",3.0278965,1.72971999645233,2
"6374","Linsitinib","SIDM00375",3.2541335,3.07888340950012,2
"6375","Dinaciclib","SIDM00923",-3.227985,4.45575857162476,2
"6376","Epirubicin","SIDM00789",-0.885975,1.93638467788696,2
"6377","BMS-345541","SIDM00621",2.0324345,4.28386116027832,2
"6378","VX-11e","SIDM00289",2.0812535,0.726183593273163,2
"6379","Vinblastine","SIDM00885",-2.4388965,2.56061220169067,2
"6380","Vinblastine","SIDM00842",-3.8551755,2.09113812446594,2
"6381","Nilotinib","SIDM00114",4.901761,2.99484896659851,2
"6382","BMS-345541","SIDM00565",4.0811615,4.50835132598877,2
"6383","Dinaciclib","SIDM00311",-2.942133,5.25341176986694,2
"6384","Cediranib","SIDM00967",1.23739,2.42485547065735,2
"6385","BMS-345541","SIDM00256",2.8440175,3.34671258926392,2
"6386","VX-11e","SIDM00680",2.2112015,2.05424880981445,2
"6387","Nilotinib","SIDM00584",3.938108,2.4946436882019,2
"6388","PCI-34051","SIDM00256",1.7225,0.533754587173462,2
"6389","Linsitinib","SIDM00975",3.6340525,3.5120837688446,2
"6390","IWP-2","SIDM00198",2.600207,3.7667088508606,2
"6391","VX-11e","SIDM00242",2.6928955,1.40769648551941,2
"6392","VX-11e","SIDM00814",2.797421,1.6922196149826,2
"6393","Dinaciclib","SIDM01160",-2.552059,4.84926509857178,2
"6394","VE821","SIDM00527",3.178499,2.08346438407898,2
"6395","VE821","SIDM00970",3.4318,2.06670761108398,2
"6396","AT13148","SIDM00958",3.253316,1.50273299217224,2
"6397","Cediranib","SIDM00655",0.874264,2.31346225738525,2
"6398","VX-11e","SIDM01007",2.317162,1.38705623149872,2
"6399","Buparlisib","SIDM00841",1.491369,2.50689220428467,2
"6400","VE821","SIDM01114",3.748522,2.23082637786865,2
"6401","Epirubicin","SIDM00367",-3.049141,1.62586295604706,2
"6402","Epirubicin","SIDM00668",-2.698729,1.73270106315613,2
"6403","Cediranib","SIDM00371",3.565363,3.427738904953,2
"6404","VX-11e","SIDM01197",3.3280985,2.4025502204895,2
"6405","Nilotinib","SIDM00817",3.4177625,2.13316440582275,2
"6406","Nilotinib","SIDM01122",3.301842,2.33012509346008,2
"6407","Vinblastine","SIDM00638",-5.1650505,2.53832387924194,2
"6408","Dinaciclib","SIDM00569",-3.65795,4.85980987548828,2
"6409","Buparlisib","SIDM00542",0.85674,2.91756677627563,2
"6410","BMS-345541","SIDM00316",4.3538915,4.3399395942688,2
"6411","PCI-34051","SIDM01122",5.214037,1.94269442558289,2
"6412","IWP-2","SIDM01245",1.268572,2.78675317764282,2
"6413","Nilotinib","SIDM00834",4.3007095,2.29774236679077,2
"6414","Epirubicin","SIDM00632",-4.056497,1.29737663269043,2
"6415","VE821","SIDM00174",4.078154,1.62597393989563,2
"6416","Epirubicin","SIDM00316",-0.62607,2.25459694862366,2
"6417","VX-11e","SIDM00256",2.1878865,1.79660618305206,2
"6418","BMS-345541","SIDM00517",3.3397215,3.69830322265625,2
"6419","Vorinostat","SIDM00218",3.3354205,6.55961084365845,2
"6420","Cediranib","SIDM00199",1.715508,2.55981802940369,2
"6421","PCI-34051","SIDM00885",5.36909,1.33548605442047,2
"6422","Cediranib","SIDM00583",2.98031,2.79074239730835,2
"6423","Dinaciclib","SIDM00489",-3.176173,4.47500562667847,2
"6424","Epirubicin","SIDM00264",-1.744019,2.12583160400391,2
"6425","Nilotinib","SIDM00841",3.7927445,2.23097991943359,2
"6426","Vorinostat","SIDM00929",2.230433,5.56818342208862,2
"6427","Vorinostat","SIDM00885",0.306229,4.8356990814209,2
"6428","Dinaciclib","SIDM00699",0.538961,5.49773931503296,2
"6429","Epirubicin","SIDM00242",-0.188788,1.48519861698151,2
"6430","Dinaciclib","SIDM00612",1.112946,5.7296462059021,2
"6431","IWP-2","SIDM00264",2.824994,4.3184962272644,2
"6432","Buparlisib","SIDM00975",2.039775,3.10133647918701,2
"6433","PCI-34051","SIDM00596",5.412747,2.33200216293335,2
"6434","Dinaciclib","SIDM00176",-3.585316,4.93044281005859,2
"6435","BMS-345541","SIDM01042",3.8344125,2.70895290374756,2
"6436","BMS-345541","SIDM00023",3.2601185,3.91256380081177,2
"6437","Vinblastine","SIDM00328",-3.0220855,2.60971879959106,2
"6438","Linsitinib","SIDM00700",4.4649765,4.45418453216553,2
"6439","Dinaciclib","SIDM00308",-3.776405,4.06423044204712,2
"6440","Linsitinib","SIDM00287",2.7271585,2.08257937431335,2
"6441","Buparlisib","SIDM00181",1.715682,2.65395951271057,2
"6442","Linsitinib","SIDM00424",2.929537,2.24412608146667,2
"6443","BMS-345541","SIDM00971",4.8776735,4.60287618637085,2
"6444","Epirubicin","SIDM00256",-2.312855,1.78069496154785,2
"6445","Buparlisib","SIDM00490",0.568406,2.54010510444641,2
"6446","BMS-345541","SIDM00859",1.516931,2.77084445953369,2
"6447","VX-11e","SIDM00964",0.273896,1.41238141059875,2
"6448","PCI-34051","SIDM00317",7.274595,3.51368975639343,2
"6449","PCI-34051","SIDM00896",2.450347,-1.29668509960175,2
"6450","Cediranib","SIDM00550",1.995589,2.25716114044189,2
"6451","AT13148","SIDM00496",5.03581,2.14902710914612,2
"6452","Vinblastine","SIDM00448",-2.7300835,2.56293416023254,2
"6453","AT13148","SIDM00968",4.559387,3.09637546539307,2
"6454","Nilotinib","SIDM00969",2.4867765,1.65806472301483,2
"6455","Vinblastine","SIDM00323",-3.995687,2.2590057849884,2
"6456","PCI-34051","SIDM00104",5.634911,1.30806910991669,2
"6457","PCI-34051","SIDM00364",2.439456,-0.847496449947357,2
"6458","PCI-34051","SIDM00328",4.570706,1.25051653385162,2
"6459","Vinblastine","SIDM00579",-2.85926,2.32627630233765,2
"6460","Nilotinib","SIDM01132",2.1394515,1.82321238517761,2
"6461","IWP-2","SIDM00182",3.045584,3.98671412467957,2
"6462","Dinaciclib","SIDM00233",-4.08853,4.36648988723755,2
"6463","Nilotinib","SIDM00406",0.879344,0.773312211036682,2
"6464","IWP-2","SIDM00627",2.041578,3.85977172851562,2
"6465","VX-11e","SIDM00846",3.355401,2.44579482078552,2
"6466","Vinblastine","SIDM00094",-2.3967415,3.16419577598572,2
"6467","VX-11e","SIDM00422",3.953167,1.85218131542206,2
"6468","VE821","SIDM00250",5.239226,1.91588246822357,2
"6469","Buparlisib","SIDM00406",-0.463998,0.957030892372131,2
"6470","Dinaciclib","SIDM00789",-3.338168,4.64235210418701,2
"6471","Vorinostat","SIDM00668",0.478884,4.34386491775513,2
"6472","Buparlisib","SIDM00176",0.434962,2.44886636734009,2
"6473","Buparlisib","SIDM00565",1.587826,2.87516331672668,2
"6474","Vinblastine","SIDM00258",-3.068095,2.11898183822632,2
"6475","IWP-2","SIDM00448",0.957424,3.92206192016602,2
"6476","Dinaciclib","SIDM00379",-3.083567,4.80374193191528,2
"6477","Buparlisib","SIDM00044",1.978916,3.01885342597961,2
"6478","Dinaciclib","SIDM00974",-2.421262,4.81946468353271,2
"6479","Vinblastine","SIDM00789",-3.0942545,2.38754439353943,2
"6480","Buparlisib","SIDM00243",0.932191,1.92581403255463,2
"6481","Buparlisib","SIDM01245",0.181016,1.42960977554321,2
"6482","Epirubicin","SIDM00543",-1.078902,2.31308698654175,2
"6483","Vorinostat","SIDM00077",1.291082,5.35263824462891,2
"6484","AT13148","SIDM01093",4.709121,2.84941434860229,2
"6485","PCI-34051","SIDM01120",5.244536,1.94595670700073,2
"6486","Dinaciclib","SIDM00732",-3.436981,5.05425119400024,2
"6487","Vinblastine","SIDM01120",-3.0808115,2.91531753540039,2
"6488","Vinblastine","SIDM00287",-6.232064,1.68380224704742,2
"6489","Dinaciclib","SIDM00631",-3.813681,4.47415161132812,2
"6490","PCI-34051","SIDM00889",3.229035,0.622392058372498,2
"6491","Nilotinib","SIDM01155",4.3524745,2.4757399559021,2
"6492","Epirubicin","SIDM00929",-0.743645,2.30062580108643,2
"6493","BMS-345541","SIDM00224",4.285888,4.31491374969482,2
"6494","Vorinostat","SIDM00243",-0.274403,4.36836624145508,2
"6495","BMS-345541","SIDM00970",2.6934815,3.10098767280579,2
"6496","VE821","SIDM00520",4.64033,2.98591566085815,2
"6497","AT13148","SIDM00445",3.176385,1.97550141811371,2
"6498","Vinblastine","SIDM00350",-2.4945965,2.52196478843689,2
"6499","VE821","SIDM00482",1.484918,0.818343579769135,2
"6500","BMS-345541","SIDM00261",2.171104,3.24647259712219,2
"6501","Dinaciclib","SIDM00954",-2.195559,4.43958711624146,2
"6502","Linsitinib","SIDM01206",2.9816175,2.7014799118042,2
"6503","IWP-2","SIDM00375",3.066615,4.01968002319336,2
"6504","Epirubicin","SIDM00180",-2.23862,2.10711693763733,2
"6505","AT13148","SIDM01248",5.932708,2.90628409385681,2
"6506","Nilotinib","SIDM00623",3.2783465,2.56860113143921,2
"6507","Linsitinib","SIDM00260",2.7128155,3.22601079940796,2
"6508","AT13148","SIDM00205",4.418359,2.04078793525696,2
"6509","Vinblastine","SIDM00565",-2.7807255,2.81995558738708,2
"6510","PCI-34051","SIDM01174",6.247307,2.62552046775818,2
"6511","Linsitinib","SIDM00817",5.631097,3.10901379585266,2
"6512","IWP-2","SIDM00962",0.723585,2.44971442222595,2
"6513","PCI-34051","SIDM00530",4.080205,2.38943600654602,2
"6514","Vinblastine","SIDM01183",-3.517824,3.10851430892944,2
"6515","IWP-2","SIDM00900",2.104838,3.09853601455688,2
"6516","VX-11e","SIDM00569",4.3291735,2.52330207824707,2
"6517","Epirubicin","SIDM01097",-3.157006,1.63458466529846,2
"6518","Cediranib","SIDM00292",2.874292,3.90936207771301,2
"6519","Dinaciclib","SIDM00103",-1.254979,5.54828453063965,2
"6520","Vinblastine","SIDM00491",-4.017204,2.5946044921875,2
"6521","Vorinostat","SIDM00364",-0.11343,3.6600923538208,2
"6522","Linsitinib","SIDM00197",-0.0045354999999999,3.01450085639954,2
"6523","PCI-34051","SIDM00121",2.499795,-0.688231468200684,2
"6524","BMS-345541","SIDM00244",3.0619335,3.48567938804626,2
"6525","Vorinostat","SIDM00631",1.042212,5.38054513931274,2
"6526","AT13148","SIDM00291",5.507984,2.90783500671387,2
"6527","BMS-345541","SIDM00544",3.063683,3.93332004547119,2
"6528","Dinaciclib","SIDM00599",-3.669854,4.03349733352661,2
"6529","Vorinostat","SIDM00659",2.0766305,5.56524896621704,2
"6530","VE821","SIDM00655",3.683877,2.28655242919922,2
"6531","VX-11e","SIDM01133",3.165269,2.75428318977356,2
"6532","Vinblastine","SIDM00114",-0.1523955,3.21740341186523,2
"6533","Epirubicin","SIDM00606",-0.547974,2.46234631538391,2
"6534","Nilotinib","SIDM00136",2.7629065,1.95049369335175,2
"6535","Epirubicin","SIDM00234",-1.947723,1.78450620174408,2
"6536","PCI-34051","SIDM00047",4.209367,0.719175696372986,2
"6537","Linsitinib","SIDM00489",2.920321,2.67951774597168,2
"6538","Buparlisib","SIDM00535",1.834783,3.00565052032471,2
"6539","BMS-345541","SIDM00520",4.6335475,4.9271388053894,2
"6540","PCI-34051","SIDM00923",5.540191,0.428929954767227,2
"6541","PCI-34051","SIDM00351",4.274969,-0.382751911878586,2
"6542","VE821","SIDM00789",2.690166,1.96873831748962,2
"6543","PCI-34051","SIDM00930",5.578049,0.933994293212891,2
"6544","VE821","SIDM00289",0.468396,0.652816593647003,2
"6545","Cediranib","SIDM00549",1.856557,1.93949127197266,2
"6546","Vinblastine","SIDM01198",-5.674873,1.82896149158478,2
"6547","AT13148","SIDM01120",1.67768,2.7329580783844,2
"6548","Epirubicin","SIDM01090",-1.581153,1.84394478797913,2
"6549","Vorinostat","SIDM00958",-0.0966175,3.61477041244507,2
"6550","BMS-345541","SIDM00930",4.778278,4.40475130081177,2
"6551","PCI-34051","SIDM00841",4.669506,1.47252285480499,2
"6552","Cediranib","SIDM00489",1.665274,1.56784808635712,2
"6553","PCI-34051","SIDM00677",3.487065,1.22381782531738,2
"6554","Cediranib","SIDM00120",4.698601,3.13788175582886,2
"6555","VE821","SIDM00917",2.942204,0.720903754234314,2
"6556","Epirubicin","SIDM00230",-0.002099,2.00483322143555,2
"6557","Vinblastine","SIDM01073",-4.988279,1.93893551826477,2
"6558","AT13148","SIDM00277",2.080042,0.114877611398697,2
"6559","Vorinostat","SIDM00044",1.737903,5.59461402893066,2
"6560","AT13148","SIDM00064",5.209064,2.74759984016418,2
"6561","Nilotinib","SIDM01114",2.8205715,1.98140835762024,2
"6562","PCI-34051","SIDM00384",3.833621,-1.14008140563965,2
"6563","Vinblastine","SIDM00407",-6.2659955,1.19762587547302,2
"6564","Linsitinib","SIDM01168",3.411997,3.58210802078247,2
"6565","Vinblastine","SIDM01206",-4.4627435,2.2894024848938,2
"6566","AT13148","SIDM00551",3.698965,1.67667651176453,2
"6567","Epirubicin","SIDM00621",-1.909762,2.32987713813782,2
"6568","Epirubicin","SIDM00176",-1.246937,2.14257788658142,2
"6569","Buparlisib","SIDM00411",2.257702,3.69116115570068,2
"6570","Vinblastine","SIDM00833",-1.5596435,3.06909465789795,2
"6571","Dinaciclib","SIDM00094",-0.973901,5.32124519348145,2
"6572","VX-11e","SIDM00156",3.99225,2.69826745986938,2
"6573","BMS-345541","SIDM00094",4.668124,4.8139123916626,2
"6574","Linsitinib","SIDM00631",2.904475,3.13031148910522,2
"6575","Linsitinib","SIDM00659",4.4167445,3.52203798294067,2
"6576","Epirubicin","SIDM00389",-2.89706,1.22710025310516,2
"6577","BMS-345541","SIDM00424",2.111671,3.14465713500977,2
"6578","Cediranib","SIDM00621",2.18354,3.22556900978088,2
"6579","VX-11e","SIDM00954",3.0505265,2.34887099266052,2
"6580","BMS-345541","SIDM00267",3.823383,3.81388545036316,2
"6581","Vorinostat","SIDM00294",0.9515765,4.9335880279541,2
"6582","Cediranib","SIDM01237",4.626951,3.66141843795776,2
"6583","Cediranib","SIDM00530",1.617924,2.20631623268127,2
"6584","Buparlisib","SIDM00875",0.747831,1.97863292694092,2
"6585","VX-11e","SIDM00211",1.5280845,0.446661412715912,2
"6586","Epirubicin","SIDM00374",-2.044175,1.77220821380615,2
"6587","Cediranib","SIDM00198",2.274584,2.79360580444336,2
"6588","VE821","SIDM00180",5.992917,2.30739140510559,2
"6589","Epirubicin","SIDM01042",-0.912025,1.9106342792511,2
"6590","Vorinostat","SIDM00792",1.0572985,5.13603210449219,2
"6591","Dinaciclib","SIDM00541",-3.651273,4.57258558273315,2
"6592","Vorinostat","SIDM00091",0.7401105,5.86012172698975,2
"6593","Buparlisib","SIDM01006",0.666081,1.80301606655121,2
"6594","IWP-2","SIDM00309",3.844623,4.58247423171997,2
"6595","BMS-345541","SIDM01168",4.0281135,4.68476724624634,2
"6596","Dinaciclib","SIDM00145",2.166561,4.14327383041382,2
"6597","VX-11e","SIDM00900",2.039624,0.905234038829803,2
"6598","Buparlisib","SIDM00291",1.458786,2.49190235137939,2
"6599","IWP-2","SIDM00316",3.232518,3.96647667884827,2
"6600","Vinblastine","SIDM01097",-5.542735,2.18715620040894,2
"6601","Dinaciclib","SIDM00042",-2.903974,5.15286016464233,2
"6602","Buparlisib","SIDM00261",-0.027052,1.57966125011444,2
"6603","IWP-2","SIDM00781",4.668643,4.69734334945679,2
"6604","Vorinostat","SIDM00577",0.555953,5.17990159988403,2
"6605","Nilotinib","SIDM00569",3.4177295,2.11847805976868,2
"6606","Vorinostat","SIDM01007",-0.860064,4.10359048843384,2
"6607","VX-11e","SIDM00813",1.8788085,0.865683257579803,2
"6608","Buparlisib","SIDM00530",1.142902,2.69668507575989,2
"6609","Vinblastine","SIDM00291",-4.2781845,2.84397101402283,2
"6610","Vinblastine","SIDM00003",-4.4860065,2.59295654296875,2
"6611","Buparlisib","SIDM00833",1.932686,2.81588053703308,2
"6612","Linsitinib","SIDM00540",-0.2053985,2.58606505393982,2
"6613","VX-11e","SIDM00056",3.229569,1.49930000305176,2
"6614","AT13148","SIDM00833",6.088705,3.15010452270508,2
"6615","Linsitinib","SIDM00948",3.6947585,2.6145122051239,2
"6616","Vorinostat","SIDM00205",0.239742,4.34396553039551,2
"6617","Linsitinib","SIDM00438",3.3965645,3.06856894493103,2
"6618","BMS-345541","SIDM01161",4.3389085,4.18297576904297,2
"6619","Vinblastine","SIDM00251",-4.3147615,2.69127941131592,2
"6620","VX-11e","SIDM01233",2.564533,2.63291072845459,2
"6621","AT13148","SIDM00343",5.831771,3.49466133117676,2
"6622","AT13148","SIDM00841",4.572487,2.92921447753906,2
"6623","AT13148","SIDM00324",1.921797,2.31220006942749,2
"6624","Linsitinib","SIDM00504",4.2154755,2.84193420410156,2
"6625","BMS-345541","SIDM01114",3.171793,4.18473720550537,2
"6626","BMS-345541","SIDM00111",3.66918,4.58182907104492,2
"6627","Vorinostat","SIDM00332",1.772182,5.52744388580322,2
"6628","IWP-2","SIDM00043",3.412845,3.40867328643799,2
"6629","BMS-345541","SIDM00417",4.030402,4.20392608642578,2
"6630","Epirubicin","SIDM01245",-2.033955,1.31375992298126,2
"6631","AT13148","SIDM01007",1.55253,1.75910317897797,2
"6632","Dinaciclib","SIDM00218",1.12977,6.47724914550781,2
"6633","Nilotinib","SIDM01159",3.9162495,2.13616490364075,2
"6634","Cediranib","SIDM00211",1.93353,1.57626986503601,2
"6635","Buparlisib","SIDM00814",0.273096,2.12575626373291,2
"6636","Dinaciclib","SIDM00214",-2.113434,4.85188102722168,2
"6637","Cediranib","SIDM00416",1.605626,2.30041909217834,2
"6638","BMS-345541","SIDM00350",3.6138815,3.74581909179688,2
"6639","Buparlisib","SIDM00837",0.420164,1.6325615644455,2
"6640","IWP-2","SIDM00343",3.509573,4.59579992294312,2
"6641","Epirubicin","SIDM00600",-2.248105,1.6701797246933,2
"6642","PCI-34051","SIDM01160",4.990346,1.18923056125641,2
"6643","PCI-34051","SIDM00077",6.04357,0.92347264289856,2
"6644","Epirubicin","SIDM00258",0.03109,1.68255913257599,2
"6645","BMS-345541","SIDM00659",3.6267225,4.54640102386475,2
"6646","VE821","SIDM00826",5.351455,2.00666546821594,2
"6647","Nilotinib","SIDM01248",1.347703,2.31527590751648,2
"6648","VE821","SIDM00599",0.986084,1.58273863792419,2
"6649","IWP-2","SIDM00260",2.919171,4.29494905471802,2
"6650","VX-11e","SIDM01247",2.4984685,1.51524364948273,2
"6651","VX-11e","SIDM00889",2.3423755,1.69442677497864,2
"6652","Buparlisib","SIDM00517",0.49221,2.30689764022827,2
"6653","Vinblastine","SIDM00655",-6.950559,2.53503847122192,2
"6654","AT13148","SIDM01011",3.037717,1.4296567440033,2
"6655","Dinaciclib","SIDM00384",-4.097804,3.98096895217896,2
"6656","Nilotinib","SIDM00958",-4.576435,1.03887963294983,2
"6657","Nilotinib","SIDM00561",2.1989095,1.45535242557526,2
"6658","Vinblastine","SIDM01098",-2.5749565,2.57734274864197,2
"6659","VX-11e","SIDM01097",3.532489,1.66058778762817,2
"6660","Buparlisib","SIDM00541",1.276194,2.263258934021,2
"6661","IWP-2","SIDM00427",2.19752,3.46726679801941,2
"6662","Nilotinib","SIDM00917",2.0316535,1.39321112632751,2
"6663","Buparlisib","SIDM01187",1.514388,3.02173614501953,2
"6664","Vinblastine","SIDM00259",-4.6748715,2.50370264053345,2
"6665","Nilotinib","SIDM00181",3.844272,2.23078179359436,2
"6666","Cediranib","SIDM00044",2.327147,2.7518846988678,2
"6667","Linsitinib","SIDM00371",2.752867,3.82017135620117,2
"6668","Linsitinib","SIDM00592",3.6887535,2.21473431587219,2
"6669","VE821","SIDM00243",2.591305,1.6124507188797,2
"6670","IWP-2","SIDM00834",3.391361,4.09551763534546,2
"6671","Vorinostat","SIDM00967",1.877236,5.54825973510742,2
"6672","PCI-34051","SIDM00482",4.167148,-1.11372601985931,2
"6673","Vorinostat","SIDM00096",-0.5146605,3.16402387619019,2
"6674","Buparlisib","SIDM00102",2.365382,3.2247622013092,2
"6675","Nilotinib","SIDM01149",2.977876,1.44237208366394,2
"6676","Vinblastine","SIDM00180",-3.713975,2.30045628547668,2
"6677","Nilotinib","SIDM00101",4.4619135,3.16396236419678,2
"6678","BMS-345541","SIDM00679",3.4063435,3.55171799659729,2
"6679","Nilotinib","SIDM00379",2.689009,1.91706955432892,2
"6680","Linsitinib","SIDM00465",3.119027,3.44858312606812,2
"6681","AT13148","SIDM00317",5.464964,4.33661365509033,2
"6682","BMS-345541","SIDM00317",4.5651095,5.6729907989502,2
"6683","Dinaciclib","SIDM00309",-2.35249,5.35794162750244,2
"6684","Nilotinib","SIDM00224",3.7518775,2.18345808982849,2
"6685","Buparlisib","SIDM00410",0.110287,1.79448986053467,2
"6686","Cediranib","SIDM00569",1.415775,2.17995119094849,2
"6687","Buparlisib","SIDM00227",1.342991,2.8902907371521,2
"6688","Vorinostat","SIDM00269",1.0191525,4.10103130340576,2
"6689","AT13148","SIDM01174",6.810759,3.67029285430908,2
"6690","PCI-34051","SIDM00688",4.832273,-0.967210531234741,2
"6691","Nilotinib","SIDM00201",2.232588,1.52932608127594,2
"6692","Epirubicin","SIDM01047",-2.619212,1.40495347976685,2
"6693","Linsitinib","SIDM00964",2.4465345,2.59806942939758,2
"6694","Cediranib","SIDM00680",2.695255,2.47713398933411,2
"6695","Nilotinib","SIDM01064",2.3299435,2.20546317100525,2
"6696","Dinaciclib","SIDM00202",-3.167406,4.96045303344727,2
"6697","Dinaciclib","SIDM01251",-3.823975,3.99123430252075,2
"6698","IWP-2","SIDM00810",1.651102,3.62018823623657,2
"6699","VX-11e","SIDM00198",3.6302065,2.62765908241272,2
"6700","AT13148","SIDM00104",5.906717,3.11777520179749,2
"6701","Nilotinib","SIDM00565",3.880741,2.63361978530884,2
"6702","Cediranib","SIDM00758",2.502114,2.47822618484497,2
"6703","BMS-345541","SIDM00612",4.507017,5.12479162216187,2
"6704","Dinaciclib","SIDM00885",-4.278836,4.35358095169067,2
"6705","BMS-345541","SIDM00976",2.8192905,4.506272315979,2
"6706","VE821","SIDM00393",4.06353,2.11563515663147,2
"6707","VE821","SIDM00973",3.515227,2.45371794700623,2
"6708","Buparlisib","SIDM00520",1.404517,3.26207304000854,2
"6709","Vinblastine","SIDM00064",-4.7709775,2.69437742233276,2
"6710","AT13148","SIDM00584",3.08188,3.2112283706665,2
"6711","Cediranib","SIDM00285",1.206156,2.71360373497009,2
"6712","BMS-345541","SIDM00082",4.05182,4.65366983413696,2
"6713","Cediranib","SIDM00864",1.97569,1.6829833984375,2
"6714","Nilotinib","SIDM00550",3.598989,2.00475454330444,2
"6715","Vorinostat","SIDM01206",0.4775155,4.36598110198975,2
"6716","PCI-34051","SIDM00250",4.420947,0.630534887313843,2
"6717","Dinaciclib","SIDM00490",-1.751116,5.41177749633789,2
"6718","Vorinostat","SIDM00267",1.40338,5.33683252334595,2
"6719","IWP-2","SIDM00971",4.091693,5.02488422393799,2
"6720","Vinblastine","SIDM00227",-4.2090625,2.75370860099792,2
"6721","Nilotinib","SIDM00576",0.4727135,0.749821603298187,2
"6722","Epirubicin","SIDM01093",0.037112,2.48790836334229,2
"6723","Cediranib","SIDM00953",0.921662,2.51404404640198,2
"6724","Buparlisib","SIDM00260",1.50571,2.7099666595459,2
"6725","PCI-34051","SIDM00293",3.737123,2.19268131256104,2
"6726","Vorinostat","SIDM00182",2.9815835,5.21548128128052,2
"6727","VX-11e","SIDM01206",3.988516,1.72589313983917,2
"6728","Nilotinib","SIDM00211",1.337737,0.843616783618927,2
"6729","Linsitinib","SIDM00256",1.4345395,2.52542281150818,2
"6730","Vorinostat","SIDM00176",2.4153645,5.39040470123291,2
"6731","Nilotinib","SIDM00289",1.4094545,1.00153398513794,2
"6732","Cediranib","SIDM00114",3.248477,3.12351846694946,2
"6733","Nilotinib","SIDM00846",2.122749,2.020427942276,2
"6734","Dinaciclib","SIDM00584",-2.673035,5.26465177536011,2
"6735","PCI-34051","SIDM00638",4.827139,1.38968205451965,2
"6736","Linsitinib","SIDM00935",1.8603605,2.33155012130737,2
"6737","PCI-34051","SIDM01247",3.157462,-0.228417903184891,2
"6738","VE821","SIDM00448",4.738514,2.05143904685974,2
"6739","Epirubicin","SIDM00976",-1.036319,2.44950699806213,2
"6740","Vorinostat","SIDM00576",-0.221144,2.99618148803711,2
"6741","Nilotinib","SIDM00527",2.587678,2.03972029685974,2
"6742","Buparlisib","SIDM00967",0.984068,2.73631000518799,2
"6743","PCI-34051","SIDM00519",4.227282,2.13225984573364,2
"6744","IWP-2","SIDM00808",1.426369,3.16470766067505,2
"6745","Epirubicin","SIDM00535",-1.442087,2.40662360191345,2
"6746","IWP-2","SIDM00539",3.303008,3.51894521713257,2
"6747","Epirubicin","SIDM00388",-2.36096,1.4892338514328,2
"6748","Buparlisib","SIDM00553",-0.635582,1.02182698249817,2
"6749","AT13148","SIDM00632",0.203902,1.40517950057983,2
"6750","Nilotinib","SIDM00549",0.928712,1.25466620922089,2
"6751","Linsitinib","SIDM00291",1.770099,2.71724343299866,2
"6752","PCI-34051","SIDM00973",4.42487,0.317653149366379,2
"6753","Vinblastine","SIDM00549",-4.7215265,1.52017617225647,2
"6754","Epirubicin","SIDM00377",-0.245973,2.29081344604492,2
"6755","BMS-345541","SIDM01228",2.837057,4.05427980422974,2
"6756","PCI-34051","SIDM00406",0.821179,-1.87044036388397,2
"6757","Vinblastine","SIDM00384",-5.249499,1.66193091869354,2
"6758","VX-11e","SIDM00196",2.900306,2.26583170890808,2
"6759","AT13148","SIDM01090",3.39754,2.03895306587219,2
"6760","IWP-2","SIDM01042",2.512248,2.63556003570557,2
"6761","PCI-34051","SIDM00154",3.531976,0.626313269138336,2
"6762","AT13148","SIDM00970",3.07702,1.44864618778229,2
"6763","AT13148","SIDM00377",3.762143,2.81469225883484,2
"6764","Epirubicin","SIDM00488",-0.377295,2.35279417037964,2
"6765","BMS-345541","SIDM00553",2.1792765,2.77615809440613,2
"6766","Cediranib","SIDM00381",1.806145,2.79013323783875,2
"6767","Dinaciclib","SIDM00205",-3.161035,4.81362581253052,2
"6768","Linsitinib","SIDM00176",4.5516905,3.12708473205566,2
"6769","Epirubicin","SIDM00326",-0.619124,2.14500069618225,2
"6770","IWP-2","SIDM00374",2.234241,3.65148448944092,2
"6771","VE821","SIDM00362",1.92069,0.701823055744171,2
"6772","Epirubicin","SIDM00541",-0.5345,2.43656706809998,2
"6773","Epirubicin","SIDM00973",-2.957891,2.26149368286133,2
"6774","Linsitinib","SIDM00810",1.96704,2.68225526809692,2
"6775","Dinaciclib","SIDM00371",-0.29093,5.84372043609619,2
"6776","Linsitinib","SIDM00969",4.754415,2.91905331611633,2
