"","drug","cell_line","IC50","prediction","fold"
"1796","CZC24832","SIDM00699",5.430702,4.27295,1
"1797","MK-2206","SIDM00064",3.5375195,2.6322243,1
"1798","Linsitinib","SIDM00496",2.944361,2.9942856,1
"1799","OSI-027","SIDM00332",2.1480265,2.2413795,1
"1800","AZD8186","SIDM00699",3.3770945,0.47599494,1
"1801","OF-1","SIDM00077",4.283283,4.6356277,1
"1802","Vinblastine","SIDM01247",-6.3675115,-5.6007214,1
"1803","Dinaciclib","SIDM00136",-3.313356,0.5976716,1
"1804","Crizotinib","SIDM00758",-1.105771,2.840957,1
"1805","SCH772984","SIDM00136",-1.5303,1.4001489,1
"1806","OTX015","SIDM00551",1.350142,2.6814911,1
"1807","MK-8776","SIDM00551",3.601031,3.4623768,1
"1808","Osimertinib","SIDM00517",0.386951,1.2808766,1
"1809","NVP-ADW742","SIDM00174",-0.192703,2.9918976,1
"1810","Dabrafenib","SIDM01187",5.629003,4.837346,1
"1811","AZD5582","SIDM00332",3.5137375,2.5444582,1
"1812","Alisertib","SIDM01093",3.0700005,2.9999871,1
"1813","Vorinostat","SIDM00517",0.0445099999999999,0.65941226,1
"1814","Buparlisib","SIDM01093",1.245856,2.2879186,1
"1815","AGI-6780","SIDM00064",2.1198325,2.874493,1
"1816","Sapitinib","SIDM00094",4.358106,1.2765553,1
"1817","I-BRD9","SIDM00332",6.581444,4.4068375,1
"1818","Daporinad","SIDM00561",-1.6265525,-3.9404535,1
"1819","PD173074","SIDM00064",3.242905,1.8251967,1
"1820","AT13148","SIDM00174",0.596335,2.2271013,1
"1821","Nilotinib","SIDM00291",1.301365,2.787735,1
"1822","VE821","SIDM01187",6.288759,4.56103,1
"1823","UMI-77","SIDM00094",3.180765,3.215515,1
"1824","AZD5582","SIDM00174",2.722952,2.2031147,1
"1825","Vinorelbine","SIDM01247",-4.809767,-2.6057398,1
"1826","Taselisib","SIDM00699",3.447425,1.0240182,1
"1827","Camptothecin","SIDM00136",-2.1245,-1.1322463,1
"1828","BMS-536924","SIDM00837",-0.431625,1.137822,1
"1829","GSK2606414","SIDM00174",2.550006,3.7119963,1
"1830","OF-1","SIDM01175",6.425141,4.3274155,1
"1831","AMG-319","SIDM01187",6.183359,4.853971,1
"1832","Rapamycin","SIDM01187",-1.3876085,-1.3745966,1
"1833","GSK343","SIDM00837",4.772941,3.8817208,1
"1834","Cyclophosphamide","SIDM00551",5.656582,4.7022533,1
"1835","Dasatinib","SIDM00517",-2.135589,0.8676262,1
"1836","Sorafenib","SIDM01093",2.675119,3.138097,1
"1837","Entospletinib","SIDM01233",2.876508,4.572482,1
"1838","Pevonedistat","SIDM01090",-2.434831,0.013985399,1
"1839","Docetaxel","SIDM00537",-5.77230166666667,-0.5654826,1
"1840","WEHI-539","SIDM01233",3.352828,4.749856,1
"1841","VE821","SIDM00699",5.533246,3.9488664,1
"1842","RVX-208","SIDM00719",6.298567,5.7934217,1
"1843","OF-1","SIDM01233",3.720597,4.8766117,1
"1844","AZD4547","SIDM01233",4.88462966666667,3.7027519,1
"1845","Crizotinib","SIDM00120",4.771221,3.5893884,1
"1846","PD0325901","SIDM01175",1.526757,0.50133747,1
"1847","LGK974","SIDM01161",4.3899975,3.449042,1
"1848","PD173074","SIDM01090",3.1300775,1.7401841,1
"1849","Ibrutinib","SIDM00537",4.108266,4.386365,1
"1850","MK-1775","SIDM00120",1.889688,-0.037448112,1
"1851","Talazoparib","SIDM00758",4.5757625,3.083627,1
"1852","Linsitinib","SIDM01161",3.8307755,3.6314511,1
"1853","Alpelisib","SIDM00064",5.033927,3.9294379,1
"1854","Tamoxifen","SIDM00136",4.0205905,4.3699045,1
"1855","RVX-208","SIDM01175",5.939164,5.208234,1
"1856","MK-1775","SIDM00758",0.533729,-0.9647486,1
"1857","PD0325901","SIDM00793",2.7251685,1.347075,1
"1858","CZC24832","SIDM00136",6.787364,5.5151505,1
"1859","Talazoparib","SIDM00496",4.3589255,1.8263435,1
"1860","MIM1","SIDM00291",4.327149,3.5959702,1
"1861","Luminespib","SIDM00793",-2.764017,-3.8448794,1
"1862","PRT062607","SIDM00094",5.315,4.474578,1
"1863","Vorinostat","SIDM00837",1.471197,0.7570964,1
"1864","Nutlin-3a (-)","SIDM00537",1.7251985,4.5183268,1
"1865","MIRA-1","SIDM01233",7.291203,5.322749,1
"1866","Dactinomycin","SIDM00332",-1.721008,0.69822264,1
"1867","WZ4003","SIDM01090",4.054184,3.8389876,1
"1868","ABT737","SIDM01247",1.149712,0.86467886,1
"1869","LCL161","SIDM01247",3.8387565,3.1034935,1
"1870","BMS-536924","SIDM00551",0.998228,1.797029,1
"1871","Entospletinib","SIDM00291",2.664186,3.6415496,1
"1872","VE821","SIDM01247",1.267648,2.5717976,1
"1873","GSK343","SIDM00551",2.983554,3.9784057,1
"1874","VE821","SIDM00758",3.636934,4.4392037,1
"1875","Temozolomide","SIDM01229",6.791848,5.0962486,1
"1876","I-BRD9","SIDM01175",4.705557,4.1052117,1
"1877","Sepantronium bromide","SIDM00793",-4.971361,-4.1556606,1
"1878","Gefitinib","SIDM00136",3.760435,2.8796914,1
"1879","Leflunomide","SIDM01093",5.519215,5.182973,1
"1880","MK-2206","SIDM00793",3.330689,1.515601,1
"1881","Trametinib","SIDM00758",-1.969246,0.59983283,1
"1882","Ipatasertib","SIDM01247",2.969833,2.416044,1
"1883","Sabutoclax","SIDM00565",0.353221,-0.88744974,1
"1884","AMG-319","SIDM00719",5.908867,4.633311,1
"1885","Docetaxel","SIDM00496",-4.84890366666667,-3.2311542,1
"1886","Fulvestrant","SIDM00551",4.333781,3.6845453,1
"1887","Linsitinib","SIDM00565",4.284536,3.4439626,1
"1888","XAV939","SIDM00793",4.2191425,3.356494,1
"1889","Entinostat","SIDM00539",1.859001,2.3984182,1
"1890","Pictilisib","SIDM00520",2.17648133333333,3.2307146,1
"1891","Buparlisib","SIDM00793",1.256196,0.8779198,1
"1892","Docetaxel","SIDM00332",-3.26087266666667,-2.2177446,1
"1893","Cediranib","SIDM00539",3.257839,1.8387794,1
"1894","Rapamycin","SIDM01093",-2.225059,-1.080431,1
"1895","AGI-6780","SIDM00520",3.5493495,3.148771,1
"1896","5-Fluorouracil","SIDM00496",4.2935775,1.3717675,1
"1897","Erlotinib","SIDM00136",4.363048,3.868018,1
"1898","VE821","SIDM01161",2.998051,4.7348857,1
"1899","Dactinomycin","SIDM00793",-4.280793,-1.0340806,1
"1900","Pictilisib","SIDM00551",2.039287,2.3128269,1
"1901","Cytarabine","SIDM00520",4.503738,1.558584,1
"1902","UMI-77","SIDM00174",5.487681,2.916775,1
"1903","Pevonedistat","SIDM00291",0.2514055,1.6070209,1
"1904","Cytarabine","SIDM01093",1.9354095,1.6288254,1
"1905","EPZ004777","SIDM00719",6.933952,4.932795,1
"1906","Lapatinib","SIDM00699",4.0886265,3.7974536,1
"1907","Venetoclax","SIDM01233",3.736786,3.802941,1
"1908","BIBR-1532","SIDM00520",5.359353,5.80526,1
"1909","Wnt-C59","SIDM00136",3.1942295,3.8185976,1
"1910","5-Fluorouracil","SIDM00565",4.2555655,2.0210547,1
"1911","MK-2206","SIDM00496",3.183499,1.8545377,1
"1912","AZD5363","SIDM01233",3.404528,3.920315,1
"1913","Afatinib","SIDM01175",3.39564233333333,2.2308676,1
"1914","Venetoclax","SIDM01175",3.720995,3.064888,1
"1915","Camptothecin","SIDM00517",-1.884861,-1.7565161,1
"1916","Niraparib","SIDM00565",4.435582,4.8369036,1
"1917","AMG-319","SIDM00537",4.899616,5.0251827,1
"1918","PFI3","SIDM00565",5.59592,4.387945,1
"1919","RVX-208","SIDM00699",5.997471,5.090298,1
"1920","MN-64","SIDM00291",5.511902,3.4084823,1
"1921","GSK343","SIDM01161",3.898229,3.729561,1
"1922","PRT062607","SIDM01114",2.599221,3.6707182,1
"1923","Afuresertib","SIDM00565",4.943969,2.0407097,1
"1924","RVX-208","SIDM00517",6.000228,5.399906,1
"1925","OTX015","SIDM00120",4.23828,2.7081532,1
"1926","Ipatasertib","SIDM00699",5.423393,2.9069946,1
"1927","GSK591","SIDM00174",3.655557,4.477719,1
"1928","Nutlin-3a (-)","SIDM01161",1.045829,3.3670719,1
"1929","Sorafenib","SIDM01187",1.9873925,2.6550224,1
"1930","NVP-ADW742","SIDM00064",4.416467,3.6698825,1
"1931","Leflunomide","SIDM01161",5.347232,4.8026457,1
"1932","LY2109761","SIDM00520",5.266557,5.707708,1
"1933","RVX-208","SIDM00120",5.664463,5.9733906,1
"1934","AMG-319","SIDM00837",5.151413,5.2528663,1
"1935","Cytarabine","SIDM01247",1.2505595,-1.8556275,1
"1936","LY2109761","SIDM00136",5.747366,5.8909235,1
"1937","AZD8186","SIDM01233",1.2075645,2.658233,1
"1938","Docetaxel","SIDM01161",-5.56309733333333,-2.0360336,1
"1939","Dactolisib","SIDM00565",-1.9054855,-2.5068777,1
"1940","GSK343","SIDM00758",3.9685605,3.8308113,1
"1941","Foretinib","SIDM00136",-0.0098694999999999,2.8071811,1
"1942","PD173074","SIDM01229",3.1618205,1.2671976,1
"1943","AZD8186","SIDM00332",4.069093,2.8998673,1
"1944","Dactinomycin","SIDM01233",-2.2030375,2.2657897,1
"1945","Camptothecin","SIDM00565",-2.706073,-2.228295,1
"1946","Uprosertib","SIDM00244",1.9110455,3.0969603,1
"1947","Oxaliplatin","SIDM00537",2.5742005,4.568187,1
"1948","5-Fluorouracil","SIDM01093",5.107968,3.0955925,1
"1949","EPZ5676","SIDM00077",5.75256,6.1402454,1
"1950","XAV939","SIDM01229",4.4895315,3.4731305,1
"1951","Alpelisib","SIDM01114",4.405789,3.2677195,1
"1952","MK-1775","SIDM01229",0.442431,-2.0212066,1
"1953","GDC0810","SIDM00520",5.855417,5.46437,1
"1954","Afatinib","SIDM00244",-0.4689515,2.3144724,1
"1955","GSK591","SIDM01093",4.815443,5.2453256,1
"1956","Luminespib","SIDM00120",-2.9625045,-2.5417316,1
"1957","Dinaciclib","SIDM00561",-4.194721,-0.4948092,1
"1958","AZD4547","SIDM00793",3.55612466666667,2.2548554,1
"1959","CZC24832","SIDM00837",5.855194,4.679037,1
"1960","PD173074","SIDM00837",3.292591,1.3288698,1
"1961","Buparlisib","SIDM00094",1.535209,2.5655963,1
"1962","SCH772984","SIDM01233",2.57271,3.2942858,1
"1963","LY2109761","SIDM00537",5.609524,5.5293922,1
"1964","Pevonedistat","SIDM00064",-0.8558895,0.43689117,1
"1965","Camptothecin","SIDM00064",-3.36609,-1.069056,1
"1966","Lapatinib","SIDM00244",2.3704305,3.4821007,1
"1967","Foretinib","SIDM00537",0.2201475,2.783675,1
"1968","IWP-2","SIDM00537",2.110259,3.594045,1
"1969","GSK2578215A","SIDM00136",5.650117,5.809296,1
"1970","GSK1904529A","SIDM00517",3.5421385,3.2123332,1
"1971","Fulvestrant","SIDM00537",3.28120733333333,4.1172886,1
"1972","VE-822","SIDM00520",5.165911,4.510506,1
"1973","Dasatinib","SIDM01093",2.383898,1.5494984,1
"1974","BMS-536924","SIDM00520",2.9966525,1.5325159,1
"1975","Epirubicin","SIDM00120",-0.253831,-0.46238518,1
"1976","Alisertib","SIDM00539",3.2581925,3.0152633,1
"1977","OTX015","SIDM00174",2.095337,1.706991,1
"1978","EPZ004777","SIDM01233",6.556827,5.8806586,1
"1979","GSK591","SIDM00496",3.820391,3.6144562,1
"1980","Alpelisib","SIDM00520",4.428668,4.1507974,1
"1981","Afatinib","SIDM00719",3.13151733333333,1.8204634,1
"1982","WIKI4","SIDM01090",3.685909,4.10764,1
"1983","WZ4003","SIDM01114",4.439853,3.8194935,1
"1984","VE-822","SIDM00244",3.558015,2.5228393,1
"1985","WEHI-539","SIDM00537",4.354327,4.6624236,1
"1986","Dactinomycin","SIDM00699",-1.9669865,0.7594584,1
"1987","AGI-5198","SIDM00565",5.965059,3.6467636,1
"1988","Erlotinib","SIDM00537",2.731333,2.882994,1
"1989","Dactolisib","SIDM00077",-2.837657,-2.3563817,1
"1990","Irinotecan","SIDM01187",2.898965,4.5554676,1
"1991","GSK343","SIDM00517",3.540242,3.6842623,1
"1992","Cediranib","SIDM01187",2.146758,2.0944426,1
"1993","Trametinib","SIDM00517",-3.782117,0.668068,1
"1994","SCH772984","SIDM00496",1.26153,1.2837225,1
"1995","PD173074","SIDM01114",2.016155,1.2845132,1
"1996","MK-2206","SIDM01093",2.421031,3.080705,1
"1997","Pevonedistat","SIDM00496",0.5922935,-0.88093305,1
"1998","AZD6738","SIDM01090",0.9441835,2.7464201,1
"1999","EPZ004777","SIDM00539",5.592491,5.763753,1
"2000","Sepantronium bromide","SIDM00077",-3.007648,-3.108219,1
"2001","ML323","SIDM01161",4.510314,4.999488,1
"2002","Osimertinib","SIDM01093",1.750734,2.145944,1
"2003","PRT062607","SIDM00539",5.332678,3.5985434,1
"2004","Sabutoclax","SIDM00120",1.490559,-0.073968485,1
"2005","Wnt-C59","SIDM00537",3.767136,3.3676176,1
"2006","WIKI4","SIDM00551",5.077631,4.061055,1
"2007","AZD8186","SIDM00793",2.4674895,1.0210826,1
"2008","Vinorelbine","SIDM00699",-3.0551705,-1.0359261,1
"2009","PCI-34051","SIDM00758",3.341863,4.644853,1
"2010","Epirubicin","SIDM00551",-2.623447,-0.002765622,1
"2011","Talazoparib","SIDM00064",4.011069,3.5640168,1
"2012","Entospletinib","SIDM00719",5.46494,4.6240797,1
"2013","Palbociclib","SIDM00565",2.3896585,2.1899817,1
"2014","Ibrutinib","SIDM00136",4.109382,5.5804405,1
"2015","Trametinib","SIDM01175",0.558504,0.7547535,1
"2016","Oxaliplatin","SIDM00719",6.5736815,4.912504,1
"2017","AZ6102","SIDM00565",2.000636,1.9367299,1
"2018","Taselisib","SIDM00120",4.25574,1.9455973,1
"2019","NVP-ADW742","SIDM00517",1.613093,2.7074234,1
"2020","AZD6738","SIDM00136",0.990876,3.1593554,1
"2021","UMI-77","SIDM01233",1.697711,3.6738265,1
"2022","AZD4547","SIDM00837",2.626955,2.9391909,1
"2023","Gemcitabine","SIDM00537",-3.745545,-0.7964351,1
"2024","PD0325901","SIDM00136",-3.18807,1.1127069,1
"2025","I-BET-762","SIDM01175",5.8258955,3.0147393,1
"2026","AZD5582","SIDM01175",0.14792,1.8973274,1
"2027","Bortezomib","SIDM00837",-4.173102,-0.05910098,1
"2028","I-BET-762","SIDM00537",3.293274,3.5231895,1
"2029","Bortezomib","SIDM00758",-3.779097,-0.79221296,1
"2030","Sapitinib","SIDM00758",5.012638,-0.2815047,1
"2031","Dactinomycin","SIDM00517",-3.919358,0.46722537,1
"2032","AZD5363","SIDM00120",3.767112,3.9786708,1
"2033","Wee1 Inhibitor","SIDM00561",-0.651351,1.3727524,1
"2034","XAV939","SIDM00565",3.7161855,4.011597,1
"2035","UMI-77","SIDM00120",5.060323,3.2814853,1
"2036","5-Fluorouracil","SIDM00561",2.830195,0.9455213,1
"2037","AZD8186","SIDM01161",1.8433795,2.8173525,1
"2038","Linsitinib","SIDM00561",3.741735,2.9274914,1
"2039","Tamoxifen","SIDM01233",4.08267,4.7187686,1
"2040","Erlotinib","SIDM00551",1.115707,2.1371982,1
"2041","Paclitaxel","SIDM01175",1.2971195,-3.2475765,1
"2042","AZD5363","SIDM00291",4.675273,4.216692,1
"2043","PLX-4720","SIDM01187",4.295139,4.0006366,1
"2044","Uprosertib","SIDM01233",3.622767,4.0699754,1
"2045","Luminespib","SIDM00539",-0.747898,-1.7049868,1
"2046","AZD5363","SIDM00551",3.054678,3.4801044,1
"2047","P22077","SIDM01114",4.195879,4.3647637,1
"2048","Ibrutinib","SIDM00539",2.838888,3.743396,1
"2049","AZD6738","SIDM00837",1.722469,2.598903,1
"2050","AZD3759","SIDM00537",2.259197,2.5727415,1
"2051","Lapatinib","SIDM01175",5.5851195,3.693587,1
"2052","GSK1904529A","SIDM00719",5.0814635,3.6841958,1
"2053","Sapitinib","SIDM00719",4.890996,0.82274747,1
"2054","Uprosertib","SIDM00539",1.8519355,3.791821,1
"2055","Buparlisib","SIDM00332",1.661542,1.7054112,1
"2056","PRT062607","SIDM00699",4.560568,2.59239,1
"2057","IWP-2","SIDM00136",3.265193,3.778415,1
"2058","Palbociclib","SIDM01187",3.881588,3.7001088,1
"2059","BIBR-1532","SIDM01247",2.885341,3.7491233,1
"2060","Niraparib","SIDM00120",5.987626,5.772973,1
"2061","GSK2606414","SIDM00136",4.620009,4.3649874,1
"2062","Sapitinib","SIDM00136",4.742035,1.0434717,1
"2063","MIRA-1","SIDM01175",6.347458,4.470316,1
"2064","5-Fluorouracil","SIDM00551",3.671044,2.5318558,1
"2065","Alisertib","SIDM00064",1.3601185,2.3185136,1
"2066","AZD5363","SIDM00077",2.111967,3.398204,1
"2067","OTX015","SIDM00758",3.154387,2.1732352,1
"2068","AZD4547","SIDM00539",2.25560233333333,3.071387,1
"2069","Wnt-C59","SIDM00758",3.402738,3.137987,1
"2070","Obatoclax Mesylate","SIDM00793",-1.2465905,-0.9152647,1
"2071","Dabrafenib","SIDM00064",5.113978,4.4625664,1
"2072","Pevonedistat","SIDM00561",0.320098,-1.2453096,1
"2073","Ipatasertib","SIDM00537",1.876743,3.838945,1
"2074","Sorafenib","SIDM00064",2.552102,3.0215828,1
"2075","MIRA-1","SIDM00136",6.314823,4.6938653,1
"2076","Oxaliplatin","SIDM01161",3.6731065,4.35497,1
"2077","Navitoclax","SIDM00120",1.5331005,2.8049796,1
"2078","GSK1904529A","SIDM00537",2.6410555,3.516474,1
"2079","Foretinib","SIDM00120",1.649801,2.9693043,1
"2080","Navitoclax","SIDM00837",0.865263,2.649818,1
"2081","Nilotinib","SIDM01090",1.717436,2.7563934,1
"2082","I-BET-762","SIDM00539",3.4977595,3.3017745,1
"2083","AZD3759","SIDM00496",2.930925,2.0277727,1
"2084","Crizotinib","SIDM01175",4.4542765,2.4036617,1
"2085","PLX-4720","SIDM00793",4.963913,3.5856907,1
"2086","AZ6102","SIDM01175",4.475386,2.5984824,1
"2087","AZD3759","SIDM01247",2.093389,2.0493422,1
"2088","Oxaliplatin","SIDM00758",4.564741,4.5244484,1
"2089","AMG-319","SIDM01093",4.116207,5.384194,1
"2090","Entospletinib","SIDM00496",2.874611,2.5761225,1
"2091","Tamoxifen","SIDM00174",2.572676,3.7934449,1
"2092","WIKI4","SIDM00136",4.315729,4.4038167,1
"2093","Wnt-C59","SIDM01161",4.1422365,3.6803617,1
"2094","MIM1","SIDM00537",4.633746,4.1180177,1
"2095","Tamoxifen","SIDM00094",4.1207065,4.4224367,1
"2096","Cediranib","SIDM01090",2.6487,2.270793,1
"2097","LGK974","SIDM00077",4.0255965,3.5964773,1
"2098","Afuresertib","SIDM00539",2.587281,2.0566435,1
"2099","MIRA-1","SIDM00094",6.110268,5.523629,1
"2100","Cyclophosphamide","SIDM00539",5.781231,5.200698,1
"2101","Cisplatin","SIDM00496",2.45169466666667,1.8260945,1
"2102","SB216763","SIDM00332",5.3302355,3.11507,1
"2103","MIM1","SIDM00332",4.070407,3.70638,1
"2104","Irinotecan","SIDM00758",3.986777,2.6984372,1
"2105","P22077","SIDM01161",4.814897,4.1937666,1
"2106","Tamoxifen","SIDM00837",3.5448265,3.895737,1
"2107","MK-2206","SIDM01090",1.5438065,3.0039763,1
"2108","Leflunomide","SIDM00077",6.282662,5.095728,1
"2109","UMI-77","SIDM00291",1.676722,3.229017,1
"2110","Osimertinib","SIDM00174",1.740892,1.6441197,1
"2111","BMS-345541","SIDM01233",4.123864,4.0934467,1
"2112","ML323","SIDM00136",4.084087,5.1605177,1
"2113","Niraparib","SIDM00719",6.371378,4.8653927,1
"2114","Buparlisib","SIDM00551",0.439745,1.5928953,1
"2115","Dactolisib","SIDM00094",-1.714508,-1.8572572,1
"2116","LGK974","SIDM00174",4.090847,3.432169,1
"2117","WIKI4","SIDM00174",2.89283,3.9454195,1
"2118","CZC24832","SIDM01247",4.197915,2.8209753,1
"2119","Buparlisib","SIDM00561",0.284655,0.56287867,1
"2120","GDC0810","SIDM00837",4.549829,5.102157,1
"2121","PD0325901","SIDM01229",-1.263974,1.0301168,1
"2122","Obatoclax Mesylate","SIDM00174",0.494622,-0.60308164,1
"2123","Alpelisib","SIDM01093",5.268993,3.9236233,1
"2124","Nilotinib","SIDM01175",5.2982015,3.1159723,1
"2125","Ibrutinib","SIDM00291",6.094834,4.765406,1
"2126","Lapatinib","SIDM00496",4.961202,2.518355,1
"2127","VE-822","SIDM00064",3.565192,4.105006,1
"2128","Navitoclax","SIDM00077",0.8387085,2.6441298,1
"2129","Docetaxel","SIDM01090",-5.69143033333333,-1.3515655,1
"2130","P22077","SIDM00551",5.033192,4.8133297,1
"2131","Ulixertinib","SIDM00077",3.4830615,3.5948644,1
"2132","Epirubicin","SIDM00561",-2.198995,-2.4877708,1
"2133","Obatoclax Mesylate","SIDM00120",0.407304,-0.035520997,1
"2134","GSK1904529A","SIDM00551",3.12513,3.2653935,1
"2135","Vinorelbine","SIDM00332",-0.859332,-0.720624,1
"2136","5-Fluorouracil","SIDM01247",3.711133,1.53948,1
"2137","GSK343","SIDM00520",4.861741,4.2651005,1
"2138","Entospletinib","SIDM01093",3.309152,4.217906,1
"2139","Nutlin-3a (-)","SIDM00565",4.937615,4.2594995,1
"2140","MN-64","SIDM00551",5.348641,3.2359033,1
"2141","I-BRD9","SIDM00551",4.747338,4.673834,1
"2142","Ibrutinib","SIDM00120",6.289252,5.068528,1
"2143","Venetoclax","SIDM00094",4.255167,4.0245385,1
"2144","BMS-345541","SIDM00565",4.0811615,3.1845958,1
"2145","BIBR-1532","SIDM01229",3.936536,4.4646654,1
"2146","I-BRD9","SIDM00539",5.788645,4.8286805,1
"2147","Ibrutinib","SIDM01093",5.868542,4.9036016,1
"2148","Paclitaxel","SIDM00539",-0.771205,-2.0202334,1
"2149","PD173074","SIDM00120",2.4717,2.0418262,1
"2150","WIKI4","SIDM01093",3.763414,4.1399736,1
"2151","UMI-77","SIDM00537",4.751864,3.2039015,1
"2152","Ulixertinib","SIDM01247",3.396217,1.2105443,1
"2153","Temozolomide","SIDM00332",7.386621,5.562695,1
"2154","Paclitaxel","SIDM01187",-3.348612,-1.6752272,1
"2155","AGI-6780","SIDM01093",3.165619,2.9790494,1
"2156","NVP-ADW742","SIDM00496",2.592429,2.0672812,1
"2157","Obatoclax Mesylate","SIDM01229",0.215914,-0.14183754,1
"2158","Sapitinib","SIDM00561",2.749343,-1.3151412,1
"2159","Talazoparib","SIDM01114",1.8339585,2.5771375,1
"2160","Luminespib","SIDM00551",-3.5632745,-2.6549485,1
"2161","GSK2578215A","SIDM01161",5.746855,5.288205,1
"2162","Olaparib","SIDM01175",5.51301266666667,3.473519,1
"2163","VE821","SIDM01114",3.748522,4.3927937,1
"2164","Sorafenib","SIDM00332",2.4283995,2.4280462,1
"2165","AZD5363","SIDM00565",4.365763,3.0170667,1
"2166","Sepantronium bromide","SIDM00517",-3.9340785,-3.2484176,1
"2167","AZ6102","SIDM01090",2.003729,2.8507712,1
"2168","VE821","SIDM00174",4.078154,4.490643,1
"2169","NVP-ADW742","SIDM01090",4.543573,2.7422826,1
"2170","WEHI-539","SIDM00094",4.728786,4.6214075,1
"2171","BMS-345541","SIDM00517",3.3397215,3.0085266,1
"2172","Cisplatin","SIDM00244",1.46507366666667,2.224489,1
"2173","MIM1","SIDM01247",3.036568,2.3102996,1
"2174","Niraparib","SIDM01175",6.578056,4.7207985,1
"2175","Entinostat","SIDM00837",3.0337,1.9747707,1
"2176","Wnt-C59","SIDM01247",2.4947615,2.420634,1
"2177","Paclitaxel","SIDM01233",-0.027337,-1.1444224,1
"2178","UMI-77","SIDM01161",1.0259,2.53815,1
"2179","Gefitinib","SIDM00244",0.140986,1.9846709,1
"2180","Alisertib","SIDM00094",3.9003035,2.653701,1
"2181","Ruxolitinib","SIDM00496",5.0082765,3.8487256,1
"2182","Sapitinib","SIDM01090",4.501886,0.36796302,1
"2183","Entospletinib","SIDM00539",4.980854,4.0564685,1
"2184","ABT737","SIDM01229",2.111119,1.4823401,1
"2185","Dinaciclib","SIDM00699",0.538961,0.8679227,1
"2186","Uprosertib","SIDM00520",5.124827,4.1376414,1
"2187","Leflunomide","SIDM00064",4.280951,5.1840887,1
"2188","AZD3759","SIDM00837",-1.053938,2.8352714,1
"2189","PD0325901","SIDM00077",-0.0490414999999999,0.7967863,1
"2190","BIBR-1532","SIDM00244",5.414638,5.007409,1
"2191","Olaparib","SIDM00291",4.43881233333333,3.1234307,1
"2192","Fulvestrant","SIDM01229",4.60366233333333,3.5876715,1
"2193","Alisertib","SIDM01233",4.576492,3.114403,1
"2194","Luminespib","SIDM00517",-3.514389,-3.4454525,1
"2195","EPZ004777","SIDM00077",5.399029,5.55363,1
"2196","Rapamycin","SIDM00517",-1.445243,-2.0351408,1
"2197","MK-2206","SIDM00561",1.1768555,0.73565984,1
"2198","Pevonedistat","SIDM00837",-0.708348,0.31190383,1
"2199","AZ960","SIDM00699",4.17933,0.43087974,1
"2200","LY2109761","SIDM00793",4.014397,4.613613,1
"2201","PRT062607","SIDM00793",1.554479,2.3255198,1
"2202","AT13148","SIDM00496",5.03581,0.8339865,1
"2203","Sapitinib","SIDM00699",5.302081,1.1262236,1
"2204","AZD6738","SIDM00064",1.5683305,3.527737,1
"2205","Pictilisib","SIDM00077",-0.343106333333333,2.2353125,1
"2206","AMG-319","SIDM00551",4.828622,5.116097,1
"2207","AGI-5198","SIDM00244",5.17911,3.664513,1
"2208","AZD7762","SIDM00837",-0.565659333333333,-0.51805085,1
"2209","Vinorelbine","SIDM00537",-4.9244915,-0.06475209,1
"2210","Vinorelbine","SIDM00565",-3.402611,-1.3867449,1
"2211","BIBR-1532","SIDM01233",5.580072,5.710704,1
"2212","AZ6102","SIDM00537",1.5821,2.4758003,1
"2213","AZD4547","SIDM00120",3.29204266666667,3.3324606,1
"2214","BMS-754807","SIDM00537",-1.017492,2.0377717,1
"2215","AZD8186","SIDM00064",3.2594255,3.261865,1
"2216","Vinblastine","SIDM00094",-2.3967415,-3.219526,1
"2217","BMS-536924","SIDM00094",2.575328,1.413919,1
"2218","Rapamycin","SIDM00565",-1.545269,-2.1930115,1
"2219","LCL161","SIDM00565",4.489502,3.8094883,1
"2220","GSK2606414","SIDM00517",3.693507,3.5844157,1
"2221","AZD5582","SIDM00719",1.577248,2.6286473,1
"2222","PD0325901","SIDM00539",1.5175965,1.3691761,1
"2223","Buparlisib","SIDM00565",1.587826,1.326777,1
"2224","Oxaliplatin","SIDM00520",6.525171,4.994521,1
"2225","BMS-536924","SIDM01187",5.406343,2.086025,1
"2226","Venetoclax","SIDM01090",3.804492,3.1659667,1
"2227","GSK591","SIDM00077",3.812971,4.8300605,1
"2228","Vinorelbine","SIDM00551",-4.664195,-0.25360975,1
"2229","AZD5582","SIDM00793",1.4592215,1.2150701,1
"2230","Vorinostat","SIDM00077",1.291082,0.89459413,1
"2231","AT13148","SIDM01093",4.709121,3.542633,1
"2232","Savolitinib","SIDM00291",3.531437,3.132147,1
"2233","PLX-4720","SIDM00551",4.61040433333333,4.1065183,1
"2234","Vinorelbine","SIDM00539",-2.971199,-0.06475222,1
"2235","Sorafenib","SIDM00539",3.674657,3.03714,1
"2236","Afatinib","SIDM00837",0.273092,2.6449568,1
"2237","Erlotinib","SIDM01175",4.775923,3.1486104,1
"2238","Dasatinib","SIDM00120",1.00697,0.6195892,1
"2239","Tamoxifen","SIDM00539",3.8711075,4.2705116,1
"2240","Sabutoclax","SIDM00136",-0.670337,-0.25429696,1
"2241","UMI-77","SIDM00758",3.574278,2.9432604,1
"2242","Obatoclax Mesylate","SIDM00064",-0.343064,0.32893294,1
"2243","Pevonedistat","SIDM00120",0.698092,0.8324591,1
