"","drug","cell_line","IC50","prediction","fold"
"3546","Vinblastine","SIDM00250",-5.890813,-4.011638,1
"3547","Crizotinib","SIDM00808",1.8384135,1.4746901,1
"3548","Cediranib","SIDM00954",2.101086,2.6378436,1
"3549","Venetoclax","SIDM00343",2.583674,3.7131028,1
"3550","Navitoclax","SIDM00958",-1.393878,-0.4615824,1
"3551","Foretinib","SIDM00241",1.056345,1.1966783,1
"3552","GSK2578215A","SIDM00121",4.044023,3.2568436,1
"3553","Alpelisib","SIDM00262",2.105292,4.163112,1
"3554","MIRA-1","SIDM00202",5.16672,4.4528832,1
"3555","Dabrafenib","SIDM01042",3.995522,3.7640097,1
"3556","NVP-ADW742","SIDM00969",2.556809,2.089618,1
"3557","Olaparib","SIDM00145",1.99320733333333,2.2542017,1
"3558","Vinblastine","SIDM00412",-5.8391985,-5.519831,1
"3559","I-BRD9","SIDM00224",3.866552,3.8492374,1
"3560","Crizotinib","SIDM00976",2.070516,2.4711585,1
"3561","ML323","SIDM00832",5.443635,4.464763,1
"3562","Sepantronium bromide","SIDM00056",-3.0666665,-4.275017,1
"3563","PD173074","SIDM00551",3.696737,3.1590438,1
"3564","Cediranib","SIDM00111",2.291248,2.8859031,1
"3565","UMI-77","SIDM00781",4.559414,4.135598,1
"3566","Sorafenib","SIDM00627",2.574094,3.0516715,1
"3567","GSK2606414","SIDM00416",3.672637,2.6024985,1
"3568","Nilotinib","SIDM00256",2.1078575,2.1084068,1
"3569","AGI-6780","SIDM00214",3.587362,3.151524,1
"3570","Temozolomide","SIDM00550",6.1045645,6.057801,1
"3571","Rapamycin","SIDM00543",-1.5069125,-1.9618015,1
"3572","Navitoclax","SIDM00047",2.3490365,2.8929064,1
"3573","MK-1775","SIDM00833",0.338265,2.2774916,1
"3574","Erlotinib","SIDM00227",3.0184815,3.2532878,1
"3575","AZD8186","SIDM00577",2.876098,1.3219995,1
"3576","LGK974","SIDM00197",3.566672,3.4691641,1
"3577","Taselisib","SIDM00294",2.158213,1.4292194,1
"3578","WZ4003","SIDM00677",3.224961,3.832912,1
"3579","Fulvestrant","SIDM00520",4.129599,3.8536928,1
"3580","GSK2578215A","SIDM00688",4.76666,3.4670486,1
"3581","AGI-5198","SIDM01228",4.774804,4.4802914,1
"3582","Sorafenib","SIDM00817",2.949706,3.2240434,1
"3583","Entinostat","SIDM00291",2.786268,2.5282617,1
"3584","RVX-208","SIDM00623",5.784884,4.056517,1
"3585","Afuresertib","SIDM00260",3.18859,3.0071142,1
"3586","AZ960","SIDM00441",-0.367227,0.44448948,1
"3587","MK-2206","SIDM01175",3.697299,5.0754113,1
"3588","Cediranib","SIDM00472",4.338851,3.2584648,1
"3589","Palbociclib","SIDM00202",1.3875995,1.2688131,1
"3590","Obatoclax Mesylate","SIDM00677",1.7965005,0.44730884,1
"3591","Vinblastine","SIDM01041",-4.9695325,-4.199444,1
"3592","Olaparib","SIDM00488",4.3721065,3.7046547,1
"3593","I-BRD9","SIDM00367",3.282757,3.2017717,1
"3594","Fulvestrant","SIDM00241",2.439188,2.2211776,1
"3595","AGI-5198","SIDM01007",4.472186,2.7021108,1
"3596","P22077","SIDM01247",4.200685,2.783899,1
"3597","AZ960","SIDM00968",3.149369,2.614143,1
"3598","AZD4547","SIDM00388",1.63467033333333,1.8359078,1
"3599","Nutlin-3a (-)","SIDM00508",4.729609,3.428676,1
"3600","Camptothecin","SIDM00487",-2.54915,-0.72370124,1
"3601","LY2109761","SIDM00285",4.799936,5.077307,1
"3602","WZ4003","SIDM01132",2.22207,3.4982147,1
"3603","Dasatinib","SIDM00793",0.336026,1.86251,1
"3604","AGI-5198","SIDM01160",5.876727,4.85681,1
"3605","AZD4547","SIDM00969",2.37235466666667,2.2045255,1
"3606","PCI-34051","SIDM00174",3.768575,4.7092576,1
"3607","VX-11e","SIDM00411",4.911009,4.044656,1
"3608","Irinotecan","SIDM00677",1.813011,2.5925918,1
"3609","Pictilisib","SIDM00973",1.810031,1.3655499,1
"3610","Foretinib","SIDM01187",1.9900015,2.6033487,1
"3611","VE821","SIDM01197",4.556343,5.0124154,1
"3612","AZD3759","SIDM00350",0.523112,2.50106,1
"3613","Vorinostat","SIDM01160",2.4060325,1.466315,1
"3614","Entinostat","SIDM00218",7.074517,4.804683,1
"3615","Dactolisib","SIDM00975",-1.2106425,-1.0235047,1
"3616","Uprosertib","SIDM00592",2.777499,2.167211,1
"3617","Bortezomib","SIDM00834",-4.487714,-2.8669481,1
"3618","Afuresertib","SIDM00483",1.94509,3.2810335,1
"3619","Buparlisib","SIDM00323",1.410606,0.091403596,1
"3620","GSK1904529A","SIDM01093",3.8783655,3.8196878,1
"3621","Irinotecan","SIDM00180",0.864997,3.0420437,1
"3622","AZ960","SIDM00953",1.898215,1.3320096,1
"3623","Cytarabine","SIDM00540",1.855339,1.0296181,1
"3624","Wnt-C59","SIDM00129",2.393082,2.6150274,1
"3625","WZ4003","SIDM00612",3.327954,4.922895,1
"3626","LGK974","SIDM00596",3.4252845,4.1527343,1
"3627","Camptothecin","SIDM01102",-4.832383,-4.291007,1
"3628","WEHI-539","SIDM00968",5.781788,4.8355813,1
"3629","Fulvestrant","SIDM00127",4.50722666666667,3.6970057,1
"3630","Oxaliplatin","SIDM01247",3.626215,3.2562017,1
"3631","P22077","SIDM00103",3.991476,5.6059175,1
"3632","Camptothecin","SIDM01095",-1.775477,-2.9312236,1
"3633","Entospletinib","SIDM00096",1.870177,2.0486252,1
"3634","MN-64","SIDM00042",6.079081,5.0746818,1
"3635","GSK2578215A","SIDM00393",5.319082,4.0190945,1
"3636","Uprosertib","SIDM00544",4.271719,2.9097116,1
"3637","VE821","SIDM00102",5.047904,5.642487,1
"3638","IWP-2","SIDM00111",3.219219,3.1104093,1
"3639","Cytarabine","SIDM00269",-0.01732,-1.5310242,1
"3640","Olaparib","SIDM00299",2.73597666666667,4.362883,1
"3641","Gefitinib","SIDM00688",1.9141975,1.4141878,1
"3642","AT13148","SIDM00274",6.333554,4.3996916,1
"3643","ABT737","SIDM01126",-0.809184,0.033725947,1
"3644","BMS-345541","SIDM01146",1.5160715,2.92298,1
"3645","GSK343","SIDM00973",2.5541855,3.2324347,1
"3646","Dasatinib","SIDM00216",2.634299,1.1919303,1
"3647","Tamoxifen","SIDM00250",3.2877115,3.3311214,1
"3648","Ruxolitinib","SIDM00542",4.828701,4.58982,1
"3649","Dactinomycin","SIDM01006",-3.5037665,-4.4913564,1
"3650","BMS-536924","SIDM00465",2.3131505,1.4354061,1
"3651","AMG-319","SIDM01098",4.820494,4.1502767,1
"3652","Leflunomide","SIDM00241",5.200874,4.1902375,1
"3653","ML323","SIDM00732",4.958601,4.7379603,1
"3654","Dinaciclib","SIDM00406",-4.003923,-4.4778104,1
"3655","Wnt-C59","SIDM00599",2.819179,2.9639301,1
"3656","Cediranib","SIDM00250",3.383961,2.0951095,1
"3657","Venetoclax","SIDM00121",1.215739,-0.9589777,1
"3658","PFI3","SIDM00260",5.929181,5.425565,1
"3659","GSK2606414","SIDM00310",4.839592,4.5798783,1
"3660","Rapamycin","SIDM00099",-0.247914,-0.29256317,1
"3661","Cediranib","SIDM00256",1.596275,1.1876693,1
"3662","Uprosertib","SIDM00553",1.9073005,1.5357187,1
"3663","AZD3759","SIDM00905",0.965586,3.2171237,1
"3664","Dabrafenib","SIDM00199",4.8752925,2.9839013,1
"3665","VX-11e","SIDM00832",1.3392555,2.7660708,1
"3666","GSK2578215A","SIDM00371",6.5032,5.720124,1
"3667","WEHI-539","SIDM00323",4.105047,2.5691428,1
"3668","Olaparib","SIDM00679",3.597287,4.1945033,1
"3669","Oxaliplatin","SIDM00837",2.5972415,4.1066422,1
"3670","Cytarabine","SIDM00045",-0.5217195,0.0351569,1
"3671","Vinblastine","SIDM00082",-4.8986475,-2.6924481,1
"3672","AZD8186","SIDM00411",3.7040855,2.501407,1
"3673","Cediranib","SIDM01019",1.841282,2.2733161,1
"3674","RVX-208","SIDM01197",6.525946,5.3866057,1
"3675","Dabrafenib","SIDM00406",1.9058745,1.2629347,1
"3676","Niraparib","SIDM00317",7.546285,6.4221783,1
"3677","Alisertib","SIDM00003",2.88273,1.7817603,1
"3678","ML323","SIDM00293",4.287084,3.853177,1
"3679","AMG-319","SIDM00482",3.94534,3.0396056,1
"3680","Epirubicin","SIDM00781",1.12443,0.6140351,1
"3681","Alpelisib","SIDM00332",2.986898,3.6177874,1
"3682","Osimertinib","SIDM00388",1.829392,1.323514,1
"3683","Entinostat","SIDM01019",0.812948,1.0006261,1
"3684","Rapamycin","SIDM00422",-2.8781525,-3.5222716,1
"3685","XAV939","SIDM01146",4.088289,4.2427487,2
"3686","Rapamycin","SIDM00781",-0.1076075,-1.4851499,2
"3687","Entospletinib","SIDM00098",4.652878,3.9598274,2
"3688","UMI-77","SIDM01245",0.865939,1.4076831,2
"3689","AZD5363","SIDM00832",2.326271,2.6924043,2
"3690","Fulvestrant","SIDM01093",3.69158,3.4191282,2
"3691","Fulvestrant","SIDM00967",4.53654033333333,4.093622,2
"3692","Foretinib","SIDM00308",-1.0490235,-0.4736567,2
"3693","LY2109761","SIDM00205",5.079471,4.5608764,2
"3694","Paclitaxel","SIDM00551",-4.753337,-3.8718276,2
"3695","AZ6102","SIDM00841",3.163473,3.0911398,2
"3696","Dasatinib","SIDM00308",-5.4532515,1.5426924,2
"3697","Wee1 Inhibitor","SIDM01041",1.618955,1.8655372,2
"3698","OTX015","SIDM00841",3.056384,3.1246924,2
"3699","Entospletinib","SIDM00310",3.800207,3.6937082,2
"3700","MIRA-1","SIDM00537",4.61754,5.287898,2
"3701","5-Fluorouracil","SIDM00863",1.9575485,2.8522978,2
"3702","AZD7762","SIDM01245",-1.60102033333333,-0.85519415,2
"3703","ML323","SIDM00311",5.137557,4.276094,2
"3704","EPZ5676","SIDM00638",5.521326,5.3598275,2
"3705","AZD5582","SIDM00680",4.280206,3.1152306,2
"3706","GSK343","SIDM00094",4.6097595,4.8935666,2
"3707","Sapitinib","SIDM00483",2.323182,3.2735457,2
"3708","BMS-754807","SIDM00118",-0.153337,1.063293,2
"3709","Sorafenib","SIDM00561",2.2465615,1.9101593,2
"3710","GSK343","SIDM01120",3.7352915,3.8387783,2
"3711","Tamoxifen","SIDM00576",3.2783775,3.0936236,2
"3712","SCH772984","SIDM00917",2.256927,1.3152785,2
"3713","Cisplatin","SIDM00973",1.756971,0.9331251,2
"3714","Alpelisib","SIDM00351",2.593093,3.9369886,2
"3715","Cediranib","SIDM00885",3.869727,2.9582462,2
"3716","UMI-77","SIDM00289",2.239468,0.72511035,2
"3717","Docetaxel","SIDM01198",-5.454202,-4.716408,2
"3718","AZD3759","SIDM00792",2.649468,2.8895845,2
"3719","SCH772984","SIDM00562",3.388513,3.3010163,2
"3720","MK-2206","SIDM00101",3.656577,2.9067163,2
"3721","GSK2606414","SIDM00721",4.406675,4.37546,2
"3722","WZ4003","SIDM00577",4.804609,3.3739374,2
"3723","VX-11e","SIDM00835",3.8570785,3.201991,2
"3724","NVP-ADW742","SIDM00826",0.192611,1.5469432,2
"3725","Irinotecan","SIDM00145",0.035002,0.4039971,2
"3726","Talazoparib","SIDM00885",4.550192,3.4970644,2
"3727","Temozolomide","SIDM01097",5.754828,5.0661573,2
"3728","AZD6738","SIDM00114",3.843737,2.6590433,2
"3729","IWP-2","SIDM00326",3.262484,2.2911391,2
"3730","EPZ004777","SIDM00948",4.573093,4.334274,2
"3731","WEHI-539","SIDM00241",1.452862,2.8333156,2
"3732","BMS-345541","SIDM01140",1.889851,2.0439973,2
"3733","MN-64","SIDM00530",5.036655,4.4354568,2
"3734","SCH772984","SIDM00118",-2.043655,0.45703232,2
"3735","Navitoclax","SIDM00576",-3.754763,-2.0128756,2
"3736","Vinblastine","SIDM01047",-4.8730385,-4.8404593,2
"3737","Vorinostat","SIDM00532",1.5267595,1.7675538,2
"3738","PCI-34051","SIDM00793",2.587578,3.9525108,2
"3739","Sorafenib","SIDM00285",1.575171,1.8046215,2
"3740","Gemcitabine","SIDM00044",-0.225398333333333,-1.8865848,2
"3741","LCL161","SIDM00233",4.0703945,2.8730216,2
"3742","Dinaciclib","SIDM00091",-2.674926,-1.5501678,2
"3743","Cytarabine","SIDM00612",3.109146,2.127383,2
"3744","WZ4003","SIDM00487",5.215193,2.6873403,2
"3745","Tamoxifen","SIDM00483",3.6827795,4.7504573,2
"3746","P22077","SIDM00227",5.561948,5.1549115,2
"3747","OSI-027","SIDM00043",1.597709,1.6144161,2
"3748","GSK2578215A","SIDM00487",4.078742,3.8475893,2
"3749","Irinotecan","SIDM00082",3.248884,3.4467554,2
"3750","PD173074","SIDM00832",3.297698,3.7933187,2
"3751","MIRA-1","SIDM00367",5.05893,4.200584,2
"3752","Trametinib","SIDM01122",1.135301,0.98924214,2
"3753","OTX015","SIDM00427",4.517239,1.177516,2
"3754","BMS-536924","SIDM01206",2.81425833333333,1.140501,2
"3755","Lapatinib","SIDM00680",3.498523,4.6152124,2
"3756","ABT737","SIDM00498",3.4877,2.1739657,2
"3757","Osimertinib","SIDM00276",0.333049,1.8392956,2
"3758","Leflunomide","SIDM00274",6.129707,5.7776394,2
"3759","Palbociclib","SIDM01090",1.609364,2.0571573,2
"3760","BMS-345541","SIDM00257",2.8756495,2.1502721,2
"3761","WEHI-539","SIDM00487",4.487396,3.0689006,2
"3762","Ruxolitinib","SIDM00826",4.803303,5.390487,2
"3763","AZD5582","SIDM00542",4.083077,2.3805397,2
"3764","MIRA-1","SIDM01248",4.623485,5.573595,2
"3765","Entinostat","SIDM00599",0.2487,1.615596,2
"3766","LCL161","SIDM00962",3.345549,3.0199404,2
"3767","LY2109761","SIDM01237",6.275652,6.2033486,2
"3768","Foretinib","SIDM00544",0.280898,0.42485046,2
"3769","AZ960","SIDM01041",0.529169,2.5234127,2
"3770","I-BET-762","SIDM00293",1.8671505,3.3339102,2
"3771","Alisertib","SIDM00114",3.6419805,3.2351604,2
"3772","MK-2206","SIDM00214",1.7588685,2.103991,2
"3773","AGI-6780","SIDM00465",3.804345,3.7810142,2
"3774","Venetoclax","SIDM00091",4.803748,2.9402566,2
"3775","GDC0810","SIDM00900",4.710442,4.144917,2
"3776","Luminespib","SIDM00975",-4.014587,-0.31170487,2
"3777","Foretinib","SIDM01248",-0.746011,0.72547483,2
"3778","PD173074","SIDM00970",3.2000165,2.8398721,2
"3779","Olaparib","SIDM01145",3.25485333333333,2.168817,2
"3780","PCI-34051","SIDM00193",5.404363,5.036475,2
"3781","Gemcitabine","SIDM00233",-5.80472933333333,-3.5860221,2
"3782","AZD5363","SIDM00375",3.628764,2.7389822,2
"3783","Trametinib","SIDM00136",-5.2300485,-3.521167,2
"3784","MIM1","SIDM00381",4.2348125,3.8159652,2
"3785","Cediranib","SIDM00266",1.030477,0.8132071,2
"3786","BIBR-1532","SIDM00482",4.177602,3.6000156,2
"3787","AGI-5198","SIDM00044",4.610383,4.8220625,2
"3788","Trametinib","SIDM00974",-6.0344905,-4.20155,2
"3789","XAV939","SIDM00230",3.6375215,3.8423128,2
"3790","PLX-4720","SIDM00274",5.6724975,4.918546,2
"3791","Camptothecin","SIDM00104",-0.147852,-1.830883,2
"3792","CZC24832","SIDM01174",5.441163,5.5814524,2
"3793","Docetaxel","SIDM00266",-6.825183,-5.454283,2
"3794","GSK1904529A","SIDM00023",3.388161,2.9365811,2
"3795","Fulvestrant","SIDM00293",4.01438066666667,3.4201717,2
"3796","VX-11e","SIDM00258",4.339397,2.4786735,2
"3797","Vinorelbine","SIDM00596",-1.8916645,-1.7271504,2
"3798","Dactinomycin","SIDM00832",-1.1813615,-2.7954934,2
"3799","Sapitinib","SIDM00343",5.489993,4.3059525,2
"3800","Dasatinib","SIDM01090",0.4044615,2.35536,2
"3801","Daporinad","SIDM00758",0.060049,-1.6026483,2
"3802","Osimertinib","SIDM00655",1.084148,1.6245289,2
"3803","P22077","SIDM00256",2.520751,2.9040084,2
"3804","GSK343","SIDM00308",2.574909,2.675054,2
"3805","NU7441","SIDM00528",2.308158,3.1614566,2
"3806","Tamoxifen","SIDM00864",3.8843695,2.8499346,2
"3807","Gefitinib","SIDM00561",2.1793225,0.8290379,2
"3808","AZ960","SIDM00448",2.679338,2.3367581,2
"3809","AGI-6780","SIDM00309",3.481869,3.026982,2
"3810","EPZ5676","SIDM01168",6.973229,6.4167323,2
"3811","Ulixertinib","SIDM00418",2.7908245,3.4778793,2
"3812","Dactinomycin","SIDM00289",-3.670792,-3.694553,2
"3813","LGK974","SIDM01093",2.786494,3.9599197,2
"3814","Lapatinib","SIDM00258",2.953944,2.2686834,2
"3815","P22077","SIDM01149",1.931226,2.888476,2
"3816","GSK591","SIDM00241",3.522184,3.7550712,2
"3817","Paclitaxel","SIDM00540",-4.331611,-2.9827662,2
"3818","Sapitinib","SIDM00101",7.497726,4.1438613,2
"3819","Dasatinib","SIDM00935",-3.072882,-0.041612804,2
"3820","Alpelisib","SIDM00864",4.110529,3.9446673,2
"3821","Wee1 Inhibitor","SIDM00537",1.267721,2.1278682,2
"3822","XAV939","SIDM00579",4.021818,3.915403,2
"3823","Tamoxifen","SIDM00863",3.342523,3.2206588,2
"3824","Palbociclib","SIDM00412",0.4320705,0.91305083,2
"3825","VE-822","SIDM00180",3.813732,3.031415,2
"3826","Venetoclax","SIDM00948",2.461714,2.1290112,2
"3827","BIBR-1532","SIDM01097",4.91563,3.8874173,2
"3828","AZD5582","SIDM00244",4.1716395,1.9878886,2
"3829","WEHI-539","SIDM01155",5.121469,4.3534007,2
"3830","Afuresertib","SIDM01011",1.833526,1.9908199,2
"3831","MN-64","SIDM00121",3.967682,3.6285067,2
"3832","Afuresertib","SIDM01174",4.501685,4.412974,2
"3833","Ibrutinib","SIDM00700",4.941008,4.9621844,2
"3834","Lapatinib","SIDM00262",2.181944,3.7393432,2
"3835","Dabrafenib","SIDM00234",4.060471,3.4463487,2
"3836","Sapitinib","SIDM00263",4.834666,2.6493106,2
"3837","Afatinib","SIDM00003",2.941719,1.5323353,2
"3838","Niraparib","SIDM00056",3.170872,4.091617,2
"3839","Vinblastine","SIDM00422",-5.09118,-4.4575863,2
"3840","Vinblastine","SIDM00346",-4.892777,-4.394412,2
"3841","Bortezomib","SIDM00251",-5.080536,-4.723747,2
"3842","GSK2578215A","SIDM00445",5.472637,4.7557826,2
"3843","MK-1775","SIDM00242",0.031211,-0.60459477,2
"3844","Cytarabine","SIDM00490",1.583243,1.2019293,2
"3845","Sapitinib","SIDM00118",5.678231,3.2548769,2
"3846","Alisertib","SIDM00948",3.027059,1.6891546,2
"3847","AZ960","SIDM00260",2.977902,3.7136478,2
"3848","Temozolomide","SIDM01042",5.799197,5.6423097,2
"3849","AZD8186","SIDM00260",3.666196,2.4665961,2
"3850","Ibrutinib","SIDM00374",5.21334,2.607769,2
"3851","Fulvestrant","SIDM00364",3.20933466666667,2.702301,2
"3852","Bortezomib","SIDM01126",-4.571586,-4.404615,2
"3853","Dactolisib","SIDM01140",-3.035842,-2.2323608,2
"3854","Cisplatin","SIDM00606",2.38985533333333,1.9341569,2
"3855","Entospletinib","SIDM00114",5.761527,4.445454,2
"3856","Cediranib","SIDM00465",3.459093,2.8308742,2
"3857","Ruxolitinib","SIDM00023",5.012638,5.422844,2
"3858","Ibrutinib","SIDM00424",4.843972,2.220294,2
"3859","PD173074","SIDM00102",4.0681495,2.881383,2
"3860","Afuresertib","SIDM00412",-0.872667,1.1868274,2
"3861","Wnt-C59","SIDM00817",4.025099,3.923901,2
"3862","Dasatinib","SIDM00465",-1.719758,1.9164393,2
"3863","PFI3","SIDM00699",5.948623,5.984695,2
"3864","Entospletinib","SIDM00195",3.861656,3.8214145,2
"3865","UMI-77","SIDM00792",3.72936,3.2908273,2
"3866","Pictilisib","SIDM01095",0.659217666666667,0.6280367,2
"3867","AZD8186","SIDM01011",1.4135755,1.7665153,2
"3868","MN-64","SIDM00234",4.49337,3.966838,2
"3869","Dasatinib","SIDM00537",2.315506,1.4672263,2
"3870","Ipatasertib","SIDM00218",7.057523,6.025924,2
"3871","PD0325901","SIDM00267",0.4426885,1.1807303,2
"3872","MIRA-1","SIDM00864",5.762342,5.4257264,2
"3873","PFI3","SIDM01114",5.027546,5.407511,2
"3874","VX-11e","SIDM00543",1.2096295,1.8423593,2
"3875","AZD6738","SIDM01064",1.883384,2.1318545,2
"3876","Oxaliplatin","SIDM00968",3.9495775,4.5535407,2
"3877","Vinorelbine","SIDM00793",-2.602951,-3.41126,2
"3878","Alisertib","SIDM00489",2.639782,1.0037756,2
"3879","AZD5582","SIDM00490",4.11752,2.3099575,2
"3880","Ruxolitinib","SIDM00420",4.8347895,4.9515986,2
"3881","AT13148","SIDM00441",0.62115,2.5569901,2
"3882","Nutlin-3a (-)","SIDM00976",3.5182505,4.048938,2
"3883","5-Fluorouracil","SIDM00091",3.9460895,4.7061605,2
"3884","Sorafenib","SIDM00234",1.451633,1.6257942,2
"3885","Trametinib","SIDM00540",-4.14977,-3.0829601,2
"3886","MIM1","SIDM00417",4.2543975,4.0717435,2
"3887","Daporinad","SIDM00260",-4.675359,-1.8969736,2
"3888","Dactolisib","SIDM00145",-2.188274,-2.053934,2
"3889","AZD7762","SIDM00328",1.55034066666667,0.4772357,2
"3890","Gefitinib","SIDM00491",2.890269,2.436136,2
"3891","AZ960","SIDM00216",2.345387,2.3147109,2
"3892","5-Fluorouracil","SIDM01073",1.367761,2.0779946,2
"3893","GSK591","SIDM00612",6.70924,5.4110017,2
"3894","PFI3","SIDM01041",5.435956,5.4198837,2
"3895","Bortezomib","SIDM00935",-4.784417,-5.3177924,2
"3896","AGI-6780","SIDM00422",2.110333,2.51372,2
"3897","Docetaxel","SIDM00042",-3.72918633333333,-3.9014087,2
"3898","UMI-77","SIDM00096",1.488112,1.2788496,2
"3899","Dasatinib","SIDM00411",1.407784,3.363266,2
"3900","NVP-ADW742","SIDM00328",3.262805,3.6011531,2
"3901","PD173074","SIDM01149",2.8236875,2.4530978,2
"3902","Dactinomycin","SIDM00211",-4.0351585,-4.7796626,2
"3903","LY2109761","SIDM00346",3.422311,3.8539677,2
"3904","GSK2578215A","SIDM00535",5.340988,5.470922,2
"3905","Dactinomycin","SIDM00285",-3.28973,-3.7815304,2
"3906","Fulvestrant","SIDM01098",3.5705385,3.3404202,2
"3907","Palbociclib","SIDM00244",-1.1481525,0.24840367,2
"3908","AZD7762","SIDM00579",-0.0156023333333333,0.47190598,2
"3909","VE-822","SIDM00569",3.205696,3.1809583,2
"3910","Savolitinib","SIDM00118",1.690327,2.5316796,2
"3911","Savolitinib","SIDM00285",1.742401,2.306603,2
"3912","Afatinib","SIDM00136",2.73564766666667,1.503264,2
"3913","BMS-345541","SIDM00379",1.841295,3.2278085,2
"3914","Nilotinib","SIDM00422",2.4889995,1.877166,2
"3915","CZC24832","SIDM00534",5.250611,5.2646313,2
"3916","Cytarabine","SIDM01126",1.8921155,1.6860304,2
"3917","EPZ004777","SIDM01114",4.450492,4.5384345,2
"3918","MN-64","SIDM01159",4.629314,5.07159,2
"3919","XAV939","SIDM01042",3.369601,3.603612,2
"3920","Uprosertib","SIDM00577",4.052527,2.4948416,2
"3921","Irinotecan","SIDM00203",-0.276155,0.95187694,2
"3922","RVX-208","SIDM01114",4.022685,2.959891,2
"3923","LY2109761","SIDM00180",6.067447,4.779012,2
"3924","OSI-027","SIDM00583",4.187684,3.2421627,2
"3925","AZD5582","SIDM00543",2.124637,2.3357186,2
"3926","OF-1","SIDM01093",3.55292,4.251268,2
"3927","Sorafenib","SIDM00424",0.607177,1.8006463,2
"3928","Osimertinib","SIDM00976",2.130568,2.6422114,2
"3929","EPZ004777","SIDM01187",6.283159,5.0649505,2
"3930","Ulixertinib","SIDM01206",2.096638,1.5887742,2
"3931","BMS-345541","SIDM00384",2.2072795,1.7650492,2
"3932","AZD6738","SIDM01122",2.0029465,2.8094735,2
"3933","GSK1904529A","SIDM00285",4.834587,2.1053264,2
"3934","Luminespib","SIDM00579",-3.433376,-0.3471552,2
"3935","MK-2206","SIDM00324",2.00929,1.8464704,2
"3936","UMI-77","SIDM00841",3.115856,2.5840538,2
"3937","Paclitaxel","SIDM00465",-2.390987,-1.2545402,2
"3938","Obatoclax Mesylate","SIDM00577",-0.189037,-0.31406397,2
"3939","Afuresertib","SIDM00114",4.101359,4.4776516,2
"3940","Bortezomib","SIDM00201",-4.888302,-5.534352,2
"3941","AZD7762","SIDM00422",-0.851369666666667,0.51608956,2
"3942","Palbociclib","SIDM00120",3.4719655,3.2652097,2
"3943","Ruxolitinib","SIDM00688",2.350192,3.8918386,2
"3944","WZ4003","SIDM00885",5.375016,3.3519382,2
"3945","BMS-345541","SIDM00181",4.2551765,3.4446504,2
"3946","Gemcitabine","SIDM00381",-0.843364666666667,-1.4327528,2
"3947","CZC24832","SIDM00600",5.284095,3.5848453,2
"3948","ML323","SIDM00381",4.3122,4.7032046,2
"3949","Daporinad","SIDM00367",-7.0395165,-4.1823745,2
"3950","AZD6738","SIDM00424",0.928286,1.1093147,2
"3951","Palbociclib","SIDM00542",2.895728,2.4024339,2
"3952","OTX015","SIDM01090",0.74296,1.3855641,2
"3953","PD173074","SIDM00346",1.77357,2.2168236,2
"3954","Crizotinib","SIDM00227",2.8877575,3.1107163,2
"3955","Dasatinib","SIDM00289",1.4341865,0.90596205,2
"3956","Afatinib","SIDM00465",-3.24282466666667,0.78637964,2
"3957","ML323","SIDM00969",5.397319,3.9944158,2
"3958","Vinblastine","SIDM00121",-5.8105825,-5.1210456,2
"3959","Dactolisib","SIDM00584",-1.45358,-0.24533388,2
"3960","Afuresertib","SIDM00197",1.577362,2.5039983,2
"3961","AGI-6780","SIDM00077",3.21557,2.8189192,2
"3962","I-BRD9","SIDM00826",4.877232,4.1935086,2
"3963","Pictilisib","SIDM00842",0.636872333333333,1.4085832,2
"3964","Navitoclax","SIDM00350",2.1205235,2.5497255,2
"3965","Pevonedistat","SIDM00118",0.173279,0.29036427,2
"3966","VE821","SIDM01183",5.688091,3.932131,2
"3967","Sapitinib","SIDM01140",3.100133,1.7413855,2
"3968","IWP-2","SIDM00156",3.207175,2.5151663,2
"3969","Luminespib","SIDM00527",-3.1777225,-2.067476,2
"3970","Alisertib","SIDM00719",3.8276945,3.824232,2
"3971","AZ960","SIDM00320",1.685057,3.0815265,2
"3972","Bortezomib","SIDM01090",-6.2005365,-5.138244,2
"3973","Uprosertib","SIDM00023",5.219778,3.096959,2
"3974","GSK269962A","SIDM01042",2.38327066666667,0.84156233,2
"3975","Fulvestrant","SIDM00244",2.895194,3.1423218,2
"3976","XAV939","SIDM00113",5.084814,5.9049926,2
"3977","Dactinomycin","SIDM00968",-4.374829,-3.1879957,2
"3978","AGI-6780","SIDM00976",3.207917,3.1262693,2
"3979","P22077","SIDM01007",3.044165,2.9795632,2
"3980","Uprosertib","SIDM01133",0.879087,2.8847928,2
"3981","GSK2606414","SIDM00188",4.086699,3.9343355,2
"3982","EPZ5676","SIDM00086",5.203853,5.7182126,2
"3983","AMG-319","SIDM00267",5.736259,4.709805,2
"3984","Crizotinib","SIDM01102",2.0619585,0.93475074,2
"3985","Olaparib","SIDM00483",4.835545,4.4569745,2
"3986","Trametinib","SIDM00889",-1.6079295,-0.9046908,2
"3987","Obatoclax Mesylate","SIDM01197",2.7152615,1.8470097,2
"3988","UMI-77","SIDM00388",2.247456,1.4507372,2
"3989","MK-8776","SIDM00176",5.247927,3.8006468,2
"3990","WIKI4","SIDM00350",5.588529,3.8002286,2
"3991","PRT062607","SIDM00261",1.823311,1.471283,2
"3992","Epirubicin","SIDM00577",-1.772914,-1.6236861,2
"3993","Venetoclax","SIDM00324",-0.640557,-0.20698494,2
