,TNFRSF13C,HLA-DRB5,HLA-DOA,HLA-DOB,CD80,CD86,CD28,TNFSF13B,IL15RA,IL15,ICOSLG,ITGA4,TGFB1,ICOS,CCR9,MAP3K14,CXCR4,CCL25,TNFRSF17,HLA-DMB,CCL28,LTBR,PIGR,IL2,CD40LG,HLA-DPA1,CD40,AICDA,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,TNFRSF13B,ITGB7,CXCL12,CCR10,MADCAM1,IL4,IL5,IL10,IL6,HLA-DRB1,HLA-DRA
SIDM00544,-0.8724396179883097,-0.965976556212463,-0.7244066013499868,-0.852692411419669,-0.9237322094620873,-0.8607151404985657,-0.9097123365115714,-0.8392812115414936,-0.48004865484157005,-0.5695522571943057,-0.7108492020328883,-0.5377862157030601,-0.2576836672703542,-0.8547196094959214,-0.8461700340473169,-0.6997906530992911,-0.3892276726269364,-0.7482887194868221,-0.939956581686009,-0.5900639098713979,-0.7916899109522101,-0.5670353055948112,-0.8405439258144661,-0.9023926014260083,-0.6982180719303793,0.12746242847726605,-0.6074398394389678,-0.8592521808717754,-0.7760571727933698,-0.7938838619539988,-0.800997202368315,-0.7237940792472416,-0.625955412426345,-0.6593737602293668,0.13049756795169792,-0.5492260136744291,-0.819441187711749,-0.8782669210712012,-0.5672980578208867,-0.7850392561454772,-0.7944562662683051,-0.2459802420938398,-0.8558251987416474
SIDM01006,-0.8395890961254692,-0.7383592092014016,-0.4920247334281869,-0.09123817316442615,-0.8561682590457231,0.6684124142575598,-0.6465117282486913,-0.8587195496636336,-0.1301101195290212,-0.47234746311861797,-0.535767679687271,-0.4557831922471718,0.0037811236010593685,-0.7730897190049647,-0.8121716509936093,-0.0958060462175276,2.6116169143068806,-0.674983353540011,3.4304635057292794,1.4499329009970445,-0.7351600942481107,-0.5263769770581872,-0.8085451300103217,-0.955533877306163,-0.7597677568521639,3.269422538169554,0.14840988940571703,-0.8371127951432922,1.4307960887078885,-0.7092678154338425,-0.7489749387448963,-0.7425160373603014,-0.6176800274212447,1.9623720981180137,-0.8608433004742835,0.7464041645116432,-0.7929333382116418,-0.8375514633298323,-0.5712988460829848,-0.7681837867736085,-0.7223846889068333,2.4123611496022583,3.393958205864162
SIDM00302,-0.7700682915150205,-0.9334327424271973,-0.7501412489805239,-0.8445136950347284,-0.8548359021022132,-0.8657415543669713,-0.936569339435798,-0.748556753642049,0.20338710025298717,-0.06681604331842556,-0.551451051197939,-0.6652638614927615,-0.545670667357353,-1.0116211047193953,-0.776550996586032,0.15961412334048627,-0.8346013509737956,-0.6878508627639804,-1.0231532218166461,-0.5114808291128066,-0.8331008984350707,1.157897820954378,-0.8238898516930621,-0.9491121491851766,-0.809696117097741,-0.09108267664086785,-0.6534890788039266,-0.8032061777368431,-0.676927115602915,-0.8025985626823192,-0.7548026869060368,-0.7353865281744936,-0.6979878912098795,-0.7181401468315336,-0.9370395721647582,-0.7534905215658093,-0.7766183072721249,-0.8117863974869349,-0.5518614400689175,-0.8564445876965507,-0.27382669690812234,0.39841035247281387,0.7401775980859079
SIDM00549,-0.6205920106641706,-0.8174907601614418,-0.48303810060184577,-0.5160842526664198,-0.8320111479894008,-0.7847799203906705,-0.7492668760384437,-0.8511429187312644,0.004178296785223672,-0.5676705734509512,-0.44364696902589484,-0.5135288585192992,-0.39682375492398314,-0.7648886405196554,-0.7454268612977293,-0.4470033628607041,2.688944673995779,-0.5986168181012892,-0.2408096177269638,0.023818748481374687,0.23382137315652457,-0.36079453424188446,-0.7092577706463001,-0.8652193104799148,-0.8573880052846256,2.764919225292616,-0.21767587249033607,-0.8074303204999435,0.16002337895284668,-0.47177652114180074,-0.6813595291047609,-0.4114870807676873,-0.16661307688148078,-0.4981111757466089,-0.8548587187366731,-0.857606205403598,-0.7500495656376396,-0.8328534065739572,-0.6720452105886829,-0.7129873183535467,-0.6951421824287158,1.401118860637115,2.842993879733484
SIDM00292,-0.835604269094146,-1.0035333287507273,-0.8569147257384181,-0.844245872591745,-0.9004951514890399,-0.9312774371038841,-0.9610623032663261,-0.7206776217635775,-0.3942243802296666,-0.7753337495956428,-0.827705061981704,-0.7791868117400901,-0.9573400988058806,-0.8997011011302094,-0.8056593039156653,-0.5416645652269131,1.3319543690723343,-0.7871038096443901,-1.0039556740307534,-0.5793821355911137,-0.882461574733032,-0.28970739764171904,-0.9406033310752175,-0.943628735792823,-0.8627233863435241,0.7325132998739332,-0.8399018848456905,-0.9253855240637999,-0.5774258959767978,-0.9284730316507389,-0.9067906431473199,-0.6260099495891731,-0.7158934679774583,-0.7778237441621966,-0.8072278767528057,-0.8572957985207222,-0.8741504308523115,-1.0008011338491019,-0.8032028214182776,-0.9009250291039292,-0.6782370630398731,-0.52861809014831,-0.930371315567045
SIDM00623,-0.8947978320237576,-0.23107988303513524,0.26445233008000024,-0.6941099886030352,1.3504573086860368,1.8638962557463723,-0.9244313970533069,-0.8629898319828814,1.1418510315515584,0.024931152403283117,-0.6270012684319409,-0.7972691870621345,0.20644881010118096,0.9426055426997976,-0.7804836669983238,0.21850813528499877,2.1242382478235817,-0.7656010032453334,-0.9965466195493217,0.6139098812403051,-0.7302645311736207,-0.7364324403938834,-0.7917655304424246,-0.9458260399828186,-0.7749801229015519,3.107384138549634,2.547507029506001,-0.4422719887011526,0.3808942853650824,2.2423760952326517,-0.788584362928331,0.2736577621921638,-0.6825586199031155,-0.6430030178494665,0.5449100646403019,-0.8313309390463511,-0.7539734145446509,-0.5479638239101049,-0.6237421354054404,1.616817208720945,1.9510152133584198,1.6546035735684916,3.203039586625972
SIDM00638,-0.8185495880884913,-0.9818674669023768,-0.6921165843767169,-0.7090912605678159,-0.8593932021632582,-0.8301312973160724,-0.928309849993919,-0.8196976523347876,-0.34024176442514925,0.08065921431976367,-0.6755847324990546,-0.7812441033477101,-0.9949163959456903,-0.9242945524713388,-0.7455053888377717,-0.6000106192271712,-0.8974889671665519,-0.6429426480598264,-0.8869962093548288,-0.5999410732639758,-0.49234028219923825,1.0734260178030446,-0.8536673952351889,-0.891064581978686,-0.7499985084912004,-0.7244018365176954,-0.47829893966205844,-0.8385151930266604,-0.7645339517661246,-0.8432254858565877,-0.7705289921445749,-0.7889612494919691,-0.6272313697483919,-0.6527025252031615,-0.9215169802403068,-0.8561720004811402,-0.762573544650582,-0.8510613166029564,-0.7630801818303358,-0.7629163197031879,-0.27191854859441245,-0.012132263939226815,-0.8153881778982799
SIDM00527,-0.8881470493638991,-0.9992162882856601,-0.7825531257837358,-0.8429106341889645,-0.8769447947532506,-0.8633341643645907,-0.9492676758525168,-0.8423690267524265,-0.43821303411018386,-0.370068047356676,-0.6868833680813466,-0.7821248388719798,-0.04131165356715751,-0.9660862409811417,-0.7604275225083276,-0.5867545216238814,-0.805549894817506,-0.6642693010983264,-0.9168443917637182,-0.6247480815035564,-0.34850396260126254,1.0455241150834924,-0.8626159231994495,-0.8790086557706951,-0.7954049873531074,0.5976475261953288,-0.5897573407267904,-0.8877891176735044,-0.18995762830433466,-0.7927039298562394,-0.8231696521472421,-0.745361412433788,-0.6929534340638329,-0.7414918148411378,-0.9057536251729603,-0.43961453102956316,-0.7967153147458328,-0.8794294227181219,-0.7458668623342866,-0.7349262391033395,-0.7460652897089575,-0.2021141152527313,-0.839946559731991
SIDM00976,-0.7723209316245214,-0.9810320765329107,-0.7870733866640206,-0.8592029740816501,-0.8723744477497647,-0.8362546842141386,-0.9433822580277176,-0.5984037546585681,-0.07290779895329513,-0.3568011658890651,-0.6330660495891763,-0.024300346253314776,-0.31886383273977487,-0.8738188663538531,-0.7293516831667637,-0.4408927758307425,-0.8747322755137321,-0.6504435302433865,-0.9096946950105944,-0.5342088536368711,-0.006577056764613144,1.4617035029369558,-0.7269519843349117,-0.8846041215344344,-0.7660345150034007,-0.5502750496910018,-0.722626776696912,-0.8811615871397774,-0.7335871193810969,-0.8892101323036514,-0.8112413636794378,-0.8312249030643614,-0.7119025262407591,-0.770865930217334,-0.5553025680255312,-0.5056573170493667,-0.7406736922023847,-0.8408743830520115,-0.8314567597899608,-0.704256725515471,1.8190574359561442,-0.07726442944733371,-0.8641635310341239
SIDM00316,-0.7965575103285255,-1.0774279687650914,-0.7913567147428155,-0.9267919741565885,-0.7954034928545944,-0.7932561754738873,-0.9359732203985731,-0.242168629440459,-0.5580487875922687,0.207724343898637,-0.5701902166031373,-0.5368188054564644,0.0033089017068458158,-0.8817811505446982,-0.8632489701888789,-0.08455119204639981,-0.8975214721091463,-0.7133922095642039,-0.7888035171389093,-0.6955691658480009,-0.7876671978610611,-0.4268878302904895,-0.780505538010452,-0.7363344332738048,-0.810324328503256,-0.6140497557892138,-0.6853559882125267,-0.9145196406120545,-0.797128797097699,-0.8751784790197674,-0.8282400101648603,-0.7647771811133734,-0.7033430267525895,-0.6978086307615465,1.870803799114151,-0.8198782168053979,-0.7878311283161759,-0.8073910911169011,-0.7300288934178246,-0.7558790865501732,-0.31514241037179824,-0.6692367103121063,-0.8739332761274415
SIDM00326,-0.8474614180927286,-0.9790288752278831,-0.7784713998226277,-0.6870967993279604,-0.8624621669089704,-0.8143567412999624,-0.9391326718230237,-0.8644357440408373,0.22338844069151587,-0.30051661364340226,-0.6260802118471523,-0.5253905084343196,-0.2075643783443458,-0.854794262746916,-0.8157889782538946,-0.20097319397680086,-0.7878261305313683,-0.7198478786624056,-1.0422566179928614,-0.4664077800805286,-0.6954711320446919,1.0826810645372456,-0.7050236755069221,-0.9362683984980669,-0.7956553657448449,-0.6734808494261741,0.8092619900375185,-0.9319958869502888,-0.816753447513163,-0.8769222266818628,-0.8595395576980978,-0.6747356949335664,-0.6959334512358761,-0.7230748488588336,-0.7394320807377855,-0.716314179456062,-0.7590305940527832,-0.7742847602283516,-0.7931146952508074,-0.8714360111927626,-0.7229858502597675,-0.26014921607272173,-0.14157301472151182
SIDM01093,-0.8333033264571065,-1.033544224485571,-0.7362589125762506,-0.8747639100574205,-0.8392234341034505,-0.8273141702355867,-0.9155416688570733,-0.9029029260768227,0.252296752714923,-0.4284308204584673,-0.3273128149073211,-0.8330642267692254,-0.6947210148050581,-0.8484975787611501,-0.7638512823182554,-0.5680922991236959,-0.9333814772607038,-0.6364972729059921,-0.9633561030276961,-0.6358386841176452,0.05212971639659705,1.1232897886712117,-0.7822323017531968,-0.9547354620398008,-0.8268807687477082,-0.5641976485999045,1.363971930606683,-0.8982901977893045,-0.8066597576454881,-0.8765263371143481,-0.8354498889791172,-0.6986225780947238,-0.6666348664731557,-0.6887292180646641,-0.8942362853271201,-0.9092524456362406,-0.7925012886878301,-0.8040701026662526,-0.7084553299216442,-0.793388155821931,0.9617986877874464,-0.39012103103386475,-0.8319204463436862
SIDM01098,-0.8267064360010702,-1.0966017562918964,-0.7374776537488442,-0.7424017355918274,-0.8211369310494258,-0.7752904749231831,-0.9708644297471637,-0.8647580236439096,-0.3080627332173189,-0.2571122208947804,-0.6669431183589684,-0.7182838730384221,-0.7499243996316921,-0.8196502719138965,-0.7673229939458411,-0.44462585142810257,1.4454521429982246,-0.6557296508015621,-1.0209249887372542,-0.6003226110664204,-0.7874576664123742,-0.3538459607200984,-0.7621966673432365,-0.90398558284505,-0.782552333742352,-0.5257510983314705,-0.5553667462723023,-0.9012892424146779,-0.7354248912012458,-0.8403815500962418,-0.8489258324468355,-0.6752031207970268,-0.6135670573248595,-0.6932475089427157,-0.49276284873086557,-0.633962430215174,-0.7512650766565234,-0.8248127723448963,-0.8876779199591609,-0.7570617344195516,-0.7938431472007407,-0.2850991948719942,-0.8982160780260543
SIDM00424,-0.6270194608125006,1.3524683450858652,-0.44905605245724417,-0.0469888876305497,-0.6767781810935382,0.888714801110205,-0.8221495482188003,-0.8707973995922458,-0.31802839160194585,-0.5162524367745723,-0.5274725622424582,-0.357349498983877,-0.5775803041952564,-0.8034687536334278,-0.7485378111135604,-0.5547402552678184,2.8879588817756914,-0.5370865645232658,0.49020946522513087,1.2251945343133144,-0.6263587485877761,-0.5619505561612939,-0.29083000089496663,-0.9289078972320647,-0.7508283581498716,2.7251628281873175,1.3881899175720982,1.9784957234372522,0.45855836650960624,1.4756842617923083,-0.6620114479381648,0.18509263246142607,-0.1496369207034959,-0.42647355560097133,-0.8066050415135632,-0.6569047082957001,-0.7795053794666189,-0.7122367106183293,-0.7397488948539911,-0.7211649543013418,-0.6447375469928845,1.2543192485961017,3.089628386662595
SIDM00973,-0.8024803144186893,-0.9574395176925969,-0.7811165402155964,-0.8703740633177193,-0.8188130645448835,-0.831988309247017,-0.89352739058156,-0.4575073791784666,0.21432025051791906,-0.40110131437755253,-0.6548631904896216,-0.5201764858327768,-0.7052877421526459,-0.8114694300689024,-0.73879000842391,-0.2867504244241931,-0.940780126176789,-0.6816047889711377,-0.8286375597810933,-0.5398645742792247,-0.5393107505557846,1.065912126490428,-0.746652211451626,-0.8965181373077741,-0.8233642626392784,1.1344860373816663,-0.7756337048081332,-0.8597311302788879,-0.7723964464555755,-0.8147728546905206,-0.8236701671316143,-0.6643842472153287,-0.7510979002044617,-0.731011447467605,-0.7740263653418413,-0.7498589308577551,-0.7212536351605484,-0.7345715091035739,-0.7558540263704353,-0.7791409948491138,0.7561711781248741,0.29521845876284963,-0.5281036280411558
SIDM00411,-0.8964199994436788,-0.34996438600788354,-0.8196446459823686,-0.9871102346624193,-0.8531971300705096,-0.8544338953620138,-0.9130356294620047,-0.738484054070757,0.3714106772234126,-0.03827042867669732,-0.6465118381853437,-0.8620914455283718,-0.9411631304994372,-0.7692094916150017,-0.8126123524671608,-0.3441485211192038,-0.878885964451084,-0.6852906147173571,-0.8323388518595314,-0.4851586527413913,-0.21485051558432908,0.7556252900885462,-0.7965110582818987,-0.9571067429274757,-0.7980882029692069,0.6352312312589166,1.7329234052124152,-0.9525318221646063,-0.6207041001754919,-0.7740641038418693,-0.8487989272140669,-0.5782414851964576,-0.7139211129810572,-0.6189722626303028,-0.846012056587539,-0.7877035036339807,-0.8617287437738693,-0.856330783722313,-0.8044564630582831,-0.4937958740543762,-0.8581303679264507,0.19252271683535954,1.9168043737099953
SIDM00374,-0.7366680031427797,-0.8026891926869324,-0.23204144103870633,-0.49889762004516996,1.9976340065676572,1.9816904833222473,-0.8782487597423501,0.08509898512100217,1.0955037120693034,1.2389804259849932,-0.1543286820393317,0.24156100978949577,0.04704562975850671,-0.7351952389144604,-0.7839631163602192,0.19696501376749434,-0.8123037229743822,-0.6402368357838442,1.5230337656820043,0.2388836465163609,-0.7316858569301918,-0.6298377561427358,-0.7788868968614215,-0.9247037129358291,-0.760886322059477,3.2475373741552485,2.8789662829968647,-0.8166496685374179,1.0624405945409119,-0.6697108813600292,-0.783280357629226,-0.6788738262863632,1.0921171150255649,1.052830141199254,-0.7954762825091546,-0.26600995286933565,-0.8367331778126376,-0.781109707258959,-0.767171819179198,-0.7526172873063554,-0.8422279228602757,2.2149057761811193,3.230719339255071
SIDM01160,-0.7232779988209369,-0.9939909295532469,-0.7310285698298308,-0.9055757260134732,-0.9148500309776011,-0.7963193378512284,-0.925421284339186,-0.8088732437963126,0.13198770512416133,-0.6216928681959991,-0.7032131028036287,-0.9053575199775877,-0.280397439361901,-0.7913764642460281,-0.8898145903547395,-0.43738424846605956,-0.8036911298778721,-0.7501842790643796,-0.9088682344509335,-0.6609926729466911,-0.8666474242708662,1.4061314009938182,-0.7582196936787309,-0.8908451305191247,-0.9876898430000299,-0.5839682842220599,1.2329726073766099,-0.8833758104173016,-0.8148067018995208,-0.8816453963563333,-0.8683495354892055,-0.7294162967629622,-0.7048987725899035,-0.7265037255239222,-0.8205630910075462,-0.9139104648460156,-0.8548290953065476,-0.9091228972471553,-0.5485973798375189,-0.7696540288731015,-0.7318444639267401,-0.5827208033821255,-0.8386165981417198
SIDM00145,-0.8512680466317464,-0.9680261818599103,-0.7074626032455148,-0.6886418512615156,-0.8566025928820876,-0.811328846100154,-0.6377174519912545,-0.7553042658264825,-0.3667597927486557,0.16444843592953257,-0.675146257505262,1.5844063025062862,-0.7006723603000143,0.20206962209019763,1.704245532153443,-0.4922379193462918,2.8599963394260977,-0.5695517620125731,-0.8218122032067362,-0.6011999148638102,-0.5495707305590908,-0.6276095746235391,-0.7604164390536633,-0.7942863769503837,-0.7393800009453328,-0.6643369360156095,-0.5400094368890371,-0.8975802618154193,-0.7346309674233001,-0.8042057126427751,-0.7238348139431094,-0.6231381532628035,-0.5872544309855191,-0.6183246592579178,-0.7834982260070964,-0.7718139118995144,-0.8002370053561083,0.09326468012289411,-0.7571969408067687,-0.7958539506196876,-0.7107507841220225,0.2257926251513331,-0.8403161157486388
SIDM00975,-0.8161291763820275,-0.8618159076979947,-0.18781582552441384,-0.7938643035804552,-0.8296456589633425,-0.8890786814663479,-0.9181272064946441,1.1539328224102339,-0.23216004976927723,0.8513887510550904,-0.5520453371396755,0.2500823025514558,-0.816301408040068,-0.7462482400666037,-0.7781404093371962,-0.559594543947048,-0.7961347602577363,-0.6975861156400219,-0.9283439490558629,0.19857331015533886,-0.14070853716008064,1.5345806639306931,-0.776769272976325,-0.8898017994451591,-0.8220362739584416,2.925151074243027,-0.34619604955725536,-0.8767369277604823,0.5670344147701823,0.1796976149856155,-0.8354635003458365,-0.4816512810336783,-0.7041041563477758,-0.6995326995409387,-0.8738776401130284,-0.7930560179560595,-0.8423318871246095,-0.8653048211205535,-0.7921331747084313,-0.8479767505784556,-0.5275350868116406,1.410583777941701,3.0245361352257425
SIDM00971,-0.6604939122510525,-1.0015654372465208,-0.7584431884729159,-0.7192799832858536,-0.8293585168628029,-0.814032914479004,-0.8681484026494322,-0.6546743295628291,-0.2042210925011216,-0.6129484456899058,-0.4799489936842445,-0.8510313191996476,-0.7894971954817864,-0.8467395959320492,-0.6916338051431254,-0.44542119665008567,0.3714361687912072,-0.5815361634132533,-0.9404372425822759,-0.4646107533712236,-0.5633279802332899,1.1256912275780457,-0.8337243541172639,-0.9918675380436454,-0.7780222253606581,-0.5785822680625914,-0.6951996662163652,-0.872145093359491,-0.723677870185053,-0.728157791862983,-0.7468425496703348,-0.6672513191745717,-0.6311147726692984,-0.5778548667163236,-0.818215656602572,-0.7618499011082638,-0.7886581193796122,-0.8578982357980706,-0.8247149313334855,-0.7560189283268067,-0.7163314235034474,0.3388660322281753,-0.8764133443465407
SIDM00251,-0.8813828615927453,-0.9741199038533537,-0.7590885024895495,-0.8658687516009175,-0.8500616833654312,-0.8118958250968977,-0.8920944701502989,-0.6410281423599974,0.41876240275247073,0.1451590779502073,-0.7135464657022536,-0.8486068811885318,-0.8812259370862863,-0.795567045881344,-0.669691883252389,-0.5144127281678621,-0.8705888145906487,-0.6574769391297639,-0.9058941728683448,-0.6290326393046931,-0.51392221343931,1.346378184160112,-0.6687465403078467,-0.9268198368875001,-0.7965058171588328,-0.6598889880127418,-0.5728630546568876,-0.8742252002870793,-0.7288095462791162,-0.7959987995702242,-0.7688506991699745,-0.7074772862236285,-0.7058491904032083,-0.657569120372548,-0.8505846311878608,-0.7005093515367915,-0.8042787547968014,-0.8981267218822289,-0.7542721308216613,-0.8200903169820395,-0.7452554315338654,-0.054997512197516925,-0.882190516859401
SIDM00412,-0.7107219563044673,2.091132431310898,0.063008982823066,-0.029970102669707753,0.6848420983867886,1.1048353547204945,-0.894026599975252,-0.6846673709418565,0.32848188278090756,-0.5227924417407831,-0.6572580733829271,-0.5383198980454641,-0.4151943929662806,-0.9796791921314159,-0.6371408563877187,-0.09978774138862716,2.1395003733646285,-0.6279385119781008,-0.8272361507234922,1.711023445958504,-0.5158692802253823,-0.5862588613765857,-0.4402544094157858,-0.775168834676154,-0.7958632338327493,3.4002687862731333,1.8705838862605064,1.9330923963774471,1.232420948748559,2.522270119454268,-0.7873130033057575,0.40888189998924535,-0.40113140942414993,0.6104797507062257,-0.8886208525812203,-0.3746570485528959,-0.7816501522608779,-0.7122009727325596,-0.6425850031021344,-0.4284565393501904,-0.7851049773280954,1.8722197794960493,3.1919508514276993
SIDM00023,-0.7786818238906156,-1.0560315743148494,-0.7098634972965805,-0.8575990369583423,-0.8967062056616162,-0.8176442878815116,-0.9062054869171341,-0.9377057007947069,0.1514716950359492,-0.37683213941603216,-0.6565924997554383,-0.8688386717817115,-0.4248726172441171,-0.8494830505174805,-0.8423426101083507,-0.21167458293457708,-0.8625290962900357,-0.679210280948939,-1.0629234900284394,-0.6533240610004913,-0.635016141150328,1.4774256732267144,-0.7913687213796681,-0.9426254442141665,-0.8371783387851798,-0.7068646150046899,-0.5125932450527918,-0.8680264893328639,-0.8226466061128133,-0.8862716762288919,-0.8339234016205185,-0.7151839673339622,-0.6267025293237495,-0.6374441632012162,-0.9503970596412276,-0.8256412191510807,-0.7807345847083409,-0.8000025225152921,-0.8214923190187449,-0.8606493574019186,-0.7270748571794645,-0.20848243512202402,-0.8854936369582269
SIDM01198,-0.8677414738344058,-0.8731372612961669,0.13831690383434858,-0.042565940370189716,0.24391566214476929,-0.1861631885843276,-0.765222751210416,-0.5426310300952323,-0.0427147114124805,-0.5722772802931326,-0.744575832023562,-0.31294209001234,-0.6453821513097725,-0.5782601508550602,-0.6870816848660587,-0.4868335476642256,2.938742105498041,-0.627704562186351,1.7177449400986884,1.1997110204025936,-0.5876978927221552,-0.6061485674432385,-0.8097118689181294,-1.0044439723045675,-0.5924098792862985,3.4861231019684853,1.0726478880883574,-0.6316709319716131,1.1103055693985675,-0.6798097487075914,-0.6889471741062716,-0.6206887280111076,0.12958430890980735,-0.7429878045194407,-0.8256548339104952,-0.6279175419268528,-0.614769918798409,-0.7913929738744616,-0.5368646842512269,-0.761352802495529,-0.7307566788222307,1.8097011383097972,3.2477947599027046
SIDM00441,-0.8749522323149295,-1.0547467565298958,-0.7327951023408754,-0.7240383822827069,-0.8095290023527698,-0.7454378220676358,-0.8686122182501654,1.011112395123415,-0.020168294405700248,-0.49900896546373075,-0.531769883433786,0.6393723205916418,-0.6543492742094866,-0.8788682743930706,-0.6551375708989197,-0.5165307470483328,2.384211459968569,-0.6370217827026365,-1.0357424924867713,-0.511603438408798,-0.6062728214620965,1.1161072086586672,-0.7292639678254405,-0.8826902304569492,-0.7462495256237387,-0.489746029915145,-0.6492748211157093,-0.8381014379296337,-0.7626309599573853,-0.8204367555796254,-0.7487193434935622,-0.6793726883986341,-0.6325504301154742,-0.4915611390782049,-0.807859908268401,-0.7729252404901256,-0.7891602849857036,-0.8095094795942491,-0.6941996602754356,-0.8238557122545042,-0.75778519894246,0.19560172159060873,0.9548736616165646
SIDM00388,-0.7731944489689205,-0.7496104648557097,-0.5206662458416321,-0.7890471736558168,-0.8176106081044954,-0.6603661033276783,-0.890694020979056,-0.8551729226261874,-0.24136542158312838,-0.6092237419436394,-0.5609683229517066,-0.47972489180779976,-0.5467408825718525,-0.791609998137786,-0.694815212089968,-0.36288279796664474,2.9638641466979254,-0.7232817228368628,1.3684152179373215,0.18478817712032367,-0.7911840874387189,-0.5862919446117346,-0.8145636361655928,-0.8362273801051383,-0.787777720888125,2.7088025723927465,0.8309540928426583,0.6353087079253565,0.19478808863869485,-0.7625489979717303,-0.7504212935968211,-0.6727881622989028,-0.26065215710681966,-0.6276548511227672,-0.8257464356070824,-0.6430587403019614,-0.7081677851207576,-0.7424118522196798,-0.5968721042525414,-0.8037194175190013,-0.7845915575841385,1.5885708380690888,3.0844711987612206
SIDM00417,-0.7248778574771914,2.0668566604785092,-0.43038957459195437,-0.6632049331306045,-0.8038659758302859,-0.7678462281030184,1.610697560480594,-0.20386101676274784,0.19955059448875676,-0.6712046543027493,-0.47930166031285654,-0.1480798918481301,-0.6964645665180781,-0.8524415033903345,-0.4675652281526692,-0.08644074007168023,2.4953421481910407,-0.7139784188395089,3.1552488632161952,0.8195972019999733,-0.8081161293542629,-0.5266842451371335,-0.7849416859580706,-0.8612088234518323,-0.7158109858693951,3.42148613231786,-0.5294157991100121,-0.8329472160155614,1.1332259899062507,1.3409699868093714,-0.653817209368487,0.17631949417849532,-0.625133823852409,0.28998198095704353,-0.8379631256894375,1.0755585848967428,-0.6376710153748679,-0.7607445765712406,-0.6493592912702997,-0.8268187222611706,-0.551079018839901,2.3181835631670795,3.0508671591719922
SIDM00416,-0.38905177956818726,-0.5193371627638087,0.07706651327309694,-0.34392046716679814,-0.23234017817999073,0.15599209420676272,-0.8751307629441524,-0.7391066509982396,-0.13304980627876603,-0.5206061647429228,-0.36256273817048706,-0.649803778912429,-0.6197014958049694,-0.7377424156285032,-0.663108605499138,-0.42304370698098026,3.3852240177393154,-0.6942471615563726,0.8693175931562697,1.3894599712494373,-0.664036488280954,-0.6615891734136541,-0.11158457878745655,-0.7856179413689192,-0.7905290944684714,3.267691391630973,1.620923426938212,2.74871628825512,0.08077240289491867,1.92395076213775,-0.5477419775386645,0.2822439794689692,-0.3544681362013921,-0.3929004683674206,-0.7886015018163398,-0.8270785624310358,-0.7795214226034927,-0.6283196188796135,-0.7456790263868186,-0.776070118104797,-0.5528204067079899,1.9759736265581558,3.1757305700046534
SIDM00974,-0.7704195476601421,1.161204286635676,-0.7080906547572481,-0.775505554625666,-0.8293682319021062,-0.8537528560442491,-0.8578182580653693,-0.03371779847676747,-0.4157294414509051,-0.5062616332789132,-0.621648085460521,-0.6447432391482675,-0.8387938443973276,-0.769422852590015,-0.6852166898339768,-0.5396301040393312,-0.8476327135045736,-0.6371420419147302,-1.0352491394411263,0.042201025931896376,-0.09555510703901103,1.0650074033989574,-0.7894017872203196,-0.908697381921467,-0.8195158003429224,2.894934656983389,-0.6183987863333583,-0.8129690810483303,-0.08111320251271215,-0.7405855774056614,-0.777296370106907,-0.49967083383501143,-0.6980649852330039,-0.7557031199962448,-0.8464977390466385,-0.7486531898156015,-0.7491336366592705,-0.8239131647959625,-0.7170169970140096,-0.7912554025171743,-0.7014095024632591,0.9102025070807079,2.31163244976804
SIDM00833,-0.8119778772675614,-0.7923035800815973,-0.7597315109040975,-0.8830204622615532,-0.8877018723655834,-0.8319532272629748,-0.9350836985297141,-0.7119930893363209,1.0045587725315792,0.38149287385496433,-0.6747748253686257,-0.8504406433315408,-0.4874350437870802,-0.6579869043556387,-0.3523655733241142,-0.5125082790964356,-0.7720196745609802,-0.7332209688955249,-0.9782553848800812,-0.42916352565300797,-0.15416578879045367,1.1147538599023885,-0.8683433325335503,-0.7288795650721929,-0.8481133642516177,1.233298890841896,-0.6486750666529496,-0.923598756352827,-0.5739566856660377,-0.8099109977257609,-0.789952154533171,-0.4169162018064178,-0.7043830651096565,-0.7176262976544352,-0.8887118248047411,-0.8425917775841713,-0.8036054872233018,-0.896502222028537,-0.720944907811401,-0.8083915283634042,-0.7532267363850477,0.2958602274169992,1.4794382325915942
SIDM00562,-0.8048687470925707,-1.0456578683959992,-0.7091557679776183,-0.6051142776619378,-0.8428974676353463,-0.7791818219017719,-0.9000184766036647,-0.8687355772376167,-0.4193628702585727,-0.5445896806822512,-0.5310078620515805,-0.7469089493975813,-0.60912632922073,-0.7492803888540845,-0.769018788799774,-0.5654732859125995,-0.8103988294923355,-0.6721871249867928,-0.8080969465251095,-0.5342535918516049,1.3069853992706852,0.8287332225744054,-0.8528839586232536,-0.9116152914639228,-0.7150925265528355,-0.6170455583094293,-0.5297031555505275,-0.7936301408423179,-0.7863623037305835,-0.772547240543743,-0.7169206196553675,-0.5361619441618839,-0.5916295918624906,-0.5684875560293416,-0.6407554784766911,-0.9536670620011166,-0.7823631230033324,-0.7572730683425741,-0.7982269096956706,-0.8305742824081439,-0.5804343032368365,-0.020867366684247036,-0.894023815348655
