,ATG4A,ULK3,BECN1,IFNA5,IFNA4,IFNA2,GABARAPL1,ATG12,IFNG,ATG4B,PRKAA2,PRKAA1,GABARAPL2,PIK3C3,ATG5,ULK1,PIK3R4,ATG7,IFNA21,IFNA6,IFNA7,IFNA8,IFNA10,IFNA14,ULK2,IFNA16,ATG4C,ATG4D,ATG3
SIDM00292,1.3961272704713976,-0.34925602501627745,1.0708314296507322,-1.037839281458697,-0.7754154109245331,-0.9931835409077405,0.5783273065880998,0.2168093375481898,-0.9980117368721669,0.935095351146967,-0.260648234935947,-0.7843570770001229,3.1796479195080662,1.1884524974439068,1.3382176801897505,-0.061604493164335916,1.2295275140380433,-0.6244542324552441,-0.8343452670005771,-0.9232725196802214,-1.0257537185629488,-0.7624950418614042,-1.0553755574097559,-0.6375123743450359,-0.5811898823922157,-0.9901644126234653,0.6120284220943933,0.16165895559554397,1.8898380650179158
SIDM00623,0.877634666474996,-0.14839057525996352,1.8891190916702694,-1.005483076706196,-0.8807553173941993,-0.9634467311725017,-0.04577343957082673,0.11576912145222241,0.44484093474753894,0.7561561186536582,-0.8040320365549857,-0.3760548044753934,2.9242677761328606,1.8342135401999227,1.2345878176624432,-0.271274188730096,1.0728410348017907,-0.06484594815890754,-0.8742950761997978,-0.9597770137132247,-0.8876207600016689,-0.726553612180641,-0.9815590432161987,-0.47190479461037466,-0.8081438099039318,-0.9855141353442955,0.16515545257162106,-0.16878885616626862,2.026475399751151
SIDM00638,0.7287753343275367,-0.203272034338595,1.7590537035741365,-1.0431384698171717,-0.8396181726891783,-0.963826105961421,1.0265670751205458,-0.24523995565044754,-0.9749228050853819,0.17205259467840903,0.22107154657068945,-0.3576360601423581,2.3939475435888666,1.1941583880766709,1.5077296884825682,-0.1625993342327123,1.4379868382133314,-0.4289955167755127,-0.8810776480010579,-0.8988712876303203,-0.913411369303522,-0.7474739337622828,-0.9865366133160455,-0.5665804536117856,-0.43909706604877813,-0.9715399648796245,0.4261528743990308,-0.11874506587431662,2.2225678696951023
SIDM00527,0.49995482921566026,-0.5738251308570623,1.8463971831023909,-0.947538286056499,-0.8333125902002317,-0.9808231971321557,0.16130018846831734,-0.11295013365170738,-0.9607091454863683,0.5642843666081361,-0.5481358025156539,-0.37365022913142465,2.43944254958713,1.757923336002041,1.1223818836837671,-0.19279299436882702,1.2915064818771875,-0.09295546475086373,-0.9215810308763226,-0.9130505874758639,-0.9888125486268797,-0.7451820586501331,-0.9861266808694836,-0.7502394203397508,-0.7311004062567574,-0.9492658705054224,0.17333570545535032,-0.3241262333085388,2.1494869305423006
SIDM00976,1.0176335109735337,-0.72984828873377,1.6032164637911266,-0.9935088776111292,-0.7378730397301314,-1.016208804440723,0.8138524403129349,0.16949125544342242,-0.8971180276228665,0.594554371864358,-0.5176110977872638,-0.27588797012902583,2.499681304596367,1.9366449174341036,1.5619664603621357,-0.3584975266147252,1.3062037770807593,-0.3934481786003579,-0.8579862591590999,-0.9206778838802364,-0.9258782553225852,-0.758035306160746,-1.0016473438355056,-0.592658077135589,-0.525506397933823,-0.9637986781868284,0.21883346465542264,-0.13636171377607326,2.0104830280416497
SIDM00316,0.8035525783111179,-0.6770293119339362,1.789962937471774,-0.8544877404772225,-0.7030653855757907,-1.0115055731604006,0.3521461570071062,0.06751853079820917,-0.8756202038028822,0.40210164797407116,-0.6890274190622795,-0.17773440023284764,2.50170261890302,1.5803695354894092,1.5580337075692712,-0.22316664102392106,1.201114961244461,-0.014168898199908849,-0.7824944806022743,-0.9110452712250865,-0.882340822528844,-0.6870300243296475,-1.027048232219737,-0.7852089484681335,-0.6820192010815701,-0.826177472847312,0.3728112151176008,-0.3994406293319525,2.020039525924977
SIDM00326,0.7791826298484777,-0.26002545753397677,1.6282009903187633,-0.9840654150634788,-0.7266906325319912,-1.0186595389720443,1.390282402850995,0.019329312437276112,-0.9312260142198717,0.6566441790363455,-0.5410757438911225,-0.06273312584044674,2.8175343674627706,1.083714460129312,1.28112346593644,-0.19349855978719857,1.5211346543437407,-0.21575938412694054,-0.8753478777794255,-0.8517336089945841,-0.9089793657500548,-0.7528198689670037,-1.0522737112418912,-0.5839432263876586,-0.6191074134054939,-0.8612397046772706,0.34710259240071284,-0.012748755914995493,2.179164417665701
SIDM01093,0.8711415653276996,-0.43265396675135703,1.5912443402970713,-0.9505031917136995,-0.7576498793344021,-0.9453462057166777,1.3381178808233858,0.5435441229779868,-0.8974013083588045,0.30644947567321285,-0.05273664914363298,0.31005968944922746,2.829498925915298,1.2353839892078928,1.2688887692630617,-0.45139848886123546,1.424935639099538,-0.15948347379035177,-0.8075565577347924,-0.9649866521725171,-0.8976109137651554,-0.794044141989854,-1.0416201143589259,-0.5794583298212208,-0.11091080784657259,-0.8462125451231954,0.16558275774059444,-0.14857252143435615,2.042992712757713
SIDM01098,0.6172439625542078,-0.5769480339725439,1.7677492508918062,-0.9628026547124764,-0.74761670717361,-1.0956788859829505,0.1343276701589535,-0.014127078953777213,-0.8418030700438356,0.6675144420786571,-0.4226228348385076,-0.5879763465182329,2.9268008051025496,2.2424898534544346,1.1506120057893903,-0.26495764386018344,1.3536382587151363,-0.29893716349654137,-0.9066202499115216,-0.8799073630174606,-0.940422201418644,-0.7246058705864314,-1.0900303241246192,-0.8126669015826246,-0.32681300674490615,-0.9067644889005,0.03354026097901063,-0.11226047495152147,1.882235677252302
SIDM00424,0.8289631592701505,-0.4861673841529826,1.6540562473603728,-0.9094094980542651,-0.6553203481294638,-0.9539614832648067,0.4942424247979611,0.15858124311433078,-0.852267772567404,0.8024226362702984,-0.7160416809980771,-0.34182241082699455,2.938252187593673,1.415093274344329,1.654121570089881,-0.4746028491951339,1.3686696840481412,-0.0455412274003621,-0.749685619142528,-0.9214001683519414,-0.8606663850024798,-0.6579490610915057,-0.9631265111326985,-0.7447279572047303,-0.7694796226760862,-0.7204209409118099,0.7328564418676715,-0.23443063479535306,2.6939775710993383
SIDM00973,0.9680012375265377,-0.5440494089012357,1.5611523777750616,-0.8159844966648085,-0.7237070944974151,-0.9235653340011684,1.5990643390286472,0.32347780311948077,-0.9637854083214528,1.0767474386069174,-0.04512561642839098,-0.4043461935862997,2.8166440646339375,2.275298902154957,1.6033426401459976,-0.22824097562952775,1.3615727109113223,0.01332858631247954,-0.8390940686374532,-0.8752651437590617,-0.8841734227480229,-0.7351003167426446,-0.9725044918621023,-0.7621426081642638,-0.34234635019104775,-0.7690799080335512,-0.21948424492268997,0.25870899972643463,1.784581399638667
SIDM00411,0.31941783836316123,-0.6831481842218712,1.9036077960461437,-0.829302483230719,-0.6847625608124843,-0.9720137656700759,-0.033404620384607356,0.049021052835785284,-0.9571939607738356,0.5836283460542127,-0.6472782506205584,-0.6014025452428605,2.4098314063146185,1.3226431477791227,1.4449836243498342,-0.4771039093693509,1.3960971123226344,-0.39943889581416325,-0.8475143895765082,-1.0322682680357822,-0.6502296874948985,-0.7324446501458278,-0.9995220388137357,-0.7971775606876714,-0.6814190733240167,-0.7313907260272722,-0.4129172964964786,-0.030707484398337623,2.0303181894605906
SIDM00374,0.9215021671665727,-0.5917518873932526,1.8667640282787803,-0.9034290581418373,-0.5544650045077987,-0.8756149728651328,-0.29521249111861,-0.1399945743822791,-0.9123252137889365,0.7761999758026461,-0.6871682418401431,-0.44729705566480604,2.91004165042808,1.78052695474676,1.3595291756508736,-0.3546669464382653,1.1690460435722805,-0.4817731112521391,-0.8410905848850698,-0.9289104161581287,-0.833363286358495,-0.6957065109300873,-1.0401798775575417,-0.6534428140982165,-0.782068937154097,-0.8137047774574909,0.76930392025,-0.22449278146674495,2.2360743579540268
SIDM01160,0.6693819839645545,-0.6557344163484027,2.0695021169307677,-0.9724999628922757,-0.8731173273782402,-1.0312461930749823,0.3395239711541609,-0.04063712027556041,-0.917329433363766,0.5456776023061128,-0.6783143563169897,-0.2893611927287782,2.5830820680605955,1.828480791370675,1.61106789093137,-0.06747064463798857,1.3166814750627664,-0.004794680182286204,-0.8253451914438488,-0.9264353159397796,-0.9346200628248885,-0.8496640168989891,-1.023365490832799,-0.7273446819423094,-0.8203109527231578,-0.9720575454258437,0.12368396985860845,-0.4503887098846481,1.9853925121133957
SIDM00145,0.9319227169302051,-0.5801733007579212,1.7527683184365224,-0.9151100825835367,-0.7586151998835158,-0.9385478802319129,-0.061167838024377766,0.03673769960860243,-0.9445743389276118,0.70028457371077,-0.5342719010631798,-0.40526088072306155,2.3486719380340473,1.622255490237449,1.2615175174355733,-0.11286033448337407,1.556583570624055,-0.4984619948738505,-0.7838115255414211,-0.8353978164185528,-0.9238086444797824,-0.5798481888244652,-0.9864178093125021,-0.5470520678664351,-0.7254729369129215,-0.9575537131640323,0.9899718786304087,0.27012853990062946,2.2056611874764935
SIDM00975,0.5579486085934326,-0.7019742949667311,2.2159389325304457,-0.904518145788487,-0.788941653410625,-0.9526559297654711,1.1312249986991845,-0.044994570552574706,-1.0149303672668402,0.737338854290572,-0.3939912321887402,-0.333383470622943,2.8560390416689376,2.094585939956655,1.2166018209737892,-0.3838895068328204,1.3373182421983447,0.017943878290755774,-0.8500087487485881,-0.9120711464537209,-0.8642111624435769,-0.6254878347228578,-1.0751260792376758,-0.5796721880681903,-0.787763417601159,-0.9213329429325589,0.6080890746583686,-0.2677630099082949,1.8858687426418053
SIDM00971,1.149284058388353,-0.4058900920694768,1.5749671452990128,-0.9114304400658572,-0.6827710067464197,-0.9649426613204727,0.5361542680260716,-0.3067413190498103,-0.9047319557435736,0.4661926684123251,0.9183309610401575,-0.2679269190864183,2.212082040411827,1.3033775286028015,1.5859887022144943,0.11109028335203047,1.4837364818897405,-0.22698336306221523,-0.8730122774112443,-0.7595378789811111,-0.8958891433494679,-0.6909179568787002,-1.0599201343153728,-0.5966755976862128,-0.702153934876837,-0.9017980255442469,0.3170108243871721,-0.22671949773181646,2.0767503204841633
SIDM00251,0.7074263319059483,-0.48783482584486976,1.6647369569939896,-0.9138581729327062,-0.5997473072643787,-0.9469213521490628,-0.4623907826143027,-0.07499969384456422,-0.9949281859038343,0.6424005137900844,-0.829265639758703,-0.30437477052990225,2.6854021270790414,1.5629708102286133,1.5164229133351828,-0.42095653765231567,1.3564339027601997,-0.3684303407361708,-0.9149469243650736,-0.8841479252953641,-0.9585831857902601,-0.6557602315781033,-0.9760351080224249,-0.5778560114721998,-0.8565352274638562,-0.9131223453094106,0.10258550990404745,-0.07513099223616203,2.232753209422448
SIDM00412,1.215175590670179,-0.5785564362423532,2.1041439657851853,-0.9749460360206773,-0.8652192021552061,-0.9629963221415697,0.47864792486487906,0.1689887048949679,-0.8206817657416209,0.9070622920767257,-0.6259492319218211,-0.34708574169642714,2.80960815592553,1.853621384413458,1.4786014194543526,-0.5439110882364189,1.3741467063930615,-0.2597133806274313,-0.8922253317914965,-0.8986423465884595,-0.9327394762375582,-0.5684984584950946,-0.9958957474351027,-0.6267333955992533,-0.7453233944171518,-0.9200071095861976,0.4952979822941312,-0.2118240325997032,2.303673192530466
SIDM00023,0.5053297028646403,-0.6845580114799721,1.8358759586215838,-1.03049354883721,-0.8675814090339291,-0.9557014077215368,0.22855633872023753,-0.39122136356060283,-0.9224674708408854,0.5754266118256335,-0.7463740436021892,-0.005559868298374868,2.4866901545910958,1.4842943821648975,1.2968063904028502,-0.3752697273074954,1.372021623092272,-0.4829812491679972,-0.8949831947528124,-0.9016043439424625,-0.9507545205848414,-0.7073082841619661,-0.9992941143426343,-0.708561039370828,-0.4558283342544471,-0.9676499982618898,0.37362551528634863,-0.12146244775846146,2.0855193561144643
SIDM01198,1.4313430817077588,-0.42332372804714236,1.6499097580775217,-0.9381343846263422,-0.6347481582259964,-1.0000496302147277,0.12148388177179519,0.2223149679235505,-0.9740314797975652,0.8688411166828817,-0.6324303684524083,-0.3810263849633156,3.017209107039074,1.6933961808999964,1.5693236384962292,-0.45519262366370955,1.6252225628765238,-0.5158363854573006,-0.8432824394062166,-0.8110702080959414,-0.8521506122717114,-0.29874099398225984,-0.9640077691540395,-0.6320189573029372,-0.7977283969323581,-0.8756759267225228,0.6531436775847245,-0.16421647881168,1.9733503392190908
SIDM00441,0.8558896610478463,-0.45544008841764666,1.685898905497613,-0.9782977040233306,-0.9550034538217811,-0.9600755350980458,-0.3893996556175105,0.04875206580706816,-0.9425391346349073,0.5157473631166067,-0.6824762640732981,-0.3354590350223656,2.41170121269565,1.55332108883792,1.4929387059882344,-0.21305449151622285,1.274123361903206,0.2840205029287527,-0.7836511795559993,-0.8925883415115944,-0.9368649085383148,-0.6498245040976715,-0.9311665403201502,-0.5253115009217071,-0.845366465029611,-0.7753260736946669,0.6756072955570545,-0.2191670984381761,2.4432093497033267
SIDM00388,1.0405798717231403,-0.5554936747306031,1.705384724321152,-0.8651100661076371,-0.8623751719506557,-1.0037297181678955,-0.05721537954269908,-0.05790484624891717,-0.9504429942709763,0.8959204694479261,-0.6811299973195021,-0.4031003972752291,2.5863555129026983,1.7944562295807265,1.2922490221274034,-0.09930032636411354,1.511876425165528,-0.30037652726778374,-0.8216647859276397,-0.9893316947780162,-0.8947952918179608,-0.5940928130099362,-0.9075419574560587,-0.546964571458394,-0.7941031620162349,-0.9451242663526144,0.5874829424717829,0.09941489898732678,1.9987769938388475
SIDM00417,1.2338141398833984,-0.577051780795324,2.0501452485380356,-0.9635589011674315,-0.66727522966257,-0.8677836834678698,0.6192793718273959,0.008918580332412442,-0.8021406317854608,0.2129302983914003,-0.7527426211879679,-0.43862549238374104,2.7124028873512853,2.006148203533704,1.1048418975291054,-0.19408193153836903,1.3834276832776646,-0.4815061146796761,-0.9030572226260624,-0.8107375264770416,-0.9952461161968386,-0.6347789146163076,-0.9596652472961587,-0.561353203946169,-0.8281742240319525,-1.0624941303304876,0.42944179730849863,-0.20139015570956967,2.2488495490370797
SIDM00416,1.128758970220564,-0.6070544857338073,1.816894706478131,-0.9408249000672827,-0.8819307711495259,-0.9890444073348572,0.5132121843776987,-0.029897860317129925,-0.9962849078590484,0.7533899863193858,-0.7276580208882977,-0.3098652465687458,2.961664481638225,1.930795207183072,1.54156103700348,-0.28468107859860214,1.506954763679754,-0.21574316890551287,-0.8903331113567293,-0.9916254455566659,-0.9410976472383632,-0.5588391983250633,-0.776185313139136,-0.416361302926385,-0.7853145740581758,-0.9978204321614178,0.3463070060081837,0.05831866848064181,2.056771627668489
SIDM00974,0.6185291072989679,-0.4270465473456568,2.1312879322512366,-0.9335472665543726,-0.487457673546344,-0.9761400287651194,0.20103944454930475,-0.015609854740276003,-0.9844220362192434,0.7263815989067118,-0.71645822700401,-0.21720846039138528,2.393628848989552,1.851955988209567,1.01293697319814,-0.4222994333251188,1.555926104461536,-0.10595003901927892,-0.8564011360054159,-0.9009099159154482,-0.9289726089445919,-0.5892136526920456,-0.9519406199525061,-0.5907505359259226,-0.4005266536825661,-0.9182041030381114,0.6564260525113437,-0.13587212550343217,2.3290796027080396
SIDM00833,0.06493036954320004,-0.46699581591600176,1.7868315903008483,-1.0237959503584015,-0.8366211413367749,-1.0085754375652694,0.334278991040493,0.04083236012512576,-0.9268530879893394,0.7356554500815505,-0.67264821946195,-0.4032288399994701,2.5639743760866924,1.2795712838436784,1.0687912614836357,0.07017841180909437,1.4231821045673412,-0.48204199735579273,-0.8743435426452807,-1.0274825792068876,-0.8629069264084097,-0.6899827298681998,-0.9636018871621613,-0.7094204900499178,-0.6919146846321753,-0.9409576219453172,-0.1988549893770563,-0.4315541570407934,2.007925489355779
SIDM00562,1.1644222136818885,-0.29746772675639205,1.4347621151263261,-0.8851000820392931,-0.8010634165861276,-1.010008345399799,-0.3001512791338421,-0.2091619142937338,-0.8874073858579716,0.6293538868236553,-0.548425937505296,-0.24700772772674442,1.699502394993271,1.3166953150674516,1.0740495150201337,-0.33450337506111355,1.2197368105845086,-0.044579923628451125,-0.8062973116966784,-0.9109088864608064,-0.88442170508495,-0.6811885042363407,-1.00788908590573,-0.5754341898276408,-0.6427661336156671,-0.8678252821741884,0.4499087370805734,-0.1226794188666145,2.3375804678473835
SIDM01102,1.1285165298131332,-0.6121446179946577,1.915623195526783,-0.8867928519900669,-0.44455694453411615,-0.9083980923794855,-0.40710686013866565,-0.12192333549756543,-0.9923186866229587,0.8694940378680973,-0.7616595471547003,-0.09207742838409877,2.5617118545889577,1.9620182716778416,1.5817674199236962,-0.17158906018861192,1.4810236952141151,-0.1770660664444833,-0.8578212743463055,-0.7120245746727767,-0.9845409335822521,-0.6091652911738816,-0.986305987908195,-0.5879939457434401,-0.7939351229211289,-0.8553174251288114,0.5699184084789004,-0.04332109149985301,2.0449658415177865
SIDM00418,0.5530393721383364,-0.6478793497485796,2.0438160239467154,-0.9282915598744627,-0.8113571704428405,-1.00970102268033,0.4754109705197949,-0.15340676659743419,-1.007547680995329,0.5905452376077653,-0.1895017095583447,-0.4636884827276832,2.5345257856466143,2.1376902070793125,1.5931641248774329,-0.07116111237083925,1.111702583271686,-0.2335921594655016,-0.952223317525037,-0.9562270316257065,-0.8935454876808411,-0.6184756753469218,-0.9722720009830583,-0.49737147787107927,-0.8055727905272502,-0.9422454847846179,0.199392232742395,-0.1988454882028194,2.023999433258713
SIDM00841,0.7469707266128883,-0.6773561394706982,1.7914595442772785,-0.9896589260341566,-0.836762497169267,-0.9074695925749224,-0.02654422459588728,0.022427784513741496,-0.71654808931063,0.830301043871466,0.1788258311550197,-0.3615382004837505,2.8260089068474743,1.2640537716569487,1.5747949681042048,-0.30246450165521693,1.1192272809035495,-0.35348717961535575,-0.7895910710420457,-0.8446098848378841,-0.8878981528111317,-0.6530405871492201,-1.0318893168000736,-0.7427509115131932,-0.6736901121143185,-0.8651710757465507,0.2964501471592313,-0.2304011214002269,2.033005299343491
SIDM00260,0.5732292565445667,-0.3606399416244458,1.6861259150915224,-0.9709510772904639,-0.7481952038064109,-0.909105140941198,1.822061746678943,-0.03823867295473344,-0.8545321975164787,0.6670181114095545,-0.6169232105903448,-0.3404480813349754,2.71378133447393,1.1953467703841794,1.7366039686584598,0.2625176006482024,1.187243108335499,-0.015199649687108362,-0.8355248079310474,-0.9429943037481076,-0.8878210018092527,-0.6777395648390656,-0.8658861781950122,-0.7395095605258166,-0.7531348326432588,-0.8117850788086539,0.5714062604540682,-0.03125014862883456,2.0296167001213465
SIDM00111,0.6132362741794947,-0.6543302548601148,1.805689714959072,-0.915664261726517,-0.9085506909777489,-0.8940334386472671,1.157117667026214,0.11476231132367658,-0.9494530733817034,0.46321509133500594,0.4137410021709561,-0.2627024829046887,2.594170674123583,1.2247852991568962,1.5679980157754918,-0.3516204589630641,0.9269020512080953,-0.37746563877626815,-0.7788650388681689,-0.9434058680842714,-0.7768119772386544,-0.7690598190037682,-0.9418771099664239,-0.6503979275916021,-0.21083013554986535,-0.9586245071493454,0.6401334616483879,-0.2957245127946607,2.0114028441851044
SIDM01179,0.6188459508174597,-0.728395952377748,2.0882889449669055,-1.0117060908116606,-0.816783593049902,-0.9596699680530698,0.29583636890434534,-0.11489607603826067,-0.9672561035442888,0.6718919885300347,-0.7160334677670929,-0.46959546421133375,2.6546101986653325,1.6631585333561418,1.458588627105019,-0.19194760701527314,1.0561025325048152,0.18509600809707266,-0.8614294570288252,-1.0057136799995992,-0.9056630773250589,-0.7111922149272023,-0.8452351966975122,-0.5638769762340937,-0.19214569830771594,-0.9381387425930642,0.15498252413905364,-0.35001792485731353,1.7000514967771707
SIDM00351,-0.06915485021821617,-0.6172655350532861,1.9268436358002188,-0.9642339302418491,-0.7676460453625599,-0.9918164712932777,0.8483321218143358,-0.038314314553165744,-0.8582904931518047,0.5506758090825973,-0.658010652683529,-0.03778304870944479,2.4574481918438,1.5195088008306379,1.440963100388141,-0.4176996904419685,1.5840854469212429,0.33148713090970156,-0.8865087667593942,-0.8940668454179391,-0.8056971553685308,-0.735702797542082,-0.9962042288180183,-0.4713067698100272,-0.776527627436189,-0.8733793391131333,0.007783954991434543,-0.2924204635289436,2.240115816628679
SIDM01205,0.6994057080041303,-0.25408631682324884,1.4125094249166292,-0.9016703686547893,-0.7628012876483867,-0.9536262270038548,-0.2594338223765313,-0.1252748199547371,-0.9319300035299893,0.17408887656355054,-0.6530107648634775,-0.22819665478540954,2.227080283230439,1.8655027168126055,1.0564409925345248,-0.3792922252161763,1.1223904383769945,0.8170983648681577,-0.7423316186949651,-0.8965898313749804,-0.9136738068617882,-0.7063094976025189,-1.04349563973492,-0.4295905452937964,-0.780599370455334,-0.8655468123253004,0.7377823616676223,-0.22399961504382718,2.508892060333878
SIDM01095,0.7219853929000198,-0.5121386352264188,1.596869961839359,-0.9621272768612417,-0.8207603399315321,-1.0650497230317757,0.7070571797828605,0.14719247706945163,-0.9414248211541415,0.5836773691056318,-0.7143147014188768,-0.37886834634058064,1.8468036846738929,1.2139638555282206,1.4501920326147466,-0.49709491594587013,1.1677353331241687,-0.42625386704215595,-0.907647168213511,-0.9697079622208163,-0.8744527052782507,-0.6651987399115333,-0.9835373151151884,-0.7627731933734445,-0.8424589700196278,-0.9939137710826067,1.0073957972257412,-0.17024585454214805,2.0483133155853372
SIDM01159,0.5319772565084532,-0.7308432146348899,1.8243712947920832,-0.9352559602399095,-0.8221245792914563,-0.9193441181302063,0.46979518138316095,0.47202719545962396,-0.9428836595088922,0.422602791499791,-0.7310236337082201,0.018048867666204844,2.72580453040117,2.029213215816016,1.2804134536199372,-0.35201137013416894,1.1087412132271686,-0.2638774578193702,-0.9312954563157728,-0.948246355230766,-0.916385082011411,-0.7710789053090075,-1.0580338364614417,-0.6732717494775787,-0.37230017820570127,-0.8318564462536097,0.4901212063701045,-0.464567641827959,1.838252820657115
SIDM01183,1.3518079551630997,-0.7079562206576384,1.9335277769806871,-0.9059603823851524,-0.7517596475843333,-0.9847185462407818,1.2319952895432549,-0.23345582542576385,-0.938016952792764,0.38250461499549643,0.2881651887481987,-0.287689086891732,2.7769221376973885,1.6116300163354949,1.095763686802507,-0.028631088776334836,1.1275907370547726,-0.03704146310688887,-0.8682308551155885,-0.803372425095132,-0.975800157789023,-0.6774040657366694,-0.9709515300008779,-0.6222726324102512,-0.783552115308137,-0.976885914108169,0.1422232336679882,0.696516900842575,2.3038367413649214
SIDM00328,0.4244659758308157,-0.48310475735793074,1.9124474146666035,-0.9988489094973573,-0.87504005516667,-0.9573450459570227,0.42492907226726945,-0.30337990076124,-0.9066786805985515,0.4929669702466915,0.7474838698579992,-0.30352122299686024,2.3779204270185286,1.6996679141854334,1.5959345022944171,-0.3620015014396066,1.5448568282303838,-0.4378877115462652,-0.8628763111713252,-0.9081869939453552,-0.9244824733046095,-0.7124631426641616,-0.937998253610248,-0.7926061756234091,-0.856286918847474,-1.0314160838820383,0.3768278589527764,-0.16290299223073393,2.0571399497729583
SIDM00389,0.9081722412332279,-0.5167351666241116,1.6708195189804962,-0.868693068658855,-0.7640207694827161,-0.9565596004223035,-0.030995176115144435,-0.07540165088584139,-0.8261000048783664,0.716773802627869,-0.7580971079430606,-0.18675363528574168,2.716866259426799,1.6331972482033492,1.5842270270434209,-0.6842762779451012,1.3036554414645904,0.061779960137516,-0.7933193358293997,-0.6881562888121948,-0.9084863986753801,-0.562567672146941,-0.9522289092358477,-0.4977200546845666,-0.7809906888488954,-0.809156322781387,0.7357125546678073,-0.3425945553056789,2.551642449623888
SIDM00489,0.6726171290017727,-0.24871609398371708,1.5067543116348785,-1.0084240481190907,-0.771438853766183,-1.0128055679469001,0.556015265016821,-0.06469684762698241,-0.9455152370557931,0.8596851965627399,-0.7760296175140406,-0.4405095335097302,2.7913289452010766,1.616352300401469,1.5204145300218337,0.47578006432195885,1.5989639637223865,-0.5273968720488436,-0.9550676196687051,-0.9444156297692073,-0.8908594463962105,-0.7079559479583192,-1.0104280532891177,-0.7272508004520957,-0.8707286104497396,-0.9488838837520127,0.5378358904056305,0.007227051312252014,1.8946194423427134
SIDM00953,0.6992885471642212,-0.16783265302867775,1.6940187195070373,-0.9353726030675471,-0.8772762165594409,-0.9488440059780009,-0.06739738144487449,-0.05840797685363331,-0.930764799220473,0.6935441061847791,0.20883919450804955,-0.623611151039492,2.572047461101275,1.9069329690587338,0.8977735128706992,-0.49641848097204017,1.4396303828145653,-0.4235178649966779,-0.8202753716401177,-0.8761541002022859,-0.8746325695127923,-0.7817538206162706,-0.9884917971078064,-0.6951966280124035,-0.2899852913667492,-0.8680909953296934,0.641159343722728,0.2453758650513659,2.148526054310536
SIDM01245,1.0781436889888478,-0.488402292797693,1.689824224207359,-0.8753573431316964,-0.5380418001300483,-0.9822328709925491,0.24492700138043855,-0.23980952010197332,-0.8592201969572901,1.1092728894858532,-0.6436002368592789,-0.29972164346303043,2.549465884382202,1.6248291507287838,0.8625799118426207,-0.14287173776274284,1.447801365738733,-0.4500883664148433,-0.794190467329534,-0.8794056393065155,-0.9042876658143216,-0.5983745531800474,-1.0389854661523075,-0.5971768825792795,-0.7848328003303148,-0.920185460038953,0.9774891693626113,0.1204647137930088,2.20862187755344
SIDM00929,0.9304207983939284,-0.5085775544663574,1.2879941970368893,-0.9774070469798922,-0.7955575576308598,-0.9753250986001019,0.7401866754098909,0.3552261330310894,-0.9421177003924375,0.4458579614198452,0.047036850124854986,-0.2609909421679657,2.1846450977764267,1.2685716221141008,1.2997833728495507,-0.31887222588205993,1.0378659696622783,-0.08575162419080991,-0.8448036124838375,-0.9387331491135185,-0.885210910848603,-0.7832305176913307,-0.9773253385131924,-0.7269540391690128,-0.16809687773159693,-0.8137122428701886,0.7072659253137801,-0.23585746096536467,2.202903641107521
SIDM00732,1.2536175405507974,-0.613954313883744,1.944960915101339,-0.8722246128534663,-0.9103629830764207,-0.9811445189078214,0.06333534805590382,0.22288140458797828,-0.8730872912192282,0.806960482024345,-0.16022272616412517,-0.4262902416087142,2.2704984264623898,1.3052533421720176,1.3792250176528575,-0.2578466388067023,1.3181434059095753,-0.1339336574807863,-0.7817493433093073,-0.9155173113029669,-0.8578986009787389,-0.7269141523117204,-1.0197793005900728,-0.6776488134597464,-0.5466237380894731,-0.9392113231158415,0.7111594132008059,-0.36881752283243485,1.9997761264516871
SIDM01047,0.335729163903341,-0.4798583293841933,2.034077344478389,-0.9550568078065862,-0.8466736013713735,-0.9514806778144427,-0.30883263854900567,0.2288177298254183,-1.0056961300194056,0.5779669144311655,-0.7068793662752271,-0.2280914664468859,2.2649168182878356,1.981414361935895,1.756676388015077,-0.38784046297120545,1.5085887401477989,0.24780691249342285,-0.8427934891992495,-0.9198529810594166,-0.7821248521601517,-0.6622449403791775,-0.847694788324334,-0.5155951870300614,-0.8294344690140798,-0.8579146844367748,0.7915596102698645,-0.38851098877166956,2.2135550613926127
SIDM01229,0.30038480467146267,-0.583739189311143,1.2817491114606738,-0.934225637008454,-0.9630581589996936,-0.9705064555078774,0.15179548123689887,0.39179612092481336,-0.8923488520555894,0.683202501121252,-0.014436962370195502,-0.3478870448964468,2.749134241050954,1.5454229852281487,0.9513660930594809,0.18669619214166058,0.7763500842374628,-0.5777399171697264,-0.858721152289072,-0.7980454880001808,-0.8852278171326134,-0.47598144438466145,-0.9223210617270159,-0.6553317621645545,-0.49331719468902263,-0.9662638161291863,0.4882865306840691,-0.28529029741022327,1.691448222989537
SIDM00540,0.5705112196850514,-0.7602383671917757,2.045003170687093,-1.0032005399682922,-0.8618988387459797,-0.9353552503181227,1.2046190153533411,-0.21208045206947115,-0.9343691583071604,0.502110622005028,-0.7636524525487784,-0.37931206832854164,2.5635098982023408,1.854680075025443,1.6563138722394815,0.3640514379090254,1.2689578760501257,-0.4311324249945544,-0.8364638250101811,-0.9987775060502811,-0.8363529754931782,-0.7334161498633378,-0.8768320620160454,-0.6238592292244319,-0.40298033364198554,-0.8048684082955772,-0.0008993741494811103,-0.39935755218228136,1.7270353644393288
