,ATP6V1G1,PDIA4,ADCY9,PRKCB,SLC12A2,SEC61B,PRKCA,TJP2,KDELR3,ATP6V0A1,ATP6V0B,ATP6V1G3,ATP6AP1,PRKCG,CFTR,ATP6V1F,ATP6V0A4,ATP6V0A2,ATP6V0D1,KCNQ1,ARF1,ACTG1,ATP6V0E2,SEC61G,ATP6V1H,PRKX,ATP6V1E2,MUC2,KDELR1,ADCY3,ATP6V0D2,ATP6V0E1,ATP6V1C2,ACTB,TJP1,TCIRG1,PRKACA,PRKACB,PRKACG,GNAS,ATP6V1D,SEC61A2,ATP6V1A,PLCG1,PLCG2,ATP6V1E1,ATP6V1B2,ATP6V1B1,SEC61A1,ATP6V1C1
SIDM00129,2.989036657027372,2.853895915739952,-0.4068358576734695,-0.7373579842165854,-0.07112040089961273,3.1891103413081874,-0.7970695344584233,-0.5915485418393939,1.4175269430125845,-0.01187194629506958,2.7387837640817185,-0.9604757534837388,1.9930464138858162,-0.5663824953465609,-0.7279616151825589,3.199056925886435,0.7914211391119373,0.2723041483585353,2.0788668914858857,-0.8658109336604647,3.38688044564617,3.740913258128122,-0.25451449571956103,2.9200333650607546,1.2124432588790672,-0.6016518004415636,0.10253283223740038,-0.748987711583134,1.2913555129493144,1.305779688265809,1.2376750875982552,1.825943813328052,-0.834534003863753,2.9853150827571056,0.3207611005867151,0.09267029384329321,-0.6006373428378766,-0.3443960743946103,-0.6702369407778614,3.05904927508747,1.4593779877794666,-0.7034914192706359,0.4213150221706762,0.5759183739226927,-0.11952196531142481,2.0429975102463422,2.3146488536170673,-0.8102631356009486,1.2828024234642623,1.464730907455046
SIDM00627,2.8071384393183454,1.764461692113782,-0.22605081856440487,-0.7577854840998132,-0.17152042776787094,3.052818220163183,-0.49776034107427497,1.7807825703074158,1.0054992126363937,-0.44343960778046687,1.1911601460343533,-0.9544167805152546,1.4078346071590588,-0.7713701238542742,-0.8250104238730621,2.452292086680749,-0.9389146325276827,-0.3472786820789801,1.4145739770015926,-0.5583934707969455,2.295058427586337,3.5902798392155235,-0.682036266214416,2.866824187170916,1.3793603903562286,0.6991695795431815,-0.23220085254039727,-0.8861224326663774,1.0941431356519662,1.0568244581122053,-0.7792864132338321,2.382285780553017,-0.8305895674152899,2.5997736983122737,1.4185832120611501,-0.3223157962863487,-0.6307909118086279,-0.15157454870850082,-0.7450940639126921,3.195605994751223,2.0549218822025805,-0.798595256091201,1.1741881358504878,-0.3370661127317167,-0.06030674785850652,2.1719275043649238,1.0166484364331347,-0.5074465096386545,0.8362700941046091,0.8321027914039756
SIDM00293,2.4343460850229324,2.0005881764270175,-0.1812596299722487,-0.8980678444877146,-0.4512476001419028,3.0650906855456044,-0.2783111698954162,0.18177594205045236,-0.38522825791151655,0.14912599800197,2.5410706520665602,-0.8361127068893502,1.0231116246298035,-0.7075935221711607,-0.8880929951818626,2.662324726476986,-0.9661394990431201,-0.12877418781801714,1.6830548761712079,-0.6429028645530307,2.9818031356026258,3.684058540220552,-0.31387403597027486,2.9891906404169912,1.123268790843519,0.008597208088247377,-0.18311610448867313,-0.7354422648909965,0.8208618036938997,1.2592902047837706,-0.865642338115885,1.824565272329847,-0.6469871162738348,2.4066332351648474,0.8054255416694297,-0.23464599725662952,-0.7091731469380524,-0.38260890987641955,-0.7776781679784098,3.5416950138153385,1.7404315274639264,-0.5724952145561041,1.2092388067135555,0.2003041973926918,-0.5120374358346028,1.8918703827984933,1.8250406563596957,-0.7130541799762492,0.9049024486416062,1.2398616150246202
SIDM00274,2.4504798715050766,2.435526237818374,-0.3146661236430484,-0.8899958617408119,-0.41713411180099413,2.659524638129274,-0.37328193290343353,0.7285850502643537,0.9817696068486034,-0.3066523514240588,1.7898310992607565,-0.9553753507346198,1.5647705522214066,-0.7786970075797583,-0.7653486320389727,2.523090597823899,-0.903007050331156,-0.17302318835948588,0.6893731455704658,-0.6951182313484577,2.7717615887810894,3.5997836697973,-0.586404875230927,3.04652196645598,1.040466394597797,0.10015504264348793,0.09788381776542988,-0.7794348830810404,1.902790387684077,1.030007710152942,-0.8981414518287464,2.2374597308652664,-0.4563802005975854,2.8218252432747986,1.3908651713678737,0.9023000186765107,-0.7329364093908018,-0.04373781534050299,-0.7320964790691111,3.1300872847036425,1.3855957941982484,-0.6470721484338285,1.0492734105302586,-0.31986523442500486,0.05440656716553425,1.8760708968875466,1.2452760910420801,-0.7014941462417167,0.6854071189344864,1.171473282635502
SIDM00544,2.6872667045874796,2.3106569692693744,-0.1595583553687145,-0.7878894532710805,0.5551435836862249,3.025542455555988,-0.5139910764091242,0.47184013521463397,0.26477590457711575,-0.47492963434772384,2.349417876471126,-0.9398226326126492,1.1155669401580912,-0.7226935528901607,-0.7881928787965838,2.4929264337475328,-0.9652368670881554,-0.0647963390731363,1.0227681033989635,-0.7087475120801078,2.6433690538412633,3.6259801180400864,-0.4799512063461599,3.0328775058750024,1.0327987691032186,0.46732758323075674,-0.20130648320461,-0.7041101981302733,1.535592014304399,1.2188609796933563,-0.8362623625566132,1.978727318882545,-0.8163346397208411,2.797746263827047,0.6291168462098653,-0.4694898913277432,-0.6431415851443453,-0.6265922807108238,-0.7229178406042138,3.5677402557532942,1.7131697541783009,-0.48585495503167764,0.7352458675651421,0.8813111089832313,-0.612374614775223,1.93200739693427,1.3579521210399639,-0.7892460709567742,0.7358087057459766,1.0585454308882796
SIDM01006,2.8552759073274254,3.256353065114481,-0.6145881107344541,1.624442380363213,0.7322156215175342,3.313480028520734,-0.22104920772860212,0.047603537132662604,-0.1612332618363197,0.26452617041847726,1.9063246946130945,-0.9157416132252638,1.5816485704111354,-0.7445795324525696,-0.5340418171074887,2.537610504359063,-0.8756808085856688,0.11900508313052036,1.45914287456736,-0.35666102873476196,2.9124484685744454,3.282780592246116,-0.7020651532531226,3.304560201502302,0.7508708577273561,0.5132655557882849,-0.053955677448650236,-0.8436898842975827,1.5036251366610247,0.7084482795511359,-0.8398712052994152,2.051714180220487,-0.7791315427034343,2.61198314889834,-0.736201813252372,-0.21959091444866893,-0.5977011231405412,-0.5320870278896562,-0.7202638018279636,3.424560571176364,1.1901991133200913,-0.7337737858370098,1.3196903235838067,0.019802382553461482,2.475234445644543,1.9536245460694812,1.5528981043873564,-0.7773178149164217,1.8784610847089147,1.1129446789829474
SIDM00302,2.229340529615331,2.4537655460845937,-0.23275627874491708,-0.8465799414527326,0.373068587987495,2.923908233480882,0.639165199775218,1.3897925342260073,1.4026895611256096,-0.5448317062269376,1.5056757210913865,-0.6973594194780547,1.2738930842908656,-0.7177934225980086,-0.8607692083215231,2.3138153778172033,-0.8378712420602933,-0.24000929466721493,1.6066922944907878,-0.7173648463444123,2.8299922813177267,3.702197152880419,-0.5726889941051526,3.0417516115020162,1.3088934494511066,-0.022488284169590114,-0.026941592757152334,-0.6962915298130313,1.205469048427531,0.8712683249787623,-0.759201367209284,2.429569930940083,-0.8397810015252214,3.3286283452412557,1.6705698986668525,1.2504104772037978,-0.5996359589742135,0.08587870523840346,-0.5557443254976033,3.2063740742404776,2.2403608349191213,-0.7349480751383852,0.9323354012985279,-0.08019283467230541,-0.6887824192531251,2.0861137776541483,1.8131040539529766,-0.557337275757771,1.1359425180221396,1.046524499204703
SIDM00549,2.389110686412993,1.9586360989699172,-0.05229118615687914,-0.7317540374325514,-0.14407522030650732,2.957202563675948,-0.39852153806330753,1.0384776430689997,-0.33210633835112474,-0.5487966043440776,2.0606230081908943,-0.8263366165530374,1.3313849953290995,-0.6642489951695072,-0.7813557690834543,2.358359894905805,-0.9456206453949427,0.48734271944190827,1.3088734818832026,-0.5807217833610568,2.758508366839765,3.6557410257408263,-0.47999166906782337,2.735575800923506,1.0791844914815991,1.672539659600687,0.08479006361706785,-0.6720669097790744,0.7806420214415465,1.5972493310508835,-0.7907656195540841,1.785893406145182,-0.7326392852971253,3.061323665578421,-0.979241875307778,0.8237838540576082,-0.6982434602985622,0.22204420473955983,-0.6327435225158272,3.439196575171639,1.4456393875999851,-0.5476197366609061,0.15765484124807247,-0.08066589597071681,1.1862569233001314,2.049952073753192,2.0375374437145117,-0.8670358783332882,0.637199768429453,0.6905761403244628
SIDM00292,2.5017841314799223,2.06940650743442,-0.6628256063138489,-0.4344005609218232,-0.06110177195404475,2.90610020598482,-0.38231215261285845,0.5966354278203801,-0.386092627529104,-0.25095730508811115,2.529101525511676,-0.9407736671727893,1.5593895198700136,-0.7872725270695886,-0.8776882355292288,2.2758123188576294,-1.008886189151312,-0.1968919494718586,1.5883082723878503,-0.7121044482704478,3.029072195809064,3.6214533338076267,-0.31719760865201363,3.076033450459984,1.0568862951725833,0.1974544488279704,0.32477398164527893,-0.8165121496579596,0.8961086657531209,1.220839180115622,-0.8498076691051084,1.9589975851887647,-0.46784332032558673,2.536407995550397,0.9683048371689373,-0.3133479284314858,-0.6092536149944829,0.54207210371247,-0.8523123587033209,3.6631019437820425,1.6633296241636508,-0.6689276327072241,0.7683357121294098,0.3785294172969285,-0.4867428462166793,1.7248819492686862,2.411268590809633,-0.49570118664194657,0.7381941213714707,0.5528861850709489
SIDM00623,2.314881023192693,2.655631189811596,-0.6837665211930939,-0.17772710890972512,0.2767771647400175,3.351666505026519,-0.5088841533849169,0.9539236890661723,0.2350181983985047,-0.3694045413633912,1.8141359660382537,-0.9096832987766849,1.6031387537132418,-0.7496496740509768,0.45886162629349014,2.596556863339226,-0.9347583217493185,0.4241685003903267,1.4971076544497957,-0.7280626007646509,2.7634632587777523,3.4248728616796957,-0.7361635482166387,2.895578373529021,1.0606916332532716,0.7173971127576817,-0.3245409229486698,-0.5997644848768898,0.5473611396233807,0.9037796255937116,-0.8078609332694847,2.492049293142106,-0.8674338145097148,3.193667417629849,-0.6779205548441819,0.8247662300491736,-0.5584879508256604,-0.5619049190212783,-0.6739535440110509,3.014070695406978,1.6862055372964577,-0.06886119235374273,0.731772110683558,0.4187401664132805,0.12355146136724801,2.518756845843265,1.517327236755536,-0.8377930588561476,0.9351900386334059,0.8285676746461983
SIDM00638,2.6477957583569744,2.482983468955294,-0.5255637805032389,-0.7037520414228903,0.26157178953702237,2.945722455773066,-0.627213004586835,1.3275019489049598,0.39940732754946023,-0.27843360572611986,1.9389182628350874,-0.7708377809919659,1.47433572206329,-0.6749880653957683,-0.8626827251299998,2.368671033545225,-0.9184266325503578,0.1849639790600751,1.515173471126455,-0.6233892480027559,2.780132276837282,3.4655036753519557,-0.4779342988633794,3.3771932667241638,1.4920489862236934,0.23536236259107327,-0.11883026863702444,-0.7437727385919694,0.6622771497707185,1.4838654463809478,-0.8450748868148096,2.3322909513779466,-0.7631557208779686,2.525222504782028,1.3446973857446196,0.6968824947469671,-0.7348592667405298,-0.38690615545449186,-0.7502542632298953,2.9877317366227483,1.9537536214224769,-0.6195545907579333,1.2706414976511295,-0.09529156534752115,-0.5727688063003639,2.6819493127503438,1.059783456147496,-0.5764162891460538,0.8685131681541947,1.241043493350221
SIDM00527,2.762913471448083,2.487926888128416,-0.572350216029042,-0.8532314493827655,-0.30560669744746716,2.83195105724776,-0.39409202057116327,0.5642950730281994,1.390417966755946,-0.30578864602639744,1.4735700185812937,-0.8257960970503672,1.2406301742027266,-0.6410726617528977,-0.8246187917406572,3.185682027857307,-0.9243067827916926,-0.10783753775219744,1.259120874797724,-0.6884458924932262,2.651850249174191,3.621463540719504,-0.5600776974831293,3.0225555688618937,1.7777843326539833,0.20384840991337766,-0.597273543187506,-0.745430128007227,1.0400728484748556,1.3960731213122273,0.7903819893074728,2.1370373475482367,-0.8418343709483508,3.0399825154420297,0.8806568082519141,0.45891300354692777,-0.6840624316891699,-0.07928408937720502,-0.8675184960628608,3.273750894935972,2.164031627507292,-0.5550479346674069,0.7102205556072486,0.8773864873388703,0.11025324735474722,2.6422878468392828,2.285042273486161,-0.4723252660907666,1.0752894089938767,1.424442934967929
SIDM00976,2.657939043955295,2.612490523119333,-0.32252171299699534,-0.8133225053481983,-0.16825058246913707,3.0882121004786347,0.09972928422606163,0.9199951265288477,1.7903877816762317,-0.3402305954139948,1.523261742947102,-0.9116703424130248,1.1411877022496044,-0.7163262820057499,-0.8437098677779489,2.6455181148363844,-0.9603035035373254,-0.17731499046262597,1.313817715072738,-0.6347888757721271,2.912909018912026,3.568604165650133,-0.6515097415612119,3.1063555014144293,1.2477729682338716,-0.5833618978251223,-0.18895381830689614,-0.8414014824300992,1.1904707856090881,1.2083418360270155,0.8378483615884391,2.1448227337736143,-0.809705992567821,3.120543888442139,1.3111311298199593,0.7446502676220641,-0.5873404229592467,0.22199276159385442,-0.6739760282514191,3.112466042627725,1.8237343422250694,-0.7058065655664134,0.843096755415595,-0.30152793867939576,-0.5641173460993872,2.461834297161213,1.4363745430698203,-0.6224192988432027,0.953787215416542,1.0584605741640816
SIDM00316,2.237191443686208,2.456833002047958,-0.576263493239465,-0.7356735191946856,0.18873240827345003,3.132113555493922,0.09410565667704199,1.1636395543799485,2.2564370867057617,-0.3658149951397134,1.5402765264323393,-0.8931846456570633,1.1703241170733685,-0.6516921705615133,-0.9061145614285203,2.582921331915608,-0.9594986061860108,-0.20513843504781631,1.3853948011618347,-0.6431998727533415,2.8967451613518587,3.6430856742282485,-0.6537829966803635,3.318155897264186,0.801685123816662,-0.4772317096664239,-0.31850123610087483,-0.9586128699966788,1.2627450626365586,0.9415663995627297,-0.826275345734356,2.1741585937643504,-0.867821705306881,3.142871912806608,1.624948724443277,0.47098902309585233,-0.5296445640565808,0.447437734000962,-0.7320429691205392,3.272530523539904,1.9707904104195229,-0.6631521940365179,0.7564391979152845,-0.17646583854458028,-0.48693560916518686,2.2145992944991066,1.5416062899726586,-0.6620757064178753,1.3125689663444864,0.7103428740571746
SIDM00326,2.9728880210008586,2.378722335363152,-0.26251152000530414,-0.70007459605209,-0.1281589828836906,3.327481956568649,0.1073662039205865,1.3339541009429903,2.341723321053492,-0.463070550348924,1.5020764832167404,-0.8703652619902912,1.5844090024702735,-0.6764268002447236,-0.8750038278375131,2.438509771473622,-0.9388819037549508,-0.29512645068316057,1.6483944365822518,-0.26522991046307515,2.812553049353631,3.530295508191013,-0.7109948011034734,3.7250468180629377,0.7890176534959015,-0.15103308474951463,-0.09548391787409735,-0.789855856303917,1.0889605645868061,1.0011288972549188,-0.8420137112568875,2.5540469936091412,-0.8417715574010847,3.071476577145598,1.5913294314804043,0.7898535286358369,-0.5575752917986075,-0.12334740255078583,-0.7031242683627452,3.5471823075048907,2.232958016014671,-0.5261084394655142,1.1311956112335146,0.0015387666661462777,0.5764256255695925,2.616793589635822,0.9659206186057127,-0.523569355628699,1.1654000982606565,0.8916301615472088
SIDM01093,2.6880777336212254,2.6958905506078006,-0.3093647136410014,-0.717920527492159,0.4116495864929158,2.9095754652293655,-0.5864361505796267,-0.26208903590047283,1.6917708457572715,-0.4682640090010685,1.6195525401304853,-0.9146734950931921,1.1864409949303083,-0.7125456845712705,0.4975615670903723,2.549089868331949,-0.8507166479417227,0.12459993519867489,2.2247763257204456,-0.6283536070869731,2.7882501663030683,3.6558835365857205,-0.6225057522844144,2.9134529096708324,0.9479014728704641,-0.32829002084547715,-0.10674598501860616,-0.7971254958780554,1.20092178982085,1.8735685950094887,-0.8122423500435789,2.1904945422007365,-0.8548240540028722,2.888883059863569,1.6051545035903132,0.7830105029443936,-0.5656006813858864,-0.08158265022247993,-0.6433741249487308,3.5162947487124985,2.1470748688761647,-0.44345645689580154,1.1477833317759898,0.1676876606801204,0.12574537406004246,2.379169380678051,1.21140547928342,-0.3580672372745294,1.1203466172613454,0.871472478054199
SIDM01098,2.6710519028682347,2.78173103391617,-0.6607510119286639,-0.690795084900545,-0.34478762723066864,3.1273548189709053,-0.08696450614510033,0.43654092358919133,0.6253263855263408,-0.36487834607068004,1.8587517933090967,-0.7543025906056581,1.5274295140689607,-0.6712372101579277,-0.8259153516537848,2.896201287551851,-0.9005673184199241,-0.25883966980816553,1.2048251966317818,-0.13348688873873682,2.96442392560841,3.564216945286511,-0.28383187602572435,3.067384360510152,1.237756955395242,-0.10225813665867083,0.7615661102844029,-0.856285508818545,0.9427043477192735,1.2635306914197872,-0.8084675616137039,1.5473210095250893,-0.8225149225464656,2.8010796565082683,1.3156509643168666,-0.38721870293753347,-0.6307543477625465,0.23600172197632563,-0.6578592213058053,3.8321518540144344,1.5745205179144266,-0.5612206506693895,0.5672086304576857,-0.1898541521979243,-0.5441238606447755,2.4802934306878672,1.938994872190722,-0.6005982027015867,1.0857448217768797,0.31927269788928103
SIDM00424,2.5280757324631513,1.761056087696813,-0.7210516716244622,-0.2170223057631914,0.2702480203150372,2.6113205779634328,-0.4940364289356792,-0.6111775671754027,-0.5891303255309032,-0.47891657932468135,1.6434254474009518,-0.8029821416481876,1.260681199486326,-0.6654980701865852,-0.8502238509756085,2.4385663092421854,-0.8240749947865882,0.7415751626776466,1.2658240526944506,-0.6538471823045585,2.611863585220434,3.350139063877572,-0.5484919317110583,3.1451660290711905,1.0715504148052852,0.2564459621160645,0.7991698814321513,-0.6075958529671519,0.4512509414983513,1.8826033424677904,-0.7901751539736667,1.473239290111865,-0.7512018092191,2.5248406976520497,-0.8814289219652985,0.050149376915940624,-0.5987026238127303,0.5861291732838557,-0.6700626866594659,3.181434953153117,1.2510453591810022,-0.6465662103235054,0.9042979225062895,-0.10046853381990706,2.91390185069729,2.0212866346993446,1.3915358849313089,-0.857175176586083,0.9091955407987979,0.8378393637291053
SIDM00973,2.6669976171322016,2.039646700934499,-0.4892515000177579,-0.7929733037579838,-0.2506674376768727,3.141364172331208,-0.6226547983753179,-0.07671312296293979,1.972437070590668,-0.17035648675697165,2.077104523570499,-0.8978279226285256,1.19598913645316,-0.6665905288469768,-0.6709587721837863,2.737543798999672,-0.9375039633623046,0.25229030549639647,1.2967950392585978,-0.680752355594673,3.252426708050111,3.14745812046273,-0.6067613077796039,3.5108387353792825,1.2728036204645308,-0.5781445402493651,0.20484520979635806,-0.692121376300829,0.8947142872420479,1.590203821349564,-0.7650846939130305,2.3350181624647246,-0.7830360821851136,2.7504613842660985,1.5163077081825156,0.3148585561233412,-0.5791698705269229,0.3473519070699129,-0.6972262311469584,3.3729926745515515,2.145222404804181,-0.53098356407107,0.3754805352065593,0.11619205563726441,-0.2733727801757266,2.75301917078692,2.0828179506034967,-0.4517512901213199,0.9981372827144948,1.567855450227029
SIDM00411,2.6684791964885717,2.4101614348199876,-0.7493562597020705,-0.797918929607698,1.9491892152581938,2.948510813182256,0.0554976899975605,1.8014979204503119,0.6071267586435578,-0.6986384396456812,1.1153234074850413,-0.9500574858921754,1.3055682129274824,-0.7145119725471922,-0.7282288206608334,2.0701850562765967,-0.772031670454888,-0.18471229378176882,1.138351338392261,-0.565104191995603,2.9353982811881942,3.5462104564598396,-0.6876775971896928,3.084093028775047,1.2169756311688626,-0.1368365967946395,-0.017562620354135486,-0.9028100270335584,0.6932854637839656,1.0926455250506983,-0.7547975349090426,2.3048529396872297,-0.7116850607203035,2.597499901932292,1.5252428504374842,1.1466093027872433,-0.5792731028085144,0.05872301206956856,-0.7617971892786949,3.2299331682242314,2.0181818497306736,-0.7728285908252386,1.0242903987968799,-0.46328246847691956,0.512157633080952,2.230787394940718,1.131586684183084,-0.8325738745095038,0.8834227683133015,1.1793180095272728
SIDM00374,2.640111226299381,2.1830253637992243,-0.6846980933462214,2.3829894737095,0.004850463785999747,3.456853005525117,-0.5742271936977086,1.663928100309382,-0.32509490985168654,-0.35167439390130545,1.7306971490462082,-0.9539141920984882,1.0010774740539292,-0.6610640831792625,-0.763350039432492,2.297875876578089,-0.9035552789660096,0.7943022149692907,1.147993908287724,1.138563702382799,2.87426284564441,3.5271314569459364,-0.7005470610412017,3.14471458627836,1.3011020279048433,1.1253683111246264,0.06476595472319101,-0.7681172294163149,0.5449940885524956,1.5166079563553918,-0.7563813137379327,2.118767532288501,-0.7431742915606498,2.830288156415821,-0.6823031857165737,0.7057624342893197,-0.5929376015708058,-0.3907805456444017,-0.5757327606995932,3.0534544829533665,1.3528089842822575,-0.41774058217241244,0.8946934224361087,-0.30080182562186586,2.3664210984680825,2.4331259797647626,1.464773284936821,-0.8540714739870989,1.1223165782719027,0.8506387829976181
SIDM01160,2.548370174675224,2.0657809753378285,-0.5103892311854887,-0.7614669549809514,0.6961858281681458,2.7676090347552926,-0.37545348882715135,1.9302296355767212,0.07054260645476844,-0.57926660682185,1.5955019408176512,-0.9229211349841429,1.267658298834151,-0.7218531287104418,-0.7792333291934521,2.079107728930005,-0.6196514539596152,-0.10787504891498147,1.2296985868155608,-0.7122283540457063,2.719682923099155,3.610710514034824,-0.6334208235329538,2.8912170035464952,1.2425620924015528,0.652355015604184,0.4272494050580043,0.14888410538556254,1.2396919237250492,1.2903780148395334,-0.8251835299645542,2.229464225843488,-0.6426962340820748,2.5904083152104684,1.6142539750727005,0.5208496046244877,-0.6488669208218688,0.08867773003023012,-0.7410081200770616,3.1541943952362512,1.8355560563898887,-0.6067125135635444,0.7477712235885982,0.06520410849334968,0.0658079390520337,2.1333622980152573,1.2069215384298932,-0.7899379618839101,0.7082329458290798,0.893787897705923
SIDM00145,2.460174178922408,2.2061291365299764,-0.7467836974426472,1.6856741157332542,0.3291537175809215,2.9988587442461188,0.19120349049199792,0.10170503386219848,-0.6062056413110214,-0.5382184859409381,1.5992991941183927,-0.8032139820629582,0.5757551865024079,-0.6709376525853369,1.2413293522381628,2.416033993563174,-0.32608614954805787,0.38082046244356216,0.6386952601630556,-0.6981546515130574,2.6174359443372937,3.69830907077231,-0.5681809570240731,2.8130041247704054,1.2097944103704317,0.39227563958102474,-0.2694123449700349,-0.6708600464878259,0.47684663270160943,0.9808291834386813,-0.7204755104476083,1.6149604613070596,-0.7463161701307433,2.4641563604198193,-0.8271431328709147,-0.3509164006307707,-0.5684254203298734,0.4627747086694522,-0.6495473508099362,3.4169141277898234,1.6181236338397385,-0.4918328163462207,0.4678922363373267,0.8979517976246841,-0.0253814989564129,2.013069539069782,1.6894691876061414,-0.7369360602774817,0.6985165558975567,1.1010938547057627
SIDM00975,2.5152182578288547,2.941606705383941,-0.029373566676092516,-0.8739983041862079,0.6887118561224573,2.840588255885106,-0.32392437983241906,0.27098642836885495,2.3137167670686174,-0.42185950301682534,1.64631690870237,-0.9341618033290402,1.3238601604107012,-0.789374904291184,-0.5838244466613557,2.6826485514261904,-0.6686242204150529,-0.2551270499140705,0.9728329121538652,-0.8087170416985086,2.8518988114913353,3.5921644410003815,-0.5996553966978689,3.1560963812426484,1.389011345640185,0.07646761142610838,-0.026366160481336,-0.7999608348767644,1.1733036577107143,1.6489401276822442,-0.704872307898399,2.3302637550393364,-0.7877154754335344,2.8651065289563724,0.9314751877634311,-0.23325300643677843,-0.7129513268345374,0.1302684342860775,-0.6968705428307354,3.2951429271804646,1.2419888617460484,-0.5644008304483363,0.7503815532161655,0.6454959992134138,-0.7419816130970079,2.6294780050243856,1.8034006363490673,-0.5351841205764519,0.8403657373194137,1.0548441015738905
SIDM00971,2.8146093003105985,1.9556348037568234,-0.2763384912181165,-0.7665817669542061,1.003416189410995,2.905223890061999,-0.5556711935109165,1.4235607002793949,0.9847892048468116,-0.48003924212515864,1.9735584244029651,-0.9281778706470184,1.760477510751866,-0.6625119962219561,-0.9215594418248181,2.3631103020303366,-0.8859300980929944,-0.09563447960840912,0.9573572881867057,-0.6446523503801701,3.219589658074594,3.652883352818977,-0.4501452641584136,2.7201362334755634,1.2714329382739864,-0.03413416628771919,-0.4653281414491082,-0.197039058539659,1.3153818267453918,0.40320327109110743,-0.8543886311603857,2.219918950410871,-0.7823610612150701,2.8863201777669336,1.3764008407480122,0.169191251461665,-0.6853433771426419,-0.3437844388770699,-0.7179053551326012,3.2579373318013727,1.9535921888287853,-0.6376117908888493,1.2248112495624013,-0.5559040380103081,-0.5420909697257661,2.3374126993285977,0.8184713407782418,0.24021973358501286,0.8207978947715174,1.2771821310515103
SIDM00251,2.6217661057706976,2.2967702140002806,-0.47354034244234283,-0.7941021762651687,1.7370995597792123,2.8147057571848317,-0.555218764242211,1.1493352343781331,1.487810739955399,-0.3351406590567749,1.8979258423299503,-0.9069984191275813,1.3586665074267703,-0.6649650211903637,-0.4328701001353452,2.2818383002479443,-0.9656627504513241,0.04423331100193225,1.6400474237328924,0.2313043995630284,2.872255672404126,3.523334799431913,-0.6453319670976275,2.744374682550764,1.1573733664546477,0.1914279323478265,-0.22825872224392751,-0.6176506062551769,1.0207976646924244,-0.143070289532176,-0.8159180737046471,1.9636070342859435,-0.735674995258849,2.3721149806625133,1.5530901448331353,0.6225880921340068,-0.6706223512583314,-0.7860825150219598,-0.7028556683000666,3.083728411122655,1.7169725049354188,-0.7124596582286091,1.1634761395318554,-0.07864242950517704,1.0117497977693468,2.245751804617276,1.5738150909822888,-0.7094641308579336,0.8387152426338143,1.0799685336708669
SIDM00412,2.45298244041626,1.9416267156299214,-0.5786257708857614,-0.6761095239499907,0.2977088225927726,3.1652979175140312,0.3533118286441307,0.9357458011804779,-0.31461817933443187,-0.6838290600389043,1.6184737265755949,-0.7587381436917507,0.7485633861695344,-0.6875974542051027,-0.8040580339403567,2.4157607334168603,-0.9335800898638734,0.3738182354131687,1.4917387147907002,-0.5987149593480318,2.774234498626469,3.6782065562515682,-0.6120342966498694,2.7601162833956607,1.230993097219058,0.7484343159922919,-0.32830649354839914,-0.6896277372693036,0.6486803200411692,1.7661092397647207,-0.7839099244803105,1.8654808883563099,-0.7769985389261739,2.9874010176132013,-0.9280888678895468,0.7908057573996016,-0.45263213959623144,0.5262312496480457,-0.7710908753503436,3.20371346063204,1.3225443004497357,-0.47540670699593035,1.0201149485145908,0.04966071952525853,2.9579262529256223,2.2665534016336712,1.4500406020543126,-0.7591146421942224,0.43011066925321356,0.9524905920484239
SIDM00023,2.51737825783553,2.349847949100707,-0.48287963953429,-0.7638746326073788,-0.25667855840088477,2.850474478946668,-0.42476927007827897,1.200637459783813,1.9405465633539438,-0.41980004844771646,1.3671015591487699,-0.8068137484384096,1.1468056851040134,-0.7203317237342752,-0.8804791886395172,2.4369297503663496,-0.9538087356851968,-0.25209114101536223,1.222614375441729,-0.5666598203487321,2.778856475594956,3.4812531406028433,-0.5922225511179737,2.8847475206042468,1.3238436861759,-0.1590023224876967,0.20679103905684051,-0.7727218655450465,0.7221290489102679,1.5644492598482072,-0.46706349648506656,1.6477791706636613,-0.48958355925581587,2.7566167203753524,1.6173902343695368,0.48255915590272147,-0.6846741654886267,-0.004038120162351533,-0.8142666718976772,3.396290830779447,1.8704872466813578,-0.5028820119079714,1.1060128340593989,0.016129254890318273,0.46504980582530636,2.560966455857637,1.1795074512235018,-0.08832138318323657,0.6560172432523531,1.348451738068587
SIDM01198,2.9154941198982645,1.781548005810207,-0.6935233853225921,-0.24136455777475432,-0.10075309736226276,2.886126555407851,-0.4045579173215536,0.3233039878789989,-0.5541353021929974,-0.4089098351625154,1.9015141682760546,-0.942004522525762,1.1035820565037158,-0.5681070361412667,-0.7628397226365063,2.830707490987562,-0.9767047381808889,0.20697786386524877,1.3109632653391492,-0.4263094328794297,2.887856609635136,3.127765912035221,-0.5586151007574334,3.1988095804292045,1.4800741013619474,0.5484036650003506,0.5675664291303993,-0.6117214101937946,0.5176627635870812,1.2334136446753947,-0.8692652976806615,2.192283018089535,-0.7667905282142372,2.593818695235459,-0.7995229642133378,0.44888358415869895,-0.6239911362472775,0.89387920399669,-0.672701496247516,3.192642228043974,2.035983147550728,-0.48459238924684833,0.785142787772334,0.12577609097756182,2.2553574800433065,2.4949141065399574,1.7902235605947927,-0.8289159619173133,0.5371383192352526,1.1314780683081527
