,HRAS,E2F1,RAF1,EGFR,CDKN2A,KRAS,EGF,TYMP,VEGFA,ARAF,VEGFC,VEGFB,PGF,CCND1,ERBB2,MMP2,MMP1,MAP2K2,RPS6KA5,BRAF,MMP9,MAP2K1,CDK4,MDM2,RB1,RASSF1,TP53,E2F3,FGFR3,E2F2,NRAS,MAPK3,DAPK3,DAPK2,DAPK1,THBS1,MYC,CDH1,MAPK1
SIDM00549,1.0406337334714917,0.7839895091677057,1.0788643389237427,-0.8358004457235391,-0.4454897864587875,1.7015798678401508,-0.8700192251507082,-0.6807635112698176,-0.5643384550387449,0.16723449083238773,-0.6947764453069247,1.803886591780409,-0.6587765975341422,-0.7147940073992718,-0.5396516961475551,-0.7051286730362595,-0.8311584585145664,1.0545264775861316,-0.4668414935646549,-0.19051353830487905,-0.9889430804378502,1.5206421542175,2.275550173355324,1.450805351797274,0.09182862866373523,1.0571270273252416,-0.3453877731120834,1.960477382102711,-0.007041698062165515,0.9943736145751123,1.129168369562547,0.232767785054096,0.19758131695038733,-0.855304845916019,-0.7532084973621183,-0.7885206019376824,3.1933064739794377,-0.8656729934789803,0.7819746410335382
SIDM00292,1.9908286136385258,0.6453858949780696,0.613823267719946,-0.8182213146245948,1.7088255174649976,0.05149722400019705,-0.9864090060660987,-0.8292252034546286,-0.18412092969292296,-0.1887954324334292,-0.24873900375596086,1.755387587585256,0.6285871589655987,-0.8579673113554923,-0.6684055214518491,-0.5968698802952096,-0.7556736824817465,0.9367488097321788,0.05947671117963834,-0.5579921378520032,0.672334423231773,1.7060956894158972,1.5211572550944092,-0.3007916163855755,-0.536101841177096,0.5030514481958233,-0.914177968698935,0.6711694233179961,2.1866445302016135,-0.029796993166891876,1.5953334527356577,0.44231475732677505,0.24653312346428627,-0.8258984556884723,-0.64626568776915,-0.888152606933636,-0.519013284588723,0.00035712529220000586,-0.011646523079343666
SIDM00623,0.7925433770021671,0.04186137877633126,0.6717780231593633,-0.7302792344353484,0.7276070262538478,0.4960789511627426,-0.8909062899532104,-0.39664931256462616,-0.04870689238349159,0.33848378761708214,-0.6775111806946373,1.603686649444349,1.7960754930696425,-0.4749722880793026,-0.6244249678960426,-0.7296321459272869,-0.8713926596675784,1.4666733424733587,-0.05390336507234786,0.005290936938834882,-0.929023823302132,1.7345539942779722,1.9321455611600598,-0.06019359317931764,-0.07351727995107346,0.7433496671328443,-0.6002110437202046,1.0808329484867734,-0.03766302513732404,-0.6751885974460753,1.5789773674825598,0.7823634761766681,0.12928636689610915,-0.7538599560621416,1.439175889639762,0.5472890129939564,2.860158701923861,-0.7325125436600772,0.43798161741017766
SIDM00638,1.2730236439623672,0.43840877457911176,0.6551407673934763,0.9763950755633536,1.6605979169518228,0.6706644943083143,-0.9463185625578392,-0.6712273895333593,-0.07739889854502341,0.09696495782150755,-0.7608306918599647,1.1479116587617957,-0.7012533253295068,0.3970908589737913,-0.04774178592435458,-0.7281422398904196,-0.8835381668566618,0.8028746038460893,-0.25533357131151463,0.13733300164831733,-0.9225903865308069,2.1655214911933305,2.077922977533287,-0.25756006423829136,-0.05883303766688516,-0.12437110556857561,-0.6336160122283506,0.9147766837689539,0.6275112926762921,0.06623814027633482,1.5513989688543222,0.18247508982073815,-0.07451559209925435,-0.6439291373796713,-0.5118403779344607,1.5402983709774667,2.805868752574943,0.9754776196250409,0.9259140255380771
SIDM00527,1.146060113069614,0.013889929447372343,0.5992743890919742,-0.2397842403128375,0.4981261154967403,0.4998969860279191,-0.9153897143659921,-0.6390715514579629,-0.055191128249525635,-0.20771171447819178,1.3892643969146568,2.2548135728152774,-0.7075667939469311,1.7654180832199509,-0.45178389205820935,2.209516180636619,2.9468862321795033,1.3463096573320759,-0.4567457532292472,-0.2389668698332957,-0.7630384596488584,1.6380648837668303,2.417540994480441,0.6567384262495903,-0.3514397917682475,0.19971700510652482,-0.6598027011914668,0.7443625575935199,-0.2644953843096199,-0.6623432423423564,1.1633925063836366,0.3222163079127865,0.484288327697797,-0.7833630916490398,-0.6878586659177552,0.1671677838686168,2.5489612990401653,-0.9644040751847035,0.505479272291809
SIDM00976,0.8111851263124983,-0.0027511452192317807,0.35606067147683423,-0.06722772010500154,-0.6405238687348422,0.592401683209206,-0.9250905044252341,-0.5724542803840279,1.061107825073375,0.042308444869758474,2.4826420154270177,1.4086004520564144,-0.6125903635112425,1.721193341684562,-0.5545539763658857,0.47990610623294044,0.8257551337472492,1.1928096150787189,0.260383769168808,-0.2055535922435058,-0.9254309526829573,1.5715426905628138,2.0183004492667753,-0.3615632317874211,-0.6450809124842457,0.18455291268319285,-0.7866819377276092,1.4328336184497041,-0.2272432853633415,-0.5675010467247892,1.649672931246561,0.27667755568106206,0.49068961978019643,-0.7303967650067836,-0.7294089740640671,1.6101969640253013,1.5443051691373264,-1.0308949719161302,0.6122684569414987
SIDM00316,0.5533191135296522,0.0475072461838012,1.117752986413945,0.06951798009936934,-0.6899268164473049,0.3530359783963752,-0.8678396418285202,-0.6539917398799929,0.7067456428077685,-0.06237510417723125,2.736169524888862,1.6538158079890706,0.1951282069619735,1.5609526969718057,-0.4612456214250951,1.6033524576362947,2.978791490979928,1.2046594129309516,-0.7066473506671358,-0.17973710816619048,-0.8578755302413239,1.6834200368446388,2.1697793800131415,-0.5249837616675521,-0.23725675719614778,0.23456172448733692,-0.7541723779717525,0.7091382889297083,-0.354941536574032,-0.48148659065835386,1.5712040461435595,0.4661422621574193,0.04353705005042136,-0.43608295061443975,-0.07734894474122812,0.9898081047737421,2.1040694560262923,-0.8874344911457759,0.7788891255073044
SIDM00326,1.4141422463991635,0.3284360001903241,0.8254367782109024,1.5044717339026394,-0.6190515214660853,0.4647827407179723,-0.8393927308866763,-0.6555259451236508,-0.2621259043553943,-0.06632069971156618,0.22152879970044598,0.8519407291766957,-0.317240129001925,1.7446498102218986,-0.3249467350795141,-0.45176531665299613,0.6081981046428145,1.5841031760758948,-0.4469202957716425,0.012323497534462815,-0.6939815523804207,1.8770430806085567,2.079867912481982,-0.5849335362682351,-0.13353995867966917,0.2674829480720258,-0.6894853336954203,0.4404718753080766,0.16481722248923336,-0.43425342980034437,1.1067161692969334,0.12396692713668121,0.7607936557890108,-0.5027711839107498,-0.6187099235877348,1.9997836226088537,2.6679097702346026,-0.4099499021271049,1.041065527071637
SIDM01093,1.0297247545552024,0.6691488766279321,0.8140456575664213,-0.26537006680410025,1.6493107865229935,0.45577622691952335,-0.9225984688046699,-0.6113433554302445,0.21195222925179755,0.09963745789456172,0.5138996776913013,0.9834036410129999,-0.719527881876746,-0.6703298426192678,-0.2466655050777763,-0.6751604348785398,-0.8421894934389264,1.0544291635015848,-0.49557560668337186,-0.05067002295945962,-0.8960628490318807,1.9431617853497982,2.0815188678225285,-0.38983108393237825,0.011254104018603417,0.7574951548642384,-0.7231580464859839,0.9983014941256391,0.07978526079500348,-0.1327188741386042,1.5845997945431642,0.009041848105836194,0.12732333337848636,-0.6529062739928041,-0.7153154198018892,1.0970183124526738,1.8598272489129,-0.5730654219885819,0.873695986992817
SIDM01098,1.1645227521707184,0.1743399955011867,0.8085957478687608,-0.6000302556712102,0.027267040944004863,0.4361121852115703,-0.9153145200307481,-0.4970771634628991,-0.06981868199580223,-0.1184554985209244,0.8553968432476742,1.8783335396203586,0.32581219175490717,0.9138359625469615,-0.5414857651211852,1.5845984082138695,-0.9083763618614309,0.9829810687253467,-0.2881042707965003,-0.300987804180994,-0.9037762031724,1.3522002296757216,2.252035737173589,-0.5530772091111652,-0.6005143008948385,0.17022539452960236,-0.7611700334055299,1.124640723004051,-0.22006546823898612,-0.21272276954625444,1.3891466676033168,0.31619423431814414,0.15795335050808113,-0.6988920981305359,-0.6333928378408064,-0.23611761782235596,2.487876702477464,-0.8420684097586821,0.15425779103500303
SIDM00424,0.9039971299962638,1.0787636348969487,1.2196075938614053,-0.6070051856183571,1.6899017632748345,0.9215039453201721,-0.9002451502605828,-0.6185969021192175,0.2769744119208143,-0.23422091892337144,-0.7429147307018118,1.276245350975005,-0.6486927056792637,-0.6493188325973318,-0.5370538896450074,-0.6655174918269523,-0.8089494877392966,1.1552842183049115,-0.10224133584551616,0.4095882993006769,-0.7707613257039089,1.7211087953173017,2.231466712205723,0.7744778085798929,-0.7745542496529392,0.7491544959362217,-0.6603228321106384,1.1610764045887079,-0.36330742305100616,0.9412970440493715,1.8766271622621657,0.2699574907437687,-0.14484518332982832,-0.8208139412322369,-0.6646557732015201,-0.7443306963893258,3.2698693409485835,-0.8161051753072357,0.6825314102762445
SIDM00973,0.9478301662101801,-0.043712378467282396,0.7684005231707065,-0.15669546719106112,0.22838885811699308,0.3921759342136722,-0.8717289231935915,-0.7694584118176228,0.3644365878670197,-0.217272784689384,1.0142812330670692,0.7822635913040543,-0.2983352783882492,1.700192303757499,-0.48270309332907263,0.24476576691548493,3.486914970574115,1.245157490610311,-0.4026853049672992,0.15453647722022643,-0.8386565026656055,2.078336054909063,1.9674903595793813,0.31521484376162223,0.09250762624666867,1.268030827169774,-0.6858124187950786,1.0943401465529494,-0.033556090782574904,-0.5939286095833596,1.993793374851343,0.26299035004266214,-0.07193233546920848,-0.6759940070872814,-0.6390668558809587,1.3358867254737157,2.239576311331624,-0.8818813132051186,0.4939504917971366
SIDM00411,1.1375896268219676,0.45659771603480276,0.5599856744025686,0.06851597745279965,-0.7390435102376327,1.2784253627919009,-0.7277999771161765,-0.6604150810295568,0.806469032318826,0.12732717268759033,0.26840094270413717,1.2934472164689885,-0.5999664812493091,1.5400077444583808,-0.3616062097325419,-0.6265672197906507,0.41376133841174473,1.0886194474913808,-0.3657616114893847,-0.38956617876619715,-0.6956015759211349,1.7888611545285729,1.9924173697352114,-0.4310271497072395,-0.4358501286744312,-0.1322528272504694,-0.5743823754238667,0.5767898813607721,0.5288127130445439,-0.34943305591093937,0.8153699727320969,0.29408953761611967,-0.21524635794103722,-0.800916479492122,-0.5249992216830566,0.510733341481553,2.541763797526013,1.106847824869581,0.5572808769470882
SIDM00374,0.7216801284323582,0.34351426693477716,0.8684751964752183,-0.6444641225349508,1.2979120350365227,0.9371843768201511,-0.8982043639172863,-0.3401273896525435,0.12108391828014177,0.2708471076840033,-0.5560760068912673,1.53922636788106,-0.2093075532636982,-0.52321927365786,-0.6382379690063801,-0.6465040612162359,-0.8586927742488221,1.427518526478996,-0.3404366954573025,-0.18267601505909054,-0.915229872555565,1.5722768084774918,2.014403301861355,0.1498101095259907,-0.643770458072264,0.31000819137434504,-0.5055327928705978,0.7646584006346084,-0.12998847743482317,0.07342469554399979,1.4762611042510614,0.27675907204753203,-0.1113485899145818,-0.4487130024031246,-0.23264410514250217,-0.7795916283837493,3.091734715265667,-0.13659116366483104,0.8211021362360892
SIDM01160,0.9251035318653629,-0.2988861173640095,0.8898353840836593,-0.08885787012752985,-0.6450517473983506,0.48232357378397,-0.9118410923897776,-0.7814670744925615,0.8768558822100861,-0.009703671263281482,1.0872972757231825,1.129954285147018,-0.6056274050053237,1.197850345103244,-0.2379606872769256,-0.25502104022393524,1.0767962718187036,0.906562482742119,-0.22095677677777245,0.038662978249581315,-0.9079289871763967,1.5835805790319222,1.8437509174781863,-0.02663946871426849,-0.3898059816147035,-0.5991651935627759,-0.6136620648856946,0.7951008124352971,1.1526980303902206,-0.5505750784671024,1.2449221327112465,0.5403615228783089,-0.16567286498460407,-0.7423928413246371,-0.29155824587641777,0.7897043913866683,3.028022845730909,1.4262423497321415,0.5611164930635762
SIDM00145,0.9016517836569579,0.7901629870197618,1.222340555226881,-0.6593268260575218,-0.26826463619503915,1.0648285922054845,-0.8913986293650701,-0.5120995266622266,-0.4207637171867014,-0.12970111673421628,-0.7372702831903707,1.422402767478705,-0.5488280590265511,-0.6031643088277695,-0.6310692356204365,-0.6578460413447895,-0.7795846360823004,1.2169315484563663,-0.36446097690746365,0.013172175718705272,-0.7665569605283759,1.5487298119161192,2.095761691324411,-0.20446300037615545,0.5987555317579765,0.5730071991307656,-0.7299084866071358,1.4511588694022892,-0.2934506196793824,0.9539275144804754,1.672214374756436,0.198899834687351,0.01612410859771733,-0.7446966321230584,-0.6206890567081377,-0.6902032378269487,3.2447329326224446,-0.8096346295661849,0.8420866888486146
SIDM00975,0.8847497287134882,0.13471223689858106,0.667914827045068,-0.7042601093576452,-0.023168342828080227,0.29518046591921054,-0.5153327903180428,-0.6890672509851403,-0.30195851620823955,-0.35968119381379715,0.6508542343965473,1.7611271564879885,-0.6692761376863388,0.9848354833478,-0.3774477104513917,-0.38672161886713713,0.12671967012505422,1.4548694000788078,-0.6727200666144659,-0.11253756931897187,-0.8475867921011122,1.3397936473136476,1.7755083029862695,0.06750118617661371,-0.4229613892501492,0.420728424004231,-0.7884315794324864,0.7320738652394367,-0.03351312609253867,-0.683056344884356,0.8882524665012252,0.4109762991444716,-0.15242323071612177,-0.8062279352680933,-0.6666644218889888,1.6048584914492392,2.401014052125624,-0.8866321467062772,0.44080813700183863
SIDM00971,1.1963822563824231,0.352778244986696,0.9840994762213562,-0.663125903488561,-0.3875271697433869,0.6262191641240401,0.8648433083654012,-0.604442377491796,0.07341920506118181,0.046048752304809176,-0.2873565722112143,0.5392245903393825,-0.7562041455978737,1.7917929240517179,2.0577695616461247,-0.6731007893604616,-0.9033029607908896,1.004694247177376,0.3916625358843834,0.07468926251449436,-0.7293380736552733,1.3377841714965912,1.6366115715272997,-0.28150932362111664,-0.4392940171781983,0.17326114771967088,-0.7866779678002833,0.832873847483259,-0.04465739290755593,-0.4750002102617471,0.5879591046234587,0.44753992891748423,0.1707803117146613,-0.10886045241509361,-0.64099250214536,0.5197453774501466,3.1816912561976047,-0.34691259909939864,0.5972136651532114
SIDM00251,0.8598122597099076,0.20183055384129436,0.9209985474723127,-0.5908747939080469,0.9951490690095908,1.0127039039978598,-0.7475151300080739,-0.4944471680657293,0.2924141684675838,-0.07749431033717213,-0.7375937526752354,1.338986928721069,-0.6771006575111521,1.1664935854569352,-0.28824256628150347,-0.6618294500734213,-0.7740582710961378,0.9968949270307409,-0.19763186723110882,-0.508592517850403,-0.7563173540041995,1.7210473298567899,2.3642765963587515,-0.30643448090710956,-0.11466339758338577,0.7824154246589353,-0.6194081017260095,0.5427320828602736,-0.5136435966950814,-0.21426566925884077,1.1526039054739925,0.2803783522797874,0.11261503866088181,-0.7539888409143034,-0.3425355688645082,-0.8119920850016035,3.0185218890086545,0.6420802826766109,0.6747884116275189
SIDM00412,0.6116622268950679,0.7983561291668142,1.1575895036147499,-0.6903152283706429,-0.3992849800012494,0.7862359162149266,-0.8894849810947508,-0.5185995428754033,-0.4294271248289124,-0.054471766045236486,-0.4055348433479521,1.4811906156844148,-0.6606551926615478,-0.6467220149420062,-0.551769272857345,-0.6095939721741354,-0.8022362233764394,1.4884850368101117,-0.4854083456314125,-0.22468509889567026,-0.8572871686900432,1.923702536676503,1.7134892413533958,0.17430791648956895,-0.2626926162776807,0.20201091940651883,-0.7498438141809828,1.2045650435492585,-0.25102099045439114,0.7893246208434658,1.5022894526891792,0.24399612452193456,0.1849493304892052,-0.7846768072892373,-0.6410258737321685,-0.6263961901374521,2.791949976917336,-0.8590837282992972,0.7529752466359841
SIDM00023,1.243371823120877,0.6182680144652161,0.8008908803361138,0.4834213202071172,-0.6171962489170387,0.649224647786217,-0.8747825252454505,-0.6462054785974309,0.045080524360265536,-0.26985442561859113,0.7415585617030972,1.7111323887110115,-0.5373654455728433,0.42900580603789623,-0.2313825668619822,-0.5786308940811873,2.992365275975589,0.6892220110944809,-0.2984353638572664,-0.009405655753507502,-0.6985190039635504,2.030519327542189,2.049649969228719,-0.5507212167572426,0.02768775231906574,-0.012995644551796637,-0.8139584473487554,0.5103037172343121,1.665217583727655,0.06615061651198736,1.431058774188107,0.5254356127220261,-0.2248040545687066,-0.6767956179752401,-0.5637311909370382,1.5571795129628443,2.703283636697978,0.8821970174548535,0.7434415196941886
SIDM01198,0.4431267011174729,0.25037807099444215,1.0203545052015066,-0.6265299804461995,1.6258138071795707,1.256548288492223,-0.8166268787749366,-0.6789964693599174,0.0845068617436646,-0.014577714926125728,-0.6854482831441814,1.5784639449478464,-0.7150963684679337,-0.7756591157627206,-0.5126532647766978,-0.6214388705046842,-0.8733408499371481,1.1835166992316553,0.012309705520455645,-0.2354861285481687,-0.7880690444784084,1.95376690322678,1.9910458375403453,-0.32930765862357114,0.09571419008757706,1.0672223451821627,-0.08314050018480207,0.9533749214615157,-0.2701654792752809,0.9047788364085673,1.7965837775238547,-0.1113474172428823,0.052713134870451296,-0.7454240520337408,-0.6220978115097535,-0.7733879182018171,2.6251251330577703,-0.8455043857250566,0.6932536524731792
SIDM00441,0.7855116809429205,0.6536663994112828,1.0658067901469948,-0.7402842579936331,-0.3519862761067449,0.9083562047905224,-0.8742768039250035,-0.6957939804788084,0.06559877114723213,0.2030777597943344,-0.6100710420295699,1.1962077264427837,-0.6702936397697384,-0.7785708219545845,-0.6057763291633514,-0.5556282531765111,-0.7949226322121853,0.8823156582439143,0.037928674615536416,-0.3412197895028911,-0.9111191979655267,1.6379688263964725,2.4275349595412257,-0.34188747778530626,0.38266641748997693,0.9945673540294631,-0.6329987193012745,1.3080569270212117,-0.40975958523826017,0.46319548855255627,1.4043638594682464,0.21791913356986137,-0.01833349691183325,-0.8415922593259444,-0.5519271799165115,-0.6005903018556352,3.155448405561575,-0.8649974742530891,0.6725152023411634
SIDM00388,0.6944670398715792,0.523667251578344,0.9388680331587295,-0.7229719597123175,1.47725077956906,0.9554054280666495,-0.8347623439945975,-0.6451764495905801,0.17520666737133453,-0.15792073454966532,-0.5345460494759023,1.2192050458864574,-0.676813827122957,-0.7431200799513268,-0.5686279127435427,-0.647729767151984,-0.7489698142444444,1.2047303670061298,0.17504259916220727,-0.4766858736515618,-0.9683964293854622,1.7125222612692896,2.0768635035965812,1.2718612192842773,0.23851167332617976,0.5357179505718934,-0.7371959597029517,1.1832450432036963,-0.08257827993400886,0.7594894463472197,1.44732526472142,0.5723722004418773,0.15941338821308032,-0.848913854563773,-0.5964772818207633,-0.6867991545640709,3.232106482237082,-0.7863023219560606,0.9284401574970488
SIDM00417,0.661466749966505,0.4868873827160579,1.4302686031482164,-0.7134689927953629,0.9126172899063323,1.1154842735087527,-0.9137205877822662,-0.7263511261417497,0.16938896742404022,-0.014464169967260953,-0.7119408785487549,2.0225107038954557,-0.6547009008195441,1.8261270565629872,-0.5724006943023792,-0.6978927698840957,-0.8664968593493689,1.656926186304912,-0.24139682086448197,0.5439359103592529,-0.5656625294165087,2.7237491960244142,1.944247727684079,-0.25719208299350105,-0.8226612493086455,0.04159677930373727,-0.7760798498433371,1.1885795022608925,-0.39238308810264866,1.1680138665907547,1.842330298206165,0.4225111425389809,0.35463486513206505,-0.7891506701043821,-0.3501456591351758,-0.4732277435724754,-0.5170876849762815,-0.8552885267042377,0.7427641389540123
SIDM00416,0.9846648520582996,0.2568882839926505,0.9904931990326116,-0.6416789446801981,0.8742801533162934,1.0510232982439611,-0.8817040819260651,-0.6855254131854907,0.1317488404791187,-0.0757347150497321,-0.5086951587419257,1.1340517820211455,-0.739876839917268,-0.6718305896124492,-0.5546430282693873,-0.6821412368036414,-0.8336736006799957,0.9253651445059826,-0.4510807186366136,-0.21770533251927043,-0.768247862903918,2.104313696543735,2.0816798090337922,1.2345449024132251,-0.15963587833023665,0.927510773855317,-0.4740608516118798,0.771206394407829,-0.08512346089512177,-0.6789837890272638,1.5225528532482988,0.26775012341714366,0.05275070030324368,-0.5918622554379158,-0.6405910261871917,-0.6843728950170009,2.9070163037099106,-0.7956749848212077,0.8667469324557886
SIDM00974,0.9362450173206144,0.35064162515138714,0.9427703155875947,-0.7788358788676346,-0.5435048271704741,0.3466590417215339,-0.8312140105013086,-0.72006019577544,0.04034612533829853,-0.3407503303103331,-0.5929156047055419,1.8251936311652956,-0.32306902331288945,1.7323771098821572,-0.565790306568718,-0.7201075881991936,-0.39043535615494757,1.3294244801994635,0.5520813643663168,-0.31172144638094795,-0.8658422814397282,1.5328643295946152,2.111315629105377,-0.25713021921022483,-0.5088238179551259,0.5675195901593827,-0.7404809706909219,1.0992651681711316,-0.19213197630355766,-0.21359894654885697,1.1794073886180148,0.3912000676401896,0.036257100375097925,-0.7955558594884778,-0.5299366373976595,-0.666728219971426,3.186955998061299,-0.9095855593635036,1.1988799497287221
SIDM00833,0.3510909876787058,0.3457091440020615,0.21668686446135002,-0.2986944840733499,1.0103285046354546,0.8871060621959809,-0.9007437680023987,-0.728091723564419,0.40324949105582175,-0.05011604691099296,-0.5628342645362575,1.3154947449609626,-0.6845316850558536,1.0300771358704703,-0.24099842315962186,-0.6850201695746164,2.261067461346731,0.7373018763565032,0.24928017662449045,-0.4056720897690283,-0.9362828049648996,1.5792245430167704,2.058754907089668,-0.5689906269546837,-0.6782501067520237,-0.11318963162816134,-0.7483862447694525,0.7988552729264112,0.7399272785167191,-0.44543214129183434,0.8928074913360178,0.6975325473872664,-0.3247390264310865,-0.5910841622806831,-0.714741219531029,1.0122856240625777,3.163574653863059,1.1825668772939937,0.8545759788423726
SIDM00562,2.023269814886292,0.48702215331297016,0.8800181989552671,-0.7144999930195445,-0.4810043696625369,0.7174168963973441,-0.7868018142482399,-0.7038605753453178,0.19525826815343855,0.2012355533120303,-0.6266198294608318,1.3531695309304879,-0.6993950656990245,-0.05663881586044674,-0.26679354920016707,-0.7315140385705783,-0.8418003895934291,1.1264572080651725,-0.3411698889342884,0.048861994545013485,-0.5306863809886413,1.65056100250978,1.9548145166318012,-0.17999974197718424,-0.47609035362581203,0.1976395014618178,-0.737298086863717,0.635689091576717,0.274565360470786,-0.11636882376838814,-0.57136611967176,0.28119779578813636,-0.034945225729282964,-0.6410515226943901,-0.6550900607417504,-0.4635813270804757,3.0107190957763867,-0.3242488384378059,0.5401061929118718
SIDM01102,0.4947735923720452,0.13443597586001924,0.773482124963514,-0.7091645853514021,0.8708535415770468,0.9130531465222033,-0.8607713534148894,-0.5871739782188597,0.19446658011342438,0.04673071573772569,-0.48834610330502404,1.1545564929678613,-0.6764132285143423,-0.628288097024151,-0.6006426744693674,-0.6174769067239545,-0.8008686356613138,1.4532565754566011,-0.13326564783501996,-0.1953703485630166,1.6598450334346744,2.0370400260152315,1.4837227915000906,-0.600050724715228,0.5038630418626435,0.9636002050316349,-0.5589790464489921,0.9871531616248923,-0.18484245417172743,0.4125788009796572,1.8806011356271672,0.43098092223083045,-0.11433105245165903,-0.35045032483693617,-0.6427990021763851,-0.7680424222365357,2.258050500155151,-0.6823068579297089,0.5020827177456222
SIDM00418,1.0620777214319281,-0.09837761383002863,0.7460262533985836,-0.2291064293627284,1.5381501847753216,0.6559449347838306,0.27356842827586564,-0.8152494340505989,0.7621675659737943,0.19507085320328002,2.6971536700208634,1.7246712879090818,0.23712810138710122,1.4250893859980764,-0.345152970450579,-0.6717227626988121,2.3969784588587455,1.557486180111684,-0.22847880177390154,-0.09160049092515588,-1.005882546900259,1.5661996395418034,2.293996480881781,-0.5252676713712381,-0.39007161131279444,0.08040060389126588,-0.7952626299471133,0.6025536297407593,-0.47461433136335063,-0.6481894622486442,1.3503382136987916,0.35890009870723294,0.1622498733917637,-0.7780927197476942,-0.6949674801772762,-0.7171601400172674,2.963764785574798,-0.8788212222241113,0.8281753338653185
SIDM00841,1.139261014354133,0.3344723233828381,0.8336714323668543,-0.7155498787347825,1.460986918348053,0.7792074215639938,-0.9531171240004586,-0.49470484918519864,0.42221189572811735,0.4923455010716825,-0.4814652086163446,1.1295734827047061,-0.7166941549267201,1.4536558374327961,-0.27202823691421557,-0.6686765135411824,-0.926877810190374,1.0387430952070213,-0.2737127905064362,-0.084040850568201,-0.8035380867625432,1.8692588002928932,2.1634391447978065,-0.6334234887075638,-0.6221127242741161,1.1633560187309409,-0.6184805445316328,0.840891696145962,-0.029225857268619832,-0.4237153257052471,0.9991179403309013,0.21507800696388196,0.03568759162228704,-0.6842115029380856,-0.5676126538002034,-0.8041439908764685,3.624807019155725,0.19066735865024367,0.6236813303176094
SIDM00260,0.9020339852596925,0.2853490527950409,0.7984593549834046,0.35039420852061665,0.40645800624200423,0.7622566570272225,-0.921574440848357,-0.6591923868498651,0.4783925399348192,-0.20441764407427673,-0.5852175532132683,0.9387334074868467,-0.6528451250265971,1.35184000182189,-0.09863732093642537,-0.7488132205446948,-0.7999564657671663,1.0708934741770517,-0.5420704549789555,0.18595465730115524,-0.9710657005659123,2.155589664711715,1.826886695432106,0.48392794154864355,-0.39710369266093576,-0.03234223626185304,-0.6726622607955983,0.5370636025392688,0.4243234452066591,-0.2370037814749948,1.6418686102137483,0.9688556916148979,-0.19181029259818017,-0.8517666615771939,-0.33385147145707805,-0.5453112973200032,2.8725715398411538,1.3521729588981952,0.680470692175028
SIDM00111,0.239459125139617,0.4167652772714605,0.7099174714981213,-0.40610449907925206,-0.546038883129193,0.2197044707181622,0.40962030769082847,-0.7829644598577523,1.399744569559582,-0.21176564822546537,0.7489860691503105,1.3755147940778099,-0.1313792530608722,1.2114252349516845,-0.6503090774230218,0.5418384108465211,-0.7890420454807502,0.8115365000209093,-0.48064835439009457,-0.35362763424471194,-0.8311517928200182,2.0857307097675273,1.8801605125988763,-0.4894801286461135,-0.18045126722908747,0.28219397440052973,-0.7404141172456769,0.7324519834393621,0.24901628158161737,-0.32867348885298725,1.4915636961282308,0.09436014632156378,0.02090591438791673,0.9704269462168187,-0.6561609895919165,1.2288508912775198,2.7668846852675753,-0.8396219208692941,0.4993967951369354
SIDM01179,0.4858272645571213,-0.16677860357466318,0.3976755241431825,-0.38248157945359385,-0.47785457826438327,0.6048641224709735,-0.9256024255320611,-0.5620033447866999,0.8788911950823567,0.009561623904918638,1.8588797116355407,1.0529186225421432,-0.7282675578689592,0.2678631195391532,-0.2711684619064345,-0.7178592949100209,-0.6511076264956723,0.9951310699477992,-0.185787910577049,-0.4868572586379153,0.0897903400309643,1.0859398973228993,1.8950464651483523,-0.3073853612761837,-0.389233964051434,-0.03493282287511942,-0.6925498149292535,0.7758360362459003,-0.08803890803628493,-0.5637886541637355,1.218380585741436,0.7242087428446708,0.2478866789490459,-0.7338336489638886,-0.6435480232566355,0.014925668913592262,2.866252949255149,-0.9387836666615035,0.3679749082282688
SIDM00351,1.3613474053370669,0.3257023853580867,1.6575469297969212,0.8383694566468184,1.4505982105925077,2.069804141350856,-0.9104974651424037,-0.652455159296115,0.042610855812271815,-0.061144057051039334,1.9423167412769033,1.2956175719154246,-0.6112351522205327,1.1577558418228424,-0.3858717155907837,-0.6560406513595857,-0.7552753586942696,0.9823080226911776,-0.02325444118420734,0.1836458032388864,-0.7916397875977088,1.6530444341376171,2.0162720712518762,-0.2983210585625094,-0.2282960844772091,0.6093773439214586,-0.7729039417520506,0.791825777759151,0.4855850751964876,-0.25476447192675117,1.2936801809849767,0.10360872177176447,-0.040486014267688324,-0.7010277041572539,-0.7032669742639328,1.824258351962641,3.6143191802867136,0.4977286676143159,0.5434793312758806
SIDM01205,-0.12283404329781168,-0.05864154757098821,1.2678504784334974,-0.6802875768536828,1.2832607306563262,0.3658580164348941,-0.8855191366325114,-0.5667714061291711,0.21235963213253473,0.06932796735050024,-0.49717300626753097,-0.22595032814209548,-0.6494353530326119,-0.6993513349470964,-0.5023581600352316,-0.32301154079975014,-0.7514569354224104,1.4320344892299777,0.7328322083253299,0.06198259432867514,-0.5871537717801839,1.6530916655152894,2.0304258144558704,-0.5891926208873551,0.4033216995184362,1.3244163687308017,-0.8039589584362202,0.6685937639945227,-0.3153559336736435,-0.5004924672027778,1.2942206793449715,0.42416182865861013,-0.2587306473933598,-0.6116982366511488,-0.4095563408352394,-0.6557975646215126,3.093299515387743,-0.9115372445155407,0.7280659146501992
