,GRM5,PLCB2,ADCY8,CALM2,PLCB1,RAF1,PRKCB,PLCB3,PRKCA,CALM1,PLCB4,RPS6KA6,GRM1,PPP3CC,PPP3R1,CREBBP,PPP1R12A,PRKCG,GRIN1,GRIN2A,GRIN2B,MAP2K2,GRIN2C,BRAF,GRIN2D,ITPR3,CACNA1C,MAP2K1,GRIA2,GRIA1,RPS6KA2,RPS6KA3,NRAS,CHP2,PPP1R1A,PPP1CC,PPP1CA,PPP1CB,MAPK3,RPS6KA1,MAPK1,HRAS,ITPR1,EP300,ITPR2,KRAS,PRKX,ARAF,CALML5,ADCY1,RAP1A,RAPGEF3,CAMK4,CAMK2A,RAP1B,CAMK2B,CAMK2D,CAMK2G,PRKACA,GNAQ,PRKACB,PRKACG,PPP3CB,CALML3,PPP3CA,ATF4,CALM3,CHP1,CALML6
SIDM00976,-0.9865871472047462,-0.8055247895719201,-0.7976308840094068,3.3237941409278693,-0.8565900835390043,0.35606067147683423,-0.8133225053481983,-0.151150464912848,0.09972928422606163,2.4992545526340844,-0.09797009536836165,-0.7023334458880586,-0.804307500668215,1.2201668836527382,0.3860389131933626,0.36821369481683086,1.5007784345587598,-0.7163262820057499,-0.6840983235942815,-0.7403091816179481,-0.906652427595183,1.1928096150787189,-0.6750750327882182,-0.2055535922435058,-0.7858132566327698,0.15630032946634767,-0.6805658041717145,1.5715426905628138,-0.9708677678445967,-0.8501930253135149,-0.16718789399320738,0.990947413223116,1.649672931246561,-0.8440724311174885,-0.8941780179265235,2.58231613335926,1.9593483793821271,-0.5085534455177737,0.27667755568106206,-0.37998546051130083,0.6122684569414987,0.8111851263124983,-0.7425315034194429,0.4937777122455534,-0.7085819924340622,0.592401683209206,-0.5833618978251223,0.042308444869758474,-0.8434024817425391,0.918769651946138,1.5561323138650356,-0.700082689415732,-0.7483629399992249,-0.7614298471672033,-0.9897539599620883,-0.7863475213286311,0.18464855632829832,0.08465820163200244,-0.5873404229592467,0.9227438331390746,0.22199276159385442,-0.6739760282514191,1.1845825186999221,-0.6598325309563974,0.9620795106688376,3.2342701787173436,0.26213463280479476,1.2567149369605748,-0.6220907588260083
SIDM00316,-0.9119444031978696,-0.8435089080708309,-0.7463567326552297,3.12803543549486,-0.8491735212831939,1.117752986413945,-0.7356735191946856,-0.27231621028300906,0.09410565667704199,2.7756097522987497,-0.7775485311395475,-0.8340512146200004,-0.769376644811632,1.2146593073689402,0.34800198561048656,0.5311519770708286,1.6097486592087658,-0.6516921705615133,-0.7487343771390178,-0.7583902394004004,-0.8397426801598061,1.2046594129309516,-0.6830533963143862,-0.17973710816619048,-0.9556283110607094,0.25439677308260406,-0.7364292067961618,1.6834200368446388,-0.8934772890648812,-0.64910307934231,0.48910994945573993,0.9864812443451665,1.5712040461435595,-0.8375081280568084,-0.8847623873318872,2.7995656189332947,2.0290786872489543,-0.34555801270194797,0.4661422621574193,-0.5553652082313945,0.7788891255073044,0.5533191135296522,-0.5282392802197713,0.5174004987334206,-0.8801493369495696,0.3530359783963752,-0.4772317096664239,-0.06237510417723125,-0.880978170098655,-0.7056599112149377,1.4424668473301931,-0.6370468830443051,-0.8349985304226377,-0.7154325230674293,-0.8675936142529688,-0.81741813312313,1.22611086813776,-0.1007883992764938,-0.5296445640565808,0.9605390149245328,0.447437734000962,-0.7320429691205392,1.3231295032816082,-0.7052166728353544,1.1244995711139352,3.275905157433356,0.4549487180496033,1.2656714571066756,-0.7175973612481688
SIDM00326,-0.9647234974103622,-0.857194475184112,-0.8410071346451262,3.2234094585799964,-0.8119530945557865,0.8254367782109024,-0.70007459605209,-0.0383654715758747,0.1073662039205865,2.425895860713407,0.9455401837009345,-0.7226301070090277,-0.8491204090541689,0.021632637998397077,0.5751398609670585,0.48658616305276764,1.4753001464208924,-0.6764268002447236,-0.7033475022677913,-0.6123441803498555,-0.8835785690209099,1.5841031760758948,-0.6884031231800285,0.012323497534462815,-0.8709867063769732,-0.10539135316425675,-0.8423905866988041,1.8770430806085567,-1.0307257915090513,-0.8267999992286736,-0.09912939102738608,1.1066339737006066,1.1067161692969334,-0.8274404722505297,-0.7407556679231839,2.611549643055917,2.0694077591820355,-0.350358881641067,0.12396692713668121,-0.10824094973953582,1.041065527071637,1.4141422463991635,-0.326709247088575,0.7702619312305816,-0.7471734367810895,0.4647827407179723,-0.15103308474951463,-0.06632069971156618,-0.8962447189097076,1.1438125552503695,1.2996794208976274,-0.7259927946387408,-0.8297527686239212,-0.7785507111961159,-1.0112380531974126,-0.5563160683093198,-0.49143792838787903,-0.1257286143539016,-0.5575752917986075,1.3960124063179196,-0.12334740255078583,-0.7031242683627452,1.313519361801519,1.0324548058956189,0.773610544744454,3.241095899309997,0.26945876772331756,1.71963278184943,-0.507933402570653
SIDM01093,-0.9663139741543408,-0.7914474593186609,-0.6931742516614661,3.088310997378407,-0.7720656620745535,0.8140456575664213,-0.717920527492159,0.2755405833278065,-0.5864361505796267,2.72923551231603,-0.7793460446195977,-0.8680651739676769,-0.831431523894819,0.837261019915633,0.5254195953249158,0.32214410545104954,1.4648817156158467,-0.7125456845712705,-0.7400406908651417,-0.8043808776148664,-0.9229582991980368,1.0544291635015848,-0.6759153796590934,-0.05067002295945962,-0.9375684310707032,0.10179488165066573,-0.893707625430227,1.9431617853497982,-0.9370395637704358,-0.8895652512010206,-0.795533686231162,1.3509696081198896,1.5845997945431642,-0.823683577920976,-0.8253208796074485,2.7110527779824403,2.0050085322989184,-0.25680198483176464,0.009041848105836194,0.21860439918221575,0.873695986992817,1.0297247545552024,0.16292422962398123,1.0971687370129677,-0.5761560435301771,0.45577622691952335,-0.32829002084547715,0.09963745789456172,-0.897450265314387,-0.6322767844653157,1.722468585072278,-0.6430107131809987,-0.8678198972665988,-0.7276349989601074,-0.8613022293422973,-0.7959875481225559,-0.3772356857522453,-0.08422817523409362,-0.5656006813858864,0.9919787047137161,-0.08158265022247993,-0.6433741249487308,1.0612984683956292,-0.6618481085326845,1.01729758623653,3.0063772242024687,0.43671843383746606,1.7393376064427346,-0.7629456312449675
SIDM01098,-0.9599536500654775,-0.7349916375539172,-0.6892227394670208,3.5038920488338894,-0.4027032528552567,0.8085957478687608,-0.690795084900545,-0.15596700974077501,-0.08696450614510033,3.0231202267996746,-0.2663755533798327,-0.8115539687357514,-0.827227500572954,0.6828565303875537,0.4249170997016371,0.37284532794260133,1.0232078803779208,-0.6712372101579277,-0.5973472693217011,-0.7964556028189783,-0.9339464658512933,0.9829810687253467,-0.7030206177672291,-0.300987804180994,-0.8346167887014813,-0.2392580654448781,-0.751050233796569,1.3522002296757216,-0.42283224115143053,-0.8415934585642588,0.4890994999005298,0.9570408696541325,1.3891466676033168,-0.8902594818096479,-0.8306659879216568,2.7052225110506525,2.3136670065430502,-0.713969903414946,0.31619423431814414,-0.3134239822922032,0.15425779103500303,1.1645227521707184,0.062119518714366634,0.14407355234222305,-0.8492448023082972,0.4361121852115703,-0.10225813665867083,-0.1184554985209244,-0.9309529484212041,1.6531307540375015,0.4960215750001722,-0.7917671542901623,-0.43578078625427424,-0.7098927274983172,-0.8731318782719149,-0.7256742327509531,0.2641897500514829,0.20293405424136488,-0.6307543477625465,1.4446648638396837,0.23600172197632563,-0.6578592213058053,1.075480196530174,-0.7709348239803565,1.1598763426845629,2.9245855626876,0.354659618832535,1.3329056479696935,-0.5792436654071333
SIDM00424,-0.871506631214914,-0.6913665267938992,-0.6734410436206865,3.057169822611164,-0.14809008271744806,1.2196075938614053,-0.2170223057631914,-0.6937845994871972,-0.4940364289356792,2.276608413410054,-0.6676849171768803,-0.8724913473799059,-0.645666897511919,1.9681938338631246,0.9972441404120052,0.9366039890172068,1.247676369562464,-0.6654980701865852,-0.7623146099817193,-0.6933322611042299,-0.8498835408109396,1.1552842183049115,-0.5790469962758621,0.4095882993006769,-0.8717278204539383,0.2559252715237181,-0.7968152056982106,1.7211087953173017,-0.8469996475415745,-0.7962803497123243,-0.5603671998532688,1.300071827672292,1.8766271622621657,-0.8272790623472437,-0.6965172784842605,2.941065781607389,2.2874441395700806,0.08063492809261094,0.2699574907437687,0.35177715841277357,0.6825314102762445,0.9039971299962638,0.6163347502368408,0.7355729785937009,0.0639464765282221,0.9215039453201721,0.2564459621160645,-0.23422091892337144,-0.8528287048214969,-0.5320712421668147,1.8682810720738117,-0.6981643104437144,-0.9918569710590351,-0.8219914792387305,-0.4293931218754763,-0.6953383603026557,0.9173575544951998,-0.0787582347446415,-0.5987026238127303,-0.6982438595845286,0.5861291732838557,-0.6700626866594659,1.273623684420889,-0.8231390664055778,1.162739541745469,3.5813148163816706,0.05804813292220375,1.4409990269015247,-0.7796856461199095
SIDM00973,-0.9283530523120851,-0.8107839220138929,-0.7183162610254525,3.1886789754114027,-0.4302648357766758,0.7684005231707065,-0.7929733037579838,-0.42735234477781264,-0.6226547983753179,1.921493368386761,-0.5830796308983764,-0.8776581462779143,-0.7915704464304437,0.9282798595819929,0.542178183193694,0.6508802983628634,1.5239219462614968,-0.6665905288469768,-0.7657579335258936,-0.7362924313774374,-0.8748690830687414,1.245157490610311,-0.637996081251098,0.15453647722022643,-0.9008909252870011,0.25693480256506784,-0.7115520305716828,2.078336054909063,-0.8798713005286614,-0.8270293517945114,-0.17229414657721173,1.8104575153973002,1.993793374851343,-0.7495416053251085,-0.7943253127397897,2.339625368889093,1.977956501480857,-0.44401124063135466,0.26299035004266214,-0.043733197142933423,0.4939504917971366,0.9478301662101801,-0.2967791278030292,0.8448781802996072,-0.6953376706402014,0.3921759342136722,-0.5781445402493651,-0.217272784689384,-0.8571672388034112,0.776734505626943,1.5352586478074197,-0.8066842624461413,-0.74361839994994,-0.8047028750045242,-0.681898113429344,-0.7297864717992215,0.2851297009084036,-0.4576709156573929,-0.5791698705269229,1.0508607540428871,0.3473519070699129,-0.6972262311469584,1.1109359658211742,-0.7068284264932855,0.9133837781474589,3.6560631710653415,-0.1959305638017643,1.0113559369617824,-0.7473278974966286
SIDM00411,-0.9047247975884372,-0.8813285265209397,-0.8257228815934486,3.234424714345546,-0.7419643531505604,0.5599856744025686,-0.797918929607698,0.016200714607910744,0.0554976899975605,3.0236824079933116,-0.6778989563910003,-0.7105154349874367,-0.765210828916744,-0.018283664738644494,0.5551287987720075,0.5150043677519421,1.441371924159848,-0.7145119725471922,-0.7747551341509501,-0.7827388338284498,-0.8804475765848419,1.0886194474913808,-0.6028233737821417,-0.38956617876619715,-0.8757689691036445,0.145234063633732,-0.9220811253262386,1.7888611545285729,-0.937564310657232,-0.8789483158430443,-0.4819203618866208,1.6609734374706104,0.8153699727320969,-0.9689658860607365,-0.7765118321243059,2.614475514245381,2.4656240008773302,-0.4727006158804322,0.29408953761611967,-0.20941872416070526,0.5572808769470882,1.1375896268219676,-0.6951428531984729,0.4602768376682908,-0.7515584724004407,1.2784253627919009,-0.1368365967946395,0.12732717268759033,-0.9757993922345335,0.08847097374909438,1.1914875065116772,-0.7158349532702425,-1.0652345127244411,-0.874235354605977,-0.8634749526620351,-0.7788148141812985,0.17118912914159012,0.16659261751615612,-0.5792731028085144,1.2628720448874153,0.05872301206956856,-0.7617971892786949,1.1404389225563378,-0.7743496939788245,1.3109981917597118,3.1943254565047106,-0.1263405154866001,1.3421285560299312,-0.7884808221835264
SIDM00374,-0.846696649202364,-0.7875277207959127,-0.6919471331323285,3.051734392742698,-0.1547169569532959,0.8684751964752183,2.3829894737095,-0.43766148387990234,-0.5742271936977086,1.8566032989864085,-0.7236569257159972,-0.7764202979667444,-0.6611917839372174,1.9697764504858,0.5753766442013336,0.4046208936414716,1.47788108293764,-0.6610640831792625,-0.693223866166171,-0.739316579688244,-0.8985905357529537,1.427518526478996,-0.7024154411611031,-0.18267601505909054,-0.8988955601216562,-0.06052922273825862,-0.8723683138892616,1.5722768084774918,-0.8142975337958266,-0.7920952104423293,-0.7811018148206379,1.4944064934810057,1.4762611042510614,-0.8514348328566166,-0.6997085998613454,2.8154051962010556,2.1137056933489147,-0.5130768567136237,0.27675907204753203,1.2737956065323917,0.8211021362360892,0.7216801284323582,1.5594510668320578,0.7561557490546262,-0.771370795145919,0.9371843768201511,1.1253683111246264,0.2708471076840033,-0.8275137400693857,-0.6399610482360841,2.3813012724105893,-0.7012421784274462,0.6935085932461691,-0.734674960715277,-0.7945069549810627,-0.7859172216443162,0.6675918858859611,-0.004856462085824283,-0.5929376015708058,-0.5036488720368993,-0.3907805456444017,-0.5757327606995932,1.4389282269716033,-0.726890851440573,0.3765947796615212,3.6418695635146867,0.4494039759390201,1.0158224631307258,-0.7879492404643875
SIDM01160,-0.9441435566271582,-0.830923106907667,-0.7730882565842143,3.0386564542920143,-0.6841426078191517,0.8898353840836593,-0.7614669549809514,0.027417347665191348,-0.37545348882715135,2.6233222358446384,-0.7305611413966392,-0.47914086260010835,-0.7619441200259671,0.44211011388277305,0.432719791410564,0.3981406327794485,0.9333359655324798,-0.7218531287104418,-0.8409875212749529,-0.7788482080447081,-0.8687397447842069,0.906562482742119,-0.7103509437441865,0.038662978249581315,-0.845358890693856,-0.06345549980361986,-0.8763720403643558,1.5835805790319222,-0.8746411769689069,-0.808467225471632,-0.4578115874243933,1.072254970925828,1.2449221327112465,-0.8568322768664546,-0.7534840692643799,2.765039299710547,2.2063054825972483,-0.21803695324302372,0.5403615228783089,-0.11587742118372356,0.5611164930635762,0.9251035318653629,-0.7448972915895095,0.7156149951125073,-0.9150608244909314,0.48232357378397,0.652355015604184,-0.009703671263281482,-0.8582754872073238,0.26863648137495566,1.430869145972477,-0.5868925044114041,-1.0401680072509403,-0.8382889778112864,-0.9237277757717308,-0.8187913032893487,-0.12466775192903612,0.4087422238867247,-0.6488669208218688,1.3188481194779578,0.08867773003023012,-0.7410081200770616,0.7802336964244055,-0.634549358536966,0.9180825024861575,3.5584940420078066,0.24882326599141802,1.6969391021284599,-0.864489465850567
SIDM00145,-0.8758461789323283,-0.627623962435295,-0.8206836848040623,3.2484125271199966,-0.748254959035045,1.222340555226881,1.6856741157332542,-0.46872514738295123,0.19120349049199792,2.059568503132602,-0.7317293915841743,-0.7370514578218187,-0.6808191116458431,0.7397969336137956,0.7006768455914465,0.3536646607218624,1.2898037078196036,-0.6709376525853369,-0.7702693971044686,-0.6809861301077356,-0.9030393974099356,1.2169315484563663,-0.6762385793885382,0.013172175718705272,-0.9384404960869321,-0.03463836147252778,-0.7946440084200364,1.5487298119161192,-0.9266162537175747,-0.875232852287389,-0.7000487688469934,1.5201471547470973,1.672214374756436,-0.875951462831487,-0.7717052324690785,3.0004150072311475,2.273938951821652,-0.41333892128787936,0.198899834687351,-0.23325655108419086,0.8420866888486146,0.9016517836569579,-0.1514723078669568,0.45480756485532386,-0.5399530174634828,1.0648285922054845,0.39227563958102474,-0.12970111673421628,-0.9293734124548146,-0.6247788872056037,1.3837946301933541,-0.7218026690948635,-0.016899453131264487,-0.7796157189479399,-0.809424120653942,-0.7780439751344418,-0.6015916945151976,0.1418197232507541,-0.5684254203298734,1.776991730130318,0.4627747086694522,-0.6495473508099362,1.2466729345068488,-0.7064085352810563,0.36681046167782577,3.5531498926853757,0.482130048559393,0.9187719146150157,-0.5851426653141683
SIDM00975,-0.9410218072748362,-0.8686834521075305,-0.8236775002312429,3.129362726859461,-0.01333382433303948,0.667914827045068,-0.8739983041862079,-0.5966686612462296,-0.32392437983241906,2.340336622358086,-0.14793559011198965,-0.9355494074279913,-0.7257973964660798,0.7140318799646345,0.5448021494484921,0.5019678176432345,1.2203359902653157,-0.789374904291184,-0.7800412959730882,-0.7891068205052121,-0.9598102604337607,1.4548694000788078,-0.7156124394775107,-0.11253756931897187,-0.946273620377855,-0.2799418394444578,-0.9151476666352615,1.3397936473136476,1.1129261741373337,-0.7864670282454557,0.3753154595759525,1.787499376202979,0.8882524665012252,-0.8776339103336513,-0.8337035191823253,2.6685285828971304,1.7156978358933035,-0.7591595532950723,0.4109762991444716,-0.4648972537859546,0.44080813700183863,0.8847497287134882,-0.5334543779047349,0.9094408669875079,-0.5768839544889336,0.29518046591921054,0.07646761142610838,-0.35968119381379715,-0.9871934812636758,-0.38893296039767195,1.4029532596418997,-0.7222018042292965,-0.54595568431253,-0.8329993326163483,-0.9316707742338848,-0.8072115460335424,0.27964217547652076,-0.24383180620588052,-0.7129513268345374,0.9650171131741886,0.1302684342860775,-0.6968705428307354,1.0803678095118359,-0.8273160549530263,0.653141916505708,3.565721684458566,-0.04157415169854861,1.3251170431652923,-0.7730801804966649
SIDM00971,-0.9426632437124739,-0.8031533961544333,-0.6240582483855603,3.2261296317526154,-0.8647289391864484,0.9840994762213562,-0.7665817669542061,-0.10071691408741587,-0.5556711935109165,2.7572442938966226,1.041824912312743,-0.5867951591524901,-0.7973505937457839,-0.0065865163704618606,0.2669555482307739,0.44159368316156494,1.2084815483454918,-0.6625119962219561,-0.6699504876730064,-0.7663691724001186,-0.8870850073712124,1.004694247177376,-0.6949642949581077,0.07468926251449436,-0.9305933256858169,-0.18952103511044832,-0.8236688146323432,1.3377841714965912,-0.9229057664831963,-0.8058954481216734,-0.7196742853287712,0.302586763165832,0.5879591046234587,-0.9139456608792358,-0.5893728061007384,2.5619200969280547,2.0543768668234508,-0.5645899391461622,0.44753992891748423,0.08481087398812286,0.5972136651532114,1.1963822563824231,-0.05195383965666992,0.7150649018786864,-0.5011571416513961,0.6262191641240401,-0.03413416628771919,0.046048752304809176,0.5570281780403521,-0.4081204798339966,1.581568515530879,-0.37969602738158875,-0.8340514230961007,-0.7831794047142993,-0.90440665515467,-0.7901857713935799,0.7919229919764568,0.021138255013878657,-0.6853433771426419,1.0579311655622283,-0.3437844388770699,-0.7179053551326012,1.3796812631246609,-0.7719365173597221,1.12622317228562,3.3967381252199775,0.445141577202975,1.862110489018134,-0.3936018921219333
SIDM00251,-0.9333431498400124,-0.7778794735358314,-0.7020837972628153,3.082612662628274,-0.5906077894712709,0.9209985474723127,-0.7941021762651687,0.5670800905155529,-0.555218764242211,2.8770119192377552,0.5938725538818507,-0.8804543099087974,-0.7411840325128617,0.40542509992746717,0.7873583366545636,0.423130643167436,1.5448875689776111,-0.6649650211903637,-0.6215001109438539,-0.8578837320085978,-0.8619010620034075,0.9968949270307409,-0.6194689876930046,-0.508592517850403,-0.7642750802912911,0.3486558187595415,-0.8754759403913203,1.7210473298567899,-0.9503876574761909,-0.85411300728569,-0.5606416732615279,1.5715190718282037,1.1526039054739925,-0.8279592487219346,-0.7756058931533237,3.057022763385676,2.103706925640068,-0.42398822961297505,0.2803783522797874,0.32589980668751,0.6747884116275189,0.8598122597099076,-0.38215191255280073,0.4069130958852871,-0.7037257130138294,1.0127039039978598,0.1914279323478265,-0.07749431033717213,-0.8438646710242705,-0.7573039742404317,1.4004863857290157,-0.7708658203464779,-0.96817338926296,-0.8291729122813268,-0.8722916316856624,-0.8449463243041485,0.4614144589409414,0.12629565115528354,-0.6706223512583314,1.095581860952255,-0.7860825150219598,-0.7028556683000666,1.0566823073866136,-0.7485771834614563,1.4381927064886395,3.6554398233030994,0.35118506383309095,1.3681185778802374,-0.5920500809049677
SIDM00412,-0.913924354576892,-0.7502456299706085,-0.6246063603504849,2.8173658855343775,-0.7806020038654701,1.1575895036147499,-0.6761095239499907,-0.46942160586082116,0.3533118286441307,2.4610445775628045,-0.7408742197045776,-0.9211882520906521,-0.7712189229362473,1.8116467755063883,1.0999261418380901,0.5825924972921416,1.648045322114434,-0.6875974542051027,-0.6101213204725491,-0.7211288936549075,-0.8174624823622793,1.4884850368101117,-0.504843656726916,-0.22468509889567026,-0.8387549017339995,0.14316504303366134,-0.8141944955187238,1.923702536676503,-0.9008385034147445,-0.8154482898765469,-0.7981481708439424,1.6395789027259327,1.5022894526891792,-0.7757101396028758,-0.8538981432840812,3.1109835216396426,2.4355827817328093,-0.5247840260250896,0.24399612452193456,0.24220680920977833,0.7529752466359841,0.6116622268950679,0.4019988099594048,0.7648820983778076,0.40524397542219476,0.7862359162149266,0.7484343159922919,-0.054471766045236486,-0.8209284225551945,-0.575730206780793,1.8325066667365792,-0.8015017590599682,0.5065587854674741,-0.7663824240711091,-0.7647418128325135,-0.8014694728492004,1.1689600640713822,-0.19869996067692944,-0.45263213959623144,-0.45529280575990755,0.5262312496480457,-0.7710908753503436,0.5046898820920485,-0.8038188072607056,1.254410106406056,3.487137820242566,0.46215933288459965,1.2677901840969021,-0.5277249441837164
SIDM00023,-0.9651263840584208,-0.8085038449310805,-0.6534640170980347,3.1577739009078907,-0.901048435815323,0.8008908803361138,-0.7638746326073788,0.49366867709101014,-0.42476927007827897,2.878824303791306,-0.7845980022154592,-0.9711828704265677,-0.8188945628244613,0.8244293487514227,0.4180033657720745,0.23960382023383434,1.1290012456203091,-0.7203317237342752,-0.6887502497013633,-0.7571822822281187,-0.8947956179215579,0.6892220110944809,-0.7162416881137609,-0.009405655753507502,-0.8711147806813846,0.09215988086124749,-0.8529486196888441,2.030519327542189,-0.9341881735368139,-0.8704194613872965,-0.8555014411393549,0.9528710805125271,1.431058774188107,-0.761720921400099,-0.8295501127804514,2.8756115718410227,2.4001819891931686,-0.5676736715150567,0.5254356127220261,0.41372047814039176,0.7434415196941886,1.243371823120877,-0.8789351801318535,0.9087193070181654,-0.8765775362529574,0.649224647786217,-0.1590023224876967,-0.26985442561859113,-0.8353470043724666,-0.47741023799452575,1.38897599253915,-0.5616443679869688,-0.7570704039491543,-0.8067147990555877,-0.9487527121990993,-0.6197084284783758,-0.45492251825658464,0.1298051494445398,-0.6846741654886267,1.1679460226797989,-0.004038120162351533,-0.8142666718976772,0.7513622787938113,-0.6488827310460605,0.6066462023022088,3.559073325332733,0.31700459553583105,1.7130237058205573,-0.5777003680716458
SIDM01198,-0.9027236665543635,-0.7662626555221865,-0.6459198616011842,3.058548436054867,-0.7762952065724013,1.0203545052015066,-0.24136455777475432,-0.5327639794727238,-0.4045579173215536,2.6015796282287824,-0.639267546341195,-0.9239852163286899,-0.7486814764583278,1.4287782023445925,0.8611574619664495,0.683807276644346,1.5317033402428102,-0.5681070361412667,-0.6672450755893958,-0.6585123239319288,-0.8726699404981666,1.1835166992316553,-0.5161391168045397,-0.2354861285481687,-0.8665065317546448,-0.1772668202351656,-0.8023922890570665,1.95376690322678,-0.882980697615231,-0.7848314078165265,-0.6780741428900586,0.7957570774881989,1.7965837775238547,-0.8710523965912202,-0.7175021747874142,2.8637574834536723,2.158867140773785,-0.2553720892923201,-0.1113474172428823,0.4666074973018321,0.6932536524731792,0.4431267011174729,0.8977512052455047,1.0113507479230204,-0.36452125599616925,1.256548288492223,0.5484036650003506,-0.014577714926125728,-0.8943638974512028,-0.6060057972524944,1.502455878377327,-0.7346602471595328,-0.07640469155610062,-0.819236257254937,-0.7600903601474538,-0.8204650835668148,0.9131526516383104,-0.13367799626303953,-0.6239911362472775,-0.7112138473480949,0.89387920399669,-0.672701496247516,0.9615692663918527,-0.4701736837274301,0.9397389926362267,3.728383704362107,0.46619849399312996,1.3222071017429717,-0.2886964227080805
SIDM00441,-0.9305465986501184,-0.765140438968893,-0.6752712152206322,3.093917897037818,-0.7943047746191202,1.0658067901469948,1.81422608329911,-0.40441383338242454,-0.3539292272573664,2.439863253800781,-0.7305650426244845,-0.8154818900645853,-0.6840896951960247,0.5020328509457211,0.6076060990458192,0.0653925098383363,1.8995216032624767,-0.7050969703180568,-0.6552609311615448,-0.7713944472756324,-0.8954498869671494,0.8823156582439143,-0.7289516118653557,-0.3412197895028911,-0.9653554351510928,-0.46677321100851643,-0.850418305374489,1.6379688263964725,-0.8243496563519842,-0.8383497111481555,-0.7338522582823236,1.1878640476280335,1.4043638594682464,-0.8123017701657432,-0.7746153739531466,3.0982211490931815,2.113479764176753,-0.5107218298094042,0.21791913356986137,0.3224024001459118,0.6725152023411634,0.7855116809429205,0.6075196539843872,0.74130820596175,-0.575297948473494,0.9083562047905224,0.19047581556363125,0.2030777597943344,-0.8541918987991929,-0.5552314734504257,1.4957252755177792,-0.6809882942329455,-0.6495987982220591,-0.7678969658150268,-0.6424854160344431,-0.7756022627560292,-0.16579173982455553,0.15974819392078876,-0.6950698302563304,0.7978022566179406,-0.3497786317093211,-0.7522303879405415,1.362205993059423,-0.7046081884607069,1.2656452980557433,3.5209406659120495,0.46437017977204587,1.2279907559655552,-0.4937416534860029
SIDM00388,-0.8346441066937577,-0.8058440229079121,-0.6404383645406418,2.858623413943024,-0.7835841920744153,0.9388680331587295,-0.7543352040862785,-0.30245869912132184,-0.4641955561537259,2.5883433099106554,-0.7306450505489457,-0.8760179743324343,-0.6972204749538014,1.596396115243633,0.7022312598391875,0.3750772409666763,1.1587184199672687,-0.6920660213672543,-0.651986249727552,-0.7356759945858062,-0.8354105315726186,1.2047303670061298,-0.6596629774792037,-0.4766858736515618,-0.8835385986414471,0.25901320334437095,-0.7432514069888022,1.7125222612692896,-0.9024940413814034,-0.8143753410449607,0.009387807560371986,1.1417314160566965,1.44732526472142,-0.8224561381358897,-0.7830462381877606,3.0130838429450404,2.1551945021817227,-0.45554429414587755,0.5723722004418773,0.5095021272607356,0.9284401574970488,0.6944670398715792,0.6556208403905931,-0.07834307684766563,-0.4838559095474566,0.9554054280666495,0.5980110854963687,-0.15792073454966532,-0.8724359503652498,-0.6494359850533602,1.2927629685269586,-0.7540129478701177,0.9893416554931642,-0.8622053223131225,-0.9443296997531541,-0.645851824207475,0.22795444777220322,0.05447665669494028,-0.6775957139834305,-0.6287676185130474,0.21801590752890768,-0.7678739286596954,1.172513359386876,-0.7423461742456279,1.1841657828228016,3.7532099918024473,0.2687659987830398,1.325851786739207,-0.6550676225299839
SIDM00417,-0.9044888827030895,-0.7773766351817264,-0.742338179120064,2.910706919967296,-0.5565016124046448,1.4302686031482164,-0.7981221844129742,-0.5556022149316879,-0.6402438300652441,2.5618949767384818,-0.7688231707943145,-0.8687412861353634,-0.7570103772827665,1.6450036388703384,0.6207943828478232,0.5628435191727823,1.2399059259742196,-0.6131876563479515,-0.4797236874958057,-0.8660680912800982,-0.8722717163073055,1.656926186304912,-0.5460429955943729,0.5439359103592529,-0.8634118671520826,-0.15439465468643965,-0.8090348873721114,2.7237491960244142,-0.9465389029034877,-0.8270377060634679,0.35580874209436836,1.9707464058306632,1.842330298206165,-0.7806022496383255,-0.8182387883855282,2.8620975347276976,2.110811113740598,-0.5250347577111555,0.4225111425389809,0.09887033226520607,0.7427641389540123,0.661466749966505,0.6890046877083514,0.3527492448122548,-0.6532044412766378,1.1154842735087527,-0.5989817084548059,-0.014464169967260953,-0.859029476913983,-0.5786087317529803,1.2981604509474551,-0.6913197251791221,-0.6649805946012771,-0.6826364342682246,-0.8598347453779055,-0.7915477242149163,0.0869187969607586,0.09537508222196105,-0.64218130082424,-0.8634506442886402,0.006516019009279001,-0.7862423304297924,1.2781460878276394,-0.8206153413423882,1.1692373906478912,3.819331608873299,0.07686380963912812,1.4871570226390236,-0.6311355221476629
