,HHIP,FZD1,APC2,FZD4,FZD6,PTCH2,FZD7,FZD8,LEF1,FZD9,WNT3A,WNT9B,DVL2,WNT9A,FZD3,DVL1,WNT2B,WNT11,WNT10B,SMO,AXIN1,WNT4,WNT10A,AXIN2,TCF7,TCF7L2,SHH,WNT1,GSK3B,WNT7A,WNT7B,WNT8A,WNT8B,WNT2,WNT3,WNT5A,CTNNB1,WNT6,STK36,FZD10,WNT5B,FZD5,GLI1,TCF7L1,BMP4,SUFU,BMP2,GLI2,PTCH1,GLI3,WNT16,TP53,FZD2
SIDM00758,-0.9143800799918662,-0.5148459390070775,-0.7449647018471812,-0.5985712479824442,1.6586781630579426,-0.8752227337190478,-0.07471406072350185,-0.6084225917096455,-0.8091956291258494,-0.7410068657529665,-0.8281263736449882,-0.8127532898596777,-0.26195582986976157,-0.8590038837681871,-0.4946513317042894,1.9414471007040814,-0.7377953567120658,-0.3871507716118641,-0.2922391556667809,-0.4972347432569882,-0.34456733270926654,-0.7923745064855352,-0.6408191120415997,-0.49792447361900594,-0.6837023563677103,-0.12220087978240032,-0.5827250410331101,-0.9755794165330305,1.5856220144392745,-0.9773784234341267,-0.4635556688093325,-0.9358827694427485,-0.8230906685980159,-0.8291189273211437,0.11203481380175855,-0.8246916844029557,1.5570542590554062,-0.5755626783842442,0.0678119927427523,0.29204001610937397,-0.638405556997369,-0.25568632194165763,-0.7755090072257179,-0.7510200213836162,-0.6806386914671677,-0.626941895935452,0.7156037180575986,-0.8615232066557471,-0.47737492463812975,0.09263535041540051,-0.8571101033023613,-0.7567698521201686,-0.2199921576375876
SIDM00612,-0.9657102544272504,0.16541315837992118,-0.5631779095143774,-0.48323191592005166,1.3517403741932286,-0.8899811419316592,0.46033515268896663,0.7460125360869743,0.9906410218826361,-0.6558953165471556,-0.8577050720398822,-0.7544693032552388,0.016835084384542228,-0.7353192535429649,-0.6197260157994956,1.1267702636794432,-0.733366306870383,-0.818661436457635,-0.5305786301334073,-0.3588815347871851,-0.3776545604090976,-0.8662041408001409,-0.754811349423637,-0.6667282668401178,-0.5945601584050019,-0.16524969211609947,-0.7174493122467802,-0.9284172875756423,1.4594240304366988,-0.9508165857513434,-0.7997428781812123,-0.9960441581249305,-0.9044857570661334,-0.7841037979255223,-0.3514486117050945,0.24146885932748355,1.8275317848805641,-0.4811771219319174,0.19738562956477923,-0.897864816676064,-0.34726539170047993,-0.540910104562375,-0.6535364170314754,-0.5473989803339265,-0.8362945343488795,-0.5814001943270908,-0.10301663439447904,-0.8413463033451719,-0.6924792657935375,0.9619942582656698,-0.8960133191146283,-0.588587168515545,0.6928765971309344
SIDM00553,-0.9509171774324429,-0.6026417520522325,-0.6290682107962923,-0.7549275649127408,0.11108530141618818,-0.8712609543834912,-0.6795452737806948,-0.6149036608398261,-0.7552158693923043,-0.7706729898526641,-0.8096271744330147,-0.6899747668934885,-0.2652085847703904,-0.6898236908290877,-0.8441897380908586,1.2888170796984706,-0.6712004024220674,-0.7434300482836788,-0.4753670194603787,-0.3948131462804514,0.17339693733684694,-0.6969545763416386,-0.7004523924715778,-0.6563372329731351,-0.7114934794485248,-0.6473355689705603,-0.6248683233248694,-0.8327554478257547,1.3271210805081293,-0.9231973981193746,-0.6129264618989301,-0.9224892503238733,-0.7990935246796013,-0.7420031935604886,-0.502665448781685,-0.8131133440989206,1.1997877264564054,0.05172971836410274,0.008887562706588695,-0.8130028949678375,-0.6020750316719308,-0.5889801099563708,-0.6322973601769645,-0.5811105940190937,-0.7393449638068421,-0.4941055960758335,-0.816878793501978,-0.7973096322475731,-0.6467281897983623,-0.8277944791807617,-0.8057954503160032,-0.6315584982179927,-0.23484965445387682
SIDM00343,-0.9677084359360539,0.2953917009202443,-0.7073522322893591,-0.6061823643880045,0.8204695510676567,-0.8635997503252639,1.5018002955915877,0.051657771982874946,-0.27468668869997204,-0.8795217089316751,-0.8227822519746297,-0.7638873236207514,0.21211095717445086,-0.8852728038666049,-0.7813524849917058,1.3802185977356785,-0.46629215600376495,-0.8223064329232741,-0.7014193577501283,0.15405788102837492,-0.36843151161034454,-0.8343536059000985,-0.6476801357689732,-0.49667973044291863,-0.6098715185830732,-0.4727137026816159,-0.7575093973296746,-0.890550432099907,1.2833367036006538,-1.0258929021847714,-0.37536349112882084,-0.967370462428538,-0.9220668239215458,0.43257158083894554,-0.4449264756210889,1.1317920655135032,1.389846006040591,-0.6644508414100634,0.4291895088872089,-0.8697126426768468,0.33141932480905545,-0.6958573682991126,-0.7597062073731665,-0.6902637220877234,1.4120971692838762,-0.5517182737491141,-0.379129971444186,-0.8543134742939624,-0.7056834878556125,1.4432138873390183,-0.9518442959516129,-0.6321799122274374,1.7740509874276613
SIDM00543,-0.9749923353910084,0.27953640933333024,-0.6515379096061096,-0.6846706649877653,-0.7857965654388792,-0.7805711560900122,0.47542454287228175,-0.4315045580119697,1.005119858480541,-0.45095899087590535,-0.8741834934458786,-0.6775784705001813,0.15253562356085004,-0.7186448374556609,-0.18506572819162198,1.040593567067573,-0.6856170385383956,-0.7336110751400217,0.379827048056041,0.6287414707715993,-0.32091454741546027,-0.5718775364193669,-0.7678615446636694,-0.6260985745926886,-0.7317324567801347,-0.7013257299169515,-0.7293912154703079,-0.9612913572773379,1.7619206078638248,-0.8038008185654796,-0.7496901543673805,-0.8900143064525288,-0.8501842852800535,-0.8339082237244765,-0.40230036854216666,-0.5110462389089698,2.7886714362876392,-0.62077123493403,-0.003907140267478668,-0.7168348107728636,-0.5993053873612926,-0.622278243163291,-0.3721863308928104,-0.5318363999523306,-0.7485121130715185,-0.5484934865868355,0.1726743879787365,-0.7500812728872306,-0.5198280795662422,0.11599096575529566,-0.8610221557431894,-0.8176922994650374,-0.3803555282101414
SIDM00537,-0.8667221948907553,-0.6254231270283767,-0.7647541403993513,-0.8376615252737474,0.8074844657104986,-1.0157473088063778,0.4989560644927091,-0.5610674203966229,-0.3682981622890032,-0.7458666442460866,-0.7712565142465394,-0.7491596435268143,0.11004610822127465,-0.8623602736928229,0.20084921390726734,1.5752963626636651,-0.517496845195259,-0.7224431838366664,-0.28712390249069586,-0.0679864279023645,0.38072533541432685,-0.8853144066326852,-0.8751671351512742,0.7076939766607422,-0.38133769955556185,-0.3569224825103496,-0.7076454827400227,-0.8757204845939147,1.7237774865251914,-0.9212117026191874,-0.5854159450961792,-0.8931999982170661,-0.8623353083089483,-0.8621018656887748,-0.51118967791551,-0.8484275337959062,1.7608691090294588,-0.5803454740530243,0.8154510512747187,-0.8669360606080504,-0.665318592960046,0.48702470470397224,-0.8086304910099994,-0.7062844429854906,-0.7558418918666767,-0.533235852317207,-0.6327423085890855,-0.8731805548616111,0.062239046267641616,-0.7989955483162744,-0.9701730771447435,-0.5456178191519022,0.7182541488750799
SIDM00332,-0.9123637349994316,-0.6162720850250407,-0.6459013382644441,-0.5859662180758204,-0.7992738178937548,-0.8576930966858404,0.17713193697381208,0.6760267717449239,-0.8542130143288633,-0.8109806674737302,-0.8576915041484896,-0.6850604053974734,-0.05633356207156889,-0.8987989238864693,-0.7286985439257635,1.3950353426629016,-0.808553083047098,-0.8072646470552624,-0.474170981773417,-0.25744736210408947,0.5170004405811172,-0.6877731740126106,-0.6987855282051142,-0.7398685562697178,-0.7682606152800654,-0.5619458756254522,-0.6956711769913576,-0.9747350020251122,1.4386455501565854,-0.8973729633129608,-0.6120239853469437,-0.8753028778175536,-0.9568700814761901,-0.8115695312646355,0.08980723888504359,-0.8235389118342349,1.0601211620326432,-0.5162124175168914,0.3028343503323907,-0.8161111792496974,-0.6427938824720507,-0.6355156713553425,-0.5545192865810994,-0.6318470990096158,1.7595078723406683,-0.5409066917749911,-0.8117601901833105,-0.7518096331159934,-0.7599264880814205,0.4538724864039378,-0.8904818918985422,-0.6541393425336047,0.8941563649745251
SIDM00299,-0.671809427208615,-0.520460254034837,-0.7008632521636451,-0.46880780229756086,1.3173401476365603,-0.8572370754504814,0.5745672736106066,0.8510052795388611,-0.8014186010753309,-0.831143778382606,-0.8506001237402643,-0.7688283130028032,0.30093290466951017,-0.8407232268807004,-0.8004732862996695,1.0707325514322494,-0.6901637675370896,-0.9304397502774481,-0.6138217986298711,0.06884649486417177,-0.17452560537782538,-0.848402165571894,-0.8109272593028092,-0.7364110179453316,-0.7676081078721515,-0.35380684021987346,-0.8062186647469174,-0.8851792647141369,1.7539306880276884,-0.8567725947281161,-0.7931069223849994,-0.9030064911836396,-0.9346897377600887,-0.8455314313218528,-0.14264467560355065,-0.6326557916545388,1.601768966235571,-0.5286895841497935,0.29367000025855466,-0.8375876637169861,0.6707796229244665,-0.5929631139973663,-0.6154469556945253,-0.49998529083842064,2.424828108339844,-0.5999558927811307,-0.8693976425239485,-0.7448774654515081,-0.5460088045675332,0.49530680269156563,-0.9602664487185083,-0.6873743382698962,2.534289156876855
SIDM00308,-0.7109785915362229,-0.8129424473689086,-0.7433279230363341,-0.5198577299043844,0.8801899747548965,-0.8959917224917509,-0.6861464695980666,-0.6411691857445743,0.315533745913119,-0.8283893736329445,-0.7919393176965291,-0.7681095756774382,-0.06311556217943164,-0.9087652257108203,0.5223453163278297,1.155489336476231,-0.7720798483065211,1.24911250142764,-0.5314865060568862,-0.6331140163118227,-0.22180352419248137,-0.858069232376455,-0.7951905542131594,-0.8207382085458165,-0.6564566268673706,-0.8492888734635077,-0.6967945218145054,-1.0048263325063984,1.307627714032995,-0.8178555871897547,-0.8100550156203438,-0.8643681492120684,-0.9589554949767858,-0.7949450294527253,-0.6661839649859365,-0.8616673348810667,1.1441433031469448,-0.47633799840803864,-0.12177583676959704,-0.8088522157079775,-0.5187886774159366,-0.05504091873947916,-0.7156137874258479,-0.6579831904677227,-0.7961409856358446,-0.6544423545863323,-0.7881120270319134,-0.8833388584842653,-0.7571830454396181,-0.7062061560739483,-0.9388112925570007,-0.4540013157790046,0.12567101248808518
SIDM00227,0.30614644321767864,-0.21248058427738367,-0.7424146038131171,-0.5820248498312487,1.8192583996502079,-0.779923705686699,0.7928348852140766,0.589803861837218,-0.8175352366396798,-0.8036005822739131,-0.8201589102619475,-0.6477493683734493,0.1981907456468061,-0.8447164254380098,-0.5878232369294777,0.8726090718588154,-0.7345003574184107,-0.8361057566779486,-0.5562934435957994,0.33935408693049346,-0.2317049527049911,-0.8442633047463877,-0.8389722126202162,-0.710487544986188,-0.7702681725262555,-0.4026670462236963,-0.7567700986543564,-0.9857810837837764,1.7565883289066158,-0.8326776498588718,-0.7441072347399713,-0.9046917837832513,-0.9610852043547284,-0.8828275702428525,-0.6713803582774814,0.16924495468317302,1.5097719055480747,-0.5854981043987283,0.8951582437795401,-0.8183791194530163,-0.6067126636154783,-0.6254134883527503,-0.5471603706770253,-0.37862164763018363,-0.8897888001014658,-0.5793891954905539,-0.8154265264427533,-0.6013003103991325,-0.3043074481646674,0.45972068204025807,-0.9282284694868659,-0.41347132104191403,2.2172825722306735
SIDM00294,-0.9745575362319794,-0.2872839119780503,1.0425490410754505,-0.7351331146816453,1.165863109471745,-0.7663305243366618,-0.0865731217930229,1.0320634115913938,-0.3455409865504456,-0.8685502044574078,-0.8222474714518647,-0.6529971289980346,0.4777738537334912,-0.7916644991954461,-0.3320374516755193,1.5459450882873613,-0.7344718638067617,-0.8181070963759585,-0.6641806778925248,-0.051767582904959766,-0.225711815525413,1.2659991823299779,-0.7170886375614831,-0.6293697503690314,-0.6956942953136571,-0.7416460285691301,-0.681778560985741,-0.9673020351255552,1.5613929755298708,-0.8580987579408288,-0.5482407491789021,-0.8913760178305606,-0.8785953138927257,-0.7981359932867251,-0.4297267269748177,-0.8675952977765278,0.8878128457016892,-0.3858438854862771,0.34849705018780675,-0.8586049028481283,-0.5681133335414756,-0.58670018895534,-0.7229801489520383,-0.7242415766375916,-0.503990065355365,-0.5241062059810204,1.9751220703409305,-0.7005809742907598,0.0698420136707697,0.1351072499213919,-0.8546154599653072,-0.7005797655572524,-0.5808893446867802
SIDM00677,-0.9676849136561344,-0.8476258728385506,-0.8215643692794947,-0.7914315117305475,0.1131703491948376,-0.8089061163290192,-0.36766206314786415,-0.6281192027104141,0.29441705521259115,-0.894505701540765,-0.7883315809221692,-0.8038555483649803,-0.10941329072530795,-0.7335800338952911,-0.3309242429103118,1.5529616981952943,-0.7168096335863398,-0.7540629030625245,-0.6584483176122531,-0.4741486740626715,-0.11990913318219244,-0.7060869257862749,0.46829690554075787,0.7108205569009101,-0.3328751790160633,-0.26923925558650963,-0.6245214095948638,-0.9334484921686528,1.376848912940139,-0.8135386027168575,-0.805820610636738,-0.9091742114183707,-0.926550074953107,-0.8428750672640387,-0.39208900050658196,-0.8577965478673818,2.1073548218335842,-0.610978269315148,0.10250352062994576,-0.8548003944041603,-0.6942923283709954,-0.11961119367810828,-0.7316315048167714,-0.7012231087729046,3.1998569458146466,-0.6816788507359812,0.24663849975749522,-0.8669224433301642,0.26543559293393515,-0.7052820522330968,-0.9558310109859665,-0.6031952118266033,-0.44063410525258184
SIDM01220,1.9181937444805224,0.015160971295052098,-0.672118501807502,-0.653657544883962,1.347632123182855,-0.7493182123949914,0.7133548118061388,-0.33391940777145096,0.548182049963923,-0.8214901885629513,-0.8328875847401407,-0.6846646349959457,0.32274638415245965,-0.7303915100696248,-0.8095181827353833,1.2990377708225578,-0.5782432354237055,-0.7924347188300453,-0.6769335825614242,-0.4294376042080647,-0.46671853431461946,0.0606700711785171,-0.7538966124857253,-0.45192086641955775,-0.40908267968099987,-0.43810806624781895,-0.6894987483131781,-0.9108836396500855,1.8157056628690038,-0.8869052845977397,-0.7595658019551605,-0.9238301647661763,-0.9274521296230993,-0.8543311210103175,-0.3617117972839854,1.424951603632516,2.0570788505683963,-0.5700380294200458,0.32280530221998155,-0.8835973425256601,-0.5535206773660918,-0.5127826411477154,2.3058565662577433,-0.674975349195329,0.632355873096308,-0.5339567713301997,-0.63374011000076,-0.8424773424111418,2.0710837092889025,-0.08389436489184111,-0.9141874764446973,-0.7696197842283503,0.9306141840175187
SIDM01259,-0.8619165442011345,-0.40062262767281254,-0.834415553424461,-0.8025737218280722,-0.8410694870239986,-0.9438150407289196,-0.6798673630288451,-0.6910193159556265,0.9540024109664325,-0.8315633269518986,-0.8334834058056951,-0.6772599072506972,0.43645562762079587,-0.8361880984884859,0.009420110795442565,1.266266226617037,-0.7680175666964948,-0.8556887156605154,-0.27644504256567576,-0.5705885406331985,-0.0066319173405152395,-0.875257106799463,1.2814975100667931,-0.5152496460709195,-0.4348171642657131,-0.8390225361780256,-0.7596890127544887,-0.8732719177022568,1.2274572211039625,-0.919326865971221,-0.8060388120320527,-0.8885914253092383,-0.993786406041413,-0.8531902836521063,0.06832347093648322,-0.8421088627350457,1.094439931285444,-0.2677993795224844,0.38275250707250075,-0.8237591149491565,-0.6795139159602165,-0.5815770366442264,-0.42679964763772565,-0.7188716045563643,-0.675541999144772,-0.6361957282581261,-0.8367886062688017,-0.8523133686008431,0.5536483054823063,-0.7329311275920971,-0.8103404782353796,-0.48544285442029905,0.7531398453992425
SIDM00680,-0.9043914195513191,-0.7466377435617567,-0.8262722730692977,-0.6475839304552743,1.0046487776513835,-0.9372354622450231,0.35774657689081246,-0.6421756451167777,-0.8287508081385553,-0.8757299480938808,-0.8327652348974713,-0.691731075250788,0.021116336858596207,-0.9514056733406739,-0.381758094888415,1.8844510570155153,-0.7628381170634613,0.03375514177530318,-0.731756877133435,-0.6606476376289296,0.17625978706283527,-0.7944525509135844,-0.17914761419692232,1.2412482978280768,-0.5009128495185381,0.048125357828436896,-0.6157510950126052,-0.9370277061558038,1.6093099172703211,-0.9278266467535013,-0.7697467056382907,-0.9192281229949153,-0.8206079681138501,-0.8820696114373329,-0.6098071485385455,-0.8203591604302932,2.169154350452629,-0.6934570180492614,0.5177964173987538,-0.8844968602969258,-0.6109568813053519,-0.1463135023335405,-0.7382732703509592,-0.6713731276767191,2.690922952619527,-0.6214709249116139,-0.6799600184433284,-0.8364657195835922,0.2637571227856323,-0.8234181933099806,-0.8843302314730419,-0.544162744845043,-0.5795992400460808
SIDM00346,-0.9273214157483727,-0.6721498611236224,-0.7948625760184203,-0.4793710792512938,1.1436383806637553,-0.7973008799753207,-0.6728030193003486,-0.6632529235871669,-0.2595678846951392,-0.7946981218031828,-0.8102004305723053,-0.7604885660667919,-0.003984996096289703,-0.7988729044803214,-0.2322142549479258,1.1047331236151678,-0.7397426521367279,0.5651529476127942,-0.35704835690191833,-0.5264474177974212,-0.1151970251474283,-0.8234641247602267,-0.6296362605087512,-0.705890334237359,-0.7713423388735914,-0.7451759304509624,-0.6715878599677167,-0.7858310702523498,1.228972107775085,-0.7451228496548689,-0.7951682300825633,-0.9312104901828788,-0.9569071333402436,-0.8462269869079082,-0.041754074116912544,-0.8003449228122171,0.9238841996378179,-0.560998362443098,-0.09865573714222094,-0.8109243121561119,-0.604050134786077,-0.32592598680817225,-0.7421357298034211,-0.7872568567428425,-1.018084767000105,-0.46398443430344605,-0.7217703955496751,-0.8497357632353797,-0.5850530456599455,-0.7800629604533597,-0.9229204272732973,-0.8200631146307082,0.5104529451929422
SIDM00129,-0.6364758414856259,-0.10630725832110281,-0.6689831481570878,-0.7141090616924836,0.9234773380449353,-0.8237860731520915,1.0449965870630462,0.40992498250821147,0.7579898345723932,0.15787768950876838,-0.73957296756699,-0.6499808822930613,0.5915406598350864,-0.8146785234677286,-0.6375164543089299,1.7730663402016147,-0.8055090473684562,-0.8883648372049272,-0.6278389204941341,1.0158022306795786,0.3925566904694436,-0.8421700395836126,-0.6226268993695033,0.1357441277399794,-0.5291061741597016,-0.5379446229401246,-0.811125968829975,-0.8196419511929356,1.3746581363535435,-0.7215142922239688,-0.7039593283811051,-0.8229196802601555,-0.751702125120271,-0.8693497165677239,-0.6234121411133068,-0.7790180663829275,2.226853256225128,-0.4586946450896726,0.6923643614765127,-0.7671210056434762,-0.6874288434814914,-0.5524874751027905,-0.5936274813330324,-0.2537182380760331,-0.7550276412013801,-0.38944605502170543,-0.8997723713517235,-0.6967279657549024,-0.09641522371662638,1.3646467689479447,-0.9375448626410989,-0.3936552409676809,-0.6580783027047815
SIDM00627,-0.9382404896297637,0.8396314379751063,-0.6925466400526881,-0.7961796724483933,1.9036210391786463,-0.8343750690643104,1.2168884033291603,-0.11433895018156777,-0.7266555973397515,-0.8172730879084453,-0.8432118709520217,-0.7354814393632287,-0.16909520280306664,-0.8140470224498341,-0.4944799395335583,0.6090775071344096,-0.6752218029647685,-0.7270556867774013,-0.2756534035645501,0.5804622139972105,-0.41292593974582625,0.9026547738308703,2.019993953034102,-0.7554353646636006,-0.8310538007713013,-0.23505695519097206,-0.8071642546311928,-1.0079124609175047,2.012268122475301,-0.7267607441476152,0.2085930173299296,-0.9672516522691705,-0.9178019687114864,-0.3787740424478458,1.2474798853877702,-0.282871142863386,1.4989351559208686,-0.49864100360874286,-0.0944390309379966,-0.6045445955871599,0.02030539100606208,-0.2926809294266367,-0.8774881935782805,-0.033398738308950154,1.502853645390166,-0.6285019517765187,2.2698112968526094,-0.7492984880734088,-0.452969207605601,1.396870122468336,-0.9007580326309488,-0.5685066493228387,0.3374324586734952
SIDM00293,-0.8804916376722324,-0.5580365610639701,0.6209805573051519,-0.4854590038134195,0.7448033253853877,-0.7248792938780932,-0.6836671254201854,-0.609422075057508,-0.7384830705158681,0.6491523777361486,-0.8307177600939538,-0.731338236195554,0.5403281327406455,-0.6945675235079172,0.3260615710730223,1.5248531492149484,-0.6699078212485551,-0.6542295786883986,-0.5042977071623886,-0.5025792878984381,-0.20856873444595492,-0.7730125801280557,-0.6957987637518521,-0.4597172445015417,-0.6296306355298124,-0.795049931698465,-0.6637863243667913,-0.899249323097186,2.031990254883993,-0.9051822251215977,-0.5581317004563666,-0.8841518184155558,-0.7816240542556424,-0.8151758730004375,-0.2793946728374345,-0.809253733978663,1.2168812180633122,-0.48098761838032844,0.027452433052222357,-0.829406415094549,-0.5772421944753896,-0.5591709167981993,-0.7519335950270407,-0.6863894448604757,-0.9796043391838,-0.6054515254470358,-0.7104297082456611,-0.8436830824467122,0.25588311143547965,-0.6881013563587375,-0.8357130897559728,-0.7702912180139395,1.0115579553337801
SIDM00274,-0.9165139302858157,-0.45577873916005446,-0.6507371840161825,-0.5155749725730266,1.1863632021061556,-0.9153239629710427,-0.6230363728223764,-0.6620546234359554,-0.8326991574958027,-0.806359435179535,-0.8389570834162385,-0.785614888486173,-0.005482399335127614,-0.7668236550167763,0.007499941821192511,1.5441025567761433,0.11822832073862037,-0.813649759744622,-0.14582204196620258,-0.2830113817503035,0.039392734977188634,-0.7839973085371632,0.5018961150682674,-0.6000764122251693,-0.7387411189667631,-0.23753982249564556,-0.7416693212545483,-0.833719158972988,1.5212374368983512,-0.9520480788624144,-0.5602827970944919,-0.956107023647043,-0.9819205222414096,-0.875123926140315,-0.31790533664206055,-0.8330594639638146,1.2420641920779936,0.3893445606874841,0.03932499579252154,-0.8623468549042576,-0.5432837327288313,-0.3333578764904568,-0.43408024220915686,-0.31392798852967607,1.648720309190274,-0.6172858448935556,1.6738215023856282,-0.8626182517827443,-0.5573629284703007,-0.7237520568678601,-0.7638455391590271,-0.753574063119857,1.2635040477108792
SIDM00544,-0.7476319343533623,0.020647048061977123,0.39343346432868037,-0.6074449543117934,-0.6779227085735626,-0.7799082430278538,0.622366662489643,0.33895657518793565,-0.7651453970156002,-0.7447376550338647,-0.8588120306848522,-0.6592459626875915,0.2808505062107709,-0.873005370148753,0.04040978243884868,0.9205650777709432,-0.8010381520945824,-0.8090731991471757,-0.03439130402596484,1.1427652380118976,-0.2155702423065509,-0.8051225329653169,-0.6890476315021512,-0.4756258725606462,-0.6468945001840575,-0.14373868576240095,-0.658720677111593,-0.912818139649383,1.6547231739665968,-0.8384211975338173,-0.7683202348322148,-0.8949985147616198,-0.9055179821631357,-0.8848476904268991,-0.3027528751737101,-0.475800286398239,1.5200625721103722,-0.4023618392698101,0.5499681839537224,-0.8213490591364971,-0.5342683475581389,-0.6477131540499491,-0.5300406748203601,-0.39043845376371367,-0.20618801902730738,-0.5015223043380644,-0.6826719531535734,-0.6664229943901566,0.865467747208685,0.208469617953936,-0.8813208766428047,-0.5463699492388814,1.2622334200833196
SIDM01006,-0.837590512219826,-0.5765083218659433,-0.6925192422811906,-0.7619108065891704,0.952171722216114,-0.8165710331266276,-0.3404196052953841,-0.43430598423018235,0.5569070066394406,-0.8699168732923244,-0.8876671764395663,-0.719527742069724,0.16530639235661793,-0.7923665944387397,0.8331767908899829,0.9625000194056946,-0.7272058088162247,-0.7597064853190246,-0.3648654663276579,-0.5072232543052269,-0.3423443246401081,-0.8188831815048015,-0.7201142835013555,-0.706400782954418,-0.6036213428693508,-0.8075795914462607,-0.6709563601436968,-0.902495836133638,1.6458833242847106,-0.8434865595190645,-0.7688553543679991,-0.8624824657455391,-0.8606056763039763,-0.7893089846113441,-0.5131669766181266,-0.18294464159173185,1.21652822947764,-0.6100845342338137,-0.41073188793220416,-0.8401158972546099,0.16352062256778566,-0.7043868736155532,-0.6741640756321348,-0.6647381057527871,-0.7345428787887732,-0.6515492767546496,-0.41528895051760406,-0.8133673040551959,0.011037644077190345,0.7663715285661411,-0.8649356843289844,-0.5155953642254577,0.9528303703272891
SIDM00302,-0.9162666462878059,-0.7068439729975101,-0.7741561370380143,-0.1128279150864848,1.4721542415474256,-0.9089880107606607,-0.02978436486813032,0.4048304678699422,-0.800557231021412,-0.9104467909375602,-0.8642063388315139,-0.704337095838972,-0.024878419147962377,-0.69210576460898,-0.8606026063712774,1.5116155157988422,-0.5167117978870531,-0.773058014066,-0.3958408239791671,-0.03686289248801265,-0.39765828513071877,-0.7974043313775404,-0.7653314789338739,-0.7070309560163491,-0.7177802407625052,-0.5318009425005753,-0.7505536215402675,-0.8248966521539027,1.439647741921736,-0.8761402281737474,-0.828096891841707,-0.9103885726480853,-0.887650198712365,-0.8092136040493425,-0.2556139167226191,0.1218018308484705,1.7789752241375032,-0.4890459414625668,0.24629943487115155,-0.8441902053757836,1.2831575693389792,-0.7759329507040649,-0.749304786230437,-0.5809395272037046,2.111567735236673,-0.5589370886269965,-0.8129964419713221,-0.6942833891731423,-0.719761748871541,0.5506925985641119,-0.8754927199210191,-0.7322184852088006,1.8824090620353933
SIDM00549,-0.8690051923656086,-0.7683376251482411,-0.6519612479002481,-0.7396869886141534,-0.7781989595258967,-0.7048528673025853,-0.6884742508284514,-0.593113673817215,2.3098159019920885,-0.755480585662301,-0.8412382929431796,-0.653470896543304,0.38098906717710335,-0.8122877602188203,-0.05840037180429855,1.0683152794204698,-0.6585673448934115,-0.7317476050386917,-0.48075759718489147,0.24272597746636648,-0.0037352027014620646,-0.8908891688606911,-0.6607320161044781,-0.6262695686542307,-0.6346882778382439,-0.4251911071370473,-0.7809815917794021,-0.8408996054794652,1.3590185584504806,-1.0201176833990007,-0.7679958504092527,-0.9575878878352773,-0.9875369883586979,-0.8155125995188364,-0.37062447297714096,-0.8019050452321578,1.435872499606553,-0.5169192554976169,-0.020968288065247014,-0.8026425059570731,-0.6056989016047329,-0.5293047336988691,-0.3714945089328446,-0.6396617623778994,-0.7964436513394598,-0.494025745565882,1.4432529432034937,-0.8512198217646278,-0.11270665906282193,-0.668149404270762,-0.9549341578072348,-0.3453877731120834,1.0659613229258362
SIDM00292,-0.9574485175570308,-0.5460715457315346,0.06751701684269082,-0.7880821349508251,0.7819433923029755,-0.8345977863542496,-0.3079464443027054,0.3908602600978281,-0.6498915405549548,-0.7134422833389514,-0.841132069667219,-0.8479893727717257,-0.21701345443318232,-0.863341153996511,-0.2001230599866919,1.6684317537709148,-0.8019041396883264,-0.855901942701147,-0.7504268759271441,-0.6866401105850282,-0.7043635272317263,0.5671635992669619,-0.42222650823374597,-0.35236373535427074,-0.625994204555665,-0.8066854779058974,-0.746506548596697,-0.9817864855422006,1.8127408947729613,-0.9401586304353698,-0.7558206776075556,-0.933203717503628,-1.1025416217514543,-0.8959887988595158,-0.2981880113184983,-0.7152592074482172,0.7972063221019916,-0.6608298838541179,0.36864999001282067,-0.7967512192606836,-0.7152296452042588,-0.6754194281970028,-0.827587540111185,-0.7206956039917245,-0.792004256269425,-0.7423063127131487,-0.6455904846816952,-0.8744841482890178,-0.573882941753185,-0.9056862016321645,-0.6274749226695947,-0.914177968698935,-0.09796675417003707
SIDM00623,0.3598994253158567,-0.774370907299294,-0.7197884561702643,-0.7919394136455005,-0.7717995335692162,-0.9249756145670291,-0.5871731990108984,-0.7213397881357639,-0.7654672095776565,-0.7532751384611491,-0.8640080665487676,-0.7511413886287532,0.19918336990381685,-0.7453167408504612,-0.5458070210851399,1.292123216803898,-0.7452110801878792,-0.5495807524939903,-0.6100991905002059,-0.3359161442519536,-0.2622244212725749,-0.7915856006876703,-0.6556407196324088,-0.2807655803903915,0.6268791982653714,-0.13379869484812715,-0.7195442425682054,-0.9731439544720478,2.0160889596041986,-0.8516391781480894,-0.7464845301961528,-0.980929995219535,-0.9122106089543701,-0.7420408499239021,-0.6400388455399955,-0.2578633110332588,1.0505235877012034,-0.6137680901177118,-0.10234725976606253,-0.8274322779188414,-0.6181834188774993,-0.6306726024826462,-0.7604478969232762,-0.55873654950728,-0.6841510297795842,-0.5126480316612766,-0.4563215822817059,-0.6293593689226119,1.480533141508844,-0.7089505478361823,-0.8962455168135084,-0.6002110437202046,-0.1326487950584672
