,CA5A,CA5B,CA6,CA12,CA7,GLUD2,CA2,CPS1,CA3,CA4,GLS2,GLUL,CA8,CA14,GLUD1,CA9,CA1,GLS,AMT,HAL,ASNS,CA13,CTH
SIDM00537,-0.4912421825509082,-0.7473949454129575,-0.8365695597497429,0.5216536952438132,-0.813934740015715,-0.7636555225994657,-0.33074496377449736,-0.4424775619913847,-0.8271784546428832,-0.8219447861234935,-0.5846152778306657,-0.40692331678008814,-0.3960040358719303,-0.7409625057072029,1.9613847152186707,-0.16664560193105954,-0.7743237505493223,0.12970819207500217,-0.5947790420400113,-0.7800220417135401,2.7117266119147074,-0.8039864710055673,1.0516097459092644
SIDM00332,-0.5057978119800657,0.28660016631938995,-0.8058590952924283,1.3795866711294054,-0.7898766697635808,-0.5247068980822912,-0.5143646880009285,-0.5458421854422861,-0.8669552697804184,-0.8408421864059524,-0.5922393538763612,-0.27115567106514127,-0.7649774832370014,-0.8239172308367494,2.2962503635885776,-0.4273112940013056,-0.864330579128755,0.021893271313549116,-0.5671090231774466,-0.7886157897435027,2.54956124272389,-0.8709465375680709,-0.08121892868402265
SIDM00299,-0.5637902365516871,-0.5265554316369001,-0.8514547098459545,-0.05647963223126532,-0.7670940682577501,-0.7673626351887929,-0.7297621244691402,-0.32250358274417507,-0.8230279142606121,-0.8775392193735887,-0.7746314782576335,-0.4343008310845666,-0.9599379556361114,-0.86097754883281,2.165174348551666,-0.6099101839689941,-0.8738308340607389,1.169693080489413,-0.5673501088565361,-0.9009776063170195,2.3560780728757695,-0.867288266803232,-0.6665877740918082
SIDM00308,-0.3727013783834055,-0.6901675707991213,-0.776087618107479,-0.7080753768672606,-0.7634212902132131,-0.8138207881824113,3.2243702883547085,-0.6386544411911506,-0.6832284933115386,-0.756717604139953,-0.8524655444853153,0.6824603065543826,1.450562268816306,-0.7829688013074814,1.8485029662124162,-0.834053667283132,3.293288423075874,0.6819768168901473,-0.6111804703935961,-0.614707757591677,2.6442781668620405,-0.7882140527169217,1.6642321755429212
SIDM00227,-0.5793921611023618,-0.780351703599355,-0.7836632837698441,2.366254425749645,-0.752908905862881,-0.7297635308932574,-0.8035245184672689,-0.2024579901134292,-0.8102434597714695,-0.8084905858137204,-0.8079974625304202,-0.3929083629451668,-0.9145986650205002,-0.7314533177641152,1.8265996997537006,2.028054993861009,-0.8657502660398175,0.7414256985181077,-0.43171609066167466,-0.8644488732630684,2.0478494085470658,-0.846645528353795,-0.20956985285427593
SIDM00294,-0.4362821032414831,-0.8462494003240792,-0.853098086371709,-0.7141856930318643,-0.863977112467642,-0.706717530695961,-0.8301681620553552,-0.9524468782034371,-0.8716011918579257,-0.7414854879085863,-0.7353531761811731,-0.19255283487617267,-0.7413892669546642,-0.890846554679423,1.8338770266813094,-0.8459543511159087,-0.8933369116207044,0.33273695310259954,-0.6706074267514636,-0.7150960907678333,2.89272470829527,-0.7966854801427432,-0.46276583962462836
SIDM00677,-0.6611057201895804,-0.808766542463859,-0.8020586454080734,-0.04668318012764013,-0.8774828693607987,-0.7084260736635519,-0.772359720925861,-0.9409030077335067,-0.7620038715901232,-0.8362089019301238,-0.49385573206459643,-0.3116109578826444,-0.6445991683828614,-0.8259132332682757,1.9813137672257797,-0.6809105656749744,-0.8096798749048716,0.6480501676490164,-0.5967530929003975,-0.8462350380455159,2.1873595364704093,-0.29024060576329397,0.8922591568923585
SIDM01220,-0.5271154842126502,1.1977494711748053,-0.8175069088083176,-0.5652180139730482,-0.919464609606263,-0.7023344910678185,1.6149731290151184,-0.9159501511849644,-0.8889776088007697,-0.7743232103454172,-0.8390686304111822,-0.7075483943131394,-0.9438723117263775,-0.8578933701592149,2.0663143687644987,0.6860901773105966,-0.947211948355686,0.45050716257797213,-0.5842299158938885,-0.7365003079564993,2.2519421179004904,-0.75294015035128,0.5544601093837144
SIDM01259,-0.5394640939883821,-0.5802993174871933,-0.8459247825541306,-0.7696572137887379,-0.7797651806423564,-0.8064421651238324,-0.8613937009908499,-0.8543874705632035,-0.7857283130972176,-0.6542455705059325,-0.8392101617153552,-0.5561312238721301,-0.8766224389280121,-0.8105928007522307,1.6212352925160105,-0.8347812572552497,-0.8415567292151389,0.7591034114267209,-0.6690562423003732,-0.8516939267034183,3.3472134835107124,-0.47666289055060695,0.4987686181180353
SIDM00680,-0.5415966814346727,-0.8106285592209309,-0.86467029284535,1.1537361798936623,-0.870182159037668,-0.721917197702597,-0.06921772807381969,-0.18688007244621346,-0.8270555125877,-0.8466312810164687,-0.5768551531007053,-0.17163750888134569,-0.2472588059079659,-0.8307341698581836,2.0100243596324265,-0.4322307924939666,-0.7769359256540934,0.37677015536080455,-0.6334956068736802,-0.8235356591959115,2.959795374906759,-0.6581674627111863,0.555565277174865
SIDM00346,-0.5251412779947388,-0.7257031419969124,-0.7592480343645062,-0.6123386395717548,-0.7643549124721188,-0.7566096283836037,2.404543247305913,-0.7666423045262488,-0.782184169298032,-0.7376780641939332,-0.8393902941313526,0.7490942915268132,1.7906259631642147,-0.8902943868096643,1.9317764224614715,-0.775811659596462,1.1564881248319783,0.29805916529969945,-0.528734752141808,-0.7196190706133342,2.887499504733121,-0.4238813054789539,1.6488560278627027
SIDM00129,-0.33944543301158625,-0.7480672008327699,-0.6712732662884079,1.2123449350070472,-0.8073016490899733,-0.5120937275122266,-0.8219182754448947,-0.5062857046753089,-0.7917571666039565,-0.8853897190504535,-0.724593379780488,-0.18852394165149836,0.9728994363159035,2.4989004606489567,1.6681515855565268,-0.7085182231905846,-0.7390563739892472,0.5532321471353228,-0.5469084245630323,-0.8939541395505122,3.317741962678409,-0.5994415964381833,1.644356637711903
SIDM00627,-0.6040549327965876,-0.6326471307753458,-0.8320819861876433,-0.06283845192803032,-0.8552805218273359,-0.7604728043577929,2.391938114896882,-0.8855476839801822,-0.8814269832640818,-0.9164245692893342,-0.5477554064077597,0.25797673679979966,-0.9862838818636102,-0.8556906937698247,1.495329360536743,-0.8317712066654299,-0.9069090703079633,-0.059138831732367246,-0.6665706959845468,-0.8542133948257765,2.33278063442223,-0.8082432333358416,-0.8549516294440752
SIDM00293,-0.4915871682260858,-0.8737829531255124,-0.8088651737605586,-0.7990268297296511,-0.4565464346747972,-0.7955938274748535,-0.8244753072033704,-0.9008628979392245,-0.8836987701895248,-0.7801061371738817,-0.7122911124118461,-0.0513432405826906,-0.16270764687374745,-0.9085646298842269,1.509273946671172,-0.8400113028614987,-0.9212931626082995,0.07748750660690704,-0.6300854687134205,-0.8128555818760251,2.859076909233643,-0.8041458816249195,-0.584987599797183
SIDM00274,-0.6500534605615016,-0.429325722931379,-0.8222486637254206,-0.23599177930831824,-0.7519598656064945,-0.3248379756952993,-0.6763225076860157,-0.648147747755614,-0.9024566288563279,-0.5611849448137533,-0.6525327012351465,-0.35704331751877966,-0.2382557455529581,-0.8873263640683905,1.8377097487978236,-0.8298546979145076,-0.8716435517611071,0.11944266081140092,-0.46102237981039434,-0.7914416738397271,2.3971655990736753,-0.8528623668380384,1.5846744205394196
SIDM00544,-0.8315776835891731,-0.8519356872520557,-0.844261052874502,0.07587116084264149,-0.8998319689812135,-0.5007725601502485,-0.745997711616642,-0.9203166444732127,-0.8631265779050459,-0.741713593662803,-0.8366233905978542,-0.14772782346200367,-0.9006991327234474,-0.8803729572799767,1.8557750541492863,-0.9215993473560666,-0.8888585159656354,0.33301167111896407,-0.6394417357357131,-0.8402683060298122,2.8930248168582637,-0.809721321573141,0.7136618770435538
SIDM01006,-0.5181491772905952,-0.7467913155525201,-0.735366651521645,-0.7269075949082355,-0.8017942848368608,-0.7904857394227898,-0.09758778002813592,-0.8704561637420455,-0.855160276448426,-0.6735218792888431,-0.5289828553301116,-0.4409290681655187,0.0941977569396204,-0.866271946521162,1.7456503712626492,-0.8073946777581863,-0.8692119286513942,1.0519969473784183,-0.6261289396654685,-0.8076172409161062,2.8216837578166447,-0.7628548261660218,-0.1427660173006487
SIDM00302,-0.6093267927338577,-0.8014552958652498,-0.8215340100852545,-0.5774711213626896,-0.8105837611568637,-0.6640514995670769,-0.8427441398965442,-0.3403972890881549,-0.8685214007991752,-0.752492032906272,-0.8322516312710289,-0.3826497084663092,-0.9518247672667773,-0.8745779422175968,2.115622262262131,-0.12350445016496572,-0.9434318849359968,1.219459698930714,-0.6629680706259545,-0.7591865839045818,1.6494885784727147,-0.5613526501648386,-0.3556443212967734
SIDM00549,-0.4088770144943527,-0.7152019382209771,-0.7475524546618108,-0.6398110457817787,-0.8210372610025218,-0.7698642719695606,-0.7814328115703214,-0.8229961581708852,-0.8381848540949555,-0.7281195004984422,-0.8002661915516208,-0.12776293475428674,-0.909906577786502,-0.8425745929060339,2.1961274165119784,-0.8946201738617255,-0.8359905040038,0.3636962843654847,-0.5188055725792546,-0.7498827771443264,1.2698668330425402,-0.8232666550409649,-0.255055717026948
SIDM00292,-0.6576498552636764,-0.7504708401563945,-0.8751176002168826,-0.6202422049861355,-0.9663744045363897,-0.7865736199171155,-0.7350319787702354,-0.9304535223079037,-0.8053355250476244,-0.8890952711945153,-0.5646745000310747,-0.08421732813511888,0.5299593441736625,-0.9180159574590621,1.0922232731123793,0.7055665144004264,-0.8889950011747781,0.3304247429843138,-0.38485391208869635,-0.8515856032181826,2.973939177161576,-0.8176796138927919,-0.1402833052438013
SIDM00623,-0.6819039854072929,-0.8389528562847541,-0.7418823328727906,-0.8178941322662513,-0.8483769947070476,-0.7343957425512584,-0.7186499661333325,-0.9300570009333662,-0.8881737753960214,-0.8124610446307539,-0.8247655250263439,-0.5928671439154215,-0.9416181235576911,-0.8849572969786527,2.5153218882918797,-0.8214597044152987,-0.8213907567700716,0.9935930984295179,-0.6180817742243477,-0.8106740287009861,3.068103285015697,-0.8906840083594216,1.6294943915946034
SIDM00638,-0.6744751867322311,-0.7834068686350188,-0.7976877400332616,0.4478566560964868,-0.7349842427356386,-0.6603274901355034,1.962697991150046,2.3792107239279274,-0.8739369717213724,-0.7786874609240464,-0.7293719448434027,0.1413346530641777,-0.9336720932940497,-0.884029463333243,2.247318496309823,-0.36118617077400317,-0.9265346656924821,0.3691292244414141,-0.6543126793535949,-0.7935327250378841,1.7890175841141243,-0.8245823621652063,0.9858242196120278
SIDM00527,-0.6363444867119511,-0.7251092139266907,-0.8338247016014961,-0.7272191691017835,-0.7705989519667777,-0.7319504386208269,-0.7668502222665396,-0.551449442635507,-0.8152700581553624,-0.7510624045532367,-0.8121211894344054,-0.6992280312894837,-0.9749335562845671,-0.8161850917445684,1.9952640676090598,-0.8725853017495461,-0.9477410825285625,0.3486010802513006,-0.5175365618026467,-0.8511799581264391,3.150837890406873,-0.5515965310676729,0.6731021408979093
SIDM00976,-0.4870294158894278,0.4096756285570542,-0.82626039074137,0.9675892041494671,-0.8785862334422586,-0.7226870257863055,-0.8420498055308759,-0.5315789757567309,-0.8623864372017236,-0.6280641949828171,-0.8166348798617944,-0.43712521146216277,1.3521126507914252,-0.8696784106094743,2.333194662814467,-0.7031349915851373,-0.8554422971964908,0.616552122131097,-0.5945329794038641,-0.7914671821299228,1.9185722621131556,-0.6507923827500931,0.42393757620341677
SIDM00316,-0.49178434501568097,-0.7449758133168267,-0.8232498401835625,0.9164683753234574,-0.8670025939546403,-0.8056367331217005,-0.6792462593727873,-0.5596594474643349,-0.7793657527699387,-0.8792146681000879,-0.8476930114562972,-0.5433228061220367,-0.790644665367325,-0.7853543074075647,1.8386487372748002,-0.7988923600724862,-0.7736835532085518,0.5551298043935605,-0.3605906922366415,-0.7581809290430164,2.0180365846146575,-0.8200683566176352,-0.6502678668213366
SIDM00326,-0.4872483714006771,-0.704700059492789,-0.8525917499420201,-0.026178179784096516,-0.801137685945843,-0.7850507878625276,0.34334634395125724,-0.8939488810403158,-0.8881653769646578,-0.8540130699743494,-0.8092022097586153,-0.3429569401833393,-1.003406409648723,-0.8027421621630417,1.8339471732195507,-0.8098515952579628,-0.9308451582449637,0.7082129247488275,-0.4748468871752453,-0.8515066332302376,2.0457462960816044,-0.8015238364338142,-0.6914919148252299
SIDM01093,-0.46689982555513615,-0.7560458407094263,-0.8450635752308464,-0.6850004536437174,-0.757902335757071,-0.8010582787584182,-0.6054930732925075,1.9554165182149728,-0.838748704521964,-0.7439855871082541,-0.7796430056953105,-0.5366980215830062,-0.9317401602500637,-0.8236557426617899,1.8796995439712139,-0.7933259049858427,-0.8323615661815714,0.8998157861462172,-0.5966227132430783,-0.8482359392904921,1.3602646709857857,-0.8562180609702704,0.27104299639771706
SIDM01098,-0.3630773302993665,-0.7955387378560929,-0.8501625684107744,-0.07049393028949016,-0.8763741066402931,-0.8035228979911615,-0.8185340076415014,-0.7417599574476882,-0.8848319622478543,-0.8361398236796757,-0.7977365874512864,-0.4213394251000244,-1.0342732013143092,-0.8610307584704594,1.986414344831247,-0.744802613552659,-0.7886478379152907,0.13816920796811707,-0.24036769386869422,-0.9093622568378408,2.3092941367792417,-0.8515347213901501,-0.27636310549637816
SIDM00424,-0.30273632309785176,-0.7571437001658738,-0.7240333764212429,-0.8268656774411433,-0.8244477217191772,-0.6659846660716259,-0.7890870097490308,-0.8489706886637114,-0.801929700045637,-0.5919894019024968,-0.7843886503799378,-0.4985142681689377,-0.9334498666552183,-0.7835696879192934,2.200813112435624,-0.727728195813918,-0.7709534059036188,0.620368856249683,-0.557365360878893,-0.782660544572458,3.3331661951855707,-0.615075804070973,0.4139922838513641
SIDM00973,-0.5208369049098753,-0.8019914904616021,-0.7851478933210976,-0.7144123323648865,-0.8950538177892744,-0.47571122244288966,-0.7811716430516963,-0.35417096053799335,-0.6841179460436584,-0.8426208156754531,-0.8011908977783492,-0.5274336476967527,-0.8401694377492789,-0.8457836886817024,1.6007069965357053,-0.825356620013009,-0.8686022874325517,1.332858094098639,-0.6630890201116492,-0.7748519544338495,2.438838375652388,-0.49023749493832286,-0.09085940526497902
SIDM00411,-0.501702804160003,-0.83345028497187,-0.8676910193182621,0.8866473149824131,-0.9021639571528569,-0.8035702042633377,-0.730244753423355,-0.8371302718514997,-0.7666519934358688,-0.9680333145633393,-0.780425122502946,0.4265071686258103,-0.9160958542474047,-0.7545702788885514,2.264027522911355,-0.9026195891804857,-0.7619045717108508,0.11139451760007715,-0.6139879089341186,-0.8587164809082439,2.297661461128735,-0.41129071867167794,-0.4441842703925752
SIDM00374,-0.3325944909638883,-0.8351520298605559,-0.8101099394817993,-0.6931222466891427,-0.6961422147508888,-0.6584145536409152,-0.666466366477101,-0.8520656171260714,-0.767329034402832,-0.742489306835929,-0.7317198902233081,-0.3860374619439807,-0.9157000823678147,-0.8204533103192893,2.439175438109724,-0.7002307558597238,-0.7917418927381207,1.0192661860804726,-0.551391519688633,-0.7597501396911598,3.219125532544175,-0.8319657106298319,1.6598371710485107
SIDM01160,-0.37691243370726124,-0.6985440630138784,-0.8086722846330521,-0.8086098838997138,-0.7705284081441924,-0.780721944797591,-0.6855505319535624,-0.8351149649610421,-0.8950222548180511,-0.9149283266087872,-0.7370964889553727,0.22818309721481253,-0.862352580937653,-0.9023306510577574,1.961358080448893,-0.3991751207623038,-0.803132765856923,0.3742701181694363,-0.6684900976532862,-0.8696444949472738,3.140671676544538,-0.865077087685214,-0.45284868971706244
SIDM00145,-0.3878789101390279,-0.7665804786154661,-0.7850390647849819,-0.8014983941733144,-0.7450233440547873,-0.7487859466097884,-0.7123414619101536,-0.8707327884521322,-0.8022116085604515,-0.7219106809397852,-0.781529954990222,0.2129210970321304,-0.6372401307665814,-0.8386017285788362,2.0869493935312087,-0.7996391311915382,-0.7910872073744254,0.4182157368668227,-0.5585022080887762,-0.747712454006917,1.3087356776151513,-0.8212398991558442,-0.07652992448317777
SIDM00975,-0.6074617855189601,-0.7422942221429851,-0.8372977152707464,-0.18161536782484733,-0.8405577261932435,-0.8361846276813888,-0.7793400633445833,-0.417491041464388,-0.860961439272769,-0.769679000718509,-0.8516527634920606,-0.6512157766916705,1.7618575296613337,-0.9408735960682351,1.6228403347507745,-0.8520928787967509,-0.9049229072013629,0.7662446992368289,-0.5525333454527647,-0.7847736973230202,2.1853926861094575,-0.7144436166796913,0.19962233101129895
SIDM00971,-0.397394338327578,-0.35802820170079186,-0.7721167141446132,2.413468284702877,-0.7913779051883931,-0.6831400657891279,-0.7054839047626282,-0.9073988767984132,-0.851839224711768,-0.7268524198833929,-0.7394143250172525,0.3728347834968691,1.0788262160229813,-0.8068632959956982,2.381295170813753,-0.8419579373756241,-0.8358594086596257,0.10404580288841879,-0.6182240468647255,-0.7608741210703744,1.9071875518535382,-0.798980198388436,0.13463674619007832
SIDM00251,-0.5313437224051679,-0.790356971414705,-0.8086612637769203,-0.7899583933604516,-0.8545595157121555,-0.7152781692552947,0.7379904504330631,-0.4140039017611484,-0.790634362861321,-0.8023179182413195,-0.4870093467400793,-0.15308327958256987,-0.5859621892589392,-0.8494476288484931,2.2088006314897175,-0.8204772176897492,-0.8276367611579019,0.8362550175601122,-0.7072014892681951,-0.6922821276295563,2.9619994686874556,-0.6202499806425295,0.8229396327382039
SIDM00412,-0.701649531697273,-0.7892084212024907,-0.8192876784995012,-0.7365617884616439,-0.9109403851408925,-0.7535752075460835,-0.727914941655895,-0.8675287376664597,-0.8046026752097335,-0.7461846475655745,-0.7561826927061054,-0.23856593751731373,-0.9587838225671373,-0.8316209018938774,2.091618244680214,-0.7468537255150958,-0.7793817131943905,0.39594253409426,-0.608667851174768,-0.8197177618266273,2.3870369682355217,-0.7628452498969347,0.6940538583354013
SIDM00023,-0.46586190737475436,-0.8121759937794311,-0.8440469540473705,-0.7113194078645256,-0.8700895706777918,-0.756738215764741,2.8494069119064984,-0.8700330794150924,-0.9323860876021808,-0.8502596947267761,-0.6520209061368045,-0.3689086985896585,-1.055160778646927,-0.9075770129579682,2.6000080389945626,-0.7791966300254712,-0.8724653343806251,0.21846025585835013,-0.46102919484089444,-0.8380783875265239,2.44012743114386,-0.6658529188732091,-0.37323988544758363
SIDM01198,-0.3284785549163309,-0.6080670687241043,-0.7395911741215244,-0.6599248378372251,-0.7606218554374539,-0.7584112792764754,-0.721452457231962,-0.8048400617830298,-0.799702386856882,-0.5931348082676176,-0.8030769603088967,-0.4492308043451654,-0.9028831412201752,-0.7079487619248185,1.8482097532837012,-0.817936051582202,-0.7950650582347023,1.0535732005782328,-0.523586162301585,-0.7771315021293329,3.180700420025606,-0.6884931374832335,1.4478610066163335
SIDM00441,-0.35247240699330845,-0.7143090685026282,-0.7422282042760494,-0.7813257811819798,-0.7786255214753,-0.6945269575927829,2.073914771241529,-0.7872864259308778,-0.8251387135919159,-0.6454302505208818,-0.73341627630527,0.18337596180397492,0.4276746497592279,-0.854373497733003,2.1546317235649983,-0.8514747802595293,-0.8227213099161321,0.11526765934260913,-0.5758284883753455,1.601499753565077,2.08632488117122,-0.7880900808799733,-0.12919376695166648
SIDM00388,-0.703833587590094,-0.8639776883430627,-0.7829781864754122,-0.7673017010140576,-0.863875344758315,-0.7188983081423702,-0.756222006456219,-0.8309217144749722,-0.9113369021836486,-0.7320632285076492,-0.7916165379843934,-0.4973720134096097,-0.8890213248987505,-0.8647860462151961,2.006514184675695,-0.8363832808903202,-0.8385095215602255,0.7447694998913984,-0.40484122654041443,-0.8330967910672407,3.164419345871001,-0.8034831030035335,0.3627578073555128
SIDM00417,-0.08583970227939243,-0.8916646894485611,-0.7737381821161307,-0.7034300699870011,-0.7748766910132386,-0.8640019114959718,1.1169534457133914,-0.9429346879261239,-0.795576424461517,-0.5209100134399188,-0.727197230747537,-0.49215462508731933,-0.9692661412201806,-0.8754038765051548,1.6987329161832596,-0.7139842249287012,-0.9233758711381708,0.7582764466917582,-0.5609642591910953,-0.7878052054044361,3.041616203246469,-0.7674386581555324,1.247942115381445
SIDM00416,-0.19715269009188802,-0.7846126660327812,-0.4700509815129895,-0.7465125450542915,-0.6509417954593625,-0.6808382348636631,-0.6715722226373064,-0.8020538122263781,-0.780891610929503,-0.7329043624321078,-0.7200654385140967,-0.47890964337753517,-0.8235800648244248,-0.7905426158679921,1.952743469585304,-0.7055957162900758,-0.8244121707982629,0.8372045130700586,-0.5670712823109063,-0.8020298738516277,2.9638931723630013,-0.8122130643467792,1.6940647487248133
SIDM00974,-0.635952367310336,-0.69529144534001,-0.7767075556319667,-0.7222102113460466,-0.8672900950677557,-0.6609140379147583,-0.8184589824366075,-0.24624519590010055,-0.8228465743346367,-0.8159992894705834,-0.7684130218664599,-0.5102412385534507,0.8492568434115069,-0.8129690810483303,1.8803174625564147,-0.8682784260963867,-0.8621253284052325,0.38178654629418957,-0.5599865683677432,-0.8272502060109875,3.0562272530135433,-0.505414225100132,0.20469557400308835
SIDM00833,-0.5706449724032138,-0.7228945715529125,-0.8545818810430874,-0.35012804155240435,-0.8002323110148202,-0.8325792392175332,0.40518208681532286,-0.9389259284265248,-0.739317022739276,-0.8461013945714249,-0.6095240922940971,-0.13512002047478763,-0.9391766668277688,-0.7857970810181475,1.7400075582221302,-0.2661783172717236,-0.8536518807627989,0.6291611875315266,-0.2524954619946903,-0.8253464360460973,2.9524541829396416,-0.419997629937669,1.301846981026058
SIDM00562,-0.41864965524965364,-0.616178313888201,-0.7748264805214916,-0.20659034211527788,-0.6869123245035522,-0.7145012431024798,0.7954832133343545,-0.5230321781451772,-0.8988619314173856,-0.7452678992265319,-0.41013542543342646,-0.13653522354976533,-0.9289571240665633,-0.8309322332370901,2.221647436521676,0.7935107780443192,-0.8204524477086771,0.3541328843563022,-0.6176376031992954,-0.8796740922728585,2.985568244326627,-0.6782133285404417,0.5831676682376125
SIDM01102,-0.41267271908744907,-0.8256139283709039,-0.7647060150687802,-0.6334869042284779,-0.9107917521999193,-0.7409136283115331,-0.7942486905099508,-0.8211076058693509,-0.8086538476961396,-0.8295437128105199,-0.7699277039264748,-0.5341639516352723,-0.887353579295862,-0.7730080224236731,1.8761102428243963,-0.690423455449799,-0.8230751892344136,0.6183143130279214,-0.5067687759595279,-0.8139287140641622,3.2179043130036895,-0.6060767683822348,1.860110188300265
SIDM00418,-0.7612980926821437,-0.5923184318396805,-0.7740279512307979,-0.6423993588262878,-0.8058938460735331,-0.7213226983909435,-0.45943856148920564,-0.8574734938446216,-0.763191038323202,-0.780926571811353,-0.74200165614725,-0.35359807851772757,-0.944207608653019,-0.8203885955445324,2.447738970307687,-0.7808874196649911,-0.9149830316188038,0.2797336738337623,-0.49352843706939553,-0.7968648324926568,3.0327657377762836,-0.6562300985310396,0.5993302312953136
SIDM00841,-0.10415213194649404,-0.7494308243168261,-0.7486287825738713,-0.7278852129196274,-0.8472112505006847,-0.8056786522204884,-0.8024927226721278,-0.8881925605866037,-0.8155781594235313,-0.6758143770559143,-0.5022435531619824,-0.5013887365737583,-1.0495100848918324,-0.7283000495822892,2.238973475639281,0.8791727780148426,-0.8170499556073556,0.5539858241203178,-0.18153672566760892,-0.85503371932216,3.2029696879637437,-0.7739033948047127,-0.45196291950527695
SIDM00260,-0.3400037896813772,-0.8065900397779243,-0.8150164175972383,-0.6850685217187448,-0.9750546373044063,-0.7064795983858461,-0.7798257359579875,-0.8896065740613028,-0.8516725163420525,-0.6954519721268517,-0.8141491473038671,-0.49234862399295554,-0.8837656994972551,-0.8276948914523398,2.327825228520202,-0.842795700567799,-0.8308105521058559,0.6205068153106114,-0.7075611186996822,-0.8135958508920617,3.2126434541219164,-0.8864874192976453,0.3523792083612412
SIDM00111,-0.6684224460883726,-0.6823240982756915,-0.8132721014734521,-0.34295647610012625,-0.9041493009296697,-0.7132453753744225,-0.7634776123473277,-0.7288745668778865,-0.668842421372195,-0.7380365178994044,-0.8076753344374593,0.3759776835273794,-0.707295574284131,-0.9040847092442459,2.2305882090668634,2.2887418072570687,-0.9314246653444039,0.8213676645441682,-0.5875577504717399,-0.8386694981127014,3.1181856440492726,-0.45307497738197067,1.581602637466182
SIDM01179,-0.567069314198828,-0.7977302194690503,-0.8347494713015635,-0.7181973501048627,-0.969702892629564,-0.42803977594554987,-0.7992364197951902,-0.5479521244647342,-0.8442048565722086,-0.6569220347560665,-0.6712473378534909,-0.40599892227355106,-0.9591569828548574,-0.8858827908015929,2.177679764038964,-0.8419880364078457,-0.7890900098596046,1.7655728622914777,-0.34519216906332206,-0.8221430491419359,3.0853000212672828,-0.8473840535209927,-0.3195285406625496
SIDM00351,-0.4078515768615407,-0.642287671020597,-0.7946242869860835,-0.6709104311653886,-0.7791792506990002,-0.7478788757021104,-0.32320230810630973,-0.9490581139395408,-0.8752899474065234,-0.7325206965451905,-0.681084789881304,-0.20334068013314277,-0.9307240928859936,-0.879280327688982,1.8724897496741053,-0.8057430478037961,-0.8564219560472632,0.3502863093095225,-0.5704390138310734,-0.797483091115531,2.77591181013822,-0.7949802330640047,-0.5410615501674507
SIDM01205,-0.4784143441230229,-0.4636747794888952,-0.7526679110781088,-0.6792457996730731,-0.8038773694195309,-0.7175626797896537,-0.7767034536411512,-0.5573972152628294,-0.8200332721546619,-0.7276973908138669,-0.8134776108691896,0.4935066975146107,-0.9403259513596093,-0.9116992759347422,2.0349796272954808,-0.8189672462530808,-0.8517335129832375,0.6931993283711247,-0.0935583276092858,0.4340911082772102,1.256062971187106,-0.8213930857204855,0.6302771973300737
SIDM01095,-0.49974044730491823,-0.7245929134833723,-0.8209314621098676,-0.7385049443784725,-0.8205885041346219,-0.8016829839694956,-0.06291185486239852,-0.7377618299924243,1.7109973848950177,-0.855277247342636,-0.7885926103478671,-0.15507976063041226,-0.9492388144988619,-0.32077594119858127,2.2564392384148335,-0.8688518365386606,-0.8810868327939486,1.2595157803189971,-0.723554371321394,-0.8122926980087538,2.7497040985243344,-0.6450372139852926,0.40165000502086545
SIDM01159,-0.5322382715308646,-0.596939122000108,-0.8033254366898547,-0.4619987774188447,-0.8536660845874259,-0.7920171694584315,-0.8085090447331228,-0.7490221372557773,-0.8734193868779265,-0.8262040171642623,-0.8337033907731134,-0.38160938576203274,-0.8410694473699106,-0.8461293898756677,1.8864819364953767,-0.6815025574024831,-0.8984141985881211,0.34700424020716775,-0.4605087322271594,-0.8840415059503722,2.9365941915628557,-0.6422984316253094,0.022740667610551404
SIDM01183,1.4665804082582121,-0.8323627578415066,-0.7378770547723308,-0.44918565376306724,-0.8560335901566625,-0.6146421608119494,-0.4959381105023819,-0.5939395341393026,-0.8985237754225139,-0.6307270772145414,-0.6283483539999049,-0.14437723296212565,2.321823082935364,-0.8284002782177357,1.645384614004324,-0.9012113447646403,-0.8498925083771262,0.24231198423154293,-0.6722951653581735,-0.7969062887259989,3.336613575224672,-0.7568565154296661,0.06728696749267116
SIDM00328,-0.5749174996584198,-0.7566997525659215,-0.8121796299071061,-0.8426727049909717,-0.8196889218803078,-0.7647458153979676,-0.8158317716223712,-0.47852251273237373,-0.9068005110950075,-0.8333577035627427,-0.5708680410264253,-0.41823882019097747,-0.984090386892833,-0.8509000421645131,2.045253082261847,-0.8036521442149076,-0.9020096884979912,0.027283972502738334,-0.4716051073992099,-0.7872148436319305,3.3386971561888465,-0.6751714277555405,1.1599601883468509
SIDM00389,-0.4728202440627694,-0.7705093106891435,-0.7355282202054155,-0.7463753460267704,-0.7395211955163135,-0.7005432449634679,-0.764463983567713,-0.8545264836530357,-0.8185681892546084,-0.721280662526197,-0.7680583489426726,-0.49905084083148077,-0.8647875610501976,-0.8404114390862021,1.7919038666960845,-0.8232325697053688,-0.7674559582636484,0.7311383432155117,-0.5611917022564845,-0.7612955004612761,2.611112110741589,-0.7060804357059155,0.44491259254424803
