,HLA-DOA,HLA-DOB,CD80,CD86,CD28,IFNA5,IFNA4,IFNA2,TSHR,TSHB,HLA-C,HLA-B,HLA-DMB,HLA-A,HLA-G,TG,CGA,IFNA21,IFNA6,IFNA7,PRF1,IFNA8,IFNA10,IFNA14,GZMB,IFNA16,TPO,IL10,CTLA4,HLA-DRB5,HLA-F,HLA-E,IL2,CD40LG,HLA-DPA1,CD40,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,FAS,FASLG,IL4,IL5,HLA-DRB1,HLA-DRA
SIDM00553,-0.7473246827814164,-0.5639472482621262,-0.851934695679799,-0.6004168108019149,-0.9000738958948312,-0.9290144164401972,-0.9439034965458756,-0.9793850671470093,-0.9040682356635273,-0.31746688892452424,-0.01075160349428019,3.2795601937086247,-0.48068025281778043,0.3099640144430594,-0.7161670151119075,-0.8882968606734816,-0.5899257165090751,-0.8164992559982727,-0.8281723689258215,-0.9568800272391188,-0.6936840595587981,-0.6651303547496721,-0.9456399882728204,-0.7048701598195006,-0.3422304730373826,-0.9396894904884511,-0.8311606962648846,-0.8229664798740007,-0.850069744867839,-0.9807001978259776,-0.6371929321790779,1.4034213719242519,-0.8715297406759988,-0.7199892710927962,-0.6340323106129298,-0.4982403308487509,-0.7044161135474178,-0.770109727392849,-0.7591837919693332,-0.6095568098845533,0.1408337825384672,-0.7542688663181232,-0.8051125868018353,-0.6653247468223272,0.29030521404557874,-0.8477025810123396
SIDM00343,-0.8281818914075084,-0.7616287811489822,-0.891626271113101,-0.883872712523811,-0.912830072107249,-1.0209850242059322,-0.8331958961419178,-1.0080236141379102,-0.8583016121857197,-0.7100831857184858,0.10153465638470857,3.629463315413759,-0.48901107848283765,0.46914111340971276,-0.6677260384451355,-0.8996847531176242,-0.7852535174610096,-0.9162448930774719,-0.904862260880486,-0.9047221771220719,-0.865816885690033,-0.6696940367834483,-0.9654709405022676,-0.5025059163152602,-0.9542927614649457,-0.9930974425799296,-0.8335515213165413,-0.8248383642895962,-0.8701871239513375,-0.9976725213839885,-0.7393739845456434,1.6663371556682798,-0.8401999193273215,-0.8578207558976219,0.7740976590111326,-0.6847040401834301,-0.5231673163328087,-0.8442658533518025,-0.8405390830582606,-0.7775918386192683,0.18652228155050707,-0.8103821112572663,-0.8359019438990745,-0.728092656515855,0.4698982156993958,1.143713331128633
SIDM00543,-0.7346961919680544,-0.5642980297552386,-0.8906349912123414,-0.8522251330023474,-0.9350809324727872,-0.9557440609533795,-0.8924237570120368,-0.9567369371854252,-0.883258275696397,-0.6150231232103871,2.2636639948369917,2.786714252034547,-0.16543486276364072,0.7355743706286207,-0.7137589631782587,-0.830449877789095,0.5419469329292218,-0.786609184785797,-0.9026251320010258,-0.9087898042755087,-0.8140727508462356,-0.6231585205057417,-0.9772951263311056,-0.7113660088428186,-0.8685532192360327,-0.9184491107458039,-0.7922019376977198,-0.8012604127963344,0.038933600691363535,-1.0007664309605209,-0.11357487484346354,2.5063345713879324,-0.9524551412036855,-0.7997970015166151,1.7605653899715037,-0.716970823604132,-0.2717135769800007,-0.7381164695652388,-0.8041997876424635,-0.6845150039552919,0.4819780396569607,-0.7807623684862155,-0.9100012534697878,-0.7160733984985209,0.13777936845443733,-0.770759965960652
SIDM00537,-0.7699422236333702,-0.7191597128486699,-0.8515200760591696,-0.876232912842329,-0.9077837788734051,-0.9732813444840858,-0.8327086060802826,-0.9941817578186134,-0.8741600696156847,-0.6679456979052699,0.012932622620481907,3.085675148383619,-0.44969095339107723,0.6739194442545897,-0.7222347436612734,-0.8048436197529881,-0.6695909904939552,-0.789241773519135,-0.9257351355204504,-0.8076241892275564,-0.8665703851124343,-0.7166074068271135,-0.9476271929651229,-0.779144153270854,-0.9590510461255687,-0.850008788614684,-0.8084127916983451,-0.753234880668341,-0.8476033340057062,-0.9214032046498981,-0.3579470672385689,1.8013123610805812,-0.9164274817227455,-0.8300220641207737,-0.6565276506515163,0.20668024062451062,-0.7988262887547759,-0.8660796422543594,-0.8280022026189073,-0.6975487006145972,0.4392749284986176,-0.842853487636586,-0.8285526944778817,-0.8067154521659069,-0.23955994174555717,-0.8899297707883587
SIDM00332,-0.8456043590913789,-0.8781576071066575,-0.9028310630375973,-0.9041912598374676,-0.9099853191343819,-0.9021609054073607,-0.7995304966489499,-0.9983397113006963,-0.8603558932235905,-0.5407068670282886,1.4344494979412428,1.5395375837987264,-0.6739787596609894,-0.12884075591679267,-0.8085111149017951,-0.8286499056943456,-0.46091458788260115,-0.8100059542759023,-0.8839957209252582,-0.8100710666658468,-0.8271408562812878,-0.7416497620120525,-0.9926768536504353,-0.6718937513211376,-0.8753836154586405,-0.9933818554574548,-0.7353871449661568,-0.8218129692982482,-0.8214027577588208,-0.9621715496321159,-0.715247731486523,0.508405261866168,-0.9505465690128452,-0.8389427474719431,-0.7401014590800272,-0.6295935431965749,-0.8072853081344159,-0.8613661381678751,-0.6529823165725521,-0.5328045012291411,-0.7221873452069812,-0.8357414534936352,-0.8253260493548331,-0.6535336014706707,-0.2719255486802688,-0.9350910269729831
SIDM00299,-0.8112364044046968,-0.6816169047428748,-0.8621469039512449,-0.8332601425474594,-0.9382069330652335,-0.942002219592572,-0.8456660919928206,-0.9574438231756227,-0.866692874186368,-0.6345740474236435,0.19451924194989292,3.271226782784025,-0.6146386004809306,0.5799264952105601,-0.7454729280299718,-0.9003515488344211,-0.7312383865482991,-0.8443877346607187,-0.8751444675751269,-0.8371119661799334,-0.8228200627108415,-0.7102117745570931,-1.0234763951172035,-0.6258133962506254,-0.8539346896299758,-0.8207899088057252,-0.7762975760561467,-0.7653961252118054,-0.8186734988176336,-1.0173439562177886,-0.19458077055614534,2.1542714142584805,-0.8797951155507904,-0.796738871970198,-0.43204631741689953,-0.6488940911432651,-0.7230521593572611,-0.8980142412608692,-0.7762011915550816,-0.7486527768250267,0.7792612049429419,-0.8985202574528196,-0.8751035472478692,-0.91344216796467,-0.3319312651058939,-0.9041272910196102
SIDM00308,-0.80099257108864,-0.6900364381153217,-0.29384338028629475,-0.7786505203095114,-0.932277750271551,-0.9343652040738478,-0.9798155786515033,-1.0052253387796746,-0.9161551097175935,-0.6043257646551548,-0.21683137952485895,2.3317069975739098,-0.663893253186983,0.09575790915894046,-0.7257106679756882,-0.7944223815917932,-0.5346467039493229,-0.7820324666751268,-0.9120430898236154,-0.9238776606389444,-0.5359253386566804,-0.7659848438476237,-0.9775427144527016,-0.7246324658439842,-0.8170558207596794,-0.9745170894965002,-0.7693748591514988,-0.9329742726998179,-0.7953233376063641,-0.933398875425394,-0.6383140948707625,1.646910069864401,-0.8365899129227925,-0.6850192693121737,-0.5231320894775822,0.3095468105656667,-0.719685825131494,-0.8493865916004358,-0.8498996630763898,-0.8062049423954347,-0.9152413550289534,-0.8476986942263474,-0.7660030333118423,-0.8321095160650043,-0.7172721897191718,-0.8018820077306505
SIDM00227,-0.7332874905602255,-0.808115503535692,-0.8672395666511211,-0.8220831911087518,-0.9607237877939827,-0.9064176576128111,-0.9216282756882582,-0.9657615209304997,-0.8016009296670848,-0.6218765370542431,0.22994573200305313,0.41259869233580687,-0.5778710621197976,-0.1485659490320719,-0.7610270261927863,-0.8663071207501133,-0.8122427004375187,-0.8657279806156969,-0.9833502930585838,-0.8068195643104212,-0.8459994110251031,-0.6026720091780096,-0.944336314739181,-0.6651938748394393,-0.7954218804924575,-0.9753682878809053,-0.813913584379615,-0.8922601798796107,-0.9069453484206823,-0.8123125285828708,-0.7730260919483635,-0.3922509856642208,-0.9029646466623749,-0.8361584798241448,-0.731068656348598,-0.6802533199035967,-0.8183825388894574,-0.7848652269456423,-0.7036547171545748,-0.8239757987990347,-0.10160810376422434,-0.7559372754432572,-0.8919555530917475,-0.6172905000165172,-0.36756583261441206,-0.8018431192250048
SIDM00294,-0.7748685306741795,-0.7201937680130356,-0.8537371731371856,-0.8654130783650501,-0.8902988973395758,-0.9190007386060176,-0.7630017598778681,-0.9986438936929897,-0.8734080309084398,-0.6940696081906375,-0.3626239266074425,1.8539892056137124,-0.4943202707132755,-0.0728917447326985,-0.8037370301620349,-0.9237497523168506,-0.825425474017453,-0.8233605516846306,-0.9988872709284786,-0.9801151332927701,-0.7973465101312456,-0.6158478128213073,-0.9414519383045852,-0.6051717287760554,-0.8353062165669305,-1.0293221277712594,-0.8838729949003221,-0.8507533169792189,-0.8881477408806816,-0.8929206376512407,-0.7590520366735785,-0.6514450242067705,-0.9185914431096049,-0.7447502087223261,-0.7050277504651676,-0.66779159810134,-0.7620775508145122,-0.8351331361586868,-0.8347256331009809,-0.7058481419955321,-0.6453453540016623,-0.7881817509524837,-0.8959925538845371,-0.7446238221998351,-0.15403849655612523,-0.9115194489306664
SIDM00677,-0.7666150816514139,-0.7337735295424211,-0.8678889134573519,-0.8823258313553012,-0.9113769546035763,-0.9489189189907019,-0.7526891609374687,-0.9776830096564786,-0.9013595819500009,-0.6499881571675932,0.8518741121696308,3.5410765428383817,-0.5739426709779768,0.12009968006283847,-0.6164468631944509,-0.7873418433404914,-0.7596065538700865,-0.8348283910517801,-0.8334492249663388,-0.9007741541070704,-0.681445642974302,-0.7558864733202678,-1.0131689055954296,-0.6973943375149123,-0.7946042417907443,-0.9720657718826455,-0.8144996566349411,-0.814506863379736,-0.8326097018984824,-0.9953455990731431,0.14976215265857185,2.0894911081079837,-0.8513372053474831,-0.7836874929501093,-0.7148809078103304,-0.5973183934922647,-0.7865208227611177,-0.8777553292216531,-0.7424864326060222,-0.6491642378738213,1.3203905164420588,0.7655119975908562,-0.8721069781400714,-0.7699917660007842,-0.24385886540174695,-0.89079485427024
SIDM01220,-0.8072887281216767,-0.8083102876871539,-0.8413298665873755,-0.7821644326891641,-0.8943260063744815,-1.019650068419159,-0.8356382720175938,-0.9176664950387873,-0.8766783844244637,-0.600234179237066,-0.09750208892781807,2.7745088155775552,-0.6432585319162898,0.4865971862659982,-0.6444386823555706,-0.8576521291399724,-0.8306633987556752,-0.802558191727797,-0.9435641951566701,-0.9080307935165598,-0.7964217658968856,-0.666216584286517,-0.9271384334044875,-0.6098532673258354,-0.6512644696122165,-1.0497536983774391,-0.8322293719679906,-0.8207456777393464,-0.8859121655628964,-0.9290312509050774,-0.785973828537321,1.1381580549527899,-0.8907278172792229,-0.7852883592907622,-0.5919495873626539,-0.6125007073823211,-0.8290917242340723,-0.887756583983417,-0.8365874729396574,-0.7446514319847775,-0.5862546900331022,-0.7504056393402568,-0.876905226145397,-0.7797032984351122,-0.13985005608012543,-0.8625780633187764
SIDM01259,-0.7131847706278321,-0.666152337666396,-0.8626930754224638,-0.838174056366074,-0.8827836594225563,-0.8635030115763117,-0.8282732995227483,-1.0015964648614342,0.28365808011544213,-0.6578316951535802,1.4868681507194,2.7417941710584013,-0.6282731614810632,0.20731780162864571,-0.6894389030268261,-0.8021365963926097,-0.8103264482456892,-0.7905577079407975,-0.913840128476023,-0.8831700476744229,0.0336904262862908,-0.7420706475096946,-1.131178004739363,-0.7782429075635062,-0.8426669244655285,-0.7594081303707926,-0.7710790235924325,-0.805863119529589,-0.8777073392054917,-0.9418937208104003,-0.6198938931941573,1.4939560386872155,-0.8628870081254099,-0.7237495775992215,-0.4446314577897324,-0.3932216489923111,-0.7901760521562906,-0.8431824420236415,-0.894737123734101,-0.6711333131610079,0.516141864976601,-0.7742239221834089,-0.9030003272643052,-0.7961673638210852,-0.24983835785421218,-0.3476136585843933
SIDM00680,-0.7859850992661235,-0.8753887018242452,-0.9227676606685358,-0.8513350527012927,-0.9023265041035708,-0.9292739870578659,-0.7981851804436181,-0.9764081412965386,-0.8597159130872419,-0.6863726453741441,-0.34573528666058145,0.9619964180932954,-0.6401491358847582,0.19730716996030725,-0.8312155319846379,-0.6566047304212624,-0.6953087927481757,-0.9000520218904757,-0.8788637330208878,-0.8675552837592347,-0.8846123816918491,-0.7302314131540724,-1.0457941115585017,-0.7349090190101568,-0.883891133703296,-0.9242831766853548,-0.8085600439995484,-0.8572061628356058,-0.8396478751245424,-0.9924193837592782,-0.6960632229740242,1.7734681274999284,-0.8825680106526961,-0.7982911970365937,-0.7355898538563517,-0.6672037988177263,-0.802403016168125,-0.8422773868674901,-0.8420132204046005,-0.778747911280538,0.6131890290441057,-0.8587949060654324,-0.8612518437864284,-0.8036074758738548,0.11740177556782663,-0.9281881485841327
SIDM00346,-0.7626640256629368,-0.7647383486036826,-0.28116602290504855,-0.6776183435795148,-0.8933047498264765,-1.0227070729605272,-0.844147804602288,-0.8336542512838143,-0.885139997360664,-0.7744483232102172,-0.35833452744014227,1.0751074316620288,-0.5630384002282861,-0.0624019416025073,-0.7633469815472941,-0.9143544425614142,-0.6403724609102408,-0.9027267412583411,-0.8066690568537083,-0.9201771630588124,1.123418459380312,-0.6772187088809968,-0.9279557252802445,-0.713772928217144,-0.7222121855708407,-1.0589430047287043,-0.7896128732967795,-0.827965488947698,-0.8831637134674755,-0.7679773241088942,-0.7699620656880308,1.7648087248653659,-0.8557194857352384,-0.7377684967435086,0.50225274731057,0.5131895788057003,-0.6019534733483085,-0.8405957608196102,-0.7721392510068033,-0.8148196513977097,-0.31076272181726766,-0.7498030877403654,-0.8406098765721767,-0.8157677682661834,0.6165154576561205,0.5788602984581496
SIDM00129,-0.7351681959751253,-0.9537714682342636,-0.6918395787030668,-0.7063797649369844,-0.841079665390973,-0.8028292212198577,-0.8037950546585766,-1.0350517714798018,-0.7702458465950826,-0.5547848692131042,-0.10213361495906646,1.3359675572515954,-0.5420125051623371,0.6770374346401902,-0.6366178532432917,-0.8791354873291338,-0.9394889969703876,-0.8426538210510199,-0.9008969379637117,-0.880975116542802,-0.8467371338136509,-0.7674406417508046,-1.061419650819476,-0.7280254026962119,-0.6931187270005147,-0.8341075340219951,-0.8590298542965771,-0.7818089594180685,-0.5978485903496984,-0.9343953520085992,-0.49368787614868087,1.4525255451959789,-0.8735711434401567,-0.7115033637687609,-0.47428780995651865,-0.6016498236238291,-0.790709045994226,-0.8000727867084445,-0.7454000920963462,-0.6844024198083236,-0.2881672446096112,-0.8078151049548936,-0.5322834208254436,-0.8346701179907361,-0.17698207410189,-0.7967505276798114
SIDM00627,-0.8147693876690925,-0.7204286251776895,-0.8904078755381828,-0.828868435733752,-0.9537695250604818,-0.9907821210743547,-0.6666282666102726,-0.9881793655360376,-0.9331929086283698,-0.5165107554704641,1.6710688472298025,2.720570477341404,-0.6383084157370975,0.10687441369427295,-0.7616147882924515,-0.800154069754779,-0.7976337871870972,-0.8766500589022248,-0.9233644757871095,-0.9579215548254122,-0.8605822611143739,-0.6984803891532744,-1.0521740595089588,-0.7109137315669734,-0.8654345834336774,-0.949693268750034,-0.8153148022157933,-0.8543369409834443,-0.901763082812498,-0.9352439887165995,-0.131389100794297,1.6443365574868867,-0.8953641781333518,-0.841625417986281,-0.524294176786656,0.4092514997682716,-0.8437940899530247,-0.8889272404120272,-0.8154296896409396,-0.821713789829726,0.6592408454403383,-0.8944072410719922,-0.8305880065519433,-0.8525294223161628,-0.31605359332296745,0.15002451261630617
SIDM00293,-0.848320441192846,-0.805896689847556,-0.8759265164882888,-0.9070258550896466,-0.850350900400521,-0.9764412290939649,-0.7042865362268224,-0.952116574095251,0.00829379108126889,-0.6157048206072128,-0.6531113656664217,0.2615069615296347,-0.6815257108373494,-0.24104240205474342,-0.8310575493182033,-0.9114969222228587,-0.7742003461957311,-0.8625045550985213,-0.8165595116431719,-0.9436819811767356,-0.8132751922612236,-0.676132665081892,-0.9511890680113164,-0.6478056688766759,-0.7949663032110944,-1.0436140343726354,-0.8958387473651105,-0.9025462028935898,-0.9064910847838537,-0.9983091567435849,-0.7583092496180253,-0.5794941342008202,-0.8852034670547932,-0.8060334775883388,-0.6882924380497648,-0.5729852380974347,-0.8131898754306228,-0.8182093525494136,-0.8739861633657237,-0.6109798438773452,-0.7562282331553565,-0.759762488074957,-0.9428087227868107,-0.7439180760565463,0.3268680790649184,-0.9064031008385699
SIDM00274,-0.7750186769324329,-0.7083089617775503,-0.9247887027923417,-0.894880597783137,-0.9604849049753603,-0.9602824319597344,-0.7711229881045557,-0.9581419340203721,-0.9600163657134473,-0.6655699953709913,-0.24456313901153598,1.9864611365357938,-0.07514972464092266,0.10435641439970625,-0.8277427858815147,-0.9495873819607732,-0.6650709875979727,-0.9094693092997824,-0.9231800364633359,-0.9827975602835154,-0.8764019513607262,-0.8180494094596267,-0.9288936332781454,-0.7771257391709352,-0.881521045758749,-0.9827078679967218,-0.7728428305723658,-0.8602509087214393,-0.894142395552547,-0.9264896801086957,-0.6392320069072418,1.456791502962124,-0.8662091065564167,-0.7586682853683452,-0.5463935060685186,0.7590854286684551,-0.8246967571667038,-0.8345897287556862,-0.8064270652459428,-0.5779663861526413,-0.13396816462769381,-0.8025356751593353,-0.8077155951993048,-0.7979530672818131,-0.1610194736770755,-0.8256608800659221
SIDM00544,-0.7244066013499868,-0.852692411419669,-0.9237322094620873,-0.8607151404985657,-0.9097123365115714,-0.9458093275999179,-0.9536017015075777,-1.0043622358511617,-0.8740114622794046,-0.6532516496527968,-0.5737620184822212,0.4104194633774542,-0.5900639098713979,-0.2334579559357039,-0.7572397689386436,-0.8704610081788156,-0.6486775536929351,-0.8044121733213443,-0.8794787895695066,-0.898930148590269,-0.8685869475814242,-0.6462897975865503,-0.9448368593944863,-0.6103031515610392,-0.7857028884045657,-0.9640982141788197,-0.8433940520938457,-0.7850392561454772,-0.8829846609367651,-0.965976556212463,-0.7193179990360704,-0.34965351235452974,-0.9023926014260083,-0.6982180719303793,0.12746242847726605,-0.6074398394389678,-0.7760571727933698,-0.7938838619539988,-0.800997202368315,-0.7237940792472416,-0.7272876496801504,-0.8017874667869443,-0.8782669210712012,-0.5672980578208867,-0.2459802420938398,-0.8558251987416474
SIDM01006,-0.4920247334281869,-0.09123817316442615,-0.8561682590457231,0.6684124142575598,-0.6465117282486913,-0.9921109384109877,-0.8340626993145712,-1.0208060705704012,0.7490149901698812,-0.5084799587052939,0.26715408233079263,3.406977251002032,1.4499329009970445,0.31902650666987586,-0.6596591982387927,-0.822990883995736,-0.7342484685815989,-0.8913263893447091,-0.9130926051594639,-0.8293384268097592,-0.7641454044585029,-0.6967267700839274,-0.9418698291905099,-0.6285303798522429,-0.8085017440624971,-0.933863103755694,-0.4941755858319554,-0.7681837867736085,-0.7848760171665694,-0.7383592092014016,-0.6544896639430008,2.358231885239485,-0.955533877306163,-0.7597677568521639,3.269422538169554,0.14840988940571703,1.4307960887078885,-0.7092678154338425,-0.7489749387448963,-0.7425160373603014,-0.5163140959127496,-0.7513864130715201,-0.8375514633298323,-0.5712988460829848,2.4123611496022583,3.393958205864162
SIDM00302,-0.7501412489805239,-0.8445136950347284,-0.8548359021022132,-0.8657415543669713,-0.936569339435798,-1.017239769519205,-0.7229039506484197,-0.9355954266065563,-0.8579911803218471,-0.5874642188905158,0.1717245422153405,3.336250516617698,-0.5114808291128066,0.4847502572361242,-0.6729767222167576,-0.8875593846563264,-0.6466238574994299,-0.9496436311588775,-0.9228810619475954,-0.8887674310640312,-0.7606686745764822,-0.743408528667957,-1.013106663387017,-0.5412505348360099,-0.8799068233987429,-0.9412884346217066,-0.8468709833850123,-0.8564445876965507,-0.8442191681564057,-0.9334327424271973,-0.17062329957543587,1.6899933666980302,-0.9491121491851766,-0.809696117097741,-0.09108267664086785,-0.6534890788039266,-0.676927115602915,-0.8025985626823192,-0.7548026869060368,-0.7353865281744936,1.0271837590410344,-0.6961202351290847,-0.8117863974869349,-0.5518614400689175,0.39841035247281387,0.7401775980859079
SIDM00549,-0.48303810060184577,-0.5160842526664198,-0.8320111479894008,-0.7847799203906705,-0.7492668760384437,-0.9496995223517621,-0.7574202601309634,-0.9450223952007017,-0.7729500823042553,-0.3096988521248876,0.005371560172749473,2.947594259825988,0.023818748481374687,0.3294336712725643,-0.7710258595287347,-0.8355272820053042,-0.7403715480155867,-0.8071241450052475,-0.9345085321751466,-0.9267316840183364,-0.48797882223926964,-0.6473794872381695,-0.9905611476713516,-0.5136008239766165,-0.640295969477882,-0.8914198231878918,-0.7896354789595192,-0.7129873183535467,-0.7758756864404003,-0.8174907601614418,-0.38461824504326936,1.6995160838088101,-0.8652193104799148,-0.8573880052846256,2.764919225292616,-0.21767587249033607,0.16002337895284668,-0.47177652114180074,-0.6813595291047609,-0.4114870807676873,-0.21607671134268078,-0.7750026326546915,-0.8328534065739572,-0.6720452105886829,1.401118860637115,2.842993879733484
SIDM00292,-0.8569147257384181,-0.844245872591745,-0.9004951514890399,-0.9312774371038841,-0.9610623032663261,-1.037839281458697,-0.7754154109245331,-0.9931835409077405,-0.9430212633844147,-0.48416246278048186,0.40382504668554253,3.3701119648944107,-0.5793821355911137,0.6795728144665546,-0.7051314536500514,-0.9376916480746681,-0.8091766544581224,-0.8343452670005771,-0.9232725196802214,-1.0257537185629488,-0.8552916864076515,-0.7624950418614042,-1.0553755574097559,-0.6375123743450359,-0.8834534304991258,-0.9901644126234653,-0.8735513555620322,-0.9009250291039292,-0.9221290498103504,-1.0035333287507273,-0.006664690904807302,1.0436245730373175,-0.943628735792823,-0.8627233863435241,0.7325132998739332,-0.8399018848456905,-0.5774258959767978,-0.9284730316507389,-0.9067906431473199,-0.6260099495891731,-0.8911627954588974,-0.8564575562723209,-1.0008011338491019,-0.8032028214182776,-0.52861809014831,-0.930371315567045
SIDM00623,0.26445233008000024,-0.6941099886030352,1.3504573086860368,1.8638962557463723,-0.9244313970533069,-1.005483076706196,-0.8807553173941993,-0.9634467311725017,-0.8402953822188491,-0.6052794682853957,1.1412381133106662,3.4272917886239735,0.6139098812403051,0.8059245308748344,-0.6341452166298098,1.0510792144793133,-0.6549862767631389,-0.8742950761997978,-0.9597770137132247,-0.8876207600016689,0.5486217410954951,-0.726553612180641,-0.9815590432161987,-0.47190479461037466,-0.7539144127553563,-0.9855141353442955,-0.7810410462138326,1.616817208720945,0.09635587702008032,-0.23107988303513524,0.2845200055937158,2.5908994245670454,-0.9458260399828186,-0.7749801229015519,3.107384138549634,2.547507029506001,0.3808942853650824,2.2423760952326517,-0.788584362928331,0.2736577621921638,0.6812672106723664,-0.7790503842026216,-0.5479638239101049,-0.6237421354054404,1.6546035735684916,3.203039586625972
SIDM00638,-0.6921165843767169,-0.7090912605678159,-0.8593932021632582,-0.8301312973160724,-0.928309849993919,-1.0431384698171717,-0.8396181726891783,-0.963826105961421,-0.9367177105446651,-0.6424824162092588,-0.38206693821187127,1.0856719827015753,-0.5999410732639758,-0.13589368560567974,-0.78550397445126,-0.8156796031002177,3.2253753637859703,-0.8810776480010579,-0.8988712876303203,-0.913411369303522,-0.6944711845118454,-0.7474739337622828,-0.9865366133160455,-0.5665804536117856,-0.7580807060082106,-0.9715399648796245,-0.8194964240762551,-0.7629163197031879,-0.8812361734866812,-0.9818674669023768,-0.7441083837066496,0.667860039333144,-0.891064581978686,-0.7499985084912004,-0.7244018365176954,-0.47829893966205844,-0.7645339517661246,-0.8432254858565877,-0.7705289921445749,-0.7889612494919691,1.1203278289796694,-0.7594761617072145,-0.8510613166029564,-0.7630801818303358,-0.012132263939226815,-0.8153881778982799
SIDM00527,-0.7825531257837358,-0.8429106341889645,-0.8769447947532506,-0.8633341643645907,-0.9492676758525168,-0.947538286056499,-0.8333125902002317,-0.9808231971321557,-0.9282283524730974,-0.7267695131332494,1.7353262560417997,2.841221281496355,-0.6247480815035564,0.3631615212436976,-0.7894629496000569,-0.8671168754731944,-0.7759907800190137,-0.9215810308763226,-0.9130505874758639,-0.9888125486268797,-0.7751107843905108,-0.7451820586501331,-0.9861266808694836,-0.7502394203397508,-0.8801384968032067,-0.9492658705054224,-0.8345665052035505,-0.7349262391033395,-0.807538232256901,-0.9992162882856601,-0.7191676982977429,1.3425089022181915,-0.8790086557706951,-0.7954049873531074,0.5976475261953288,-0.5897573407267904,-0.18995762830433466,-0.7927039298562394,-0.8231696521472421,-0.745361412433788,1.5606441900785821,-0.7817668109691526,-0.8794294227181219,-0.7458668623342866,-0.2021141152527313,-0.839946559731991
SIDM00976,-0.7870733866640206,-0.8592029740816501,-0.8723744477497647,-0.8362546842141386,-0.9433822580277176,-0.9935088776111292,-0.7378730397301314,-1.016208804440723,-0.8958981443874461,-0.4945936508436342,2.2658309653807978,2.984876693864402,-0.5342088536368711,0.8160079483256906,-0.725678019445971,-0.8141723949059831,-0.7619019922772192,-0.8579862591590999,-0.9206778838802364,-0.9258782553225852,-0.7863731017272022,-0.758035306160746,-1.0016473438355056,-0.592658077135589,-0.8565525554123247,-0.9637986781868284,-0.7890336315628046,-0.704256725515471,-0.8453166951363191,-0.9810320765329107,-0.7736590616502848,1.6941904062027198,-0.8846041215344344,-0.7660345150034007,-0.5502750496910018,-0.722626776696912,-0.7335871193810969,-0.8892101323036514,-0.8112413636794378,-0.8312249030643614,0.5613416129810506,-0.8373856625507894,-0.8408743830520115,-0.8314567597899608,-0.07726442944733371,-0.8641635310341239
SIDM00316,-0.7913567147428155,-0.9267919741565885,-0.7954034928545944,-0.7932561754738873,-0.9359732203985731,-0.8544877404772225,-0.7030653855757907,-1.0115055731604006,-0.9550718422559761,-0.5855334463622964,-0.1807778869934908,2.967126921637268,-0.6955691658480009,0.3353274392588975,-0.7543039653598789,-0.7237100849763984,-0.5872858493430478,-0.7824944806022743,-0.9110452712250865,-0.882340822528844,-0.7963781114873749,-0.6870300243296475,-1.027048232219737,-0.7852089484681335,-0.8469603482391781,-0.826177472847312,-0.7922623563972533,-0.7558790865501732,-0.7862411378727843,-1.0774279687650914,-0.7378630571800752,1.3294101661329671,-0.7363344332738048,-0.810324328503256,-0.6140497557892138,-0.6853559882125267,-0.797128797097699,-0.8751784790197674,-0.8282400101648603,-0.7647771811133734,0.4827692947197918,-0.7591907531850274,-0.8073910911169011,-0.7300288934178246,-0.6692367103121063,-0.8739332761274415
SIDM00326,-0.7784713998226277,-0.6870967993279604,-0.8624621669089704,-0.8143567412999624,-0.9391326718230237,-0.9840654150634788,-0.7266906325319912,-1.0186595389720443,-0.9261475258030097,-0.6812528322045247,0.11365647392005626,3.116849283641483,-0.4664077800805286,0.21625088983911478,-0.7297299132111446,-0.8697893851824365,-0.9323532458052904,-0.8753478777794255,-0.8517336089945841,-0.9089793657500548,-0.734666431122917,-0.7528198689670037,-1.0522737112418912,-0.5839432263876586,-0.8016745550331908,-0.8612397046772706,-0.8825350564956019,-0.8714360111927626,-0.8651542239456456,-0.9790288752278831,-0.2667294884511007,1.511067074695395,-0.9362683984980669,-0.7956553657448449,-0.6734808494261741,0.8092619900375185,-0.816753447513163,-0.8769222266818628,-0.8595395576980978,-0.6747356949335664,-0.8917633229702565,-0.8604730368724072,-0.7742847602283516,-0.7931146952508074,-0.26014921607272173,-0.14157301472151182
SIDM01093,-0.7362589125762506,-0.8747639100574205,-0.8392234341034505,-0.8273141702355867,-0.9155416688570733,-0.9505031917136995,-0.7576498793344021,-0.9453462057166777,-0.8890518609768959,-0.5793161314351609,0.015483697713388854,2.884490245793447,-0.6358386841176452,0.5630407174478601,-0.7242753434570984,-0.9144275691421966,-0.6932974908595421,-0.8075565577347924,-0.9649866521725171,-0.8976109137651554,-0.8537874899251024,-0.794044141989854,-1.0416201143589259,-0.5794583298212208,-0.8430160983290508,-0.8462125451231954,-0.8220597936677,-0.793388155821931,-0.8460029003311758,-1.033544224485571,-0.29393363438597264,1.1195766319258296,-0.9547354620398008,-0.8268807687477082,-0.5641976485999045,1.363971930606683,-0.8066597576454881,-0.8765263371143481,-0.8354498889791172,-0.6986225780947238,0.4907018654101847,-0.7813771882278321,-0.8040701026662526,-0.7084553299216442,-0.39012103103386475,-0.8319204463436862
