,CHST2,B3GNT2,CHST1,B4GALT1,B3GNT7,ST3GAL2,B4GALT3,ST3GAL1,B4GALT2,B4GALT4,CHST4,ST3GAL3,FUT8,CHST6
SIDM00023,-0.8188924258624422,0.8613911947100151,-0.7601569197156456,-0.47516081936686216,-0.5905912285534818,-0.46467815274073765,1.1323488957009473,-0.5412374832593645,0.6476697932057831,0.6456425076655254,-0.934263542059152,-0.7886876655946324,0.8466370548494887,-0.8285105878782152
SIDM01198,-0.6707569864113941,0.9103670740370823,-0.7114760714252246,-0.5724707499561733,-0.7497700906937277,-0.15063242586330766,1.2646206654887249,-0.3549724994600522,-0.2885357467668706,0.5196066358190415,-0.8431180837664185,-0.6574272738006722,1.0309008210725075,-0.7318650993856097
SIDM00441,-0.7155326960070697,1.3874958092914504,-0.7691927991599179,-0.6119334176779875,-0.3373297329373793,-0.2558119424608005,1.154481126886723,-0.3197859680778353,0.16278199637148558,0.02813822059770191,0.33892682556976694,0.6611161261842553,0.646782145625976,-0.8606162969836755
SIDM00388,-0.713415779204929,1.0584049709768233,-0.8769350174889177,-0.5611368871037998,-0.39904490906893914,-0.3807095983046758,1.0422171231158568,-0.18592086661381554,0.3367742779135944,0.49543867930010477,-0.8802532612273949,-0.44214242966766043,1.3480696454205037,-0.8974827634426736
SIDM00417,0.08170863844338909,1.5393121298773547,-0.7583404959772024,-0.5732716915170993,-0.8893125098935752,-0.22538836247081462,2.3276475174315,0.6631076055427567,0.2728288598111249,0.8142927149909732,-0.9096637888968607,-0.7398030832739239,0.18719239042215652,-0.7163437040066089
SIDM00416,-0.4800955152822807,1.5888381707610122,-0.7429157300690555,-0.5935021824999547,-0.5695942408962582,-0.28127239842568647,1.5002384947532243,-0.5376205448381978,0.3242021009796738,0.7501766290831491,-0.6726318284460456,-0.6993224337326281,-0.28945718709507373,-0.8438672931918417
SIDM00974,1.0733285628603708,1.0585234051000916,-0.6531236037805224,-0.5746375376015253,-0.8153450853764863,0.06627105564861867,0.8137805646507382,-0.33548285098343533,1.049328528565322,0.8678332571820906,-0.9081071988252994,-0.6231181393921371,0.6577580172557441,-0.9155086932514314
SIDM00833,-0.8235020391886114,0.6789087469985193,-0.8312961199092821,-0.4633709878020072,-0.5845124562057172,-0.46706028979951825,1.1413510585304543,-0.45483956478126203,0.8247655121862757,0.5984446339806179,-0.27645899790264405,-0.7890943420041887,0.26062317123401896,-0.8903872062446533
SIDM00562,-0.5549632015590047,0.8107252279175008,-0.7851416842675751,-0.5134289189798502,-0.6743065389470291,-0.6519032898905462,1.277850936115624,-0.023403655969061795,1.1582739961552069,0.6548108217916528,-0.9329421709555313,-0.8051471986544444,0.7547494183035747,-0.837900073168639
SIDM01102,0.46835440610048173,1.4304147192039027,-0.7069629673557254,-0.5454254652987518,-0.6805715247234433,0.597647795223124,0.9644935116540115,-0.13206169865168005,0.4382062137756518,0.17191824290571087,0.1087060253537741,-0.7539599363429972,0.9039078228458114,-0.8458393413233386
SIDM00418,-0.672785252714981,0.2553989627803623,-0.7145933914027223,-0.45873544420002216,-0.7524287262375664,-0.07106733802427471,1.4311660071969472,-0.4339106469776098,0.7562575284983813,0.11889941065674804,-0.8911438745076821,-0.6296813259175978,0.5635061634512759,-0.9065854510984651
SIDM00841,-0.6708179397254547,0.48998379296085015,-0.801753948726185,-0.5020830742422954,-0.6690737017280932,-0.02018457394107564,1.4250763395145136,-0.5682134617357234,0.7545278104454022,0.13622560808076198,-0.706034953043466,-0.7467095307533196,0.8985848882598028,-0.7780249903564918
SIDM00260,-0.7712914522028479,1.6528016015791047,-0.7461033604456188,-0.13680851840214306,-0.7948231317268095,-0.6820096801950788,1.1675725503052359,0.883684167815641,0.6047786040075077,1.5336943614544172,-0.8821887029374965,-0.8613121191220239,0.8816959078073403,-0.799995680945288
SIDM00111,1.051301031343374,0.9766101490799965,-0.5881897668784217,-0.4046491724099238,-0.785960700924801,-0.32958039411556045,1.4913994039471166,0.46998911977128444,0.9796380216565654,0.4812363604674683,-0.8640091126169136,-0.6453514007857689,1.0660682122614442,-0.827917291647364
SIDM01179,-0.7562764321534537,0.7583489408410893,-0.7721637981967243,-0.5755649549573074,-0.8406285501452485,-0.3767866286840094,1.0151715737898035,-0.5937947216368138,0.4157466165933366,1.0422184883571775,-0.9826242366013795,-0.8268440082464813,0.20030660662634067,-0.8851460334721396
SIDM00351,-0.7169970788677931,0.6139618261549556,-0.7693894892019607,-0.4284963547754226,-0.7429881853020519,-0.6380324187863647,1.123227709404988,-0.011592853913810307,1.120811844324543,0.10742818792892773,-0.8355117718832867,-0.8095168069695003,0.1481509801319138,-0.7169556015511944
SIDM01205,-0.034112967470823825,1.5868774682065954,-0.7921757012163441,-0.5444993852496331,-0.7284447174942543,-0.32634410376789763,1.3416393427466968,0.3605083271176924,0.3990485956740457,0.6321902877755262,-1.0020330173349545,-0.5302716117687586,0.19351384810326833,-0.9124080044622601
SIDM01095,-0.43355388070128087,0.6057686059044038,-0.6945975009650235,-0.6570883144800915,-0.7795678555264951,-0.522558741931562,1.0859214282155754,-0.4654702923833918,1.028636754106524,0.6409612338092834,-0.8741012545159224,-0.6331499756603115,-0.04589592286232373,-0.9625923153754289
SIDM01159,-0.5209182196678986,0.9359237524293333,-0.8149164977969627,-0.39835788231567953,-0.8162668937650166,0.07215236530027837,0.8483772832551055,0.6527279290633173,0.7446793822972214,0.33701126854262575,-0.9394012576374026,-0.7085266962609575,1.5889118810355276,-0.8166529514970949
SIDM01183,-0.680132272787769,0.5860269856895667,-0.7789935118825155,-0.6537622755765546,-0.7601809938032817,-0.7128902551151014,1.4049441128976932,-0.5937421139038362,1.0029049806076495,0.678225638394029,-0.9473764243958329,-0.7266335794483937,-0.22590073523165585,-0.911188955871614
SIDM00328,-0.681235707812271,1.153096497134134,-0.8696615398952756,-0.4525893647839022,-0.6204981099270064,-0.6021369752164686,1.0261507059594766,0.25937988859457556,0.704200667146513,1.3047035169866918,-0.8820290366144782,-0.6402157228953267,2.1534512234311736,-0.9361595918658634
SIDM00389,-0.3608614571968484,0.9648417958749541,-0.7590277793740392,-0.6061339503579594,-0.65241997155708,-0.35129190471968,1.0117832083472775,-0.49737218157779084,0.3586314271605526,0.1780290517701314,-0.8434435816906058,-0.7283927681694186,1.5899751902942953,-0.8734547602476342
SIDM00489,-0.7426440846078861,0.7439184358711771,-0.8595483974263154,-0.5166062137390781,-0.7612523170809692,-0.47908740921791265,1.49399829177318,-0.5427692544710183,1.191226932875795,0.26398220055085114,-0.8903762359444308,-0.38058268937777706,0.31268268409156935,-0.9222357633046284
SIDM00953,-0.7955851435928653,1.1463837347140369,-0.8683064367676309,-0.5923874405580143,-0.8148145713555015,-0.23866566400247177,1.220946311343465,-0.5579299044404925,1.0358412274235833,-0.09853767234361362,-0.8803637348826987,-0.6992842059155724,1.287916980946986,-0.9565670270521058
SIDM01245,-0.3737237371046878,1.3521999911349292,-0.815386763889594,-0.6125716852476523,-0.6936541515208886,-0.24647078596665753,1.161704785769346,-0.1689847244204845,-0.16633949350963145,0.35005672415176686,-0.7472503611449258,-0.6814781514211715,1.5495299984975481,-0.9377941124639331
SIDM00929,-0.37424120748406003,0.8246959555787212,-0.859874437955556,-0.27340910047458417,-0.8314490306950896,-0.2000370640428876,0.9288205096748088,-0.3245658834558564,1.5073889387478172,0.9792078587930474,-0.7927448976485275,-0.4461182639874073,0.6111183247245692,-0.9402773526557089
SIDM00732,-0.5399359620002883,0.5140139307326091,-0.8190112704779681,-0.46780623556605994,-0.6516636856187632,0.04274943263064459,1.0069393846212427,-0.24973634672755732,1.1272181386442277,0.4778864465843942,-0.6878228432019833,-0.5712624725328719,1.2096154117892275,-0.9495812332924749
SIDM01047,-0.7578107553619478,0.8184378492526206,-0.7725842214350387,-0.6007874183667486,-0.5918659209757013,-0.37174209818003606,1.1416735536104392,0.10407096327393855,0.6466771245817963,0.27828925954256645,-0.6678316373478507,-0.28412459845774374,-0.17774397388187793,-0.9597935195374103
SIDM01229,-0.0004426118469845406,0.9532300928603925,-0.857639864386705,-0.6251926923327517,-0.6684646030052163,-0.4423401097285845,1.9755933945548239,-0.4093968502067079,0.9276668355746157,0.06548006991832236,-0.8609552298519839,-0.5617238368312147,1.1756274518408185,-0.875414688829483
SIDM00540,-0.8760956941309009,0.6602963858995231,-0.864028610715734,-0.5011662894300315,-0.6970396271810086,-0.6373264958626536,1.2512395890177366,-0.20089026066901333,0.6940019010777182,0.6907211866541944,-0.906545370288092,-0.6887477575509022,0.6264187916717413,-0.9117917790305359
SIDM00264,-0.8114140646617352,0.5962762644070008,-0.8084929655964371,-0.5930268022887913,-0.8079632067546091,-0.3144225979866257,1.460821459792006,-0.622336483980895,0.7797881236718088,0.2670005646226484,-0.7838717670477069,-0.3499144969564394,0.6797346300258785,-0.9760136235824884
SIDM00842,-0.8260620177061138,0.6358957251871815,-0.8037860869003917,-0.5968921095672568,-0.7815883602172478,-0.0611105285764578,1.8102017124134824,-0.5249212208563964,1.0549131286127162,0.35935047911456747,-0.9544971361335082,-0.7313196165175361,1.6579008187287132,-0.8554474904992085
SIDM00923,-0.7341654468499704,0.8108174157972408,-0.7576636275907566,-0.3809005620961565,-0.7916243395675158,-0.48428547813046835,1.197351903696378,-0.4077035602968048,0.8830165488696906,0.5989701673574129,-0.87655334579941,-0.836713584439551,1.6247566529363855,-0.8614904008006331
SIDM00120,-0.48310508497291066,0.8802249920863134,-0.8517604720268331,-0.5077378052111003,-0.6732435974272896,-0.2321713993057474,1.3447933210639718,-0.5408254398129753,0.8505170577068635,0.1605954605974646,-0.5822168995799368,-0.7935169569522006,1.2113707078256946,-0.8936694051200685
SIDM00900,0.8118463600811024,2.264466404992692,-0.736833233104003,-0.48163407603690717,-0.5022750092619946,0.34844431353035515,1.3771400071204092,-0.32497565597208405,0.5946110014094809,0.43834221434637965,-0.8297015128848685,-0.7449420877972944,1.3665662270118968,-0.7982782177145747
SIDM00962,-0.7133285701064439,1.5708757989570215,-0.8259296165986566,-0.5656591594344145,-0.7195505697319932,-0.42084921023202343,1.1124158394570522,0.8034294832476961,0.9719168153962973,-0.26897963604475056,-0.8687848563047468,-0.5915553594260023,0.5422775451579865,-0.8230016693204678
SIDM00889,0.05153164653949125,0.7017599262792276,-0.8285379312742888,-0.6706835188556627,-0.7987829071778659,-0.22311858856969272,1.3954706334177733,-0.5906779577260065,1.135228585085757,0.09561046824725881,-0.8373227741584681,-0.784948429563483,0.887424038784294,-0.7714158878701308
SIDM00864,-0.7762149771169587,0.49570113974759905,-0.9058142675357018,-0.5159528710828151,-0.48103637955714756,-0.5842132374079428,1.2037465349814953,-0.6496002622539385,0.7825348533321868,1.6908573797101627,-0.8457326451482239,-0.7206201241533081,1.160094242282166,-0.6299285617382744
SIDM00233,0.33495460587387343,1.2949020411041698,-0.8216251799919323,-0.4843186908516599,-0.7640504323536574,-0.1874853303048383,1.4197020344164069,0.751550765154445,0.7130591207729493,0.008788067203703984,-0.8730879099258994,-0.6949128177958588,1.1635425243045665,-0.8370041334413864
SIDM01233,-0.8537551617667581,1.6454685427677964,-0.8302250855023238,-0.5294963543244107,-0.6136125705829971,-0.15526902170367685,1.060250637682229,-0.544734881646092,0.3696898160821817,1.215776449547858,-0.8998981401996007,-0.8689251543198379,1.0092394728597853,-0.8800065158082825
SIDM00964,-0.8723810530343331,0.6389949599176993,-0.8435691539623691,-0.4606763195788464,-0.765226558527836,-0.5643362988735124,1.1042933314350118,-0.5076736273011981,0.5979392155929545,1.0618277969024408,-0.8515872222128353,-0.8547961206060477,0.5686191123933433,-0.7905759648939416
SIDM00196,-0.748266834636651,0.5249976212700886,-0.2936230828872111,-0.676351410786706,-0.8407514796984283,-0.21892911513038008,1.3853931990980848,-0.06897939295501408,0.9812686300886241,0.024357881994856154,-0.8662147247694668,-0.2669927107178508,0.9066950743164929,-0.8630868163825242
SIDM00287,1.6572334187254836,0.7065891639836327,-0.7705121954825502,-0.46695586926728494,-0.6331553188674753,-0.10443152208181176,2.020823949160504,0.07051732962067847,0.5481919846304311,0.611583274920883,-0.859499910618931,-0.6385836951112236,1.8407667600244229,-0.7099600889904214
SIDM00501,-0.26462416684902346,0.30927771377827684,-0.8190227165914888,-0.37322281431137155,-0.7285842618051799,-0.7009970404470599,1.1466308722152492,-0.4450219086838985,1.0226599221225736,0.7127864873274548,-0.945469950414017,-0.7140790199791769,0.1424081601023256,-0.8404692989335217
SIDM01237,-0.7749895875998184,1.3997638814740339,-0.8061022056695784,-0.3317512826792303,-0.7921280629968029,-0.05993489901949573,1.5522662992327867,-0.23804265854128526,0.9320422142461328,0.5936497204912824,-0.7427064616082867,-0.7012865155618768,0.14322778591353555,-0.8576048082886779
SIDM01228,-0.7106962165208653,0.7250575485442532,-0.7607019748690282,-0.6621074040669005,-0.2168452208289792,-0.2616007444148928,1.3585013620066775,-0.27574631622748835,0.9766559278531465,0.49502555022478295,-0.8729760669897246,-0.7368632230864894,0.6686308851019782,-0.8831637880018944
SIDM00935,-0.7556104199946888,1.023797022288424,-0.8585546783570889,-0.4737280410981174,-0.580538745604587,-0.656725865471714,0.8845390750851758,0.14146008920532288,0.5756067231118481,1.1011405604863214,0.017737517529871582,-0.8417856995063129,0.36031377788796326,-0.8974962248414883
SIDM00954,-0.3810208822392693,0.7972347042787424,-0.8352706455260073,-0.50362079651857,-0.8605274770125809,-0.5997385120368793,1.9000556348725097,-0.43181115363060246,0.841647721147344,0.29703184295088125,-0.3839646020808923,-0.8254166398939898,0.37620804351003656,-0.8833362908400008
SIDM00951,1.1632526985980545,1.4278563163486582,-0.8065182378345576,-0.6589625226390583,-0.7844068183429042,-0.13607130197215958,0.9091232009881999,0.46642473880474883,-0.011175033271312492,0.32569765074742607,-0.8571373781826176,-0.7433830174002537,1.5901188183062582,-0.9161139461834453
SIDM00948,0.0557438605447844,0.9646975646422257,-0.8146756516179894,-0.5800106920012095,-0.4995822851904291,-0.49629916703297017,1.7575819290177952,-0.5214129372683767,0.6089887612692712,0.6035661862759834,-0.8820092319592981,-0.5741801406099061,0.9903245124450987,-0.8611973466447452
SIDM00203,-0.7535130294163169,0.3816441849967202,-0.7663358438867037,-0.6409116830603484,-0.8249554046421578,-0.21515971908409914,1.4103575975393703,-0.346252743594905,1.0440865280996923,-0.13436835804110153,-0.7346959543748607,-0.43026240860842785,-0.3610301967832761,-0.8867050313790462
SIDM00896,-0.18937111603349488,0.7687717327872892,-0.8328934124744489,-0.5969936584177176,-0.750001496283146,-0.30967572019059064,2.1382759933061655,-0.12488581934382124,0.4544356551723512,0.30351688762684814,-0.8516142116133215,-0.5033006795886112,0.160122985115334,-0.8941490626530363
SIDM00285,0.01566847722467753,0.20605338083301838,-0.8782865319545271,-0.7298787154417447,-0.777800866600873,-0.12520189526401368,1.274319530633923,-0.49280128724932176,0.837317199372946,0.24609822871914067,-0.8842443461310407,-0.7349399213669652,0.6717258694108745,-0.9140869584849923
SIDM00930,-0.042094741934047684,0.9212682142141517,-0.701183919002995,-0.6303419222691913,-0.8127678351093982,-0.46499815471821737,1.107375206169224,0.2466336322272348,0.8666808604790586,0.386723062236194,-0.6957257322441154,-0.6828971057490505,1.0555241486798796,-0.937109122990804
SIDM00205,-0.7596522075449025,0.48458938451921874,-0.8479318129167492,-0.5528747830230605,-0.797386789701061,-0.034155544982603314,1.7379030264852997,-0.5717057636180103,0.9226091550378738,-0.12988523080080383,-0.8522989831050086,0.5542220262614064,0.005173464507905942,-0.8954591358011281
SIDM00535,-0.7279927180404697,0.1449845311224354,-0.9020496096107583,-0.5570459649998053,-0.5646333067461464,-0.483453906936521,1.2510365570002713,-0.4787986294623649,0.5863006183879313,0.8314843607795822,-0.8066880320065238,-0.6184285553471495,2.600561059101267,-0.8984033483335283
SIDM01175,0.07874829482962442,0.4887223274701621,-0.7881813142791192,-0.45433870841801405,-0.734702695521322,-0.1511858523736671,1.017303055571516,-0.4174602660259015,0.8387868443686759,-0.02227753658518851,-0.8444695485290169,-0.5206827007612677,1.1758292731656628,-0.951246859637617
SIDM00832,-0.8276194044945527,1.3592055108584533,-0.9400663953839277,-0.5582617604807069,-0.8029102031325183,-0.562726145919656,1.2772701723722621,-0.4989998455323166,0.735694216050396,0.6085340376542124,-0.6519403060872859,-0.8319425498845069,0.7004727696078982,-0.9018270997761628
SIDM00528,-0.8172343391663206,1.1692647751835157,-0.8333262209878506,-0.3902942529124699,-0.8071178973456317,-0.6100640703385126,0.9899242517978182,1.0119451028546906,0.9556750902620094,0.32492633645196156,-0.7920074623697485,-0.8075734150360581,0.7959929570433217,-0.8635604602679736
SIDM00371,-0.7610327709745935,0.8512845530366779,-0.8958286970416597,-0.5604348670708305,-0.7695438516486744,-0.20703702487120065,1.3198831457094808,-0.3250687663517316,0.7107957477807046,1.1915483069977104,-0.7658152625037006,-0.6633796408030856,-0.034391639484919,-0.9546187957011395
SIDM00688,-0.5442763608840644,0.8449970208316564,-0.824086171409951,-0.5237824047433726,-0.8545252651056688,-0.05545258666186654,1.751737442165871,0.245887725785939,0.45945651567222695,0.3051573948980648,-0.816613125901508,-0.6960351508970358,0.7485180838558807,-0.913650011032071
SIDM00583,-0.7326334715487983,0.8242222367089671,-0.8144578355862627,-0.5576641686927345,-0.5004275478506067,-0.12304857633494111,1.1104317527901562,-0.3008753785416059,0.8820494156461953,0.7752073308439962,-1.019852269388807,-0.7008209737006941,1.1754072026637892,-0.8673633730897394
SIDM00188,-0.36923831224559805,0.5903327237544775,-0.9073671489620101,-0.2588653893166567,-0.8907349548134131,-0.14051545879287225,0.9669815589747748,-0.0018174537050610591,0.6844875524458001,0.43315675050402613,-0.7601524827200993,-0.7580293800485989,0.33934415974489196,-0.9966845039364106
SIDM00096,0.9839226492537934,0.5288491173264342,-0.8645970811535636,-0.4382573438308042,-0.8575866027491613,-0.3874000169321502,1.5961559266586085,-0.09070516907110743,0.5612292209983919,0.6213454305944107,-0.9038081089388041,-0.6734067610866064,0.6834530738805681,-0.8199483690948499
SIDM00379,-0.8090170904940545,0.5549371822593759,-0.895731888659949,-0.3108317546981172,-0.8382863451534606,-0.04547995182058097,1.1452024238192369,-0.1650544502995431,1.0044043334238977,0.7637104726335079,-0.6623464564898728,-0.5446658897905259,1.1724987256520318,-1.0092023884959038
SIDM00381,-0.8852658056591587,1.0473571997690476,-0.8278543154999991,-0.35455237785419524,-0.7419387629391545,-0.3836659069653676,1.3121520828910211,-0.5259239291409197,0.4366158910203526,0.5600893798632155,-0.9608706116531929,-0.7880300386838154,0.8448102622974988,-0.8854270375816231
SIDM00606,-0.8410509606355674,0.46789459527610616,-0.862078604389727,-0.45325258622893916,-0.6768942128964148,-0.5074062420775465,1.3160776613368554,-0.5678835215913897,0.9089509179411032,0.5394631331189522,-0.8036197182736502,-0.7542394966903991,1.2094380726665985,-0.9796880282791264
SIDM00541,-0.8738235605444381,1.0247639526562207,-0.8583010151999095,-0.5366667969016454,-0.7883145303550577,-0.6046938892010385,1.2599803420415583,-0.6472095646421697,0.6871401678840803,0.8738258563185778,-0.8944522544713359,-0.793126945282673,-0.0067840224058852636,-0.9826543533031018
SIDM00808,1.723934960669806,2.168643687153254,-0.9332097589541565,-0.3970112086728596,-0.5095879123405923,-0.03883746429363242,1.4560736960287224,-0.4339497863943705,0.46094119434819497,0.7346852387952241,-0.2324362733913378,-0.7032141661915011,2.33758954045507,-0.9070404856133304
SIDM00377,0.15095952509137606,0.5776385352252512,-0.8329103482301096,-0.3811688386873786,-0.8301153152202473,-0.03871207078211354,0.6603198143067855,-0.323560083751206,1.1972045348624851,0.39903602168384356,-0.7761704588190469,-0.5886460834089638,1.5386650795361103,-0.9838082005312937
SIDM00289,-0.7482447061196088,2.179141110518729,-0.8473591660435826,-0.5873362140894576,-0.48099692231107183,-0.11705048771674274,1.1282873799594917,-0.026948408598740592,0.5192957216733202,0.2290661971014684,-0.8911981751372532,-0.6666351737251228,0.5503188868112642,-0.8778432546593363
SIDM00064,-0.8111084142058544,0.849983807123229,-0.9060047510562588,-0.5354345912314665,-0.7552945821637942,-0.3817397624483497,1.0545537210222142,-0.4907300354378372,1.1622655607920123,0.6443147741123718,-0.724863979680854,-0.7218104259428617,0.5197194655241346,-0.9150303639183236
SIDM01097,-0.6799935963704375,0.8441451261156412,-0.8310818640798698,-0.5340686461887207,-0.8034700306880294,-0.6064890100163446,1.6489265217800713,-0.5722904901383611,0.7103618886256261,0.2560675953369517,-0.8598284714512261,-0.5988122848656429,0.7596552673632381,-1.017584989967191
SIDM00350,-0.825196783968001,0.8361344760544978,-0.8160718855930595,-0.5621258277437096,-0.8205636986021307,-0.5558504756774268,1.0487408794369648,-0.40674227886346215,0.7264679249061237,0.7428849793537946,-0.9260223448482838,-0.8644514373986322,1.3615347414422239,-1.011171902449021
SIDM01163,-0.8511417087488173,0.18457721860711973,-0.8452918776517955,-0.4504726586835144,-0.73788798498542,-0.6017569944879878,1.2911861786599392,-0.5805637564704154,0.7483274173855894,0.12690722277545974,-0.5481679119405349,-0.6785144123171994,0.8128215583942923,-1.0191809159235121
SIDM00375,-0.5061348745079496,0.904580277384086,-0.9131201714304442,-0.5388536258613376,-0.7932618260834648,-0.14902669938623264,1.067849675915297,-0.6171800122506659,0.7617528952668607,1.127823561008801,-0.8668282320125331,-0.7773186412591155,0.7230610126647249,-0.8497771272233269
SIDM00600,-0.26774036017079267,0.8439731792272854,-0.7986630097729039,-0.34247821146023877,-0.7476123538340727,-0.536687722479668,1.4257637914071362,-0.3140167576471719,0.70496018195349,0.2584582679603968,-0.7833224739026442,-0.622367145513097,1.1611554944054523,-0.9213448439113582
SIDM00367,-0.5545323412989852,0.6794620823273292,-0.8725996939900165,-0.6144325816419934,-0.8587131661768507,-0.23275045551520146,1.5175978493024038,-0.5691597600140915,0.9928964746174158,0.2828983481717293,-0.9208164221611368,-0.552409291576575,0.3992224820525533,-0.9827838265369194
SIDM00632,0.06164448443927566,2.2169914328465934,-0.8432025026400395,-0.3197423362079579,-0.8322418934052636,0.6548044050290175,1.2326585888657864,-0.15455479648754616,0.8396146370316966,0.48679266967803575,-0.9303653007200536,-0.7440964533726385,0.7625550496475118,-0.9686749826650315
SIDM00550,-0.7528348305557016,1.2320509084039213,-0.6629678862726389,-0.38045698036503994,-0.8593160836035862,-0.6112288241912691,1.1329306905256924,-0.3805886382215307,0.7199098949131961,0.0005869390523569279,-0.9167505053987248,-0.8847355329566661,0.45381167324795263,-0.9103340722180968
SIDM00230,-0.7992641555447018,1.4679352286557008,-0.8492023703660028,-0.5497379000078264,-0.883604215762528,-0.5831627666241159,1.73172002221762,-0.23099602487953885,0.7594506587067039,0.15035314568060384,-0.2932114354043137,-0.7755847815685537,0.48770962100144866,-0.8974654263052187
SIDM01206,0.34984301400323076,0.7339749323793537,-0.8247622971142323,-0.6208165389353942,-0.7806639906138465,-0.5104134004646957,1.9258877975080004,-0.4315863650788772,0.7648985629947753,0.2185381804417129,-0.7240182201934792,-0.722825406202079,0.815639944948637,-0.8951901889907604
SIDM00127,-0.6452745157668571,0.9542998140725223,-0.961176943907105,-0.34125852227267095,-0.7186175983768348,-0.661094636352101,0.8937539501042284,-0.6053609617594008,0.3362773742747364,1.1681536368327905,-0.9826816613406401,-0.7503343006781965,1.9674426109365666,-0.9607798632851212
SIDM01042,-0.8334151625451548,1.2142020290045434,-0.8219109059084979,-0.44793981381822606,-0.8854954479626651,-0.5166141181259919,1.4114223520100677,-0.32110674791134086,0.6825841604824648,0.7674998766948785,-0.7045295981921839,-0.7533236663656283,0.6557378723039801,-0.9634955090255374
SIDM00491,0.8223929965667606,1.1759333409500186,-0.8470964570707177,-0.49355330000536823,-0.7874406532273648,-0.41354483944221876,1.1115934597355417,0.3344750558800632,0.9104019557600288,0.9012034147165716,-0.9048696504951346,-0.4116016429052723,1.4330503136921284,-0.8666999536867622
SIDM00488,-0.7188561849472928,0.6859149336781305,-0.8522305580086509,-0.4595232646782317,-0.685683371784096,-0.6507438319074779,1.3983370289968196,0.6518580307981618,1.0245390971882424,0.816670937364908,-0.8963050247759888,-0.8357584372519435,0.9770039535445482,-0.8962809205571126
SIDM00190,-0.6889642635668884,0.5472870303716247,-0.8671187063949336,-0.5833432222199278,-0.518442409423112,-0.36523380739220246,1.7870762110810723,-0.4309928152549951,0.7871114442053879,0.5218804833796054,-0.9607748609330353,-0.7580097758072684,0.21122433638667476,-0.8039251235137325
SIDM00542,-0.14683535460355374,0.4559334769114527,-0.7659208073878646,-0.45202608042743064,-0.8078850196346467,-0.013543673615583802,1.3489047676716552,-0.0054340490415179694,1.329838958675077,0.8801084840603192,-0.8261528324308122,-0.7001000535381736,0.9867521416159627,-0.7499161796645318
SIDM00198,-0.6731506892870174,0.59160691362779,-0.7533837707228099,-0.4986446253342436,-0.8455342651133483,-0.02551480515794124,1.2598540748146272,-0.5646105840355536,0.9221492364985546,0.20858442012892003,-0.8960689803138289,-0.5742121453782691,-0.11462016850133745,-0.8486019175766378
SIDM00269,-0.722924225404775,0.587413735382229,-0.9055224116045827,-0.5532714740707376,-0.8307845924905396,-0.13586843792281988,1.0660911962594783,-0.35357730131675225,0.5786073669310915,-0.059682732745568234,-0.9613943145480691,-0.5926270597930843,-0.04256153668843987,-0.9783875302305738
SIDM00621,-0.6852470420110618,0.1382826442365118,0.23058837322168044,-0.6791397733205476,-0.9211345374500357,-0.4556239667726234,1.445368154455935,-0.1733190331562974,0.7555807608551396,0.05576125409592344,-0.8746178911812572,-0.5596492790004689,0.9970245400132979,-0.9117164996050138
SIDM00599,-0.7740410921631092,0.1941638113829302,-0.8220022209260417,-0.3985335158322996,-0.7466921934007936,-0.4972486030123847,1.1041425210967528,0.7004777582074854,1.039518981393469,0.8193002657867298,-0.8673960577867765,-0.6844061217643956,1.1080092638840315,-0.8419032078560575
SIDM00118,-0.7311510791683927,1.3074447096073463,-0.8799717860158109,-0.5300321035057026,-0.8099233254662441,-0.4893222327189713,1.2327997258024193,-0.4112492227630651,0.4885673555489682,0.6745994591274685,-0.8278977851074542,-0.8241326301541582,0.7443085907642646,-0.9593056684104604
SIDM00596,-0.43258255303438115,0.6886822268717733,-0.838958082302528,-0.524288169167042,-0.7243567600732229,-0.15312198814186545,1.3372276650286592,-0.1741818518407115,0.9160617295377242,0.3431836495419752,-0.8985008498046754,-0.5587068252602996,0.8341223176744813,-0.8999243333959552
SIDM01251,0.6978642127186887,1.1343427331590679,-0.9197303370138693,-0.6041884002280212,-0.8586781850754472,-0.38646477360479115,1.0511422924010307,0.5576026203798768,0.7536529052836876,0.17073372746012674,-0.9398172197985301,-0.617538389545414,1.2017133044489006,-0.836196817643332
SIDM00197,-0.7672481052827326,-0.15660810386844293,-0.754420786383504,-0.5698120186684381,-0.7084674576664304,-0.34514125771176474,1.309724456298895,-0.3885100392016161,1.0529286278557102,-0.10180400178338632,-0.7947692447030883,-0.29084004670396413,0.3399719889873581,-0.8758396335564756
SIDM00810,-0.39386914071411333,1.3197071088583197,-0.7589871122893377,-0.6515080960272541,-0.7218727074543597,-0.5797834983748832,1.1326559157151659,-0.6324012071976652,0.8130388540311925,0.6658262756387997,-0.9606031449173396,-0.7796564802190875,0.7455455245209983,-0.782108369707098
SIDM00174,-0.3463667712210765,0.47281271369764044,-0.7109573780925946,-0.11495700709759821,-0.6744480052704862,-0.27688002083978286,1.2477627245473453,0.3282540417543885,0.7575135246778281,0.7990675831121267,-1.0092362465852793,-0.568654276962527,1.2186352719333131,-0.9726617288352473
SIDM00487,-0.7965344887270956,1.178277679510915,-0.8721614128068933,-0.5438623177905005,-0.6207893146365223,-0.6885152422346001,1.2674932582164713,-0.6733960161157738,0.7767870408025306,0.7264026009796579,-0.7436818805948504,-0.7266307421307785,1.1657347432389755,-0.9071059920249099
