,ST6GALNAC4,ST6GALNAC3,ST6GALNAC6,B4GALNT1,GLB1,ST6GALNAC5,SLC33A1,ST3GAL5,ST3GAL2,ST3GAL1,HEXB,B3GALT4,ST8SIA5
SIDM00833,-0.11703337797794204,-0.7198314228974926,-0.8515351515062687,-0.743111631806177,1.463940066156842,-0.8857875293506277,0.6998981550722976,-0.5443567994585101,-0.46706028979951825,-0.45483956478126203,2.586176586814179,-0.20979778351729808,-0.8140295664784579
SIDM00562,0.4994040469334154,-0.7614235254054724,-0.34917949389620917,-0.6126617635083108,1.9411110915391023,-0.9251618567339375,1.5733600818471485,-0.7317232359642315,-0.6519032898905462,-0.023403655969061795,2.299066801619906,-0.6572367380986509,-0.8130348108521677
SIDM01102,-0.37482302904807874,-0.724221800090814,-0.9369151634461419,-0.6453937416273797,1.9040173764571653,-0.8844684793521277,1.4504306800871285,-0.03159045897114344,0.597647795223124,-0.13206169865168005,1.9558327220477512,-0.729709479584639,-0.7319807197240605
SIDM00418,0.03757981537603039,-0.7257403022382181,-0.23969993155290856,-0.6094940724892072,1.696206471216356,-0.8522280458338182,1.079695448862887,-0.7117713929568168,-0.07106733802427471,-0.4339106469776098,2.4573480218864745,-0.6993950574632868,-0.8294907244808724
SIDM00841,0.21509091271546626,-0.8241766697489502,-0.7263834733124456,-0.536573384317596,1.728359499222842,-0.8724892731327895,1.3110034493823182,-0.7537352530425129,-0.02018457394107564,-0.5682134617357234,2.427654988078579,-0.7555551801439792,-0.7850056240824852
SIDM00260,-0.41591972804592026,-0.7453714954727648,-0.4551027341027557,-0.7099594799181148,1.768247980997585,-0.7579007027652122,0.5624671060331206,-0.4484883880687449,-0.6820096801950788,0.883684167815641,2.6921327796731718,0.034402044837329164,-0.8202211479268978
SIDM00111,-0.44133263036551623,-0.6898555613058022,-0.43084323568112337,-0.5637353193150962,1.8603617669484114,-0.9238626627774643,0.9609226784357905,-0.546067856149117,-0.32958039411556045,0.46998911977128444,2.7851781719931465,-0.6251222930589246,-0.8168263701573532
SIDM01179,-0.35286898572485087,-0.740456996355371,-0.464872150417379,-0.5653954251724593,1.9737416754332955,-0.9883935128313323,0.9417779206724473,-0.4813176165963616,-0.3767866286840094,-0.5937947216368138,2.7571916440609163,-0.813036768688344,-0.8349555633854385
SIDM00351,-0.20062546954287372,-0.6697988778080318,-0.4232160853235391,-0.6747082333253157,1.073583012503469,-0.8660579269404867,1.021356808799961,-0.48108463144616376,-0.6380324187863647,-0.011592853913810307,2.3670115351567373,-0.6193296921161584,-0.7320278823732408
SIDM01205,-0.29565104281028365,-0.5081661619375938,-0.6420036837982017,-0.6613139275762926,2.915939003147728,-0.977581519816656,1.0076687244462084,-0.32690864820809,-0.32634410376789763,0.3605083271176924,2.5864918844778217,-0.6181327966277997,-0.8432057322171511
SIDM01095,0.6026303733620868,-0.4126583006010822,0.19885194637576648,-0.3672193681956256,1.1702640260201618,-0.9648415021182558,0.8430359934991539,0.8350678396893539,-0.522558741931562,-0.4654702923833918,2.0842932150329676,-0.6029559611515217,-0.640475336763047
SIDM01159,-0.39596110129786544,-0.7026927400032554,-0.47516558323232727,-0.6550785309575605,1.721324949847195,-0.9297765963393189,0.8940316351926249,0.39055373035593277,0.07215236530027837,0.6527279290633173,2.8961508726530734,-0.6411449484730731,-0.8561624887703667
SIDM01183,-0.115297789919425,-0.7776800460246861,-0.7810659158252988,-0.22334724014719587,1.7513965105745066,-0.8627144999723808,1.2949593880105699,-0.32640154524110393,-0.7128902551151014,-0.5937421139038362,2.2242618256356086,-0.35283132370743336,-0.8267695528094773
SIDM00328,-0.47587902541640803,-0.753690075913449,-0.4881409920711825,-0.7201774542229884,1.758867577040433,-0.5964443537119435,1.5529939321988895,-0.4312300043511277,-0.6021369752164686,0.25937988859457556,2.122311567163164,-0.8296706855083523,-0.8607689229639951
SIDM00389,0.17532079360438274,-0.7425717881162194,-0.3877147693422856,-0.645653562592097,1.4534513028731437,-0.868864065446101,0.6359779520296869,-0.5015900707639469,-0.35129190471968,-0.49737218157779084,1.5474456234400276,-0.6404029334761214,0.3340487299105194
SIDM00489,0.23714084499389812,-0.85169493342351,-0.7021205504435611,-0.6190339054345513,1.2937720031733826,-0.8295979809752402,1.3685932415676278,-0.6850874358012554,-0.47908740921791265,-0.5427692544710183,2.417351380865771,-0.6563917757136446,-0.8607715039154318
SIDM00953,-0.3980986387689346,-0.7834897481907862,-0.4457412784716605,-0.602717281950436,0.6271754309536752,-0.5586005213926659,0.9593190682954889,0.9076749015589872,-0.23866566400247177,-0.5579299044404925,2.0011997739322696,-0.7144230952173624,-0.8100288093561281
SIDM01245,-0.46481880731983477,-0.7345950512657478,-0.6998152902299819,-0.6854040072832779,1.55069882664074,-0.9646965881931104,0.915991432989567,-0.09485678807688815,-0.24647078596665753,-0.1689847244204845,2.135851806735107,-0.4776131584627609,-0.8035126738861184
SIDM00929,-0.3733247587850804,-0.7958680987398643,-0.48020448290388174,-0.6169522321940625,1.5342753348045541,-0.9661552187301077,0.7934798589714999,-0.47076419566214195,-0.2000370640428876,-0.3245658834558564,2.3231660043009175,-0.8080860954891637,-0.8508835449367266
SIDM00732,-0.0032918344702314696,-0.753210937207502,-0.5502674871064124,-0.6434117620595262,1.9193724636119056,-0.6010386396240365,0.9805210292502268,-0.7804091965889508,0.04274943263064459,-0.24973634672755732,2.139683898305135,-0.6840324093752761,-0.7840183661291712
SIDM01047,-0.5151654554748217,-0.7743326123503813,-0.5516964438320399,-0.7148279887961656,2.076703813170966,-0.9448856339444678,1.1868050582695353,-0.37891449491958473,-0.37174209818003606,0.10407096327393855,2.1768794083863563,-0.8155498792874708,-0.8251319068632118
SIDM01229,-0.014027423379186865,-0.5611390469447183,-0.49350857197982073,-0.6793278583895555,1.5234605779159467,-0.4475771130955588,1.3307552039790285,0.09840075868686203,-0.4423401097285845,-0.4093968502067079,1.9557447777082353,-0.5974913146746286,-0.7258307687462672
SIDM00540,-0.298552276884762,-0.8496503434571877,-0.655087033242986,-0.7388738281884608,1.3536684407813655,-0.8192699780032003,1.0227694153546973,-0.4314183019725308,-0.6373264958626536,-0.20089026066901333,2.407655891202574,0.22603220007472094,-0.8660301762000133
SIDM00264,-0.3820262832142411,-0.8378131979218446,-0.23098008482832952,-0.7608058657549089,1.4217694732283817,-0.9768484321898798,0.6225839043987377,-0.582779887584511,-0.3144225979866257,-0.622336483980895,2.220458902009222,-0.7157025733046364,-0.8075355246074525
SIDM00842,0.2708797428523431,0.09242769293587189,-0.47953002459887484,-0.675088036506062,1.7914837217401771,-0.9707948767590623,1.6335891757973562,0.1922822684059043,-0.0611105285764578,-0.5249212208563964,2.3892727524890245,-0.6325991703157092,-0.8686044441303541
SIDM00923,-0.5691576037707234,-0.7159674238114793,-0.5013704685130086,-0.3073850446559573,1.5968992485017142,-0.6348521635148476,0.7759483644109486,-0.6131829665036255,-0.48428547813046835,-0.4077035602968048,2.407684370791311,-0.7070810197875733,-0.8538646469192059
SIDM00120,0.16871311320962795,-0.7465178436246785,-0.20114747119121637,-0.37155526792125815,1.4782434814441285,-0.8880663670719375,0.9331083387464572,-0.5716529082931251,-0.2321713993057474,-0.5408254398129753,2.5316799149023006,-0.6959163596042017,-0.8562458800232423
SIDM00900,0.6319334153300274,-0.6456796569284041,-0.5337534114993254,-0.7175407443746045,1.2542568635375464,-0.9248989852707138,1.2050133881181262,0.21574351054094898,0.34844431353035515,-0.32497565597208405,1.7124212846413056,-0.5353308906567318,-0.8108563300842488
SIDM00962,-0.3058526473462227,-0.7592798940416667,-0.6591727168031085,-0.7134936523852096,1.2561544770357917,-0.9545376247368932,0.7758280960873717,-0.2565237015856404,-0.42084921023202343,0.8034294832476961,2.3508327922437644,-0.322661975642117,-0.551459198063227
SIDM00889,-0.36372266307016565,-0.4188161999792437,-0.18129481187314098,-0.4283771113427176,1.4624169147161312,-0.9183398441023662,0.897792783177005,-0.39223425862124883,-0.22311858856969272,-0.5906779577260065,2.4181180430896014,-0.6800105069399734,-0.7034853216417651
SIDM00864,0.30757432355031833,-0.7975248208729866,-0.4636686256418807,-0.7631837870052709,1.3985893314654938,-0.6680604861750636,1.2555911046619024,0.23532966523402848,-0.5842132374079428,-0.6496002622539385,2.050053455943946,-0.04535051710330876,-0.8523670458543227
SIDM00233,0.07383627866332516,-0.7922430127512983,-0.5620965168537847,-0.6087930364667934,1.970719460995509,-0.9285885955338425,1.101418885655538,-0.43911991090821584,-0.1874853303048383,0.751550765154445,2.0460950861908445,-0.5788852320454171,-0.8054782167101897
SIDM01233,-0.466945992253063,-0.4183140018707702,-0.6152042331108863,-0.7389258072914222,2.5882375712178,-0.9305841328990196,0.8511071452331269,-0.6488628869674509,-0.15526902170367685,-0.544734881646092,2.8593593457474733,-0.8261125581193007,-0.8826458218423947
SIDM00964,-0.1525461810560035,-0.8224833313067497,-0.46096238557750285,-0.6679847587131522,1.4992127696238255,-0.9631158172159671,0.8805211773275461,-0.5451576654116738,-0.5643362988735124,-0.5076736273011981,2.639320053811603,-0.3936252857737812,-0.9521199525189357
SIDM00196,-0.39270195004426806,-0.5539546259263789,-0.09944990853634628,-0.6006567970124141,1.335786701581082,-0.9497418091762023,0.6940739208786807,-0.009307586514670159,-0.21892911513038008,-0.06897939295501408,0.9515697956946145,-0.7348920946580172,-0.025007966440305517
SIDM00287,1.2026724645411626,-0.7455579632966316,-0.5718033072838894,-0.6928341193583974,1.3642277678756756,-0.9592935305575763,1.7144025978488775,0.35434267196447466,-0.10443152208181176,0.07051732962067847,1.626786170239792,0.02210742312846483,-0.8198833685958645
SIDM00501,0.2994507747277887,-0.75063470941835,-0.5852338096086958,-0.569968512101991,1.3075669973227875,-0.6834319843261989,1.1979303028459045,-0.6627756035035566,-0.7009970404470599,-0.4450219086838985,2.407077721560372,-0.4170591155990993,-0.7884029359864781
SIDM01237,0.12617883667681162,-0.7945061358188341,-0.11220530770586386,-0.575865272192703,2.0633520849622577,-0.9466551225089022,1.2461049722958901,-0.5499188312021666,-0.05993489901949573,-0.23804265854128526,1.9266069782945545,-0.5419622859922136,-0.8109917808868559
SIDM01228,-0.09819249286981742,-0.5659474464487808,-0.5574279623789415,-0.435683050544535,1.630405551041384,-0.9420201273925063,1.165937748813854,0.08954477180647998,-0.2616007444148928,-0.27574631622748835,2.6511315776382753,-0.6511755845290975,-0.8531486551625515
SIDM00935,-0.38342776476476387,-0.8165334845147036,-0.6260624293987013,-0.6548222353298928,1.71653408772164,-0.6244043585992912,1.3057558329854924,-0.12745656298162558,-0.656725865471714,0.14146008920532288,2.4194219272823747,0.4511097375764037,-0.9020435926285878
SIDM00954,-0.19342755647978038,-0.41766736457406267,-0.4916599155102595,-0.6454059878405264,1.4624792660660018,0.6442156044268986,0.9195640321371058,-0.4744097129806281,-0.5997385120368793,-0.43181115363060246,2.1076953023996183,-0.7257270961037487,-0.8746084462989246
SIDM00951,-0.6507546904439226,-0.7916424430899293,-0.7246075447555551,-0.6459832855103488,1.69271307210541,-0.9525043566098491,0.6825124410206155,-0.13020532493922804,-0.13607130197215958,0.46642473880474883,2.0079678318149137,-0.32085669548217033,-0.6682251230901065
SIDM00948,0.0647662895833233,-0.6946548342165342,-0.49840271806930303,-0.6943940313276759,1.0548404560029074,-0.8872858966177677,1.1702869808517111,-0.1758156342787681,-0.49629916703297017,-0.5214129372683767,1.0579747139537445,-0.5260858752738938,-0.7059157099080148
SIDM00203,-0.5573050597862313,-0.657519522190897,-0.47550270290029767,-0.6558608875033288,1.3440129004071069,-0.9619820618322422,0.5690274851985585,-0.25228391818082563,-0.21515971908409914,-0.346252743594905,1.0461908921275003,-0.766579085640022,-0.8047182349573834
SIDM00896,-0.14930769690118284,-0.7000317960411412,-0.4014207475636939,-0.6839520960166712,1.9695424689133423,-0.7376622851690235,0.813077900617066,-0.09971815438985565,-0.30967572019059064,-0.12488581934382124,2.56290380004706,-0.6460041453214144,-0.8417100640395937
SIDM00285,-0.11775792478634921,-0.6031751138303365,-0.4508018876117861,-0.4785019353700156,1.2201430666979816,0.13946827625595828,0.5867418727923607,0.12079443165558774,-0.12520189526401368,-0.49280128724932176,1.6445971515333262,-0.7067507319894543,-0.8009712237336063
SIDM00930,-0.42225946232265726,-0.6332070665113253,-0.45074544993485144,-0.6562621148285436,1.4756069443842974,0.4143610651476663,0.8621905032833949,-0.40601614437060646,-0.46499815471821737,0.2466336322272348,2.939799932513289,-0.7876898076063251,-0.8617727540824692
SIDM00205,0.04084229617827225,-0.7856782156508517,-0.27165294090172326,-0.6659287370268026,1.4793563112378878,-0.9959649171109743,1.683169797149596,0.04593143531513333,-0.034155544982603314,-0.5717057636180103,2.3763007374273304,-0.5930664352902852,-0.7184416123774886
SIDM00535,-0.22777560458523743,-0.7690727517337559,-0.08468397937635526,-0.5305602879099339,1.9728920487029735,-0.9673230713121929,0.8790551208788882,-0.29259193944078027,-0.483453906936521,-0.4787986294623649,3.053447408941121,-0.761011237757066,-0.8429417661113969
SIDM01175,-0.6132979957913314,-0.7879368635281403,-0.5645902765707992,-0.7301441856195547,1.2762180931959322,-0.973063233760036,0.991194783750425,-0.13516291555287324,-0.1511858523736671,-0.4174602660259015,2.432021516651713,-0.7374355013044535,-0.9352166495117453
SIDM00832,-0.19369100370564563,-0.834712563020329,-0.42343601919348295,-0.6602055763405318,2.020338680624379,-0.9918930657935752,0.9079038084174024,-0.48578316502207924,-0.562726145919656,-0.4989998455323166,2.576584194970422,-0.6143184497648873,-0.8861156472074704
SIDM00528,-0.7653423568335549,-0.8298294421725189,-0.3541052380858548,-0.23433883966762195,1.6626821113779366,-0.9782503417767272,0.9765178956542457,0.348836684031642,-0.6100640703385126,1.0119451028546906,2.1286586034970463,-0.04654361789214845,-0.9028211829946874
SIDM00371,-0.09043426163478767,-0.791302277905499,-0.5318853902877568,-0.640975747490043,1.7924152778792457,-0.9945045164380965,1.569621845470499,-0.23987008671496357,-0.20703702487120065,-0.3250687663517316,2.309534212516191,-0.20435714581861644,-0.9510561462543207
SIDM00688,-0.22229582005018308,-0.7572513093148414,-0.7852403888142462,-0.6318091125074229,1.238977036486246,-0.927951053716068,0.7109897830004678,0.3059783497749246,-0.05545258666186654,0.245887725785939,2.634789352394703,-0.6962021223999253,-0.9106598691943922
SIDM00583,-0.10637817613009926,-0.7221003811402438,-0.5018347803866491,-0.3881686551359488,1.0799702530771034,-0.9452189773101545,0.9133932164140587,0.3945120008309489,-0.12304857633494111,-0.3008753785416059,2.4199811280349395,-0.6646968951586075,-0.7784262060897169
SIDM00188,-0.5033911650086145,-0.807999623642233,-0.6595949558308454,-0.3501798534466641,1.6764374095525456,-0.9976367734914445,0.9573710102495294,-0.2720148751053029,-0.14051545879287225,-0.0018174537050610591,2.4362081991112348,-0.6659504302352556,-0.8450905140656647
SIDM00096,-0.46275331822467786,-0.7587005239137723,-0.6994765802894699,-0.572597642977309,1.3361437284304776,-0.8627111193840578,0.7290459012071665,-0.3806298669250089,-0.3874000169321502,-0.09070516907110743,2.3581604429885092,-0.4646211185471714,-0.9197742070759057
SIDM00379,-0.37491053463084983,-0.7929281958049489,-0.37119948473755704,-0.4311710048525567,1.377301606049812,-0.9469641952689786,0.9517761614583099,0.009460905953626444,-0.04547995182058097,-0.1650544502995431,2.62560035467805,-0.6617690163510659,-0.833993942314853
SIDM00381,-0.36352872025909466,-0.8592424630547667,-0.4846882435339102,-0.4782714393005572,1.3686291856078954,-0.8311439824634768,0.8081542644773763,-0.0925273221259343,-0.3836659069653676,-0.5259239291409197,2.742211882219908,-0.5582513089370839,-0.869638585437955
SIDM00606,0.08167442493531388,-0.7901001129500176,-0.6133312275435964,-0.31912829149173344,1.5319733633816977,-0.5755994163281041,1.061026081432578,0.4486794685125396,-0.5074062420775465,-0.5678835215913897,2.385487732110873,-0.39485869769816984,-0.8892955524911083
SIDM00541,-0.41929390741729,-0.7697180521679573,-0.766839558123902,-0.7166959054782573,2.143531922379696,-0.9549966141019691,0.9226653757065894,-0.5638999738600947,-0.6046938892010385,-0.6472095646421697,2.7105372046552585,-0.4511470475299009,-0.9759383557223247
SIDM00808,0.5469989694428794,-0.7667417506071292,-0.6006065998101793,-0.6637065713447545,1.4804174759498996,-0.9886448401500904,1.3189232894904575,0.16054165496938197,-0.03883746429363242,-0.4339497863943705,2.163039914849087,0.09647435177618575,-0.8682742616829928
SIDM00377,-0.2993025369182221,-0.7937278335120244,-0.774813393540281,-0.5600644873541478,1.5082345781910216,-0.85264214273977,0.855133623957402,-0.20363987408223724,-0.03871207078211354,-0.323560083751206,2.399298983319941,-0.7169952439055632,-0.9366823998662558
SIDM00289,-0.2011092524624544,0.07403289646319779,-0.635420171528035,-0.7333352439412744,1.0450668217769994,-0.9191876678431871,0.6191379140045508,-0.14237668546987534,-0.11705048771674274,-0.026948408598740592,2.0244390560805376,-0.22542491920426921,-0.5542271124877047
SIDM00064,-0.2670099935644412,-0.7571118362000202,-0.2950475720062257,-0.3483360297753015,1.6665737794413151,-0.9599263534723509,0.514338129271096,0.35255765993473376,-0.3817397624483497,-0.4907300354378372,2.7394428706932086,-0.7338750152342854,-0.9527310003155485
SIDM01097,-0.3174706391798402,-0.5468926705610674,-0.22483844229368963,-0.6095095356293229,1.5399785670010104,-0.7664575332399257,1.054172352869001,0.3426891629499291,-0.6064890100163446,-0.5722904901383611,2.195635121431687,-0.6381772455810921,-0.7649576882935814
SIDM00350,0.11825564357205987,-0.6845946928940324,-0.4254527296926812,-0.47021895698705757,1.0745070074240353,-0.8061002531874216,1.2177534902722413,-0.2901412916523187,-0.5558504756774268,-0.40674227886346215,2.3306618729139146,-0.043393293467339784,-0.8384864580562904
SIDM01163,0.23779462898019393,-0.6868113160278266,-0.078435736392686,-0.5152123448398858,1.280342049481655,-0.9703416403755346,0.65139686791782,0.3258765091758853,-0.6017569944879878,-0.5805637564704154,2.7882385508267524,-0.7111172204563164,-0.9527021441748256
SIDM00375,-0.4958801905018942,-0.7943939792775135,-0.6412246538434264,-0.7316776866807733,1.6808298878039007,-0.8828826024629475,0.9009180579302916,-0.5606159133128863,-0.14902669938623264,-0.6171800122506659,2.6483982990844566,-0.36136531199816907,-0.887652316597993
SIDM00600,-0.029623175052505786,-0.2591880073013403,-0.4413660623951488,-0.6131905741921801,1.28335384161452,-0.93285060258226,1.4862754390878503,-0.4592335922526678,-0.536687722479668,-0.3140167576471719,2.6086100084847463,-0.8092566274118596,-0.9260560949547548
SIDM00367,-0.16148265838851333,-0.5817125206159749,-0.2897859119610865,-0.6020563075831991,1.6519987184057123,-0.9525819863976938,0.9801691598587494,-0.4559881596891445,-0.23275045551520146,-0.5691597600140915,1.8886623122319106,-0.754943180504029,-0.9367705082566324
SIDM00632,-0.03121800116131278,-0.49053062914821,-0.6617564316375396,-0.5154846207807479,1.3954886169206249,-0.9390924026246774,1.2809086044620155,-0.212370737306406,0.6548044050290175,-0.15455479648754616,2.2392296978689012,-0.6629661702083673,-0.8977284579543389
SIDM00550,-0.4887246452502041,-0.7976414254883216,-0.4137717852761107,-0.38175090419268265,1.6705626316540225,-0.9059719806781984,1.2302624740319605,0.03395949853482342,-0.6112288241912691,-0.3805886382215307,2.06353169031713,0.08118561505192533,-0.8971727471682124
SIDM00230,-0.7693840473522241,-0.8100607948937961,-0.3859153995790999,-0.4925534518233173,0.6381072411424222,-0.9579698346990247,1.345254971327327,-0.4187046045615831,-0.5831627666241159,-0.23099602487953885,1.9652300382565662,-0.7330252683048714,-0.8554646392902513
SIDM01206,-0.3038522592592361,-0.21272796829096943,-0.4378784186372685,-0.5999212429194756,1.7516050835180983,1.7544779242509778,0.9348897394445131,0.18018681337764278,-0.5104134004646957,-0.4315863650788772,1.9851458194644607,-0.658438182524292,-0.9599421245382298
SIDM00127,-0.630892957137226,-0.8004722005149671,-0.4214681779782708,-0.6848771771132635,1.2357584012703067,-0.5369696196914705,1.1326019097856546,-0.47330114767928766,-0.661094636352101,-0.6053609617594008,2.2793122323111685,0.5835718411299416,-0.9681887341447712
SIDM01042,-0.6052445549165197,-0.7327026082270736,-0.7505577040517973,-0.722574667471692,1.5207306043012578,-0.9864085815676938,1.0606935246262772,-0.3883140848942996,-0.5166141181259919,-0.32110674791134086,1.7821449182350564,-0.817170615078215,-0.8256446326744487
SIDM00491,-0.30914062511763635,-0.79043841349076,-0.5932157547989139,-0.6445163501301746,2.0182266980503782,-0.8699217390807136,1.1843948075968393,-0.6509853022324869,-0.41354483944221876,0.3344750558800632,2.503650876575252,-0.8437867434717308,-0.932972704342767
SIDM00488,-0.4682693965052552,-0.7799017042355534,-0.6022514216546242,-0.6810250148071801,1.4683324990478237,0.6129518896568596,0.9432090566835287,-0.46024961181678764,-0.6507438319074779,0.6518580307981618,2.262737550810928,0.32279973693221087,-0.903297479579316
SIDM00190,-0.5531094362377642,-0.3983204138307732,-0.5302926410151383,-0.6147900299704928,1.8952080709516426,-0.9989555563601686,1.237721826651767,0.10974512749271174,-0.36523380739220246,-0.4309928152549951,2.768273719516838,-0.7219071872877609,-0.8474333833618575
SIDM00542,-0.13814999840337022,-0.6877065250211167,-0.24099182443803227,-0.4607758073927065,2.2005398341701863,-0.8469110540205049,1.0746302230916167,0.08623845811977494,-0.013543673615583802,-0.0054340490415179694,2.6670904271435565,-0.768425726454845,-0.8813544279004314
SIDM00198,-0.5308181622259645,-0.6377611448991201,-0.14157323286191545,-0.6800519477851178,1.4690243558608576,-0.970325555234241,0.7879178153455175,-0.12998149538725812,-0.02551480515794124,-0.5646105840355536,2.114122018282391,-0.795991218118808,-0.6140513502119725
SIDM00269,-0.6026192702079357,-0.28705833323669583,-0.321059379306003,-0.6511307638684606,1.6759242538165113,-0.9936258163547396,1.0844972967334534,-0.19685408410807853,-0.13586843792281988,-0.35357730131675225,2.2788366287727673,-0.5779665053617,-0.86066556489046
SIDM00621,-0.533033550907718,-0.3149525834632516,-0.3916452958468368,-0.6329236209676592,1.3863106464446935,-0.8164110895021919,0.5865678635480291,-0.2230010454670072,-0.4556239667726234,-0.1733190331562974,0.7661844909796729,-0.9061972107795578,-0.43434858797374565
SIDM00599,0.05927612016220467,-0.6631920684922068,-0.5985498593867118,-0.31311558912408105,1.715259835863267,-0.9274129267568194,1.0245099128586095,0.4408342415508887,-0.4972486030123847,0.7004777582074854,2.4341406888969486,-0.554714413217486,-0.8592855959552043
SIDM00118,-0.28152662064557443,-0.8225701453824882,-0.6834920188976362,-0.7207286833920554,1.3784967628512794,-0.954811421816812,1.0268919094812967,-0.7900023505751719,-0.4893222327189713,-0.4112492227630651,2.6723828132632637,-0.33650123084042344,-0.8841504757669436
SIDM00596,-0.3073797155292351,-0.5681557514502493,-0.20490454171586378,-0.601462127032408,2.4734925249380137,-0.9465543998634492,0.8894748935991776,-0.34668212446035024,-0.15312198814186545,-0.1741818518407115,2.9015757324410805,-0.7047215377120187,-0.8447909849075891
SIDM01251,-0.4413244610787567,-0.7039831564157888,-0.30769553243861725,-0.6622801010147147,1.688837884425685,-0.8071922998326735,1.2468477301848238,-0.06534082442096117,-0.38646477360479115,0.5576026203798768,1.548451464685253,-0.6790324071434508,-0.9142970532095234
SIDM00197,-0.44698158810997146,-0.5800206193201459,-0.5896956269674865,-0.5335002898244907,0.9115174722481817,-0.9829970469200153,0.6034677124149747,-0.27275926602618206,-0.34514125771176474,-0.3885100392016161,1.4858367834534212,-0.7032553165927219,-0.7493241326568787
SIDM00810,-0.5314312085080097,-0.7048240133131628,-0.37852583994374167,-0.22930147509210033,1.0062635880065125,-0.9685734702972479,1.3917929878915387,-0.4056781775724717,-0.5797834983748832,-0.6324012071976652,2.780251629093575,-0.4446741939322226,-0.9092934643772634
SIDM00174,0.16529085108557862,-0.7137962743611759,-0.29398720852034105,-0.4523108369310725,2.3151768831733857,-0.9749245609274029,1.5236052185731606,0.505214324846588,-0.27688002083978286,0.3282540417543885,3.010243448093565,-0.6840489740488866,-0.8436684350372018
SIDM00487,-0.5425687218819146,-0.785337256509389,-0.5951969212930427,-0.6543013539170978,2.0314268835215623,-0.9868553633533943,1.412411981051754,-0.6600917392128511,-0.6885152422346001,-0.6733960161157738,2.871055980514641,-0.6125398000392558,-0.8487466674505023
SIDM00263,-0.5406267481974475,-0.4725148042772005,-0.5086563711983103,-0.7123822210210319,1.4937027328291506,-0.9497225150553624,1.0604843264386055,0.15696297925241373,-0.34904442273992886,0.029720801695977444,2.012856924578469,-0.5984100857061501,-0.9114751505919053
SIDM00277,-0.447894544677403,-0.7067404465884577,-0.40370238419613175,-0.6019207921787011,1.7633760903542957,-0.9748524096626484,1.054129569803353,-0.34880538844903464,-0.2301694978493986,0.45966128852521804,1.992274722524958,-0.6178091597384042,-0.8550128772983254
SIDM00592,-0.12350614411483361,-0.8323735998419812,-0.5396673305310757,-0.6713179945229935,1.770646383369779,1.469389353706193,0.9695774005162241,-0.5521295032030072,-0.5705370007790759,-0.3848384321208722,2.6670061764686492,0.4018080430581784,-0.8261279125333214
SIDM00496,-0.18801197399256497,-0.7073015580140832,-0.5909831039049204,-0.7431925186128742,2.046975476485747,-0.5041988908699969,1.5477131014031182,-0.6730484793987833,-0.3878893055697405,0.4432186395487146,2.4339629452543536,-0.6136051183662075,-0.8657437431727767
SIDM00793,-0.23283060480500564,-0.5879550659748212,-0.23550310719632986,-0.655544075256665,1.3265914970854236,-1.0057514978386357,1.251705152985141,-0.0781389039604876,-0.5307070501357939,-0.2735840417828184,0.8544148607753673,-0.8439990991114554,-0.725274261679499
SIDM00121,-0.36514344986792574,-0.48934400223450564,-0.49660059668769124,-0.6793358392186887,1.3942306511327431,-0.9619161476712945,0.8818838585487959,-0.07584160183567829,-0.15458624281660477,-0.10280825597826554,1.7078144524860153,-0.5602008985015262,-0.8641379311048225
SIDM00202,-0.632032433324591,-0.25067801229230724,-0.49414546126015074,-0.7038793554278898,1.2597922491951306,-0.8270809490194307,0.7403942918312586,-0.16775860244889185,-0.2768538636831651,-0.5924538201510086,1.9250252997051764,-0.8009064188156322,-0.7722588409070921
SIDM00047,-0.30458460663566633,-0.75702889408905,-0.6306181410073942,-0.6362060187323288,1.926134981871515,-0.9451140962814802,1.096177876083473,-0.6215330719632978,-0.5231321832979687,-0.17363327301598525,2.508888483315989,-0.7888628259890107,-0.9277684297343333
SIDM00885,-0.5345790422836258,-0.7156085039940028,-0.3185615935806529,-0.6578607788844737,1.2832979015754955,-0.9294894292621896,0.8618697090090544,-0.544510211420794,-0.7154563822057033,-0.15004438221142874,1.956222128080324,-0.4149522934634873,-0.8633575145132804
SIDM00201,-0.582413951501368,-0.7793749274659417,-0.3105377546103203,-0.7741066657333752,1.229028137294923,-1.0137827570791003,0.7861725586495705,0.6500151409796238,0.21499759990129272,-0.5480258271876012,2.312043339657261,-0.5684398489680988,-0.8962318256645037
SIDM00789,0.06287688866526449,-0.7768667761814331,-0.6010888282018925,-0.7416843744144379,2.331831193486963,-1.0113622086669483,1.2129157525976244,-0.5310947925613896,-0.47632875417763376,-0.5141793674172048,2.450836484757369,-0.457390369800413,-0.795453198895174
SIDM01248,-0.27559892133728464,0.9380537807806301,-0.3740175422732122,-0.6320071854163242,1.5465593699699534,0.9037755054549288,1.2922779003904976,-0.2894061971378083,-0.39690129505686517,0.09074708641088808,1.922300009140727,-0.689725936372148,-0.6804661791628047
SIDM00195,-0.446031737302198,-0.47922967260541016,-0.5468325926883216,-0.7238528435571642,1.5249651403318556,-0.9678723641086534,0.9428564675145757,-0.38929823752129494,-0.2791783623600529,-0.11586613055841706,1.5741735182497605,-0.6330631084772269,-0.6798475927480225
