,PSMD11,PSMD12,PSMD13,PSMB11,PSMD4,POMP,PSMD6,PSMD7,PSMA5,PSMD8,PSMA4,PSMA3,PSMF1,IFNG,PSME4,PSME3,PSMB9,PSMD3,PSMC6,PSMD1,PSMC4,PSMB3,PSMC5,PSMD14,PSMB2,PSME1,PSMC3,PSMB5,PSMB4,PSMB7,PSMC2,PSMB6,PSMB8,PSMA7,PSMB1,PSMA8
SIDM00302,2.176898909739176,1.8293620313728354,1.9027944112898894,-0.6073218082296148,2.5186631836424356,2.011908202078261,2.493192638366535,2.288856454597371,2.6775657949545497,2.5630099998146485,2.629111010246778,2.441770837045288,0.6717657084467671,-0.8774997050162043,0.7326631119688709,0.5830579182545397,1.4254923812915439,1.7762246378374358,-0.7383216667484336,2.700907740256605,1.729640345227847,2.7811853974667815,2.767210697110807,2.520090738703954,2.183207474909975,2.3630374843423567,2.7936193768430715,1.9169513509850842,2.863612922553397,1.9581945534104446,0.07434912257403177,2.7817949016301737,1.8542189307255783,3.0022545647097707,3.2736357185898646,-0.7778501939359733
SIDM00549,2.0119766187214916,1.4289659853214705,1.8878853723004068,-0.600412942654946,2.3414399383064928,2.0426122491579033,2.4192280985098416,2.3229679771712792,2.614124761810687,2.558637331274053,2.7382372885294464,2.459240589197079,0.5126247816674819,-0.8626899679890662,0.6096214446684155,0.48773173081448157,1.991893749643707,1.7248285470021933,-0.8302221892002285,2.265303054146508,1.5569709915970573,2.7667846504356177,2.709570586090955,2.3575768399210455,2.1848391719485383,2.904038634432092,2.8258785017515016,1.3746391436593854,2.8949062742350047,1.8451605194522784,0.26470760394449444,2.681909091486446,1.7986386846547953,2.996813044853076,3.302098178079105,-0.8460731396021677
SIDM00292,2.3803185000516414,1.603891840258062,1.787870013589713,-0.8074455010447231,2.6543900596558876,1.2828376728020385,1.6259082457165686,2.6509322166689793,2.3281891395597065,2.516442849453634,2.5590475252930287,2.2273683517249974,0.5437128583095564,-0.9980117368721669,0.485138705367373,-0.23874951043719211,1.6703392456305093,1.2275150974572502,-0.7996874353011201,2.2780610408013944,1.6848615719595985,2.1658562133896955,3.0781976429682953,2.1840440377092056,2.099189520609001,2.2982225124441538,2.723052858033812,1.6491395514425222,2.897126344239783,1.7582737704231473,0.2575991311261875,2.190517865913077,1.9187455315133064,2.839282879634382,3.2787426291583537,-0.8776882355292288
SIDM00623,2.077789516114271,1.7990771760960487,1.9791475506724834,-0.7141759338936718,2.384667935517737,1.9554376663465238,2.47436074422231,2.445187604309835,2.712195947774062,2.6284338192860224,2.664132972226896,2.2182833409554883,0.42074268340477783,0.44484093474753894,0.5898811094040489,0.48920171111465416,1.980043521011989,1.684698464384932,-0.7575982378892112,2.4808395150442686,1.9079612781847284,2.7217701838190806,2.5272732579076487,2.4738029894670706,1.8170098387473925,2.8648061992055966,2.5398474853895396,1.7777595801014165,2.6892553155769816,1.7097729213052655,0.1718188506451061,2.5125504399701635,2.3449282948558765,2.6142517731118686,3.1321933774203754,-0.8263275631583598
SIDM00638,2.459854679722504,1.954626697982162,1.4481379704264934,-0.764101911406765,2.4768304904641854,1.6972177246640547,1.968511145719792,2.578514701994045,2.854056098129118,2.6458467761726188,2.9030095557725515,2.7178656349155057,0.5988151491543559,-0.9749228050853819,0.6951200166677077,0.6472000762913743,0.9068808859251836,1.9141065173379461,-0.691306133647236,2.1495612741507273,1.878872046392476,2.9599671856965215,2.696272514443555,2.6663842109700053,2.4750631264672553,2.4911265618307863,2.336304675455481,1.9555704137766685,2.9062113363110536,2.0436227966406193,0.2839982461568926,2.917108413746663,1.5119596375333895,3.0992462745747833,3.366746505705231,-0.8061923250371305
SIDM00527,2.01152290810249,1.5384055209939218,1.9008308710196655,-0.7879646683395695,2.530736451334765,1.841923305031952,2.4313000742693354,2.087794383443841,2.3418535500285405,2.6351829374836906,2.4932672240177336,2.0621112157257127,0.7552804319554904,-0.9607091454863683,0.5134325382732924,0.48863201263687467,1.205861656841079,1.501308470488696,-0.8197834202530563,2.528986584358514,1.87560719562029,2.7663744470915836,2.862481534990194,2.5478975214823962,1.7599220226271532,2.262013599712649,2.707281492023109,1.7283693735229346,2.8928886898372665,1.9491002738460683,0.38420139218824534,2.7621880740683875,1.7339495478326312,3.10387731314239,3.1170121292214237,-0.9053009065797302
SIDM00976,2.032380556809124,1.380369988404353,1.7098448099024959,-0.6627133644617267,2.868916927122211,1.5562663929257587,2.058777775626115,2.3056095395174783,2.7016114620161207,2.617016882555161,2.4901658733936096,2.3809241144430326,0.3894656439383669,-0.8971180276228665,0.46686820691687997,0.3198989650644932,1.8332670078017588,1.599869373618233,-0.8480731251801001,2.4740003906539236,1.6516995586069751,2.8835585186147243,2.839334363085691,2.556568704335995,2.1723814885381425,2.4943951760692826,2.7918454273875484,1.8713954670568456,3.2939651634345446,2.011575153219002,0.15927512458226603,2.873649531187955,2.0001788930236284,2.9651009375524353,3.279128312968109,-0.8642289541984046
SIDM00316,2.1435024645193685,1.5916037920744086,1.5629652616336442,-0.4615242834447426,2.6141970922169793,1.8125327076134736,2.3413661376852453,2.4608986462128817,2.74910301108444,2.8801580513694542,2.5784563159067835,2.4870788388445866,0.5063356652618274,-0.8756202038028822,0.44160592845932406,0.5274051125679224,1.492453617473173,1.8594331539531848,-0.735822462141065,2.4616415501433755,2.0161268813738995,3.049319182433902,3.13250760900408,2.4056309808963072,2.372356088504103,2.6613591805919903,3.0302393096845748,2.012768351160341,2.9983434629841965,2.048124394804381,0.6469947917616153,2.7253866940293494,1.8819323229237355,3.031501944747152,3.389238088132904,-0.8651953393701172
SIDM00326,2.084005851114632,1.4663496530196234,2.1203629458626922,-0.6464885562761319,2.5723497366074697,1.7923195623643515,2.2949396596453893,2.6871840709388652,2.6380974765396425,2.734140654231159,2.965794829587661,2.324290588317865,0.32782670586943036,-0.9312260142198717,0.6324213549007174,0.3533754158329283,1.25312045540405,1.5900042031317752,-0.897093331821789,2.403922898841251,2.008535509158106,3.06365640968682,2.9175520591287003,2.316447355825864,2.1186141409896826,2.1105269360364036,2.869957801921401,1.877796738217073,2.8305748308037817,2.213606602862236,0.020351799045618377,2.7956019528855025,1.4185514359153888,3.3233650896284432,3.2948185425662624,-0.8472746593145106
SIDM01093,2.3501296369667997,1.5521816127921935,1.7334477043149628,-0.6142481126950787,2.461331131283667,1.725624545222691,2.1969833219122514,2.516622327292606,2.76817198614972,2.7958091038754875,2.814345953138332,2.4214051841525683,0.5080085151370897,-0.8974013083588045,0.2730905303428679,0.3975096015782723,1.377367838568039,1.7770463932440435,-0.7441499402852373,2.521161234564711,1.8384938153961745,2.9177257104736705,2.6847617094105325,2.532262992641007,2.2547498466285765,2.3742102615246528,2.675997502730142,1.8707732934118348,2.883755373908095,1.9414657744925188,0.1325405772995522,2.897225449874367,1.6226860578370348,3.2764155189612163,3.2483434849038586,-0.8143621134000328
SIDM01098,1.7111474705979426,1.5305876036775576,1.9869639248199098,-0.6460511113997666,2.763023773856777,1.8470107305549428,2.3252106861545023,2.4118320559836604,2.744213899478738,2.8941339634100784,2.615484569174347,2.1493279043994042,0.4335723228379314,-0.8418030700438356,0.6086988999585079,0.46473276670397234,0.6522865146708631,1.8035027497998541,-0.8651817323026351,2.521368079267712,1.9673836078554132,2.8204892728406903,3.2172798412095105,2.221541003092347,2.058491409224432,2.623175204655499,2.8240361250085306,2.0818726402518903,3.2046768931481844,2.03188544128983,0.09993963189578882,2.8396244837380795,1.0154827403789686,3.0798511051713797,3.468223986207601,-0.9645051513863063
SIDM00424,2.1024570303063923,1.5628481696035603,1.9383550592223275,-0.6829787794762667,2.6085703700705682,1.9788368379331949,2.4435072949550847,2.9734708667372565,2.8563545400807033,2.761205399403346,2.7646817227750398,2.331881147665862,0.43897886383923945,-0.852267772567404,0.26142322064720336,0.6725203392724058,1.7189944149244503,1.9078365720595076,-0.7457405998332446,2.207371931120723,1.5989485715441247,2.775123153656022,2.7170821458576104,2.551922049402633,2.1735162189908825,2.4744075900915714,2.7441084111771072,1.510148591750179,2.9279668558516363,1.8693016907955466,0.5080736498865092,2.400494481011206,2.0256873186474054,2.9202770408469076,3.2462228860378533,-0.8801722798166095
SIDM00973,1.9770451432279947,1.9066995145337198,1.7320699897175895,-0.6904864841482747,2.3611336706327704,2.166404238300493,2.2445012637393407,2.4944638824696095,2.5679576346259836,2.6086332777250134,2.4449720109790998,2.2913467671861154,0.07124371424686733,-0.9637854083214528,0.824813643921227,0.6431555129826294,0.8971616227622946,1.7716578874205693,-0.7124392402442079,2.0929196555277394,2.409962988797969,2.645527584842992,2.9402342079372916,2.911396467053791,2.199883722150333,1.5747392260343036,2.7538496258322565,1.6867233186646595,3.3597178094670612,2.354521121030852,0.5852318610773115,2.217541345220484,1.308409603226935,3.1859456021527195,3.555615084401059,-0.9088652137628573
SIDM00411,2.286960053625313,1.798873563488687,1.7591902560089272,-0.6248073637420829,2.4180849416843313,1.7907687554668341,2.0817908507433094,2.1674015753514038,2.693373057336624,2.686539916125421,2.7614824456666356,2.7444165121192152,0.32951607655928306,-0.9571939607738356,0.48683954892125897,0.6520036558275063,1.966197366011391,1.7662717406479156,-0.6109982127440695,2.4336605405450094,1.7503206666599513,3.0014608983037285,3.0084198842548435,2.301325696187831,2.3115047306340175,2.9863542170868866,2.8543702333585603,1.833029074913779,2.7746488786575667,1.8917054169492655,0.07899259148282395,2.549174983726107,2.0988564498314117,3.0311165762806382,3.3143999901110677,-0.8751168598214368
SIDM00374,2.0951383723274417,1.5481584372089197,1.8212188616360707,-0.7150368745678989,2.434345941048751,1.8152910479941131,2.230689234725392,2.28043557897362,2.783001436907036,2.650261743249285,2.7222678687429878,2.3488292842047063,0.6393810003806468,-0.9123252137889365,0.8743300183911327,0.7516023141126404,2.094706899762994,1.6815578334814143,-0.7888739836348724,2.0878300268560186,1.8536828764511488,2.8006884469847493,2.8742235174818873,2.748828910851892,2.1195672440099833,2.811580942520053,2.622728841195413,1.4358640051551643,2.8858916837754136,1.6518113244005368,0.5002151210635271,2.692727759261348,2.319564308012197,2.785498915010711,3.027963667787131,-0.5019955440270626
SIDM01160,2.136709253672145,1.669498225347274,1.1621168936032404,-0.7222300749709608,2.5701427597236646,1.7491732112399498,1.903578241696276,2.3746301742600693,2.7928434335158783,2.7330914693558253,2.666405646995068,2.524041966851071,0.8340477436668612,-0.917329433363766,0.8261367591959005,0.5041586495762255,1.4116012063827645,1.6481019725058939,-0.5952449428385591,2.2027429935789944,1.9857998767856253,2.7329639564204538,2.848381378879847,2.3483470841470866,2.005874427106841,2.9195775723149446,2.475845869605757,1.6891217661869606,2.915174302069742,1.8017086509930529,0.2271121944948944,2.853447347578339,1.7418788038419057,3.2239293429507194,3.3116542560014213,-0.9021903899314917
SIDM00145,2.207631886881799,1.6728558337159953,1.908545045381411,-0.7900134479640427,2.4674742694000953,1.9044766916348885,2.4117235000173722,2.377025443463776,2.8276283764896037,2.537651074616647,2.817138710672547,2.629858966462964,0.7961491416661729,-0.9445743389276118,0.45361100879106564,0.7223068952870576,1.7281224926130343,1.8440976808721885,-0.7836377377373183,2.3952743886688923,1.7225308296220916,2.9969828939865004,2.900529970605346,2.3888566454730316,2.3907100864585455,2.8882071736385604,2.8632842719491465,1.3126787601421945,2.9604208026989114,1.9225522578091203,0.48485397608794034,2.678482544974331,1.8796485246616774,3.1991676146886547,3.273755752324299,-0.9014512444344602
SIDM00975,2.1052442642438747,1.4782554296270893,1.9108776956771591,-0.7070559309530642,2.5154495487294977,1.910068183476221,2.2732692082030703,2.24299430613121,2.4060276810070333,2.5818815471908065,2.2512270663092893,2.0499317320886563,0.41160823341170494,-1.0149303672668402,0.5055496500874609,0.40839117759965154,1.6373103745646902,1.6982733096466314,-0.8055436753224617,2.5213870051778744,1.4608211151711499,2.7824356296756423,2.7770439967238554,2.4063044759529633,2.1293966895210863,2.304164563332883,2.709893408786839,1.6644570712105926,3.1823549149593635,1.9321255845594818,0.41057466984319435,2.3018481621573477,1.811959307259995,3.0536833807990313,3.2570601191271717,-0.8230015646065889
SIDM00971,2.1208786985819246,1.6792488373321508,2.210203469986636,-0.647997928475276,2.8677228449704266,1.9488415935508228,2.6198697430260216,2.2068046872039626,2.855645449436109,2.7919284619946834,2.7056432299200033,2.526173582917885,0.8491391966858555,-0.9047319557435736,0.5131212806819805,0.09590895547421123,-0.8064482953521567,1.660721457746118,-0.6512428074405853,2.7090326834838674,2.1415003607139362,3.8779606002364995,2.880481565553115,2.5818095392872404,1.8833024901356807,2.3390073400747475,2.8174890846856644,2.1516556156739317,3.422636494218582,1.8356179123345446,0.40308093236499426,2.4667981395840948,0.20531340393794312,2.9954968254231376,3.369231070160115,-0.861891711243755
SIDM00251,2.1156344647405874,1.692444723968548,1.7426636572653182,-0.7244068601745165,2.575058495578453,1.939930109903074,2.2454650872608126,2.5418625646762245,2.6450284740595875,2.5441503011865785,2.573854398042607,2.6637923249093793,0.5434983136424191,-0.9949281859038343,0.5741290812890402,0.3558996944603561,1.535905288395898,1.6583737128726102,-0.7071151341924757,2.3355189922164037,1.8538433678657527,2.866480317671673,2.948266033644906,2.482826817320789,2.1678139014410793,2.9042276296138114,2.7347465811649454,1.8496651632654575,2.812046395421655,1.7695096676023012,0.36660366531333,2.847800517614729,1.373938730754773,2.9417887970381256,3.3877878180239547,-0.8762569027686254
SIDM00412,2.335458491093691,1.5906322207719559,1.8288404155740454,-0.7123947673596188,2.600847266262408,1.8624899822625673,2.3326530419520837,2.661859105922882,2.988001642564975,2.5318679852135046,2.704847149503004,2.530264385930163,0.5920094481380446,-0.8206817657416209,0.6775472378866028,0.8183220925261924,2.380300576625541,2.1924978523931613,-0.8076463215875749,2.4537416178582103,1.6997402860002173,3.1788079550548978,2.9817704490844887,2.3802714865899226,2.3205356767858842,2.8427363249711686,2.656804706332248,1.453143558446903,3.081781718176617,1.895929944760375,0.15699386329083134,2.485176219509062,2.147061412329149,2.9609813274591956,3.3404590798999605,-0.8097518449762018
SIDM00023,2.1195509539457014,1.6710248973705566,1.428312276807205,-0.7663946668523799,2.4492363957161283,1.813468518906645,1.917482384877756,2.521346127329671,2.643536159304813,2.4927650403077086,2.6924155960759824,2.462490627508045,0.3156908645648918,-0.9224674708408854,0.37620195495990744,0.3107363923510166,0.2256091040814911,1.5699926141916962,-0.8052656667485325,2.244986576755121,1.274021149105418,2.858409064021547,2.7187340719090827,2.3909801221896885,2.187238813217398,2.6707334983100997,2.469975031353029,1.9222136286797455,2.70910261982242,1.904465219641911,0.2571901620769801,2.7573320228550418,1.0767587189299466,3.2982628147012996,3.0909937928990026,-0.8805674100511584
SIDM01198,2.10293954132298,1.4889126728038335,1.6736256224937227,-0.666755230405912,2.901895169180754,2.074447701420386,2.532717987341194,2.9112138720782763,3.0098840441866788,2.295859599180036,3.024030914874686,2.5136074324705255,0.5263762060734717,-0.9740314797975652,0.5069055311280011,0.5031697661295652,2.309782426078475,1.9222904729881956,-0.8741910278841653,2.0362671581433944,1.8274072719112464,2.7640375206614474,2.8983092594693853,2.5908683578158107,2.2609146025562867,2.509782691202854,2.189153006071886,1.140605438114337,3.4538118389920074,1.9857339957592894,0.8196208713933936,2.2768815299317295,2.155637806193971,2.743210100744792,3.49250476888764,0.887993906246813
SIDM00441,2.1048232657565666,1.5645945251427726,1.865787273152277,-0.7208283523429503,2.4279352272137293,2.0191263686989807,2.353721038316438,2.471468052440599,2.7392230415043506,2.5228803973344642,2.9558659977421557,2.5317163381986756,0.2831249885840936,-0.9425391346349073,0.502945373335439,0.4240363049515176,1.6113488149506268,1.6664321097563708,-0.7708735876938135,2.1173045896635867,1.4892216900212218,2.888966068837777,2.6992778920733915,2.3323861317647077,2.1224625493489633,2.719973379157674,2.7619499043232176,1.3373834057921434,2.826340834606401,1.830790961604207,0.3010460310302805,2.553556202096449,2.235890645271588,2.36628325188804,3.2630698298050143,-0.8211474468308069
SIDM00388,1.972741907102052,1.394101048476042,1.866483616978682,-0.671234172773632,2.4269025716452814,1.7650423627751457,2.3276997234123216,2.4903447182335867,2.7074063847221246,2.5717830592803383,2.678252802244223,2.1805480906809938,0.511977936539153,-0.9504429942709763,0.7811105826917025,0.23994021093682366,1.6832093062043598,1.7767174839150466,-0.7458105134702503,2.103047165762359,1.677724795658914,2.7187003765486595,2.763035202972254,2.36922344740295,2.2120646599712632,2.733650278375172,2.7504766798746307,1.5093570291588507,3.0488518338436075,1.9756152931011381,0.4706765439363787,2.5386217930439163,1.9389900000899967,2.8993320003673433,3.3225887968849914,-0.8337942031938917
SIDM00417,2.3891682748983882,1.290205645509099,1.9088279154082124,-0.7813477258366952,2.955863200429655,1.577506191724038,2.52225049811523,2.81145463478187,2.8652416143060697,2.9931994287855677,2.4404731923143634,2.0707601559522355,0.5860540459385725,-0.8021406317854608,0.42325582763188485,0.12747724847120712,1.8062791848724806,1.8148389803425067,-0.7430959605468386,2.4937846639768235,2.4412091502776314,2.881791651899354,3.1977392808835576,2.508079418471332,2.1305394171350884,2.7934144744995617,2.951093269485274,1.4288385306397595,3.4318608913192428,2.235762734003319,0.3839961424472939,2.7313824054858165,1.7470595338879167,3.2406957041723357,3.439016325756421,1.3622093334603176
SIDM00416,2.1021240020052363,1.5247693395021462,1.805734459855724,-0.7721927717790833,2.528369007458581,1.9486898544742517,2.433551298904927,2.5921821833699483,2.866841350756762,2.546531488602178,2.8977239332878018,2.6267511819149085,0.2883735636777866,-0.9962849078590484,0.8614915468320815,0.5519320777482755,2.1783529185271457,1.9279799858660847,-0.7782593307814732,2.164622542575851,1.8593520162099908,2.9469696356408726,2.7869773924536476,2.5109251564259565,2.3892713552973603,2.516456924073792,2.7067287797806343,1.5697156225841924,3.246053877525588,2.031032778236398,0.4289112455970953,2.7561348609766503,1.89031221340631,2.937293907912445,3.5621368092127144,-0.8960933605745195
SIDM00974,1.8002380089061594,1.7967408184190419,1.8539781243155933,-0.8211148385246022,2.2601618542065847,2.136257696292968,2.6213535762446987,2.0772119373968447,2.3924645021589885,2.8111838603593533,2.668769870131876,2.1488884704366216,0.4813934865700559,-0.9844220362192434,0.4736128524226895,0.4565465605473708,1.4416495740699307,1.511559536711002,-0.8165494377227305,2.3527319053374627,1.8220401762585352,2.584943712352644,2.9270663251452955,2.441799722548739,2.1940622409787793,2.1399688580709695,2.817968182419202,1.6068063109232766,3.1435606949200063,2.032369978244934,0.3063445233161717,2.382194953294207,1.7537605484924825,3.1524965967276453,3.345517890266482,-0.8343571094172081
SIDM00833,1.9691552142645283,1.4784627229462834,1.7130681979714846,-0.7617285462016381,2.4461263745109343,1.291784286078713,1.7159979905111036,2.3337329821697037,2.2908941236876017,2.400331567990964,2.5544714902726864,2.393345509577691,0.07488728938661986,-0.9268530879893394,0.34094112009669775,0.38722376541694575,1.8099938451317021,1.6412964724233239,-0.7168421948298218,2.32454123742963,1.5807116454178507,2.5959395353073966,2.7529749567300694,2.113096283797734,2.065259267602295,2.8927593824505187,2.529154636649836,1.5971121466226796,2.703613335096828,1.7346102953555977,0.11831585720681646,2.000011374338043,1.8409686005395123,3.0545369705561116,3.3253354378279165,-0.8579070523838198
SIDM00562,2.1001008049590464,1.4627437451526564,2.0494738877925447,-0.7716150557477681,2.555280790931638,1.7507577483183776,2.431837807040604,1.880681615691124,2.9182558973419903,2.467881024587336,2.7066078631233794,2.6092276588017826,0.6156951455965203,-0.8874073858579716,0.3910843472964469,0.5429967400726952,-0.23555116710241686,1.5179714322094813,-0.5939979594991963,2.555690810035641,1.7667642100428806,2.7834128331059276,2.958751074556627,2.6083265909655515,2.224916788276513,2.323166044060567,2.6127889219223053,2.1963476334458303,2.9027400523145928,2.0164842931824545,0.33747206640616173,2.9083989540053703,-0.4698995612102954,2.9270973873825326,2.9072774005715107,-0.8848303537559118
SIDM01102,2.090032369799799,1.4281440640990566,1.8739518167267875,-0.7659594230178344,2.473398345854592,2.3877068817109124,2.4878219894732707,2.5565363543654773,3.0497090027166185,2.0424430337133908,3.0875103570241893,2.75004447895375,0.6331030020034414,-0.9923186866229587,0.8550799888448819,0.2830389020972874,2.376397063306801,1.9718775433750868,-0.7349792616633796,1.8533836084548372,2.1491933058609924,2.840312413889362,2.7433207916898206,2.6192151057091353,2.6867523646314226,2.71769839942772,2.8134667842828667,1.5616584187604214,3.068019974524438,1.9549103466758873,0.46969493101984205,2.6812461872150806,2.353171893293661,2.9138353861682793,3.485408303072349,-0.7921496126259613
SIDM00418,2.223869916859559,1.7352878672170458,1.7331849502108,-0.8627136550053202,2.5774432620894636,1.6253207529427662,2.32301184944669,2.380002435917557,2.6107431415513855,2.655168829771448,2.4747737666082723,2.1230365728053107,0.6014067144083208,-1.007547680995329,0.3745100572186299,0.5575260967319976,1.7405790207499456,1.8669921341623583,-0.8163487755451513,2.3719785793790162,1.5621365242080774,2.8258343359281595,3.00408094364585,2.283790377411823,2.020002026600067,2.7939915808937754,2.7039312835587093,1.8654116312497262,2.8192979097520574,2.091235314319921,0.2725193254946911,2.6964178044579907,1.8913175244049405,3.0244614089091817,3.367146055228609,-0.8300227190378432
SIDM00841,1.9385591876051194,1.515031429283764,1.895964090264821,-0.476909679677846,2.760890358845788,1.5254272361938457,2.343238086339714,3.027898288729798,2.8700735880362327,2.4944594303801644,2.375095227235577,2.2601876726594172,1.3098760452282041,-0.71654808931063,0.46260553816294947,0.28240225652446327,-0.22887197983092084,1.7658445380384147,-0.8750241094738652,2.2693963936684862,1.3784284851265407,2.7587996064329223,2.9870898400903316,2.4390440677743808,2.125166890443741,2.378813423719019,2.8696361238960004,1.6650704813663921,2.800808574139015,1.8160921489020192,0.1185274910304602,3.0003510660712336,1.221251260170867,3.193562319052188,3.1671371160219377,-0.9148213239933464
SIDM00260,2.273082087232708,1.648485777987815,1.7429077600363394,-0.8147451335689531,2.2914922756160285,1.570785160504746,1.790203945406092,2.5964185506443505,2.7636598866397337,2.6438826620579285,2.754593482925793,2.3892838904685783,0.44907647342987,-0.8545321975164787,0.5619812722473978,0.45711398791716257,-0.6549473806642393,1.5970588300847972,-0.7088587599899384,2.447446017255894,1.7157395460653107,2.8240105133996125,2.782075460951948,2.7339541664649905,2.2721959032037655,2.5305375973493454,2.8087588007286417,1.921827711248045,2.8487115541583927,2.181346572294326,0.056318933721732335,2.8483112270453406,-0.5952961895137654,2.55073717727718,3.3606277504837165,-0.7460071188489711
SIDM00111,2.355275725147689,1.785428391625414,1.7495947768814304,-0.783487098543261,2.781991490571699,1.6661229113199036,2.2292173595967633,2.423530839456044,2.757156106072015,2.5036558318494704,2.8206301214688176,2.232759882324275,0.27726668720282,-0.9494530733817034,0.43016508512445367,0.3003525935941838,1.2427684767104226,1.826158995926812,-0.7797701494644271,2.02331205683293,1.5435254197485615,2.915620284728492,3.0342063741435554,2.6119121836738275,2.2806843273932387,2.518921528316195,2.906689347794906,1.6793047817140987,3.080782384140466,1.9228208221608951,0.14875708477155083,2.934856101633449,1.677542735149862,3.1468938997335507,3.3183505974073455,-0.8973057678945847
SIDM01179,1.987790919246854,1.478767270722121,1.625074384121911,-0.8833890107322105,2.6304324517496864,1.8852086414630511,2.111849502671154,2.432979077133414,2.7284487980685745,2.7965498739602257,2.101619075192654,2.1720485063759276,0.4971042294561369,-0.9672561035442888,0.010732534631581608,0.30497476065924306,1.374147980760616,1.8979702561246576,-0.8139645306239457,2.492522048802014,1.6815252608399764,2.912512529157545,2.971050372674729,2.353961085941052,1.7981071632400112,2.506035831436706,2.187660912243335,1.6316608741391385,2.947261414564761,1.755088790508736,0.4427468089948559,2.9475475333253116,1.8686123998901945,3.073828562504072,3.5151958642907575,-0.7916703000096703
SIDM00351,1.9261429305501319,1.778137067610598,1.5319324286974585,-0.7501489276158805,2.599267189378159,1.9775731423155902,2.1161849395607235,2.335159652210204,2.728881427887975,2.1644913914714623,2.263067696480557,2.2942730313167092,0.9890711513862513,-0.8582904931518047,0.6063727294297778,0.4675585415866706,1.653675332722094,1.6019760281081648,-0.7297085701585838,2.213031842429192,1.197623506905029,2.7151816729039795,2.6183403431294345,2.3290684917322166,2.0657530229325176,2.7537010282857652,2.248089070637298,1.5683811675770483,2.8354062060155547,1.9247874881332216,0.322288950394173,2.6663404098032775,2.018251439364428,3.219237353009746,3.3273072303211446,-0.8043323190046707
SIDM01205,1.7162128366796443,1.2414275418221057,1.7182131731415824,-0.7577962275036091,2.640939274490977,1.4666883638530417,2.3719914642477153,1.967464286445212,2.683741912775635,2.4498286992485063,2.8388421151980814,2.104925122659604,1.0188165382487284,-0.9319300035299893,0.5842057744569645,-0.008764482852164626,1.620388555199612,1.5118342673555223,-0.8171657414846801,1.6366134882600656,1.2712510661803669,2.696423565410128,2.4038726558791566,2.4920364851220693,2.139786475660668,2.3670427792332247,1.8774961689157759,1.401923249073297,3.082789408540603,1.7817743039883116,0.11517852790281465,2.6178801180735283,2.444744680092672,2.8690550896889837,3.2701119653994537,1.1185271161700805
SIDM01095,2.135719212799022,1.3009661171233728,1.721718903291483,-0.824975548523418,2.41283165263951,2.0412082098768627,2.103201673222147,1.7931410808925023,2.4945370214006704,2.964293692108123,2.4045686678726166,2.2162635315915153,0.6491696763576043,-0.9414248211541415,0.7525446950149748,0.5377214160534772,-0.9140810192553706,1.7361565192589328,-0.8580572691416868,2.459125626673021,1.4608087910269731,2.5359846574208382,2.3542168030342805,2.254819587138007,2.3158935305214854,2.119430730690878,2.4551621803415378,2.01068291773092,2.7545869491818498,2.0617825508066034,0.13923666420709888,2.625425985775328,-0.6358760739477363,3.3348009584079406,3.2606806279572123,-0.9429164756844128
SIDM01159,2.045165849906787,1.515248731909823,1.7845000081921913,-0.7249084623278212,2.4639380523533503,1.501917038385392,2.293923473429802,2.377886567456742,2.4017102787788214,2.3970881346785124,2.6373255045126127,2.3897854161106404,0.6599452562843832,-0.9428836595088922,0.2351153484595111,0.30608188243595763,2.201028471394545,1.4922252278703234,-0.7820029548302861,2.2259331138160823,1.1935121985645893,2.6634778212916754,2.7763042671862626,2.0451209806030484,1.9271473733091717,2.7601297209009465,2.6298457814852414,1.6668152334840884,2.820623204223566,1.8389746057005414,0.35649939247726764,2.8125099799418876,2.1147849653032162,3.1515559093993093,3.0742579401772674,-0.8707806557915838
SIDM01183,2.27304118636556,1.8019942682544392,2.3251257254475792,-0.6202823539642359,2.7161430631946146,1.9043651780230257,1.9166253704874079,2.5379071415114063,2.7506403776524255,2.531199951221998,2.6286538206896903,2.6654528942228914,0.35426515438650835,-0.938016952792764,0.7524814517934797,0.5830508999489552,-0.41585328942119804,2.0701718790752923,-0.7367773942810464,2.7054163430651026,1.7576807087089008,3.031509933672335,3.0223105034470326,2.9030436673509876,2.7177119394114504,2.384174122529897,2.7741202276236745,1.9813964750366642,3.111095720888958,1.823221353457576,0.16614693311856568,3.093277145846192,1.0141333077921377,2.920811706592777,3.409789993200482,-0.9224248752345392
SIDM00328,2.324341617418173,1.543067346341124,1.4637803956431263,-0.8136241299267054,2.452728249947005,1.6680780734045173,2.1425019989993643,2.364884941862897,2.6510496451685444,2.9108829729446506,2.9226350328563533,2.802490283299719,0.4697954165156154,-0.9066786805985515,0.5145589846202074,0.3230754460730016,0.7108835977901911,1.7519729286232735,-0.526872301647544,2.196115012663447,1.8039146519812579,2.9233508645294233,2.93888482449125,2.3910008254961475,1.9213401112103075,2.751545689504975,2.526031653359155,1.927710187335438,2.66066226894336,1.6713736561693326,-0.04460878126837389,3.0276201698190657,1.4947154461892964,3.0378479379153185,3.0626872896880704,-0.8764206234309692
