,PAX8,HRAS,CCDC6,TFG,KRAS,CTNNB1,LEF1,CCND1,MAP2K2,TCF7L1,BRAF,MAP2K1,RXRB,RXRG,RXRA,PPARG,TP53,RET,NRAS,TPR,MAPK3,TCF7,NTRK1,MYC,TPM3,CDH1,MAPK1,TCF7L2
SIDM00792,-0.7641588504385056,0.7929414930420506,0.02047242751684175,2.0378445420990032,0.7748342660573027,1.2020952924921313,-0.5818298622267283,-0.6404925705300003,1.2720554325055506,-0.7561238881918178,-0.3771678917184895,1.9848313538522238,0.08388518764145547,-0.7955571890114498,0.09315518005972946,-0.6235396473946891,-0.8308958434909023,0.35628145907647885,1.660264397692849,1.1203841235772913,0.6684434598438392,-0.685778744056843,-1.0318743839555802,2.8219147431433558,0.02511750433774859,0.7302227002530953,0.15732080044530564,-0.6881183679118845
SIDM00241,-0.8380487477213727,0.9212398869896152,0.9583642253839317,2.0353512976353048,0.9702715578562369,1.4050157145812057,-0.6385786915454119,-0.30627603629090644,1.141122149145088,-0.3142894701998805,-0.19908619909819025,1.3656974136723987,-0.1547775298294953,-0.898760652618369,0.8849112008165729,-0.5765177814848875,-0.6992708281787936,-0.3960031297991318,0.8797942573705141,1.5717155265815879,0.5835136951985768,-0.7792062532326655,-0.9717736274514481,2.205883034828109,0.0008292375193819232,0.9448214421673155,0.6095875950044929,-0.4790809079807328
SIDM00091,-0.681294740362364,1.1106851560687423,0.19931420863494537,1.751231167223342,1.0397404890338526,1.737086598395039,-0.8168235376487435,1.2417000590190943,1.3490946821511107,-0.46712408625642887,-0.38227449037693534,1.8368177123773344,-0.3115271914971433,-0.897785207291751,0.8405739263994116,2.1851543289938977,-0.8173189706717304,-0.7571543369272511,1.072092553159548,1.7718540103859757,0.28625768241065863,-0.5856423570302978,-0.9860423953079981,2.472500620898437,-0.22642440767089556,-0.1294101483536881,0.4702547931654268,0.2557317059963294
SIDM00427,-0.7738404778393314,0.9602165350813225,0.14897576715033817,1.6220568425372877,1.1151389512390142,0.9215587170328391,-0.4194427535267592,1.7897484819587417,1.6294368337347311,-0.38536139753751836,0.03447566174442181,1.408445394141402,-0.19870474787539558,-0.8036984315742837,0.48435677886434536,0.12218127954551838,-0.5987966472638928,-0.5921738985649921,1.654038215777918,1.636823719926122,0.8544453896303719,-0.72918754098141,-0.5555415525038796,2.822678594971336,-0.2645246401806009,-0.9058311140365068,0.21297301263615676,-0.5696617463134332
SIDM00758,-0.7961537807204224,0.6653865415243467,0.31698625793403884,1.939066432759905,1.0509261015619011,1.5570542590554062,-0.8091956291258494,1.3075564923423832,1.2193333889768092,-0.7510200213836162,-0.3004882988474878,1.6041813273534329,-0.14683864246080544,-0.9057105263460914,0.38444135690398545,2.3115054752195294,-0.7567698521201686,-0.8907656044906945,0.7656705876482706,1.1522089572703997,0.6345761887705881,-0.6837023563677103,-1.0490974996583198,2.8692320302196594,-0.03505843114167095,1.0280480163116663,0.10983987711569732,-0.12220087978240032
SIDM00612,-0.8029442228878215,1.7213905134522824,-0.007711336145541132,1.8507379453782136,0.4738858775117926,1.8275317848805641,0.9906410218826361,1.62714063334736,1.2403649329242075,-0.5473989803339265,-0.46859167412475244,1.8336667745035704,-0.04133392987499301,-0.8961017460353924,0.29145087851399754,-0.7302745944880242,-0.588587168515545,-0.8769791466298629,1.4640254470219207,1.594519044032923,0.6885378368172838,-0.5945601584050019,-0.9962163156075651,2.064499658655104,-0.2187498210312201,-0.9171023084917844,0.7723438065507315,-0.16524969211609947
SIDM00553,-0.604014156643253,0.6536332983925369,0.2242656528135455,1.4777063418917018,0.6162439751199128,1.1997877264564054,-0.7552158693923043,-0.7621772654564865,1.2080389250898205,-0.5811105940190937,-0.19182709065425607,1.3712783448822277,-0.01086199531089707,-0.877903200129754,0.4752931089676971,-0.36381279792557225,-0.6315584982179927,-0.505086521393981,1.187641847791206,1.596804903428852,0.17585571561313207,-0.7114934794485248,-1.0044677238403936,3.739496242132221,-0.0022620559874590705,-0.9450468189368321,0.9725931957165816,-0.6473355689705603
SIDM00343,-0.7647309460282633,0.8728216845293179,0.023294676108932467,1.6661704959682477,0.5247685247156475,1.389846006040591,-0.27468668869997204,0.9209479726196167,1.642837814289274,-0.6902637220877234,-0.5750791418334142,1.5080728100647078,-0.16850297912565998,-0.9022827659915271,0.22823828590004736,-0.6874172813014692,-0.6321799122274374,-0.8617510787693694,1.5016232079653637,1.7515522136948847,0.4477638569652178,-0.6098715185830732,-1.0024310877212794,2.3477327902015714,-0.45332855372330855,-0.9132870555453947,0.7218489184702157,-0.4727137026816159
SIDM00543,-0.6322509095048996,0.41445242691690387,-0.06513854136701391,1.857683638592475,0.511993731089472,2.7886714362876392,1.005119858480541,1.7992694272651324,1.2296603114338571,-0.5318363999523306,-0.2935037393089289,1.4473396671182805,-0.1264107236933571,-0.6283963596991623,0.012641087726232462,-0.756713945264732,-0.8176922994650374,-0.8240295366679202,1.5852731918468201,-0.060435006228170565,0.5980621058445147,-0.7317324567801347,1.6328585633364545,2.706070493346953,-0.10674323944040186,1.3129229332549066,0.5143482268569897,-0.7013257299169515
SIDM00537,-0.6811124444570138,0.6966143232938258,1.043790851882107,1.8028988409217381,0.7472556796429626,1.7608691090294588,-0.3682981622890032,0.7064319005125563,1.5346323846736787,-0.7062844429854906,-0.019933864123791972,1.3593403329397078,-0.004093742389604687,-0.982212619545228,0.42395066051376756,2.2423291907165894,-0.5456178191519022,-0.543841354514761,1.4823763956642249,1.7373551194218388,0.4769541531139507,-0.38133769955556185,-1.0215226857065565,3.2427569535566128,-0.5589282836250872,1.1389817443167158,0.8840516674392737,-0.3569224825103496
SIDM00332,-0.7540608750878022,0.5997924390818429,1.1137450017456632,2.080146729968079,1.0350340884897133,1.0601211620326432,-0.8542130143288633,1.6596855877880627,0.9932996566518567,-0.6318470990096158,0.5423747656067877,1.8821079707498514,0.1139674843328781,-0.9595094641386921,0.4870671426569061,0.42420184409217315,-0.6541393425336047,-0.7293773202460305,-0.493532059897019,1.8021172003141892,1.3215867089695068,-0.7682606152800654,-0.9617349281795241,3.1847589222151993,-0.2909727579610276,0.8804640272329607,0.49699340261605096,-0.5619458756254522
SIDM00299,-0.764246790520066,1.0148916484050994,0.2932228256024829,2.0161277307568333,0.34868533075049357,1.601768966235571,-0.8014186010753309,1.3828065497207445,1.4103034924756195,-0.49998529083842064,-0.5076830368517684,1.751001710934974,-0.1438275305870672,-0.949892521254841,0.14170593169168502,0.7792492385838315,-0.6873743382698962,-0.877077079328373,1.2680137903345383,1.6558091694806947,0.6119843370445592,-0.7676081078721515,-0.9787813474582147,2.720963160578495,-0.2900214272212196,-0.9015934253337212,0.5833821478897799,-0.35380684021987346
SIDM00308,-0.8423172079947776,0.517429892461662,0.2287891371539357,1.4810112048188593,0.4474105194453623,1.1441433031469448,0.315533745913119,-0.09465297147474802,2.0423891607113527,-0.6579831904677227,-0.29169871795149743,1.4678007255814538,-0.056158321789998675,-0.9346714250515845,0.4125706880954591,-0.6568295587829478,-0.4540013157790046,-0.7676091504396719,1.5496852107163834,2.0338137785717687,-0.14452871150775257,-0.6564566268673706,1.9387631465764434,3.4015661846088183,-0.24625714932371637,1.2348597096565308,0.6805964314226439,-0.8492888734635077
SIDM00227,-0.5590632231574149,0.8212500685986655,0.5398373083082152,1.9124603807564968,0.3239559576402886,1.5097719055480747,-0.8175352366396798,1.1401557923781362,1.4078020846610702,-0.37862164763018363,-0.5993702388433111,1.7771003527403881,0.09245824748071389,-0.9757715727663319,0.04880908142412746,-0.19211130350279892,-0.41347132104191403,-0.7967237837535021,1.7500255922964698,1.736929854847945,0.3189082143063728,-0.7702681725262555,-0.8926360124443888,2.8713571544432,-0.34061313377729996,-0.7802825024234263,0.39052989398389354,-0.4026670462236963
SIDM00294,-0.6736690848704866,2.1624358076045738,0.03604383835257928,1.3734566368920036,0.29048423800736506,0.8878128457016892,-0.3455409865504456,-0.716270487833837,1.631449575985262,-0.7242415766375916,-0.6022268719252248,1.2726870510566193,-0.26398193741285175,-0.7559695345668964,0.042732368973077306,-0.5738498195216818,-0.7005797655572524,-0.8520440022260428,1.0566593845594852,1.8623303260287132,0.19365307891472583,-0.6956942953136571,-0.6867191575202588,3.1708146225057128,-0.25414769455920505,-0.9206750753502106,0.44408226173076726,-0.7416460285691301
SIDM00677,-0.10174981157133502,0.9371165199763537,0.2953425113071597,1.5653219174679236,0.7109493567107958,2.1073548218335842,0.29441705521259115,0.8569486716651539,1.033678672833442,-0.7012231087729046,-0.5403204671974559,1.3534058436250993,-0.3126103781041442,-0.9076435532941455,0.658864904521679,1.6135030248102453,-0.6031952118266033,-0.846899053441762,1.0349671517727264,1.9510068542577115,0.8381887795061524,-0.3328751790160633,-1.074496990992056,3.195186926335298,-0.0914789210588272,1.2911265099490896,0.5154260520064721,-0.26923925558650963
SIDM01220,-0.8589687087151585,0.6696176810681674,-0.13505998380044762,1.9604592881947465,0.4809807406689507,2.0570788505683963,0.548182049963923,2.20565700586082,1.3223752177449606,-0.674975349195329,-0.44340115884575004,1.5923898465122093,-0.15063682978544074,-0.8726202151273282,0.14593962157515053,0.2699671615715393,-0.7696197842283503,-0.8670795536073032,1.7588322689211142,1.7604465486684195,0.4375825538700083,-0.40908267968099987,-0.8987085533390462,1.9272272122871084,-0.07080768593395415,-0.7527561155082348,0.9433086825105012,-0.43810806624781895
SIDM01259,-0.7532768959863875,1.0829738573016592,0.2545358546851966,1.7769550030341599,1.0874876478896145,1.094439931285444,0.9540024109664325,-0.7868259679331036,1.2125975047785953,-0.7188716045563643,0.13440821846638293,1.9059594813866747,-0.10118028093449878,-0.965430795031509,-0.04983335842640931,-0.754602421904915,-0.48544285442029905,-0.8388597262091337,1.2092735008536315,2.0245581897713687,0.4252921746572089,-0.4348171642657131,-0.9275253108870648,3.216042815705579,-0.3989231507645165,-0.9709725757467584,0.661571715709272,-0.8390225361780256
SIDM00680,-0.6705814713754822,1.1600504551528834,0.7288999696216829,1.8239089481257005,0.6338877733739215,2.169154350452629,-0.8287508081385553,1.713564835666645,1.6013220475452317,-0.6713731276767191,-0.5445133120072116,1.3505116124150547,-0.08673617493015487,-0.9227483826250419,0.13437569124452944,2.2478021263729793,-0.544162744845043,-0.8767157680052399,1.0506781320180003,1.63506002389335,0.6237229778160193,-0.5009128495185381,-1.0167975285385613,3.143267565889093,-0.2864924702405549,1.2548332550282524,0.5112966021053665,0.048125357828436896
SIDM00346,-0.72706295932559,0.3917969454432042,0.22188149313701291,1.578968199457082,0.6718696698201874,0.9238841996378179,-0.2595678846951392,0.6680143841910734,1.1535964229094533,-0.7872568567428425,-0.32627154039147443,1.5519509042676245,0.06391810007822583,-0.9146527643447424,0.10124589136673488,-0.67274924368944,-0.8200631146307082,-0.8594264829816814,1.2563189213838393,1.9747463492377129,-0.2642456868676863,-0.7713423388735914,1.0198604778143399,3.6083247366228948,-0.17886526132822195,-0.8348726158784697,0.9343269874902019,-0.7451759304509624
SIDM00129,-0.8114120285772713,1.627166631486948,-0.3592208789451112,1.4176499602304438,0.20260854606316303,2.226853256225128,0.7579898345723932,1.8153545971960774,1.874183877319187,-0.2537182380760331,-0.3866921915399083,1.4987044940330958,0.11232101412888568,-0.4533565269338196,0.07953717584670597,-0.5936352235214354,-0.3936552409676809,-0.6800193472272723,1.2624867539255769,-0.5042123884330524,0.868560868932791,-0.5291061741597016,-0.9674276205934513,3.214044939563566,-0.27495981125886254,-0.3596978744054257,0.9227732044742636,-0.5379446229401246
SIDM00627,-0.6177216393014668,1.307401863585597,0.38509726527598687,1.817185429905121,0.5234192327462232,1.4989351559208686,-0.7266555973397515,1.1507835420005583,1.1174538802699125,-0.033398738308950154,0.05957280908297466,1.856342930285748,-0.20162379791506824,-1.0187648928768824,1.2782025594232012,-0.6388883279794912,-0.5685066493228387,-0.8679028535543192,0.8889845840115296,1.4959308421310797,0.15569508158651568,-0.8310538007713013,-1.0449592813824489,2.905908743580201,-0.5154639821688416,1.3785110624575954,0.39673708599935126,-0.23505695519097206
SIDM00293,-0.7886415100307619,1.5771754274925394,-0.15060368395773846,1.6932139001582778,0.8806679940432893,1.2168812180633122,-0.7384830705158681,-0.6997570126725153,1.0037754128548317,-0.6863894448604757,-0.3955218777957981,1.5977661685513795,-0.1109402102906602,-0.8869932596522162,0.16515463833447278,-0.1779872434989821,-0.7702912180139395,-0.8105914891356009,1.69470894553558,2.044353717076748,0.5292446765950288,-0.6296306355298124,-0.7031874579178844,3.766049551248889,-0.26973081062186294,0.22246772058734984,0.18511453785971513,-0.795049931698465
SIDM00274,-0.7266419099381981,0.8545577529289252,0.4466590695277798,1.752857087818719,0.6428471751594461,1.2420641920779936,-0.8326991574958027,0.355490450482557,1.061673077793126,-0.31392798852967607,-0.33280330508280015,1.5571609889723765,-0.05205373481343102,-1.028820530029049,0.09333957338178371,1.5425484318467995,-0.753574063119857,-0.8614419203537489,1.8820349543947297,1.558276944439451,0.8609591395071731,-0.7387411189667631,-1.0944127010519522,3.4347037043973936,-0.28081559061053674,0.9075912681778151,0.28298048467972114,-0.23753982249564556
SIDM00544,-0.794996060408764,1.3700753038380824,0.37473165773889366,1.674588822396695,0.6435451914896206,1.5200625721103722,-0.7651453970156002,1.4683598858213693,1.2287191333742484,-0.39043845376371367,-0.22106712904368253,1.4162642472558187,0.015604832616489043,-0.9836929585784947,0.35059692495036743,-0.5480153108900347,-0.5463699492388814,-0.36350945792353806,1.4994929054191053,1.7431392834436061,0.25428830946361247,-0.6468945001840575,1.3726520121628722,-0.6304382695851566,-0.001077442202304159,-0.8636157712985424,0.34194095992801976,-0.14373868576240095
SIDM01006,-0.8080581732408526,0.8384704479439589,-0.17146448058280908,1.7178438313773328,1.1946267731841445,1.21652822947764,0.5569070066394406,2.221494219444995,1.4519463606861311,-0.6647381057527871,-0.3396514394064873,1.9441877655330235,-0.0527013335956204,-0.9149662869319765,-0.30161140227639366,-0.5726422271466811,-0.5155953642254577,-0.8321054596788433,1.0855509752321317,1.9719674503106415,0.5131363004391298,-0.6036213428693508,-0.9235686321565986,3.3692647087789833,-0.29157663473378703,-0.6902088342264073,0.29279656736300863,-0.8075795914462607
SIDM00302,-0.7128737273753899,1.2921534792740974,0.41328082331595944,2.029778715952014,0.556220174142697,1.7789752241375032,-0.800557231021412,1.0203611094632985,1.1744029230507615,-0.5809395272037046,-0.5311450567092008,1.857301569622983,-0.10521522334036103,-0.8159839321153407,0.40887760308994037,0.42022702438044207,-0.7322184852088006,-0.8136007000501049,1.8565165136951503,1.7606281937240431,0.29834095690426776,-0.7177802407625052,-0.9078581480152289,2.8570559716911257,-0.08467831160373838,-0.9598814878704224,0.30552057982020114,-0.5318009425005753
SIDM00549,-0.7995748984317276,1.0406337334714917,0.21338753035655325,1.427415651547064,1.7015798678401508,1.435872499606553,2.3098159019920885,-0.7147940073992718,1.0545264775861316,-0.6396617623778994,-0.19051353830487905,1.5206421542175,-0.07180200800091707,-0.7918680466812625,-0.5315380217136356,-0.714693855790956,-0.3453877731120834,-0.7885590491933155,1.129168369562547,1.7309353741587765,0.232767785054096,-0.6346882778382439,-0.6261214984317964,3.1933064739794377,-0.1353626754284372,-0.8656729934789803,0.7819746410335382,-0.4251911071370473
SIDM00292,-0.72699096485205,1.9908286136385258,-0.31198540463792257,1.574991427625573,0.05149722400019705,0.7972063221019916,-0.6498915405549548,-0.8579673113554923,0.9367488097321788,-0.7206956039917245,-0.5579921378520032,1.7060956894158972,-0.06709949377487638,-0.9632310785051622,0.06628848017843697,-0.6469871930693606,-0.914177968698935,-0.39326462317202787,1.5953334527356577,1.873659646060609,0.44231475732677505,-0.625994204555665,-0.6570685978266521,-0.519013284588723,-0.30824058323892534,0.00035712529220000586,-0.011646523079343666,-0.8066854779058974
SIDM00623,-0.8061912351748114,0.7925433770021671,0.4481713730272325,1.5022669835872853,0.4960789511627426,1.0505235877012034,-0.7654672095776565,-0.4749722880793026,1.4666733424733587,-0.55873654950728,0.005290936938834882,1.7345539942779722,-0.17013202598774566,-0.9264080888679523,1.5527858829177983,-0.7159100882900971,-0.6002110437202046,-0.7972009148754285,1.5789773674825598,1.569335785956208,0.7823634761766681,0.6268791982653714,-1.0692990146602046,2.860158701923861,0.022502438771870668,-0.7325125436600772,0.43798161741017766,-0.13379869484812715
SIDM00638,-0.7915108733131668,1.2730236439623672,0.6890499919783788,1.9877373487087606,0.6706644943083143,1.6090722535203885,-0.8494820913072115,0.3970908589737913,0.8028746038460893,-0.4847485163166181,0.13733300164831733,2.1655214911933305,-0.2670564833539849,-0.9006866524439974,0.7150785349459281,0.19129137389799716,-0.6336160122283506,-0.82439439853842,1.5513989688543222,1.7802016365633524,0.18247508982073815,-0.657358027899077,-1.0541464903780333,2.805868752574943,0.2581105150140836,0.9754776196250409,0.9259140255380771,-0.25562522368593726
SIDM00527,-0.5978375244635004,1.146060113069614,0.14106858621145885,1.7890140427621606,0.4998969860279191,1.59921908381221,0.18613099253555834,1.7654180832199509,1.3463096573320759,-0.7531378876921707,-0.2389668698332957,1.6380648837668303,-0.16099303885470984,-0.8758034892642306,-0.06811570793255063,-0.28789671019077157,-0.6598027011914668,-0.7427840399066502,1.1633925063836366,1.4779812239853622,0.3222163079127865,-0.368919661605726,-1.0328496472565718,2.5489612990401653,-0.3727481274133322,-0.9644040751847035,0.505479272291809,-0.61155556734058
SIDM00976,-0.7839179554387949,0.8111851263124983,-0.3206631470892358,1.91591636190639,0.592401683209206,1.2454884038296201,-0.6411865678457811,1.721193341684562,1.1928096150787189,-0.44328479367377066,-0.2055535922435058,1.5715426905628138,0.013245975962755913,-0.865080802639957,0.5267794061573499,-0.40989996665071277,-0.7866819377276092,-0.8228141464276745,1.649672931246561,1.8204466396924834,0.27667755568106206,-0.6136195500016121,-0.35928627424830384,1.5443051691373264,-0.22079005022814405,-1.0308949719161302,0.6122684569414987,-0.6338832194504194
SIDM00316,-0.7814500242937085,0.5533191135296522,-0.04878968559444371,2.0191305359636518,0.3530359783963752,1.6156781182394018,-0.5001519576090977,1.5609526969718057,1.2046594129309516,-0.42987017718974374,-0.17973710816619048,1.6834200368446388,-0.044866519525351534,-0.8278829910273275,0.206042046023181,0.18471092839373845,-0.7541723779717525,-0.7877362219965972,1.5712040461435595,1.5771283327882322,0.4661422621574193,-0.2586485532920189,-1.016229003349926,2.1040694560262923,-0.27828895246021174,-0.8874344911457759,0.7788891255073044,-0.7005053131015683
SIDM00326,-0.663351870093584,1.4141422463991635,1.9203584568068086,2.1838655196478967,0.4647827407179723,1.6166495104187584,-0.8547038240810767,1.7446498102218986,1.5841031760758948,-0.28194884960506644,0.012323497534462815,1.8770430806085567,-0.16993248924507498,-0.9198756000007389,1.1263729163434666,0.03275134933068632,-0.6894853336954203,-0.5700012001683249,1.1067161692969334,1.4579367332238495,0.12396692713668121,-0.5690189287050538,-1.0193334485904677,2.6679097702346026,-0.3338809125148065,-0.4099499021271049,1.041065527071637,-0.5190191771546221
SIDM01093,-0.6015393369227582,1.0297247545552024,0.428915821622532,1.7062190385397193,0.45577622691952335,1.4637952072411897,-0.848551370112423,-0.6703298426192678,1.0544291635015848,-0.5814538582333538,-0.05067002295945962,1.9431617853497982,-0.3998680001757587,-0.820677479936516,0.7485382307718987,0.3820328448503943,-0.7231580464859839,-0.8473756425074889,1.5845997945431642,1.661970685844943,0.009041848105836194,-0.7154107868345713,-1.042082905454939,1.8598272489129,-0.18567522982841728,-0.5730654219885819,0.873695986992817,-0.5760069359020715
SIDM01098,-0.8107989098573724,1.1645227521707184,-0.031551937463017404,1.8927317567019473,0.4361121852115703,1.6904399161009176,-0.7696548258323649,0.9138359625469615,0.9829810687253467,-0.4631322753929334,-0.300987804180994,1.3522002296757216,-0.21480916822777704,-0.8290561586640967,-0.10902360488936234,-0.46295024477588037,-0.7611700334055299,2.0253627200946176,1.3891466676033168,1.5428054078410625,0.31619423431814414,-0.6059632069302135,1.2965267046061935,2.487876702477464,-0.2868793553252161,-0.8420684097586821,0.15425779103500303,-0.7562173239006593
SIDM00424,-0.7476747800532277,0.9039971299962638,0.12379620039875636,1.6532604365472172,0.9215039453201721,0.9932929428555359,1.3781322279287382,-0.6493188325973318,1.1552842183049115,-0.6276129167200868,0.4095882993006769,1.7211087953173017,-0.22732934493369694,-0.9646668736498056,-0.46254285566010295,-0.6271090155329477,-0.6603228321106384,-0.7525508239601295,1.8766271622621657,1.4375443617852506,0.2699574907437687,-0.7189862951890622,-0.9614382497522616,3.2698693409485835,-0.14798292076011793,-0.8161051753072357,0.6825314102762445,-0.7645282669317726
SIDM00973,-0.7468390530347837,0.9478301662101801,-0.08854412713678944,1.9224942649658572,0.3921759342136722,1.5084375635712104,0.4381010387306574,1.700192303757499,1.245157490610311,-0.45096278013596214,0.15453647722022643,2.078336054909063,-0.12594668810107887,-0.8323914552285941,0.034453512171242234,-0.4508355933958367,-0.6858124187950786,-0.7750991357769377,1.993793374851343,1.5944200576078773,0.26299035004266214,-0.5938204494332852,-0.19671417112452153,2.239576311331624,-0.14604394147096672,-0.8818813132051186,0.4939504917971366,-0.40190770663379216
SIDM00411,-0.8215513423865651,1.1375896268219676,0.7471195438043581,1.9032335895732246,1.2784253627919009,1.5147406946221982,-0.8582681459924948,1.5400077444583808,1.0886194474913808,-0.766391122109523,-0.38956617876619715,1.7888611545285729,-0.4302417583851566,-0.9675219439314229,0.7062406474148553,1.8130077396409905,-0.5743823754238667,-0.7673009893913708,0.8153699727320969,1.3154998022034443,0.29408953761611967,-0.6121260654537838,-1.0918931395527138,2.541763797526013,-0.26110998463035523,1.106847824869581,0.5572808769470882,0.5281580409643974
SIDM00374,-0.6679237194228359,0.7216801284323582,0.07103268850578742,2.138755662197333,0.9371843768201511,1.1544929092870158,0.45020830131997486,-0.52321927365786,1.427518526478996,-0.6070173801241667,-0.18267601505909054,1.5722768084774918,-0.2703550441131211,-0.8289679962291616,0.4304827308634043,-0.5415486159428285,-0.5055327928705978,-0.7921715529558232,1.4762611042510614,1.8271729251298192,0.27675907204753203,-0.5979278893858763,-0.9424371454297421,3.091734715265667,-0.16685070329611432,-0.13659116366483104,0.8211021362360892,-0.8354914593877661
SIDM01160,-0.7850356614807612,0.9251035318653629,0.2757764808343783,1.9168246326633853,0.48232357378397,1.645860514044161,-0.8842884756948403,1.197850345103244,0.906562482742119,-0.6010957994781636,0.038662978249581315,1.5835805790319222,-0.1361869186248444,-0.958294659893904,1.139444635487583,2.421303991731519,-0.6136620648856946,-0.6304349905053535,1.2449221327112465,1.6104126927427045,0.5403615228783089,-0.6531718066931957,-1.0010503229241043,3.028022845730909,-0.28128430665688087,1.4262423497321415,0.5611164930635762,-0.4395697595259625
SIDM00145,-0.7268933186111983,0.9016517836569579,0.06917810461976555,1.4779327071816235,1.0648285922054845,1.1800816725386805,2.47209901749644,-0.6031643088277695,1.2169315484563663,-0.7217709232405424,0.013172175718705272,1.5487298119161192,-0.08499889519000874,-0.8741256699710049,-0.6403202117466423,-0.5564967090056604,-0.7299084866071358,-0.8130597792509426,1.672214374756436,1.8440458472354055,0.198899834687351,1.5740275077711043,-1.0099865367566059,3.2447329326224446,-0.1677228689276688,-0.8096346295661849,0.8420866888486146,-0.674881210502105
SIDM00975,-0.7898916933800032,0.8847497287134882,-0.36024153972790085,1.913446447904033,0.29518046591921054,1.76194921326743,0.8753411607403189,0.9848354833478,1.4548694000788078,-0.44098808964086766,-0.11253756931897187,1.3397936473136476,-0.20300196494501718,-0.8106756321168498,0.1817477772512092,0.07953252069343791,-0.7884315794324864,-0.8581530253668272,0.8882524665012252,1.6322287045923167,0.4109762991444716,-0.7197940667777417,-0.8517667871952637,2.401014052125624,-0.5328022946412231,-0.8866321467062772,0.44080813700183863,0.1519104934158879
SIDM00971,-0.7563710851336538,1.1963822563824231,0.5048220675328281,1.9175808999186679,0.6262191641240401,1.4927581215940993,-0.8012791676359653,1.7917929240517179,1.004694247177376,-0.45121493393410395,0.07468926251449436,1.3377841714965912,-0.10196253718093722,-0.8446143035924569,0.5356714956009087,-0.5075077733355539,-0.7866779678002833,0.014702896215072448,0.5879591046234587,2.043350367160657,0.44753992891748423,-0.7567991872234445,-1.0077609148719695,3.1816912561976047,-0.0867613537413811,-0.34691259909939864,0.5972136651532114,-0.6186430438859213
SIDM00251,-0.7126419066064845,0.8598122597099076,0.3262209976888806,1.8520665877652762,1.0127039039978598,2.167023543719562,-0.8074385963963618,1.1664935854569352,0.9968949270307409,-0.6341346700003854,-0.508592517850403,1.7210473298567899,-0.12970685425235975,-0.9091243542469101,0.0825545093142483,2.6112034843137413,-0.6194081017260095,-0.8330694967723724,1.1526039054739925,1.7639674386477073,0.2803783522797874,-0.5020898048948089,-1.026095675597405,3.0185218890086545,-0.02222678980987953,0.6420802826766109,0.6747884116275189,-0.1752400256115484
SIDM00412,-0.630714219147816,0.6116622268950679,0.44901733842933206,1.3566495146229525,0.7862359162149266,1.3696238998605088,0.0014539718179507855,-0.6467220149420062,1.4884850368101117,-0.6381236716395264,-0.22468509889567026,1.923702536676503,-0.21741949414180478,-0.8448291377395163,-0.36336678869431416,-0.666521454756969,-0.7498438141809828,-0.8641361984672032,1.5022894526891792,1.7837872256514056,0.24399612452193456,-0.6565257192401968,-0.9474182649787821,2.791949976917336,-0.05594522823413291,-0.8590837282992972,0.7529752466359841,-0.7975564251072774
SIDM00023,-0.7060890497502547,1.243371823120877,0.5073138485082562,1.9592025282949261,0.649224647786217,1.0992303424145902,-0.7900195607267912,0.42900580603789623,0.6892220110944809,-0.30413346546340303,-0.009405655753507502,2.030519327542189,-0.4594856298998987,-0.8908889460080676,1.4978475508361357,-0.6151792195180735,-0.8139584473487554,-0.9297021984233887,1.431058774188107,1.7543822150914545,0.5254356127220261,-0.7540195974087617,-0.8657983605090288,2.703283636697978,-0.2157783078744011,0.8821970174548535,0.7434415196941886,-0.7218466900423175
SIDM01198,-0.7954635578689507,0.4431267011174729,0.18344342404084313,1.6750602065838465,1.256548288492223,1.187072072319496,-0.12583680366641456,-0.7756591157627206,1.1835166992316553,-0.5641529835909413,-0.2354861285481687,1.95376690322678,-0.29897976128024256,-0.9052400689675794,-0.4282270944899396,-0.6495120729977479,-0.08314050018480207,-0.7802795781094374,1.7965837775238547,1.7927376051391497,-0.1113474172428823,-0.5706191770395408,-0.8476653277869952,2.6251251330577703,-0.31613046014281015,-0.8455043857250566,0.6932536524731792,-0.7772703323215144
SIDM00441,-0.7117071186182248,0.7855116809429205,-0.1664885564327202,1.5272169059337133,0.9083562047905224,1.4245382753775329,-0.7602836496835577,-0.7785708219545845,0.8823156582439143,-0.6385076617147664,-0.3412197895028911,1.6379688263964725,-0.11653926191456818,-0.8001032290003697,0.4225204006028675,1.5404414415002619,-0.6329987193012745,-0.35345418473795426,1.4043638594682464,1.8440056895031673,0.21791913356986137,-0.721101523687286,-0.9679730798810094,3.155448405561575,-0.16620249935148804,-0.8649974742530891,0.6725152023411634,-0.7669895096642604
SIDM00388,-0.748633917655552,0.6944670398715792,0.2324212133263376,1.4792953934858803,0.9554054280666495,1.430104927052039,1.5701878677854797,-0.7431200799513268,1.2047303670061298,-0.5948245993053375,-0.4766858736515618,1.7125222612692896,-0.11143382784462398,-0.6670522031800131,-0.4234880142565267,-0.5568008547913512,-0.7371959597029517,-0.8617433969542946,1.44732526472142,1.765561752545172,0.5723722004418773,-0.7244977110889107,-0.871361981472973,3.232106482237082,-0.4821065576940869,-0.7863023219560606,0.9284401574970488,-0.6061357383053976
