,NCAM2,EGR1,NCAM1,ELK1,NOTCH1,PRKX,C6,CCL5,C5,IL1B,SOD1,STIP1,MAP2K2,HSPA1A,MAP2K1,BAX,PRKACA,PRKACB,PRKACG,IL1A,HSPA5,PRNP,C9,C1QB,C1QA,LAMC1,C1QC,MAPK3,FYN,C8A,C7,IL6,C8G,C8B,MAPK1
SIDM01220,-0.8267894210850752,0.9066405218004975,-0.3384174998589251,-0.5370504242744903,-0.6773260267458855,0.154566422275779,-0.8895109642170256,-0.7998701439300868,0.030252711336741636,-0.5613318139007354,3.0296150589152946,1.422274891782828,1.3223752177449606,2.779649926938266,1.5923898465122093,1.4136608608523622,-0.6461549513326411,0.1559873791918001,-0.7774305595463586,-0.7325699877345857,2.1810989124770654,3.0256210519507163,0.753056172035351,-0.8038926554985864,-0.5468029750343302,1.9714446396621066,-0.8724953860043436,0.4375825538700083,1.3589064077387767,-0.5307598064005107,-0.8256282748241656,-0.5658024202546356,-0.6108184678438899,-0.7245467351152334,0.9433086825105012
SIDM01259,-0.8368811308740595,-0.2516919520503387,-0.7497578937706604,-0.41135745466826035,-0.6497754902618059,0.5283788161631312,-1.0042058200760642,-0.584264485825347,0.5204303374361647,-0.803962931340438,2.916132279844104,1.482320652271836,1.2125975047785953,-0.89512937929577,1.9059594813866747,0.7506334841847124,-0.5722936442210994,0.6304502035509909,-0.7955987037465121,-0.6811644617425011,1.92343064170956,0.7810882401661773,-0.9176800814094,-0.7853536053484179,-0.3820609977161645,0.721466636031377,-0.9470886256974842,0.4252921746572089,0.662091653048446,-0.703350606292503,-0.8558914816490694,-0.7725854661996051,-0.6608594794318086,-0.903071199785462,0.661571715709272
SIDM00680,-0.8724014988593446,2.1779523409069723,-0.7244652167841273,-0.6903438105355649,-0.43953393265940566,0.03719462490501005,-0.9439407286658916,-0.8192502278320586,-0.2854782333152047,-0.6408117734968791,3.1746009950149707,1.247232298964197,1.6013220475452317,-0.2971985443239879,1.3505116124150547,0.40724453467325356,-0.7556475724053562,-0.448164361426828,-0.7472111616108433,-0.34931955382616736,1.7076635464411876,1.557077903807208,-0.996697567907584,-0.8727350543699626,-0.36584833960094176,0.380815478686025,-0.8642921943453433,0.6237229778160193,-0.18120755956446954,-0.7588093119391229,-0.843347561613138,-0.7889575883559049,-0.8124359604217264,-0.8371873341232676,0.5112966021053665
SIDM00346,-0.8585137482252811,1.5116113825744735,-0.7376403036867443,-0.4758143417623047,-0.7355733796992885,0.8243755021185806,-0.898421478197997,0.0011533790154446939,-0.7025450995375985,1.6696487733102636,3.2991253692633298,1.6316275964622153,1.1535964229094533,1.3251121540416888,1.5519509042676245,1.033615414431609,-0.8024921399976537,0.073071550382608,-0.7594142082357435,-0.30988216634363436,1.5556717207789532,1.5145306927739302,-0.9737535602661466,-0.905328894118949,-0.3791244708137486,0.5944897869087843,-0.7714979586752075,-0.2642456868676863,1.2005477658408639,-0.7300666530271936,-0.8757326339822892,0.4679906975346998,-0.34742849645269686,-0.8496720535220559,0.9343269874902019
SIDM00129,-0.6140228257462117,1.8416333270746612,-0.5928663593959965,-0.3195931457927334,-0.6017967754150496,-0.6016518004415636,-0.9278213238091844,-0.7408549823203816,-0.5835309205392155,-0.739354236131141,2.9568572089362224,1.4951277377005876,1.874183877319187,1.7737000769281768,1.4987044940330958,1.7647004943610154,-0.6006373428378766,-0.3443960743946103,-0.6702369407778614,-0.7480588626021243,1.9551235519256187,2.3801094846088726,-0.9378721754978848,-0.7916376681040465,-0.07165875888594596,1.1845308726535355,-0.7993930620706498,0.868560868932791,1.921767080941662,-0.7044261247824732,-0.8079612154541683,-0.7301740408981034,-0.5586000206864283,-0.9317629247096916,0.9227732044742636
SIDM00627,-0.895158970330839,2.233590639542725,-0.7477497567615495,-0.658789939252612,-0.49170632351335664,0.6991695795431815,-0.9099062243868742,-0.8066667067769132,1.0338559143556048,0.19077875905934544,2.6945581787705373,1.1032119399080864,1.1174538802699125,2.758377814535141,1.856342930285748,0.8380410021044015,-0.6307909118086279,-0.15157454870850082,-0.7450940639126921,1.9622752636710772,1.6850119846773137,2.5117433690695408,-0.9596822848517809,-0.8881383447644817,-0.47415089229742097,1.3377406162955097,-0.9167689637036206,0.15569508158651568,-0.5033607609917736,-0.7756101172566504,-0.8570207260903476,-0.7843418050306592,-0.8624440750662178,-0.8564637784283371,0.39673708599935126
SIDM00293,-0.771231636369365,-0.14525471909616686,-0.06792386800596618,-0.6488611301260417,-0.7404711394155615,0.008597208088247377,-0.9801785904468234,-0.8849475030475906,-0.29635928924453003,-0.7588993978196096,3.1158593553507234,1.6999503813491303,1.0037754128548317,2.7557511685965386,1.5977661685513795,1.1575828323571316,-0.7091731469380524,-0.38260890987641955,-0.7776781679784098,-0.6747682186046134,1.5340617831123926,0.733832086831234,-0.9982752042097264,-0.8988441700971073,-0.3404877139468314,0.58007602642472,-0.7640639658582754,0.5292446765950288,1.7099914345547464,-0.9157817559737175,-0.8581499633574149,-0.748952179127133,-0.8108949786412558,-0.8335538731491223,0.18511453785971513
SIDM00274,-0.833855037503882,1.8417460231202605,-0.7694640140274795,-0.6734066407430549,-0.6552556834460974,0.10015504264348793,-0.9700739731431542,-0.5619406176751132,0.2099980086375513,-0.7522295407856229,3.251274647268429,1.5578945959917183,1.061673077793126,3.054691701646798,1.5571609889723765,1.3133246452009952,-0.7329364093908018,-0.04373781534050299,-0.7320964790691111,-0.2638001367252694,1.8382392948096746,1.8897617792779653,-0.8973993290863972,-0.8302388699090276,-0.5834230013046487,1.814961031307807,-0.9089926483681865,0.8609591395071731,-0.4239932900697592,-0.8227299988458758,-0.8545605213608538,-0.6865162668857072,0.2556505638344026,-0.8409926070612582,0.28298048467972114
SIDM00544,-0.7092238148039173,0.2943630520882732,-0.25687020288191836,-0.6539693307545166,-0.48083218223373786,0.46732758323075674,-1.0067902172609986,-0.7745622372864623,-0.7034377933466368,-0.8860720643757906,3.1361214634178123,1.9671704139159705,1.2287191333742484,-0.8051295724243451,1.4162642472558187,1.724287712769786,-0.6431415851443453,-0.6265922807108238,-0.7229178406042138,-0.6661790746350914,1.619872574434856,-0.361941761527728,-1.0049797014765485,-0.794870090049603,-0.5161949778870489,0.8302798638123721,-0.7938516006068188,0.25428830946361247,1.8867610136807733,-0.7468100894599567,-0.7533142998568824,-0.7944562662683051,-0.7798299761040101,-0.8835650407927337,0.34194095992801976
SIDM01006,-0.7974408551139905,-0.3020405457511854,-0.5652276181519922,-0.5370323741470786,-0.6881313664817962,0.5132655557882849,-0.9078324820672883,1.0942306913933577,-0.6514687139913898,-0.7828251152200482,3.155745215655485,1.3988866240389093,1.4519463606861311,-0.7734988934234767,1.9441877655330235,0.8346759259474378,-0.5977011231405412,-0.5320870278896562,-0.7202638018279636,-0.59833476342004,2.4094728164345818,1.500325147923285,-0.910963247129804,-0.832402997101354,-0.38418647343131235,1.2984493579615737,-0.7927398142582069,0.5131363004391298,-0.2262313647744722,-0.7109373368621207,-0.8096561958526801,-0.7223846889068333,-0.8066069104535185,-0.8085169069918343,0.29279656736300863
SIDM00302,-0.7941840335994251,0.1905798562703189,-0.3954200616204412,-0.6795580925836396,-0.7413837639454547,-0.022488284169590114,-0.9076109590015174,-0.854277996147741,-0.6197782246538835,0.4012798374937655,3.203095066396787,1.639702902815382,1.1744029230507615,1.4827408740179497,1.857301569622983,1.6969800945275066,-0.5996359589742135,0.08587870523840346,-0.5557443254976033,-0.4509697244290667,2.24041317576703,1.822458847651954,-0.9696031562963963,-0.8583212434462084,-0.3500413967414616,2.278959284507763,-0.8425801846486712,0.29834095690426776,1.6564247806024,-0.8083828603373185,-0.8523768404707687,-0.27382669690812234,-0.8566760573504956,-0.8186416370120644,0.30552057982020114
SIDM00549,-0.8070625193785421,1.705336078714298,-0.6685138753806624,-0.6311881197132404,-0.5593531721169743,1.672539659600687,-0.9642048359304861,-0.839522619598583,-0.28381307029272457,-0.26664733709424393,3.2004747335658568,1.6983592877303129,1.0545264775861316,-0.5417288736670062,1.5206421542175,1.6121645376242,-0.6982434602985622,0.22204420473955983,-0.6327435225158272,-0.6950360710362512,1.2974206680291194,1.4105646620241536,-0.8365493636113476,-0.9014322654760905,-0.24732301420102698,0.049181117962807754,-0.9192825421269826,0.232767785054096,1.007187074341149,-0.6060807651121499,-0.7969540222319159,-0.6951421824287158,-0.7471610311652815,-0.820138059020506,0.7819746410335382
SIDM00292,-0.31960897249035874,-0.2313389941386587,-0.2670718686249691,-0.594256089556038,-0.8597383277280147,0.1974544488279704,-1.0713608652585764,-0.9073549063182772,0.5280144688598052,-0.746983570655162,3.1004356148990966,1.3392129238237354,0.9367488097321788,2.4698853365999245,1.7060956894158972,0.7528118442311172,-0.6092536149944829,0.54207210371247,-0.8523123587033209,-0.7302486470576363,1.6282239476265374,1.8012346516030535,-0.9847313569367364,-0.967192377102776,-0.4767596114371506,0.46062926900814555,-0.9871744783477595,0.44231475732677505,2.125192977896258,-0.774607986397549,-0.7718894539117769,-0.6782370630398731,-0.8704526581666178,-0.8975210036120611,-0.011646523079343666
SIDM00623,-0.8163528175658269,2.396284221830416,-0.47977970615046983,-0.4613800077749481,0.050494401425473075,0.7173971127576817,-0.8864780293404098,0.933910434723153,-0.6511377752445991,-0.7963840218732445,3.0944086016042065,1.5044399945559876,1.4666733424733587,2.652317535469793,1.7345539942779722,1.331975621627508,-0.5584879508256604,-0.5619049190212783,-0.6739535440110509,2.6450271135360213,1.739307011508237,1.2410291286632398,-0.9526311907010017,-0.8533664899466495,-0.3526037696338702,0.09311504276180048,-0.8557988991454684,0.7823634761766681,1.2447845919109044,-0.6441122257687584,-0.8489660056332223,1.9510152133584198,-0.40137361969064694,-0.9459931373048595,0.43798161741017766
SIDM00638,-0.821861464739985,1.9540001691038427,-0.7282362272071686,-0.5420223141800377,-0.5211639296969717,0.23536236259107327,-0.9341456370229366,-0.7681955396909084,-0.7412664177816036,-0.6090173048286928,3.0136019414516033,1.8510267034873167,0.8028746038460893,3.1661164887898585,2.1655214911933305,0.6330089848882705,-0.7348592667405298,-0.38690615545449186,-0.7502542632298953,-0.11787615084265778,1.981222997059807,1.8029545047438724,-0.899457641516534,-0.8792667309189114,-0.4290124664989659,1.1448627756178051,-0.9609140444894159,0.18247508982073815,0.6523577922302015,-0.7004187744151542,-0.7870701477942571,-0.27191854859441245,-0.6836616931598403,-0.8700824373188033,0.9259140255380771
SIDM00527,-0.7256749869474555,-0.03607727000954777,-0.4809613775352015,-0.6846294071970994,-0.6797245658600957,0.20384840991337766,-0.9121970552509621,-0.8346404771795861,-0.07211882865640701,2.803074724074463,3.0425813987009156,1.5089314629588706,1.3463096573320759,1.8443631714154995,1.6380648837668303,1.9153342733770267,-0.6840624316891699,-0.07928408937720502,-0.8675184960628608,2.271426313646954,2.0700269177277124,2.904803962540372,-0.9625664848727332,-0.7884408177218114,-0.37134964352656424,1.3031591587734241,-0.7972122037926618,0.3222163079127865,1.1153650269973936,-0.7004253208271244,-0.8362180121706478,-0.7460652897089575,-0.7290128425724894,-0.8361888947357405,0.505479272291809
SIDM00976,0.046293955971238074,2.2216414140940537,-0.4646419719974165,-0.6455049312700041,-0.5449857529182487,-0.5833618978251223,-0.8824197707894346,1.659738195225763,-0.10289423225547947,0.9873056402307061,2.9347742655975697,1.694699890513983,1.1928096150787189,2.9221690990115574,1.5715426905628138,1.630162267479689,-0.5873404229592467,0.22199276159385442,-0.6739760282514191,-0.6031884010991688,2.0864067678301317,2.557841927780663,-0.9903825679929225,-0.7614612993877705,-0.45756958629159816,2.0602032245129163,-0.8935537695298642,0.27667755568106206,1.0665649869506517,-0.7897254207505845,-0.8201277764125954,1.8190574359561442,-0.6982929914109295,-0.9995628259082374,0.6122684569414987
SIDM00316,-0.4178938114859773,1.9078741779551815,-0.6688169499802351,-0.6083110414078435,-0.732497991387908,-0.4772317096664239,-0.8785876116353675,-0.41652628131814035,0.31263289171351866,-0.8526145453273405,3.03866030645136,1.5366969747054435,1.2046594129309516,2.4302016729290163,1.6834200368446388,1.0822168869802173,-0.5296445640565808,0.447437734000962,-0.7320429691205392,-0.8487738019061078,2.0946676881603836,1.8932415814558219,-0.8964914402777019,-0.8286895162418333,-0.2881814309481114,1.972020526844387,-0.8465845571128608,0.4661422621574193,1.4920085017109848,-0.7172159991958625,-0.7670931364253711,-0.31514241037179824,-0.8129583427861988,-0.9584828368014985,0.7788891255073044
SIDM00326,-0.8847488000786065,1.6651719091123731,-0.6086703232555328,-0.7431712200549143,-0.515798144269418,-0.15103308474951463,-0.9134805535009316,-0.8185000810098514,0.02482796134805205,-0.7909835528180315,3.2024797447907036,1.8014465383584022,1.5841031760758948,2.452200569012161,1.8770430806085567,1.062421098161254,-0.5575752917986075,-0.12334740255078583,-0.7031242683627452,-0.6363623376724652,2.315799673680134,1.650182135302459,-0.9667323382912596,-0.8387463523797639,-0.27069101075746915,1.3371211430516143,-0.8165294884801048,0.12396692713668121,0.43029817366174866,-0.833978766455755,-0.8574348847750947,-0.7229858502597675,-0.797546957113036,-0.891976622095935,1.041065527071637
SIDM01093,-0.7711390689828147,1.0029899628225487,-0.6764086309477259,-0.5524492269758671,-0.6397591663391891,-0.32829002084547715,-0.8846659655775816,-0.5873864215306347,-0.2807953033406942,-0.6237462800458395,3.44240379372469,1.7736992458177612,1.0544291635015848,3.12786846046866,1.9431617853497982,1.3468123968192673,-0.5656006813858864,-0.08158265022247993,-0.6433741249487308,-0.5418151538615847,1.928237341642381,1.6462956158625004,-0.9380293048116362,-0.8180982786212427,-0.33211852243928974,1.417096245058232,-0.8373832698810354,0.009041848105836194,-0.5386989706244542,-0.611536464899514,-0.8423708491171349,0.9617986877874464,-0.8781226742102861,-0.9081857406952373,0.873695986992817
SIDM01098,-0.3910958617049586,1.2206885976099953,-0.26845198335273834,-0.6899285782968337,-0.57878118357039,-0.10225813665867083,-0.4816471145433706,-0.744506923221085,0.32990599035975265,-0.4414803111302152,3.2363703466112446,1.5746797397504315,0.9829810687253467,1.816227744209823,1.3522002296757216,1.4371129328496262,-0.6307543477625465,0.23600172197632563,-0.6578592213058053,-0.6427608077696915,2.1391744776734667,0.9944924634732423,-1.0172223360320845,-0.8096833600488809,0.08937922210731533,1.3724950190647216,-0.8792836603931483,0.31619423431814414,0.9816573662880929,-0.564481726168068,2.5142370698137397,-0.7938431472007407,-0.8080386632497304,-0.9692494813317787,0.15425779103500303
SIDM00424,-0.761531770867021,-0.21663846705683243,-0.6243599738323291,-0.7233551494544578,-0.5648320825627305,0.2564459621160645,-0.8888332803074903,-0.7016655617555753,0.31501324213195697,-0.8528780825926445,3.292350982432621,1.5828640851863265,1.1552842183049115,-0.6707901798146723,1.7211087953173017,1.0809578079249462,-0.5987026238127303,0.5861291732838557,-0.6700626866594659,-0.6896315359568226,1.2230953926493857,2.0596721430266407,-0.5615753302967649,-0.7250189728219857,-0.2901082006081023,0.5514968230216968,-0.8455358067608966,0.2699574907437687,1.3552860477577806,-0.7070448984855724,-0.7341337355036287,-0.6447375469928845,-0.7780842891825531,-0.7219809405642182,0.6825314102762445
SIDM00973,-0.7957272389463542,2.626075584159414,-0.4492495632372398,-0.542041654680539,-0.5461701145864614,-0.5781445402493651,-0.8623804185999157,-0.5346256863682602,-0.9364641787115389,3.4577314011501463,2.804327754145405,1.850603980498399,1.245157490610311,2.651295933431865,2.078336054909063,1.6003182229810815,-0.5791698705269229,0.3473519070699129,-0.6972262311469584,3.5488378089319634,2.532021716548294,2.4277114633824484,-0.9681910833231488,-0.8040796797117667,-0.33462424589471956,1.6305044057834115,-0.7070759807988731,0.26299035004266214,1.2902995482442445,-0.7271349492147504,-0.8179118263749718,0.7561711781248741,-0.6914605379741379,-0.729956533474847,0.4939504917971366
SIDM00411,-0.7916469514133618,1.985834325715314,-0.8107542187474298,-0.7110116142039418,-0.5436653569307867,-0.1368365967946395,-0.9219524799129563,-0.6810417292862292,0.22147346985686384,-0.6996271482455072,3.1232186554576407,2.034612003933552,1.0886194474913808,3.039244658737543,1.7888611545285729,0.6869096212930154,-0.5792731028085144,0.05872301206956856,-0.7617971892786949,-0.5317717158905562,1.83882171091021,1.42808239526421,-0.988681692105281,-0.8291412630383062,-0.20146024380821861,0.39031638391335294,-0.7130821563147455,0.29408953761611967,0.7216324681509906,-0.6447619868727519,-0.7787711371696796,-0.8581303679264507,-0.8447599347466168,-1.0180599048165486,0.5572808769470882
SIDM00374,-0.2705953163317599,0.1716702327219046,-0.6742184286969151,-0.17216890877029897,-0.4799960769087294,1.1253683111246264,-0.9631897071507202,1.5022658428066484,-0.2659156106629738,-0.6887703019379574,3.0515757418057645,1.2367004909121335,1.427518526478996,0.8419807192307607,1.5722768084774918,1.3052237032852945,-0.5929376015708058,-0.3907805456444017,-0.5757327606995932,-0.6967487111438373,1.8064635666902147,1.2585689559433142,-0.9982422876099947,-0.7736564135324772,-0.1865185058951093,1.440160832943616,-0.9215452169261181,0.27675907204753203,1.8993040530916745,-0.6708310096399129,-0.7660656088641944,-0.8422279228602757,-0.7889167256026253,-0.7714409420412989,0.8211021362360892
SIDM01160,-0.8220178447124056,2.5144601267104094,-0.7031122767154777,-0.6144902526678276,-0.47642343764082046,0.652355015604184,-1.02312273449832,-0.7822173465561567,-0.24419170976112337,1.3522365667481664,3.208591961433419,1.7699674486526988,0.906562482742119,3.018837187064947,1.5835805790319222,1.4412057924484063,-0.6488669208218688,0.08867773003023012,-0.7410081200770616,2.529012834072656,1.996512624008981,2.167451868514839,-0.9725060369322102,-0.8536134385393526,-0.397353978234899,0.8629209063596285,-0.8610797085868555,0.5403615228783089,1.0945236128270053,-0.7064804542373458,-0.8061375262016541,-0.7318444639267401,-0.6401472962829406,-0.7747630673519559,0.5611164930635762
SIDM00145,-0.8538868747466125,-0.1270863266301245,-0.6586166488344188,-0.5451554120016289,-0.1504267352936245,0.39227563958102474,-1.0654105160055594,-0.7836721841698687,-0.5215101411132129,-0.8883828127932825,3.119532215464919,1.5540055423989152,1.2169315484563663,-0.6558621551565047,1.5487298119161192,0.895266782594944,-0.5684254203298734,0.4627747086694522,-0.6495473508099362,-0.5509326187447101,1.1950043178542178,1.2572028355167457,-0.8089364060617107,-0.7960092699747714,-0.27884159904065337,-0.5702021995323808,-0.7078103284138998,0.198899834687351,1.493413784624631,-0.7138226630065028,-0.7780714888742849,-0.7107507841220225,-0.7152943838642435,-0.7733313314370868,0.8420866888486146
SIDM00975,-0.33193957568747007,1.0078628838187482,-0.1900915242486247,-0.7471496689239278,-0.7395169808172893,0.07646761142610838,-0.8106829352950514,-0.6941481222923288,0.5841560832675999,2.4294709838450252,3.1351624048700986,1.055985209893774,1.4548694000788078,2.4951166624500276,1.3397936473136476,1.5383538132540382,-0.7129513268345374,0.1302684342860775,-0.6968705428307354,3.4754754341240486,1.853154639022801,2.3422199695057744,-0.9054822846326079,-0.917610781537001,-0.4612639412665034,2.255623414779725,-0.8842823299936353,0.4109762991444716,1.7547996205250413,-0.8631986671927395,-0.7725208419517535,-0.5275350868116406,-0.7729173753195125,-0.7932392846150429,0.44080813700183863
SIDM00971,-0.7947800939877365,2.241769925128558,-0.6689362982589573,-0.5589394811630843,-0.5841349931253361,-0.03413416628771919,-0.9765289112512057,-0.7444149942436177,-0.45197761317243973,-0.7869373062656893,3.476904851106084,1.783418181763888,1.004694247177376,3.4502033973684547,1.3377841714965912,0.9940226168828632,-0.6853433771426419,-0.3437844388770699,-0.7179053551326012,-0.6777237116545126,1.6786476417502088,0.40594327700455335,-0.9967389875305337,-0.8333426068117342,-0.19747597381736115,-0.46663179793872006,-0.8959913646209359,0.44753992891748423,-0.3506098150720879,-0.626287956896345,-0.8793840446422739,-0.7163314235034474,-0.774435622160945,-0.8354211449770803,0.5972136651532114
SIDM00251,-0.827788767754343,1.6548416994737845,-0.6961553120635101,-0.6563972695282327,-0.5214031348276449,0.1914279323478265,-0.9330635133213663,-0.30678740928944925,-0.6608466936700994,-0.8373984251338482,3.377508539133328,1.602689460589208,0.9968949270307409,2.259360489845871,1.7210473298567899,1.4212747588130952,-0.6706223512583314,-0.7860825150219598,-0.7028556683000666,-0.7373654104517289,1.5098275105448922,-0.7122157505224445,-1.0286193816376152,-0.7903752051038849,-0.3869445507591598,0.9847558278607692,-0.7584793056483962,0.2803783522797874,0.4451056657933471,-0.6905412622350484,-0.8282790241305926,-0.7452554315338654,-0.8473330394229779,-0.9063737585616009,0.6747884116275189
SIDM00412,-0.7843150820757426,-0.20572501559218967,-0.6501802966276397,-0.733131190172721,-0.7109884411953947,0.7484343159922919,-0.8988983976750867,-0.7689950411207825,0.247210794419507,-0.7529631557120164,3.50828972547154,1.660104982784507,1.4884850368101117,1.549231989393508,1.923702536676503,0.9457089841240156,-0.45263213959623144,0.5262312496480457,-0.7710908753503436,-0.7323321901941794,1.4234075560148185,1.0326095383069391,-1.0416016779571589,-0.7987603836906908,-0.22645451990396617,0.3365881608651317,-0.795119984767882,0.24399612452193456,2.2020647390532253,-0.7062239721211011,-0.8260070068967081,-0.7851049773280954,-0.7371622693352032,-0.9579881027902384,0.7529752466359841
SIDM00023,-0.6151893657404839,1.8386316648027161,-0.7018529813892117,-0.7858498688944019,-0.6584462842318669,-0.1590023224876967,-1.0252132212623835,-0.723536915034477,0.3531574832643704,0.5632106603009968,3.153331036324353,1.6689101973781117,0.6892220110944809,2.645471728655878,2.030519327542189,0.9317139392195614,-0.6846741654886267,-0.004038120162351533,-0.8142666718976772,0.31071673560355056,1.9882990281394626,1.6641694292028135,-0.9830576158532346,-0.8499083109321025,-0.3599993068550694,1.7285037432847197,-0.956311881789288,0.5254356127220261,-0.2893400745144628,-0.7604731385960616,-0.8707818615607535,-0.7270748571794645,-0.722587135378158,-0.8753359973782276,0.7434415196941886
SIDM01198,-0.8180719828792998,-0.188433672413613,-0.6529942319209815,-0.6466017529505096,-0.6795648962665792,0.5484036650003506,-0.8181943273149495,0.4871679389472559,0.005680332733880294,-0.6099761217547284,3.2095502315337847,1.7438722862155833,1.1835166992316553,-0.3587760683211873,1.95376690322678,1.6536681981749797,-0.6239911362472775,0.89387920399669,-0.672701496247516,-0.4662582404932875,1.5684590113659405,1.88317040982218,-0.8913654784166894,-0.6721995864890021,-0.103479257548533,-0.5778207159567993,-0.8437959404814954,-0.1113474172428823,1.468149651460871,-0.7491792798461397,-0.7941772868022137,-0.7307566788222307,-0.8107462058529816,-0.6903723006950033,0.6932536524731792
SIDM00441,-0.42431226122876764,-0.0829661180854489,-0.45882797752088617,-0.6638953299458693,-0.5796531679521029,0.19047581556363125,-0.8638748935876438,0.9550252353768713,1.2260110026499653,-0.4975257898361602,3.0336728956174284,1.5725478422956036,0.8823156582439143,2.1475319277903733,1.6379688263964725,1.1931168663496197,-0.6950698302563304,-0.3497786317093211,-0.7522303879405415,-0.6480118305416294,1.5389958456883375,0.36519859939859894,-0.975990520617953,-0.8568993509295709,-0.3424795598101357,0.45239587589818175,-0.8096590619592691,0.21791913356986137,0.7710584255745975,-0.7087958690567401,-0.8172807557716596,-0.75778519894246,-0.8449983508067236,-0.7685684817351705,0.6725152023411634
SIDM00388,-0.8128374333741004,-0.3869715335829115,-0.6511103833902538,-0.5886254684269168,-0.5685606555236655,0.5980110854963687,-0.8562222636289557,-0.8546921957660542,-0.15566736612694967,-0.7722874963841136,3.5346857815156447,1.4896515624412137,1.2047303670061298,-0.788735430075418,1.7125222612692896,0.8146178185315088,-0.6775957139834305,0.21801590752890768,-0.7678739286596954,-0.594611730764627,1.573009265634698,1.796002746413827,-0.9010575703276887,-0.9055172143761232,-0.3793802244472927,-0.792609797286565,-0.7989633665633763,0.5723722004418773,1.1015296313613843,-0.7479180653809732,-0.8265576784140602,-0.7845915575841385,-0.8785403403345233,-0.6858801508826623,0.9284401574970488
SIDM00417,-0.759595044652165,-0.08311877265437538,-0.6565673011582248,-0.48931113548525873,-0.6659147168028821,-0.5989817084548059,-0.7443927373733934,0.29598209894877126,-0.1746148250462037,-0.7650061832900908,3.4357252454322933,1.6310095955320667,1.656926186304912,-0.9044771503824401,2.7237491960244142,1.4219556843775967,-0.64218130082424,0.006516019009279001,-0.7862423304297924,-0.6240366351463911,2.2368249948031895,1.6370525507384985,-0.9744311026861191,-0.6592248441332407,-0.17936533708396166,-0.6450782025590348,-0.9717194319405272,0.4225111425389809,1.110586017206765,-0.735307781011632,-0.7311025628801755,-0.551079018839901,-0.6176583910385859,-0.8003824351564709,0.7427641389540123
SIDM00416,-0.7998373444105655,0.021460710563034745,-0.675884736053124,-0.5283933896604025,-0.5940072618086388,-0.007080998000452269,-0.9068856073239455,-0.7337887035973639,-0.40534727918620744,-0.7359509266107837,3.391179191193481,1.4230023848302542,0.9253651445059826,-0.7721166221788088,2.104313696543735,2.076681419964335,-0.6199587498172273,0.7085721346964974,-0.6987111118156003,-0.5608658509077454,1.331182739358025,1.461362840179943,-0.9378048797424577,-0.7291829117624254,-0.00010049210775076675,0.05470709981193331,-0.8005881164669405,0.26775012341714366,1.102189411533193,-0.8082110271351922,-0.8459120283488102,-0.5528204067079899,-0.7744655796781863,-0.7906619701036433,0.8667469324557886
SIDM00974,-0.7908929297361126,0.08363737456350724,0.018206625635359037,-0.6055423039496383,-0.7289222486030164,-0.2795554628966055,-0.9525266074002218,-0.8793824226555925,0.3308366258938157,-0.7518571331503797,3.2098033228575638,1.645951115425071,1.3294244801994635,0.04496357111749536,1.5328643295946152,1.3945113699803604,-0.6639295540950342,0.08425949554272551,-0.7309450072744048,-0.7091626573894431,1.8127304340376824,2.952192183794775,-0.9962297264864164,-0.8233175569181787,-0.3760605344436091,1.5403112223544282,-0.9118256157134723,0.3912000676401896,1.5226003767568743,-0.7313812397716591,-0.8447524179644399,-0.7014095024632591,-0.8720783392658454,-0.7214318041114858,1.1988799497287221
SIDM00833,-0.8158908018436364,1.4796566033109173,-0.7659044255737949,-0.730009778274692,-0.595271266687793,0.1412316871544378,-0.9589363851764324,0.047177415843143757,-0.23723375713040565,-0.3925438711764995,3.0665958734266985,1.5326574208817505,0.7373018763565032,-0.5946172211444252,1.5792245430167704,1.1443728399366575,-0.6863881242153143,-0.5387283441681814,-0.7050301531185424,-0.28268472169595,1.6737322181797687,-0.35744759763027856,-0.9813379116005745,-0.7134785891988608,-0.3230391349441185,1.0917182141897523,-0.8302294257953595,0.6975325473872664,0.5958672208493494,-0.8807455240560291,-0.8270960757231416,-0.7532267363850477,-0.7312297012018698,-0.9184739231998645,0.8545759788423726
SIDM00562,-0.7129476415409125,-0.3728632264633992,-0.6237324287395462,-0.664812463978289,-0.661698178561299,0.05910954444428226,-0.8697875959705187,-0.8942487463548195,-0.8366183884946123,-0.7581539457793354,3.1932277756715868,1.683820814645002,1.1264572080651725,2.8714021731501664,1.65056100250978,0.6254455780122952,-0.658945440935909,-0.35355387464906196,-0.7484535553112933,-0.7358403734918398,2.3051845254239014,1.5070721034674914,-0.9257967752180689,-0.8116314703327941,-0.46355170722045314,-0.17762722482684268,-0.7854003035009807,0.28119779578813636,-0.7304099557370262,-0.5941479314262194,-0.783543957472692,-0.5804343032368365,-0.7012460376528734,-0.8396336764549734,0.5401061929118718
