,CD80,CD86,CD28,C9,CTSG,FCGR2A,C8A,C7,FCGR3A,C8G,FCGR2B,C8B,HLA-DRB5,C6,C5,ELANE,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,C1S,C3,C1QB,C1QA,C1R,C1QC,ACTN2,HLA-DRB1,ACTN3,HLA-DRA,HLA-DOA,HLA-DOB,TNF,HLA-DMB,ACTN4,ACTN1,GRIN2A,GRIN2B,TRIM21,IL10,SSB,SNRPD3,IFNG,CD40LG,CD40,SNRPB,SNRPD1
SIDM00371,-0.8940910285653255,-0.8790845708258211,-0.9763250951318259,-1.0211325753755387,-0.6953407845948086,-0.8258361677858805,-0.6864173658954983,-0.8030061023691862,-0.9715893393359843,-0.7893276269646632,-0.8813881818892224,-0.8266017397351411,-0.9452866473286577,-0.9732098543072841,-0.7997887084905742,-0.9818812910201554,0.7617481061369471,-0.7027902985561549,-0.8264976667421294,-0.7308260019357401,-0.653479857059038,-0.645994076156599,-0.8476975442524528,-0.86832742238437,-0.19264856894849344,-0.6737859001294833,-0.9844374856743369,-0.8925324261046707,0.42707869400357473,-0.6362590448733878,1.0959058831119854,-0.6898082294196757,-0.8790175163381577,-0.7875858267129953,1.2150664143800107,0.7867437032281137,0.7468884224059872,-0.8249626344571452,-0.9216508288861701,0.10337717659664128,-0.8099746430858369,1.6642944611699675,2.2056395496929295,-0.987793711597834,-0.8340660310152966,1.0186947335950767,1.6364953079439126,1.0964371640939272
SIDM00688,-0.8577356022507543,1.3177255254440459,-0.9591267827759236,-0.9689932078398023,-0.6729201082783745,-0.5141981117120675,-0.6352536102608952,-0.8188270187395665,-0.8542344287979458,-0.40857204002275,-0.7401905696177239,-0.806386786451097,-0.9302171354541926,-0.841577150893526,-0.4908438667530337,-0.9330163410341088,3.154014040243221,0.41365976771765356,-0.7427255376354684,-0.6603382221738627,-0.7580227035069298,-0.8935986284764956,-0.6778424507059557,-0.8337984222935255,-0.11744625995597814,1.1152946585079746,-0.8596183784255934,-0.9044447437100053,0.7533507516396525,-0.7282770764668411,1.660134018882292,-0.4826930458296299,-0.8441936319383526,-0.6913707857556417,-0.18792989388395032,0.1719116687792037,-0.37364699586763767,-0.7222777333446867,-0.8327915748005416,0.7683928901705814,2.439768187913107,1.794186180904612,2.5264453912015217,0.462301136885253,-0.7009828179661681,-0.5052973433239398,2.5664635419839215,1.8160271312239344
SIDM00583,-0.8570101045253838,-0.8042069828115012,-0.9573381835145243,-0.8831724519061366,-0.6675835181295947,-0.8063874209450372,-0.7802491952421929,-0.8407040554977769,-0.9743303637119223,-0.7331458169550478,-0.8346386107270137,-0.8121612672476013,-0.9452017500237067,-0.9740473864325558,-0.11144482462861935,-0.8536339821739964,-0.5547292883087247,-0.8200650043658247,-0.8615932157532603,-0.8172364211916604,-0.7337162091998306,-0.8725159667154614,-0.7729981293668534,-0.9302933650858647,-0.22336162522108266,-0.7198881231148997,-0.8351755198357158,-0.8803467035466483,0.004795803228851978,-0.805583908077178,-0.8294694236865858,-0.761469977642899,-0.8590570063766364,-0.6586313676431038,-0.5905971753481603,1.1566761934499086,1.2795099355150308,-0.7150207999718626,-0.8333460122042705,0.3782980594451649,-0.8482907659466634,1.7977798894628427,2.5585300295732814,-0.993018491221179,-0.7536306977214771,0.7631809313487935,2.610207696732092,1.4490438584072203
SIDM00188,-0.845726562257703,-0.8146004045534423,-0.9741760416070784,-0.9433680736515022,-0.6755477003809172,-0.06360364689502464,-0.40053238534271696,-0.861291285418619,-0.93579699745647,-0.6941916729786382,-0.8702606281747716,-0.6846987937636763,-0.9049639928694598,-0.9212590090090855,-0.5020759026774613,-0.9294641163179888,-0.649594281572423,-0.7431932477595533,-0.8632760173309123,-0.7451710934472807,-0.7890312952625578,2.4185254638529092,1.0213664679990082,-0.7887909407760457,-0.33882336510871613,1.2985571569496153,-0.8064311102910348,-0.8347742015600526,0.029782749965375794,-0.7646863154846187,-0.8318151127754857,-0.7237542997653155,-0.8268017466481169,-0.7326263065827623,-0.5261448805609099,0.9363692646308857,1.9073322499770464,-0.9021028245689617,-0.7730247945901753,0.5234265196695006,-0.843905213369827,1.6102358539114965,2.243082106552439,-1.01493466274459,-0.7511602734120103,-0.07392694264358701,2.6071499562652884,1.3225547057106701
SIDM00096,-0.8178765637652234,-0.742250839517451,-0.9672944834034609,-0.9763036472815209,-0.7071572194077538,-0.7007139004024524,-0.5409170110767292,-0.8257321342267538,-0.8531193836972141,-0.7756036335789962,-0.81024814570845,-0.8980129270786144,1.7241488193992296,-0.8582111478201149,-0.606422382706126,-0.7924395165992746,3.0116314900378485,0.38361373370994384,0.9287327666095112,-0.7057236747808694,0.1428225471588688,-0.9818579870891062,-0.8044248165911356,-0.809564011746704,-0.3972249692987866,0.03426814096052732,-0.8139282678008717,-0.8445533405181714,1.7593675550320755,-0.8177327123173626,2.5397950298626166,-0.4082029401258241,-0.8748425553458107,1.0120988155140505,-0.03603354233080046,0.4762811968262559,0.5458508631595477,-0.7951958124632283,-0.9248087156289413,0.6536812203823313,0.7665023189990372,1.7227171490891773,2.6859134482150555,-0.8507346446072486,-0.6941212667790304,-0.6311685331782334,2.6624625020944985,1.7137797556115806
SIDM00379,-0.8657887882830679,-0.8552929216376346,-0.9493519795001808,-0.9449912548862852,-0.7786593438636348,-0.4509971464869358,-0.606475852308719,-0.7867691846687787,-0.9248031450155567,-0.6542497528463685,-0.8367629710589536,-0.7336754663460966,-1.0642087369022333,-0.6948964110033498,-0.43582207928602723,-0.9424931021849693,-0.5122004364457797,-0.7835919220547051,-0.8493473694969457,-0.6049979944939895,-0.7053242479211351,1.4283808033309238,1.231907404928015,-0.8275428565387153,-0.35983675274053223,1.1743479144151467,-0.7779592447690914,-0.8784800791585713,-0.38771373788805413,-0.647659124457185,-0.8353119217675524,-0.7465862437115125,-0.8785055915877794,-0.5162023590174551,-0.538124620551662,0.7758859530026352,2.1863099569500917,-0.8542302188169955,-0.8335784384681925,-0.08998873393015214,-0.7528532554159002,1.7473970556445195,2.483222612577252,-0.9432004458080555,-0.7941918825727612,1.0052402156394933,2.502976060917588,1.3955018083009925
SIDM00381,-0.8959360623601694,-0.8303483548938018,-0.9576185528906153,-0.9781195717098802,-0.7302437840490869,-0.6056376727335151,-0.657222765780661,-0.8976527725464821,-0.930038267740796,-0.8459137868019475,-0.8986070775886716,-0.8847379912812743,-0.9761013102660013,-1.010262096782251,1.4022518843345007,-0.9188682973876552,-0.7135290796619819,-0.8251424259454693,-0.811367567409246,-0.8024740472430744,-0.7871623248332795,2.007436029141458,2.212304133741523,-0.805688486563322,-0.47853414381946063,2.3173722979668763,-0.9472911910415899,-0.904705114859714,-0.1824329603980048,-0.7285000881270951,-0.6695421279600644,-0.7347266849421854,-0.8355825964139845,-0.76905384084125,-0.5128840119988834,0.2054913665849353,1.7260627322795177,-0.8994464351286431,-0.8410297393363388,-0.05560417421903926,-0.8789984454844127,1.6461986376581634,2.5025457228530286,-0.9244256192122593,-0.8502259085041423,0.6144157980253394,2.4509341177383037,1.7117475713322567
SIDM00606,-0.8697354608483836,-0.8609743924848305,-0.9626903739397108,-0.9665025961671918,-0.7375892540919452,-0.5895599525986631,-0.6928373241038044,-0.8787373620519975,-1.0447018018227863,-0.8571472939782437,-0.8559242101931975,-0.9308417554190713,-0.9694701575163256,-0.9531495035715092,-0.5583204875548833,-0.8927749566461157,0.5199368917202315,-0.6448801481021661,-0.7173459968639143,-0.7222569048072787,-0.7359124479232951,1.0128093703649952,0.4959231908162107,-0.8460770511543564,-0.2786242456213135,1.251959634818183,-0.8789759706051037,-0.9557797380004197,0.621058772478893,-0.807835745911951,1.795278461048294,-0.7683329385032562,-0.7654751447704143,-0.6825294072304487,-0.4531143967879029,0.22418023100276394,1.670653319083894,-0.8968082888191847,-0.9112131713743936,-0.04609359272166975,-0.8563866772554061,1.4673277596161312,2.505913945828712,-1.0215072601103412,-0.698115542633745,0.057984181024470914,2.7168469496437404,1.268645116119651
SIDM00541,-0.9196633353043576,-0.8582781200745916,-1.0024407045413533,-1.0623317853447123,-0.7461070323288728,0.16563194017874894,-0.7606974302834716,-0.8703534598150012,-0.9852175323098794,-0.5860999693613805,-0.8124332624343921,-0.7806071882901909,-0.87268476659728,-1.005635896476132,0.19624100421950197,-0.9208360994330281,-0.6401340823350246,-0.8047430665151929,-0.8186539849785908,-0.7853046716368961,-0.776181433406271,-0.5604744011102776,-0.8974751096881339,-0.8283978605434287,-0.23087590450958473,-0.6068222266623047,-0.8158591985784918,-0.9094863302703458,0.17102884602601676,-0.7395804374829951,-0.8987476677814782,-0.7239696891088606,-0.7951002486595277,-0.8203281204103777,-0.5216023462450111,0.9702603667541555,1.5545800477000349,-0.9637286206797934,-0.8846674873514432,0.03412918089530254,-0.7475674466089561,1.7395632763193563,2.1991171969017254,-0.9852474757987991,-0.7950279845111045,-0.6335168652779333,2.281516605232324,0.9877270653669186
SIDM00808,1.468105378999493,0.44483861872507746,-0.892958748873851,-0.9524551698749943,-0.7520712165103756,-0.4458963125490081,-0.4971025363261658,-0.7408732895333592,-0.8836978798897239,-0.7223113861010853,0.9459969875383601,-0.802562713418358,2.545013615078617,-1.0297215736383845,-0.03562999906097254,-0.8971495503504361,3.6102505765264405,1.737597647837625,2.8111086568547448,-0.7071767795261495,0.2855635795752432,-0.6523655141183807,-0.2983876502252145,-0.8369454859939139,-0.36603525801982106,-0.5625776290068226,-0.7870444621553951,-0.8415207607351457,2.7981687143441714,-0.5548656022985035,3.515327206202698,0.8668855863473115,0.4601509321125901,0.8887036768363806,2.394309740064929,-0.12424311766291952,-0.5358262477243114,-0.7246105804854575,-0.8779025571811608,0.41640014467527703,1.0778337162613176,1.2893159725957732,2.4369340462378988,-0.8382439793843309,-0.7250057229562459,2.287451308929498,2.50108097881856,1.221089047752964
SIDM00377,-0.8562378486512937,-0.8458401450028561,-0.9759356578710553,-0.9443444882772416,-0.8072265027389117,-0.6715724121217963,-0.658044322863819,-0.8826022157604808,-0.9672426617263282,-0.731030114605665,-0.8231373970785181,-0.7027823702549232,-0.9864996250789587,-1.0088141695872659,-0.5975753146969383,-0.9156234470512777,-0.6307128219650203,-0.772603199422558,-0.829455780747794,-0.7549824297103643,-0.7946069433832974,1.9995253264725161,-0.6083687606241417,-0.9007736173111984,-0.4035517611498278,1.7905664184710322,-0.885310832156134,-0.8393128109130764,0.11439510787697263,-0.7307964915649703,-0.8943307508295611,-0.8117166265009564,-0.9429937288545439,-0.5234491999232661,-0.5398384920657825,0.7344275445069832,2.514649430021041,-0.6661372853404598,-0.7903259207376948,-0.3705922350887859,-0.7451789553111526,1.6792127319310532,2.3751992213163566,-1.000603167659321,-0.752269544455046,0.9925005903366201,2.802933179528136,1.3688510694126412
SIDM00289,-0.8454000437127487,-0.8807045039080699,-0.9414086321986249,-1.0057496824281218,-0.6611944856128604,-0.12670078183755082,-0.6969485383732431,-0.8661307633907184,-0.9184694168427743,-0.7992233145305208,-0.7031689545130524,-0.7999105505303473,1.5436731101070122,-0.8626031447039005,0.6244220733937955,-0.8864182510134208,2.7768442034731384,-0.13848395204022465,-0.3819513983324588,-0.6843479269826785,-0.28531619027320343,-0.8267351170160816,-0.7864254684766074,-0.9029480965117216,-0.3163567653468547,-0.26143776581012856,-0.8650148369551232,-0.8856761957599992,1.1333163709889706,-0.7072718768419357,3.0285619835474553,-0.07650988050238411,-0.5767516974500928,-0.6846035315059483,0.2254574226909669,-0.1868341677592427,0.58956208694348,-0.889928357086932,-0.856401757225294,-0.1728286615864519,-0.802197862204326,1.5573548777552801,2.4483473361597428,-0.9951638748183187,-0.7304624950542603,0.0964519773617636,2.380307769258482,1.5336895263199877
SIDM00064,-0.8765784850927889,-0.8256878085011032,-0.9486517725231189,-0.9802072126502461,-0.763488232251742,-0.7199100910205956,-0.6736900981840773,-0.8565855997428763,-1.0244682140391874,-0.8010335586973951,-0.8400619452019777,-0.7007149196156474,-1.068442855938936,-0.8558882697526556,-0.7301844796443044,-0.8733142067460448,-0.31232675622524453,-0.6901806344734828,-0.9074385746993843,-0.6287852536705076,-0.8285754753562664,-0.6970034957322863,-0.7522565336385788,-0.9002795625307786,-0.36584649204765707,-0.7138225958933613,-0.8797681088191096,-0.8694950608483362,-0.18414476320126613,-0.8189842263579821,-0.8395945817159309,-0.6791738747913587,-0.8565189060338823,-0.7733828591861036,-0.5679013151458159,0.3938128441977903,1.5737917356174593,-0.8500714677344124,-0.9102873323587666,0.10238708066195366,-0.8086878522454867,1.6927583867455531,2.485652232672357,-1.0221583201482383,-0.7879857103140877,0.9984723061078954,2.7874523798106505,1.8113901901969804
SIDM01097,-0.863583370257668,-0.7964935134627598,-0.9286780510498628,-1.0320983366662804,-0.7195323119908718,-0.5773864023668407,-0.6880134501777934,-0.8209176396131429,-0.9460584835500955,-0.929566705302828,-0.81900224938319,-0.823129837686584,-0.9844945571979663,-0.9119873559626184,0.7697604516506223,-0.8752399876509973,-0.1785283053700342,-0.7100373182874854,-0.8335098216164629,-0.7368899603644743,-0.7010387857939916,0.03533870625777584,-0.8564890571461683,-0.901740304894949,-0.40461489989843846,-0.4064480295705468,-0.9810776066265842,0.06525627314501163,-0.05943673604107025,-0.5260213087569524,-0.879687752570604,-0.7490606075256324,-0.7936503874241753,-0.755836059273509,-0.21356751686643222,0.04793589941831863,0.9244961827886546,-0.820706865629145,-0.8793853412334744,-0.8057205322342487,-0.8037533061029842,1.8002197092069243,2.856332548309228,-1.0604610896061755,-0.7501394416979764,0.7789422744746448,2.820394764216455,1.4418119423694853
SIDM00350,-0.8370069643737471,-0.8549347408373366,-0.9451798668523916,-0.9435061705281812,-0.6747800532943893,-0.712301704257689,-0.7923370630114391,-0.8743137109819549,-0.9378455077560997,-0.6809964465474857,-0.8370596409006497,-0.8288734831421698,-0.8391260139720141,-0.9344326795224817,0.4208618832642207,-0.9633111867512377,-0.509065912056315,-0.7314587373514106,-0.8442780111203417,-0.6931657612793353,-0.6059640141487341,-0.6373198576893357,-0.1278030087378846,-0.8915030063993515,-0.34812293694430946,0.1897767778338375,-0.7274934488455231,-0.9186968209853272,-0.10143009847987332,-0.751600127888293,-0.8340943855406757,-0.6793662146566526,-0.7339673726914661,-0.7942063307486754,-0.5076083284792778,0.2324580659750269,1.7489901287410339,-0.8135039424954128,-0.8633834212597201,0.21659425982690092,-0.8898070686636963,1.5082055467677649,2.6447109794291572,-0.9755751006321635,-0.793283276090751,-0.3597746797969684,2.3436588301396433,1.261037453841226
SIDM01163,-0.8805161771504967,-0.870068435585869,-0.9395875625043395,-0.9800340791658617,-0.6808863379201603,-0.5587486723410306,-0.6744303063310291,-0.8342456609331853,-0.9740078131105566,-0.7159379507232285,-0.8513035020013723,-0.7648032541853782,-0.849778029046981,-0.8796816829424462,0.09838770011527341,-0.9353364784334742,1.0988285071224537,-0.4797582575092077,-0.7781284932661424,-0.7109458184953512,-0.7603513716985961,-0.29093265664600526,-0.7923570586142717,-0.7499622471815153,-0.032352167631806414,-0.3995652700445066,-0.6357806557842209,-0.8859937516164621,0.18992962804110872,-0.7185503046909714,-0.056478363201222896,-0.784634048547788,-0.7973350510292901,-0.8143966448144979,-0.48039142687879804,1.0625177171273876,1.3766298523287581,-0.7932367138561972,-0.9081967270963112,-0.5710214098848705,-0.8434032666741043,1.469207580379625,2.0756079245922665,-1.0611965306781264,-0.9076722718227004,1.106342417326156,2.635375379219359,0.8461385867447838
SIDM00375,-0.9202976672912827,-0.8796816008382624,-0.9853953914593158,-0.9694559638087443,-0.6914480496044079,-0.7629901753608835,-0.6502120190273188,-0.8870474079233485,-0.9420053520182056,-0.742530596192984,-0.8571762406355741,-0.7884947732384145,-1.0214599772309678,-0.8903907728124744,0.0674449725279271,-1.0349287108183134,2.3972918292141223,-0.6048174207465771,-0.8296358050982791,-0.7129174879545053,-0.7709469813487814,1.598376603434092,2.506060529109176,-0.8921213287102026,-0.4170255091034754,1.5473814588648465,-0.8886998412011691,-0.8910256943041355,0.6186954611145346,-0.7540132202363415,2.6691521844969133,-0.6975125665276027,-0.7682958558898234,0.05888140850767486,0.5326402203036414,1.3132090345826228,1.6224287517556961,-0.8782896890205887,-0.9246090056526942,-0.3525812810162546,-0.9184684399395386,1.7050119321169508,2.6455159722519452,-1.05768216475911,-0.8638392971658163,0.6325480384979231,2.379249313079855,1.1173409723122785
SIDM00600,-0.8692342611598495,-0.844100775173323,-0.9100134358230291,-0.9035450843333429,-0.822600250398242,-0.3364541745580066,-0.701876634717426,-0.8344583396139982,-0.9357715072230377,-0.7997136334968097,-0.7838036929073028,-0.7847598707381631,-1.0663844214388414,-0.9038159499091868,-0.3733850413500225,-0.9151825630700038,0.0027896446505668695,-0.780192150225474,-0.8132166980006107,-0.768128063684935,-0.6774382747046981,1.0370022054430768,2.3756355458686715,-0.7887622765505881,-0.26870471998850476,1.028083615959254,-0.8884861558790518,-0.8547630684422263,-0.110495018241831,-0.6760913432903165,-0.8488239933051299,-0.7376661874082543,-0.7587066282748335,-0.5387601850819876,-0.5941732187991582,0.6573937059620516,1.5703328040364548,-0.8832357163883626,-0.8205958945073186,0.13669902160438624,-0.8410532912082703,1.589891617748471,2.248865364283601,-0.953594791835308,-0.7826582094801614,0.2110223363985384,2.5449836048399592,1.5814909304227145
SIDM00367,-0.8484790441143489,-0.705274767581943,-0.9869896521976894,-0.9524629277953897,-0.7164889303720219,-0.8106521073196397,-0.8023407073558914,-0.8451288936692899,-0.8680897239166366,-0.8255777084855129,-0.8118683670626714,-0.7242906241204388,-0.8844514374053022,-0.9415313294483192,-0.037996446608008716,-0.9415237866346253,0.52732121826946,-0.6626744618408152,-0.8305473715371857,-0.8217410135805642,-0.6787999553433972,-0.16350308817467754,-0.7406835894251225,-0.9323503705792056,-0.2704779362693812,-0.4519385429750489,-0.9564962091100799,-0.7608999891145418,-0.11415432542174339,-0.7698826564728402,0.7488126624787154,-0.6691854840351678,-0.8942289305004639,-0.7108690157086047,-0.3339218520931779,-0.04054904119946548,0.994592767946316,-0.8521181747345091,-0.8457752078396541,-0.4447637497715887,-0.7490090095565777,2.002985437652644,2.5742883562334895,-0.9361516849393988,-0.7149436005873528,-0.5345808775517229,2.4922975436888843,1.6695612822231587
SIDM00632,1.800994067121042,0.9996326109433332,-0.8780588418559515,-0.99402292159941,-0.7048441329359745,0.6397492947792515,-0.8105275106520027,-0.8094894034072176,-0.841925590476999,-0.763630544708973,2.150832526694671,-0.7433145409272164,-0.5599058397337422,-0.9297845603607708,-0.0960682921866723,-0.823158421977748,3.416096339933165,1.270445953872005,2.240791643400528,-0.6238110779049049,0.1701640042436006,-0.12024811451144674,-0.05543961515102396,-0.9127529719708678,-0.1735663928836135,-0.22136231380603877,-0.8105275106520027,-0.8779881873290215,1.7628264421959816,-0.6712776952891703,3.3970879547478976,0.16796523010685066,-0.1644191927002321,1.6274377925412427,0.5275221336889954,-0.16151353119375242,0.26347556677544204,-0.795427011970265,-0.8568950331508814,0.32396662659598463,-0.7348254321415707,1.4226249177747134,2.379816097327537,-0.35977959453443353,-0.7428135280437267,3.152347039534184,2.588998857024557,1.3231092897467092
SIDM00550,-0.8533293084807976,-0.7969834910733001,-0.9620211479396472,-0.9520582628802253,-0.7811894423823098,-0.7581550803984765,-0.7605141154694323,-0.8200172469762775,-0.9808073868340185,-0.7383228992599323,-0.7737871197828998,-0.8958316157067354,-0.9282709759834353,-0.9167505053987248,0.48173114575729686,-0.8122192317723793,-0.5758531925248941,-0.8237591121444768,-0.812277764186097,-0.6946522776574763,-0.7992579959156975,0.2517393528563441,-0.7416078473727782,-0.871122193535074,-0.3724747268097942,0.04636530776189833,-0.9381394422353171,-0.8857391051284229,-0.1820187724128446,-0.6374201553569838,-0.7037656611629904,-0.7489453310894472,-0.8053133072536689,-0.6750753791244232,-0.5913783519112711,0.6161016196817779,1.286493618816464,-0.8858202159859769,-0.829440990390124,0.044351587259252596,-0.8242130057148469,1.663360729373763,2.474975736822287,-1.0426416846202602,-0.85277053752447,-0.5730330970752535,2.595123083041976,1.3212579272294624
SIDM00230,-0.8564574644387511,-0.8517793909199525,-0.8935405135954466,-0.9742005908556631,-0.7661506203584166,-0.7096617875927848,-0.657910880528969,-0.8797177906337101,-0.9750106550253796,-0.7927880738635953,-0.8426495548241093,-0.7396657813805044,-0.90165695020236,-1.0098473133718728,0.5922645305330515,-0.8365778102131034,-0.6817549602469046,-0.8219241704825934,-0.9309754750478055,-0.7111022508449439,-0.8615275232492271,-0.6219612699180282,-0.7453957980007195,-0.8893607654348354,-0.21757478421828488,0.5194661254736203,-0.8790345592615634,-0.6581104011833846,0.11400775352480376,-0.6794554450193163,-0.8865790572227954,-0.7982369091934778,-0.9192529680751108,-0.8096106098763503,-0.5354073675748897,0.35984521649382484,1.1450606672768766,-0.7951893667184565,-0.8532676004478976,-0.6223188389747373,-0.7902810296779343,1.6440840447028484,2.695001689184277,-1.0181638068072902,-0.7714790868838476,-0.6681143004519424,2.5747200810749886,1.3703065035036146
SIDM01206,-0.8318986626310872,-0.8819172393186826,-0.9663664302798466,-0.9894952009800203,-0.88827019833216,-0.6893824652270806,-0.7630115769015645,-0.9344626194317832,-0.8842100228367766,-0.9003882978282197,-0.8636888576224999,-0.8624233998894638,-1.028288093570097,-1.0072762996515416,0.07119521795432361,-0.9082763712013054,-0.7014720277110845,-0.8188767315453837,-0.9006372327350777,-0.8275207358156808,-0.7179281309154406,-0.47958733726303604,-0.7957306071103376,-0.9024984638334355,-0.4129884547566838,-0.7457878114085136,-0.9612901987253996,-0.38687935531056566,-0.28401576694625813,-0.6784855376290188,-0.9099427024573029,-0.7307158060681233,-0.8213754072591558,-0.7150125676821304,-0.5943104790670585,-0.3102244776037754,0.38672280983344687,-0.9160892632365187,-0.8616556591202315,-0.9689148826594562,-0.7913872923084524,1.6009464057981135,2.4116116432353425,-1.140009133488066,-0.7327575766082804,-0.5736682220221168,2.469621161110553,1.436523545502942
SIDM00127,-0.8820708164207567,-0.5517787300280917,-0.9539137881535548,-1.00446466320916,-0.7000386771919782,-0.6194072422458526,-0.7706334607257466,-0.8616918224812764,-0.9170555195839558,-0.8248876943682678,-0.736327879800727,-0.8260775614190131,-1.0125441902265826,-0.9510846680076509,0.5034236401992024,-1.0342865142861009,-0.4170356070530765,-0.7265630567148174,-0.830913435686037,-0.7461831250517359,-0.7249914591549208,0.16737134800299255,0.5148001108590897,-0.8757592387529877,-0.18439545264576016,0.7720512817462446,-0.8079141503501872,-0.9634507747426624,-0.24580973787050808,-0.7566232753609794,0.22526650140281265,-0.7244447450230118,-0.8127863661344823,-0.710561577623639,-0.4488527791412321,1.042586520735212,1.4394882884244544,-0.8788897967992136,-0.8827074513745882,-0.2647458737131478,-0.8225397565304897,1.4451653076716806,2.6664849139641964,-0.9772082489198752,-0.7652837708325122,-0.5350171235891383,2.326989900390461,1.1659811905313042
SIDM01042,-0.8241206622753006,-0.8183101012655287,-0.984063407600006,-0.9518704669836177,-0.4912380352412388,-0.6529488949761465,-0.4886088845962837,-0.7845078831770066,-0.8785528017202398,-0.7469243501040974,-0.7893874436758891,-0.8415194304665538,-0.9420142308052811,-0.8667503604513683,-0.30048891178551534,-0.8134154347837397,-0.6660971028117019,-0.7344758509096018,-0.8456887098153525,-0.7411835508733804,-0.6386780352358583,-0.7161869421420604,-0.7360442878198705,-0.8302389015751334,-0.3473802128313011,-0.671931847134929,-0.6878948640166317,-0.9079932426628466,0.16005432942763223,-0.43175113979594054,-0.7954116054300495,-0.608455455416378,-0.8447209875191951,-0.6736626488732446,-0.46007875208744403,0.4942317320412306,0.5144762351082022,-0.8623676984089732,-0.7511763566862925,-0.5819978205424201,-0.8523046916200138,0.8450565024306873,2.694561110309016,-1.026548886934664,-0.7493804602941656,-0.4478116385306429,2.199357993596727,1.335019803551227
SIDM00491,-0.8462623272041842,-0.8330159995253046,-0.9420885379936633,-0.9615597921535053,-0.604516022449978,-0.6434324625169527,-0.7305469509030906,-0.8553108873016864,-0.97333337214844,-0.6839281013659669,-0.8722890891535926,-0.7060499457377045,-0.9835513402832405,-0.9594073758059736,-0.5325392325787172,-0.9010843055236911,-0.6807761686050513,-0.7518148452206035,-0.8433920548608073,-0.6751610278612648,-0.7773302051330314,0.9848160644864155,1.561394070515275,-0.8280128149291307,-0.33438840497827094,0.9329295078064689,-0.9479353885815643,-0.912362196392406,0.17275819421896452,-0.6779024688157309,-0.822535968547401,-0.7388017260682331,-0.855058344593572,-0.609885012066493,-0.5838754290473548,0.33825841114299554,2.1389004251112094,-0.7431887047182697,-0.9276347070520463,0.00375906549874179,-0.8046876206230865,1.6897350759405048,2.769858113529444,-0.9092110542894681,-0.6474965043305171,1.4658999161355826,2.472165889090349,0.921871717639393
SIDM00488,-0.9097246842053467,-0.8497552966173882,-0.9590909228291153,-0.8703700286089454,-0.7408435640086536,-0.5785089037171416,-0.7499297498936791,-0.8835980949533138,-0.9323064941525391,-0.7012424426357161,-0.8600313453506874,-0.9038355316738961,-0.8732041968248099,-1.0057171352334444,0.36947938205450714,-0.9758492848526578,-0.41841783522646536,-0.7604997736993343,-0.7998545682556666,-0.8599142079598162,-0.6106749313526054,-0.6229404146135166,3.114374486193434,-0.8070226379242071,-0.3034811513527603,-0.3119352452355173,-0.9035054069547263,-0.8935230049911003,0.08420768811708797,-0.7133465095111851,-0.1803071002905848,-0.777082840219379,-0.740262334872477,1.1140071376596747,-0.5622812044486033,1.071143031673174,1.6155176489326457,-0.8996404138212444,-0.8902321030939613,0.3439006782946845,-0.7672603308075202,1.7258057980593124,2.257599084220655,-1.0261459695923554,-0.8803961020721545,-0.5845710257663624,2.4225553999450313,1.0418574786382364
SIDM00190,-0.8544660784578377,-0.8417181524190714,-0.9417225713895855,-0.9842666806771142,-0.7710721619183074,1.987878394168502,-0.7214256826151157,-0.8554029376917941,-0.972335695013104,-0.7459965753111244,0.29619677942711425,-0.7756322731401663,-0.8107883940019737,-0.928408190250072,-0.3832540290579807,-0.9364319984944826,2.1241237152318955,-0.14601455840718305,-0.6130452442048272,-0.7705397602460314,-0.7102816912178053,-0.8943073682022056,-0.8034948612288972,-0.842014733973865,-0.4171540426513033,-0.6045238913472858,-0.8114090861200784,-0.8085191063877141,0.650161104027749,-0.7565536633053028,1.2754229806009136,-0.7213992102183794,-0.8403974818035937,-0.7583633766092525,-0.21670890510978777,0.4632275181095922,1.7166560548812138,-0.9278985634627684,-0.8380706480027337,-0.31669424727455087,-0.7978039824856367,1.9921590996003815,2.539509364557013,-1.0367236306860697,-0.8190657501236441,-0.5856320603597247,2.399947864374476,1.3456240823676477
SIDM00542,-0.8648758820919707,-0.8675597509110636,-0.988610875931681,-0.9374057722385717,-0.4092102348262114,-0.6965871140716058,-0.6625159353963723,-0.807237775737034,-0.9915685106861241,-0.7418996851275531,-0.8616315126610302,-0.8217242915949785,-1.000249572606691,-0.9337343276536807,-0.3395629694532219,-0.9556612942480779,-0.5634445249825895,-0.6600269691279544,-0.8917270128214195,-0.8051705946342801,-0.7481991416798501,2.3786087943618726,-0.7360720429388671,-0.875729910137351,-0.35797403981927134,2.2081821737458363,-0.9358624846257914,-0.8384510645353094,-0.1955430644304942,-0.7360576232824881,-0.850483829990923,-0.7860478145365587,-0.8850775027180434,-0.7757813667426526,-0.5821883705914175,0.5878781742014867,2.168580188396087,-0.8140726479302431,-0.8307690167009812,-0.31897844345006615,-0.8169881994532023,1.308743436726515,2.4914765091198263,-1.0257425156488147,-0.7898852054360929,0.8860404028298583,2.394988703527604,1.1304494842194381
