,ENPP2,PAFAH1B1,LPCAT1,PLA2G3,ENPP6,LPCAT4,PLA2G4E,CHPT1,AGPS,PLA2G6,PAFAH1B3,PLA2G2E,PLA2G10,PAFAH2,PLA2G2A,PLA2G4A,PLA2G5,PLA2G12B,PLA2G7,PLA2G2F,PLA2G2C,PAFAH1B2,PLA2G2D,LPCAT2,PLD1,PLA2G12A,PLD2,PLA2G1B
SIDM00813,0.7039324532597925,1.4045565671256453,2.749718079586677,-0.693703535761459,-0.9539827897414325,-0.07811580541763864,-0.8765159179261884,1.5758161741642178,0.5450421641662414,-0.6995995187112178,0.5819484107496314,-0.7732108674687862,-0.7762013655216194,-0.43257915732496277,-0.9071199390959196,-0.17014853842669472,-0.9907388366675918,-0.8445559686271628,-0.8421519449887516,-0.8896991578048413,-0.7918308756455598,-0.03362684109860579,-0.7810121182434684,-0.8464872991077639,1.5425376204097232,0.6179097931422886,-0.5803159015031037,-0.9403601121513123
SIDM00364,-0.8878862237584892,1.8858489269779937,1.0288297932887,-0.634231744925569,-0.8401846133755094,-0.07320459943812042,-0.9036214476289287,2.021823551479345,1.1450649144914036,-0.685293021220672,1.550022677363503,-0.9175217391975481,-0.6720074958309462,-0.6647243444676056,-0.9069055408104589,-0.8002728420217988,-0.9220245536761899,-0.9443633138526626,-0.714766300078522,-0.6428181259595412,-0.6537878283328756,0.16658737235937285,-0.8079097219378093,-0.5543701200317116,-0.6390326762588633,0.2691844543465571,-0.5880214884234932,-0.8783754924383822
SIDM00792,-0.8845574852126823,1.362170583929545,1.9073050680825678,-0.4457332248094793,-0.8521352364874419,-0.2582100668924399,-0.7956272840795127,1.8274416045833153,0.8348480754071546,-0.6644280767332621,1.6708020254066438,-0.9229231363837629,0.5672136493234813,-0.20112870548507242,-0.8963297822784013,-1.079919413931832,-0.9443240522024136,0.04381066695610645,-0.8072634220312466,-0.9047783364600558,-0.8756572134685674,0.07768889212668442,-0.765237441999277,-0.5361381501032728,-0.4939561453342328,1.5360682078190115,-0.48474087074614863,-0.5437082010840433
SIDM00241,-0.919260863520896,1.1557919489549473,1.2908272064779995,-0.7235060148159356,-0.8621877080386331,-0.5794518384944437,-0.8406212769323831,1.8125117666969188,-0.2808640240045545,-0.7323122136513006,2.1500140843020477,-0.8272626697613884,-0.9524110911932807,-0.32031559368709167,-0.8694121386599243,-0.8759113056498405,-0.9789502274165874,-0.8786106321482685,-0.9491556035787727,-0.9950204340115355,-0.9371341059555158,0.013319542210155876,-0.8214862304095629,0.1669458916830042,-0.3435123778904514,1.4302940541540168,-0.40780609153739056,-0.9163001886981785
SIDM00091,-0.8445083024466985,1.2864517739779258,2.007102076384472,-0.6309346551094297,-0.8710605129308077,-0.12679073092881366,-0.9028118174143658,1.7037463127658077,1.3089774285263218,-0.7384079121141748,1.9754019826910756,-0.8140673194033357,-0.7943739566108963,-0.6234947109675362,-0.9330174250283909,-0.4828364893276688,-1.0027744420476985,-0.7516630623223204,-0.6394712443213236,-0.974452226624792,-0.8497228075488721,0.19647153026742695,-0.8026204983274408,-0.12755656772316323,1.0120872760548292,1.0482599465072853,-0.47150576463647065,-0.9409010779400487
SIDM00427,-0.7018727575410406,1.4444115533127522,1.3267738383451677,-0.3975779693136902,-0.9194344828667897,-0.30629485728667805,-0.6751843426935447,2.0752178434274557,0.7620086307329352,-0.7086444895558618,1.5494452532375207,-0.859322768802362,-0.9171683677828758,-0.6150175999671945,-0.9227612531891769,-0.499458536819251,-0.9936577423764242,-0.8112559081850743,-0.8075334835498108,-0.9546495855094139,-0.7770456142331992,0.13601922408311792,-0.7687574421917329,0.0027724996382112975,0.5540920404469107,1.9020839469654727,-0.6014954955061329,-0.9014245457743262
SIDM00758,-0.8287874721829607,1.3109939893031515,2.1483459790892643,-0.7390473812208306,-0.8006322364687934,0.3137497193917696,-0.8815116019659155,0.46629534725897526,0.6880839243985121,-0.7105793099761477,1.4307602748390704,-0.8400689038309823,1.1056734182011994,-0.35815619047396713,-0.845466652657417,0.9043902257628584,-0.9600988473598867,-0.9286255344549519,-0.8493409841809051,-0.9384913779248283,-0.822992796910953,-0.19813660423248045,-0.8216232007491665,-0.7222785562564459,0.3461096385775731,1.5430009577545785,-0.6108411774296247,-0.8999994543165016
SIDM00612,-0.731675454149774,1.624746429091614,2.0888564262852896,-0.6489821961941385,-0.9255224442337063,0.1536179983427643,-0.905665646204505,2.0274742632190166,0.7443779730837542,-0.7253688043694401,1.4595516709774985,-0.8096565300930769,-0.939342380859694,-0.4740448596876521,-0.8848463012710138,-0.8135852275316727,-0.5392960857906862,-0.8267244278642274,-0.9167489459427297,-0.9053493638620528,-0.831817808810546,0.43275262548743504,-0.799514082464945,-0.30906535614975617,-0.0788070656357148,0.9251720335403628,-0.582453109230445,-1.0095465405037136
SIDM00553,-0.8197702054946863,0.9542207754624696,1.9040712281257401,-0.7613880109551716,-0.801270436345752,0.2728919273540701,-0.7398062862866626,1.9770278100446588,1.133638429976136,-0.6264746451728553,1.6863878482002017,-0.7925296305325288,-0.79009687406901,-0.5330577691033144,-0.9003440866256293,0.514771818967984,-0.9428995729690309,-0.7133586397654842,-0.8783191952840559,-0.8368534605460909,-0.4076587399196053,0.06828253211269691,-0.757438551210346,1.5900312057858688,0.005205244771338784,0.9217951304663674,-0.621147334884031,-0.8791892841872783
SIDM00343,0.46437317536674994,1.5239626334651184,1.5627300953828043,-0.707801818304459,-0.9076465732473442,0.06636837776341444,-0.8413643696351257,1.3714990433688428,1.2746566081817723,-0.7096341623832675,1.5288716213250095,-0.8336986917355598,-0.9378828167033846,-0.42028675135708,-0.9184246811271284,0.9894825417433059,-0.8907235699837126,-0.8406380812713216,-0.8215212824443854,-0.8084232889669234,-0.9056184071382569,0.09686563543273825,-0.8350526717414384,-0.7678931294376853,-0.0830109400310364,0.8094314330543071,-0.49135741334612343,-0.9249078843469295
SIDM00543,-0.8021566119305659,1.2834373760774547,1.519690919773874,-0.7064665824580183,-0.8683927583471691,0.2320462691224839,-0.7038467117750543,2.555127761625469,0.9529612888287317,-0.6614169068512573,1.4946325007327772,-0.8430796062988986,-0.8497361995624719,-0.29619077481413314,-0.8936311243265562,0.7950676648758421,-1.0620924574181512,-0.8353005472956948,-0.8292096481864376,-0.8670901381479671,-0.8646477482372152,0.016516921969482616,-0.7608086202747604,1.0630419575063446,1.1238591340994688,1.1091721008159086,-0.6047373754219172,-0.8533208325211056
SIDM00537,-0.8411163802606284,1.313828361409089,2.1338029617028496,-0.69631644165826,-0.836635609704361,0.2305917712973687,-0.7879134784547627,1.8413009567334269,0.8920601140860301,-0.6995906094762696,1.8144476457828072,-0.8439439342297973,-0.617638482164238,0.028105662290664968,-0.6518544938848319,-1.0234908252714097,-0.9572908809346851,-0.8430962274673639,-0.855100364911213,-0.9411973543603581,-0.7704792293202696,0.18259075403173225,-0.7931110337250724,0.14630499032535957,-0.04993593261766306,1.8155495495124279,-0.5048171290914578,-0.9059067346593653
SIDM00332,-0.890262609184954,1.3618971718777753,1.9235585806699835,-0.7616239955109599,-0.8847730232947745,0.5844374087665141,-0.8470349093197598,2.1229390209072765,0.6111645076918568,-0.7342966304239535,2.5173173696318956,-0.7796684494544124,-0.7588750386817555,-0.4949405304403844,1.5919141339372334,-0.9196303068875576,-0.8505375481573582,-0.7980575252706625,-0.8170219255152559,-0.8885813365452746,-0.8798624606012914,0.015928288633864213,-0.8044035294949372,-0.2284264424305401,-0.2737853331235684,1.3499349544081718,-0.4305592768610134,-0.8360485681877157
SIDM00299,-0.5971854644147395,1.4645006548630974,1.1792715832804659,-0.6701587925484878,-0.8149756805975755,0.10280722809341088,-0.9284047736978677,1.7495864458374897,0.9129422535480078,-0.6873089117354622,1.4863257220031745,-0.8695565581506727,-0.9721359613640677,-0.5640949562108339,-0.897272410385954,-0.9615457955909601,-1.0408914689560222,-0.7585954372084096,-0.8635986963697964,-0.9223305903664433,-0.9299927697150895,0.11462247506526016,-0.8472675889207529,0.08358883317434644,0.21496699749302206,0.6019533065214384,-0.457930223445594,-0.8876916345651743
SIDM00308,0.16088279577640635,1.3187767833519948,0.11934673461865539,-0.45241894542846856,-0.8880691127188243,-0.26612858146149104,-0.7009172093634254,2.21951455189876,1.0396358360335924,-0.5810037726529267,2.012266657329379,-0.8907913856113447,-1.0110676051840555,-0.6065255818772312,-0.7775274980277411,0.45042667144237825,-1.010140266830213,-0.7998483483625937,-0.885856117663991,-0.9965968695438829,-0.8429191017241136,0.4190300971228194,-0.8087647089671154,0.12487935439239871,0.38420892786781496,1.2818213056676027,-0.6242914475468347,-0.8263429092751993
SIDM00227,-0.7967597883759582,1.4205058818780862,0.8201708195296558,-0.676221410859065,-0.830861358810773,0.390492687895036,-0.769208677096928,1.299114324048179,0.5472692665351887,-0.6881409943444226,1.7381827927669962,-0.7282396392659324,-0.9919455659859825,-0.5778300996793156,-0.8626251703770892,-0.8798506202904768,-0.9486383437301283,-0.8626000381402376,-0.8838686842091655,-0.8383559527961455,-0.820785821878341,-0.12463103880864194,-0.8483473730424069,1.2533037603437787,0.4415432176236239,0.8912033771194001,-0.5761347538683842,-0.9131578793044898
SIDM00294,-0.8707041165812739,1.427133321353864,2.1763109116867607,-0.7271538346947166,-0.8215243862379048,0.02982309814431768,-0.9950974314159091,1.5557955839658384,0.7091407765474728,-0.677068621188153,2.6641431472533097,-0.7870183493492131,-0.7132893949328668,-0.6892414073634358,-0.8642024401214025,-1.118453653048085,-1.0026667481005926,-0.8215243862379048,-0.8585334879503314,-0.9610004206281749,-0.9061138474289185,0.32896183432976017,-0.7813145858703305,-0.7105453301127422,-0.6314314957376677,0.8761554392245693,-0.5203517268028808,-0.8819094789968562
SIDM00677,-0.9150751746619471,1.164065830736311,1.4470280258804948,-0.6965034066052274,-0.9173281570836165,0.5015294014657945,-0.842506602028772,0.8929900551284636,0.713533571661543,-0.7185362314933051,1.647461791001086,-0.7171842203752563,-0.4909382224373393,-0.11041557634495855,-0.8120129964528192,0.7107147379894426,-1.0313650968195913,-0.803007015952257,-0.8578621027463411,-0.9306916525568636,-0.7947396401268816,0.19402632871203931,-0.7823867790877859,0.9497135917459727,0.20597013910155507,1.2939435349463007,-0.47240233529992853,-0.8898665803131088
SIDM01220,3.305050922939536,1.3913205627460858,2.407500670529366,-0.6060095364204594,-0.8696111700245901,0.3172207963533111,-0.7867056327462933,1.8547714095951418,1.3514722171957718,-0.7222474564479874,1.698529417235485,-0.908864240637385,-1.0021375257988205,-0.5096954096581479,-0.8787752507131839,1.4726337415706552,-0.9687396379318086,-0.8443705436836176,-0.9027578692022771,-0.8855123338445233,-0.8552631462243917,0.24083116930096196,-0.8077532956567361,-0.756147980459478,-0.0240705620722908,0.9508455273733093,-0.341488741682165,-0.9412154685411677
SIDM01259,-0.8473681965786856,1.3852386881543957,1.1264081305199127,-0.7334429837402877,-0.7972810487805825,0.005278202160342181,-0.8406554343520098,2.1215376543800932,0.7916036205149938,-0.6737946239085562,1.631144852511492,-0.756722328127027,-0.914036104274708,-0.2978095955541618,-0.9040810003344315,-0.8806128955408137,-1.020021927156497,-0.9098533369334505,-0.8420203618194799,-0.9216051904934643,-0.7691454747071707,0.1405688936614091,-0.810873115573918,-0.7209783494087126,-0.47096912962881476,0.8303756274369299,-0.44232610635582376,-0.8786066457407475
SIDM00680,-0.8971405031002185,1.2027599890290628,1.2934635360713642,-0.3541868167089862,-0.9254010688509974,0.16174281557428308,-0.7184580160998207,2.115171028164911,0.781846503182143,-0.6932600439204074,1.8459167557762284,-0.7658638507133592,-0.28421538330231205,-0.44104471953690416,0.9654834450434514,-0.27280030112241443,-1.0004381675525815,-0.8087934451707902,-0.8959498844927611,-0.9253769221131605,-0.8291807412411769,0.14037919513986719,-0.8289714215115738,-0.0973023306606327,-0.24877587655011305,1.3475962988005696,-0.3758079699032506,-0.9013768313243543
SIDM00346,-0.8759115450655239,1.117037966510062,0.498076895739605,-0.683717124564745,-0.8656308167523526,-0.13770065609441867,-0.7956240540740367,2.4732057799498155,0.834551290968029,-0.45056415768942293,1.5551851574913134,-0.7584281561071964,-1.0216885062214343,-0.5567742379574433,-0.8729848054306835,-0.31490549135863827,-1.0030318764305004,-0.9138199436399757,-0.8726739639216694,-0.853071975316774,-0.6340845667953762,0.2550136952036054,-0.7659416746729069,0.45171956225516613,0.6970380169472784,1.1128121775373845,-0.7027775257007444,-0.9737249706625649
SIDM00129,0.6197048196355258,1.2070552741655693,1.466348933956753,-0.5139799028820567,-0.6569398251761356,0.07451109895713211,-0.8537720197589649,2.455515966706525,1.0377173745588069,0.1333490293698853,1.370132017938061,-0.641329023101005,-0.8268898422114824,0.024804667639565344,-0.8693539422842745,-0.4923846563205943,-0.7738303140633443,-0.9100786176947155,-0.8402740729590256,-0.8677943566038475,-0.9784330587078783,-0.019599802806306563,-0.7452436671906775,0.2740080698254093,-0.20196356527661669,0.7785121885434482,-0.3824226206238203,-0.9410532067677746
SIDM00627,-0.9132126215100859,1.6022154249284346,1.5146840223843436,-0.7052765301727204,-0.84218850413302,0.17097259122834937,-0.9222173817464882,1.030560964824493,0.5434366580450747,-0.7558233192804683,1.5428624536541196,-0.8144520835779425,-0.0640889945397571,-0.6244060576503151,-0.9061815609458634,-0.157255958535531,-1.048390519904779,-0.8904487649745614,-0.9482895953444004,-1.0257236985239186,-0.8544537174973358,0.12397943408011852,-0.841498542058963,0.25324470363198265,0.8908523103735332,1.0124423809458027,-0.46457446502421,-0.8872643008524088
SIDM00293,-0.8958267948755483,1.4764505914265527,1.812859072532041,1.0393115471058483,-0.8431588690037843,0.46426777171991507,-0.8144526602457811,1.4120373210171693,0.5147001305528645,-0.6937984888012096,2.395395958232419,-0.9303048199889467,-0.8263010047670797,-0.6316055993057815,-0.8803737262126662,-1.2266547401866132,-1.004361696892425,-0.8688591111199064,-0.8740895190324783,-0.9463219008638178,-0.8304549200637997,0.4601360340638201,-0.7905552486783208,-0.7635228900983208,-0.7123344617162835,1.9015190579104204,-0.6269980060568804,-0.9752067696933253
SIDM00274,-0.8132817747749677,1.249992916136223,1.5522268042262277,-0.5506063740433581,-0.97528002207225,0.23479520567445655,-0.8579808279057467,2.176117087678262,0.5166111428171424,-0.6825068777706661,2.3637127203501445,-0.8396072794275221,-0.7051957069686401,-0.31840099850652165,-0.9484421276056927,-0.9827197526701646,-1.0035997422006433,-0.9623228826988665,-0.9110816248686325,-0.9484324317101168,-0.8555495191110785,0.06138296718347599,-0.8154965500258895,-0.7525356678689712,0.4067656995752676,1.4512187309246956,-0.4955630000004493,-0.9519212265881559
SIDM00544,0.3528709634319047,1.3883041985009343,1.7485917400771547,-0.23651206469519764,-0.9082518889844403,-0.1213700738424218,-0.842018060169396,1.8884257826459152,0.9457982902185218,-0.7355289906612044,2.0238179836820014,-0.726959331829299,-0.8562639170639157,-0.7088342945593894,-0.8528917625965254,-1.09262434894973,-1.0208902400707836,-0.803791689647692,-0.9046300460997951,-0.8732453574198723,-0.7620800060206747,0.06429917581252027,-0.8405651906741387,-0.6912432802059125,-0.7384792291698024,-0.04055423289083928,-0.47676899808699685,-0.864662438028044
SIDM01006,-0.8960783268145083,1.510594652126475,1.2969927185219332,-0.6907688196926948,-0.8703462733742923,0.47324016110412964,-0.8630207566487956,1.6818856353252534,0.6733166434329314,-0.6007437796377249,1.648835938055337,-0.76922549594487,-0.37474057445039904,-0.5463707474324243,-0.9154883952526041,0.5311475308708478,-0.9196143002421666,-0.8506474972728878,-0.8562488812158953,-0.9640343704253145,-0.8053412429345759,0.052261476828439464,-0.764417946952124,-0.7506030953580711,-0.6303921783578321,0.9468927972602551,-0.53555180423256,-0.8623001093886451
SIDM00302,0.360434017513339,1.4883492145673736,1.6452695900088192,-0.755141486015398,-0.8830586543441327,-0.0811109932055228,-0.8795217091497893,1.7309317101775568,1.0398315258510697,-0.8219861539330005,1.0918380454425949,-0.6915874226400178,-0.8675101083386839,-0.6063844871535065,-0.9071480897050043,-0.8881901388729777,-0.9385082326894979,-0.838319714851468,-0.9162461586667838,-1.001319554633929,-0.9315790378580834,0.41830143232018857,-0.7974037137509976,0.2207032872093459,-0.18837812526799025,1.2426848689757293,-0.4863487106828212,-1.0228816495771174
SIDM00549,-0.7809491904493046,1.3741808855179436,1.35642897871713,-0.707444801956154,-0.8505511987328247,0.22173741287013288,-0.835046562884288,1.56384492779497,1.0086332919500416,-0.5325343355300889,1.7794840362179256,-0.8140691204670404,-0.8129818633649963,-0.6475445793944293,-0.9151187296035429,-0.9258669206801247,-0.999513297706244,-0.8925514084374089,-0.8546859637163491,-0.9225382048696679,-0.8420769614363084,0.07457898973362556,-0.8015932684861526,-0.5681805776051186,-0.7609743703567488,0.6560213093421436,-0.5160089910710737,-0.9036829807495786
SIDM00292,0.46982183314630427,1.2307062552730688,1.2571187855151023,-0.6926597038897921,-0.9787788189089478,0.11410764355347694,-0.9107318887236543,1.2029573541913194,0.45323641625899275,-0.7717070835181937,1.9704362463900518,-0.9200149872520904,-0.6082827936597999,-0.5430121811929464,-0.9763852240229065,-0.9985468383549797,-1.0881693176555545,-0.9752256336469958,-0.9013558490253614,-0.9199299430689387,-0.9285789589700979,0.21890882401555137,-0.9042308477295001,-0.7945921427440842,-0.7149784993394228,1.4259110659571783,-0.6702492846936763,-0.9786626734938265
SIDM00623,0.6479377297337734,1.331729956908047,2.760931119869076,-0.6222495679221789,-0.7667309359491243,0.003195536139979819,-0.8055560013788485,-0.6519548305301089,1.0618200737745314,-0.6726866000391231,1.671167702525123,-0.7912175994029201,-0.7839566966875382,-0.48642398294036726,-0.8752099434588808,1.0960616059671437,-1.0139674842238824,-0.8728360406798498,-0.8991195067513534,-0.8215625667741893,-0.9582002735315036,0.142261202699366,-0.8054330113843358,-0.5988092023813865,0.7666242886293785,0.5361682621701174,-0.3761661388942828,-0.902108539163172
SIDM00638,-0.9086404428804034,1.446654124048271,1.7269417091369361,-0.5642293369738957,-0.8870115390808878,0.04730490105472467,-0.7196636071957236,1.94315874873668,1.302630941460959,-0.7195302358651172,1.4075046674891765,-0.83345378854018,-0.4011171562489338,-0.47498702376306773,-0.8655481800060875,-0.6022456268833764,-0.9347961925849082,-0.8990685917690067,-0.8623627588857912,-0.9219324787741873,-0.8593530597553152,0.0658022563798654,-0.789953441818076,-0.37869770978797546,-0.06920083908063783,0.7423528878483637,-0.40829708568296424,-0.9291480604326129
SIDM00527,-0.64789629986553,1.3911455761433495,1.3025116619869739,-0.7307009513154454,-0.8829592549749542,0.2606420263923331,-0.7948500295737689,1.6310831349566766,0.8951665239223032,-0.730604194817613,2.04942609894833,-0.7824493625093375,-1.014928629079949,-0.5309683045866536,-0.9056404350283289,0.5522067357687679,-0.9940598150653898,-0.9033261185636846,-0.8975113353797193,-0.9420574082945373,-0.8459061585896862,0.22896787860193282,-0.8186851450256545,0.5424391105945807,0.021935848600666805,0.5265814827306761,-0.3583067224521376,-0.92920631925616
SIDM00976,1.1704848891890698,1.4372453885232028,1.6248635895081858,-0.6803515389517247,-0.9070234980654798,0.19500094393723355,-0.83008727659453,1.705283285417939,0.6905138434052961,-0.677433855198933,1.0345981597010012,-0.8029928141758209,-0.8769835053934918,-0.507052827345992,-0.8743935380043535,1.7818483615914757,-0.9457867388141459,-0.7545149219585787,-0.8425963915628634,-0.8971180276228665,-0.8191217886048097,-0.20303228013324784,-0.7739601580694354,0.26752589000245625,-0.01671906107812485,0.24355857773219491,-0.4712840901410939,-0.939075961731342
SIDM00316,-0.5943869846514058,1.228173294182421,1.387388660040586,-0.6515373821107044,-0.7992815554999597,-0.11641174417492521,-0.8650623270759613,1.4998785147367144,0.4780767328621452,-0.7099350305976634,1.914485438872346,-0.8339598271325591,-0.9417058301644868,-0.5757205618260324,-0.8573374875047106,0.6877527513882828,-0.8959601931147946,-0.8746852080952076,-0.8184837430232019,-0.9829925657018312,-0.8513184000910204,0.19827079318642774,-0.81371790706042,-0.39082441616096747,-0.37949716322233035,0.9084426747057394,-0.6327740370330212,-0.8999387076334854
SIDM00326,-0.7105284070076497,1.459843569366521,1.7852102678550588,-0.6731630414085201,-0.771769836203261,0.2583366961328827,-0.9842207104575066,1.212391826441348,1.4787476772606953,-0.629142255416954,1.7441308835411118,-0.8162394763489104,-0.9497457837525879,-0.6870096760052528,-0.9064913997882262,-0.8526339498775838,-0.9825048198914621,-0.7889193805533051,-0.9249658084673815,-0.961256013547535,-0.7642096531263145,0.2322250018081742,-0.7824095639566784,0.07675526909352118,-0.04961762553003567,0.4517924716007063,-0.26669198356452173,-0.9515533366488702
SIDM01093,-0.8725245491245753,1.4974910346932617,1.7680476974580692,-0.512295928422197,-0.8457230098520915,-0.03124212272991353,-0.867445984634495,1.8098806984643188,1.1116021506572404,-0.6707083253990526,1.4590130168565627,-0.8209880881442366,-0.699849860060619,-0.6171188865148118,-0.8337688163151499,-0.3452624091394447,-0.9828528419836281,-0.26040658475344797,-0.8928481859528623,-0.8861678010542837,-0.7547572080462286,0.328201459663869,-0.7945961626886802,-0.020483089997616083,-0.12761564945403614,0.7878073067571011,-0.37968699825002233,-0.9450272543473268
SIDM01098,0.5905671037250788,1.3577114439596392,1.6920055328728458,-0.5393256940981634,-0.7481611300555431,0.44439493626380333,-0.9819623168842124,1.0961797325332752,0.76113081659927,-0.6238727367064608,2.3742160371652488,-0.7776770400930269,-0.90014683035238,-0.5722160698828447,-0.8020692269203361,-1.0378434987304208,-1.019210667540307,-0.8137058352172125,-0.9587074085160846,-0.9086303926875655,-0.8727469228436467,0.21827324757472463,-0.7888938180800058,0.3499931154358072,-0.5801251448707732,1.0320683236134018,-0.49773026688642047,-0.8424266778305829
SIDM00424,-0.8219021385384722,1.1757539998784603,1.1533327504334043,-0.6524599831555515,-0.839977102752941,-0.2025353103544924,-0.7587089129670627,2.0405320386198915,0.6921681902823151,-0.6817739944376839,1.2855533645440191,-0.7880536278283353,-0.6510899842934582,-0.4071315820882679,-0.7675515348246297,-0.9456744193689807,-1.03281971896319,-0.8612467819949913,-0.8995832217664024,-0.8719220340472393,-0.5572263025079642,0.18293627423252293,-0.7189848592588974,-0.7428853112331406,-0.6191911128417925,1.4233780407812116,-0.6610801769932396,-0.8803294323596419
SIDM00973,-0.7926205935235958,1.5954616179543495,0.8578449981674435,-0.7125312891845583,-0.873776282867349,-0.24634802522296206,-0.7137098485438997,1.9143405687678814,0.3106144602175749,-0.6909246300359324,0.15222041465091785,-0.8033281136354341,-0.9955628643748627,-0.10070070242829332,-0.872995932093256,0.7069793608215047,-0.9577146384875814,-0.6518402713977455,-0.648689326088626,-0.9067512829363881,-0.8670872789626657,0.08761133139047717,-0.6897288833044217,0.3470666117629928,-0.32514204928618085,0.2771866214224341,-0.5389186656047095,-0.9701954406056322
SIDM00411,-0.8417731614352978,1.2572947548444684,2.2649690235321156,-0.5299924281080104,-0.7828848827124885,0.3404306542516545,-0.8957085684649904,0.8285406231256834,1.0867271503597884,-0.7650142049812555,1.5341068401900295,-0.7881678513735245,0.8390198960135964,-0.6793708807128815,-0.91164180387069,-0.8490195105175825,-0.9799697030264913,-0.8411952341413158,-0.8915948499530566,-1.0387517308416843,-0.882654097091141,0.48222905082191875,-0.7821652027086125,-0.1920357167825131,-0.08080990087127392,1.1035074900448623,-0.680153303744517,-0.9283226259379425
SIDM00374,-0.17871331968191356,1.6318860346956443,2.00923663205156,-0.6108693590934,-0.8130284120815808,-0.06213138340280912,-0.785781261401907,0.6758035368587527,1.018281929667429,-0.6143972357197219,1.0452702764950295,-0.8405182874383371,-0.9918402843495623,-0.5288545880544884,-0.8433580148782328,-0.3178266801202025,-0.9246479168324097,-0.8038723891212495,-0.7988536003994352,-0.8116538850988468,-0.7737669152642533,0.1207484549857718,-0.8012717887742661,-0.7562345201334304,-0.6501216476616675,0.018903802106100216,-0.605716361048921,-0.8323423578437944
SIDM01160,-0.8570046959993701,1.4465535414172939,1.7389615869927766,-0.6231924780834975,-0.8631535169496415,0.8018071167434666,-0.773711660048442,1.5918676705701393,0.8158612810527311,-0.684776077297273,1.7760499897578155,-0.9041082932016473,-0.45943409939144825,-0.49208656684243124,-0.8599505234211807,-0.17247424893673155,-0.9743766661574219,-0.8717355793245255,-0.8798594578604906,-0.8054951131803982,-0.8193028255909348,0.31548508565913125,-0.7977127602274737,0.5850801131556924,-0.49304351737610114,1.0557298988593775,-0.5416181406853275,-0.8957660384787249
SIDM00145,-0.8348761138564591,1.3768114979740718,1.540108329959165,-0.6683957954157796,-0.8716930206816041,-0.033836028992092634,-0.8044307831627597,1.3915890956892816,1.1080369635938008,-0.595889289250827,1.9218991302373511,-0.844471530009765,-0.9208825134109361,-0.41160862699442596,-0.8485513501420687,-0.9499786745248306,-0.9800196023733707,-0.6842351218536659,-0.8520955964849568,-0.7888779614218657,-0.7489899893999924,0.0638377115573263,-0.7674417353951624,-0.7511030740928727,-0.5467361085851242,1.0598782017404729,-0.5231933514532237,-0.8737678048639218
SIDM00975,2.833393115378025,1.1959005453750053,1.5087618945523438,-0.7178803029014249,-0.843548334349646,0.04554977856638511,-0.7379027314776994,2.81147274215214,0.9130628811915409,-0.6666178957872639,0.8601586198390329,-0.817627062308845,-0.9715897240041953,-0.3785634451064337,-0.832916304772927,0.9219915213218297,-0.8694970553354521,-0.8591591821839183,-0.875455526289251,-0.8185325825242632,-0.8022057050086916,0.04180122589072994,-0.8322564206571698,1.340380521055603,-0.18173441968243598,0.831318813837619,-0.28533214848306765,-0.9317459633333686
SIDM00971,1.4525147558782245,0.9744674499884611,0.5291560803563219,-0.6149155347138966,-0.775866118084903,-0.21278358225484115,-0.848136265058229,1.7036998463338031,-0.7543251861033209,-0.6198935323211331,2.1287678430963846,-0.8445260635276526,-0.7665165702468957,-0.40370835650577946,-0.8254003857914434,-0.9097063624099551,-0.9825728942163003,-0.715509852207661,-0.7835682389095044,-0.942932461951179,-0.8219410317673503,-0.15130748613885633,-0.7954241909905205,-0.7073998035098945,-0.47542775231500717,2.054431443672368,-0.44439730738231986,-0.937195393082777
SIDM00251,-0.49969401822050713,1.381852665917617,2.0948971276566235,0.9607080164169163,-0.8737742768620709,0.6421048887109261,-0.6001375443260214,1.7677981032483465,0.5088061410033818,-0.6637028098502096,1.9453469002128707,-0.9128906459145403,-0.4396989346230342,-0.6163050104511519,-0.8899887621032341,1.5338289121107942,-0.9301757582948358,-0.7485771834614563,-0.8862827013474396,-0.8488805587177326,-0.7974714884420083,0.5659216733740605,-0.787490472356561,0.7432558470217662,-0.509284071077466,1.4362399796536462,-0.42022788442184095,-0.9282594288911692
SIDM00412,-0.8473484183793397,1.1423367965374325,1.9510815934676273,-0.6904292786625956,-0.8285034318803858,0.12282787133691969,-0.792477385452198,1.4439244136809841,1.1074619281880251,-0.6638946616966745,1.6827631684776292,-0.7352440476939839,-0.9758688526461149,-0.6010837948784901,-0.8877798119046131,-0.9990035520303862,-0.9085744405150853,-0.77452226883932,-0.9261542685628538,-0.9660805344587838,-0.7792768210255204,0.06485261501307991,-0.7958210684223279,-0.7279429247850128,-0.6118676460878164,0.8725158948278747,-0.5814803426732248,-0.9469278754763155
SIDM00023,-0.871020880688163,1.427079498906444,2.0690003220641993,-0.7549450241319056,-0.8218275574568606,0.870625452513903,-0.7479144521718548,1.5941885946854708,1.1270801995035802,-0.7141266578024956,1.452956551123486,-0.7983340681320176,-0.5739652529357073,-0.5563890690091707,-0.912634931815551,0.32435926418960387,-1.0095959571736717,-0.9357462881379359,-0.901644353015306,-0.945152578706975,-0.8062098694849457,0.22779107793595987,-0.8054500579501479,0.3608326317091772,-0.2878635821979609,0.9151533822608605,-0.3122881177535686,-0.9291290691850344
