,SORBS1,WAS,SNAI2,IGF1R,RHOA,CREBBP,LEF1,ACTN4,PTPN6,ACTN1,SNAI1,ERBB2,WASF2,PTPRJ,WASL,RAC3,PTPRF,WASF1,MAP3K7,FGFR1,IQGAP1,SMAD3,MAPK3,TCF7,SMAD4,ACTG1,INSR,WASF3,CTNNA1,PTPRB,RAC1,TCF7L2,SMAD2,MAPK1,CSNK2A1,CSNK2A2,EP300,EGFR,VCL,CTNNA2,CTNNB1,CTNND1,FARP2,TGFBR2,PTPRM,TGFBR1,ACTB,TJP1,MET,SSX2IP,SRC,NLK,TCF7L1,YES1,FER,BAIAP2,CTNNA3,LMO7,FYN,ACP1,PTPN1,PARD3,CDC42,ACTN2,CDH1,ACTN3
SIDM01092,-0.826105641115889,-0.8021299137557933,-0.6981892930660679,-0.7679059428744881,2.622136308611109,0.33531585896346194,-0.8144369143087338,0.08758837599931196,1.7986559659941528,0.7993179731588873,-0.45127991357494157,-0.5153755825170658,-0.356002261638196,-0.8140864941266454,-0.16503844549720573,0.5411865190506719,-0.4455147278867367,-0.046091419844865054,1.3945229429687047,0.2336305971706907,1.1812589982337973,-0.33705000052598183,0.4228188890460646,-0.5175816951880954,0.5390098658938044,3.5460813856260427,-0.08987581582322567,-0.4461155863002243,1.7885659018558788,-0.8737976663358654,2.0660486948668204,-0.7637785297570205,0.9456060782386609,0.7576645522461449,1.3303702782152238,1.550745931278518,0.7247735493161136,-0.76906144828318,-0.5546833263189935,0.5257809301573347,1.2485289541213436,-0.4761269834485345,-0.6802168595576616,-0.6549530325180014,-0.3584414304646725,-0.6287415265056836,3.0646040975472575,-0.14324401866337513,-0.7298166128617668,0.4447447015930798,-0.08754825791554063,0.7409242878162592,-0.6048875245482588,0.47287885801973395,0.4394718750271811,-0.6578468489355064,-0.8683136176313418,-0.11238914543720328,-0.910916093191548,2.1863274564362123,1.5923948397001753,0.6303035003042166,0.3090551827096905,-0.8920847052849102,-0.7654061672123255,-0.6182501247040124
SIDM00218,-0.8115887114997017,-0.675170637374317,2.8578679860545075,-0.1928317106633683,2.9268606871658105,0.45821081469957825,-0.7301135257204231,1.2070150365258838,-0.37316852798023226,2.289889452898368,0.19400427629999223,-0.4012313803129858,0.019290268209774683,-0.642433537188427,1.2142777078833036,1.590377182135949,1.5333561895132222,0.8227681857775453,1.6351272061693896,0.8321804953441321,2.1740478813859854,0.03895521651936266,0.8601951225603294,-0.6613008710098824,1.2835575660764706,3.7096296028385702,-0.3647067666865728,1.2522219252880058,2.247202011876284,-0.5048046826821021,2.4879841722411102,-0.5665161302976067,1.056117485292917,0.7937366417498395,2.262689987528341,1.6711566214319913,-0.10977357457985366,-0.3884016802161347,-0.2233308944735282,-0.8583401709936017,1.4111178322168556,-0.2306773250091428,-0.7156538829804677,0.40020477458743403,1.906160477163028,-0.3048154141886563,2.439430140101451,1.1875049954668544,-0.3166501404524825,-0.4865177482872795,-0.4392072735414817,0.49177010856942566,-0.398116280039764,1.0880636011541376,-0.027649861111678217,-0.31129706099496784,-0.7593742007227233,-0.04629007902006641,1.161284950529825,1.9954870934487987,1.5706291362633564,0.28505668922168204,-0.20601273255441413,-0.8222831693237698,-0.9314274875931826,-0.5714651509520967
SIDM00044,-0.9005727406074913,-0.8751488207793106,2.6613751974241646,-0.15133970260325988,2.8716011184934715,0.4903755952828176,-0.6156304866779129,0.8691170976170359,-0.25292061164416774,2.416946950946708,-0.5268666397575269,-0.3066533890403839,-0.3241121573344246,-0.6619216623477707,1.119209341095589,0.7681201899180652,1.392649978812739,0.1530705371032101,1.3913560240622407,0.6043910173195242,2.07439037215453,0.3208255418388828,0.9400224763297647,-0.6541247926579175,0.5820950526648101,3.6077424539494363,-0.5948864231932739,0.9774530018553295,2.2313145602715263,-0.7934619538114934,2.7842867001772564,-0.729337750198777,0.7432420345248901,0.5265010211400216,1.2153443495727971,1.0394358993189423,0.0720909875300767,0.49913621418610415,-0.22389735045979584,-0.9091553294643422,1.3776262131254322,-0.5708595469072404,-0.7321174722918807,0.6602777101192897,1.042428738707061,-0.5847795272098038,3.1545958197188573,1.4421625153130877,-0.15953402906769013,0.20288707042882398,-0.437935454589965,0.2128695115697228,-0.6268150299343406,2.0835574557989287,0.37933684579515237,-0.3482919919154863,-0.7533275939673204,-0.3772344738882064,1.114403282576842,2.4531920524025495,1.5600901713607311,1.6199035157553903,0.05365672585361501,-0.8192623806441285,-0.882159928220697,-0.8452381772365679
SIDM00362,-0.8586160168232189,-0.692639559182365,-0.3466007876252078,-0.6093372221214536,2.722487205526156,0.838121525444837,1.2998330715902504,-0.1282210626351802,0.23674544715370507,-0.7175316618034584,-0.41146044149040123,-0.5783380601497432,-0.09657324796212889,-0.7845903456711049,0.14475776807660778,0.07917784797020895,-0.7710890327574556,1.4500822985800847,1.5787101408377382,-0.6474276851698239,1.4463293898979186,0.3980382544127617,0.13322069535667613,-0.641328336478401,0.8266034051050367,3.5464806187041362,0.7575960028087207,1.01753556635786,1.2703559590956774,-0.8078006574972506,2.0486400342067896,-0.8568303833090434,1.237107379309813,0.9347209492725295,1.140022988314972,1.4069368577201646,1.0020465377609042,-0.6685943283267022,-0.5917369706829203,-0.9321577253764523,1.185507083401657,-0.5273667633971658,-0.6861811388561276,0.3898838712866637,-0.6740504024023257,-0.5412148300106724,2.6696072057380267,-0.8254618503956813,-0.6677694379748557,1.067907724752411,-0.5537719918595635,1.0229166961856428,-0.6441251268971889,-0.05636252967326858,-0.2492289690808,-0.6638752888885029,-0.7806016778164889,-0.3977878467637678,0.6151875648793866,2.341627361975622,1.3081775577165113,-0.37639400115696875,0.13106882580060364,-0.8575319290249502,-0.7747489648957534,-0.7285687402631883
SIDM00813,-0.8718108654022808,-0.7441687994098056,-0.5454938016690344,-0.7555834751945121,2.628055100499497,0.37696953572789527,-0.4945960045015227,-0.29632298855172035,1.8966201684286212,0.21032166393550078,-0.49305301146087926,-0.7146941355126971,0.04127443518273646,-0.8029721209667255,0.4618913648575095,-0.03301571658349482,-0.6783308848960397,-0.6302382367348358,1.2004821444800955,0.3850226536607465,1.3272781760974277,-0.26772869012953066,0.2993820826229422,-0.33787937614318275,0.5668517532462575,3.351315343210531,0.6635567810210424,-0.6096571271148558,1.927186777286847,-0.8288300698521179,1.9891820303709118,-0.8152729525489952,1.0207693826287199,0.4031886450793508,1.2098697518863983,1.3309163282486343,0.6822392897721954,-0.8223351235280072,-0.562253456131199,-0.8907399302792685,0.8929214268670883,-0.4188435592787523,-0.5473174315490956,-0.6710833836902287,-0.14881802145824913,-0.7058382873736363,2.7493983745545765,-0.9164797833068781,-0.7163154295526918,0.2890799771686653,0.13368764051230067,0.6380167466167413,-0.7108278581803321,0.35818190762630947,0.2218705395008744,-0.6900946398348838,-0.7300427823653786,-0.5798784102062425,1.0364884919164572,2.035079312518578,1.8226896735558766,0.262176854651548,0.20926215788215202,-0.8263342197834602,-0.7268646593155599,-0.7022930923800672
SIDM00364,-0.729468103491923,-0.6480897839295156,-0.5344597680276377,-0.2488010688837763,2.671682013873335,1.3091675631409687,1.688929354654999,-0.07730189599668688,0.4793496616812687,0.41779981846416964,-0.23006182853954862,-0.5687048210637493,-0.1927721467094461,-0.7675212787140087,0.17187910906568596,0.9659464969327004,0.9593531930754614,0.8306016957017015,1.7192541334014164,0.17546521737484513,1.7409607591120266,0.3712383391657002,0.31360637802163654,-0.5269822048301064,1.0216468576374726,3.4976897115189844,0.9365665317540678,-0.6422722897388047,1.864487077526161,-0.7495264387527577,2.1406532952947583,-0.15808770302539016,1.2320915739642837,0.6520101665603241,1.383962425464973,1.3242251080572436,0.46851151803534835,-0.6404983622324464,-0.686761742585999,-0.944671423512585,2.006638317238847,-0.600466793732875,-0.6182574702859787,0.5238919532141394,-0.521497612137176,-0.31117942076146465,2.3113307572728754,-1.0283580625420534,-0.6591995282380021,1.0401159693785802,-0.16473159235706825,0.7326962671081151,-0.6078738643731653,-0.5437714602789713,0.14542800825381574,-0.620701349728828,-0.7359993448931893,-0.335685042463794,1.1166641555651555,2.5247640100989237,1.3248128046373104,0.9404237670751725,-0.11331342245028284,-0.8176663269339528,-0.8302515405552604,-0.7070733523080488
SIDM00792,-0.6984476549765981,-0.92384715695342,-0.5083808832667432,-0.22160113013466917,2.297957929174893,0.28028059371532055,-0.5818298622267283,0.19923761515983332,0.2961810892111743,1.0438914313421,0.18381049600908228,-0.596078704221138,-0.36491317408660096,-0.7115727430766762,0.7973145921665494,1.3692830026752467,1.167390233308927,0.1304121521006189,0.7566313829672993,1.0146732562335001,0.9554163601205371,-0.3155822751358448,0.6684434598438392,-0.685778744056843,0.12831284010520272,3.399782137362813,0.8268564328319843,-0.30830136516819795,1.9748275060048381,-0.8951889879883255,2.2676437761608472,-0.6881183679118845,0.32669021101507595,0.15732080044530564,1.3259320848753315,0.5671135842135989,0.3796397987633805,-0.6321163798221962,-0.6084449591642059,-0.916378811713023,1.2020952924921313,-0.43238384846678424,-0.6543830732860024,-0.5616809851784982,0.043008669281522624,-0.7192153085250411,2.0262924581750914,0.8529571697832613,-0.637681743863244,0.5183311050682206,0.05643297083832757,0.6676454748456542,-0.7561238881918178,1.5746265306984453,-0.2616653787031236,-0.5625759483973913,-0.8174288522890969,-0.5371116115595487,-0.006394335900804473,2.0840141569928594,1.1891055024507262,0.3013552130097349,-0.10271906227934074,-0.8510629979257405,0.7302227002530953,-0.8411058269136997
SIDM00241,-0.8494607921626863,-0.8686270285692527,-0.7082180518629987,-0.6902937381426283,2.272673080409249,0.4753193584585329,-0.6385786915454119,0.4668193728660909,0.09602835332509549,0.7511994577231577,-0.36299158740108534,0.8475146596840966,-0.4180845182370316,-0.8328856805650143,0.7267661122349867,2.0368755788394624,1.489449869329162,0.5484363662426691,1.3297908323065184,0.2829262245862363,1.4143483214157322,-0.2836407345113233,0.5835136951985768,-0.7792062532326655,0.26354656011323324,3.346926769325111,-0.4756101750902158,-0.4483842747563933,2.359443986882691,-0.9288935548796827,2.6325924824269977,-0.4790809079807328,0.724775340741703,0.6095875950044929,1.312598174812206,0.7452752886254205,0.5063072210549582,-0.7588779166089978,-0.34370055189244003,-0.9946486409203261,1.4050157145812057,-0.06788561626472771,-0.7285149420941956,-0.67232701831138,-0.6778900392574303,-0.33405858296839963,2.753675230368691,1.3956451430555896,-0.528455852401331,0.46823726659030884,-0.47236457359416123,0.6434233069979919,-0.3142894701998805,1.3333572329508252,-0.10548832087923404,-0.3200613633976353,-0.7734433541518971,-0.36512382722330317,-0.725892677856705,2.264367501904984,1.365941017097926,0.32260830302618876,-0.09310501102448814,-0.8821919441964868,0.9448214421673155,-0.754557079919561
SIDM00091,-0.7247372666631079,-0.8698425804321251,1.6469844263549918,0.09007105242707017,2.5506894926660952,0.6313382825760929,-0.8168235376487435,1.0310240745067967,0.2513724214010887,1.7202945206946523,-0.4457236929304928,-0.26935739216741633,-0.3448880998129514,-0.33286836326021657,0.8194584830680063,1.2667473653469508,1.0295365296682004,0.19343719760037076,1.2613493586886484,0.19653027117965427,1.5797673384487465,1.3183249450923393,0.28625768241065863,-0.5856423570302978,0.14314649388216225,3.659709863294651,-0.014050306352066248,-0.3813029730485647,2.736731405298895,-0.8997879040922192,2.8580362445637966,0.2557317059963294,0.4702990157760589,0.4702547931654268,1.126670194376157,0.8237924611745331,1.126286633960587,0.11679814465946321,-0.2858985618582458,-0.9378289712526802,1.737086598395039,-0.14102025035578292,-0.5888737657466224,0.8261637197114482,1.8233067293370324,-0.704628788964596,2.7335357597695125,1.752102114210173,0.4235612927878963,0.2012147703365297,-0.37783490178680085,0.608847602515587,-0.46712408625642887,1.2896916607398803,0.5193665139627309,-0.38754197251598277,-0.8132896926826167,0.4693164271698028,-0.16744502082890111,2.2424946146106324,1.513219991490381,0.9415779221868853,-0.0671473909018836,-0.8827435433846605,-0.1294101483536881,-0.6788581177405698
SIDM00427,-0.8491376746110608,-0.7724366963192102,-0.33128163795930143,-0.4690732961768578,2.408103018779862,0.45065687704148905,-0.4194427535267592,0.3317157907188866,-0.07739625726475204,0.7488120806665707,0.11017799224827575,-0.6250512497953647,-0.12530765108823252,-0.7638390706502362,1.0534405183012947,-0.13389239519701104,0.7511505490764111,1.0304681835370506,1.5366697152362365,0.5439125576811199,1.093431623183529,-0.061819118837077684,0.8544453896303719,-0.72918754098141,0.7687804030836669,2.846439625844002,0.4600361583534423,0.4948966961600691,2.482196749522872,-0.8693260977214217,2.505765908261796,-0.5696617463134332,1.0191580986549376,0.21297301263615676,1.0522517809874592,1.0728425028435529,0.7091643607498104,-0.6510815248743002,-0.596699985108659,-0.9541154797833103,0.9215587170328391,-0.520114854077583,-0.7330474593670718,-0.39807236277552,-0.638548041561326,-0.8017186185676728,1.7865204690546919,0.07771974951075915,-0.6598111177828458,0.710966204208301,-0.41709077284932977,0.25507449045384567,-0.38536139753751836,1.5503736384499183,0.24585906566750168,-0.6061239306482996,-0.8213893387219016,-0.28193229606446574,1.4513704629417763,2.282938605998072,1.1969136438101,0.3202999513273725,0.23840127597994892,-0.40419197578521504,-0.9058311140365068,-0.7379998875324824
SIDM00758,-0.7376045685976484,-0.7647969344220723,1.8941061594259672,-0.5554465516996389,2.254917008082555,0.08166131769925039,-0.8091956291258494,0.5494391719936866,0.18011494446659929,0.39987915104009136,-0.35986308057877947,-0.3321464457957295,-0.2754815586354567,-0.7982836173089547,2.444143938903916,1.7638100539143449,1.1645581881507472,-0.09868551273538553,0.3433362733371815,-0.3883887281078016,1.094645022795825,0.7933872919295389,0.6345761887705881,-0.6837023563677103,0.9455592510680915,3.4594380111851755,-0.24986790804881812,1.028451094985571,2.315940862416065,-0.40795044954111814,2.5393226348940274,-0.12220087978240032,1.8870091394679878,0.10983987711569732,0.7579401950684798,1.004122295168846,0.38266973542773214,-0.159973521945745,-0.26169965948267426,-0.9122000439257584,1.5570542590554062,-0.12817879721434966,-0.7904715179000066,0.5386536995115978,1.782378513349046,-0.6554683076354797,2.0621978005020223,0.9558366688918188,1.98776932510404,0.4491992383316306,-0.6128924620001608,0.39354217249451645,-0.7510200213836162,1.2343931572501938,0.053236402638222866,-0.4900649897452066,-0.7887595029921914,0.9115605843704448,-0.0929854283469591,2.1710451699484885,1.045630875253992,0.06928893460655147,-0.25378671181482965,-0.8564796523177874,1.0280480163116663,-0.676769268086114
SIDM00612,-0.5733030583184594,-0.9208361726518418,1.3237236176145482,-0.431992738228244,2.922763101367524,0.4234534434144321,0.9906410218826361,0.8726072880926083,-0.47473986132865315,1.7528057761148819,0.9081788036317504,-0.3746235077974099,-0.39436464595438975,-0.6849778313651924,0.9495301187268412,0.9175121822902691,0.3825694301904375,0.15611112141838804,1.3803467530862028,0.40855330527369005,1.8339956091831218,0.20054413537386825,0.6885378368172838,-0.5945601584050019,0.8032692248627096,3.6553410902433443,-0.5813458981457306,-0.140663460791564,2.492379909101673,-0.7991905050817061,2.619486859874335,-0.16524969211609947,1.078713705604917,0.7723438065507315,1.110761263501826,1.0846454258198417,0.23921529772186334,-0.5991796422178921,-0.3291059141247162,-0.7939663691781688,1.8275317848805641,-0.4129579003157941,-0.706942006851315,0.7658125986768455,0.18560163321930756,-0.27710803089089053,3.2690400822428596,0.9337255032777358,0.37661314689868736,1.4600041450518506,-0.47585742565311734,0.9759385773575366,-0.5473989803339265,1.2143963209011959,0.5376450888161497,-0.33709352238320606,-0.8228799865356579,-0.03528607392147051,2.1371367863042603,1.9779822209455973,1.4313737053012965,0.027664879510802588,-0.01960333087757288,-0.8907129419344948,-0.9171023084917844,-0.7206581490238296
SIDM00553,-0.876560192457361,-0.506871226833155,-0.5666411554352905,-0.019091979986944688,2.7239828343269363,0.312877585419152,-0.7552158693923043,0.39419925236823194,2.1226798723893125,1.3518016550349006,-0.6338872639408183,-0.5799427447211263,-0.25288821289413654,-0.7295126000636979,0.14177866890522592,1.1556399401996744,-0.6411795680616859,0.3291920043413092,1.4866301126111732,-0.6065363537294943,1.2911968942656418,-0.2407949255927346,0.17585571561313207,-0.7114934794485248,0.6554069674446455,3.353065569436575,0.5532250473426522,1.4921198821056918,1.1450616848044612,-0.7955531633541539,2.0537467306019677,-0.6473355689705603,1.1347046317983476,0.9725931957165816,1.2068353234002518,1.2200185163468196,0.8723794410769244,-0.634337599149318,-0.5004285409625617,-0.922209308631297,1.1997877264564054,-0.5804403682323831,-0.7240174054768277,0.19826882792393347,-0.6665840961635187,-0.588644049454619,2.8917376639313686,-0.9697173101696904,-0.6278226597447155,0.3628908074114165,-0.5950202600528517,0.7356943742710756,-0.5811105940190937,-0.5919979362575586,-0.06470952228109449,-0.6106489162511998,-0.7973276279641959,-0.4811481713090777,-0.8821943467735079,1.7732211354456004,1.087916820099123,-0.5625076304185537,-0.019722009153371675,-0.8275784189089934,-0.9450468189368321,-0.7609852018742665
SIDM00343,-0.8360860837387938,-0.9309396687844276,2.614681072937268,-0.18763821718488757,2.440092940090043,0.24775807987266146,-0.27468668869997204,0.7704493465939669,-0.6502544069388596,2.1054834057571234,-0.4816328522987073,-0.5300772012915657,-0.42899936047872705,-0.7877467547955065,0.9223942560879331,0.6912086676584621,0.5119051305326341,0.12332621231283586,1.3142742446283484,0.29426244742278324,1.2784942268514765,1.03086162484497,0.4477638569652178,-0.6098715185830732,0.6979315486819528,3.6841176076876176,-0.6456452367537383,1.2936729267212717,2.3947856950472994,-0.8815038100800959,2.8432684863368705,-0.4727137026816159,1.0538170094826806,0.7218489184702157,1.268449807576839,0.9967166946540662,0.6004367181110771,-0.4866059832417981,-0.20436472640842604,0.6356095664443516,1.389846006040591,-0.5165856784519411,-0.6161781908316103,0.03564517297331344,0.827863200496335,0.11067906755945407,3.3370475750019404,0.9930212124590078,-0.18992949128734732,0.8561701223841867,-0.38300846253124476,0.7855415695079381,-0.6902637220877234,1.1852808372742063,0.49529792763635483,-0.4289427379211654,-0.8485539981838487,-0.26436391116299074,1.5732404084344682,1.7968226832176815,1.4293587529460612,0.3046042403058276,-0.061761614008893295,-0.8374043368076658,-0.9132870555453947,-0.6598455883940805
SIDM00543,0.1782197909050268,-0.8060434573858595,2.725587424032595,-0.23040575935743512,2.5985538692198196,0.10470678792812049,1.005119858480541,0.8444152405316727,-0.3556951749654703,1.8639675189221352,-0.374897581033173,-0.43836058346124573,-0.46318367236917873,-0.6511926111634736,1.3385729117742806,0.8279337165566959,0.2916686090393787,-0.1660987322047696,1.1603227106239091,-0.1410862489934829,1.3858853204706623,-0.2586209654769818,0.5980621058445147,-0.7317324567801347,0.4376915503861726,3.609711343077582,-0.24583518299201504,1.4767499448500752,2.563860454444777,-0.39376342587610585,2.450099782042288,-0.7013257299169515,1.1014502130380404,0.5143482268569897,1.0053198067014852,1.156035056133798,0.6624937146127271,-0.6726126030293673,-0.5412230666372976,0.13097790277157767,2.7886714362876392,-0.5474922609686034,-0.13399720099548745,-0.2754386081292804,2.1640762121012482,0.10456839682964554,2.8964001412334803,0.7321274564880167,0.6938662070673578,0.3786708200533182,-0.5071675676047368,0.829808501001231,-0.5318363999523306,1.1487909792756892,0.24683490914386672,-0.5693051759360795,-0.8086844809775094,-0.3594784932789903,1.6625734878085026,2.1365722553091784,1.7127125851901246,-0.24256152350412027,-0.07202681905733023,-0.7160833385394197,1.3129229332549066,-0.7536878061655218
SIDM00537,0.2464506037027493,-0.8302026172023419,-0.45611829129423176,-0.8067050540946819,2.657685552035556,0.5454252902278862,-0.3682981622890032,0.5114506956034534,0.049722677768966106,1.3088930969571029,-0.10090429850986253,0.011567584990144415,-0.45545615343189977,-0.8670920384870218,1.035858384944953,1.1778251706225455,1.7694536848690616,0.005197163985341651,0.9812346762909487,0.047340058120007356,1.297797714185789,0.2368231974491872,0.4769541531139507,-0.38133769955556185,0.7450221900634761,3.6179420530555615,0.7532367076400284,0.36943355281184304,2.279953218545519,-0.6901786184243266,2.465352291819531,-0.3569224825103496,0.8881601033557319,0.8840516674392737,1.098552304858425,1.604547999998518,0.20178782044494833,-0.15709087816782452,-0.40462899192181456,-0.9225381674579239,1.7608691090294588,-0.4347319472499198,-0.5491313994342145,-0.3516782335605844,-0.8235333559156438,-0.38915590131608996,2.57879366547834,0.9441527125726431,0.25030064024098836,0.8059322444764732,0.02161023723960077,0.6899500275726177,-0.7062844429854906,1.3495771071720708,0.012340338750916863,-0.4931668021180218,-0.7581807577409895,0.5339658552203619,-0.8810677213956205,2.194219682634049,0.885667816678693,0.39955783298395153,-0.24663197065678624,-0.9094539731861928,1.1389817443167158,-0.7525508192673469
SIDM00332,-0.8112521311257682,-0.922397353843649,-0.43321747503757685,-0.7007537252110306,2.720775168285074,0.46684753195195805,-0.8542130143288633,0.44592694324916377,0.14833500729076413,1.5636975235943387,-0.31614926362970336,-0.38025206652163696,-0.33344755998463155,-0.6825749103653347,0.8738573837404837,1.4035866240288213,1.375192837574335,0.5363163894539027,1.0955822963115633,0.279138380050323,2.229086405866148,0.038090077022018644,1.3215867089695068,-0.7682606152800654,0.4240332242645513,3.446981675289378,-0.4116964737020074,-0.08823077204121389,2.393638164389984,-0.9135918727751334,2.277215398407107,-0.5619458756254522,0.960664100583759,0.49699340261605096,1.342574557711881,0.8318295943382902,0.5427439619570317,-0.7734638459882394,-0.18993732987786993,-0.9439084123908096,1.0601211620326432,-0.35905167205780836,-0.5896350540100583,-0.1654994124630657,-0.6221252351190408,-0.2115511560566095,2.731455133595386,0.8045229633456099,-0.4263854597878106,0.510830655411252,0.10757331145200284,0.4868659582828784,-0.6318470990096158,0.5101538073589479,0.23612955920757245,-0.516429875032015,-0.7909980858673161,-0.0906951884825711,-0.5349462984911076,2.4880112535128087,0.9387927987021223,0.30670615533912116,0.005982798459318348,-0.9012797895487864,0.8804640272329607,-0.7893334639808863
SIDM00299,-0.9635975903686075,-0.7939075248970977,1.669144787726187,0.07740321951220497,2.676331064038298,0.5205009101215625,-0.8014186010753309,1.0681212108183298,-0.6056860309818752,2.182474903414667,-0.32695690639411235,-0.34117505304516355,-0.4692071462909688,-0.8045374597658921,0.9148531386655364,0.3877384854818259,1.0348612560883612,0.362935742954593,1.1670974596461767,0.7257504209816626,2.064459216277114,0.7505817222142721,0.6119843370445592,-0.7676081078721515,0.6291787872194029,3.689951358851412,-0.4510342208732674,1.019569467453502,2.4407274648763377,-0.8379214797030811,2.3945490511048924,-0.35380684021987346,0.996126741496178,0.5833821478897799,1.41055686181031,1.044541495144594,0.48127869140588353,-0.25158586472846417,-0.33188670676475873,-0.9193095137206932,1.601768966235571,-0.3060623757505764,-0.7790150961401175,0.6935921171213675,1.1866552378567123,0.346745047819752,2.951960954935785,1.3953095693384405,0.1391462286070363,0.2849028493828899,-0.4687551796471261,0.476877720434079,-0.49998529083842064,0.9006589606213053,0.1727161438954013,-0.5775811081441318,-0.7357700086344636,0.5520090724699045,1.2484195005748382,2.0403475789545547,1.3757557245199787,0.7212165826587346,-0.2363881565144105,-0.8160823929807749,-0.9015934253337212,-0.8019910314312
SIDM00308,-0.5584488894754881,-0.6544828337837564,-0.029352354916909754,-0.34500296260750585,2.473126093337241,0.4891739207795459,0.315533745913119,0.29494239352814894,1.185246108781455,1.3701179676245738,-0.4004613681373548,-0.5640957849345216,-0.23704599541426347,-0.8539901955485354,0.23818593252298795,1.1963354571763714,-0.7189055468961592,0.5244807704290881,1.874832250612651,-0.6731894341267304,1.1821193723289083,0.2332427361556715,-0.14452871150775257,-0.6564566268673706,0.6864357433779069,3.2928385329000496,-0.061368524349314474,0.06241126156738155,1.8214217706821139,-0.6198165000801825,1.8817870754953294,-0.8492888734635077,1.0433739023374642,0.6805964314226439,1.4645951334272191,0.9142113692696849,0.6166583428448612,-0.6894147201313664,-0.6182414920063519,-0.9479694431357893,1.1441433031469448,-0.19023908097459463,-0.6700761188926315,0.05257899139975125,-0.689007786727523,-0.47832875433686406,2.7467473938997946,-0.7731465498893004,-0.6294103789323158,1.506725059770994,-0.49654448567010695,1.3885602455568038,-0.6579831904677227,1.3260109261253266,0.29293197350743017,-0.5947627069510489,-0.8075466753927175,-0.3376951917715242,0.38480358573677786,1.9994817922346577,1.0418639203204543,-0.5775721947360168,0.07469520324810697,-0.9200142439742807,1.2348597096565308,-0.7970452719550545
SIDM00227,-0.896213516965106,-0.9156174707295566,2.439558797260834,0.3427302724516856,2.704134899386885,0.521879765265736,-0.8175352366396798,0.4972250595743067,-0.5712182372295461,2.1995139947690454,-0.5126227907154108,-0.48142579596491325,-0.5842500392793976,-0.7476152748284532,0.8600557317278626,0.5295653266260316,1.11186174990646,0.7121553145516519,1.6190458072323273,0.7744362070097998,1.4309311525123796,0.6404526251623642,0.3189082143063728,-0.7702681725262555,0.7445535494700695,3.800067784419136,-0.7047538822210323,1.3058589236865088,2.1155821456450203,-0.7494932081711841,2.472376405966701,-0.4026670462236963,0.83703365596871,0.39052989398389354,1.2034151623787637,1.3849488420573843,0.7354853962642615,-0.14369436980909286,-0.3109030070732546,-0.9307317680603364,1.5097719055480747,-0.20568804846713837,-0.7213236669615896,1.0689149379505165,0.16756992394981482,-0.5593633943666518,3.1001847687180404,1.520419349287038,0.33896461789752597,0.608762031105107,-0.5721390849460893,0.5622159098457691,-0.37862164763018363,0.9383031147443543,0.21190902803515516,-0.5460900885719838,-0.8059310117731323,1.5140891171685051,0.5363017415756264,2.0518159162426715,1.4266366750966488,0.42487976946782174,-0.15442932288483716,-0.7766934910268268,-0.7802825024234263,-0.8005812428917248
SIDM00294,-0.29987234253641226,-0.7816045863226552,2.4149144854736644,-0.501279024344085,2.0694066994441656,0.6288162263488528,-0.3455409865504456,0.5688821801635146,-0.4086717302740932,0.35075731537082566,-0.37808566650261577,-0.5459683085962157,-0.19566702396281935,-0.7903301905788291,0.9269760810699303,1.9894294597142628,1.64434134293764,1.6606540835683554,1.1001918175683043,-0.5269490957855713,1.103216310371187,-0.2002781382845778,0.19365307891472583,-0.6956942953136571,0.749849341239554,3.471489302324199,-0.6977208792733165,1.173319127940092,1.8160931682150063,-0.8725474751694343,2.521071397779112,-0.7416460285691301,0.9222175138178248,0.44408226173076726,1.2505102292590677,0.8096854604791227,0.9890229372736687,-0.5936612928879249,-0.5701466724488023,1.016291867120884,0.8878128457016892,-0.5570241561374658,-0.5714565471089307,-0.7125874361867739,-0.5764128116700644,-0.10633064950046756,2.783424738329616,0.751599145081758,-0.7443633024048529,1.5902065132050056,0.2074109675805387,0.5965583921294325,-0.7242415766375916,0.23815301239137207,0.23155803662772195,-0.6444112466025687,-0.8110676950824319,-0.4482858783453197,1.985785682778141,2.067664585843322,1.2937072990980227,0.3002197377879942,0.48930994885504725,-0.8018873597131576,-0.9206750753502106,-0.7049791622221688
