,GGT7,CSAD,GGT5,GAD1,BAAT,GAD2,GGT6,CDO1,ADO
SIDM00203,-0.5419433558959742,1.4658010359855902,-0.7599922798216634,-0.7635551396722902,-0.8192698839248609,-0.879234538650169,-0.8158645007806862,0.43806130945075467,1.1129664285699257
SIDM00896,-0.6882244748440681,1.3953392193170353,-0.831370291681428,-0.7184576195021243,-0.7623722586784425,-0.8105615825245401,-0.742373438646229,-0.9659677493626233,1.4786714853451672
SIDM00285,0.6080799089833381,0.4154003057229164,-0.8388418278845061,-0.7169271637041847,-0.8707058813130681,-0.9271378978498507,-0.7758147775730097,0.7207691155826583,1.1695140198201048
SIDM00930,-0.591803120299979,-0.5038535685683522,-0.8027869239042575,-0.4379502002098514,-0.7974868047219296,-0.8278283187996516,-0.8552129613502596,-0.5105600022297588,1.4787272203402106
SIDM00205,0.15518304024086846,1.8290694424443479,-0.8078445089972438,-0.5337458489308363,-0.8396609908357562,-0.8147561597383189,-0.7758455990898451,-0.3516469799732555,1.6460120533541573
SIDM00535,-0.2548540431213488,0.7606527779014043,0.2651379929081026,-0.7255951299630181,-0.7347744981757455,-0.7900594719754128,-0.7430807743741169,0.9318183507842984,1.374371122594105
SIDM01175,-0.4552057656554606,0.3747181453089504,-0.8376937767478725,-0.1681572700599658,-0.7782566105420369,-0.8768297585985204,-0.7906027738291731,-0.9843311956268163,1.690110844852359
SIDM00832,-0.33188879403624444,0.24828559790384896,-0.827992538107015,-0.723870594012872,-0.8675686331602569,-0.885660358971033,0.29910446931577056,-0.9821199173335128,1.245784116315748
SIDM00528,-0.49957471323842906,0.793015721390911,-0.7972608366968441,-0.6655723011327837,-0.8222725740082037,-0.8946744234817641,-0.5769011518045544,-0.8523326994854672,1.5342187248953352
SIDM00371,-0.2584770739952963,0.6523055834629856,-0.8095915104857845,-0.6020153647721737,-0.8337181367641062,-0.8365217621860596,-0.7805091957324081,-0.9276952265784549,1.3449357350456175
SIDM00688,-0.8340094234659424,0.4894664069276443,-0.8153005950767307,-0.8300707959261711,-0.7879417946747748,-0.8864268807800149,-0.7949340272494791,-0.9363398256615557,1.2777190105215188
SIDM00583,-0.6767704365699714,-0.6249163063722892,-0.8516191488131639,-0.5377699086844365,-0.8588115921303255,-0.8193849287692437,-0.7790569145656042,-0.97679731591545,1.554593195703345
SIDM00188,-0.788344761879602,0.06746959968200562,-0.7515258559441291,-0.5550843747316212,-0.3161989795414563,-0.9125087370603151,-0.8164573126570797,-0.9360687558606845,1.1879513772055335
SIDM00096,-0.22320327904624707,0.09625809063892121,-0.8273012726025178,-0.5963388131564957,-0.8274753554670998,-0.8580029936204927,-0.7903559186031999,-0.9440229048446668,1.116930892898632
SIDM00379,-0.7132699281924197,-0.35010148505443045,-0.843826943582604,-0.3883097395133459,-0.778431851217558,-0.8254481228206902,-0.8257468273792403,-0.3548583383759332,1.6536088170593641
SIDM00381,-0.12802715670371914,0.173706694085129,-0.6156916865445771,-0.5114586832279984,-0.8611379431445804,-0.9079459562470851,-0.271205393361133,-0.870522530222823,1.3705783942673475
SIDM00606,-0.48121699362055836,0.19363099933787042,-0.7899312056101687,-0.7919999172015116,-0.8543402183181746,-0.9100832108515832,-0.6915381076266827,-0.9201399111069801,1.3878414696595027
SIDM00541,-0.42408273638801564,0.17976935926444906,-0.7916465524168378,-0.0963020631499291,-0.8442143310216113,-0.8804751906036731,0.7188773780249404,-0.8609530321533844,1.2914855712011835
SIDM00808,-0.8407586953565718,0.2624719730266476,-0.7930718046853024,-0.9485868097780441,-0.8050664568020484,-0.8798425380292637,-0.7010517963753583,-0.9852634346644813,1.1613928571459324
SIDM00377,-0.1093020093244573,0.2727918417822977,-0.725024608596155,-0.49131589619445354,-0.8816970791659374,-0.9013599014181405,-0.8699602748932188,-0.8595375674208359,1.6127102046871458
SIDM00289,-0.784855995499777,-0.06962896049879863,-0.7993539716709305,-0.7622160039243199,-0.8832678746092762,-0.8370501219075744,-0.7988452394188705,-0.8966212285129141,1.5620322424728867
SIDM00064,-0.4163601243290607,0.4784753722380126,-0.8475312083350339,-0.6680626163526138,-0.8347377306146322,-0.8036911067366302,-0.8407219060056805,0.05209228342227324,1.22869816790468
SIDM01097,-0.4273172485174871,0.737598107616797,-0.8033605463751246,0.20494650653892285,-0.8080100386440067,-0.8610639595103852,-0.7977787985352532,-0.9920178809771091,1.6939112446605282
SIDM00350,-0.5734999816565934,-0.26213133410156425,-0.76859313341071,-0.6379731171984769,-0.8603659747104055,-0.7881814062260233,-0.5586183325462557,-0.9964043025852356,1.3351479531462653
SIDM01163,-0.3380408125491144,0.4182025159043953,-0.827587694306224,1.0559119158711383,-0.7891383643999507,-0.895282741644791,-0.8197457153422639,-0.9256986013301052,1.4590911272944485
SIDM00375,-0.4578174308942091,0.2672849910533223,-0.911880419432715,-0.32316106805742534,-0.9282417604516411,-0.9263700433760105,0.8457378125740428,0.5889526197918536,1.1761251899438765
SIDM00600,-0.3382662503120895,-0.2323374636928526,-0.7290924443096496,-0.7802801467634874,-0.7946357246665902,-0.8634039056635617,-0.842503078648495,-0.836648716045419,1.6498649097916007
SIDM00367,-0.392173315162624,0.6393391041140739,-0.8340997145430049,-0.8374503243401753,-0.8456511410434114,-0.8756306855228004,-0.8379353765330301,-0.8187134163617916,1.4299333398817096
SIDM00632,0.12909518779827683,0.31466725587446726,-0.8047193025444638,-0.7393100706247883,-0.7733855248386108,-0.814797052679087,-0.8231670577030731,-0.956033986884801,1.7409380408170585
SIDM00550,-0.7984573716824019,-0.3702222671052585,-0.7950353555390346,-0.36954324010173145,-0.8438277951395055,-0.8696457207620689,-0.43302219967115985,-0.9209282281372594,1.7644730208682011
SIDM00230,-0.33254368623468905,0.5199076666476968,-0.8752673571777272,-0.4275692058593042,-0.76541432335756,-0.8559420953753317,-0.6970475073388148,-0.9041397612509211,0.8693109610088431
SIDM01206,0.05373829973451119,0.20739202216005423,-0.7419052771689275,-0.6458424476687277,-0.8821641326471453,-0.880042440891697,-0.8216526889503245,1.1307934129960164,1.7972172066197878
SIDM00127,-0.7236643929504126,0.26283323356791843,-0.835538221763645,-0.4689790249966082,-0.9178011811495682,-0.8971458028532657,-0.782079147579879,-1.0383554287249948,1.2157770270443995
SIDM01042,-0.7763928208184432,1.5598356791569572,-0.6924124430715246,-0.6536092761722728,-0.8324234831423785,-0.8517973880075557,0.2932606113722624,-0.95562895285971,1.0073735290475503
SIDM00491,0.045635662196677244,-0.01530808942830431,-0.8720227032224434,0.19361816048461195,-0.8174121828485186,-0.7566377821575051,-0.7591379570653595,-0.8994217325222871,1.4601684565856088
SIDM00488,-0.44074171703077686,0.1116393808096246,-0.8499953573574438,0.3687469513764901,-0.836463064467851,-0.9124414335981862,-0.8172458182997662,-0.9186941116231327,1.442851787833908
SIDM00190,-0.35620642399997005,0.1856487892907017,-0.8153170485610032,-0.7826997494815048,-0.7342104772949678,-0.8592618414143549,-0.8277613265681003,-0.26235812033597616,1.219339448881446
SIDM00542,-0.49518792261545397,0.09277916084297912,-0.7255516829765556,-0.6985100986161003,-0.8582381010964868,-0.8409311436576999,-0.8068380508005449,-0.8883337197907774,1.186492781672348
SIDM00198,-0.7269173104031428,0.1893453441802473,-0.796367953989215,-0.38910336642628496,-0.8319660816293473,-0.8643039134099081,-0.7866208196261469,0.0646022110612461,2.0786585704868714
SIDM00269,-0.5108300318472483,1.2120584101075427,-0.8768503269151511,-0.6168308980507766,-0.8646989779857319,-0.9345508647574663,-0.7508144170267631,-0.9267749834378317,1.2538786176282628
SIDM00621,-0.44718473546627596,1.0918369675517876,-0.7839615980763791,-0.8348628585633923,-0.8065446150136952,-0.9197279908541693,-0.7974244452745239,-0.4201685084829243,1.1254349906079681
SIDM00599,-0.2685405111693571,-0.16821096337786404,-0.7729432760718568,-0.7507717039753494,-0.8508315434888994,-0.8559135695414263,-0.8560860265877402,-0.859118362109786,1.0567292695172719
SIDM00118,-0.8225882809716752,0.4454862881045214,-0.827865278481688,0.266642035777681,-0.8253207363117169,-0.9028376686910552,-0.5859255587956811,-0.9927916748346036,1.6427826588588956
SIDM00596,-0.5695326509783372,0.21670668256582534,-0.7692779581527668,-0.8227535091286519,-0.8683732689049,-0.8619313087544797,-0.7558550209207371,-0.9122577222546667,1.5103250320411998
SIDM01251,-0.28956090844569643,0.09183125754432027,-0.8507001437327794,-0.27426805747155775,-0.8673666519738468,-0.8267329970139533,-0.7107615408889627,-0.8824840776213155,1.9753120118904457
SIDM00197,-0.5694194999102571,1.1203145139990909,-0.6955407323283713,-0.8016787092684584,-0.8192580038328127,-0.8878945802227299,-0.8075462346059157,0.20048052340167488,1.40807549982644
SIDM00810,-0.6445172131771016,0.8655269294443896,-0.8251661516563569,-0.07576689196143771,-0.8471725539942745,-0.900509513670734,-0.858756000571328,-0.9783136314186569,1.325296005567945
SIDM00174,-0.44687830930310174,0.8896452423732623,-0.16901171375755328,-0.7858575386023173,-0.7550994142272501,-0.805922310960611,-0.7985915659324093,-1.0346170336125344,1.3097696439033617
SIDM00487,-0.8086514104565007,0.13472559270665324,-0.7193953427344992,-0.8283898431620045,-0.8388759441421322,-0.9295519794580931,-0.39766691819011124,-0.9517140373335169,1.5540409008214366
SIDM00263,-0.04609026985833766,1.6090153329400365,-0.8328731083492777,-0.6938787568427041,-0.8290929300034965,-0.9283162631621624,-0.8245330928134709,-0.5542335440101519,1.4115348197194153
SIDM00277,-0.6375009456009084,-0.0734345549631366,0.7607546428244748,-0.5408545456554245,-0.8499376350824178,-0.8912084213942385,-0.7816084620462271,-0.917153213941617,1.4160944036137608
SIDM00592,-0.8490864327424732,-0.2021092528033022,-0.6314014802077182,0.6187319459389446,-0.840901606627932,-0.8908166806004458,-0.6363614248047049,-0.9584779559394075,1.1444894715807992
SIDM00496,-0.4543271820595706,0.8034834748187458,-0.8772415568834818,0.37616485648964965,-0.8429072187745336,-0.878312024562476,-0.7871548037400135,-0.9968075601902884,1.126514895288903
SIDM00793,-0.7030762271641476,0.5941428804319218,-0.7911657531431849,-0.7430265798296974,-0.7539643095885064,-0.8309010132691804,-0.8383201550004332,-0.857420623884782,1.5030054770292463
SIDM00121,-0.2162841104434164,0.056601072241207404,-0.7822210429751161,-0.8985559078996399,-0.8104454435495486,-0.8461973179386362,-0.8223428160254096,-0.5131700901595962,1.253682999529901
SIDM00202,-0.6103481313162631,1.0784202911574945,-0.8234522938478838,-0.8046184887536479,-0.7855799414541702,-0.8772219827870557,-0.7735456161234656,-0.5235138728700685,1.6932956010551428
SIDM00047,-0.6470667467451856,0.24621262105341615,-0.551597353794796,-0.7076192655502134,-0.8632412802289795,-0.9191041575406533,-0.7731603882850404,-0.9974695714349963,1.1095042919837816
SIDM00885,-0.6236358044501401,0.3747804220722078,-0.5284672541726892,-0.7563179489617933,-0.8537450632035635,-0.9271287982928712,-0.6514024103509869,-0.9159437000761781,1.8855814727640399
SIDM00201,-0.3572448662081089,1.7655821170532768,-0.8686783662052172,-0.5118395909792898,-0.800590122486397,-0.7827910275301195,-0.8757172103804,0.15288306181250838,2.0889293458162093
SIDM00789,-0.5742112581281973,0.16245194562601112,-0.817748228282262,-0.24968104610672132,-0.7897769840235932,-0.8565705848036275,0.7034116708599875,-0.9433327822199391,1.6000098931455253
SIDM01248,-0.40412958764019297,-0.06669545651713017,-0.6237938071847106,-0.6320244659835208,-0.7827976686640309,-0.9304751601692272,-0.7933020849201825,-0.9772120975805729,1.2928705201624973
SIDM00195,-0.46602152024496696,0.80939405737412,-0.7889312000969807,-0.7905889780826454,-0.7969650322093615,-0.9265655674841189,-0.8126219019037267,-0.4803850428963618,1.2692914926303773
SIDM00517,-0.18569527722835552,1.3876424450500768,-0.8347589079363854,-0.6860370993655838,-0.8269317881522158,-0.9172110898368521,-0.6642945099234422,-0.7922349433600007,1.276570254658768
SIDM00534,-0.8011256732871432,0.16694479501112075,-0.8129647341668061,-0.2122936998871997,-0.8129916147145052,-0.8701178852185558,0.4649950898428539,-1.0023937952031474,1.3800537257235086
SIDM00863,-0.6196598691182107,0.1842041089553799,-0.7041849382524863,-0.7745824034792109,-0.8175009845330002,-0.797241231093971,-0.8245584788305276,-0.9547248313836154,1.5730314359322328
SIDM00211,-0.7109081910606518,0.16297280463391883,-0.7529370456038897,-0.6315979311537372,-0.824436775810929,-0.7886905225854999,-0.7357049230215674,-1.016432794646312,1.1817829947447025
SIDM00539,-0.5713131987250377,0.04638162215673405,-0.6907922706388927,-0.18741664025121502,-0.8115862300195935,-0.8245086417556063,-0.004229077841344812,-0.935904915318704,1.721586649198757
SIDM00875,-0.5378266521456565,0.12332876976671805,-0.8884410659002822,-0.560246520249407,-0.9176808488742876,-0.8597865219702836,-0.22239421996905714,-0.9245872062026588,1.4538031588031697
SIDM00679,-0.7408679662427137,0.5574272744086816,-0.7772340181502269,-0.27560522483468713,-0.8067984936171488,-0.846656278448696,-0.41449531965212305,-0.8882953490978692,1.7389368715729754
SIDM01146,-0.0969076855308565,0.6905494882101803,-0.6657470787777786,-0.7808978572426909,-0.761171777156307,-0.8567520696731715,-0.7656761309178097,-0.9075853175029759,1.7184602892865053
SIDM00156,-0.5939113335815938,0.6904675660254994,-0.748761508927029,-0.8224979646408742,-0.8051328029731895,-0.9154004587473784,-0.7539983553638071,-1.0029879761940872,1.6229513463237477
SIDM00420,-0.25969677513778383,0.42651737011881197,-0.7598939972200397,-0.5646423652268053,-0.7428433172477064,-0.853196200726137,-0.7764353223514392,-0.9622904191415012,1.4285779275454369
SIDM01145,-0.661605477905636,0.5811076626043011,-0.7713244041490547,-0.5669810575676089,-0.8377949577878007,-0.8870298179523387,-0.5593532697128989,-0.897943067914382,1.3663692904232696
SIDM00256,0.10618103513113461,0.15489469379527485,-0.777291499159367,-0.8205690431989904,-0.8683138487136947,-0.7811703040916006,-0.7434533277988462,-0.9055848858094664,1.6072042930774302
SIDM00444,-0.6726386334682481,0.272535291692624,-0.8420306077809767,-0.21627449206610078,-0.7962885234602761,-0.8557084342476861,-0.7703856618082789,-0.09992600759792904,1.2281775747737478
SIDM00137,-0.588546196240627,0.2251756903330629,-0.8206274829353574,0.033209963659245535,-0.8430839870235021,-0.8638852469359338,-0.7204444438313407,-0.9443446954317919,1.610481883258923
SIDM00569,-0.3912543774747392,-0.6126428150437974,-0.7808935345230352,-0.7741361951255562,-0.8082012901906195,-0.8821358025538172,-0.8156218233386849,-0.8955989162980841,1.601602530228785
SIDM00445,-0.6055027533725124,0.2963552563783147,-0.8722608626474536,-0.017818156443090906,-0.8402434796892945,-0.9097624344965115,-0.8314535866322375,-0.9137816754469981,1.4381373255476717
SIDM00094,-0.7344294407035279,-0.2325112676568662,-0.8193521184966154,0.45872006854559627,-0.8281474808958098,-0.8288943157914974,-0.8569517353731241,-0.6112275172410211,1.0573285938168504
SIDM00576,-0.7394753905224678,0.22645335014663653,-0.5531167944526235,-0.6967252280624489,-0.7305508365493948,-0.7916350999572817,-0.7653956779974516,-0.05543682949154429,1.438098385724312
SIDM00257,0.29969997502946066,0.3574265287502022,-0.8118765288296905,-0.8058565134383692,-0.7568694482445681,-0.8827828532932914,-0.8500993564784464,0.21334900107933688,1.297084561544612
SIDM00835,-0.5949425781355512,-0.32331304591669296,-0.8959950854990615,-0.32490291450911407,-0.8379844237913265,-0.9370411096211145,0.46820783604736593,-0.8701795223542514,1.31501998130189
SIDM00781,-0.8021086355953637,0.3970100933338091,-0.8537940432903258,-0.04590467743726302,-0.8350594863220064,-0.8612823934187707,-0.8379367264855266,-0.9131311197688189,1.6352402196608626
SIDM00700,-0.301092301115298,0.224477378332997,-0.8265641702018978,-0.48973100484563914,-0.7790576074370181,-0.8674581538088213,-0.7975902335322702,-0.9179345360705906,1.65571847609758
SIDM01126,-0.24764678521123057,-0.11204367293825827,-0.7978854394863102,-0.21735889082572024,-0.825919833419902,1.2906126939003042,-0.6908109709051595,-0.7402154495243211,1.314076575519159
SIDM00259,-0.23070235932694527,0.4271825973287075,-0.7683989296612647,-0.7726108392920619,-0.8173092387992668,-0.8817908006849791,-0.7757704486023245,-0.9857734948989672,1.9286532211820477
SIDM00834,-0.26837666896010454,0.8005086188312902,-0.7930514876755455,-0.718110094293873,-0.809141490207723,-0.914264060791662,0.22903825614615284,-0.9141221200128524,1.3541976698430145
SIDM00814,-0.26336104327094817,0.44102115245307405,-0.6966780027957787,-0.6412378734630527,-0.766791014912668,-0.8904452142798095,-0.7311603227886571,1.5199376986868758,1.374959837968672
SIDM00258,0.023911859369873428,0.2892007089236656,-0.7793173443473074,-0.7776321300167177,-0.7870260647352882,-0.8610134494936118,-0.7506752392696552,-0.3592861331372689,1.763087763662574
SIDM00577,-0.2545410913561314,0.2870028272908783,-0.8041257132727924,-0.7977422831615558,-0.7658639980519563,-0.8621493069415795,-0.7148251201069614,1.4892528711327826,1.7293196165289357
SIDM00384,-0.12857463802018132,0.22640804354297653,-0.764989760802142,0.6956232333673382,-0.8242980512889174,-0.8017455057571591,-0.8430085716937938,-0.8876752453669771,1.9248113750059734
SIDM00837,-0.7590710426783217,0.5140101466388951,-0.7264507682798822,0.3780196127012157,-0.844419641619429,-0.9098522326700079,-0.7829033431253224,-0.72558487879816,1.6279704016840433
SIDM01133,-0.2848451797096989,0.9555658125958809,-0.8897246672294256,0.2772824134367142,-0.8425670304307148,-0.19788520784049524,-0.8226676765961122,-0.9001982975632536,1.1819101517698858
SIDM00244,-0.5011913742394047,0.037098188785831765,-0.8842245254283221,-0.8699959551151816,-0.801097047141708,-0.8821768145159262,-0.8035766717133022,-1.0074532102716243,1.3795536787503575
SIDM01161,-0.3492175372737668,0.45803056454166347,-0.9083998358401635,-0.6243448991838111,-0.845246398141131,-0.8228460590158625,-0.8527247925387982,-0.6305216445751551,1.320323136867492
SIDM00579,-0.4497676839781572,-0.03337824963708134,-0.7364715785443285,0.01602689644662336,-0.8575488157871759,-0.8420550789134573,-0.7969168560527702,-0.833250723705309,1.5658362583541263
SIDM00699,-0.1113374294888104,0.4121449528503997,-0.7868724029240225,0.049568928083030914,-0.8451391667138222,-0.537980634449365,-0.7282965229676429,0.5218330807316499,1.4609288457915082
SIDM00721,-0.2973922681667316,0.7101304727741458,-0.805681821982147,0.06614121242647991,-0.8912307100305489,-0.7203104884340483,-0.8221494229986109,-0.9452155630221868,0.9787685075126518
SIDM00082,-0.5230099539171978,-0.07649576698388545,-0.7595213991514882,-0.6317536875043743,1.2176017465114921,-0.9045367127181921,-0.8335751964583045,-0.8652185726601533,2.129217905622418
SIDM00320,-0.3882632186227825,0.30581249307730674,-0.8205288369324095,0.0384964859778831,-0.7729601934521495,-0.8057968800428806,-0.7868652824891402,-1.0247193454068009,1.079927930578389
SIDM00967,-0.4351922894148772,0.45180365565734365,-0.8016096967658825,-0.13905794112086525,1.5561455759906182,-0.8307080646383423,-0.6363605862184571,-0.9600567820041643,1.3118084423466518
SIDM00508,-0.44562623023581405,0.9696188518564219,-0.8338143269435107,0.6997224855645706,-0.8886857326879247,1.3347450990947531,-0.8039962129267048,1.8219346932311624,1.2770713380042154
SIDM00859,-0.689424272148733,0.11897401787854128,-0.7787291513463267,-0.5607921527359399,-0.8039768740534502,-0.7658394779250225,-0.6297431699498928,-0.7196114106820952,1.7887799624307235
SIDM00393,-0.6190335322049177,-0.14591533883151728,-0.748467618730606,-0.3401696386568413,-0.8573364203530743,-0.9408330321806788,-0.8235022291554784,-0.8933901580295429,1.77143393253526
SIDM01174,-0.11426276082204885,0.40094436675625256,-0.7024712401870031,-0.27128681794103143,-0.808601068690285,-0.8137419650466446,-0.841608913633893,-0.85959261737823,1.4156895506152916
SIDM00530,-0.19038934985866934,0.23696666022334004,-0.7887325468826741,-0.18067519094513101,-0.6724232921246373,-0.8477416422940314,-0.7596511360612374,-0.8756204120548567,1.353241112199557
SIDM01149,-0.08002440589158259,0.618918710250447,-0.7146076479816236,-0.5160290344562262,-0.6955666764988652,-0.8286485100779919,-0.8025679962119703,1.5489778690473086,1.3683736685728916
SIDM00243,-0.658227029054745,-0.2608844883978197,-0.8168724879513559,-0.7478014148894395,-0.7443772658395766,-0.7430725786747088,-0.8001611446301218,-0.6433745560714651,1.4576082252823794
SIDM00176,-0.7288364303236994,0.6408680952815133,-0.7967096383162681,-0.6530382644538512,-0.8662348252893436,-0.829691335750637,-0.7884921507174779,-0.7014730270742814,1.6482143615902112
SIDM00422,-0.8002169343571086,0.4325384098975976,-0.6349290034827683,-0.818954327404515,-0.8235779792373192,-0.8063598896994693,-0.7802375883540865,-0.8380799669065373,1.606138393618921
SIDM00532,-0.4736924459320512,0.49193139858088775,-0.7241256293269513,0.011545494470827663,-0.7277070272784418,-0.8852218579372241,-0.8285736646376606,-0.8835109337608047,1.1527954624903742
SIDM00077,-0.6369510724929388,0.6525257714151185,-0.7845157983799347,-0.05980806384804847,-0.8288108757398321,-0.8460426531148297,-0.8403218343295159,-0.9596873524207382,1.3683599893201048
SIDM00561,-0.711171308704845,-0.31468317658758516,-0.7457513494982627,-0.7818689924504811,-0.826705302672153,-0.9100188343728774,-0.6986984075275817,-0.9376830264834611,1.4227069499338765
SIDM00407,-0.7279836358521663,0.5077314572532513,-0.728924636750104,-0.8354840891958707,-0.7424286465949471,-0.7288580350586252,-0.7537160544676148,-1.011075124295213,1.405568927798768
SIDM00631,-0.876697722805708,0.31129829600792386,-0.6451198317079551,-0.7628049101061486,-0.9066294764945725,-0.7954701458976626,-0.6475768259930317,-0.8567929242200518,1.4209266755674357
SIDM00324,-0.01577642084558939,0.28092776802965563,-0.7905171145531957,-0.7977013354272816,-0.7682421084856702,-0.8114856590295195,-0.8050580527201002,0.8251607534949211,1.6638856323066855
SIDM00410,-0.7500192553413216,0.48308375869263387,-0.7979750673682685,-0.8998119493001208,-0.8559103281089951,-0.8133932108973981,-0.8650944069168441,-0.0733662957364976,1.425988221000001
SIDM00483,-0.7797670930165495,0.14724561655205798,-0.78009056872324,-0.7006954350680152,-0.8856348227296765,-0.8733227263361364,-0.7078877822708092,-0.9724294764248808,1.2828196942368852
SIDM01187,0.11050142640004294,0.489476294820035,-0.7273225971576068,-0.7289142457208324,-0.828079436684761,-0.8559468400335559,-0.7845261467910363,-0.8265146821025026,1.5223337258068554
SIDM00216,-0.47386983782644554,0.01203476611640535,-0.8034591597995117,-0.6590258576580473,-0.7813221259752471,-0.883440031005322,-0.6783594655597753,-0.879400526517996,1.2410147222695547
SIDM00199,-0.5833780711358352,-0.34053888539904037,-0.793896245895896,-0.6433685353065377,-0.8112670626362556,-0.9220756277160617,-0.8204204081401254,-0.9861441837841068,1.252698281581212
SIDM00234,-0.3654300604931107,0.44333355047832823,-0.7302909122965996,-0.4337126015805101,-0.728110019584372,1.0605864946170007,-0.7738404530736994,-0.9501870557082227,1.3121955847885802
SIDM01019,-0.5545119716068857,0.5339137275479805,-0.6015844657633612,1.6704442991413542,-0.8214132705008185,-0.8018201973258029,-0.7376604437012355,-1.006407850735083,1.2112984208206783
SIDM01114,-0.5179907313669504,0.13934468737399966,-0.7835881050854253,-0.3956626918956309,-0.8248991972028373,-0.9466333590337318,-0.7736022519447555,-0.5868194783245553,1.341061267967848
SIDM00584,-0.45268604960868475,0.17320996295031293,-0.7512224217937605,-0.7797594473080757,-0.829447159253832,-0.842547281962717,-0.7527479153054324,-0.9225382626212768,0.8226233084113842
SIDM00043,-0.711982667753144,0.6128085310318231,-0.7776496668491176,-0.011619633577739544,-0.8168369480121027,-0.7950110293485885,-0.3705272560367809,-0.945312617626688,1.2317673870674424
SIDM00498,-0.7656971998862714,0.06522429196577813,-0.8484940992843343,-0.3848441040216278,-0.7442773797101032,-0.8928403900721039,-0.7932656629187068,-0.8714994425851812,1.3816439250477117
SIDM00406,-0.8105889476214213,0.3082609204317224,-0.6491999745783531,-0.791551772665222,-0.6631631000803262,-0.8492742557461107,-0.7640450514784216,-0.9466007132688712,1.327195327082365
SIDM00193,-0.7113927921412972,-0.06473666270038621,-0.8304870848410539,-0.4635274742546277,-0.378862529816033,-0.8596636874790627,-0.05674984163495026,-0.964970116409316,1.2318957365053649
SIDM00045,-0.7119756329840257,0.6083596058231051,-0.8221191034196424,-0.13905660244956186,-0.8377385028988825,-0.8221570951697605,-0.7496739066575003,-0.9340844648089198,1.5207575668822924
SIDM00655,0.23331565509327554,0.15833112687616938,-0.7924561842991262,-0.7256342227814573,-0.8531278326623526,-0.8777715218023007,-0.8184850969958369,1.3283804033217042,1.404195062454817
SIDM00214,-0.6651618260603888,0.39792038246609707,-0.7631040180934966,0.029908007225162087,-0.8091066469985475,-0.8611167469547328,-0.5055137676899131,-1.024708758056112,1.2743812100302958
SIDM01007,-0.6867033560954994,0.09007665534911613,-0.7379601483084797,-0.452021633634881,-0.6608921621798091,-0.8547340947050545,-0.7005337958394979,-0.9347539098520082,1.5049825219132253
SIDM00262,-0.20754272751483482,0.8661569169949104,-0.6994203626534479,-0.8084285838445313,-0.8113217969050518,-0.8548282577015616,-0.7720676256867895,-0.7442481073009668,1.6222908989040936
SIDM00591,-0.6589010506531526,-0.2747529830792177,-0.6643264802815099,-0.7359412942654133,-0.7402424179351401,-0.8262918606006266,-0.7187049965584111,-0.9362375431049133,1.7167631872613913
SIDM01197,-0.42905489259589136,0.4136402767164035,-0.5701648143244047,-0.8861786376717848,-0.8073587535768044,-0.8899951554256291,0.07746060570402245,-1.0260428926201788,0.9474763987129622
SIDM00905,-0.7952810051278295,0.6107847172483746,-0.8581438044198554,-0.5543876713500273,-0.7518176580979555,-0.8253384867486981,-0.6206568192362664,-1.0074992368927216,0.9252400424106966
SIDM00180,-0.6954136044259228,0.6248545848554458,-0.7034928351969848,-0.8795150524798557,-0.7869074126106368,-0.8828585464926461,-0.7699810021830934,-1.0422112205188812,1.3836089666072302
SIDM00323,-0.6208629512350288,-0.11247018887390402,-0.7293586288869275,-0.5953410321237333,-0.8000942532307639,-0.8046334911755476,-0.7081108996659493,-0.931853640781583,1.328989271811279
SIDM00113,-0.45254081256787965,0.019293984747972677,-0.7623901681818934,-0.4699709709527052,-0.7755365143025459,-0.8434323589588971,-0.831136867045416,-1.0512838442892665,1.370146801706439
SIDM00551,-0.8447623708240832,0.31895812541652446,-0.8934609398732665,-0.36993972821738247,-0.8273638128976354,-0.8737957250456141,-0.06734077461474978,-0.9171880729934474,1.3669110859085396
SIDM00958,-0.18594487272551205,0.3744386626609514,-0.7239564246384543,-0.3575065907710702,-0.8104578608502567,-0.920917311366629,-0.7925704694510844,-0.8666471573065917,1.5797256304278517
SIDM00659,-0.6092805887983983,0.3339453000731428,-0.8373438514890874,-0.6338666037353952,-0.7081729362353224,-0.9029603899854741,-0.8071030580273829,-1.0216249626553522,1.4241684001499144
SIDM01168,-0.494029150649237,0.20724028672536146,-0.799064631470366,1.149311512152797,-0.8165278230065328,-0.8904542001998608,-0.6885453265112387,-0.9421733464257622,1.7088556736479152
SIDM00968,-0.7834651170515698,-0.14386873479536255,-0.848407000145025,-0.23414549823877176,-0.8035839749348042,-0.8359629648878107,-0.6981502169053274,-1.0374611245482428,1.4101314348275316
SIDM00250,-0.7730864904618716,0.3492072202186361,-0.828908193163956,0.29110151794665595,-0.8085589440566078,-0.8914148701176224,-0.5963523492996403,-0.8343372291110335,1.4981494166813454
SIDM00252,-0.6887267671223901,0.06310614475076541,-0.7640580398728971,-0.4304919934536463,-0.8181043743045213,-0.9338824301150634,-0.7218902723910691,-1.0300158755915212,1.3358533266495376
SIDM00242,-0.36440622374166853,0.4964312020390695,-0.8255971399292213,-0.5117101710336783,-0.8297660458801389,-0.8533427471604791,-0.7667810574841483,1.122567316179154,1.1089305909358576
