,CACNA2D1,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,ITGA9,CACNG8,RYR2,JUP,LMNA,CACNG6,ATP2A2,CACNG7,ITGA4,ITGA3,ITGA2B,ITGA7,LEF1,ITGA5,EMD,ACTN4,ITGA11,DSC2,DSG2,ACTN1,DMD,CACNA2D3,CACNA1D,SLC8A1,CACNA1C,CACNA1F,CACNA2D2,CACNA1S,ITGB4,ITGB5,ITGB6,ITGB7,ITGAV,ITGB1,TCF7,ACTG1,CACNA2D4,PKP2,CTNNA1,CDH2,TCF7L2,ITGA10,SGCD,SGCG,SGCA,ITGA8,SGCB,CACNG2,CTNNA2,DAG1,CACNG3,CTNNB1,GJA1,ITGB8,ACTB,ITGA6,ITGA2,ITGA1,CACNG5,CACNG4,TCF7L1,DSP,DES,CTNNA3,ACTN2,ACTN3
SIDM00269,-0.2560092253257474,-0.7779002048693637,-0.7272845861877555,-0.627270508413375,-0.8768110503942201,-0.6615151278567605,-0.8451818636833703,-0.6947949933547269,-0.7467930879505024,0.6208732956131614,0.954370770535508,-0.759478563435569,0.6202118910867657,-0.6821045554376404,-0.7997821242666333,-0.7838319839523628,-0.7654369380467312,1.2397316627618344,-0.8769310309648849,-0.5946406955863835,1.3223017773670354,0.07163643629650053,-0.8146661337667733,-0.9658355056297485,-0.872385660740143,0.9755450248624082,-0.8028676479209444,-0.8140479406526455,-0.7925115190389266,-0.8345341494036876,-0.8563174459689389,-0.49094592090340267,-0.7537685663600052,-0.8480266229027524,-0.7918188209856889,2.003526063108592,-0.8859199426732283,-0.7149529380852809,-0.3928140957882789,1.8622707449088878,-0.7658701119130445,3.59619239693703,-0.8317795420203026,-0.05680535259883795,2.401489685509181,-0.7005486464733763,-0.33750463511989487,-0.9528755727649401,-0.8587832645751459,0.9858778935090092,-0.9167182160401198,-0.8852521675535154,0.714417115918348,-1.0371408113436547,-0.9829921052236443,-0.1733692433340339,-0.5634556184927068,1.6123047518532045,-0.2690438081379171,-0.9391215772678905,2.71053670056721,0.3282684180324984,-0.863214019203847,-0.8317334291743899,-0.4054865145718398,-0.40708739171941816,-0.3176358480408146,-0.8356499523382841,-0.5522468534633088,-0.8675529804503829,0.12210897703151917,-0.722677419046589
SIDM00621,-0.24907376931001823,-0.7097703129770846,-0.4267450854015603,-0.5754945633544393,-0.7063268953922586,-0.6677608248485722,-0.8599820729324983,-0.6771156142712376,-0.3626852636232028,0.9068360937531557,0.7302842676079444,-0.7633781672801384,0.8017734742734107,-0.5195123526420435,-0.6669688561849312,-0.7419197116466221,-0.717695959926231,0.03552199665796569,-0.8498674636121899,-0.5417457840968538,1.2636489700846825,-0.1270783963958816,-0.7468138766780417,-0.8746023595190441,-0.914915960031903,0.5286734414093108,-0.8349354982107895,-0.7447954111264903,-0.881938000854991,-0.8362182692141596,-0.7363691445498624,-0.4241750715715452,-0.6099081158626267,-0.7977747817742995,-0.7682035527707085,0.06724196680927023,-0.9915119732244791,-0.6418386452315527,-0.7574031325025496,1.2190662320675039,-0.7370064779792426,3.6053201111078144,-0.7964818516511678,-0.8749480511757776,1.7205133775592967,-0.10856890389880568,-0.7493067691973723,-0.9078333591327945,-0.9042381483838744,-0.5941817646853662,-0.8526298935762414,-0.9122030036795591,0.9377249764731244,-0.6147960845439515,-0.9477974779323436,-0.21034550107845032,-0.7089763409646197,1.6538280345991159,-0.17694084844071117,-0.8107525056459405,2.7269973258321305,-0.31493432306811187,-0.7862216027046953,-0.9068673280550862,-0.4801274730524509,-0.24057068452650637,-0.5115433397504463,-0.9198023634409127,-0.44780964192487244,-0.8598281645702577,0.5630078575607435,-0.7205783607302771
SIDM00599,-0.05225565387463253,-0.5402924518908662,-0.8136890723829339,-0.8176129011408276,-0.8629377207032793,-0.6744783164762997,-0.8744253571681885,-0.5891211077417445,-0.8825100173995623,-0.559059490377637,1.8276832342091234,-0.8249732477373155,0.8804422291980173,-0.7336232657192119,-0.7529797519083286,-0.6575653260611322,-0.7466518951711637,-0.045057691093266065,1.0351991370820584,-0.6116454034380783,0.9892059717690029,0.7473393702289357,-0.5192997527927651,-0.26059831142423495,1.312733946968813,2.4193101935649035,-0.7998498513950224,-0.6133175165777596,-0.9555374583572205,-0.5805438540587364,-0.5595049773281755,-0.49469540813637686,-0.8181253838788475,-0.7973018102818813,-0.7393747262406263,3.2612307206504836,-0.9676682693930136,-0.7483982602554532,-0.3519501995520718,1.9284951050696275,0.008496176264624516,3.6434450370140845,-0.7668433737546533,-0.9993662955399198,1.827956432168193,0.9098611919284386,-0.6871875764628103,0.32930949053214514,-0.19541837370223292,-0.6850732918372558,-0.4005418393720609,-0.7012687966540556,2.072943020682508,-1.065429216043209,-0.9353411124728821,0.2787974999298863,-0.7752206332819322,2.0583045646528118,0.12324186558771097,-0.9058343949045101,2.835243974197849,-0.6715264624452204,-0.8491050541319891,-0.766525032986051,-0.5166927202590459,-0.2071231340878166,-0.7335651434463488,1.2025922926632755,-0.281421661215191,-0.8916429171820494,-0.9133612887038877,-0.6448196460551392
SIDM00118,-0.45787192433509977,-0.692687439260369,-0.8940474143505929,-0.774086268240574,-0.9367075158380621,-0.7333215366953065,-0.8657633120241778,-0.4749865981748578,-0.9158453967237152,1.908847453790786,1.4490234120391325,-0.8434291512163897,0.4717462984712041,-0.7395035329903478,-0.8929691739274884,-0.6110952281987839,-0.7639139283495842,-0.32147549251949037,-0.22388021288388707,-0.7088687155937882,1.0639400998043702,0.43264311667288285,-0.7257633401263961,0.9761638165606032,2.0730905097590004,0.6276081883671175,-0.842701789891391,-0.7951204654759841,-0.9404815566581565,-0.8357826579415414,-0.935010217420583,-0.5219129887691677,-0.7818269978131197,-0.8205979480452557,-0.2969662978142113,1.1508174542368033,-0.2661509668813057,-0.6806626283205455,-0.6243833913445376,1.3753270147489476,-0.5830051719192338,3.529595226662897,-0.6764061726278521,0.7163333759486611,2.197956267902873,-0.7658222908320524,-0.24761664472960607,-0.8590647066363564,-0.8638426268639435,-0.935202138842085,-0.9243661873990158,-0.8774593818805344,0.9169740787359947,-1.059715492926615,-0.9442937929586842,-0.01254454644914263,-0.8271959644337339,1.736903081044688,-0.5535213706719433,-0.7397636485225619,2.6319437284488045,1.7085246819577469,1.3044420143868856,-0.8391314468211604,-0.6177706513357011,-0.6176359427940503,-0.6252200513084089,2.1679292597924253,-0.5143474268035843,-0.8081479221809821,-0.9244733899291853,-0.6584556171238479
SIDM00596,-0.32224466277450237,-0.7006573612815931,-0.8710654181495445,-0.5779589410544757,-0.9189264138809019,-0.8168243210869397,-0.8972960737211003,-0.4606497091426181,-0.8899279105802499,2.2821399729092313,1.4316241605421398,-0.7679598745372409,1.0034740369685993,-0.6513852412411414,-0.8414328147432627,-0.34376211418142627,-0.737241130760003,-0.6034035632324031,-0.8060710311796491,-0.6181883660201432,1.4248023188443446,0.5510445290803238,-0.7305428495303133,-0.7218283113573262,1.3362391801697773,1.3748274755945107,-0.8075732401337486,-0.621983817721683,-0.9245607500326554,-0.777214253551957,-0.836069900894455,-0.5415396088913005,-0.7630586011897651,-0.822483406400054,-0.6592516708743628,1.4646982216350202,-0.8256555394536714,-0.6653252473426178,-0.04100061740744002,1.2440691112157107,-0.5657197051313585,3.4370455153986983,-0.8229390064564067,-0.8103726877013607,2.4707901663542966,1.1922461985404726,-0.09855872034978326,-0.8678741183968844,-0.9037871439060918,-0.9023221564287676,-0.8637024803759158,-0.8715598322758341,0.46975796841249323,-0.9909188265985026,-0.8792590100934732,0.1828991126340729,-0.6818451223981076,1.915502858759149,-0.43498403673779434,-0.2706027819341029,2.7141036130199714,0.9452719060377299,0.22154583556115118,-0.7584619882864023,-0.43302769122978363,-0.7654991627889237,-0.5522741271284567,2.102470416339904,-0.41619804836738217,-0.8352259834428799,-0.8778759682733799,-0.6445794854156965
SIDM01251,-0.22942457158370394,-0.6080285162678349,-0.8405852473161474,-0.7308986423475168,-1.0059924173447805,-0.44211532517795715,-0.8915363599561626,-0.44644349506685965,-0.8734597107601183,1.6051055597325081,0.19187300192290732,-0.890007855744858,0.650062942853941,-0.8155083763465691,-0.5830363302653409,-0.6628095438803681,-0.7246089196812197,-0.6849629334184341,1.3497765337136325,-0.5375283539873209,0.766604905921085,0.37164937300775536,-0.704956151968561,-0.8761252585854442,-0.8487978177364688,0.5895657183356412,-0.5272230823240245,-0.5144665051874755,-0.9424943196429113,-0.8292723205740472,-0.8715325089846476,-0.44609518304774115,-0.6218617077988707,-0.678015605287596,-0.7615595340538066,0.13716391634041844,-0.9289269452336978,-0.5476282687266424,-0.9678163970202309,0.3895409489581177,0.13015243055380366,3.740039062534229,-0.6856430148481404,-0.7142893095844269,0.8920913530697807,-0.8469921412037856,-0.5437214585637248,-0.7816343899068475,-0.8110469614827656,-0.9409066871319884,-0.8183167682423474,-0.6877217913715841,-0.1536697477959632,-0.9446150040237142,-0.929539958482435,-0.2731893799307699,-0.7137011149478898,0.6243447781824142,-0.711129936528694,-0.7514169813548198,2.6360609704670868,-0.5703177630331063,-0.7352625866727905,-0.8203239322739974,-0.524206150450948,-0.5601563207447415,-0.7312892215419666,-0.7989688665259866,-0.40724719735705417,-0.8059715321538218,-0.8724734637771554,-0.7518319921469151
SIDM00197,-0.2467503955881677,-0.7596106796682355,-0.7118967563590199,-0.6939554166325725,-0.8594131404470905,-0.5670037445594321,-0.848260896752678,-0.4386084829705442,-0.7119469353504866,1.2722057210618711,0.34114265986138304,-0.7361651441489381,0.8664245216727494,-0.6485319187882753,-0.886965092561436,-0.7821320002837088,-0.6738767092931806,-0.060165794205487615,-0.37615092126003546,-0.718999406610354,1.2963895389754283,0.004851392360014265,-0.6922549537331776,-0.9032278247232252,-0.7596164307427314,0.49815181922846014,-0.8404524858766594,-0.4136755228033022,-0.9263238863896037,-0.9146722164949768,-0.8686822887704427,-0.5713169635170824,-0.6915580749370474,-0.8619000620655267,-0.7291401454283177,0.36768001088932084,-0.8647695414921299,-0.7098281946834782,-0.8566408109418923,0.8717602673360481,-0.722170685082739,3.445492982214664,-0.8134775180435428,-0.9553616143665665,1.7531072541382835,-0.7010931995664288,-0.5956771231261485,-0.8971799801373731,-0.8288746506395389,-0.6886936158582772,-0.8532204646558802,-0.8925791449357402,0.12867029717824177,-0.9610042457791009,-0.9869735521381794,-0.23467388135308312,-0.6925016641862793,0.9844720827784315,-0.08269846864549456,-0.863295536587157,2.685286397927563,-0.4448979425485971,-0.5793277983503092,-0.9317764588713143,-0.5286305072222927,-0.14079861128240923,-0.4337595083193766,-0.6009928753735791,-0.46358892611923785,-0.9171535731800606,0.08722676093811323,-0.7228528481749118
SIDM00810,-0.1223968557895244,-0.6831416930005823,-0.8839221047962907,-0.7173454689010912,-0.9028819286965415,-0.7387841657624585,-0.7916897187031091,-0.6009455921357884,-0.9003101706209312,1.311503950017825,0.8142551843569135,-0.8540592572616246,0.8021879874048968,-0.5814286908455598,-0.8412296021991258,-0.6158557783979057,-0.6833486486108256,0.5797667431544868,-0.30303842508320306,-0.7495454540241566,1.0685606143468067,-0.11344801267143642,-0.7683565048143597,9.632183532674018e-05,1.6514578493255245,0.8146971874946775,-0.7671485286771477,-0.7960717981103625,-0.8213734319860453,-0.8222332125742451,-0.9341961182816108,-0.5550399878628431,-0.3208074983041747,-0.7709783371944018,-0.4475420154290294,1.7427654300574198,-0.9174692702526366,-0.6999074983569429,-0.4157708013294419,2.250826683716615,-0.4888808130553565,3.5758844161648,-0.7485770269424286,0.27555841652915164,2.4948958812849935,-0.43549059157390846,-0.3278604488554925,-0.9353738004032913,-0.9126214016309908,-0.06158351623695531,-0.7882526332448135,-0.869121741973424,0.14588205552240568,-1.0488088118331766,-0.774105309379835,-0.09457515775722757,-0.7947981153277583,1.4395550842951197,1.769157620684723,-0.8193342575397038,2.422004937087637,0.9357641838847665,1.236386643858879,-0.7767172265424328,-0.6171090930571388,-0.7324463710020163,-0.3343738291199929,1.8044085032421104,-0.5177115620619911,-0.8421830954125281,-0.7692194164995407,-0.8794573465923916
SIDM00174,-0.197160992726386,-0.6960751029019945,-0.7903961413358473,-0.7781136138691049,-0.9201668831674125,-0.5377752574017858,-0.8798259759501884,-0.5550145873733745,-0.907887956536656,0.7382470697409961,1.5362738902457524,-0.6044966814841273,1.0295884916235523,-0.767780702617476,-0.8547019774351804,0.3265810899913137,-0.7162452338100148,-0.4705528898586066,-0.771725671325006,0.07508275185918523,1.0745123877850151,0.4647389155738632,-0.5533409621709294,-0.9047212826517124,0.7766226234538299,2.20055497567992,-0.614690977242461,-0.475591417235716,-0.8918055744789798,-0.6214394997063329,-0.831436937844742,-0.5683043766545546,-0.6790126717038193,-0.7806544755059331,-0.49167671364488447,2.9927177132424507,-0.9112380063551231,-0.545259768557701,0.36095255625642847,2.447243409981936,-0.6905236616596685,3.757639552782845,-0.7264836324282584,-0.8928501131464892,2.374636908223919,1.8115075386942265,-0.5099504435095251,-0.7536262276210178,-0.9022469590467844,-0.7615596075769026,-0.7819591676593894,-0.7738059276490137,0.9482476672736833,-0.9937750708171731,-0.9714486253907443,0.014946666801444955,-0.7415780642885541,1.6976298893996127,0.23240755314669356,-0.7637929643866435,2.7260188799015106,1.6067324346939067,2.87328958703903,-0.9485420415935023,-0.5982953191804767,-0.671257818291388,-0.5695385211737303,0.7463229695669457,-0.3824716684123513,-0.8072051786206235,-0.8512377922039241,-0.6932591027965831
SIDM00487,-0.1372418165876958,-0.7189308767585028,-0.785239292754942,-0.7055492942557895,-0.8992064373067122,-0.8374562363929012,-0.5902770377152798,-0.6001256030902856,-0.928942472401902,1.791137496627006,1.2833330058537609,-0.8238186027903517,0.7986461557396354,-0.5779410397844246,-0.7825810455427035,-0.7685539704313354,-0.678900862603779,-0.5602920479144118,-0.09268375109538592,-0.5911895892722969,1.6056191326127915,0.5821422022996674,-0.6593579829212881,0.782479269634033,1.9894278121562627,1.1210413501346,-0.8043222403123349,-0.8139056661302377,-0.8796344762369078,-0.6657917226875577,-0.8216262604460358,-0.5020932605873687,-0.7170463237280965,-0.523534366462153,-0.4873709839290498,1.537908317564184,-0.40209738807751816,-0.5127082483171145,-0.7259078410543662,1.2786797136202857,-0.6005289255162576,3.5659893531920175,-0.80293517794343,1.1701440260213618,2.2069758814430607,-0.7700947288804354,-0.3482639816888958,-0.8958093744929825,-0.8879426664553698,-0.8930442412829958,-0.8390791671196077,-0.8159251164396962,0.20730845267236767,-0.9549898195235745,-0.8969556264420668,0.10152684957812537,-0.6357667824332093,2.1529128083558438,-0.6258886143728561,-0.8705311687933581,2.629689072430052,1.7526600598710025,0.7778738612671386,-0.8106574088407174,-0.42402912775198004,-0.6293762371760228,-0.6552650873280012,2.143275021251826,-0.45456881774991265,-0.765425400202256,-0.8971717703963059,-0.678048240956002
SIDM00263,-0.4017152082835966,-0.6534937195652244,-0.7056995593747,-0.6903692995483112,-0.7726384308373764,-0.5224140009628825,-0.9377227362419767,-0.6606754188674926,-0.756843119575797,1.673081469292957,0.7201451667455118,-0.8047188462832618,1.0873930055067305,-0.7065666021763279,-0.8321129374995114,-0.7342753676116787,-0.6792706418300744,0.2108325888995722,-0.7550187497303577,-0.5541388277784618,0.9820071493389227,-0.0983723866084861,-0.7531112745338507,-0.9692904268844964,-0.890105662140833,0.29812865464654464,-0.8408872129946713,-0.5273538742956777,-0.9395778262338624,-0.8341454961271857,-0.8832210892228394,-0.6151474345477498,-0.13186372881935135,-0.8040952576335906,-0.7683438037235181,1.2327908007196613,-0.9827463989101419,-0.76430662916844,-0.6156307743285201,1.1350227535984885,-0.7758430699427586,3.6307833459191308,-0.8388189269370601,0.26567291495956397,1.8050863849790026,-0.8211439678828892,-0.6343434057599057,-0.869114813240614,-0.8507070574057085,-0.9100566283547855,-0.8629414436452644,-0.8481351758363314,0.05522687214248644,-1.1380472848411372,-0.9654320314453153,-0.22332222679173924,-0.7999456823929544,1.6107503478931267,-0.4075443639901487,-0.9269856347850141,2.110811927541584,0.1247480446087043,-0.39176797819819137,-0.8390581264639997,-0.6454305026941437,-0.45922650429196865,-0.22543591637833163,0.24606844038501036,-0.47702178467280626,-0.8629258513115264,-0.40468702815674257,-0.643654362630296
SIDM00277,-0.3453116444994763,-0.6922780619514449,-0.8607605283462002,-0.8719254129217138,-0.22427042902664285,-0.7896162087417791,-0.9010922917792872,-0.7826411588490538,-0.8398331727650561,0.6113576673322745,0.15955325638462534,-0.7023014688841228,0.7306935539844923,-0.7092527578375146,0.5701153647182879,-0.7171421930932342,-0.5783369241336638,0.1793271063272812,-0.7610780421264578,-0.30317574995901736,0.446947311185064,0.3055087681358473,-0.69469505231067,-0.690359774388688,-0.8737926447530887,1.0446619544340985,-0.8172878117350425,-0.5733892544813183,-0.9717868939174005,-0.8812291931387478,-0.9328653267279489,-0.530567283608772,-0.8487654381647667,-0.5553391920607201,-0.6757124754686451,-0.0016330157027480941,-0.8338720595351344,0.10952051896891203,-0.90232636622707,0.20332286306765832,-0.6646688751501277,3.6676813181899104,0.6150038048087503,-0.8843044448592416,1.2980970351202306,-0.876187720287395,-0.6872949478705053,-0.8337514583450772,-0.8675977877590515,-0.8834414533326583,-0.867994110353177,-0.603106113951204,-0.8296492181984458,-1.0320172871770386,-0.9450017737848161,-0.24982834891932895,-0.6332307160290689,1.1265820174420678,-0.5703422370611653,-0.8233752451295633,2.6935095869222896,-0.993042085813373,-0.8852272070173767,-0.8670954400133547,-0.5606047849189727,-0.7401615560624331,-0.7512417367140632,-0.9151257375234597,-0.3035810950203703,-0.7605737106748881,-0.8651419340582318,-0.6595822733536879
SIDM00592,0.11806652466714462,-0.7341781916657506,-0.8952594297266456,-0.729772534016005,-0.9090250734572669,-0.6124475238274795,-0.9496698063798157,-0.5839058840086588,-0.875876682361141,2.5951939221112443,2.1061071046520423,-0.7809074758227431,0.9098957512599618,-0.7763691548638051,-0.6519735862900309,0.001555397775748858,-0.6356657934782,-0.7786549499544645,-0.8345557427464123,-0.561828325741676,1.0072448987226699,1.306601466260549,-0.5430160273408395,0.620246659258348,1.9154740861016997,2.6261466298283502,-0.5913368420593035,-0.8225182739619656,-0.9069684293019615,-0.6088758551037414,-0.8462419568889629,-0.5343083567882724,-0.8166416688655682,-0.7366809142959151,-0.08710170702891884,2.0071771199370794,-0.9494822338432279,-0.7330822841944553,0.7566898900539533,1.7829512388005186,-0.5876866664422192,3.7726411723761037,-0.8102164729061369,0.4364578602241442,2.298002705680391,1.8640406650127819,-0.7307706166481654,-0.8022314780370954,-0.8634290104951927,-0.874450739744381,-0.8900400717794246,-0.7971980641511133,-0.12386114858091322,-1.1063476165331343,-0.970678482021414,0.11889876049443361,-0.8047139034951835,1.3170542167508998,-0.5720689886091981,-0.17677039079786555,3.082576314316421,1.6973987245545992,2.240592665404524,-0.8291072199368803,-0.5670172772555451,-0.6261614703571557,0.2832615714184588,3.070206436148944,-0.4042831089618249,-0.7445857315427739,-0.8572628524605364,-0.6185962345815591
SIDM00496,-0.13650780120691183,-0.665164533132491,-0.8473336129194017,-0.7692248665322059,-0.8258897185454488,-0.6182732560444468,-0.8564107620219436,-0.594030854137337,-0.8882210700806016,1.9791174429788947,1.4579103977310375,-0.3604578846926116,0.6641899787575376,-0.7841190071656914,-0.8439433131407558,0.41201071546811324,-0.793336649288025,-0.7954455517367138,-0.8465407263379049,-0.4345306967240617,1.103150248483752,0.33724443892270584,-0.6817651855157708,-0.6177550940487949,1.3986848265276897,1.6264517037337223,-0.3598963661743018,0.25588203783089075,-0.9333240794494572,-0.6805122016396027,-0.9346982644093368,-0.4051059592730533,-0.8620913443983199,-0.8132223074998499,-0.5975428720913608,2.4898839758051734,-0.9678752803798272,-0.3023811536042694,-0.3941183227494321,1.6126753735363415,-0.4929297528579275,3.6867634234125366,-0.8337727796274816,-0.21040358261599224,2.391170703837752,0.25737640327200567,-0.6722166640960927,-0.9292965471328931,-0.9326241043550663,-0.8289292278215384,-0.9523413905740967,-0.8306139971806143,0.14568735151573906,-1.0384616028301,-0.9609359535329461,0.043655327737600474,-0.8214814066888422,1.6107960797469025,-0.28322903415123074,-0.22709697382545682,2.549012503955153,0.7175149559082403,2.2053232976897825,-0.6792149487332297,-0.4209508592280374,-0.7970016965594107,-0.6433637454466897,2.2029312482211094,-0.33424335987734394,-0.5485631304334762,-0.8141071284154885,-0.8327599791072172
SIDM00793,-0.039368785349445025,-0.6728214152401847,-0.8042819640153145,-0.7816749410438797,-0.9295820822247861,-0.3745299490049076,-0.8800364753295892,-0.5809279773650449,-0.8183292909403377,-0.23481581287161524,-0.0030501671366804975,-0.8608261752169609,0.8529987677001004,-0.6832619300902045,-0.6797570224230803,-0.729499923007457,-0.6378407761202873,-0.5999394399608059,1.0614779386399293,-0.7123647374352653,1.0557546003566851,-0.2014226590751456,-0.7131367949606774,-0.9091694259994431,-0.8869701463824375,-0.6688656305547187,-0.7737616285904239,-0.7952465846045936,-0.8841204885461628,-0.7994043431977982,-0.7949726911831209,-0.5141132975127665,-0.6568241236195342,-0.529405633693313,-0.7518968852924658,-0.015746933984256698,-0.9349522165451949,-0.3721590222436461,-0.8778056770393954,0.41233976414198764,-0.6691127356589555,2.9187859269292185,-0.7688456557465406,-1.0187250241830057,-0.16046029848341392,-0.7913192643580018,-0.8385224330477882,-0.5313968065859606,-0.8715863359996598,-0.7347444129565694,-0.6939120596179831,-0.8049220176503272,0.18810285269070082,-0.9857552080728512,-0.9324696241293596,-0.40233704989192465,-0.5008979874355045,1.287942964963455,-0.40927389834511907,-0.8428646698907397,2.65381323585233,-0.7002329199581114,-0.8678018371349612,-1.0484486516198617,-0.4771691230969274,-0.5676122229300586,-0.6119568338751663,-0.8145085247929923,-0.3544132374104494,-0.8380005107202787,-0.8368312875347138,-0.7280149617675735
SIDM00121,-0.07837613585693728,-0.6816416091310737,-0.7830787889857923,-0.7742055574555581,-0.8098089951876655,-0.5160257999656599,-0.8543540380917868,-0.5053985805735194,-0.935536939456346,-0.5215451021899564,0.051624389699475054,-0.8210240855750269,0.5105098996796532,-0.6997712441946684,1.2705474192865982,-0.8396056633209978,-0.7551817157271838,-0.747394835439212,1.5965296562808526,-0.6236206140268663,1.0397854536825009,-0.24465203824058,-0.6954366928839869,-0.9417677479793897,0.28556132036043513,0.07394018388060797,-0.7932660172888082,-0.6962422845851562,-0.9374452280338929,-0.7016432288259148,-0.8966262766490795,-0.5180682362082637,-0.7454607707141002,-0.6837940299538654,-0.7786722602475273,0.12845884313467684,-0.85221353649195,-0.5700807440340762,-0.8320127925938281,0.574028919426107,1.3289782167268485,3.6724204884799514,-0.5178152161178646,-0.8567886952151392,0.742642699519755,1.2521127416039182,-0.6891155765808341,-0.7593228646737843,-0.8917016978741548,-0.8929386386302163,-0.8778807141829241,-0.8254739279890885,0.04463477208920927,-1.02408717048362,-0.954019582260678,-0.3417951478047137,-0.6377503458278003,1.0213618022765159,-0.5267007445898692,-0.9539098354434882,2.8869430397803977,0.7164792079652329,-0.4465283799541756,-0.750760218086514,-0.30518759753406827,-0.482710565619604,-0.6496998327274158,-0.8438694643582709,-0.401906850982912,-0.8385842104216746,-0.8555427506629392,-0.6841843694367952
SIDM00202,0.28347160784325903,-0.7557724109007494,-0.2440101838237022,-0.8433725754767785,-0.9088798244070423,-0.6550023029223738,-0.8955778808638877,-0.5922838968721654,-0.18510555203307816,0.5347409549229644,0.15145200540901532,-0.8320204634413921,0.7965005309265724,-0.6356958889981926,-0.7319754095987921,-0.9972839998254059,-0.7300551086026544,-0.6979985091191683,-0.772954980656618,-0.4992128322762202,1.1998658691956998,-0.13034616843797323,-0.8416280884512776,-0.8888835115444598,-0.933559963716017,0.43389323280203995,-0.7756668025977502,-0.6446269877851293,-0.727683155194975,-0.8700821321238024,-0.7621200271311491,-0.6664758938003117,-0.7488532790239442,-0.7853243608426715,-0.791231359549834,-0.16891489032069587,-0.9419091597797358,-0.7159807338699762,-0.5819795382104903,1.41768789960935,-0.720112583657073,3.5752214252278534,-0.7022669540632339,-0.8614496260424874,2.059163329892907,0.2589862894580532,-0.6013422258307769,-0.9315481463389504,-0.8269176344793117,-0.700005572219698,-0.7671677260514048,-0.7901404105070863,0.7994544507282079,-1.0225129458504536,-0.9527894854707954,-0.24893910649642387,-0.688865755615024,1.3576042315101169,-0.2919270987089046,-0.8029065433578543,2.270615443427809,-0.7832735409294441,-0.004648566462230762,-0.7607782811281425,-0.5919104915265856,-0.4345413750996858,-0.6616369497210068,-0.8180302221311779,-0.6332119697506281,-0.7920823292287942,0.6258206085595183,-0.6125065315150233
SIDM00047,-0.34721877488511776,-0.6948442780181838,-0.8583142158458313,-0.7711783014124842,-0.7745683824581272,-0.6416604737854404,-0.8589528076601599,-0.4742785292199262,-0.9086654075365467,2.365051094000208,1.3871293717591784,-0.6360366769472776,1.1403050090906528,-0.6111683599090423,-0.8428555907805595,0.08155883624817019,-0.7012650754141654,-0.8299476654830013,-0.7696794683026047,-0.6854754971141607,0.9263101293951134,0.8465194088520638,-0.6393951312510535,-0.3970759241764665,0.9014222238778714,1.1104706059475644,-0.588295816094496,-0.5818963851115638,-0.9128558970055618,-0.888100680100759,-0.9016621121288734,-0.575492250980813,-0.7472934879058981,-0.6921453940516711,-0.26344300994420616,2.6458835374587575,0.848768782574853,-0.6644392527148366,-0.06622959499670052,2.2269583492021297,-0.6579906347795997,3.795454291845243,-0.7831971709162051,-0.19229726218834262,2.4406161592078983,-0.6675704771227176,-0.2537371275315708,-0.8823530574011597,-0.8729090318197671,-0.9691947231869706,-0.8811635425001456,-0.7900487371498924,0.5003348863578648,-0.9978907960775422,-0.9775947835118072,0.15113116967916349,-0.8126627152721305,2.075957679295273,-0.07331247587569673,-0.7887646944096651,2.5913290281039596,0.9533484277290345,1.374856862876309,-0.5122571294130279,-0.5500978597943208,-0.6736764671422356,-0.3880321730688533,2.2284026582183887,-0.3937924611807682,-0.7904236991125998,-0.8942045966398506,-0.7811719470023106
SIDM00885,-0.14135722362313208,-0.7237655333149872,-0.8843760542773322,-0.6929555619783699,-0.8975505507670297,-0.34551438642297677,-0.6004260398350798,-0.5262971171705912,-0.9061979977268396,1.5432071854008316,1.7967703955176948,-0.7678283540208546,0.4783089245398767,-0.7056760470602076,-0.842381460865653,-0.7546398558409967,-0.6818825274626523,-0.0885766780321748,-0.8546513687371176,-0.6617228692242734,1.198458313169284,0.29775761741936924,-0.6719652608114198,0.629272406845709,1.3281489060382294,1.149930677733749,-0.6418986731561289,-0.7521584960112137,-0.8824939949231172,-0.8760056398185395,-0.7984504037055884,-0.5379523363560939,-0.7591720612750562,-0.5761382390360101,-0.7622155274965998,1.6779614429393803,-0.8299110739069648,-0.6913311491299432,-0.6534594721198331,1.1398342736260225,-0.6513286946680527,3.684109211108882,-0.8458548657213998,-0.44106056533273275,0.622142227828065,-0.7395421131252697,-0.46315223292638263,-0.8499579800483658,-0.6168725828295365,-0.9343355265951638,-0.9076745922226549,-0.7529995031998763,0.4783611502771518,-1.089451487583308,-0.9641594650725144,-0.08596822877358787,-0.6430738484486379,1.7206431633930177,-0.6254192178138983,-0.8573047292664518,2.6516868580618964,-0.37085069003179094,0.5115788731509259,-0.8375919617264681,-0.40678990924978364,-0.6639487495375888,0.15741421750878073,2.7704307747498667,-0.4100388690223356,-0.8345781314627901,-0.8622770755913858,-0.7730853469818587
