,HLA-DRB5,HLA-DOA,HLA-DOB,IL3,TNF,CCL11,EPX,FCER1G,MS4A2,HLA-DMB,FCER1A,IL9,CD40LG,HLA-DPA1,CD40,HLA-DPB1,IL13,HLA-DQA1,HLA-DQA2,HLA-DQB1,RNASE3,IL4,IL5,IL10,HLA-DRB1,HLA-DRA
SIDM00241,-1.0603474746847323,-0.8335845153761181,-0.8526234623321046,-0.8890992158202911,-0.8878881939701391,-0.8595646218803066,-0.9906841229293112,-0.7225734533278941,-0.9162305178085565,-0.5838397054567527,-0.7988856510632475,-0.9375332503267467,-0.7238580506918662,-0.6689602551227015,-0.6316055646796986,-0.7607498109777777,-0.8244333992065439,-0.8612867498024817,-0.24836440226175233,-0.6608283735767538,-0.9087384060302135,-0.8629680150002126,-0.7467971531165841,-0.8543351346824553,-0.392809561768281,-0.9295360581474219
SIDM00091,-0.948092594216411,-0.7566428802756888,-0.7764494148110556,-0.9632030143533826,-0.8303383104087644,-0.9753094885394532,-0.9106704466702775,-0.7316762237635306,-0.8403291050669759,-0.316100394587989,-0.8847418769055959,-0.8708442150062302,-0.8464005520525296,0.6766868841316729,0.5659692665371405,-0.38750384506098917,-0.8282516414713531,-0.8595659680907608,-0.8463369104401635,-0.6716576920722797,-0.9091282058534579,-0.8900067084326375,-0.8006003827583413,-0.8528802785855357,0.16019510663870562,0.755551425313
SIDM00427,-1.0479367597393756,-0.8240207700023156,-0.870429320501077,-0.9449201206020333,-0.6103025162958935,-0.9594257913655343,-0.888998502757844,-0.741162690889305,-0.9244618896021247,-0.5604358767859732,-0.837158550541117,-0.9161094587332504,-0.7790014411705695,1.9014210656004578,1.2830963307144743,-0.032716787739641706,-0.8978676410522728,-0.8789840540657416,-0.7666591604786047,-0.6720176006663814,-0.8021713520463283,-0.8227621168586535,-0.7086444895558618,-0.8574907188944544,-0.2672528779115054,0.2538838912341459
SIDM00758,-1.0029739610271657,-0.689899553163069,-0.7240106429759806,-0.8807736199228494,-0.6993880719248667,-0.875441694255659,-0.9545432959663256,-0.6490654522726108,-0.9372243071491753,-0.6502364664679599,-0.5606989363871738,-0.8351967355844617,-0.7999202532210878,-0.6007827795557712,-0.6291842661546021,-0.7613166866902173,-0.8521501616409881,-0.9048302126571829,-0.7148526725618868,-0.7650258929253407,-0.8468880085158413,-0.8388286310155905,-0.7194846666257264,-0.8316370985366781,0.09662794905107741,-0.8488296921516578
SIDM00612,-1.0536574637709797,-0.779997565423033,-0.8001309598788864,-0.9560090161191628,-0.7632989157687055,-0.8827061792467946,-0.8776110454316584,-0.7309013647756771,-0.9105756255548186,-0.5866545776528936,-0.8048031698298684,-0.9044541985145889,-0.719282323439707,-0.03419124619723465,-0.5992078337692062,-0.7382511140209698,-0.9061724550292896,-0.8856272049846243,-0.7521781009912085,-0.8064373405388923,-0.8231612989334394,-0.9027938332010385,-0.8021297289253727,-0.8233770115070629,-0.3249219234087276,-0.8348716272346
SIDM00553,-0.9807001978259776,-0.7473246827814164,-0.5639472482621262,-0.8911736324989152,-0.5172516290829183,-0.8288591729181302,-0.7459526175392945,1.456833358218219,-0.9618740721270312,-0.48068025281778043,-0.7045570087036245,-0.8328839574806,-0.7199892710927962,-0.6340323106129298,-0.4982403308487509,-0.7044161135474178,-0.7958886445709481,-0.770109727392849,-0.7591837919693332,-0.6095568098845533,1.2132677125812819,-0.8051125868018353,-0.6653247468223272,-0.8229664798740007,0.29030521404557874,-0.8477025810123396
SIDM00343,-0.9976725213839885,-0.8281818914075084,-0.7616287811489822,-0.9497785957650831,-0.7708931616820607,-0.9068188113151215,-0.9569985572496742,-0.7802431798445697,-0.9469867231217576,-0.48901107848283765,-0.8854062854216289,-0.7886633181744984,-0.8578207558976219,0.7740976590111326,-0.6847040401834301,-0.5231673163328087,-0.8878014656432653,-0.8442658533518025,-0.8405390830582606,-0.7775918386192683,-0.8305432245204596,-0.8359019438990745,-0.728092656515855,-0.8248383642895962,0.4698982156993958,1.143713331128633
SIDM00543,-1.0007664309605209,-0.7346961919680544,-0.5642980297552386,-0.9353079056193239,-0.7916655178955951,-0.8696802751818411,-0.947192580831566,-0.5429711843735499,-0.8912082953322148,-0.16543486276364072,-0.867885159265957,-0.7512204063234276,-0.7997970015166151,1.7605653899715037,-0.716970823604132,-0.2717135769800007,-0.9208700191208643,-0.7381164695652388,-0.8041997876424635,-0.6845150039552919,-0.6863899601275003,-0.9100012534697878,-0.7160733984985209,-0.8012604127963344,0.13777936845443733,-0.770759965960652
SIDM00537,-0.9214032046498981,-0.7699422236333702,-0.7191597128486699,-0.8824489301241771,-0.9001670458905027,-0.9929328743757309,-0.8571476256270294,-0.5607717119589177,-0.8849565322059415,-0.44969095339107723,-0.747212808008483,-0.9319798688411155,-0.8300220641207737,-0.6565276506515163,0.20668024062451062,-0.7988262887547759,-0.8816689523090196,-0.8660796422543594,-0.8280022026189073,-0.6975487006145972,-0.877146906525985,-0.8285526944778817,-0.8067154521659069,-0.753234880668341,-0.23955994174555717,-0.8899297707883587
SIDM00332,-0.9621715496321159,-0.8456043590913789,-0.8781576071066575,-0.7915658215810216,-0.8122554769671325,-0.8421834000015821,-0.9611741209117426,-0.5925798620676547,-0.9459500751597891,-0.6739787596609894,-0.7387073280324591,-0.7710600852218471,-0.8389427474719431,-0.7401014590800272,-0.6295935431965749,-0.8072853081344159,-0.8415785707975514,-0.8613661381678751,-0.6529823165725521,-0.5328045012291411,-0.7434521328533379,-0.8253260493548331,-0.6535336014706707,-0.8218129692982482,-0.2719255486802688,-0.9350910269729831
SIDM00299,-1.0173439562177886,-0.8112364044046968,-0.6816169047428748,-0.7651920154414782,-0.8195206952186526,-0.9171958550015764,-0.8989718952881596,-0.592561595658901,-0.857152732114575,-0.6146386004809306,-0.8349672283265416,-0.8503671349575628,-0.796738871970198,-0.43204631741689953,-0.6488940911432651,-0.7230521593572611,-0.9025129183505728,-0.8980142412608692,-0.7762011915550816,-0.7486527768250267,-0.9388904543850836,-0.8751035472478692,-0.91344216796467,-0.7653961252118054,-0.3319312651058939,-0.9041272910196102
SIDM00308,-0.933398875425394,-0.80099257108864,-0.6900364381153217,-0.8266609570852927,-0.6767671207937833,-0.853744884389636,-0.8977217363751243,0.3701841227899706,0.03324727620496786,-0.663893253186983,3.4443241369310087,-0.6875061259281404,-0.6850192693121737,-0.5231320894775822,0.3095468105656667,-0.719685825131494,-0.9917634146881287,-0.8493865916004358,-0.8498996630763898,-0.8062049423954347,-0.5706911987673082,-0.7660030333118423,-0.8321095160650043,-0.9329742726998179,-0.7172721897191718,-0.8018820077306505
SIDM00227,-0.8123125285828708,-0.7332874905602255,-0.808115503535692,-0.7299898074158659,-0.6514634810405766,-0.8863755510767601,-0.8609500409178636,-0.41647859203039395,-0.9242504383031356,-0.5778710621197976,-0.7340721634499322,-0.6780836492052291,-0.8361584798241448,-0.731068656348598,-0.6802533199035967,-0.8183825388894574,-0.8470856711846554,-0.7848652269456423,-0.7036547171545748,-0.8239757987990347,-0.9021008087714112,-0.8919555530917475,-0.6172905000165172,-0.8922601798796107,-0.36756583261441206,-0.8018431192250048
SIDM00294,-0.8929206376512407,-0.7748685306741795,-0.7201937680130356,-0.9527082230150734,-0.5904100593216964,-0.961260171801446,-0.9318928548812979,-0.47087191350578667,-0.9446629593857248,-0.4943202707132755,-0.7687116641898623,-0.9283549843894078,-0.7447502087223261,-0.7050277504651676,-0.66779159810134,-0.7620775508145122,-0.8447731998295083,-0.8351331361586868,-0.8347256331009809,-0.7058481419955321,-0.8482771363342361,-0.8959925538845371,-0.7446238221998351,-0.8507533169792189,-0.15403849655612523,-0.9115194489306664
SIDM00677,-0.9953455990731431,-0.7666150816514139,-0.7337735295424211,-0.8702636890076773,-0.6221768142529935,-0.9456701776101963,-0.9163707433380863,-0.8059654235737834,-0.8829970457268163,-0.5739426709779768,-0.8303256604042365,-0.8521185508009593,-0.7836874929501093,-0.7148809078103304,-0.5973183934922647,-0.7865208227611177,-0.9208215980389785,-0.8777553292216531,-0.7424864326060222,-0.6491642378738213,-0.8229861707968463,-0.8721069781400714,-0.7699917660007842,-0.814506863379736,-0.24385886540174695,-0.89079485427024
SIDM01220,-0.9290312509050774,-0.8072887281216767,-0.8083102876871539,-0.9827869779975762,-0.7307704514102907,-0.8465829904799818,-0.8723901728048783,-0.9044770163796277,-0.9231847262419143,-0.6432585319162898,-0.8357766046124948,-0.872461592764104,-0.7852883592907622,-0.5919495873626539,-0.6125007073823211,-0.8290917242340723,-0.8133383555262581,-0.887756583983417,-0.8365874729396574,-0.7446514319847775,-0.9654266693511963,-0.876905226145397,-0.7797032984351122,-0.8207456777393464,-0.13985005608012543,-0.8625780633187764
SIDM01259,-0.9418937208104003,-0.7131847706278321,-0.666152337666396,-0.8825937475918825,-0.7870060785967877,-0.8973081182349928,-0.86194354740553,-0.6063640068382266,-0.8085516473487496,-0.6282731614810632,-0.8632711223691437,-0.8316829013116867,-0.7237495775992215,-0.4446314577897324,-0.3932216489923111,-0.7901760521562906,-0.8502582557259669,-0.8431824420236415,-0.894737123734101,-0.6711333131610079,-0.9057317955649911,-0.9030003272643052,-0.7961673638210852,-0.805863119529589,-0.24983835785421218,-0.3476136585843933
SIDM00680,-0.9924193837592782,-0.7859850992661235,-0.8753887018242452,-0.926264705063007,-0.8708018552397326,-0.9608028691780724,-0.9713778946004196,-0.667537583898516,-0.828256426505846,-0.6401491358847582,-0.7811033025786522,-0.869607322324214,-0.7982911970365937,-0.7355898538563517,-0.6672037988177263,-0.802403016168125,-0.771116195765911,-0.8422773868674901,-0.8420132204046005,-0.778747911280538,-0.8116390529166834,-0.8612518437864284,-0.8036074758738548,-0.8572061628356058,0.11740177556782663,-0.9281881485841327
SIDM00346,-0.7679773241088942,-0.7626640256629368,-0.7647383486036826,-0.8346058619987792,-0.6112919727344144,-0.8520419477854957,-0.6018385435694577,0.7072501454146642,-0.6607450564386013,-0.5630384002282861,0.4038698126187527,-0.8875916669103975,-0.7377684967435086,0.50225274731057,0.5131895788057003,-0.6019534733483085,-0.8749393747119191,-0.8405957608196102,-0.7721392510068033,-0.8148196513977097,-0.8610885082814379,-0.8406098765721767,-0.8157677682661834,-0.827965488947698,0.6165154576561205,0.5788602984581496
SIDM00129,-0.9343953520085992,-0.7351681959751253,-0.9537714682342636,-0.7018703047656978,-0.6947791604449048,-0.8658107535307248,-0.7040563173946703,0.21770009957659825,-0.662927788002267,-0.5420125051623371,-0.9435514920679696,-0.8392755991044474,-0.7115033637687609,-0.47428780995651865,-0.6016498236238291,-0.790709045994226,-0.9168174575664034,-0.8000727867084445,-0.7454000920963462,-0.6844024198083236,-0.7405978189167938,-0.5322834208254436,-0.8346701179907361,-0.7818089594180685,-0.17698207410189,-0.7967505276798114
SIDM00627,-0.9352439887165995,-0.8147693876690925,-0.7204286251776895,-0.8756048322794845,-0.8952699245889142,-0.8693614312372424,-0.9262986235555004,-0.6663130027454528,-0.928812521946083,-0.6383084157370975,-0.8506231919631104,-0.9457918610049124,-0.841625417986281,-0.524294176786656,0.4092514997682716,-0.8437940899530247,-0.885578314972434,-0.8889272404120272,-0.8154296896409396,-0.821713789829726,-0.9145433650240307,-0.8305880065519433,-0.8525294223161628,-0.8543369409834443,-0.31605359332296745,0.15002451261630617
SIDM00293,-0.9983091567435849,-0.848320441192846,-0.805896689847556,-0.8921010365788578,-0.7400976749685383,-0.8272265792673842,-0.9555708097022138,-0.6245151145689892,-0.8098035578458799,-0.6815257108373494,-0.6900875496798563,-0.9596134996491739,-0.8060334775883388,-0.6882924380497648,-0.5729852380974347,-0.8131898754306228,-0.8218677038395449,-0.8182093525494136,-0.8739861633657237,-0.6109798438773452,-0.8545419074207313,-0.9428087227868107,-0.7439180760565463,-0.9025462028935898,0.3268680790649184,-0.9064031008385699
SIDM00274,-0.9264896801086957,-0.7750186769324329,-0.7083089617775503,-0.9531640395685542,-0.774258639268314,-0.9372666626188502,-0.9530859392337849,-0.6470721484338285,-0.8907193771454461,-0.07514972464092266,-0.7723587631702672,-0.9326625065242392,-0.7586682853683452,-0.5463935060685186,0.7590854286684551,-0.8246967571667038,-0.9085170715697655,-0.8345897287556862,-0.8064270652459428,-0.5779663861526413,-0.9057839772026286,-0.8077155951993048,-0.7979530672818131,-0.8602509087214393,-0.1610194736770755,-0.8256608800659221
SIDM00544,-0.965976556212463,-0.7244066013499868,-0.852692411419669,-0.896140411211232,-0.7950677593521347,-0.903116424978003,-0.9410291658642992,-0.5162777043537846,-0.8235039037482631,-0.5900639098713979,-0.7713536722245646,-0.8580886409960474,-0.6982180719303793,0.12746242847726605,-0.6074398394389678,-0.7760571727933698,-0.8946216695480153,-0.7938838619539988,-0.800997202368315,-0.7237940792472416,-0.7076624642449733,-0.8782669210712012,-0.5672980578208867,-0.7850392561454772,-0.2459802420938398,-0.8558251987416474
SIDM01006,-0.7383592092014016,-0.4920247334281869,-0.09123817316442615,-0.8938088370013604,-0.6690654493631867,-0.832957555597673,-0.8530624205818642,-0.5453062966332738,-0.9344950225185888,1.4499329009970445,-0.648843932063161,-0.8182857674488022,-0.7597677568521639,3.269422538169554,0.14840988940571703,1.4307960887078885,-0.8333507895682835,-0.7092678154338425,-0.7489749387448963,-0.7425160373603014,-0.8799006696910513,-0.8375514633298323,-0.5712988460829848,-0.7681837867736085,2.4123611496022583,3.393958205864162
SIDM00302,-0.9334327424271973,-0.7501412489805239,-0.8445136950347284,-0.9970777953617962,-0.739407243780085,-0.9026696206454436,-0.9406978264036352,-0.7499549222003508,-0.9508972016273208,-0.5114808291128066,-0.7868047477921095,-0.8382227415815998,-0.809696117097741,-0.09108267664086785,-0.6534890788039266,-0.676927115602915,-0.8699251138628418,-0.8025985626823192,-0.7548026869060368,-0.7353865281744936,-0.8779963682913329,-0.8117863974869349,-0.5518614400689175,-0.8564445876965507,0.39841035247281387,0.7401775980859079
SIDM00549,-0.8174907601614418,-0.48303810060184577,-0.5160842526664198,-0.8168765585732253,0.3385357505465338,-0.7748097834330301,-0.9576448340159365,-0.7846424334977706,-0.8616859820987367,0.023818748481374687,-0.7436365280299865,-0.831770414146047,-0.8573880052846256,2.764919225292616,-0.21767587249033607,0.16002337895284668,-0.8111649691372821,-0.47177652114180074,-0.6813595291047609,-0.4114870807676873,-0.7949569264908781,-0.8328534065739572,-0.6720452105886829,-0.7129873183535467,1.401118860637115,2.842993879733484
SIDM00292,-1.0035333287507273,-0.8569147257384181,-0.844245872591745,-0.9248991842600527,-0.783544572950391,-0.9711826782230659,-0.9112132174562514,-0.6743390304752636,-0.9798239080982939,-0.5793821355911137,-0.9271662596121849,-0.844534388376966,-0.8627233863435241,0.7325132998739332,-0.8399018848456905,-0.5774258959767978,-0.9482088515080762,-0.9284730316507389,-0.9067906431473199,-0.6260099495891731,-0.891132846857505,-1.0008011338491019,-0.8032028214182776,-0.9009250291039292,-0.52861809014831,-0.930371315567045
SIDM00623,-0.23107988303513524,0.26445233008000024,-0.6941099886030352,-0.8318854489253122,0.6420437590580512,-0.9016234739551975,-0.9047067003559182,-0.6426065319364769,-0.8746571323241548,0.6139098812403051,-0.8205720174697041,-0.8330644945238136,-0.7749801229015519,3.107384138549634,2.547507029506001,0.3808942853650824,2.381370323291465,2.2423760952326517,-0.788584362928331,0.2736577621921638,-0.8263275631583598,-0.5479638239101049,-0.6237421354054404,1.616817208720945,1.6546035735684916,3.203039586625972
SIDM00638,-0.9818674669023768,-0.6921165843767169,-0.7090912605678159,-0.9418234647333086,-0.8047631318679349,-0.8808244441039609,-0.9431693303682251,-0.8277555022676083,-0.8823089068237101,-0.5999410732639758,-0.8218265916365682,-0.8355006128957734,-0.7499985084912004,-0.7244018365176954,-0.47829893966205844,-0.7645339517661246,-0.8553563389470881,-0.8432254858565877,-0.7705289921445749,-0.7889612494919691,-0.7610095553247928,-0.8510613166029564,-0.7630801818303358,-0.7629163197031879,-0.012132263939226815,-0.8153881778982799
SIDM00527,-0.9992162882856601,-0.7825531257837358,-0.8429106341889645,-0.9406023117876098,-0.7909900900278534,0.9893258611279799,-0.9339836660636898,-0.7252024820289232,-0.9176269932593889,-0.6247480815035564,-0.8762324089744126,-0.8529270568596427,-0.7954049873531074,0.5976475261953288,-0.5897573407267904,-0.18995762830433466,-0.8671419244852231,-0.7927039298562394,-0.8231696521472421,-0.745361412433788,-0.7633739258887507,-0.8794294227181219,-0.7458668623342866,-0.7349262391033395,-0.2021141152527313,-0.839946559731991
SIDM00976,-0.9810320765329107,-0.7870733866640206,-0.8592029740816501,-0.9611711112673361,-0.6520870604514264,-0.8489231734174524,-0.9425952577372926,-0.7775273877267794,-0.9352234729704486,-0.5342088536368711,-0.8331825750596344,-0.8947317748250303,-0.7660345150034007,-0.5502750496910018,-0.722626776696912,-0.7335871193810969,-0.8691624904768589,-0.8892101323036514,-0.8112413636794378,-0.8312249030643614,-0.818352877854514,-0.8408743830520115,-0.8314567597899608,-0.704256725515471,-0.07726442944733371,-0.8641635310341239
SIDM00316,-1.0774279687650914,-0.7913567147428155,-0.9267919741565885,-0.8602901714534854,-0.8291622810610811,-0.79572641984829,-0.9043540204688042,-0.7869323550580087,-0.852277706225034,-0.6955691658480009,-0.7967769192146406,-0.7237708450505846,-0.810324328503256,-0.6140497557892138,-0.6853559882125267,-0.797128797097699,-0.907507407016333,-0.8751784790197674,-0.8282400101648603,-0.7647771811133734,-0.9185089828117886,-0.8073910911169011,-0.7300288934178246,-0.7558790865501732,-0.6692367103121063,-0.8739332761274415
SIDM00326,-0.9790288752278831,-0.7784713998226277,-0.6870967993279604,-1.0367525932723127,-0.7144964475502168,-0.9071384761006742,-0.7888970253668779,-0.7586646065974028,-0.8969831073234326,-0.4664077800805286,-0.7480695273677546,-0.9100821187426718,-0.7956553657448449,-0.6734808494261741,0.8092619900375185,-0.816753447513163,-0.9147204776890695,-0.8769222266818628,-0.8595395576980978,-0.6747356949335664,-0.808359236467019,-0.7742847602283516,-0.7931146952508074,-0.8714360111927626,-0.26014921607272173,-0.14157301472151182
SIDM01093,-1.033544224485571,-0.7362589125762506,-0.8747639100574205,-0.9329988072286205,-0.7666483041410693,-0.8636873974979513,-0.9110653044479609,-0.6626207919805202,-0.8797746435183285,-0.6358386841176452,-0.8523804736890072,-0.8083511082846637,-0.8268807687477082,-0.5641976485999045,1.363971930606683,-0.8066597576454881,-0.8033855816659885,-0.8765263371143481,-0.8354498889791172,-0.6986225780947238,-0.8006475735830322,-0.8040701026662526,-0.7084553299216442,-0.793388155821931,-0.39012103103386475,-0.8319204463436862
SIDM01098,-1.0966017562918964,-0.7374776537488442,-0.7424017355918274,-0.9069021456981244,-0.7008677482726914,-0.8029039519594713,-1.0197990949571434,-0.5963762191422175,-0.7895119808500441,-0.6003226110664204,-0.8358914334620654,-0.8676759364925453,-0.782552333742352,-0.5257510983314705,-0.5553667462723023,-0.7354248912012458,-0.8923623966156009,-0.8403815500962418,-0.8489258324468355,-0.6752031207970268,-0.7193996817962275,-0.8248127723448963,-0.8876779199591609,-0.7570617344195516,-0.2850991948719942,-0.8982160780260543
SIDM00424,1.3524683450858652,-0.44905605245724417,-0.0469888876305497,-0.8608313908211738,-0.7685173231177345,-0.808145761613897,-0.8571402191873884,-0.6628808424468666,-0.8762903946256897,1.2251945343133144,-0.7724625881773243,-0.8836238793019989,-0.7508283581498716,2.7251628281873175,1.3881899175720982,0.45855836650960624,-0.795563753527883,1.4756842617923083,-0.6620114479381648,0.18509263246142607,-0.7282421254980517,-0.7122367106183293,-0.7397488948539911,-0.7211649543013418,1.2543192485961017,3.089628386662595
SIDM00973,-0.9574395176925969,-0.7811165402155964,-0.8703740633177193,-0.8944468794579529,-0.7086165329656964,-0.8365033970286289,-0.8873804652964207,-0.5480392215211743,-0.6791036832105535,-0.5398645742792247,-0.8857119917365213,-0.8241766698766808,-0.8233642626392784,1.1344860373816663,-0.7756337048081332,-0.7723964464555755,-0.8017139581937484,-0.8147728546905206,-0.8236701671316143,-0.6643842472153287,-0.7896401790914693,-0.7345715091035739,-0.7558540263704353,-0.7791409948491138,0.29521845876284963,-0.5281036280411558
SIDM00411,-0.34996438600788354,-0.8196446459823686,-0.9871102346624193,-0.8164565193659331,-0.8257623602982255,-0.8689644217429234,-0.839543313287981,-0.8048327643635635,-0.8574450268099586,-0.4851586527413913,-0.8677064490248717,-0.874216248146538,-0.7980882029692069,0.6352312312589166,1.7329234052124152,-0.6207041001754919,-0.938218611798527,-0.7740641038418693,-0.8487989272140669,-0.5782414851964576,-0.8110145739494421,-0.856330783722313,-0.8044564630582831,-0.4937958740543762,0.19252271683535954,1.9168043737099953
SIDM00374,-0.8026891926869324,-0.23204144103870633,-0.49889762004516996,-0.9312049684850503,-0.7126603688211408,-0.8797508464167051,-0.873579830102549,-0.5907326325632132,-0.7719889440821016,0.2388836465163609,-0.7031747300731077,-0.8408383136604848,-0.760886322059477,3.2475373741552485,2.8789662829968647,1.0624405945409119,-0.761749987889419,-0.6697108813600292,-0.783280357629226,-0.6788738262863632,-0.663782774522542,-0.781109707258959,-0.767171819179198,-0.7526172873063554,2.2149057761811193,3.230719339255071
SIDM01160,-0.9939909295532469,-0.7310285698298308,-0.9055757260134732,-0.8508359346862907,-0.8380056720440775,-0.9284097816019452,-0.9881873954402299,-0.716530700375191,-0.9182324210591308,-0.6609926729466911,-0.8142200299147547,-0.7664424628715064,-0.9876898430000299,-0.5839682842220599,1.2329726073766099,-0.8148067018995208,-0.9119430103208435,-0.8816453963563333,-0.8683495354892055,-0.7294162967629622,-0.8789978435476792,-0.9091228972471553,-0.5485973798375189,-0.7696540288731015,-0.5827208033821255,-0.8386165981417198
SIDM00145,-0.9680261818599103,-0.7074626032455148,-0.6886418512615156,-0.9259104806053191,-0.6505733540619614,-0.8374404188318861,-0.8392301558675945,-0.6703140531197151,-0.8521547989990546,-0.6011999148638102,-0.8154607186676375,-0.8243838461246942,-0.7393800009453328,-0.6643369360156095,-0.5400094368890371,-0.7346309674233001,-0.7301860416172186,-0.8042057126427751,-0.7238348139431094,-0.6231381532628035,-0.7815910859853946,0.09326468012289411,-0.7571969408067687,-0.7958539506196876,0.2257926251513331,-0.8403161157486388
SIDM00975,-0.8618159076979947,-0.18781582552441384,-0.7938643035804552,-0.8462252216524031,-0.7634256227453796,-0.8081923800901023,-1.0441655133722247,-0.6129365477929719,-0.9433209992631167,0.19857331015533886,-0.7785915957867114,-0.8734790946209102,-0.8220362739584416,2.925151074243027,-0.34619604955725536,0.5670344147701823,-0.9066798089956768,0.1796976149856155,-0.8354635003458365,-0.4816512810336783,-0.8888360272893098,-0.8653048211205535,-0.7921331747084313,-0.8479767505784556,1.410583777941701,3.0245361352257425
SIDM00971,-1.0015654372465208,-0.7584431884729159,-0.7192799832858536,-0.9814089141201081,-0.8461021334673912,-0.8698589589511091,-0.9479732030041973,-0.5573964140867818,-0.6990007407463215,-0.4646107533712236,-0.8027051391910242,-0.8552484679078407,-0.7780222253606581,-0.5785822680625914,-0.6951996662163652,-0.723677870185053,-0.8400274258218399,-0.728157791862983,-0.7468425496703348,-0.6672513191745717,-0.6442897967691517,-0.8578982357980706,-0.8247149313334855,-0.7560189283268067,0.3388660322281753,-0.8764133443465407
SIDM00251,-0.9741199038533537,-0.7590885024895495,-0.8658687516009175,-0.9419471885383589,-0.7141364201006954,-0.8389330841889605,-0.8393471401683354,-0.6015990418587501,-0.8665063054356968,-0.6290326393046931,-0.7701123244930699,-0.932708819669683,-0.7965058171588328,-0.6598889880127418,-0.5728630546568876,-0.7288095462791162,-0.8656835698717804,-0.7959987995702242,-0.7688506991699745,-0.7074772862236285,-0.7424270042447637,-0.8981267218822289,-0.7542721308216613,-0.8200903169820395,-0.054997512197516925,-0.882190516859401
SIDM00412,2.091132431310898,0.063008982823066,-0.029970102669707753,-0.9054507707547799,1.5318976860099518,-0.7804165527851888,-0.6671327301373144,-0.6387146895761462,-0.9299251015212142,1.711023445958504,-0.6376414852218668,-0.8418561776503027,-0.7958632338327493,3.4002687862731333,1.8705838862605064,1.232420948748559,-0.8292492761358198,2.522270119454268,-0.7873130033057575,0.40888189998924535,-0.8039379842496588,-0.7122009727325596,-0.6425850031021344,-0.4284565393501904,1.8722197794960493,3.1919508514276993
SIDM00023,-1.0560315743148494,-0.7098634972965805,-0.8575990369583423,-0.9709138162170883,-0.6953055174470493,-0.9237840062724116,-0.9420452739508848,-0.7261695006469004,-0.9987932009566733,-0.6533240610004913,-0.8972674958899485,-0.8067361316444366,-0.8371783387851798,-0.7068646150046899,-0.5125932450527918,-0.8226466061128133,-0.8517718141547933,-0.8862716762288919,-0.8339234016205185,-0.7151839673339622,-0.7372819322615469,-0.8000025225152921,-0.8214923190187449,-0.8606493574019186,-0.20848243512202402,-0.8854936369582269
SIDM01198,-0.8731372612961669,0.13831690383434858,-0.042565940370189716,-0.8615400043121051,-0.6367542984802883,-0.7009652653190697,-0.8960435419069137,-0.380960323032686,-0.7791732036762198,1.1997110204025936,-0.2143953060913699,-0.8734484721226535,-0.5924098792862985,3.4861231019684853,1.0726478880883574,1.1103055693985675,-0.8478179506453997,-0.6798097487075914,-0.6889471741062716,-0.6206887280111076,-0.8900129286525474,-0.7913929738744616,-0.5368646842512269,-0.761352802495529,1.8097011383097972,3.2477947599027046
SIDM00441,-1.0547467565298958,-0.7327951023408754,-0.7240383822827069,-0.7271159321043749,-0.3168790471608157,-0.8296635600568291,-0.8665328842000974,0.8781595320022385,-0.7014971271406135,-0.511603438408798,-0.8250451329605619,-0.8965380943842627,-0.7462495256237387,-0.489746029915145,-0.6492748211157093,-0.7626309599573853,-0.7832759415911248,-0.8204367555796254,-0.7487193434935622,-0.6793726883986341,1.5941646201525543,-0.8095094795942491,-0.6941996602754356,-0.8238557122545042,0.19560172159060873,0.9548736616165646
SIDM00388,-0.7496104648557097,-0.5206662458416321,-0.7890471736558168,-0.8986401187600669,-0.5398568740293271,-0.9677830297685631,-0.8168208231995499,-0.6724057157461342,-0.7904003983438659,0.18478817712032367,-0.7251178807809053,-0.7847360667314276,-0.787777720888125,2.7088025723927465,0.8309540928426583,0.19478808863869485,-0.7931157888769905,-0.7625489979717303,-0.7504212935968211,-0.6727881622989028,-0.7601366579010237,-0.7424118522196798,-0.5968721042525414,-0.8037194175190013,1.5885708380690888,3.0844711987612206
SIDM00417,2.0668566604785092,-0.43038957459195437,-0.6632049331306045,-1.0543889890977833,-0.6765837018090322,-0.8914719271123092,-0.8894602486955446,-0.00992229853658121,-0.8617228297181518,0.8195972019999733,-0.764699280523679,-0.8633245294410336,-0.7158109858693951,3.42148613231786,-0.5294157991100121,1.1332259899062507,-0.7222201969610104,1.3409699868093714,-0.653817209368487,0.17631949417849532,-0.8050052151644793,-0.7607445765712406,-0.6493592912702997,-0.8268187222611706,2.3181835631670795,3.0508671591719922
SIDM00416,-0.5193371627638087,0.07706651327309694,-0.34392046716679814,-0.8726151182300858,-0.3928251928902456,-0.792027700911367,-0.9142211106497538,-0.48029459453265594,-0.89044480375071,1.3894599712494373,-0.6592859736188689,-0.823119712536631,-0.7905290944684714,3.267691391630973,1.620923426938212,0.08077240289491867,-0.7814356422291487,1.92395076213775,-0.5477419775386645,0.2822439794689692,-0.726323460538581,-0.6283196188796135,-0.7456790263868186,-0.776070118104797,1.9759736265581558,3.1757305700046534
