,CSNK1A1L,HHIP,PTCH2,GAS1,WNT3A,ZIC2,WNT9B,WNT9A,LRP2,CSNK1G1,WNT2B,WNT11,WNT10B,IHH,SMO,WNT10A,WNT4,CSNK1G3,SHH,WNT1,CSNK1D,RAB23,CSNK1A1,CSNK1G2,CSNK1E,GSK3B,WNT7A,BTRC,WNT7B,WNT8A,WNT8B,WNT2,WNT3,PRKX,WNT5A,WNT6,FBXW11,STK36,WNT5B,GLI1,DHH,PRKACA,PRKACB,SUFU,BMP4,PRKACG,BMP2,GLI2,BMP7,GLI3,PTCH1,BMP8B,WNT16,BMP5,BMP6
SIDM00677,-0.8959398771853655,-0.9676849136561344,-0.8089061163290192,-0.812964563315939,-0.7883315809221692,1.4565201631405789,-0.8038555483649803,-0.7335800338952911,-0.8580658304189872,0.3317375244447417,-0.7168096335863398,-0.7540629030625245,-0.6584483176122531,-0.4795735182783087,-0.4741486740626715,0.46829690554075787,-0.7060869257862749,-0.15664008142127323,-0.6245214095948638,-0.9334484921686528,0.4437862845664428,-0.07955922133152554,0.9208614916063187,1.0487607565950996,0.8280096023388919,1.376848912940139,-0.8135386027168575,-0.2563047044588948,-0.805820610636738,-0.9091742114183707,-0.926550074953107,-0.8428750672640387,-0.39208900050658196,0.2146423703288006,-0.8577965478673818,-0.610978269315148,1.376419465434004,0.10250352062994576,-0.6942923283709954,-0.7316315048167714,-0.4964350942012527,-0.7476820599602074,-0.5951643675400226,-0.6816788507359812,3.1998569458146466,-0.7092690088168864,0.24663849975749522,-0.8669224433301642,1.3891019312174042,-0.7052820522330968,0.26543559293393515,-0.702861485688701,-0.9558310109859665,-0.8950679237548762,-0.8547713316945312
SIDM01220,-0.884546821500942,1.9181937444805224,-0.7493182123949914,-0.875047684856877,-0.8328875847401407,-0.08123826429112524,-0.6846646349959457,-0.7303915100696248,-0.8684129995006614,0.5280347574595381,-0.5782432354237055,-0.7924347188300453,-0.6769335825614242,-0.855786624602193,-0.4294376042080647,-0.7538966124857253,0.0606700711785171,-0.2661538696910105,-0.6894987483131781,-0.9108836396500855,0.8255332427425593,0.17590396863236712,0.6009894038809878,1.1300276261880595,1.1945917011201594,1.8157056628690038,-0.8869052845977397,-0.13954476951986328,-0.7595658019551605,-0.9238301647661763,-0.9274521296230993,-0.8543311210103175,-0.3617117972839854,0.154566422275779,1.424951603632516,-0.5700380294200458,1.5071130704611704,0.32280530221998155,-0.5535206773660918,2.3058565662577433,-0.4811795823895392,-0.6461549513326411,0.1559873791918001,-0.5339567713301997,0.632355873096308,-0.7774305595463586,-0.63374011000076,-0.8424773424111418,-0.7064944662779028,-0.08389436489184111,2.0710837092889025,-0.8060218078088668,-0.9141874764446973,-0.20078612819596334,-0.7432090118698798
SIDM01259,-0.8246822239656149,-0.8619165442011345,-0.9438150407289196,-0.9174715562936927,-0.8334834058056951,-0.7269056429302841,-0.6772599072506972,-0.8361880984884859,-0.80751115819394,0.6504463815974477,-0.7680175666964948,-0.8556887156605154,-0.27644504256567576,-0.8363705447796759,-0.5705885406331985,1.2814975100667931,-0.875257106799463,-0.37586731794672995,-0.7596890127544887,-0.8732719177022568,0.5414937989091182,-0.24735744668759824,0.5738442704519474,1.2913984759104553,1.0592636333600776,1.2274572211039625,-0.919326865971221,-0.022872436076110243,-0.8060388120320527,-0.8885914253092383,-0.993786406041413,-0.8531902836521063,0.06832347093648322,0.5283788161631312,-0.8421088627350457,-0.2677993795224844,1.3193911106716247,0.38275250707250075,-0.6795139159602165,-0.42679964763772565,-0.5772601336598008,-0.5722936442210994,0.6304502035509909,-0.6361957282581261,-0.675541999144772,-0.7955987037465121,-0.8367886062688017,-0.8523133686008431,0.6813606168563076,-0.7329311275920971,0.5536483054823063,-0.6518367645013702,-0.8103404782353796,-0.8906339639026724,-0.9218060626269693
SIDM00680,-0.9125087016817555,-0.9043914195513191,-0.9372354622450231,-0.8205462218732796,-0.8327652348974713,-0.6611805032185154,-0.691731075250788,-0.9514056733406739,-0.8916667222515854,0.2029656103955047,-0.7628381170634613,0.03375514177530318,-0.731756877133435,-0.7243492012592916,-0.6606476376289296,-0.17914761419692232,-0.7944525509135844,-0.06290699057872685,-0.6157510950126052,-0.9370277061558038,0.9238986998434261,-0.24563166128454847,0.9365110214142163,1.2377926211249086,1.1889916557658453,1.6093099172703211,-0.9278266467535013,-0.3126423067087225,-0.7697467056382907,-0.9192281229949153,-0.8206079681138501,-0.8820696114373329,-0.6098071485385455,0.03719462490501005,-0.8203591604302932,-0.6934570180492614,0.9923517933953879,0.5177964173987538,-0.6109568813053519,-0.7382732703509592,-0.6630614879120303,-0.7556475724053562,-0.448164361426828,-0.6214709249116139,2.690922952619527,-0.7472111616108433,-0.6799600184433284,-0.8364657195835922,1.0556012809354942,-0.8234181933099806,0.2637571227856323,-0.4793456756780343,-0.8843302314730419,-0.9491955296045465,-0.7478165787788604
SIDM00346,-0.8573641855593089,-0.9273214157483727,-0.7973008799753207,-0.8622306934879894,-0.8102004305723053,0.17396024678702585,-0.7604885660667919,-0.7988729044803214,-0.8646444316645893,0.2805510171386263,-0.7397426521367279,0.5651529476127942,-0.35704835690191833,-0.8866029394508911,-0.5264474177974212,-0.6296362605087512,-0.8234641247602267,-0.30326034722121814,-0.6715878599677167,-0.7858310702523498,0.8542277194051043,-0.5448903046531692,0.9447395780262591,1.0829953766108233,1.220582766767797,1.228972107775085,-0.7451228496548689,0.03668418259855124,-0.7951682300825633,-0.9312104901828788,-0.9569071333402436,-0.8462269869079082,-0.041754074116912544,0.8243755021185806,-0.8003449228122171,-0.560998362443098,1.2717992698663627,-0.09865573714222094,-0.604050134786077,-0.7421357298034211,-0.6258608755618237,-0.8024921399976537,0.073071550382608,-0.46398443430344605,-1.018084767000105,-0.7594142082357435,-0.7217703955496751,-0.8497357632353797,-0.8096526392915717,-0.7800629604533597,-0.5850530456599455,-0.6741508855391161,-0.9229204272732973,-0.9095216468085258,-0.8276166530406365
SIDM00129,-0.7211279206233917,-0.6364758414856259,-0.8237860731520915,0.822091302333684,-0.73957296756699,0.5448868480294797,-0.6499808822930613,-0.8146785234677286,-0.80211379735882,0.3451663105143193,-0.8055090473684562,-0.8883648372049272,-0.6278389204941341,-0.9126244103687567,1.0158022306795786,-0.6226268993695033,-0.8421700395836126,-0.49752281568692985,-0.811125968829975,-0.8196419511929356,1.343421507088919,-0.3082585727393603,0.3088427911849021,1.1839314625783188,1.8639940774577275,1.3746581363535435,-0.7215142922239688,-0.272231692050684,-0.7039593283811051,-0.8229196802601555,-0.751702125120271,-0.8693497165677239,-0.6234121411133068,-0.6016518004415636,-0.7790180663829275,-0.4586946450896726,1.3037752087431813,0.6923643614765127,-0.6874288434814914,-0.5936274813330324,-0.4882515018981723,-0.6006373428378766,-0.3443960743946103,-0.38944605502170543,-0.7550276412013801,-0.6702369407778614,-0.8997723713517235,-0.6967279657549024,-0.7490621113941965,1.3646467689479447,-0.09641522371662638,0.9726136364937208,-0.9375448626410989,-0.8321682107669716,-0.9027903874435355
SIDM00627,-0.8945353237733522,-0.9382404896297637,-0.8343750690643104,-0.22072822707366396,-0.8432118709520217,0.6721135825862151,-0.7354814393632287,-0.8140470224498341,-0.8607940374127752,0.6503840355079404,-0.6752218029647685,-0.7270556867774013,-0.2756534035645501,-0.914845216873965,0.5804622139972105,2.019993953034102,0.9026547738308703,-0.022688847005383362,-0.8071642546311928,-1.0079124609175047,0.4215081504108159,0.3365716002519521,1.2679016059011137,0.696232639774407,0.5454430423006934,2.012268122475301,-0.7267607441476152,-0.12501033767398392,0.2085930173299296,-0.9672516522691705,-0.9178019687114864,-0.3787740424478458,1.2474798853877702,0.6991695795431815,-0.282871142863386,-0.49864100360874286,1.470222057190248,-0.0944390309379966,0.02030539100606208,-0.8774881935782805,-0.5977927851295768,-0.6307909118086279,-0.15157454870850082,-0.6285019517765187,1.502853645390166,-0.7450940639126921,2.2698112968526094,-0.7492984880734088,2.2219044136016537,1.396870122468336,-0.452969207605601,-0.5803800924011768,-0.9007580326309488,-0.9153620131621196,-0.8828226592502368
SIDM00293,-0.9700715692638598,-0.8804916376722324,-0.7248792938780932,-0.8757006925915517,-0.8307177600939538,0.8458095134191292,-0.731338236195554,-0.6945675235079172,-0.9058924193477713,0.5966520651108693,-0.6699078212485551,-0.6542295786883986,-0.5042977071623886,-0.8177795681803371,-0.5025792878984381,-0.6957987637518521,-0.7730125801280557,-0.14327137286985364,-0.6637863243667913,-0.899249323097186,0.6689417658517532,-0.08961191329229791,0.8628383522195577,1.1238539443368887,1.567514468552056,2.031990254883993,-0.9051822251215977,-0.22777931744266244,-0.5581317004563666,-0.8841518184155558,-0.7816240542556424,-0.8151758730004375,-0.2793946728374345,0.008597208088247377,-0.809253733978663,-0.48098761838032844,1.561350808271431,0.027452433052222357,-0.5772421944753896,-0.7519335950270407,-0.45751356831321566,-0.7091731469380524,-0.38260890987641955,-0.6054515254470358,-0.9796043391838,-0.7776781679784098,-0.7104297082456611,-0.8436830824467122,-0.36983685250701315,-0.6881013563587375,0.25588311143547965,-0.6064339643444967,-0.8357130897559728,-0.8591911917142058,-0.1864630189233723
SIDM00274,-0.8958704322361568,-0.9165139302858157,-0.9153239629710427,-0.8626896264717456,-0.8389570834162385,0.32728809950041293,-0.785614888486173,-0.7668236550167763,-0.8902603505740494,0.4198012317560943,0.11822832073862037,-0.813649759744622,-0.14582204196620258,-0.8794118438402138,-0.2830113817503035,0.5018961150682674,-0.7839973085371632,-0.19472888311536946,-0.7416693212545483,-0.833719158972988,0.892803242619459,-0.11599105071972364,0.7852310530199499,0.7074875974504338,0.5901093828746048,1.5212374368983512,-0.9520480788624144,0.05162054887477176,-0.5602827970944919,-0.956107023647043,-0.9819205222414096,-0.875123926140315,-0.31790533664206055,0.10015504264348793,-0.8330594639638146,0.3893445606874841,1.5830343929436055,0.03932499579252154,-0.5432837327288313,-0.43408024220915686,-0.6714173415763202,-0.7329364093908018,-0.04373781534050299,-0.6172858448935556,1.648720309190274,-0.7320964790691111,1.6738215023856282,-0.8626182517827443,-0.5497297220199882,-0.7237520568678601,-0.5573629284703007,-0.6178816887737468,-0.7638455391590271,-0.036795859240338055,-0.8938472702857577
SIDM00544,-0.8989813998858962,-0.7476319343533623,-0.7799082430278538,0.4051683778824788,-0.8588120306848522,1.4717329474668304,-0.6592459626875915,-0.873005370148753,-0.9033372018048008,0.6597506357179336,-0.8010381520945824,-0.8090731991471757,-0.03439130402596484,-0.8525994558255463,1.1427652380118976,-0.6890476315021512,-0.8051225329653169,0.06794189548129416,-0.658720677111593,-0.912818139649383,0.4384430967477608,0.1487290503127873,1.1622471811501287,1.160948513240762,1.4999355784407682,1.6547231739665968,-0.8384211975338173,-0.0448914931872939,-0.7683202348322148,-0.8949985147616198,-0.9055179821631357,-0.8848476904268991,-0.3027528751737101,0.46732758323075674,-0.475800286398239,-0.4023618392698101,1.562499976177322,0.5499681839537224,-0.5342683475581389,-0.5300406748203601,-0.502178596606146,-0.6431415851443453,-0.6265922807108238,-0.5015223043380644,-0.20618801902730738,-0.7229178406042138,-0.6826719531535734,-0.6664229943901566,0.518195902146764,0.208469617953936,0.865467747208685,-0.7526389977942606,-0.8813208766428047,-0.8451025814527316,-0.8683247621870083
SIDM01006,-0.8519768127360613,-0.837590512219826,-0.8165710331266276,-0.8188033178721937,-0.8876671764395663,-0.013541560576321193,-0.719527742069724,-0.7923665944387397,-0.8364693138184724,0.4641647607562331,-0.7272058088162247,-0.7597064853190246,-0.3648654663276579,-0.8451017484983389,-0.5072232543052269,-0.7201142835013555,-0.8188831815048015,-0.33005923631247774,-0.6709563601436968,-0.902495836133638,0.3530327313314758,-0.6795262544539874,0.7004298623598497,1.1953082091144427,0.762549870295021,1.6458833242847106,-0.8434865595190645,-0.38791532249578015,-0.7688553543679991,-0.8624824657455391,-0.8606056763039763,-0.7893089846113441,-0.5131669766181266,0.5132655557882849,-0.18294464159173185,-0.6100845342338137,1.1372745548359575,-0.41073188793220416,0.16352062256778566,-0.6741640756321348,-0.6403730332752557,-0.5977011231405412,-0.5320870278896562,-0.6515492767546496,-0.7345428787887732,-0.7202638018279636,-0.41528895051760406,-0.8133673040551959,-0.7587265127745345,0.7663715285661411,0.011037644077190345,-0.10585605605880025,-0.8649356843289844,-0.9297999185181444,1.3604661643676181
SIDM00302,-0.8786143070462219,-0.9162666462878059,-0.9089880107606607,-0.6050124002273708,-0.8642063388315139,-0.761434987356701,-0.704337095838972,-0.69210576460898,-0.8858453962178717,0.4265358609318872,-0.5167117978870531,-0.773058014066,-0.3958408239791671,-0.8639694772826912,-0.03686289248801265,-0.7653314789338739,-0.7974043313775404,-0.17094230963091592,-0.7505536215402675,-0.8248966521539027,0.8441033009446324,-0.061050219935505946,1.0261678806948569,1.0126538838618273,1.1856953159442216,1.439647741921736,-0.8761402281737474,-0.09302765416755185,-0.828096891841707,-0.9103885726480853,-0.887650198712365,-0.8092136040493425,-0.2556139167226191,-0.022488284169590114,0.1218018308484705,-0.4890459414625668,1.704671135869016,0.24629943487115155,1.2831575693389792,-0.749304786230437,-0.47516875632322053,-0.5996359589742135,0.08587870523840346,-0.5589370886269965,2.111567735236673,-0.5557443254976033,-0.8129964419713221,-0.6942833891731423,-0.725974654982961,0.5506925985641119,-0.719761748871541,-0.7575284973226789,-0.8754927199210191,-0.8848512835182811,-0.8111619829569585
SIDM00549,-0.9222929437938346,-0.8690051923656086,-0.7048528673025853,-0.6419225030085968,-0.8412382929431796,1.1676201207504464,-0.653470896543304,-0.8122877602188203,-0.8289846093014829,0.29077433945260234,-0.6585673448934115,-0.7317476050386917,-0.48075759718489147,-0.7436302614535368,0.24272597746636648,-0.6607320161044781,-0.8908891688606911,-0.44167485701133447,-0.7809815917794021,-0.8408996054794652,0.3836602204967882,-0.7171924844989457,0.42526032404793584,1.5177747410465163,1.68549737469647,1.3590185584504806,-1.0201176833990007,-0.20156145766164224,-0.7679958504092527,-0.9575878878352773,-0.9875369883586979,-0.8155125995188364,-0.37062447297714096,1.672539659600687,-0.8019050452321578,-0.5169192554976169,1.5417559532519651,-0.020968288065247014,-0.6056989016047329,-0.3714945089328446,-0.5621866752729306,-0.6982434602985622,0.22204420473955983,-0.494025745565882,-0.7964436513394598,-0.6327435225158272,1.4432529432034937,-0.8512198217646278,-0.7409625562436204,-0.668149404270762,-0.11270665906282193,-0.7794385826024124,-0.9549341578072348,-0.9048569019439797,-0.589932736333661
SIDM00292,-0.9192185066331802,-0.9574485175570308,-0.8345977863542496,-0.8233697224905935,-0.841132069667219,2.316381776787909,-0.8479893727717257,-0.863341153996511,-0.9154720095975338,0.6462798196951303,-0.8019041396883264,-0.855901942701147,-0.7504268759271441,-0.9181479890907555,-0.6866401105850282,-0.42222650823374597,0.5671635992669619,-0.37547485662499697,-0.746506548596697,-0.9817864855422006,0.6311815864629449,0.16595883187405333,0.6875303658444865,0.9153141092744651,1.1545446047414185,1.8127408947729613,-0.9401586304353698,-0.293121041431837,-0.7558206776075556,-0.933203717503628,-1.1025416217514543,-0.8959887988595158,-0.2981880113184983,0.1974544488279704,-0.7152592074482172,-0.6608298838541179,1.470720468939509,0.36864999001282067,-0.7152296452042588,-0.827587540111185,-0.49814331018256625,-0.6092536149944829,0.54207210371247,-0.7423063127131487,-0.792004256269425,-0.8523123587033209,-0.6455904846816952,-0.8744841482890178,0.16576556109769844,-0.9056862016321645,-0.573882941753185,-0.5578865597001634,-0.6274749226695947,-0.5016428500577744,-0.7772401012393934
SIDM00623,-0.8862584249569692,0.3598994253158567,-0.9249756145670291,-0.8388926280402875,-0.8640080665487676,-0.6680663067252546,-0.7511413886287532,-0.7453167408504612,-0.8535345486337397,0.967117507372978,-0.7452110801878792,-0.5495807524939903,-0.6100991905002059,-0.8552518324539253,-0.3359161442519536,-0.6556407196324088,-0.7915856006876703,-0.2629775772117031,-0.7195442425682054,-0.9731439544720478,0.4699982790480537,-0.06544933582462177,0.5189033031986783,1.399051461192557,1.821949381497365,2.0160889596041986,-0.8516391781480894,-0.17946573064732227,-0.7464845301961528,-0.980929995219535,-0.9122106089543701,-0.7420408499239021,-0.6400388455399955,0.7173971127576817,-0.2578633110332588,-0.6137680901177118,2.0381035317566756,-0.10234725976606253,-0.6181834188774993,-0.7604478969232762,-0.5834239594599152,-0.5584879508256604,-0.5619049190212783,-0.5126480316612766,-0.6841510297795842,-0.6739535440110509,-0.4563215822817059,-0.6293593689226119,1.5568120466589193,-0.7089505478361823,1.480533141508844,-0.6536627194098554,-0.8962455168135084,-0.9401826799180604,-0.9674898760021972
SIDM00638,-0.8359415652129402,-0.9221654526088693,-0.8695652125607487,0.11095879890255504,-0.5559971656607424,0.21948252942694624,-0.6915689880379523,-0.5157384388625119,0.22085203158578706,0.4711539626166459,-0.6674365390532362,-0.7535799312795088,-0.38501516975835415,-0.7637022442016923,-0.09850462861871044,-0.6750637282949074,-0.7607719676960897,-0.14034564999111593,-0.7224673916622515,-0.9431693303682298,0.8307633368263141,0.08536789767837225,1.2709872053803428,0.5004355063659984,1.7121973235855463,1.5068700539540345,-0.8877991661032922,-0.16093602937602466,-0.4734901014970158,-0.9414000965568958,-0.9372565413668241,-0.8242261803575812,-0.3454832717632808,0.23536236259107327,-0.5259459897165308,-0.6006754104079115,1.5352256361866132,-0.1597980021638926,-0.6815536158084106,-0.7612637055730948,-0.5359169063342838,-0.7348592667405298,-0.38690615545449186,-0.5918193759394261,-0.8001261271205932,-0.7502542632298953,2.335527281403222,-0.8216286759643656,-0.6697453030794925,1.206487569908037,-0.6536872010136213,-0.6134345259600033,-0.7663409266124753,-0.4528400369302507,0.47085711923256285
SIDM00527,-0.888110256503817,-0.6237480187199114,-0.8464119645540461,-0.6311259240102984,-0.8348453596775406,0.974773384060836,-0.7627544830498317,-0.7577280325679293,-0.8721103981072371,0.6748402777980821,-0.7412018799678565,-0.82976535041276,-0.39812828419685625,-0.8355754015132841,0.7302431264853909,-0.7659103841967702,-0.9328299011641122,-0.11889564356269529,-0.7538746347220079,-0.8845642283864574,0.5619775649730825,0.048375074720722826,1.0781998988625032,1.0484193385547405,1.6194629769505033,1.6120010076154154,-0.8784406477106452,-0.05117849613038135,-0.8420249126765871,-0.9779068415698371,-0.8933905534541177,-0.8139755051402924,-0.6165463565148652,0.20384840991337766,1.0733249364626676,-0.4630022785202325,1.664872528306338,0.8990265745520586,-0.15046086519511245,-0.7105048071904381,-0.6024672134847128,-0.6840624316891699,-0.07928408937720502,-0.604241763843687,2.168690316376568,-0.8675184960628608,0.9918651114359038,-0.7119424325256872,-0.23105743705099824,2.4034045755536355,-0.6749698644260904,-0.8312856405903606,-0.9333993813245921,-0.9231155553917242,-0.830173584697178
SIDM00976,-0.9462782247848249,-0.820921560523903,-0.8975495478159472,-0.7591980997008156,-0.8368463514736134,0.7499061086077982,-0.814406499083627,-0.7220373213795275,-0.8821826139222896,0.21885397401569076,-0.7263982705698482,-0.4664026572123719,-0.04267013202555933,-0.8416259668990458,-0.5160055913098739,-0.6727263140024017,-0.8643636611721561,-0.29579868433266215,-0.7753291166379538,-0.9052687147413038,0.9637037152606459,0.6149784661095555,1.1317801931440723,1.0391669253368236,1.393878319158137,1.4989445503187886,-0.961918784153494,0.1807241917319517,-0.4829410404852409,-0.9518338358401949,-0.8212349996254604,-0.8633659899855519,-0.2547616595271287,-0.5833618978251223,0.3392286820309548,-0.5957614087897383,1.607235025164611,0.17165082830369363,-0.3245517217655601,-0.8805505604498248,-0.5121900725112839,-0.5873404229592467,0.22199276159385442,-0.5568097892778534,0.9337882744859849,-0.6739760282514191,0.6806308538571758,-0.8178033242410762,-0.5528725947873844,1.2940321838355577,-0.6483126485403528,-0.9030175758441286,-0.9588673522350366,-0.8858886979969296,-0.8961267546647732
SIDM00316,-0.8536048279904944,1.2480953785894195,-0.9866161423532537,1.9420841779170008,-0.8704008806252544,1.3418308187901655,-0.7428537000404944,-0.7955777834416617,-0.8683009896310627,0.22761205761082612,-0.8545134432133563,-0.013317849003785028,-0.6388014690751999,-0.8958590873451383,-0.05458934756479504,-0.7328838229539408,-0.9240324567911732,-0.25276839465799583,-0.8074366517943317,-0.8511217530761342,0.6399855512561725,0.6568520432797599,1.084139928941401,1.01522251164399,1.4536168003327594,1.440579860488352,-0.8458988693474939,-0.2740199357960487,-0.4099690554516329,-0.9645043966412449,-0.9727837735968003,-0.7873261621166509,-0.27982543286735145,-0.4772317096664239,1.5718318557424515,-0.6128314062159134,1.5230242967473735,0.3911485831628548,0.04921214955672896,-0.7807360834053438,-0.491659783288541,-0.5296445640565808,0.447437734000962,-0.6440866995620663,1.830933116542358,-0.7320429691205392,0.4183574071388785,-0.7217489106948561,-0.8229534634130896,1.5515022496147217,-0.792543057918832,-0.7580541150435259,-0.9028019733894329,-0.8771711334724794,-0.7784902380605088
SIDM00326,-0.7172401806473251,-0.9613312335769191,-0.9182674986581816,0.39034783450985416,-0.7659040974985004,0.6341957525340868,-0.8025803324049436,-0.6279312618986785,-0.8939998379129103,0.5049744108751769,-0.6322842921300934,-0.6063231351221509,-0.2677647859122842,-0.8196917014404215,-0.03830818074257775,-0.5319805445323786,-0.4303122896387357,0.012878169376452657,-0.8315892803901652,-0.9337465232565816,0.5657968442826031,-0.04764304033394088,1.192007446586847,1.2184130034987963,1.508511366449749,1.5667558886893092,-0.7244602442773987,-0.10988912931131099,-0.6275653653395805,-0.9656485708359192,-0.929149032426655,-0.8825108231653259,-0.3056047879879823,-0.15103308474951463,-0.2545516674505509,-0.6126843206317211,1.8884166992525249,0.42255898585824586,-0.5878644277811611,-0.802914704703633,-0.6357523977276442,-0.5575752917986075,-0.12334740255078583,-0.5033329931669818,-0.21764613232215452,-0.7031242683627452,-0.12946151805584513,-0.7584940732958325,-0.16947001985321175,0.6288253299243253,-0.4451478184056661,-0.5630549119579797,-0.9558396586853354,-0.8685378686734953,-0.6979309827574651
SIDM01093,-0.8629750043587329,-0.8763380251925292,-0.8660543818197153,0.19427741522294908,-0.7845320156288937,-0.4701058755274107,-0.7065062540530098,-0.5919558352712082,-0.8261658555425655,0.45471624344983724,-0.6469972483481258,-0.7119277744827192,-0.5634428092023996,-0.8873196949724681,-0.5869173693860776,-0.7093048791266228,-0.8686874264445573,-0.27685819416396157,-0.7346117110947059,-0.9126133364812855,1.15086199606808,0.2720360215990673,0.8270641281672827,0.8098719379336589,1.4060557512710643,1.449539281658334,-0.8579174936680216,-0.08596151840171266,-0.7237932938503673,-0.890246022843457,-0.9096983299345613,-0.73350849950279,-0.23796858067704413,-0.32829002084547715,1.3981573175723996,-0.5796420532239124,1.350402642699225,0.15501922007998992,-0.6719851775045087,-0.7970522074332044,-0.5265554576136101,-0.5656006813858864,-0.08158265022247993,-0.5651055803808088,-0.8875088911062752,-0.6433741249487308,0.24926223692023472,-0.7841128436063785,-0.44975843292456746,-0.048588325720055815,-0.40873708100966943,-0.49272149201436294,-0.8737127636009593,-0.620338614444518,1.35391852294492
SIDM01098,-0.8001495620083903,-0.9228970551496899,-0.9098604410693557,0.5017383767025319,-0.668710620326704,-0.6901119470175177,-0.5496989776099285,-0.5538799653995581,-0.9228540115183471,0.49962732735914156,-0.7347687669036905,-0.7306056327302285,-0.48632034180027267,-0.744535662358078,0.35661141916559397,-0.7412661867443872,-0.7866934218128556,-0.20747742797761154,-0.7861910515865536,-0.9434376720303875,0.6904826384795368,-0.15034809107309852,0.4381306562749935,1.1765751955781099,1.2717235437359993,1.41446507886832,-0.7894863546319063,-0.09199551354013473,-0.7003340846064188,-0.9323931268218408,-0.8730660124597344,-0.8867187246529088,-0.19480543429770314,-0.10225813665867083,-0.4667886004713876,-0.38029150617934376,1.8162842851495682,0.39669283811867034,-0.11764763531789811,-0.7437670508525371,-0.5702279043446876,-0.6307543477625465,0.23600172197632563,-0.5365687561291836,-0.7540674202355558,-0.6578592213058053,-0.7467685361735886,-0.7627196644329387,-0.6930253895180747,-0.6915428106270113,-0.5162191830228339,-0.5921139856197731,-0.9034111209348236,-1.0221342408130263,-0.8267634223570056
SIDM00424,-0.8364695199442559,-0.3613870302587382,-0.8075352195405262,-0.8359926822038725,-0.7734133924789172,-0.525297479031053,-0.674997875733388,-0.8004542304929967,-0.8072318831095768,0.16628512732229275,-0.7385975162485648,-0.8234515209270774,-0.6133279710193619,-0.8445214423132117,-0.44586851812009914,-0.0007054915801956489,-0.797280889364318,-0.18284450271032712,-0.6909305793309904,-0.8889856054023493,0.4033778806760923,-0.3811104217038104,1.0369948331270613,1.0912032125733144,1.4245181940790161,1.569019685018791,-0.8085840960664606,-0.22349962594206546,-0.6843178234207954,-0.7724275270490161,-0.8925636770449789,-0.7883116706364218,0.9565534805566213,0.2564459621160645,-0.45215150586493774,-0.6251094439897147,1.1992341720282182,-0.31231416299931686,-0.5206656581377085,-0.27049488636360175,-0.3689084589805299,-0.5987026238127303,0.5861291732838557,-0.5588125175556153,-0.6188455325941098,-0.6700626866594659,-0.7100426779413136,-0.8368420564759504,2.439492188256917,-0.6770948574248405,-0.22403393942479558,-0.4987239158225211,-0.9349182802349855,-0.712113898842314,-0.762676653508006
SIDM00973,-0.9070978039160237,-0.7755123061529431,-0.8824885893549825,-0.725232798558599,-0.727870034641753,-0.23542902823662903,-0.6162637773408207,-0.6874672402608776,-0.8082511236192333,0.2970597378932888,-0.796659822657856,-0.8883829255613037,-0.44898145756537167,-0.7271360278300578,0.672236041835339,-0.5750002475449899,-0.8334566503223461,0.04378985424500462,-0.757022266415033,-0.9416572206739041,0.5290014557606406,-0.053918492386835645,0.7848794130221782,0.9227140217250762,1.6804902931520664,1.5280732759515834,-0.8897573174494336,0.27380862305692744,-0.8146194444700761,-0.933513935328804,-0.7611836067937767,-0.7893231526721052,-0.42907003804108684,-0.5781445402493651,-0.3116514463916632,-0.3828588101809918,1.5425320370380249,0.509457495473093,-0.48671497291788146,-0.6568487367573412,-0.4358131448889475,-0.5791698705269229,0.3473519070699129,-0.6167238418550137,-0.1495522059891319,-0.6972262311469584,1.573454043160189,-0.6373144459505427,-0.7111842115763893,1.3728208241365634,-0.5988522800938737,-0.2091628728796754,-0.9906985292851583,-0.9155348792576682,-0.2036074903831173
SIDM00411,-0.7471978947826107,-0.8475501131610174,-0.9379147805982598,-0.9000714268610102,-0.8006465510774422,0.02961222318266443,-0.7440349697702651,-0.8910470489566941,-0.8732668180154665,0.543767099579863,-0.8470737770831709,-0.6074625316677782,-0.6597221898515327,-0.8604080578305333,-0.10350478228525495,-0.573346228455755,-0.8061678910256433,-0.26784545353608685,-0.6731913795049491,-0.8076939961120723,0.7893391255677303,-0.2488291613098043,1.1340292521191258,0.6548861856165098,0.8053911819251419,1.502344844692786,-0.7663689082984367,0.0369115360495241,-0.5179322780273216,-0.9476959191186229,-0.9589227266208034,-0.8697111685846398,-0.13140592269388846,-0.1368365967946395,-0.8537887736190166,-0.6548548497131833,1.5902693500280851,0.25251897000579876,-0.5999883623277699,-0.7617124129100868,-0.4978441769560482,-0.5792731028085144,0.05872301206956856,-0.5356954964253484,1.8557903756433465,-0.7617971892786949,-0.19713107037396307,-0.8943270933431169,1.8954757375308502,-0.7747590506387008,-0.4967793298219348,-0.6170905438811708,-0.9337844091687051,-0.8146640705037921,-0.899700969683207
