,HLA-DRB5,LTA,HLA-DOA,HLA-DOB,CD80,CD86,CD28,TNF,ICA1,IFNG,PTPRN2,HLA-C,HLA-B,IL1B,HLA-DMB,PTPRN,HLA-F,HLA-E,HLA-A,IL2,HLA-DPA1,IL12B,HLA-DPB1,GAD1,HLA-DQA1,HLA-G,HLA-DQA2,IL12A,CPE,HLA-DQB1,GAD2,IL1A,HSPD1,PRF1,FAS,FASLG,GZMB,HLA-DRB1,HLA-DRA
SIDM00292,-1.0035333287507273,-0.8017437803750186,-0.8569147257384181,-0.844245872591745,-0.9004951514890399,-0.9312774371038841,-0.9610623032663261,-0.783544572950391,1.4622161932913103,-0.9980117368721669,1.4536662540180538,0.40382504668554253,3.3701119648944107,-0.746983570655162,-0.5793821355911137,-0.5915245283958891,-0.006664690904807302,1.0436245730373175,0.6795728144665546,-0.943628735792823,0.7325132998739332,-0.9220813934447907,-0.5774258959767978,0.059335968365963526,-0.9284730316507389,-0.7051314536500514,-0.9067906431473199,-0.6985827810857905,3.0227527260588705,-0.6260099495891731,-0.47082961381265054,-0.7302486470576363,-0.1750782009767901,-0.8552916864076515,-0.8911627954588974,-0.8564575562723209,-0.8834534304991258,-0.52861809014831,-0.930371315567045
SIDM00623,-0.23107988303513524,0.10177715506733015,0.26445233008000024,-0.6941099886030352,1.3504573086860368,1.8638962557463723,-0.9244313970533069,0.6420437590580512,-0.7107134530750261,0.44484093474753894,-0.6102466345127916,1.1412381133106662,3.4272917886239735,-0.7963840218732445,0.6139098812403051,-0.7223865574877377,0.2845200055937158,2.5908994245670454,0.8059245308748344,-0.9458260399828186,3.107384138549634,-0.7476521804567565,0.3808942853650824,0.5615009959609433,2.2423760952326517,-0.6341452166298098,-0.788584362928331,-0.7493430803648838,0.47720460567279427,0.2736577621921638,-0.835446283387832,2.6450271135360213,-0.03100739000070992,0.5486217410954951,0.6812672106723664,-0.7790503842026216,-0.7539144127553563,1.6546035735684916,3.203039586625972
SIDM00638,-0.9818674669023768,-0.7235461224407993,-0.6921165843767169,-0.7090912605678159,-0.8593932021632582,-0.8301312973160724,-0.928309849993919,-0.8047631318679349,0.40049490925185693,-0.9749228050853819,-0.828877524971639,-0.38206693821187127,1.0856719827015753,-0.6090173048286928,-0.5999410732639758,-0.67469930934697,-0.7441083837066496,0.667860039333144,-0.13589368560567974,-0.891064581978686,-0.7244018365176954,-0.8747700076733155,-0.7645339517661246,-0.6927343669587885,-0.8432254858565877,-0.78550397445126,-0.7705289921445749,-0.5854206749094398,2.451180200910014,-0.7889612494919691,-0.7919710596109165,-0.11787615084265778,0.08236503462747426,-0.6944711845118454,1.1203278289796694,-0.7594761617072145,-0.7580807060082106,-0.012132263939226815,-0.8153881778982799
SIDM00527,-0.9992162882856601,-0.7494333290599238,-0.7825531257837358,-0.8429106341889645,-0.8769447947532506,-0.8633341643645907,-0.9492676758525168,-0.7909900900278534,-0.5709845074059957,-0.9607091454863683,0.9659189737883044,1.7353262560417997,2.841221281496355,2.803074724074463,-0.6247480815035564,-0.654502364855116,-0.7191676982977429,1.3425089022181915,0.3631615212436976,-0.8790086557706951,0.5976475261953288,-0.8653380687396557,-0.18995762830433466,-0.6596510276616525,-0.7927039298562394,-0.7894629496000569,-0.8231696521472421,-0.4465408133177943,0.4309100546586414,-0.745361412433788,-0.8426081358083546,2.271426313646954,-0.1296078800128006,-0.7751107843905108,1.5606441900785821,-0.7817668109691526,-0.8801384968032067,-0.2021141152527313,-0.839946559731991
SIDM00976,-0.9810320765329107,-0.7606668116319545,-0.7870733866640206,-0.8592029740816501,-0.8723744477497647,-0.8362546842141386,-0.9433822580277176,-0.6520870604514264,-0.7932740886989142,-0.8971180276228665,-0.4036269714310966,2.2658309653807978,2.984876693864402,0.9873056402307061,-0.5342088536368711,-0.7196231603615141,-0.7736590616502848,1.6941904062027198,0.8160079483256906,-0.8846041215344344,-0.5502750496910018,-0.9098716481282587,-0.7335871193810969,-0.6588968450840923,-0.8892101323036514,-0.725678019445971,-0.8112413636794378,0.522236667728793,0.981263663977532,-0.8312249030643614,-0.8595027112092268,-0.6031884010991688,-0.24791178815794973,-0.7863731017272022,0.5613416129810506,-0.8373856625507894,-0.8565525554123247,-0.07726442944733371,-0.8641635310341239
SIDM00316,-1.0774279687650914,-0.706200998227823,-0.7913567147428155,-0.9267919741565885,-0.7954034928545944,-0.7932561754738873,-0.9359732203985731,-0.8291622810610811,-0.6973316068350414,-0.8756202038028822,-0.6116371123911623,-0.1807778869934908,2.967126921637268,-0.8526145453273405,-0.6955691658480009,-0.6409587641022613,-0.7378630571800752,1.3294101661329671,0.3353274392588975,-0.7363344332738048,-0.6140497557892138,-0.8653935238604656,-0.797128797097699,-0.7777824292174604,-0.8751784790197674,-0.7543039653598789,-0.8282400101648603,-0.5996431269693814,1.5631163785983806,-0.7647771811133734,-0.9186755936272941,-0.8487738019061078,-0.5585432737392971,-0.7963781114873749,0.4827692947197918,-0.7591907531850274,-0.8469603482391781,-0.6692367103121063,-0.8739332761274415
SIDM00326,-0.9790288752278831,-0.7223794061720911,-0.7784713998226277,-0.6870967993279604,-0.8624621669089704,-0.8143567412999624,-0.9391326718230237,-0.7144964475502168,-0.6067254665603579,-0.9312260142198717,-0.5922634886415784,0.11365647392005626,3.116849283641483,-0.7909835528180315,-0.4664077800805286,-0.7089433536433389,-0.2667294884511007,1.511067074695395,0.21625088983911478,-0.9362683984980669,-0.6734808494261741,-0.858933570590105,-0.816753447513163,-0.28462211000565835,-0.8769222266818628,-0.7297299132111446,-0.8595395576980978,-0.6415522926863936,0.5268031662769139,-0.6747356949335664,-0.8549639783420612,-0.6363623376724652,-0.3058772705157584,-0.734666431122917,-0.8917633229702565,-0.8604730368724072,-0.8016745550331908,-0.26014921607272173,-0.14157301472151182
SIDM01093,-1.033544224485571,-0.7229833478332555,-0.7362589125762506,-0.8747639100574205,-0.8392234341034505,-0.8273141702355867,-0.9155416688570733,-0.7666483041410693,-0.738464804733443,-0.8974013083588045,-0.8908970045641065,0.015483697713388854,2.884490245793447,-0.6237462800458395,-0.6358386841176452,-0.6980577473056744,-0.29393363438597264,1.1195766319258296,0.5630407174478601,-0.9547354620398008,-0.5641976485999045,-0.9038442481200629,-0.8066597576454881,0.281045996645341,-0.8765263371143481,-0.7242753434570984,-0.8354498889791172,-0.6899248068305425,2.4132856625844816,-0.6986225780947238,-0.8715688751016439,-0.5418151538615847,-0.14994610501563235,-0.8537874899251024,0.4907018654101847,-0.7813771882278321,-0.8430160983290508,-0.39012103103386475,-0.8319204463436862
SIDM01098,-1.0966017562918964,-0.6062065504884507,-0.7374776537488442,-0.7424017355918274,-0.8211369310494258,-0.7752904749231831,-0.9708644297471637,-0.7008677482726914,2.475865445341236,-0.8418030700438356,0.23711673652965032,1.4995013115263216,1.2495913402200403,-0.4414803111302152,-0.6003226110664204,-0.6648296503287048,-0.8033192761587625,0.9034304686407998,0.254138257728992,-0.90398558284505,-0.5257510983314705,-0.8035604849462231,-0.7354248912012458,-0.769059812457443,-0.8403815500962418,-0.792724025650405,-0.8489258324468355,-0.6280291969954173,1.7772941842662704,-0.6752031207970268,-0.8597433829505418,-0.6427608077696915,-0.29217732373184,-0.796419837636023,-0.3684390704331036,-0.8045615647823877,-0.9028083925675374,-0.2850991948719942,-0.8982160780260543
SIDM00424,1.3524683450858652,-0.5966579741038825,-0.44905605245724417,-0.0469888876305497,-0.6767781810935382,0.888714801110205,-0.8221495482188003,-0.7685173231177345,-0.6592452981139092,-0.852267772567404,-0.8348963316797609,1.5425254665039587,2.92685569416003,-0.8528780825926445,1.2251945343133144,-0.7906828494833276,-0.6483618335577805,1.0104242129500935,0.11261021253896385,-0.9289078972320647,2.7251628281873175,-0.8056732080877278,0.45855836650960624,-0.7169213752900027,1.4756842617923083,-0.7784321284312073,-0.6620114479381648,-0.7929313209525379,-1.0160746382571515,0.18509263246142607,-0.8821845428538909,-0.6896315359568226,-0.03039126537286729,-0.7120639155215621,-0.8138225810729868,-0.7764664333783026,-0.6490741016400284,1.2543192485961017,3.089628386662595
SIDM00973,-0.9574395176925969,-0.7279553935088915,-0.7811165402155964,-0.8703740633177193,-0.8188130645448835,-0.831988309247017,-0.89352739058156,-0.7086165329656964,-0.08251955818434072,-0.9637854083214528,-0.8300453278465516,0.054230597675405605,2.95953176554618,3.4577314011501463,-0.5398645742792247,-0.8230074923953281,-0.4231783424630584,1.8014839220864722,0.29814461467148085,-0.8965181373077741,1.1344860373816663,-0.8692234160746539,-0.7723964464555755,0.4272380560732401,-0.8147728546905206,-0.76540963323772,-0.8236701671316143,0.8398555338706956,-0.18917622990257832,-0.6643842472153287,-0.8105750503330688,3.5488378089319634,-0.1936640254066782,-0.869296433664563,1.2646628891499319,-0.7889946761457832,-0.7818406411006652,0.29521845876284963,-0.5281036280411558
SIDM00411,-0.34996438600788354,-0.824931961383694,-0.8196446459823686,-0.9871102346624193,-0.8531971300705096,-0.8544338953620138,-0.9130356294620047,-0.8257623602982255,0.6406745698399694,-0.9571939607738356,-0.03203375914850368,0.19894475269028053,3.2702341899541865,-0.6996271482455072,-0.4851586527413913,-0.8396341791804938,-0.1998977511542949,1.3601685372475063,0.5322045137074665,-0.9571067429274757,0.6352312312589166,-0.8849822811306332,-0.6207041001754919,-0.3671827151268701,-0.7740641038418693,-0.6937151803869548,-0.8487989272140669,-0.6711697941508488,-0.823019529892261,-0.5782414851964576,-0.8946484276747919,-0.5317717158905562,-0.1566515109389668,-0.8438799664276907,0.5382797920070879,-0.7704320126023809,-0.94539602845288,0.19252271683535954,1.9168043737099953
SIDM00374,-0.8026891926869324,-0.6803570951310031,-0.23204144103870633,-0.49889762004516996,1.9976340065676572,1.9816904833222473,-0.8782487597423501,-0.7126603688211408,0.05869734739671778,-0.9123252137889365,-0.7456367626966077,1.8669497847505627,3.347655010552706,-0.6887703019379574,0.2388836465163609,-0.772161076907757,0.23662127221803947,2.1213838577870985,0.5893133798602986,-0.9247037129358291,3.2475373741552485,-0.8800216671801847,1.0624405945409119,-0.5563304367407524,-0.6697108813600292,-0.6890817513378507,-0.783280357629226,-0.24093976503768996,-0.9297182957973309,-0.6788738262863632,-0.8178033368969694,-0.6967487111438373,-0.12262430342334835,-0.7392498497579905,2.579908290650859,-0.7193323613990787,-0.8512334497003259,2.2149057761811193,3.230719339255071
SIDM01160,-0.9939909295532469,-0.7664342588157259,-0.7310285698298308,-0.9055757260134732,-0.9148500309776011,-0.7963193378512284,-0.925421284339186,-0.8380056720440775,1.2216502587719231,-0.917329433363766,-0.8632922319785261,1.6538267606141765,2.3883620634275804,1.3522365667481664,-0.6609926729466911,-0.8067238672298809,-0.5862631823556327,1.7314702265318132,0.24651248366209694,-0.8908451305191247,-0.5839682842220599,-0.8474063443446881,-0.8148067018995208,-0.2376394066716518,-0.8816453963563333,-0.8367715691427056,-0.8683495354892055,-0.6595307930930888,-0.3591993660137416,-0.7294162967629622,-0.8920386737190642,2.529012834072656,-0.22902428335881744,-0.7739987724279564,0.7215546431221428,-0.7946399969557634,-0.8161233187382846,-0.5827208033821255,-0.8386165981417198
SIDM00145,-0.9680261818599103,-0.6824571376672901,-0.7074626032455148,-0.6886418512615156,-0.8566025928820876,-0.811328846100154,-0.6377174519912545,-0.6505733540619614,-0.6411519774629442,-0.9445743389276118,0.9378402513098242,-0.23847139894448507,1.7474078865203149,-0.8883828127932825,-0.6011999148638102,-0.8338802696997392,-0.7598459211860948,1.5175953359153485,-0.09312012945452103,-0.7942863769503837,-0.6643369360156095,-0.8555795026368361,-0.7346309674233001,-0.778298036241263,-0.8042057126427751,-0.7962055381274483,-0.7238348139431094,-0.6329708045748805,-0.8632276242659461,-0.6231381532628035,-0.7054986822139007,-0.5509326187447101,-0.12004840337241286,-0.7589643384880808,0.6414591649336483,-0.7891519555560207,-0.8513833663867699,0.2257926251513331,-0.8403161157486388
SIDM00975,-0.8618159076979947,-0.7971927618009761,-0.18781582552441384,-0.7938643035804552,-0.8296456589633425,-0.8890786814663479,-0.9181272064946441,-0.7634256227453796,0.3489631304209985,-1.0149303672668402,0.5087993997326258,-0.1540783390991554,3.079560073206418,2.4294709838450252,0.19857331015533886,-0.7772557339442587,-0.42514394469415057,1.8244952717148846,0.3795066800520578,-0.8898017994451591,2.925151074243027,-0.8493692100986556,0.5670344147701823,0.771108212770524,0.1796976149856155,-0.7746194919498054,-0.8354635003458365,-0.3842691767251113,-0.6065109955221109,-0.4816512810336783,-0.9393109777992709,3.4754754341240486,-0.2112337475136701,-0.7913572802678482,0.05995731402061379,-0.8706349390343862,-0.8962432082568111,1.410583777941701,3.0245361352257425
SIDM00971,-1.0015654372465208,-0.5685140834199268,-0.7584431884729159,-0.7192799832858536,-0.8293585168628029,-0.814032914479004,-0.8681484026494322,-0.8461021334673912,1.5782653799335284,-0.9047319557435736,-0.83341570907085,1.4687164109031643,2.050870576199585,-0.7869373062656893,-0.4646107533712236,-0.7639398875797445,-0.779551524622112,0.512485579027059,-0.05724527268934646,-0.9918675380436454,-0.5785822680625914,-0.758264395081518,-0.723677870185053,-0.7498175496870363,-0.728157791862983,-0.8016998302495197,-0.7468425496703348,-0.2524878229652661,1.913126420650498,-0.6672513191745717,-0.8671445761338225,-0.6777237116545126,-0.1942386117495378,-0.728218292572322,-0.3169794699904859,-0.767666512735837,-0.7750040295883969,0.3388660322281753,-0.8764133443465407
SIDM00251,-0.9741199038533537,-0.6932561868737742,-0.7590885024895495,-0.8658687516009175,-0.8500616833654312,-0.8118958250968977,-0.8920944701502989,-0.7141364201006954,1.3785002138864941,-0.9949281859038343,-0.8032482851635272,-0.18719011483204256,1.2887786473823093,-0.8373984251338482,-0.6290326393046931,-0.8071997794583667,-0.6189374922432851,0.9782030360012975,-0.06200651279933552,-0.9268198368875001,-0.6598889880127418,-0.8607511196637454,-0.7288095462791162,-0.02132994828506587,-0.7959987995702242,-0.785402827330651,-0.7688506991699745,-0.15299639114827518,-0.881457036229595,-0.7074772862236285,-0.8530688652343608,-0.7373654104517289,0.10578657485586256,-0.734894669656586,0.8176838948004835,-0.7483301256064453,-0.8513988933582282,-0.054997512197516925,-0.882190516859401
SIDM00412,2.091132431310898,0.04437660966618391,0.063008982823066,-0.029970102669707753,0.6848420983867886,1.1048353547204945,-0.894026599975252,1.5318976860099518,-0.524199329784129,-0.8206817657416209,-0.7669883224726668,1.6103454057723254,3.308150718647069,-0.7529631557120164,1.711023445958504,-0.8202760814993378,-0.20217334188137523,2.2058416062149044,0.351495468227887,-0.775168834676154,3.4002687862731333,-0.24701743880032467,1.232420948748559,-0.7280267878355365,2.522270119454268,-0.699119569935697,-0.7873130033057575,-0.39346947253264497,-0.7389797627794381,0.40888189998924535,-0.8178944246721493,-0.7323321901941794,-0.14681270810723782,-0.7981891364754127,1.5974370005727292,-0.625911316219285,-0.7271497854668364,1.8722197794960493,3.1919508514276993
SIDM00023,-1.0560315743148494,-0.6871445257608508,-0.7098634972965805,-0.8575990369583423,-0.8967062056616162,-0.8176442878815116,-0.9062054869171341,-0.6953055174470493,-0.1255852377865057,-0.9224674708408854,-0.8652761486558485,-0.3685413477999424,2.0800961682483274,0.5632106603009968,-0.6533240610004913,-0.7949646393700776,-0.5714440708198326,1.302038363148798,0.02045858361117554,-0.9426254442141665,-0.7068646150046899,-0.8151886387077485,-0.8226466061128133,-0.3858793118443026,-0.8862716762288919,-0.7850492665576361,-0.8339234016205185,-0.7742532802331343,0.1477498959548651,-0.7151839673339622,-0.8632849495537475,0.31071673560355056,-0.15253951888663975,-0.84337453237976,0.22002113663487902,-0.7829788381704742,-0.8700462279676852,-0.20848243512202402,-0.8854936369582269
SIDM01198,-0.8731372612961669,-0.5647018496601208,0.13831690383434858,-0.042565940370189716,0.24391566214476929,-0.1861631885843276,-0.765222751210416,-0.6367542984802883,-0.4757273772611061,-0.9740314797975652,-0.8684371338724955,0.05361278592657778,3.749992236956529,-0.6099761217547284,1.1997110204025936,-0.7554735398407357,-0.7524240492504803,2.4090727452814753,0.5192791478023411,-1.0044439723045675,3.4861231019684853,-0.8647355666346805,1.1103055693985675,-0.7043847225835468,-0.6798097487075914,-0.5334574361547614,-0.6889471741062716,-0.6709944082688006,-0.85539813599968,-0.6206887280111076,-0.9108932816112109,-0.4662582404932875,0.008854769635432476,-0.642619733727684,0.3858601750344976,-0.8302503516239877,-0.69689710062415,1.8097011383097972,3.2477947599027046
SIDM00441,-1.0547467565298958,-0.7045371162740495,-0.7327951023408754,-0.7240383822827069,-0.8095290023527698,-0.7454378220676358,-0.8686122182501654,-0.3168790471608157,-0.6253515680049729,-0.9425391346349073,1.3739407617111,0.0309408427169328,2.9227869517502074,-0.4975257898361602,-0.511603438408798,-0.7939643818249711,-0.7130918502753445,1.662460027663653,0.2871027765639337,-0.8826902304569492,-0.489746029915145,-0.8085979665661723,-0.7626309599573853,-0.2619903255707276,-0.8204367555796254,-0.7914295927159005,-0.7487193434935622,-0.5951478414549025,-0.7594331943067767,-0.6793726883986341,-0.81518234131027,-0.6480118305416294,-0.18169719973201276,-0.7096204743097081,0.07756927848623504,-0.8122164424543457,-0.6256040541033974,0.19560172159060873,0.9548736616165646
SIDM00388,-0.7496104648557097,-0.5580328970957886,-0.5206662458416321,-0.7890471736558168,-0.8176106081044954,-0.6603661033276783,-0.890694020979056,-0.5398568740293271,-0.6275913329924336,-0.9504429942709763,-0.8159056829999948,-0.07372358444350287,3.1485283964823467,-0.7722874963841136,0.18478817712032367,-0.8147708672487707,-0.6827497693044996,1.585036885803719,0.12350570715302886,-0.8362273801051383,2.7088025723927465,-0.785313411017497,0.19478808863869485,-0.570197301467324,-0.7625489979717303,-0.749303044037822,-0.7504212935968211,-0.6904415362231968,-0.9058770464270982,-0.6727881622989028,-0.8500642417896321,-0.594611730764627,0.07235847792510977,-0.7694945826517252,-0.12028159174405703,-0.7139711712794555,-0.7615028847377169,1.5885708380690888,3.0844711987612206
SIDM00417,2.0668566604785092,-0.36605796965308013,-0.43038957459195437,-0.6632049331306045,-0.8038659758302859,-0.7678462281030184,1.610697560480594,-0.6765837018090322,0.0705974990531439,-0.8021406317854608,-0.8225938098944919,1.5098827394626817,3.15858719837596,-0.7650061832900908,0.8195972019999733,-0.7866587601707973,-0.3793739092793938,1.516328378257124,0.15138115007857084,-0.8612088234518323,3.42148613231786,-0.8019829604174666,1.1332259899062507,-0.7783597300209294,1.3409699868093714,-0.7945979721707489,-0.653817209368487,-0.6147498645309962,-0.7730213094467914,0.17631949417849532,-0.8475825455927476,-0.6240366351463911,-0.14022207308447282,-0.7805813456314072,1.6250778583428223,-0.8386846195008102,-0.8470836463728597,2.3181835631670795,3.0508671591719922
SIDM00416,-0.5193371627638087,-0.38775102217131047,0.07706651327309694,-0.34392046716679814,-0.23234017817999073,0.15599209420676272,-0.8751307629441524,-0.3928251928902456,-0.5922866659598107,-0.9962849078590484,-0.8366269105232977,0.2997624868861312,3.5462400792683715,-0.7359509266107837,1.3894599712494373,-0.8483869952170748,-0.1489821148573327,2.0236521185707854,0.43058895940996933,-0.7856179413689192,3.267691391630973,-0.7842463149026925,0.08077240289491867,-0.5876424944029416,1.92395076213775,-0.6372268044507045,-0.5477419775386645,-0.7326403683041007,-0.9161173737347641,0.2822439794689692,-0.8337300343425883,-0.5608658509077454,-0.0732133168550715,-0.762155266282188,1.9914965434610148,-0.6456880950693322,-0.6374339056159402,1.9759736265581558,3.1757305700046534
SIDM00974,1.161204286635676,-0.6544629874072833,-0.7080906547572481,-0.775505554625666,-0.8293682319021062,-0.8537528560442491,-0.8578182580653693,-0.7316303339107547,-0.4137118651843441,-0.9844220362192434,-0.8357651388239091,-0.2156478460675961,2.2702115313180826,-0.7518571331503797,0.042201025931896376,-0.8554786444249675,-0.5952407820719722,2.2600383835451834,0.16801706187194337,-0.908697381921467,2.894934656983389,-0.8297928480497411,-0.08111320251271215,-0.3123948035861084,-0.7405855774056614,-0.7828118285132109,-0.777296370106907,-0.4155029718813611,-0.7979723271649269,-0.49967083383501143,-0.8568563187489566,-0.7091626573894431,-0.12135894098652239,-0.8072735321190346,0.19352248161234098,-0.8263035158543491,-0.817621129848924,0.9102025070807079,2.31163244976804
SIDM00833,-0.7923035800815973,-0.8028670069704984,-0.7597315109040975,-0.8830204622615532,-0.8877018723655834,-0.8319532272629748,-0.9350836985297141,-0.8202797122295229,1.3101658775117961,-0.9268530879893394,0.3104549634440058,1.207650680366711,3.687053548490865,-0.3925438711764995,-0.42916352565300797,-0.7288489132489486,0.8283792593082254,2.257330658995712,0.25257924117140707,-0.7288795650721929,1.233298890841896,-0.816211331353591,-0.5739566856660377,-0.37128616463164404,-0.8099109977257609,-0.6707316030857121,-0.789952154533171,-0.7653597773439778,-0.8965721779736893,-0.4169162018064178,-0.8746411473004803,-0.28268472169595,-0.10255576873581601,-0.8191133075509962,0.27082467159620865,-0.8792900243720598,-0.8231710679380955,0.2958602274169992,1.4794382325915942
SIDM00562,-1.0456578683959992,-0.5190244286491005,-0.7091557679776183,-0.6051142776619378,-0.8428974676353463,-0.7791818219017719,-0.9000184766036647,-0.44647177967552454,1.2724091795660928,-0.8874073858579716,-0.8182351187960916,-0.3338245098432513,1.4282387454701884,-0.7581539457793354,-0.5342535918516049,-0.73226087783793,-0.7590969089936745,1.5463464611750917,-0.27511227878261135,-0.9116152914639228,-0.6170455583094293,-0.8011230563405437,-0.7863623037305835,-0.7611932827513277,-0.772547240543743,-0.7935730766997195,-0.7169206196553675,-0.6395978278473923,-0.10593417693148371,-0.5361619441618839,-0.8497128589261493,-0.7358403734918398,0.0653706012390546,-0.784589674354057,-0.6793147731740643,-0.760536236027761,-0.8647145808346136,-0.020867366684247036,-0.894023815348655
SIDM01102,-1.0254982307300244,0.4720126787778196,-0.23525420607918432,-0.48987045481415015,1.364058656645446,0.7324722542686468,-0.24636767753001856,0.1506982549761858,0.7527999556496836,-0.9923186866229587,0.4609784994859497,1.0075445199543427,3.671286772574878,-0.6114009037678999,0.6235310815492026,-0.797758990460914,0.9798385071039363,2.515226983792144,1.041024004348989,-0.8479487528396278,3.420889177379407,-0.771580558752232,-0.036750172091693845,-0.7040067913653789,-0.7158785380823426,-0.6232692318613837,-0.6758971483095858,-0.33011076275623324,-0.8105793944316813,-0.5575169663957147,-0.778569875526097,-0.6680795587660551,-0.21204755889810634,-0.6518485996041012,2.1437021407036796,-0.8198128395702111,-0.7567234932072282,1.0124048317774108,3.3506360901496985
SIDM00418,-0.9638822856320619,-0.6588959368195667,-0.753614228315015,-0.9028591956561207,-0.8753725830670843,-0.8182249607098994,-0.9318310336771152,-0.5980765109599855,0.26028922734930343,-1.007547680995329,-0.5967824501609901,0.4039624479662017,3.3199848811616537,-0.46483048477962674,-0.4633952410949977,-0.8303242086047772,-0.5485640299497164,1.5274772297676216,0.5542710553757736,-0.9165271063061421,-0.6838071918264179,-0.8939790088207,-0.7924577227516806,-0.4442152582024766,-0.8198406390691738,-0.7304795762761008,-0.6938569853572074,-0.23155265921016122,0.7051000285095846,-0.779065706840794,-0.870873746986948,0.3273502594950054,-0.15008537402432365,-0.778343479389192,-0.24798909703381913,-0.7534312918280749,-0.8133961401501887,-0.057051939626222084,-0.894304817217747
SIDM00841,-0.8821463859436418,-0.5057420565162518,-0.8015023464252267,-0.5377017501743988,-0.7989450718190699,-0.7654073492772934,-0.8370160124001567,-0.8576412790860548,1.3669391930162127,-0.71654808931063,2.0048638482988794,1.7036269240001574,2.273658271844428,-0.7607379260906211,-0.4998530725464284,-0.742681534601528,-0.708227552099842,0.7697229229189715,0.5453137301232521,-0.8822068550016855,-0.5595512608697498,-0.8638141692192687,-0.7504592982161813,0.492557609115092,-0.9034275677918289,-0.6821059324392824,-0.6869140981058481,-0.4501225873133445,0.12566663131958752,-0.4246941024202779,-0.9454520301501085,-0.5006995442287263,-0.07696251147550312,-0.37132465508037776,-0.7407639481870307,-0.7027100678633599,-0.9370036673619319,0.10654892903295564,-0.8380829262350099
SIDM00260,-0.9311975218028046,-0.7525560491495554,-0.6852871319022761,-0.8238740483940109,-0.8575722675119171,-0.8527958195931945,-0.9320689399401969,-0.8110505909333496,1.281516315487083,-0.8545321975164787,-0.8249311893389694,-0.10109583807270556,1.5415532359101374,-0.29162966644537597,-0.5852736027978799,-0.8165411180086042,-0.7186795849966889,1.1714992397929032,-0.2723247238701022,-0.9081626904422069,-0.558278334628683,-0.7841876761430269,-0.734173404120411,-0.5540030116007081,-0.8584743256504279,-0.7894500910418999,-0.7713554689396298,-0.5340322299601111,-0.9967910313763573,-0.5920894839426508,-0.8345372032981995,1.9107017792560324,-0.040492346534787386,-0.7441677970985896,-0.550224587560318,-0.7372723750665452,-0.6520264085980436,0.8817104577052002,-0.8001222230789756
SIDM00111,-1.0885030923283554,-0.80190427882965,-0.7688024034712626,-0.851932272344324,-0.8713413053037738,-0.8348688399554324,-0.8552906917376244,-0.7084484581150566,0.1107016299922069,-0.9494530733817034,-0.34860792945636976,-0.05676222738348867,3.0099235293526325,-0.7772979704678755,-0.648671546138604,-0.8432531869931139,-0.29473610319575066,1.252777381813589,0.32671212032734137,-0.9202104209060925,-0.6466941033979767,-0.7752716784848589,-0.757625159916393,0.754842693799904,-0.8300317480254554,-0.7971090586249021,-0.7266590127787566,-0.2460509337025076,0.48708924880500937,-0.6855680303810274,-0.8284981451344068,-0.5219088340895326,-0.19734325205274997,-0.811455021773311,-0.43688622036187824,-0.8049715845358599,-0.7964821639051596,-0.14010768301507662,-0.8899996714955785
SIDM01179,-1.12869088399502,-0.6765441513393083,-0.7148367266360267,-0.8639609065257864,-0.856980684264619,-0.8031625552628975,-0.8846272438858914,-0.7673320326020273,-0.4018548262949878,-0.9672561035442888,-0.5002275110229286,1.4443354058854145,2.5068557313960924,-0.776822270969129,2.551145857690387,-0.7956494785413831,-0.6629869427465912,1.618837802404086,0.22268494230040004,-0.8063148987572748,1.1283452127717035,-0.7802507775057222,-0.46673164145519314,-0.7774753965081458,-0.842534109594578,-0.7927531288164632,-0.7987367441444336,0.9882272414025524,-0.6808571319616538,-0.7415607073265293,-0.8786265736418579,-0.7037702325041734,-0.2176707023948981,-0.7775197919870118,1.1098386335824262,-0.9239710015963731,-0.9237956654418844,0.007794336994721282,-0.9116324681660726
SIDM00351,-1.0050148504771204,-0.6345900743994585,-0.7687774755281601,-0.7556334936295427,-0.8348903215643623,-0.8320933488081064,-0.9119343549573612,-0.6788769529056731,-0.5995093321731594,-0.8582904931518047,-0.785237748597494,-0.32274511894268637,2.20154775660676,2.474478969828736,-0.5737669130054653,-0.8917492895772171,-0.48980283571195626,1.0917524889124022,-0.2160338129141156,-0.8798198980901087,-0.5825700252802836,-0.7763720109628783,-0.7013002755848061,-0.541409557141316,-0.8545718400296863,-0.7678694835411726,-0.7390609164752274,-0.6257936011226833,-0.7339994162503054,-0.6235620855992016,-0.8458023662594358,3.1147089952469162,-0.09116736921419896,-0.7704882603154992,0.5318654867630191,-0.7669323329151999,-0.72532531404475,-0.20236281359869523,-0.7634907073339723
SIDM01205,-0.6467941381923421,-0.6937979146911051,-0.7641901675808822,-0.6358696375076197,-0.7900187714675436,-0.8248580083376481,-0.8724312554436989,-0.6180079944871735,1.011975421171378,-0.9319300035299893,1.3162178671594873,2.032617050689818,3.4259835403410963,0.604278641896276,-0.4883628953008998,-0.827499133262313,-0.7562491492372515,2.114946961368393,0.32084287237048625,-0.8144675355613034,-0.5180269115149023,-0.8496722565217412,-0.771749488126314,-0.40161626432152114,-0.7800373978480903,-0.7169716164400117,-0.729920278742506,-0.46315637023999673,-0.9708876630473168,-0.6379679487713671,-0.7596721444618479,-0.7029576872031714,-0.1127701420416979,-0.8570369056122543,0.45048845673929727,-0.7854478594891137,-0.68224309645492,0.6272584389090197,-0.09011162379728917
