,PPCS,ENPP3,PANK3,PPCDC,ENPP1,VNN2,VNN1,PANK1,PANK4,UPB1,COASY,DPYD,PANK2,BCAT1,BCAT2
SIDM01160,1.955212068408194,-0.8477854071715747,-0.18610308529430755,-0.3320651053813561,-0.8239384752512077,-0.8811898514475546,-1.001584710671346,-0.1281150528407345,0.7361763902850136,-0.8346876966830469,0.6274592851413054,-0.548858234254675,0.0376367002634668,0.9233985419483473,2.5938401690715795
SIDM00145,1.042799549667882,-0.8595923530593885,0.0011081369517592196,-0.3788402400015251,-0.8204273129302875,-0.5733855012766055,-0.9297872480265491,0.6486495618995597,1.2929904991351384,-0.6993236145796057,0.47370795270593613,0.23998418174592404,0.39341406468788576,0.8861926220818312,1.5357228923034931
SIDM00975,1.6739443167998076,-0.9197112545797174,-0.516189084647182,-0.6065191354363315,-0.016033667176742726,-0.8830239220728289,-0.6186857320629182,-0.7784756451483735,0.8473189381870719,-0.7984267050959003,0.5733198750720806,0.5371345337918118,0.24788054718043406,-0.7792921093632924,0.8625348420520057
SIDM00971,2.058641110480857,-0.8318002786353472,0.611193255997188,-0.4140193786191491,0.5763448804736377,-0.8210948844358352,-0.9465475922742249,-0.5893287856860595,1.0093750626402838,-0.6972101895367456,0.2390194297597444,-0.6895296042066764,0.1037989587778198,-0.7649097221905973,2.0765374661572675
SIDM00251,1.6287552352893626,-0.9108386336666073,-0.05202368233151402,-0.34430206496004795,-0.5080283711076651,-0.7758508129933208,-0.9286606646003459,0.44056164841097895,1.0689112239741936,-0.7089914427729925,0.7999266509863182,-0.5214306769902072,0.07371353076064285,-0.727138974346124,2.0281305412984594
SIDM00412,1.2811687343058853,-0.24146987914132134,-0.09611703502845281,-0.47578456557985654,-0.4751250632950062,1.812109955222818,-0.9244622940176606,-0.4085536686566118,0.7683189245412602,-0.6797467539461847,1.0194968497329606,-0.6364250944150791,0.37828049740911385,1.0481807250646737,1.6934727776614498
SIDM00023,1.679188376134231,-0.9046649466286155,-0.488203817543403,-0.10541154146822725,-0.8833527012943244,-0.8336530290846398,-1.0169945708340342,-0.03266105545467278,1.1293260583375115,-0.8055219834712072,0.8745836770754424,-0.5668267064643693,-0.1205408175914399,-0.08950276606469985,1.4653507986968244
SIDM01198,1.3260729120594856,-0.8384266168614819,0.24697873359000194,0.20531068202079583,-0.8215460886422954,0.02115870180751843,-0.9523197975005696,0.30748075536385217,1.2601465845035345,-0.7584950798106925,0.5237302781484688,-0.18729517869598705,0.09592435011352742,0.8084699615083527,2.0424476266175478
SIDM00441,1.714502489995376,-0.8345349897209294,-0.18326497776356776,-0.12481400548837175,-0.7866710807192397,-0.8317251403534804,-0.9107340899753951,-0.14856550867564064,1.123364007655657,-0.15189124701463325,0.7236803973284122,-0.46342425640847884,-0.036952306233803224,0.1572308876894656,1.1289626566476474
SIDM00388,1.3968080678834147,-0.8616124944048709,-0.4962684998287454,-0.20808959677626074,-0.7721717383605674,-0.1271081056499837,-0.9247192546059403,0.11298235198873509,1.2808987619921328,-0.583804104274299,0.46416948792722396,-0.47355239630990564,0.17183353949862237,1.1557011355433855,1.478676610994291
SIDM00417,1.5017445653824586,-0.9130855580765325,-0.11808966070223731,-0.12323499211038724,-0.8559571095678189,-0.7643245342703936,-0.9252242396023503,0.4448006614931645,0.809009107186648,-0.6383995301886827,0.7954316632891986,-0.6896781704733275,0.15453486121077117,-0.21782454328351578,1.7783897387181615
SIDM00416,1.7740209513622889,-0.5524193998438388,-0.232350236792261,-0.19524025828645972,-0.8117459353992744,1.381352811587786,-0.9334156701482605,-0.18398294055157746,1.2502581605552185,-0.5606846518057462,0.3444657092722545,-0.7020994073782676,0.016837239533622123,1.3972554848664454,1.3897867332056815
SIDM00974,2.0521127445311182,-0.873340311055123,0.058750014981783984,-0.25066718622235784,-0.0828408356091566,-0.8148710070838344,-0.9364565551009275,-0.5450904473412519,1.1756184292413965,-0.7521328631566373,0.2804133650863393,-0.5131787485576464,0.3853008428216353,-0.7067070068982689,1.3224750540787953
SIDM00833,1.8230609453226925,-0.9534594956277962,-0.07481145235743653,-0.28135059468719076,-0.8274176978849405,-0.8592021051275394,-0.9713399228347257,0.44122393986404806,1.0073701200328506,-0.8119472086301637,0.6491757310089196,-0.7272707715927981,-0.22728427803424084,-0.7348430803279914,1.4848754693982897
SIDM00562,1.9659401404701526,-0.8497844479832651,0.8923197723217552,-0.20780060986082055,-0.8113171645816816,-0.8577204976663105,-0.892132324731312,0.8004104070999446,0.8737461429379488,-0.6242885793985739,0.1987971054759589,-0.7248820512316037,-0.2009647724816393,-0.6851634616627712,2.0918708644871944
SIDM01102,1.7799523210285286,-0.890613043851321,-0.1571332278034567,0.32058153377059084,-0.6882627680496082,-0.11113855658465413,-0.9590103306027077,-0.6244473874443364,1.3603219314175228,0.704554554828326,0.672219551751771,-0.5165862093498949,0.06250273640620221,0.909916589222005,1.898307140225079
SIDM00418,1.718010270626862,-0.9109642775190369,-0.35994800946032457,-0.357282982942794,-0.740512600748422,-0.8164287732785814,-0.9356294366712193,-0.10384578750247798,0.8484280036179406,-0.782384605483226,0.79909053601615,-0.17344031102976845,0.21658995704847,-0.18573981904773043,1.3962427387793568
SIDM00841,1.4663765681990986,-0.8254460203755509,-0.6538300774040406,-0.4049471623143613,-0.8910820320043842,-0.8444635475024797,-0.9703054438822485,0.22611846417594986,0.9523494637383867,-0.6934877900451384,0.7226199228770323,-0.6553223631331773,0.20058718385755359,-0.7167540068715148,1.829396170517127
SIDM00260,1.8590543266544033,-0.8848170424541911,-0.02824485394082908,0.18495722820226193,-0.7714627017084491,-0.8571802840045365,-0.9419887492611527,0.5158280682150477,1.8160024046016077,-0.741722486315912,0.14932794250005813,-0.3036438259830889,0.45994298487536456,-0.5706209501744622,1.6003623933233786
SIDM00111,1.7215897469139343,-0.8520884115693267,-0.21783307707755734,-0.23126342709963912,-0.6526543747777992,-0.8580087204089749,-0.9546700225549778,-0.3465614538600894,0.8609802990665156,-0.7534334427419821,0.6287558712605893,0.26266694235198407,0.17955862929847605,0.7680374326979685,1.2273067140470362
SIDM01179,1.4156739543165515,-0.3814473669408352,-0.5094853193418724,-0.4857990475598424,-0.7656033747952782,1.189454668540408,0.02225842088498548,-0.4320323611222873,0.43894632823824437,-0.8338711434376523,0.6494293318559821,0.0019613074320152545,-0.03596681638234906,-0.5713580370928009,1.590641766564053
SIDM00351,2.0142449833917784,-0.9090427489839523,-0.47192947449483436,-0.39459302675434904,-0.8456314274911356,-0.8047870964157803,-0.9063070391494981,-0.33925434640838975,0.43393743043134586,-0.7045998527091235,0.5893120145521985,-0.5758667387584033,0.14009230432230954,-0.08248088754650952,1.4370845189512895
SIDM01205,1.596049686264524,-0.818741373760885,-0.050341947017155816,-0.23528046476264258,-0.8124627399965555,-0.7516027457173193,-0.9313054274042937,-0.4883195945839955,1.2239780913851315,0.1336851495904813,0.38547484311756347,-0.18328071652670228,0.42052185796828956,-0.24701527417506045,1.6313136070958734
SIDM01095,1.0571323671007196,-0.8624151512591197,0.04290144433443805,-0.1000684352522176,0.01004567756356822,-0.824646511926653,-0.9700893132934566,-0.21129278725966108,1.1644891468919767,-0.6652654015716206,0.3750361085078693,-0.5115825422591329,0.09336821714101222,1.570181993878301,1.730092405498609
SIDM01159,1.8414603722184015,-0.9026068098371167,-0.6014690459255455,-0.3462220022771689,-0.6910575840964419,-0.7299978608029574,-1.0131270589367924,-0.2662858458080746,0.7346908548108597,-0.7214297557542096,0.47641278361636796,-0.13988883098605498,0.293574380700777,-0.15805599212461618,1.3078000363071898
SIDM01183,1.734999393344487,-0.7819394692363095,0.15272045824939012,-0.3503388187538995,-0.7363946899261907,-0.8291682353917744,-0.9666914796219593,-0.07689686485185543,1.3767649493536198,-0.6705576087888634,0.8026282720737107,-0.5315153816321704,0.020620921591533545,1.1127919137972901,1.6071049170860836
SIDM00328,1.8491866897593654,-0.8726679667111589,-0.18108470182123468,-0.15583269768291946,-0.8403907655930277,-0.8822938491493534,-0.9804683506539275,-0.09541354928541887,0.9672988340326631,-0.7422052229806533,0.42095112508137705,-0.3314990597030093,-0.03553018097891172,0.38804512460742685,1.9827196437844519
SIDM00389,1.015575181264893,-0.4917691984001646,0.20304173839589285,-0.14312637126126967,-0.7454893362661476,1.579184220348196,-0.8569802787250786,-0.036941035906181016,1.1804388099300045,-0.7183369424667234,0.47629914128563283,-0.3697366986402545,0.27479964637492216,1.076005070326664,1.657977296299767
SIDM00489,1.5205381830274558,-0.8185020210548862,-0.49838227927504447,-0.4858516300783519,-0.7638008512255536,-0.8965838200105517,-0.9934156133454227,-0.16680944624443989,0.9576818960690828,-0.8095442375468603,0.5333120098550655,-0.10753816585492908,-0.11750182715564092,-0.12840104914213618,1.6133708198976795
SIDM00953,1.172674331362621,-0.7258997297506596,-0.2965192771006039,0.12781435598085059,-0.8875778523928434,-0.8855872045747138,-1.0159742469082216,0.08938888665828255,0.6038513852068448,-0.7736310250489571,0.8100997777164639,-0.5674751443635905,0.6943721938525138,0.3822762652310516,1.4276878409467026
SIDM01245,1.3005249737717048,-0.8234772912146601,0.2019468865995506,-0.4901015046970631,-0.8560859081736523,-0.816896251064327,-0.9335434079868666,-0.19021746040504667,1.4565472061021523,-0.7065066135901006,0.5662712103064946,0.7329131578650291,0.31616561394036724,0.0038670791545491563,1.6153012157429885
SIDM00929,1.680679053983297,-0.8926937280717383,0.12445762826507623,-0.3265069884322117,-0.36120601750763526,-0.8524525564153556,-0.9690411971764962,-0.11631418840650071,0.9539756619805043,-0.8076484362528703,0.07343840535044148,0.029982443201230245,0.20660609736726016,0.7399227300253041,1.2744828023666357
SIDM00732,1.707273443348335,-0.8654795148062802,0.11366107654056173,-0.664579553336565,-0.37171124837629793,-0.9181825310655445,-1.002077475052185,-0.36938871067874707,1.169325066575805,-0.7741259621985,0.7928138983940616,0.9479751795962431,-0.20505868428480004,0.9052646908291362,2.022604778957097
SIDM01047,1.6231747783269554,-0.8290344082326787,-0.2408129189072251,-0.2425519827005943,-0.7864488269764361,-0.7896877695407786,-0.9760105068005638,-0.4236539506446342,1.199644574591635,-0.7450467045355847,0.8752758013931694,-0.49481229398225285,0.2706662829621946,0.3661778201116755,1.7359225957234736
SIDM01229,0.6977808354250818,-0.8361870729769911,0.6860966102969223,-0.5336370538318909,-0.881937133713318,-0.8191577228689711,-0.964194500527898,0.13406707445534308,1.1578918062141919,-0.6279254783810794,0.48929022504431186,-0.6722861153223453,-0.047336764790889815,0.09646770024933253,1.8519921353489863
SIDM00540,1.7006711845403917,-0.8896922081766511,-0.28006900457412054,-0.585469939450122,-0.9004144702511293,-0.9372675905363667,-1.0068089958218778,0.18855718504522134,0.6392512978319401,-0.8282434673481973,0.990924787809569,-0.6335249736355758,0.19619549123401847,-0.6271719951631948,1.0912455544570177
SIDM00264,1.8454883464282985,-0.452093026044564,-0.29596598678031316,-0.3229462894683432,0.6940460973975879,-0.8337599815314432,-0.9991701323082892,0.23473508325817322,0.6605543324357203,-0.7970286392860783,0.3515253431067673,-0.7896166960759813,0.23314362661275395,0.3694897173181554,1.3348225049088276
SIDM00842,1.1574036485354997,-0.7887915361038346,0.5873666339638848,-0.5573740924385108,-0.5314790559845997,-0.8592699273712335,-0.993499292274949,-0.3367761791597613,1.0406384271736848,-0.6606243083756944,0.4662925017602588,-0.7111926426758368,0.09777596822039132,-0.6901936004082102,1.8689866259524501
SIDM00923,1.637439748754576,-0.908569219375725,0.13364224383670398,-0.2892755709786187,-0.8635923783794089,-0.8834187386832857,-0.935013587690895,-0.16574826240731932,0.8329141840158785,-0.5501398038751686,0.6364612846572102,0.5369291581296932,0.39293207218852144,0.717770431160246,1.696704155137394
SIDM00120,1.468039010593257,-0.8917729668761393,-0.10617387290290246,0.12091727577959298,-0.5531966977114671,-0.8711967260429638,-0.9831263705291597,-0.5986545710965739,1.0687854688489213,-0.8110965209635658,0.7099311068372948,-0.7405403743062644,-0.054096293239880563,0.2898657362157919,1.3126088479809113
SIDM00900,1.3968216844851884,-0.8757718166652239,-0.2829614277102837,-0.02867029156074643,-0.8512108044430178,0.9739085370134665,-0.956814194377716,-0.46766074669658286,1.3251220192581825,-0.5253957015625406,0.5562015556998295,-0.27669239183267463,0.27829960028587175,0.9416496893928675,1.5887633556771819
SIDM00962,1.6232245534015861,-0.8344664199190223,-0.2633109600485824,-0.23094687239792927,-0.6338134545140874,-0.28212528968540906,-0.9303257475418064,-0.17969525459332022,1.1270980671691584,-0.7592798940416667,0.37883589476908114,-0.4324126369274461,0.17111162228259333,0.999096126399743,1.5476370912324482
SIDM00889,1.6652676171460397,-0.912624535597909,-0.38875751751503385,-0.07435116691265993,-0.61079875251453,-0.7884845927512436,-0.9525002891390738,-0.06945182451759553,1.52948097981879,-0.6867059891481798,0.5961148909293958,-0.7000606382994754,0.19233133311738945,-0.017913891957283753,2.262061928849072
SIDM00864,1.8989660850365129,-0.8734577772224491,0.2896926102436968,-0.3525764272500814,-0.9110661909779054,1.1432081868697954,0.09390125764861354,0.1386865205086693,1.305692097717544,-0.14684640455610268,0.6131248018215895,-0.5203375927774686,0.06704514164280144,-0.8695114205811154,1.6376068223140905
SIDM00233,1.3921601761125157,-0.8972008868040673,-0.11436162919821852,0.1346870580552737,-0.8484589070537384,-0.02881508963838494,-1.0102530872840942,-0.5154539753593101,1.0630225007035436,-0.6478581131686371,0.5631134117376535,-0.38794521173981,0.318671157679077,0.7765391314685445,1.8242848681117239
SIDM01233,1.7530749198505378,-0.8862934901009927,0.017928250418547818,-0.3525926794371121,-0.2738289289268848,-0.8743291848198829,-0.9588044130202666,0.9834979117746189,0.818830377678859,0.4207638299509692,0.553999641849691,-0.5773648006397638,0.16127731519394156,0.9778448812071672,1.8556731417204855
SIDM00964,1.868202726590473,-0.8557381988903215,-0.41038308883564906,-0.23333463810705876,-0.806913673497712,-0.9142509699786161,-0.9749366480530589,-0.046332054657193415,0.8643728773749974,-0.8793963853539416,0.45767569047407114,-0.4473693212705407,0.3526559454253757,-0.6618908674490512,1.6068830479482188
SIDM00196,1.3809876309002758,-0.7358016957770159,-0.3326476334731915,-0.09026788284106711,0.7955942832612335,-0.8711485552128384,-0.9774413961213011,0.46913148922946035,1.0660350694272709,-0.7448426591127885,0.20516683355684248,-0.668728720563581,0.3790279885596115,0.6909358728792918,1.3928633484273798
SIDM00287,1.2967902194736807,-0.9099334563097565,-0.46824374161595783,0.20176177958860125,-0.8577303768689486,0.3854876244886529,-0.8329650283311091,0.10865420283108265,1.1544379263879683,-0.5117954928570456,0.5283612750431095,-0.4490057689749271,0.12345709785045744,0.705189507337522,1.2034220007311687
SIDM00501,1.6070514907533227,-0.8993028275862669,-0.1244567354203633,-0.38649384255319047,-0.8801559584385529,-0.862073088136803,-0.9604584423204219,-0.03364757198023565,1.0223647705752716,-0.7380187773358222,0.9073112819147163,-0.44378054615032014,0.31098612511590595,0.09811228765955417,1.7107118663394731
SIDM01237,1.3396758159379056,-0.5648299125763556,-0.37162569213377544,-0.0952170551997089,1.2893523184053757,-0.8667171996415304,-0.830910053735182,1.0461266531102513,1.4361661762034141,-0.5650449232157858,1.5713707036508184,-0.7182872553053536,0.5306489987852698,-0.13110977977486954,0.00408175149995987
SIDM01228,1.516695448039619,-0.9021920816830784,-0.24530499100244094,-0.21156333096618576,-0.8227236924377017,-0.8164067565609449,-0.9910653080961305,-0.013709438524143993,1.061469722997842,-0.8179029712319057,0.3580946261785234,-0.7370739112151016,0.15493761919835242,-0.058627488154721345,1.3262700973644488
SIDM00935,1.9136448068137244,-0.9779059881283205,0.11587982894918367,-0.431220184075179,-0.8700030983129099,-0.6352470749491721,-0.9163555111285165,-0.6314161707521175,0.8397861983296788,-0.7586738670006705,0.3828157966862595,-0.220277168239248,-0.03991041722042914,0.1810951265469741,1.847913683426216
SIDM00954,1.2744966375764653,-0.9121434223477959,-0.20965380590089083,-0.31110625939144987,-0.6079109868590216,-0.8933551734276686,-0.9896136600366733,0.9904307787632151,0.8555516328426584,-0.7964240616663217,0.5873439478322587,-0.790364432463332,0.0941133230710417,-0.8819871395431607,1.3598386327596776
SIDM00951,1.5279628478392653,-0.801281555542803,-0.07226951298847012,-0.5479422821108194,-0.8013234322270866,-0.5482487555338483,-0.9186515358666347,0.7259820629053944,1.0956144691264356,-0.7329869467525602,0.563778742994629,-0.043657608609511366,-0.3998395556635416,0.6189424794853278,1.1642681828992305
SIDM00948,1.339516780288897,-0.7075607611657291,0.24402341018027043,0.5707200708293725,-0.7846838838277065,0.1984382494970213,-0.954089854343405,-0.15065601303900825,0.8562854720742311,-0.7212970391357652,0.4596873431880635,-0.7602360398511933,0.40519096005872984,1.1160085198938645,1.062642938615857
SIDM00203,1.2528329307685724,-0.3789773653652952,0.19471838988918652,-0.27363202363699257,-0.29428478736440733,-0.8965390551608773,-0.9826152885244679,0.32270825916425516,1.121583859093643,-0.7733894470572581,0.40947908498196195,-0.6215896723838018,0.23750889978856687,0.4437352138921461,1.5545290225167783
SIDM00896,1.8337853305559868,-0.8597185647994814,0.047448141619371546,-0.010991523050584309,-0.7563661878176399,0.09190711872405692,-0.9761919370039884,0.42829673244115823,0.7478854952645657,-0.7848727759974873,0.6847222434659607,-0.25329501324630316,-0.004256204096848253,-0.7857760606947729,1.977118500429048
SIDM00285,0.6159248871488964,-0.8394187047530043,-0.06964444226500702,-0.46636278381790264,-0.7304526508951698,-0.8937233091319401,-0.9651851403318347,0.15298109054721773,0.6341714899329882,-0.808847731350663,0.5395743835640494,-0.6284071319802327,-0.024782501823130312,0.7127299141779346,1.1468524916051617
SIDM00930,1.7393567584213236,-0.8191813342467149,0.005769300642459372,-0.401621713705643,0.22156553681526267,-0.8081611066278425,-0.6912521759242647,0.2578797008299116,1.110208325666744,-0.6752462732114807,0.6517134688832151,1.3715698974713229,0.03309537214043085,1.3862534199311067,0.8912481363723073
SIDM00205,1.4775656788980762,-0.34450535776703506,0.21060967596152477,-0.5773179393925016,-0.34866629964724494,-0.8589738529934099,-0.9974667482252986,0.13548596248871506,1.00052907143833,-0.759076681515743,0.2615921056265714,-0.7569330452049451,0.40952240365708015,0.20255248758749084,1.731161550293555
SIDM00535,1.8665232277699693,-0.8977641401386718,-0.21237662874565294,-0.4105383722354427,-0.7680878459512004,-0.8508366132360209,-0.9188860635542451,-0.34878640884489437,0.5834227515667715,-0.6407665145557054,-0.026287311923884418,-0.6609668357193169,0.545064196829452,0.5523604574192345,1.8324564869746645
SIDM01175,1.688260130812647,-0.8718193743627639,-0.09866091953790686,-0.5126331826866944,-0.34318284941748184,-0.8477513994104569,-0.480092079589608,-0.05196940502277432,0.8028410276660922,-0.7858532953127664,0.7215917538786744,0.1259704004314579,0.17064106486377836,-0.8606621635934515,1.5687760382559917
SIDM00832,1.493325335412418,-0.864175940642759,-0.4506370603085788,-0.3082226458303737,-0.49592808874845884,-0.913285589141973,-0.981755433228611,0.03197873139832198,0.5752994980810548,-0.6800138482711344,0.617560160800395,-0.8767164920191726,0.05315017250354706,-0.9125857643766808,1.5764369546154016
SIDM00528,1.7792394263798477,-0.8039102755257341,0.14760485602885504,-0.2511103026809542,-0.04967609796512006,-0.866195019598894,-0.9730889021725577,0.10872788849690873,1.1999925082984464,-0.7384010114495476,0.09032450660603157,-0.7763956776845746,-0.12294409728180641,-0.8366866375370265,2.073258818879629
SIDM00371,1.8662926825189041,-0.9391729913464605,-0.2919219566867856,-0.4833023198930925,-0.2985398916796311,0.13331411394204395,2.327768827479252,-0.4126886958232675,0.9908816189539108,-0.6956728273246028,0.46073988177937586,0.5939847720816294,-0.11009227994758372,0.10497102192560627,1.231815906866457
SIDM00688,1.2258495733980914,-0.8376467315226538,-0.029593138054191222,-0.19573166199587133,-0.7567526300023122,-0.8314861775785636,-0.9264696526883774,-0.21410664408152263,0.7668203436649144,-0.6028668675784147,0.7017000185435684,-0.23376052650231696,0.44091614286657405,-0.6856926963417003,2.3466166803794772
SIDM00583,1.8663497758773726,-0.9521166290185492,0.09206070873938829,-0.13802087806643756,-0.48387969034510603,-0.9048993545880559,-0.9834900596593836,-0.4023464506632449,1.0194305133723478,-0.8322072315282251,0.35514363535503013,0.14947492186196865,0.2132091436854002,-0.8024490806702306,1.4149098418218553
SIDM00188,1.616613374081165,-0.8142569320800738,-0.18702693059459657,-0.4490666645929076,-0.7708818872934374,-0.4324316583851359,-0.9502948635044374,-0.46170707705703684,0.5861900911484914,-0.778339342548681,0.6836818606025057,-0.5415528167340767,0.3264913573925502,-0.7832597978354099,1.5773730488056588
SIDM00096,1.3165801911940194,-0.940064181713016,-0.035258515214915055,-0.4191513059024408,-0.1644268501983097,-0.747067261830349,-0.964511322052915,-0.4310109043467596,0.875484811048632,-0.7307691196437032,0.5831702532477868,0.16663725872126103,0.33158037735061846,0.9155998968414427,1.554286249453435
SIDM00379,1.2940928062285433,-0.8555451337857827,0.12292776120021484,-0.5137892592625553,-0.5455681375684269,-0.910018557275315,-0.9102276776528888,-0.258508940443662,1.113925098875648,-0.7668069163779783,0.38171772667561654,-0.33072633794673545,0.09057353859821377,0.696878772313105,1.4230518798713518
SIDM00381,1.7992930534904672,-0.8837794934877632,-0.23270862575041995,-0.38748302829108233,-0.8211118589745663,-0.7128341010626155,-0.9761392718490146,0.006854296358305147,1.1643352894064014,0.1310378390511224,-0.07736332007783943,-0.028628145019373375,-0.0877972109028401,-0.3667189051662892,2.1096320799567523
SIDM00606,1.4277243279511154,-0.9299544715497867,-0.2071217531686073,-0.08388604396894049,-0.8634286627644119,-0.8358020373562823,-1.008318783239075,-0.24895298317746656,0.8757056199517959,-0.7870175478202032,0.7686514647175194,0.2970824679569482,0.253519827473651,0.6862885480447714,1.9997577790837249
SIDM00541,1.7097792628593984,-0.8320852563809364,-0.20856997448980513,-0.4308524836015836,-0.5433266075379087,-0.8601999831500201,-0.9228565061502505,1.1334084815744276,0.4216859760428806,-0.6816108144726851,0.725306670337583,-0.7290802705500566,-0.1013090301534323,-0.7725650948820711,1.7936008952630516
SIDM00808,1.7629722513212018,-0.8935409037023712,0.17870479131023698,0.17837862684954486,-0.8198661902949687,1.126525354608638,-0.923697367498071,0.08455874564952824,1.158735159611153,-0.4983924416271968,0.6235784193357117,-0.6863470898055962,0.20135512796867006,0.8585563756235373,1.8719486254646691
SIDM00377,1.5259136036662198,-0.8981654742946039,0.20929289692984668,-0.47391163819891174,-0.3641227290984879,-0.8223839750445211,-0.9475729838732814,-0.11636749324178347,1.2636279039825133,-0.625285386190522,0.4319510880043856,-0.061709219312989984,0.4824263568245574,0.8843784595423732,1.857433156186492
SIDM00289,1.563063706192098,-0.8424251684735602,-0.3401314630080396,-0.1986056049220085,-0.8084224635109785,0.3694557968638574,-0.9556210226989523,0.1264431011135357,1.1984973035006652,-0.6435612770013138,0.08300215629875199,-0.0725202057510649,0.13225621069724286,0.7597318311726602,1.1689550742311596
SIDM00064,1.7000130411101768,-0.8929282653754761,0.14182747972371204,-0.10473196244874006,-0.29683344500952563,0.04426112658856968,-0.9778931680313859,-0.7708697458773636,1.2402118343240454,-0.783818995159575,0.4769964557023284,0.3741047950360074,0.4806158099634704,0.5275331820792674,1.5498776234831686
SIDM01097,1.2249430607838387,-0.7542780060085491,-0.27078117410206526,-0.4891335726401712,-0.07084214042097253,-0.8874264858090439,-0.9308005944692941,0.14292094313175674,1.1164956352396636,-0.7455746094295413,0.5171985403595639,-0.3765333053170433,0.08822262390032576,0.48699638979557835,1.4018669227826792
SIDM00350,1.4313162471126684,-0.8605974340929601,-0.2794786445066331,-0.28285966646376215,-0.8643160896545312,-0.877947955786036,-0.9523702899622322,-0.29258569446705146,0.6447263767888968,-0.7122943091016087,0.853658577138081,-0.26824283647392794,-0.12010086444038749,-0.003280685805652629,1.5430379998087314
SIDM01163,1.4169013024964254,-0.8709705672149964,-0.5680248189148354,-0.417953556568449,-0.6516845377073421,-0.9048659572140044,-1.0234729118603887,-0.3322205153791199,0.45567522407083566,-0.6162098643270464,0.5936122796007919,-0.757257959774712,0.05608558135124253,-0.8750251425260467,1.49089493484497
SIDM00375,1.9138009451986875,-0.9196497038669309,0.5377979454112376,-0.4728333806238686,-0.7823471745836106,0.02517143488412981,-0.4892352719575847,-0.06540048746534392,1.2349324405666504,-0.6801319630468335,0.36959812279878806,-0.6982244921517601,0.258852373465846,-0.2811799206321431,1.867781854031089
SIDM00600,1.2660696058197847,-0.8401086598736364,-0.283122736541322,-0.40147494182835575,-0.6950818128790194,-0.1007473773492014,-0.8906926770496386,-0.6142289510878249,0.8298362999157147,-0.6017307716756612,0.4137239891798299,-0.6912156242012268,-0.007508408203673529,0.27965365417309623,1.627461247851688
SIDM00367,1.6267654751903362,-0.8943656891889467,-0.3677987882835374,-0.35970824251533295,-0.6940833005494417,-0.7054808563390604,-0.961786048739848,0.6955916324758726,1.1092204785333681,-0.7199242517381398,0.5430501763395021,-0.7653663619444898,0.08162852381321982,1.2862164648012433,1.4185601098272949
SIDM00632,1.5329972298964463,-0.9006841660551749,-0.10511784847759298,0.5309904764395778,-0.7853501385228906,-0.2399634182216434,-0.986314621531395,-0.6755398781238285,1.2191922563166186,0.6374460698690084,0.11517027474200954,-0.22152953461569333,0.32386189338491783,1.0564748186795114,1.6982721489464379
SIDM00550,1.9598199516618136,-0.8880134891887156,0.4918558966099776,-0.5334748476198613,-0.8039742049526092,-0.9461515812844296,-0.979489747632475,0.03610528958355668,1.1424833885829027,-0.7145530824497893,0.430335876051199,-0.7398278133295911,0.15559462401343324,-0.7836927421602209,1.830844333767998
SIDM00230,1.4041378583470319,-0.8404866093397834,-0.2698919315162478,0.028671535941975454,-0.7894185342848777,-0.8829073430196686,-0.9882295293220192,0.25312992778156745,1.0176826964754957,-0.6691055662645847,0.3830696022003843,-0.7558181824747074,0.2476922491727495,0.29268409018883357,0.7732524442812341
SIDM01206,1.244619469523543,-0.9037368458895587,0.2343596734521215,-0.513011096627287,-0.6465739729914031,-0.9760926739811812,-0.9914209767066412,0.0904958175232701,0.8890662573115569,-0.7895873565817373,0.7387613150516115,-0.1339966261533592,0.18261998052007614,0.6735780988421869,1.8328953157938705
SIDM00127,1.758333119010973,-0.863989137925163,0.23579438288913518,-0.3093779643453884,-0.13150589352383893,-0.9122089592513357,-0.9861806575776794,-0.11023800937892679,0.8595586671284826,-0.7118842274737922,1.1031868659040391,0.07190005033292379,0.024341406114985694,1.208950329497245,1.4119099740190446
SIDM01042,1.9408000444952238,-0.6069588143833134,0.32432417536642794,-0.25829093900627403,0.7460086145801815,-0.8292453601411638,-0.9632074511215402,0.8894709025879758,1.6037367637111917,-0.7588899839756453,0.2902559137790341,-0.6641238720572086,-0.3091218067952029,-0.6064063701633848,1.7484582494457852
SIDM00491,1.690229019912955,-0.8424971839686041,0.1763514977499467,-0.5113760656674734,0.1902198314785939,-0.8892551325924585,-0.6564905862051887,-0.3569641802863452,1.4927711887225517,-0.6271495734974433,0.3204040165939912,0.3725134388670821,0.24346631392102164,1.0266755583373777,1.6981498807605762
SIDM00488,1.9833424696166153,-0.942843216103333,-0.445479243360059,-0.4342546711927206,-0.7993835379763612,-0.8688160452149264,1.0728609834966891,0.04211576262263861,1.1398784610134487,-0.8277138938603454,0.8133477634239901,-0.336445962884087,0.0954890765323478,-0.8461636048525126,1.394927366356659
SIDM00190,1.6515069538003155,-0.792456029636941,0.16224544657938755,-0.3795028892348452,-0.41755586466981576,-0.8699949194333197,-0.9637961062977995,-0.6644919345820222,1.1082659527969474,-0.7158983304825042,0.7328573843595675,-0.753099245962923,0.03415576134150606,-0.7658427882943175,1.1153703707460108
