,CYP2E1,CYP3A5,CYP2J2,CYP3A4,PLA2G3,AKR1B10,CYP1A2,ALOX15,PLA2G4E,PLA2G6,PLA2G2E,PLA2G10,PLA2G2A,PLA2G4A,CYP3A43,PLA2G5,PLA2G12B,PLA2G2F,PLA2G2C,PLA2G2D,CYP2C9,PLA2G12A,CYP2C19,CYP2C8,CYP3A7,PLA2G1B
SIDM00241,-0.7639514364310305,-0.88856375711775,1.2905231358099312,-0.8283560167858375,-0.7235060148159356,-0.35961043443298396,-0.9125358671994618,-0.7846924507010219,-0.8406212769323831,-0.7323122136513006,-0.8272626697613884,-0.9524110911932807,-0.8694121386599243,-0.8759113056498405,-0.8904016482517194,-0.9789502274165874,-0.8786106321482685,-0.9950204340115355,-0.9371341059555158,-0.8214862304095629,-0.856863795240578,1.4302940541540168,-0.7866168155318303,-0.9718714013125445,-0.7999373380725185,-0.9163001886981785
SIDM00091,-0.6306026723563894,1.395192442634329,-0.5732689631652199,-0.8772788569529387,-0.6309346551094297,2.4838201405541107,-0.9906892744754604,-0.8264745901871622,-0.9028118174143658,-0.7384079121141748,-0.8140673194033357,-0.7943739566108963,-0.9330174250283909,-0.4828364893276688,-0.9267492785890156,-1.0027744420476985,-0.7516630623223204,-0.974452226624792,-0.8497228075488721,-0.8026204983274408,-0.8384524393960594,1.0482599465072853,-0.890681052941636,-0.9667354707320495,-0.8146858285544144,-0.9409010779400487
SIDM00427,-0.7569121070469673,0.8671911394026731,0.19939818106674315,-0.7895960362592425,-0.3975779693136902,-0.8295078206314944,-0.8318627945299076,-0.8733466758298813,-0.6751843426935447,-0.7086444895558618,-0.859322768802362,-0.9171683677828758,-0.9227612531891769,-0.499458536819251,-0.8215477241853044,-0.9936577423764242,-0.8112559081850743,-0.9546495855094139,-0.7770456142331992,-0.7687574421917329,-0.8750883336538123,1.9020839469654727,-0.8082427090648376,-0.9828941062316943,1.06849424914018,-0.9014245457743262
SIDM00758,-0.7240285117023149,-0.6503610369679509,-0.6853883600036982,-0.8437591838510581,-0.7390473812208306,-0.6942855668402589,-0.9215433608542569,-0.796312552289857,-0.8815116019659155,-0.7105793099761477,-0.8400689038309823,1.1056734182011994,-0.845466652657417,0.9043902257628584,-0.8940278757876648,-0.9600988473598867,-0.9286255344549519,-0.9384913779248283,-0.822992796910953,-0.8216232007491665,-0.7656324225553368,1.5430009577545785,-0.7888695080595797,-0.9656843181079519,-0.8732954150191093,-0.8999994543165016
SIDM00612,-0.7699972057063537,-0.8544224593849628,-0.8931336179482107,-0.8660349124862523,-0.6489821961941385,0.17640774071840945,-0.8455611961198524,-0.8684443321982623,-0.905665646204505,-0.7253688043694401,-0.8096565300930769,-0.939342380859694,-0.8848463012710138,-0.8135852275316727,-0.9651775616789967,-0.5392960857906862,-0.8267244278642274,-0.9053493638620528,-0.831817808810546,-0.799514082464945,-0.8166976990424303,0.9251720335403628,-0.8003759450900381,-0.9931246289697884,-0.8744473065487246,-1.0095465405037136
SIDM00553,-0.6188517717469414,-0.8183929398991475,-0.7962198795702874,-0.7720275093475962,-0.7613880109551716,-0.9278307263319596,-0.7546518491846084,-0.735716556879025,-0.7398062862866626,-0.6264746451728553,-0.7925296305325288,-0.79009687406901,-0.9003440866256293,0.514771818967984,-0.942454063112921,-0.9428995729690309,-0.7133586397654842,-0.8368534605460909,-0.4076587399196053,-0.757438551210346,-0.8322398116018842,0.9217951304663674,-0.7144758580601404,-0.9799525861314836,-0.8188525277137337,-0.8791892841872783
SIDM00343,-0.662122469564599,-0.8208892984285453,-0.7632444825219156,-0.9066722825256152,-0.707801818304459,-0.042612541486216425,-0.9231198397105089,-0.8534249325616412,-0.8413643696351257,-0.7096341623832675,-0.8336986917355598,-0.9378828167033846,-0.9184246811271284,0.9894825417433059,-0.925492512634323,-0.8907235699837126,-0.8406380812713216,-0.8084232889669234,-0.9056184071382569,-0.8350526717414384,-0.8542891085058552,0.8094314330543071,-0.894801510502528,-0.9121911741803952,-0.854870022128322,-0.9249078843469295
SIDM00543,-0.3613615842472741,-0.7545844061171384,-0.590476946931107,-0.7492411531011263,-0.7064665824580183,-0.7002988752995741,-0.8670007469762405,-0.773208009603352,-0.7038467117750543,-0.6614169068512573,-0.8430796062988986,-0.8497361995624719,-0.8936311243265562,0.7950676648758421,-0.9086198438622142,-1.0620924574181512,-0.8353005472956948,-0.8670901381479671,-0.8646477482372152,-0.7608086202747604,-0.8057785809987861,1.1091721008159086,-0.6458103892819127,-0.9985483026870068,-0.8267485738612903,-0.8533208325211056
SIDM00537,-0.6708568387876335,-0.79155362031314,0.420501283072498,-0.8538640223368515,-0.69631644165826,-0.09105809713647212,-0.8383833557865937,-0.8188065183687916,-0.7879134784547627,-0.6995906094762696,-0.8439439342297973,-0.617638482164238,-0.6518544938848319,-1.0234908252714097,-0.8322043468180423,-0.9572908809346851,-0.8430962274673639,-0.9411973543603581,-0.7704792293202696,-0.7931110337250724,-0.8565077198311754,1.8155495495124279,-0.832912720891421,-0.9464518634717626,-0.8611213105431277,-0.9059067346593653
SIDM00332,-0.7661528546625929,-0.8119295417291668,-0.844444824563827,-0.8748089026021397,-0.7616239955109599,-0.8048799208784782,-0.8785593590864096,-0.7588863585857918,-0.8470349093197598,-0.7342966304239535,-0.7796684494544124,-0.7588750386817555,1.5919141339372334,-0.9196303068875576,-0.9522011029023933,-0.8505375481573582,-0.7980575252706625,-0.8885813365452746,-0.8798624606012914,-0.8044035294949372,-0.8369101140874713,1.3499349544081718,-0.7636937868797475,-0.9744752747528322,-0.8751187688521468,-0.8360485681877157
SIDM00299,-0.6113449906133418,-0.8129680219875929,-0.9580716611089812,-0.8774596744842151,-0.6701587925484878,-0.6098952142638826,-0.9433725032156882,-0.8657926187741377,-0.9284047736978677,-0.6873089117354622,-0.8695565581506727,-0.9721359613640677,-0.897272410385954,-0.9615457955909601,-0.914047027044607,-1.0408914689560222,-0.7585954372084096,-0.9223305903664433,-0.9299927697150895,-0.8472675889207529,-0.8353953786837862,0.6019533065214384,-0.8424897501522418,-0.9461379430549595,-0.8346792295969505,-0.8876916345651743
SIDM00308,-0.6867900469757838,-0.7038030083270451,-0.8650891665720628,-0.8525517040942401,-0.45241894542846856,-0.7932666076764145,-0.7642574117359483,-0.8180628168058686,-0.7009172093634254,-0.5810037726529267,-0.8907913856113447,-1.0110676051840555,-0.7775274980277411,0.45042667144237825,-0.9497485329367175,-1.010140266830213,-0.7998483483625937,-0.9965968695438829,-0.8429191017241136,-0.8087647089671154,-0.898882958464754,1.2818213056676027,-0.8742045888284218,-0.9309325293906683,-0.7968694482682515,-0.8263429092751993
SIDM00227,0.16038731974524842,-0.7398391996320056,0.1988770008622892,-0.8899688759586735,-0.676221410859065,-0.854792391505227,-0.8654676332135144,-0.7952193400523816,-0.769208677096928,-0.6881409943444226,-0.7282396392659324,-0.9919455659859825,-0.8626251703770892,-0.8798506202904768,-0.9735051476132119,-0.9486383437301283,-0.8626000381402376,-0.8383559527961455,-0.820785821878341,-0.8483473730424069,-0.7859069806555253,0.8912033771194001,-0.80462571887702,-0.947115242611041,-0.8100473780116791,-0.9131578793044898
SIDM00294,-0.8531677103576814,-0.7732804105701893,-0.7539154072344548,-0.8703332035898247,-0.7271538346947166,-0.828245902343447,-1.0377379028947706,-0.8212673942978542,-0.9950974314159091,-0.677068621188153,-0.7870183493492131,-0.7132893949328668,-0.8642024401214025,-1.118453653048085,-0.9815447550844573,-1.0026667481005926,-0.8215243862379048,-0.9610004206281749,-0.9061138474289185,-0.7813145858703305,-0.8555170594976058,0.8761554392245693,-0.8132977791286654,-0.9181129988505871,-0.902871982800508,-0.8819094789968562
SIDM00677,-0.6928687381937509,2.111253158760262,2.1631465721316463,-0.8504527434468566,-0.6965034066052274,-0.8237258050103932,-0.8211794401687639,-0.8125175687882592,-0.842506602028772,-0.7185362314933051,-0.7171842203752563,-0.4909382224373393,-0.8120129964528192,0.7107147379894426,-0.957504349095527,-1.0313650968195913,-0.803007015952257,-0.9306916525568636,-0.7947396401268816,-0.7823867790877859,-0.8600382346469289,1.2939435349463007,-0.7641973101547399,-0.991966869246942,-0.8108701117926009,-0.8898665803131088
SIDM01220,-0.43191480506240926,-0.865809016621407,-0.7772472154404316,-0.8837423968340993,-0.6060095364204594,-0.4557124964548867,-0.8552506772441542,-0.8384407226367445,-0.7867056327462933,-0.7222474564479874,-0.908864240637385,-1.0021375257988205,-0.8787752507131839,1.4726337415706552,-0.9081196113428628,-0.9687396379318086,-0.8443705436836176,-0.8855123338445233,-0.8552631462243917,-0.8077532956567361,-0.8499107370611348,0.9508455273733093,-0.9041168655944243,-0.9813021450288681,-0.8014045587863957,-0.9412154685411677
SIDM01259,-0.6301279852651905,-0.8364565494620069,-1.0280090245600007,-0.830963990433883,-0.7334429837402877,-0.7444215342541879,-0.8161419937798375,-0.7666081854336776,-0.8406554343520098,-0.6737946239085562,-0.756722328127027,-0.914036104274708,-0.9040810003344315,-0.8806128955408137,-0.9342862520790228,-1.020021927156497,-0.9098533369334505,-0.9216051904934643,-0.7691454747071707,-0.810873115573918,-0.8508677791254808,0.8303756274369299,-0.7909252825310135,-0.8883373246053059,-0.8469192193523332,-0.8786066457407475
SIDM00680,-0.6761154568775701,1.0440918115134912,1.0316408490740665,-0.8302216808798341,-0.3541868167089862,0.3950714485835595,-0.8562609692831717,-0.7966148491119325,-0.7184580160998207,-0.6932600439204074,-0.7658638507133592,-0.28421538330231205,0.9654834450434514,-0.27280030112241443,-0.9590922912785056,-1.0004381675525815,-0.8087934451707902,-0.9253769221131605,-0.8291807412411769,-0.8289714215115738,-0.7914655005461307,1.3475962988005696,-0.8280322880158308,-0.9784167439220263,-0.9010599339940978,-0.9013768313243543
SIDM00346,-0.6337117573155749,-0.6505459731002632,-0.7993159214028058,-0.842252821570247,-0.683717124564745,-0.7261667607047627,-0.9473750450000583,-0.7993718955213415,-0.7956240540740367,-0.45056415768942293,-0.7584281561071964,-1.0216885062214343,-0.8729848054306835,-0.31490549135863827,-1.0348410212765533,-1.0030318764305004,-0.9138199436399757,-0.853071975316774,-0.6340845667953762,-0.7659416746729069,-0.8457565853950975,1.1128121775373845,-0.821130850173743,-0.9552222074130157,-0.783113332421979,-0.9737249706625649
SIDM00129,-0.8945475246037119,-0.7917086774718312,-0.9656196396003078,-0.8079766899990655,-0.5139799028820567,-0.8218461734655658,-0.8846976372359083,-0.7909338147661285,-0.8537720197589649,0.1333490293698853,-0.641329023101005,-0.8268898422114824,-0.8693539422842745,-0.4923846563205943,-0.8690381786004354,-0.7738303140633443,-0.9100786176947155,-0.8677943566038475,-0.9784330587078783,-0.7452436671906775,-0.8302366617403543,0.7785121885434482,-0.8751115378291346,-0.9756929064059484,-0.8833979955165325,-0.9410532067677746
SIDM00627,-0.8447594786252597,-0.7380171324049188,-0.6474348033817797,-0.9062491220472716,-0.7052765301727204,2.071146371665881,-0.9458741041769917,-0.8831755939129526,-0.9222173817464882,-0.7558233192804683,-0.8144520835779425,-0.0640889945397571,-0.9061815609458634,-0.157255958535531,-0.9955965299324236,-1.048390519904779,-0.8904487649745614,-1.0257236985239186,-0.8544537174973358,-0.841498542058963,-0.8607859018028396,1.0124423809458027,-0.9021267762907388,-1.0080052020383323,-0.9015357487908235,-0.8872643008524088
SIDM00293,-0.828541246744392,-0.7829877231737606,-0.2930401350606557,-0.8073917775635576,1.0393115471058483,-0.9775395151408524,-0.8330026931325503,-0.7919661734548991,-0.8144526602457811,-0.6937984888012096,-0.9303048199889467,-0.8263010047670797,-0.8803737262126662,-1.2266547401866132,-0.8917023131845658,-1.004361696892425,-0.8688591111199064,-0.9463219008638178,-0.8304549200637997,-0.7905552486783208,-0.8723285108915151,1.9015190579104204,-0.8507633465726144,-0.9754185324156786,-0.841384612844793,-0.9752067696933253
SIDM00274,-0.7133908590598208,-0.1272554785609119,0.1597486435871191,-0.8814984084092798,-0.5506063740433581,-0.4941913276510433,-0.8973526922152748,-0.8405956755724667,-0.8579808279057467,-0.6825068777706661,-0.8396072794275221,-0.7051957069686401,-0.9484421276056927,-0.9827197526701646,-0.9726847168502918,-1.0035997422006433,-0.9623228826988665,-0.9484324317101168,-0.8555495191110785,-0.8154965500258895,-0.8080055323182278,1.4512187309246956,-0.8713449766262916,-0.6899139549469373,-0.8096686060320607,-0.9519212265881559
SIDM00544,-0.7248110811527394,-0.8516455870472065,-0.6150489490174468,-0.7979558634292557,-0.23651206469519764,-0.8892334035512119,-0.9785871531665594,-0.8007319936909871,-0.842018060169396,-0.7355289906612044,-0.726959331829299,-0.8562639170639157,-0.8528917625965254,-1.09262434894973,-0.9047677212634611,-1.0208902400707836,-0.803791689647692,-0.8732453574198723,-0.7620800060206747,-0.8405651906741387,-0.7908619988810747,-0.04055423289083928,-0.8429876647323813,-0.9542174521088673,-0.8482233153881682,-0.864662438028044
SIDM01006,-0.490797675977481,-0.7875306037591806,0.6605641649927771,-0.7926007708397295,-0.6907688196926948,-0.7316477778808189,-0.9050290835846099,-0.799251459702295,-0.8630207566487956,-0.6007437796377249,-0.76922549594487,-0.37474057445039904,-0.9154883952526041,0.5311475308708478,-0.9544081103584868,-0.9196143002421666,-0.8506474972728878,-0.9640343704253145,-0.8053412429345759,-0.764417946952124,-0.783707681919341,0.9468927972602551,-0.8221206110648387,-0.9904458574243616,-0.7469132773136725,-0.8623001093886451
SIDM00302,-0.6861976126190713,-0.8282983095119378,-0.6487429576404594,-0.8215341303445356,-0.755141486015398,-0.7200787236497218,-0.7653564802991222,-0.8098257455191061,-0.8795217091497893,-0.8219861539330005,-0.6915874226400178,-0.8675101083386839,-0.9071480897050043,-0.8881901388729777,-0.9041739577585959,-0.9385082326894979,-0.838319714851468,-1.001319554633929,-0.9315790378580834,-0.7974037137509976,-0.8366629090898715,1.2426848689757293,-0.7940395108927345,-0.9489003420290102,-0.752718421815008,-1.0228816495771174
SIDM00549,-0.6337337230790715,-0.8232907780524147,-0.7211671825732677,-0.7674463802902975,-0.707444801956154,-0.9549793653967764,-0.8121962063547136,-0.7688256408461813,-0.835046562884288,-0.5325343355300889,-0.8140691204670404,-0.8129818633649963,-0.9151187296035429,-0.9258669206801247,-0.7845851590451914,-0.999513297706244,-0.8925514084374089,-0.9225382048696679,-0.8420769614363084,-0.8015932684861526,-0.828890697198209,0.6560213093421436,-0.8015273609688148,-0.9228736271377762,-0.8623978339323433,-0.9036829807495786
SIDM00292,-0.1260713027044582,-0.8248653968129586,0.6468410150068169,-0.8928484774615588,-0.6926597038897921,-0.9293531383863894,-0.9003957628525933,-0.8549242244380734,-0.9107318887236543,-0.7717070835181937,-0.9200149872520904,-0.6082827936597999,-0.9763852240229065,-0.9985468383549797,-0.9511398305773194,-1.0881693176555545,-0.9752256336469958,-0.9199299430689387,-0.9285789589700979,-0.9042308477295001,-0.8984589536700409,1.4259110659571783,-0.9256641182853939,-0.9145286080477396,-0.8903388467986996,-0.9786626734938265
SIDM00623,-0.08453352428622793,-0.5256647838088374,-0.7503016515612054,-0.8027146068512083,-0.6222495679221789,-0.8389954543166708,-0.8924388475675157,-0.8115875748658777,-0.8055560013788485,-0.6726866000391231,-0.7912175994029201,-0.7839566966875382,-0.8752099434588808,1.0960616059671437,-0.8996999037034434,-1.0139674842238824,-0.8728360406798498,-0.8215625667741893,-0.9582002735315036,-0.8054330113843358,0.5346513305657303,0.5361682621701174,-0.6956369465907792,-0.9567784146849097,-0.8588945111808508,-0.902108539163172
SIDM00638,-0.7785947207444268,-0.8212553952660894,-0.7152915918631427,-0.8455087275538428,-0.5642293369738957,-0.5899973290977326,-0.9311500657122708,-0.7584112519221845,-0.7196636071957236,-0.7195302358651172,-0.83345378854018,-0.4011171562489338,-0.8655481800060875,-0.6022456268833764,-0.9003983906784474,-0.9347961925849082,-0.8990685917690067,-0.9219324787741873,-0.8593530597553152,-0.789953441818076,-0.8293090417651415,0.7423528878483637,-0.828002693754068,-0.9860806369496867,-0.7621661933693606,-0.9291480604326129
SIDM00527,-0.7775591581302618,-0.8477947958865283,-0.43952198091837125,-0.889494625519984,-0.7307009513154454,-0.8146357210237647,-0.8972242947498651,-0.8023071615033592,-0.7948500295737689,-0.730604194817613,-0.7824493625093375,-1.014928629079949,-0.9056404350283289,0.5522067357687679,-0.8969069914099417,-0.9940598150653898,-0.9033261185636846,-0.9420574082945373,-0.8459061585896862,-0.8186851450256545,-0.887710341792588,0.5265814827306761,-0.8788714822139468,-1.041778069314461,-0.7905469877434873,-0.92920631925616
SIDM00976,-0.7869729983548545,-0.8619693895279297,-0.8719122430221159,-0.8303968276764364,-0.6803515389517247,-0.6692309659404666,-0.856814293298089,-0.8030172244900662,-0.83008727659453,-0.677433855198933,-0.8029928141758209,-0.8769835053934918,-0.8743935380043535,1.7818483615914757,-0.9588046353528362,-0.9457867388141459,-0.7545149219585787,-0.8971180276228665,-0.8191217886048097,-0.7739601580694354,-0.8553077722544251,0.24355857773219491,-0.9002843645542808,-0.9526824745883792,-0.8228517136548715,-0.939075961731342
SIDM00316,-0.8122925615300931,-0.7845531826956643,-0.6737529195297969,-0.7982091170164808,-0.6515373821107044,-0.24893872965167987,-0.8975759684260642,-0.7649214786861912,-0.8650623270759613,-0.7099350305976634,-0.8339598271325591,-0.9417058301644868,-0.8573374875047106,0.6877527513882828,-0.9148115678022133,-0.8959601931147946,-0.8746852080952076,-0.9829925657018312,-0.8513184000910204,-0.81371790706042,-0.917809631865274,0.9084426747057394,-0.7913650868033874,-0.9910048160570974,-0.805312022750266,-0.8999387076334854
SIDM00326,-0.7289845047970053,-0.8813596228228607,-0.7166895256086325,-0.8521503985577922,-0.6731630414085201,-0.4424296932103679,-0.8896274661793449,-0.776267839572018,-0.9842207104575066,-0.629142255416954,-0.8162394763489104,-0.9497457837525879,-0.9064913997882262,-0.8526339498775838,-0.845103010317763,-0.9825048198914621,-0.7889193805533051,-0.961256013547535,-0.7642096531263145,-0.7824095639566784,-0.8929559572056954,0.4517924716007063,-0.8516392959191732,-0.9833639525135394,-0.8696063184356271,-0.9515533366488702
SIDM01093,-0.7861290955242891,-0.8505794279284129,-0.818040086282186,-0.8316133521595633,-0.512295928422197,-0.6846635750387774,-0.7887403053930533,-0.8253783010738681,-0.867445984634495,-0.6707083253990526,-0.8209880881442366,-0.699849860060619,-0.8337688163151499,-0.3452624091394447,-0.9065190051659254,-0.9828528419836281,-0.26040658475344797,-0.8861678010542837,-0.7547572080462286,-0.7945961626886802,-0.8562339561502554,0.7878073067571011,-0.8005359616073191,-0.9761032050817545,-0.7664325845272839,-0.9450272543473268
SIDM01098,-0.8140199030697172,-0.736139874530081,-0.25782802375341174,-0.8174226566981481,-0.5393256940981634,-0.46928554072495426,-0.9679840372229279,-0.6956108456418366,-0.9819623168842124,-0.6238727367064608,-0.7776770400930269,-0.90014683035238,-0.8020692269203361,-1.0378434987304208,-0.9175489541077094,-1.019210667540307,-0.8137058352172125,-0.9086303926875655,-0.8727469228436467,-0.7888938180800058,-0.8334293518743247,1.0320683236134018,-0.7360411862915179,-1.0331335222686997,-0.9231686308084638,-0.8424266778305829
SIDM00424,-0.7054042605679113,-0.8285743858251428,-0.9304532172479687,-0.8002408202774861,-0.6524599831555515,-0.7159676823080202,-0.8737921408573743,-0.8366932954172095,-0.7587089129670627,-0.6817739944376839,-0.7880536278283353,-0.6510899842934582,-0.7675515348246297,-0.9456744193689807,-0.8713916728877296,-1.03281971896319,-0.8612467819949913,-0.8719220340472393,-0.5572263025079642,-0.7189848592588974,-0.8140964373546463,1.4233780407812116,-0.7528212268717325,-0.9897549173755432,-0.7974181287232885,-0.8803294323596419
SIDM00973,-0.7782054217153538,-0.8656945103479985,-0.6859959154251813,-0.8079630954358612,-0.7125312891845583,-0.7230971420778879,-0.8987439068059736,-0.8162767332783578,-0.7137098485438997,-0.6909246300359324,-0.8033281136354341,-0.9955628643748627,-0.872995932093256,0.7069793608215047,-0.7446979025784307,-0.9577146384875814,-0.6518402713977455,-0.9067512829363881,-0.8670872789626657,-0.6897288833044217,-0.8286644678717261,0.2771866214224341,-0.808270837106876,-0.9940652408342895,-0.8855771645236433,-0.9701954406056322
SIDM00411,-0.804371128644757,-0.7534979505821443,-0.8073890248867122,-0.8741008422761155,-0.5299924281080104,1.2414333505382462,-0.9237090053153406,-0.7939847726334893,-0.8957085684649904,-0.7650142049812555,-0.7881678513735245,0.8390198960135964,-0.91164180387069,-0.8490195105175825,-1.024524844994824,-0.9799697030264913,-0.8411952341413158,-1.0387517308416843,-0.882654097091141,-0.7821652027086125,-0.8473327228567741,1.1035074900448623,-0.9298281768569407,-0.8854524539586829,-0.8897158688449305,-0.9283226259379425
SIDM00374,-0.08927255802493718,-0.8008764155194961,-1.0053535256224133,-0.765424608248068,-0.6108693590934,-0.8246065483021188,-0.7267286572556138,-0.8382052114163789,-0.785781261401907,-0.6143972357197219,-0.8405182874383371,-0.9918402843495623,-0.8433580148782328,-0.3178266801202025,-0.8934793882910935,-0.9246479168324097,-0.8038723891212495,-0.8116538850988468,-0.7737669152642533,-0.8012717887742661,-0.8373023412199555,0.018903802106100216,-0.7013643628334701,-0.9380694567893839,-0.8106551483016583,-0.8323423578437944
SIDM01160,-0.763527441240576,1.1975935381117777,1.2088393818989487,-0.7997013570633119,-0.6231924780834975,-0.46780847757580474,-0.9088832414423064,-0.626833034262155,-0.773711660048442,-0.684776077297273,-0.9041082932016473,-0.45943409939144825,-0.8599505234211807,-0.17247424893673155,-0.8848798735371726,-0.9743766661574219,-0.8717355793245255,-0.8054951131803982,-0.8193028255909348,-0.7977127602274737,-0.8760227206015416,1.0557298988593775,-0.7511584999511566,-0.9672923998539742,0.0900316522689982,-0.8957660384787249
SIDM00145,-0.41185676662191384,-0.7777107726539411,-0.6574458661924246,-0.7786283544789097,-0.6683957954157796,-0.9332618072564973,-0.8481645433928278,-0.7577283535632443,-0.8044307831627597,-0.595889289250827,-0.844471530009765,-0.9208825134109361,-0.8485513501420687,-0.9499786745248306,-0.9255240604475463,-0.9800196023733707,-0.6842351218536659,-0.7888779614218657,-0.7489899893999924,-0.7674417353951624,-0.82933365363794,1.0598782017404729,-0.7948058935964231,-0.9898923388063438,-0.788114060292199,-0.8737678048639218
SIDM00975,-0.7446895992277263,-0.7798032770468493,0.23420503089133468,-0.8590430038593126,-0.7178803029014249,0.8462897876435123,-0.967845473909631,-0.831969750837124,-0.7379027314776994,-0.6666178957872639,-0.817627062308845,-0.9715897240041953,-0.832916304772927,0.9219915213218297,-0.9281528518327735,-0.8694970553354521,-0.8591591821839183,-0.8185325825242632,-0.8022057050086916,-0.8322564206571698,-0.8828884567642337,0.831318813837619,-0.9241784967765726,-0.9837588703557566,-0.9007152153927988,-0.9317459633333686
SIDM00971,-0.7159464685523272,-0.8120484591313216,0.12010899107981501,-0.7671690506511963,-0.6149155347138966,-0.7090314126707907,-0.7331140597378549,-0.7464545691828152,-0.848136265058229,-0.6198935323211331,-0.8445260635276526,-0.7665165702468957,-0.8254003857914434,-0.9097063624099551,-0.9655570893000086,-0.9825728942163003,-0.715509852207661,-0.942932461951179,-0.8219410317673503,-0.7954241909905205,-0.8857471122118942,2.054431443672368,-0.7057155709640093,-0.9902306207776226,-0.8211615326241659,-0.937195393082777
SIDM00251,-0.6003513573264319,-0.4498629285094295,-0.10317032050478266,-0.8314447188590277,0.9607080164169163,-0.11518816816295509,-0.8600718671519182,-0.7765259457930362,-0.6001375443260214,-0.6637028098502096,-0.9128906459145403,-0.4396989346230342,-0.8899887621032341,1.5338289121107942,-0.9583136996743269,-0.9301757582948358,-0.7485771834614563,-0.8488805587177326,-0.7974714884420083,-0.787490472356561,-0.8303856491828906,1.4362399796536462,-0.8963172777140229,-0.9833177650332017,-0.837197390687329,-0.9282594288911692
SIDM00412,-0.6972157344910896,-0.7455422587758829,-0.7902700786181058,-0.7323321901941794,-0.6904292786625956,-0.9128189534849099,-0.8672076986433449,-0.7981279284490098,-0.792477385452198,-0.6638946616966745,-0.7352440476939839,-0.9758688526461149,-0.8877798119046131,-0.9990035520303862,-0.9582001784991069,-0.9085744405150853,-0.77452226883932,-0.9660805344587838,-0.7792768210255204,-0.7958210684223279,-0.8065887576653811,0.8725158948278747,-0.8453379569314194,-0.9078878391056825,-0.8509191346650539,-0.9469278754763155
SIDM00023,-0.8219270905433935,-0.8214528327345128,-0.7978513801710069,-0.768789619397317,-0.7549450241319056,1.4020163118563456,-0.8966495823469819,-0.8061540046487594,-0.7479144521718548,-0.7141266578024956,-0.7983340681320176,-0.5739652529357073,-0.912634931815551,0.32435926418960387,-0.9367869094797212,-1.0095959571736717,-0.9357462881379359,-0.945152578706975,-0.8062098694849457,-0.8054500579501479,-0.8314847794184067,0.9151533822608605,-0.8871067057420153,-1.0254439208810682,-0.8830006050929795,-0.9291290691850344
SIDM01198,-0.38196183582282267,-0.8112624225989318,-0.787153577440822,-0.7663461806057706,-0.4518920288423409,-0.6487782477622517,-0.7856374621602793,-0.8081025505056991,-0.6987876388652718,-0.5897789880072907,-0.784297835540257,-0.9462778460069615,-0.9174131934280106,-1.006297847240726,-0.9729978056321528,-0.9411552301217039,-0.7867912108137952,-0.8652706188114119,-0.8439905384037502,-0.7309560675841779,-0.8162168152785151,0.9413231018264865,-0.7377383968026417,-0.8916193871084217,-0.7909150686964553,-0.8700298370594729
SIDM00441,-0.7262648040113073,-0.827155089409822,-0.7556876775197747,-0.7350297338753206,-0.7142863817711015,-0.8848946866066687,-0.9124668730594517,-0.710586938052945,-0.9008537615380564,-0.775190344444354,-0.8280712664153824,-0.8148512237925106,-0.8758495159332165,-0.27223379880279025,-0.8800070426985068,-0.9786566131148915,-0.8464185927946004,-0.8113758083215425,-0.7812024853147913,-0.7917937478717264,-0.7881454811277087,0.1345674840660178,-0.7528400148938734,-0.9729550559093366,-0.8393671643705423,-0.8797606496055842
SIDM00388,-0.6687063350371985,-0.7546947688103561,-0.8391070514544356,-0.834680664417363,-0.6834114527744367,-0.8383473898657472,-0.8698738421044284,-0.7444982789055444,-0.8283291914010684,-0.7054469682546076,-0.7538123867925842,-0.9443296997531541,-0.8831235064128967,-1.0229804360434154,-0.8759047716588971,-0.9125919129749888,-0.7984827440820113,-0.9848315803231169,-0.8158924715581252,-0.7312533013149805,-0.8517375271168961,0.8917208480621079,-0.7541459528056474,-1.00481740577646,-0.7666426147386088,-0.8879359658240853
SIDM00417,-0.6800170726924051,-0.6860062657647987,-0.7152851273854706,-0.7828627995146182,-0.7596676260139995,-0.719721188827911,-0.8439543208807725,-0.7881838303036498,-0.9465868777887483,-0.5788388710782529,-0.8777372247059156,-0.8724119243708944,-0.9364422643570224,-1.1397838893897847,-1.0178038450455242,-0.9068725532709627,-0.7500713269166984,-0.9201436035120881,-0.8303701460946569,-0.6972593121817746,-0.8081076005505551,1.1939272367433904,-0.789092482464632,-0.9080608398382563,-0.8477519553174462,-0.9711304630934388
SIDM00416,-0.40958586778544737,-0.746846949640503,-0.7024793811567379,-0.6835182793982716,-0.6556384930739444,-0.9469134303541519,-0.7986318159495365,-0.7108549477486787,-0.7354932360862945,-0.6718238592743564,-0.8031047222272112,-0.8450838946819664,-0.8847524604343753,-0.9892185150229523,-0.9727844691785205,-0.8683057123195624,-0.9559592459544759,-0.7128390947229319,-0.7099061095294766,-0.8115252870749526,-0.8319671042730268,0.7953076028182374,-0.6849823821149285,-0.866224484983689,-0.7921792797975488,-0.9049179818577133
