,SLC25A10,GLUD2,PCK2,CA2,CA4,PCK1,GLS2,MDH1,SLC38A3,ATP1A1,GLUD1,ATP1A3,SLC4A4,ATP1A2,GLS,ATP1B2,ATP1B3,ATP1A4,ATP1B1,AQP1,ATP1B4,SLC9A3
SIDM00308,0.6997038965291206,-0.8138207881824113,0.9990789538213141,3.2243702883547085,-0.756717604139953,-0.859541175974468,-0.8524655444853153,2.5616083487684804,-0.7080432711172289,1.7804048035666513,1.8485029662124162,-0.9068302974077869,-0.9535844349352196,-0.8283668988834527,0.6819768168901473,-0.6989854413738561,1.253908452495205,-0.7158580209672443,-0.02086607236388178,1.6140125552715852,-0.8990547269247141,-0.5868297367147025
SIDM00227,0.20293531101590567,-0.7297635308932574,-0.38169185524855703,-0.8035245184672689,-0.8084905858137204,-0.913461250359475,-0.8079974625304202,2.6236877984131652,-0.8156733826297078,1.8864342641183325,1.8265996997537006,-0.9327021838694765,-0.9248668023655349,-0.8300030410582553,0.7414256985181077,-0.8348423195919754,1.2756791659001314,-0.678157453014544,1.1932117424465645,-0.7738620984737987,-0.8562606418762655,-0.6967449367171792
SIDM00294,0.7896487239100709,-0.706717530695961,0.3466498229059301,-0.8301681620553552,-0.7414854879085863,-0.8824781037147162,-0.7353531761811731,2.81161685390212,-0.7985422398564782,2.0938436281571837,1.8338770266813094,-0.29842715133588427,-0.9120660314701897,-0.753517955235687,0.33273695310259954,-0.8356745917500202,1.4094097210451944,-0.6875032086547862,1.9470814100943612,-0.8942947262322692,-0.8713758354620393,-0.6628942601650022
SIDM00677,1.0313687652980512,-0.7084260736635519,0.4550407450350368,-0.772359720925861,-0.8362089019301238,-0.7706828953686824,-0.49385573206459643,2.497615495036216,-0.8621835771233737,2.7705401964772896,1.9813137672257797,-0.88674046327842,-0.9837344654297547,-0.7563321071674874,0.6480501676490164,-0.8503397763121839,1.6558486918345179,-0.8028703466901994,2.483507605500593,-0.8149037729155958,-0.8477186970135696,-0.8936005250075892
SIDM01220,0.615740308355003,-0.7023344910678185,0.353562545795863,1.6149731290151184,-0.7743232103454172,-0.8103804507547344,-0.8390686304111822,2.7294386215368216,-0.8137696922260089,2.0920181298845875,2.0663143687644987,-0.7747131180702903,-0.9490677083440469,-0.749782014367302,0.45050716257797213,-0.794800979368634,1.595929937594519,-0.743817267872297,0.9406723242296307,-0.8696807656210304,-0.8855877276952971,-0.8656959166517775
SIDM01259,0.6670724015339393,-0.8064421651238324,1.0895734797709051,-0.8613937009908499,-0.6542455705059325,-0.9081240218097566,-0.8392101617153552,2.6338135378298806,-0.8466934125834845,1.5328388542357265,1.6212352925160105,-0.7073145205868949,-0.9180824678771906,-0.7655241434155822,0.7591034114267209,-0.8562123804562768,1.4595053223765588,-0.7591619855712227,0.3275258284998635,-0.7667054449203172,-0.8720484381666477,-0.7430572943753216
SIDM00680,1.2625106482125557,-0.721917197702597,1.4620353859022541,-0.06921772807381969,-0.8466312810164687,0.07766649619423219,-0.5768551531007053,2.648184741903655,-0.8035715314973777,2.6766770549102628,2.0100243596324265,-0.9589075428398637,-0.9256318005304675,-0.8254230350110325,0.37677015536080455,-0.8701635281161453,1.8088917820093326,-0.7904479290309359,3.180393040558874,-0.8956207595837293,-0.8510679736542581,-0.773013853034153
SIDM00346,0.7309691349068735,-0.7566096283836037,1.4707378521583399,2.404543247305913,-0.7376780641939332,-0.9036730802622518,-0.8393902941313526,2.3812119988988556,-0.9356807972510068,1.6348792151538027,1.9317764224614715,-0.8782827922954959,-0.9221666164837033,-0.7277479932918312,0.29805916529969945,-0.8836167408275449,1.2141346497323635,-0.896953577191348,0.031571962265968014,-0.8921385921989426,-0.8530406627108669,-0.7382140079034691
SIDM00129,0.5695370696453796,-0.5120937275122266,2.02890769628212,-0.8219182754448947,-0.8853897190504535,-0.9051315543561987,-0.724593379780488,2.673486399702061,-0.7657005017591321,3.1683482759894415,1.6681515855565268,-0.9244610887103453,-0.9359440931617397,-0.7903494013328797,0.5532321471353228,-0.9368652727028184,1.19636182867152,-0.551775917033107,1.0410843720746796,-0.8705933887138225,-0.9066635568450547,-0.6653737793641963
SIDM00627,0.7894171609115428,-0.7604728043577929,0.8849766850339704,2.391938114896882,-0.9164245692893342,-0.9755792402323085,-0.5477554064077597,2.929120546628082,-0.8773866390382251,2.4382334824337826,1.495329360536743,-0.8863581551388788,-0.9335974242722687,-0.8532126270569671,-0.059138831732367246,-0.9109901866280249,2.860842246599735,-0.8217219107573729,2.1294081514699754,-0.890249884385472,-0.9153284083167207,-0.772376873024555
SIDM00293,1.3557287052484945,-0.7955938274748535,-0.24386634239873195,-0.8244753072033704,-0.7801061371738817,-0.8917293370707765,-0.7122911124118461,2.839512852522748,-0.7433956837244606,2.0128199515525584,1.509273946671172,-0.747857133610042,-0.9804557808797185,-0.7327082397342164,0.07748750660690704,-0.8136084477174411,1.5381767866341445,-0.7419812237018638,1.6555272413887627,-0.8144851784158487,-0.8546569003745316,-0.6909039174386923
SIDM00274,0.9071592044690848,-0.3248379756952993,-0.47567526137975924,-0.6763225076860157,-0.5611849448137533,-0.8419707159882737,-0.6525327012351465,2.828002243782434,-0.8502463020084996,2.3297418750338994,1.8377097487978236,-0.8969079840377354,-0.7986270174144614,-0.858394990883021,0.11944266081140092,-0.842298397041332,1.5739615745995374,-0.8351166734226181,2.2068333774114315,2.1184005060414015,-0.7976152935389902,-0.7197527722042902
SIDM00544,0.6957707568040817,-0.5007725601502485,0.44573580630847215,-0.745997711616642,-0.741713593662803,-0.8692744426437845,-0.8366233905978542,2.6316333785186754,-0.7882443224111922,2.586756562227856,1.8557750541492863,-0.714514316933942,-0.9470825438626723,-0.7600267013475619,0.33301167111896407,-0.795718862920057,1.3542436658348087,-0.7824864618535592,1.723796087695011,-0.9230114011696471,-0.8822543328858589,-0.7986525079941248
SIDM01006,0.36228527031576746,-0.7904857394227898,1.0286371322535317,-0.09758778002813592,-0.6735218792888431,-0.8217094161413095,-0.5289828553301116,2.7132532722533025,-0.7990941220053986,1.8334232775729207,1.7456503712626492,-0.8479312648960728,-0.9106341582735273,-0.7675680546478579,1.0519969473784183,-0.8798210592792733,1.837230778599019,-0.6661401261206047,-0.39520664047468007,-0.8754010958527912,-0.7998812106005976,-0.7875410072734637
SIDM00302,0.4682970740199712,-0.6640514995670769,-0.004151603413149917,-0.8427441398965442,-0.752492032906272,-0.9520778032767898,-0.8322516312710289,2.753474897850154,-0.7682933462213868,2.270170577156203,2.115622262262131,-0.7963982963409088,-0.6906195766951162,-0.7028611748734552,1.219459698930714,-0.7774662470940676,1.4166217727337906,-0.7155632165597604,1.5188108749931775,-0.8307412940059614,-0.8715693484095889,-0.732763713282855
SIDM00549,0.8226856185706444,-0.7698642719695606,0.906530008239362,-0.7814328115703214,-0.7281195004984422,-0.8554991863825316,-0.8002661915516208,2.630916957600154,-0.782267741388623,1.838277984574495,2.1961274165119784,-0.678936558092235,-0.9565431784544517,-0.7048211671492155,0.3636962843654847,-0.8082347618372316,1.5801905166060446,-0.7649152958876957,-0.19393894325838204,-0.8784033061575867,-0.7721659281561547,-0.7109990890344197
SIDM00292,0.23227382849818018,-0.7865736199171155,-0.10437500752341548,-0.7350319787702354,-0.8890952711945153,-0.9521630586099383,-0.5646745000310747,2.8673237860651053,-0.8762593610641639,1.7884475415940297,1.0922232731123793,-0.8697534829839046,-0.6547867162517387,-0.8346181776922482,0.3304247429843138,-0.7899941076959907,1.3663212195526124,-0.7554639148120228,2.121159838512424,-0.9099949693882003,-0.9023399486604514,-0.7879995796123814
SIDM00623,0.5635306939138975,-0.7343957425512584,1.3397717624076229,-0.7186499661333325,-0.8124610446307539,-0.8877357354973573,-0.8247655250263439,2.8269530656940325,-0.8289753640569978,1.8944139657571435,2.5153218882918797,-0.8900345726694027,-0.9397728334715144,-0.810302610011072,0.9935930984295179,-0.6762549250016655,1.5996016231673165,0.024491568385892688,-0.42737721504807835,-0.8819211192402342,-0.7741019610328811,-0.7163766237826523
SIDM00638,1.1165786486833613,-0.6603274901355034,0.04882169761890545,1.962697991150046,-0.7786874609240464,-0.9176343497224565,-0.7293719448434027,2.831048136764187,-0.7719053414080922,2.395291470754258,2.247318496309823,-0.9080651127391923,-0.9620844021542378,-0.7796082740899837,0.3691292244414141,-0.7954183393298253,2.425367519877515,-0.8587912275537313,1.822664790821392,-0.7810098437517121,-0.8444975174036193,-0.5667772078575478
SIDM00527,-0.051695358703945135,-0.7319504386208269,0.36874698943411655,-0.7668502222665396,-0.7510624045532367,-0.9306823864076671,-0.8121211894344054,2.7319690456322965,-0.8543514724266136,1.9868931919142483,1.9952640676090598,-0.8671195570121958,-0.9147239189960996,-0.7732274041490946,0.3486010802513006,-0.7733001713952079,1.6251415198581898,-0.7369363648792748,0.5171484775837374,-0.8923069495558367,-0.8738502604645623,-0.7829542664770918
SIDM00976,0.27141041475345096,-0.7226870257863055,-0.21009848477555335,-0.8420498055308759,-0.6280641949828171,-0.9327531648326287,-0.8166348798617944,2.631530313571398,-0.7769068429776825,1.9257004223431122,2.333194662814467,-0.833172500578551,-0.8743369792242092,-0.7468527078498806,0.616552122131097,-0.810590958250388,1.3465483232964035,-0.859337060956787,1.0460136002497846,0.7028142138153425,-0.8665951264602924,-0.7888643454946169
SIDM00316,0.15622569839257694,-0.8056367331217005,-0.6214921355290028,-0.6792462593727873,-0.8792146681000879,-0.9806284558131244,-0.8476930114562972,2.508581873372027,-0.7377866259522032,1.9910253693473359,1.8386487372748002,-0.9162569797476922,-0.6791670106430623,-0.6666830139500913,0.5551298043935605,-0.9258883609467027,1.372055745333329,-0.7983055264007863,1.1541385817026089,0.5573519197130059,-0.836060141762066,-0.8137235353143517
SIDM00326,0.33598521930800584,-0.7850507878625276,0.30639347043260784,0.34334634395125724,-0.8540130699743494,-0.9765300735606558,-0.8092022097586153,2.760692755375015,-0.7773434195577804,1.936268388388723,1.8339471732195507,-0.760901244162815,-0.996461483933101,-0.7769043556500229,0.7082129247488275,-0.716314179456062,1.879545812125812,-0.7590846852087666,1.6235707092804805,-0.7740078672069107,-0.8253621073920956,-0.8192207732226053
SIDM01093,0.6117739933613139,-0.8010582787584182,0.2701885755173632,-0.6054930732925075,-0.7439855871082541,-0.9689746093247091,-0.7796430056953105,2.5842107733883775,-0.8360435931765724,2.2944881089666325,1.8796995439712139,-0.8592554105124001,-0.9400849545712464,-0.7338670569541943,0.8998157861462172,-0.8474143011176875,2.141148672239949,-0.6906510013140522,2.4059991204331737,-0.8491314885078065,-0.8707286595614858,-0.7445474148684582
SIDM01098,0.6107820655399016,-0.8035228979911615,0.3410995008102587,-0.8185340076415014,-0.8361398236796757,-0.9087279612063109,-0.7977365874512864,2.555652401921479,-0.7585380022872543,2.261215137641179,1.986414344831247,-0.7507360359832635,-1.0421420979687275,-0.698711534249839,0.13816920796811707,-0.6814757907378944,0.8895545934215116,-0.6318961591907342,2.37638747552887,-0.5778377427872806,-0.9223242926529138,-0.6958572073388054
SIDM00424,0.06862543466221392,-0.6659846660716259,0.9144292299686202,-0.7890870097490308,-0.5919894019024968,-0.31368750195702294,-0.7843886503799378,2.871975887164527,-0.7274026230466973,1.7442862679926652,2.200813112435624,-0.7666500207459841,-0.9148563189098292,-0.796735403708674,0.620368856249683,-0.829518419477107,1.8620853662311947,-0.69620975506808,-0.29436669482828504,-0.7139190287943399,-0.8125512340627485,-0.7546489543406076
SIDM00973,-0.5581818478028641,-0.47571122244288966,0.4050018521753,-0.7811716430516963,-0.8426208156754531,-0.9416437174653163,-0.8011908977783492,2.5585674697053618,-0.7812735750600536,2.7018814079025844,1.6007069965357053,-0.9481332399713884,-0.8884524451962075,-0.7923319218362048,1.332858094098639,-0.8443074805142966,1.2868509115632851,-0.7743423591764836,1.3638931048437424,-0.7268187243521214,-0.9262323341601715,-0.6169845683042794
SIDM00411,0.7633774463489221,-0.8035702042633377,0.3834517607295306,-0.730244753423355,-0.9680333145633393,-0.9106213159428218,-0.780425122502946,2.5980188460275384,-0.7850348821841654,2.0719130417648715,2.264027522911355,-1.0021724547712285,-0.9091536582222707,-0.8199377376692991,0.11139451760007715,-0.9220852317074312,1.4216606900296807,-0.5399586360130872,2.0572228408564066,-0.8869714548562954,-0.8613653613119578,-0.7089588552556858
SIDM00374,-0.01614090471751153,-0.6584145536409152,1.1863242294081302,-0.666466366477101,-0.742489306835929,-0.8919910068588641,-0.7317198902233081,2.988357442758683,-0.7497531429893681,2.4758312354729224,2.439175438109724,-0.9238081736817783,-0.9517065931962025,-0.7562411088507234,1.0192661860804726,-0.6999787846506934,1.5570727626834509,-0.5724416214524916,1.257015154899697,-0.8980757898285404,-0.8581676146734257,-0.4266825393126969
SIDM01160,0.13779842552644628,-0.780721944797591,1.116631488366825,-0.6855505319535624,-0.9149283266087872,-0.887052489949749,-0.7370964889553727,2.5586031667238953,-0.7427935936076662,2.2436006749789725,1.961358080448893,-1.0109244506324875,-0.9944472130544922,-0.7572449659475468,0.3742701181694363,-0.9335851642064766,1.6983842618946294,-0.5769936956595184,1.297466713385956,-0.886350531771874,-0.8801047372378749,-0.7243164714743419
SIDM00145,1.16295777771214,-0.7487859466097884,-0.17718761506085887,-0.7123414619101536,-0.7219106809397852,-0.901200118193943,-0.781529954990222,2.8223276438841745,-0.8853686386548936,1.7338906022583984,2.0869493935312087,-0.7726311774910113,-0.8746763545959969,-0.748372451417911,0.4182157368668227,-0.8851789658368515,1.5585455911611523,-0.6219862203746068,0.05236781766649216,-0.8379337089398724,-0.7869689094325413,-0.8300903668207456
SIDM00975,-0.5424549318798338,-0.8361846276813888,-0.01369404360867092,-0.7793400633445833,-0.769679000718509,-0.9376316728394077,-0.8516527634920606,2.724430703343526,-0.8822395130621702,2.6802180003660028,1.6228403347507745,-0.9212187504137268,-0.8753198071220698,-0.8559929169841728,0.7662446992368289,-0.7434079072693873,1.9536687706239118,-0.770967783848346,1.033546903008674,-0.8598991315612553,-0.9175467061628775,-0.9468203441269739
SIDM00971,0.784107407680223,-0.6831400657891279,0.30558619265453607,-0.7054839047626282,-0.7268524198833929,-0.9223770326947552,-0.7394143250172525,2.3771472005115095,-0.6485707717880962,2.206662643299739,2.381295170813753,-0.9074620058549931,-0.9674462806741436,-0.6999451404429136,0.10404580288841879,-0.791692426509672,1.2156991397405508,-0.7683494564012772,2.015954456882245,-0.7916107790180703,-0.7827618316220207,-0.8127971863094322
SIDM00251,1.138406606559857,-0.7152781692552947,1.406217994665428,0.7379904504330631,-0.8023179182413195,-0.7280407817459523,-0.4870093467400793,2.9047760840469987,-0.8014688678465729,1.960276304193893,2.2088006314897175,-0.8900100619529766,-0.4703006524997773,-0.763007545284439,0.8362550175601122,-0.8164849656292689,1.7949695908161127,-0.7493586541866452,2.6096952689178052,-0.9007803947856561,-0.8542721702422308,-0.7244540450846452
SIDM00412,0.5276554893106509,-0.7535752075460835,-0.10265261611122098,-0.727914941655895,-0.7461846475655745,-0.9124893373252381,-0.7561826927061054,2.824879289275025,-0.6215527423313394,1.7809200063371176,2.091618244680214,-0.8231695681158482,-0.9995794707339388,-0.7739627522610208,0.39594253409426,-0.8313202455350992,1.5924175616654452,-0.7496680127706955,0.5450721815404098,-0.8548380198641637,-0.7640384565694546,-0.6846648104361429
SIDM00023,0.9949231935898076,-0.756738215764741,0.5929644207206962,2.8494069119064984,-0.8502596947267761,-0.8976498844963665,-0.6520209061368045,2.7276017886149946,-0.7036039447367827,2.7040913077510784,2.6000080389945626,-0.8992381121338346,-0.9888145136027332,-0.7508252212054878,0.21846025585835013,-0.7896341614618488,2.275993687339341,-0.6948684902267317,0.651791806968673,-0.8255108917514011,-0.9156406653767194,-0.7364495081671801
SIDM01198,-0.2110393866763218,-0.7584112792764754,1.1197609683596979,-0.721452457231962,-0.5931348082676176,-0.8597251751339678,-0.8030769603088967,2.6696460007722127,-0.8255168403200676,1.279363911441721,1.8482097532837012,-0.8246343349684538,-0.9568801994151309,-0.7595855723445246,1.0535732005782328,-0.6896655632285901,1.9437631845380474,-0.7020018552212471,-0.27018754716373655,-0.8498133434806027,-0.7767203568629837,-0.733860535775707
SIDM00441,0.6306880559773199,-0.6945269575927829,0.9031719109446246,2.073914771241529,-0.6454302505208818,-0.7445748453679745,-0.73341627630527,2.726684750247034,-0.821500153380811,2.1587454309450353,2.1546317235649983,-0.845104812452416,-0.9221661561432867,-0.7476893177277997,0.11526765934260913,-0.7753163896578542,1.2950526935639142,-0.7006314009585193,-0.4138281791287693,-0.8383085224423326,-0.8124925926886225,-0.6945753075781175
SIDM00388,0.3032850633707572,-0.7188983081423702,1.4744968333374426,-0.756222006456219,-0.7320632285076492,-0.8553875122019369,-0.7916165379843934,2.8786436118209564,-0.7405829954289088,1.458763923520007,2.006514184675695,-0.7825459199809148,-0.9211040454817356,-0.7722806339389583,0.7447694998913984,-0.8623908318453941,1.838362715811187,-0.7515283042915382,0.23626498575774652,-0.8464754264348907,-0.787181693964589,-0.6441767465411697
SIDM00417,0.002155838768857762,-0.8640019114959718,1.1622378149844779,1.1169534457133914,-0.5209100134399188,-0.8599205004612448,-0.727197230747537,2.6987715444573075,-0.842286359659657,1.7714531726521292,1.6987329161832596,-0.7636843686100426,-0.9748613899678408,-0.7107189695832684,0.7582764466917582,-0.8293845729190664,1.6721570054958201,-0.8114962130465582,-0.14979537786469704,-0.7053820268586153,-0.8475234957189111,-0.4145204336641889
SIDM00416,-0.06319319486431571,-0.6808382348636631,1.1377203257902435,-0.6715722226373064,-0.7329043624321078,-0.7481109735911897,-0.7200654385140967,2.9579754265394045,-0.7013368333269447,1.7751920436074118,1.952743469585304,-0.8217646938695307,-0.9301811622754813,-0.7380857787273011,0.8372045130700586,-0.724068761117513,1.5292610302209753,-0.8317391307800612,-0.23128582121484623,-0.8752824586463217,-0.7343621714859133,-0.6025258062340979
SIDM00974,0.34667243146382715,-0.6609140379147583,0.5937412107673459,-0.8184589824366075,-0.8159992894705834,-0.8844182775411081,-0.7684130218664599,2.754234565363409,-0.8644784610139225,3.023987585523619,1.8803174625564147,-0.8990386709942022,-0.8359979871126306,-0.6946468135226072,0.38178654629418957,-0.8059039408981963,2.021692567560095,-0.6676610412595729,0.670940337967426,-0.8108752665151777,-0.8832848551793052,-0.7216329400978363
SIDM00833,0.620365710662701,-0.8325792392175332,1.0603885718833808,0.40518208681532286,-0.8461013945714249,-0.9500484070662463,-0.6095240922940971,2.7858896942770164,-0.816970781708004,2.1691784835822303,1.7400075582221302,-0.9667266221830446,-1.027304412160841,-0.7875657550635311,0.6291611875315266,-0.9090907482505586,1.757956822501208,-0.6412070601686457,2.094713999720016,-0.47186897560861246,-0.8825178926835838,-0.8444023200043137
SIDM00562,1.5639980956333988,-0.7145012431024798,0.9721286917306899,0.7954832133343545,-0.7452678992265319,-0.8397401955877581,-0.41013542543342646,2.712936990622308,-0.8012269533299469,2.253520874818776,2.221647436521676,-0.913685540694314,-0.965237482798845,-0.7238226898444787,0.3541328843563022,-0.8551979370476757,1.3251875382895235,-0.7470363427902392,0.31704828327571516,-0.7266472323269911,-0.9098525217700107,-0.5885899998502889
SIDM01102,-0.20156805629967,-0.7409136283115331,1.2911314803341698,-0.7942486905099508,-0.8295437128105199,-0.7297688811255479,-0.7699277039264748,2.9560745592688855,-0.8862606887933043,2.014537981517503,1.8761102428243963,-0.8777171514463517,-0.9276639127444817,-0.7293230303125255,0.6183143130279214,-0.8129170936538964,1.3559760878754117,-0.7661103622814863,-0.0049156148540882025,-0.9320259603923214,-0.8023720428350932,-0.4708920682762181
SIDM00418,0.15838340601558237,-0.7213226983909435,1.1746850905971291,-0.45943856148920564,-0.780926571811353,-0.9210054827248899,-0.74200165614725,2.4262594422217503,-0.7464819623283957,1.7102395222256712,2.447738970307687,-0.8603145647758318,-0.9853613862492338,-0.8211051220576575,0.2797336738337623,-0.7665778335941912,1.3727776936278682,-0.8096110180506519,1.0388338730961795,-0.6536177663984958,-0.8759637027093455,-0.8148532950015369
SIDM00841,0.48859734726867904,-0.8056786522204884,0.9056391580704264,-0.8024927226721278,-0.6758143770559143,-0.8159030865201985,-0.5022435531619824,2.318979537815261,-0.8572889256795778,2.472226669528769,2.238973475639281,-0.8729773681930423,-0.9779632439518897,-0.8259716978939531,0.5539858241203178,-0.8781126592609856,1.2609844246395558,-0.4356506479653691,1.0109518105396265,-0.7700500442781685,-0.8467527337095069,-0.7037324903686123
SIDM00260,0.45406774076673506,-0.7064795983858461,1.5747581339559766,-0.7798257359579875,-0.6954519721268517,-0.8906783019804224,-0.8141491473038671,2.6435539259075624,-0.7597154942272506,2.4692651259220484,2.327825228520202,-0.8517167429690312,-0.9543606962186411,-0.7981958595119361,0.6205068153106114,-0.8247707675989182,1.5478034629289912,-0.5890154327701602,1.7160246871197657,-0.8214468646088183,-0.8490661198265277,-0.7564711900308525
SIDM00111,0.28450939606688774,-0.7132453753744225,0.9942583366684433,-0.7634776123473277,-0.7380365178994044,-0.459341036467559,-0.8076753344374593,2.7038976366825285,-0.6472318129869387,2.7775542301426164,2.2305882090668634,-0.835562050198203,-0.8246022993420777,-0.7622476268399054,0.8213676645441682,-0.717052220773634,1.3707123152870957,-0.7210357945122259,1.8091509582175256,-0.1998694521034666,-0.8728887754846203,-0.742279718474229
SIDM01179,0.2465738433180497,-0.42803977594554987,0.4690198132220884,-0.7992364197951902,-0.6569220347560665,-0.8511089638052195,-0.6712473378534909,2.6186091550093296,-0.8490019078179862,1.9204640566159499,2.177679764038964,-0.7962583125011117,-0.19062933561360695,-0.7275517912826869,1.7655728622914777,-0.8612118138679088,1.579687857184613,-0.8322514894868586,1.7200677930025257,-0.7549205097250448,-0.8343067630920175,-0.7834190606094861
SIDM00351,0.35748076175170174,-0.7478788757021104,0.31969614991531503,-0.32320230810630973,-0.7325206965451905,-0.9118717693361856,-0.681084789881304,2.5932911622474744,-0.8222020594593642,2.1532726810821656,1.8724897496741053,-0.9104834298627001,-0.9432012298437471,-0.7858014536512185,0.3502863093095225,-0.7778240840555445,1.6550772089763848,-0.7648884892881876,1.6399876793068815,-0.9033957036510964,-0.8473824047168891,-0.8452530932377195
SIDM01205,0.4561410907777734,-0.7175626797896537,0.8147265946615012,-0.7767034536411512,-0.7276973908138669,-0.7755283298260027,-0.8134776108691896,3.056856025102271,-0.8558746609191435,1.8375431903573884,2.0349796272954808,-0.8703662356040741,-1.001121345547558,-0.7746509020651331,0.6931993283711247,-0.9077120951083423,0.9192602201549579,-0.7819043127913005,0.026747247474973177,-0.8677809850232502,-0.8309843657745112,-0.8666359822598059
SIDM01095,0.037306642859340315,-0.8016829839694956,0.9071841363457397,-0.06291185486239852,-0.855277247342636,-0.8430429691309939,-0.7885926103478671,2.592959903508877,-0.9263617999376779,1.7917079001981102,2.2564392384148335,-0.7779270002855331,-0.9649619055361409,-0.14426513516999132,1.2595157803189971,-0.9087387730203237,1.6833505609672035,-0.7796106262563832,0.8434232123833746,-0.30872520380129964,-0.8824341926589816,-0.7860074553353125
SIDM01159,0.08567832431049735,-0.7920171694584315,0.6119273964891758,-0.8085090447331228,-0.8262040171642623,-0.9284975086756648,-0.8337033907731134,2.615823953551853,-0.8520894909977828,2.114680870039466,1.8864819364953767,-0.8427609367316214,-0.9718247658264888,-0.825053653259871,0.34700424020716775,-0.7668942997734214,1.4587631440804907,-0.7854299699457148,2.4864658817369376,-0.7623067461078619,-0.8491017683866983,-0.8757060440974777
SIDM01183,1.2975550358647965,-0.6146421608119494,0.5766581647998916,-0.4959381105023819,-0.6307270772145414,-0.8893327041026504,-0.6283483539999049,2.8931215748099794,-0.7686984336573868,2.2592438203569625,1.645384614004324,-0.715688399899109,-0.912268073692577,-0.7902578364889418,0.24231198423154293,-0.8353955744722624,1.0973538878562246,-0.8425075079696643,2.379293893886577,-0.8741449518539853,-0.8811313565205666,-0.7987341302659046
SIDM00328,-0.005835549749129716,-0.7647458153979676,1.4001230158849023,-0.8158317716223712,-0.8333577035627427,-0.8939657581659168,-0.5708680410264253,2.7913603216241905,-0.7880576658532635,2.387919247088902,2.045253082261847,-0.8737282193435597,-0.9173628648589893,-0.7367118783786453,0.027283972502738334,-0.8387860367137885,2.017929207243742,-0.8007639755118415,1.3512390806816656,-0.912062591265692,-0.7598974789006865,-0.8218839399533965
SIDM00389,0.6532680245678097,-0.7005432449634679,0.18602980018901646,-0.764463983567713,-0.721280662526197,-0.7979523571352063,-0.7680583489426726,2.91548932046103,-0.7782510863890341,1.8727981093140755,1.7919038666960845,-0.7276451721197716,-0.9328102102410915,-0.7900039975282522,0.7311383432155117,-0.7758200304913309,1.5739129412663038,-0.6772922372663256,0.25713342271373846,-0.8361971834903748,-0.8455560757915831,-0.6857570706588036
SIDM00489,0.5528882002584969,-0.7141539120853951,0.29433697128642566,2.615182350201126,-0.8051183622336892,-0.9306641051291996,-0.7050760430554891,2.3077451988260718,-0.7998093966734783,2.551067092157314,2.0798838333744802,-0.8596359309459083,-0.9757180103058026,-0.7987108071545791,0.5154292613565072,-0.8843122240759532,1.6237406763297892,-0.8037608383084535,1.3931075361165859,-0.7917326896662048,-0.8580265666704546,-0.7503624404978841
SIDM00953,1.047894544102037,-0.8013997613842658,0.5251191486418295,-0.6546363438985661,-0.7068495802786747,-0.9202908734040738,-0.6992477725133986,2.7542355865927397,-0.7572569000232755,2.961446715748686,1.7928868446338009,-0.8257674397565463,-0.7470552216453333,-0.7901434454843819,-0.06665486877550952,-0.8689432539675144,1.8555821417401044,-0.8019023384362308,2.359941594238507,-0.9261966083025418,-0.8721430809565371,-0.7578734462252401
SIDM01245,0.28902473640151627,-0.6889268992813339,0.8709015829078974,-0.8158478082912759,-0.8007737366212484,-0.8809729133858373,-0.8312196637590301,2.8510208206561067,-0.7056700459506785,1.8070428424646736,2.0797718304028256,-0.7860512893806855,-0.6685041715842173,-0.734721158966926,0.5157326484919013,-0.8763637333793823,1.4921467964995472,-0.4351806651733682,0.442416821102165,-0.8936670598665135,-0.784368120126489,-0.6306466332383569
SIDM00929,0.5405215577807508,-0.7189501948914517,0.022159328913627107,-0.7559951116610828,-0.9010141041204474,-0.9473515144284618,-0.8373243754913465,2.7052302777954726,-0.9393583090135674,2.4134518111596006,2.06454675377461,-0.9163895710523448,-0.8131196104857321,-0.8530674915989213,1.0943482450902349,-0.8707376992151288,1.3874825571900258,-0.8025058969174064,2.1673257279860727,-0.8381275640219764,-0.8726773107923095,-0.7343746069139679
SIDM00732,0.1847035830466889,-0.7875506390041175,0.48533840729278827,-0.7427840926894892,-0.9008097515729435,-0.9314427693098654,-0.7943085591116744,2.6492862450977617,-0.8564674183044152,2.0941717751685625,2.084691423882587,-0.924027292565797,-0.8706967037242545,-0.8303158448518972,1.0684114324681036,-0.8847614720703557,1.1960088114862926,-0.7572821934814407,0.3821608064600636,-0.7357137120543508,-0.9060285580995285,-0.7103910970402494
SIDM01047,0.5724636700001505,-0.6789158289901033,0.4438457040099762,3.3668455369204144,-0.7200766156262456,-0.8900577303051602,-0.7573492870331486,2.798710512780011,-0.7749422402801466,1.9485404864136666,2.2754092800340096,-0.801259479858619,-0.9231055565922008,-0.7982935135831003,0.7525914998696736,-0.819043640366894,1.4767377645538908,-0.5399440913385264,-0.6541315254017818,-0.9123430785001672,-0.8197912797899537,-0.7468543171482434
SIDM01229,-0.36125871100562745,-0.8117809686295493,0.2869189779593705,-0.7517802716995706,-0.724237607315585,-0.8709978185064551,-0.6423387111527014,2.8042237539529147,-0.8776804160207772,2.1440547497664375,2.0358238259717734,0.2535244982852565,-0.9606919317008188,-0.8061752386000159,0.5925901413839685,-0.7765819045895297,1.215342051307063,-0.7070388615103596,2.7667701531551376,-0.4623342455739885,-0.9035576895127588,-0.67938200147622
