,RPE,RPIA,PGM2,PGLS,PRPS2,FBP2,PFKM,PFKL,TALDO1,TKT,FBP1,TKTL2,PGD,RBKS,ALDOA,ALDOB,H6PD,PRPS1L1,PRPS1,DERA,G6PD,PGM1,TKTL1,PFKP,GPI
SIDM00343,0.8745682736127078,1.4837971561819536,0.7238822812609957,1.7671390347811797,1.8926297086401522,-0.8020017511442936,1.5845563172440273,0.08848568493936312,2.5770316771440127,2.419566674979171,-0.6672883866747963,-0.9474182903178056,1.3901693651412272,-0.5385403306639993,3.1118951620173716,-0.8964018593308268,-0.3089712648768907,-0.8228901275725491,2.4327844515330748,1.2729988556008864,0.8810229167222936,1.4102694592520824,-0.9150205227802674,2.2441762062267556,2.3745511251737215
SIDM00543,0.5870735866505526,1.4184911814974102,0.7532004397159349,2.143667006167009,1.2102612050510608,-0.8425435165770743,2.647145959535007,-0.19718385492427745,2.5002794301024585,2.1196851960096215,-0.6916036401058888,-0.9334174658222322,1.2478619082064726,0.33650529928544154,3.328317089034649,-0.8835602789944557,0.07318383724535048,-0.9438948055410792,1.7332989190124426,2.3143419837395633,0.16044217512299894,2.2337909010443298,-0.7214475806332838,2.3169526979693083,2.654884566648815
SIDM00537,0.9907239475186665,1.8347398655543903,1.0796065596471784,2.0438765753866037,1.6934373711240522,-0.7761023984286601,2.001977091567383,0.40287901148432204,2.655377005855424,1.9093241795331508,-0.59979643375666,-0.9251974636930894,1.8525092922560393,-0.14394607954855076,2.8902030888819397,-0.836793553255069,-0.19423684228812998,-0.9664873026428064,1.4641078948822768,2.0283370851642926,-0.32904038722822493,1.6031172139721561,-0.8551577594491938,0.0650589462048476,2.327705407855353
SIDM00332,0.7345921061495496,1.6089346771958966,0.5108460778895577,2.9812304933186278,1.9790603501107857,-0.7491333993904596,2.478208427695295,0.1694020925773125,2.350202527861877,1.7489491583868302,2.1574505197498977,-0.9635222769833319,1.5002163575531782,-0.12917214418456116,3.198305624918848,-0.8336964913779711,-0.27728376331758187,-0.9275575006570931,2.0061859849380994,1.158787298538413,-0.2766868921299321,1.1076702265486762,-0.8455310680956749,2.095466128427733,2.068120835822598
SIDM00299,1.3082722623492506,1.5924524292495976,0.7364960375199027,1.7938407516039914,1.536314680147829,-0.7249197315495253,2.044543411538278,-0.1972165732568329,2.703851774483725,1.6551367736763951,-0.7828524672180371,-0.9750149088803868,1.563645120054229,-0.43875304085026906,3.0533495912047224,-0.8248012958601003,-0.037913622690510594,-0.860961054264073,3.04458900333266,1.7026193159608776,0.9205315390359359,1.3520639409775528,-0.7271075988118579,2.089835768819685,2.4052708552852335
SIDM00308,0.7982228256451342,2.0881921647744845,1.010580024019492,1.570870235748116,1.1806704935905528,-0.7436802316430028,0.720332231785158,0.1620153814643692,2.9226293091413083,1.558561182817516,-0.5770508286857595,-0.9076809374924236,2.3468385805250223,-0.4741519579438982,2.5958016656891534,-0.8074866319887093,0.009106184146954915,-0.935247118779884,2.236223769460437,1.5146564098021573,-0.24110575272300983,-0.7408926072825766,-0.8782821566886583,0.9805623593966731,1.938010201320989
SIDM00227,1.1039799056991586,1.5999670441266,0.7572181192661732,2.1928350667254946,1.54870968995479,-0.8001323430449431,1.9122772424921253,0.028080267871484724,2.1342142918919293,1.6401190638357885,-0.5558750282325685,-0.9234115900833616,1.2940791486713217,-0.6427659319842876,3.567759647213783,-0.7819220421895176,0.20512130284048868,-0.9625280187137768,2.4995168053247134,1.5644554947027576,0.4102942971885367,2.1693164592872027,-0.7592671210660868,2.6413028536030247,2.450631383422663
SIDM00294,0.9125197430685744,1.5263134218328531,0.7266287048600224,1.8101467054576068,1.3954863363478136,-0.7855008279187526,2.2845655794795436,-0.11826048149890488,2.445677230996274,1.320637277084226,-0.6417094797257856,-0.9424027306792901,2.151414961608168,-0.6259479380814063,2.888175675645428,-0.8902070829056559,-0.4550631061368729,-0.8715357959353881,2.032139207215592,1.7364744965807262,-0.3733164848695285,1.4644114892398137,-0.6933564716790152,1.9786390144207087,2.704928961795107
SIDM00677,0.7357380769856022,2.1956709212343877,0.7968387099588858,1.8660735837052846,1.6129213423285371,-0.8145145409233014,1.433174045984776,0.07303653169558387,2.5506080348473987,1.5127467292743473,0.9065931468889499,-0.9482620816284035,1.697488476367256,-0.4379982195512477,3.0626768515704135,-0.83117485189792,0.18898614532713756,-0.9602771723927809,1.1750087990944873,1.6877649476663663,-0.3896734222404003,0.15455551381117008,-0.7682539105389377,1.5148706956912827,2.235048140812691
SIDM01220,0.9223608577262586,1.3600036329667364,1.2368074843497132,2.0437184027307462,1.7741622783712567,-0.8747027280654955,2.1527566829551685,-0.13091055783014882,2.4936320621188237,1.898718912527458,-0.732115417775136,-0.9003429942811237,1.6787313909777815,-0.5236932183796866,3.13143924252618,-0.8540475170183263,0.07295234374392842,-0.8831350562959612,1.9556516747887513,1.6350575794686941,1.0063022906141719,1.7979493193664444,-0.7216693438425793,2.350764895210654,2.184455144332598
SIDM01259,1.0700089050624488,1.5369593193932813,0.592265972867552,1.7716813702023573,1.6987124802954758,-0.7203783666267349,1.342084655788668,-0.03658412195602698,2.5244965949608242,1.452926964972929,-0.7674041351820365,-0.9959175157362512,1.5292704199422633,-0.014145292961153738,2.6052342106417394,-0.8525165433914875,-0.44612387062697056,-0.9835041097296354,1.99961596639831,1.7181413044558431,-0.4215353067402413,1.1806399496635394,-0.7896852910155986,1.7638831139407567,1.753467887669859
SIDM00680,0.9519416858913339,1.9119984453172207,0.9909537523081726,2.0079393011236504,1.8709935530827775,-0.7599329191309513,1.8083810022984645,0.10916368818261128,2.6148732360076985,1.7817802046209283,0.5183026340666659,-0.9416823648989582,2.005016259453708,-0.27799773464401073,2.8887411288231952,-0.7945290688892095,-0.23116990355726755,-1.02579846764265,1.5488092492132683,1.6469727167269366,-0.35021924879314403,0.49342311792730575,-0.8887733639129216,1.1102411517948543,2.2304974508420963
SIDM00346,0.6738836338146634,1.7951140858209536,1.0654266022372043,1.9481179849862773,1.2323485207013414,-0.7773307211921733,1.0398806989727396,0.14175037379845098,2.8536784448347357,1.9356353160026545,-0.6521749844663386,-0.9275889315316916,2.384053055494037,-0.6370325497542598,3.3015589422940486,-0.8431647076583626,0.12915513734160314,-0.8440953608748989,1.9001805603767397,1.5640316451309526,-0.35238404125232814,-0.6917539430524641,-0.8255389957230295,1.8320576489540097,2.2328794408364647
SIDM00129,0.8204451583907226,1.7100051085112724,0.24013863780160632,2.9371092372754517,0.8256049802293014,-0.6719575413394012,2.2812852762652933,0.32967338587134665,2.930512259176052,2.5094339184169736,-0.7052062348024551,-0.8855799836419979,1.7621987558834566,-0.4601494321816411,3.4310894640112215,-0.6451526246640162,0.5517486487784415,-0.9183676872944428,1.6530377347929068,2.1203236010880566,0.5135241515796344,2.4634887739732174,2.0719159135488585,2.2281849402135236,2.4481623109244914
SIDM00627,0.837026249493815,0.9248436737061623,1.1878224262114,1.9513522503710081,1.8453234355471841,-0.7346703512099018,1.8809514241396834,-0.28012156355751355,2.605795477790496,1.633655397844349,-0.47564567488699944,-0.9008634513203805,1.9165770138545324,-0.1233731154247554,3.094296636760837,-0.8927092686946926,-0.3175804872448082,-0.9996615717900691,2.0659625104066435,2.1271807820415156,-0.1024470535336992,1.1247253055157374,-0.8167637363676572,1.4963182160338786,2.1143791102948812
SIDM00293,0.6432050656189873,1.5543753816216608,0.7916539404317955,1.8460539583233728,1.4272118170668795,-0.8570367445196969,2.478324028479335,-0.5038627162063939,2.2989715852926285,1.6444709484632554,-0.6957184262603295,-0.8895107154416596,2.0824150694408283,-0.6688975668601191,3.158892622390805,-0.9280620991553756,-0.47215613164725984,-0.943006133096274,2.084798112555186,1.732631906948027,-0.3675608734741399,0.14722962827789116,-0.7558224690281244,1.930187272925234,2.3001011783299337
SIDM00274,0.865930156335307,1.649948706874533,0.8347270524944156,1.8612964898170494,1.7272993081170356,-0.8214661025532556,2.189068747683439,-0.10671578775328894,2.6062287649140377,1.96417779808023,-0.6350634682393508,-0.9088380611008101,1.430200480090842,-0.27918550778723106,3.195641409157549,-0.90524510448233,-0.05144623318399241,-0.9247352168829456,2.1273766644171825,1.5096243226343977,0.3145745055798407,1.6400161394378991,-0.8303471380174743,1.9466768680225328,2.5367882559130606
SIDM00544,0.8982298979245309,1.6843794258777711,0.6384541922810285,1.3113946803341632,1.373460422763823,-0.7297100587371806,1.8440392628495852,-0.4743064109999453,2.5356117042373922,1.7606759932182297,-0.5785416764071488,-0.8965359365724379,1.486562728802679,-0.6617169024657179,3.0623311255565553,-0.8723219480757523,-0.521066977464644,-0.8992715743639608,2.3091483388071232,1.7417087126906634,-0.1892953278852441,0.4748483557473257,-0.7881520167363343,2.1854911817670666,1.8782858252358365
SIDM01006,0.7768967888307401,1.6609881164712081,0.43909357377810243,1.2434444155066897,1.3515783179118062,-0.7404069219362465,1.7299398824024046,-0.2455896513292588,2.4108978843746107,1.670259787635406,1.5524984171356564,-0.9253568109035629,1.5395757014020548,-0.5785688287425446,3.0515625205885315,-0.83060814004642,-0.25481852635282576,-0.9600690631359091,2.4271307962293536,1.330345465158229,-0.42074703140856806,-0.04333120704397489,-0.4424873093791827,1.5027285483084127,2.1924660375507683
SIDM00302,1.0820075990940565,1.4709765411651872,1.5270463962787821,1.8147243774395518,1.8460906989228099,-0.8066455256783254,1.9598623583345611,-0.1317644883827196,2.444682172504045,1.753485983254244,-0.5702834531850438,-0.8957681017997533,1.4700410049993426,-0.8698966919472025,3.1293267805463074,-0.8788928345618082,-0.20753075224401285,-0.7289486550647932,3.1596837576237844,1.8596940926196228,0.20050839638687035,2.3706506319846463,-0.852122187066443,2.780662977801144,2.0937511796121244
SIDM00549,0.9572932845208909,2.3180787175781994,1.4865106534097634,2.1735420794411846,1.7032452487832996,-0.7357561443319995,1.9771007740901896,0.39413570705444445,2.7599034095068267,1.8681690903348616,-0.06402239787621312,-0.8875023144870245,2.0866387426505417,-0.5475518444162947,3.035054143805309,-0.821264326999516,0.2871684863246436,-0.8388411107515041,2.5206669759815976,1.8521563917580346,-0.2703361049683178,1.5661570817811301,-0.7890839031124941,1.9807673410626188,2.403481323794774
SIDM00292,1.0384698247374564,1.8260484539278623,0.46562651483479583,1.2502202145597563,1.6048006886527024,-0.9154220892919586,2.5532328989316104,-0.49474031727941664,2.3302733601815615,0.6983403649523047,-0.8405817944531394,-0.929900244973806,2.358922032537715,-0.5908587596237304,3.100589607606812,-0.9143327472524215,-0.006053848339912014,-1.0400461349910508,2.1903305964915702,1.3923126487704094,-0.5228758331654301,1.2991040028217824,-0.7767830648243569,2.243310103493875,2.703661798610427
SIDM00623,0.7232720482191496,2.0244520331280507,0.19791116678046533,1.4266655866810682,1.4655511598188422,-0.7810928924262918,1.0860460083277628,0.07171313940669528,2.538919608189318,1.850194500113806,-0.6891060625076063,-0.9801303496618948,2.0732827423891873,-0.6687871918018162,2.889201156072785,-0.8952935258128326,-0.14549525658349016,-0.9798919405742336,2.2431729671063225,0.8114104638393443,0.43564369847659795,0.6982826053628228,-0.731528891214407,2.0407468251308725,2.2776869394384165
SIDM00638,0.9996857707530495,1.5429105384488262,1.0348638706163196,1.1911583263721668,1.4637190560424185,-0.820288716409509,1.6076278393135464,-0.14524247862500209,2.567907234587351,2.2288449910463926,1.6081845994346802,-0.8915386648454234,2.4461459298022254,0.10591394175163983,3.103617717237403,-0.9042114855896648,-0.37085418283099253,-0.8876320639547167,2.369032410582768,1.9683330447127874,0.3223899930558827,1.8923533726776434,-0.8018639078956213,2.0594820196406056,2.2969662672340596
SIDM00527,1.1259451800136338,1.2909189475916962,0.8531395669430198,1.7974572124622064,1.4078247238603556,-0.7078277868571969,2.292160421095096,-0.21039359114722592,2.558187852344044,1.4941963573260344,-0.7091911314350504,-0.9511843584691393,1.38906540702725,-0.5304985205838442,2.60751717063943,-0.8966916375078545,0.21520501552411508,-0.9099684850528816,2.1533377065162456,1.3599029348534863,-0.11363023712804157,1.1117411599043376,-0.8402939990500771,2.289080325635806,1.736693401253811
SIDM00976,1.0863593416180732,1.6177202121936058,0.5831803191752242,1.5362614502984746,1.383947242648965,-0.6319308260343164,2.1415971300957857,-0.0494981346723515,2.5186667882670037,1.4883590616672486,-0.7838289347458186,-0.9550430587360869,1.309937496743982,-0.12115209457940668,3.192158031419111,-0.8838255785587358,0.1000293382219828,-0.9384890280607957,2.3025231376948847,2.008342919288266,0.06850053932329518,1.4116427293049505,-0.8454343138723401,1.8075945802193194,2.059192377274243
SIDM00316,0.9784738865760125,1.2668623709015858,0.04251496694189324,1.5215018667211275,0.9438095286030187,-0.7286181008600418,1.8561718174393127,-0.20869670236450166,2.2969781566164738,1.720798200311447,-0.8229781488996077,-0.9843009198342949,1.2374843760826466,-0.2738304655897307,3.1477822054206124,-0.8012621417397576,0.3481722222248465,-0.9028356726405071,2.107230667444364,2.041290039626436,0.032220980511124986,1.8668231757677758,-0.7781457449771939,1.857355996839111,2.0219925715663156
SIDM00326,0.9751149399549351,1.2406784418907135,0.03716789444265942,2.0570023319550854,1.6892105631895304,-0.7751313679289598,2.1917206400274205,-0.22471547216709267,2.765976170849619,1.867997667003919,-0.5647245674387196,-0.9716993968711141,2.0525164987729587,0.10452979648453946,2.825452316156145,-0.8798957843815485,0.09801250494662844,-0.9265234713731422,2.6314633683085455,1.7672254296779848,0.1250868231786343,1.14762990054329,-0.8602293218006762,2.4068462290200023,2.6108324908243126
SIDM01093,1.1646294698114814,1.5869220607760472,0.8293808312730264,1.460720003246582,1.5031676990734884,-0.5820489002902731,1.748640536781921,0.31650164841766953,2.747254565835833,1.8616116497339568,-0.6669424187252484,-0.967025946920299,1.3799143892248618,-0.0677218475141049,2.8109139942257833,-0.8789279891320685,-0.14407171713258918,-0.9309058700802737,2.5932938903517204,2.0435709481748017,-0.08217531806589244,2.0860758850122725,-0.7508625930301602,1.833033902875466,2.4642774066128967
SIDM01098,0.6288967891454408,1.656105817499974,0.562780842350011,2.1139892861126675,0.9315230492368436,-0.7080216688655716,2.5290594455761632,-0.302008642251656,2.5138602975652016,1.6215613429758435,0.9435183628678585,-0.9753398981729748,1.9300635018439634,-0.4131246032518217,2.951452572352392,-0.9182747971778414,-0.04390664396338607,-0.9456369184111769,2.217778692336434,1.8490143804766486,-0.1250936541328073,1.7691709246790142,-0.7288918927263591,1.9492229260059522,2.145230845451228
SIDM00424,1.0375395624338655,2.7589755677527505,1.069285721146181,1.7232186612918774,1.5604473225882223,-0.5755025824622821,1.7008499608267438,-0.2194669506830787,2.5206835559648377,1.3855537771740039,1.880668930113035,-0.9166458528155835,1.9198728604418958,-0.24356159862196347,2.8541166388812846,-0.7741177800244352,-0.09756319084429416,-0.7949864972079559,2.4759116304576976,2.2888505175802516,0.12672175222831075,1.3889559370481235,-0.3099495584333111,1.641719777536834,2.1129127310755114
SIDM00973,1.235851746564928,1.5554926633361466,0.919849445301144,1.231789503359319,1.047536791339974,-0.7461648865303332,1.6149786900318153,-0.3514721573683545,2.2825935496817094,1.3638669450532188,-0.7798229973166242,-0.9829019062626551,0.7284518028132734,-0.7850193515360309,3.037741112649639,-0.813019994972458,0.20843590389848995,-0.9062114924673506,2.207072848689134,1.2366021553206772,-0.062373927269200415,1.2652021684221684,-0.7632211958877374,2.660298139726012,1.3549591661919036
SIDM00411,1.1680478040220221,1.593831026012413,0.7215405887407487,1.8386969597322622,1.869598707789217,-0.6613616352649663,1.618274974771864,-0.09656204146395274,2.919979021394834,1.7598414291753086,0.5823928733620165,-0.97955621433306,1.5708961671646686,-0.4450149708336016,3.021490835585082,-0.8516968349117219,0.21638662590781882,-0.9126621991469792,1.8490966016026296,1.7234601227169744,0.4769618404876504,1.225309197740301,-0.8320655719124249,2.082214355499188,2.3290889854347947
SIDM00374,1.0285803285385053,1.767813945790934,0.851298364230936,1.369177994182728,2.0993049658578564,-0.5691123725772064,2.283926542437915,0.26573208327020975,2.7288677273907176,1.4933328250281859,-0.8182628843494545,-0.9500877802757087,1.5788987300513049,-0.3974344261435775,2.9842172444393484,-0.8333575106808557,-0.13008926890603079,-0.8805643975303649,2.3457975367051307,1.8208660679885658,-0.278794561084866,0.09512981552511128,-0.7094611012646133,2.244379085268756,2.332165862481155
SIDM01160,1.1006200013524667,1.837336779265935,1.0039360628917133,1.6328648371610488,1.5210530447816724,-0.7398918204706918,1.6257462358734178,-0.022764157857340806,2.532107597136667,1.5710748388219926,-0.9415993458221985,-0.9002585873256688,1.7033427907552425,-0.25023084408132773,2.972407455491775,-0.8642090564720096,-0.04381810409498238,-0.9419365978975001,1.431196383336432,1.6041876984009216,0.1433207094492686,0.7397213318622228,-0.8296081403906953,1.6212984067518772,2.052150972834116
SIDM00145,0.8124741828043205,2.389801667388848,1.393836226663536,1.7276255068834543,2.0187971090990398,-0.8353716016949722,1.8350778064291997,-0.3465379850280287,2.689614546401234,1.583277661961702,-0.6043688525547731,-0.9033418537640165,1.811721180702561,-0.438619327459982,3.0249168666007766,-0.8254735996267398,-0.3572340510902953,-0.9524421628816359,2.367453753252948,1.4117705617976675,-0.3881112705029596,1.2005646514803345,-0.6622561756658065,2.2735395545902395,2.342601175986104
SIDM00975,0.8558530321158098,1.375879665814974,0.817012133096283,1.6656822373179023,1.6380912552233045,-0.6990222294700746,2.607493174607213,-0.2650967876566897,3.0107336002968563,2.3103688521211208,-0.7275946533692366,-0.930916871021866,1.9526482738313955,-0.6075173001538281,2.8489105793253695,-0.8480411537130473,0.4375333417624805,-0.9827619557974128,1.8670509777666269,1.753136627582396,0.421435400502575,1.549017023667178,-0.7977064090425657,1.5989335091692438,1.9577589228935137
SIDM00971,0.919120246897164,1.351417439561858,0.6658423754021663,1.6856983076393037,1.4354586569866679,-0.6830042700864416,1.8779261245224415,-0.13707696478696385,3.1113652506978196,1.900623730305397,-0.5019062559698487,-1.017057481802894,1.9189000018953646,-0.36794873048832727,3.2239786101859664,-0.8595189066122018,-0.4209800219202447,-0.945598764102681,2.3887057402114675,1.2739509715623476,0.18770425013469014,-0.40932575627311935,-0.7344328741110773,1.5658356083535532,2.2183468061972222
SIDM00251,0.9594485517772072,1.8479541006430815,0.9595789572256693,1.7078452350185693,2.198611586406779,-0.7901929921346151,2.7240484618590206,0.0528233225089447,2.5439215686359047,1.8939463009979303,1.2101241958489366,-0.9250350364334657,1.3788099282639592,-0.2997266943456272,2.6510688906337623,-0.8557019810556193,-0.2592253099182852,-0.943548557782042,2.1832624978510147,1.6182966493275066,-0.335215953250528,1.573963505339255,-0.7709858470622895,1.818905053597902,2.414471383432264
SIDM00412,0.9981567765195593,2.467735500344876,0.6688136023196812,1.9757224960136106,1.9301688439672393,-0.931723477142568,1.6232547894441298,-0.14247997477704652,2.7868563615646376,1.9058404344139515,-0.227370267275392,-0.8385502410973137,1.5718943422314051,-0.5651532790243117,3.0794377936900794,-0.8215283847753686,-0.47450471776414577,-0.8029191682009796,2.4756661665595803,1.6013762766327124,-0.1554325967728638,1.4084608881218825,-0.6697881897443472,2.013942719507203,2.272367297111152
SIDM00023,0.946180075208667,1.6156432498099231,1.0435563554258056,1.7003899857419997,1.8253012429680835,-0.8186730944577396,2.1245947179510107,-0.2808229079447995,2.6087836565623896,1.8166638410942968,-0.5551554009270121,-0.9205389229271539,1.6521064505001668,0.06702962544149446,2.985920027560304,-0.93005884402301,-0.10297840735196494,-0.9711309008442033,2.357496557508416,2.0460889965128497,0.4911536051589602,1.4821644398788052,-0.8577307454397753,1.8874190234513872,2.2431961519810404
SIDM01198,0.9610278447158895,2.0210201052766226,0.7335405335694472,1.7934024661064867,1.5894767820856228,-0.5891318415250172,2.213404735036573,-0.4402536310559546,2.8434704937966258,1.1196478781283588,-0.6155441210627025,-0.8950939955147245,1.667869232656645,-0.6036980848259519,2.5422611430841084,-0.8165446218792448,-0.16633547797368275,-0.9235504766260761,2.544772963642291,1.4663985554749925,-0.5185723707297268,1.2922737179043406,-0.778710857568944,1.8203748729486338,1.9505249640468814
SIDM00441,1.219966980417342,2.1752914965022074,1.3527113947227007,1.915079135371397,1.9045648600534564,-0.8715411037347275,0.8086979835150662,-0.12511339563311746,2.925508007798031,1.81466244891068,-0.03171154357083343,-0.9645394014543707,1.9818608459591571,-0.028513620233651196,3.119703131018847,-0.8803079149913698,0.5490807901783226,-0.8966611764287734,2.355550741203252,2.15523006427949,-0.11961952054993802,1.2573011170360509,-0.6549339234570912,1.6762632803557385,2.1295529205200663
SIDM00388,0.9300684170346566,2.1333073464246515,1.1618322926236573,1.9587845792841097,2.1617921271068834,-0.6618714654721923,1.994869009533448,0.2776423258679418,2.802238679070553,1.7234139487158067,0.1582901357357102,-0.8715808500342297,2.020172146314713,-0.5783477217866774,2.4230650790127446,-0.8192023942084334,-0.219766535955273,-0.9796736409483802,2.6158193187627257,1.6284664041272918,-0.5319257303971028,1.1643862152950253,-0.8135364903367598,1.625313376308382,1.823978735922428
SIDM00417,0.6183212952680305,1.6292209504370385,0.644619202766832,1.3665768367766036,1.1953213891912222,-0.5614452286088519,2.1449411630913695,-0.31316720610610155,2.4953153167733704,1.511825471395787,-0.689193211464779,-0.8737033789364675,1.9722267385218832,0.4495729385410089,3.074781952651905,-0.7791653212568831,-0.1959416987448115,-0.9339904578153556,2.2174606744845526,1.1243834625813023,-0.16397699055030499,1.2078313803431384,-0.7944219686088306,2.039042374500256,2.105525860586168
SIDM00416,0.7433327013278327,2.5263513930941475,0.8376989636751321,1.753380600104348,1.6940472436555898,1.5635883403501667,2.587055356105728,0.0625939234619844,2.7716610441585496,1.4210067846158758,1.881538302562106,-0.9052161121267424,1.4150315077076827,-0.6582378517367439,2.5483177913962605,-0.8388806113283271,-0.09787863942816905,-0.8208362469098661,2.4023448694091263,1.531632767490541,-0.5331819844907145,0.9096592229986021,-0.81791396338606,1.5415322339671211,1.5797118111495585
SIDM00974,1.3768318679219962,1.5007980016313194,0.8110458582885116,1.8714744581291527,1.2852291995829674,-0.7171791364597744,2.3834721614083665,0.06011416998557081,2.8073599080163842,2.068061916784983,-0.6667735425122425,-0.9053746030990253,1.4298092324270695,-0.6490711909892745,3.109626710523934,-0.8912830475531971,-0.20463784901651538,-0.940904005994635,1.9555294678696369,1.9152715281319095,-0.11805248663632074,2.1836530161210597,-0.6616111330876939,1.7003100793031034,2.3974047155690523
SIDM00833,0.9629411182126348,1.6414984400998465,0.7871939354199027,1.6139747786791918,1.5370254940517438,-0.7989198907976279,2.098859736970812,-0.11777109693507092,2.6049814894808185,1.4920595589996921,0.37493529024606215,-1.0244173227564708,1.7482041730834346,-0.1045925976500222,2.6599155892691693,-0.9148000374218378,0.16834379658570095,-1.0561746025828318,1.5818189201926862,2.00010868866252,0.8142907787311582,0.6798682994684104,-0.8399417964496637,1.9315254511395215,1.8955940882548352
SIDM00562,1.219546459353691,1.255251929350866,1.0433469472677661,1.2253719346497158,2.1522193105351737,-0.8368299577394837,2.042359579392812,-0.03382405061247424,2.7503792267723295,1.9372064065837447,2.215965582505547,-0.9227999164520474,2.0097705270624,-0.24690246896774012,3.019047725644745,-0.8728451222002392,-0.28804919072549057,-0.967696784358555,2.0949062898003454,1.658290587756187,0.6101900496548215,1.9809170858048413,-0.8258845047771216,2.1608999283587766,2.3401681585637912
SIDM01102,0.6324897766431148,1.8394379225248778,0.4319550682686373,2.085016781108975,1.6928265580636033,-0.6444205270394532,2.0146399448826346,-0.16196232322647566,2.666171419246688,1.494256996850462,-0.7831240576790407,-0.9324445729061396,2.1287883411054342,-0.40359384846699914,2.709948137686403,-0.8661170541209517,0.016492952885310313,-1.0234248110399407,2.265469252825346,1.5150543735211464,-0.4820656481192421,0.38538977817630116,-0.6747118881170934,1.6758772637436032,2.0350751159722558
SIDM00418,0.883767920863793,1.8095504142922647,0.5033742104947831,2.2547906461366543,1.4644876768022677,-0.7602100382268686,2.1484203417580106,-0.4269265890563016,2.7611581389139874,1.9600849562992342,-0.6376607710410498,-0.9536321136740928,1.5695043567467248,0.514468144563585,2.7765364536072914,-0.8755333305163973,0.004974471250220446,-0.9042446121032642,2.0673702918046053,1.6462913987454277,0.33281059825529746,1.259314336819522,-0.814814051646361,2.2834726609347955,1.6512600089274876
SIDM00841,1.0012018062573917,1.9167351795881464,0.651151081275303,2.102207563866209,1.8550268769926193,-0.7543544045359719,2.162654730844623,-0.2771614527849742,2.697167251468766,1.3838833585125538,-0.6377698545255489,-0.9956252630010992,1.8882987145766545,-0.5396501752125774,2.8499994925045864,-0.8538345682691652,-0.2836594218549582,-0.9443173583348277,2.4910566933915663,1.8413748411732314,-0.18085516227196197,0.8708923810954174,-0.7184258052249421,1.7887465660566133,1.8968886840935844
SIDM00260,1.4799802921009466,2.0099211899120437,1.114120940516663,1.4438475902118217,1.9193642847336312,-0.7956260056132661,1.812417479220639,0.15688186835853865,2.856614679095262,1.963055585653842,-0.7604140809782403,-0.9150307593634381,1.5730406621911386,-0.4047718261231851,2.9718863692256896,-0.8896065740613028,0.06803944459419374,-0.9821242643891649,1.2554244208585141,1.2357646579367758,-0.0664200201840114,1.597060623374274,-0.8296364004778297,1.8223010038528054,1.8941766227677084
SIDM00111,0.855949252963543,1.5044722596270217,0.5653323701615401,1.7006363483468183,2.0414312611455223,-0.7770702969663493,1.8833327502777593,-0.3573091480597452,2.5023179899393573,2.040329231899808,-0.6959287465448049,-0.958762791422591,1.3785525556741922,-0.39076206434604016,3.15787584578297,-0.9151455496889522,-0.15813391139415817,-0.9692990012560779,2.090164388779153,1.2503387745543442,-0.04757271142251347,1.8013377497484389,-0.7690229936445722,2.3583246618123823,2.148594649113301
SIDM01179,1.0601975608673162,1.8393767808828205,0.5307311328691316,2.0808089425160947,1.7841317345581302,-0.8332677403970983,2.043618334740213,-0.10970599669727868,2.554038655549291,1.9690736957259654,-0.6553821948894534,-0.8508086325591067,1.102602322930175,0.9177225791120521,3.1314282346653153,-0.8509266347685933,-0.06636326147160627,-0.9000440041900871,2.1833242987007573,1.3788979168081519,-0.4915936990432107,1.6851530807837747,-0.7231827758298452,2.1921981577625695,1.6724226774165947
SIDM00351,1.3357016088140867,1.6634989243235465,1.0520155866712257,1.3628636346312624,1.3611722945722131,-0.7389867148631446,1.97200795680974,-0.34844798146857897,2.1108325029054225,1.6772902361061828,-0.6118653629752104,-0.9332350281485846,1.3090727046936874,-0.07784446289801733,2.539298678165868,-0.8407799932964778,-0.1068460950671887,-0.8863678011337306,1.4155952372612495,1.4496996824175554,-0.5180841199739588,1.3639571160704842,-0.7479276130785265,1.7473522924690357,1.4647125899349531
SIDM01205,1.0633494641381016,2.0381598881432574,1.1210874608031591,1.9062522398025374,1.9054155688516574,-0.7635383850002186,-0.614386059423699,0.14173458033594655,2.847790214229802,2.274533822100958,-0.6660551488250521,-0.8972426233904827,1.9540870775869712,-0.27398223788815457,3.1083923404441536,-0.8013851298490885,0.14767396257778614,-0.9232960479066524,2.3645458799461694,1.5526746949072494,-0.3566841181052846,1.803729747544741,-0.7850226476600601,2.04519421173064,2.572743397004639
SIDM01095,1.0004970567808915,1.7756634437853769,0.5692746813139153,1.8035207595908753,1.7339931327031006,-0.6899302794425356,1.8431083375953914,-0.5901787533140478,2.3870544561935145,1.0239185120020518,-0.713895599192021,-0.930630832707752,1.9354594040767814,-0.6307671700614298,2.4703284116108057,-0.8224544761038627,-0.09859667596773616,-0.9715673286493782,2.1012573289448966,1.8067780356789156,-0.562286696599974,1.8176801891226102,-0.836735873712385,0.9809374548705225,1.340303005073975
