,ACSS2,PCK2,ME3,GRHPR,PDHB,PCK1,PDHA1,ALDH1B1,PDHA2,HAGH,ALDH2,ACAT2,ACAT1,LDHC,LDHD,ACSS1,LDHB,ACYP2,ME1,ACYP1,ALDH9A1,ALDH3A2,ME2,DLD,MDH2,DLAT,MDH1,ALDH7A1,PC,GLO1,LDHAL6B,LDHA,ACACB,ACACA,PKLR,LDHAL6A,PKM,ACOT12
SIDM00292,-0.25192482185193077,-0.10437500752341548,-0.4123026498926238,1.8339654564032997,2.0206627195106286,-0.9521630586099383,2.1274242036684474,0.009229900546422904,-0.7982494518810348,1.478730176993607,0.7264195419904275,2.6904136415854296,0.68069349260206,-0.22774416746846762,-0.8569182729295566,0.031449428595312266,2.778135486504294,-0.6979783062911231,0.35462440888984686,2.293081776273559,1.827550619631762,0.34816352657036526,0.6168939451551257,2.2325218377808382,1.5660019765075688,0.8905683333718558,2.8673237860651053,-0.19818937121600522,-0.5696037216804234,1.8155833228164997,-0.8248924840669005,3.4424200781667356,-0.5675751061562981,-0.3199828311677659,-0.8223156145242466,-0.85278729415435,0.921024793087107,-1.006002617495268
SIDM00623,-0.7279792437751861,1.3397717624076229,-0.7462787943999467,2.594682045852908,2.4768603190952763,-0.8877357354973573,2.006973921939664,0.43542724621954815,-0.7631337781384633,1.3720158373951534,-0.6859897708207299,2.3644057151247,0.7760484935647801,-0.8980481201760712,-0.7575982378892112,0.470384955725725,3.412398581156288,-0.7991539759046188,-0.8162257580982678,1.4553359412161115,1.2170032704685465,-0.11287290139059357,1.7891314884241152,2.6286422439348316,1.557388078596028,1.2300028703392378,2.8269530656940325,-0.8249004119623502,-0.731622497762626,2.0536126585916072,-0.9053040374970039,3.3316624495797336,-0.5950447394857864,-0.09642343977969911,-0.7838951228688283,-0.8396601218324161,0.8180568430745944,-0.8365625232180394
SIDM00638,-0.3123931493965475,0.04882169761890545,-0.501864263407724,2.502383934830314,2.1762087394250456,-0.9176343497224565,2.262587294666504,0.5666629152599804,-0.6978168968679356,1.8025404115359323,2.4009048499322323,2.783004410810583,0.6133971086956633,-0.7517250930678417,-0.5212023994485824,-0.47272115812341603,0.19620358978949462,-0.7139279619179396,1.6556213372108413,1.4295425030866815,1.6097097073280797,1.5754829862906663,1.4454248944562533,2.759833527691437,1.6569702018012247,1.215742476691938,2.831048136764187,0.3761642113680452,-0.1631670926707737,1.8358840601854887,-0.9541760901781795,3.2148886019885206,-0.38204652098447694,0.18362521174326626,-0.7128099543338746,-0.837309124420099,1.0626943478126887,-0.9044506377231801
SIDM00527,0.14860283350567244,0.36874698943411655,-0.6514578833713117,2.203936091093652,2.327193745342524,-0.9306823864076671,2.0222121857709654,0.2665476539544687,-0.784474235203912,1.0413770457077445,-0.8160699670469873,2.0217110491559818,1.012678226985765,-0.8191059556756263,-0.7257510617533525,-0.5001538420619603,3.3402146685421887,-0.871214137963165,-0.8207289363628855,0.5206845003957046,1.3466011149441173,0.1904352294506053,1.5596968485220293,2.6297906636651724,2.0033170248565413,1.1006940008833446,2.7319690456322965,-0.14767873239526244,-0.72691781960928,1.54817843312171,-0.9084882147039284,3.0863017777724018,-0.632843438939387,-0.3498965177362073,-0.7492086444547355,-0.8734695743601517,0.9906568112170462,-0.8907514456167015
SIDM00976,0.19493143911443953,-0.21009848477555335,-0.7453632359197443,1.9338398765592733,2.253829526806706,-0.9327531648326287,2.0750302310425766,-0.2241037453657919,-0.855303249985593,1.3663011255711248,-0.7479344679728921,2.8010027426501685,0.4626687138935542,-0.741290279750275,-0.6548613386712092,-0.4115969687137161,3.5264846830931122,-0.7309643623935845,1.6889453565421897,1.051593088660045,1.8057150046657662,0.5506222133646494,1.7824288757883109,2.475563148598427,1.8023998892099542,0.6662073360153201,2.631530313571398,-0.7168321384659218,-0.6337229073047618,2.274699437818729,-0.8998961131699725,3.3276783646309864,-0.6322554285332784,-0.1287766467686062,-0.7647760341321815,-0.8709409974272214,0.9839185907469964,-1.0049781076581363
SIDM00316,-0.1649723616834305,-0.6214921355290028,-0.030435866820343514,2.4402366688418344,2.613568676137414,-0.9806284558131244,1.9463283377648963,0.0021088576931651824,-0.756582626186295,1.1812677708599026,0.7112105328116112,2.6520314994024616,0.5846583699957688,-0.5226595964321465,-0.7852089484681335,-0.10842720934711841,3.363406696466223,-0.45603928913537817,0.7889116628986808,0.8815481328672121,1.5475870384559063,0.8501644584859402,1.2125430899053875,2.480516483512166,1.809375358177165,0.9104287143008899,2.508581873372027,0.4083711099616459,-0.57005356243502,1.975599859860847,-0.9027625813468387,3.176078638321995,-0.6285196715634359,-0.042171181420482075,-0.5852020781722956,-0.8459168141639921,1.4017064965092871,-1.0105088391184576
SIDM00326,-0.04493137358593777,0.30639347043260784,-0.6368203269943613,2.5664269476667783,2.621026780738091,-0.9765300735606558,2.163309882865056,0.7259724739673069,-0.7583985925354629,1.703500372761805,1.1286418494916493,1.411252343757783,0.6090601265468307,-0.5947024077580413,-0.4350368351901651,-0.18069968421716315,3.446770938000007,-0.6616816702916677,0.6891970511264501,1.6150439507181937,1.1215084762344913,1.3269373784735297,1.2331477676443445,2.224097206530434,1.4416013093597173,0.8393896700593833,2.760692755375015,0.03645907556028396,-0.2503706391587202,1.9886871793670402,-0.9290572357111823,3.440917266300518,-0.5729074951425992,-0.3480113298048377,-0.7485435601315678,-0.8992600028897513,1.0881334899987531,-0.9497641458959495
SIDM01093,0.020377027859328874,0.2701885755173632,-0.6142112434519424,2.249891644893477,2.3832522538103125,-0.9689746093247091,2.2444429301415036,0.1306828580475892,-0.828019593204592,1.885932433111182,1.6262692450599552,2.254870833409438,0.9276047276433683,-0.30275256517353133,-0.6839227733308325,-0.335930631877496,3.08460120529688,-0.6237448092479515,1.3310878105020394,1.0429275802374087,1.2601279958542175,1.115645565907729,1.628878502221501,2.5367648713431303,1.5174206062984281,1.1745758389111272,2.5842107733883775,-0.5493078865166313,-0.24949452944598224,1.6227323477986224,-0.9065764829250931,3.4978159365860946,-0.5258919488121926,-0.15772180951907477,-0.7851042525344147,-0.8095205807629637,1.1514201261230443,-0.9081655924949227
SIDM01098,-0.06936735379574721,0.3410995008102587,-0.49616661566152626,2.589556826151848,2.778923137319742,-0.9087279612063109,2.076034193422793,0.09275642006323388,-0.8609739435597007,1.821155742858017,1.8106233466913877,2.2038390397238525,0.7653286112456039,-0.7587970347653721,-0.8535640284898,-0.18619238008767502,3.6618865526461013,-1.0283097232687761,0.555978664197505,1.3889151275707206,1.4211922819072949,0.5180056759022738,1.9027948180656018,2.578882970203232,1.9278256533867362,0.898030578874391,2.555652401921479,-0.11066796181499018,-0.4913056812626217,1.9390493543717335,-1.044761589668497,3.3787861657483655,-0.47346278947744075,-0.27792435390680376,-0.6750335944159802,-0.9084833514630539,0.5690442786260672,-0.9924764247642595
SIDM00424,-0.4458988179100438,0.9144292299686202,-0.7307949944789763,2.1049601702238743,2.444563859779393,-0.31368750195702294,1.8645261066690588,0.09334612743227373,-0.5956596760341438,1.5953987460183432,1.490450807994316,2.3363389991639494,0.83228968626994,-0.787813280079588,-0.7432862037279759,-0.41618482850962324,3.616897476176282,-0.6421170572785747,-0.6260511074377703,1.7304343545356058,1.4672595726148532,0.21432322182205332,2.1444584447863853,2.1057198839292917,1.8608415726179317,1.7779559219128511,2.871975887164527,-0.6331142593644796,-0.8060951491922596,2.396226950845604,-0.8315097967972931,3.292370389745059,-0.40500059962089074,-0.13607960651979437,-0.7294424120560764,-0.8291991703056831,0.49552186195347203,-0.7981188435266504
SIDM00973,0.37441877286142516,0.4050018521753,-0.7680105111701486,2.3515907453126084,2.3098438926688076,-0.9416437174653163,2.0751614250609576,0.3209497362314716,-0.8143804407933392,1.5681344549090706,-0.6568487367573412,1.093573323146252,0.6228248299948956,-0.7306926186079802,-0.7531392872677678,0.5872899348452016,3.126672245698963,-0.6784644212635175,0.9442692028449998,0.4571444520406201,1.5640280688166341,0.30383298442597123,1.7691228516027164,2.3666395103812867,2.0375794724425966,0.6020543916473324,2.5585674697053618,-0.6527560192828695,-0.7791937942758472,2.0158609993569234,-0.9527820332315855,2.692678321229095,-0.5996929629235879,-0.5817436454916548,-0.7275363369732107,-0.8265132810948446,0.4997225359228562,-0.8520155739138062
SIDM00411,-0.18888634881471403,0.3834517607295306,0.24545825869313728,1.9603001140450818,2.1534152782368317,-0.9106213159428218,1.9965508611662934,-0.19914592958452756,-0.6627883093881408,1.3368116667389836,0.6910591161256558,2.2965054376979945,0.6979720832749714,-0.6871381362066673,-0.8044812451695628,0.3486491541491294,3.2354952065983014,-0.7623549045897337,0.9361596476142131,1.017230640076898,1.347799721322596,0.6459511927371928,0.9580765130467086,2.1708955768214677,1.691624598693768,1.4366789540711744,2.5980188460275384,0.38420082133648437,-0.6085599727133373,2.6463284120484842,-0.970995732768393,3.301556778240284,-0.5011451600773869,-0.0039706622182687275,-0.6879393808600294,-0.8716539719996458,1.212708879390566,-0.9078245933548984
SIDM00374,-0.5876209943696593,1.1863242294081302,-0.6285776090185149,2.278678387614118,2.271566243230389,-0.8919910068588641,2.254013204686687,0.44771340243821967,-0.7907424505343046,1.166614404102874,-0.804855609094114,2.038971362772685,0.9151449097772272,0.7934479601204225,-0.77142422758138,0.9175407963156699,3.549265154696428,-0.9169729496167596,0.9984221280311469,0.7627330086908648,1.5838457743712169,0.28950445014841397,1.949427620377925,2.726148719651114,1.967895689769417,1.207619280588053,2.988357442758683,-0.5842062324642235,-0.7783091457692151,1.7253944418387934,-0.8202599063149986,3.3363469649462254,-0.6367439614025641,-0.2460691650838242,-0.6962792239252772,-0.86026865308425,0.781206719112991,-0.8147285844796917
SIDM01160,0.07277601380964448,1.116631488366825,-0.028206901860869476,1.731425577322621,2.1013726424485544,-0.887052489949749,2.0347241819860824,-0.24249996954638142,-0.7731461448066996,1.4966897409642015,-0.7169616540025511,1.6601178290857133,0.6657364256613697,-0.853296923512007,-0.8307862008306087,-0.0023930707079548304,3.613416989412173,-0.09322075675221987,1.187818212969507,0.9369271688845903,1.4332138715482472,1.6511915442041172,1.4186735167751414,2.238738900275411,1.6342549089562382,0.9284275516583261,2.5586031667238953,-0.5998948449943811,-0.7770244777420644,1.482583590293395,-0.8862644981550911,2.5792761845553485,-0.7047794884094325,-0.2293580092392323,-0.7955354531375574,-0.8750070686084159,0.7310624993772528,-0.934277388027756
SIDM00145,-0.5551105946722855,-0.17718761506085887,-0.6611233384004872,1.7646154027885737,2.462722323367238,-0.901200118193943,2.0422382269088173,-0.523798341026323,-0.6340919070628437,1.5093105147753851,-0.2286144730317608,2.9527258857575602,0.6857447510721979,-0.8919482706147712,-0.585146772817685,1.203639070954266,3.577240961467351,-0.8779251048565326,-0.6657835714735018,1.6120171134676227,1.1776078838281274,-0.5387527632341231,2.0027892572123975,2.5924705107744392,1.4719709355839823,0.47960245229888837,2.8223276438841745,-0.4533036345878199,-0.5893917261098796,2.007028313818285,-0.8966774194329191,3.494766498811999,-0.5315573316741069,-0.04751275168355626,-0.8124246499242572,-0.8262219352547954,0.6846396670742968,-0.7780000847727117
SIDM00975,0.6637150252607075,-0.01369404360867092,-0.6912411233415677,2.4271795655610866,2.286374876737556,-0.9376316728394077,1.8947878646239094,-0.29166468157577,-0.7738204945361242,1.6670600389632058,-0.7377486169457977,1.7522556589465144,0.5569196112889497,-0.8221419433281681,-0.8003800929684285,0.7446701770012856,3.5237708467533246,-0.9398471134090643,1.0174172195339786,0.4100382012067137,1.006437184364387,1.464046725978896,1.252789415101011,2.1913499071478713,1.8196321629066932,0.7165228207016369,2.724430703343526,0.4249672327498945,-0.7092072841442544,1.6106267953018283,-0.8904088253169007,3.429279136897141,-0.4934477649850179,-0.4032122006371926,-0.8073806949867529,-0.8672543751434701,0.4982282787779536,-0.8150715226760138
SIDM00971,-0.21893310622068188,0.30558619265453607,-0.2753735205843994,2.1664395835594443,2.4753164423891914,-0.9223770326947552,1.958513693917788,-0.004032772687473105,-0.7833977369754814,1.7967932681496006,1.1441948836839468,1.4994688610929772,0.541216187676626,-0.6073732013901965,-0.18946828737368626,0.10155988749944507,0.3284614456938136,-0.7376505717197656,2.139606737137515,0.673006645966952,1.9148086340177686,1.1135770651449297,0.8646534492932085,2.248685249211098,1.7627993317857882,0.42174448694274597,2.3771472005115095,0.164270780641123,-0.6401609900296769,2.307202992267061,-0.6608654231979636,3.2366719341608627,-0.3526687618032191,0.34959300456925296,-0.6624889294379533,-0.8068656620849501,0.27976440047072976,-0.8577691780710704
SIDM00251,0.32732277218305716,1.406217994665428,-0.1131782891414824,1.9062745014804552,2.5381756507948774,-0.7280407817459523,2.4643767112848827,-0.4256854331240501,-0.7931540127709297,1.8085957753067916,2.1979757050358897,2.2903038299032383,0.8734907603493026,-0.7020948741812797,-0.19721044681200764,0.6267458325238388,-0.8682971932869757,-0.84206322881839,1.2966243394102734,1.5340931358297738,1.338446036528666,1.423798101624257,1.8860631660953562,2.5552106680632347,1.8228143871549785,1.6497288189666641,2.9047760840469987,-0.43564543968985003,-0.8061592114221456,1.9409814188327708,-0.8989807324910561,3.1273122542783516,-0.29294184031160836,0.09321665450651305,-0.7796199525993023,-0.8263796127169296,1.5236392229393696,-0.8761889744004229
SIDM00412,-0.4203306787969797,-0.10265261611122098,-0.6600760549547147,3.363545259313884,2.6826762527835757,-0.9124893373252381,2.1754520811597287,-0.048505791061572906,-0.7608020024978296,1.347085169074211,-0.0067870624047167444,2.9301921765704333,0.9737614758534687,0.574942664457364,-0.6249757829670509,-0.1674286335483066,3.5865766405721393,-0.9875397798471948,-0.09094723303767674,1.7358559628453272,0.9705818022484602,-0.09785976158929195,2.423448068718993,2.365089067450703,1.5254224452406324,1.2302063936650924,2.824879289275025,-0.7504754914681132,-0.8541714424545366,1.8622718187530125,-0.8066881586683586,3.396592698287574,-0.6152052901228393,0.013691675049966706,-0.817211958524409,-0.7660912410109258,0.7988948872754594,-0.9028534989925284
SIDM00023,0.22414684170494406,0.5929644207206962,-0.7402811668965256,2.317851397082058,1.9969636938738249,-0.8976498844963665,1.9673467345342233,0.2320453198252236,-0.8912791926014986,1.375126880794425,1.5975995409919832,1.7808034759611866,0.9558269620352449,-0.5246868880450801,-0.3192604411762521,-0.06436785430569043,3.3113390336949418,-1.0935294775032605,1.0099279022975463,1.3547019268889116,1.5377039181967824,1.598436180686689,1.6081782569604786,2.6988495488639734,1.9719538984589113,1.2773016202292218,2.7276017886149946,0.08812294978918754,-0.7451155659780514,1.6292623928152294,-0.8487726821075452,3.2076565024987334,-0.5496038563524897,-0.25321302979084864,-0.7858711381511149,-0.8633092781734156,0.9414416988646919,-0.9447730158531514
SIDM01198,-0.4117278548679326,1.1197609683596979,-0.724390181596951,2.4689911115700593,1.9673364128538045,-0.8597251751339678,2.331593467285319,0.381430338524107,-0.7047652724546696,1.2532189657692547,1.405689946717723,2.3279952455902624,0.6256729651311778,-0.8478295228471673,-0.7629499892287651,-0.09292290399984898,3.574283108915738,-0.2971095593560272,-0.7139671061969509,2.0702502832344045,1.3715778039840225,0.6804718469929328,2.0901358667564556,2.424934433712794,1.9369639791655884,1.1838334544160722,2.6696460007722127,-0.6817288712866999,-0.7927216435339736,2.0294278855560255,-0.9088458099880083,3.1417009373506506,-0.5549971881186442,-0.16069413731625617,-0.7418031383008984,-0.7916080564322269,0.5828820882576434,-0.7059638170919287
SIDM00441,0.6514206332220152,0.9031719109446246,-0.40618845688871336,2.1271446694839082,2.3141983553708405,-0.7445748453679745,1.9737485393247012,0.39794106484860287,-0.711462479446393,1.4171229598656354,-0.7729252404901256,2.6458557419646005,0.8295391469567543,-0.8192790046584434,-0.38209848315556466,0.3587393490444898,3.506707547122367,-0.9665819876341554,0.7634907438151858,1.2598819957386858,1.563605317421381,1.0695416667517772,2.0757934015787325,2.2195445440685235,1.6667670299479629,1.246784234187148,2.726684750247034,-0.6620555605195907,-0.7455628700447501,2.1321588076886138,-0.7834456845150539,3.0295274653799384,-0.5995628040248651,-0.17885125271380287,-0.6773397756952325,-0.7359094955534908,1.0615433044255025,-0.8340173851538942
SIDM00388,-0.689524437290309,1.4744968333374426,-0.9199520467694339,2.3028197189582107,2.217770742882672,-0.8553875122019369,2.360674756778284,-0.07542298322450887,-0.7493590305486243,-0.5506482356916133,1.347254181292532,2.122969546544821,0.9603694285259676,-0.8769246941567186,-0.5993893009803659,1.2853865057666656,3.563767705986033,-0.9684466474322159,-0.866796032219398,1.7915992794885591,1.0434378852241597,0.06977998886563927,1.9626225824982146,2.157491669086942,1.7539242269127244,1.064696651753159,2.8786436118209564,-0.5726843474715997,-0.7490159825702566,1.572866179455151,-0.8032152060003626,3.1309427552449187,-0.30775689694827324,0.027181374919304075,-0.6719561609886437,-0.8363575320164502,0.5618078678420274,-0.7370441048698434
SIDM00417,-0.40282711651372877,1.1622378149844779,-0.7409310745810405,1.6964571418879046,2.28670188048633,-0.8599205004612448,1.8337214759785838,-0.24970223921974075,-0.7686717844311729,1.5072423261181187,0.06673704938575005,2.6487569033324134,0.4912089217129742,0.2750732761591059,-0.7556517723894828,0.25824739836272503,2.9757971159135894,-0.815447524187014,0.6953076180436459,1.2254435535401862,1.523849149437264,0.5403890198680282,1.3802089388229322,2.5631908200912865,1.549923438551982,0.22242014562893783,2.6987715444573075,-0.5452266533903082,-0.6251137257428359,1.6285862127452886,-0.7173003452112723,3.173776614765482,-0.34265514935868585,-0.49745104372743415,-0.8091628203208278,-0.8282868022655795,1.259869285717878,-0.7990101528062484
SIDM00416,-0.8264022166938197,1.1377203257902435,-0.6531658195123996,2.9178141759282217,2.5209872289399438,-0.7481109735911897,2.2970959899970156,-0.19476511155388368,-0.6614754756115787,1.6075838024403981,1.6903279225119963,2.045334365887789,0.7226789428737246,-0.17356486626112136,-0.7934782402013761,0.49505878177911133,3.635865406572795,-0.7996084160376765,-0.6996910656782144,1.3835743783072865,1.8581531684800847,-0.1883513262289602,2.200869137881104,2.2046514119633156,1.4927997435922558,0.8735034517917268,2.9579754265394045,-0.6263498719393217,-0.7289271079900899,1.8155299180206224,-0.7519255134537313,2.9528421067185175,-0.20417356517254867,-0.272246764086573,-0.7293068906716094,-0.8584674071731564,0.3211351792901191,-0.7530905191757141
SIDM00974,0.19625825693615775,0.5937412107673459,-0.6962266476927166,2.3601527237172397,2.6078357581111407,-0.8844182775411081,1.8624443512151196,0.20050360438747317,-0.7957135283999603,1.5968855988740234,-0.9435996031586119,2.6450530314090175,0.8991941981302,-0.8156040503215539,-0.7939159698604761,1.2561757657025707,3.399836052109422,-0.9261044150641999,-0.5065471744153788,1.0538184738655827,1.6013822331433187,0.5375993410474026,1.7916726762191642,2.4583531188831786,1.481541165985247,1.2374603925181316,2.754234565363409,-0.2955023937170087,-0.5961224121523048,1.902911276229698,-0.8756861314631971,3.352749756858563,-0.6015500099067024,-0.2893671720791403,-0.8452485027123433,-0.792180847498036,1.2127972113948124,-0.9298527303699797
SIDM00833,0.7344666622112744,1.0603885718833808,0.23212014652550675,2.2668902350716373,1.97242545283686,-0.9500484070662463,2.0849836824557944,0.0328391636372124,-0.7916499754039376,1.6277657201368434,2.009879320618729,1.2889617329438472,0.5885385536969263,-0.8240737860728112,-0.6326131856343982,0.28897926611856417,3.445416870317763,-0.7569687389914066,0.29247788950114606,0.9631852866330521,1.1390094955647116,0.6536663238844663,1.2307394745842895,2.1757197593178446,1.459045458580559,1.4221856817360596,2.7858896942770164,0.19111010089697097,-0.8363776378951366,1.0870661225251328,-0.9171349984116486,2.9221589394899037,-0.3086385395979838,-0.24199680894208928,-0.906145641178115,-0.8723504924723551,0.6731831804590848,-0.8154269083921157
SIDM00562,0.47495385512583066,0.9721286917306899,-0.6724156486171078,2.586081734622302,2.8591211098915004,-0.8397401955877581,2.317127252062018,0.6508075446342925,-0.7319606246115453,1.2597002542264824,2.7815726557775298,-0.4657119469371186,1.131649150212719,-0.8084333908061608,0.22777098887159253,0.7753963489343298,-0.8273573638446882,-1.07370112273161,1.3670138326366144,0.8313920334853461,1.7374641890732672,1.3562964809398015,1.6408958395492677,2.7334701612484533,1.8317240541717887,1.7618498593768026,2.712936990622308,-0.7158995624366948,-0.35333904009351336,1.8322176630893983,-0.9158155725548267,3.331108416661467,-0.4966278410099735,0.0018347700340067125,-0.7890639472522889,-0.8935986874680719,0.6374867800995128,-0.8169044191753155
SIDM01102,-0.588790006264608,1.2911314803341698,-0.6884296237480141,2.5874359739087747,2.1615754723781615,-0.7297688811255479,2.4057554371383563,-0.136991691371535,-0.7449699602477553,1.50471581051348,0.04180840003947704,1.7031111195843553,0.5688178225270796,-0.7154881406859255,-0.6393566690373258,0.7090021028867738,3.4440633568895005,-0.6913014065683707,0.9981859970628848,1.8728970256141593,1.7068575131431885,-0.3869646366907386,1.7766745333226548,2.4461282292535595,1.8553942995797952,1.1135180603969932,2.9560745592688855,-0.5718109348130147,-0.7915472774528769,1.9400117112905444,-0.7082305371874439,2.9808894567146775,-0.6408287039901246,-0.38667619496160743,-0.7407146117739083,-0.827660896216347,0.6356241303654515,-0.8031979168685525
SIDM00418,-0.42131324574084517,1.1746850905971291,0.19062439475474935,2.481586772288526,2.6290357773718904,-0.9210054827248899,2.20579519966972,0.002855680053961528,-0.7530363440183387,1.2398221627203307,1.3047338165765279,1.745683341217856,0.7102397879018523,-0.2916770758509168,-0.5368070492095703,-0.4209585820839512,3.4904171188249307,-0.9658443900990816,1.1158139660767583,0.7864453411554987,1.187639929912295,0.4549513874660183,1.3884086863543053,2.2319564812809256,1.8478838250650933,0.7876562546437877,2.4262594422217503,-0.14443617941783077,-0.7033746952292896,1.8391880667470586,-0.8424890132337943,3.2629184748655247,-0.5918754757747906,-0.31398376662179167,-0.7725103272092131,-0.8096226367125529,0.7742245930697447,-0.9628482472332636
SIDM00841,-0.3548432448625075,0.9056391580704264,-0.09273223779973187,2.4005948829146457,2.5994670485911837,-0.8159030865201985,2.514781740448634,-0.0709674305433935,-0.7875878714011973,1.36351836928411,1.7129981754249026,1.5567864790199517,1.154423857993459,-0.8151278942531462,-0.789715424643568,-0.1437196054670696,3.6591625082029138,-0.9324670884642727,0.9412685545302004,1.3611744160856438,1.149557156659497,0.6829799531691131,1.457147939187255,2.1550648946524498,1.9602545648202567,0.9675456632886344,2.318979537815261,-0.22110558451002343,-0.6719479539040428,1.481359518857535,-0.868676599091644,3.2269256146451655,-0.5735542168370705,-0.2676565484409034,-0.7624475552380133,-0.9149790885160498,0.7924250476701016,-0.8091689449522831
SIDM00260,0.43451914391943247,1.5747581339559766,-0.4730547182652651,2.401287912599222,1.939137310215528,-0.8906783019804224,1.9953240316693064,-0.05873313818543644,-0.6718625529340724,1.791025670500201,-0.6992740887628583,2.427910257877224,0.6695276060406465,-0.816569031380195,-0.6699810701895946,0.3463362255146775,-0.46898530324015886,-0.6546376939152178,1.3371035982864512,0.9781852609395841,1.4319404410579726,0.382641526109691,1.3198100919333704,2.471222333459808,1.1294914001510592,1.0626469030292829,2.6435539259075624,0.18651389950350586,-0.5969460836301682,1.9512460423063749,-0.777176686341289,3.0995793532324116,-0.6237982956439846,-0.052594365540035465,-0.8098563779376041,-0.8722362354523754,0.7917076774452505,-0.9018085402958991
SIDM00111,-0.26573677017418385,0.9942583366684433,-0.3975441310001564,2.4708130828626618,2.3715870392798366,-0.459341036467559,2.7342044489399195,0.2956312172048662,-0.7770533923869724,1.765588518943892,-0.6102373287379604,1.996771801790764,0.5779183674012054,-0.892914863039857,-0.6601472323292084,-0.16989930655454877,3.4252547556000428,-0.8555434503372059,-0.6600794657182742,1.698929477599289,1.5428257092379294,0.7177927862613249,0.9068582330421102,2.101951746850729,1.48068105311092,0.9130328598540858,2.7038976366825285,0.18766161094645548,-0.6960263964505732,1.9135559061314937,-0.8107894243669107,1.0322681337453972,-0.5582190215068068,-0.17726302825159246,-0.8470048730382456,-0.8824391456550966,1.2937464027333845,-0.8398736094501358
SIDM01179,-0.1646631762022446,0.4690198132220884,-0.26182114108679383,2.1501068091459246,2.131469913767728,-0.8511089638052195,2.2863537625872543,-0.1363188435699205,-0.8279939904715647,1.5466937193278025,1.098044633188552,1.1202402673718734,0.7834323271731154,-0.7633207248208213,-0.3325079561876017,0.01319760007865423,3.3980826826331714,-1.0219366229544284,1.4094787488363882,1.046044780057791,1.4203250076294023,1.3770057168563952,1.700409981714601,2.464381975288935,1.721298535270599,0.3171530338439916,2.6186091550093296,-0.10919102910884461,-0.731708268500974,1.9514332059279502,-0.7455783308074988,3.358183174477391,-0.49740782669505146,-0.10040741014110922,-0.8689910296002852,-0.7764280390342646,0.6767420153349843,-0.8224599611928417
SIDM00351,-0.06783971196013402,0.31969614991531503,-0.773052618078024,2.263832332268799,2.0433086137345366,-0.9118717693361856,1.9591251333462096,0.12661466400811788,-0.7430932917080809,1.341767066918407,0.5139734377188231,1.0920907122142398,0.6174034800519277,-0.671272430575379,-0.7325991312640807,0.4528739147531565,3.317895723164535,-0.695868487405663,0.14656684905906178,0.9053408588352186,1.1947779725834609,1.105848508818692,1.7865370794276973,2.4745764080836645,1.738055625278651,0.8137973668713889,2.5932911622474744,0.1469114667373618,-0.7342686245389388,2.0160113863419333,-0.9176171488028133,2.7838112756855686,-0.6145097276646931,-0.1840848265576038,-0.7957065037440514,-0.8843591454420032,0.43980514532596404,-0.8850476468958045
SIDM01205,0.6422091536393039,0.8147265946615012,-0.43506587854770135,2.136060218342881,2.6533867172057577,-0.7755283298260027,2.5798042044145792,0.08386780656957293,-0.7633744615146393,1.339506288106234,0.01620437758891366,2.8414051671895706,1.1944226309567818,-0.6439578883108625,-0.3966341815456256,1.9759248089151455,3.5167455173319837,-0.6810992388879825,-0.7182184678937175,1.00633859106796,2.02157535796674,-0.05575184178219447,1.862194388844812,2.2728807550592443,1.7982888877812688,1.1318708565595295,3.056856025102271,-0.7092068974460183,-0.7451321657991217,3.1620181591564824,-0.7504492598925542,3.041727237994685,-0.3363721933840309,-0.33811915033112877,-0.8452560852518564,-0.8255399218795231,0.8653827843357037,-0.8749188950520657
SIDM01095,-0.3554335450283268,0.9071841363457397,-0.8213065328562198,2.2268185169114654,2.191695355030533,-0.8430429691309939,2.396769792699133,0.9813991417693191,-0.8395348499078259,1.1532091436751446,-0.34794855965644383,1.87641152517309,0.3843051678667859,-0.9032570141473174,-0.798555625844171,0.3540827467731975,3.476685615104161,-0.9589985491277503,-0.8874055765467765,1.2782800202597102,1.0436049814400303,0.9549733405621698,1.909776395265489,2.2384798133611836,1.805672493570803,0.604668384638968,2.592959903508877,-0.03907084052075175,-0.5434119963724056,2.094845871774337,-0.8570847091225577,2.8864035946169184,-0.5640313534196649,-0.05979871725672819,-0.7942478483239962,-0.8134513776703303,0.5739248063936203,-0.8810874914456066
SIDM01159,0.2956503143424253,0.6119273964891758,-0.8425536654564467,2.3237039177144467,2.4835077583402314,-0.9284975086756648,2.0360628907682874,0.1017746409974778,-0.8041738453048078,1.495685243921443,-1.0333831875164825,1.7917568593615403,0.8587328431302628,-0.3675529646127489,-0.49085413001632905,0.5343316588932578,3.3917433972438307,-0.7515340926902848,0.8276414478255073,1.125806084975386,1.7639452315260937,0.7755713613736032,1.1429733405587474,2.5956011550617824,1.5414996241743852,0.8749182865448765,2.615823953551853,0.8629633566185284,-0.6288678483137102,1.8753873275362083,-0.9230625224762182,3.646322253726191,-0.5345396903673543,-0.11067822704197547,-0.7969800619689833,-0.7871099037236287,1.130235055327187,-0.8978376830905941
