,HS3ST5,EXT2,EXT1,NDST3,XYLT1,XYLT2,B3GAT1,NDST1,GLCE,HS3ST3B1,HS2ST1,HS6ST2,B3GAT3,HS3ST1,B3GALT6,HS3ST2,NDST2,NDST4,HS6ST3,B4GALT7,B3GAT2,EXTL1,EXTL2,EXTL3
SIDM00553,-0.9471957497568159,0.8735626994012475,-0.8781218043475776,-0.921607487338481,1.3890187436809933,-0.6533909485530076,-0.6406563312868262,-0.4451097253373237,-0.44378398083653475,-0.3488690270250525,0.1552503148725996,-0.7324198167339057,0.291136810707613,-0.782904982736721,1.2348172661781462,-0.8311655980021737,-0.21414068102384584,-0.7254562554681402,-0.7566650463397477,-0.18724221610776942,-0.8349908878153481,-0.6109130972477443,0.7462504156365396,0.033051482236754505
SIDM00343,-0.6768659313774744,1.7123057216910755,1.6113259683599035,-0.996771138815661,-0.6361621042185852,-0.513912497867994,-0.7394936746630423,-0.17377092438808892,-0.6042508079448465,-0.24356014531845302,0.09162334254592075,1.132349998770508,0.23775107878712318,0.2679576478170412,1.0460632729529051,-0.8895252757343424,-0.44975475517570257,-0.8068983295709675,-0.9475483697428494,0.12712183053897091,-0.8569470355936422,-0.704263068493285,0.9918776276148241,1.1449723460014158
SIDM00543,-0.9659334233609541,1.239831297777328,0.9521341328227061,-0.9599854919636671,-0.17803752713934995,-0.4386682544268216,-0.5631644958108474,-0.23623919407176264,0.5499641554688983,-0.6663513218775662,-0.11443487963207181,-0.7694378615798112,0.13227326712459256,-0.8133946630404683,0.8913013955803569,-0.7968409706892056,-0.20569304381681236,-0.48387288333831935,-0.896730095537016,0.33394972826196523,-0.8240188605405446,-0.4923891245916891,1.1007945033003181,0.8297831998455723
SIDM00537,-0.9844591227417293,1.1242716416862797,0.7853984042234512,-0.9582507489553094,-0.12247760239146957,-0.8094860950665701,-0.6576251517664747,-0.4878273687243649,0.6641656562495312,-0.6456244029942854,0.10013947957607146,-0.8788278635926248,0.04582325563906966,-0.3960751888970391,0.9261661898881953,-0.8457976484016212,-0.07843373894849896,-0.9338259222579006,-0.8101024802976667,0.15423707671470493,-0.8029621883024401,-0.6287357255439535,0.5946067776060086,0.32496755845554803
SIDM00332,-0.9571254920618786,1.2002634034725717,-0.24630868281428658,-0.9372784217587109,-0.4008056565829002,-0.5264506694162141,-0.7074586130324078,-0.6228855555153812,0.5114934565061184,-0.5268633535276422,-0.11926068599649282,0.13198727217774603,0.08249912938360361,-0.8322323204630405,1.2082877148878846,-0.8310406899180592,0.670385537380839,-0.8924757629460728,-0.871008798603811,-0.16835018637237922,-0.8211678000837561,-0.7687599108375774,0.5457780896244692,0.5261429281184131
SIDM00299,-0.8219079639847994,1.623880447924435,1.8618664738531627,-0.9312355446026118,-0.7433275585029321,-0.5983138564648828,-0.7525217829850234,-0.21653180978085815,-0.1874660570375308,-0.5624837351376307,-0.17357972628232174,-0.8425540168829813,-0.265168622138496,-0.8096939565485877,0.516254032552842,-0.8309678436330128,-0.36832915049327225,-0.7948884392814173,-0.8656297754011568,-0.27102499588197504,-0.7835276893750027,-0.6939669358686343,0.49998215579114696,0.30490003104482954
SIDM00308,-0.9128110926801245,0.7909743468043443,0.3093127845720222,-0.9704580858109144,-0.4238990715589447,-0.7186326171849953,-0.7199037200626146,-0.565357974775143,0.04923825711901698,-0.7244055736819982,0.49098595081332014,-0.8280166919286563,0.05966334090411827,-0.8750041408666396,1.005191886961264,-0.8066156418105634,-0.12389547063975848,-0.8316139286502067,-0.6879260203934667,-0.26788970067468854,-0.8547816411878681,-0.7429224715614708,1.075075052652413,0.4864092781628402
SIDM00227,-0.960406995869868,1.6566048213018838,0.9331100926505072,-0.8982640186176499,0.4023292853950176,-0.5706904749233787,-0.8253481114797218,-0.18028032223137433,0.5463955548951868,-0.6718332376532791,0.1808961231397565,-0.8526431202198375,0.37915863658610865,-0.7581683296975479,0.8648999057542293,-0.8911631946268533,-0.3500798071143336,-0.8952961884788356,-0.9166335561144298,0.1543571867084039,-0.7133111816281161,-0.7139559811270632,1.6809166363923407,0.5642445421405438
SIDM00294,0.36789007831298165,0.7168639236871199,0.09865292871201997,-0.9308413459357823,0.7515776520926196,-0.7371939538175433,-0.610235823607464,-0.5108551778958768,1.0851497733995514,-0.6393710301552451,0.07977556026918092,-0.8068831405003667,-0.1370481798427367,0.7540876594398536,1.5161152809597305,-0.8519130766111903,-0.6855858669089911,-0.789202170261542,-0.9750506049023491,-0.6277732171092054,-0.8211759617184226,-0.6622456448887863,0.7588800326408893,0.23701000344921164
SIDM00677,-0.9221942614204992,0.9778559769051915,0.5853670085323921,-0.9126218051856531,-0.40190672802475574,-0.6659891447865158,-0.7612527394500952,-0.5969202418845159,1.0464224930135984,-0.6118393712929655,-0.21843055191053323,-0.8352661972435754,-0.15686162331109732,0.49982587714458365,1.137149593050812,-0.835301588014778,-0.4775271631655153,-0.8079574472583502,-0.7943966919543993,0.11216823142530652,-0.8388286151597556,-0.6434359734077191,0.314609083229651,0.18155761505738585
SIDM01220,-0.5417827364874591,1.2590364072721791,1.413551985766574,-0.5975692281584039,-0.8655137527417941,-0.44128607759237876,-0.787450429688976,-0.5351675883070335,-0.2180409204892128,0.3066767833068944,0.004513761959431581,-0.7755529086791113,0.26520149420827427,-0.8627939764746848,1.3234926259793067,-0.8703502259730375,-0.36171067164432835,-0.5500285369479478,-0.9138771012255446,0.2650141342502997,-0.8334483900619638,-0.8203086200134013,1.248475708352881,0.518392641860106
SIDM01259,-0.8920110057741153,0.35110644990841916,-0.9701292537605318,-0.9001505886759745,-0.5456214436609647,-0.72816686389732,-0.7162360149707162,-0.6595451431038708,0.22934347559956209,-0.7222904442831523,0.3157874588303739,-0.8087145739007341,0.40833508105123956,-0.8856570806750343,1.1510914586756562,-0.8167658479064623,-0.35463338170771264,-0.9193464114071411,-0.8302936987690681,-0.19125050880005118,-0.8203086442097214,-0.7421178583635055,0.7819607381378353,0.30333155193611505
SIDM00680,-0.9485890973334792,1.2242677595842808,0.5968136244146854,-0.9639181440884041,0.3991754913133567,-0.6435904096304123,-0.7318493941143929,-0.5499357400435059,1.0197288399289497,-0.6475249413163734,-0.12145015014645683,-0.8765725276082855,0.001084402581930205,-0.17303685337779828,1.178711470212788,-0.8727004665487705,-0.3592080016634458,-0.8018342878049315,-0.9229314706425608,0.11210485680934557,-0.8367133947384832,-0.7546666040873821,0.955734458447088,0.3594724908733651
SIDM00346,-0.9646958533670489,0.6578259072510576,0.13927755458289873,-0.9573481492695799,-0.8178266222642622,-0.6256701097000246,-0.7875335458636799,-0.4139141361455064,-0.07672536572697007,-0.3815885965044333,0.2787458885258969,-0.8520942924139322,0.4969228075013255,-0.9087438922181971,1.297358726273442,-0.7770666843590874,0.05851890057886217,-0.7802025238584245,-0.9253988808371665,-0.18647509906948964,-0.729737685227729,-0.7951892041714763,0.7875226172376626,0.4731308190425034
SIDM00129,-0.8040050316792594,1.405459457511352,1.3041424564212811,-0.914748749840738,0.7865563064177163,-0.5610610291585963,-0.07611375779227655,0.038153145463116385,-0.04919466076386133,-0.682955970798116,-0.463010609720253,-0.7141376522143318,0.9367733400196235,-0.8033162243096541,1.6802064807840402,-0.8043677184814986,-0.054384668995914445,-0.8103997406552008,-0.7418870512115725,0.07402135290827976,-0.7835446965362611,0.9048925482676167,0.09938352386073275,1.2517673278790764
SIDM00627,-0.961955551796676,1.3508412013985311,1.6366048272173153,-0.983785302431682,-0.42060335797337944,-0.5378163923747021,-0.8204265257567599,-0.358683368335236,-0.1931440991619662,-0.20441253133581525,-0.3255366284984953,-0.48683195783901784,0.010939322809529813,-0.3220637831331694,0.3666473364993635,-0.9164493471131577,-0.20055418991482876,-0.8311546926170318,-0.8861879919538944,-0.40857837830886085,-0.9096024792626476,-0.8477568234913379,0.22049974428886923,0.5163487992252782
SIDM00293,-0.6863605611509818,1.175340038314313,0.4315472005348366,-0.9774840137981711,-0.8738465768334794,-0.6877792465708047,-0.5134951796590438,-0.3860851518520995,-0.01993904260821191,-0.5870751210355531,0.14607018437132105,-0.5090770362796688,0.38318174850130066,-0.5315128297214002,1.5017529372012404,-0.8246189897453762,-0.5869006105117816,-0.32168454513472033,-0.7837491710724921,-0.347017041292777,-0.4088698845686066,-0.6738767846672304,1.0963622081352318,1.141584172269967
SIDM00274,-0.9871920813311508,1.1628087636694586,1.3689417304555487,-1.0016574907596874,-0.8430591847920599,-0.6070343559769152,-0.7508897859614733,-0.46544167193743097,0.0101128064201063,-0.7876156953842319,0.3716340827822641,0.7801556223390502,0.1694145638395427,-0.7230389438315701,0.9993267633471269,-0.8465860099357756,-0.5504481544145098,-0.8611292161779747,-0.8791864324666717,-0.2551975719636774,-0.6386878738963041,-0.7205091975924195,0.730446803174421,0.8637861156790305
SIDM00544,-0.986880918693133,0.8222563234971897,0.7117675463374813,-0.9210848237716281,-0.6046935014709081,-0.4648404132798268,-0.7422259680924475,-0.3015956374833243,0.6011815811896304,-0.321735380790738,0.0671614190873295,-0.18303566909779392,0.11929975545034646,-0.1231647442675197,0.5326870256881371,-0.8575255580199533,-0.4291251322593875,-0.8845317693149912,-0.8946216695480153,-0.2175981605099289,0.3097428297066146,-0.7351119867125937,1.3181539883177462,0.7016732462813097
SIDM01006,-0.9773704295817927,0.809227760310218,0.9902419391412676,-0.9320138531462749,1.890876936646397,-0.5882696116028068,-0.6360378695509019,-0.4511726138656911,-0.49597841457299213,-0.6586730376199383,0.01644255635091626,0.5818279113236697,0.918334883363145,-0.7371035682125788,1.1240533357823874,-0.7784557301860967,-0.37717493276511166,-0.8141723374060503,-0.8582405778915476,-0.24166907578251637,-0.7248249643481072,-0.6730819837364492,0.22478911161017323,0.606242534589079
SIDM00302,-0.9124742377520192,1.3675711171917904,2.290247238468189,-0.8769454304001361,-0.9402705616201965,-0.5826522381869846,-0.7599467850222208,0.07438220927495862,-0.1469558485315347,-0.5485747175839106,0.0816811293136772,-0.8015987336789026,0.011092385566337976,-0.8430948721388771,1.1529292732059409,-0.870675191324101,-0.48026752511061427,-0.9010239296616528,-0.8346105063229277,-0.2086341363390347,-0.795801787529818,-0.7342939042857789,0.7801559315502304,0.41745362542514797
SIDM00549,-0.9429976387390742,0.9076895902863353,-0.7810186779003682,-0.9081773890540535,1.8182413491812972,-0.49807663561153503,-0.6062195651262303,-0.5441214340554024,-0.7975260177355085,-0.6375673390622407,-0.09733382726830118,-0.8212026301321174,0.21265261992763526,-0.8761414021571451,1.2081123708388672,-0.8312805752917621,-0.2356694119107881,-0.6109849609761047,-0.9324574784059538,-0.20451538329242863,-0.5869973743389397,-0.6849099660834638,0.3418707675306413,0.43927491160772003
SIDM00292,-0.8457053856833947,1.087446228141864,0.07941513113948331,-0.6914631721976501,0.30230790687392445,-0.7273603707373396,-0.71874739211327,-0.6892979344102056,-0.14930171247525795,-0.7535005754460459,0.020750206543713078,-0.6752251260758276,0.7288313423204348,-0.48509385091498386,1.5678659532461534,-0.7455801070865425,-0.740498622386587,1.310959126432951,-0.9362311269956962,-0.6029043896385411,0.5781424211560183,-0.7876667817133238,1.0779626668403173,1.2559994333543048
SIDM00623,-0.9647275901929699,0.6018563723555507,-0.03360846817443356,-0.9402987260725779,-0.868103310054512,-0.6188252268803973,-0.7033316115605736,-0.5418706203153383,-0.873273585814249,-0.6336795099253821,-0.4194049896114208,-0.8309299997532323,0.26969180395636694,-0.7859307030469009,1.1868070487411169,-0.8445759796621977,0.02029116294302385,-0.9198887943086841,-0.8842822283585563,-0.3872722883322278,-0.8095401906225818,-0.7559967932655574,0.39993001068075035,0.26174905736668413
SIDM00638,-0.9378895051526258,1.2045424886783664,1.1979515623563972,-0.8839746834785047,-0.8142427338836791,-0.5975498123873458,-0.6604015712042071,-0.3169545006352259,-0.3862126396992039,-0.7440602353116138,-0.06983202943949646,0.6928888819300645,-0.10118839622659763,-0.7849233949293851,0.7627535005923203,-0.9169073872841179,-0.43857861093155776,-0.8786357687922821,-0.7577320464508964,-0.19582780763450586,-0.8316476881538252,-0.7185991710528122,0.6778419040101266,0.26530812982679103
SIDM00527,-0.9868868621990129,1.4690268092063585,1.0423745645658393,-0.9325297554569091,-0.5861078655485454,-0.5801409341411704,-0.6746255447166961,-0.3672026261241831,-0.6096777433133427,-0.20630312842524837,0.0702061977424876,-0.8610967508777868,0.22769378841831975,-0.849693686003089,1.2063108461552863,-0.8708365791667764,-0.3382585261592907,-0.8750225048598304,-0.858596807880448,0.01387416554851167,-0.8669691224717601,-0.7617052219117243,1.084549359321432,0.7620676163510162
SIDM00976,-0.900163054624527,1.4408046310351812,1.9350117811027665,-0.8909849228151425,-0.33943813575151316,-0.6980865447080854,-0.6855363738818157,-0.30137420985850655,-0.22747723056432512,-0.3128926646389161,-0.16865108498321105,0.5111189909317918,0.08871553856690663,-0.5539452634148675,1.230579216164539,-0.7974770469357176,-0.248616573373785,-0.8356925342185695,-0.8464383552211429,-0.2540998278835529,-0.9100450525152101,-0.4523602630211901,1.1676977967224516,0.4627532612646801
SIDM00316,-0.794115839927279,1.7178850179209721,1.7942271773640404,-0.9190397227318493,1.3052444210819876,-0.5526671311135235,-0.6878342324772097,-0.20644531425535256,-0.08650059993111361,-0.491298128039288,0.01350186953468513,-0.8421333071920702,-0.06550707828496373,-0.8414790735237588,1.1480284568859636,-0.8525211908024768,-0.48609175526315895,-0.9954776937468902,-0.7634451293696337,0.14312575665478017,-0.9098077164603945,-0.5803680950441493,1.2325975826202764,1.0233327583239784
SIDM00326,-0.9031907092384724,1.4898377814382782,1.6771863805187928,-0.9656236650073808,-0.2413287464643343,-0.5412226344615543,-0.6282920834688007,-0.22674859209028062,0.10655165839842273,-0.4674011604494469,0.05342605622991563,-0.1757392984340378,0.06370054928255052,-0.8560897108017673,1.7916263553377287,-0.8698531689660083,-0.38117324205767145,-0.9540614378040229,-0.7384201861596784,0.357392251275007,-0.8952004411797275,-0.6737905519500531,0.509481257746121,0.19530918257533564
SIDM01093,-0.9098241971956045,1.7200960965970555,0.622118288704433,-0.9436379748450415,-0.6770702802789867,-0.6866703324563577,-0.65009308935977,-0.3345601443014796,0.24304038286641313,-0.6908583097343753,0.2388912599998345,-0.13853659142894384,0.0588830647688859,-0.8418247650851259,0.9947184033827967,-0.9130701095387962,-0.3074021149300806,-0.8151373246743924,-0.9218730201426135,-0.10530969492154622,-0.8500965732396625,-0.7663608313917966,0.7280247301423518,0.27378044255455664
SIDM01098,-0.7877401360922808,1.3762080103153485,0.7719655317554224,-0.947044924398015,1.8445348474985057,-0.5425812671323208,-0.41940261223621605,-0.48996921063406607,-0.4250708354919495,-0.7058131081524393,0.02947216169311183,0.4369872318358728,0.27197961883569516,-0.8580587644688705,1.2065257400277143,-0.629636949964797,-0.09085376915299119,-0.7455522898433852,-0.8582402663283414,-0.14322176652035346,-0.8953627046390602,-0.13820327010098735,1.776484582764851,0.892251868243522
SIDM00424,-0.9639601674553951,0.8080075410869171,0.04332008827999249,-0.9078905407283747,1.293240746518331,-0.7147758657982047,-0.6960786880999548,-0.5677788868423039,-0.9109576452333547,-0.5759660401947604,0.2760929543549652,-0.7745100860567216,0.3482731195435289,-0.7266347000471656,0.9863943154438349,-0.7794810305709101,-0.07593779901314594,-0.8305686810918741,-0.8495671489316983,-0.1349980954139436,-0.8063236825289058,-0.6353592682055853,0.22822224830425925,0.39390399392992037
SIDM00973,-0.8980458375522207,1.231464443579932,1.4808294766414138,-0.9841903949705737,-0.8755553113045951,-0.6483626403421008,-0.5987352770251637,-0.49431690414160095,0.03631075670064247,-0.7146941303858528,-0.3420887372158552,-0.7431093990254575,0.0595420184122071,-0.831989843572584,1.311392043318855,-0.8216445899889435,-0.28166925987171076,-0.7736121738364119,-0.8166782645118886,0.06780740306308977,-0.7636472769988686,-0.5460620675472678,0.5442925317927535,0.45689535329901465
SIDM00411,-0.9392706564672291,1.3155906981161352,1.1124883011524416,-0.9880809433860351,-0.8474839591368374,-0.5699605132322725,-0.7009884798234347,-0.3546209384716436,-0.4640194702451656,-0.7990223969124631,-0.20313928017109978,0.39825739659995196,-0.3859088116647003,-0.07802271731615909,0.5846572316924419,-0.8421372379499201,-0.2332543734216123,-0.9072041125532477,-0.8296206995906783,-0.09535523123286475,-0.8124577411811059,-0.6963233495050877,0.14194699911273895,0.306674601866928
SIDM00374,-0.9080392147508776,1.0360138021638008,0.45134106898889614,-0.9405922745498946,-0.10080130102209753,-0.5916385117225559,-0.5604541267817253,-0.38014649204085377,-1.0642891390400535,-0.6438211649673408,-0.0241111723444995,-0.7667823443568892,0.12006049288630646,-0.8938012918229804,0.8392358104283089,-0.7791371617272511,0.18603321890607188,-0.77541152766778,-0.8614477697151338,-0.29852582201248484,-0.7502857881425915,-0.4473055043760039,0.7197042665418593,0.21395852076461735
SIDM01160,-0.8895146687367038,1.1527160277013166,1.225173568925032,-0.9829040878080096,0.22277986728489468,-0.6560831484137042,-0.763932378275685,-0.29270062771930266,-0.521681873829494,-0.7619972503660386,0.0013353895797006928,0.3806869840995747,-0.5313402292163594,0.32975490665679996,1.4375218120688191,-0.8882740145396498,-0.16729998035857793,-0.7499521571895044,-0.7859790583638299,0.11709120350853508,-0.7805326611141508,-0.8122489012711415,0.37526266941622277,0.7551155399672849
SIDM00145,-0.9491465157863727,0.8320400339990948,-0.3213035975384499,0.9945643706387506,-0.7547522197739109,-0.6245101051315948,-0.6519523006885486,-0.5484190279115837,-0.832032909415478,-0.43230519098894243,0.1457369479497456,-0.739749010338843,-0.01766924103349564,-0.8835482661687174,1.014311649657713,-0.8156698151052957,-0.21615917914929828,-0.7818820745195791,-0.8060071893260335,-0.350339624744535,-0.8085281436608671,-0.6570709190303398,0.8693507097850847,0.43027916504165026
SIDM00975,-0.9168862793193241,1.937112368618784,0.9287809230934563,-0.8880420134974194,0.8766069426558625,-0.6202421613345583,-0.634048904136817,-0.49002232821871916,-0.24088179424162623,-0.643176027711455,-0.12766110110389886,-0.5687369945207841,0.1435948393503485,-0.8562534029913853,1.2386348852455449,-0.8756039180081414,-0.3939484736283824,-0.7466560283969357,-0.7532219639046314,0.033137958880224555,-0.8184854300705188,0.7781356140637687,1.087805297828397,0.5236832667248619
SIDM00971,-0.88070502357678,1.0936364486836123,0.6881717258271954,-0.9992839964154759,-0.8421384801559838,-0.4174944900546738,-0.7015710079030026,-0.10658900938462061,-0.2704502832631051,-0.6966910179096862,-0.16028319272045516,-0.8423659688858095,0.09435270125150486,-0.7389960894266183,0.7215322194861112,-0.8459492720452536,-0.23492013430921277,-0.8477016981212682,-0.6773969374611009,-0.2616243172154202,-0.8795474955174172,-0.5553820804975166,-0.1427813875791043,0.17487228876023728
SIDM00251,-0.25259843313009084,0.9139981041487264,0.37389248298128214,-0.9228497126016247,-0.7159951159830307,-0.5927594590514359,-0.8112792947701726,-0.563328258987394,-0.02997469756922634,-0.5355109544018412,0.16051080275675778,-0.8338868117144022,-0.13197622879451792,-0.6648776521672606,0.9254563475110267,-0.8603451556452333,-0.18181399758970926,-0.7660179258325106,-0.8622686833490377,0.047556167527227564,-0.7678257974469673,-0.6454457920598633,0.7636016319457977,0.5338747643734475
SIDM00412,-0.9064107943244906,0.9774247505627083,0.04544156962782486,-0.9261289027817889,0.6163679448902809,-0.5919444272471043,-0.6043778353256359,-0.5928780963300099,-0.7168238344790527,-0.6173615945195823,0.17275811657380127,-0.83945281253103,0.18447916035470885,-0.8845686517321688,0.06439144228578962,-0.7582391378405442,-0.16695438324439466,-0.7568353513181809,-0.8783992422558954,-0.35795692259887685,-0.7837191379739127,-0.5957250692964684,0.25904513171050036,0.19619094405844775
SIDM00023,-1.002616761892092,1.1347391577001003,0.5960723864242002,-0.9776125515110765,-0.922686469996217,-0.6016657835788249,-0.7518680344265755,-0.4714862898189046,-0.19145882954777832,-0.6006117410970504,-0.05340596225034636,0.23676334531864224,-0.11791201930829553,-0.6416444971036869,0.9695491334119614,-0.9073684509148598,-0.31728591101649756,-0.8367872678007587,-0.9017367041332293,-0.4555057628029146,-0.8670702579856515,-0.7158070934670158,0.5049491012179144,0.6114362205002665
SIDM01198,-0.9054345176446321,0.49506150717224806,-0.2904640189133757,-0.9964394137997662,0.6385174028777943,-0.6368736130297833,-0.6420009253302912,-0.5868204817306362,0.1170180804675953,-0.6527049840210831,-0.023884923228891124,-0.7665626588025667,0.04581519787342529,-0.8215362854031879,0.9572107965800501,-0.8419860842040864,-0.31771498714354157,-0.8151991967401355,-0.7714985434770196,-0.30432658923437694,-0.8390805173106227,-0.5854800483486094,0.514492335100297,0.3526616027428433
SIDM00441,-0.9190745868366494,1.008286822982479,-0.6669964314879032,-0.890618762986776,0.9841198609978247,-0.6757998763380589,-0.6992740607543146,-0.5676661907257593,-0.44811671877880566,-0.49405349169576535,-0.08973950222679516,-0.7637778427700709,0.05228797386153043,-0.849133758328883,1.5515740466367949,-0.8415625125052747,-0.13102401792314536,-0.7346319276583185,-0.6985068162116987,-0.22089936587179015,-0.8158832156054828,-0.5164147402966043,0.14112119654436325,0.3104755803703937
SIDM00388,-0.9660759383567888,0.7845332638250075,-0.46925297472700855,-0.906943778026682,0.9145563208046851,-0.5853115462681155,-0.6384779090268901,-0.49079862366427346,-0.696966589835434,-0.6113568783496519,-0.03278693401384252,-0.7350564827531609,0.33145355396820914,-0.7619599142358143,1.2882056688199097,-0.8242349059153,-0.15058026595856167,-0.7050370466165806,-0.8061277915082985,-0.2506903311787375,-0.7442711623422695,-0.6354623494446968,0.5777628465242497,0.5282841131831562
SIDM00417,-0.5230766133377089,0.6815389765540913,0.5836186091515698,-0.8891757338511819,1.626530937794506,-0.5674351196119147,-0.6218811995989393,-0.6442007794216387,-0.9587820280620243,-0.6174681142012394,-0.06725006507790579,-0.781365214913496,0.37888848872375197,-0.8560916118096059,0.7355671434628429,-0.8192714156951839,-0.17416646055095178,-0.7855649052697256,-0.883539503419384,-0.7120995101555112,-0.7134787253139525,-0.7454171469689166,0.9209861410672715,0.1515168308658584
SIDM00416,-0.8681968285554215,0.47796392487632033,0.04604040254947289,-0.8217000266448096,0.9042843748975702,-0.5504765950793619,-0.6077626274036854,-0.5217226877214957,-0.9326939916866963,-0.6864186274234487,0.18509717005232224,-0.7593287191436802,-0.15740121171073235,-0.7739552542400497,1.151865235245913,-0.8036798883698422,-0.044803104817454524,-0.6255600803915544,-0.8766551988542767,-0.22998291189325257,-0.795253173425974,-0.7807575536748567,-0.01043027624586115,0.36786340239599546
SIDM00974,-0.9480969566424741,1.682923013502577,0.6917273178356099,-0.9336270407045468,0.5806012069831926,-0.4967443658377495,-0.4638735451571193,-0.3682044099202868,0.22721106365715532,-0.6956517713202434,-0.20752627252954575,-0.7186789378758512,0.5495045821184432,-0.7723108336514108,1.0382283591924804,-0.8632341513210372,-0.3313830908285543,-0.8166616976096798,-0.7810083122442872,0.15284108114690714,-0.8256479276137452,0.488360238887134,0.8623185461169004,0.6696213530210413
SIDM00833,-0.9786258870055253,1.1732299623983276,0.6026902289901817,-0.973710825362063,-0.4033232277335992,-0.4803197405974427,-0.7214157857722003,-0.5568015118825828,0.18185092676232587,-0.6902992260743134,-0.20465632291836797,-0.8903770426312665,0.006473260037645588,-0.1576014740896368,1.4599703546411507,-0.8353354169230298,-0.1014269287350836,-0.8825180102384246,-0.8292683825936367,0.5908868964077955,-0.5585830193925798,-0.6452233141544839,0.11819775801170367,-0.01493940372646321
SIDM00562,-0.9519806094251712,1.0116697986664738,0.19170695764928494,-0.944371219528872,-0.764765957753536,-0.634616163996494,-0.5996587084521788,-0.1902272888206069,-0.689737237178692,-0.44331664192133596,0.22484498523330348,-0.7825601808674996,-0.18783570452472464,-0.6710886052260203,1.1384048108650364,-0.8166432601211601,-0.39524859108811927,-0.7657672650862732,-0.6139179913721307,0.1171079045837831,-0.7993912067672003,-0.45539478130603994,0.16491572730054777,-0.012224147632018675
SIDM01102,-0.9075083347064713,0.9051786798515417,0.05006100934654399,-0.9031091041375853,-0.728921795342836,-0.7449699602477553,-0.6783224484603495,-0.522378829532236,-0.755295101397872,-0.5641495619663323,-0.3220579879518746,-0.7870135264711285,-0.010257465373886804,-0.8014318125517478,0.9041691118690848,-0.9249342997916739,-0.451185259850726,-0.7200901513033471,-0.8362440834418303,-0.3463396764937174,-0.8450636031279425,-0.5124168569353823,1.1160094663001376,0.2906695669293019
SIDM00418,-1.0010267499977796,1.2812687319391571,1.6991282032460264,-0.9393816505345177,-0.878880221125206,-0.5112203493973299,-0.7393370099797205,-0.4265215300840603,-0.33011102850474017,-0.6531218558064762,-0.21174680986937902,-0.868639987528673,0.30815644054905006,-0.7476637751334706,1.4258772154722839,-0.8180662755576871,0.04646752111088151,-0.882474415554031,-0.857972245024019,-0.23495659491722423,-0.8377311860978905,-0.6305121712085281,0.2716992047679579,0.49571374116480243
SIDM00841,-0.8732394006044002,1.366543173887965,0.20711277818773322,-0.9933080594716446,-0.7263652503048373,-0.6782591292451722,-0.46821488101583236,-0.6601307589896452,-0.9450491987670387,-0.2115622017227764,-0.016150151486515368,-0.8103456165293873,0.58383093790348,-0.7252653244329422,1.2626001075131674,-0.8123725473225628,-0.02100804157961109,-0.7362711185746973,-0.9036078230111415,-0.3685994069439492,-0.8318300074957294,-0.4680699012266396,0.4508154820017215,0.33278377843805906
SIDM00260,-0.8801059611636336,1.120115547146776,0.935907407048433,-0.9480519901703621,-0.703236135037142,-0.6605102318238026,-0.6836858002787786,-0.5586916381770308,0.914270733535637,-0.7037515088208733,0.8353297360366191,-0.783735693898129,-0.12187011727240797,-0.5352682393490288,0.5278472278101304,-0.9112569052413205,-0.36551486520499377,-0.8018341541758629,-0.9007045089189151,-0.05190465602796548,-0.7963782537809133,-0.680434349570042,0.990716694824092,0.21521643565393186
SIDM00111,-0.9231909264847402,1.7175972206179806,-0.05424242004154865,-0.8982800058704465,-0.876264456247347,-0.5526813769612843,-0.7369706020496412,-0.4810605550021265,0.06917620721891188,0.1746508496482534,0.33577193607752054,-0.31019428813582955,0.2652318377074274,0.008309579206712953,1.1552080189838536,-0.8568212119628609,-0.5266416169417911,-0.7403210591469344,-0.8338211117524049,-0.1940413512058534,-0.8142328762672197,-0.6758196680679339,0.6756499328353105,0.9895599167259879
SIDM01179,-0.8954927489830143,1.3199811785167856,0.7946811115441605,-0.8870846781515651,-0.6329960170483395,-0.5012247498335693,-0.7110785602118648,-0.3767921221442028,-0.30653887655800827,-0.5444745169534747,0.11265369517338815,-0.8254972707933681,-0.11153761271091746,-0.7879817785015709,0.4238932738875169,-0.8211098655387477,-0.1942656723309423,-0.8002432482159119,-0.9137123126071508,-0.09741116599387599,-0.5137287688652588,-0.6076009555358863,1.0389728422007534,0.5590181411378263
SIDM00351,-0.8606891618973423,1.0863115371694037,2.377374243593158,-0.9268869309631098,-0.8743820732766167,-0.6097407513225838,-0.7675917757643383,0.14542885963093005,-1.0710515466323198,-0.7562319034863862,-0.2911758275793946,0.467334275590675,-0.23396102714390193,-0.41261617946838425,1.0044328803271843,-0.8498386518023703,-0.25997371772698463,-0.857846389601108,-0.9402740460933575,0.08283487834303556,-0.8903574426172542,-0.6644245634170066,0.04314125564653086,0.2499849254986319
SIDM01205,-0.9213408241702099,1.1092590929004442,-0.8315626308381,-0.9417246790843309,0.7125790780790295,-0.6889757656836248,-0.5947834820741977,-0.3771621106082554,-0.7644783834388365,-0.5919407163060245,-0.07655636341519692,-0.7643691294621425,-0.3404084337399781,-0.8512302525172523,0.9945977736307342,0.6234570431885308,-0.33381916365380426,-0.828620783557121,-0.9303872448405093,-0.43185134618206644,-0.8153287359569729,-0.5527501975796172,0.6098126626177337,0.2754518138720332
