,B3GNT4,B3GNT2,ST3GAL6,B4GALT1,B3GNT5,FUT9,FUT7,FUT6,FUT5,FUT3,FUT2,FUT1,GCNT2,B3GNT3,ABO,B4GALT3,B4GALT2,ST3GAL4,B4GALT4,ST3GAL3,B3GALT2,B3GALT1
SIDM00299,-0.5181522913414184,0.7921175388816185,0.43827673291701363,-0.4612906501210213,-0.7749719410077069,-0.8330712019556553,-0.8702577740249734,-0.8649802217398341,-0.7803375817664456,-0.7423986311238505,-0.7673073404111369,-0.6937018400535663,-0.46419051568878655,-0.8025242060707212,-0.8894342535672293,0.8197385613237617,0.8027901489327107,-0.6181287422959443,0.7187673668652127,-0.718877034284815,-1.0046345522141287,-0.9426695895734122
SIDM00308,-0.7205690732332861,1.7557114817384467,-0.3158033789318855,-0.5634223427863831,-0.36173529754260475,-0.8120391041717482,-0.9227366810959804,-0.8881164530054525,-0.6222626192583481,-0.7303112183176179,-0.8046848814981108,0.21328328721440143,-0.5657388598833243,-0.8291561260400163,-0.7903772209255939,1.1906762878711055,0.7999043873763567,0.29148511749991224,-0.3314484226949588,-0.5508206108639676,-0.9620309957004911,-0.805548419219455
SIDM00227,-0.7462212432480024,0.34410109276112333,0.8441815492784436,-0.35658975689708244,-0.4222461046893575,-0.5939385711314832,-0.8978037956568534,-0.8336022426545213,-0.7229684647960537,-0.7319632773444404,-0.7964392435790081,-0.6862950113136864,-0.7041312612553307,-0.8421419579956597,-0.9321678072994959,1.1089992166538063,1.0620857771816916,-0.47771140938564627,0.5535195730702014,-0.6557545984780051,-0.9944595813089605,-0.899237681280202
SIDM00294,-0.11975049653186623,0.3515346359232343,-0.7602200269784926,-0.6466639140151091,-0.7290222935068916,-0.7497064146252012,-0.7921055960185456,-0.8062051656486268,-0.7947561246170339,-0.7193282486626138,-0.7907138481686294,-0.10223439239032306,-0.5982272199096549,-0.836825752318256,-0.8664251128446848,1.2951997148425958,1.243207604509338,0.26906435928582995,0.13507957520873107,-0.5456466242948198,-0.8720880264538776,-0.9008866449930122
SIDM00677,-0.4626332199701562,1.5378217382180708,-0.6517028993619168,-0.490844202924436,0.25319099409983525,-0.8362894866968966,-0.8391622603492903,-0.3784808877212934,-0.5585451930150543,0.8782606227974548,1.1782329180152324,-0.16653358178737476,-0.731458909256295,0.7434366742162878,-0.7831194410496003,1.556147481215223,0.6463483198428974,-0.31842933396310713,0.41096809085620456,-0.8124056934264936,-0.6196758752856844,-0.9215108924277137
SIDM01220,-0.5999620524480457,1.1749935474086204,-0.7349706576218163,-0.423625827431285,0.09265803240949985,-0.8330639082025613,-0.8567866508671531,-0.8227431105222128,-0.8065853132116757,-0.7001120663659561,-0.7875824430406362,-0.5953230997482931,0.7594261282794673,-0.8038047111565502,-0.8417005145572902,1.327825838528621,0.9213063937157475,0.1333825902363685,0.7570288350171571,-0.49989234319432924,-0.983140146558816,-0.9197303830005891
SIDM01259,-0.7875623408510645,0.7035813799771651,-0.651773536756839,-0.6407639015075379,-0.7777386283311907,-0.8203108808987792,-0.5845831347754759,-0.7976460223963395,-0.6570808343755691,-0.5645248912347545,-0.863734088975098,-0.5819060438177045,-0.7367891639997087,-0.7354880933572436,-0.8700860075693615,1.3523827084225104,0.7397012646379068,-0.29942526807554104,0.8158242623334695,-0.46599657293753677,-1.0196178628937342,-0.8851088187388559
SIDM00680,-0.45717911019041324,0.8129728416539548,-0.5656180397824098,-0.5787430576571087,0.011693534097107905,-0.8424342398283494,-0.9247371653690559,0.40870455337632744,-0.9028665792858778,1.3885320920926105,0.28176262674500113,-0.06157570883670657,-0.774846796856474,0.5820197182663955,-0.7689075277325025,0.9403797410811483,0.6478300836396912,0.39327455494550273,0.3156446008141213,-0.8337820649847064,-1.0830926669320347,-0.8735657595928459
SIDM00346,-0.5814368568692232,1.1184336080255435,-0.5799519442512541,-0.6175987820707439,-0.27018835530142143,-0.8826616511670788,-0.7471805189372672,-0.8358078445694767,-0.794392664058182,-0.5952275683238378,-0.700264860127507,-0.16076701310961827,-0.6635569567872085,-0.8773322580070085,-0.887123494887238,1.2172823653441283,0.5667393648009976,1.4595028716680056,-0.2168873106433591,-0.633619671499234,-1.0563895797663383,-0.9459543250482557
SIDM00129,-0.7620132017264479,1.1357857767213537,1.3298743243281685,-0.22944401311437274,-0.825074166868063,-0.87224932172941,-0.949375145569383,-0.786518921453845,-0.7061730398490742,-0.6827129522211235,-0.8957599376031644,-0.6822199866791818,-0.3126638346347069,-0.6991842605874965,-0.3641954441415214,1.8170951048050163,1.4151314381169664,1.615492059825461,-0.31379596918893243,-0.251000008698937,-1.134063194586883,-0.9018724336684381
SIDM00627,-0.5514239424132742,1.2423374078102856,-0.4635365543362295,-0.3874414977433162,0.3718559435988432,-0.8933240980462618,-0.9220404234456395,-0.8915976226574079,-0.8605962920510519,-0.5863571979580969,-0.6795425884122775,-0.27569859950784914,-0.6832525636601828,-0.682229199526818,-0.8252781232677958,0.42140986040486933,0.3117065072369055,-0.11534579499445433,1.465151175767822,-0.8423300520960391,-1.0893510846097745,-0.9697346359767097
SIDM00293,-0.21729393659533747,0.8387295678915089,-0.5139241064943186,-0.597646261260995,1.1449602598267938,-0.7982434966939488,-0.8426394747020954,-0.7883904790223313,-0.7453501184285457,-0.6757977818756905,-0.794865721475431,-0.030055048571487504,-0.631272070884235,-0.8513177351541349,-0.7439180760565463,1.5389735553258561,1.42672480439259,-0.2967844802630964,0.5387979632348766,-0.7508408412357803,-0.9797955515800884,-0.8749196352530387
SIDM00274,-0.4540487318460677,0.9569842720586519,-0.460948129291224,-0.57667678998059,-0.6543281925585998,-0.6871664955820875,-0.8548546064370119,-0.7524388823787902,-0.8836708794676914,-0.7645991868815787,-0.8176926557092251,-0.5169148310917908,-0.06777072727841457,-0.15432298771473785,-0.8317955272543439,1.3988079466903531,0.6928878919347655,-0.23805745335087256,0.6833839827158403,-0.8255630913897584,-1.0841593206743918,-0.9415921350517826
SIDM00544,-0.6243325145998382,0.7357545352331508,0.9952997154264294,-0.6973258448696336,-0.5568149967158758,-0.7442345497963769,-0.803454498219235,-0.7450331972496803,-0.822575897867184,-0.7497102612598116,-0.768010664457763,-0.5087287882304112,-0.7858824434427691,-0.8455717151106729,-0.8827482506166042,1.8406199241335492,1.509255595863505,0.020539974091101726,-0.27806453918167073,-0.8338252585732441,-0.6860333112547015,-0.8478545862902792
SIDM01006,-0.14664730446096563,0.8810746431683716,1.5024451574216222,-0.40925208512306566,-0.8114437660992474,-0.9013371918735664,-0.8467392813018904,-0.7978768555578271,-0.7764146041645975,-0.6556555716780234,-0.7532227137027561,-0.49383942608725173,-0.7236949966911632,-0.7853001693820245,-0.7562923673417768,1.9139323469542318,0.23385406354338956,-0.6487134350555573,0.7870587206389058,-0.7696979544511107,-0.9937411111169331,-0.8382407815194374
SIDM00302,-0.6260860120108964,0.9413171380979605,-0.5334796611702982,-0.40176142032628553,-0.8044751133423412,-0.8132575432525515,-0.8529683750002801,-0.7883241383549546,-0.7599704068132144,-0.6423971359111578,-0.7112570238317465,-0.5820831781458726,-0.7294902898206813,-0.8376069057763099,-0.8601715133608007,0.8857462984360387,1.0062216985045729,-0.01690222420494686,0.24984628732011172,-0.7166900038213805,-0.9556763601880462,-0.8941863840500842
SIDM00549,-0.31889902242916823,1.954515239240918,-0.6511758455558618,-0.5456665290538597,-0.6617094226892676,-0.8385450995751034,-0.8359905040038,-0.8157399970960759,-0.7864373026213582,-0.6360880170146703,-0.7861581664144147,-0.5468033995587293,-0.745938037421704,-0.7758004818742835,-0.695978303203805,1.1461348877161668,0.8333377897255653,-0.25580003686936964,0.16726173804595335,-0.5390267295007544,-0.9511883838963238,-0.8660776445185627
SIDM00292,-0.5381659086425022,0.6145811356110987,-0.33247079959816855,-0.7003805872598814,0.46831664106513693,-0.8159762183646734,-0.959126228937329,-0.8525510254959869,-0.8915119595457024,-0.7962278700822942,-0.8611894699842263,-0.3788571491223828,-0.45307597073627237,-0.8848222883945175,-0.8996066778589058,1.717466988650346,0.8103315070599,-0.2737389042708242,0.3997305283365185,-0.5595457299168238,0.5377125870666478,-0.9165006616990727
SIDM00623,-0.4713656143061943,1.7352109237511144,-0.7240814262190692,-0.3563068824851506,-0.813367920279665,-0.859814389986318,0.2738609204616612,-0.8183401027775018,-0.6650078242994959,-0.6259236696142695,-0.8143830325444875,-0.5908300019828995,-0.7169354079524684,-0.855511810114231,-0.8227173612719694,1.0592628763427587,0.6996555460383171,-0.04455298731747845,0.465222449026528,-0.6245889398869313,-0.8749270087014638,-0.8899504459588381
SIDM00638,-0.577260380569297,0.8855889248458046,-0.7205959983948089,-0.2014073194602236,-0.4833569928724108,-0.8596880045063404,-0.7642645080804337,-0.7751047824925192,-0.5936527047541877,-0.5089155261635417,-0.7779651935036563,-0.4986231053107797,-0.7375388867130157,-0.6789812410733085,-0.6223067776081457,1.2445685444715424,0.5695291519367413,0.5691256612507125,0.6931018252685115,-0.8605242634817432,-1.0304736474044423,-0.9138799927743709
SIDM00527,-0.6911983094074983,0.5968689298132821,-0.5744474598401506,-0.5640481058475971,-0.3209346874971758,-0.773850953010839,-0.8606994694090065,-0.8054459146593839,-0.6856271890791978,-0.7006640167249212,-0.7659062714231631,-0.5957062768010604,-0.7635301440348161,-0.820068556258962,-0.814732451944219,1.1470640520085642,0.6954746706549326,0.6008637008886877,0.3987322965637721,-0.6800068255138214,-1.0276042192780421,-0.9148475080886389
SIDM00976,-0.4516861078367505,0.7972762327433085,-0.6913731405580381,-0.5221035063994167,-0.2797654782474304,-0.9694582200528972,-0.8464585778127439,-0.8424937340638823,-0.7604509622229925,-0.7208551608868499,-0.8292307550246338,-0.5872062440542176,-0.1917255994392828,-0.8221147843353058,-0.6773767638932202,1.6211473096158657,0.7963015965037872,-0.22795691305611096,0.6034929691771609,-0.6327012212151054,-1.0940991564280456,-0.9295909105410818
SIDM00316,-0.6315944074840422,0.1179398097549576,-0.5801341340262823,-0.46295332651051085,-0.4604211333246986,-0.9688770424405347,-0.9023004771290065,-0.8710395796615814,-0.7714464173025722,-0.816313746252099,-0.8746095162778371,-0.6773155639243628,-0.5314008813383024,-0.7401679988691888,-0.6834088125793907,1.088855498362216,0.9770481812222362,0.12540048478711116,0.43761061955796676,-0.586826726209486,-1.038466864366364,-0.8574319636358798
SIDM00326,-0.3467789094652074,0.8496462457600977,-0.5867325124295288,-0.61056372265688,-0.6199327103896045,-0.9675751329706376,-0.888762993235878,-0.8305707974650218,-0.7401213281859634,-0.6915939357971637,-0.7724598794811548,-0.5963300856617666,-0.7609624860501675,-0.7690778220837038,-0.7211972567342585,1.0337536305189459,0.6567257238373981,-0.4321491897773998,0.4391553718631183,-0.7664946944584002,-1.100850115513434,-0.9547126116449463
SIDM01093,-0.3706437290133658,0.7990437940878182,-0.04508654158515514,0.05262021943570582,-0.2937211013235026,-0.8426110856338449,-0.7816380107174069,-0.8213737260826333,-0.577346961510709,-0.6813737568072753,-0.8593979359090729,-0.6115775790420215,-0.7231769030610408,-0.8121936674512106,-0.8061881342254666,1.1328368038075542,0.6503477637221173,0.32874767531271826,0.659845609906144,-0.7020852380527812,-1.0449607844968307,-0.8925808252321491
SIDM01098,0.1256913022751781,0.9183534403547087,0.6355473118223485,-0.5783154233948931,-0.38455001071222356,-0.9672072619897735,-0.7191019233844141,-0.7422775775217089,-0.22924415656552813,-0.6953536659742396,-0.801307962350915,-0.6721536675541907,-0.6220466680826237,-0.7976195405869687,-0.6240611765251828,1.1941353131444261,0.95009870099748,-0.19822313227810384,0.8419727923381555,-0.6165889228772853,-1.1589085485947337,-0.9573353995898362
SIDM00424,-0.5810024128925649,2.1219613581918977,-0.5733978772161095,-0.5685179227552752,-0.8663862796854996,-0.7735745173468952,-0.8412127093898866,-0.7744221787056428,-0.6103836999257531,-0.6836472623471206,-0.7532096893763053,-0.5633624823462698,-0.3612500964024358,-0.7395311642385498,-0.6782695544383268,1.46491709615736,0.3401713147030342,-0.5920233859141865,0.31034510626744066,-0.6692520637231937,-1.0745478475364962,-0.8345927213369551
SIDM00973,-0.5267579274440165,0.8509004214546663,-0.1737736482333003,-0.5068276356577214,0.05230525604493389,-0.8065552221331082,-0.8364179045602119,-0.8411433647894926,-0.5948972936710583,-0.7286398384163251,-0.7265415247758643,-0.6778885038326548,-0.6413701286598555,-0.8088337166674429,-0.7463821066451413,1.6156867554773655,0.8732100896962207,0.42898037496932917,0.5593079967490064,-0.5592619552959648,-1.0017970576224742,-0.9368665375403491
SIDM00411,-0.7483805244826783,0.9570394179764504,-0.7514290647808607,-0.6599869276670689,0.49934028702689515,-0.8817245902895966,-0.9975655336033632,-0.8893853074177503,-0.7210741110027568,-0.6452733472353555,-0.706536128560902,-0.5571422995298637,-0.5590787316007673,0.8400845109580121,-0.8695595715931752,1.0850576439821467,0.32796441830720763,0.8286897423855851,0.3892815476204314,-0.7771034011569333,-1.1026082045813237,-0.9238970642783918
SIDM00374,-0.7222458568682573,1.3870690086692123,1.8378163396196006,-0.5030459818483038,-0.8250253272997543,-0.8229073014066739,-0.7270548510171574,-0.7920564470998097,-0.4972110779620564,-0.6665398147164561,-0.7648658446409247,-0.5822506689252445,-0.6411692867838509,-0.8020066552541766,-0.7395291555840192,1.0282480633842244,0.47633860936005445,-0.5777622591206639,0.49132799027975577,-0.6580907334649013,-1.0293089816440333,-0.8766258220273164
SIDM01160,-0.6131522668847432,0.9153839377766311,-0.788011280651394,-0.6003421115109082,-0.23841635080775922,-0.78621628492208,-0.795878384469986,-0.8506354788263408,-0.7044597846866162,-0.1274579433813427,-0.8872897709930903,-0.3553791586899351,-0.6210441166465975,0.10762466912439558,-0.9139489199183607,1.1734667993263332,0.5610954363508768,0.6507255397973377,0.9314706678861479,-0.7938620497106696,-1.0861771870028047,-0.9115430037726556
SIDM00145,-0.5169016122983806,1.7396402557955717,-0.40864219216440595,-0.6014113908397382,-0.6777889064514312,-0.7290165446308382,-0.8716108776335701,-0.7684812552153936,-0.6578278929465473,-0.6022972276836651,-0.7338438406991135,-0.5162379721582083,-0.7691556883267646,-0.7858149984435289,-0.8250967814662694,0.8891408114155365,0.18324031409882394,-0.3607291637325934,-0.20627167494954307,-0.7585869965150016,-0.9731881557575457,-0.8447891983419137
SIDM00975,-0.5704252188944816,0.9582582500051602,0.2502028425579714,-0.5895115708374178,-0.41534103189513644,-0.932432294355953,-0.7692583347080995,-0.8101215798819162,-0.6733209452623361,-0.8117734446157033,-0.8340435832622638,-0.605088958070768,-0.15331044363419835,-0.7606060777835607,-0.8650800330392918,1.0522562214158742,0.6839423229386511,1.7309342188490633,0.5012126767647118,-0.7000411689651691,1.076638244753739,-0.8804115412455575
SIDM00971,-0.4897855203096497,1.1794279765853037,-0.739681374220905,-0.5659463448326384,-0.7386850268477234,-0.8849322934757863,-0.7632275490132884,-0.7261396283180218,-0.7080922220830906,-0.41354028585920216,-0.8321484803455287,-0.5099661983424164,0.18287190246237503,-0.7769807390372684,-0.8407950825014638,1.4702470840545234,0.8778244423325274,0.15434849096675526,0.22400753439367596,-0.7858090650696536,-1.0040204355898605,-0.9067125133783116
SIDM00251,-0.5408802563367375,1.1300242013471802,0.4522613229550121,-0.6007299726045672,-0.2811262382421507,-0.9007257232899015,-0.8280888729998359,-0.7377970834952133,-0.5751835016147041,-0.37262674903251986,-0.16905061449399988,-0.26763456631520866,-0.6807557066851121,-0.788615642789516,-0.7163576224156533,1.2489021391981585,0.9390341729049642,1.1241787729269241,0.16834269849520495,-0.778091703354851,-1.0108959776298831,-0.8789574302822933
SIDM00412,-0.6048336446528114,0.9622789130719955,-0.7019200914019383,-0.20117770980659563,-0.5765542749852173,-0.5437012766306731,-0.7243739922238889,-0.7886514121071513,-0.5401014227041157,-0.6947904313921238,-0.5724804087049725,-0.603927711851201,-0.04354582550296064,-0.802189778271417,-0.684979094264312,1.2129831650346157,0.2816964726825259,-0.5392168979797648,0.5566667691025609,-0.79869420357647,-1.0850372890066577,-0.9006472459281706
SIDM00023,-0.014343202296926871,0.8613911947100151,-0.5072613963468009,-0.47516081936686216,0.09503983981591593,-0.837533496775955,-0.830086595832986,-0.7940382869881525,-0.6580886910911168,-0.6021939258094443,-0.5576774920281533,-0.21380481350041444,-0.7267907205998556,-0.6127373491800889,-0.7369174066801253,1.1323488957009473,0.6476697932057831,0.51276076752755,0.6456425076655254,-0.7886876655946324,-1.0854542205984923,-0.8908350295960326
SIDM01198,-0.6050409996074226,0.9103670740370823,-0.5973424587708308,-0.5724707499561733,-0.670295426962687,-0.9230084178816536,-0.722653093840598,-0.7245614346756574,-0.7068614752947984,-0.5134407021586194,-0.8003263851513249,-0.4195135556104455,-0.4505666072088307,-0.7847900249518385,-0.5479700814247688,1.2646206654887249,-0.2885357467668706,-0.3567992906589294,0.5196066358190415,-0.6574272738006722,-1.1005392746371336,-0.8372356886558279
SIDM00441,-0.6161578481410578,1.3874958092914504,0.7458888412384809,-0.6119334176779875,0.6677133133186198,-0.8521882848179608,0.882539638375416,-0.7736854525331265,-0.5375371979090917,-0.5294700914310839,-0.7031490587821518,-0.5340359042479498,-0.6497675045101856,-0.8113117280626518,-0.7972078273178096,1.154481126886723,0.16278199637148558,-0.18190354007939144,0.02813822059770191,0.6611161261842553,-1.0210132456109768,-0.9196199182922129
SIDM00388,-0.4842925264073922,1.0584049709768233,-0.6495228355590377,-0.5611368871037998,-0.7899053785598164,-0.845075366114482,-0.8254426094008317,-0.7512928044811816,-0.7443140891847063,-0.5636286424998427,-0.6901058611737306,-0.49027640022745744,-0.6279322177161305,-0.814172472469428,-0.7172821163803815,1.0422171231158568,0.3367742779135944,-0.40314008725269324,0.49543867930010477,-0.44214242966766043,-1.066225323684971,-0.9045675129913026
SIDM00417,-0.48846842252162853,1.5393121298773547,0.8668475894132729,-0.5732716915170993,-0.6872129564986111,-0.9771139617370713,-0.7845169455333791,-0.7047250052879002,-0.5796772647941388,-0.4625827388962597,-0.7027568908838601,-0.10716756215940712,-0.7183702453152166,-0.7205886306968363,-0.45195654670673086,2.3276475174315,0.2728288598111249,-0.5958021925751655,0.8142927149909732,-0.7398030832739239,-1.0589982328694485,-0.8647786161222492
SIDM00416,-0.41404303090720646,1.5888381707610122,-0.724462890737275,-0.5935021824999547,-0.645991747240868,-0.6812105140784673,-0.7677200667796485,-0.7375081480085209,-0.6488347036535238,-0.4692028557781987,-0.6699069419731004,-0.5938015048893104,-0.5076820976743657,-0.8977181830650187,-0.7108924523558152,1.5002384947532243,0.3242021009796738,-0.496063168969175,0.7501766290831491,-0.6993224337326281,-0.933105791521215,-0.8703117786688755
SIDM00974,-0.45429185864612603,1.0585234051000916,1.783123415562894,-0.5746375376015253,-0.4852473577990967,-0.9057848523819048,-0.7717034702432456,-0.7501075099422655,-0.7104606340941578,-0.7058765637063497,-0.7255660234217898,-0.604909801213234,0.856248063102367,-0.8080957091824899,-0.7672301038471757,0.8137805646507382,1.049328528565322,1.5578441968848828,0.8678332571820906,-0.6231181393921371,-1.02029469501432,-0.8325851292376865
SIDM00833,-0.19505779621497527,0.6789087469985193,-0.818816606144872,-0.4633709878020072,-0.3022831406533855,-0.9082744339488789,-0.8962638530448489,-0.9005179747140678,-0.7856985425865549,-0.5783302861571085,-0.3084121631606282,-0.23884851446611163,-0.6395648981071033,-0.017470878180167515,-0.8203576308720044,1.1413510585304543,0.8247655121862757,1.063094276663013,0.5984446339806179,-0.7890943420041887,-1.0716182152302005,-0.9543859520971216
SIDM00562,0.3094369577287961,0.8107252279175008,-0.5502858897594478,-0.5134289189798502,-0.6555309555850788,-0.7824223237006536,-0.724747585556781,-0.7128696587691191,-0.6108090979580928,-0.6096107684293885,-0.645568287851917,-0.15541698443693128,0.20116111772006467,-0.6961062943352163,-0.8529208083609817,1.277850936115624,1.1582739961552069,-0.05185561724970242,0.6548108217916528,-0.8051471986544444,-1.1047318355425293,-0.9088168217912918
SIDM01102,-0.5996180794912731,1.4304147192039027,-0.6312093481578117,-0.5454254652987518,-0.7967222306372014,-0.8884857822117761,-0.8515923009389922,-0.7334565721923484,-0.6038917061213659,-0.5012286267285178,-0.6822550794772706,-0.10532157399010472,-0.5494364952831758,-0.779276543013083,-0.7371287440031298,0.9644935116540115,0.4382062137756518,-0.4799976967598185,0.17191824290571087,-0.7539599363429972,-0.9643540421355085,-0.9148468691791686
SIDM00418,-0.5342525372124234,0.2553989627803623,-0.8620403802121128,-0.45873544420002216,-0.3352874418860895,-0.8228640415882087,-0.717825639963237,-0.7384013651119439,-0.562062281348724,-0.7751956768944782,-0.7908301384404035,-0.5531724970061918,-0.4362409533755368,-0.8096113811165668,-0.9275111556364536,1.4311660071969472,0.7562575284983813,0.039991483712088674,0.11889941065674804,-0.6296813259175978,-1.068389720524811,-0.940022059853557
SIDM00841,-0.5235918993401076,0.48998379296085015,-0.791439167037344,-0.5020830742422954,0.05991978025431067,-0.9175222029676539,-0.7776964557413019,-0.7609376893123858,-0.7463370982765426,-0.6085584348062318,-0.7445850349236014,-0.25098274580565444,-0.5860466890737219,0.13709109780870374,-0.7503109375272504,1.4250763395145136,0.7545278104454022,-0.31308088426356784,0.13622560808076198,-0.7467095307533196,-0.9713419744287286,-0.9052997362123243
SIDM00260,-0.4810737950441857,1.6528016015791047,-0.5468244797371773,-0.13680851840214306,0.3669206889552736,-0.8369546273138142,-0.8677290207753623,-0.7655027947567099,-0.6784649363463414,0.006973676544559077,-0.5926859595490629,0.14611024546567944,-0.7202661756627009,-0.14475871943878393,-0.7872030256551626,1.1675725503052359,0.6047786040075077,0.048261279298553526,1.5336943614544172,-0.8613121191220239,-1.0198987289571115,-0.8815310832254566
SIDM00111,-0.6655911711606073,0.9766101490799965,-0.618015201180998,-0.4046491724099238,-0.25893905149010316,-0.8300626848046121,-0.8295745897398021,-0.8005659824590902,-0.7485526757045,-0.5703178869930081,-0.769163580237562,-0.5055150305401365,0.35574302804048585,-0.7792629971486302,-0.8428169870322332,1.4913994039471166,0.9796380216565654,0.25037154776670223,0.4812363604674683,-0.6453514007857689,-0.9978735940546464,-0.8912125227683535
SIDM01179,0.4463742039057682,0.7583489408410893,-0.6396996347211312,-0.5755649549573074,-0.060434045696024986,-0.8752044856555452,-0.7910527549475893,-0.8039878110223976,-0.7366219010797133,-0.7363309807564197,-0.667340589957604,-0.5575721584197771,0.4732096383452832,-0.8338089684892755,-0.8254904572749886,1.0151715737898035,0.4157466165933366,-0.41304270112278746,1.0422184883571775,-0.8268440082464813,-1.0512546293823652,-0.8488776817471251
SIDM00351,-0.27207727724193564,0.6139618261549556,-0.6612511598531496,-0.4284963547754226,0.49470421398982656,-0.9294280609451735,-0.8127318002885449,-0.7561840872427901,-0.6746807146302655,-0.41633075387417307,-0.7607313584066522,-0.2328351631348891,-0.7586802159219923,-0.5074641306808028,-0.8358799691763783,1.123227709404988,1.120811844324543,-0.4362080791283314,0.10742818792892773,-0.8095168069695003,-1.0263935229684287,-0.8862486149808708
SIDM01205,-0.7490158860325334,1.5868774682065954,0.7202155840576038,-0.5444993852496331,0.2137425527326146,-0.9236734957530395,-0.5302253668237183,-0.7680594001164773,-0.7361191708775927,-0.6512482037475966,-0.7404404394025748,-0.5385043286009302,-0.5967518671844244,-0.7827104463349658,-0.5984686296227648,1.3416393427466968,0.3990485956740457,0.11416375509772157,0.6321902877755262,-0.5302716117687586,-1.108722297186274,-0.8610355677813064
SIDM01095,-0.6293484923698494,0.6057686059044038,-0.10305468911668049,-0.6570883144800915,-0.3297949612134603,-0.946131632192337,-0.8355695544786143,-0.6774488839708646,-0.7347383135498967,0.724157977349342,-0.7909376326194426,-0.33970263604966866,-0.7519325720787066,-0.7989200208674018,-0.8955593177401442,1.0859214282155754,1.028636754106524,-0.17346236212462168,0.6409612338092834,-0.6331499756603115,-1.0443385346564165,-0.892663172561054
SIDM01159,-0.5824188364627222,0.9359237524293333,-0.21948166896692137,-0.39835788231567953,-0.7387758079975365,-0.7009199205708393,-0.9321005566616595,-0.8093904115323742,-0.8392607465304603,-0.6904642907718919,-0.8300029201979428,-0.5894484927510633,-0.6933110104365487,-0.8501769062076813,-0.8334066016899061,0.8483772832551055,0.7446793822972214,0.08226416067353368,0.33701126854262575,-0.7085266962609575,-1.000942300647325,-0.8921355290354002
SIDM01183,-0.4670040388975101,0.5860269856895667,-0.4355692654839618,-0.6537622755765546,0.8587147483126438,-0.8312094279139126,-0.8866227384066543,-0.7392749224974259,-0.7069980325033338,-0.6309169263778825,-0.5683680173803072,-0.14672021608477842,-0.11814840351203633,-0.8145229643351689,-0.8389644228810065,1.4049441128976932,1.0029049806076495,0.47804233166826415,0.678225638394029,-0.7266335794483937,0.6994854522517372,-0.8322357740954894
SIDM00328,-0.10834753851666575,1.153096497134134,-0.5607013380966613,-0.4525893647839022,0.49090578229619003,-0.9819179589285615,-0.7990327389340391,-0.76642480432607,-0.6754367678420111,-0.618400489324924,-0.7886769028322473,-0.06364606263731139,0.049200391901978995,-0.7270122782208972,-0.7769086056948807,1.0261507059594766,0.704200667146513,-0.583094226816013,1.3047035169866918,-0.6402157228953267,-0.9576415093393664,-0.9206662744860732
SIDM00389,-0.6964467761773739,0.9648417958749541,-0.6029647149599008,-0.6061339503579594,-0.42857902686573524,-0.8711972102551188,-0.7192898086718934,-0.7887895778619343,-0.5541242151247154,-0.7344255402684058,-0.7077633771298403,-0.5793547352813632,-0.326433190602365,-0.681964734690976,-0.7843656152788223,1.0117832083472775,0.3586314271605526,-0.29314993435337683,0.1780290517701314,-0.7283927681694186,-0.9752008980365943,-0.8609608923897071
SIDM00489,-0.25025909397550633,0.7439184358711771,-0.6786023266525699,-0.5166062137390781,0.6914544574233704,-0.9445585347329405,-0.8700265396292237,-0.8095521387701882,-0.6862524142330145,-0.3179973166476905,-0.7757095592481358,-0.21930157927005547,-0.6571851816379582,-0.6130358146760715,-0.8130631051150013,1.49399829177318,1.191226932875795,0.06188480564591896,0.26398220055085114,-0.38058268937777706,-1.054236906187898,-0.9161084667650847
SIDM00953,-0.6009579850549266,1.1463837347140369,-0.7226544658401162,-0.5923874405580143,-0.8722763285134133,-0.7517187030304107,-0.8122082395607124,-0.8095814356014198,-0.6422485910094065,-0.7104306739487095,-0.8520250765158818,-0.7345473634795536,-0.7507727223226841,-0.867331333982208,-0.7232941117649374,1.220946311343465,1.0358412274235833,0.6971133989321479,-0.09853767234361362,-0.6992842059155724,-1.0745818114161652,-0.8855032851576754
SIDM01245,-0.6642003913821052,1.3521999911349292,-0.6714629140284958,-0.6125716852476523,-0.7177129910620407,-0.8013372813043617,-0.6156947729065078,-0.8029941740773051,-0.7722135683195039,-0.5868374638491085,-0.7652709277025068,-0.6130297291581612,-0.6811575649475428,-0.8661397386861095,-0.722326925759061,1.161704785769346,-0.16633949350963145,0.24912286826295207,0.35005672415176686,-0.6814781514211715,-0.9952939703068852,-0.853525934284026
SIDM00929,-0.6432594050133899,0.8246959555787212,-0.20313870983800392,-0.27340910047458417,-0.5772993502247727,-0.8333630310752855,-0.9014766656462295,-0.808071078623684,-0.8407212516624462,-0.8169980562004417,-0.8532806998197668,-0.7395674540772073,-0.6716981680862024,-0.83169685616467,-0.8317916388437344,0.9288205096748088,1.5073889387478172,-0.09573003613204323,0.9792078587930474,-0.4461182639874073,-1.0540348016972019,-0.9238681266936316
SIDM00732,-0.6907998948291327,0.5140139307326091,-0.6190368532242848,-0.46780623556605994,-0.8391410928393346,-0.8477678973660221,-0.8660793055798912,-0.8420480064413007,-0.6067887069298237,-0.7229600728757115,-0.8196007145934199,-0.7725777385599074,-0.6597354777184281,-0.859146231530698,-0.7433789457771055,1.0069393846212427,1.1272181386442277,0.23401290049745957,0.4778864465843942,-0.5712624725328719,-0.9868788157917872,-0.916207620366119
