,PLA2G6,PLA2G2E,PLA2G10,PLA2G2A,PLA2G4A,PLA2G5,PLA2G12B,PLA2G2F,FADS2,ACOX3,PLA2G2C,PLA2G2D,PLA2G3,PLA2G12A,ACOX1,PLA2G4E,PLA2G1B
SIDM00623,-0.6726866000391231,-0.7912175994029201,-0.7839566966875382,-0.8752099434588808,1.0960616059671437,-1.0139674842238824,-0.8728360406798498,-0.8215625667741893,-0.22611081706761935,0.9790296156449146,-0.9582002735315036,-0.8054330113843358,-0.6222495679221789,0.5361682621701174,0.7885038124632268,-0.8055560013788485,-0.902108539163172
SIDM00638,-0.7195302358651172,-0.83345378854018,-0.4011171562489338,-0.8655481800060875,-0.6022456268833764,-0.9347961925849082,-0.8990685917690067,-0.9219324787741873,0.3195413548968381,0.20959162194034828,-0.8593530597553152,-0.789953441818076,-0.5642293369738957,0.7423528878483637,0.7802776488222009,-0.7196636071957236,-0.9291480604326129
SIDM00527,-0.730604194817613,-0.7824493625093375,-1.014928629079949,-0.9056404350283289,0.5522067357687679,-0.9940598150653898,-0.9033261185636846,-0.9420574082945373,-0.53197950338021,1.0700826881969223,-0.8459061585896862,-0.8186851450256545,-0.7307009513154454,0.5265814827306761,0.7884506400174622,-0.7948500295737689,-0.92920631925616
SIDM00976,-0.677433855198933,-0.8029928141758209,-0.8769835053934918,-0.8743935380043535,1.7818483615914757,-0.9457867388141459,-0.7545149219585787,-0.8971180276228665,-0.4468891151901675,0.5286021484191071,-0.8191217886048097,-0.7739601580694354,-0.6803515389517247,0.24355857773219491,0.5634176751391734,-0.83008727659453,-0.939075961731342
SIDM00316,-0.7099350305976634,-0.8339598271325591,-0.9417058301644868,-0.8573374875047106,0.6877527513882828,-0.8959601931147946,-0.8746852080952076,-0.9829925657018312,-0.39018672811417343,0.6750394726555162,-0.8513184000910204,-0.81371790706042,-0.6515373821107044,0.9084426747057394,0.6475847713545798,-0.8650623270759613,-0.8999387076334854
SIDM00326,-0.629142255416954,-0.8162394763489104,-0.9497457837525879,-0.9064913997882262,-0.8526339498775838,-0.9825048198914621,-0.7889193805533051,-0.961256013547535,-0.5598904365587459,0.9349844737743471,-0.7642096531263145,-0.7824095639566784,-0.6731630414085201,0.4517924716007063,0.7093103623152277,-0.9842207104575066,-0.9515533366488702
SIDM01093,-0.6707083253990526,-0.8209880881442366,-0.699849860060619,-0.8337688163151499,-0.3452624091394447,-0.9828528419836281,-0.26040658475344797,-0.8861678010542837,-0.1661585256723534,0.6029155664431861,-0.7547572080462286,-0.7945961626886802,-0.512295928422197,0.7878073067571011,0.9181589949851676,-0.867445984634495,-0.9450272543473268
SIDM01098,-0.6238727367064608,-0.7776770400930269,-0.90014683035238,-0.8020692269203361,-1.0378434987304208,-1.019210667540307,-0.8137058352172125,-0.9086303926875655,0.15474321403869945,0.8351920889289817,-0.8727469228436467,-0.7888938180800058,-0.5393256940981634,1.0320683236134018,0.8461684845136144,-0.9819623168842124,-0.8424266778305829
SIDM00424,-0.6817739944376839,-0.7880536278283353,-0.6510899842934582,-0.7675515348246297,-0.9456744193689807,-1.03281971896319,-0.8612467819949913,-0.8719220340472393,-0.6224688161482961,0.7344308739197903,-0.5572263025079642,-0.7189848592588974,-0.6524599831555515,1.4233780407812116,-0.1294090958400336,-0.7587089129670627,-0.8803294323596419
SIDM00973,-0.6909246300359324,-0.8033281136354341,-0.9955628643748627,-0.872995932093256,0.7069793608215047,-0.9577146384875814,-0.6518402713977455,-0.9067512829363881,-0.5142368033476554,0.7774586725568399,-0.8670872789626657,-0.6897288833044217,-0.7125312891845583,0.2771866214224341,0.6014078663891289,-0.7137098485438997,-0.9701954406056322
SIDM00411,-0.7650142049812555,-0.7881678513735245,0.8390198960135964,-0.91164180387069,-0.8490195105175825,-0.9799697030264913,-0.8411952341413158,-1.0387517308416843,-0.5794684387323654,0.2538880275970955,-0.882654097091141,-0.7821652027086125,-0.5299924281080104,1.1035074900448623,0.916223075850441,-0.8957085684649904,-0.9283226259379425
SIDM00374,-0.6143972357197219,-0.8405182874383371,-0.9918402843495623,-0.8433580148782328,-0.3178266801202025,-0.9246479168324097,-0.8038723891212495,-0.8116538850988468,-0.08196082225763608,0.5319133769891528,-0.7737669152642533,-0.8012717887742661,-0.6108693590934,0.018903802106100216,0.2555409990816251,-0.785781261401907,-0.8323423578437944
SIDM01160,-0.684776077297273,-0.9041082932016473,-0.45943409939144825,-0.8599505234211807,-0.17247424893673155,-0.9743766661574219,-0.8717355793245255,-0.8054951131803982,-0.7120705940830343,0.6822976102381675,-0.8193028255909348,-0.7977127602274737,-0.6231924780834975,1.0557298988593775,1.54708905395705,-0.773711660048442,-0.8957660384787249
SIDM00145,-0.595889289250827,-0.844471530009765,-0.9208825134109361,-0.8485513501420687,-0.9499786745248306,-0.9800196023733707,-0.6842351218536659,-0.7888779614218657,0.004864405633303635,0.6879821130829801,-0.7489899893999924,-0.7674417353951624,-0.6683957954157796,1.0598782017404729,0.8336076309252278,-0.8044307831627597,-0.8737678048639218
SIDM00975,-0.6666178957872639,-0.817627062308845,-0.9715897240041953,-0.832916304772927,0.9219915213218297,-0.8694970553354521,-0.8591591821839183,-0.8185325825242632,-0.0668228626495919,0.9491236621083234,-0.8022057050086916,-0.8322564206571698,-0.7178803029014249,0.831318813837619,0.5739460518873625,-0.7379027314776994,-0.9317459633333686
SIDM00971,-0.6198935323211331,-0.8445260635276526,-0.7665165702468957,-0.8254003857914434,-0.9097063624099551,-0.9825728942163003,-0.715509852207661,-0.942932461951179,-0.10336388887476089,1.1518465401047542,-0.8219410317673503,-0.7954241909905205,-0.6149155347138966,2.054431443672368,0.9316515431988508,-0.848136265058229,-0.937195393082777
SIDM00251,-0.6637028098502096,-0.9128906459145403,-0.4396989346230342,-0.8899887621032341,1.5338289121107942,-0.9301757582948358,-0.7485771834614563,-0.8488805587177326,-0.5871950124794135,-0.10591844466749092,-0.7974714884420083,-0.787490472356561,0.9607080164169163,1.4362399796536462,0.8514999082824763,-0.6001375443260214,-0.9282594288911692
SIDM00412,-0.6638946616966745,-0.7352440476939839,-0.9758688526461149,-0.8877798119046131,-0.9990035520303862,-0.9085744405150853,-0.77452226883932,-0.9660805344587838,0.18448504896488824,0.422528946285094,-0.7792768210255204,-0.7958210684223279,-0.6904292786625956,0.8725158948278747,0.6773414608311202,-0.792477385452198,-0.9469278754763155
SIDM00023,-0.7141266578024956,-0.7983340681320176,-0.5739652529357073,-0.912634931815551,0.32435926418960387,-1.0095959571736717,-0.9357462881379359,-0.945152578706975,-0.6163415794291154,0.3975845422149997,-0.8062098694849457,-0.8054500579501479,-0.7549450241319056,0.9151533822608605,0.9046920862147513,-0.7479144521718548,-0.9291290691850344
SIDM01198,-0.5897789880072907,-0.784297835540257,-0.9462778460069615,-0.9174131934280106,-1.006297847240726,-0.9411552301217039,-0.7867912108137952,-0.8652706188114119,-0.5306700292248011,0.3748061897316002,-0.8439905384037502,-0.7309560675841779,-0.4518920288423409,0.9413231018264865,0.3134671968047478,-0.6987876388652718,-0.8700298370594729
SIDM00441,-0.775190344444354,-0.8280712664153824,-0.8148512237925106,-0.8758495159332165,-0.27223379880279025,-0.9786566131148915,-0.8464185927946004,-0.8113758083215425,0.4534363869804594,0.6155240380755135,-0.7812024853147913,-0.7917937478717264,-0.7142863817711015,0.1345674840660178,0.4504286906545649,-0.9008537615380564,-0.8797606496055842
SIDM00388,-0.7054469682546076,-0.7538123867925842,-0.9443296997531541,-0.8831235064128967,-1.0229804360434154,-0.9125919129749888,-0.7984827440820113,-0.9848315803231169,-0.5608133516803551,0.2600646323951713,-0.8158924715581252,-0.7312533013149805,-0.6834114527744367,0.8917208480621079,0.4611364093807285,-0.8283291914010684,-0.8879359658240853
SIDM00417,-0.5788388710782529,-0.8777372247059156,-0.8724119243708944,-0.9364422643570224,-1.1397838893897847,-0.9068725532709627,-0.7500713269166984,-0.9201436035120881,-0.15174001142449317,0.19502847064481746,-0.8303701460946569,-0.6972593121817746,-0.7596676260139995,1.1939272367433904,0.6408960890323535,-0.9465868777887483,-0.9711304630934388
SIDM00416,-0.6718238592743564,-0.8031047222272112,-0.8450838946819664,-0.8847524604343753,-0.9892185150229523,-0.8683057123195624,-0.9559592459544759,-0.7128390947229319,-0.41543093242772977,0.7716154192665283,-0.7099061095294766,-0.8115252870749526,-0.6556384930739444,0.7953076028182374,0.6056400371438988,-0.7354932360862945,-0.9049179818577133
SIDM00974,-0.6438527421751444,-0.8379044510018074,-0.8070378687085786,-0.921408017261457,0.10779675930888728,-0.9615000775746313,-0.8177866022396688,-0.9356047596907113,-0.524176602602794,0.7120390770951978,-0.8631873563568058,-0.8260453193494454,-0.7493401709701938,0.4375680992921819,0.4107420253288516,-0.8977976287203261,-0.9850115248766471
SIDM00833,-0.7298857794210573,-0.7722429322183451,-0.9782553848800812,-0.9978766821246113,1.7960155010943581,-0.9542777364237015,-0.7208306363686824,-0.8810466218800861,-0.18390250970100425,0.9242953764801766,-0.816988512141149,-0.8020136238568871,-0.8234914925880883,1.1951161613092929,0.6153695265730853,-0.9596947425076315,-0.9521424196419654
SIDM00562,-0.7108540923363186,-0.7940367311805405,-0.8380098560433316,-0.834155814472792,-1.0135816834827571,-1.0254039407028683,-0.9133188085284086,-0.8992032056215427,0.4762654632967602,0.1572945350427761,-0.8888081459829872,-0.781758974954311,1.1717477515297052,1.6300989820021181,0.9989396371281308,-0.8147179011505822,-0.8212375814321196
SIDM01102,-0.5056839301430966,-0.7387686046866028,-0.7659030513222832,-0.874344113570473,-0.9370651895999657,-0.9284750456497487,-0.8982259023072786,-0.9289769741845771,-0.06999345001645063,0.45445042803131847,-0.7937244725229198,-0.6926811024917959,-0.6531985442773673,0.3940367995551868,0.38403050519613213,-0.7310363320563841,-0.8913509961892347
SIDM00418,-0.741621445106291,-0.8314388703451268,-1.0750878976337126,-0.8961664067824486,-1.0492377561692223,-0.9748912509475189,-0.8182859430472322,-0.9430732399635561,-0.5315835082616529,0.44109452975104385,-0.8412328938906563,-0.8317880697849976,-0.6013503457458682,0.48437607848997466,0.9332199981512884,-0.7290303370388395,-0.9574720319377392
SIDM00841,-0.5650927680870421,-0.732328121970897,-0.8117993520374659,-0.8002811594140521,-0.9370036673619319,-0.9907530051162752,-0.8905985882839067,-0.9117725324399041,-0.5334478881295996,0.18304200167940615,-0.8632691092290654,-0.6744021725330975,-0.7583302894296982,1.107909300324422,1.0075119581129968,-0.8411487264415085,-0.9750048867114313
SIDM00260,-0.7473336701752549,-0.8533538592028925,-0.3980812111528416,-0.9065898582384005,0.500667015097836,-1.000885468691662,-0.8007564950380404,-0.8586293545121487,-0.5594196441785657,1.5915012215202722,-0.9245897626012547,-0.7497146205624194,-0.7543270798134987,1.144430671293616,1.5402342510435714,-0.803936214599975,-0.9199116458921699
SIDM00111,-0.7811309067069332,-0.7574117053738074,-0.9947874673997488,-0.9392359676099776,-0.5676744227001379,-0.9568649254617924,-0.8417371504452057,-0.9194219768668791,-0.1685720568412979,0.43632946577789505,-0.947397937150922,-0.8275836276618161,-0.5958649332815457,1.3127699127596875,0.8203627711136451,-0.9501850394869308,-0.9826859168481137
SIDM01179,-0.7481233846591986,-0.9276299386916296,-0.9321261414930075,-0.9041271869005242,-1.0272053650266724,-1.0304451127201983,-0.8873415973923799,-0.823468461239894,-0.4896044163136347,0.47628101585348825,-0.7929552618155065,-0.8018365834382528,-0.650393280682539,0.41906119997231006,1.1106964083506843,-0.8576175197911077,-0.9567197028550036
SIDM00351,-0.7715745516696997,-0.886495830502722,-0.8604871766695518,-0.9340951960083934,-1.0962796069312597,-0.9450562938848286,-0.8262713825953311,-1.0380959327517545,-0.6398143701413583,0.1550212399068855,-0.7752139961664344,-0.8196310730025663,-0.6829131197662744,0.6834292096742802,0.37182638378524696,-0.7876247588862111,-0.9876250847878031
SIDM01205,-0.6950996833987678,-0.7201178718796117,-0.8350800742274694,-0.8471941589572249,1.3476503575480854,-1.0706760823239923,-0.7701553060844138,-0.8723116551412781,0.27621903283191274,1.0919364689980615,-0.3800627739258874,-0.8104933691145729,-0.6877010501485468,0.7847088795430175,0.5218749898640814,-0.8244815114529896,-0.9337554410171556
SIDM01095,-0.7705440024429674,-0.7852973622325748,-0.627874686248887,-0.8725641333164054,-1.0074285750552896,-0.9772117821859403,-0.8382568887086331,-0.9606195109682761,-0.5998623305096642,0.43436846831589887,-0.8717749337956315,-0.7925345473761323,-0.6254214922960286,1.6267358882389313,0.7819770823993961,-0.8655477363866296,-1.005834710869878
SIDM01159,-0.7787236708916678,-0.8383880957350442,-0.9948543019185125,-0.8940363190515485,-0.8896826864738497,-0.6643754572719854,-0.8506443644890517,-0.9643424040725624,-0.06927508889620759,0.6710259641166999,-0.8373896067286618,-0.8778888466869408,-0.7851879685086488,0.9375366071814677,0.8980741493051322,-0.9764307347964745,-0.9586239212222174
SIDM01183,-0.6979604476290832,-0.7575802853781051,0.058882996696621656,-0.8343642362842397,-0.974892275282232,-0.966733779800934,-0.8453236240286117,-0.9246320625483061,0.5833315858878795,0.4742929838879748,-0.8032716040103185,-0.7665966496858212,-0.23242499637201633,1.6905285646416859,0.8017598661900858,-0.8416311710071633,-0.8823065037827666
SIDM00328,-0.746029834716147,-0.7073474423395626,-0.9702526729087602,-0.8876705857539143,-0.2052865614467345,-1.0295781691507757,-0.7744562531934136,-0.9808299347289863,-0.6178590008247713,0.3629137807183497,-0.81723349882308,-0.8371669673866454,-0.7426756912465927,1.254206335065777,0.6113536591591062,-0.8456445062943716,-0.9307102477969427
SIDM00389,-0.57548374061886,-0.7510432716828358,-0.8144310578971665,-0.7856776794881749,-1.0061051224778652,-1.0165836462348068,-0.8436856126019927,-0.9159251557468142,-0.5887251312244515,0.760037220715412,-0.7981335866054301,-0.6834444301714226,-0.546361260892344,1.1060521590612589,0.4372321415662793,-0.836377709135171,-0.8870324536563788
SIDM00489,-0.6668167066696193,-0.7996556452243885,-0.5797083350394157,-0.9215808725246494,0.8412262293006263,-1.0035547169518584,-0.7911631089346749,-0.9423152341418901,-0.6067238427362964,0.41751154579268945,-0.8255101173634933,-0.8325673109025116,-0.5717178297016812,0.6714672384186231,0.7137406717534797,-0.838853443122494,-0.8464559653307199
SIDM00953,-0.6064081420718715,-0.803276649950875,-1.0353499679799436,-0.8646415347138909,-0.7230579070858552,-0.985886829687657,-0.8414687814567136,-0.9182846272973179,0.5964329870538013,0.09671686692759449,-0.886643936738262,-0.7893335644540231,1.1488894165820345,1.2751322003486711,0.5650373351974838,-0.8478176565544633,-0.9039548861850458
SIDM01245,-0.6351656486932464,-0.8100787304991974,-0.8202468474995694,-0.8885011952478145,-0.9147299492488622,-1.0153251988812122,-0.853104272083985,-0.9051824467180463,1.1218206922223248,0.8400389475160772,-0.8055813573786378,-0.7793553897842039,-0.6804617769926599,1.0344735240709853,0.8245817355953604,-0.83477258579183,-0.8463505249495269
SIDM00929,-0.7423793280454691,-0.8421395428515605,-0.9899611665909531,-0.8374880375393398,0.31398064913881574,-0.9391340324869373,-0.8972905374814918,-0.9170446245841697,0.1715340506949419,0.9379077099709239,-0.8677704991992892,-0.7797342481077709,-0.6643265138990736,1.4672190851927749,0.29782942342438523,-0.8347283488674777,-0.8481657936912244
SIDM00732,-0.6636786222125197,-0.8628000172281084,-1.0403067899905738,-0.8673532591521166,0.42012136952693235,-0.9230505202379865,-0.7614420037282689,-0.9669371951116713,0.20181595221748752,0.7410737960491871,-0.8350719027853324,-0.7304473111980869,-0.597336764395655,1.2520619040279064,0.3308171083428171,-0.7945919349984958,-0.7749793953834784
SIDM01047,-0.684092476608474,-0.7693141992382906,-0.951748795685076,-0.8964807010776898,0.29405479357393915,-0.9666912271651453,-0.8607795467217937,-0.8277059354379114,-0.555448826394602,1.0016965015351555,-0.6261879363572929,-0.8130258948512802,-0.6556660058912673,1.0894496316274,0.9187153199745504,-0.8412925287003001,-0.901180759720079
SIDM01229,-0.7220701041047489,-0.8057651507924717,-0.9001216278820195,-0.9114003822209795,-0.8852799198544788,-1.0463530704213118,-0.7942466308574564,-0.8437039408053596,0.05395639336870146,0.3756615670229614,-0.7758758953037334,-0.8008176609331373,-0.7029818427652978,0.9904923784947351,0.1760489536239715,-0.7339519556297947,-0.8947279486526907
SIDM00540,-0.6861409457796817,-0.8722517141760413,-0.7730144370936566,-0.90441918384754,0.4728927202834388,-1.0118424029805488,-0.9115496241732894,-1.0402499717475928,-0.6491136075258165,0.727031144203674,-0.7581626319522247,-0.8171837727785365,-0.7554609421131191,0.5397274037559872,0.7981940756270568,-0.8925256497059226,-0.8853738449744469
SIDM00264,-0.7623723405223388,-0.9013117510051643,-0.8271913643886469,-0.9039633602830697,-0.7639523923069484,-0.9705762154154998,-0.8701941040510733,-0.9213024247064704,0.4615589237678721,0.4384869854974657,-0.9155375587203464,-0.8437117738246455,-0.6965552149083357,1.174381484259529,0.8170945965441151,-0.8206161356829168,-0.9212417589853472
SIDM00842,-0.7412535153050643,-0.8886259368155732,-0.7602574327745113,-0.8552983400427291,0.9488696446743823,-0.9853690121255586,-0.7437425130457049,-0.9283096222503361,-0.29124071832666476,0.6173485758810482,-0.8681124989074814,-0.8187309482569486,0.2784731994137166,0.9866007871561808,0.6044969523268033,-0.7702383129850162,-0.8491917867364711
SIDM00923,-0.6473189240954594,-0.8789179438853476,-0.9112812217976979,-0.8861878636696953,-0.9295015449128542,-0.999272899662089,-0.8439939477541719,-0.9421886047109875,-0.5735110995738179,0.09228015139297482,-0.8138099884819268,-0.7509489029172853,-0.6674620215270868,0.7783122132760854,0.6026790265363822,-0.9119517697650095,-0.9094235551005655
SIDM00120,-0.7077529601063136,-0.7875601897099841,-0.9157560181336675,-0.8335954754330515,-0.9626113435426109,-1.0444409610003547,-0.8388022366170572,-0.9259048458742413,0.022841194656468194,0.48984826354437494,-0.9639767532553811,-0.8191457587266241,-0.5839703524798582,1.0657988208482239,0.32506152000894845,-0.8551063988671282,-0.8120807718705766
SIDM00900,-0.6224037949264669,-0.7860177266110727,-0.9185907201097638,-0.8759881443445229,0.38317241403953023,-0.9220326962237477,-0.7732958312041514,-0.9092453769823997,0.37280573470260026,0.6665399541622833,-0.7918850059105612,-0.7826371136747035,-0.7571904553741999,0.6568413101324033,0.10728342188011367,-0.8459864628791823,-0.9447926832262775
SIDM00962,-0.5680830213040408,-0.7640303653075858,-0.8493358326305357,-0.8648801888145123,-1.0662117168912784,-1.0898787885196226,-0.8151068971606233,-0.6852935190348987,0.22524863561674033,0.851574512508174,-0.807746151382145,-0.7774102180508288,-0.7417635071581852,0.6872958083398406,0.49713481755987965,-0.9091618989616682,-0.8945934957570529
SIDM00889,-0.7204634041888612,-0.802929444026056,-0.893774628143195,-0.8505381764399488,-1.0671337104373717,-0.9788417758651756,-0.7089314977662259,-0.9515563245855304,0.7491373639316553,0.7088453020741633,-0.7584992225318078,-0.7690074732780647,-0.7240078829149871,1.0262474280645435,1.1434282533284785,-0.7510650634860957,-0.9457405035798692
SIDM00864,-0.7345173773259687,-0.8198139702450608,-0.7596971592249578,-0.9128174978183091,-1.055491547410447,-1.0438131728667155,-0.8859312612818586,-0.999407616380858,-0.2522065953338191,0.11398207624800624,-0.8342928130973881,-0.8255759356510648,-0.11529095557216354,0.9519801221374119,0.6452561592933996,-0.878900513925813,-0.9586733484684907
SIDM00233,-0.6714447271363911,-0.8228642386278969,-0.9097512137914981,-0.8812320186657218,-0.9703458441893407,-0.9609465095061136,-0.832569397618477,-0.9597784779511229,-0.5285061195379973,0.6169641864902566,-0.8634103234462907,-0.7976253537685017,-0.667710885388508,0.6306062691557053,0.5268624010046618,-0.8002191746627126,-0.8889775899786134
SIDM01233,-0.7901106094772178,-0.9130530753005143,0.6102005514601272,1.2581932396963769,-0.9625943617838039,-0.913965644702356,0.702995775964741,-0.9302690314110763,-0.5896964967979819,0.48363702843716505,-0.8201920951181852,-0.8361844601953072,-0.7430786504285842,1.058952636520898,0.7597291745119877,-0.9633234388643614,-0.9382347687704012
SIDM00964,-0.7973868089204856,-0.8018212628174342,-0.5433270554581188,-0.952010234969934,-0.634568890141649,-0.9126344132972376,-0.9319487495028945,-0.9937482217644505,-0.7287896650797451,0.23548263787123438,-0.9035896981287886,-0.8372702581235721,-0.695542003163052,0.8395864642342346,0.6991322800036305,-0.8626966209867245,-0.9380066969191196
SIDM00196,-0.7033579299031024,-0.83855536087377,-1.1347775836192806,-0.8638627112751711,-0.7977161383446517,-0.9819642256975497,-0.9052013771917402,-0.994730687566451,0.5499233037610048,0.4192187524378014,-0.8986506427201132,-0.7992563317513199,0.5519972410185984,1.2712580125237514,0.1104518311598391,-0.7608966540500677,-0.8982123538132949
SIDM00287,-0.6745487457517384,-0.856410808948795,-0.699871395251474,-0.8841726183545865,-0.9612655346176289,-0.971842898228654,-0.8229353044219654,-0.8651253481943675,-0.09883791523376646,1.048151080013292,-0.7864935028394647,-0.7775797984350705,-0.8110058593402678,0.962879235288413,0.19850840796986546,-0.8209481707107902,-0.9700307632094561
SIDM00501,-0.7245689393424692,-0.8576728678425398,-0.7880308923429091,-0.8255515317532642,-0.5841899042452762,-0.9458322693670812,-0.8281387766944438,-0.9082813601852796,-0.5543967299883596,0.10298069699119801,-0.9465208251037922,-0.8110459928681224,-0.40719328970393653,1.1072129631691447,0.32593486152370593,-0.7762970698837343,-0.9366182132097218
SIDM01237,-0.643550390695377,-0.6906310145123392,-0.7065673317856722,-0.4155069803713947,-0.8332133744178369,-0.9040668889388593,0.36587476826669085,-0.8832222852964358,-0.5636870190373171,0.7419182056078606,-0.8787365911888433,-0.7817960179879125,-0.630342621329452,0.8041314457978197,1.5069018591043986,-0.8714945715344306,-0.9239773969299702
SIDM01228,-0.6760483630608564,-0.7738310628213279,-0.9152477260529357,-0.6207827258218888,1.1586165964768451,-1.0104024908653315,-0.8602162162297968,-0.8766900682278507,0.20818596154238994,0.3768567666362177,-0.9228154930831274,-0.823591537172739,-0.6937912962525075,0.9382244674804849,0.5518303426079288,-0.763491828340289,-0.9682008776460942
SIDM00935,-0.7302713802361283,-0.7868973040459731,0.8611206952797674,-0.9235520106156352,-0.19979706761605873,-0.8574749932764318,-0.8484284191766299,-0.9094012368032103,-0.46024808869058353,0.36199138980296036,-0.8721298707081819,-0.799658118028266,-0.7656311600023059,0.9332570873545704,1.194997800219893,-0.9494425047664422,-0.9862715050993731
SIDM00954,-0.6112419373886828,-0.9379535582537898,-0.8322435310098862,-0.9034063205672465,-0.9359667354561619,-1.0427424172019688,-0.8318909444958698,-0.9821656629044389,-0.5953982303055968,0.21678618100208502,-0.8849075411519436,-0.8487572453557606,-0.7067403849935971,1.0749114886344138,0.20408096178963347,-0.7977324656767533,-0.941668737410391
SIDM00951,-0.6763865621672679,-0.8304524230988586,-0.7499757442047252,-0.8285563255444423,-0.8052937702389252,-0.8818848590302188,-0.8752737904651056,-0.7996157024555018,0.7340990187794066,0.5887059762450606,-0.7985064357673417,-0.8203471737156726,-0.6904725253100997,1.0846810917296326,0.8723386187869863,-0.7913157472034261,-0.9189627923081322
SIDM00948,-0.6568259596111331,-0.8485870795946394,-0.9054847090963578,-0.8950786527088296,-0.9237341954813404,-1.0506577363947038,-0.9339348488360197,-0.955007147105718,-0.6956839114035673,-0.1592752771982135,-0.832813279802269,-0.7823357130260484,-0.6287976978417676,0.8453813915906461,0.0676347270959349,-0.7145703523757607,-0.863515473368662
SIDM00203,-0.7185219111044241,-0.8298994598309233,-1.06703014982335,-0.8817304828179021,-0.9510498721992834,-1.0291380694482846,-0.9131520633413976,-0.858648784489154,0.7801618224533029,0.6963790690171324,-0.9152820820296412,-0.8562626581271362,-0.6655575361195823,1.0851065697411133,0.6730945270137679,-0.8022290293151307,-0.8593481195956183
SIDM00896,-0.5766390122018153,-0.7557568461447104,-0.8745978466758855,-0.8851240806490425,-0.9002286355560707,-0.953419766114631,-0.7746558636184052,-0.8850180516489087,-0.6712213380594545,0.6345673897179478,-0.8374509729732016,-0.7411943410634367,-0.5776673086111119,0.8333977874053587,0.24351439380803308,-0.7721756066824831,-0.8537986286571235
SIDM00285,-0.6972438717262273,-0.8025148475372782,0.07206879157845214,-0.9680238825201509,-1.0848707387716758,-0.9798431875908297,-0.941727115561445,-0.8393543783819527,0.30519490696093954,0.7870556000082793,-0.9014313582079774,-0.7807541368260351,-0.6540496933778106,0.7318266259198621,0.670984595791848,-0.9162284991182068,-0.9237820001980207
SIDM00930,-0.800568366117048,-0.8030285147256168,-1.0538544500742506,-0.8978575741228708,-0.45538614529254046,-0.9628827853356482,-0.8836651601435593,-0.8237671946064109,-0.6854183582399489,0.6050039195771675,-0.8687445018345096,-0.7972009062173182,-0.6427934403106215,0.4299527793678788,0.6375580670101274,-0.7754433177868008,-0.9087591806131325
SIDM00205,-0.6010675046040223,-0.8402225612476348,-1.0091047229512986,-0.8868200839281698,-1.0411855072682015,-1.0113012380365622,-0.8939191051730571,-0.8302466144069659,0.538147843856632,0.7612542561984863,-0.8139874417563803,-0.8334853914879458,1.1246982967223986,1.414670822996221,0.4594677448427802,-0.7976962664460329,-0.8507756432995206
SIDM00535,-0.7024323354833559,-0.8435304032182505,-0.9731995607532992,-0.8511522813880554,-1.0943456139245604,-0.956900238946431,-0.8402611945291354,-0.8784645757414964,-0.5912929880684552,0.8945068048368048,-0.6104881434777605,-0.7792341117476358,-0.5441159994332876,0.9207289458228913,0.8650402850759777,-0.9272419795123814,-0.9517711320816559
SIDM01175,-0.7122171105842664,-0.7328081406966588,-0.908319734448018,-0.8970100004012365,-0.9251989941341101,-0.9495621275287947,-0.7633079116171043,-0.8871759603492814,-0.5016846163030126,1.0288363374354168,-0.8380095793613385,-0.6977708802843686,-0.6364034180171583,0.9934089851081291,0.5656533484807803,-0.7799617772847753,-0.920600054892279
SIDM00832,-0.6667270899606513,-0.8165447019770992,0.6543610372077643,-0.7739758267234155,0.6706086693612764,-1.040787560500306,-0.7074158345535069,-0.7543711925856027,-0.6605579708170746,0.41520014248360876,-0.7961826864090794,-0.8029043606553572,-0.5818814150298115,1.3353071397671525,1.0187762861122098,-0.7867432509349558,-0.8866901018216349
SIDM00528,-0.6715121522182197,-0.8367506423589505,-0.41423776046317967,-0.9165083693843984,-1.1591929716142764,-0.8800769815996314,-0.9658983803432041,-0.9554647274137934,-0.03223218195635798,0.6271930588432343,-0.8172964885812276,-0.7804117052369915,-0.7222874727077411,1.5224764229176464,1.9718028504437903,-0.848961657296644,-0.9629142840137447
SIDM00371,-0.7107969413601002,-0.7314714874338815,-0.7579773983020722,-0.8909486236830907,-0.9359494645636973,-1.0738736883297548,-0.7358564009992383,-1.0335847078364668,-0.6535607054832117,0.6264880931581864,-0.7833317892725588,-0.8274152615854657,-0.6445311236790399,0.30728982713035063,1.2653751573238337,-0.894519780112886,-0.9097873729112604
SIDM00688,-0.6398144130773915,-0.8686707878760661,-1.0302210399325744,-0.7662127091093031,-1.0665062590154357,-0.8068729701682197,-0.8660777676823158,-0.8012531509742821,-0.5597298891396749,0.4799274224770189,-0.7753894138575042,-0.7046864930386604,-0.685004098927597,1.19262622099935,0.9554832509529979,-0.822384719878922,-0.8980958185214793
SIDM00583,-0.7693753762755963,-0.7935872349688687,-0.6632248410219523,-0.8088124632352114,-1.2075542297407797,-0.9529312169935091,-0.8464488477036037,-0.9964933502917213,-0.5607013979683568,0.7395134094041216,-0.9450278055827467,-0.8156480619458115,-0.6013685502683542,1.0537587511309792,0.7265789905842479,-0.8421859264882292,-0.9278182452359487
