,A4GALT,GLA,FUT9,ST3GAL2,ST3GAL1,FUT2,FUT1,HEXB,NAGA,B3GALNT1
SIDM00233,-0.7162578137423505,1.1562243620917665,-0.837250788252472,-0.1874853303048383,0.751550765154445,-0.7357397761552035,-0.44705398765989784,2.0460950861908445,1.0882454934694394,-0.447679561485101
SIDM01233,-0.6926538976869226,1.562681309000512,-0.9064592038010666,-0.15526902170367685,-0.544734881646092,-0.2982092422052085,-0.2760612692797528,2.8593593457474733,0.9537544306659262,0.5122904110183569
SIDM00964,-0.9032212018188216,1.3707474501343426,-0.9642927498109874,-0.5643362988735124,-0.5076736273011981,-0.8600535809476291,-0.3892651680490129,2.639320053811603,0.3835562955261795,0.5889676696323803
SIDM00196,-0.5541604486186401,1.6658521346211494,-0.8872544874304561,-0.21892911513038008,-0.06897939295501408,-0.8063736339773805,-0.736813211073229,0.9515697956946145,0.08468585920532806,0.2943247818183814
SIDM00287,-0.7444972361734497,0.9289619213132225,-0.8975788153139119,-0.10443152208181176,0.07051732962067847,-0.7687983165587022,-0.6534953008642809,1.626786170239792,0.16183766626778318,-0.4383150482701007
SIDM00501,-0.7294933880344033,1.6816943587717703,-0.9570815489664478,-0.7009970404470599,-0.4450219086838985,-0.5202866963004904,-0.27784498624342735,2.407077721560372,0.0647060547813525,1.0831026482040278
SIDM01237,-0.7701862014780461,0.6370059158146447,-0.9481917794749785,-0.05993489901949573,-0.23804265854128526,-0.6840437471416445,-0.3795157294867101,1.9266069782945545,0.13183543780244242,-0.35801727450918275
SIDM01228,-0.6464314050628921,1.6929279608715395,-0.8944435395454444,-0.2616007444148928,-0.27574631622748835,-0.8711595172549961,-0.6305352339601551,2.6511315776382753,0.6856492712490408,-0.49421702972628073
SIDM00935,-0.505821551382311,2.421745487491961,-0.7840602413232772,-0.656725865471714,0.14146008920532288,0.11588509418914796,0.07599467104876828,2.4194219272823747,0.6521025670949818,0.8662052904565367
SIDM00954,-0.8251028138807103,1.1070672601144447,-0.8721318923297009,-0.5997385120368793,-0.43181115363060246,-0.835967603563493,-0.35457731645036955,2.1076953023996183,0.39909640516163297,0.18402579607990574
SIDM00951,-0.8033866669304826,1.5983814941643855,-0.8597129668260537,-0.13607130197215958,0.46642473880474883,-0.7118333018398599,-0.5297078555685609,2.0079678318149137,0.5454423604716547,-0.5451865220401089
SIDM00948,-0.8513832797214974,1.3414586900993843,-0.8359744841725032,-0.49629916703297017,-0.5214129372683767,-0.7675728807969967,-0.6237014822227939,1.0579747139537445,-0.061094412526935656,-0.5654464430336398
SIDM00203,-0.4806662142830065,1.3788175497575867,-0.8625181255527931,-0.21515971908409914,-0.346252743594905,-0.850505234117054,-0.7248048189700688,1.0461908921275003,0.1510238029329818,-0.5545712475701238
SIDM00896,-0.8662067470445826,0.6867901326097661,-0.8529795404484262,-0.30967572019059064,-0.12488581934382124,-0.7842870667124222,-0.6600010618343083,2.56290380004706,0.49816538275004446,-0.3952481019357346
SIDM00285,-0.8176402161942058,1.1699450062169026,-0.8905533630592699,-0.12520189526401368,-0.49280128724932176,-0.8580845352084182,-0.6862265185506373,1.6445971515333262,0.3088327980384487,-0.47833451970545066
SIDM00930,-0.8174888098762796,1.1987522271070912,-0.8591990925493517,-0.46499815471821737,0.2466336322272348,-0.8878683033492283,-0.6238590829387711,2.939799932513289,0.282017462643288,0.3196775494261255
SIDM00205,-0.821282859890989,1.0172970257572556,-0.9270734047019533,-0.034155544982603314,-0.5717057636180103,-0.8314425691030962,-0.6808069072658043,2.3763007374273304,-0.31744781821911494,0.033345616189829674
SIDM00535,-0.7471499377511003,0.8997504896487644,-0.6468306815513925,-0.483453906936521,-0.4787986294623649,-0.8012789710907517,-0.5509663765572186,3.053447408941121,1.109392473354002,1.5346008830682654
SIDM01175,-0.735200220737794,1.6989891045842205,-0.9486221860511276,-0.1511858523736671,-0.4174602660259015,-0.8464272111940457,-0.6040818756279599,2.432021516651713,0.5575644005784511,-0.421496951631865
SIDM00832,-0.7262476949654605,0.9858036654292206,-0.9482338707142496,-0.562726145919656,-0.4989998455323166,0.31297566520284437,-0.43381399591649206,2.576584194970422,0.6741222028697762,0.252054726616811
SIDM00528,-0.6260304855248087,1.0210394450769988,-0.827718629455256,-0.6100640703385126,1.0119451028546906,-0.7301457546974799,-0.25806822252355516,2.1286586034970463,1.1030835654770683,1.956150465086014
SIDM00371,-0.5767059744375009,0.7031970822506189,-0.8850883222562785,-0.20703702487120065,-0.3250687663517316,-0.6797377709407315,-0.5300356379415484,2.309534212516191,1.1003411265955778,0.3943073112383763
SIDM00688,-0.7786497670244098,1.7134921291589171,-0.7607471234599901,-0.05545258666186654,0.245887725785939,-0.8335622311996663,-0.6082921536544023,2.634789352394703,1.081743808726944,-0.23630578084352263
SIDM00583,-0.7449484510078206,2.225074417294028,-0.8421859264882292,-0.12304857633494111,-0.3008753785416059,-0.7785210287694007,-0.5570953933204673,2.4199811280349395,0.6100210676362348,0.8038998903613613
SIDM00188,-0.7918853807274543,1.811000594579793,-0.8464287282009497,-0.14051545879287225,-0.0018174537050610591,-0.8337364621255149,-0.628967099708673,2.4362081991112348,-0.05312186381975846,0.2128723333106683
SIDM00096,-0.8008687657049274,1.3911823269574093,-0.8646424602300403,-0.3874000169321502,-0.09070516907110743,-0.7767090379998656,-0.5188945257082596,2.3581604429885092,0.5060051582445536,-0.37335739800055423
SIDM00379,-0.6046286631843567,1.5344897188870443,-0.7877577815631921,-0.04547995182058097,-0.1650544502995431,-0.8552512192835591,-0.6420444827788518,2.62560035467805,0.6736005663782629,0.06045425506991918
SIDM00381,-0.6553748355430529,0.9161807613420924,-0.9335059877357559,-0.3836659069653676,-0.5259239291409197,-0.7289462766401088,-0.3182063147583881,2.742211882219908,1.052516637938147,1.4865225252057348
SIDM00606,-0.5789222959846527,1.608719564751366,-0.8526351980098746,-0.5074062420775465,-0.5678835215913897,-0.3675081023334639,-0.3263501720999444,2.385487732110873,1.2309989649571171,1.2756694481825444
SIDM00541,-0.7694716772884409,1.1133141627016816,-0.8741012575227636,-0.6046938892010385,-0.6472095646421697,0.4644037879292972,-0.05149535718381053,2.7105372046552585,0.35025808303685635,-0.4546048309935858
SIDM00808,-0.5700191605366037,1.289035187946261,-0.9409957575230992,-0.03883746429363242,-0.4339497863943705,-0.8916648764199344,-0.6128699456957473,2.163039914849087,0.7751183599052891,-0.6057000387032925
SIDM00377,-0.8403905975665549,1.5966123124251896,-0.8835542818393997,-0.03871207078211354,-0.323560083751206,-0.839901068821059,-0.5788019822023889,2.399298983319941,0.5559188097183861,-0.36389682953599095
SIDM00289,-0.8114683787364447,1.3019159115994725,-0.870183153887706,-0.11705048771674274,-0.026948408598740592,-0.7810131594822617,-0.5361114857784227,2.0244390560805376,0.465972911813204,-0.5110078185335539
SIDM00064,-0.7273990189548445,1.6633676850096426,-0.8897889506929687,-0.3817397624483497,-0.4907300354378372,-0.8272061818300231,-0.5975578919748705,2.7394428706932086,1.0181274805762082,0.0013201447316671779
SIDM01097,-0.737024597129863,1.042888240128717,-0.6661865013548084,-0.6064890100163446,-0.5722904901383611,-0.8122915068276464,-0.4010809579159542,2.195635121431687,-0.041620466766167555,0.7555169299901044
SIDM00350,-0.7114715979539883,1.415341516559642,-0.8769292101751383,-0.5558504756774268,-0.40674227886346215,-0.3911928224392782,-0.391239787898242,2.3306618729139146,0.2658378753193169,-0.42318146750938757
SIDM01163,-0.7469563430925853,0.8998617651794318,-0.9186654121449261,-0.6017569944879878,-0.5805637564704154,-0.720852762830373,-0.44688425961032197,2.7882385508267524,0.09473187335045105,-0.08967067214985865
SIDM00375,-0.6366213419647226,1.4755430555803173,-0.9262818390776698,-0.14902669938623264,-0.6171800122506659,0.1656798572094536,-0.45648124929595174,2.6483982990844566,0.48986788724308405,0.964598260878883
SIDM00600,-0.6207583886023834,1.0477593248054164,-0.9187956022093287,-0.536687722479668,-0.3140167576471719,-0.880659482849632,-0.44827007486767234,2.6086100084847463,0.2916518006693955,0.8342038609339423
SIDM00367,-0.838636020391029,1.4749464536830545,-0.8808476704736118,-0.23275045551520146,-0.5691597600140915,-0.8580559929742371,-0.49957955719405794,1.8886623122319106,0.9314766445824081,-0.4853911448462444
SIDM00632,-0.8109384937324663,0.6112298650116463,-0.7906873627707708,0.6548044050290175,-0.15455479648754616,-0.716190568496189,-0.5282541216074274,2.2392296978689012,0.7161965576781509,-0.3623188400876587
SIDM00550,-0.8025086068287959,1.247246692421933,-0.834384949524834,-0.6112288241912691,-0.3805886382215307,-0.7415651286220145,-0.20204511947995635,2.06353169031713,0.3892611703398292,-0.5031066020661175
SIDM00230,-0.8144783625656863,0.9061835114207409,-0.8887362596712872,-0.5831627666241159,-0.23099602487953885,-0.8184926679725889,-0.3864453529875662,1.9652300382565662,0.13291887471396496,0.9044875063354628
SIDM01206,-0.7746290061661254,1.272242067023917,-0.7751403954107938,-0.5104134004646957,-0.4315863650788772,-0.7685062351599482,-0.13659322566095958,1.9851458194644607,0.07760374501170722,1.0258471946511825
SIDM00127,-0.6242107205833367,0.6399130885156286,-0.7353359149151262,-0.661094636352101,-0.6053609617594008,-0.7400890210989907,-0.46160149983561477,2.2793122323111685,0.9658279226669818,-0.193936916500306
SIDM01042,-0.740215661209499,1.0198457818663327,-0.6000015707441813,-0.5166141181259919,-0.32110674791134086,-0.8262835453249229,-0.38177090574964,1.7821449182350564,1.3366825733143983,0.9127489365002693
SIDM00491,-0.7183506611515373,1.447792413303269,-0.7734475435810637,-0.41354483944221876,0.3344750558800632,-0.8367737232707323,-0.55240590995411,2.503650876575252,0.48918920856894715,-0.49213742633764357
SIDM00488,-0.8103364820356463,1.4337695879178558,-0.8752690123176109,-0.6507438319074779,0.6518580307981618,-0.5096481762715731,-0.2251183345827412,2.262737550810928,0.39171333691652643,0.14610602414410373
SIDM00190,-0.6930692134792413,1.81264561353677,-0.8941211093068485,-0.36523380739220246,-0.4309928152549951,-0.7837163018005947,-0.4819859663512626,2.768273719516838,0.8861945220679657,-0.5571457076601497
SIDM00542,-0.7756098907850668,1.4454226803840284,-0.8012392374702725,-0.013543673615583802,-0.0054340490415179694,-0.8439902908921767,-0.6139387065026556,2.6670904271435565,0.7658391249194916,0.9494084072104186
SIDM00198,-0.7698063369114255,1.501891570855415,-0.803054180824851,-0.02551480515794124,-0.5646105840355536,-0.7512625173414872,-0.4965918349338989,2.114122018282391,0.4367929945102233,0.17450429984214036
SIDM00269,-0.7033641026425824,1.4781947396462634,-0.8190257311839374,-0.13586843792281988,-0.35357730131675225,-0.7770992793105022,-0.6195657754512164,2.2788366287727673,0.48323612624207457,-0.41445627611663993
SIDM00621,-0.694475217072753,1.3474137619709436,-0.7800002883383222,-0.4556239667726234,-0.1733190331562974,-0.8367175068270286,-0.6842509491357099,0.7661844909796729,0.07444855733123122,0.6204050914110637
SIDM00599,-0.5360384857248097,1.7887578267739972,-0.9051660439385388,-0.4972486030123847,0.7004777582074854,-0.825460945020593,-0.344735449459428,2.4341406888969486,0.7347062568710597,1.7825169148397042
SIDM00118,-0.6449870925194066,1.598710246645118,-0.9344569771059035,-0.4893222327189713,-0.4112492227630651,0.9286639843765858,-0.17271685388636554,2.6723828132632637,0.22598580372018426,-0.14378364642706842
SIDM00596,-0.6792291143529466,1.9710449882878593,-0.8477948761910691,-0.15312198814186545,-0.1741818518407115,-0.8044634543551897,-0.5292494007307172,2.9015757324410805,0.5361551878627373,-0.5587831137948921
SIDM01251,-0.7535205030884911,1.107004441326458,-0.8861608316378841,-0.38646477360479115,0.5576026203798768,-0.6369220776157305,-0.20422649513058647,1.548451464685253,0.017267570705703623,-0.41498730521197635
SIDM00197,-0.6370722136541863,1.3008389893814092,-0.79746143869812,-0.34514125771176474,-0.3885100392016161,-0.8729717181638944,-0.5717988191778706,1.4858367834534212,-0.16493806814447132,-0.042980082217313115
SIDM00810,-0.6204807292486548,1.386394363825004,-0.7501914785882167,-0.5797834983748832,-0.6324012071976652,-0.8636899032639538,-0.38325006743171464,2.780251629093575,0.1050165752483103,1.7405355986398632
SIDM00174,-0.15086904536751802,1.2350322274658467,-0.8534512743527592,-0.27688002083978286,0.3282540417543885,-0.7564285791650729,-0.5764233741537188,3.010243448093565,0.42741008189808416,-0.1334521131736793
SIDM00487,-0.9105611306912931,1.5474638425010645,-0.7381139119192426,-0.6885152422346001,-0.6733960161157738,0.03192634884313622,-0.31020610310383884,2.871055980514641,0.3032413440934229,-0.5301668928677968
SIDM00263,-0.8593384462628533,1.321599414919041,-0.844900018538075,-0.34904442273992886,0.029720801695977444,-0.8528632735271777,-0.6347407624035626,2.012856924578469,0.3622128054239208,-0.470189832647913
SIDM00277,-0.645229224982242,1.9359486963051307,-0.8717839687182832,-0.2301694978493986,0.45966128852521804,-0.7386717660665291,-0.4975638090132345,1.992274722524958,1.048599942339405,-0.4095966974477057
SIDM00592,-0.36811638207037567,1.4208749082551178,-0.8730444280180851,-0.5705370007790759,-0.3848384321208722,-0.7822817190681945,-0.29625627259688503,2.6670061764686492,0.3824952764696179,-0.27732656946789624
SIDM00496,-0.7599343399789409,1.1132640410238017,-0.894127308396405,-0.3878893055697405,0.4432186395487146,-0.8199586548681553,-0.501125537167067,2.4339629452543536,0.7601870599906945,0.3476125340088141
SIDM00793,-0.6528630758610133,1.334535020774586,-0.8849212448559589,-0.5307070501357939,-0.2735840417828184,-0.7007067337464691,-0.5567171651964423,0.8544148607753673,-0.15800895422522893,-0.5255241700627334
SIDM00121,-0.7513492435385904,1.287282742273878,-0.8951420402453538,-0.15458624281660477,-0.10280825597826554,-0.7971116080271234,-0.5016929571973886,1.7078144524860153,0.4267877493390869,-0.5243018807773329
SIDM00202,-0.7574912183138985,1.136680171718105,-0.8485186346550291,-0.2768538636831651,-0.5924538201510086,-0.840401290930081,-0.623620107403313,1.9250252997051764,-0.012158797035836746,0.4309221262918501
SIDM00047,-0.7711531641579664,1.5514827437357255,-0.8271280211363564,-0.5231321832979687,-0.17363327301598525,-0.7837349159287027,-0.5811506251603011,2.508888483315989,0.4931432693814406,1.2263118731965668
SIDM00885,-0.6643032402971171,1.8868051673453596,-0.9114556997301169,-0.7154563822057033,-0.15004438221142874,-0.8152241758895205,-0.48404656982614264,1.956222128080324,-0.1658761123654727,0.11130865441104133
SIDM00201,-0.6405126640641388,1.0776034642242633,-0.9121645403280225,0.21499759990129272,-0.5480258271876012,-0.8257799503426543,-0.5524339272295966,2.312043339657261,0.4597906144430303,-0.4604412146847455
SIDM00789,-0.7868982380812815,1.3301448693997378,-0.8404598866878242,-0.47632875417763376,-0.5141793674172048,0.6233957762561251,0.7853015987773572,2.450836484757369,1.0569500905485245,0.8890282546372863
SIDM01248,-0.8424165496703184,0.9669661581324382,-0.8258860825914637,-0.39690129505686517,0.09074708641088808,-0.827478250805777,-0.43642248960005964,1.922300009140727,0.4753684731373344,0.7239049603097504
SIDM00195,-0.8436726566565776,1.1713005703315953,-0.9536414864323992,-0.2791783623600529,-0.11586613055841706,-0.8587181897565402,-0.6850241307493729,1.5741735182497605,0.24233576667438828,0.289558828650509
SIDM00517,-0.7084696900241508,1.3634802187107378,-0.8957341127936794,-0.45434321541224215,0.49443064741202625,-0.8817964506171597,-0.3558181700456127,2.5352599403749836,0.40449857367732034,-0.15496079688837047
SIDM00534,-0.6393657069996661,1.4596407366192958,-0.9422125482481305,-0.6495952793236686,-0.5153931511750846,1.1197059556983726,-0.20316029345975195,2.512170143921982,0.7055203586991575,-0.4909523312073586
SIDM00863,-0.7640000573528852,1.4326129537992807,-0.9344066548615428,-0.06145439970132915,0.14825062455204083,-0.8399648338364913,-0.541008340388203,1.5262066387126112,0.17408051762547366,-0.6221969633532292
SIDM00211,-0.6440466460331851,1.572319779657602,-0.876664178529591,-0.34358025180729224,-0.12621248232805427,-0.7794123492893152,-0.5281492839072074,1.5687804788004147,0.6722662457520105,-0.416924981507481
SIDM00539,-0.6923683466864319,1.463932351033617,-0.8734294179420228,-0.7101456435586913,-0.4865605817314069,0.25972139724342175,-0.2771622666866628,2.4798796598198907,0.3759906963561308,-0.050657554805653114
SIDM00875,-0.7068240456087708,1.0761840715854534,-0.9308600261747388,-0.6743587862399097,-0.13373303579558432,-0.5648258695911224,-0.07950049008838105,2.3168678519524093,0.9377868889564338,0.540451827105577
SIDM00679,-0.6547641156505579,0.8897024358501323,-0.8161247217674432,-0.7127235268422895,0.22475196036537706,-0.872889451995607,-0.1581655788685154,2.557909121263516,0.19310304437458972,0.27452230425625285
SIDM01146,-0.7125933909930438,0.5992827017668211,-0.7810456935868927,-0.2244193693866579,-0.49994232881746503,-0.9135018647782629,-0.304428678539248,2.4802767158778933,0.5680388038816561,2.410555812123859
SIDM00156,-0.7644484758778123,0.24855296442262,-0.8044197298212397,-0.2714503145319352,0.35497981501187315,-0.7555334454753196,-0.30396594167863555,1.8743190628479478,0.17989378470593995,-0.49544860780413263
SIDM00420,-0.6835730293357267,1.4255296553481163,-0.8922424204890457,-0.28239495932548736,-0.26684563448430215,-0.7913486251736174,-0.5845968279992063,2.1562217305597944,0.3498237422089956,0.5403407105020885
SIDM01145,-0.7104744010174276,1.2569225399763715,-0.894220117500594,-0.5289266766727803,-0.5578764655082522,0.7500589145019713,-0.15464177790832065,2.0060008892068013,0.44874532692215424,0.3204871146541781
SIDM00256,-0.6275757260465653,1.2353148764636763,-0.9128648557467198,-0.3090514654924488,-0.466534644246749,-0.6440916526762248,-0.3700281767310351,1.8343138981304665,0.5031694950437833,-0.48802328060699535
SIDM00444,-0.673927692016602,2.2249301923981557,-0.7792231201710927,-0.33305108982138826,-0.4722400190028338,-0.7806133049256289,-0.5591141384942343,2.759613944658469,1.2631007692673466,0.16132561129913023
SIDM00137,-0.5558795984706146,1.3426537142005444,-0.8903746449222043,-0.6727033198724098,-0.4492957212392656,-0.3245816091660823,-0.17532207978976314,2.451910293244067,0.5419161790948417,0.5907676891130502
SIDM00569,-0.5466788640282382,1.2532417155791662,-0.8912926610842906,-0.11760272824897906,-0.2527414561188313,-0.7910541826290982,-0.6295070195092743,2.5312811482106685,0.5563397477563837,0.939531503078615
SIDM00445,-0.7672168691001904,1.6447181823851191,-0.8583263296691177,-0.6709698120295604,-0.14104137916766576,-0.8000623038262913,-0.37557369832029036,2.3584640347115435,0.6417677391648368,0.8798251349669337
SIDM00094,-0.6784515215989497,1.0736315464692703,-0.8644660010974129,-0.14363976549334806,-0.5554485444848827,-0.7887868969557487,-0.6104858841121215,2.473070485532078,0.707692599583278,0.8648338431568557
SIDM00576,-0.6499393161274657,1.2750208548815716,-0.8609187619865646,-0.2825652960796867,0.7513232793921659,-0.7837762428568732,-0.6037224433284243,2.243027837764408,0.8455606648485546,-0.41638922119615596
SIDM00257,-0.7811814366879287,1.2368202566820925,-0.8418903095626057,-0.28803864688106834,-0.5755587914520248,-0.8619939746644817,-0.5976320346785836,1.3149531524244567,0.11298376744964107,-0.4273385020825994
SIDM00835,-0.5232707815790815,0.9323332366099482,-0.8998355367377986,-0.532919777186309,-0.28627011951216774,0.03734060282719787,-0.01739227010899408,2.683505153408211,0.3878036300954585,-0.10810068691871555
SIDM00781,-0.7454024201110978,1.3650882481906734,-0.8485561307877023,-0.6727021541048233,-0.40526153355080663,-0.6810347081955429,-0.4994195972909061,2.9862979347288805,0.5579095169715939,0.9095846689394391
SIDM00700,-0.6415400061675193,1.0026567123535055,-0.9065830235910984,-0.48824221788586586,-0.5649305043608998,-0.7671935694069674,-0.4947621301702667,2.494250198436001,0.32745591189933204,-0.3499126045395444
SIDM01126,-0.5975171877625038,1.430803829630697,-0.6834939143454681,-0.4651658444104313,-0.5846401649280131,-0.6192835811692566,-0.05470625427795966,0.6896157312265162,0.13404131015630683,1.0962993902905795
SIDM00259,-0.7205930742497971,0.6502917896066387,-0.8835092260051273,0.07810909756472471,0.015343330584125115,-0.8945696142955267,0.002007808606261351,1.667946784009159,-0.09309473396124472,2.115379438015922
SIDM00834,-0.7305051804811171,1.1604522879633017,-0.9228311235780378,-0.49112459160828764,-0.6419609331006045,-0.006001075423190255,-0.3353921949228213,2.6451970771446285,-0.12452475968213242,-0.41298028192199643
SIDM00814,-0.7911209428441277,1.8589536279192431,-0.8561459233534695,-0.2761460970760587,-0.5295444889040574,-0.8029004606570904,-0.6513628960016256,2.4187071683537105,0.631454210362683,-0.21977734000093518
SIDM00258,-0.8066638271956316,1.1176610095374313,-0.7849953792133462,-0.34095503696299195,-0.3508874945767124,-0.7052122994371689,-0.6062863314664009,2.043931316301514,0.06916531189135341,-0.43733266542499355
SIDM00577,-0.7398918594506384,1.289594603155299,-0.8798176827575263,0.0012593013995705082,-0.4912665821748024,-0.8255356652415505,-0.6697445771895513,1.6722672114932213,0.23514759950891062,1.5869878779886641
SIDM00384,-0.6599771439892813,1.7591726738098419,-0.84646449681103,0.26576565308455946,0.2068201372411316,-0.8996457587263333,-0.58808039162,2.5426390169321857,0.8046423932528165,-0.3541595479111979
SIDM00837,-0.8094460666936185,1.1643564833780555,-0.791682181060569,-0.6265610398063839,-0.5890347570906327,-0.7869726674889881,-0.32264041903201796,2.673731735506728,0.49014908879380664,-0.34089451805877247
SIDM01133,-0.8106832094514509,1.0707119956089535,-0.7605575619440607,-0.6256519152480428,-0.5947957098473294,-0.6909015674426501,-0.13151228655269903,1.8002742974839052,0.09326972005860837,0.881148717283153
SIDM00244,-0.7733255204300661,1.0327103884273554,-0.9190109922484019,-0.2764924574480932,-0.094539760119873,-0.7534532870150134,-0.7094987241531477,2.1547303840423773,-0.0655040152174846,1.8574906759112395
SIDM01161,-0.7777069632646656,1.1790113621536564,-0.8558808473013109,-0.2640697549063333,-0.2437428355315766,-0.7823955137124721,-0.6569732329248439,2.809781274159477,0.8378230729620479,0.8197780980131315
SIDM00579,-0.8859870604023916,1.0747034370168054,-0.922959892808081,-0.07419402423775405,-0.7340375840891153,-0.8762696471975501,-0.7737284347254816,1.5860342370808194,0.4788430782866633,0.8072806646051542
SIDM00699,-0.7918274311305722,1.0871321572543537,-0.5547707739308283,-0.7356878227985686,-0.783574944985489,-0.7231329782784016,0.05362892465941879,1.7210861723815356,0.21170571691530218,1.1825012848676564
SIDM00721,-0.7504654738293649,1.402718567712817,-0.9253531952680166,-0.7346038188569358,-0.6539528174480821,-0.2273155490799623,-0.07733141793932263,2.3368316205400625,0.45070101434456306,0.9983984916351396
SIDM00082,-0.49509991992259006,2.0916972322839733,-0.9808685741167432,-0.4596677035378884,0.23669297903237455,-0.8148128876529916,-0.6181534904280396,2.8696776230649945,1.905298838257362,-0.45032035609777943
SIDM00320,-0.7677732961419058,1.3302482589760898,-0.7135726207508886,-0.7575620133523949,-0.5676308936104856,-0.8115100695608054,-0.17661221812181624,1.8206363236933039,0.6049395926452714,-0.6263260914183353
SIDM00967,-0.9462628129486366,1.662885234795894,-0.7327301556972792,-0.7729377242170212,-0.3077157147876777,-0.7354842081259911,-0.5232887025323903,2.5294520358332124,0.18104987138393133,0.25407230836843303
SIDM00508,-0.756261997162197,1.1940110979982133,-0.6669931113777332,-0.7213078602155936,-0.24772732625059002,-0.7936849952845251,-0.36238383318395617,2.332726239060768,-0.007953552682752748,0.7575693647246158
SIDM00859,-0.4260486943498417,1.449187043046852,-0.9180761556484238,0.3596826325798652,-0.5998728693018935,-0.7929362099589922,-0.6604439360756399,1.7209564834802276,0.762077375675315,0.8460483104408738
SIDM00393,-0.4377665167834491,1.6720546487333396,-0.5240731778213035,-0.7380737569886124,0.2598140449412344,-0.4615311292648659,-0.2727654840227657,2.687729913308621,-0.11148035014385825,0.8755769278473672
SIDM01174,-0.6336130539976622,1.4060321483760436,-0.9423422571215839,-0.3016730403163785,-0.5082837435573677,-0.815281275620857,-0.6887152187188488,2.8001946497992525,0.8716221226454522,1.4253280533345163
SIDM00530,-0.7115052432307668,1.1924451250144328,-0.9582824989994243,-0.5449754075891061,-0.6076653076685925,0.2733165156188742,-0.20892827005499012,2.716179303013366,0.563287072737574,-0.486950538800749
SIDM01149,-0.5989383914214791,1.6545999485873384,-0.9369594179217118,-0.1202768110921029,-0.44643164004560826,-0.794722707650755,-0.6632505061132274,1.9198478084411763,0.20905504922180235,0.6064246093461504
SIDM00243,-0.3055826164911174,1.8317071430697447,-0.945652458516844,-0.4258440040117217,0.000845812071367893,-0.7461702663373388,-0.46279414825132453,2.009112045085534,0.592778165483587,-0.08827877201762119
SIDM00176,-0.8390169831173884,1.1421838905735793,-0.908132783200069,-0.313923239790433,0.26455198780991473,-0.8625732831485465,-0.7803011238691151,2.4578234223433806,0.7868985273875974,-0.3418863311449337
SIDM00422,-0.8714110132256606,1.5325406853523005,-0.8673850872860912,-0.26015535359946723,-0.6682369044847324,-0.9124732238307948,-0.5822481138999329,2.177457641905908,1.113883252240376,-0.43630254422688086
SIDM00532,-0.7793158376027223,1.4622168314551909,-0.9358209463520738,-0.14174090392081845,0.18906372361123727,-0.7921593588413621,-0.7284383476031635,2.8576155678681303,0.23667756753949415,0.6792242433093385
SIDM00077,-0.6494560509419686,2.3468971081149435,-0.8298849824117869,-0.09531319650189736,-0.1885059127430769,-0.8566893667811729,-0.6626037338079407,2.9552141176007285,0.6693289423917534,1.4223494634967713
SIDM00561,0.030398429185214935,1.3629870587500326,-0.9808491449921353,-0.1644023791248601,-0.5213944872174394,-0.8461029120843833,-0.692099333953379,1.442876655011447,0.6739212116828499,0.38260758627090774
SIDM00407,-0.7538764166690225,1.3902474278832089,-0.8591966494597596,0.004527560137308222,-0.5338978410639442,-0.768669445351654,-0.5108038812959949,1.810945976632089,0.412129716208928,-0.3444865248471152
SIDM00631,-0.45456902850976205,1.394069408612634,-0.7561564729872413,-0.781332362848821,0.10476056967209342,-0.8370825211784998,-0.4735323612844649,1.9658200895043803,0.6861667719390571,2.1640907494118893
SIDM00324,-0.8249795970217781,1.0625261056737823,-0.8002094066162873,-0.3702672180330308,0.20928706381921522,-0.8550971082920803,-0.606409869362558,1.0691891035298091,0.15670483257070703,-0.3717220111921249
SIDM00410,-0.769148408385601,2.2098657404873845,-0.8678855996344774,-0.01877682306692057,1.3361103146965208,-0.7239211046585606,-0.5337897682848252,2.520619598235232,0.41944535920389026,-0.381515380588104
SIDM00483,-0.5821712778552511,1.1382918304819805,-0.9988961102296735,-0.3873270013643829,0.23758796359854376,-0.7603069094838631,-0.5075023224825626,2.3637807831293083,0.8455433424256497,1.3460678819301117
SIDM01187,-0.6449609563884737,1.3552168145357484,-0.8671677870221638,-0.88767995299691,0.6319210083637241,-0.5668888107625173,-0.39705858497302066,2.7353981675214643,0.6702732197714346,0.669580876271806
SIDM00216,-0.8381883317524056,1.449063250051225,-0.9362505148156385,-0.6025334306431045,0.41311873467141297,-0.40783400521968943,-0.48890186936588786,2.622323262974347,0.9291792376447582,-0.3730950972401139
SIDM00199,-0.6894418244931297,0.7242086570085581,-0.8668677512060274,-0.19711774184350866,0.287359669131683,-0.8485034340004325,-0.2725569390804753,2.6792766885429873,0.8900552938677235,-0.39675890984746065
SIDM00234,-0.760255199510998,1.0728489795440195,-1.014547290059782,-0.3387058098928982,-0.680257740236879,-0.6355896489630588,-0.6017273651997209,2.4153302224546933,0.43988348961761775,0.6903334428932075
SIDM01019,-0.755402621688146,1.4068452212865472,-0.93108604167301,0.006011164736099888,-0.45226333647004946,-0.7700696302289949,-0.3649665562810347,2.0280188672778032,0.47635245360299494,-0.34890576688039954
SIDM01114,-0.5215782705210387,1.4611504957445116,-0.8939972751469702,-0.21132974330042908,-0.42442665410850394,-0.8629388341605383,-0.5890564368485081,2.624455585759021,1.0579439098724315,0.3980792691832467
SIDM00584,-0.5392509839902332,1.1521236392095748,-0.7814664952380768,-0.13488682568412755,0.2440927198528931,-0.7845469047166553,-0.7508672367908633,2.961270288930833,0.8045212578172176,0.45362672940059423
