,ALAS1,ALAS2,GLYCTK,MAOB,AGXT2,MAOA,AOC2,GATM,SDS,AOC3,GNMT,SHMT1,GCAT,PHGDH,DMGDH,SHMT2,SRR,PSAT1,BHMT,GLDC,DLD,GAMT,PSPH,AGXT,SARDH,AMT,CHDH,CBS,CTH,PIPOX,DAO
SIDM00274,1.6980604299314466,-0.8970088535616306,-0.6950948902110038,-0.8901434314064156,-0.7815223681812699,-0.02506482789613764,-0.5969527656003802,1.4638742923171708,-0.7816835197177536,-0.7493463130289246,-0.8081791018976883,0.24455191391700515,0.5871730614130908,1.6329863999527972,-0.8804487938311056,1.7026146147082597,-0.35917351663590363,0.9663516147223902,-0.9816066458904791,-0.3670974625316525,2.3725920901200412,0.7642896732893144,1.2846647971468383,-0.8433699413205119,-0.8669397074410564,-0.46102237981039434,-0.8449544162420898,0.0986636167728814,1.5846744205394196,-0.5215124802830595,-0.9543489565200846
SIDM00544,1.3123897309053607,-0.8150845231167994,-0.7119095506379078,-0.8458210972841956,-0.6763726576266305,-0.39516492096945277,-0.45389008522630214,-0.22929648617142043,-0.7977087502055594,-0.672828618266398,-0.7986727687396674,0.3783378695493604,1.2440858994190116,2.416215538458945,-0.7247120755804265,2.1741897275302877,-0.03787747642515922,1.3498866331410673,-0.819506922037862,1.481996725617496,2.543530443093656,1.0761129802291949,1.157583227197732,-0.8311449783492986,-0.7829139255459929,-0.6394417357357131,-0.7393152063339575,1.4060273080636436,0.7136618770435538,-0.6860732727406667,-0.969410078553162
SIDM01006,1.202673968651577,-0.7047942560188654,-0.5437640186097241,-0.8278861766020401,-0.541237838832122,-0.5441327267003772,-0.8599438554422169,1.0999395579853868,-0.7802037624391288,-0.8728938599446631,-0.47029798761107544,0.3551039752443461,0.8933987188389609,2.5478035665349097,-0.8101377163791819,2.187534414702542,-0.12071782385440613,1.647741234560686,-0.9364502144692377,-0.8843889096840971,2.4140483916681608,1.4366731368147674,1.000093374432999,-0.8118206646807707,-0.8377798061724145,-0.6261289396654685,-0.7565515419809301,0.6753265090422542,-0.1427660173006487,-0.5930886397339016,-0.9380822370435806
SIDM00302,1.1262258579198499,-0.8570187638600306,-0.6139342223220016,-0.8266214585504834,-0.5605860817336695,-0.2590564743379998,-0.7920672285913729,-0.9005802714117106,-0.8338907354421915,-0.8433086620802043,-0.6539241532729103,0.2366409545204784,0.460608739747345,2.1660192961344364,-0.8180292754065652,1.9716078904122698,0.48308100970990764,1.69871874700522,-0.9635535710360165,-0.7209645427792384,2.0408259776097326,0.8714722728194759,1.217960246049127,-0.807080774459868,-0.5812840373145688,-0.6629680706259545,-0.862114608791642,0.35888443468923953,-0.3556443212967734,-0.7451590410449859,-0.9815719794921598
SIDM00549,1.1979505284622776,-0.7916162894367732,-0.5694590573756857,-0.7243868536598207,-0.7128615904706074,-0.5448467003907547,-0.5763721854152779,-0.935530385544563,-0.8839278846496518,-0.7490541690640141,-0.6413061191958824,0.7378729819826253,1.0509882783878612,2.820666918374618,-0.8329161412516667,2.335091993106419,0.8418681229399181,2.0846556086355865,-0.9277747194422443,2.7694430152154648,1.990938420405046,1.4448841503442997,1.3322716663156506,-0.7981769032173641,-0.5415770095533955,-0.5188055725792546,-0.774522037563423,0.9873117142309051,-0.255055717026948,-0.6725005265425841,-0.8394354314428559
SIDM00292,1.1961427741872745,-0.919934436758829,-0.7822068520638308,-0.9399175061401244,-0.8230926847916575,-0.3222191189249399,-0.7804018233896748,1.2270841506916648,-0.9268318231803112,-0.79836342478798,-0.6714082208855426,-0.056278446603764215,0.08331588358638842,1.8308345584322894,-0.7712150847925668,1.0731661219030855,0.374040011373349,1.0768457516352137,-0.9307374264747987,-0.5133588947539325,2.2325218377808382,0.9590695871506069,1.1647067392813306,-0.8626115432915397,-0.6122748017301218,-0.38485391208869635,-0.8754602628729782,-0.23542984889021204,-0.1402833052438013,-0.06718629644465075,-1.0030413171126942
SIDM00623,2.3456494285280143,-0.8648423521259174,-0.7165420760741641,-0.5419741769310682,-0.7333755540426693,-0.48919477222743485,-0.12573416847433597,-0.610960671204155,-0.8498169871763837,-0.4219636484767534,-0.6705615547463062,-0.07227939897836715,0.49290628035650363,2.5536524204955193,-0.4773521005789539,2.7469671012518013,0.5077330505372922,2.167406666637619,-0.9111456018443146,-0.39483730290592717,2.6286422439348316,0.9756546098125288,1.704568868891205,-0.8584049545158173,-0.847278133723575,-0.6180817742243477,-0.31590301324301634,0.6762464257127861,1.6294943915946034,0.3796753770732584,-1.0536583328751055
SIDM00638,0.9890029499526383,-0.8594249712885655,-0.6554250112771106,-0.684948694153637,-0.6377920905209495,-0.5851875960330233,-0.703934297418322,0.4728322401022737,-0.8210746346293684,-0.8100706426464055,-0.7409094197861971,1.4749821423854605,1.0591860272196636,2.3098157354272186,-0.8071519581693865,1.9007512093711343,0.13767346562040864,1.410963160724228,-0.8739592421014907,2.2593528738214053,2.759833527691437,0.28664953025300527,0.6682155822052306,-0.7974944966295819,-0.8487708830627191,-0.6543126793535949,-0.7188775401002409,-0.3603492525542978,0.9858242196120278,-0.7141936509565389,-0.9805853341513592
SIDM00527,1.3957507427736464,-0.921026576971727,-0.45848438413353704,-0.8892428718257109,-0.7422174329777222,-0.6272108112471214,-0.7411894107539353,-0.7959358433836967,-0.8534064498143654,-0.71178684903662,-0.7539736924644729,-0.01807027939884128,0.09767421937649755,2.278552934200313,-0.9014761561674848,2.125017976177602,0.49453965670276046,2.2545850894988693,-0.9504723366461355,-0.7071013484722101,2.6297906636651724,1.256112849307691,1.8783685753191024,-0.8950643714811858,-0.7316986004072769,-0.5175365618026467,-0.8317222378726941,1.0975122507793056,0.6731021408979093,-0.7570970810690686,-0.9307735889727052
SIDM00976,0.8923027742946746,-0.8767824609152718,-0.6199709565993239,-0.8271530340261259,-0.7413171962568577,-0.6453872793418074,-0.7899565429541401,-0.9460214091222562,-0.7050426253433563,-0.7758726182194915,-0.6966377683966786,0.24072779934488014,0.5128370247840788,0.6537297389790977,-0.8558187336685092,1.4856936445126827,0.7275725422317895,1.055958823321012,-0.9948080872814641,-0.8917215732932992,2.475563148598427,1.310660197202626,1.185013687885272,-0.7761334896495535,-0.7599714498747057,-0.5945329794038641,-0.8506672586301786,0.1520537002194827,0.42393757620341677,-0.381282163496766,-0.8885287400475221
SIDM00316,1.1345030210689524,-0.797247675303054,-0.5762044704411005,-0.4199423817094545,-0.7511116885755126,-0.5768615646866545,-0.7974180162348748,-0.8391616657737703,-0.7469339850907024,-0.8382327751552969,-0.7442594151404583,-0.25290233579923754,0.8546442749905544,1.9548064998231178,-0.8625412089762248,1.5813365846835483,0.7439764116541252,0.9619269123788288,-0.96590963731311,-0.1928313278818496,2.480516483512166,0.8962214609180412,1.4355617891934362,-0.7917417710601155,-0.7746108923239619,-0.3605906922366415,-0.8755285744689183,-0.19451984860506621,-0.6502678668213366,-0.8323618321355291,-0.8833768276177638
SIDM00326,1.4092457458391177,-0.9510874853633761,-0.655287336732483,-0.8657698400813905,-0.6802826677861805,-0.49151824071587136,-0.4587502499800368,0.8151137053602916,-0.8651447915455577,-0.7619068260040893,-0.8047801785432087,0.5216276226133493,1.0008519469420887,2.034043843894252,-0.8478101083171332,1.7507459772650054,0.5806614097514927,1.8518769402104847,-0.8868284301932968,-0.8584433814814509,2.224097206530434,0.8245652898647157,1.4699492704200827,-0.8283050382844441,-0.42579712033137124,-0.4748468871752453,-0.7560308452598103,0.5210319760533714,-0.6914919148252299,-0.5741863580313066,-0.9751123779360381
SIDM01093,1.6098657170494832,-0.8642646708411903,-0.5822527111820305,0.8772544487697737,-0.7163717348375617,-0.577975445413308,-0.8470496639690923,-0.41078505890770045,-0.8540772445463046,-0.7613671668722848,-0.7203970389863013,1.2126480686452896,0.9688041198043299,1.7131507585201868,-0.9362386255297376,1.2799449421500264,0.8451962261170298,1.2159053438337446,-0.9684905656267794,-0.8141634637700177,2.5367648713431303,0.03535375195719116,1.0077194736675654,-0.8240946286403951,-0.8196978439725107,-0.5966227132430783,-0.7161281454905556,1.0327451866152355,0.27104299639771706,-0.7533260638708267,-0.9025870908719823
SIDM01098,1.2266113094637148,-0.8297885673918822,-0.5204794770628978,0.22265373556288368,-0.7523635794534419,0.0010942105730123916,-0.9019595527936337,-0.7074319967666506,-0.8045913911305344,-0.7740580913564,-0.6847489368873411,-0.09050366151277237,0.5100029123937215,1.8908957113338134,-0.938429845224383,1.2027437838969666,0.7571114599274834,1.6864038224282387,-0.9785291669195658,-0.12441277798524927,2.578882970203232,1.190268406413756,1.363524731643537,-0.8038875904231512,-0.5460220589442532,-0.24036769386869422,-0.7776644842764958,0.9831806829997513,-0.27636310549637816,-0.3759874928865628,-1.0323900534589356
SIDM00424,1.229656962899281,-0.8396209983226367,-0.6038220684928007,-0.8167564789762203,-0.6531162768093177,-0.5774410785036355,-0.3808133650415319,-0.8298385480791651,-0.816196896072017,-0.49890976166039186,-0.7214734658641475,0.12955024490779704,0.6152345077833992,2.920787477099947,-0.7933105140762842,2.7951824957866047,-0.021012374335723668,-0.4467019871002527,-0.8527359574631359,-0.7321597020218721,2.1057198839292917,0.610967342205897,2.16892283051961,-0.736593655101508,-0.6791504314788511,-0.557365360878893,-0.7160290536180249,1.4200180463638299,0.4139922838513641,-0.6773405379197452,-0.9134923147732597
SIDM00973,1.5980781788686726,-0.8164111439233378,-0.5952534674294442,-0.8598205162181981,-0.7719049211192611,-0.4395097847860632,-0.26230130191655937,-0.8622664821295554,-0.7776372303467437,-0.6797251134467327,-0.772421338251812,-0.5685877669661838,0.009396908541523988,1.7038812838090096,-0.891845397152587,1.3592038632309866,-0.18205921582776385,0.8610146255846008,-0.9703615289022725,-0.9442387829348998,2.3666395103812867,-0.05418077390489584,1.3324254182075697,-0.8155045779902579,-0.8064491581209449,-0.6630890201116492,-0.7597881855869187,0.02340422104948153,-0.09085940526497902,-0.6443998928470511,-0.9444956691691749
SIDM00411,0.7959522324253905,-0.833195116700973,-0.6526149725138294,-0.6811495809215465,-0.739104327185091,0.3638126592950794,-0.8942674383438872,1.360098791304065,-0.7804123751579264,-0.7547587294858213,-0.7810956074706367,0.5271667506606443,0.07836891603300959,2.29347615164808,-0.9352660666606649,1.6212785698271408,-0.28633578637887697,1.4124834282636196,-1.0476480175703338,-0.7103368482125433,2.1708955768214677,0.1790042460573995,1.6530156574837327,-0.7608252691601738,-0.7381726860790994,-0.6139879089341186,-0.8270679989164373,0.768009211992288,-0.4441842703925752,-0.15329091297757894,-0.8966865555183499
SIDM00374,1.6983656826491174,-0.8401437774931115,-0.5626702680124273,-0.847431136320104,-0.7082308014494252,-0.541355035743028,-0.825690861883749,1.235459970835921,-0.8300049914097714,-0.6999655299577395,-0.8189123699797969,0.47187466222903107,0.41759242186289336,-0.3825071069787729,-0.8409966664085302,2.455092899279726,0.42005409066048377,2.3480758647108444,-0.9062329129108663,0.9820185079635155,2.726148719651114,1.00554437041168,1.9143585525864772,-0.8213523629771643,-0.7765960269061405,-0.551391519688633,-0.7427554989430663,-0.8391053293524017,1.6598371710485107,-0.45919372334539227,-0.862149758829245
SIDM01160,1.2595946418824902,-0.8960286716894725,-0.690294390828557,-0.8654643039904627,-0.7139480112110353,1.9889584271986613,-0.7408155198585575,-0.9131181986835893,-0.9056382738718385,-0.7781188302502122,-0.630454596726792,0.6087724262334673,-0.2741398220952832,2.8309321230055704,-0.849987345089762,2.3758427827903756,0.6175529652604951,1.139716239479432,-0.9830818274005441,-0.8948579266938986,2.238738900275411,-0.08544482794482879,1.5194264913790183,-0.807443348122273,-0.829640220085121,-0.6684900976532862,-0.8275384720359846,1.0544078978098332,-0.45284868971706244,-0.6481620123986879,-0.807300839857051
SIDM00145,0.9366648421934712,-0.8410838162557304,-0.5670516799043611,-0.8708240498552332,-0.6889662644751711,-0.6166186702194154,-0.5776944253512392,-0.5465149311991268,-0.7790022884523924,-0.6421382370489778,-0.32292834780579166,0.6621681801183226,1.0096437365284334,2.508983774279414,-0.8330336574570603,1.6750141924721396,0.49493915246525794,1.5008667878324677,-0.9017053660796469,-0.10133174114669842,2.5924705107744392,1.1278007263268652,0.9472803039000851,-0.728431595206293,-0.5179130902481759,-0.5585022080887762,-0.7275682163310242,0.4633839731721365,-0.07652992448317777,-0.7430695614405155,-0.9837490341678424
SIDM00975,1.2386399023484875,-0.7592427627072481,-0.6747869943590223,-0.6084992916934472,-0.7239149881635103,-0.5611748396816388,-0.6234292100170257,-0.9096794404035866,-0.8935921516169181,-0.6222951580846384,-0.7924769884817804,0.3378548306212838,1.2706820273330472,1.8084091866583025,-0.9331555030236045,1.5088336197786518,0.4600157483396285,0.9391188500128459,-0.9226679428713688,0.3325912393381926,2.1913499071478713,0.8747426513024188,1.3205609838023917,-0.8772542127959683,-0.8675117869738354,-0.5525333454527647,-0.8709649519206607,1.0473818366209493,0.19962233101129895,-0.5240629202075178,-0.961639354192511
SIDM00971,1.4579777838035317,-0.7808742699045975,-0.605894517039127,-0.8305715943232101,-0.5947219213579463,-0.5062969108334685,-0.7608601647557822,1.0847683885255102,-0.7123066030423677,-0.7146290891780326,-0.7241257938450487,0.06017410941384856,1.3031074343660898,1.057219461819297,-0.8431233468190491,1.6014035648808183,0.42845020950714024,-0.32302791342233855,-0.928671812250557,0.39186635616808135,2.248685249211098,1.1309335156375275,0.45273055089060715,-0.7279037326850456,-0.7321997890483167,-0.6182240468647255,-0.6546897564203142,0.19462017932186257,0.13463674619007832,-0.7308454251229446,-0.9810744384378656
SIDM00251,1.6005509554983857,-0.8752754454663249,-0.5798742456150164,-0.5019859249692267,-0.70942142409512,1.142585681352472,-0.6232083077518981,0.9525459829559462,-0.8835453499053207,-0.5476358267398175,-0.7214117320607374,0.8795974363594535,0.6878311194539256,-0.674262312524655,-0.8676169342548417,2.3937802683142038,0.20140892081266704,-0.285309604367236,-0.9182860761636221,-0.7207527914646609,2.5552106680632347,-0.02431184506530827,1.7195317807784205,-0.7852844939583625,-0.7946089456319885,-0.7072014892681951,-0.24775501237833736,-0.8619362359399434,0.8229396327382039,-0.7190509742512616,-1.0257481244549025
SIDM00412,1.8137443549623458,-0.8738565206658876,-0.5510720341878046,-0.9151186167890839,-0.5838884314020746,-0.5703523535609379,-0.44977978097283855,-0.8518849952626757,-0.9155157068228416,-0.7371446300290326,-0.6267607439398132,0.6155709695499085,1.1821602912168534,2.1492161553104316,-0.821986211831379,2.159179885474911,0.28078592610279846,1.3983361676787123,-0.9503482949399984,0.005512131728729627,2.365089067450703,0.6183217894230852,0.770350404157194,-0.7244486211112068,-0.7521900628115976,-0.608667851174768,-0.7255046512175138,-0.6077284184443622,0.6940538583354013,-0.7066577118355015,-0.9284206502936755
SIDM00023,0.9421469342135905,-0.9300155084505992,-0.7198373086127304,-0.938402028353642,-0.6441127654323141,0.19949465353550938,-0.6297102432826704,-0.9282555217142819,-0.804414651518698,-0.7124058142736942,-0.6536245443737169,1.3306027295703917,0.551937818505386,2.6998966668120072,-0.9105393000468733,1.847643947211556,0.9653865142770349,1.6703153763421448,-0.9378779975024937,-0.8023208374994399,2.6988495488639734,0.0432114352172526,1.4822377182387756,-0.7719433164054316,-0.78340137402508,-0.46102919484089444,-0.7497686856719215,-0.021800160172781583,-0.37323988544758363,-0.6869493637498535,-1.0030457476466768
SIDM01198,1.0714379792257895,-0.7573439305656029,-0.6766066297718724,-0.8322770733098814,-0.6774471479653222,-0.5377797697078033,-0.3897857946564804,0.9482397278998483,-0.8649425268905039,-0.5408090521115237,-0.6329932687117198,0.8695714842624176,0.44355641679992364,2.994113927894533,-0.10783869320415103,2.2579903080241808,0.9932103359825399,1.4380388581859664,-0.8790282922290273,-0.8319771734052475,2.424934433712794,0.05904499902301937,1.64650025393729,-0.7410631726373637,-0.6738351452942807,-0.523586162301585,-0.7617804754086162,1.0258377863837327,1.4478610066163335,-0.5271140780793911,-0.9215425634217957
SIDM00441,1.5783843485776599,-0.8469318491870677,-0.5181719915599297,-0.8609418468325066,-0.6981414504660015,-0.46017850679746825,-0.7459326446191201,-0.8775390798733811,-0.7838333087955114,-0.7374867187183257,-0.5496812105199822,0.3983515676608884,0.35301827931315793,2.5645159704284994,-0.8367839189209918,2.5188500504979316,0.10077584613660806,-0.25511339370038016,-0.9222107577683777,-0.7474359365080754,2.2195445440685235,0.8570976805693067,1.1191218225180841,-0.7780147649818726,-0.7750893470214715,-0.5758284883753455,-0.7653163498457747,-0.7094491548578314,-0.12919376695166648,-0.6146588771740386,-0.9901052893831295
SIDM00388,1.0663915965012734,-0.8586082130954094,-0.5436793739280744,-0.8479360831357642,-0.6272799808250458,-0.5424826254537146,-0.46369347829677865,-0.8136705389396575,-0.8185831503153811,-0.5548150297544246,-0.7366263910031962,0.9147835651886406,0.5830026257652176,3.1595623019964525,-0.6932128859551837,2.7017029979875873,0.5572711275145978,2.362152698392431,-0.7060309798072418,-0.8102320429649202,2.157491669086942,1.407677525229179,1.7665399499986416,-0.7774037041789341,-0.771658445995789,-0.40484122654041443,-0.7805487255809458,1.080684312999367,0.3627578073555128,-0.6680728896819781,-0.9944320786606309
SIDM00417,1.3588937153683718,-0.7335802366325432,-0.5818803175421197,-0.8768459588636827,-0.626030122074886,-0.5966702843463582,-0.3663879065023036,2.1499364692759095,-0.824497123295028,-0.5726851032298449,-0.7753254930093572,0.382548950252469,0.015601327795758064,2.77936091888781,-0.8658907192237439,2.26994370611694,0.4183605176845054,2.388269921340828,-0.8736716548107096,1.8456151414521347,2.5631908200912865,0.3540070614642903,1.7937199936957804,-0.7699736675463107,-0.7845728436773013,-0.5609642591910953,-0.6647073551955567,1.047674552513338,1.247942115381445,-0.6124752228599056,-0.8990100945067322
SIDM00416,1.4498360854148282,-0.7443484721747722,-0.5367628704995347,-0.8255787646211544,-0.5684602972872482,-0.5143659681357987,-0.49413885852046396,1.2080884364075257,-0.8291504777501796,-0.49072117963994905,-0.5829266123128201,-0.10505488056046021,0.49133516248378245,2.884716109049125,-0.773746468153193,2.774193201914916,0.6643269252072188,1.7778310978297065,-0.8641201519670976,-0.7437949815006843,2.2046514119633156,1.1761307712041087,1.60433105056989,-0.721581246930381,-0.762702832649523,-0.5670712823109063,-0.4974763654962997,0.34192834011778805,1.6940647487248133,-0.3105026018935071,-0.9279898551990119
SIDM00974,1.6092375116395314,-0.8837613665300826,-0.5934550547258883,-0.8467894927962176,-0.7165369123985162,-0.6108720708243705,-0.7424789468099174,-0.8575346745101212,-0.8343449439012222,-0.7447010290982928,-0.6453953927088792,0.2831245863167942,1.3505265133760347,2.482601504664358,-0.7858277763809087,2.1968480120762788,0.526218254214766,2.1976137269115292,-0.8906130809200166,1.9347726928397306,2.4583531188831786,0.7437546691686961,1.2903750069237812,-0.8231605230657583,-0.7952763220929547,-0.5599865683677432,-0.7829000939566267,0.9504490212921696,0.20469557400308835,-0.5724915973350216,-0.9664592302222733
SIDM00833,0.9950212099019464,-0.8302220477462786,-0.6835668879998538,-0.8427559035614336,-0.7417016705681317,-0.1713466055201228,-0.7769970210821064,-0.8305124162291618,-0.9457365691820796,-0.7498567861721172,-0.7367244177950016,-0.00851111811126295,-0.776699867626966,2.1058271515815594,-0.8072853287489232,1.820912724209598,-0.10127199858294887,1.9538535872730651,-0.9519873952618717,-0.7621981380509398,2.1757197593178446,-0.0194300844131891,1.0911925174606363,-0.8234465027564836,-0.8251937718225187,-0.2524954619946903,-0.5397805395824756,0.3624971477031284,1.301846981026058,0.13481631347190587,-0.9736009663742504
SIDM00562,1.5102367045258809,-0.8322926120025137,-0.49773539128200917,-0.8456860649845165,-0.7165327994345085,-0.5116789283947232,-0.739871377239869,0.9157635421020388,-0.8750814468461819,-0.6575895209151613,0.3967986646816544,0.7339107020796207,1.5807028931470701,2.7380545068808178,-0.8853656255734429,2.4139694888858427,0.024091858229119696,1.9047488577868246,-0.8600445944261431,1.8020909293357228,2.7334701612484533,1.271397975324179,1.5160648164031352,-0.8402947419250177,-0.8205482585607243,-0.6176376031992954,-0.1926945737168937,0.9602451417008169,0.5831676682376125,-0.7067723838745629,-0.8703011769252277
SIDM01102,1.815077850342986,-0.8318175889740099,-0.6186589463397052,-0.8132583079584357,-0.5979072692225378,-0.5264290533319093,-0.08789805655871041,-0.8140118350908929,-0.8107679490429317,-0.13262073878582178,-0.7667129257501026,-0.007281161292471847,0.08029720464930609,2.9350576065846647,-0.8406209909101544,2.549521111214609,0.13972520277444142,2.1418011428960853,-0.9092472477949273,-0.7334403740511316,2.4461282292535595,0.18105440506911716,1.3910736760199032,-0.8052213688782153,-0.6816596786627742,-0.5067687759595279,-0.7135437202871502,0.6513025398355172,1.860110188300265,-0.33673363788245547,-0.9319276335360531
SIDM00418,1.2111214946409197,-0.863488063860338,-0.6340344489091023,-0.8732120101535399,-0.6863778713237512,-0.6300277313701124,-0.6943305990770485,-0.96968208901955,-0.8698357585425878,-0.7676574287078135,-0.5938256075384887,-0.01825086821485918,-0.08308518933930792,2.368252290724885,-0.2890412799079468,2.2025837557642856,0.7285802596275784,2.2813795590957273,-0.8181578547597487,0.9400410752350047,2.2319564812809256,0.6019756500144379,1.5780526035095008,-0.8436662221481634,-0.7712782941512577,-0.49352843706939553,-0.710309467604172,0.8153158642407772,0.5993302312953136,-0.6022922006376884,-0.9320919452462332
SIDM00841,1.5592674300270777,-0.8125761786610578,-0.6008178495287259,-0.8805047115834139,-0.5330462780420653,-0.5607032211014256,-0.9282388366865344,-0.907672336177891,-0.8155167489993561,-0.5320582654692934,-0.658953061875506,-0.0011461904802639164,-0.29980114743794883,2.14330473043592,-0.826905560699854,2.7614796259384247,-0.2182948422352966,2.358148998180131,-0.9252359202957892,-0.7428411875671269,2.1550648946524498,0.22563337680494452,1.8700381800563164,-0.6736740361060978,-0.6557877149437744,-0.18153672566760892,-0.32525152237307925,0.8339988345104817,-0.45196291950527695,-0.6982329538873108,-0.7694978929217143
SIDM00260,1.2608679861806837,-0.8486416139321489,-0.7034973907859715,-0.935561467933073,-0.628326937928959,-0.48429120674427095,-0.6288344666520059,-0.8379130141188187,-0.762148476263211,-0.6921254626419889,-0.7421508904599754,0.5759706629274014,0.1718754593736693,2.673970536880369,-0.8855686899757623,1.759565447598425,0.32769546697282453,2.212569795920969,-0.8916720741686496,-0.8103787758204057,2.471222333459808,-0.11333743558179295,1.5171419561014279,-0.770470832560018,-0.8160428448682444,-0.7075611186996822,-0.7203616939353517,-0.7206755429543074,0.3523792083612412,-0.582155943657012,-0.8952548650662895
SIDM00111,1.1687340123720356,-0.9300877950635815,-0.7241874135063948,-0.7606762703031776,-0.7368182575513343,-0.5619474855125423,-0.6964223904531625,-0.3567523314224867,-0.8919179622044866,-0.7201203184375414,-0.8084074936982404,0.9235502572596862,0.6442502582311636,3.098506429367018,-0.7869996200887981,2.1737963114823957,1.360605340233272,2.4961192127392096,-0.8288598285916055,0.2224001021883808,2.101951746850729,0.5611488387795457,2.499093996838192,-0.8178541728769252,-0.8327989992137268,-0.5875577504717399,-0.6663450082870542,1.068651954509132,1.581602637466182,3.0974380993329507,-1.0376070602843037
SIDM01179,1.1194990693052136,-0.848174227859494,-0.6253568070590004,-0.8262103984331765,-0.7771030316146025,-0.566849353544627,-0.7736792512584446,-0.9094653334472892,-0.8457636175709946,-0.6230895407504099,-0.777989430434694,0.12720704826281948,-0.4734987611293798,2.2041283652606753,-0.7646689456134222,1.3649783576508414,1.0183241347301086,1.5270786216966614,-0.970861744774398,0.5367547602755481,2.464381975288935,0.7681217762036978,2.1913394682856637,-0.8627292596924244,-0.7943777644684848,-0.34519216906332206,-0.8052163180347356,0.8290236107808889,-0.3195285406625496,-0.5666629143662424,-0.976931090481451
SIDM00351,0.90270567362884,-0.8090200001408129,-0.6644752003321361,-0.8457077372319421,-0.6885754641389381,-0.447987685469605,-0.8309372220470788,-0.9030591033830844,-0.7653487225936918,-0.7090920007028665,-0.6779360200522874,0.5786714673228951,0.010046128182569192,2.5919188150006285,-0.8684020804207436,2.0661901705933237,0.1513933050706114,1.9409936171171687,-0.8923809441847829,-0.8795831158750029,2.4745764080836645,0.1694739870314203,1.3922563478386012,-0.8065036845147117,-0.7408900564320899,-0.5704390138310734,-0.7792730962732891,-0.44042076167444255,-0.5410615501674507,-0.7611877077647404,-0.952313232195887
SIDM01205,2.1155008235769843,-0.8402670031336413,-0.640419155667473,-0.9008920260433982,-0.6135392282361238,-0.6130180042512439,-0.7501217668495491,-0.9173503429531258,-0.7061817162095952,-0.7081815189076923,-0.4934344119489933,0.6582892165134687,1.156568975714346,2.5638520237906524,-0.8414680357481272,2.3506402863381473,0.41640332585185746,1.3154723627994667,-0.916298271286583,-0.8035845945304562,2.2728807550592443,1.1455041546086242,0.7354353527903592,-0.8282898556805738,-0.7740095489476767,-0.0935583276092858,-0.7844344792210776,0.13519165501197367,0.6302771973300737,-0.6382726269172682,-0.9867486748827465
SIDM01095,1.5934224499715528,-0.8631843631557509,-0.6657849018841143,-0.8941515331536574,-0.7347771606829552,-0.45528447505273717,-0.7810742873253744,1.8498009386777214,-0.7598345545379254,-0.7670934694931911,-0.7405164927849563,0.8748007482269905,-0.39905817964238594,2.293719320342029,-0.842219021545518,3.683757559193214,0.14830350678296828,2.1152478729358526,-0.9559014633772644,-0.7213574121134161,2.2384798133611836,0.42181764925206683,1.8834341557759968,-0.614944491184072,-0.5717328129848493,-0.723554371321394,-0.77148491318389,0.804668582751849,0.40165000502086545,2.819150458071525,-1.0537209332877906
SIDM01159,1.061131154827806,-0.9074129497709749,-0.6568023211074324,-0.798834662652732,-0.7767459101777128,0.018751739086164853,-0.7885540537031154,-0.964419590261659,-0.815715417431213,-0.658117880622674,-0.7006398822047429,0.8107629366357748,0.4128773062782416,2.2222262263484103,-0.7881469929522631,1.6832962184236568,1.2266702425464646,2.1311263225238264,-0.9471632230703289,-0.6142392112697721,2.5956011550617824,0.7016330702291077,1.315578670645218,-0.8284803109297912,-0.6923318939899293,-0.4605087322271594,-0.7918599795011891,0.9804904320227048,0.022740667610551404,-0.5899282346307273,-0.9330597686878207
SIDM01183,1.4124588580390876,-0.8628188362870266,-0.5307501050792051,-0.7966003682316535,-0.520380785402344,-0.36852169740379376,-0.5451473972850012,-0.7836395504516462,-0.8667820297144185,-0.6422165654734617,-0.4269059258217158,-0.1901873364727806,0.16986833024565043,2.9208562932736304,-0.7174520520897423,2.1227438286757616,0.1950940261233461,1.715647080865525,-0.9489020068173196,-0.6662375945384473,2.7824373304994423,0.7076286629536738,1.378792082190343,-0.5432922368538098,-0.7804925974476745,-0.6722951653581735,-0.6923293330812607,1.1634771259449639,0.06728696749267116,-0.42372249696031744,-0.9451386290092479
SIDM00328,1.0859805423954592,-0.8600801455606647,-0.7032368805702561,-0.9210460748810556,-0.7234821695564276,0.08826522164918964,-0.36298180880583797,-0.864848129776511,-0.8627616224073256,-0.6874049149025481,-0.6928111971947891,0.4780767989831512,0.3461260864114454,3.0122143144211875,-0.572967698559114,2.0600293530830576,0.38414869942782065,2.4139912381588635,-0.9418121451938242,-0.5433751187133753,1.7307145141352462,0.6980454533392202,1.8899012115021148,-0.8405841200786129,-0.8003405917972775,-0.4716051073992099,-0.7500620830545721,1.29977641013531,1.1599601883468509,-0.006692588626494624,-0.9915795758215967
