,SOAT1,LSS,SQLE,EBP,DHCR7,CYP27B1,DHCR24,MSMO1,FDFT1,LIPA,CEL,TM7SF2,NSDHL,SOAT2
SIDM00417,1.2743299584327354,0.7493245126922266,1.2928480724260367,2.0388235796603804,0.41812789450495635,-0.658658066479443,-0.604431806471951,1.7619561196882354,2.6600820038619895,1.9026812444554224,-0.38550545971123484,0.5534419075966075,1.3535329581792115,-0.7087165410489544
SIDM00416,0.7998656761461013,0.2823876513846879,1.7746785761456343,1.5346091834266105,0.20044266463942959,-0.7776948619012003,-0.5906488365076792,1.31673424160614,2.2895064196899217,1.4344239007616388,-0.38165760296104667,1.1113587873990098,0.9553004450391126,-0.5877783013059743
SIDM00974,0.9025565710930525,0.21381344482618922,1.528682490834752,1.491547142295683,0.8709195788347489,-0.7722664538197009,-0.2679598731503571,1.8571458792342792,3.0293010805981777,2.3736578970974156,-0.8007489369165663,-0.17188393302735375,0.9343215153325954,-0.7224639707669553
SIDM00833,0.4678675498519159,0.35034829348878116,1.1131997711097983,1.6683974454595936,0.7622521065514909,-0.9117472527091874,-0.7357551605595091,1.3040467811357748,2.2172308516085946,1.715448107929066,-0.6466894050896093,0.84258835477579,2.4933747403107227,-0.885267238892925
SIDM00562,-0.002123355905834639,0.6343069275504581,1.6365995065970889,2.821821317171577,1.3439675927454082,-0.8453743382970924,-0.020511850835468845,1.5447839343858591,2.3921819454381095,1.8216245781483642,-0.7108233057390793,0.6957568918414506,1.7463973919158067,-0.7961854612498811
SIDM01102,0.700818539294888,0.9682622942827599,1.1460094081830596,1.7352702609243744,0.8703391221724659,-0.6666455809891088,-0.5772280399579459,1.38935870955327,2.1753867678764673,1.3023256429377903,-0.533473411192724,-0.017939282939006075,0.9243136348242338,-0.5091201886782247
SIDM00418,0.710015777526596,0.2049562461174676,1.0131463075378617,1.7637829758932866,0.7807398251099041,-0.8692204827847724,-0.6549357684729983,1.0007062096024721,2.2647222528581263,1.9661652679498889,-0.7832392013218331,0.7428976776853239,1.3394025705142218,-0.8706387332594514
SIDM00841,-0.6018458718976868,-0.00878673683363406,0.3909602479986687,2.328249891163111,0.8943225500393093,-0.6653192416745896,-0.5911772978876493,0.4507213046419542,2.3458687945128083,1.9737202739123247,-0.6291314761101968,0.6292239316834249,1.0339438408402069,-0.38138113046433614
SIDM00260,1.0830629429135403,0.25685611455539026,1.7560853571345518,1.6385628712003502,1.4485279778824593,-0.781268553564258,-0.5585680132065234,1.9562008364384922,2.291876596601703,1.9775247559840088,-0.6422486247294358,1.2120471367252101,1.1593626857333015,-0.8930206024490309
SIDM00111,0.8126669081688143,0.06809398620927158,0.6414965954477625,1.5617066795234422,0.7993367798155181,-0.7306910448521773,-0.5008695264924935,1.3073463407398707,1.9960830422553748,1.3162717101603478,-0.6773972310875194,0.06899451047337249,0.734321923252277,-0.8450816052484451
SIDM01179,0.830701327991184,0.2754903207225077,0.776415894144229,1.4283477114214922,-0.4141068329844219,-0.7133004821594501,-0.5962390215016109,1.079880295690122,1.9518486852660668,2.8616347606761607,-0.705200604460937,0.3079161508020687,1.2464358285824904,-0.8229426473794287
SIDM00351,-0.3332901194549199,-0.262366553071169,1.4450041747508988,1.4421347799997963,0.7435356342064271,-0.7680695608103191,-0.7058548149266965,1.098442494279528,1.7563836360877505,2.5395823854218014,0.027103780073746187,-0.07415404216448358,0.6979011193647208,-0.7862083082630251
SIDM01205,0.5007891819721548,0.725764184066637,2.0797976024958014,2.8533964433840704,1.5876655609815444,-0.5473810093460914,-0.455035953883886,1.70603317216901,3.3381056857865197,2.0888825879296316,-0.6424897847038352,0.021738074232614042,1.6391299585485803,-0.9382613281288247
SIDM01095,0.199104370843595,0.07193209713014775,0.7210234173348478,1.6700068931287295,0.33958393118889146,0.7013223881512776,-0.6599023677382263,0.17086807767482098,1.9499923909494608,1.3267513624191505,-0.7265630580160213,-0.1578880557332319,0.7710283179757013,-0.8776262068677434
SIDM01159,0.5833340570932288,0.3505567725248928,1.1066315874348307,1.5524031403048697,0.7074414836357594,-0.8431235697959362,-0.61955290622878,1.1053535396634266,2.5385155026375124,2.0936082311112094,-0.7378479012267231,0.3705926014520023,1.3881785214477587,-0.7736091105903277
SIDM01183,2.178905221684559,0.7566820786733917,2.1447365067799824,2.2676912778194205,1.4516590522199873,-0.8068065484689468,0.32573513148374367,2.46047290292135,2.8645367029792084,1.6746061313113512,-0.6384723876893339,0.7884334225079395,1.3541419698822748,-0.827597529223807
SIDM00328,0.40091666977523427,0.29195568805866384,1.30527641722562,1.4805514040634684,0.46302948183892734,-0.7916431248437715,0.013336525269085403,1.2699775543360814,2.358800946539651,1.9672366665264334,-0.5697795801833526,0.9568807290341298,0.8954732884498146,-0.8031983365060354
SIDM00389,0.7867026036838961,0.8140039034313277,1.394752564403979,2.4997337314213177,1.3511058422389763,-0.8395435183127208,-0.39608716921623827,1.9802484374571248,2.928598493794979,1.1456453865789413,-0.6437010820002905,0.46534504192847587,2.2029062109707778,-0.552318403285996
SIDM00489,0.4345028727709136,-0.24514871136628807,1.9729088448255858,1.7868940814118446,1.4448179104664514,-0.6270989613326794,-0.45281221487520706,2.0626077632335966,2.363611213834727,2.0577001617669426,2.372001234327655,0.5933197624066652,1.5719398296737623,-0.8559557629201789
SIDM00953,-0.02681178076255753,0.6651084212503156,1.7458134855188385,2.2962321121586813,1.1233658351572051,-0.8427445357012154,0.07222269042065244,1.9978633335236153,2.358562001347761,2.658189058841219,-0.5209514416403492,0.41768635957568356,1.3619872150187144,-0.9462085467063845
SIDM01245,0.7278973910510912,0.3017781342014416,1.19472037635064,2.118406452547239,0.9605643604880808,-0.8330276784834382,-0.6440525497752798,1.2103912651197921,2.9741925230123516,1.6719907825680165,-0.6716014378128365,0.606609541677582,0.9357785539866516,-0.78836115855722
SIDM00929,0.8733693121534204,0.6973245781209587,1.5556732322657219,2.5823739228366795,1.220138690876366,-0.8609476120903747,0.11233072553903271,2.2330557498972556,2.6664945414640866,1.5220454203318337,-0.7629662373243045,-0.3826046195304892,2.274535370284495,-0.814889979628259
SIDM00732,1.031623330419166,0.5623144798785995,1.5434408350286501,0.045586509126466744,1.5817303324851562,-0.8977652180738032,-0.6787104718916641,2.457243803491469,2.3080461236772467,1.8715126109900886,-0.7173254385783061,-0.15808643501058783,1.4336777064803783,-0.9080828292656637
SIDM01047,0.6370784254699788,0.625347825036687,1.6570873776151693,1.6923388313427163,0.7627788953815834,-0.49390369319419003,-0.5221168550488361,1.756841772431486,2.7865194593080242,2.026077985268174,-0.4962411005692538,-0.014406104872792182,0.6286056136848884,-0.8078914334869425
SIDM01229,-0.5342529014075624,1.1218561821772242,2.269721907583628,2.2982591182798147,1.4515235196981744,-0.7099974708672201,-0.6197037567802651,2.4897256874720943,3.0104800864244003,1.5775653029100927,-0.36164813589655975,0.7496203210018937,1.4070498597895862,-0.903282840922958
SIDM00540,0.7395417170482412,-0.1501963800818728,1.04903417681157,2.10844737632285,0.5436436271370062,-0.8385186914750884,-0.6063683695990126,0.8988581847320442,1.6466228467566517,1.9566447035293875,-0.2836353126201311,0.7219798604557683,1.1365458537817914,-0.9223149375967931
SIDM00264,0.8824209733551863,0.2217093014696691,1.2316074908097732,1.0590202985909978,0.8928046758335945,-0.8181549897247838,-0.7309025240805241,0.8584490801930208,2.108515265641951,1.5384567704820218,-0.6218159289527092,0.9467982355403276,0.6824747762513191,-0.9628319469305688
SIDM00842,0.05002721868943018,0.6055823295599444,1.992122930189359,2.964734066941123,1.4206357076790046,-0.641630678688314,-0.5502444135224861,2.1284687032432994,3.0720939746646105,1.9094295022357546,-0.6844223129945678,0.4918537739249392,1.6012180060401604,-0.8919760838592025
SIDM00923,1.1867376769212792,0.48028296399006903,1.724439094672084,2.341597767823612,1.4851886033009443,-0.4406920540936826,-0.2779144453988531,1.8055249156755526,2.4326180583860637,2.207584057601979,-0.6493038027900366,-0.30613056520354043,1.495960304037765,-0.7728412850178165
SIDM00120,1.1584351735062186,0.3312326565382913,1.4224818695470358,2.1244190208933684,1.3590647264959228,-0.5765248417264652,-0.36461525857057,1.321324885418813,2.691233979503801,1.7535472213308263,-0.7490863502237342,0.6724167682386811,1.1978100708963997,-0.8808675273598253
SIDM00900,0.323026651938626,0.5914380720837445,1.9117966593906066,2.0450001994325575,1.2854864548882654,-0.8342140543590574,-0.5406620163122182,1.8323109401917046,2.7532910260412815,1.7605453221462113,-0.6795941093623147,0.5198485032116007,1.3635623430015504,-0.928973635645844
SIDM00962,0.6442467563272735,0.025499662668900344,1.9084824913490903,1.960994325236693,0.39308702910334953,-0.6329413157687717,-0.7112790916045465,1.514405333830809,2.3329758788368253,1.7281141809510718,-0.4429277952636882,0.6995617294347859,0.9423388196978981,-0.6109859319674064
SIDM00889,0.9245250523138894,0.35860604908118954,1.6107359555174825,1.9851644439509335,1.4704385704393648,-0.5396844031926115,-0.5015969608031225,1.5760876608967076,2.7257042068013733,1.071006077100107,-0.6038029600913922,1.0035380689352482,1.4137565346262615,-0.8101635999989902
SIDM00864,0.15390635484422818,-0.29216301738257855,1.7641223557029229,1.741249415213066,1.1389582776885643,-0.6705166019807224,0.18225576983734101,1.795519512932391,2.8814404560000293,2.0255801473958117,0.013217663070403611,0.8684825966573392,1.1913516266693749,-0.8866593510557961
SIDM00233,1.0172472173712632,0.11745548811456824,1.3959264205159614,2.4687145942960638,0.9480092105094114,-0.7865303322372575,-0.5757894654897068,1.6138627028963695,2.756683998871439,1.8806469212035566,-0.7122871989942734,0.4439564788536276,1.101812914191236,-0.7680505415709704
SIDM01233,0.9553710184875813,0.7710655814039524,1.7193431677855728,2.486718856598737,2.0684705482471286,-0.4956341138956895,-0.32132527191921667,2.1929911428528643,2.6617694739379716,1.860991197611314,-0.6579042387243701,1.1964035612865598,1.448414344897573,1.085133848921182
SIDM00964,0.5786546423965682,0.06803385141626518,1.0189169076824587,2.125092418761303,1.0712761867013791,-0.5924740544560371,-0.47167139454600066,1.1054212892341924,1.97950272297356,1.9310363570118243,-0.07504252748009248,1.060152215211107,1.1030041579394403,-0.9464540516392632
SIDM00196,0.24424299266203384,0.7606246876370366,1.8381235655846935,2.3262239935894087,1.0663613818018156,-0.8301316901874959,-0.49030781446191535,1.9082138466389766,2.8780601024724284,1.1810252171778854,-0.5734273578404175,0.6258670521270787,1.4215246555627707,-0.5883029536129952
SIDM00287,0.6319202628370925,0.6187996712514019,1.7260247407011071,1.708079930383745,0.6089719215164167,-0.6975745582104932,-0.5823784250229689,1.1622658342355154,2.67209073854397,1.457026151942192,-0.46591642583113596,1.2416592154370232,1.026191862438805,-0.8969589572456007
SIDM00501,0.6702549855103207,-0.06704431934862759,0.5094176627807036,2.169384952295325,0.9611181494142437,-0.7352890519468286,-0.47486963520084313,1.0661109007191543,2.070382248436946,1.936576303712415,-0.5152002360474724,0.15961460603343902,1.5185006965336711,-0.960495410840979
SIDM01237,0.3772409612226862,0.44532862355529274,1.5294486973925954,1.8697918665365034,1.3161081390264395,-0.7338534310157869,0.13978699400975322,1.4674338134063294,2.376567211132396,1.5064166433657822,-0.4223561814395257,0.6335260555463688,0.7765994222773263,0.799962680046101
SIDM01228,0.44062944248515473,0.18395175877169181,1.25962607585467,1.7395117500803847,0.7936597743913182,-0.7838583984170566,-0.6475496546272286,1.3340070792288983,2.280788023596761,1.523455669819288,-0.7687636996622755,0.36122194123557283,1.2385990037329666,-0.9264266716034602
SIDM00935,0.630188382798033,-0.1064848312526372,1.4139488964084244,1.53919547346745,1.5535653392107678,-0.8571642095643266,-0.39760650979092127,1.4257766983243474,2.242647713925194,1.551509431586364,-0.46302884875087497,0.921263948400234,1.3383889977557781,-0.9337694191066117
SIDM00954,0.1774750845891014,0.9060749417283462,1.8451473809108332,1.9718677226637005,1.3071886592574606,-0.8983454577530907,-0.4295269874671499,1.6292676737858358,2.5216477815078155,1.1466148812274244,-0.5028359175111643,-0.3410554258143292,1.6711689679160944,-0.8920809235254826
SIDM00951,0.7770780517562728,1.3203168670460286,2.121677476190775,2.261343941993982,1.3954050166304117,-0.6886138967300209,-0.18338163071064292,2.288962155067248,3.4725120553763555,1.831014426499922,-0.29235344404858865,0.984227630722436,1.5267553835795469,-0.9025760793949819
SIDM00948,0.8134048094986315,0.014878810021723875,1.0587316375826823,1.728012248198873,-0.06210753239015259,-0.3230447861346952,-0.6075809529479835,1.2069134989852006,2.335500205355391,1.0130232050043249,-0.5770508600292609,0.7425042364562002,0.6816065337803687,-0.8225712517319186
SIDM00203,0.8893959907253215,1.1959115933429754,1.9279417583659402,2.409785752251456,1.4976319504828994,-0.8361752947721438,-0.14697237106940625,2.133977711233843,2.981193027343,0.9328088697728406,-0.5676793824812469,1.7072356415626617,1.680199476845456,-0.6793192340486893
SIDM00896,0.9126437029904347,1.04360107082595,2.2328174854343517,2.490395317811075,1.3761289546265434,-0.31320617703570747,-0.7129442131567995,2.321479416207378,2.847792643342488,1.7550200892904357,0.23379158643843265,1.3822459198039478,0.9360018752518051,-0.9117657506814586
SIDM00285,-0.7457054111679948,0.6932182130984773,2.006069768447266,2.032435289938985,0.8660811001992597,-0.6509511808123407,-0.6573930483999993,1.962416022823603,2.6533928900763484,0.6136468531391049,-0.61883900307896,1.2695273373906277,1.2458264600267712,-0.951343552252067
SIDM00930,1.16536371633228,0.26051239941653576,1.5520254132923426,1.5348878458623618,0.5917320397251424,-0.6921007211779511,-0.5089958605709695,1.6378706535205503,2.3170379312748004,2.003921194947603,-0.6865199438010802,-0.43096088006527034,1.1480559644182116,-0.7780121268936067
SIDM00205,0.3517958884078417,1.1054700632131107,3.0347872833946195,2.640188728594532,2.1806464362456617,-0.7977724199727805,-0.40988540964346876,2.9280914225723356,3.6387297705050416,1.8992503282675977,-0.5987824466543195,0.8576176610822355,1.82005763803933,-0.8556035608744931
SIDM00535,0.6592251584163901,0.5182552579900035,1.1817893027923876,1.3906577330067766,0.5092715031110335,-0.8122482822500767,-0.446723740870334,1.270798527969435,2.005020590817026,1.6945927393242572,-0.7067636989953472,1.0262996247015146,0.9991557740652821,-0.7645628160358608
SIDM01175,1.1550895487821657,1.016982832209463,1.9047498532671225,2.482872224220477,-0.8838538801193846,-0.8107337297601148,-0.7018961774518385,2.3557444278431747,3.1389218104668157,2.6706831220097818,-0.851782661954641,-0.1076266922784442,1.9141694194248713,-0.7257267164215914
SIDM00832,-0.24213026524991724,0.25190226366012136,1.2658139408221176,2.237664316394039,1.262606123764659,-0.8946371125314356,-0.4526172461837972,1.3014757661721066,2.8729755044944514,1.331466390273538,-0.6069594457646242,0.4389434297480634,1.0385836573157394,-0.9316991869752042
SIDM00528,0.5664823616217746,0.3650196453989738,1.5555428798895734,2.259588965752832,1.1312811713107063,-0.4030402610884916,0.20472441064682737,1.3830251018112958,2.156297811790635,1.2662167993385673,-0.7663035134971181,1.6648639905180826,1.621701733545053,-0.870594361021396
SIDM00371,0.6610795813318178,-0.1397619644038951,0.7701961145438653,1.5695164172236549,0.2171987753094871,-0.8330205904755511,-0.5763826363585215,1.0997967781536968,1.685498484133421,2.0958207406867797,-0.7528701428743652,0.32726459577897066,1.1626135792764922,-0.9173806053077835
SIDM00688,1.0046750849100934,0.4503818900401013,0.6540048028314914,2.652573249205705,1.0103406267426465,-0.7545575840709621,-0.6910382441147183,2.021640446970772,2.0309052398484044,1.838863035955034,0.8429570153255541,0.8218539736133627,1.3376208240695737,-0.6853562510052243
SIDM00583,1.214540373266561,0.008159040160150307,1.1342797991619773,2.1572530422561123,0.944332951154829,-0.7923133852497651,-0.4382590278369831,1.2531993466208602,1.926606012914769,2.2028507572386453,-0.7564056511669296,0.37852651412357047,2.04511952238818,-0.8947029588809301
SIDM00188,1.1460005358817038,0.4362129921591555,1.579619984403769,2.180990668571413,1.2578884911829533,-0.8217645188050663,0.4701428906468135,1.8896706761720408,2.2058249306547184,1.7366127357643113,-0.6801435061810208,-0.006555347063645176,1.6584965533050984,-0.8460933767952936
SIDM00096,1.4175922127897251,-0.2988912115143549,-0.746054228671661,1.9580300263471584,-0.36645962691604683,-0.1868581866665912,-0.7285417703966929,0.901905206605457,1.793631630919823,1.5418573144541894,-0.7389354667702716,0.3534271125041689,1.012495845788991,-0.9642895273239791
SIDM00379,1.1953768922950214,0.7499322005308441,1.0269812827629976,2.178336019732156,1.4731511357887492,-0.9381656561677267,-0.09245115456001629,2.010905559565554,2.694858386484473,1.8224067335783933,-0.7312803207993915,-0.1126262445152829,1.6474664326780766,-0.9108921414810126
SIDM00381,0.36311965254903966,0.1184984642152008,0.6307259124594696,2.1131391933197334,1.1497198979823064,-0.7030692268505546,-0.32669600116512176,1.7689580840199857,2.2709079458595767,1.2975792414091285,1.8933986479928877,0.6211612510654786,1.2850469580772228,-1.01094295967528
SIDM00606,0.7189869756408854,-0.11944735510548087,1.1374911493552595,1.9185412452727015,0.6575643411815567,-0.5197683974893413,-0.45281617672051844,1.0983852841205597,2.1358804958507247,2.4610847361492967,-0.260959807005377,0.05585346872296623,1.1298655322142523,-0.9026638093316329
SIDM00541,-0.846072676499346,0.2726374471573574,1.010761072139698,2.3419199301844973,0.8812776590782104,-0.6416476241578397,-0.5345601122397213,1.3456092497856493,2.461468602163448,1.100880254213469,2.459262563132556,0.3109675295050282,1.4061950777428445,-0.8922005211072119
SIDM00808,0.268685835163263,0.3860306194271787,1.6524350803236438,2.220872354955944,1.2560290686188254,-0.9209446696427666,-0.5784158977494519,2.2503528029863427,2.923997626082576,1.955839110246064,-0.8148159183706928,1.1090959956020403,1.5878393300815938,-0.6172793261596253
SIDM00377,0.6896004167765312,0.6725275570202575,1.4608730422322067,0.13781154299745135,1.320141051520245,-0.76072480746728,0.3397262820345032,1.7861692425299969,2.44875439878574,1.8137448029129235,-0.77257866823626,-0.29438782984042855,1.710721288673811,-0.923097997626012
SIDM00289,0.5220895228126963,-0.37078509440101676,0.9229027860572165,1.681356190219523,-0.24065981708171746,-0.7798705439764855,-0.7913065555549075,0.9723175933303309,2.02999385417415,1.4882413795840923,-0.6551346575420267,0.5515419065306248,0.8197208785252245,-0.8855425314191567
SIDM00064,0.5404546078211137,0.6118357810831402,1.2932631818920608,2.203943949190933,1.6325906533069419,-0.7686071378750281,-0.5138980622083343,1.6264162808137674,2.5239630245220486,1.9559571241489233,-0.8216848791541678,-0.2716466108007892,1.7042185721177059,-0.9136016745245833
SIDM01097,0.4161679169035213,0.20201036425138547,1.0616281623728931,1.90845261989228,0.26995146453032953,-0.6819152549203656,-0.653611208888382,1.6139272914761997,2.410858204559485,1.659337245773462,-0.6842944208128192,-0.25335278832493874,0.9655114166739375,-0.8600274377356609
SIDM00350,0.30249920315670425,0.02539298160816562,0.6659734831902298,1.814623230583032,1.145054315847564,-0.7869592669368318,-0.2683720396963804,0.9958336559555263,1.988729136310315,2.637387349241528,-0.4892266766856389,0.03852891538874396,2.4234043815304824,-0.8632669140339336
SIDM01163,1.1383166382228918,-0.11641076866616966,0.7999559636999797,1.7530255088016928,0.36098260000525156,-0.579122150122574,-0.7319993869274095,0.1865252172952879,1.807236904766984,1.8114235286123277,-0.7604180266598259,0.1935693312078081,1.2221331388439993,-0.7771578385809432
SIDM00375,0.7127599809672858,-0.12236083667110376,1.306012745198056,1.8135249826143276,1.1643132752108902,-0.8127079528062819,0.3002210574550813,1.528153748707892,2.2361105714265843,1.8595142337241957,0.759695896312721,1.336536453190622,1.5834366571658616,-0.9540265106865474
SIDM00600,1.0118669237364732,0.25245335962101617,1.0863846957946275,-0.11994634272638775,0.8187016156238553,-0.5798273925093957,-0.6736872077746106,1.5410099395703807,2.355325549082092,1.3524209682490467,-0.770716914610505,0.7215459427933847,1.33158203359686,-0.8855887160389588
SIDM00367,-0.6170711343754259,0.05580500075371031,1.2842112777387888,1.9470753003106553,0.8981762527799187,-0.41884924767824605,-0.48478352501890626,0.6971562355649225,2.379864020389135,3.688671692662355,-0.6707543202554367,0.019280331107746202,1.1572391348537092,-0.9903068023949273
SIDM00632,0.5237101884675646,0.7041968012691278,1.254244624267836,1.7637830117665636,1.0352852306859257,-0.6900923103629212,-0.5206708438196578,1.7567746359827672,2.6093253999887907,1.6708805021458415,-0.6788692223493418,0.2704391338714063,1.387249039014239,-0.863523882556172
SIDM00550,0.21398084207209073,-0.14154714926830433,1.678081145251945,1.642223513078718,1.6002777484563109,-0.7526493385154149,0.03636311098486402,0.9707796062078249,1.8124695674638511,1.4542073266923181,0.5115710022518002,1.0316992314604074,1.298192710577657,-0.8988621666815573
SIDM00230,0.561430134873477,0.5387550074567801,2.221178211156033,2.5336377393896217,1.4369867700107442,-0.7295799336475064,-0.32863036252162336,2.2941109813624827,2.550533904189681,0.5408066324967729,1.1284024540376945,0.8866548946330713,1.3370758069893753,-0.12846755346624644
SIDM01206,0.02517767952100771,0.8847498155390037,2.0677030111650025,2.402658062778687,1.404951606473625,-0.840395147089564,0.0961771102355328,2.425208436448079,3.0455944473260588,1.8222466129029937,-0.6108149654678081,0.4325026318347711,1.3271133275026843,-1.008244943777675
SIDM00127,0.7862222114940812,0.41337182801556765,1.884063792711883,2.178456175956948,1.9462444594138215,-0.8255227295609795,0.014514181169065768,2.154813750186579,2.8592106987774724,2.1019844960227445,-0.5593265172793662,1.2511821224793418,1.95417555685624,-0.8899432502214782
SIDM01042,-0.7071422507463826,0.4076281564884008,2.669181898321493,2.065280267317105,1.8560813296484782,-0.8414834870384674,-0.03298442701214697,2.2816510612616407,2.5976044293140625,1.2332085498363612,0.11782430174349207,1.6307883344739593,1.7280967430616214,-0.9319898848537501
SIDM00491,0.3584097316895341,0.41695148238989316,2.463652347726392,1.093895015280255,1.9701381220158745,-0.4577743161760505,-0.4932669294006471,2.855646492033417,3.129571127602059,2.122397590865825,-0.8159620651477558,-0.27536555811580143,1.7997733181051294,-0.8323606607574299
SIDM00488,0.5770830525003765,0.04155080301907281,0.9800777012800934,2.129875287856331,1.0150337389572592,-0.891811026217098,-0.6048320282629049,1.803028119360292,2.662348665554266,2.026170491618586,-0.7913110310729566,0.45608235486468357,1.5806130886062806,-0.8752199149054887
SIDM00190,1.6463592433057037,0.15292733237391987,0.6728236706261512,1.4327702427835463,0.22251762391284355,-0.7847976194008696,-0.6507888953175627,0.4328938976051576,2.5248742190233275,1.8941942843528135,-0.7445583478636899,0.3471396344708797,1.304347486648856,-0.841460270103238
SIDM00542,0.8443443736894276,0.7029190151969922,1.6259072861090234,1.7174036410194347,1.1735178199039333,-0.8119114406815962,-0.19469319458928172,2.0253218137907103,2.2940876958354495,2.150745178900785,-0.7586772943589177,-0.2714239987791552,1.2519662554800761,-0.8967120623045272
SIDM00198,0.2783675086261446,0.3106503274659881,1.5304711552727086,2.334883429291966,1.0080104696036174,-0.7332703564307461,-0.1312944972416749,1.854952519885199,2.878382980492298,1.378784312697897,-0.6968813546709643,0.8051820249637868,1.6113245548510031,-0.8235946744523529
SIDM00269,0.5720485158359049,0.6742804636185619,1.4047753656637838,1.5919810712773577,0.5497362519756342,-0.8134685704470092,-0.7245044242618349,1.3191524330781645,2.1277808042423985,1.413925422831282,-0.7162243331933531,0.45042666770714723,1.3444187562825785,-0.7742880083171767
SIDM00621,0.7083846196696054,0.8497380392847546,2.236511586068673,2.231105145668952,1.6322768172760267,-0.9634606336514371,-0.3753823712082028,2.208467427276729,2.9756105327214173,-0.6849778278495255,-0.6951341651537706,1.2637719991424825,1.5232753054836068,-0.781177955782847
SIDM00599,0.3455861477328614,0.7832705263701076,2.359179485958321,2.228842324055183,0.7660493665674608,-0.9245615938235474,-0.09196580076514047,2.1735789267451677,2.4652866432735747,0.9757109650819124,-0.8310696065794512,1.1572857321895835,1.504333856547736,-0.8926132706114954
SIDM00118,0.6117842361431108,0.22866758221011263,0.9021773933481307,2.1548909900239983,1.1047118277443913,-0.8733729688211841,-0.37573999933780783,1.65405321423179,2.3503380476231626,2.1615698327090334,-0.7609949409338772,0.8197946335278782,1.2001273731481727,-0.9192644038343356
SIDM00596,1.291625226483766,0.39162015851790577,-0.5186379121583701,2.2848235121058775,1.3515120109087095,-0.7654963347064329,-0.1965906336263926,1.5794350212458725,2.8763074103517074,2.2171450952040717,-0.6175557476060928,1.1595676876668533,1.5635591172272014,-0.8666091929833517
SIDM01251,1.052776040827576,0.12267313504795276,1.426218481815292,2.73783441919136,0.8453676354031111,-0.6453374603719656,-0.6082635938792318,1.5146434708814844,2.9279825743584658,1.2124101837213948,-0.5420271962373562,-0.19450861197727023,1.3501727643193127,-0.844196402106796
SIDM00197,-0.007867519498902685,1.0069849555067407,1.9914463671378309,2.0584030633539805,1.2707714535610057,-0.7308134698368703,-0.3398128399071439,1.401735487362209,3.0455807762214255,1.1979964796015554,-0.5249199322242702,0.903522811487678,1.3918716272950966,-0.5823419995093646
SIDM00810,0.8466953779606834,0.0019101387260444071,1.0146463765420954,1.9766864147148826,1.6391966086844132,-0.7752107658109859,-0.32795330980072074,1.274030062206128,2.6434570166229006,2.086768422621341,-0.7336314041311509,1.6453176865200416,1.301888136185638,-0.8961816966219435
SIDM00174,0.4868577743225557,0.42084604683302884,1.376133280076814,1.4493480566876853,1.0953677769673267,-0.9303929125698734,-0.6383621774290573,1.9340486997653523,2.2367224933729513,2.1613620423371485,-0.8074642563674874,0.31068542983534675,1.4195257707378066,-0.89628704078862
SIDM00487,-0.05093637410369059,0.9751508387692587,1.5632778903658324,2.763808872943346,1.5798876722003778,-0.7373594597130245,0.019369253819881332,1.9912884294348128,3.3114937566911453,1.6500990542668155,1.1507274287152212,1.0478942737506274,2.1284461259075047,-0.8202975319194769
SIDM00263,0.2950167553701999,0.5370772307835805,2.2853560350748334,2.2844589717942902,1.1572334890319815,-0.6626592093482423,-0.41351398323155764,1.7742642987526933,3.050017885979108,1.026036919229657,-0.6208791571208818,0.9597820915874317,1.0693196159538878,-0.8870656238334267
SIDM00277,0.576699343303625,0.2660593693442566,1.3025539468915501,2.058497182015925,1.0278730752960075,-0.7733148969685438,-0.6821516108735924,1.8454606112026883,2.7334807738010563,1.8812885014405105,0.13482410945258616,0.8077302639802876,1.2444507968276293,-0.7980995410746581
SIDM00592,0.6270711751843426,0.7230702043798675,1.9925897321143478,2.1801215024953966,2.0431453944626266,-0.532928351766259,-0.2703292232441486,2.397327857129283,3.331919446447668,2.4936952219842383,-0.629430630258001,0.6805824419711829,1.8595219023631195,-0.9329114247343219
SIDM00496,-0.019395943464173702,0.07590716339528943,1.314309545733924,1.2450394511403613,1.0856030105387557,-0.8751657106275511,0.07567718479129883,1.9127872826607513,2.231607678173517,1.8363263900010982,-0.8791025749006567,0.047441549005475335,1.5110940574828335,-0.936390699894928
SIDM00793,0.4919689644844476,0.2863950426059624,0.8829245840565455,1.7317435853841774,0.6719426170779111,-0.8579610289785911,-0.7538450286526447,1.5060426932005497,2.432443477851931,1.8151007116413485,-0.00537001891947267,1.101627663272596,1.2532694239897473,0.110934508244061
SIDM00121,0.6732781144771596,0.7024528023488752,1.5540270366505713,2.4252158732989058,0.7699706442930364,-0.7489730546995444,-0.41509454959749303,1.623171819327918,2.9365632584425176,1.6796279451844385,-0.42511602797610054,0.523080069096994,1.3249978879188147,-0.3601301451230741
SIDM00202,0.08634897035142941,0.27199577041055567,1.9386218674082674,1.869935312521451,1.5771917873089096,-0.6448005847889713,-0.5719458462646064,1.5246486293162569,2.880925598061634,1.5817543673520431,-0.6114509621086273,0.6530658107268231,1.1330652759650757,-0.9439945772684148
SIDM00047,0.8212724303266368,0.278674355152661,1.16693153402602,1.9505002407210492,1.0978945542673533,-0.7273844116443524,-0.3535173843832113,1.6478903821466366,2.428852044673783,2.086529713746073,-0.7299413465082181,0.7493295590773883,1.1593903807206647,-0.908241258594646
