,CASP9,TNF,CAT,PPP3CC,PPP3R1,ALS2,BAD,CCS,MAP3K5,TOMM40L,GRIN1,GRIN2A,MAPK11,GRIN2B,SOD1,GRIN2C,BID,GRIN2D,MAP2K3,MAPK13,NOS1,BAX,NEFM,GRIA2,SLC1A2,NEFH,GRIA1,MAP2K6,TNFRSF1B,CASP1,CASP3,NEFL,TNFRSF1A,DAXX,CHP2,RAC1,MAPK14,MAPK12,APAF1,GPX1,RAB5A,BCL2,BCL2L1,PRPH2,PPP3CB,TP53,PPP3CA,PRPH,DERL1,TOMM40,CHP1
SIDM00612,0.41804797537303967,-0.7632989157687055,1.3592365672576652,1.1237805818728583,0.6657551799266043,-0.5082087649659361,1.2340410545784097,0.6908984112028734,1.3501848911975558,-0.6197853119385237,-0.758667210381386,-0.8638180793577857,-0.6023346225233613,-0.8418579522160535,3.3320893182944453,-0.6577073110758935,0.8915924744612852,-0.902308992653071,0.5595503165293206,-0.5522542791651308,-0.815317190515855,0.9430218811928064,-0.8134726659662801,-0.9808114844688332,-0.8333394825005435,-0.9233836335499381,-0.8383015862314211,-0.22078838732584274,-0.5488596686592441,-0.49176464920487883,1.1895086458936779,1.1381294670062558,0.5674272859333646,1.0872362977949768,-0.7427390760850894,2.619486859874335,0.144222883938033,-0.30395969196588596,-0.5020914510897803,2.7457727173301016,1.1717685874982655,-0.714851606865741,-0.11722421832590442,-0.849398715815234,1.0447528869374734,-0.588587168515545,1.4965742515848408,-0.16634894188830976,1.5156121592601637,0.08378833625270427,1.2941827888103337
SIDM00553,0.06248230329346989,-0.5172516290829183,2.1850678039870033,0.650378074890162,0.8159521099901633,-0.44313636647377963,0.4343315503283162,0.5031070258742912,0.9007396730742129,-0.24850168410871007,-0.6240902653011802,-0.7258556106392643,-0.6233561333930584,-0.8486841436283367,2.967878153387268,-0.748974137892677,2.0688698305477993,-0.8682579139177513,0.8176381444847165,-0.5178358237652542,-0.8005262043790895,1.1303581492267432,-0.9006042640838181,-0.8847159782953817,-0.7954004883250569,0.39007235592899714,-0.7789600358934969,-0.1439004318252227,-0.12828112491756027,0.747188766324389,0.8730114905931129,-0.8065983593351322,0.5413021602218485,1.3598146989116622,-0.7078542199626154,2.0537467306019677,0.7525883197328196,0.7544946889426373,-0.426798158958144,2.8949762507960592,1.0324005445458175,0.03204924932089749,-0.2936806107466476,-0.8706449007546886,1.1519618436706485,-0.6315584982179927,1.3838082533137082,-0.31437208155658963,1.330357874788993,0.3037983310909456,1.3849875146586914
SIDM00343,0.2691329111431711,-0.7708931616820607,0.7777330406217766,1.4354816650560451,0.36927384295665294,-0.46908210000769535,1.0829406216413129,1.030327418921289,1.425899501306006,-0.541895930231899,-0.811291878601713,-0.7533706283583791,-0.6966215061208969,-0.9227116679923928,3.2162435708433383,-0.7507009658639919,1.5436117855120002,-0.9197290244476729,0.8510759487510506,-0.6738532736014079,-0.848835501863238,1.383083995898498,-0.9361005680271594,-0.9139025956663166,-0.8860520815435355,-0.9300507788898368,-0.7531976931634968,-0.06534907529592525,-0.702219313378708,-0.035659594237996015,1.0655491087951616,2.2239722739797756,0.05008466091825982,1.0789705958633014,-0.8662727818695505,2.8432684863368705,0.10862333555200232,-0.3272329762511483,-0.5716362638449786,2.4572150099939813,0.968763071736946,-0.5973205272455666,-0.06212598357197535,-0.8877827035610935,1.2417783698138936,-0.6321799122274374,1.038546269213768,-0.5450255332775037,1.3924142666273558,0.0026702773435633214,1.0709423150840913
SIDM00543,0.7641406470554815,-0.7916655178955951,1.0851352142096382,0.8259733631344934,0.6565256835838916,-0.46964406581134116,0.5032069773713819,1.148406687319072,-0.5859976771611294,-0.37315094037558816,-0.7584511394229697,-0.7100008628261443,-0.43230253803251584,-0.9529868404179666,3.157457544355002,-0.595509268648671,1.5428621748119877,-0.8599682834750569,0.7218236561397725,-0.5678109446260726,-0.6962167444806449,1.3554184258664381,-0.8236570340750634,-0.9743598210493675,-0.8281038226393339,-0.8332021911140716,-0.8087667262989303,-0.22652155684964864,-0.6704023508914316,-0.7780866186701751,0.45555920114300513,1.7361658144395655,-0.22451282382319385,0.9173863674670037,-0.8412479633352579,2.450099782042288,0.09127956216472699,0.5044947581969045,-0.5761027681196276,3.1897545372533864,1.2289611426666534,-0.6042164453668796,-0.011074849005803918,-0.8801232655798024,1.3674590329804888,-0.8176922994650374,0.5217478281358572,-0.22445716115806924,1.505282746345492,0.21123142296025038,1.9243051083541336
SIDM00537,0.049281796537160506,-0.9001670458905027,1.3808590811955332,0.5184393091476144,0.5971531665190177,-0.5784512258151336,1.0948803718689168,1.3528016702390526,0.8954766352206557,-0.37220473155618633,-0.8513331744297153,-0.7763634807737959,-0.6471728534473401,-0.8655170672067296,3.272724142734085,-0.6728090089974147,1.6668017704311446,-0.7771470875071261,0.9868173115027177,0.9880389494684889,-0.8509914879577865,0.03664121005820466,-0.9086091568763554,-1.0083527273087864,-0.8220239188019267,-0.9013240177566286,-0.8881876676242424,1.2358139870207938,-0.5787708921232021,-0.8283500111693741,1.3453034579740946,-0.8093455724658021,0.044411489690223876,1.2542080327288538,-0.10652929508497332,2.465352291819531,0.3820905002122405,0.28565355929488195,-0.5694348287920447,2.57604203584461,1.1717622430068155,-0.5136525578336527,-0.08100622813163065,-0.9723896822132213,1.331495274958179,-0.5456178191519022,0.31789367272123337,-0.3664564837834794,1.0544020803329852,0.0568639509787735,2.0274997470691627
SIDM00332,0.25734951912428927,-0.8122554769671325,1.0978138274454958,-0.04429363517892583,0.5165749732170309,-0.5719323344616739,0.9739341476990034,1.0831116148140705,0.6659213721352667,-0.4276553317398111,-0.792375923383285,-0.7642346989864467,-0.7309601485827733,-0.9116277710617247,3.3191716079297136,-0.7383443649516078,1.3179621515204094,-0.9635868299127892,2.66270041863877,0.4506007884352396,-0.8528945105209637,0.3832905971494111,-0.86357721848481,-0.8678043622622581,-0.6996619947024161,-0.9242229203117435,-0.8639213862190547,-0.4155965769047312,-0.8389399760276937,-0.865210397824658,0.30960337263331383,-0.7735097354278117,-0.02633401515592546,1.2591840668354208,-0.8545137401004315,2.277215398407107,-0.08502479795773012,-0.473087943154307,-0.6211819988573102,-0.8041816858286217,1.676133310355112,-0.6758646519419611,0.1595007307478632,-0.9566668254963627,0.8910542602865051,-0.6541393425336047,1.3020668111745586,-0.2852572568185084,1.0717356317316034,-0.18933844091290192,1.5535656994771192
SIDM00299,-0.08064357988472677,-0.8195206952186526,0.7597180401586922,1.042121736391978,0.5909821200939414,-0.3768878445188623,1.3635547664187992,0.8961086497290972,0.014702118445003404,-0.5420864261736682,-0.8260966267225187,-0.7398091748184791,-0.5099366637823267,-0.8840902023791938,3.0140756372316093,-0.6839302781473561,1.3926550577047874,-0.9265748048516209,0.8409179560032732,-0.6862142140840852,-0.8187937260798237,1.5612974940556377,-0.8475645894998207,-0.9295671242675282,-0.8476031855777046,-0.9051822220627788,-0.8759076477142297,0.12933902535674136,-0.6187539608241303,0.21179630581148806,1.0901995563290345,-0.8020452773251505,0.6186608967448559,1.1528759632149488,-0.8821090714347564,2.3945490511048924,0.20522457492033444,0.07481851544490112,-0.5731566255712107,3.0529134483182085,1.624513178853915,-0.8047443019259359,-0.04251828389691604,-0.8793250259770472,1.1534803258295934,-0.6873743382698962,1.1570971352615231,-0.46450362767976866,1.3985670976296374,0.1582651997253141,1.2467177403039078
SIDM00308,0.48010644088052284,-0.6767671207937833,2.4550245883137802,1.21361554935642,0.8134345571527449,-0.2766856107342905,1.0396722661842823,1.50673813709605,1.596639770248067,-0.5357808584577477,-0.8130503246912036,-0.8125954964197348,-0.5895543398157475,-0.8111565190168101,3.3947617925214555,-0.7360250146977718,1.4662481068261257,-0.8562036832866982,1.0199910260432459,-0.6209720115435204,-0.8403732440691695,0.911235439461804,-0.8011561930417851,-0.8786397322138602,-0.75343686277741,-0.8595524146402802,-0.888680958766734,-0.36775068732814253,-0.7319772752256858,-0.6998293936541113,2.1296649682075883,-0.8584887727078205,-0.06384037305967045,1.307497972832427,-0.8741658200630239,1.8817870754953294,1.0085565093795352,-0.0037461910012005152,-0.7075933809720825,2.6737863139169815,0.952720004232125,-0.5916702140097555,-0.019185277255326937,-0.8877942336056134,0.9337558440356051,-0.4540013157790046,1.4997915361750394,-0.45033872111256257,1.6226299434272418,0.3773877138990414,1.2976180911186248
SIDM00227,-0.07082549793213666,-0.6514634810405766,0.2976924171089975,1.0819406649244754,0.49556066715106717,-0.2584518759784585,1.244513954519742,1.3795360653060558,-0.07061427129500443,-0.694616507155709,-0.8277388487908708,-0.8617071767556059,-0.4505915696380738,-0.8271062932444576,2.977923818933166,-0.6999849981123085,1.2981091668406315,-0.9085413950101822,0.9069917973371961,-0.7221759794481815,-0.8485904072848973,1.573325334230065,-0.8490189663975187,-0.9203792756769217,-0.8404777037772707,-0.8147280211753742,-0.8277695946990473,0.9802761195461811,-0.8122511289808648,-0.7307577360511559,0.998736537684937,-0.7672428424284742,0.2065532381050937,1.5509315367535892,-0.911091565699664,2.472376405966701,0.04981055962845534,0.10408589996232392,-0.5756672186128543,3.0143611903254395,1.3302970225257034,-0.7743476977402559,-0.2692030825575533,-0.9125790272750903,1.1323296173329471,-0.41347132104191403,1.5176383978364618,-0.24728826097964932,1.5210150177974442,0.21775266588609876,1.5294310981392227
SIDM00294,-0.07129754232713291,-0.5904100593216964,-0.3957381841275837,0.8724054402974447,0.6307930389901669,-0.316028736456101,1.229257873286133,0.25725857798284124,0.675809312328523,-0.22119573861572348,-0.6786128546776091,-0.7675548705215985,-0.514462199066627,-0.8942849979300181,3.417515052579019,-0.6040149833023044,1.8298569500038009,-0.8117942857959051,0.7017567109769851,-0.44685084703186123,-0.7336674940887565,1.3130311909644419,-0.886179285157736,0.3191116317265579,-0.8259049557820924,-0.8927614051632183,-0.8631013954306802,-0.18259833792460092,-0.7653140189111649,-0.8734788923538932,0.875419176216013,-0.8518156395756894,-0.5568036600336705,1.1905073133628565,-0.8614423717453088,2.521071397779112,-0.014262774710201272,0.37020165231355834,-0.49288802647036367,2.2807977793930907,0.33373261435368523,-0.490713751215691,-0.03643897750130463,-0.875083433857186,1.2811866640938687,-0.7005797655572524,1.065132547971439,3.2508478769235376,1.8446654260032538,0.18549533807135937,0.9061897957316781
SIDM00677,0.29054336935899705,-0.6221768142529935,0.818599559201507,0.04406318566349624,0.5465416146785318,-0.6726110168307493,0.06760191479510184,0.7446156376600417,1.0176923793985921,-0.4669580082392402,-0.620764467059951,-0.7640689818483762,-0.64848654096135,-0.867091259463277,2.8597567351736384,-0.5236564908140802,1.7391524687051778,-0.8395400818406652,1.1698565088377249,1.3039327548897899,-0.8705417500510252,1.8275413680033663,-0.9342896906291343,-0.9366236336161783,-0.8302726354258463,-0.8823231697955572,-0.815653050146506,1.7161345251410935,0.2918819890252155,-0.8925468425649146,1.0784096978943052,-0.8250947648267942,-0.20735076651713372,1.1639704116245297,-0.8427353130382377,2.5837509897676654,0.24517999751842925,-0.4411084273502187,-0.568090715711485,2.8277723916194426,0.9864886271900395,-0.7339390473383849,0.6990240219593475,-0.9402111092842901,0.9678376870736245,-0.6031952118266033,0.8190356195427365,-0.4402302946584828,1.259522657981363,0.33613572068153275,1.7504235539119835
SIDM01220,0.6142260403307281,-0.7307704514102907,0.8116341072357159,0.8951884402794026,0.6132700929545695,-0.36073874043423226,0.984266164908396,1.1394338138286895,-0.7122224393548199,0.23521712526343921,-0.748329632013344,-0.8334430896754339,-0.6378504561892174,-0.8407529944715019,3.0296150589152946,-0.7612238829705058,1.5742170288590214,-0.861524755521077,0.7685083670802837,-0.5371046709263575,-0.8058206450677777,1.4136608608523622,-0.8079220377474798,-0.9439782887807151,-0.8304316174743211,-0.8837765467152076,-0.808048079052225,0.8971422264238599,-0.6869390462179957,-0.48507039875915436,1.0623288777979338,-0.8708095327668112,0.118845543376244,0.8657610983889839,-0.835440926921941,2.5493624596594935,0.031030525787006144,0.02448196841279932,-0.4298395725837628,2.7475459325141456,1.1951665627496726,-0.5050447816465095,-0.21442780598640865,-0.8988523966175282,1.0681318810436786,-0.7696197842283503,1.2782180320413385,-0.15317639847795422,1.7857123185295856,-0.038106669664276865,1.3634517288062997
SIDM01259,0.2399951900466072,-0.7870060785967877,0.8007222991258235,1.2249993762012805,0.8786099093417024,-0.6153695054489743,0.983277707343939,1.1360529687892482,0.4959682868722047,-0.5016024772327135,-0.7485469328457286,-0.8305247399083941,-0.43835847279400897,-0.8024021283608966,2.916132279844104,-0.5542122491285868,1.3322800288787533,-0.9327686771452556,1.2016568450125693,-0.4146004500115097,-0.8251354143101993,0.7506334841847124,-0.8489698299689518,-0.9038288125381543,-0.8399134164303652,-0.889782565344165,-0.8407754735065882,1.134127830240028,-0.707154910396405,0.07959804184932155,1.264086533319402,-0.8100605802635903,-0.357242330705631,0.7801376067457025,-0.8616561509759532,2.303744981060967,0.4468115777036481,0.4734060980724716,-0.5110444271530473,0.8778796485260956,0.896690551626074,-0.18512459107030024,-0.09823254973197854,-0.926833996983774,1.0078217309516073,-0.48544285442029905,1.3439594866077307,0.30593469851677296,1.4045801351642966,0.06807365366884409,1.3305505083258518
SIDM00680,0.2808809016842841,-0.8708018552397326,1.3185648466459714,0.5565628120427321,0.6718510676549742,-0.4845120428268323,1.0020160935053772,1.2584168476852367,0.9603785673063825,-0.5086723634152586,-0.6806881784403847,-0.8113322359071672,-0.6237970431671667,-0.8825238816935373,3.1746009950149707,-0.7407537723034315,0.8327207159280304,-0.8423467302268822,1.2159818329974206,1.1053855546188815,-0.8652375710144107,0.40724453467325356,-0.9063497852000754,-0.8957010215886005,-0.8504600147095058,-0.9330636438766499,-0.8522839530798354,1.4101078561094016,-0.5608879453881217,0.13857823479852685,0.9380234428831987,-0.8085175233792239,0.1362886796028155,1.0555978740391792,-0.9001946230911089,2.3749934410108744,0.2170604613840587,0.1540613783973373,-0.578830449282785,2.815333881480491,1.153053241858761,-0.6151565824718064,0.28167340211369235,-0.9218788149004681,1.2352646191389294,-0.544162744845043,1.4759152044198676,-0.2544347801384773,1.1592045275229113,-0.15863094587107457,1.8746874628875108
SIDM00346,0.6076953742523666,-0.6112919727344144,1.2569591220467333,1.377850883716588,0.619403043136949,-0.3723201251730316,0.4599514484107899,1.3203393228111437,1.0366787728247508,-0.5484819536125193,-0.8305862185607635,-0.8107858554762387,-0.7040339003322251,-0.8345070727084005,3.2991253692633298,-0.734430545304002,1.6084986485430501,-0.7601353049733682,0.9158547444949342,-0.5835919756981998,-0.7471946147771651,1.033615414431609,-0.8529620209065973,-0.9408131646480644,-0.7955370733447509,-0.8378655390772813,-0.815704336127149,-0.47008451450713046,-0.5739591147980696,-0.7394391420591487,1.7474522043789866,-0.8267868940648301,0.02947165694175001,1.3929971107877888,-0.7785377221962466,1.723878497515436,0.3736783768621768,0.3613055663672588,-0.5752487267985746,2.4583481392937356,0.8830429996367212,-0.5565658978994763,0.16487255870853296,-0.8757116462762695,0.9340009223910194,-0.8200631146307082,1.4520967065173398,-0.33832692437365847,1.5160375940879172,0.08688591512813629,1.4880294795430942
SIDM00129,0.5091997982136871,-0.6947791604449048,1.4650980245541514,0.8250680948217929,0.7342545577689104,-0.41415729481660485,1.0590264240936098,1.7548723710723968,-0.7658199107437292,-0.2324225491323046,-0.6726764735757144,-0.8982903366353925,-0.5381578398766794,-0.8448928454101289,2.9568572089362224,-0.6542414777943281,-0.18610763708716885,-0.842871702358643,1.5365031883884714,-0.6310249892097047,-0.7664950266361754,1.7647004943610154,-0.7625921039689688,-0.9433242847082349,-0.820066377288477,-0.8696561264260854,-0.8739263715813632,-0.703435432556715,-0.7749657991485612,-0.7391531727968069,0.5412819858473958,-0.8156295385833663,0.5996344064464946,1.2842520247952147,-0.8686391128590952,2.3013733112074823,-0.24961624355234158,-0.09754185567792337,-0.7254954844348727,3.3649045405804174,0.7681929324169943,-0.5279984821146799,0.07971284184903105,-0.8250073120349467,1.1543555939755914,-0.3936552409676809,0.48953632246481554,-0.2507311413908531,1.668245987263913,0.37462375592409836,1.690102677443037
SIDM00627,0.083915665609707,-0.8952699245889142,1.20225976444892,0.6607593202616407,0.5240364946209122,-0.5111823533862361,1.1352786871169045,1.0056931997038594,1.3773725702225061,-0.589215288270754,-0.8244309343043278,-0.8092136152429668,-0.752325169902504,-0.857545602780869,2.6945581787705373,-0.7236657593885066,1.5944842003158008,-0.9591617107762831,0.6977561921008858,0.3217728136275185,-0.7344429719492114,0.8380410021044015,-0.8845612283174236,-0.9524722728524494,-0.8609989387680376,-0.8915298203521288,-0.8793073746239727,-0.16418877269612445,-0.8426018041388657,1.3336937971473788,0.892590783379389,2.2635209421805933,0.32904394261793923,0.8989161163742551,-0.1913793718851786,2.77690798612813,-0.02778735748528108,-0.40650891023884916,-0.6865744659714661,2.488605454336427,1.2079087132290443,-0.6060125452895092,-0.03833139812997659,-0.9656740024775856,1.5989979462220252,-0.5685066493228387,0.7439369517576111,0.08567053491965462,1.5863353884971836,0.04712253995564625,1.5876005111600109
SIDM00293,-0.1790411453636979,-0.7400976749685383,-0.3231671515142051,-0.18608286729638082,0.7619884288002517,-0.6451141149567036,1.1149935199359242,0.6825310683565946,-0.1628216191914052,0.227581718613832,-0.7467338662017875,-0.7687601829092516,-0.551908612580924,-0.8844342800052817,3.1158593553507234,-0.6580039723415962,1.6013718962627823,-0.9405654308415438,1.1400556848821644,0.8871952001559417,-0.7491151503099419,1.1575828323571316,-0.5943079409416084,-0.010714562797020806,-0.7391224492610508,-0.682222735178069,-0.5190298311756816,0.3673562487572162,-0.6273923893052952,-0.8707900151918724,0.987234951850309,1.2619890928811144,-0.3088492777887945,1.5230991152462,-0.6842511039166697,2.373126359606522,0.16894003796816096,0.4147436342528123,-0.6786204663306984,2.2062094947430504,1.3108030100506303,0.03960218886724552,-0.0921866970934638,-0.937747320813466,0.942714547194747,-0.7702912180139395,0.6658007333687986,0.6906890752219116,1.2550715773749437,0.1686094342943331,1.0080205157534754
SIDM00274,0.4285446663388141,-0.774258639268314,1.1961416531427214,0.9428072053713388,0.4667989206986041,-0.60219629190654,1.2060674432557568,1.1917080487028977,0.05549541248147245,-0.4722957776538631,-0.8396939453119475,-0.7530814731163069,-0.6966573868134658,-0.9416777886914883,3.251274647268429,-0.7012283269495083,1.0671254304634767,-0.6360922096788488,0.5037521217836656,-0.6709516583011089,-0.8166700924762108,1.3133246452009952,-0.9432111158195006,-0.9582611764765121,-0.8290171744719087,-0.8882164666163472,-0.8747942336559257,0.779171224240309,-0.7539597778975629,-0.8073710658154195,0.4429719988274427,-0.8288055822358064,0.08771715096993406,1.100538624659157,-0.878271436866881,2.741026793644465,0.13065826035221825,-0.21372197450318864,-0.5936950152693503,2.3039769031007356,0.9960288987297508,-0.7799906421033929,0.22352435965347153,-0.822743315682709,0.7487194431194768,-0.753574063119857,0.6993528190714392,0.221886751455665,1.3538243103636989,0.4882794211967116,1.581858910423093
SIDM00544,-0.12837758308492478,-0.7950677593521347,0.6503249234403714,-0.005994095165225493,0.7773797726641947,-0.391972061807847,0.787650228217055,0.8825821806233234,-0.778684482270866,0.08860713322671336,-0.7777159685904702,-0.8389587584700166,-0.6695854845188389,-0.8412090999573764,3.1361214634178123,-0.7393947616657411,1.6479100527650958,-0.7543880305405052,0.41232225523215177,-0.5773414564362878,-0.8656705021583037,1.724287712769786,0.42051093227123076,-0.8815177888859947,-0.7810241697789843,-0.7110938209709786,-0.8277098358018691,1.1510738949598063,-0.8314994371720569,-0.7952021948182492,0.9949771458706158,-0.0013018947626138265,-0.27456472017322225,1.4736435754277861,-0.7651709063442188,2.1712687197417475,0.0010372701465252575,0.40529365023503594,-0.6470549700378893,2.427473780642842,1.0222345621544082,-0.3675858664113151,-0.31492077006402663,-0.6530004443005951,1.2564271717864908,-0.5463699492388814,0.7900846197182474,2.4126925733809594,1.2913716351887639,0.26824274817190785,1.2687063303551671
SIDM01006,0.1232626379641842,-0.6690654493631867,1.101953993122716,2.3460677481553573,0.5810400130852647,-0.6826993272054541,0.4650922657549323,0.96656520616527,1.6306012430400272,-0.46121103638813676,-0.7055853133940961,-0.7868658622719288,-0.6526519384511523,-0.8372551186079843,3.155745215655485,-0.6408446472654388,1.0454111291402857,-0.9129500910430515,0.7461074147104476,1.2059945469286462,-0.8228774707869008,0.8346759259474378,-0.793057703576454,-0.9417595743267002,-0.83713617297483,-0.8981156745168006,-0.7606033625388567,0.819468649074937,-0.6013763524820147,1.0147293467971703,1.7109218279662788,-0.8129733259277069,-0.4637762511109595,1.0763666072816593,-0.8242525885425687,2.095950543283379,0.3469409156686817,0.409877626614964,-0.5714753167640337,2.7552565202043904,1.217944348707619,0.764220347156875,-0.10498849759300996,-0.9295267468021653,1.073248149456037,-0.5155953642254577,1.2803160118311887,-0.2584678637092007,1.9924128389362559,0.2926218420995009,1.1279939018422724
SIDM00302,0.14828808522088513,-0.739407243780085,0.8362154041071919,0.9283610946391598,0.7427938904393564,-0.3546015082595319,1.1301849177563181,0.8590599334159325,0.22821295769828426,-0.6140779701973959,-0.7972806922121544,-0.8006094766488047,-0.5616238245933692,-0.8709534732989312,3.203095066396787,-0.6180875149481846,1.0406540980298438,-0.9268440970988768,1.3976382052521643,-0.5382784611095874,-0.8270799462463448,1.6969800945275066,-0.9147736974585867,-0.9658364796510975,-0.7507139393738836,-0.6917543111296311,-0.8302874088243687,-0.373979876655724,-0.7327960782915316,0.24687566012917458,1.5318461974271766,0.08345635946467843,0.4670748006191329,1.2790602831987348,-0.7943939390103164,2.5733496542130743,-0.0237763312208292,0.09832074177839867,-0.6025183077147089,3.0642375963805804,1.260296924790218,-0.7120186234238006,-0.2680069313286095,-0.8472417485014775,1.4280389359961059,-0.7322184852088006,1.7045845925417102,-0.5134794397657353,1.2827223123509068,0.17784338004300523,1.363943098796475
SIDM00549,0.41185372310599877,0.3385357505465338,1.3258447552226449,1.7758254845528734,0.8242885126896242,-0.6362107262553037,0.9835376177892988,0.8023316001430264,1.3589606629371402,-0.6805531297471262,-0.6932795047487514,-0.6912088712520322,-0.46853994352490225,-0.9120410847597552,3.2004747335658568,-0.6247502671530096,1.823456213211342,-0.895869954798651,1.1251586266705544,0.43798771465612985,-0.7634859002729145,1.6121645376242,-0.7557432548843765,-0.8484675380109516,-0.779228215086955,-0.9713805394336921,-0.7605901654556702,0.3985878840761895,-0.6476869967991536,-0.07137904335528475,1.2657783202918305,-0.6539568618077245,-0.35241312991805,1.3355969884587355,-0.8418092179159334,2.2338904782180173,0.4510466420162792,0.7042163233711023,-0.5019038146132181,2.7556397732374913,0.8535593976961797,0.2944680457853702,-0.2078307315387108,-0.9236519518637264,1.1867808465016265,-0.3453877731120834,0.7055811897254805,0.03039989022839002,1.2207427948573912,0.08355597854886199,1.3413781378612502
SIDM00292,1.0801131520937222,-0.783544572950391,0.5228957597402969,1.1164476332965934,0.8002532467924761,-0.3853489615207768,1.2448230149893367,0.8850294267529593,0.4175465970916576,0.020776632285760637,-0.8340517052226712,-0.878251711319091,-0.5919551176199019,-0.8899972322178579,3.1004356148990966,-0.5250545005166234,0.48042170101943904,-0.9448483873488119,-0.02789096010235898,1.3589135479827321,-0.9019652013347645,0.7528118442311172,0.6652798070287733,1.4622809476581624,-0.6719642228714756,-0.8321790361864451,-0.829289407799294,0.39240093747286475,-0.7998858426500816,-0.9064131060562512,1.470736321845677,2.922596485561975,-0.6593919128504845,1.1972805729025435,-0.8030355588619009,2.38630579583804,0.31734725699481214,-0.28494304388606567,-0.6067925507284848,1.9774456361256463,0.8598196747691769,-0.676656397806192,-0.037383021866612166,-1.0067445214844644,0.5902753681139751,-0.914177968698935,1.5213296056462315,1.8075047044802297,1.2031145035457338,-0.10598427152360214,1.3804342599003847
SIDM00623,0.577292266296169,0.6420437590580512,0.91816694267857,1.9936309854171368,0.8884039066728371,-0.5432939647492679,0.9184133779050311,1.225822571672072,0.5738340236197665,-0.3463721476798003,-0.8642050090762271,-0.7899859261184351,0.1251427060689512,-0.8656426229605708,3.0944086016042065,-0.7251194065406258,1.5363320964229836,-0.7517617635989151,1.1682359727261595,0.6648634896548736,-0.7935779553769309,1.331975621627508,-0.8994362655711121,-0.8956268470644413,-0.8532027528886408,-0.9332841841406292,-0.8481531512091259,-0.051254388114677446,0.35362224203209963,-0.8233894941608679,1.1438824300131585,-0.835274212263847,-0.6561802638842736,1.0732402954503113,-0.806742944805509,1.9657339038762771,0.3554773158982733,0.41773590133304955,-0.5370101938493971,2.95410235599119,1.058318718246344,0.46575875907197734,0.91547618789169,-0.953673968540484,1.4472684987826157,-0.6002110437202046,1.0364265343728174,0.06777719446936606,1.3088530412514532,0.05062506307548586,1.1380523770348163
SIDM00638,1.7642491651397287,-0.8047631318679349,0.4616795442428372,0.21405989164282146,0.7092078784758525,-0.7740655944125817,1.0747926632113731,0.9884720338425234,1.05443276732784,-0.5403282637601948,-0.6670126997690291,-0.8529155273175567,-0.6169273099336191,-0.8289811802659186,3.0136019414516033,-0.7900708191627024,1.480662195890505,-0.8040329588101928,1.0793052570959318,1.4193167798899755,-0.6890285698366849,0.6330089848882705,-0.8655648370945461,-0.8716265829423695,-0.8193662194471463,-0.8568820414514744,-0.8221445708292345,0.796139467493046,-0.7729315919299995,0.6824590593175727,0.6928260586976432,-0.8458248020743189,-0.1267123203963195,1.1017106362835738,0.12248247600287238,1.9753783530562032,0.4455238494384785,-0.1739394099600915,-0.5767088536471363,2.7518343217758092,0.8820941203147806,-0.7392737665448961,-0.31062619331839875,-0.9334190995494132,0.9141785687067597,-0.6336160122283506,0.8683395453270977,-0.22117338215274937,1.6793388992117564,0.31330758878240406,2.051773225827272
SIDM00527,-0.020981680047445612,-0.7909900900278534,1.2149408095954934,1.3993082935505774,0.4154333928257237,-0.2443948490350652,1.2004993661480532,1.3106350163716003,0.7463747662207246,-0.5272306850006697,-0.7524704031098113,-0.7900936000557468,-0.37181938734994224,-0.9087402942326553,3.0425813987009156,-0.757672492388842,1.9028749054538,-0.914039503126429,0.7135633090444635,-0.5593666007456436,-0.7730215736499665,1.9153342733770267,-0.8996165880168641,-0.973112189362456,-0.81038833139964,-0.9077087888581745,-0.8611960186563828,0.7931078084249029,-0.01858240237096189,0.5907024804429988,0.9009755135677775,-0.8735167874995817,-0.10714106683456026,1.0656387970603056,-0.7998143644941711,2.6178929031542535,-0.16733934364986916,0.1487637930827651,-0.5697849133620684,3.2584381015268065,1.156292519395296,-0.5853159960902704,0.16227064286074944,-0.8970527371740411,1.417131749529206,-0.6598027011914668,0.8814264570182357,-0.5309964270602768,1.337278926582,0.06524644519529268,1.342273717137668
SIDM00976,0.1758105631080014,-0.6520870604514264,1.0860966249462054,1.2201668836527382,0.3860389131933626,-0.30576160818769516,0.93495604454767,1.0949819596064028,0.7343854955338252,-0.1308758327981865,-0.6840983235942815,-0.7403091816179481,-0.5598191476200675,-0.906652427595183,2.9347742655975697,-0.6750750327882182,1.4942323209613821,-0.7858132566327698,0.773965283501646,-0.5578663272887799,-0.7868157740480043,1.630162267479689,-0.662907398469288,-0.9708677678445967,-0.7798732530657285,-0.8845493795310574,-0.8501930253135149,-0.08815360316088297,-0.4565829183937873,0.7346663648935217,1.1295824381211066,0.1525760070517012,0.3557499594533881,1.223590310557406,-0.8440724311174885,2.5201487659030857,0.36221938291432443,0.09430764668958891,-0.5499867847235027,2.8817063680614865,1.3212005903989377,-0.7401371467663407,-0.3046381395322813,-0.8988188211528241,1.1845825186999221,-0.7866819377276092,0.9620795106688376,-0.42591162287634565,1.6423877437017596,0.2922320868203812,1.2567149369605748
