,TBPL2,TAF2,TAF4,TAF7L,TAF1,TAF9B,TBP,GTF2A1,GTF2B,GTF2A2,TAF11,TAF12,TAF5L,TAF13,GTF2IRD1,TAF9,TAF10,TAF7,GTF2H1,TAF6L,GTF2F2,GTF2F1,GTF2E2,TAF4B,TAF6,GTF2E1,TAF5,GTF2I,TBPL1,GTF2H3
SIDM00549,-0.7929680046360414,0.9863417817505299,1.4090505758241605,-0.7217011867679348,0.17943719872832709,0.3797807857655613,0.9057498283490908,-0.5299962419742054,2.1438536843004736,1.749695070063697,1.2590338400305074,1.3526551585858526,0.9527326894695156,-0.8765569838368257,0.9981536171823987,1.9191874088758483,2.276594597988981,2.6548547477215916,1.6247308606124635,-0.29841013800597854,1.7055514363102968,0.7148638027611457,1.9796759877072256,-0.24361916815535398,-0.3034154344822002,0.15449551125387015,1.5190594185517974,-0.9040070851121982,1.4700994602078699,-0.22500354750447665
SIDM00292,-0.998523653313006,1.2868142110339131,0.9860631118426102,-0.8089646898986104,0.02353299864667888,0.8698898923536931,0.8472297477129299,-0.8352950970146961,1.790476549839065,2.476233286943371,1.4107046500864493,1.408122484294055,0.8856044920622275,-0.6208512833276342,1.0459355192075166,1.9176153335794528,2.0091483111588135,2.606515748525402,1.3573232119725913,-0.4776646168561445,1.3870291641893562,0.5972104012082595,1.605625443626234,-0.08614513555897985,-0.25952628827012525,0.05213847083229144,1.006994059910659,-0.9682990322182025,2.140494442989041,-0.22020579333390478
SIDM00623,-0.8631292505904592,1.3143410285561974,0.8611802078689581,-0.7310260492276662,0.41155523136971567,0.1229500675357269,0.7076349136936572,-0.44692538089173184,2.091517428552461,2.1125465401639643,1.2139928345026874,1.1760508944156223,0.9806494671132798,-0.4201668967947005,-0.6315947218997205,2.338418439863878,2.181634710329626,2.4391909455095604,1.5771250314129532,-0.5852947887392281,1.918872168107478,1.112763533968945,1.9556260552004021,0.22980364403765355,-0.34413366353352237,0.18196275383129626,0.7447741222134041,-0.9000219245120625,1.7126117671816536,0.29593398172911767
SIDM00638,-0.8109529408744067,1.5153817438481356,1.080194951976536,-0.7417190765814575,0.08595327384772604,0.6529670901791746,0.8082982312869221,-0.55456695929649,1.807005443265765,2.352771187380891,1.3636387185172991,1.2231887481995556,1.022194211673531,-0.6440434875975473,1.1649551211478557,2.0162654699268643,1.5925268619883328,2.39466917003364,1.159571429462111,-0.5186481750871319,1.380035049181753,0.44181850019230173,1.5867340011596138,-0.3468466674629695,-0.3294433541694044,0.05813113373453305,0.9898685211368914,-0.7005143755931139,1.3439992455762286,0.021981493369147398
SIDM00527,-0.85239005902177,1.2186114362644558,0.8691974609641011,-0.6613372795660913,-0.18466173803167638,0.5495186493343599,0.5017625076871817,-0.669019236568492,1.596280301119557,2.00936345483829,0.6237635537240049,1.2598966904463065,0.7403552512298145,-0.7379420793713295,1.4560701731908567,1.9188042602867676,2.522047307415085,2.6544131861755282,1.891689127723477,-0.42341308670872974,2.143846308079052,1.0093684313199203,2.3397042919030997,-0.8586975501549616,-0.28213712748496933,0.2782114280706558,0.30133814495923933,-0.8047898517165307,1.3351566993974988,0.009494127851108794
SIDM00976,-0.7557780348910982,1.4755544306543178,0.6160830572559268,-0.7755600437505042,0.022702296745781458,0.6876386708381765,0.6132179923426319,-0.6111866131966471,1.8177297188366246,2.0918479291981047,1.4730844636047056,1.60513258367959,0.9629355998407294,-0.8040547785578079,1.4188577589600937,2.0429815308670007,2.465302035574134,2.4603175917987548,1.4015877464823199,-0.5800235570096014,1.5092381442511758,0.9814455765372309,2.187275113969796,-0.3106987342983096,-0.25364873378118924,0.287170840269081,0.7402052050699098,-0.9214636860707796,1.6355956971164098,-0.02404050582376685
SIDM00316,-0.918115483772957,1.077302054968447,0.5287318187269909,-0.7139639645048226,-0.10592781357797847,0.9256717599287523,0.5216417399942523,-0.5888161309487018,1.7886292264006014,2.128798265823435,1.2107741696279561,1.6207334555563895,0.6053564681784461,-0.5724758238897368,1.1718233007780339,2.1123539576026196,1.9578410076503292,2.4200359875778843,1.1986283890615737,-0.5121006177114842,1.6879444867282563,0.8165147435494594,2.0181691403564668,-0.8352119280391573,-0.047027334570383175,-0.006486253262931495,0.3010879121825431,-0.7690911575244501,1.48064406562103,0.04434998128756681
SIDM00326,-0.9578911269839221,1.3441839234489945,1.1506765673691313,0.4203098136770138,0.1375858700401092,0.8249844653720207,0.5080295012897511,-0.6649662656207412,1.7185510523935013,2.273564158648001,1.3496914350015041,1.7073728763909388,0.7170862742733725,-0.7724585385486521,1.3164497313623973,2.097690585684868,2.532014708988039,2.4332462662556744,1.6445183070490066,-0.5998651933682861,2.1778520222854967,1.0805089842280298,1.640872514254362,-0.8440095042120794,-0.46777762445322335,0.4330521838468143,0.31463092905997575,-0.956923867374101,1.3255279379662588,-0.07920355995976804
SIDM01093,-0.848121901101926,1.1022466820018864,1.4386828381713324,1.4277381220208614,0.3751014903198339,0.9525850471437635,0.6998684579733725,-0.4491507560915162,1.8382229296508108,2.301568277873743,1.1206164322714673,1.83577509427261,0.7860358144391114,-0.5246061786305063,1.3025443412282487,2.0167667891973835,2.375155264451567,2.1793326754187246,1.5341662948494208,-0.5662768929999069,1.5772422023012502,0.7385631596848623,1.9483010742160476,-0.8710744333927528,-0.2730921042329237,0.04797691592036642,0.6051551556860018,-0.6837857798850386,1.2287679910736409,0.14904856889400336
SIDM01098,-0.9086056569091685,0.9826139680247913,0.6412086299673028,-0.7202604014915079,0.10607147795945897,0.39388057543184296,0.5968036495603849,-0.5858328340603063,1.7622910185045844,2.2119234701690726,1.2696077116003022,1.7455450602799714,0.5965604251569185,-0.8003529081535293,1.4616978414199395,1.8956373964346611,2.7538712385806985,2.5645546789854308,1.3535213738329182,-0.5262892516890146,1.6034466707210908,1.0722068161912421,2.006677891230168,-0.7874216590507304,-0.2545712151309671,0.3102571505287215,0.39930872895962427,-1.00944822567987,1.797212506719476,-0.1179151253942436
SIDM00424,-0.8624926658448994,1.4247006518505552,1.2811112673672178,-0.7590229692159474,0.4035571650049546,0.23412359666310978,0.9858239378278505,-0.35769227752984173,1.8985635842890058,2.287646761452921,1.3593090150459606,1.6575678274314527,0.9894121037818984,-0.7425046530970308,0.14967907649922277,2.205460920674197,1.8483701710768798,2.513227378508787,1.7444981477868566,-0.4746836426132037,1.9858444762936933,0.6659499647938513,2.1638886259962944,0.7588585563226723,-0.26492424635373135,0.6661084454417884,1.2327540877645793,-0.7430496650431859,1.8085323233244617,0.3713846749948819
SIDM00973,-0.8323599890771987,1.55276882952,1.168659354968722,-0.796041059769476,-0.19196727236453281,0.5275593900252235,0.6959435382257776,-0.5243259993402793,2.2512555722754564,2.346983266375693,1.2802908930666483,2.0057671054838466,0.793031985752286,0.00333095076468598,1.1107525694774787,1.9136343858846616,2.2928377411734284,2.1437820135826064,1.8702554280691217,-0.6553715279702818,1.7949081007923289,1.175210132823331,1.9920110935977677,0.03951011229548166,-0.25978567776752803,0.0609127263444606,0.8648835492962772,-0.943548280615327,2.275212127215138,0.10390525483892805
SIDM00411,-0.862514178323111,1.3061319529194773,1.104841262099576,-0.7530008632672619,-0.0515601215714238,0.5818283623380043,0.6102156306419007,-0.3516754428346225,1.6204686512852033,2.024517551227083,0.8828481741999297,1.272278397821934,0.8284284799414862,-0.700072459076285,1.0950222713973812,1.765390091985025,2.118644838985668,2.6287079717961404,1.5199129738692612,-0.7171523041199004,1.6616197832248347,0.5498741457431066,2.0270639510946267,-0.7745415331930892,-0.4649165049000532,0.09124533219780849,1.0026798350575319,-0.9801806485334439,1.4303495752430597,0.11294300255716905
SIDM00374,-0.7968833545596906,1.2010899566413737,1.1026946871128391,-0.6304434033232437,0.1600497361923201,0.06686821250750127,0.3703472553453618,-0.570741866008233,1.8804138568593414,2.153160641109668,1.1167373851216733,0.9293684926984483,1.001157492176719,-0.8015127747506542,-0.7138431596886587,2.0736870451660545,2.040486869706169,2.3822927793721322,1.6522839884468405,-0.562009700820953,1.7762040255055314,1.1106384881775833,2.459161969524789,0.027930337388215036,-0.5038218024694102,0.33291471022298075,0.9904970816160564,-0.8442946381100297,1.3480145249877664,0.5842723370474777
SIDM01160,-0.842259115456516,1.1747741082391898,1.5713717342296971,-0.7497697595483944,0.3821402586872622,0.4552543096368696,0.5972719948451938,-0.4592338325402058,2.0671417696480043,2.066496797519179,1.0484584817864113,1.4754969397595052,0.7263700899699039,-0.7658789876270587,0.8880999387970182,2.1493106935523336,1.7597875853136549,2.637804781399731,1.3551591115778459,-0.5551333861717792,1.718991203918276,0.5397261079189684,2.0496539440864034,-0.5418062851433003,-0.4975931390666139,0.0991605191306689,-0.02289386691227371,-0.681285001763735,1.5626132133998853,0.11708570588938592
SIDM00145,-0.8327773371916871,1.4981702219229027,1.6638906245082625,-0.517540207483885,0.2880734509633127,0.906103145709225,0.8477561226840302,-0.46837916182544964,2.081235669828204,2.0723937768357583,1.3905308481202534,1.42328410055514,1.1642751503600737,-0.7356848707431528,0.14649728253355576,2.1693900979456977,2.1669407829990304,2.3946120181247776,1.5470863338852043,-0.45587158054520366,1.8471475556696801,0.7804345570233834,2.144620098488592,-0.0212140806310045,-0.16951991118087073,0.3328372937964345,1.5882193193736505,-0.8738114668984612,1.9737026488058165,-0.11930485320669115
SIDM00975,-0.912675138850832,1.2551523562780722,1.1353885213801325,-0.7815162110226171,0.1639214425282852,0.24809344280306123,0.5801955423952239,-0.6394785558349367,1.922133216460496,2.0026932905547126,0.988462535918815,1.1377887296458942,0.7696456680543294,-0.6300599773359504,1.0867090237807058,1.7974690193313871,2.585113503956571,2.3504833381661197,2.3158419886534864,-0.6599747608362547,1.9064586024268662,1.0208762375803218,1.888633046643146,-0.30578419151318076,-0.4016409589146624,-0.010469321857202191,0.4459950304447778,-0.44852345242457264,1.2681022437051488,0.005763714232430053
SIDM00971,-0.7657813450930507,1.5661953969140237,1.0691376193953654,-0.8355271397232897,0.17807027843966058,0.6734668042947847,0.37765576244029486,-0.4225692324956826,1.9096947426657922,2.015665395214858,1.2843728111646446,0.8611335770552927,0.8276534493314675,-0.7663868557031696,1.5158895277609092,2.011186991263068,2.002150572245404,2.5078353252339625,1.3914564496821258,-0.5208673434118519,1.6145368972746807,0.4841336731886994,1.5887435038469722,-0.8196745931377591,-0.5493790926590665,0.31740797371644186,0.5480779529156713,-0.8838390431904909,1.0428947643912605,0.1127750204989988
SIDM00251,-0.9096908411843186,1.2310333926503585,0.9878035924593751,-0.6055393119337719,0.1477946654021491,0.2397165669482497,0.694087196561046,-0.5177285814786675,2.0371181796182722,2.3931974105404246,1.1235593350443072,1.4009840177637747,1.0107458813935215,-0.4407366073370771,1.3462075082075187,2.097890904559847,1.9851402354145604,1.7213960125384078,1.444101678112423,-0.46658207514875777,1.812738661412202,0.5534921854185934,2.1009439961042524,0.17023311637831381,-0.46532449335148857,0.16575913313115817,0.8939274306479562,-0.6908132286681881,1.6147220666205166,0.2831327718858413
SIDM00412,-0.8150689542558194,1.379326572480482,1.1868331691516105,-0.7547128883479671,0.22928558235597635,0.3669832565943835,0.8262786243683954,-0.3665736193442733,2.103077574466645,2.1125480354395014,1.2804895199012978,1.4460890231224672,1.1782470689590525,-0.6707728740353381,-0.3619752584947893,1.7097965534212414,2.3327460772669135,2.5543065615036267,1.6004046600215767,-0.47033593824797426,2.2450062914879956,1.0037102519355934,2.175091858088883,0.5736551829963371,-0.3972314985581368,0.5544501641135404,1.6697497531746694,-0.9997427358256542,1.944812690831854,0.06842001952275699
SIDM00023,-0.7340994488402781,1.4961154372993737,1.5761426116431354,-0.775883732189183,0.3174619137144865,0.35865334798288917,0.45368475312012296,-0.5037077530556408,1.8162101259608665,2.2815853098781806,1.135415135993428,1.2724062609371334,0.795550552293158,-0.7153527295018834,1.1783296814628708,1.5810793109357186,1.81527982622668,1.9778187151326379,1.2151338674776955,-0.5183617015951125,1.998395735581405,0.9335436694622814,2.0619641722331945,-0.6922471283381283,-0.3704344334666807,0.11344121456036614,1.1487103223886321,-0.5506631933454371,1.081048563426751,0.31778060267572794
SIDM01198,-0.9666334485195769,1.4748538184628175,0.9156141164497097,-0.44439182470816824,0.21929597786543528,0.18111887075623787,0.7436881451841064,-0.3342558934165114,2.4518711143611234,2.5511535473154066,1.4021912534513667,1.8775128330002506,0.8241451425316977,-0.6856056649658784,-0.3200624621323252,2.2756689559779324,1.7071274478487204,2.7318666974140653,1.7387108934333542,-0.34223070733514543,1.5054463119637402,1.1215968118576456,2.1069103737896375,0.1539018172911357,-0.316906219971203,0.5481952311159975,1.440990448448713,-1.0485238020622996,1.8805133305084738,-0.037079024822898
SIDM00441,-0.8701213858271686,1.2341110732853002,0.814216402914233,-0.7137188745335769,0.40256103614925165,0.7067536315534877,0.781593921261003,-0.5192447882006013,2.2219475095528973,2.509056936739144,1.3699439725722022,0.928916520480433,1.0310445021500627,-0.8230201375526749,-0.3594742989187098,2.2199596333141223,2.3157187833302624,2.5108956710523467,1.1891448496424382,-0.5521225821244335,2.077500524418675,0.9334686741674881,1.8124796597131774,0.03847814492619277,-0.49048431843547297,0.3220214490067649,1.7990881451032414,-0.7597302223852925,1.6112441278320262,0.43277113258273764
SIDM00388,-0.7335529193403904,1.321329165914079,1.3096731893819884,-0.6412360565971003,0.013377078670452798,0.4920820072689458,0.9518611913704735,-0.5498339583121147,2.119393863437679,2.27415997637445,1.385976250914392,1.5130083266999765,0.9551170648992067,-0.7428790543189246,0.9686030786354597,2.2437006025038,1.8954836793181782,2.7074223575268617,1.513906832648849,-0.5901019383581082,1.674211413161608,1.0026386392422877,2.182889783702438,0.625739345073753,-0.404368946413134,0.43028196747155584,1.8229740517228783,-0.8599435916787547,1.8637756668024148,-0.15326324342485734
SIDM00417,-0.8362141711343795,1.6426566937191525,1.1419616093697393,-0.6839271428747558,0.15385633973268648,0.4477398218347456,0.6046630177669808,-0.4151800310110042,1.91067343285277,2.337532803253803,1.3811933051037169,1.7297205760886893,0.635494159375944,-0.6183444414016737,-0.08571637556654774,2.076343897366936,1.9697590469922324,2.4657850249900366,1.7923040266945252,-0.28427336034886963,0.5099677550154816,1.304020007120767,2.214974302119256,-0.17437814235486676,-0.4318386557926034,0.1987939537193818,0.9444802830175784,-0.8282921893426975,1.418638987065914,-0.08803800125336718
SIDM00416,-0.7369052630385071,1.841066982881783,1.0317956775244244,-0.6773643825942854,0.08936855836909804,0.1114347913517936,0.7138196672066123,-0.5512989658400437,2.494507920351866,2.2571057671847408,1.1416434949057395,1.9217906643799565,1.1932294528070146,-0.682733258311684,0.3856605514118862,2.049586474242041,2.240259103955109,2.8013801451747464,1.7362486085500648,-0.4343554647243956,1.7251598798400105,1.0796888019252968,2.327844004682489,0.7255309571982316,-0.6394694088260507,0.4663460873540374,1.3017408582828203,-1.01987507149101,2.1611906926279083,-0.06197487348587671
SIDM00974,-0.7624315790012888,0.9767491764436353,1.197829380355328,-0.7947061610802602,-0.22416972065644958,0.20814743855987855,0.6909624004085212,-0.3673503415683653,1.7453763819667971,2.165189175600361,1.2231739011246192,1.4440680078453594,0.7068741394899397,-0.8074256949676933,0.401555972147547,2.0622066022303427,2.474158416469813,1.5707013822547469,1.8236660930700213,-0.4820434173736051,2.2081646813271454,0.6871862208889167,2.082299648580013,0.0004332581278956842,-0.404328104585322,0.1726372055987278,0.5556421843989292,-0.9338230502484627,1.7041080637500954,-0.11618177294588247
SIDM00833,-0.8398488841837727,1.0716677592781492,1.484841095110952,-0.7037800160914736,0.14064107068451107,-0.27843511328231557,0.7490023219011404,-0.7252864307127889,2.1404139580753387,1.8216287701622158,0.7023758104939922,1.8872251819440105,0.8133015773767892,-0.7328108959145944,2.1422744141351755,1.8245231121524108,2.130134119041014,2.773048253810643,1.0598928576274496,-0.4475542275992069,1.2422396372250597,0.4720280511681464,1.768371066657621,-0.4239498876788494,-0.4198588868410068,-0.0022670875354479773,0.46064213372696905,-0.9500484070662463,1.3482537465731887,0.15489990949026294
SIDM00562,-0.7783606558691302,1.379504163038553,0.4623446282488313,-0.612394530135132,-0.17867917516184034,0.21898673724912737,0.03141010181079128,-0.46099303436722955,1.9045888174347085,2.085719444358476,1.6704405873985098,0.7486562797408685,0.9330528779365298,-0.6720489461188471,0.7366393851604991,2.169439065660391,2.123952874230441,2.390034891414723,1.4777238362932938,-0.4426786877834118,1.8098774137864377,0.35117294637283014,1.8857268020189413,0.0320638931235567,-0.5348251039833081,0.24405566355606853,1.4681025946129995,-0.8077564658724288,1.345887111023153,0.06072688885667112
SIDM01102,-0.9134763438623276,1.3134156368104954,0.9890981992462173,-0.6945856081544017,0.07959889857503658,0.2710442347712655,0.7040634764764246,-0.07684788989029263,2.3146027912766747,2.281362854119763,1.0382899083824222,1.939218748138592,0.8204364793521192,-0.710204261124704,0.6466592207017509,2.023121688765784,2.2272540459408945,2.406484445688999,1.7719698886473962,-0.5517976330579001,1.9181357944517892,1.3162454155245376,1.8585138803301835,0.3553206200493745,-0.5080589262039327,0.3139586705790354,1.297033529605785,-0.9036978089534073,2.010852922163458,0.25250809155408044
SIDM00418,-0.8667384099397334,1.1881775559423682,1.0268935615072499,-0.6122743018995694,0.3750946694949476,0.49053122205314004,0.7471238837720178,-0.5225420730194701,1.8974896513294632,1.864620153199158,1.1141441049519245,1.7261395420444006,0.8121228095346857,-0.763249642645057,1.6675990853193698,1.9352126424862655,2.3581999739890716,2.64707479662392,1.741912137896921,-0.48299033332130187,1.6946179530639776,0.7962477868557939,2.5215520291859224,-0.5811577487821235,-0.19199790327079663,0.08993592709704254,0.7492992749517906,-0.8540883284644648,1.4869231521242015,-0.10195398154344039
SIDM00841,-0.7734660861574761,1.1244569791168957,1.1553449073485496,-0.5946348349885716,0.408095985878072,0.4634162982727926,0.39887492842821576,-0.7296128311804349,1.7044974422636838,1.9102811706702114,0.948046907615678,1.9293841445976025,0.7928451524577422,-0.7820233085443301,2.052586894110621,2.220104208668541,2.329084533844231,2.483241294930145,2.037158467924023,-0.40215886088731084,1.6274642277622466,0.7439167316791979,2.0232642140184174,-0.5132503397912462,-0.3725201449999517,0.158199720414732,0.9236339874769374,-1.0795022973307913,1.5601874193195504,-0.30886276172615235
SIDM00260,-0.9008992884158245,1.7214989238234821,0.4293584682061391,-0.6586895643274838,-0.1076762992626104,-0.07741272236716067,0.5605757723863515,-0.6429840502625561,2.408758193229513,2.196144174967743,1.1857266056286877,1.3786497456302995,0.8537389706175662,-0.7254924136984185,1.1419102217556887,1.7469371904899582,1.904612657974978,2.3303826387401143,1.8706068297650027,-0.6074731986480446,1.6997939318869673,0.9016725025873286,2.0535314453791544,-0.5374497119342733,-0.6069061846094881,0.13695264086791534,1.4774118154022082,-1.0636171200075053,1.2289496756593805,0.016840549672542716
SIDM00111,-0.8733842236273243,1.1612311639331854,0.8979112009108768,-0.7370675592853791,0.40767863823280903,0.854749125179243,0.6032541872798309,-0.6688158285282086,2.037135271683234,2.36804787410739,1.2048744371290332,1.8746733082347204,0.5193374128722836,-0.6118030685819804,1.2092091594755208,2.25389947933868,1.932003102352576,2.499847393108895,1.4068599774209662,-0.6507470492164272,2.391877067015756,0.6473758166697735,1.9248892236142323,-0.8352129863525027,-0.528063829040185,0.10197658857196569,0.7856614073646306,-0.8983957189832341,1.3893152688326555,0.09028584567326041
SIDM01179,-0.8104318482149462,1.2771187454480812,1.0382238042097474,-0.5281826250459513,0.284582147603481,0.4699208501726519,0.5782447313508727,-0.6839496306715209,1.8997958647685302,1.8059343036972408,1.0424376818822974,1.2472442731752107,0.5422226779937336,-0.6869863380556519,1.683556664339755,1.913290013366029,1.9059387709210422,2.556332159146293,1.4227857075269277,-0.6610437914399682,2.1624917702903192,0.9522338998216834,2.1774966942791116,-0.5496793835031647,-0.2901758226790305,0.20417660060775172,0.2516832988663985,-0.8925853909560453,1.8176297021215495,-0.10671796551441104
SIDM00351,-0.9330844145381401,1.6448377057371184,1.5103704283159505,-0.7513293723637132,0.16051954101071964,-0.022664268912896985,1.040379333312577,-0.41239925109803266,2.0450355090832217,1.9412772626980028,1.1541520698880197,1.2775420941600906,1.2920216767044794,-0.7550401840462825,1.4004948481539798,2.063590753446154,2.0348973002193897,2.2765019966104854,1.5429540763237042,-0.6219558285091479,2.1316381365212216,0.8880537694277241,1.770118866309683,-0.21228280646096778,-0.2906018610073688,0.21197999754528565,1.2740146904244083,-0.8255407317803614,1.756771536999663,0.4532473826461742
SIDM01205,-0.7549628480569291,1.4545213762445095,1.1896539854750199,-0.7076707035948581,0.4961471283880473,0.19735756709659374,0.9197584848968993,-0.49748875088497263,1.9260264681472152,2.113991678995447,1.437514602672716,1.7230385379012125,0.9636582494019388,-0.7792890273568234,-0.10968202176310723,1.9044049750628367,1.7519440750098156,2.3273729154115266,1.6436516601531077,-0.5974310642038017,2.176830708765334,0.9753947294451074,1.9328302992103774,0.2344623616996956,-0.461278430684155,0.37840490271893873,1.6375168909674924,-1.0269896488127745,1.1684658072489684,0.005204242674203904
SIDM01095,-0.8833117624187939,1.1620057091139304,1.4746158779131526,-0.7109762319534473,0.6025075530807971,0.535774187473754,0.5290961127732431,-0.741448012727065,1.9531822620233539,2.4859297487644416,1.0927125962995343,1.6447235919751815,0.6693348676261958,-0.8774868918455191,2.169452123529569,2.4030757649412036,1.9496164204142685,2.5914921830971203,1.8497768456858525,-0.5647891399839707,1.4643387384366071,0.10192185771842703,1.8987859583474866,-0.2848914894563354,-0.3212434949640894,0.22126605259694077,1.5139684467795578,-0.9569945137331347,1.875712577760405,-0.24781599486595443
SIDM01159,-0.9142724089595339,1.3324304972179424,0.8485868977418773,-0.647968211749454,0.24760807424456727,0.8454955385119054,0.26977584625186063,-0.6666933681550459,1.9036674203058792,2.0360708459955634,1.5538664685263186,1.3781079943239214,0.43250515896141006,-0.7562691663881866,1.1729926261361698,2.411932184215086,2.228330972021483,2.247489042422691,1.736816443631761,-0.5990924929667698,1.5739510597689201,0.7933347518996144,2.0933521071774983,-0.6193074986657494,-0.2976479338886899,0.04650734373165772,-0.07302420620040412,-0.53541527445453,1.2764055853174296,0.21148549557570506
SIDM01183,-0.44071630608829626,1.3319037689099456,0.7050602635985593,-0.6442087635340811,-0.38586285276864485,0.4040311804071542,0.25620672947681244,-0.6142418985998923,1.9533112220881448,2.1677374121650246,1.109869145392057,1.255703639296148,0.9114925429360193,-0.9387899118014612,0.6040595369676431,1.6764772070049545,2.455968209024046,2.306737067894669,1.6746820401128926,-0.5922463159677096,1.7194437368712867,0.5158929392976672,2.2062996731042124,-0.8783085267184658,-0.43388934781321825,0.4240812013844686,1.131547353568022,-1.1335460731323617,0.9919105726771742,-0.1096718594104128
SIDM00328,-0.8603452734735664,1.5151310851333084,1.3205123075007474,-0.8368005366051425,0.35812688153630506,0.06642363558656406,0.4573990149321851,-0.6366426168125051,1.933449376346965,2.0855339869808587,1.1762139633655826,1.5102048224658788,0.8811436042892858,-0.634958818036557,1.062125201868792,1.9248763844780061,1.8840616885482908,2.7197922407289505,1.3550445499439792,-0.6366299024532073,2.176350371537845,1.0215546310660755,1.9714863470922217,-0.06578839705087465,-0.6850340133157727,0.5027002317769835,0.7082388698536595,-0.9580800770275602,1.469890646929563,-0.005935855203964568
SIDM00389,-0.7358278659084592,1.446866958767366,1.3046403995104867,-0.7558249048598532,0.06980776151227443,0.16965844064166793,0.7442165069460754,-0.33754641956658266,2.008454511589739,2.365171320958157,1.4077603174222297,1.736892763160037,1.4226750165128954,-0.7494733887383614,-0.5173610762301963,2.141550890448691,2.074815763539272,2.2870383602007345,1.8344493524311076,-0.39335120224256775,1.8455197701282104,0.8419069368428713,2.528378343104514,1.3465229760045097,-0.3642293347083803,0.4391363005563334,1.6009802396449868,-0.6608045782891375,2.026800750735239,0.32465117088123874
SIDM00489,-0.8818928765790554,1.299156738847797,1.4270636371054215,-0.7212341696280987,0.17432431991487035,-0.4186489744538805,0.7214289119035098,-0.5942508996504487,2.1155150281162567,2.224313434138021,1.1874032162642079,1.6509837487920225,1.0091949871666035,-0.48337196497305107,1.3558000757815178,1.526825669882112,1.9967795030872861,2.6484301925575005,1.2420829455955036,-0.4843507662161301,2.204520641176469,0.6570914939264975,2.1170321887372636,0.20964993950251323,-0.5240048130058984,0.39692630192864725,0.37955231867242706,-0.8752737610069429,1.6285454906986918,0.6292380939563812
SIDM00953,-0.8526453588432696,1.032600612995253,1.5978499779927589,-0.7649586159950675,0.25562126546073854,0.9100901461805915,0.846166832933406,-0.8159776974918108,1.606749125059025,2.433074801824393,1.7105194649578515,1.152733982024035,0.7891429070764462,-0.833577779969677,1.489271054277483,1.9825132069727294,2.038095072678404,2.3634365495575853,1.2511617673328332,-0.3680820003820023,1.7121710580739509,1.1776583950486657,2.301323702121295,1.1988885928488975,-0.42833998492126946,0.22871329666064935,1.5468803507676139,-0.9346457661937584,2.2071745968259306,-0.16847630872476177
SIDM01245,-0.7524080357874116,1.1326539294798206,1.5273763735181773,-0.7419753091229345,0.2650265953391723,0.6489674840295611,1.0984550754933158,-0.4361107775292415,2.1540636882785082,1.6694278831689127,1.4456891315283196,1.3652919428921269,0.9035092915726205,-0.6952422625447817,-0.145739717406341,2.1066916808815543,2.2659554259531887,2.670256423185355,1.4390751043528107,-0.46489504764303224,2.008130237364431,1.0714070387744896,1.9344366337991308,0.33511962762887304,-0.4014466369328315,0.24284038172170322,1.5750896077384855,-0.8596351045961581,1.5350000295836876,-0.0608786501536037
SIDM00929,-0.8306744248201419,1.4233495620344399,0.6102422158720434,-0.6561903426903462,-0.11222765639593069,0.5277364876523665,0.23015457716139026,-0.6674138165946242,1.9602195141227305,2.060495200100308,1.182114882405301,1.8129176243495033,0.7029344693065841,-0.18256837848136936,0.976648288407186,2.1871730233412157,2.441613930005064,2.446584089748015,1.9902396705254572,-0.5833218651893193,2.090884099392925,0.5922007523571988,1.8157106589732344,-0.6129991919629066,-0.3477661536065884,0.0344054564113323,0.8526228863541168,-0.9682164990714526,1.384897474239115,-0.1819141532974888
SIDM00732,-0.7953041898389426,1.0813548616520423,0.2077553256944154,-0.7754051523256985,0.620387320103988,0.7807920638203828,0.6611689875766198,-0.5934854626976925,1.8220349722649924,1.8909116057409194,1.37366320345679,2.0941483012044935,0.8169301842620033,0.02706072755900087,1.0185964967855772,1.8769986228127227,2.4494563392581266,2.2752592081963647,1.429412625601102,-0.517426531075219,1.7543120281023281,0.842354700771239,1.9388064238442542,-0.5682236588282484,-0.3277080326062493,0.18738631322593974,0.8019071017361445,-0.924482190615369,1.6298720778549038,0.19037954464918777
SIDM01047,-0.8578818950043511,1.5218195333846585,1.4159766768914566,-0.8006510892508251,0.15159684163626727,-0.28631821484832826,1.2795617325798876,-0.5464539876113874,2.020381493938641,2.168421596570324,1.9463251929513599,1.3312935304529103,0.8271315444955231,-0.817454774909322,1.056993440956909,2.489687880205569,1.5817722721798337,2.4804303343500416,1.7604904019402245,-0.4451359655840286,2.2394442721482903,0.9207462205936484,2.1630555471215063,1.110779709188263,-0.41458627659392805,0.3248140372749449,1.5026573628250612,-1.1090104073511609,2.140744003651529,0.5454531565399188
SIDM01229,-0.8516845054235979,1.05794099665901,1.235957369524236,-0.7787332788213919,0.38901066263653866,-0.0721008488089719,0.37308550117411554,-0.640727539275583,1.9164882042105724,1.9928303839676134,1.3553771601725493,0.9209948611908886,1.2163872086039698,-0.8495329928944517,1.9342323475438912,2.056977561768659,1.1257944662481294,2.958342584801485,0.7381995551083045,-0.5484779271643235,2.0750845468426635,1.4457689971815215,2.0002971840078,0.3855486717881208,-0.5939989889947036,-0.3450735412800672,1.2243452535769488,-1.0044934631336324,2.1652275479499234,-0.4728148218548078
