,CYP2E1,CYP3A5,UGT2B28,CYP3A4,GSTP1,GSTT1,GSTZ1,CYP2D6,ADH1B,FMO4,ADH1C,ADH4,ADH5,GSTO1,ADH1A,GSTA5,MGST2,MGST1,FMO1,FMO2,MGST3,FMO3,GSTA3,UGT2B11,CYP2C9,FMO5,GSTA4,CYP2C19,GSTM4,CYP2C8,GSTM3,CYP2B6,UGT2A3,CYP2A13,CYP3A7,GSTA1,MAOB,GSTA2,MAOA,AOX1,ALDH3A1,GSTK1,ADH7,CYP1A2,ADH6,UGT2A1,ALDH1A3,ALDH3B1,ALDH3B2,CYP3A43,GSTO2,UGT2B10,UGT2B7,UGT2B4,UGT2B17,UGT2B15
SIDM00129,-0.8945475246037119,-0.7917086774718312,-0.574386129776836,-0.8079766899990655,3.7171836055043115,1.4624013570983536,1.334673280197001,-0.7708500910885988,-0.8593101433992725,-0.850032929468189,-0.6830005815995834,-0.7980932074370517,1.1303822575959201,2.677759263698217,-0.9621053147356409,-0.6951205775083142,1.9459093641055598,-0.19286605512376168,-0.9774962868645639,-0.7449241598203434,2.885216686723676,-0.8187730199140821,-0.5097240030158254,-0.9578571310518152,-0.8302366617403543,-0.8394867470533164,0.8368092279742759,-0.8751115378291346,-0.1045926606298342,-0.9756929064059484,-0.717592287677828,-0.5767789887194714,-0.8822960134706004,-0.811307780905164,-0.8833979955165325,-0.6918036792867397,-0.7235663629160214,-0.7792127185522294,-0.4921538656503222,-0.5968005194213064,-0.6072591917550257,-0.14365748853243507,-0.900663676998583,-0.8846976372359083,-0.7039727672595198,-0.7549894951108781,0.8921753987649618,0.19192086489765997,-0.3774619642248595,-0.8690381786004354,-0.6573668568286092,-0.8186804867059597,-0.27631972222638257,-1.013124080556523,-1.053922986897062,-0.897173703717822
SIDM00627,-0.8447594786252597,-0.7380171324049188,-0.6616415667681284,-0.9062491220472716,3.6023980844372456,1.2049579719438146,1.0149933976752923,-0.486831380821951,-0.8417196656739122,-0.4067271148326976,-0.7900193712800451,-0.9869049938639669,1.9039124722218406,1.8171766039698098,-0.8697814369210112,-0.6967840338985699,2.371271854829239,-0.5372594932642378,-0.9471027559711283,-0.8360442798876315,2.5250286710500256,-0.8938479432680548,-0.39390283129657994,-1.0645291614850032,-0.8607859018028396,-0.925443593297464,-0.26149245722684916,-0.9021267762907388,-0.8054956535245403,-1.0080052020383323,-0.7685974227045788,-0.7655316042799191,-0.9879587570549809,-0.7385536120484516,-0.9015357487908235,-0.757981921167374,-0.9884727963987555,-0.8351796452782702,1.058828522054188,-0.47226326854838707,1.50447385624253,-0.29458554911242235,-0.6133803232609875,-0.9458741041769917,-0.7921660945308961,-0.8295945398378088,0.9977019091187911,-0.516280234805762,-0.6978206570176672,-0.9955965299324236,0.4999509609203906,-0.8290066684595768,-0.8278604549675881,-0.9467258378417885,-1.048289590817087,-0.5993722343108605
SIDM00293,-0.828541246744392,-0.7829877231737606,-0.8961330563718972,-0.8073917775635576,-0.294801728301654,-0.6343385041489906,0.7696777825673184,-0.5587855767370975,-0.9381284050506439,-0.7694719745917312,-0.9143318322512416,-0.941358938645798,1.468108932584515,-0.6256557701979633,-0.8154121192616839,-0.5901490650293884,0.4460953523252842,2.203848466946775,-0.910407616268564,-0.8175399459274456,2.4938411911826455,-0.9427927053705116,-0.3459144246782932,-1.0991510906268445,-0.8723285108915151,-0.9758220541047667,1.7008152537370835,-0.8507633465726144,-0.8120688158458864,-0.9754185324156786,0.5937796946280378,-0.8101227377121174,-0.9477867088172506,-0.34405554482219025,-0.841384612844793,-0.6968195651997472,-0.8313354461878573,-0.8738636743887335,-0.5643446657011514,-0.5954451280292675,-0.8263210091087939,-0.5811949661094308,-0.8249621527030218,-0.8330026931325503,-0.7874789405284468,-0.8202124438619298,-0.6624178539966822,-0.30895978786685596,-0.8360088390831888,-0.8917023131845658,-0.717802482444257,-0.7478054283936513,-1.0293766603014303,-0.9813983597858824,-1.0814501272281283,-0.7632257808766119
SIDM00274,-0.7133908590598208,-0.1272554785609119,-0.9078310976861407,-0.8814984084092798,3.2966322769347003,-0.4652532217571825,0.8898924056038213,-0.5368549909054499,-0.8539609967134802,-0.5791871536303166,-0.8725542728078584,-0.9516384729359748,1.891390840101751,2.3222437046104907,-0.9107308354901529,-0.8273714459483676,1.6666431011965295,2.4970821675292467,-0.9610101774811636,-0.9100881332628483,2.7400343853132094,-0.926940155942257,-0.5006609381306008,-0.8406285102415495,-0.8080055323182278,-0.9107636292547945,0.9144231653897489,-0.8713449766262916,-0.6135796210928534,-0.6899139549469373,-0.08434312613024146,-0.6513317682172318,0.25962366674701337,-0.6748021451928751,-0.8096686060320607,-0.8172291770850221,-0.8901434314064156,-0.871869835527861,-0.02506482789613764,-0.25218241217462734,-0.7312264685627335,-0.14332716001876533,-0.8747377588987891,-0.8973526922152748,-0.8015063786494285,-0.773244406745449,2.0733063940219263,0.34988001513322836,-0.8431560025350633,-0.9726847168502918,0.9688064754756143,-0.6932237812436586,2.2080958853853647,-0.916645725279735,-1.0900971635425867,-0.30228285310129316
SIDM00544,-0.7248110811527394,-0.8516455870472065,-0.8100156526193879,-0.7979558634292557,3.3246246176279373,-0.5703976731355439,0.6297957683864609,-0.6712645317531328,-0.83171350494958,-0.7538831036903295,-0.8343115101034784,-0.9149420215143144,1.81991981517404,2.139766338252792,-0.8860881024518682,-0.7624779431024808,-0.3480429670018091,-0.5406779635955534,-0.9878405590838725,-0.8437144849025082,1.6771165030796686,-0.8487750008533135,-0.460808744157444,-0.9332343492203902,-0.7908619988810747,-0.9044035236776623,1.7173479366142466,-0.8429876647323813,-0.8843577600144052,-0.9542174521088673,-0.3940352770346426,-0.7185523271448384,-0.8559542576255148,-0.6970561444545017,-0.8482233153881682,-0.6616801301357402,-0.8458210972841956,-0.7686197255332766,-0.39516492096945277,-0.5775392843648034,-0.770239947702453,-0.4486268988272012,-0.8060438912501735,-0.9785871531665594,-0.7447585728991667,-0.6561457255935017,-0.8490994465162932,-0.3855086810535926,-0.7974035183103698,-0.9047677212634611,0.03011389828217075,-0.7927406763211627,-0.8793032040675701,-0.9803664517754682,-1.0218226380292688,-0.7523297815665138
SIDM01006,-0.490797675977481,-0.7875306037591806,-0.8009682965442122,-0.7926007708397295,3.4626915492755614,-0.5465034408616982,0.24201745738472435,-0.5717713119124573,-0.8030169003651653,-0.5198770722528215,-0.8852215593930514,-0.8115561353469259,1.198957077999169,1.8040753961101255,-0.7641401316194486,-0.6699790892966748,2.2359473201532674,0.7386499774379431,-0.8532996965025058,-0.7972468725158176,1.7585229232290833,-0.8727552110660889,-0.28757404916753837,-1.0358406194936463,-0.783707681919341,-0.9211886805951955,0.19074438080927367,-0.8221206110648387,-0.8453685905620089,-0.9904458574243616,-0.7176916762584516,-0.7228740121092537,-0.9263716124254869,-0.5417333964213793,-0.7469132773136725,-0.7291024916218655,-0.8278861766020401,-0.8265155776184526,-0.5441327267003772,-0.5648733610123663,-0.6974442130376861,-0.2547935974320811,-0.8180539263236788,-0.9050290835846099,-0.7536717914160528,-0.848077759320302,-0.8014584840965001,-0.0806742921604397,-0.8341126877020099,-0.9544081103584868,-0.6749618648304203,-0.6262362550117306,-0.9325213334643958,-0.9327590639021651,0.9604956964482783,-0.5450569526016659
SIDM00302,-0.6861976126190713,-0.8282983095119378,-0.8685087742651934,-0.8215341303445356,2.849122305160295,-0.6500060619133696,0.44176803835586426,-0.4634419656618781,-0.8927805963831082,-0.769196177542328,-0.90318488549532,-0.9574857626994089,2.081595045086712,2.318789046236976,-0.8253938065350046,-0.6565841370211701,1.3695041418120342,2.9385360512113663,-0.9454097713874035,-0.8840143223921456,2.7255152889635013,-0.8146347089005753,-0.23726592125376936,-1.0720285052836678,-0.8366629090898715,-0.8223605274846557,1.1607853451960848,-0.7940395108927345,-0.6797876956946274,-0.9489003420290102,-0.3108498396449945,-0.7778975061424358,-0.9158135041789166,-0.6387083631368439,-0.752718421815008,-0.6477370386788195,-0.8266214585504834,-0.795989690859079,-0.2590564743379998,1.9046013607868406,-0.7869434742495648,-0.44118226541326117,-0.8237504296882318,-0.7653564802991222,-0.8223292389796151,-0.870673671321009,0.5428228546799633,0.40838148658926066,-0.8984984811180946,-0.9041739577585959,-0.48701373502100803,-0.9008027346553361,-0.9587867716027368,-0.9351142561455159,-1.0256136224606196,-0.7345315597163122
SIDM00549,-0.6337337230790715,-0.8232907780524147,-0.7378017280405916,-0.7674463802902975,3.240192105988263,-0.6493181209828102,0.4547580033400312,-0.1250743674013268,-0.8975976187896245,0.04623324077100437,-0.8113195340029207,-0.8418651550991345,1.5719752410064158,2.4034467346043833,-0.6721742456530859,-0.7712651008700375,2.179211973369991,-0.366305827539099,-0.8454344594818045,-0.8919097506048146,2.8799874036333497,-0.8046645152610393,-0.44808106131593306,-1.095810310739767,-0.828890697198209,-0.9043392027789197,-0.5132365666802275,-0.8015273609688148,-0.8125849260818815,-0.9228736271377762,-0.5798475541971381,-0.6766080575079642,-0.8985821830498343,-0.5415770095533955,-0.8623978339323433,-0.5697809823659622,-0.7243868536598207,-0.7718971390618523,-0.5448467003907547,-0.5003283842867315,-0.7852400255815071,-0.5572765689609095,-0.7495189202533868,-0.8121962063547136,-0.7574202601309634,-0.8170165114326872,-0.6940238088126376,-0.36084670733092195,-0.8470933364649144,-0.7845851590451914,-0.6367404348616817,-0.8001483939083686,-0.7622963027862267,-0.9390894887430429,-1.0354093946170038,-0.7961825577755401
SIDM00292,-0.1260713027044582,-0.8248653968129586,-0.7804018233896748,-0.8928484774615588,0.2645052716971958,-0.4405399583850521,0.5176975507407819,-0.4760722457100012,-0.9633861857182612,-0.6586950061938204,-0.90381817698062,-1.06204511544757,1.8396325926531256,1.4297897381442781,-0.8731399727867029,-0.8614002000446933,1.6262062113138407,-0.6366796752169916,-1.0137201324447394,-0.9396258151215591,2.6547643648173787,-0.9047246527664954,-0.38664540057056457,-1.0108587752355636,-0.8984589536700409,-0.9198467122608391,2.038358410682047,-0.9256641182853939,-0.8013879688736393,-0.9145286080477396,0.38984099926973426,-0.8246347249808405,-0.9684960850257104,-0.8087956161266643,-0.8903388467986996,-0.35199476267897956,-0.9399175061401244,-0.8023139649498214,-0.3222191189249399,-0.5846979552295156,-0.8776882355292288,-0.513528207942466,-0.8655851238317384,-0.9003957628525933,-0.821942362441629,-0.8651505404124903,-0.8554145460571978,-0.11215399455104824,-0.9674389826838219,-0.9511398305773194,-0.14967129533922666,-0.8986984849257041,-0.9748198966648494,-0.9977777346474798,-1.072723423028543,-0.8529135817323851
SIDM00623,-0.08453352428622793,-0.5256647838088374,-0.8243666372112242,-0.8027146068512083,3.334671588881471,-0.5008337718625719,0.33388168547467156,-0.5194896988953064,-0.9018023186300288,-0.42817073095467617,-0.8843844777953517,-0.8970939194615233,1.1638859183954242,1.817739440238847,-0.7235775527420222,-0.7563283981149185,0.30735711741302885,-0.28179669916054195,-0.9403900128860893,-0.8520621184691548,2.270497957444532,-0.8653870968995478,-0.3907601725938208,-0.9505280862210275,0.5346513305657303,-0.5704797774188366,1.8089495885304794,-0.6956369465907792,-0.6360876739684076,-0.9567784146849097,-0.6126368101730112,-0.7375161398957973,-0.8640950000872921,-0.743884736384296,-0.8588945111808508,-0.8388219725151743,-0.5419741769310682,-0.9737491286271328,-0.48919477222743485,-0.6400710439145706,-0.690171563735915,-0.4751221298488223,-0.8422308182452645,-0.8924388475675157,-0.7770705786771585,-0.8410501174385849,-0.5326997450143566,-0.30653934000740735,-0.8286218214828305,-0.8996999037034434,-0.7068724725020717,-0.8062445239209858,-0.6762632826358068,-0.9715015072060749,-0.8648092461508414,-0.7227835434902672
SIDM00638,-0.7785947207444268,-0.8212553952660894,-0.85392835911979,-0.8455087275538428,3.2839667033046602,1.6248747702121469,0.332730767218673,-0.39795923518480103,-0.8205197370144024,-0.7512103160593736,-0.883330252491666,-0.9393233370399453,1.5421392673701275,2.3932895467953568,-0.7795811668739265,-0.766048764371863,1.9090714277720018,3.282072418808415,-0.9752884918260203,-0.8391438786520311,2.8411374100720046,-0.8356684765457769,-0.4902767433931557,-1.0529772630607068,-0.8293090417651415,-0.8880873114591561,-0.5010631111073731,-0.828002693754068,-0.773888306053437,-0.9860806369496867,-0.18882680548440453,-0.7537339099540856,-0.919257952130259,-0.5267880529155735,-0.7621661933693606,-0.8185666337402182,-0.684948694153637,-0.9043013765836629,-0.5851875960330233,-0.5015996680961599,-0.5794845356000606,-0.26331454983554664,-0.8273591118533012,-0.9311500657122708,-0.7754648043968224,-0.8644940000868643,0.3155183166640371,0.38454677491821665,-0.7180498615018575,-0.9003983906784474,1.2401801432068797,-0.8026645196350564,-0.7242877421269512,-0.9590969017483882,-0.9853895656549503,-0.7853079695971176
SIDM00527,-0.7775591581302618,-0.8477947958865283,-0.7274693627867486,-0.889494625519984,3.120994862012632,0.595874072869992,0.5657935702971856,-0.5622974953234547,-0.8923658232147392,-0.7425231776650977,-0.9578327236748742,-0.9849776536103786,1.6625912423330038,2.9604237292429634,-0.8717282796574146,-0.8371990181764547,0.27575932546384074,1.2136148263376152,-0.9638104751595015,-0.8603576102535605,2.694512460560614,-0.7158382962333772,-0.4870485879239025,-1.0957930500443125,-0.887710341792588,-0.8660437947795772,0.8533214783184505,-0.8788714822139468,-0.5071753844820426,-1.041778069314461,-0.6839823747907476,-0.7707776200488877,-0.9925739399287352,-0.631292363345166,-0.7905469877434873,-0.7981408509342232,-0.8892428718257109,-0.9020808453045286,-0.6272108112471214,-0.15565697040071752,-0.7270471019543708,-0.1405742957412609,-0.8391144921541523,-0.8972242947498651,-0.7878881510906814,-0.850452110727732,1.2113472703810293,0.27113016096986714,-0.8230543588615014,-0.8969069914099417,-0.6334890311951217,-0.8356841678541995,-0.8755954884778203,-0.9851267447996778,-1.056680421925791,-0.677881985977394
SIDM00976,-0.7869729983548545,-0.8619693895279297,-0.7981478165138544,-0.8303968276764364,3.1413863128516724,0.8530529946298098,0.8221421104353989,-0.4463090933408534,-0.8901016861395857,-0.7000219517634664,-0.8906815593561769,-0.955848292946167,1.3829151787784573,2.4255553106871552,-0.847753544926218,-0.770519971372936,-0.4247206776252285,2.9451123874445884,-0.9358157844302616,-0.8963105758803672,3.0217349075992246,-0.8451864533106841,-0.2151572445153504,-1.0439185788130216,-0.8553077722544251,-0.9233907626080163,0.8252041734292106,-0.9002843645542808,-0.7412722257076912,-0.9526824745883792,-0.04600758541789067,-0.8280883634551821,-0.9641227044226904,-0.6167114752719615,-0.8228517136548715,-0.6718220271972927,-0.8271530340261259,-0.8663519277731416,-0.6453872793418074,0.8313502977798717,-0.6385379721740222,-0.2500976093591887,-0.7773781610542464,-0.856814293298089,-0.8353894759716399,-0.9096551774605053,-0.41306952062915286,0.4780311402383281,-0.8112842230010784,-0.9588046353528362,-0.7309183277775922,-0.8332544041724175,-0.7492555601452658,-1.0120025791753713,-1.1034493515480315,-0.8217917830398507
SIDM00316,-0.8122925615300931,-0.7845531826956643,-0.7584822942372027,-0.7982091170164808,3.1112777612841667,-0.5272946345093642,0.7795625964780483,-0.5572088361230059,-0.8037833898550829,-0.7258023270913675,-0.7063883560101983,-0.84499817424845,1.7280993376878167,2.264074264179628,-0.8602641249821982,-0.7793516596330022,0.5427272569696564,2.1236859127419203,-0.9537394069867088,-0.8571002764766485,2.4825563288003316,-0.806685857965049,-0.4700339053928437,-1.0409277515566147,-0.917809631865274,-0.9458101630625984,1.806484912601685,-0.7913650868033874,-0.5952623958265616,-0.9910048160570974,-7.895341365097474e-06,-0.7463158231725466,-0.94981136813314,-0.5800836930773083,-0.805312022750266,-0.7329271659581291,-0.4199423817094545,-0.95843473152538,-0.5768615646866545,1.0937288842885664,-0.4708136552164223,-0.28883379027759737,-0.852028668813142,-0.8975759684260642,-0.7483147925629339,-0.9101166882529933,-0.3352024569153788,0.23327543047669444,-0.8646985155999842,-0.9148115678022133,-0.6765579009616008,-0.9423110161936822,-0.8631566271160366,-1.025407257658643,-1.0589171987959909,-0.9428956788055165
SIDM00326,-0.7289845047970053,-0.8813596228228607,-0.8247326673425457,-0.8521503985577922,3.348670041476546,-0.495760356850032,1.3185972793253609,-0.541066447965605,-0.9011157526766264,-0.3569045006330929,-0.8805617021752835,-0.9004379607332071,1.6082803651809627,2.061967905377398,-0.8467211475637516,-0.8531586663703166,1.2868975234906228,0.10379972420572516,-0.9572860626241378,-0.8654646786162057,2.2231210019894925,-0.8998101591929076,-0.3812171619483919,-1.0774139129606959,-0.8929559572056954,-0.9568163273311818,-0.026659362465497858,-0.8516392959191732,-0.7577638412553614,-0.9833639525135394,0.4393763863102261,-0.703255849699812,-0.9637214310270262,-0.7423725704538969,-0.8696063184356271,-0.6934701510671697,-0.8657698400813905,-0.8759486512703167,-0.49151824071587136,-0.4803987370704616,-0.6446714110620821,-0.52146755885775,-0.8457054885669287,-0.8896274661793449,-0.7614682527781061,-0.9220392900129547,1.4201025163529852,0.6553417451921558,-0.826619631147134,-0.845103010317763,-0.013797509731491958,-0.964074522936052,-0.9198081461857835,-0.9390761928017022,-1.104091815275352,-0.821603430067517
SIDM01093,-0.7861290955242891,-0.8505794279284129,-0.8186649362793192,-0.8316133521595633,3.164183549605967,-0.6260312882478147,0.832758303079091,-0.5037652166218813,-0.915118552155574,-0.6355029649754595,-0.8668314201109557,-0.9616879188681086,1.666908027722382,2.1438880737946455,-0.8067942799950701,-0.7352949717924586,1.570705548931944,3.2018076856085718,-0.9800606898089861,-0.9009708882380911,2.5881246850569912,-0.9487866608090497,-0.5194758103952415,-0.9527949981066198,-0.8562339561502554,-0.9173972978987434,-0.695443511392885,-0.8005359616073191,-0.8515676890745771,-0.9761032050817545,-0.11034798825177955,-0.764858581492434,-0.8941202349394184,-0.696265576244558,-0.7664325845272839,-0.6007636942020206,0.8772544487697737,-0.7861375949892906,-0.577975445413308,1.5701309079672052,-0.3489613618803204,-0.21269936357247407,-0.8581159517509941,-0.7887403053930533,-0.7718896195120677,-0.8806873219761895,-0.27626295421503644,0.47919088118301834,-0.8210008662964576,-0.9065190051659254,0.3081851824665225,-0.9137159262722188,-0.7827067509412575,-0.9468506964976091,-1.0987889081989495,-0.8591339400267742
SIDM01098,-0.8140199030697172,-0.736139874530081,-0.759787517659829,-0.8174226566981481,3.4581293209117026,1.2433031159784143,1.3355634728851025,-0.49091808033115636,-0.9153145200307481,-0.4271569110092807,-0.8073117895703102,-0.7954458778042489,1.8220481829304467,2.4326961557665903,-0.8148666244429342,-0.8714595719053015,1.434090619576312,-0.3070049911889387,-0.9085325506222633,-0.8953182988759172,2.602192930769986,-0.9221046106173523,-0.13876161112047325,-1.0677679406518057,-0.8334293518743247,-0.9896913200283577,2.010874760989413,-0.7360411862915179,-0.583582552953108,-1.0331335222686997,-0.034816270118347696,-0.5892305348977195,-0.9679115926726061,-0.635080440727171,-0.9231686308084638,-0.6555809812504955,0.22265373556288368,-1.0597845636477028,0.0010942105730123916,-0.46211872334620874,-0.6160289687929767,-0.2331628339214871,-0.9060142850782061,-0.9679840372229279,-0.7587498220436271,-0.928790092922296,-0.4086990781819151,-0.04704859735065529,-0.8131331589109356,-0.9175489541077094,-0.611019365086536,-0.910416895381814,-0.8642650281146808,-1.014210545869546,-1.1258833888390731,-0.8462479457178405
SIDM00424,-0.7054042605679113,-0.8285743858251428,-0.7588046413302462,-0.8002408202774861,2.793273965821623,-0.5504113583269563,1.2113222560987316,-0.623485911039331,-0.8418585023931742,-0.26612243829006627,-0.8159392512402764,-0.7492117187847407,1.7307655480176185,-0.2904917284316487,-0.8460408882474524,-0.8307973749200374,0.7366875688938141,-0.39147952396480107,-0.49935820191344255,-0.8151601286626847,0.7800464334137465,-0.8482601686335932,-0.40475606429290834,-0.8646423536881557,-0.8140964373546463,-0.9725698962303807,-0.0893000809995355,-0.7528212268717325,-0.7633745013620848,-0.9897549173755432,-0.7052224613410071,-0.6670498417328055,-0.8880555711917378,-0.735380836623304,-0.7974181287232885,-0.6823860049060827,-0.8167564789762203,-0.9007056153897863,-0.5774410785036355,-0.3895367329596882,-0.7034742870213083,-0.6577434902514733,-0.7545385794234964,-0.8737921408573743,-0.6577908872918822,-0.7472005300014121,-0.7064628132611126,-0.1390090628749414,-0.682937331539698,-0.8713916728877296,-0.5343188901803948,-0.7170038909440031,-0.7859718637349252,-0.8964262081640685,-1.0345012093306403,-0.7111500126686299
SIDM00973,-0.7782054217153538,-0.8656945103479985,-0.6444340957145882,-0.8079630954358612,2.9536983851036673,-0.40127299128255983,0.3843209028388213,-0.6121903932261462,-0.8514415424953339,-0.23757867414979592,-0.825984032192405,-0.9437066544084659,1.6736428387510927,2.2496373778573404,-0.8473541451405642,-0.7514173428722485,0.2279271932416128,0.35346165763248916,-0.9504753857289789,-0.8578679348661467,2.142435328466866,-0.8722652923291402,-0.41834900081344767,-0.8203243318753706,-0.8286644678717261,-0.9662470596246259,0.5407249974558533,-0.808270837106876,-0.7486838951790832,-0.9940652408342895,0.6011428778376178,-0.7165469411295093,-0.8872251742172919,-0.4782140808468251,-0.8855771645236433,-0.5626318293134063,-0.8598205162181981,-0.8624115119193148,-0.4395097847860632,0.03583981142618282,-0.6417911012728075,-0.6458599432646839,-0.7786491343204193,-0.8987439068059736,-0.7304784578862311,-0.8775125868518083,2.476988346314515,-0.09038355622540528,-0.7367335495596776,-0.7446979025784307,-0.6653106017262693,-0.8559105935683874,-0.7738487514791964,-0.971230182215579,-1.0589503872424342,-0.6643870132055283
SIDM00411,-0.804371128644757,-0.7534979505821443,-0.44728906652569406,-0.8741008422761155,3.550441139867229,-0.6652354938702437,1.2843432164934496,-0.6304673510173581,-0.907328059909576,-0.40204606183190367,1.771115548752715,-0.7978418587498513,1.5899950241166394,2.7206753331897966,-0.8195449446472642,-0.7509954353913273,2.454910235958131,2.1510625116775297,-0.9677045974177584,-0.7734353768719875,2.0636362440659086,-0.8861032570920934,-0.4587767765540327,-0.9260614377448103,-0.8473327228567741,-0.9383888570262248,-0.5551625393929,-0.9298281768569407,-0.909528010202867,-0.8854524539586829,-0.7137518754231178,-0.681933574662644,-0.9089431379695707,-0.7617960105343085,-0.8897158688449305,-0.25730833635519845,-0.6811495809215465,-0.9046274191115125,0.3638126592950794,-0.6466555128914555,1.0134907297138582,-0.017181417595104855,-0.8594869977762247,-0.9237090053153406,-0.6691672959443727,-0.8290608345580072,0.0175718660664189,0.3169953010931251,-0.5246250088573385,-1.024524844994824,1.318332012526538,-0.9255097531743146,-0.7884355268642405,-1.0358062974470865,-1.0367764845397445,-0.8421787264080822
SIDM00374,-0.08927255802493718,-0.8008764155194961,-0.6810545987116339,-0.765424608248068,3.489006531817703,-0.5584705420944601,0.523330651303914,-0.5356041474509403,-0.8446374443937437,-0.4157442793872007,-0.8958570328442464,-0.7965776798384888,1.3846733408682739,2.472233746611704,-0.8360829677490337,-0.7252675198192078,-0.406014098563697,-0.3639982803896619,-0.9005173170766808,-0.7521002967727707,1.4335358506659066,-0.7648868146870121,-0.43157472561738225,-1.033931906473498,-0.8373023412199555,-0.927581847718295,-0.5831854105128254,-0.7013643628334701,-0.8818826346269912,-0.9380694567893839,-0.7528066081883292,-0.7214065301916808,-0.8827961856613536,-0.6344365730142354,-0.8106551483016583,-0.7015132084707439,-0.847431136320104,-0.8934793882910935,-0.541355035743028,-0.5120127126693065,-0.717668506768301,-0.515788503468289,-0.7891672609734719,-0.7267286572556138,-0.7722648906430668,-0.8457191531697941,-0.7623693280794462,-0.18993496659936354,-0.7736592694947066,-0.8934793882910935,-0.5226510597799043,-0.8318974323601959,-0.7275480773497279,-0.8848166748441545,-1.0289383083959078,-0.6708879730806285
SIDM01160,-0.763527441240576,1.1975935381117777,-0.5664207366749398,-0.7997013570633119,3.4986777059485137,1.0684754394661486,0.5371750417577815,-0.6151231217877531,-0.9063851254432076,-0.7169432394745204,-0.9130136771996138,-0.9900350151785257,1.7167898762251088,1.8749786045705557,-0.8816721837788066,-0.8485968393943679,2.4301089124534108,3.0540593262790763,-0.9806466877853919,-0.8882469150172974,1.854517648791969,-0.8194979144948208,-0.39418152918293176,-0.7542016661539822,-0.8760227206015416,-0.8825062460416645,-0.4974745816674171,-0.7511584999511566,0.12075675189160903,-0.9672923998539742,0.7578049776144743,-0.6061789012223314,-0.9383192998024853,-0.6489937735508065,0.0900316522689982,-0.6788976408268487,-0.8654643039904627,-0.9841033967792325,1.9889584271986613,-0.6774488524414115,1.8943535854480011,-0.365212393330176,-0.8267272199041028,-0.9088832414423064,-0.7913961349309463,-0.8579470828947952,1.8103150814324405,-0.348866790786842,-0.6734909266190156,-0.8848798735371726,-0.6974431925766127,-0.8662436311852232,-0.6790773960700132,-0.9610793362401601,-1.0279850436688767,-0.8547836611584781
SIDM00145,-0.41185676662191384,-0.7777107726539411,-0.6600057636005914,-0.7786283544789097,3.203975024294143,-0.35638877440942607,0.3679522776627466,-0.6111107820454571,-0.8765133426455154,-0.509315743916322,-0.6623202101650693,-0.8273207882432189,2.0491991120108386,2.3196823478527473,-0.8374805043140373,-0.7375048438738534,-0.42481402956901204,-0.4533702123689841,-0.9460513304819945,-0.8215223840862441,1.82076865707434,-0.839568610761092,-0.48187149508924415,-1.006788618568477,-0.82933365363794,-0.8637692881174662,0.3314168254056246,-0.7948058935964231,-0.7436895198068769,-0.9898923388063438,-0.36992352621089375,-0.6563582597572096,-0.8171786676067262,-0.4568482767746092,-0.788114060292199,-0.7630060141181773,-0.8708240498552332,-0.8875664022329991,-0.6166186702194154,-0.5486744389548115,-0.8333941751252358,-0.5118923774799726,-0.8353731108629946,-0.8481645433928278,-0.6576899850690405,-0.7529370675098318,-0.7404246021215615,-0.4356552182637124,-0.7594911928865821,-0.9255240604475463,-0.6346202200888146,-0.869273321651506,-0.7679266201784686,-0.9230243462238297,-1.0531303187408834,-0.7076373000208914
SIDM00975,-0.7446895992277263,-0.7798032770468493,-0.7159240073285692,-0.8590430038593126,3.3010627236234447,1.2389494730893937,0.5027512159248744,-0.549024703906111,-0.869064598587124,-0.43879266699718145,-0.8799084568199217,-0.900860745451169,1.744326542271687,2.445885369746967,-0.7760443337525343,-0.8274442845418216,2.3039947454868672,-0.5251905942274193,-0.9854493141888282,-0.9239022325461335,2.2255332120986986,-0.7833872646801363,-0.2967490269948079,-0.9863777642779702,-0.8828884567642337,-0.9046632162415379,1.6777632937947224,-0.9241784967765726,-0.5420109518744142,-0.9837588703557566,0.5532974395276157,-0.6923048567506348,-0.9403862556288981,-0.4819750275382463,-0.9007152153927988,-0.6976752647091565,-0.6084992916934472,-0.9232452100834403,-0.5611748396816388,0.3623700865901483,-0.812739302870001,0.006054926841697075,-0.8727300905004282,-0.967845473909631,-0.8044690297299674,-0.8635456868561245,2.1749556526927463,-0.039107457368503094,-0.7394038910227614,-0.9281528518327735,-0.649837202315993,-0.8525285158731231,0.11882736958252871,-1.0133179327784534,-1.0797088584968542,-0.8105042130133631
