,RPE65,CYP3A5,UGT2B28,CYP4A11,CYP3A4,RDH8,DHRS3,ADH1B,ADH1C,ADH4,ADH5,DGAT2,ADH1A,RDH10,CYP26A1,UGT2B11,CYP2C9,AWAT2,CYP26C1,CYP2C19,CYP2C8,CYP2B6,UGT2A3,CYP2A13,CYP3A7,CYP26B1,DHRS9,DGAT1,ALDH1A1,RETSAT,RDH12,LRAT,DHRS4,CYP1A1,CYP1A2,ADH7,ADH6,UGT2A1,ALDH1A2,CYP3A43,RDH16,UGT2B10,UGT2B7,PNPLA4,UGT2B4,UGT2B17,UGT2B15
SIDM00302,-0.8934383932845451,-0.8282983095119378,-0.8685087742651934,-0.43223766242697803,-0.8215341303445356,-0.833717642371362,-0.23041366079506756,-0.8927805963831082,-0.90318488549532,-0.9574857626994089,2.081595045086712,-0.2872031646490751,-0.8253938065350046,0.266689687848758,-0.68996392498339,-1.0720285052836678,-0.8366629090898715,-0.6407630254827633,-0.7807785624467581,-0.7940395108927345,-0.9489003420290102,-0.7778975061424358,-0.9158135041789166,-0.6387083631368439,-0.752718421815008,-0.6354512225667318,-0.8584329417315403,0.3996264045232209,-0.6904902196592495,0.674171232496293,-0.8421795436156021,-0.9261920830991531,0.05454479652460692,-0.8471628782802633,-0.7653564802991222,-0.8237504296882318,-0.8223292389796151,-0.870673671321009,-0.9327371882751158,-0.9041739577585959,-0.9145017311594956,-0.9008027346553361,-0.9587867716027368,-0.49108401886536357,-0.9351142561455159,-1.0256136224606196,-0.7345315597163122
SIDM00549,-0.8423723928236698,-0.8232907780524147,-0.7378017280405916,-0.5312384005343196,-0.7674463802902975,-0.8338645049073947,-0.666207110326751,-0.8975976187896245,-0.8113195340029207,-0.8418651550991345,1.5719752410064158,-0.349976140829231,-0.6721742456530859,-0.41809225821896534,-0.8450966454741546,-1.095810310739767,-0.828890697198209,-0.7015016344497386,-0.7059758142120532,-0.8015273609688148,-0.9228736271377762,-0.6766080575079642,-0.8985821830498343,-0.5415770095533955,-0.8623978339323433,-0.8793787854034346,-0.8107473056117183,0.8892662148991116,-0.7300151102041885,-0.0428768000973486,-0.9073159674993919,-0.9006611543816081,0.8517238228571355,-0.7705878112269848,-0.8121962063547136,-0.7495189202533868,-0.7574202601309634,-0.8170165114326872,-0.8691376365588541,-0.7845851590451914,-0.8203274835737655,-0.8001483939083686,-0.7622963027862267,-0.7094641786702052,-0.9390894887430429,-1.0354093946170038,-0.7961825577755401
SIDM00292,-0.9107420171883153,-0.8248653968129586,-0.7804018233896748,-0.5694082906997164,-0.8928484774615588,-0.8696457290488349,-0.5662204837058755,-0.9633861857182612,-0.90381817698062,-1.06204511544757,1.8396325926531256,0.44463811251612484,-0.8731399727867029,-0.06416218097329078,-0.875826394164938,-1.0108587752355636,-0.8984589536700409,-0.6973389701389626,-0.8923972521939845,-0.9256641182853939,-0.9145286080477396,-0.8246347249808405,-0.9684960850257104,-0.8087956161266643,-0.8903388467986996,-0.6473501771000996,-0.9171633128801421,0.5911379916088465,0.2123052889014245,-0.02924253027490914,-0.8299605485648758,-0.7240382197560553,0.008585015336990909,-0.8657857668867688,-0.9003957628525933,-0.8655851238317384,-0.821942362441629,-0.8651505404124903,-0.9213360719804146,-0.9511398305773194,-0.7515015449810103,-0.8986984849257041,-0.9748198966648494,-0.8204310782675818,-0.9977777346474798,-1.072723423028543,-0.8529135817323851
SIDM00623,-0.9265551693196173,-0.5256647838088374,-0.8243666372112242,-0.509183802367581,-0.8027146068512083,-0.934627024452329,-0.8269294651313207,-0.9018023186300288,-0.8843844777953517,-0.8970939194615233,1.1638859183954242,-0.5195929285615238,-0.7235775527420222,-0.23149961239473263,-0.7955724996876142,-0.9505280862210275,0.5346513305657303,-0.7456970622301724,-0.8449949568692577,-0.6956369465907792,-0.9567784146849097,-0.7375161398957973,-0.8640950000872921,-0.743884736384296,-0.8588945111808508,-0.8522905718127923,-0.7687679638812245,0.18394624293772688,-0.6850414877605581,0.7316924621914545,-0.9098834781964975,-0.9727289673722269,0.0878365954079805,-0.7218693742127368,-0.8924388475675157,-0.8422308182452645,-0.7770705786771585,-0.8410501174385849,-0.853560672280147,-0.8996999037034434,-0.819405204688117,-0.8062445239209858,-0.6762632826358068,-0.5785671356755784,-0.9715015072060749,-0.8648092461508414,-0.7227835434902672
SIDM00638,-0.8908648253859822,-0.8212553952660894,-0.85392835911979,-0.44938278185729885,-0.8455087275538428,-0.6694846656012933,0.19771724862010673,-0.8205197370144024,-0.883330252491666,-0.9393233370399453,1.5421392673701275,-0.4849501340367721,-0.7795811668739265,0.7021170613201623,-0.865915843363195,-1.0529772630607068,-0.8293090417651415,-0.6334416784151147,-0.7013668504911146,-0.828002693754068,-0.9860806369496867,-0.7537339099540856,-0.919257952130259,-0.5267880529155735,-0.7621661933693606,-0.879012346162676,-0.7746129036862627,0.4819911279876836,-0.35225030013756997,0.5162541836266333,-0.7749524290515653,-0.9384847338926172,0.499602339623869,-0.7801192301735723,-0.9311500657122708,-0.8273591118533012,-0.7754648043968224,-0.8644940000868643,-0.9520250388452658,-0.9003983906784474,-0.8249588014815756,-0.8026645196350564,-0.7242877421269512,-0.33345991185288454,-0.9590969017483882,-0.9853895656549503,-0.7853079695971176
SIDM00527,-0.894910391651895,-0.8477947958865283,-0.7274693627867486,-0.40861017936168176,-0.889494625519984,-0.8786053407189818,-0.5567797613712163,-0.8923658232147392,-0.9578327236748742,-0.9849776536103786,1.6625912423330038,-0.012863475266535486,-0.8717282796574146,0.6065410181372923,-0.7855329299248436,-1.0957930500443125,-0.887710341792588,-0.681593931582377,-0.7314369013809789,-0.8788714822139468,-1.041778069314461,-0.7707776200488877,-0.9925739399287352,-0.631292363345166,-0.7905469877434873,-0.8815368840887426,0.7960431213410164,0.5251313140417674,-0.6304046880159686,1.013569527387193,-0.7917066687583113,-0.9949366418795388,-0.4082432223015887,-0.7441488147822607,-0.8972242947498651,-0.8391144921541523,-0.7878881510906814,-0.850452110727732,-0.9062764622677839,-0.8969069914099417,-0.823658876974623,-0.8356841678541995,-0.8755954884778203,-0.6333166250602671,-0.9851267447996778,-1.056680421925791,-0.677881985977394
SIDM00976,-0.9813891600843155,-0.8619693895279297,-0.7981478165138544,-0.3772771698934764,-0.8303968276764364,-0.8002254727285202,-0.0740500252240501,-0.8901016861395857,-0.8906815593561769,-0.955848292946167,1.3829151787784573,-0.6805607369052699,-0.847753544926218,1.225450513092703,-0.8635073067997738,-1.0439185788130216,-0.8553077722544251,-0.7068083835460062,-0.6512786167309822,-0.9002843645542808,-0.9526824745883792,-0.8280883634551821,-0.9641227044226904,-0.6167114752719615,-0.8228517136548715,-0.8375556828284191,-0.8068307111825428,0.5554219177578482,-0.7011661657520516,0.47294971436258904,-0.747528304446525,-0.9855497440630798,-0.26520038660398715,-0.8493947884446159,-0.856814293298089,-0.7773781610542464,-0.8353894759716399,-0.9096551774605053,-0.8892258512890361,-0.9588046353528362,-0.7724688470077519,-0.8332544041724175,-0.7492555601452658,-0.46401384565463544,-1.0120025791753713,-1.1034493515480315,-0.8217917830398507
SIDM00316,-0.8817024755894167,-0.7845531826956643,-0.7584822942372027,-0.6342218655580661,-0.7982091170164808,-0.7080968739975056,-0.7034882348477223,-0.8037833898550829,-0.7063883560101983,-0.84499817424845,1.7280993376878167,-0.4239719793667569,-0.8602641249821982,-0.25180825770020127,-0.8530792275988979,-1.0409277515566147,-0.917809631865274,-0.6857568967658314,-0.7588120155631969,-0.7913650868033874,-0.9910048160570974,-0.7463158231725466,-0.94981136813314,-0.5800836930773083,-0.805312022750266,-0.7442946110973966,-0.8007522725915925,0.038743570078797855,-0.7472429115399657,0.24311343975787414,-0.9427644099552375,-0.9533259856536179,-0.11531488287108008,-0.8533565431741402,-0.8975759684260642,-0.852028668813142,-0.7483147925629339,-0.9101166882529933,-0.915065679922977,-0.9148115678022133,-0.9069407848036378,-0.9423110161936822,-0.8631566271160366,-0.28441447752831445,-1.025407257658643,-1.0589171987959909,-0.9428956788055165
SIDM00326,-0.8876110081247661,-0.8813596228228607,-0.8247326673425457,-0.4881408035272439,-0.8521503985577922,-0.8725667405273716,0.006092268981677476,-0.9011157526766264,-0.8805617021752835,-0.9004379607332071,1.6082803651809627,-0.16113691788729237,-0.8467211475637516,0.4160287481688141,1.339886095736297,-1.0774139129606959,-0.8929559572056954,-0.7374382568169204,-0.6806541420838735,-0.8516392959191732,-0.9833639525135394,-0.703255849699812,-0.9637214310270262,-0.7423725704538969,-0.8696063184356271,-0.7651134892441024,-0.8877651955843072,1.0478423301371007,-0.6925299900236568,0.3708831332682268,-0.8929462733934682,-0.9842223540430658,-0.0855470858287355,-0.6544126793881988,-0.8896274661793449,-0.8457054885669287,-0.7614682527781061,-0.9220392900129547,-0.9331603585651636,-0.845103010317763,-0.7566402510282259,-0.964074522936052,-0.9198081461857835,-0.40960758937288877,-0.9390761928017022,-1.104091815275352,-0.821603430067517
SIDM01093,-0.8945643269994156,-0.8505794279284129,-0.8186649362793192,-0.5480740373964763,-0.8316133521595633,-0.8560080609997903,0.12882159801936707,-0.915118552155574,-0.8668314201109557,-0.9616879188681086,1.666908027722382,-0.1460620315742513,-0.8067942799950701,-0.40297413559555967,-0.8115163975742301,-0.9527949981066198,-0.8562339561502554,-0.6814329146914904,-0.6815385550208573,-0.8005359616073191,-0.9761032050817545,-0.764858581492434,-0.8941202349394184,-0.696265576244558,-0.7664325845272839,-0.7633916024774936,-0.8643431789740474,0.7948815960690584,-0.6299283313476249,0.40069172438569667,-0.8764697580589007,-1.002204720809506,0.1407210595697894,-0.8881852976012018,-0.7887403053930533,-0.8581159517509941,-0.7718896195120677,-0.8806873219761895,-0.8070961418991341,-0.9065190051659254,-0.8704857407254734,-0.9137159262722188,-0.7827067509412575,-0.29744687303626344,-0.9468506964976091,-1.0987889081989495,-0.8591339400267742
SIDM01098,-0.9653418409091166,-0.736139874530081,-0.759787517659829,-0.3840581617718576,-0.8174226566981481,-0.8834927418251378,-0.2929102084741245,-0.9153145200307481,-0.8073117895703102,-0.7954458778042489,1.8220481829304467,-0.20418585954176302,-0.8148666244429342,-0.2276133121207616,-0.7111023923760271,-1.0677679406518057,-0.8334293518743247,-0.6410612661387135,-0.7473197256880754,-0.7360411862915179,-1.0331335222686997,-0.5892305348977195,-0.9679115926726061,-0.635080440727171,-0.9231686308084638,-0.8369830466513731,-0.6561051311000194,0.5358670874055551,-0.6263001247972863,0.07649812981664883,-0.9038900056842857,-1.0095049147506279,-0.420754528388013,-0.8516465027966726,-0.9679840372229279,-0.9060142850782061,-0.7587498220436271,-0.928790092922296,-0.8821500921633493,-0.9175489541077094,-0.6976366108174119,-0.910416895381814,-0.8642650281146808,-0.43643179915950464,-1.014210545869546,-1.1258833888390731,-0.8462479457178405
SIDM00424,-0.8458190919851705,-0.8285743858251428,-0.7588046413302462,-0.6432207617560308,-0.8002408202774861,-0.8900502312986022,-0.7722784454294245,-0.8418585023931742,-0.8159392512402764,-0.7492117187847407,1.7307655480176185,0.5671181228480542,-0.8460408882474524,-0.13760609391257675,-0.3966357587803084,-0.8646423536881557,-0.8140964373546463,-0.5673121357778675,-0.6262174649112561,-0.7528212268717325,-0.9897549173755432,-0.6670498417328055,-0.8880555711917378,-0.735380836623304,-0.7974181287232885,-0.9026257160106331,-0.9009865511726355,0.2714173831939737,-0.6198464009451297,-0.17944426477232278,-0.949963153705629,-0.8709257544082103,-1.1984045625545412,-0.6581558746569645,-0.8737921408573743,-0.7545385794234964,-0.6577908872918822,-0.7472005300014121,-0.8488679147474956,-0.8713916728877296,-0.48813651136218034,-0.7170038909440031,-0.7859718637349252,-0.06972181942082156,-0.8964262081640685,-1.0345012093306403,-0.7111500126686299
SIDM00973,-0.9438417061898773,-0.8656945103479985,-0.6444340957145882,-0.5083226504080014,-0.8079630954358612,-0.7541666589040913,0.7716614596272378,-0.8514415424953339,-0.825984032192405,-0.9437066544084659,1.6736428387510927,0.18921346117633084,-0.8473541451405642,0.23826534319800705,-0.7266485171310281,-0.8203243318753706,-0.8286644678717261,-0.5493490293573994,-0.6508584484493787,-0.808270837106876,-0.9940652408342895,-0.7165469411295093,-0.8872251742172919,-0.4782140808468251,-0.8855771645236433,-0.9067420379112596,-0.8193783990250498,0.519433036841598,-0.5278917126578067,0.3416386811871445,-0.8244319795961118,-0.8378140056880956,-0.36962069850440893,-0.7472082247571114,-0.8987439068059736,-0.7786491343204193,-0.7304784578862311,-0.8775125868518083,-0.8523050010981267,-0.7446979025784307,-0.5067503098101063,-0.8559105935683874,-0.7738487514791964,-0.7053691552607327,-0.971230182215579,-1.0589503872424342,-0.6643870132055283
SIDM00411,-0.8364539346453042,-0.7534979505821443,-0.44728906652569406,-0.706581338549737,-0.8741008422761155,-0.9401893951719666,0.32923067060695227,-0.907328059909576,1.771115548752715,-0.7978418587498513,1.5899950241166394,-0.10014331927521361,-0.8195449446472642,0.7741616913913638,-0.9329692822395423,-0.9260614377448103,-0.8473327228567741,-0.7032683711415925,-0.6695558629994012,-0.9298281768569407,-0.8854524539586829,-0.681933574662644,-0.9089431379695707,-0.7617960105343085,-0.8897158688449305,-1.0501086184979447,1.2575229799186438,0.979242616078935,-0.5769988940206859,0.259565416023037,-1.0579464814983324,-0.9239014312979326,0.0017970176141710059,-0.8587264285190295,-0.9237090053153406,-0.8594869977762247,-0.6691672959443727,-0.8290608345580072,-0.7944600550615966,-1.024524844994824,-0.6847038937686962,-0.9255097531743146,-0.7884355268642405,-0.3669488404237275,-1.0358062974470865,-1.0367764845397445,-0.8421787264080822
SIDM00374,-0.7770558179746876,-0.8008764155194961,-0.6810545987116339,-0.5743153479973686,-0.765424608248068,-0.7790648058278818,-0.8386241218108357,-0.8446374443937437,-0.8958570328442464,-0.7965776798384888,1.3846733408682739,0.4436173975162349,-0.8360829677490337,-0.5155706757477697,-0.7997680860887212,-1.033931906473498,-0.8373023412199555,-0.7654440690058643,-0.7005704194430697,-0.7013643628334701,-0.9380694567893839,-0.7214065301916808,-0.8827961856613536,-0.6344365730142354,-0.8106551483016583,-0.8776220553388636,0.31596424216824415,0.4058950882497602,-0.5733357793804612,0.479919982889755,-0.9015981285362231,-0.9110665037007686,-0.015030083152195714,-0.9137214161422971,-0.7267286572556138,-0.7891672609734719,-0.7722648906430668,-0.8457191531697941,-0.8256065448457695,-0.8934793882910935,-0.8670297509439577,-0.8318974323601959,-0.7275480773497279,-0.44662798586311186,-0.8848166748441545,-1.0289383083959078,-0.6708879730806285
SIDM01160,-0.8566466172614271,1.1975935381117777,-0.5664207366749398,-0.6976197650190582,-0.7997013570633119,-0.7884294684520341,1.1789104391483516,-0.9063851254432076,-0.9130136771996138,-0.9900350151785257,1.7167898762251088,-0.09345623008637506,-0.8816721837788066,0.11563772767318645,-0.8445079686166245,-0.7542016661539822,-0.8760227206015416,-0.62576512853606,-0.6498577650761354,-0.7511584999511566,-0.9672923998539742,-0.6061789012223314,-0.9383192998024853,-0.6489937735508065,0.0900316522689982,-0.7313197256001543,-1.004826133618854,0.6060350534827367,-0.5528726289104595,0.7683075585322798,-0.9766636913279653,-0.9570483256215688,0.057056311892182875,-0.8963080100958102,-0.9088832414423064,-0.8267272199041028,-0.7913961349309463,-0.8579470828947952,-0.8227129152670468,-0.8848798735371726,-0.8553455251644472,-0.8662436311852232,-0.6790773960700132,-0.05924700398534049,-0.9610793362401601,-1.0279850436688767,-0.8547836611584781
SIDM00145,-0.8975006024775461,-0.7777107726539411,-0.6600057636005914,-0.6508175538819035,-0.7786283544789097,-0.9775542448042989,-0.48478304109589526,-0.8765133426455154,-0.6623202101650693,-0.8273207882432189,2.0491991120108386,-0.08241710577923769,-0.8374805043140373,-0.3728571989772906,-0.3253424929256372,-1.006788618568477,-0.82933365363794,-0.5987056033842911,-0.6313908538590108,-0.7948058935964231,-0.9898923388063438,-0.6563582597572096,-0.8171786676067262,-0.4568482767746092,-0.788114060292199,-0.8741363066463874,-0.8032818946460996,0.8659274490614126,-0.6694373426310619,0.0675559159391845,-0.8525032986187139,-0.9817770404252408,0.38616462576662147,-0.8466938303425005,-0.8481645433928278,-0.8353731108629946,-0.6576899850690405,-0.7529370675098318,1.9227567538668877,-0.9255240604475463,-0.5376520265056755,-0.869273321651506,-0.7679266201784686,-0.7701027885855027,-0.9230243462238297,-1.0531303187408834,-0.7076373000208914
SIDM00975,-0.8367837846681114,-0.7798032770468493,-0.7159240073285692,-0.6642658935370226,-0.8590430038593126,-0.7736705280396552,1.1226345924967474,-0.869064598587124,-0.8799084568199217,-0.900860745451169,1.744326542271687,0.11658458438328162,-0.7760443337525343,-0.042861598464394676,-0.4402963907309308,-0.9863777642779702,-0.8828884567642337,-0.553552977626503,-0.7592111576466604,-0.9241784967765726,-0.9837588703557566,-0.6923048567506348,-0.9403862556288981,-0.4819750275382463,-0.9007152153927988,-0.8450666861076819,-1.0381490280104526,0.6521322916122121,0.7076670476749451,0.6829531666954995,-0.9725198010836017,-0.8713913020645571,0.0358299896403924,-0.8140604101490666,-0.967845473909631,-0.8727300905004282,-0.8044690297299674,-0.8635456868561245,-0.8802053461239155,-0.9281528518327735,-0.831969750837124,-0.8525285158731231,0.11882736958252871,-0.2223178871816909,-1.0133179327784534,-1.0797088584968542,-0.8105042130133631
SIDM00971,-0.9372428395376767,-0.8120484591313216,-0.6641290336465365,-0.544140766595426,-0.7671690506511963,-0.8692796241073921,-0.28367213395527546,-0.8451287451678519,-0.8041753967833897,-0.9131563960823287,1.3134149198368636,-0.5396956647392688,-0.783680249574126,0.1417663647031563,-0.8648389284381903,-0.9727869198095025,-0.8857471122118942,-0.6140867564046445,-0.6628990215985536,-0.7057155709640093,-0.9902306207776226,-0.5487228312031905,-0.8716296672013409,-0.715653866027249,-0.8211615326241659,-0.809746433106761,-0.8459045536306519,1.6544422897109317,-0.584414259220078,0.5543694465034459,-0.8346386137267285,-0.9205465067114762,-0.3894169424999873,-0.8771714141009753,-0.7331140597378549,-0.873743940945093,-0.6797280656243532,-0.8381412930678196,-0.9311265112305964,-0.9655570893000086,-0.7720472240919287,-0.735949157197587,-0.7572522202213073,-0.2648686131916011,-0.9341612899469337,0.2785383789182038,-0.09204212926366537
SIDM00251,-0.9048189752552999,-0.4498629285094295,-0.655812126392744,-0.27655651504687956,-0.8314447188590277,-0.843309763928325,-0.20521454321022187,-0.9004740575459214,-0.8883488190256535,-0.8836945339711508,1.824469930382016,0.29957201558814345,-0.8356659746697125,1.030649716889197,-0.6845353647544759,-0.9964669260935511,-0.8303856491828906,-0.7924014452159558,-0.6959310470884421,-0.8963172777140229,-0.9833177650332017,-0.731267403338859,-0.8695742318736424,-0.5987193368171968,-0.837197390687329,-0.6939328849584723,-0.7637034024882651,0.5655086537895389,2.8325451916119113,0.36036539533694983,-0.8739875753028052,-0.9933922135914521,0.4873883524471902,-0.7631003860148042,-0.8600718671519182,-0.8218367813018654,-0.7654493565043559,-0.779149108862179,-0.8688662194030838,-0.9583136996743269,-0.6709599707017334,-0.815803410171937,-0.930505544738664,-0.40112445876338215,-1.0042448765191183,-1.0945221099313065,-0.8599833129141911
SIDM00412,-0.8496751784137775,-0.7455422587758829,-0.7904580456366377,-0.49069655795904676,-0.7323321901941794,-0.8835106084867648,-0.7010373393785684,-0.8931310337678662,-0.8560055422625411,-0.7589519267385636,1.5680130850004723,-0.3202357765670533,-0.8035152131467309,-0.15772429182961498,-0.570820494607023,-0.9333268196948749,-0.8065887576653811,-0.5624069039692311,-0.5061695998618959,-0.8453379569314194,-0.9078878391056825,-0.6354069349348663,-0.8851259755255114,-0.6729883527436612,-0.8509191346650539,-0.893919389051077,0.7927511039036813,0.33232462265637486,-0.6154610405779251,0.06426848261091532,-0.9384734956253866,-0.9698506121735926,-0.02425292179227971,-0.9088650779866182,-0.8672076986433449,-0.79744424253322,-0.7435972493589338,-0.8115830562058077,-0.8769804962054598,-0.9582001784991069,-0.7164811847080743,-0.8150319764333815,-0.8484013184195167,-0.43286954336611827,-0.9339363232341741,-1.0799352220298348,-0.8138386696763644
SIDM00023,-0.9343153942686729,-0.8214528327345128,-0.7849364631430021,-0.4037388981304942,-0.768789619397317,-0.7604671373159464,0.335548145923896,-0.8965261791169796,-0.9021894601050351,-0.9626659558296162,1.6379169362815842,0.041777314404893344,-0.8528556549021589,-0.06635365759280766,1.3844119415112064,-1.041639478669929,-0.8314847794184067,-0.6595391720261862,-0.6553824644533315,-0.8871067057420153,-1.0254439208810682,-0.7588055557861396,-0.9376608983842009,-0.6543981408492496,-0.8830006050929795,-0.613142992754214,0.8873843142518415,0.9417044295463336,3.0574968281476798,0.41318938231645685,-0.7592750731581112,-0.9357473720154545,-0.15625865157008786,-0.5208840388298062,-0.8966495823469819,-0.7475700638113421,-0.8093757854289781,-0.802755777396387,-0.9283612676766579,-0.9367869094797212,-0.7449060413839013,-0.9697974277371361,-0.9228930967508313,-0.4158037070713968,-0.9841492967724618,-1.062109912446328,-0.8301098107078658
SIDM01198,-0.8850039975083993,-0.8112624225989318,-0.7154026804256415,-0.46322687771840954,-0.7663461806057706,-0.7032802680169226,-0.842573093435935,-0.8171395831754036,-0.7647501558273926,-0.9017649266858996,1.7850782888902663,-0.025887592680457244,-0.757075280899686,-0.20433311173309504,-0.49435842544073555,-0.884061012154751,-0.8162168152785151,-0.5470186583551855,-0.5828731917393315,-0.7377383968026417,-0.8916193871084217,-0.5486891850562249,-0.8609794432161075,-0.6031206319047251,-0.7909150686964553,-0.8341712291693328,-0.6644159644558146,0.08655379679441746,-0.5197465719503307,0.23893189632793482,-0.8745951735170926,-0.9379102197796525,0.14169221083505085,-0.8838340526276552,-0.7856374621602793,-0.7706208320378364,-0.7163757340778317,-0.8266540650152642,-0.8658856497430253,-0.9729978056321528,-0.5264432867044658,-0.7013591300104098,-0.7245901596370921,-0.7097463923925651,-1.0134150035638325,-1.0536140045808238,-0.7682354086808029
SIDM00441,-0.8892380750012354,-0.827155089409822,-0.6981641862138278,-0.5885277398581011,-0.7350297338753206,-0.8101588540967896,-0.8042079802908081,-0.8316882666646607,-0.8594838270454953,-0.8479672897563749,1.4504836568635027,0.2965225299971977,-0.7929045604033669,-0.16866715856159548,-0.7138747063461406,-1.0348291577327244,-0.7881454811277087,-0.6701238038893677,-0.644082077986529,-0.7528400148938734,-0.9729550559093366,-0.7168582685174673,-0.900431046372636,-0.6380309416499476,-0.8393671643705423,-0.8450398532118909,1.8091326281251432,0.5643120173280277,-0.5916093870849044,0.18852494209186682,-0.8859498784159314,-0.8577509957632606,0.3165183400571309,-0.7919487613646508,-0.9124668730594517,-0.8437133647211812,-0.7405498046183782,-0.7786595333256439,-0.8490226271536899,-0.8800070426985068,-0.6897590802440471,-0.7857586442825085,-0.8107581315543507,-0.5183522305698332,-0.9625191823475174,-1.0185578648478837,-0.8112867705298764
SIDM00388,-0.8452493401404285,-0.7546947688103561,-0.6317228612560384,-0.5282701412144658,-0.834680664417363,-0.7787714913672623,-0.7659244722427159,-0.8635489633565503,-0.88184362707682,-0.9128513593810172,1.678475896977203,-0.5316696443673037,-0.8489233809190707,0.17588081233440006,-0.6905125865066213,-0.9659832844730496,-0.8517375271168961,-0.5892717390823285,-0.777851638090925,-0.7541459528056474,-1.00481740577646,-0.6431442101319803,-0.875511879981552,-0.47938575987218174,-0.7666426147386088,-0.8756012340897587,-0.8149448747664595,0.3745767619588036,-0.6374307772105248,0.2901063397574044,-0.7935465538896542,-0.9459785549059295,-0.28244954493374647,-0.8368091940155635,-0.8698738421044284,-0.7559228587957485,-0.7212555411256513,-0.7789800286793669,-0.8427637773317,-0.8759047716588971,-0.3056597437634426,-0.8212594119075326,-0.8403048720270914,-0.347570379932829,-0.8995915429003486,-1.0582638386841967,-0.5883582591319261
SIDM00417,-0.8645799334723352,-0.6860062657647987,-0.8238874304818037,-0.39000522724835596,-0.7828627995146182,-0.8840678273872719,-0.8651688788448127,-0.9117941719697091,-0.8705341233730325,-0.8965372737014564,1.2593477514637577,1.0194873123130352,-0.685817547158083,-0.11784237644878662,1.2054801474533354,-1.0486612848423356,-0.8081076005505551,-0.6306030075625789,-0.5129887067736609,-0.789092482464632,-0.9080608398382563,-0.5551290784619152,-0.9182566379750174,-0.3704667326922025,-0.8477519553174462,-0.8637792356929618,-0.6659726447038035,-0.21466421960535487,-0.6725906205179468,0.45903323279480196,-0.8689958325939713,-0.8609734306580342,-0.031121829186876757,-0.860372543361384,-0.8439543208807725,-0.6686099907907966,-0.7252109886833724,-0.6464489341931426,-0.9009714536728388,-1.0178038450455242,-0.5881160155976259,-0.7207832822790197,-0.8609972980023675,-0.769206462509164,-0.8452770081041043,-1.0749477079020429,-0.688660970675352
SIDM00416,-0.9435806949080532,-0.746846949640503,-0.8051502297455317,-0.49620224266308693,-0.6835182793982716,-0.8581210299918579,-0.7964132304075059,-0.8774188574030651,-0.9362008475679249,-0.8725687955470683,1.704980761362941,0.3248944473099139,-0.7624706191085482,0.1190755088619527,-0.6418546079682745,-1.0278877761469836,-0.8319671042730268,-0.6160286549167778,-0.7906321427884095,-0.6849823821149285,-0.866224484983689,-0.6433331430813781,-0.881993417530645,-0.4817410818144404,-0.7921792797975488,-0.6769466800726023,-0.6736548357077009,0.5721128217466537,-0.646403163038012,0.596191581144076,-0.8304580185030632,-0.8941969656014477,-0.16989439420989194,-0.5702349269543977,-0.7986318159495365,-0.7623534318923444,-0.5945069465176881,-0.7651018209426987,-0.7961480261634604,-0.9727844691785205,-0.4908339493920474,-0.8860360742878322,-0.85892415176978,-0.2984211202852215,-0.9235408624164071,-0.5461654026230074,-0.4556456576629277
SIDM00974,-0.8849078260498331,-0.7922216776209825,-0.7193131391481863,-0.47366649493030144,-0.7893956981801739,-0.8647095438371908,-0.7527714899227179,-0.9170348001941849,-0.7878902732855207,-0.8590615610746467,1.4897489354256241,0.015473859144959565,-0.8268561412383764,-0.3635705546869678,-0.7194427670036121,-0.8038239840571907,-0.802675843619612,-0.710532097176434,-0.7541397108271778,-0.817769775961843,-0.9426864255543916,-0.7842372603583552,-0.9184426821843414,-0.7037421342318952,-0.8468429105041798,-0.8596403337682228,-0.9435996031586119,0.7891346781244659,0.05368861377736348,0.9236276366678045,-0.8401865638404854,-0.8733039715126377,0.07960061571639446,-0.7836367089733629,-0.9767151517624139,-0.8502706387428247,-0.7910655679817173,-0.7896609812939658,-0.8851028908579754,-0.9110649454111319,-0.5572361021482993,-0.8494959118360056,0.0251056443951195,-0.44342578310872877,-0.9421673658915347,-1.1373374224277124,-0.6278354273476427
SIDM00833,-0.9285195773563093,-0.6118768797089192,-0.6482444620088178,-0.6504440270000564,-0.8129057876557727,-0.8718957026534975,0.9556806358072807,-0.8725204835731838,-0.8699619175717404,-1.0651836532857635,1.4907138715110717,0.5520288409710523,-0.8570039035412673,0.9963870270471435,-0.06954454190165828,-1.1256250272021817,-0.7889682783819977,-0.6474278353922579,-0.7829718140725562,-0.8234238760833189,-0.9977708316999627,-0.6690772498031217,-0.9813132881838842,-0.7198914330937038,-0.274079709717394,-0.8392936675364077,-0.9369117580078729,1.0612266954181286,-0.7384020420748488,0.4239959941210215,-0.9911080415783846,-1.0003116571178832,-0.1096614180804951,-0.18600150870306456,-0.8365623708866049,-0.8800891871923305,-0.8004975965845199,-0.7619889500275914,-0.9189222081387876,-0.8761131307199046,-0.7916725728954077,-0.8741976628245459,-0.8655624759650589,-0.41214913654747287,-1.0131244044684604,-0.9441033739594417,-0.5291085585177863
