,ALAS1,COX10,ALAS2,ALAD,CPOX,BLVRA,UGT2B28,BLVRB,UROS,HCCS,UGT2A1,GUSB,FTMT,MMAB,FECH,HMOX1,HMOX2,UGT2B11,PPOX,FTH1,UGT2B10,UGT2B7,UROD,UGT2B4,COX15,HMBS,CP,UGT2A3,EARS2,UGT2B17,UGT2B15
SIDM01006,1.202673968651577,-0.3794770400347755,-0.7047942560188654,-0.32760111364840006,0.22962400911418643,0.8728116528239392,-0.8009682965442122,1.4156942210313894,0.9268699734509364,0.9340735844975995,-0.848077759320302,3.0845808820941767,-0.8169300547291951,0.7535023805000897,0.2391708845838362,-0.6433140066778646,0.8290578533684549,-1.0358406194936463,0.7696587104640187,1.457298187589593,-0.6262362550117306,-0.9325213334643958,0.7653335362955196,-0.9327590639021651,0.26664259646876654,1.8286946279994014,-0.8639010205972771,-0.9263716124254869,0.43356261398232276,0.9604956964482783,-0.5450569526016659
SIDM00302,1.1262258579198499,-0.49203950483619746,-0.8570187638600306,0.03326680840423952,0.47486314439508376,2.090616654341344,-0.8685087742651934,1.410765939020085,1.1176783011015121,1.3695946364252856,-0.870673671321009,1.794800863039622,-0.8807925950022775,0.3679841544617095,0.13449512087528706,-0.10669221820921705,0.8526915791671311,-1.0720285052836678,0.16719928165798992,2.46478579845879,-0.9008027346553361,-0.9587867716027368,1.5330863138419366,-0.9351142561455159,0.55890084568888,1.3792044352338237,-0.8071621829290766,-0.9158135041789166,0.18169593870819048,-1.0256136224606196,-0.7345315597163122
SIDM00549,1.1979505284622776,-0.41861757869072047,-0.7916162894367732,-0.11637874429239854,0.21170712011514464,1.3362202878753098,-0.7378017280405916,1.0482988297640627,1.2586609115347265,0.8723515903663508,-0.8170165114326872,2.4888564232223938,-0.8546367619570684,0.5692339758896509,0.2722415746235579,-0.5621405976004128,0.4097277658141769,-1.095810310739767,0.5427283152582683,1.147126056550161,-0.8001483939083686,-0.7622963027862267,1.0891901635447283,-0.9390894887430429,0.5785550808680131,1.3742976532586,-0.7385847296009669,-0.8985821830498343,-0.14947181205596344,-1.0354093946170038,-0.7961825577755401
SIDM00292,1.1961427741872745,-0.6723041161463252,-0.919934436758829,-0.07644726781424796,-0.1874210711742478,1.7074957462993436,-0.7804018233896748,1.0829943944712168,0.5650385327256133,0.7018720139707004,-0.8651505404124903,2.4469452503988567,-0.8435826754650224,0.9825318610252644,-0.3836983634865572,-0.6059841747347781,-0.009696542509999042,-1.0108587752355636,0.6020229016755148,2.3637033259338405,-0.8986984849257041,-0.9748198966648494,1.170936645006633,-0.9977777346474798,0.16082562624784047,1.0480883910556062,-0.885566083885185,-0.9684960850257104,0.5386374180824829,-1.072723423028543,-0.8529135817323851
SIDM00623,2.3456494285280143,-0.33534662296685713,-0.8648423521259174,0.15256596431096334,0.5272889533596892,0.9140455796261386,-0.8243666372112242,1.7668521595508597,0.9703089660557178,1.2376133086457166,-0.8410501174385849,2.130890843134851,-0.8770095071592283,0.35354601541829395,-0.020397571635368827,0.5755968526760981,0.6557191745865185,-0.9505280862210275,0.1923516890349785,1.998179589998404,-0.8062445239209858,-0.6762632826358068,1.1356067252397999,-0.9715015072060749,0.5251000705586741,1.537408284207031,-0.8624065664900935,-0.8640950000872921,-0.028114227068009413,-0.8648092461508414,-0.7227835434902672
SIDM00638,0.9890029499526383,-0.30174818542419723,-0.8594249712885655,0.24308726418291793,0.3870929465165392,2.3668955119878583,-0.85392835911979,1.9834548391100149,0.9857877425747271,1.320318714711941,-0.8644940000868643,2.109492695031527,-0.8119327489361702,0.7854535115948347,0.7195686125457814,-0.22046424400526254,0.6890050905789846,-1.0529772630607068,0.21208424969648754,1.8765244435771897,-0.8026645196350564,-0.7242877421269512,1.0608683537224268,-0.9590969017483882,0.7011866232535883,1.3144320929500166,-0.848762601278615,-0.919257952130259,0.3569222647329271,-0.9853895656549503,-0.7853079695971176
SIDM00527,1.3957507427736464,-0.4049553758940741,-0.921026576971727,0.039456091550623185,0.555242652250601,2.4799153945867674,-0.7274693627867486,1.9750780278613531,1.4733345300664318,1.0669171673402735,-0.850452110727732,2.3943851349538905,-0.8224423341795257,0.25282038480505264,-0.2906209926314719,0.7717861289603629,0.320836967219516,-1.0957930500443125,0.47376167802333624,2.498261710076932,-0.8356841678541995,-0.8755954884778203,1.5454342736700517,-0.9851267447996778,0.5731065302828421,1.850439665837735,-0.7227472943336035,-0.9925739399287352,-0.03560458073181658,-1.056680421925791,-0.677881985977394
SIDM00976,0.8923027742946746,-0.38813539846175926,-0.8767824609152718,0.0293751694093712,0.9495811026273743,1.9647421073120848,-0.7981478165138544,1.9291571422574596,0.765959818277465,1.0942555682741242,-0.9096551774605053,2.4319431470273263,-0.8592369632357315,0.5556239417572872,0.4203023457350191,-0.4106712846870373,0.3037642256967003,-1.0439185788130216,0.6272189268281831,2.284823443740253,-0.8332544041724175,-0.7492555601452658,1.6795037231671197,-1.0120025791753713,0.48446013205463,1.162379386704008,-0.8194771672897742,-0.9641227044226904,0.0359327741681187,-1.1034493515480315,-0.8217917830398507
SIDM00316,1.1345030210689524,-0.6384208676523311,-0.797247675303054,0.20340783023188852,0.12725061992960585,1.9410243878377424,-0.7584822942372027,1.7556634280514818,0.7480866029024162,1.0531643836252005,-0.9101166882529933,2.3105865376805306,-0.9186742339131571,0.5890118549093197,0.02038179802041657,-0.15172840948607355,0.28948671900908723,-1.0409277515566147,0.3381041233723512,2.081233349042221,-0.9423110161936822,-0.8631566271160366,1.648673538406811,-1.025407257658643,-0.026929562510851626,1.59950498910376,-0.7391444793926929,-0.94981136813314,0.10689376785892593,-1.0589171987959909,-0.9428956788055165
SIDM00326,1.4092457458391177,-0.38031200867608317,-0.9510874853633761,0.5130208342464011,0.1818387276354043,1.9148642983338022,-0.8247326673425457,1.782918813777901,1.1914174780686884,1.109831624721724,-0.9220392900129547,1.8774962027981723,-0.8863480741450337,0.09510883987206749,-0.4159661925445786,1.7478785803790606,0.6425639276060066,-1.0774139129606959,0.05385691704606159,2.9254220650364826,-0.964074522936052,-0.9198081461857835,1.339306584175084,-0.9390761928017022,0.5629434016992493,1.1532799573935957,-0.8795387290338165,-0.9637214310270262,0.08013108900447066,-1.104091815275352,-0.821603430067517
SIDM01093,1.6098657170494832,-0.44817334122288394,-0.8642646708411903,0.33933362382120724,0.35870091195044496,2.054644430474678,-0.8186649362793192,2.0274842072649726,1.1762212609364124,1.4092367298417854,-0.8806873219761895,2.2965203949556976,-0.8217378828089326,0.34131756524991774,0.2901849264235108,1.0430687835755539,0.6475860586685827,-0.9527949981066198,0.33650922114269594,2.684035893437868,-0.9137159262722188,-0.7827067509412575,1.6205367738363103,-0.9468506964976091,0.6593508949815998,1.5091219195997432,-0.7669182352082402,-0.8941202349394184,-0.030651069954074923,-1.0987889081989495,-0.8591339400267742
SIDM01098,1.2266113094637148,-0.4559918195656057,-0.8297885673918822,-0.18450149803059485,0.20477149598462874,2.337596896404001,-0.759787517659829,1.1941130177299264,1.2441640537173946,0.9780628381005216,-0.928790092922296,2.3977685236577013,-0.9298918201563218,0.9708855082724333,0.22944080340891615,-0.4806022261081238,0.37005427155099635,-1.0677679406518057,0.32302666352194553,2.182107076926042,-0.910416895381814,-0.8642650281146808,1.697028218409591,-1.014210545869546,0.48890827912113255,1.9443894335473435,-0.873624297654145,-0.9679115926726061,0.13288133522717302,-1.1258833888390731,-0.8462479457178405
SIDM00424,1.229656962899281,-0.5376085444573386,-0.8396209983226367,-0.16167973383846745,0.5490433911746372,-0.2157093941151605,-0.7588046413302462,1.4914129468820028,1.1635891535706588,1.0404997288600148,-0.7472005300014121,2.3992052591274216,-0.9358690749807484,0.6753500108557857,0.25771679360886657,-0.30222172732355324,0.6994349935035775,-0.8646423536881557,0.4016835069862436,0.9156107030653504,-0.7170038909440031,-0.7859718637349252,0.9683116848525617,-0.8964262081640685,0.8576470678873083,1.5887615158529034,-0.8493716979844154,-0.8880555711917378,0.2385221334237925,-1.0345012093306403,-0.7111500126686299
SIDM00973,1.5980781788686726,-0.3039353743535499,-0.8164111439233378,-0.2957113059724372,-0.34077892642496266,2.1070470023355723,-0.6444340957145882,2.0085026196731386,-0.13046452939187,1.8352570574562126,-0.8775125868518083,1.6844922237978959,-0.956834133147784,-0.08494981330360123,-0.26770301719141526,-0.19513363725805932,0.9762936730193842,-0.8203243318753706,0.12989668994315176,1.992650531628909,-0.8559105935683874,-0.7738487514791964,1.4368099551461815,-0.971230182215579,0.4295723560898109,0.8601891817177223,-0.7902819322775902,-0.8872251742172919,0.12867095808220436,-1.0589503872424342,-0.6643870132055283
SIDM00411,0.7959522324253905,-0.7462658130909188,-0.833195116700973,-0.08174354926044515,0.09412283779784245,2.2902804626002906,-0.44728906652569406,1.4654642872114947,1.4064607003074006,1.1477379586895526,-0.8290608345580072,2.0048624687119423,-0.9389575735864348,0.5920473555157111,-0.3786232684640386,-0.5546677397162055,0.48947170765627634,-0.9260614377448103,0.19752858436790915,1.863633512244824,-0.9255097531743146,-0.7884355268642405,1.0485958276250849,-1.0358062974470865,0.5330804918620464,1.5883446725072419,1.0151074409765672,-0.9089431379695707,0.05184339620595932,-1.0367764845397445,-0.8421787264080822
SIDM00374,1.6983656826491174,-0.29397761453506865,-0.8401437774931115,-0.2500091225930894,1.72050092420385,2.0916368282511386,-0.6810545987116339,1.8574269247031356,1.4207366057108866,1.388288981185614,-0.8457191531697941,2.6761225147546144,-0.8946210037897684,0.29126845404121293,0.28638432082885196,-0.19080354611056224,0.6293261694800772,-1.033931906473498,0.37022316617456225,1.8098579234103267,-0.8318974323601959,-0.7275480773497279,0.9067724940090778,-0.8848166748441545,1.0277272911177888,1.5656330149526259,-0.7234382153059397,-0.8827961856613536,0.3198874792951454,-1.0289383083959078,-0.6708879730806285
SIDM01160,1.2595946418824902,-0.37642225138551855,-0.8960286716894725,-0.07346425127871499,0.13364832483376662,1.5030435948264176,-0.5664207366749398,1.7015158059607305,0.6931476345497952,1.301317606732056,-0.8579470828947952,2.288758539692349,-1.0556770926779244,0.7196104757925827,0.2639462166780676,-0.564599442918549,0.4687127392118603,-0.7542016661539822,0.2869911837500403,2.626469377728505,-0.8662436311852232,-0.6790773960700132,1.370068869413761,-0.9610793362401601,0.2939326716382855,1.4641660201858213,-0.24860620958108476,-0.9383192998024853,0.1800808311296991,-1.0279850436688767,-0.8547836611584781
SIDM00145,0.9366648421934712,-0.5358003695451118,-0.8410838162557304,-0.015411666381747484,0.5557609029256607,1.3864027586625622,-0.6600057636005914,-0.057393233547305106,1.1338194133377681,0.9759888263913179,-0.7529370675098318,2.2039894776309414,-0.9139581511871151,0.6909302898771718,0.14649145202250446,-0.567196585511334,0.17524145456746262,-1.006788618568477,0.4890542861268293,0.9822411546856644,-0.869273321651506,-0.7679266201784686,1.236219997190688,-0.9230243462238297,0.5154212219582563,1.5046397264990243,-0.6930729700339614,-0.8171786676067262,-0.11477637875400451,-1.0531303187408834,-0.7076373000208914
SIDM00975,1.2386399023484875,-0.6816990385210017,-0.7592427627072481,0.10168372145277849,0.24014459154085582,2.275156586923586,-0.7159240073285692,1.6225949374719901,1.3062764306239094,1.1223222040155785,-0.8635456868561245,2.7697732420444794,-0.893093088142097,0.5153629309184523,0.11238428813747223,0.30168415800427045,0.22842625924385593,-0.9863777642779702,0.13829710726978506,2.744629950063153,-0.8525285158731231,0.11882736958252871,1.321964291150402,-1.0133179327784534,0.20883385557530507,1.3457505583625953,-0.6622175906719032,-0.9403862556288981,-0.15552405621130824,-1.0797088584968542,-0.8105042130133631
SIDM00971,1.4579777838035317,-0.528600475041415,-0.7808742699045975,0.3621985545575832,-0.6632461852776397,2.4152611777515665,-0.6641290336465365,3.02114011920177,1.4722878970254052,1.2129143341842457,-0.8381412930678196,1.9669252341133474,-0.837397318245002,0.892482630574815,0.24752170481873395,0.11254862125424052,0.7079558159654373,-0.9727869198095025,0.7931699048625199,2.846968107517217,-0.735949157197587,-0.7572522202213073,1.345066773551687,-0.9341612899469337,0.5094805165331927,0.8439613749336083,-0.8255435277385853,-0.8716296672013409,0.28923585695316606,0.2785383789182038,-0.09204212926366537
SIDM00251,1.6005509554983857,-0.4270979566079464,-0.8752754454663249,0.04876487166753279,0.5309214212825355,1.8323987549742111,-0.655812126392744,2.192125796509276,0.9705573368281136,1.2475148915598593,-0.779149108862179,2.2315977058557546,-0.8572582308480374,0.8263767856641996,0.5247503205828209,-0.3901762131844502,0.8019755602553291,-0.9964669260935511,0.3146708778890599,2.269927246507328,-0.815803410171937,-0.930505544738664,1.2956645679980028,-1.0042448765191183,0.6843739175775777,1.9824203224817714,-0.8372890157961005,-0.8695742318736424,0.07404584581130721,-1.0945221099313065,-0.8599833129141911
SIDM00412,1.8137443549623458,-0.5710725554566215,-0.8738565206658876,0.1646554623018781,0.5816101204309319,1.9159892647921861,-0.7904580456366377,1.3781275595542144,0.797499901249132,1.086269503032433,-0.8115830562058077,2.176988274151996,-0.8501262531416561,0.8073890789332099,0.40003735864979767,1.0212445857542294,0.43673989040145,-0.9333268196948749,0.5588020555999782,0.758744599269714,-0.8150319764333815,-0.8484013184195167,1.3328716190636871,-0.9339363232341741,0.8607178791048823,1.5632726276146023,-0.7450631658463954,-0.8851259755255114,-0.25248505497588464,-1.0799352220298348,-0.8138386696763644
SIDM00023,0.9421469342135905,-0.41726982543037583,-0.9300155084505992,0.11918106450202905,0.40504803838420655,2.1484585030211574,-0.7849364631430021,2.0945244885618637,1.0640257737655947,0.6947693391687414,-0.802755777396387,2.3168262577245406,-0.8928586939262991,0.44128074380104,0.35092125752051356,-0.3746838766199084,0.29736107280605506,-1.041639478669929,0.28178853297558737,2.5484126140185306,-0.9697974277371361,-0.9228930967508313,1.3687596476307742,-0.9841492967724618,0.8273174315992006,1.7717940565892905,-0.8599336297079472,-0.9376608983842009,0.13040646673701642,-1.062109912446328,-0.8301098107078658
SIDM01198,1.0714379792257895,-0.1949481091344223,-0.7573439305656029,0.025086009428596987,-0.07247310690343922,-0.09328225258067273,-0.7154026804256415,2.0205885968157222,0.7801487220251737,1.0901854992648456,-0.8266540650152642,2.443468717727099,-0.8730524434243989,0.6176114727090432,0.3423193081033415,-0.42967671024687565,0.8220612176219118,-0.884061012154751,0.5356455726396385,1.5653951705984088,-0.7013591300104098,-0.7245901596370921,1.0825961679406413,-1.0134150035638325,0.8788447421037109,1.2547432230118731,-0.7388092607913894,-0.8609794432161075,-0.02021656625961271,-1.0536140045808238,-0.7682354086808029
SIDM00441,1.5783843485776599,-0.5258903167450428,-0.8469318491870677,0.599803157998108,0.5310892762392413,1.541954845730897,-0.6981641862138278,1.5925866108714857,1.3306354836603818,1.0150461764293939,-0.7786595333256439,2.7233987285948564,-0.7776108960424022,1.2634463795371267,0.337494119992054,-0.5706312217771987,0.34177929818051767,-1.0348291577327244,0.256211460047248,1.747645197290976,-0.7857586442825085,-0.8107581315543507,1.159645996887628,-0.9625191823475174,0.5944586310620058,1.122297202602379,-0.6966582274278058,-0.900431046372636,-0.14386716061576302,-1.0185578648478837,-0.8112867705298764
SIDM00388,1.0663915965012734,-0.4646750530646842,-0.8586082130954094,-0.05784528817934327,0.26918109449092537,0.04053537633377892,-0.6317228612560384,1.6896396786943997,0.8279964373159224,1.1318096945362643,-0.7789800286793669,2.382148245705687,-0.7715729620608908,0.4619797857807185,0.45161377676986647,-0.6183179998509354,0.6228170719007257,-0.9659832844730496,0.8489378254889347,1.7410653304216253,-0.8212594119075326,-0.8403048720270914,1.3462480805113197,-0.8995915429003486,0.7122072131409993,1.7589311946857318,-0.717661395028761,-0.875511879981552,-0.15268432192400877,-1.0582638386841967,-0.5883582591319261
SIDM00417,1.3588937153683718,-0.3462942710289532,-0.7335802366325432,0.25652082190271003,0.49150424827443734,1.701713285114092,-0.8238874304818037,2.3244162710375353,1.0946966912384617,0.9288187396971465,-0.6464489341931426,2.719038341926192,-0.9782256068932366,0.06173728669978294,0.8998402941147252,1.1659439747497884,0.2403844090266903,-1.0486612848423356,0.9957890768968796,1.8440754114099949,-0.7207832822790197,-0.8609972980023675,1.3342269113044274,-0.8452770081041043,0.6070607602044225,0.9028249743810082,-0.6186009778814421,-0.9182566379750174,0.22213089868566016,-1.0749477079020429,-0.688660970675352
SIDM00416,1.4498360854148282,-0.5243854954344499,-0.7443484721747722,-0.17773338428300278,-0.4037368276832855,0.18825247862134428,-0.8051502297455317,0.9470063199465302,0.910238984369486,1.2217300456034599,-0.7651018209426987,1.8892750280492616,-0.5495880522500896,0.3083882857500767,0.05795626161866956,-0.6166839150735869,0.7124918942062302,-1.0278877761469836,0.4167269053956071,1.32986335663395,-0.8860360742878322,-0.85892415176978,1.1521466609071331,-0.9235408624164071,0.7709729886776256,0.9155511058314929,-0.8116399986120241,-0.881993417530645,-0.2479929400756666,-0.5461654026230074,-0.4556456576629277
SIDM00974,1.6092375116395314,-0.4773494652124163,-0.8837613665300826,0.10337752883654107,1.238109244332742,1.9152854685670508,-0.7193131391481863,1.3944953159430986,0.9748305027830646,0.9429385535786247,-0.7896609812939658,2.22014909805017,-0.900061975655133,0.47176136278751535,-0.40955109987250593,0.20331583804653458,0.7585406557561383,-0.8038239840571907,-0.047365258189750264,2.2500920856200417,-0.8494959118360056,0.0251056443951195,1.6570027389497533,-0.9421673658915347,0.4389992624520723,1.8312409979647493,-0.8052936570727448,-0.9184426821843414,0.4637458764941292,-1.1373374224277124,-0.6278354273476427
SIDM00833,0.9950212099019464,-0.6867836692321289,-0.8302220477462786,0.009751311553588484,0.059966836733241366,1.586414417572624,-0.6482444620088178,1.9154827234866492,1.1041059796239139,1.0338030887986338,-0.7619889500275914,2.223365793227947,-0.7974086453141694,0.4672460293843679,-0.03531697454427812,-0.33220448874729835,0.5795017195567461,-1.1256250272021817,0.3999695801359397,2.9381335953854157,-0.8741976628245459,-0.8655624759650589,1.0816013159817337,-1.0131244044684604,0.6422463760440624,1.8596626296473342,-0.8080833594760657,-0.9813132881838842,0.12780603326259798,-0.9441033739594417,-0.5291085585177863
SIDM00562,1.5102367045258809,-0.1125592886526316,-0.8322926120025137,0.17164293724558397,-0.14191219351641404,1.6157052153178564,-0.6346565195076097,2.4798798008412635,1.325410266997032,1.0493102395863212,-0.7742570635404703,2.1610161035193105,-0.7316506176536065,0.9971030985166005,0.5688384793972283,-0.02993000008949091,0.8297361017230606,-0.9466871123855065,0.4651276222844267,1.635990799619082,-0.7957991426825809,-0.7684582708757343,1.3542479292715324,-0.8449591848462672,0.6734013370534356,1.9407118184449559,-0.6819096198055319,-0.8497774960557961,0.08796213698571685,-1.0397463117862196,-0.8047817309406431
SIDM01102,1.815077850342986,-0.10183311395581161,-0.8318175889740099,0.01422257708729302,0.06212486071609082,1.5755959550835341,-0.7240803440427833,1.7478799714774682,0.3982295259103235,1.154077058799299,-0.8416111515763172,2.3326487346851468,-0.7184308112986767,0.25470069957726116,0.26935362751201386,0.8891373012654471,0.30832486351928384,-1.0643313330561193,0.25134605505712543,2.777243856086886,-0.7684924597130951,-0.9479699886964027,0.9395136407792422,-0.9925580810019828,0.5831491241377836,1.2799525775982987,-0.6449742553959463,-0.8757424496633062,-0.21455491403971008,-1.0449835059825645,-0.8063015004994994
SIDM00418,1.2111214946409197,-0.5092838911547493,-0.863488063860338,-0.19527574613858745,0.6240254217671078,1.8083966294685996,-0.6441811710061736,1.663183622520902,1.3700292283971798,0.9286419060848038,-0.7016826211782297,2.291163798096689,-0.7526522118042482,0.4381097929478468,-0.21640094981583494,-0.13467870015677497,0.12918309502212025,-1.0560250993781968,0.4072360370742557,3.2903245855445333,-0.8370453027888276,-0.8494852729908481,1.4789973271052133,-0.9984969321570976,0.5075724436458051,1.5818468589056327,-0.8536038641847128,-1.0354594279184814,-0.15541862723332092,-1.0538345242024219,-0.821068155321524
SIDM00841,1.5592674300270777,-0.3101306039040584,-0.8125761786610578,-0.3632923277611436,0.09085286679056752,1.5255477299711773,-0.6762963516054796,0.8836564178292997,0.6829694598373336,1.4877060386636418,-0.8114280446473208,2.4165273272600882,-0.8457410927951053,0.691364767853872,-0.33666660618060934,-0.7420861318498675,0.8036164762954807,-1.0433996142747402,0.4072440636709343,2.7668014864629864,-0.7174002501329156,-0.8799748439630438,1.7181773781867846,-1.0340359661866838,0.4611221137217454,2.03503228868796,-0.7904027135913974,-0.90778876928411,0.26785866287713844,-1.0271849423451669,-0.4802021804288336
SIDM00260,1.2608679861806837,-0.33996746587632504,-0.8486416139321489,0.39577209808374636,0.2205176321552425,1.622200439803155,-0.7227314978712059,2.432560407449723,0.8440981981164168,0.9266288591721439,-0.8161061484920668,1.3610872262646516,-0.8877681467975103,0.5546914471622031,-0.35322976427062414,0.5617910180646384,1.2358253505887329,-1.0954604619022659,0.024276323838552796,1.4372218780410964,-0.9000250841787754,-0.8140400868056317,0.9486801976692314,-0.9678388904811086,0.49510869048985345,1.6699434954888477,-0.7979202780662328,-0.9256832026043235,-0.22289483334793778,-0.9911323654275456,-0.7041773777231868
SIDM00111,1.1687340123720356,-0.48769232075618074,-0.9300877950635815,-0.22303386502961087,0.05054383476800563,1.8761554545105343,-0.799117795155305,1.6817884403530718,1.154879206520325,1.0240630481677464,-0.6487763217056786,2.4332729427439204,-0.8269812699481073,0.06661361194359865,-0.14369577352918927,-0.050698772785624686,0.465523916684474,-0.9097327530980839,0.5670193554085831,2.4759883943620564,-0.7342591479347532,-0.8850406425968471,1.3364984599942449,-0.9286354256436232,0.47169643425345903,1.3561574676399621,-0.7141288404408187,-0.9106316062700331,0.00872656495306043,-1.0216420613249826,-0.8096105387400684
SIDM01179,1.1194990693052136,-0.4009095255485771,-0.848174227859494,-0.24919000796956833,0.09832871807749219,2.0968469623436032,-0.7575048963632847,2.3501727578957228,1.161924015771517,0.9474416430907334,-0.7545205429050673,2.58986995847513,-0.9251839754493064,0.12430142388611162,0.016463803255492567,0.16948577782267507,0.42671666415915416,-0.9717861731077478,0.35587607686605555,2.484741974426998,-0.8737456588853394,2.0032543007965957,1.0667537284628452,-0.9801639127350258,0.5267049315608325,1.1861164458762454,0.518360702422712,-0.8198898428430692,0.18659277624996692,-1.0358099558100702,-0.7060679246821525
SIDM00351,0.90270567362884,-0.4686907768874544,-0.8090200001408129,-0.3623691651166867,0.35387562910532494,1.898396579975194,-0.7244995927976506,0.8400004436634558,0.5603654258482754,1.192831629994982,-0.7684787682739544,1.8859620903328522,-0.712137184338466,0.4663060781468596,-0.011376229737063369,-0.7068586978327233,0.23549721528868364,-1.0176453318267067,0.2384947015017984,2.4179202193091642,-0.8819665540650931,-0.8466580746075937,1.4943820091780748,-0.9119443264232973,0.7483395913231194,1.1572509978322814,-0.7831041445148836,-0.8296949439085599,-0.22712432333672897,-1.0416313212457626,-0.7399668593107717
SIDM01205,2.1155008235769843,-0.4322784665605357,-0.8402670031336413,0.06050779951702487,0.7347036259617411,1.6659071889092534,-0.7515439933945344,2.2460675310510996,0.8073110030125659,0.9640059746666355,-0.8295368344426326,2.83623576543583,-0.8379105550185099,0.9632395594567057,0.5792775860651471,-0.5608311524062943,0.5102329096930864,-1.020391302320871,0.753748184370554,1.0047829199646638,-0.7912142287146636,-0.8048418558276029,1.4451994376644008,-0.877258097050789,0.9651919524089977,1.5311760742771474,-0.7192623038956424,-0.92631392255486,0.2838414847399138,-1.086649527496154,-0.8150949918671847
SIDM01095,1.5934224499715528,-0.06409557364025333,-0.8631843631557509,-0.1924497709737315,0.052800449341361556,1.222330812925643,-0.8567045022964468,1.400903360793796,0.8720414680614228,1.4348985566123016,-0.7677248400149648,2.0640460297672227,-0.8535644325778095,0.3782023106608881,-0.4199487357977182,0.0005810843851700951,0.2512880067805775,-0.9991164368929248,0.30457503643154105,1.9003718068343354,-0.8961255954137817,-0.8197264978125227,1.3753012310961055,-0.9310166078119231,0.6332512574394199,0.8564585377092994,-0.8785214779888111,-0.9425439329931868,-0.16554918706722901,-1.0481695614206965,-0.7664379194612623
SIDM01159,1.061131154827806,-0.5444374672304838,-0.9074129497709749,0.10128004134993508,0.08170429867207578,2.189185412090788,-0.642273624197624,1.727668676969078,0.7123090740449699,0.8912585042689113,-0.8116607005753138,2.642766685696127,-0.9342622989615447,0.2675123861628577,0.3525057177564437,-0.01780455769401878,0.1838680522162484,-0.9283339003271506,0.35546420125748385,2.7072362840913056,-0.9426589984790061,-0.7936031211208584,1.5924140820686177,-0.9915966274731776,0.34060625331079397,1.7245600478032244,-0.8463066638023613,-0.9358211184517584,-0.053037242900367994,-1.0601918869797726,-0.8150910859743772
SIDM01183,1.4124588580390876,-0.4665676905022436,-0.8628188362870266,-0.28473907531771736,0.09605221016943365,1.9428584383966765,-0.6548137461502522,2.120205532470025,1.0834480229496306,0.8922154319455923,-0.7714616418739931,2.9288658753752843,-0.8945642246142782,0.8630796207356892,1.0542460812053127,-0.2493489421630809,0.2200780153651155,-1.0887644354281816,0.38664832271383187,3.0184284030351862,-0.6671689677666987,-0.8960852755672843,1.3589635931799393,-0.9015005905416297,0.3868553838383811,1.9822108270128993,-0.8409335347754823,-0.9263679633752903,-0.1977678222013584,-1.1292200999762578,-0.9421015503976857
SIDM00328,1.0859805423954592,-0.3597082736816331,-0.8600801455606647,-0.3734995503740405,0.5773378670333927,1.819330121109747,-0.8039006994596022,2.2767865026948026,0.8136064047618518,0.9121742015234885,-0.8142527846666684,1.8665238886895634,-0.8028826770659134,0.46674604953681614,0.880427586996048,-0.3794034647722303,0.20871326503410176,-0.9775933083787284,0.29977770371612966,2.9265656827380844,-0.8070873169880379,-0.8607127577839612,1.2343879645311227,-0.9184440273377505,0.36217810340849715,1.3982367726564238,0.21792669956152952,-0.9765412184764063,-0.10668933688846784,-0.9549270602263744,-0.7429605811519866
SIDM00389,1.6661655830582305,-0.1475369010790995,-0.8170538537375709,-0.16179737094457758,0.47952717898119857,-0.22316589347880642,-0.7204504328713525,0.44511194305785506,1.1097754144804237,1.2014027239900087,-0.7131674674371355,2.1938579041594033,-0.6636958795675266,0.9520668553260331,0.07436039724860397,-0.5021068448771535,0.9320938499208261,-1.0154818010703002,0.36606411156221336,1.4850774870201917,-0.7904097554000664,-0.846926768211691,1.1460547678886215,-0.8552687047430018,0.5460381839739423,1.7634357289766587,-0.7683924123161492,-0.684867283447733,0.15935696827582482,-0.9704594170050325,-0.7520072552091361
SIDM00489,1.4789739153502754,-0.4492670545434774,-0.8933504020753862,-0.023950774673157805,0.23392448400166835,0.9662764857015446,-0.8176880205259752,1.8879925782647524,0.5370301003617554,1.0649769292396736,-0.8836680460129762,2.450875998991931,-0.8923335433285786,1.3528668647976696,-0.049520285835985556,-0.446943041362505,0.7929303284149724,-1.0619651415978377,0.4127334332368224,2.388681643658478,-0.8718696182289148,-0.8727986895966349,0.6910346091546119,-0.9925512671332857,-0.042249901680098956,1.4244530715839654,-0.8432929268591799,-0.8996866586493356,0.7571552731220969,-1.0221878342586723,-0.7380166566862091
SIDM00953,0.9418590918513368,-0.41036633921533994,-0.8174092467153512,-0.30150306277061717,0.3763043405138353,1.8639240772361763,-0.8016805430252151,-0.11797211147180461,0.3642622581908865,1.0139662312898376,-0.7688016579221699,2.516339522869618,-0.8536835031387104,1.0809798900527015,0.4736658308883478,-0.5086465315339072,0.40575671206102476,-0.9970584177660559,0.3687872993615762,1.8930082462619637,-0.8447376013539272,-0.8624428674917781,1.2611981402684027,-0.9789342257215893,0.5490581174500775,1.4884053507351236,-0.9104000100034785,-0.9516899810546576,0.8038361634919772,-1.0897403092237867,-0.7927024789786073
