,SRD5A3,AKR1C4,CYP3A5,HSD3B2,UGT2B28,HSD3B1,COMT,SULT2B1,CYP3A4,CYP7A1,CYP11A1,AKR1C3,HSD11B2,SULT1E1,HSD11B1,HSD17B2,HSD17B3,HSD17B1,CYP19A1,CYP17A1,CYP11B2,CYP11B1,UGT2B11,UGT2A3,CYP3A7,HSD17B8,AKR1C2,AKR1C1,CYP1A1,CYP1B1,STS,UGT2A1,SRD5A2,SRD5A1,CYP3A43,CYP7B1,AKR1D1,HSD17B12,UGT2B10,UGT2B7,UGT2B4,UGT2B17,UGT2B15
SIDM00308,1.1600253442123967,-0.6304304150014951,-0.7038030083270451,-0.7651411203209977,-0.8036090250263241,-0.8243426238033202,1.0057281690358657,-0.8370649300143023,-0.8525517040942401,-0.8773199529999233,-0.5344714148433264,2.0758861772655255,-0.7435273416379116,-0.9112459178838582,-0.8238232066347677,-0.9260492517206571,-0.9714579009940345,-0.7755156653352304,-0.8912570030005628,-0.8393409623367278,-0.878632050392244,-0.7509393805293253,-0.9222084620340685,-0.8951283590593723,-0.7968694482682515,1.3141118088799595,-0.2979922057540807,2.4591333286348416,-0.845026390775786,0.008523887006335216,-0.7357169074604247,-0.8267243146349963,-0.8606345957549728,-0.4733497887470405,-0.9497485329367175,-0.17153041870811606,-0.928170140592838,1.0013039784120312,-0.8469078454075093,-0.8122501792082559,-1.0125501109622874,-1.0349547827902816,-0.8143971016785199
SIDM00227,0.6132685849214974,-0.7046368565534151,-0.7398391996320056,-0.7372066655321087,-0.5776900726701375,-0.7785505411355568,1.4972419004197182,-0.942674934134433,-0.8899688759586735,-0.9342633134836947,-0.886638974900116,0.5227877151045057,-0.6824444993673409,-0.526822266479055,-0.7918902661201787,1.346326940802438,-0.6270646577072333,-0.10470096893480635,-0.8582444066441042,-0.7821172663614239,-0.8174095272907355,-0.7527213562037778,-0.8604531334270674,-0.9360644593955685,-0.8100473780116791,0.966886038622619,-0.8826358458013642,-0.3665297634197313,-0.9436671023179422,-0.8474989214220461,-0.6341386558556403,-0.7072308238692713,-0.6912443883520597,-0.28347903259387025,-0.9735051476132119,-0.9120741170937842,-0.9008782598091412,1.1169213219017966,-0.7952092462492495,-0.739892773002022,-0.7920264137127317,-1.0341283615433268,-0.20943319166561386
SIDM00294,0.6875951846711766,-0.6388612720548477,-0.7732804105701893,-0.9241161562132078,-0.7950857925745608,-0.7424123713717604,1.212242301007713,-0.9150401522792107,-0.8703332035898247,-0.9247374210329039,-0.791813099526949,3.063916879316637,-0.6636948468995496,-0.934072048697895,-0.8225904054654718,-1.015170311101115,-0.8541762954768157,-0.5660791052922625,-0.8516068246993367,-0.8659882772991956,-0.8657058311992213,-0.8931014250046624,-1.0440934498582128,-0.912864105036535,-0.902871982800508,-0.5214731657223751,-0.9115659030784268,0.6465017102004749,-0.9444568247531682,0.6008910540143635,-0.47071763639322767,-0.6883150946738883,-0.7696544021521367,0.1905191057619961,-0.9815447550844573,-0.8908985113183928,-0.8875443037368015,0.810805515810804,-0.829910739676462,-0.9334753808179403,-0.9105978033891372,-1.0366357128907926,-0.6823750809624088
SIDM00677,0.7921941396702359,0.9806924097676322,2.111253158760262,-0.9050470178198895,-0.7408877738332263,1.1746065272104675,1.6300915882343916,-0.024926424586544857,-0.8504527434468566,-0.9182604571735221,-0.8930926899321758,2.6568330912219187,-0.23377114052881934,-0.9129443218317401,-0.8123728865329906,0.5939177869836734,-0.901279987921218,-0.5134412182836877,-0.7983225343009618,-0.8753345460701515,-0.8129327275901355,-0.8797837046725834,-1.0216261194895682,-0.9297402044986227,-0.8108701117926009,1.212634353560019,-0.5981362080381225,-0.7829948925549861,-0.8274395990103468,-0.8983918425295072,-0.5243723757508754,-0.8662890979937921,-0.7509212319596846,0.16121406313000514,-0.957504349095527,-0.8908708305117904,-0.9903153546259051,1.5828252791648272,-0.9005709213283463,-0.7937301646105611,-0.9640998571050484,-1.0091667650884804,0.13179354340854293
SIDM01220,0.6932936208848812,-0.8668625253412047,-0.865809016621407,-0.9245674873816355,-0.8058579643478525,-0.7153714147368642,1.4317672184735875,-0.7315492739942712,-0.8837423968340993,-0.831140606832358,-0.8305834106947848,-0.7066867378346254,-0.7507901531261718,-0.9204476344362273,-0.6373304380489772,-0.9708801091091287,-0.8705658032251361,-0.5995064741942624,-0.8344034989529195,-0.8748142017413348,-0.9226062165620414,-0.8502646307888699,-0.9770601244117899,-0.9070466803765457,-0.8014045587863957,-0.708620237467791,-0.8378129981879601,-0.8645936703396697,-0.9234441925687698,1.896475387626146,-0.5017155228246831,-0.7942198889640314,-0.6951952820656164,0.8425406596897008,-0.9081196113428628,-0.9294112640398488,-0.9647224498316758,0.21699800233803704,-0.8570633312092052,-0.8175559468628101,-0.9056626776817138,-1.0009441856696248,-0.7203919642417009
SIDM01259,0.07904755128933644,-0.6584410349914249,-0.8364565494620069,-0.8217124476352732,-0.8122485972450532,-0.6818303003613309,1.5320338342449598,-0.9090796101812947,-0.830963990433883,-0.8723747425791151,-0.8572455719789909,0.32465099224127386,-0.7105924131153764,-0.9380074040507679,-0.8952473623662376,-0.9233795343582039,-0.9267364197694301,-0.5356390099107289,-0.8299092263842468,-0.8971106379962579,-0.9683832623753906,-0.8739947250273231,-0.9634915302486975,-0.912981799214234,-0.8469192193523332,1.1680592407508459,-0.8523452535522733,-0.7635225532124358,-0.6801359941124079,-0.7868892998660009,-0.00014230205142757018,-0.8558809738230557,-0.7595177802791183,0.35373552102158884,-0.9342862520790228,-0.9718201807800718,-0.8189917636673566,1.2015498063907561,-0.7431088150483793,-0.7904399669524496,-0.9498018032387642,-0.9441232747017375,-0.853038558088733
SIDM00680,1.459910180502051,-0.7945040160323826,1.0440918115134912,-0.8831131865458511,-0.6975174935871888,-0.8452558467186387,1.3748346427219145,-0.874063963232406,-0.8302216808798341,-0.9334440230006685,-0.8636439876221964,1.8034638972529051,0.39665595418148936,-0.8725220034102922,-0.8892040582823636,-0.7253547804333103,-0.7974686817174343,-0.4617135074779307,-0.8609992751367938,-0.9331174846858414,-0.9081947547393556,-0.8466999752333293,-0.9213101063105141,-0.9204319617473401,-0.9010599339940978,1.348435939684542,0.08240293642711449,0.5358808448571099,-0.7135260869497548,0.524136964275346,-0.6043719793168928,-0.8202555871231066,-0.7239236626016732,0.6450387029459719,-0.9590922912785056,-0.8709819510728565,-0.8913137517671219,1.5823493151160901,-0.347062358640704,-0.5443099575905747,-0.9203156192745349,-0.7581890824722785,1.0586435701907189
SIDM00346,1.2981485966119481,-0.83994479130909,-0.6505459731002632,-0.9457518809363387,-0.8994522301969589,-0.7546779936171267,1.8873560011883488,-0.84091673182703,-0.842252821570247,-0.9112522233144904,-0.9229812992448354,1.3621793727532203,-0.7148885536633914,-0.9223743646320515,-0.8541372910110513,-0.7836415009726393,-0.9115042944992423,-0.6694964122200793,-0.868869519251693,-0.8978437243650527,-0.8160068932819882,-0.8154665053850131,-0.9861936506018123,-0.9088551585047712,-0.783113332421979,1.2364853123727622,0.7197338588916863,1.7047599707440404,-0.8605665247161335,-0.28409260265858355,-0.2422681247002245,-0.7421590713949933,-0.7041286064267432,-0.33055545381080775,-1.0348410212765533,0.29107439877770624,-0.8292994118115832,1.3056517043798606,-0.8958175340943538,-0.7182415839817541,-0.8930704736535261,-1.0322078631925433,-0.6944440150924867
SIDM00129,0.9046668115154286,-0.3544277752578615,-0.7917086774718312,-0.806571159300298,-0.574386129776836,-0.6959936967472145,2.1153858521173334,-0.8013796978515323,-0.8079766899990655,-0.8618290059375682,-0.740251947463746,-0.4677640146215595,-0.6634083215225426,-0.8359235448582345,-0.8322747940963842,-0.9525729620992155,-0.9338561433961301,-0.5296273078637399,-0.7417087346357473,-0.868789803672455,-0.8041419954577205,-0.7284860013456355,-0.9578571310518152,-0.8822960134706004,-0.8833979955165325,1.713408858149796,-0.8727418029233821,-0.6899359519203511,-0.7564205555568755,-0.8585711338263486,-0.7514112224735838,-0.7549894951108781,-0.8024474680061866,-0.06775200373434556,-0.8690381786004354,0.32819150145170206,-0.9295342076676761,1.0069299002740608,-0.8186804867059597,-0.27631972222638257,-1.013124080556523,-1.053922986897062,-0.897173703717822
SIDM00627,0.26253427969471455,-0.8132903551312948,-0.7380171324049188,-0.8996866628208209,-0.6616415667681284,-0.7274735288843467,1.5824078648222737,0.5838954533399826,-0.9062491220472716,-0.9035731623603371,-0.9191242684097555,-0.6231291290850198,-0.06081510461364464,-0.5766187905539162,-0.8690234959448859,-0.8881341680498241,-0.6553040692004601,0.99162664540604,-0.8852619256076325,-0.9517521278861143,-0.9122427324127612,-0.8539911407238141,-1.0645291614850032,-0.9879587570549809,-0.9015357487908235,1.5866651413576116,-0.8677465339291174,-0.666389564474652,-0.9019672870713974,0.3240690324285671,0.23886460745296512,-0.8295945398378088,-0.7702889301664694,0.2684038585366832,-0.9955965299324236,-0.9057347307517772,-0.9613579294035611,1.071124755298242,-0.8290066684595768,-0.8278604549675881,-0.9467258378417885,-1.048289590817087,-0.5993722343108605
SIDM00293,0.5700802427299555,-0.8078145792837803,-0.7829877231737606,-0.8743113009577336,-0.8961330563718972,-0.7198909543401085,0.8043032628546413,-0.8537458591919099,-0.8073917775635576,-0.9366289998002795,-0.7593790888886556,0.5643531554049209,-0.12291937900994673,-0.9405228262413441,-0.8245006868724062,-0.9226617906569237,-0.9156182776835262,-0.5223517835274673,-0.875529734911694,-0.8488766994700316,-0.9631978629306382,-0.8708893770742813,-1.0991510906268445,-0.9477867088172506,-0.841384612844793,0.278195684520497,-0.7333819005110441,-0.7537577547633562,-0.8309320246891948,-0.7524637431398757,-0.6377369963931949,-0.8202124438619298,-0.5905564899998154,-0.23804165352913462,-0.8917023131845658,-0.9411390409397385,-0.9483186384487599,0.9670611613079535,-0.7478054283936513,-1.0293766603014303,-0.9813983597858824,-1.0814501272281283,-0.7632257808766119
SIDM00274,0.4309972832833263,-0.7873977380044086,-0.1272554785609119,-0.8521223514038164,-0.9078310976861407,-0.7669321096563926,1.2051981345176976,-0.5242046918261016,-0.8814984084092798,-0.9094654857976492,-0.8588558432990545,2.183477397236988,-0.46054381046764525,-0.8953849734635694,-0.8707227699423647,-0.7293535554225435,-0.8343662934358653,-0.6230171525669785,-0.8562484452884727,-0.9146122397585321,-0.8637205434681139,-0.8221505283408675,-0.8406285102415495,0.25962366674701337,-0.8096686060320607,1.9251959058109287,-0.24373568233478754,1.5107521322449315,-0.8763712943042934,1.1073469055834269,-0.849069037674104,-0.773244406745449,-0.781041270436111,-0.042099066287107544,-0.9726847168502918,-0.8803238897491766,-0.9012939689565025,1.264624767028965,-0.6932237812436586,2.2080958853853647,-0.916645725279735,-1.0900971635425867,-0.30228285310129316
SIDM00544,0.4896698303103537,-0.7940245131132502,-0.8516455870472065,-0.8484488434085408,-0.8100156526193879,-0.7827003922222581,1.370018982585813,-0.8406763421327775,-0.7979558634292557,-0.9495959352469769,-0.8058114310320783,0.04652014894023331,-0.7745369743556563,-0.9435931106130423,-0.787073927123102,-0.9464387163073108,-0.9247200873587864,-0.5441506568186603,-0.8394595942208346,-1.0065541158250402,-0.8878457093899716,-0.7917047142699714,-0.9332343492203902,-0.8559542576255148,-0.8482233153881682,0.6820314137892758,-0.8264033097194391,-0.7805783525171226,-0.8344868630496517,-0.5271448819862915,-0.6239629078264413,-0.6561457255935017,-0.7280502796021933,-0.16120779648339578,-0.9047677212634611,-0.7328037434370099,-0.903797893100814,0.7566665839768559,-0.7927406763211627,-0.8793032040675701,-0.9803664517754682,-1.0218226380292688,-0.7523297815665138
SIDM01006,0.7484047755390215,-0.6944662555999074,-0.7875306037591806,-0.9371077230011575,-0.8009682965442122,-0.867755573613322,0.8346887915057433,-0.8990396636261466,-0.7926007708397295,-0.9199473569757207,-0.8689666754957106,0.462754315431164,-0.4483020383648004,-0.8792101677315508,-0.8289691072435548,-0.8553564453238244,-0.9795124407836852,-0.5489924074055773,-0.834184807501019,-1.006613927303859,-0.8544163541157327,-0.9114757558480753,-1.0358406194936463,-0.9263716124254869,-0.7469132773136725,2.235860528126708,-0.8012301864030735,-0.7133270630729768,-0.8503977535891949,-0.7568703630146546,-0.3590987015282823,-0.848077759320302,-0.7697124376378348,-0.33741769116993053,-0.9544081103584868,-0.8108250877982675,-0.8279872398103812,1.6782344685965374,-0.6262362550117306,-0.9325213334643958,-0.9327590639021651,0.9604956964482783,-0.5450569526016659
SIDM00302,0.7584303699738096,-0.8781524761547728,-0.8282983095119378,-0.9490126611905269,-0.8685087742651934,-0.7267623351135809,1.4163621191155449,-0.9368748929435234,-0.8215341303445356,-0.9069019740722423,-0.8300666824256774,1.1180547378637575,-0.6808057359268143,-0.9076242651468781,0.38484679131458865,-0.998899631240466,-0.8835434459283951,-0.6208072865204384,-0.8298231384339935,-0.9598604052719465,-0.9185021482965684,-0.8268122412788871,-1.0720285052836678,-0.9158135041789166,-0.752718421815008,0.10147310996247941,-0.5909790488886802,-0.03267066249703881,-0.8471628782802633,-0.29986299054631665,-0.2760502641210487,-0.870673671321009,-0.7893361001255131,-0.10488724581683091,-0.9041739577585959,-0.7562631223946866,-0.7586977249984933,1.1346413258739947,-0.9008027346553361,-0.9587867716027368,-0.9351142561455159,-1.0256136224606196,-0.7345315597163122
SIDM00549,0.36486099559363666,-0.8292379572330355,-0.8232907780524147,-0.8556226543101186,-0.7378017280405916,-0.7856783551359032,1.6020988311925393,-0.9858388132963881,-0.7674463802902975,-0.8873535491736957,-0.9080556975327646,-0.4905165402915289,-0.6404990625482065,-0.9036252427666462,-0.7818048102760348,-1.0106441090133345,-1.0131489386806949,-0.6026057119724608,-0.8676316423720798,-1.0032923876438837,-0.7494814608045397,-0.80453041845305,-1.095810310739767,-0.8985821830498343,-0.8623978339323433,0.9938765394473394,-0.8390969055321508,-0.8989176317390404,-0.7705878112269848,-0.804391221545695,-0.4465649907939701,-0.8170165114326872,-0.701897096908315,-0.38734925404013615,-0.7845851590451914,-0.8620083214296239,-0.911307903891507,1.6231061293328104,-0.8001483939083686,-0.7622963027862267,-0.9390894887430429,-1.0354093946170038,-0.7961825577755401
SIDM00292,1.1272950984457402,-0.8180918954295606,-0.8248653968129586,-0.953419647692127,-0.7804018233896748,-0.7649928926202029,0.37038293765623165,-0.8407539774638193,-0.8928484774615588,-0.980790548102433,-0.856548563091208,0.5242625142384612,-0.1347661677331752,-0.949684657076107,-0.9416084514752009,-0.8850582876750297,-0.9927696323652903,-0.6760461287625977,-0.8984372671333853,-0.982886189334134,-0.9526595326211619,-0.9704826102899432,-1.0108587752355636,-0.9684960850257104,-0.8903388467986996,1.1126875878688285,0.7177091191656639,-0.6394774432386631,-0.8657857668867688,-0.3937854977579844,-0.5850605347203653,-0.8651505404124903,-0.8266717164801147,-0.23066650596923152,-0.9511398305773194,-0.755856726906476,-1.0099708342028912,1.132080358571156,-0.8986984849257041,-0.9748198966648494,-0.9977777346474798,-1.072723423028543,-0.8529135817323851
SIDM00623,0.6627765307229156,-0.8301443043831503,-0.5256647838088374,-0.8735360644006482,-0.8243666372112242,-0.5581731336336322,1.4446244455160921,-0.9270764121093223,-0.8027146068512083,-0.9407701586680727,-0.7141731453069406,1.7182569848692084,-0.6193392290663998,-0.927821587485174,-0.6226476953223257,-0.9445695741643239,-0.9997365912092456,-0.6616926678944086,-0.820955253697184,-0.8848616448617584,-0.8681549643945661,-0.8696499232404518,-0.9505280862210275,-0.8640950000872921,-0.8588945111808508,1.0961640266316843,-0.9058032826340306,1.8856655784001022,-0.7218693742127368,0.7396016582714248,-0.7742383626369665,-0.8410501174385849,-0.7611234422989651,-0.06131457207498207,-0.8996999037034434,-0.5348418117889834,-0.9500986790779476,1.1895691099593069,-0.8062445239209858,-0.6762632826358068,-0.9715015072060749,-0.8648092461508414,-0.7227835434902672
SIDM00638,0.5174022327074785,-0.7843531438572567,-0.8212553952660894,-0.9561935676957226,-0.85392835911979,-0.730660005281516,1.6297058033384835,-0.9102829093073905,-0.8455087275538428,-0.876003849680143,-0.7772037359965421,-0.8014456489295665,-0.6296329785380463,-0.9530734757848076,-0.842653255893335,-0.9309333920707086,-0.9037871710049503,-0.4751044636314559,-0.8534036569141693,-0.9466717630132958,-0.8678654512142097,-0.8711378760983024,-1.0529772630607068,-0.919257952130259,-0.7621661933693606,1.4498490669904216,-1.0212025478526805,-0.9450881608002423,-0.7801192301735723,-0.24293205191051148,-0.7476728953023861,-0.8644940000868643,-0.7345908881448395,-0.31049174183878364,-0.9003983906784474,-0.4951579629153775,-0.833495167913106,0.9450382288199232,-0.8026645196350564,-0.7242877421269512,-0.9590969017483882,-0.9853895656549503,-0.7853079695971176
SIDM00527,0.8398439952069071,-0.8801205082563729,-0.8477947958865283,-0.9372918462186135,-0.7274693627867486,-0.7619475004718611,1.4501807384832104,-0.8639794476301533,-0.889494625519984,-0.9190918894842853,-0.9092525269572184,-0.6230608896906398,-0.7212119178630443,-0.9375030932584785,-0.8152935444128642,1.8489517924706604,-0.9992067596584565,-0.6217174134138624,-0.8609026532785413,-0.8551558666755372,-0.7987276710545518,-0.8709113256160183,-1.0957930500443125,-0.9925739399287352,-0.7905469877434873,-0.8928559445541356,-0.9469216111310471,-0.5624933184038792,-0.7441488147822607,-0.8779060509745173,-0.6643629707275056,-0.850452110727732,-0.729525117768227,-0.1799038542662899,-0.8969069914099417,-0.9865587654142091,-0.8816462123312172,1.3802885664744966,-0.8356841678541995,-0.8755954884778203,-0.9851267447996778,-1.056680421925791,-0.677881985977394
SIDM00976,0.8559794569194645,-0.8042244898680913,-0.8619693895279297,-0.869683971235552,-0.7981478165138544,-0.8584442614757014,1.450524585218334,-0.9136047963436738,-0.8303968276764364,-0.9468370529212976,-0.8569536692969602,0.8406048022104247,-0.6672684299854346,-0.9102572330896328,-0.83092290257483,-0.664707646654065,-0.9603421834283211,-0.6112045494740469,-0.8124175624844843,-0.9502041089506665,-0.953662660302481,-0.8972090730677069,-1.0439185788130216,-0.9641227044226904,-0.8228517136548715,0.32579037094470903,-0.9118318330497016,-0.5956647594369961,-0.8493947884446159,0.9837409325539596,-0.35985902649038937,-0.9096551774605053,-0.7576198584153558,0.00414396108413784,-0.9588046353528362,-0.860769803376028,-0.8502514563419394,1.3571428895647244,-0.8332544041724175,-0.7492555601452658,-1.0120025791753713,-1.1034493515480315,-0.8217917830398507
SIDM00316,0.5719562789440675,-0.7640296921178674,-0.7845531826956643,-0.8049355853126076,-0.7584822942372027,-0.7431290870272294,1.190993951040741,-0.9672624105302914,-0.7982091170164808,-0.8970734808331132,-0.8746118104280282,-0.14886203064664208,-0.6577791628390423,-0.9390827427174303,-0.7513561454730441,-0.8891934096897637,-0.9503998473536996,-0.2492947102711235,-0.8398550319387674,-0.8838820509321725,-0.887056747994813,-0.8877854335450981,-1.0409277515566147,-0.94981136813314,-0.805312022750266,0.23171412812865866,-0.8439546519772885,-0.25960648726118324,-0.8533565431741402,2.023922625620024,-0.6363931509041737,-0.9101166882529933,-0.8163722238243329,-0.06913814998608475,-0.9148115678022133,-0.8896063640474291,-0.9676122537231192,1.063964862129774,-0.9423110161936822,-0.8631566271160366,-1.025407257658643,-1.0589171987959909,-0.9428956788055165
SIDM00326,0.19892200117460115,-0.7805084655636274,-0.8813596228228607,-0.8929978039921366,-0.8247326673425457,-0.6573909262954594,1.5521977365615998,-0.8501413066018941,-0.8521503985577922,-0.9039691302579445,-0.6633578473079799,1.8278607193398475,-0.6121963572890425,-0.9332336125399914,-0.8699119347856863,-0.6005065908284912,-0.8652952465341135,0.9514938839304397,-0.8775464379258348,-0.9562284754002309,-0.8831341531437068,-0.9238817254882546,-1.0774139129606959,-0.9637214310270262,-0.8696063184356271,0.5084596914867608,0.2574129888785927,1.2486912141790993,-0.6544126793881988,-0.38643743573566425,-0.7193026571044043,-0.9220392900129547,-0.7253103388463483,0.29576832673765385,-0.845103010317763,-0.9023543835161243,-0.9388418497926561,1.1072283929829856,-0.964074522936052,-0.9198081461857835,-0.9390761928017022,-1.104091815275352,-0.821603430067517
SIDM01093,0.45536412048710345,-0.6699192350956452,-0.8505794279284129,-0.858200673414565,-0.8186649362793192,0.046005936766256174,1.1660593465389502,-0.905665946098367,-0.8316133521595633,-0.9068556895567756,0.711805238825018,2.529939325112143,-0.6422097316020402,-0.9089255239891634,-0.8055442101458268,-0.8842225850910356,-0.9840810721893709,-0.5383789084852818,-0.8062304073366671,-0.9742806018685951,-0.8095932096023055,-0.87857533973247,-0.9527949981066198,-0.8941202349394184,-0.7664325845272839,0.2230933352547034,0.2131605284009909,1.1302854073949562,-0.8881852976012018,1.9771711994689853,-0.4344801040422605,-0.8806873219761895,-0.7030049256862713,0.6680601216163907,-0.9065190051659254,-0.9070812912411276,-0.9254709322478426,1.5414267364387655,-0.9137159262722188,-0.7827067509412575,-0.9468506964976091,-1.0987889081989495,-0.8591339400267742
SIDM01098,0.46916315055359337,-0.7142493328422965,-0.736139874530081,-0.8803543863298023,-0.759787517659829,-0.6809245565228907,1.3588509725622282,-0.9483057475853958,-0.8174226566981481,-1.0327974126351047,-0.8573391596114344,0.43262367364930343,-0.7438877419708301,-0.6580404505749582,-0.8766358813855575,-0.9074098259007782,-0.6592273984354295,-0.28019769027365193,-0.8198605977734384,-0.9083763618614309,-0.9173302591850131,-0.8131140514785716,-1.0677679406518057,-0.9679115926726061,-0.9231686308084638,1.2685387409767968,-0.8391741183955561,-0.5915194431199191,-0.8516465027966726,-0.3309626004928671,-0.6749855992615995,-0.928790092922296,-0.7157950775780575,-0.14639008977885015,-0.9175489541077094,-0.9821638966575736,-0.964762444030464,0.9300457174195917,-0.910416895381814,-0.8642650281146808,-1.014210545869546,-1.1258833888390731,-0.8462479457178405
SIDM00424,0.7597080505771437,-0.7667922371141429,-0.8285743858251428,-0.7628806455634268,-0.7588046413302462,-0.8071398472550902,0.9103270775423846,-0.9108771680827381,-0.8002408202774861,-0.8893146296024691,-0.8597559409143083,-0.28988160572676996,-0.6352363433642052,-0.8767185262711479,-0.7774518009822771,-0.9185807121057621,-0.9507164983819011,-0.5287919162913483,-0.7985039486633027,-0.8694809255109198,-0.8337023933155399,-0.7991077169829542,-0.8646423536881557,-0.8880555711917378,-0.7974181287232885,1.5716139329695444,-0.8542741368839503,-0.7908226733180805,-0.6581558746569645,-0.7796644217054512,1.2632318158098834,-0.7472005300014121,-0.5651223620621125,0.18534503548001224,-0.8713916728877296,-0.843990457337347,-0.842791963831554,0.9452233585830891,-0.7170038909440031,-0.7859718637349252,-0.8964262081640685,-1.0345012093306403,-0.7111500126686299
SIDM00973,0.4009580559656844,-0.6697433821090605,-0.8656945103479985,-0.8153478429731807,-0.6444340957145882,-0.7620642990579554,1.5087058135856692,-0.7727423772884531,-0.8079630954358612,-0.826001017447189,-0.8614122518491969,0.384708120548267,-0.7300868904216525,-0.8572007720307468,-0.8009628443845314,-0.8606567891610901,-0.8782132591434328,-0.5801559897726629,-0.7588917714266351,-0.9182140053922342,-0.9387272416941943,-0.8584239796503522,-0.8203243318753706,-0.8872251742172919,-0.8855771645236433,0.33228787592959463,-0.7806541228428184,-0.5857232553776208,-0.7472082247571114,-0.28385376910962806,-0.6904722414995669,-0.8775125868518083,-0.5917936845657801,-0.6311693862787339,-0.7446979025784307,-0.8212519328921307,-0.8654852798495785,1.287594158255377,-0.8559105935683874,-0.7738487514791964,-0.971230182215579,-1.0589503872424342,-0.6643870132055283
SIDM00411,0.753889569582701,-0.7039529000045485,-0.7534979505821443,-0.6326812681003888,-0.44728906652569406,-0.9011902589597667,1.5746350886119205,-0.9317559352348229,-0.8741008422761155,-0.8751107970847986,-0.8111263726981736,1.9036048048376704,-0.7357876570681425,-0.9105988981944562,-0.810879171308746,-0.9064546249468073,-0.7759887621902737,-0.586881561621476,-0.819120116218967,-0.9368311603997164,-0.9510931974153551,-0.8475259961065308,-0.9260614377448103,-0.9089431379695707,-0.8897158688449305,1.0213545958630252,1.1643071195832142,-0.15499677661485906,-0.8587264285190295,0.5283464327954751,1.686098338197207,-0.8290608345580072,-0.6021630510442157,0.4326706459158615,-1.024524844994824,-0.8807595216516256,-0.9414644380073763,1.2563709300384556,-0.9255097531743146,-0.7884355268642405,-1.0358062974470865,-1.0367764845397445,-0.8421787264080822
SIDM00374,0.772252364246889,-0.723279730191128,-0.8008764155194961,-0.801547549045699,-0.6810545987116339,-0.7475058953366741,1.67068355125548,-0.8354663174705016,-0.765424608248068,-0.8040554981622454,-0.8258901438005023,-0.5282859394735886,-0.6644262198344583,-0.8728376705748854,-0.7896371697326979,-0.9352357094046325,-0.9943949655059743,-0.5040621736832019,-0.6912179440543195,-0.8879593647365784,-0.8151195227496225,-0.837422442798216,-1.033931906473498,-0.8827961856613536,-0.8106551483016583,1.3318514950732607,-0.9344997878044368,-0.6511845234908384,-0.9137214161422971,-0.6583727071407932,-0.7946972046377996,-0.8457191531697941,-0.5595275801148929,-0.2954681970089175,-0.8934793882910935,-0.9355622435981111,-0.8236334614863239,1.3366726183839333,-0.8318974323601959,-0.7275480773497279,-0.8848166748441545,-1.0289383083959078,-0.6708879730806285
SIDM01160,0.5370462751495347,-0.6876792262686652,1.1975935381117777,-0.8369677345903639,-0.5664207366749398,-0.7410382694196462,1.70693616052413,-0.876160269597669,-0.7997013570633119,-0.8956891316672195,-0.8450455961335157,2.6505609870595523,-0.6709831882473283,-0.7765490815536371,-0.912949964934853,1.7579197676722016,-0.9075988410743072,-0.02594088813788435,-0.8783862874214046,-0.8914365691222259,-0.9665637638572459,-0.8260230405439506,-0.7542016661539822,-0.9383192998024853,0.0900316522689982,1.5832374274041439,1.802774142132477,2.524301179629378,-0.8963080100958102,-0.731697554316491,-0.4427384431659715,-0.8579470828947952,-0.7369040916581548,-0.1818750127438557,-0.8848798735371726,-0.87584053523745,-0.8855155065559254,1.0094852200345739,-0.8662436311852232,-0.6790773960700132,-0.9610793362401601,-1.0279850436688767,-0.8547836611584781
SIDM00145,1.1700001028900064,-0.8213770112264218,-0.7777107726539411,-0.7326658828774961,-0.6600057636005914,-0.8415403039741745,1.0635738967686386,-0.8075355527558052,-0.7786283544789097,-0.9277180055066865,-0.8810319659338463,0.6881209806556522,-0.6928917197287562,-0.8710721728212906,-0.8216387906616508,-1.0070283344174271,-0.9268764133869443,-0.6098723509605919,-0.7937875658026671,-0.8824775064049131,-0.7503239808815978,-0.7988025082122516,-1.006788618568477,-0.8171786676067262,-0.788114060292199,1.3710838568881571,-0.8993238569723369,-0.8844166179259514,-0.8466938303425005,-0.7171609727736457,-0.61863416348701,-0.7529370675098318,-0.6379704486874073,-0.6269456081870495,-0.9255240604475463,-0.9348394034022778,-0.8011482656007767,0.7588570011095207,-0.869273321651506,-0.7679266201784686,-0.9230243462238297,-1.0531303187408834,-0.7076373000208914
SIDM00975,0.7819289165563288,-0.7303749499621353,-0.7798032770468493,-0.8731238475470615,-0.7159240073285692,-0.675244047942476,1.5798641487956302,-0.9558491045611672,-0.8590430038593126,-0.9213722629446407,-0.9080360016772742,1.4378308616871227,-0.805910799454602,-0.9415941057708195,-0.8565822127343442,-0.8861868244414491,-0.9424285405608853,-0.6517733642784457,-0.8832361380672927,-1.0042535650114943,-0.924347989040296,-0.9168964374696728,-0.9863777642779702,-0.9403862556288981,-0.9007152153927988,0.598822890351677,-0.640093466488677,1.5499222582216663,-0.8140604101490666,0.9339080895219498,-0.7405074712678291,-0.8635456868561245,-0.6872838732318614,-0.6303897547029854,-0.9281528518327735,-0.8321559666999817,-0.883262293800077,1.172194849059782,-0.8525285158731231,0.11882736958252871,-1.0133179327784534,-1.0797088584968542,-0.8105042130133631
