,RPL35,RPL23,RPL3,RPL3L,RPL31,RPL4,RPL5,RPL32,RPL34,RPS11,RPS12,RPL36AL,RPL35A,RPL37A,RPL37,RPL38,RPL14,RPS15A,FAU,RPS16,RPL27,RPL24,RPL28,RPL27A,UBA52,RPL30,RPL36,RPS20,RPS19,RPS18,RPS4X,RPS4Y1,RPS5,RPL22L1,RPS6,RPLP2,RPL22,RPL18,RPL18A,RPL19,RPS3A,RPS27L,MRPL13,RPL15,RPL13,RPL41,RPL10,RPL11,RPL8,RPL9,RPL13A,RPS26,RPS25,RPS29,RPLP1,RPS27A,RPS28,RPS24,RSL24D1,RPS23,RPL10L
SIDM00680,3.8855058258399864,3.2164706220172947,-0.16317574961850684,-0.9091992564286004,2.2587075041033433,0.5578667656900625,3.643305883585583,2.6669243783476815,1.121526086829363,3.7367916676469313,3.791985253290849,2.7201143973643225,0.2196029178726957,0.2277969903627319,1.4757005824118477,2.1406890283268454,3.6008678827738168,3.861168775075377,3.7572720617271895,0.7532411357895542,3.4049589472099666,3.6934180761035673,-0.19822926189083356,-0.44152792989695944,0.2150778411643035,3.5053784670212296,1.0633948952013847,-0.36542275676727853,-0.5033263287341777,0.06741156725428443,-0.4806247049931663,-0.7162715288977793,3.6639910963099775,-0.45111380942073087,3.853384404148357,-0.47713337630468544,2.8840089154068282,2.1130638876080066,-0.8644629368604705,3.474862835820628,-0.09147409056711112,3.1507363139594644,1.281807029996563,3.0699348906667816,3.3327624380221725,2.383092866989164,1.3978544067748389,3.6727098153498194,3.6911549771853407,-0.3717034591778437,3.546235246948456,0.2890578071465103,3.3369753194018914,3.6013466644255243,3.661349731752352,-0.31470571689165916,0.2958160906723079,-0.4246811749508579,2.817239366012543,3.7956776172359947,-1.0004381675525815
SIDM00346,3.8019632956328873,3.226508074977906,-0.0703916038377177,-1.0128423779587896,1.956688841730891,0.533617303751209,3.647893752880588,2.6645219994330516,1.5113343259984782,3.694430765890471,3.926505595927524,2.798793392213588,0.20032341543751345,0.16401493311643267,2.0219474165777105,2.39748914085346,3.629574064850427,3.860063774038095,3.7892984815227773,0.6486828409192902,3.4904196116671926,3.882264780662466,-0.1911294752077157,-0.4822018067264993,0.5033558583387073,3.60163518077735,0.9413681446322898,-0.3487128487245015,-0.46420798317124595,0.407646841098241,-0.2556227663003059,-0.6828648599301936,3.690632387068575,-0.5881035809930867,3.7017646348964086,-0.6357934660165995,3.108270778838099,2.095940426245696,-0.8217541558016395,3.6243268941196236,-0.06568551319019632,3.024808606072779,1.7764799133591374,3.086893052294076,3.4559752540416717,1.9494261599859037,1.1492265361350473,3.616756764129158,3.7037370425761247,-0.3114052699208372,3.522122964340954,0.10338655073354841,3.505913954595774,3.6051981825023693,3.6163971634603005,-0.5250258832922142,0.04474594764738414,-0.28649395227802615,2.9898690716224583,3.724884591496727,-0.7477932140639142
SIDM00129,3.7003457212920776,2.7909919295461236,-0.07955425336713041,-0.638124134579947,1.2298030980957706,0.15305039865213105,3.069808256326694,2.2854042479193666,0.7153170267390406,3.471158799996774,3.62481268278332,1.629047065978906,-0.2639257121477195,0.004876659904197947,1.4435082929093588,2.100138423667003,2.9310975480773145,3.6276976691410474,3.7357342397824396,0.9956829134740268,3.2252982156492878,3.3451364903037737,-0.1765751130415963,-0.06488920583387772,1.2061746153810817,3.367428776682548,0.9676941431994043,-0.5099612791858258,-0.4416983092358616,0.149099319350309,-0.8199872943070657,3.228938303322757,3.5862869280633123,-0.5847746420078709,3.21760537728632,-0.5424757764614904,2.788086379825485,1.9515278241271985,-0.7355019367463541,3.127614795163873,-0.22566261129795817,3.2220577539688824,1.4083175929824814,2.708677556303477,3.1476427232703723,1.957928480736147,1.069013849152139,3.3112003855589016,3.82504337566453,-0.6762103505583951,3.236223580975189,0.18007865307955198,2.928393085417113,3.437859874213286,3.6833881031620566,-0.4485199241586213,0.3480166091256361,-0.5656367619079423,2.3264417027729496,3.4021100985081687,-0.9478299657267985
SIDM00627,4.017664708094164,3.0343183585650944,-0.39229172597116735,-0.7560866557187899,1.7490311590838579,0.4497844769287229,3.428524221397208,2.4406554666832654,0.7094559813639771,3.6538346008425306,3.495725574839066,2.531448011845592,0.1378832521448036,-0.014757741784558019,1.4369051201293124,1.9844792703488097,3.0168434043250074,3.7172626198653664,3.5770700620668463,0.5648493327027219,3.2605317239516776,3.5274317495870147,-0.2679607907164306,-0.392521786530947,0.2570647793822659,3.319715555492543,0.41599644052888685,-0.3349071712524464,-0.4387585481983345,-0.437261508362767,-0.3873394146985331,-0.6665285522650122,3.477852548305046,-0.49484412936915956,3.7292479293949277,-0.8129155333969098,2.80913806881975,1.962290906882059,-0.8440686052492492,3.3111870446313256,-0.3055046200300022,2.6804648973106286,1.723565245268572,2.76937292176637,3.1278215720950735,1.9936610015571108,0.7164116063547153,3.475425620188953,3.4326571453821826,-0.40170055004372923,3.341325749814122,0.4485694720694045,3.0996513126089402,3.5982413110822744,3.5616781916981535,-0.35958755405541865,-0.14682198618648165,-0.37050101422037657,2.4679028732707216,3.699282963019352,-0.9125697361450523
SIDM00293,4.031985891930204,3.2290001293997888,-0.38155858337582066,-0.8665090187191163,1.7908643043617525,0.4098446165820179,3.5596692063154958,2.6998698321624395,1.428559120590526,3.81738757559147,3.556655537999768,2.6237119974311627,0.4010373813428019,-0.10878358621858085,1.3903652619015832,2.4726257512960785,3.2025387539329166,3.979326331130814,3.7743415637238424,0.5655362951229174,3.3474276283310163,3.9211955246363854,-0.16628802831430967,0.31739187841889366,0.4507585866107253,3.5716168102655033,0.8591797368431058,-0.4038778770855107,-0.3274294566274323,-0.28965750833582066,-0.7697537607925395,3.0477201288690834,3.7208827095006294,-0.7814941389793996,3.6427400056918624,-0.7236473247841108,2.824488891568191,1.9317777678292487,-0.8622922666093318,3.6497009552046413,-0.12865275646049784,2.5744298424055296,1.807798288549223,3.0333737739009283,3.1680968460006422,2.720935020335063,0.6915592625801461,3.770153446446401,3.7310258684540094,-0.38494400452796607,3.284111961939296,1.1709420269220907,3.3921943755832427,3.4951884365055106,3.6034759901491147,-0.5629132651966751,0.33924137614606387,-0.4273968459177054,2.569911255843567,3.599555570007953,-0.9669167023848971
SIDM00274,3.879742752608446,3.128370603655907,-0.3028409900132661,-0.8628101593497344,1.5431346487542712,0.42027521866727524,3.584746758168212,2.4430795745887486,0.6931801554554095,3.9129782235323005,3.599123073829494,2.5838405183201214,0.2783955510279239,0.04770399862392345,1.7145127999564258,2.3665927402040587,3.3798883035020926,3.834196709805546,3.6764887371435107,1.3769095450764923,3.3791951281635573,3.884292615708615,-0.023327608577651336,0.25386929060693697,0.190253827894132,3.5263698264422496,0.8057058401299486,-0.3876182920216996,-0.3874007768638313,0.2472820250081854,-0.4906466791733473,-0.7919016222367099,3.759282700908257,-0.638551103422543,3.54213188327927,-0.5468877989425803,2.9590530975081535,2.172199495197783,-0.8403084396223536,3.5408608807267123,-0.2827757184404742,2.9493453419336393,1.6358349885887051,2.708213378597268,3.2628697860011764,2.0323738115415044,1.3462170298528617,3.7072499135225816,3.5200828896184047,-0.35977650542615536,3.5624383141769727,0.41437522729230597,3.2802757222536054,3.3775509175313774,3.500357200247235,0.047055436352085526,-0.23032655122745363,-0.3071766893745377,2.449563584987729,3.5098330495594223,-0.7373587935917139
SIDM00544,3.812335828102823,3.1755508557706986,-0.19692259682396618,-0.866087826220056,1.7567521991311008,0.6288607286106961,3.6281087789255717,2.5427358583007837,1.6899152363018366,3.7848564143357333,3.705147290220541,2.466069754981177,0.5951448748884693,0.3117003730406967,1.4390574474103477,2.4520659844314214,3.5045015840822322,3.752881250024971,3.710981150702227,0.8392152355852145,3.3511653768341367,3.7160540606179864,-0.20528595518882015,0.8574687146561473,0.9927890945690532,3.4791391030673657,1.2795487693402603,-0.3122155350917704,-0.3064887866135566,-0.2706725724728066,-0.4724590851618386,-0.9160954865198078,3.5649056494141065,0.4669433060569829,3.648038802648983,-0.605010934613757,2.2853006297315015,2.0215534520164886,-0.865407152696834,3.411293579623432,-0.13160368851898038,3.0216645031899634,1.5291720895992915,2.958113965662287,2.954189087897198,2.4259872476380107,1.3254697755778766,3.4337690005447086,3.506799442529528,-0.25903923122852796,3.3797419898687453,0.9251582155884985,3.0061659471578603,3.452341288489608,3.6317909772737584,-0.41850589660296816,0.29885470638691486,-0.4224551824274247,2.222986894209071,3.8350485428774523,-0.969228862842412
SIDM01006,3.835495291846481,3.2529396420447787,-0.21303430244946586,-0.9459197076818727,1.5203376117385232,0.9816100493078068,3.575510118443749,2.5448052012273963,0.7021727321566155,3.822116332186417,3.7281472303674024,3.017592639084779,0.28717440782108,-0.09592000580710784,1.3842654579257978,2.275891671888611,3.5040043017797857,3.934339840886499,3.885098561606245,0.9002048427920905,3.4807329890142555,3.6886977243301593,-0.09014543547046831,-0.3387497727499245,0.5693750023053991,3.5726308181374913,0.6339497196215634,-0.32087732958157505,-0.3908912892418874,-0.40080157012346174,-0.03197834307598853,-0.7930715080823431,3.790535304517072,-0.6289353057512503,3.526089377202295,-0.4722948747589065,3.1613356869554274,2.1234259702234053,-0.9207514126113548,3.4817393560813548,0.1038801984868946,3.041021234904672,1.4751522286739662,2.986191015492234,3.1610477577068257,2.1978363076064857,1.605401535484096,3.6460662565891733,3.6530073614872802,-0.3364229903384021,3.3026489516766753,-0.0063689383294044935,3.553523620196812,3.686810399358425,3.8443862241465587,-0.4901423736800564,0.3352306583559795,-0.40385209517931325,2.894824138167963,3.562867221826371,-0.8379712983174457
SIDM00302,3.8857830541596368,3.0371648667816635,-0.27904085881905283,-0.7525592277849565,1.563696938315537,0.4473893802822068,3.429228143774046,2.533092302352684,1.588202662642737,3.5697971361118936,3.494616560120074,2.6264949658676198,0.35291343197538977,0.13287709900474381,1.1983782109961718,1.9406194034930566,3.3679477995197753,3.7396643487629118,3.529236045108762,0.6399442513065365,3.168117258599667,3.708712684397783,-0.25835107229519383,0.07915093699692759,0.3302557465858751,3.2787198124894923,0.998503822194965,-0.5029452207963415,-0.41384094513339564,-0.3976253709213727,-0.37700222034377817,-0.7936904013742337,3.4401761179461174,-0.3486565222863261,3.571447500823171,-0.6479714233664484,2.695429333360578,1.873814018751314,-0.9026713085588495,3.2845584383354214,-0.16516168814103824,3.473938256813926,1.397783277833271,2.8622693131682317,3.3014424138006904,2.2842632997717476,1.1117799871164766,3.541527277182005,3.5274101582530535,-0.2698376533136118,3.2983236584847737,0.5538246121433302,3.090772870771745,3.3895250628567437,3.476056056782058,-0.3442778207467515,-0.13675283199910515,-0.3442166740709811,2.3388525442664974,3.5851257092657547,-0.8022066364371278
SIDM00549,3.9727723360696623,3.2653726757319825,-0.08925512367841558,-0.7687494653265439,1.8972193060666624,0.7660970480856099,3.629699252840062,2.631072249959766,1.3367338690589816,3.9051724565477746,3.7828601561012136,2.7021554070130365,0.1764243959360747,0.24308324909626325,1.5262584720351382,2.370217746519609,3.614355431821472,3.9603808685598936,3.8195171913658643,0.9816729591994903,3.399566399998974,3.81121569173862,-0.010085162905088261,-0.38759322522740575,0.4017022203859855,3.570260608464254,0.9646803253810197,-0.3920000733150369,-0.31742322607750845,0.07925587087526074,0.12185156744839948,-0.12100999945898111,3.77710883774124,-0.8214713971493348,3.682801150746189,-0.5166692148458424,3.159448356165746,2.116260915870499,-0.8862315108069665,3.7006280448208204,0.04401909372916564,3.0129175322002726,1.310099172717612,3.056933803568555,3.4535153666315614,2.3249113749151546,1.6161074214216717,3.7253975933845265,3.7323157819687376,-0.26425596954736735,3.4219186541723565,0.39553885303688985,3.4285033931018725,3.6248980666478507,3.6586760196782024,-0.35173880699085736,0.20426404699779027,-0.29033507479403814,2.606233310601622,3.8639165698927393,-0.8322735482472179
SIDM00292,3.7354706099242647,2.5107306384769768,-0.5777621522682366,-0.9673599028763085,1.0312139639867888,0.37443726794646437,3.3525978269223087,2.250707274859845,0.4433886247414112,3.5905892323518325,3.301898087383572,2.2460560832797913,-0.060662454834036476,0.11513581128808156,0.751113567822177,1.6994044387695628,2.65521059533428,3.7282843173567777,3.6430296929715604,0.5219833471283175,2.5211430784207187,3.7469608958090515,-0.43436723292243373,-0.4074128536193119,-0.12180570880940912,3.2990752959525182,0.7516702229468316,-0.37998691762456843,-0.5099366632358484,-0.48934449106987565,-0.8391913215212381,2.899870176224263,3.1584260414274254,-0.9317569704750142,3.2846959581677164,-0.7910337842323575,2.969697599354259,1.7678408326992667,-0.8680179258769639,2.901467348869365,0.008046099096794206,3.0089795140568807,1.2800196040446816,2.1987557527495616,2.2138892854616934,1.648986069157293,0.8675498275613106,3.437147217546009,3.430085329858505,-0.32660091850956646,2.823824697167753,-0.01154106314029922,2.9802740368980825,3.3022239159303566,3.5005319963635873,-0.5485908603210237,-0.04504140103944784,-0.5206194912251504,2.647123179215537,3.623310070592723,-1.0398213246637704
SIDM00623,3.761659875765449,2.9379281361349405,-0.20467732393055738,-0.8892292793453215,1.3684091310586448,0.6866078631916541,3.46877608927686,2.424967978192413,0.5038025187067587,3.693958358012638,3.588681674794944,2.6448733917889844,0.06182047890205089,0.6904092533414361,1.4946765212697204,2.180887884655918,3.3269199663516087,3.7227567196184337,3.6331993931760813,0.6257389386750879,3.374622204307472,3.720675325963538,-0.182304224732388,-0.13715856341458274,0.44976203710838036,3.365988639597874,0.7667602811171249,-0.32712037186125675,-0.46754739510949483,0.003980095632118811,-0.39404767232627325,3.2693858326188714,3.4564775584056058,-0.06981987982333229,3.5695224223030677,-0.5298346516725443,2.518816881694,1.986005702497118,-0.9032457803812564,3.315596538477113,0.4007228006627317,3.035640754224655,1.493368083773961,2.516470196495126,3.3738099623190467,2.0168623577805205,0.8607690631681428,3.548222861485779,3.492658499489578,-0.21681488604832783,3.326553290694995,-0.11333367953701215,3.261127888993129,3.4991360697397758,3.6379643838658553,-0.3539413374620057,-0.22878257375376754,-0.20649416356989417,2.707667200386447,3.688690991715097,-0.8806351279952326
SIDM00638,3.768573579562682,2.9604176560072952,-0.21332709643026948,-0.84235886258498,1.6281811286166517,0.8912883452017105,3.5631389074762194,2.2545609254760732,1.1391952821633453,3.6373629743161064,3.593226489063664,2.7748265029059445,0.34274232576620317,-0.07085280454655557,1.1253766047224334,2.057548392860113,3.189981602459595,3.8175562998584383,3.645101486388687,1.1069224425862034,3.4164955483362647,3.563326720741049,-0.06481923272551073,-0.41254259390003933,0.11889429528036824,3.4862611023458054,0.7254092555702211,-0.395375046742705,-0.38949758499819337,0.12171831656967415,-0.385225657612997,-0.6445789025430458,3.6486025891393865,-0.7470171552793786,3.593871582928534,-0.7836787330045032,2.8327845688429356,1.9019805935586491,-0.8110788390220152,3.212573986689953,-0.4889905809939441,3.130108669097532,1.992045897100946,2.430876646627413,3.2704387769175645,2.4238397522681154,1.0932987992315333,3.5721442586984407,3.523214877373824,-0.4042382575426065,3.2710795758321907,0.8113498368231797,3.0775200176356172,3.4181247047545527,3.6106421330182235,0.422550921065815,-0.28399357825106275,-0.382016439883168,2.5788196436185764,3.4439774628019606,-0.9101758958638696
SIDM00527,3.877540787145635,3.0439630693729973,-0.15791621467689038,-0.8742400684914228,1.5634544673377349,0.4865421221628181,3.530418267841671,2.420987025594512,1.0715136171156863,3.653033571113536,3.483970939982039,2.3640836375510417,0.09072236183391214,0.3344307052238294,1.1980594790663603,2.0778719102411145,3.310942698970054,3.6610863419284487,3.7004206382874982,0.650549756946118,3.287199037936008,3.777047533012066,-0.25733269764127,-0.052109089755226025,0.30833445028819295,3.4049170021733137,1.0528644248802432,-0.34049922262722654,-0.4443154118923963,-0.41439435358740234,-0.540316528047233,-0.67353085909783,3.559748996886637,0.27519241624265667,3.552862573805581,-0.7029841447743356,2.5611316058524327,1.9620390757457886,-0.8550984436792021,3.530437668915583,-0.04296635986991127,3.624530048740895,1.4485098028757604,2.9234968561065036,3.117398422879123,2.2279362725864797,0.9300914973642425,3.5007333090341355,3.6093657878477865,-0.14001016853564655,3.351527154734346,0.2995147001682334,3.2484459294870938,3.171454950452613,3.652741552677597,-0.45160092098765603,-0.08811059715046615,-0.4365077354458655,2.582530738862067,3.620682169146842,-0.8626117326672885
SIDM00976,3.9432363481282615,3.0130866399608154,-0.23061045350643036,-0.8262328782624296,1.3583168279315643,0.3067803046673804,3.2710019189370865,2.217417528249521,0.997252335196738,3.696645002657934,3.6583638248809462,2.741652567025345,0.09779788942265966,0.1479777286312714,1.1875974663354947,2.066575720854667,3.1520161532190434,3.799780798683635,3.676748853251237,0.7773148888776309,3.2486956240662215,3.743522157647149,-0.170844698987797,-0.3900868974667193,0.08586240586854318,3.468758108872037,1.0653409454990992,-0.3892763179786854,-0.38411413235066355,-0.19136821579888866,-0.301509888659667,-0.6803882061930752,3.491934206936684,-0.6852014497062523,3.395859117522663,-0.6073619084760534,2.571596009414518,1.949426122529727,-0.8251915832121907,3.615114584861741,-0.2773438795704465,3.386346298081877,1.7320466131194068,2.6170773119090662,3.026717955693343,2.058682105115368,0.9692628996742714,3.6888766999813503,3.686333363388686,-0.35953684906315886,3.2496947059693255,0.10703693150810892,2.9221087095177625,3.3350800007404597,3.542999800878645,-0.49704839484613167,-0.2170367852949078,-0.3826519418774747,2.092238445294211,3.491184376613001,-0.860769803376028
SIDM00316,3.9496305855841305,2.9356673427608424,-0.3443723070147549,-0.725952915129967,1.0584039056897898,0.33034067128538525,3.5384313359253623,2.4786621132668047,1.0617594986817775,3.7233807733572024,3.533006786119711,2.5764298035662323,0.16157014470788322,-0.09225545664413946,1.0879411106097339,2.041590207934012,3.376242575358313,3.808972359965884,3.772277637969363,0.4963572068760175,3.2946067285354865,3.7661529984120117,-0.1736300354206285,-0.7108833826659687,0.14071375036535358,3.4304889157509177,0.7022172815108217,-0.5006199353892723,-0.3091483712175859,-0.35570973850475546,-0.7004568252858295,-0.8242034913718326,3.717007876669288,-0.7776499467587813,3.565983663183654,-0.8535525022524648,2.589411312986659,2.022986498906235,-0.8877748868210433,3.505959292933946,0.10574867802480258,2.8834560443854484,1.542995905450309,2.8201872003830935,3.1723080189798094,2.2623721397390386,0.7388163824422237,3.5966109931580674,3.478784933976222,-0.5369858310317349,3.2417100346186944,0.4950137895977581,3.0801949342566988,3.316300937157643,3.540364380179312,-0.5112609607422222,-0.44752105797341757,-0.4682278395483629,2.135217889102807,3.6735588589663597,-0.7945807997700918
SIDM00326,4.013283598753381,3.019818702438439,-0.2748412037745193,-0.7769111699602578,1.2013466518369913,0.39991817139325997,3.441785107391063,2.3844120234963175,0.834799794074165,3.634494251119958,3.521097473873227,2.4283304807332184,-0.09202240931553014,-0.07954754577007787,1.2745012059772385,1.9960529535977534,3.232364345679268,3.778468342733736,3.6039528934217215,0.5209050316575784,3.215052375386428,3.8010707782937323,-0.31570965847659505,-0.7148659495771195,0.3730985186605452,3.4038715732292006,1.2126550316976386,-0.4841503211251634,-0.4765392383745421,-0.4907556488665626,-0.6139599517485838,-0.5653449822922619,3.2057359020592573,-0.8176686316061086,3.5861390644293576,-0.6307840677787022,2.870256925478719,1.9144436494076635,-0.8789710651570642,3.563378571644092,-0.361173635522695,2.9526932176688554,1.6841946931906038,2.6131089405210046,3.014137704892022,2.2486600336042053,0.9621785980989329,3.612095402389784,3.936419405274984,-0.6714948174057478,2.9227670497341554,0.8723509740403331,3.0875765725761686,3.3135039693286874,3.473146702435797,-0.5410637035765571,0.08782572708570019,-0.26947053511080277,2.3261701608226577,3.6474883119909025,-0.7682781434590267
SIDM01093,3.8222457559799463,2.7145072450616454,-0.38433556466519253,-0.7795622220981814,1.2060744645048105,0.17612963367468698,3.2376074802062202,2.2525677732430083,1.1427093788705502,3.422209233097524,3.1798374734322223,2.491735324622801,0.21242412819390302,-0.09536118223608155,1.379336545459242,1.7281954711115755,2.985845648383217,3.6219320937370503,3.607022919210108,0.57643203943726,2.8469844534361335,3.513219383288199,-0.25276361188585333,-0.672586274827555,0.13099610009082202,3.1304996990747487,0.938333533027931,-0.5904169199952556,-0.37617488073662797,-0.5395248119552899,-0.3970669587974311,-0.9379297297220768,3.250426555927701,-0.8686387791792017,3.0943933443922993,-0.7643501838746792,2.428952316974419,1.958482626179684,-0.868189083007092,3.5365157409723382,-0.2577281017764202,3.220256325639792,1.4354084582286843,2.289765338901837,3.3828745313109603,2.4739059994254045,0.521013578284763,3.4969086444303263,3.5233056823961686,-0.49723819356060206,2.8164438353279446,0.36754175275063844,3.015150607488377,3.131172226859978,3.489207874121637,-0.28635039945038954,-0.18340763735552917,-0.38759850329552864,1.9457070315646194,3.2431890048900542,-0.9031316176795784
SIDM01098,4.132683443796672,3.234023652561669,-0.10066712772471892,-0.7652329190813871,1.778430128805983,0.19030846174850052,3.696601463589536,2.7012444604934003,1.5763504256534646,4.030638359838916,3.745372228313507,2.87326750116559,0.22315053145724453,-0.09191776373508134,1.5546925759017483,2.6697684324698185,3.671233325671381,4.069973105273472,3.893743625696854,0.8048310334017783,3.525092156117321,3.8646729169097123,-0.11577291906074204,-0.5521933728301871,0.7415445138270584,3.6235625280939185,1.0431883656828158,-0.35779834289676743,-0.29496802981613773,-0.5583998024413585,-0.6414402555056109,-0.815307966628535,3.9098856641512967,-0.6124832897568557,3.8049539661307543,-0.5144191436481707,3.159611996232187,2.1612976752187407,-0.8319992885353725,4.0470576741678865,-0.34427395245558207,3.2963191560247567,0.88562519678776,3.2589769580531835,3.531309874262912,2.9692344455372455,1.0244614530775835,3.945466441586092,3.921898319747951,-0.6279390806252564,3.672931931717832,0.6854496925617648,3.53581312995963,3.579196448085601,3.612116807297194,-0.6913076930312326,0.40839460087138163,-0.437152260317098,2.6303565701514744,3.8435581337678393,-0.8546689533265522
SIDM00424,3.9424603922822623,3.0719778511155167,-0.08218593189805007,-0.8182650647262959,1.3849757264509384,0.532795337593068,3.5805489680701297,2.587032469299231,1.1302355532373087,3.657815156080106,3.625668259186668,2.5830243343309234,0.34630164356755555,0.26729758756810734,1.8528533653306374,2.1971098593876692,3.501630634605933,3.7817908139464818,3.788342869274122,1.0155002349347744,3.2814933951550684,3.8764083580359556,-0.1834797501056715,-0.5354027272859183,0.41990719553696143,3.4249902433824913,1.334802778347322,-0.44611814925179244,-0.32405126243189536,0.22904364693614176,-0.44479395545099876,3.711482653113286,3.6019568374903264,-0.531360852859014,3.6973705699445247,-0.5804788825626397,2.863570991682406,1.9556954263759407,-0.8087005007033127,3.5519358192094526,-0.06869809953938073,2.7888530586285714,1.7986378005944492,2.502269397406679,3.4042685844434883,2.160950840679497,1.3446868128596814,3.692303493028131,3.6371021388201137,-0.24094235180050885,3.198270295643859,0.19376508497927944,3.293257333446936,3.4409814804000525,3.520705746151877,-0.5980770478100027,0.13640219814129817,-0.13723364263314158,2.9382259992350845,3.685688827134945,-0.6684037217994528
SIDM00973,3.9048076071694044,2.986391042771681,-0.3842301419640139,-0.7769990554458972,1.062162800863206,0.1603280466700584,3.2150551996889463,2.35151226530765,2.32331456292734,3.6906072667637795,3.7197790977128955,2.680303380181346,0.1549546074776148,0.11791093411233433,1.2149109618396399,2.221080932113705,2.938814199337168,3.7357328046807123,3.8140729243399183,0.9324833706827685,3.1934404591602914,3.732962762437358,-0.1763401753701279,-0.7007527757157656,0.5597597200211167,3.3378482914387395,0.8660280277446569,-0.4606573770073376,-0.29132793302964166,0.19385772819359928,-0.7651975790588953,2.9800292613596318,3.3209397541510643,-0.4267989367557392,3.4905248558238777,-0.6993263256140242,2.4575274510819187,2.0375861502292385,-0.7820851763051679,3.5054824933036266,-0.2833215262462038,3.477270863650404,1.6794654435315755,2.4766688136060546,2.3418807812472378,2.5247483178234122,0.7869134232349729,3.4121712519712895,3.569643170052326,-0.4298155860430352,2.89664398872247,-0.198253766629952,3.3326832811718,3.1581950638687086,3.29758923633208,-0.6375465818291624,-0.13338210492336963,-0.4338143216080566,2.5563712435183623,3.577395786381168,-0.9374969448313784
SIDM00411,3.893102402859646,3.0714398294286065,-0.3648270801191174,-0.8345859926403458,1.197477415800027,0.30834339425301943,3.2204951779720874,2.267138732187038,1.61844958129537,3.4374186387895613,3.639878599908883,2.7553497337542168,0.09377203741032494,-0.06988036349802829,0.7550737509749619,2.108397079471729,3.0420712285512557,3.679574375646034,3.865050515886063,0.7487384966732679,3.294966309057302,3.74098078851355,-0.31609439157049585,-0.5217958289728514,0.26110703611917463,3.4110763216314224,0.616870864681187,-0.38234023772030445,-0.5464760433677646,-0.6028447880735804,-0.6134570203169872,3.184189166928408,3.1741575121982164,-0.10857560968544411,3.3132685419442622,-0.648517838131944,2.654279274693786,1.7311126769963474,-0.8431220806791149,3.6648338495150856,-0.17742208827707331,2.6560003840780166,1.7923927059296527,2.5609415029371156,2.703141840565264,1.9952165376407849,0.8343142047083801,3.3761539024965104,3.66641904778383,-0.39922257017270835,2.95660630247519,0.6492525345408084,3.381098947261392,3.260260168800934,3.5920061044676115,-0.12032005375323238,-0.3491972017163894,-0.3421090206768426,2.2492088883701764,3.704252514155999,-0.9768680442363255
SIDM00374,3.8609429542267892,3.0459683923842054,-0.18896075120110684,-0.9280686581122779,1.6405841907617225,0.45926145715270533,3.538862139499481,2.4646162967530283,0.14910266776592945,3.692567319771474,3.3588676584582164,2.5684504116851565,0.08913793944942051,0.10475907164489359,1.245981548044473,2.372052556032266,3.365430441385179,3.826478602278258,3.8421487233442617,0.7738888264333389,3.3137106331764485,3.911072396185892,-0.23769882534260922,-0.6921864304946496,0.26777878258522086,3.4738906260834272,1.1195461388881915,-0.4347477343923592,-0.3065466305487894,-0.14326267602610257,-0.3577952975892906,-0.8369130027728304,3.598317322862753,0.30478482812973307,3.5850121427331,-0.4826873799243604,2.5882241735482414,1.989256143177168,-0.8101819415836201,3.645158856855527,-0.07674568064940342,3.042437958728175,1.6616839218563164,2.776147820881948,2.9248770986210877,2.3970449383968138,1.209098755492466,3.6270400055777503,3.6635248227157455,-0.414418857355389,3.287725879904814,-0.0940383924979241,3.4055408361390396,3.486127305344898,3.5863652228210214,-0.4440517510186211,-0.009937223698221533,-0.32400951992131644,2.597091104082503,3.6866917910287724,-0.8589307319896188
SIDM01160,3.8527000314984154,3.121016214332456,-0.21824264574255203,-0.8267272199041028,1.3930520559373014,0.5516344342599611,3.3023366044298967,2.5873495152143438,1.3447791097438102,3.887877244198295,3.6990149588446224,2.764723970946097,-0.06952426067277136,0.3532736336540649,1.1109086231818237,2.156590468464453,3.408644382152661,3.8217595800452653,3.7439729602473797,1.4216662724095943,3.3591214557725517,3.7919865980066287,-0.09217516747057557,-0.8066416525678326,0.12928480059986786,3.5592152168658977,0.38173940750478347,-0.42162701957961707,-0.3386482619444553,-0.30156570177101416,-0.2550166261760373,-0.9106699231069496,3.7036442183199614,-0.5688223831989367,3.4703334690932217,-0.7916584230015709,3.0170932947331432,2.0779297039165825,-0.8126160672182863,3.8238922331535052,-0.06870278520548946,3.089169177909146,1.611277415975503,3.0737218652014064,3.254308656329144,2.1420371149953215,0.9533691499911543,3.681016695210668,3.5696915898859025,-0.3732199229706054,3.5369181525957147,0.3491934485745269,3.3173344899979096,3.5780813912579448,3.637180183248898,-0.06470319053985421,-0.3627927877309305,-0.3598445725486986,2.5976687327900194,3.589112925150745,-0.8499188255959135
