,METTL6,AHCY,SEPHS1,SEPHS2,METTL2B,HEMK1,GGT6,LCMT2,PAPSS1,PAPSS2,AHCYL1,GGT7,GGT5,MAT2B,MAT1A,LCMT1,CBS,AHCYL2,CTH,MAT2A
SIDM00627,0.3377028959848484,1.8493928739574013,0.6056567676590343,1.2036849327868833,0.06261940111484486,-0.40420814694387436,0.5786823329843969,0.5165886973417806,1.0471565169348755,0.19267433637299397,1.3177068616273806,-0.8787344269361476,-0.8969140836202573,1.6903404284663914,-0.7496943452971243,1.3931336121719127,-0.35188636264521406,0.4271482410704078,-0.8549516294440752,1.0651405135648873
SIDM00293,1.044277557643091,1.8882396224586098,1.7733650262508218,1.6700865963778013,0.4235833678968165,-0.3430255898812223,-0.8118780964052092,1.011592304676863,1.4111646724621423,-0.7873556943565811,1.46629841223324,-0.4266078153205224,-0.8338728923055385,0.6065695487840259,-0.7443086211607978,1.4705517583884051,1.6576132197052835,-0.5940959242163287,-0.584987599797183,0.9325903907511611
SIDM00274,0.40956928055692204,1.8239195276520812,1.072736249775161,2.0343081102396363,0.5642391425022312,-0.3245583762887539,-0.7869911202283967,0.025220978733388306,1.5722209387671333,2.12668011894983,1.6597259963944442,-0.39012924259364457,-0.8600494594809649,1.3634514081086444,-0.6752706869796166,1.8510450281690902,0.0986636167728814,-0.040536303025326,1.5846744205394196,1.5097207148035374
SIDM00544,0.8078572511411404,2.2870604756695836,1.9759700423315945,1.2779973341697737,1.0517671122427004,-0.20662816715536172,-0.7388765631626711,0.7854854321889176,1.901265651202717,-0.4349651432256087,1.3632471457764206,-0.3248867121527599,-0.480108486608002,2.038911827578791,-0.798800704656066,1.5184499868330688,1.4060273080636436,0.38347973977405986,0.7136618770435538,0.8721758962459606
SIDM01006,0.653283368981496,1.6636844603055072,1.1080253944613652,1.571781529284094,0.5540888249215746,-0.26936424963057026,-0.6301833676403643,0.8963670405021522,1.6503037723493785,-0.5805887940172665,0.8874861926164235,-0.689179650425223,-0.7983124245938347,1.6637954157773782,-0.8607146342629837,1.1985846904097697,0.6753265090422542,-0.039844904079096674,-0.1427660173006487,0.9026225563006192
SIDM00302,0.7227163643915581,1.3606276207606822,1.325100233478843,1.4298468145624263,0.4695927811918069,-0.28165310521509745,-0.8545249350159235,0.4715299532669091,1.5756135518249497,2.117878986809816,1.4760792643283585,-0.7808326820345401,-0.7615677585509885,1.7134953862110465,-0.8977578043098767,1.2511991959727184,0.35888443468923953,-0.5333271182707491,-0.3556443212967734,0.8481068662487112
SIDM00549,0.49771276859023544,1.6985358539528144,1.8928056541565712,1.6540860973715787,0.7439859734438202,-0.0863599941140601,-0.8228074477919635,0.9373703727490433,1.426078300096023,-0.7388870279474223,1.6718786801549803,-0.8677686524128343,-0.7651485044452138,1.6484956687567207,-0.9231220123879452,1.3846062228232003,0.9873117142309051,-0.4206984485577583,-0.255055717026948,1.2887261965144778
SIDM00292,0.17448889567539383,1.6918746889880236,1.1414993262048245,1.9543937975006012,0.6331539695638642,-0.4583113987283311,-0.8638267069714574,1.2508946912397323,1.4065789240267321,-0.7429393608601127,1.4002981651098612,-0.07607983208313165,-0.8512518041593761,0.7671993425924253,-0.8458873698548157,1.5236489275210043,-0.23542984889021204,-0.447080146404744,-0.1402833052438013,0.6575764175768783
SIDM00623,0.5899442939485637,1.4241862830631389,0.8666609125303115,2.0301546112908677,0.6664871643715912,-0.2910353382170591,-0.825273288837226,0.3405700136702115,1.2849605852636667,-0.7145418245065334,1.6029360599998272,-0.6766678386831216,-0.8030411744804948,1.5510559857518336,-0.829297532763038,1.2940236066123993,0.6762464257127861,0.0759368220216804,1.6294943915946034,1.0358529162541443
SIDM00638,0.31449387814792584,1.9009549233839205,1.219111026973309,1.5599389327775468,0.3113861386672466,-0.5065535258096338,0.287379978311854,0.7957127553833245,0.9884839867473165,0.8077509414413965,1.5665696104640223,-0.7765388148941442,-0.8214299692810049,1.9384770771643174,-0.8750758601961455,1.2582966814444594,-0.3603492525542978,-0.16373481353124544,0.9858242196120278,1.4457103198200913
SIDM00527,0.9757909192581157,1.7974048264028553,1.3252778015840911,1.6140612923882127,0.83542365357101,0.0687825268945157,-0.8018474228398558,0.6859308284212053,1.5088814803440818,-0.7432161506714846,1.2734587132727082,0.011632502894561561,-0.7736623967797888,1.2032472643920678,-0.47192135545236924,1.2635241144967575,1.0975122507793056,-0.01718177675664536,0.6731021408979093,0.9737366178943213
SIDM00976,0.88311294773033,1.348889867730799,0.652857342794764,1.662668251169857,0.6058724964427918,-0.32279655900674403,-0.8196917348809358,0.4305449027489321,0.9802400498274324,0.9370854623454372,1.6763349953475188,-0.4857590782415306,-0.18013656898904618,1.329027202990889,-0.8691675244114445,1.3019747504355468,0.1520537002194827,-0.22842948477828753,0.42393757620341677,0.99394854966103
SIDM00316,0.8072187229886779,1.183110846970793,1.2091320331266657,1.563640775316052,0.7651570209820748,-0.025111922111266116,-0.7779814165886626,0.44965552504352674,1.4698594912156284,-0.04249801511601281,1.4097749015946075,-0.6279624353608475,-0.8031867663089461,1.3795139230618427,-0.8861870092074062,1.4452711035641352,-0.19451984860506621,-0.24907979356611376,-0.6502678668213366,1.128213485841493
SIDM00326,0.3839112512588846,1.8164547667610722,1.295483109109234,1.196637677770508,0.38656547124757257,-0.04997041281239506,-0.7566252906776457,0.5446460486695298,1.4152157579961184,0.32718287446237204,1.5618872201495098,-0.49814668957911773,-0.6995227199883767,1.4291834542383104,-0.8804202788275486,1.267310005127653,0.5210319760533714,-0.20879818896340677,-0.6914919148252299,0.9389838341049959
SIDM01093,0.6197181992902759,1.6980765327562917,1.5189637791772708,1.340289307666968,0.5167000405037697,-0.27044664412027264,-0.773498884237636,0.8242182290770439,1.2404758305665708,2.1191153596964956,1.763762271003182,-0.590012005938319,-0.7990839161242501,1.4609341884023193,-0.8687393728771692,1.1656344994598804,1.0327451866152355,0.050659482813924656,0.27104299639771706,1.1079013744366928
SIDM01098,0.7838473887175318,1.7589168180831762,1.6114781649408747,1.2610276521222672,0.7874457056129236,-0.15224711167845165,-0.7070234938488833,0.7688376267575914,2.1892890997988372,0.7457319975928838,1.4038891669775269,-0.4692101303972855,-0.7177945030035504,0.9438745728264112,-0.6310287742665164,1.3517178701628418,0.9831806829997513,-0.22941198676016125,-0.27636310549637816,0.9067580902906387
SIDM00424,0.9481328268492564,1.7804918015707556,1.4984218807364547,1.4732909594753232,0.6328291375259674,-0.4020445669237583,-0.6975776679850124,0.05123238132190052,1.901750592255852,-0.7547348264379341,1.455896913648638,-0.7411212808026231,-0.7686655951594042,1.4369791525365734,-0.7709479493219296,1.2620070088533524,1.4200180463638299,-0.396474715131885,0.4139922838513641,1.2931289307971077
SIDM00973,1.0419413982211954,1.4821053269132385,0.5952810192412962,1.6557881799043728,1.1663841399615842,-0.05887657137984668,-0.6853632410822416,0.027211389221177565,1.0222377076107902,0.8768546819480786,1.5030355263082018,0.10834273248842416,-0.6901697502307406,1.0650005329508452,-0.6934992101374822,1.1453292181501815,0.02340422104948153,0.04776915043412389,-0.09085940526497902,0.7063631892868986
SIDM00411,0.42584622889039325,1.9467707702118886,1.3110492137274465,1.4470482411921413,0.2733089252454592,-0.3290405074594198,-0.6881765430769912,0.5756963805072447,1.526196959355776,-0.4825133779414611,0.9945429747585548,-0.6007369172578729,-0.8019788339398263,1.7453248321646087,-0.626357700584713,1.292730549045066,0.768009211992288,-0.4891787485263439,-0.4441842703925752,0.8908440871588016
SIDM00374,0.418689593357487,1.7863684749307542,1.00132508002305,2.158234688878778,0.41400576053254007,-0.29336683657278495,-0.6595552402940041,0.2908683873562956,1.4119257030509569,-0.732018101558128,1.5097327954803685,-0.7571779975665375,-0.7325971602687631,1.5225627774489432,-0.7529952934033878,1.1786928479416028,-0.8391053293524017,-0.3764982281352298,1.6598371710485107,0.8858528999851495
SIDM01160,0.6840954418518587,2.101393824365457,1.3747924416317399,1.7804598418978665,0.2570306267087007,-0.5599568555939132,0.329180766506495,0.6947563560775565,1.3099135755011566,-0.3106272918294648,1.4734202846341202,-0.4814752137672374,-0.7253519287906132,1.7879731699785535,-0.7803769364169093,1.5901436258179378,1.0544078978098332,-0.34134230409717353,-0.45284868971706244,1.1141082554685378
SIDM00145,0.7563095064640852,1.965511795863268,2.1740473871437174,1.740938940013323,0.8165795533630874,0.17552635985160184,-0.7825277371640038,1.031570663094096,1.52213107026093,-0.768605883910916,1.1549468006005053,-0.634250286591854,-0.8211637822852422,1.6593341603466325,-0.6619812394780245,1.515298526776188,0.4633839731721365,-0.15376036662048276,-0.07652992448317777,1.1287722052826274
SIDM00975,0.5406666571860561,1.4134309898661856,0.9873169705933134,1.8418654356241824,0.8390183618919679,-0.15887047663821363,-0.7478158455548596,0.5239969529372626,1.733056827436512,-0.2877785204319045,1.4129188939442154,0.0017566462595581228,-0.8642066715882981,1.3652543473296745,-0.7602947399638823,1.1670895418481362,1.0473818366209493,0.18475607078141362,0.19962233101129895,0.5379795759188968
SIDM00971,0.4518894819083664,1.573387514246652,1.401948304920728,2.1165203362236444,0.4662279707687425,0.03179942534198758,-0.4423186809607951,0.5824144936540724,1.685350144606191,2.82286926921648,1.5908245202059548,-0.7174251162261149,-0.7996414957018937,1.2418590007175878,-0.7352344818610357,1.53498085674719,0.19462017932186257,-0.27800266607623736,0.13463674619007832,0.7956783527624689
SIDM00251,0.42520256493612535,1.4475482941064586,1.5784966948365464,1.6605356037797747,0.5055465596579979,-0.25592141314070055,-0.7562261582966917,-0.4897415861797393,2.0357709089208615,-0.1458629942175277,1.5035228511238719,-0.7955071221392701,-0.770400595614825,1.506210880148492,-0.725205784799272,1.094858986557744,-0.8619362359399434,0.13922994238706077,0.8229396327382039,1.2312131498483725
SIDM00412,0.7038439763051106,1.902861034823358,2.2485042531237327,2.543951733828689,0.4303319551573382,-0.2225413897661403,-0.7068480993028908,0.3189466774926857,1.6411292084768359,-0.5492573028336589,1.304195173766913,-0.7331628582657309,-0.7544127842934347,1.6022862903508737,-0.7578124630250992,1.5920553891927496,-0.6077284184443622,-0.3581402134985526,0.6940538583354013,1.4610381731559512
SIDM00023,0.5091098680873211,2.2048868564511386,1.1986611389537711,1.8120394143472174,0.46316696454500983,-0.3851771579373087,0.07167672088754554,0.9523835596707892,1.3317783688691953,1.270522986254296,1.54635155617931,-0.3103681929288174,-0.7895855556035226,1.121059210497905,-0.8623184324008106,1.5459681660970543,-0.021800160172781583,-0.09976271264719931,-0.37323988544758363,0.6272713139689725
SIDM01198,0.6559434426541279,1.5973573956443519,1.5448810239716575,1.7187177953651651,0.7633764672764037,-0.2381432545544853,-0.6795660699125508,0.16651206272862293,1.1010242478846939,-0.6930685620524378,1.3220541590926134,-0.7079188084468251,-0.7434708546577324,1.6363246727060454,-0.7756172425701018,1.001564966689806,1.0258377863837327,0.060546879912293225,1.4478610066163335,0.8774878117037154
SIDM00441,0.7209162571929687,1.6925695340946638,1.7476277981653778,2.104393690467513,0.518958284492106,-0.20181347243687586,-0.7803577015924714,0.9876298797198649,1.8537822822983052,-0.551584230723262,1.31902176193884,-0.5626549372898738,-0.7230877646732304,1.5384136817562344,-0.8084325952377021,1.0005070045098963,-0.7094491548578314,-0.31893238616055086,-0.12919376695166648,1.2406727822991972
SIDM00388,0.5809909015966283,1.8275032422371291,2.170570306900393,1.5229321728157181,0.5025974708599346,0.180835861477266,-0.7509932115565352,0.5262030446488674,1.5087374957341344,-0.712999033516018,1.5936319196889328,-0.7358183532033562,-0.7326106281842112,1.6125387390857164,-0.8091848796619524,1.566951646143473,1.080684312999367,-0.23489690125507479,0.3627578073555128,1.3631540971210545
SIDM00417,0.9722720527804981,1.536424921217112,1.4173718297309084,1.941400152563254,0.9089714835362657,-0.26493292786251105,-0.8144955940683202,0.6297070934733229,2.1440448783849617,-0.6315194101127901,0.9441396518515424,-0.8584793592440416,-0.67673301418939,1.3329776135034699,-0.7542277535442233,1.507283879467695,1.047674552513338,0.5276287758872397,1.247942115381445,0.858377392092606
SIDM00416,0.9901709177024518,1.6355824854621148,1.4117090561984014,1.8505410937466082,0.3992996096037234,-0.018604904715221603,-0.6746791659969413,0.46854802380261273,1.4808874736024673,-0.6849737086974285,0.9861004143542917,-0.6256695083202645,-0.7734160773876739,1.8795445921841536,-0.789248446336106,1.2221379103947376,0.34192834011778805,-0.5867894084361227,1.6940647487248133,1.4064610339613772
SIDM00974,1.2179275904430684,1.9387809724739575,0.17340760193829033,1.585825772706848,0.846865933993939,0.21761663861887862,-0.6680386012123223,0.28589055401796254,1.3708497631325154,-0.7534796708480143,1.2398579737936295,-0.22162663193271687,-0.7864739687128485,1.384862837070625,-0.14137407585633266,1.64296027470757,0.9504490212921696,-0.14650006342444163,0.20469557400308835,1.138003619242658
SIDM00833,0.06694089366359532,1.7001614854783813,1.3035791572230595,1.2942460674712435,0.41110586507479396,-0.25967975376768054,-0.4289069941312484,0.7376912756515859,1.6553220118351384,-0.14272244339654402,0.8647869050838985,-0.5493682077054477,-0.8347619443816768,1.8486800658090903,-0.8283340031147944,1.4679558016568406,0.3624971477031284,-0.19462570435025212,1.301846981026058,1.2100463522964986
SIDM00562,0.8771465745554697,2.0900281172019515,1.7947842578516777,1.9784957398312881,0.5001617533337714,-0.07841634740457454,1.1012236569468592,0.8704358940912797,1.4933536418423652,-0.5172462432395052,1.4860954544329,-0.7304264507090888,-0.8458312629296166,1.2130698679509007,-0.816014333623151,1.224121282323647,0.9602451417008169,0.13617128244934273,0.5831676682376125,1.1303759959275923
SIDM01102,0.8464832568712787,1.7139079036846585,1.0637361489913704,1.8564397927087501,0.44293971319972836,-0.2526210907566444,-0.6904966521424105,0.046613503341415785,0.8531292670189599,-0.7134058218181067,1.5588351196317045,-0.7911955867500962,-0.7545887143715503,1.4592841339112617,-0.14349040680255654,1.6326081167505957,0.6513025398355172,-0.6262065728541505,1.860110188300265,0.3024279763594324
SIDM00418,1.0440849126039196,1.5368271354389367,1.4622233603600745,1.5301988428495252,0.9422350332003693,-0.03200426635886056,-0.724224067425545,0.45895908400707575,1.0255720243360271,-0.6742554926387472,1.3515876431377192,-0.511967550309996,-0.8433801554221058,1.1832354544173909,-0.6591636794141764,1.4647137217134238,0.8153158642407772,-0.2526244069739915,0.5993302312953136,0.7739963056312743
SIDM00841,0.9132673970616519,2.1569650994056535,1.5301816561744228,1.6747818876468898,0.732945505174661,-0.056506104764100624,-0.568554921718595,0.5012621019646868,0.6332235911555855,-0.6419110290496592,1.2066466634358821,-0.09575710505697206,-0.4569978387545767,0.9524296341899245,-0.5858992755505819,1.2699056351342566,0.8339988345104817,-0.46787598623860677,-0.45196291950527695,1.4024267724024893
SIDM00260,0.7760212221193076,1.8000466129968362,1.3647236103149842,2.0143988442265672,0.3529615368462371,-0.4659900775759864,-0.8043272384956192,0.46798687620361995,1.3865904069458825,-0.7281107498379977,1.8137417049511155,-0.7701856180055198,-0.830448176679511,1.4439899895523534,-0.7799230821639903,1.9428210564258646,-0.7206755429543074,-0.4485296864395902,0.3523792083612412,0.841717595109028
SIDM00111,0.48315497031890886,1.2128066027874482,1.0179247267009743,1.2846416437126957,0.7060828202338214,-0.3017773570808483,-0.7936582757567059,0.9318251178678434,1.7264664271389596,0.7883749213081163,2.258564540588354,-0.5263074299497849,-0.8471891117265063,1.6068879098499134,-0.790706147117389,1.2744552492072685,1.068651954509132,-0.24140858315221508,1.581602637466182,0.9017263345368968
SIDM01179,0.40753303640204824,1.4950332565021847,1.3776195518668692,1.4976785637427197,0.6754032879782907,-0.4271191539834397,-0.8326541466144853,0.13192758861856443,1.207079577910956,-0.22027184491139343,1.4340555468622938,-0.46285209874590055,-0.793323389585356,1.3470387483237845,-0.8156524405154996,1.3595395479547472,0.8290236107808889,0.07124830324278571,-0.3195285406625496,1.1979827617997536
SIDM00351,1.149905699194345,2.1539568463501673,1.4010496420710394,1.312570953813143,0.6116387100936512,-0.196920951693595,-0.6746042215605897,0.28687129038413356,0.8605608223509877,-0.45236922679023683,1.149964711205998,-0.8095094614382351,-0.6463640277366566,1.8474357334773555,-0.8043602820326142,1.439709538405039,-0.44042076167444255,-0.5373841548179634,-0.5410615501674507,1.4807008549003495
SIDM01205,0.742604781650176,2.192413920814064,1.0039791513990142,1.7404137456685442,0.24498467892302078,0.08416238447512726,-0.7309789682116012,0.13422984389554238,1.7671973639899419,-0.6777327655746379,1.577347274615041,-0.7640568185911705,-0.48837099067207934,1.4259626677876014,-0.8576450182114517,1.6119751738580168,0.13519165501197367,-0.33962585947398344,0.6302771973300737,0.26179006675532307
SIDM01095,0.80651587991499,1.9215906826302103,1.8423437449554543,1.9539457593492557,0.6033822239959709,-0.25560485169873937,-0.7593392523837249,0.5310905385367818,1.3966072145749844,-0.3797979419944913,1.3525988277563132,0.10534886827512281,-0.7570381634681582,0.9966909896020527,-0.7131491064352135,1.1103257981214771,0.804668582751849,-0.24306605838663872,0.40165000502086545,1.3142360015957133
SIDM01159,0.7606889187450925,1.1524984181189903,1.2541637821848655,1.7609250181270864,0.5243118542055766,-0.16367836205980948,-0.8041436266323782,0.1229069847293783,1.8469618774012677,-0.7555533926291393,1.4672921047885075,-0.08724307928891806,-0.7267039500526602,1.794864708668903,-0.78811227706552,1.2635369304846007,0.9804904320227048,-0.17445838138402228,0.022740667610551404,1.2314816490515943
SIDM01183,0.6871428867342976,1.7121700953641132,1.3355117067104576,1.9303020677129186,0.5085197624693362,-0.4765515595929977,-0.6858732056419204,0.48892351410204454,1.4201140764632294,1.264624521673654,1.705671139302506,-0.5845626157842535,-0.8143313632032528,0.5929329479431199,-0.8236581961690548,1.2740127478832541,1.1634771259449639,-0.4728138993099537,0.06728696749267116,0.9008430464958529
SIDM00328,0.7790586902493212,1.9681378650748595,1.523412336158226,1.5158280884106747,0.18993169910639823,-0.2802739849899751,-0.7644503787125602,0.6507077194764003,1.5466361503055488,0.42597075720972016,1.724282931593743,-0.34938317016945436,-0.7794841025865048,1.6833625861497397,-0.8559774924762581,1.1603975854200719,1.29977641013531,-0.1355839114468695,1.1599601883468509,1.436593953427014
SIDM00389,1.0306151772669703,1.917437154419365,1.4195082570572133,1.9678389369984846,0.7935532765836006,-0.19736855310005053,-0.7579969225468106,0.6391267895704631,1.598987007404508,-0.6055178553323911,0.9664239428060817,-0.7132704551924139,-0.7224059918037931,1.5579461083537132,-0.7954729387600874,1.1867931402237113,0.9136879628877067,-0.6474607518103446,0.44491259254424803,1.381592392617862
SIDM00489,0.6467345204954371,2.3480979165194817,1.2367322126145097,1.8115191279388425,0.526862173765601,0.10837694827187909,-0.735310658764916,0.8805454122694493,1.473987371167463,-0.7900241082008157,1.962842234998501,-0.8344349772327498,-0.7816412960544615,1.3226201214265896,-0.7094807539817646,1.5430366253727028,-0.8374957406897968,-0.4463529741766114,0.12965910595339558,0.8448621111572548
SIDM00953,-0.019677332459132724,2.195391467221915,1.552433684324511,1.66996279239413,0.6127468542094762,-0.34014058907292066,-0.8277174229464871,1.350928365173251,2.4606584647088128,-0.6847576250275241,1.4630572639181778,-0.17024263707530027,-0.7802741665308023,1.3981292490872075,-0.7701012877126867,1.4427003139854682,1.3927962087837322,-0.7089241752086102,0.3158149516685601,1.2183999283952025
SIDM01245,0.4081318360615007,1.6012716253328843,1.72531051939841,2.0311410851135023,0.7556996529224518,-0.041100525998742844,-0.7670606838494606,-0.045002772984520746,1.7161968879422445,-0.7384468020095949,1.6381154051790734,-0.5892551175451097,-0.7670785709405539,1.673611247595523,-0.818118605794417,1.7475076135189875,-0.7315051845535457,-0.2803568371184259,-0.12654941293959573,0.7307184866274757
SIDM00929,0.6653266993983631,1.2234364555081059,1.167532265162674,1.1653088057975178,0.5053495809316626,-0.15564554145814574,-0.7892402284944369,0.37352971515232447,2.075595205530655,1.2150399607869238,1.5607969607297312,-0.490968153970515,-0.8350994953578244,1.4063466796114419,-0.8084924078224183,1.0783307108203666,0.5147614558864793,-0.05540770644450819,0.5774033321233264,0.6909859771253554
SIDM00732,0.6894829142547326,1.4109998102535457,1.2280841597688101,1.3645089020549352,0.9511115688009457,0.331284619277157,-0.765155021115579,0.3279491892836183,1.7945854918342035,1.0425722330692189,1.8679618652212902,-0.18364792590300696,-0.7981967427144588,1.2865131164176051,-0.7149338365141773,1.2262982465294894,1.1522770776475588,-0.2936088252416246,1.5324345390554006,0.5364582099235154
SIDM01047,0.6655119170187423,1.821092177987586,1.288990269125777,1.7017606293509469,0.6920213904707685,-0.09310702931441321,-0.763958289847939,0.7859334892257587,1.4383361252869304,-0.6001141585447505,1.4319122986590824,-0.5070426344840884,-0.26024240722140657,1.8051393780618759,-0.7604799898610443,1.1734813362410315,1.475161544212445,-0.3332191636494917,0.9765547868192584,0.788204016415972
SIDM01229,0.12892983592247148,2.3068144976276583,1.5272805775197067,0.9036122208097894,0.10944982722802463,-0.34508402855856074,-0.6919910801415249,-0.010317736187950897,1.7267630264060192,-0.6949218056186577,1.5254317628237446,0.3086878576627824,-0.8621756161614823,1.2499043886920957,-0.7977385893348287,1.3649243948519099,1.3509406005303406,-0.4989183052534741,0.15144389525447785,0.5421066569444429
SIDM00540,0.20112075748974495,1.41947648342106,0.635684674186777,1.7816016402671886,0.1890427990538971,-0.3657196437689821,-0.7171686169309175,0.5993424671612533,0.736595922962346,-0.45578632676056335,1.3596947070271002,-0.7178362640089765,-0.8386922706592247,1.5978939424844616,-0.8573688674897963,1.2643329693237457,-0.8235091747529928,-0.052809875392075746,-0.35771342612673973,0.3137975932391241
SIDM00264,0.8835193391835746,1.8224813232389248,1.4253939033962415,2.0756672083571477,0.6991621549982011,-0.2287886092464187,-0.8142156243906798,0.6510694388678318,1.4153433405824074,-0.7226852265281102,1.3997201615191635,-0.46099171579275866,-0.8117772777967348,1.2913851649606036,-0.8579869467928438,1.1163081495090774,1.7036386299966524,-0.039785857273570556,0.7698166001596143,1.0705338168612277
SIDM00842,0.30091747793063955,1.9926080918317357,1.5104884974255617,1.4618569647896238,0.5618732260452336,-0.0631120014470808,-0.7495333878935266,-0.053778257145593436,1.7255389416128997,-0.731902146380288,1.9001606892018499,0.1176510838968962,-0.8200400910046427,1.1102591152066372,-0.7932712742167818,1.4616751541205268,1.6771483853734785,0.3400856061678121,1.4321518619696458,0.626288250748574
SIDM00923,0.5902440917186003,2.1845381055482216,1.467805307062169,1.0932544582934192,0.5906678483744281,-0.30560682968426855,-0.7787851706951112,0.6049494056612699,1.040846812753719,-0.20699655554638302,1.3077166219587657,-0.7848409973381854,-0.8037200234807542,1.4330412811482953,-0.8391269381895465,1.0284989190434188,-0.0076354659223416155,-0.24391698832061595,0.31645360639280257,0.8234134786139184
SIDM00120,0.6494356724605217,1.7721973613613378,1.151523760563262,1.468542809439623,0.5428722080457894,-0.2907174358182196,-0.7899579849970254,0.7207617677341248,1.2472107876810794,0.33444490188146164,1.3965417906084676,-0.7170683930473035,-0.8099318732020121,1.373044074725364,-0.7768662405335255,1.0883713323432025,0.36822806669316827,-0.2812265361872195,-0.19351781041334595,0.6738852228159966
SIDM00900,0.6066179211784942,1.4395138414265702,1.2793007634226283,1.3279322691650872,0.4044710915473983,-0.4024485651233062,-0.6539680687189117,0.38584982326650996,1.4493245525591836,-0.4888836592689864,1.611220239396419,-0.6204622772752203,-0.801948775110712,1.5751240124640746,-0.7898440911951536,0.9744991195599718,1.477761822104826,-0.4599340032455322,1.8840190235030176,1.0441025065725578
SIDM00962,0.4344942188163783,1.8899458847284982,1.3441318503594348,1.6964723106675266,0.7427713551268316,-0.0770658523227631,-0.7619009385501285,0.2935673536918442,1.3246921989751823,-0.7229557906306159,1.6638219806984442,-0.7186921768154837,-0.577659767338651,1.651395000336777,-0.7326667071525172,1.2350246872657007,1.260053145358354,-0.3709955448386432,0.07109624726220293,0.8875663796902243
SIDM00889,0.8538486146013491,1.9610467788803543,1.4402131742759214,1.2017759102571899,1.5238082673120659,-0.28455204790798094,-0.7860790336657003,0.6912547204695205,1.8051951508303292,-0.650590447134776,1.1056554947061452,-0.5786001161989689,-0.7803155769003325,1.7391614843885885,-0.8572198495162634,1.5513110335839837,1.1476102130361863,-0.12003283207915227,0.048858848712495656,0.8932985246912687
SIDM00864,0.83248302007994,2.1791063860283235,0.685630029854662,1.1660655195627847,-0.04766797494451622,-0.4235480908449186,0.2517124861686334,0.49381740749554626,1.0413975623570988,-0.6937697752724619,1.3503426215545788,-0.3894996315634038,-0.7973822838519624,1.4445712307649707,-0.8664535521724329,1.0817200362021142,0.36323956734085383,-0.5438724426352558,-0.6377357481089067,0.7637755017514292
SIDM00233,1.2095205295957425,1.4975554397748698,1.0410669230071625,1.5439644416416924,1.0495713934812976,0.49055141910263006,-0.8031473029045199,0.31765934418400155,1.671705983004738,-0.6996549911001915,1.482490599007982,-0.7879046689175059,-0.7468844172405512,1.6752524975957375,-0.7993167616355111,1.6240566913009558,-0.8428376887684398,0.5417577299660303,1.8770279303128283,0.6575560339698797
SIDM01233,0.47857858331067765,2.1275881081231782,1.4200001609210586,1.798710816944362,0.5171720643425755,-0.27090554001148925,-0.8343000105168681,0.13495440593862904,1.6128260958581109,-0.06212166662519506,1.1184239970492496,-0.04224400655183796,-0.8152769176148066,1.139015473774008,-0.644639183451403,1.3585685227294377,0.4620596506677187,-0.027023532221610698,0.00748585319927599,0.21809650975349412
SIDM00964,0.4306111507480753,1.8216317640597979,0.4299802304051434,1.2336856633757705,0.22721322423107435,-0.3719001868554125,-0.4802090378224983,0.6907647226909391,1.0376079230082116,-0.6006420687440562,1.4473265950481087,-0.8125369869689151,-0.9262849199787306,1.692400243176597,-0.8763372630993069,1.1388682142730082,0.608822276116598,-0.2909550236222307,0.34832059655494646,0.5450462979858459
SIDM00196,0.6775399872622639,2.1145627195940495,0.9792815383025849,1.3282046900231101,1.0207669921489781,-0.04155493626698242,-0.8357007613462881,0.7304252625219834,2.017427636546327,-0.77658180687965,1.791916538867575,-0.34198922017333916,-0.731363562816421,1.5807382593486456,-0.850929946169231,1.2943024725670502,1.0025581920882558,0.3254132479297003,1.0957279854839888,0.6292695012972123
SIDM00287,0.8695922472122412,1.8986599324271096,1.6021765420460374,1.242875777884511,0.7120815345974182,-0.2971902181013258,-0.7399557385836733,-0.04930016300037561,1.7694194042132114,-0.7546812067356974,1.4516139915627573,-0.36636555350859346,-0.755614001325345,1.4240624245865783,-0.8410605241006972,1.5504310277501387,1.1828561787438663,-0.09511107285811701,-0.22151012997670794,0.6408508893360702
SIDM00501,0.40768152020836174,1.7850385788426688,0.7701495472397955,1.0912899280699269,0.29725877650589255,-0.3741169311327061,-0.010644549937238585,0.7244331430827253,0.9416701375528068,0.28798768683578463,1.2044162118635753,-0.8194082060938208,-0.7367370388113,1.3391798549637886,-0.8859049979859779,1.3950284183959578,-0.35163119870162945,-0.6522492143489169,-0.14010683342499242,0.7770526388267844
SIDM01237,0.40725168485549995,2.269554968292056,1.3844921176623948,2.339904860676649,0.5105259312536304,-0.33795879652614086,-0.6825273696131628,0.35815132020943574,1.8029934516161124,-0.7907686503331044,0.9656456312634012,-0.5720126485975959,-0.6466908268783245,1.1994367234128072,0.6155226577376749,1.611881328759403,0.9108435957145854,-0.3464188556562911,0.6014119749487454,0.676620984443776
SIDM01228,0.7419140784107152,1.673602993064839,1.2522051363885254,1.2310551872304527,0.5509953532675571,-0.33098040050764654,-0.76969148035409,0.7234289691352281,1.9883335949006535,-0.7045115413746098,1.9612650788412156,-0.2111436963668429,-0.7973394599893511,1.4783099982612542,-0.9069893164973745,1.2141431217796206,1.1301424658162413,-0.33561209093210975,2.211536969127088,0.6340104255179865
