,CACNA2D1,CACNB1,CACNB2,UQCR10,CACNB3,CACNB4,CACNG1,CACNG8,RYR2,CACNG6,ATP2A2,CACNG7,TPM2,TPM1,ATP1B2,ATP1B3,ATP1A4,ATP1B1,COX7B,COX7A1,COX7A2,COX6C,MT-CO3,CACNA2D3,COX6B1,CACNA1D,SLC8A1,COX5B,SLC9A1,CACNA1C,TNNI3,CACNA1F,COX4I1,ATP1A1,CACNA2D2,CACNA1S,COX7B2,ATP1A3,TNNC1,ATP1A2,UQCRB,COX6A2,SLC9A6,TPM4,ACTC1,CACNA2D4,UQCRH,UQCRC2,TPM3,UQCRC1,CACNG2,CACNG3,UQCR11,UQCRQ,MYL3,TNNT2,MYL2,COX6B2,COX4I2,COX7A2L,COX5A,CACNG5,CACNG4,CYC1,MYH7,MYH6,ATP1B4
SIDM00299,-0.2081837010600564,-0.7143599903387631,-0.8283342810575393,2.9099475626031754,-0.7310272602794634,-0.9202317457959177,-0.7280696635330168,-0.6993693768490427,-0.895263460871149,-0.5425281144979883,0.7771386137900392,-0.7689586284115878,1.50926743771107,1.2285085381130152,-0.8929110335771193,1.5177331870547217,-0.669521388749201,1.181804650130992,2.8556514171014142,-0.8640536043493228,2.542979716952704,2.0646666191657594,3.6399517849714327,-0.7843231558777937,3.0823622774131523,-0.8867309601029507,-0.7093116829063032,2.788658912149402,-0.7377191728618139,-0.8493314250358124,-0.6474077328496591,-0.5665900741917593,1.9692470905318762,1.4214026414980152,-0.7968864775627525,-0.6156475725103636,-0.5965276363684999,-0.8898066154589135,-0.4241628590594437,-0.8313197472066721,-0.2795714386146467,-0.9236186622959649,0.6747842778299767,1.9256608085070728,-0.7133191602112111,-0.7687463154468475,0.803068938497527,2.2105623798180605,-0.2900214272212196,0.8339220187535653,-0.9359210567645926,-0.8241547157131717,0.9921712445945899,2.297918638163264,-0.910746703720395,-0.8262923532398185,-0.8639639596497891,-0.7218865343434862,-0.7631848780713872,2.3165677170973655,2.7208664518716037,-0.6918516660268013,-0.4088004944394361,2.318157486709013,-0.8348325098635534,-0.5862385564451088,-0.8964347858891002
SIDM00308,-0.3404019412872392,-0.761493600093607,-0.8518968504538366,2.799547926897615,-0.8378158785914002,-0.9335191185711982,-0.7360531345661343,-0.4219873926588405,-0.5820707156842474,-0.8034717465776803,0.4207509857861638,-0.6191398626206641,-0.28274664171543873,0.28349427171151664,-0.6989854413738561,1.253908452495205,-0.7158580209672443,-0.02086607236388178,2.690292109471908,-0.8779228009880066,2.9734430788431845,2.4076643043364885,3.572584249172254,-0.19913486299558333,3.149687046575317,-0.910216537415383,-0.8262546504778864,2.5795092904555057,-0.7453904259198153,-0.8444216196417702,-0.5442825911055782,-0.5624564027548801,1.9161733902729485,1.7804048035666513,-0.7015234897525005,-0.7000107291972723,-0.7777340108894262,-0.9068302974077869,-0.6455896308870644,-0.8283668988834527,0.06863126466439874,-0.6816504149384421,0.09388404422984982,1.6877652655524753,-0.902704799499673,-0.11256019598173139,1.3745337283593981,2.450213573965195,-0.24625714932371637,1.1497915731875805,-0.9369793081241169,-0.8289616661881497,1.1648536827114473,1.7101781113262968,-0.7373010068871078,-0.8538989539861819,-0.8481073068790059,-0.38609870640157273,-0.6920719058265219,2.1462890917426583,2.7372681959970264,-0.4526788846005658,-0.6380666347148168,2.8775243457825264,-0.6240841875154197,-0.5130690635994237,-0.8990547269247141
SIDM00227,-0.27867115533310033,-0.7138851634987446,-0.8205840092122935,2.884485863374429,-0.8163140419129111,-0.8322214275731167,-0.7720325256384748,-0.7966421991349195,-0.30240318308711156,-0.7715948831245217,0.8952355987312492,-0.6751023440966786,0.5558046687409358,1.712224400234103,-0.8348423195919754,1.2756791659001314,-0.678157453014544,1.1932117424465645,2.7617476997705985,-0.8336994609085878,2.8682910698596045,2.099483513273757,3.662069625681488,-0.7434877759862812,3.158220719020903,-0.9566383682296585,0.2259340348954818,2.9119050365388,-0.7164657147209206,-0.7985719660369027,-0.7746930558652617,-0.6026950835560478,2.2194390720095263,1.8864342641183325,-0.7564571999960652,-0.7769618712844367,-0.8384469477169668,-0.9327021838694765,-0.21048494067400933,-0.8300030410582553,-0.13043611509356876,-0.8680156263559867,0.4950129716204935,2.125837718916312,-0.8222485503996592,-0.5936150945976211,1.4750700455916,2.4362295304664463,-0.34061313377729996,0.9678125111023465,-0.8778874658841567,-0.6840727290458141,1.1453144521339607,2.261527618044966,-0.8295933586196617,-0.37605001907898056,-0.8026987933893894,-0.8150140301855295,-0.7897135793814231,2.745000598284897,2.35883259386339,-0.5724569361529469,-0.6164156189177465,2.2505988975096067,-0.8029762269167552,-0.21215027980110998,-0.8562606418762655
SIDM00294,-0.15919931517276917,-0.7495850419750739,-0.86190324394224,3.3322182566125615,-0.6310026641417422,-0.8302375926579226,-0.7474515260644609,-0.563721056759283,-0.32349003907590784,-0.6833535690454327,1.2611169644165077,-0.6883067530294689,-0.3552540175840921,-0.06851583489587339,-0.8356745917500202,1.4094097210451944,-0.6875032086547862,1.9470814100943612,2.9601912883275423,-0.9355736838237101,2.9074026885449658,2.580610175012658,3.7239016925715025,-0.7441836371172588,3.30969275556465,-0.8541665450445134,-0.72590964061029,3.052627777122295,-0.5777583420639343,-0.5618167335104358,-0.6607871309673872,-0.6193160154553905,2.2079177207566234,2.0938436281571837,0.5352723634228007,-0.6296808239792715,-0.8696391541905379,-0.29842715133588427,-0.6657126881202927,-0.753517955235687,0.007493394590847443,-0.7952860898351501,0.1845680427549278,1.210039424583303,-0.8661346414950004,-0.8863294358175718,1.4560612838292495,2.3223658833407548,-0.25414769455920505,0.9671515187561147,-0.6526317520040313,-0.695563027207534,1.418800418897947,2.2854857586127704,-0.8112654575856861,-0.879541237302928,-0.6706679190084354,-0.7195609591907699,-0.8110007455128202,2.134531841127138,2.918404989701541,-0.5412608493447131,0.13121213317626354,2.9463853390528736,-0.8465421229748511,-0.5629879034644588,-0.8713758354620393
SIDM00677,-0.35682671262475923,-0.7408908785856182,-0.8235196328029531,3.082854071170426,-0.7179250702201175,-0.9685673327427766,-0.6331151152465101,-0.7403851571721985,-0.9175896899446856,-0.7803545871923228,0.8096218432012048,-0.7236515183567198,-0.17725326991227514,0.10071020365708529,-0.8503397763121839,1.6558486918345179,-0.8028703466901994,2.483507605500593,2.9357750742625983,-0.8691136347085466,2.9048850693768142,2.2882147471621277,3.7125979592606937,-0.7717775785939486,3.223196881258192,-0.8884017139127777,-0.6608075042163867,3.1559527260476554,-0.621490011247377,-0.41763151595911174,-0.7210555404405677,-0.577165873070403,2.1071789984561433,2.7705401964772896,-0.8704804556068496,-0.6766078272270232,-0.8577947071571146,-0.88674046327842,2.3795933602603387,-0.7563321071674874,-0.2774626072964541,-0.7910205180090237,0.21833644055833143,1.567624647084467,-0.9353194134789029,-0.6665846559286653,1.558919488537178,2.4106113680308945,-0.0914789210588272,1.53193065311555,-0.9973216713075707,-0.7273878978080542,1.1657129477659414,2.697855117236424,-0.8224830812705609,-0.7249777397161058,-0.571964952748786,-0.779136204747123,-0.7573262708278111,2.265899030682552,2.986882849332168,-0.4357944996450523,-0.7051785964680043,2.5998949231270903,-0.7830799500297169,-0.5820417808216141,-0.8477186970135696
SIDM01220,-0.24687150121524346,-0.6053866143321026,-0.7854057931356484,3.4224687327357066,-0.6047256440351934,-0.9024062703575612,-0.6909004250820769,-0.7330810409084889,-0.9028171830803038,-0.8475613037469817,1.1758636151073414,-0.674321279354186,0.07038324490860066,1.1012198979055612,-0.794800979368634,1.595929937594519,-0.743817267872297,0.9406723242296307,3.0955598958700534,-0.9546163436310534,3.0050882474287737,2.1324322568621654,3.5607379026953105,-0.35816395250823835,3.222453640353778,-0.9254163460546049,-0.8353534948124027,3.08537263652432,-0.7028969160248686,-0.8041919559168696,-0.6432246067564199,-0.6410159789640091,2.1183839946578527,2.0920181298845875,-0.7921253084611124,-0.7221566078918993,-0.7142774095723277,-0.7747131180702903,1.408343285380284,-0.749782014367302,-0.2864863690397959,-0.8926076094671007,0.4346679262428216,2.1039657316646707,-0.8439478528927321,-0.8526670946551268,1.3277125439347433,1.64518095919561,-0.07080768593395415,1.4189659656797442,-1.0940743594080025,-0.7905879928668716,1.1245575829927477,2.2191896867243646,-0.7216570621808253,-0.8427907060402726,-0.7158601349712207,-0.6140748819729429,-0.7489707372852511,2.5172314274285505,2.7469591435260567,-0.6405118249582525,-0.655305072578172,2.630361818018079,-0.890730731615063,-0.6556554169428479,-0.8855877276952971
SIDM01259,-0.4315208321600412,-0.5245036535882406,-0.8105117842163488,2.9054864534384683,-0.701164592718048,-0.5246148704921364,-0.755627377777925,-0.38569759371499096,-0.8724775808175594,-0.7666963186492488,0.7194268591545631,-0.7959669285807822,0.1387367513233397,-0.6500394232924469,-0.8562123804562768,1.4595053223765588,-0.7591619855712227,0.3275258284998635,2.787186619113307,-1.0887184193044477,2.8292189184779333,2.374091813881528,3.380134271732703,-0.8021676623020281,2.9267284994623894,-0.9532127619455663,-0.8136763274789913,2.574207505418583,-0.7472425315344325,-0.8956451952337604,-0.7067746717271267,-0.5437163000301488,2.1403978313449112,1.5328388542357265,-0.7837243523284713,-0.7333322721466043,-0.8364465963306592,-0.7073145205868949,-0.7514014661024861,-0.7655241434155822,-0.11884158304162833,-0.8444703578271275,0.08837385455972335,0.6673432075047216,-0.8280186658297405,-0.8288760204629684,1.9706038955965124,2.5150061357073126,-0.3989231507645165,0.9881823237651679,-0.9504110448879541,-0.8206600047418897,1.014349931357105,1.9841874837452786,-0.7902463806192703,-0.7617551955873385,-0.8134881329633,-0.7989693555223512,-0.790748272026497,2.4274387683213607,3.141966494042574,-0.521931248264425,-0.6094341890402143,2.9408944176760925,-0.8730726410456133,-0.6047545164405781,-0.8720484381666477
SIDM00680,-0.35319570815651086,-0.7969575105609671,-0.6867171856760378,2.913092716526537,-0.7379842577104656,-0.9114759110565613,-0.7499470633552666,-0.6810506857466108,-0.8672900398739724,-0.7863137662554877,0.7050651406260984,-0.6857453451699597,0.43098941879067787,0.6757454979469492,-0.8701635281161453,1.8088917820093326,-0.7904479290309359,3.180393040558874,2.7396638573913954,-0.9482156673886059,2.767112867930763,2.050983401208352,3.704447732999058,-0.7383670242103936,3.0055070365467538,-0.8710043232635883,-0.7559270598887289,3.0638418600443096,-0.6392917498743564,-0.8639828652813126,-0.4975544483778788,-0.638767658857167,2.1106188592973876,2.6766770549102628,-0.7175073801326486,-0.6976961526692298,-0.8623044672952266,-0.9589075428398637,0.47856310155926296,-0.8254230350110325,-0.17184461114797597,-0.8834453511059207,0.4704262662364097,1.650128151973956,-0.8809756406833121,-0.7617202751302856,1.6211058486568763,2.5846023339631894,-0.2864924702405549,1.5160287158580044,-1.0322772074991253,-0.876164559361771,0.866892779995916,2.414247342124538,-0.7942274474305804,-0.8917127182981255,-0.7470426409613932,-0.8322843834469354,-0.7825310990974773,2.706947758001051,2.995736051666808,-0.616133251287493,-0.6847006043937374,2.352536912006598,-0.8999688325151937,-0.7525094181815355,-0.8510679736542581
SIDM00346,-0.2242604624441115,-0.7393527110359792,-0.8491271986195849,2.7625342234803183,-0.7806009333141808,-0.8622570717125444,-0.626677839743168,-0.45535917872928877,-0.7598115679529781,-0.8434211351431115,0.5413825313490932,-0.693665440850749,-0.44493872009284496,0.43285079571479623,-0.8836167408275449,1.2141346497323635,-0.896953577191348,0.031571962265968014,2.535146380088344,-0.7489444158551445,2.973724597098425,2.2782885375874558,3.7392852702795367,-0.34270037737319514,2.972525353525117,-0.9374274162977402,-0.823543764763053,2.574594197912334,-0.8157985469334132,-0.7949442396899037,0.42252410075658464,-0.6818301202126718,1.9998827598794426,1.6348792151538027,-0.8396024156698811,-0.7418750587975572,-0.9173114801763501,-0.8782827922954959,-0.5646747217077067,-0.7277479932918312,0.0776097035561992,-0.8189402125611045,0.028888691462318483,1.369495353785344,-0.7631499580001748,0.9431367512274234,1.4866407287618866,2.553032020202944,-0.17886526132822195,1.7074647592821048,-1.1174554367457559,-0.7743917764335553,0.9980625360505995,2.0280966146667248,-0.6791104515257449,-0.8867467522626554,-0.7156934645117303,-0.7028520794001903,-0.7520949895656783,2.4016474460544495,2.8323941722653836,-0.5549100049480297,-0.4066736268499373,2.8785799781614263,-0.9150330086498458,-0.7750033141217454,-0.8530406627108669
SIDM00129,-0.12619718305637934,-0.694128078040831,-0.8442693805162521,2.8841752054875944,-0.7318602942054653,-0.8511186099187551,-0.8957411760410972,-0.589711820187554,-0.852460791508356,-0.805928731320943,1.2782853610564424,-0.8545912651184231,-0.1942504670165111,-0.5209158765182936,-0.9368652727028184,1.19636182867152,-0.551775917033107,1.0410843720746796,2.2497440975570067,-0.733841669883274,2.8908479194845778,2.2540848186871103,3.787177503436476,-0.7661262961060041,2.927003908706186,-0.9371799491740709,-0.8207994537199571,3.1879793775619314,-0.28224307419815714,-0.8106925580648849,-0.5627706379150289,-0.6023814963081133,2.0599609969979067,3.1683482759894415,-0.7977858631526887,-0.5484222539824438,-0.7037518181746999,-0.9244610887103453,-0.6005435393016737,-0.7903494013328797,-0.30868573091337004,-0.7290520672112675,0.00919915626821093,0.41938420169937046,-0.8819961973411252,-0.1105458428544085,2.0191273804539036,2.081775935197174,-0.27495981125886254,2.082855432506043,-0.9325188142139682,-0.7495895065982183,1.2103745421768048,1.9994918093690064,-0.8570524320376496,-0.7273349200937044,-0.59415283310908,-0.7751304425583783,-0.8176989089649902,2.705420705632598,2.9889963526104504,-0.5746896327738845,-0.7244093282432686,3.2192573614871143,-0.5770107475298073,-0.329045330528413,-0.9066635568450547
SIDM00627,-0.29204143936290144,-0.8150197273633261,-0.873851134383222,2.910302714133704,-0.7352341302866445,-0.9191528967449127,-0.5519913611137367,-0.7085640203483453,-0.8324732669406467,-0.8807600290316533,0.8868536871625445,-0.828862175082503,0.5430461607653301,0.8109231524889599,-0.9109901866280249,2.860842246599735,-0.8217219107573729,2.1294081514699754,3.2553582549331344,-1.0104473611753846,2.776250109417198,2.1767390517946232,3.6312288084380033,-0.4495423353676461,3.1973040957030285,-0.952029796792925,-0.5230906873778948,3.189816658236308,-0.519894250849769,-0.9106430752789119,-0.07235931110222699,-0.7168265456663127,2.239274892151199,2.4382334824337826,-0.6261568806279187,-0.7761958880443846,-0.9103675467295604,-0.8863581551388788,-0.4286418003124535,-0.8532126270569671,-0.1938356309233551,-0.8886846511144895,0.4356085600566474,1.8933302238841194,-0.8272623040170798,-0.8589057064267055,1.2891406773572145,2.5685777287835756,-0.5154639821688416,1.5555159215047807,-1.0494409345595326,-0.8809411606704842,1.0789608305475813,2.294230897774989,-0.8625238716365541,-0.6805848479659203,-0.7832057680851856,-0.7421178307908,-0.7734160738462602,2.3294010680586745,2.9187335662767073,-0.6445788718718036,-0.05377255420371434,2.436687201101205,-0.8981771672786998,-0.5024311619780885,-0.9153284083167207
SIDM00293,-0.0175118075994626,-0.7050135137596404,-0.6562421826589253,3.1193877250270283,-0.4728473592361968,-0.8139057724911715,-0.5605610603339528,-0.6393218538714518,-0.907774144390713,-0.7842239222768351,1.054773065727247,-0.6223465818260727,-0.12110941293797974,0.16750696757882985,-0.8136084477174411,1.5381767866341445,-0.7419812237018638,1.6555272413887627,2.779121267014009,-0.8410874153762385,3.135282370973776,2.6481974650251736,3.7539304688526722,0.7438255475285926,3.020242311634071,-0.7207459101680921,-0.5944180658210321,2.7984242511357205,-0.7355935846940923,-0.7657705988136985,-0.5214681185138682,-0.60143237999434,2.2235249207790955,2.0128199515525584,-0.37001350086609425,-0.6225931945581584,-0.8394104255123613,-0.747857133610042,-0.6852323274480996,-0.7327082397342164,-0.027668678973457924,-0.9418029348392146,-0.07893726933924367,0.6162230314528994,-0.9203331744535598,-0.8403425880458093,1.2123914379213223,2.265853343661102,-0.26973081062186294,1.236433064543915,-0.895745973051928,-0.5927593178300159,1.2841955558278995,2.517887846029465,-0.7964055494266674,-0.8553289669089672,-0.8206685701660367,-0.7185995474475407,-0.8015383120906556,2.4717464920963614,2.8617427927693804,-0.5895314357402535,-0.10057050779266778,2.774393866006502,-0.9473886070868924,-0.611513964953047,-0.8546569003745316
SIDM00274,-0.24373568233478754,-0.8000785162882466,-0.8971477607296926,3.033917177897575,-0.8257262381730353,-0.9573046724828017,-0.7707969704717467,-0.5308554346302092,-0.9569050365634122,-0.8204123548524784,0.8070171429565826,-0.8212069810126867,1.1954441793840433,0.9606289801797987,-0.842298397041332,1.5739615745995374,-0.8351166734226181,2.2068333774114315,3.3108687783452213,-0.9629011967215119,3.050738089084403,2.469041979058397,3.7771616809110924,-0.7658768601619315,3.532234715060453,-0.9150661431760986,-0.7861144867676187,2.943594911577185,-0.7030391141013362,-0.9292147909226961,1.9782239953935588,-0.6382843042796243,2.027428668301304,2.3297418750338994,-0.8209261937870287,-0.6478535917774215,1.2567386711994766,-0.8969079840377354,1.9244157394245731,-0.858394990883021,-0.09175790120986657,-0.9074369428111758,0.46817180452294516,0.4494981637120775,-0.8160969205892743,-0.8158529644853129,1.7726143971608406,3.003463984237621,-0.28081559061053674,1.256159000513566,-1.0776984368042648,-0.8269936797362772,0.9167111998345521,2.3626143840397957,-0.7573925898796033,0.6343931084057051,-0.7092012064629246,-0.7973935059582807,-0.9117615907001849,2.5318546070677446,2.805217946483588,-0.5276540559062645,-0.6594452966451388,2.6676634905316754,-0.8410073093199547,-0.6888635800999773,-0.7976152935389902
SIDM00544,-0.2809962035655693,-0.7213688872010151,-0.7427497543592154,2.9535667418488223,-0.6700053570060256,-0.6688265993484807,-0.7588167789932575,-0.7122961282082673,-0.4753960384353716,-0.8348593417426834,1.1032336528185396,-0.7426313665574492,1.0191939876402327,0.3800212040139422,-0.795718862920057,1.3542436658348087,-0.7824864618535592,1.723796087695011,2.9982646587772326,-0.923316370368193,2.7857789641203454,2.2061870775392096,3.662526018253703,-0.7157887735059636,3.116106724989105,-0.8878261413825853,-0.5695658354488045,2.996330026865887,-0.6966378084447176,-0.8639032836269673,-0.646537313972327,-0.6108368422567029,2.1383809404188954,2.586756562227856,-0.7814560349138148,-0.6625372854830279,-0.8534328647540708,-0.714514316933942,-0.4963528877491707,-0.7600267013475619,0.015172363524567984,-0.7786856175603806,0.2738135187471322,1.208042490329425,-0.8661376429046374,-0.8624955219049346,1.6212339634188349,2.4757065457135616,-0.001077442202304159,1.3085580065535212,-1.0511763357521131,-0.7725513317946778,1.3277529343037242,2.5573748339722995,-0.6897894832941974,-0.8757124616317643,-0.7771647127251503,-0.7641366700181101,-0.8442882708037219,2.680184749592534,2.9392436742481864,-0.5706319286538222,-0.44583508841463443,2.5663722686703703,-0.8484924630181137,-0.5311661740559542,-0.8822543328858589
SIDM01006,-0.17339776828356657,-0.7403480282185501,-0.8302647255362993,3.1093550390441655,-0.8031311444948485,-0.9014420190163173,-0.5803289150926021,-0.6753666102658927,-0.8971755807748903,-0.867755573613322,0.8169545989972332,-0.6643065686827501,-0.3160888037547357,-0.3420144215336352,-0.8798210592792733,1.837230778599019,-0.6661401261206047,-0.39520664047468007,3.199744558596439,-0.9826798305614065,2.939337430651084,2.3877404644990263,3.6987733781271768,-0.16652464159393326,3.348249189587091,-0.935830496735961,-0.6731952049740374,2.806157271642,-0.7344591305592172,-0.6932111168767002,-0.739825920929884,-0.5209875834711937,2.2967364687326888,1.8334232775729207,-0.8124274602321919,-0.7325596041402748,-0.839863265983118,-0.8479312648960728,-0.5003183918940333,-0.7675680546478579,-0.026889906492318885,-0.8523080933145751,0.7881093427153125,0.6658064995247899,-0.8638374345299127,-0.6607085480731105,1.1965636020244794,2.745841212246273,-0.29157663473378703,1.432448871267978,-1.0808876870794204,-0.8479312648960728,1.1747506414852267,2.2043925199909546,-0.7464733096267769,-0.8482070342277824,-0.7121518538303765,-0.7897035003351435,-0.8220396743563099,2.1699165872464574,3.2275247242557654,-0.3904320166367292,-0.7205968175866507,2.646649807110487,-0.6434962245381276,-0.7167863591428716,-0.7998812106005976
SIDM00302,-0.337128467580408,-0.7746067284081635,-0.7396106711491123,2.7066947643532338,-0.8065736699043173,-0.9169196807753359,-0.5540473777418566,-0.7217422005961324,-0.964357224708693,-0.7039269472747869,1.0655888966771574,-0.7127087278541515,0.6192275173009394,1.6770796551813971,-0.7774662470940676,1.4166217727337906,-0.7155632165597604,1.5188108749931775,2.684390341962233,-0.894949487416239,2.759508474142674,2.0239182930017794,3.5603651657349222,-0.3996487320835587,2.801534605415069,-0.8489370038881218,-0.6159347262062255,2.644674836440481,-0.7068852262392705,-0.7324811930064448,-0.7358661154192775,-0.5215005174880927,1.9270721367298005,2.270170577156203,-0.6509858963688175,-0.8551455658434263,-0.8438175124753566,-0.7963982963409088,-0.7219383798409783,-0.7028611748734552,-0.3596534689924128,-0.9460059389304519,0.35276115938977687,2.613823348106892,-0.8008300405178765,-0.8260651159540322,1.1521315755989974,2.2969494638125236,-0.08467831160373838,1.3824171588818213,-1.1054699172380975,-0.8147511542665299,0.985460562231333,2.2376701164265356,-0.7779540957046647,-0.8165032373827648,-0.7247836981992853,-0.788862004301945,-0.7606966650223885,2.2560104413325246,2.4667541324556987,-0.5965354290482919,-0.4586076143229961,2.3504800264568355,-0.7283647643507453,-0.8146233307206769,-0.8715693484095889
SIDM00549,-0.315347035589911,-0.5927784989506589,-0.7819363577032934,3.016982734914835,-0.7351282620987871,-0.6647691874654927,-0.7382050310545926,-0.7190015281428259,-0.9075857556148046,-0.7393293319377903,0.5458957984324331,-0.6428204011409929,-0.12381371865950457,-0.7287853863071193,-0.8082347618372316,1.5801905166060446,-0.7649152958876957,-0.19393894325838204,2.967412466573003,-0.851626917308932,2.8828100762287763,2.4238787388537877,3.752100273993371,-0.7444919785738533,3.1265946818309476,-0.8775911339781387,-0.6546638077229079,2.876813534028788,-0.6966535338356626,-0.808076826597002,-0.6183681674878532,-0.47612426798720364,2.298738779498553,1.838277984574495,-0.6273716214343442,-0.8219522516031826,-0.8613047987346113,-0.678936558092235,-0.4836901045338613,-0.7048211671492155,-0.20801668712138074,-0.6685175656541968,0.27950235423469855,1.5595599229053632,-0.8376094251023193,-0.6080312348562107,1.2656418119562063,2.478610671212891,-0.1353626754284372,1.318862712447153,-0.9856435261024764,-0.6689955944516054,1.0431349019251785,2.381813919930806,-0.6919324540158052,-0.8310090973909912,-0.696608897138976,-0.6834027524824433,-0.7371826382769872,2.321500385532098,2.986484625836733,-0.40387912252041097,-0.7744751719530967,2.52711510065818,-0.853238494994328,-0.6912747432186862,-0.7721659281561547
SIDM00292,-0.22563555164308874,-0.8106343123635891,-0.7478012576929196,3.0945018609991433,-0.797752837352899,-0.7308017806715866,-0.615698646872335,-0.8082011757408143,-0.7145858410354035,-0.8795434175507381,1.1859386078191254,-0.742983440506433,-0.3018927509382661,0.5578306665725726,-0.7899941076959907,1.3663212195526124,-0.7554639148120228,2.121159838512424,3.098131471224715,-1.0087444901255733,2.8893325363081335,2.4652627953849855,3.771572474627459,-0.38087376376433935,3.2226250040792395,-0.7186002280749656,-0.571462533125496,3.044480843411505,-0.7127294423277022,-0.7867086376687115,-0.766524584429529,-0.4216904336467998,2.394919195222406,1.7884475415940297,-0.5386152692875532,-0.8046479594936665,-0.8499384507089585,-0.8697534829839046,-0.7263532443910423,-0.8346181776922482,-0.13790423072883504,-0.9477832737617597,0.12077491499365874,0.3993730308471335,-0.9269066048566624,-0.9011917676877343,1.5713381066815708,2.359782576430786,-0.30824058323892534,0.8690126775975104,-0.767924760449432,-0.7600459291506015,1.1128872213760221,2.469095640779281,-0.931287807563235,-0.9046964311971041,-0.812572753468024,-0.859187777413215,-0.7775295755575269,2.406945770526067,2.90695188521932,-0.6876767905653394,-0.22941119523554862,2.3225131632837845,-0.9425349634020197,-0.758244690603404,-0.9023399486604514
SIDM00623,-0.03143046160350015,-0.6631679643434859,-0.8719721534415771,2.883908563041582,-0.8159794059908391,-0.9371868928860051,-0.6840601843976292,-0.5469453794520215,-0.9241254155012698,-0.8414148671954336,0.5659226173464226,-0.7425010072963549,-0.5386211941332315,-0.4876291786396726,-0.6762549250016655,1.5996016231673165,0.024491568385892688,-0.42737721504807835,2.6806065930728913,-0.9281530924835605,2.7826008267738427,2.1458667295324605,3.6752759221948264,-0.7766167360228776,2.9954763706549588,-0.22005946860046086,-0.8390585228752676,2.791203185258907,-0.737958079729388,-0.9010895145380803,-0.5459588021301526,-0.6273477857732022,2.0985230475476593,1.8944139657571435,-0.7739823502993879,-0.6996614114995623,-0.8135619845906502,-0.8900345726694027,-0.5138027654780934,-0.810302610011072,-0.2048570101702379,-0.8329862166365993,0.1290175086129778,1.8836424799573905,-0.8983899349063398,-0.7525147858901159,1.4100894252677092,2.6890370464477984,0.022502438771870668,1.3711820059972462,-1.0683295422867787,-0.7474461751889974,0.9039809250417437,2.0668858920590085,-0.8454801334873207,-0.8923382110118785,-0.7713053646367566,-0.7354143307894733,-0.8577132340047033,2.675711884370567,2.942864578819184,-0.5877593452880858,-0.7618248116687554,2.4952366074259897,-0.8376440131325049,-0.5469227437347253,-0.7741019610328811
SIDM00638,-0.3787607977797276,-0.6714840932701975,-0.6011443875368773,2.703268659977764,-0.7390099095289571,-0.885942606426676,-0.6231520676863809,-0.6719714211005875,-0.8607915566571915,-0.8354231748238787,1.0637548206646001,-0.6009135421912556,0.9727134138140161,1.0222774017402907,-0.7954183393298253,2.425367519877515,-0.8587912275537313,1.822664790821392,3.0162418770072135,-0.9315022298120927,2.9309398118394134,2.2888554889851838,3.6148915341478727,-0.28139016105936915,3.2124893797940386,-0.8832966219265949,-0.2763814730134422,2.9938795985742486,-0.687156467570071,-0.8223374492157364,-0.7484976881099977,-0.6658748922265826,2.215090269361749,2.395291470754258,-0.7695256023761878,-0.877031401107345,-0.790806605603079,-0.9080651127391923,-0.6197614099702133,-0.7796082740899837,0.08975022744732115,-0.7907521024840576,0.3404964840377366,0.9814377401243197,-0.8042088723182367,-0.8261647186985804,1.3104763681158205,2.579460753603699,0.2581105150140836,1.3002324586735101,-1.0685831887296873,-0.7656948339548015,0.6708179691186662,2.4149532856580787,-0.7882220192203596,-0.7971071333641382,-0.6665767435956752,-0.7134422516267598,-0.8204120947030324,2.487629330440401,3.176666527596332,-0.552847525399208,-0.28265867514522697,2.80675019922994,-0.8135444635356043,-0.5152280973059864,-0.8444975174036193
SIDM00527,-0.25084822458948236,-0.6972501989270381,-0.8769070816204388,3.041463178245141,-0.6296054816632551,-0.8930522538685626,-0.5514973946400156,-0.7365528676752551,-0.9093743529908114,-0.7676849453288893,0.7017172421392327,-0.5742004133078791,0.10196953480598576,0.8799439561314587,-0.7733001713952079,1.6251415198581898,-0.7369363648792748,0.5171484775837374,2.8536709506072495,-0.8741277045961219,2.7980703352545957,2.1060569673581147,3.721073647174702,2.3372382173401327,3.0978076547910307,-0.9033639465930657,-0.7791682634910914,3.019161412106573,-0.6758156614212705,-0.8536767325630171,-0.5097346946990243,-0.6427834380468518,2.0210686831208893,1.9868931919142483,-0.8322294599982072,-0.7451682424841929,-0.8839593189919557,-0.8671195570121958,-0.6498571379975048,-0.7732274041490946,-0.14527512833080647,-0.8224164028683877,0.3369776744411561,1.6886129094982871,-0.8830722986567487,-0.8003635815584793,1.505185546108832,2.319728625662196,-0.3727481274133322,1.457328390625681,-1.048811943578962,-0.7887452550730534,1.124459527066044,2.3293490014035023,-0.7773683028758166,-0.8533165017793851,-0.7296151578957976,-0.7883763232565064,-0.800098321999842,2.5086532949116043,2.8816318072914435,-0.6291108171805831,-0.23928021207649303,2.5727054467942514,-0.8599815999000742,-0.6294069509751653,-0.8738502604645623
