,HLA-DRB5,HLA-DOA,HLA-DOB,CD80,CD86,KLRD1,KLRC1,CD28,TNF,IFNG,HLA-C,HLA-B,HLA-DMB,IL1B,HLA-F,HLA-E,HLA-A,IL2,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-G,KIR3DL1,HLA-DQA2,HLA-DQB1,IL1A,PRF1,FAS,FASLG,GZMB,IL6,HLA-DRB1,HLA-DRA
SIDM00623,-0.23107988303513524,0.26445233008000024,-0.6941099886030352,1.3504573086860368,1.8638962557463723,-0.87644433700083,-0.9192602016412454,-0.9244313970533069,0.6420437590580512,0.44484093474753894,1.1412381133106662,3.4272917886239735,0.6139098812403051,-0.7963840218732445,0.2845200055937158,2.5908994245670454,0.8059245308748344,-0.9458260399828186,3.107384138549634,0.3808942853650824,2.2423760952326517,-0.6341452166298098,-0.9047067003559182,-0.788584362928331,0.2736577621921638,2.6450271135360213,0.5486217410954951,0.6812672106723664,-0.7790503842026216,-0.7539144127553563,1.9510152133584198,1.6546035735684916,3.203039586625972
SIDM00638,-0.9818674669023768,-0.6921165843767169,-0.7090912605678159,-0.8593932021632582,-0.8301312973160724,-0.86588514033521,0.9093917233836627,-0.928309849993919,-0.8047631318679349,-0.9749228050853819,-0.38206693821187127,1.0856719827015753,-0.5999410732639758,-0.6090173048286928,-0.7441083837066496,0.667860039333144,-0.13589368560567974,-0.891064581978686,-0.7244018365176954,-0.7645339517661246,-0.8432254858565877,-0.78550397445126,-0.92491083293925,-0.7705289921445749,-0.7889612494919691,-0.11787615084265778,-0.6944711845118454,1.1203278289796694,-0.7594761617072145,-0.7580807060082106,-0.27191854859441245,-0.012132263939226815,-0.8153881778982799
SIDM00527,-0.9992162882856601,-0.7825531257837358,-0.8429106341889645,-0.8769447947532506,-0.8633341643645907,-0.9122621690834403,-0.769276574136202,-0.9492676758525168,-0.7909900900278534,-0.9607091454863683,1.7353262560417997,2.841221281496355,-0.6247480815035564,2.803074724074463,-0.7191676982977429,1.3425089022181915,0.3631615212436976,-0.8790086557706951,0.5976475261953288,-0.18995762830433466,-0.7927039298562394,-0.7894629496000569,-0.9305470585513519,-0.8231696521472421,-0.745361412433788,2.271426313646954,-0.7751107843905108,1.5606441900785821,-0.7817668109691526,-0.8801384968032067,-0.7460652897089575,-0.2021141152527313,-0.839946559731991
SIDM00976,-0.9810320765329107,-0.7870733866640206,-0.8592029740816501,-0.8723744477497647,-0.8362546842141386,-0.8812385864873963,-0.8694537665604964,-0.9433822580277176,-0.6520870604514264,-0.8971180276228665,2.2658309653807978,2.984876693864402,-0.5342088536368711,0.9873056402307061,-0.7736590616502848,1.6941904062027198,0.8160079483256906,-0.8846041215344344,-0.5502750496910018,-0.7335871193810969,-0.8892101323036514,-0.725678019445971,-0.8398931917627905,-0.8112413636794378,-0.8312249030643614,-0.6031884010991688,-0.7863731017272022,0.5613416129810506,-0.8373856625507894,-0.8565525554123247,1.8190574359561442,-0.07726442944733371,-0.8641635310341239
SIDM00316,-1.0774279687650914,-0.7913567147428155,-0.9267919741565885,-0.7954034928545944,-0.7932561754738873,-0.8412680120459268,-0.9508642832788773,-0.9359732203985731,-0.8291622810610811,-0.8756202038028822,-0.1807778869934908,2.967126921637268,-0.6955691658480009,-0.8526145453273405,-0.7378630571800752,1.3294101661329671,0.3353274392588975,-0.7363344332738048,-0.6140497557892138,-0.797128797097699,-0.8751784790197674,-0.7543039653598789,-0.7566003175968316,-0.8282400101648603,-0.7647771811133734,-0.8487738019061078,-0.7963781114873749,0.4827692947197918,-0.7591907531850274,-0.8469603482391781,-0.31514241037179824,-0.6692367103121063,-0.8739332761274415
SIDM00326,-0.9790288752278831,-0.7784713998226277,-0.6870967993279604,-0.8624621669089704,-0.8143567412999624,-0.9023831638529933,-0.9447626930746507,-0.9391326718230237,-0.7144964475502168,-0.9312260142198717,0.11365647392005626,3.116849283641483,-0.4664077800805286,-0.7909835528180315,-0.2667294884511007,1.511067074695395,0.21625088983911478,-0.9362683984980669,-0.6734808494261741,-0.816753447513163,-0.8769222266818628,-0.7297299132111446,-0.8873147867320805,-0.8595395576980978,-0.6747356949335664,-0.6363623376724652,-0.734666431122917,-0.8917633229702565,-0.8604730368724072,-0.8016745550331908,-0.7229858502597675,-0.26014921607272173,-0.14157301472151182
SIDM01093,-1.033544224485571,-0.7362589125762506,-0.8747639100574205,-0.8392234341034505,-0.8273141702355867,-0.8272206099540298,-0.8727743609631504,-0.9155416688570733,-0.7666483041410693,-0.8974013083588045,0.015483697713388854,2.884490245793447,-0.6358386841176452,-0.6237462800458395,-0.29393363438597264,1.1195766319258296,0.5630407174478601,-0.9547354620398008,-0.5641976485999045,-0.8066597576454881,-0.8765263371143481,-0.7242753434570984,-0.8747077837226009,-0.8354498889791172,-0.6986225780947238,-0.5418151538615847,-0.8537874899251024,0.4907018654101847,-0.7813771882278321,-0.8430160983290508,0.9617986877874464,-0.39012103103386475,-0.8319204463436862
SIDM01098,-1.0966017562918964,-0.7374776537488442,-0.7424017355918274,-0.8211369310494258,-0.7752904749231831,-0.8675798989389641,-1.0991933912964569,-0.9708644297471637,-0.7008677482726914,-0.8418030700438356,1.4995013115263216,1.2495913402200403,-0.6003226110664204,-0.4414803111302152,-0.8033192761587625,0.9034304686407998,0.254138257728992,-0.90398558284505,-0.5257510983314705,-0.7354248912012458,-0.8403815500962418,-0.792724025650405,-0.605453575633428,-0.8489258324468355,-0.6752031207970268,-0.6427608077696915,-0.796419837636023,-0.3684390704331036,-0.8045615647823877,-0.9028083925675374,-0.7938431472007407,-0.2850991948719942,-0.8982160780260543
SIDM00424,1.3524683450858652,-0.44905605245724417,-0.0469888876305497,-0.6767781810935382,0.888714801110205,-0.8608741450437883,-0.9585524403085183,-0.8221495482188003,-0.7685173231177345,-0.852267772567404,1.5425254665039587,2.92685569416003,1.2251945343133144,-0.8528780825926445,-0.6483618335577805,1.0104242129500935,0.11261021253896385,-0.9289078972320647,2.7251628281873175,0.45855836650960624,1.4756842617923083,-0.7784321284312073,-0.878312573130521,-0.6620114479381648,0.18509263246142607,-0.6896315359568226,-0.7120639155215621,-0.8138225810729868,-0.7764664333783026,-0.6490741016400284,-0.6447375469928845,1.2543192485961017,3.089628386662595
SIDM00973,-0.9574395176925969,-0.7811165402155964,-0.8703740633177193,-0.8188130645448835,-0.831988309247017,-0.905615153264508,-0.9627742184054628,-0.89352739058156,-0.7086165329656964,-0.9637854083214528,0.054230597675405605,2.95953176554618,-0.5398645742792247,3.4577314011501463,-0.4231783424630584,1.8014839220864722,0.29814461467148085,-0.8965181373077741,1.1344860373816663,-0.7723964464555755,-0.8147728546905206,-0.76540963323772,-0.7828271595634844,-0.8236701671316143,-0.6643842472153287,3.5488378089319634,-0.869296433664563,1.2646628891499319,-0.7889946761457832,-0.7818406411006652,0.7561711781248741,0.29521845876284963,-0.5281036280411558
SIDM00411,-0.34996438600788354,-0.8196446459823686,-0.9871102346624193,-0.8531971300705096,-0.8544338953620138,-0.903414023838454,-0.9792742925127312,-0.9130356294620047,-0.8257623602982255,-0.9571939607738356,0.19894475269028053,3.2702341899541865,-0.4851586527413913,-0.6996271482455072,-0.1998977511542949,1.3601685372475063,0.5322045137074665,-0.9571067429274757,0.6352312312589166,-0.6207041001754919,-0.7740641038418693,-0.6937151803869548,-0.8730197514769737,-0.8487989272140669,-0.5782414851964576,-0.5317717158905562,-0.8438799664276907,0.5382797920070879,-0.7704320126023809,-0.94539602845288,-0.8581303679264507,0.19252271683535954,1.9168043737099953
SIDM00374,-0.8026891926869324,-0.23204144103870633,-0.49889762004516996,1.9976340065676572,1.9816904833222473,-0.8278406817875321,-0.76490720320114,-0.8782487597423501,-0.7126603688211408,-0.9123252137889365,1.8669497847505627,3.347655010552706,0.2388836465163609,-0.6887703019379574,0.23662127221803947,2.1213838577870985,0.5893133798602986,-0.9247037129358291,3.2475373741552485,1.0624405945409119,-0.6697108813600292,-0.6890817513378507,-0.7702310260721587,-0.783280357629226,-0.6788738262863632,-0.6967487111438373,-0.7392498497579905,2.579908290650859,-0.7193323613990787,-0.8512334497003259,-0.8422279228602757,2.2149057761811193,3.230719339255071
SIDM01160,-0.9939909295532469,-0.7310285698298308,-0.9055757260134732,-0.9148500309776011,-0.7963193378512284,-0.8894417355780442,-0.9716809373761908,-0.925421284339186,-0.8380056720440775,-0.917329433363766,1.6538267606141765,2.3883620634275804,-0.6609926729466911,1.3522365667481664,-0.5862631823556327,1.7314702265318132,0.24651248366209694,-0.8908451305191247,-0.5839682842220599,-0.8148067018995208,-0.8816453963563333,-0.8367715691427056,-0.9651606165291917,-0.8683495354892055,-0.7294162967629622,2.529012834072656,-0.7739987724279564,0.7215546431221428,-0.7946399969557634,-0.8161233187382846,-0.7318444639267401,-0.5827208033821255,-0.8386165981417198
SIDM00145,-0.9680261818599103,-0.7074626032455148,-0.6886418512615156,-0.8566025928820876,-0.811328846100154,-0.8351935369949555,-0.7706991277967583,-0.6377174519912545,-0.6505733540619614,-0.9445743389276118,-0.23847139894448507,1.7474078865203149,-0.6011999148638102,-0.8883828127932825,-0.7598459211860948,1.5175953359153485,-0.09312012945452103,-0.7942863769503837,-0.6643369360156095,-0.7346309674233001,-0.8042057126427751,-0.7962055381274483,-0.8902590164156879,-0.7238348139431094,-0.6231381532628035,-0.5509326187447101,-0.7589643384880808,0.6414591649336483,-0.7891519555560207,-0.8513833663867699,-0.7107507841220225,0.2257926251513331,-0.8403161157486388
SIDM00975,-0.8618159076979947,-0.18781582552441384,-0.7938643035804552,-0.8296456589633425,-0.8890786814663479,-0.8791417025482082,-0.9153077549076007,-0.9181272064946441,-0.7634256227453796,-1.0149303672668402,-0.1540783390991554,3.079560073206418,0.19857331015533886,2.4294709838450252,-0.42514394469415057,1.8244952717148846,0.3795066800520578,-0.8898017994451591,2.925151074243027,0.5670344147701823,0.1796976149856155,-0.7746194919498054,-0.9748183343395146,-0.8354635003458365,-0.4816512810336783,3.4754754341240486,-0.7913572802678482,0.05995731402061379,-0.8706349390343862,-0.8962432082568111,-0.5275350868116406,1.410583777941701,3.0245361352257425
SIDM00971,-1.0015654372465208,-0.7584431884729159,-0.7192799832858536,-0.8293585168628029,-0.814032914479004,-0.8873715780382441,-0.9337635663010511,-0.8681484026494322,-0.8461021334673912,-0.9047319557435736,1.4687164109031643,2.050870576199585,-0.4646107533712236,-0.7869373062656893,-0.779551524622112,0.512485579027059,-0.05724527268934646,-0.9918675380436454,-0.5785822680625914,-0.723677870185053,-0.728157791862983,-0.8016998302495197,-0.8546397971952525,-0.7468425496703348,-0.6672513191745717,-0.6777237116545126,-0.728218292572322,-0.3169794699904859,-0.767666512735837,-0.7750040295883969,-0.7163314235034474,0.3388660322281753,-0.8764133443465407
SIDM00251,-0.9741199038533537,-0.7590885024895495,-0.8658687516009175,-0.8500616833654312,-0.8118958250968977,-0.8780028502369859,-0.6875400996657893,-0.8920944701502989,-0.7141364201006954,-0.9949281859038343,-0.18719011483204256,1.2887786473823093,-0.6290326393046931,-0.8373984251338482,-0.6189374922432851,0.9782030360012975,-0.06200651279933552,-0.9268198368875001,-0.6598889880127418,-0.7288095462791162,-0.7959987995702242,-0.785402827330651,-0.8965342559247366,-0.7688506991699745,-0.7074772862236285,-0.7373654104517289,-0.734894669656586,0.8176838948004835,-0.7483301256064453,-0.8513988933582282,-0.7452554315338654,-0.054997512197516925,-0.882190516859401
SIDM00412,2.091132431310898,0.063008982823066,-0.029970102669707753,0.6848420983867886,1.1048353547204945,-0.8722064399373346,-0.9811153352891553,-0.894026599975252,1.5318976860099518,-0.8206817657416209,1.6103454057723254,3.308150718647069,1.711023445958504,-0.7529631557120164,-0.20217334188137523,2.2058416062149044,0.351495468227887,-0.775168834676154,3.4002687862731333,1.232420948748559,2.522270119454268,-0.699119569935697,-0.9569624315412961,-0.7873130033057575,0.40888189998924535,-0.7323321901941794,-0.7981891364754127,1.5974370005727292,-0.625911316219285,-0.7271497854668364,-0.7851049773280954,1.8722197794960493,3.1919508514276993
SIDM00023,-1.0560315743148494,-0.7098634972965805,-0.8575990369583423,-0.8967062056616162,-0.8176442878815116,-0.889296692629983,-0.8804340406243477,-0.9062054869171341,-0.6953055174470493,-0.9224674708408854,-0.3685413477999424,2.0800961682483274,-0.6533240610004913,0.5632106603009968,-0.5714440708198326,1.302038363148798,0.02045858361117554,-0.9426254442141665,-0.7068646150046899,-0.8226466061128133,-0.8862716762288919,-0.7850492665576361,-0.911245551661943,-0.8339234016205185,-0.7151839673339622,0.31071673560355056,-0.84337453237976,0.22002113663487902,-0.7829788381704742,-0.8700462279676852,-0.7270748571794645,-0.20848243512202402,-0.8854936369582269
SIDM01198,-0.8731372612961669,0.13831690383434858,-0.042565940370189716,0.24391566214476929,-0.1861631885843276,-0.8150915374679297,-0.6325566979138938,-0.765222751210416,-0.6367542984802883,-0.9740314797975652,0.05361278592657778,3.749992236956529,1.1997110204025936,-0.6099761217547284,-0.7524240492504803,2.4090727452814753,0.5192791478023411,-1.0044439723045675,3.4861231019684853,1.1103055693985675,-0.6798097487075914,-0.5334574361547614,-1.0019556877537419,-0.6889471741062716,-0.6206887280111076,-0.4662582404932875,-0.642619733727684,0.3858601750344976,-0.8302503516239877,-0.69689710062415,-0.7307566788222307,1.8097011383097972,3.2477947599027046
SIDM00441,-1.0547467565298958,-0.7327951023408754,-0.7240383822827069,-0.8095290023527698,-0.7454378220676358,-0.8441649977534824,-0.8953752124054296,-0.8686122182501654,-0.3168790471608157,-0.9425391346349073,0.0309408427169328,2.9227869517502074,-0.511603438408798,-0.4975257898361602,-0.7130918502753445,1.662460027663653,0.2871027765639337,-0.8826902304569492,-0.489746029915145,-0.7626309599573853,-0.8204367555796254,-0.7914295927159005,-0.7759420460350864,-0.7487193434935622,-0.6793726883986341,-0.6480118305416294,-0.7096204743097081,0.07756927848623504,-0.8122164424543457,-0.6256040541033974,-0.75778519894246,0.19560172159060873,0.9548736616165646
SIDM00388,-0.7496104648557097,-0.5206662458416321,-0.7890471736558168,-0.8176106081044954,-0.6603661033276783,-0.8398389507824761,-0.7646053140875751,-0.890694020979056,-0.5398568740293271,-0.9504429942709763,-0.07372358444350287,3.1485283964823467,0.18478817712032367,-0.7722874963841136,-0.6827497693044996,1.585036885803719,0.12350570715302886,-0.8362273801051383,2.7088025723927465,0.19478808863869485,-0.7625489979717303,-0.749303044037822,-0.9423489571560586,-0.7504212935968211,-0.6727881622989028,-0.594611730764627,-0.7694945826517252,-0.12028159174405703,-0.7139711712794555,-0.7615028847377169,-0.7845915575841385,1.5885708380690888,3.0844711987612206
SIDM00417,2.0668566604785092,-0.43038957459195437,-0.6632049331306045,-0.8038659758302859,-0.7678462281030184,-0.8904719831841792,-0.7529043911050792,1.610697560480594,-0.6765837018090322,-0.8021406317854608,1.5098827394626817,3.15858719837596,0.8195972019999733,-0.7650061832900908,-0.3793739092793938,1.516328378257124,0.15138115007857084,-0.8612088234518323,3.42148613231786,1.1332259899062507,1.3409699868093714,-0.7945979721707489,-0.8618234888833592,-0.653817209368487,0.17631949417849532,-0.6240366351463911,-0.7805813456314072,1.6250778583428223,-0.8386846195008102,-0.8470836463728597,-0.551079018839901,2.3181835631670795,3.0508671591719922
SIDM00416,-0.5193371627638087,0.07706651327309694,-0.34392046716679814,-0.23234017817999073,0.15599209420676272,-0.8707149879407949,-0.8861000137800507,-0.8751307629441524,-0.3928251928902456,-0.9962849078590484,0.2997624868861312,3.5462400792683715,1.3894599712494373,-0.7359509266107837,-0.1489821148573327,2.0236521185707854,0.43058895940996933,-0.7856179413689192,3.267691391630973,0.08077240289491867,1.92395076213775,-0.6372268044507045,-0.9129378410941266,-0.5477419775386645,0.2822439794689692,-0.5608658509077454,-0.762155266282188,1.9914965434610148,-0.6456880950693322,-0.6374339056159402,-0.5528204067079899,1.9759736265581558,3.1757305700046534
SIDM00974,1.161204286635676,-0.7080906547572481,-0.775505554625666,-0.8293682319021062,-0.8537528560442491,-0.8911348047451483,-0.840955244474136,-0.8578182580653693,-0.7316303339107547,-0.9844220362192434,-0.2156478460675961,2.2702115313180826,0.042201025931896376,-0.7518571331503797,-0.5952407820719722,2.2600383835451834,0.16801706187194337,-0.908697381921467,2.894934656983389,-0.08111320251271215,-0.7405855774056614,-0.7828118285132109,-0.9009580679247173,-0.777296370106907,-0.49967083383501143,-0.7091626573894431,-0.8072735321190346,0.19352248161234098,-0.8263035158543491,-0.817621129848924,-0.7014095024632591,0.9102025070807079,2.31163244976804
SIDM00833,-0.7923035800815973,-0.7597315109040975,-0.8830204622615532,-0.8877018723655834,-0.8319532272629748,-0.8988571197200756,-0.9468275131422376,-0.9350836985297141,-0.8202797122295229,-0.9268530879893394,1.207650680366711,3.687053548490865,-0.42916352565300797,-0.3925438711764995,0.8283792593082254,2.257330658995712,0.25257924117140707,-0.7288795650721929,1.233298890841896,-0.5739566856660377,-0.8099109977257609,-0.6707316030857121,-0.8522718701322683,-0.789952154533171,-0.4169162018064178,-0.28268472169595,-0.8191133075509962,0.27082467159620865,-0.8792900243720598,-0.8231710679380955,-0.7532267363850477,0.2958602274169992,1.4794382325915942
SIDM00562,-1.0456578683959992,-0.7091557679776183,-0.6051142776619378,-0.8428974676353463,-0.7791818219017719,-0.8211928349489372,-0.926791818874274,-0.9000184766036647,-0.44647177967552454,-0.8874073858579716,-0.3338245098432513,1.4282387454701884,-0.5342535918516049,-0.7581539457793354,-0.7590969089936745,1.5463464611750917,-0.27511227878261135,-0.9116152914639228,-0.6170455583094293,-0.7863623037305835,-0.772547240543743,-0.7935730766997195,-0.8215192888043115,-0.7169206196553675,-0.5361619441618839,-0.7358403734918398,-0.784589674354057,-0.6793147731740643,-0.760536236027761,-0.8647145808346136,-0.5804343032368365,-0.020867366684247036,-0.894023815348655
SIDM01102,-1.0254982307300244,-0.23525420607918432,-0.48987045481415015,1.364058656645446,0.7324722542686468,-0.8088929389833636,-0.6891422415096414,-0.24636767753001856,0.1506982549761858,-0.9923186866229587,1.0075445199543427,3.671286772574878,0.6235310815492026,-0.6114009037678999,0.9798385071039363,2.515226983792144,1.041024004348989,-0.8479487528396278,3.420889177379407,-0.036750172091693845,-0.7158785380823426,-0.6232692318613837,-0.8832284034137194,-0.6758971483095858,-0.5575169663957147,-0.6680795587660551,-0.6518485996041012,2.1437021407036796,-0.8198128395702111,-0.7567234932072282,-0.7954124144036937,1.0124048317774108,3.3506360901496985
SIDM00418,-0.9638822856320619,-0.753614228315015,-0.9028591956561207,-0.8753725830670843,-0.8182249607098994,-0.8702384422800946,-0.9163537360408219,-0.9318310336771152,-0.5980765109599855,-1.007547680995329,0.4039624479662017,3.3199848811616537,-0.4633952410949977,-0.46483048477962674,-0.5485640299497164,1.5274772297676216,0.5542710553757736,-0.9165271063061421,-0.6838071918264179,-0.7924577227516806,-0.8198406390691738,-0.7304795762761008,-0.8782053692636849,-0.6938569853572074,-0.779065706840794,0.3273502594950054,-0.778343479389192,-0.24798909703381913,-0.7534312918280749,-0.8133961401501887,-0.7222600455720332,-0.057051939626222084,-0.894304817217747
SIDM00841,-0.8821463859436418,-0.8015023464252267,-0.5377017501743988,-0.7989450718190699,-0.7654073492772934,-0.8318496219827926,-1.0046092669505138,-0.8370160124001567,-0.8576412790860548,-0.71654808931063,1.7036269240001574,2.273658271844428,-0.4998530725464284,-0.7607379260906211,-0.708227552099842,0.7697229229189715,0.5453137301232521,-0.8822068550016855,-0.5595512608697498,-0.7504592982161813,-0.9034275677918289,-0.6821059324392824,-0.9692109486467362,-0.6869140981058481,-0.4246941024202779,-0.5006995442287263,-0.37132465508037776,-0.7407639481870307,-0.7027100678633599,-0.9370036673619319,-0.8334313915471004,0.10654892903295564,-0.8380829262350099
SIDM00260,-0.9311975218028046,-0.6852871319022761,-0.8238740483940109,-0.8575722675119171,-0.8527958195931945,-0.8389818916072441,-0.7799910571274074,-0.9320689399401969,-0.8110505909333496,-0.8545321975164787,-0.10109583807270556,1.5415532359101374,-0.5852736027978799,-0.29162966644537597,-0.7186795849966889,1.1714992397929032,-0.2723247238701022,-0.9081626904422069,-0.558278334628683,-0.734173404120411,-0.8584743256504279,-0.7894500910418999,-0.9380981564342492,-0.7713554689396298,-0.5920894839426508,1.9107017792560324,-0.7441677970985896,-0.550224587560318,-0.7372723750665452,-0.6520264085980436,-0.755488877563975,0.8817104577052002,-0.8001222230789756
SIDM00111,-1.0885030923283554,-0.7688024034712626,-0.851932272344324,-0.8713413053037738,-0.8348688399554324,-0.8460328064611249,-0.9707292112564776,-0.8552906917376244,-0.7084484581150566,-0.9494530733817034,-0.05676222738348867,3.0099235293526325,-0.648671546138604,-0.7772979704678755,-0.29473610319575066,1.252777381813589,0.32671212032734137,-0.9202104209060925,-0.6466941033979767,-0.757625159916393,-0.8300317480254554,-0.7971090586249021,-0.9916390695718026,-0.7266590127787566,-0.6855680303810274,-0.5219088340895326,-0.811455021773311,-0.43688622036187824,-0.8049715845358599,-0.7964821639051596,-0.4689490241582578,-0.14010768301507662,-0.8899996714955785
SIDM01179,-1.12869088399502,-0.7148367266360267,-0.8639609065257864,-0.856980684264619,-0.8031625552628975,-0.8732670866449694,-0.885902915560713,-0.8846272438858914,-0.7673320326020273,-0.9672561035442888,1.4443354058854145,2.5068557313960924,2.551145857690387,-0.776822270969129,-0.6629869427465912,1.618837802404086,0.22268494230040004,-0.8063148987572748,1.1283452127717035,-0.46673164145519314,-0.842534109594578,-0.7927531288164632,-0.9201636305433333,-0.7987367441444336,-0.7415607073265293,-0.7037702325041734,-0.7775197919870118,1.1098386335824262,-0.9239710015963731,-0.9237956654418844,-0.8079119143752764,0.007794336994721282,-0.9116324681660726
SIDM00351,-1.0050148504771204,-0.7687774755281601,-0.7556334936295427,-0.8348903215643623,-0.8320933488081064,-0.8548670319792839,-0.7602399923742905,-0.9119343549573612,-0.6788769529056731,-0.8582904931518047,-0.32274511894268637,2.20154775660676,-0.5737669130054653,2.474478969828736,-0.48980283571195626,1.0917524889124022,-0.2160338129141156,-0.8798198980901087,-0.5825700252802836,-0.7013002755848061,-0.8545718400296863,-0.7678694835411726,-0.9248946599906296,-0.7390609164752274,-0.6235620855992016,3.1147089952469162,-0.7704882603154992,0.5318654867630191,-0.7669323329151999,-0.72532531404475,0.5772321305639517,-0.20236281359869523,-0.7634907073339723
SIDM01205,-0.6467941381923421,-0.7641901675808822,-0.6358696375076197,-0.7900187714675436,-0.8248580083376481,-0.8099652104717218,-0.7686949980113222,-0.8724312554436989,-0.6180079944871735,-0.9319300035299893,2.032617050689818,3.4259835403410963,-0.4883628953008998,0.604278641896276,-0.7562491492372515,2.114946961368393,0.32084287237048625,-0.8144675355613034,-0.5180269115149023,-0.771749488126314,-0.7800373978480903,-0.7169716164400117,-0.8938132327215541,-0.729920278742506,-0.6379679487713671,-0.7029576872031714,-0.8570369056122543,0.45048845673929727,-0.7854478594891137,-0.68224309645492,-0.856840319886951,0.6272584389090197,-0.09011162379728917
SIDM01095,-1.0497029818031727,-0.8204981480814959,-0.7992987282305345,-0.8527167675915507,-0.8718636197211951,-0.8651327657718215,-0.8957986291009309,-0.8763831865949002,-0.8563490174763123,-0.9414248211541415,-0.5731422170128299,-0.05934354562667832,-0.6117792389607389,-0.7465612693578957,-0.7646088928811502,0.6098526711888167,-0.24624533652977487,-0.8350221513745825,-0.6255736670323203,-0.7265580583625335,-0.8902165901815857,-0.9075118167679946,-0.9848302532895681,-0.7278551193427765,-0.7365704522767272,-0.7670538940470153,-0.7428635860271088,-0.7521062202782651,-0.821970837828634,-0.7962507073821551,-0.8006477106673179,0.1561243545668478,-0.9381173189065646
SIDM01159,-0.832685159921439,-0.7501499831461989,-0.8340354836929897,-0.8638731205468388,-0.8966365051531928,-0.8932885413463523,-0.8717532412433191,-0.91721991533423,-0.6701645280035449,-0.9428836595088922,0.6383635044106578,3.2992336761889667,-0.05299538318569581,-0.1387106580327222,-0.26926870878145087,1.7918835016122405,0.2352805498872324,-0.9009433088049777,2.502629262635654,-0.15264639654220494,-0.8199752222210921,-0.7759924233767103,-0.9514999040404394,-0.7596750681977812,-0.7095193362823164,-0.7687741588245446,-0.8468704446202501,0.0489600976443349,-0.7695692822400709,-0.8710503864504273,-0.6928306489326729,1.160684037148733,2.535064907537037
SIDM01183,-0.8949114673652333,-0.7444507940491185,-0.8554429013374197,-0.8062512416871414,-0.902771850636118,-0.8586432027402858,-0.9688652585530438,-0.9276270723862055,-0.7142625354798494,-0.938016952792764,-0.34745529884345566,1.5781795162339405,-0.5937876674203606,-0.7935971312484495,-0.6998738239551838,-0.21089273116450732,0.282132115119741,-1.0124124511251347,-0.6407577206056748,-0.7837828165801275,-0.803434828601948,-0.7856831198328257,-0.8606017926134231,-0.743113129497807,-0.5064099986826925,-0.649291934058303,-0.8601028602341756,-0.6819677829366207,-0.7706841066942524,-0.7596757923189853,-0.7519562974125905,0.584378430201756,-0.9157014729005143
SIDM00328,-0.8905466337750131,-0.7543593807846636,-0.7276313644838349,-0.8690386707852742,-0.7229546301537706,-0.9017164473819632,-0.8871919394548187,-0.8695612544223241,-0.69060803190793,-0.9066786805985515,0.11829157342483108,3.0744467396758393,-0.5662718525265814,-0.6982808867302084,-0.48353396636368573,2.1660610811709535,0.3526599897814803,-0.9117691145288112,-0.6871407161241231,-0.7098002381870867,-0.8812542337275004,-0.7604799739903808,-0.871722624417382,-0.6808337895258627,-0.7597344642558448,-0.24586233992815615,-0.8046463093493454,0.813680783775175,-0.7592149843455273,-0.8503564561179106,-0.6411744039348347,-0.2396440128433234,-0.8180116204802043
SIDM00389,-0.8994149324004088,-0.2872369761762579,0.16429314190508895,-0.6960181463524241,1.4001662536988118,-0.7038612608675793,-0.6936435789567792,-0.6141155841852116,1.4423585289095688,-0.8261000048783664,-0.36640155704900934,2.2973705237284268,0.9287286562275684,-0.7357470745147148,-0.6726127396878817,1.150082421372586,-0.10886148935450884,-0.44939394217640277,3.1647239659735633,0.9191703918835353,-0.7203799904393828,-0.8004836717087972,-0.885556606914545,-0.7528988580956227,-0.6409800414091888,-0.3856541483736118,-0.7769381903076408,0.44719902179225995,-0.680713307740823,-0.7462892662037932,-0.6174890184826166,0.35832142964379643,2.8313848019265477
SIDM00489,-0.8478382069406167,-0.7818688103735284,-0.763579885182014,-0.8764571947218418,-0.6408798159989615,-0.8878928748385398,-0.9284867230077761,-0.9125849916528285,-0.8210837927091457,-0.9455152370557931,1.0531932184579447,3.3372042789627945,-0.4662156955079684,2.4960661008568485,0.2794967880296125,2.104023809157811,0.6742882986682193,-0.9542366942465542,-0.3461796617609627,-0.8036049895467521,-0.8578640195758163,-0.7191033231145438,-0.9006486135884499,-0.8259620521349821,-0.6745065173549636,2.780094762991707,-0.8043355143727005,0.6019171501146969,-0.7868031060264368,-0.8660631034063411,-0.7214419308629983,0.10841534207492998,-0.49260950220993416
SIDM00953,-0.9291393863624754,-0.7398464620285996,-0.9084455542201907,-0.8363034278250537,-0.8778747797256654,-0.797779867953651,-0.8533503302517622,-0.9622227815270576,-0.7506568220848154,-0.930764799220473,0.6156089121808269,0.7097886811596416,-0.42616192930137253,-0.7918284882108991,-0.788076374990356,2.1651813395767974,-0.08210193086426391,-0.9427526861107178,-0.6265029802844551,-0.7829625832693474,-0.8249766843129582,-0.74633696984661,-0.9425244045127599,-0.8490246063374898,-0.7037961367142348,-0.6539957417070476,-0.7786057992821451,-0.9286345710002639,-0.8214652851834717,-0.8156892792948838,-0.76256737436496,-0.5192474290339022,-0.4408837224855043
