,HES5,DTX3,NOTCH4,DTX3L,NOTCH3,NOTCH2,EP300,HES1,NOTCH1,NUMB,PSEN2,PSEN1,PTCRA,SNW1,APH1A,KAT2A,ADAM17,RFNG,RBPJ,DTX1,CREBBP,DTX2,MAML1,CTBP2,NCOR2,CTBP1,JAG2,DVL2,NUMBL,MAML2,KAT2B,DLL4,PSENEN,DLL3,DVL1,CIR1,DLL1,LFNG,JAG1,MAML3,HDAC1,HDAC2,NCSTN,DTX4,MFNG
SIDM00527,-0.855705518617348,-0.5704812312098371,-0.7283818427091275,0.343903075730108,-0.656727435783895,-0.0451433108726489,0.5587680491366988,-0.12426348808535088,-0.6797245658600957,-0.16259007443258316,-0.12196209631855996,0.5816249049445202,-0.6728085421185258,2.1643351726315196,0.7471336093047154,0.9439651805116065,0.04494467001389609,-0.3558935185146415,1.9762746958766013,-0.2256073186870828,0.30403219311679697,-0.2622663946344475,-0.4211099295610407,1.3058879296427597,-0.34730677686869305,1.831376350660757,-0.684463960037419,0.16800270040390672,-0.5937012627539903,0.25742399174018993,-0.7494152284858256,-0.8172831706807017,1.5486180767622233,-0.025878481364947106,1.0935596894215591,0.975689857279546,-0.547796855416955,-0.5764628371474266,-0.05501645825542303,-0.7173996179761051,1.4609825431884644,-0.586402637677305,-0.11004464850812506,1.1995513731223368,-0.8564858757704591
SIDM00976,-0.9133013804571034,-0.5274405919773465,-0.7401102348803549,0.3450117559541521,-0.5289118264231804,0.44312013468872596,0.4937777122455534,0.6216931809861217,-0.5449857529182487,-0.1310529004373704,-0.15796216064106075,0.6110201015998097,-0.7258642616628332,2.2818892991731827,1.133083945573671,0.5873753194520369,-0.024439673730055587,-0.5717062490908746,1.5748871474705826,-0.689393205760157,0.36821369481683086,-0.08185154002991142,-0.11346081099759155,0.9893033802735096,-0.4197174686103571,1.6165503673972028,0.032729992066340446,0.11408245899229251,-0.6299224003191283,0.37130576601989557,-0.7187778695862083,-0.8069072457494414,1.3139154317427684,-0.4136910277946894,1.2644925608832123,1.0935010766007165,-0.20199380368726802,-0.4370645941619127,-0.530437610165123,-0.7458044724489494,2.1013454025992115,-0.6732655791729419,0.5488021296781832,-0.05264871168619267,-0.8419951135608394
SIDM00316,-0.8147420487865328,-0.5146177508337891,-0.7635043593693268,0.2927157083158815,-0.5549674747728973,0.43096018696511273,0.5174004987334206,0.6639685515463235,-0.732497991387908,0.14345996430557345,-0.3752584773802878,0.5733625111967152,-0.709196902629911,2.1994499965045886,0.8707310701768829,0.5285698711515595,-0.018252333189333027,-0.30282336984626546,1.7589919562160172,-0.7063330041854996,0.5311519770708286,-0.37128401007361117,-0.2137254005348275,0.5774936010735343,-0.36685302772474315,1.597898725900516,-0.5400730594113593,-0.13560600836897407,-0.44280119488882896,0.5768459753408516,-0.27366603350736407,-0.804223327760725,1.6728953072001989,-0.667035786386179,1.3076430858916999,0.6785677876271892,-0.7374788630410375,-0.5965667576121716,-0.4413106136117545,-0.7259049466237935,1.849563094146086,-0.6092919179218683,0.22380833868045746,-0.24679549992800795,-0.9133668062151671
SIDM00326,-0.8943017960891243,-0.6598041369329204,-0.7487899189827935,0.17264106264545556,-0.32201546096387884,-0.21280907566347365,0.7702619312305816,0.3164852452127076,-0.515798144269418,0.38203409223087914,-0.531515198561931,1.1620366471202999,-0.7908636326860669,2.5156851236982507,0.6122400795203436,0.8124201810074593,-0.19254016127090856,-0.5898371526641051,0.7493705865881797,-0.7375915549891341,0.48658616305276764,-0.6159702193316734,-0.1333555754893642,1.326572781912546,-0.47928415321377155,1.1097044179651379,0.49384020681736196,-0.03488832528556682,-0.6555068391183503,-0.0993048379778139,-0.7694410403123464,-0.8442948451390273,1.857161475174589,0.35833206605630474,1.6031603431130128,0.9915654580684733,-0.3996651119065494,-0.33315465207454265,-0.5338909183968868,-0.6540382032152641,2.3195795810188824,-0.6437484969067282,-0.056404808264759375,-0.10365042177255904,-0.7978007075781871
SIDM01093,-0.8768072897030621,-0.6527767289808643,-0.8059829291814374,0.45283474693625675,-0.6310646455218493,-0.03472036089624426,1.0971687370129677,0.021614081133807413,-0.6397591663391891,0.2947629766233957,-0.35890085841829317,0.847718826645185,-0.6490530276242338,2.1743854865820076,0.7242709148019526,0.6785613259954157,-0.2209558063621511,-0.5117607872450528,0.8460963293225533,-0.6764128449372065,0.32214410545104954,-0.47273894151243445,-0.057031292307417186,1.4783730238158528,-0.3952960884307726,1.5410983304705088,0.12884907627619802,0.07415162516665172,-0.48481988528393094,-0.19860814208894892,-0.6393545192402382,-0.8712412172061927,1.6105047408986561,0.49681291460952254,1.0462316647600667,0.9113268530401849,-0.7660217301994561,-0.700615841234094,-0.7306919630277248,-0.6720956553542269,2.268473793419606,-0.7009764866022768,0.2774873301558968,1.7537835073308972,-0.9014099771510851
SIDM01098,-0.9731875593235473,-0.3353225306101475,-0.6467773963431394,0.13280565652419035,-0.39267134506213963,-0.3695705803362083,0.14407355234222305,0.0694985357076282,-0.57878118357039,-0.15352603884516136,-0.3117552818975911,0.8588390033037021,-0.5844442130342913,2.308200154805204,1.0615638437447843,0.5134528167097756,0.15595841817072506,-0.24198610815772803,1.1532878126979444,-0.003529548594268746,0.37284532794260133,-0.29975007191254294,-0.3334275654369801,1.578363840927851,-0.4065995212567128,1.5367723175507637,-0.54298468580248,0.15443684488104886,-0.4442957629490922,0.18285860710984458,-0.7205091716450033,-0.9150550632806119,1.84987773956023,0.7580988825990562,1.2640828833600768,0.9771034233237382,-0.7321426658916278,-0.7274282980006551,-0.6506624905991752,-0.4236655768093225,1.4811121094317767,-0.6377561375230938,0.20746798655515822,0.08075415663395684,-0.8940559253573229
SIDM00424,-0.7518086724170563,-0.6441763910195306,-0.7204380027217233,0.4573806198991526,-0.6122710509003658,-0.4300955127410851,0.7355729785937009,-0.2572022951750181,-0.5648320825627305,-0.07788432744642229,-0.5773438726758485,0.37816818968310434,-0.5980828361177891,2.3829583315376173,0.7728535149500169,0.7355689949944146,0.31499281628860487,-0.6745800862458023,1.2145062879477015,1.418852267976527,0.9366039890172068,-0.20747759143885286,-0.29487268087183277,-0.6844084337032922,-0.5592408441598754,1.7627525302421954,-0.6280797574997518,-0.16308555240839936,-0.7298037339955519,-0.037481802506804565,-0.5736403348458934,-0.7491962150532664,1.4444311815286548,-0.0671853767966933,1.4694505356384573,0.2627626887953935,-0.6138544810838692,-0.6789037174779041,-0.66768162481298,-0.572316812897043,2.443446964940661,-0.3899754865277236,-0.2578497808555753,-0.13251706990745046,1.4426749248074908
SIDM00973,-0.9541423443143632,-0.6214399047155005,-0.7469449086893177,0.2961054285491253,-0.5170049358406633,-0.1888129997167505,0.8448781802996072,0.17096300115506696,-0.5461701145864614,0.04571205513918589,0.09467597966233926,0.7702825267425077,-0.6576133587934766,2.4994881978355807,0.852418287181395,0.28875679740775584,0.27041526978822905,-0.47795814265442976,1.393015614573681,-0.4265768547124373,0.6508802983628634,0.009598601311921647,-0.34385385794721496,1.5199132853596469,-0.4507077580866314,1.3963612581831713,-0.5703707209767129,0.2321788451805284,-0.47016064295145915,0.2708167525977224,-0.6120198560453817,-0.761861992942054,1.4545481172914843,0.3714150246541724,1.4248312566183579,2.158630341222619,-0.7805380759770383,-0.6744180729422231,-0.5726130063093904,-0.6843096205383291,1.825937199094573,-0.6786117957656436,0.3043173962197021,-0.26894388669971364,-0.5906845228430069
SIDM00411,-0.9945471397009483,-0.7097091535493655,-0.7886787833284947,1.1528381442299398,-0.6273095356180647,-0.31838458522206214,0.4602768376682908,0.5873457304495182,-0.5436653569307867,0.05742507926833405,-0.4118429535268714,0.9084970544877686,-0.7357173365942072,2.3032103429165565,1.125632446851751,0.8248270723389327,-0.1038267762930247,-0.5608134279920938,1.1708274504777358,-0.7895607505473154,0.5150043677519421,0.0654118486892039,-0.23039570334474493,1.9060069579069374,-0.46248366216232734,1.7194552285068376,-0.16561462668601737,-0.2894814702713284,-0.7488266071394413,0.8703061914762207,-0.8074043875373889,-0.8287282364507712,1.642668035688729,-0.32427414214027683,1.0841217423296603,1.0608724327403332,-0.08890361434032794,0.6534244905518266,-0.28439672185995474,-0.6385882962230193,2.2976036631459227,-0.5597297300346239,-0.023227189661956846,1.6683064984572877,-0.6675926482650936
SIDM00374,-0.9309694310559393,-0.61392897509843,-0.7144769574483825,0.8120817758430263,-0.6987092927949747,-0.6726830408816991,0.7561557490546262,-0.2273814926966837,-0.4799960769087294,-0.012185711912294917,-0.16905413454799234,0.5893196735347783,-0.7066570890837647,2.1460630006575743,0.9450440540629648,0.9023950247261553,-0.20736422241500985,-0.516534028200074,1.3913336076041458,1.1732030124340223,0.4046208936414716,1.2102954397195762,-0.3349586459028409,-0.7520670023691074,-0.3268998063830495,1.6076763706356876,-0.5172973971095604,-0.08440041335875832,-0.6911987776564922,0.3598759470368691,-0.6292753961722228,-0.8001969214929902,0.8346854347764678,-0.5956300024232759,0.9613547770686878,1.285477984029388,-0.6899230174150807,-0.6845141222909665,-0.7282904076143796,-0.6871946895695736,1.6610180637940843,-0.7864783849180998,0.15706917981349547,2.4535917950938324,0.225183085875059
SIDM01160,-0.9484006425191367,-0.6052574087815148,-0.8226585056218738,0.6606240468123173,-0.5384548711878969,-0.3159874412519424,0.7156149951125073,1.3110072964866497,-0.47642343764082046,0.1732658829936225,-0.2530539241396312,1.1913655209377647,-0.7054320350696075,2.30794571614855,1.0337176440803895,1.0772669465129492,0.05548366628109408,-0.3869644201395063,0.8261773741012175,-0.851992543888084,0.3981406327794485,-0.09911291370447922,-0.24799011075308885,1.0973051121492818,-0.578297530558133,1.807075273624646,-0.35839553017010123,-0.0636298750292743,-0.6319547495602122,0.521332039447431,-0.5188164519974626,-0.8291850840350027,1.8658828121176012,-0.3065344975230365,1.1886216077743654,1.0242868744441798,-0.40534266072935987,-0.11481358783577957,0.5400907264393935,-0.6706758443988303,2.29976771149483,-0.5290577517367223,0.03752978628756077,2.8787009907559566,-0.5885146737821889
SIDM00145,-0.9688956929291108,-0.6526085377395335,-0.7001279499996678,0.5745102106929029,-0.6080986012521818,-0.5472167543479594,0.45480756485532386,0.3695628927144976,-0.1504267352936245,0.03177960036052323,-0.6008627585817551,0.4773901979771354,-0.05910779781463962,2.1843326328824513,0.9385296679204362,1.0626510254799948,-0.09514631650035953,-0.45640252657180636,1.624138700492939,-0.7434399189409988,0.3536646607218624,-0.5194212374389636,-0.030526316546369545,-0.8821468351768545,-0.2290916875208629,2.1203350557645813,-0.6828879007695291,0.21185728118864403,-0.7093841443993009,-0.2561107414574942,-0.41477140303827403,-0.8637939989523955,1.1928099062918396,-0.44863759776009265,1.0279338864191385,1.0566456148459564,-0.7142294597485608,-0.6889662644751711,-0.8041661084214199,-0.5751002723237382,2.4672497706473626,-0.3596375598517165,-0.2625276155802383,-0.2717195027470267,-0.0072556244197874925
SIDM00975,-0.9541726546152444,-0.6681004947139436,-0.8275758414683668,0.35828866134461906,-0.7090295206255098,-0.20720600608427323,0.9094408669875079,-0.027607603457986185,-0.7395169808172893,-0.18214236317188054,-0.2725360447432177,0.3674551969664162,-0.7280287931862329,1.9647925278575273,0.560447449030981,1.3123481562637809,-0.05835608809705921,-0.6385194075020928,1.6666610639245307,-0.7893885552102844,0.5019678176432345,-0.16028991549425664,-0.44534706079107766,1.6556233378626675,-0.3972297784061851,1.654196458634472,-0.6281200209698067,-0.04736118893884353,-0.6755311228735228,0.3497856846515987,0.6896598729338221,-0.7704825569477688,1.0574153043986387,0.024921124611415792,1.0905342555970274,1.538837591828505,-0.5679476135588943,-0.6448213717319572,-0.5138950521544283,-0.6804619614506948,2.0076590566802475,-0.7171322046675139,0.16886424855354984,-0.3621355719232133,-0.7982794874585982
SIDM00971,-0.8813000284573674,-0.6028813889076123,-0.6880990672223815,-0.09724197072660218,-0.40461923482653894,0.04612127637793591,0.7150649018786864,1.1852996839526637,-0.5841349931253361,-0.04237335394877914,0.09248552444372417,0.8019419745622016,-0.646421769899259,2.0833966869506635,1.314041956005872,0.7371271761609445,-0.38998684140258255,-0.4340534217896428,1.1236679187220864,-0.7131448042315973,0.44159368316156494,-0.32825812280822275,-0.339969591942657,2.103661061681151,-0.29767107232756046,1.6410843098150552,-0.12327252940681545,-0.20438577067638092,-0.3448241416447624,-0.2430349816770392,-0.786567395910744,-0.7938250524211071,1.686760237345872,-0.6198935323211331,1.0065650532744788,1.0690153428757005,-0.6860883214772299,0.07614258661554094,-0.7505264169549567,-0.5997596797306786,1.8889264741652043,-0.7819052061447138,0.3925172125297442,0.7875846222314197,-0.8058407561637639
SIDM00251,-0.9050477442746414,-0.6560091349961189,-0.7405400200589118,1.1365646630025898,-0.6652788312919311,-0.5582473696671834,0.4069130958852871,0.696036216885027,-0.5214031348276449,0.10502991042108431,-0.277337700187894,0.7515227897960566,-0.577939463934113,2.247666288401347,0.9829965087067525,1.0835241333334782,-0.03391620520961076,-0.3847569856930337,1.2091111847216787,-0.7177232268091485,0.423130643167436,-0.4172195532583134,-0.11173579431030378,2.0110099107409343,-0.2592000811017845,1.5020628724485245,0.6675907535406467,0.3221089256110211,-0.6208924077885393,0.04053883466617757,-0.3894181298578942,-0.8390931113773078,0.970045238301178,-0.6645110565935798,1.5913931922709192,0.8997008022854015,-0.7637372161554342,-0.6083274232250908,0.4394860994078638,-0.6830707177016508,2.586755153234936,-0.24195288923965352,-0.028667458273358842,1.4120518166856653,-0.7828519905130819
SIDM00412,-0.9351494684707268,-0.6006059051209812,-0.6446293099420031,-0.45221468314712465,-0.7024693363725267,-0.4009468099341092,0.7648820983778076,-0.24851168938623344,-0.7109884411953947,-0.02988889341530634,-0.5319234772601121,0.5649335150398368,-0.6798523699620157,2.2753068427679595,0.9342879007370773,1.0875745548617783,0.0640899953811445,-0.4643652304479121,0.8445895223901494,1.6757130034907188,0.5825924972921416,-0.4364307794796371,-0.15610000555996897,-0.6055223431290183,-0.6320138873841623,1.3839585753753865,-0.7621093804270973,-0.1319100151036737,-0.7878494696064646,-0.2826147838207114,-0.053247721181422895,-0.7627856918245105,1.3556033095787472,-0.08077697990443716,0.5428569418155891,1.183160326899326,-0.7726551823594261,-0.6815141516392009,-0.7951307728909255,-0.7531268021762092,2.8368138255622974,-0.5046534464822474,-0.255174264325814,1.2540461204044349,0.45524226369883647
SIDM00023,-0.9412945006843529,-0.5604347086025921,-0.7497077596854765,0.16478549517435875,-0.347552917660892,-0.37800343532213626,0.9087193070181654,0.5152702769628555,-0.6584462842318669,0.05774015455076378,-0.5647918974332385,0.9835270061403357,-0.6684404880290227,2.3604973605459008,1.0067886171858367,0.8895411452698979,-0.07860834369370635,-0.2259365140042443,0.707781789946753,-0.6648408346956509,0.23960382023383434,0.19748942054404806,-0.3337607554064899,1.2649201916132005,-0.46492072091468795,1.5055126760145026,1.0176344611844632,0.03776136549441149,-0.6123895220369636,-0.05030722149046101,-0.715281043662369,-0.8544209484681815,1.1454539988452561,-0.14400629376438684,1.2367729759690707,1.0680070780834339,0.2681430199742883,-0.34535503546251717,-0.3084456722269777,-0.6710616283430842,1.9828888538152663,-0.7181201108763845,-0.20894986899148293,1.9239416966150795,-0.18296735868225647
SIDM01198,-0.8214748522246464,-0.5813229847294823,-0.659355576196968,-0.015924029391054723,-0.7739416479015613,-0.23822109579656978,1.0113507479230204,-0.12248505947244713,-0.6795648962665792,0.17791776742784374,-0.47020190474583046,0.8011127699888895,-0.23804291533125488,2.680027342591633,1.4313104981256304,0.29298588717087753,0.03817669299444275,-0.6065532861281752,1.2875010019771571,1.0522702691718935,0.683807276644346,-0.20510229678069072,-0.3000254854332916,-0.8505629115043242,-0.5366928677013569,1.9637185393073961,-0.2499480497365642,0.31127376069945567,-0.6744045142962242,-0.16895770812222277,-0.19502079616294404,-0.788159781342652,1.464141667340868,-0.2963748664115075,0.7444874241495765,1.4454475370267394,-0.5264432867044704,-0.8111792977397798,-0.6901436189555767,-0.7229326392555376,2.2165292200901856,-0.7006596224716735,-0.03483978726498896,1.6627224594565895,0.8804484709130701
SIDM00441,-0.9431478217301456,-0.6351682717107338,-0.6535225972676185,0.6161441316489155,-0.675304615722812,-0.3329417082651746,0.74130820596175,-0.08227070769760103,-0.5796531679521029,0.10164441127595081,-0.6506626936372975,0.8852932529303784,-0.678047682776773,2.2981186445033974,0.9962091700385179,0.9699057202576193,-0.20055980266695642,-0.6483913696139825,1.6581720799354438,-0.7486860613376919,0.0653925098383363,-0.2661548320936986,-0.27888217492296247,1.6053087214356758,-0.5185775495196272,1.8437683772623858,-0.6075689145609969,-0.04970273449180577,-0.7300628108835633,-0.34937357651907686,-0.24395886426206562,-0.791108227538842,1.2963492897828353,-0.5673293398835743,0.8445143912150715,1.127246830816474,-0.16390118512770005,-0.6027928047701948,-0.6326949179065193,-0.6576362742783651,1.7571101067220398,-0.42231672566668665,-0.10467565437712714,-0.06729157176988702,-0.7452558520712448
SIDM00388,-0.9135932379813909,-0.5797083530547607,-0.6918122936857399,0.25102663093204225,-0.6478547561845907,-0.6854351209425408,-0.07834307684766563,-0.10750008782351947,-0.5685606555236655,-0.14944210281918624,-0.6263421629559758,0.622718714331527,-0.5130072000233918,2.4314163855420174,0.8605348218595936,1.0757202471480831,0.036308998484147745,-0.26675911695880483,1.5975812793122806,1.0256823673751914,0.3750772409666763,-0.2707206203713658,-0.3845152943688889,-0.8550623055463314,-0.5407605755386383,1.9129050229494364,0.9239193369123561,0.5383224592479923,-0.7249683458314796,-0.22850215913718228,-0.006965944910060982,-0.7353732572922034,1.4974478909651674,0.48534373469096354,1.523726408027304,1.3874385793032298,-0.6970285209811686,-0.511055911346048,-0.3733114371123894,-0.6280410346780024,2.1954351543587967,-0.473385042989223,-0.12680725580703117,1.3373276269921526,1.057420618297311
SIDM00417,-0.9422606393022306,-0.4239687417130341,-0.7574425101165576,0.08958220847491354,-0.5830751854417298,0.2331010944085303,0.3527492448122548,-0.23139775738539084,-0.6659147168028821,-0.23201681281870004,-0.07445135422201003,0.6871664389178925,-0.557497303187328,2.382420717117945,1.4021102293663965,0.9105103982713476,-0.0038955839547438697,-0.5480625518131725,1.3599851177936821,-0.7615176293972388,0.5628435191727823,-0.2989144293780882,-0.27210457010554423,-0.8864838943386063,-0.4871018333341892,1.8359892182596744,-0.579289942123326,0.10136546183846902,-0.7215089232448547,0.12137959725672867,-0.34704042578728816,-0.7950352044310717,1.890362703337399,-0.5059481593419324,0.3779002993685522,1.0128087637262708,-0.7432855200203955,-0.7525567499516868,-0.7649041229271674,-0.7690415603828704,1.5512578896583895,-0.718493790760548,0.42225040654201873,-0.21574032669471746,-0.7083756313276026
SIDM00416,-0.8454028668743708,-0.5426301256305747,-0.6596682320536118,-0.11432152713909118,-0.6080372741515284,-0.37082559266479265,0.820135690318287,-0.24406690867448963,-0.5940072618086388,0.018090898463130514,-0.43486284262312025,0.7775071453753138,-0.5600589759266609,2.471139269808079,0.7444315415193989,0.93259983471368,0.1863602434784945,-0.5604736836419453,1.513362731845109,1.2894369667610426,0.4121322483487795,-0.2778328959261516,-0.3666641182312012,0.008031100252413003,-0.48138506910469364,1.718943504202996,-0.6165135612966635,0.1669403236673303,-0.7152137377178099,-0.24667671165349475,0.12485430664274966,-0.6000524955473086,1.6001540548676303,0.31405748884871276,1.2166033697261,1.7670508442047475,-0.5715024026975822,-0.7322755146854343,-0.7762171669075247,-0.6199139309210766,2.572558426916655,-0.6812105140784673,-0.09398152550034075,1.3116257187169653,1.289374072489862
SIDM00974,-0.9843582255992894,-0.661151605747625,-0.741785202479749,0.7006996853663419,-0.6300976724045757,0.10673538038022702,0.4509591286472132,0.06328124403619478,-0.7289222486030164,-0.3658044138406651,-0.033100135995002354,0.3004222045635876,-0.6424995324397206,1.9709760790893642,0.6405348847932563,1.003637359348036,-0.05356975121983945,-0.560081021081481,1.1308240514789727,-0.8237344862836898,0.3799221032022854,-0.6173002823454072,-0.31254913571849746,1.2765604855835133,-0.5781152004796617,1.524632082723726,-0.6247633254534936,-0.04077848552227757,-0.6648992339808583,0.3221034378481558,1.043613227535524,-0.791480901261513,0.9569779789527733,0.6223376806025096,1.2432954991765717,0.9932780710627996,-0.6212206639712552,-0.7742970763369736,-0.6996139310678181,-0.5809696975784563,1.999423315562906,-0.7613720955151801,0.012590160494444511,0.06338884581525091,-0.7662366556878428
SIDM00833,-0.9608149778086289,-0.6295187136787794,-0.7443864041205818,1.4682616211475907,-0.6366438047694993,-0.3507689198487471,-0.0030227716776991,0.71247958479687,-0.595271266687793,0.06448539831537525,-0.3799495202272249,0.9974167609323248,-0.6637434394556772,2.227583880884429,1.0691712920501313,1.2419215271966915,-0.17500377517149612,-0.3162348155703722,1.7694836611526759,-0.8243701050667235,0.7783514493342915,-0.1335359079655551,-0.030175773039321386,1.8685204902959092,-0.37585057498778873,1.7958399236331486,0.5343239427507116,-0.12966162305813286,-0.7128951069187803,0.522864837493284,-0.7593026871041273,-0.7933738721136633,1.340068989662445,-0.49685294148936615,1.8012900741823206,1.2137874058949811,-0.5614124341099327,-0.2956946841053489,-0.7287362475753254,-0.6690720637196208,2.234704994604337,-0.7313950403680822,-0.019014465279552722,2.2598262125540027,-0.7437902513341628
SIDM00562,-0.7724498472054975,-0.6553409031546625,-0.7549972346453446,-0.40002607490487724,-0.5112852665593091,-0.35836216367180324,0.055268968312317285,-0.039725789155207476,-0.661698178561299,-0.18679226111997438,-0.12037446372905351,0.4120808646786914,-0.5565749828907112,2.095352740964146,1.2684864347328615,0.6683167579569914,-0.1267578452765769,-0.5389589293175342,1.2423960501853817,-0.6308297778340883,0.057287101001782095,-0.5256286474835102,-0.47862563394775054,1.6103510082909318,-0.5876791512553226,1.2927977216249373,0.37116672052232647,0.034503460096715795,-0.7659137472605372,-0.19844515694333206,-0.7664508043659881,-0.734133377441645,1.3523834000342743,0.7562213871135683,1.3681254727513699,0.8206053771562171,-0.27021615851380837,-0.5766937695343944,-0.36798498080660724,-0.7161410519721493,1.9984870032082793,-0.6702355306437372,-0.20772284286989287,0.49203941113453625,-0.7768856046924015
SIDM01102,-0.8983200292321657,-0.26190419768634476,-0.6589298942020823,0.5073328037203003,-0.6024344348864996,-0.7671529103839947,0.7498462346274962,0.01246913289046961,-0.6807880059580887,0.2429166886713908,-0.6307641144153793,0.8242078763532535,-0.620969644849235,2.6871913117374993,0.9465879846548142,1.071791710582896,-0.0036447759580180766,-0.48119639259286,1.44986429776813,-0.681305749834578,0.47251043719389374,0.7025002256955218,-0.3667733580290144,-0.6582836764102076,-0.422837221593135,1.868053838460891,-0.40437859127902737,-0.04010013382588716,-0.7896868747997904,0.5727585702481522,-0.3455538867535034,-0.7845387370684809,1.6228225683132742,-0.6008908781201532,1.1032668099962646,1.5918136889951593,-0.6601510563967031,-0.7664317729664086,-0.5744262022843846,-0.5529026914511636,2.2479275298990036,-0.5196667811445141,-0.008800933907475257,1.835559877155381,0.4563526255639585
SIDM00418,-0.9628758865550593,-0.6061739399451112,-0.6651573649908687,1.0528182604167768,-0.5653654751572413,-0.25998133988513344,0.434852262026653,0.18868453435472257,-0.750308138691316,0.22908690256480546,0.0892213668194716,1.1511009615517864,-0.5841084938741363,2.3912375669811623,0.9099541832865472,1.1748927247362861,0.26759142491184656,0.30052072541324626,1.552399704694659,-0.75280269387051,0.47840499195533703,-0.2935822760422511,-0.20044119984456396,1.6583619904428244,-0.2390886191115163,1.6417891296257223,-0.44620075402242493,0.05282502840590105,-0.5847133373838197,0.054423888234236835,-0.7470196290299768,-0.8311749052979763,1.3000637647230948,0.05475227061302775,1.8650501075950492,1.1364077369712215,-0.551145098384124,-0.7309557105840572,0.16711718025003883,-0.7231749214480347,1.939035922637897,-0.6801904887298019,0.02554014361144925,-0.3738730364740298,-0.7604975740330813
SIDM00841,-0.9628546595605094,-0.598111939750558,-0.6741671491508567,0.05903955218376537,-0.6757787403392483,-0.7193393503562501,0.4540565121601313,0.053464569067709064,-0.46012243846198897,-0.11210206431170397,-0.39640380138005493,0.6995889248202112,-0.6222721841382381,2.406444014098214,0.712674525577264,0.8593076259932929,-0.07621726730956468,-0.19053737277301855,1.225141291355582,-0.7743681992441676,0.30606744850268075,-0.3674994546336925,-0.22857383415461857,1.644554864485608,-0.3410298343079211,1.6834708650516956,0.9346434732617457,0.4138832019555404,-0.6624807597574451,0.06714823622156146,-0.7553545078715819,-0.7515778578555498,0.9718164548947089,-0.12772619943634808,1.6574598274893741,0.7771630238852206,-0.6396514734485379,-0.14753092521320726,0.3446644560926128,-0.5888159932197091,2.015614709553929,-0.36620432414785975,-0.0478894586304319,-0.10347244855699163,1.4420148418671748
SIDM00260,-0.9311811360959388,-0.6007614099491193,-0.7646642471098489,0.5602631679626562,-0.3253887136933069,-0.347176792192859,0.3919042128762347,0.15451417531034808,-0.6164865629678661,0.035355853683558404,-0.528793166053582,0.8897203396038164,-0.7261213642168901,2.2898900506445212,0.920664408402914,0.6886287574827358,0.5059716321261855,-0.5175907811840066,1.4627414410836364,-0.7563394542577752,0.555191776323977,-0.025189205709986985,-0.401874192204634,2.001846408803446,-0.5677409101832889,1.4680911999671604,-0.3656794807790735,-0.006984676949683722,-0.6079492255012481,0.3382487820468578,-0.35793390176201484,-0.8025457780458237,1.1360161789976608,-0.4391152895366266,1.1486230866389113,1.4260193760592028,-0.749730255462032,-0.8213360509342555,-0.6508151006981416,-0.7062580170126745,1.793126868832853,-0.6110281649812555,-0.2971462544142902,1.9411939986004811,-0.7429077161962908
SIDM00111,-1.010111546535085,-0.6412144430160115,-0.7330554430233709,0.38420914838728454,-0.5956862133143017,-0.09626734546385579,0.25385236803779315,0.20696553772660775,-0.6009855579100881,-0.27637713994625535,-0.6529007722520381,0.470475935002444,-0.7586928109844059,2.2290101895397396,0.9253563855895705,0.9758658461814016,0.03815307357572941,-0.32375102408766715,1.2520247434096172,-0.8715416708760728,0.429920429237245,-0.441023721005811,-0.02795954097617482,1.8351829808797167,-0.44304486152776906,1.5806448306443421,-0.7291771477919647,0.12474632586343788,-0.5570273442407089,0.6310278693051287,-0.05678888931744622,-0.7498308079137413,0.8101829583966498,-0.36627132351362773,1.403531332457829,1.0416330651703798,-0.4146707265304886,-0.5103931605020048,0.13548371413388427,-0.763849423352747,2.170778526968147,-0.6350889581837216,0.34540798210785156,-0.38378898176383136,-0.773515041765679
SIDM01179,-0.9161773584902347,-0.5308195068267718,-0.6896888998952845,-0.0803000215347875,-0.5633447221038613,-0.15077097549628402,0.013674782419931772,-0.06656459611076192,-0.7598393873442068,-0.09339564847057218,-0.3148025037623413,0.6559542570570361,-0.5483991859025478,2.129108981100807,1.059273798540892,1.2264331964812192,0.5152497744680202,-0.15533694488362262,0.8884256520617767,-0.8080767664381616,0.29928410026397384,-0.5910214988721065,-0.4086870242073792,1.5082968893616095,-0.5242957570037153,1.3355645484271852,-0.6177731468169915,0.26609613861206816,-0.5626512151000981,0.18392823788854334,-0.6366157986755201,-0.7331110357279252,1.407850118282551,0.4680158352605779,1.166033769298433,0.9853379829315048,-0.6615351020511656,0.03866842134695816,-0.5544654980495952,-0.5877266847665505,1.7794310270802691,-0.5646082312849797,0.20984440255321882,0.8556334749058742,-0.6167308137650644
