,ZAP70,CD4,TNFRSF13C,IKBKG,IL2RG,RFXAP,RFX5,CD8A,CD8B,TAP1,ICOS,UNG,IL7R,ADA,CD40LG,CD40,AICDA,BTK,BLNK,CD19,RAG2,RAG1,CD3D,CD3E,RFXANK,AIRE,CD79A,TNFRSF13B,JAK3,IGLL1,CIITA,LCK,PTPRC,DCLRE1C
SIDM00346,-0.5464437759585729,-0.7132079496110021,-0.7604184861471253,-0.6981603272951488,0.0316524670054848,0.5368789378831877,0.7600602180911608,-0.916804178177046,-0.7572422846129391,0.5397119685947056,-0.8495721747563139,1.7980537608355822,-0.9393884712069324,0.9522694009077726,-0.7377684967435086,0.5131895788057003,-0.8500413095127849,1.7445014349630599,-0.8756251990370489,-0.726753289241614,0.023769891328497546,-0.7458818834274117,2.381881234485454,-0.9090929352724483,1.364458032407848,-0.8996414838230491,-0.770199990037526,-0.605590320244118,-0.6873991975850847,0.6761982700701296,-0.9034926227684827,-0.9487667474277724,1.3880441441802436,0.7303776887714483
SIDM00129,-0.7336983919218913,-0.8692060306423742,-0.663433713111051,-0.6174423874750147,-0.8130790937423313,-0.9334405799958285,0.8694144407449262,-0.8886181185046572,-0.898242948126106,1.246151755709946,-0.8547073420087078,1.429839029135292,-0.8204155714941411,1.3253509809176764,-0.7115033637687609,-0.6016498236238291,-0.8632910854363397,-0.9193964645286107,-0.901015024144499,-0.8027716689720019,-0.7278281659988945,-0.8482184227073571,-0.7868847638098327,-0.8854848408854692,1.3882013505800102,-0.7006290281485885,-0.8396277279089337,-0.6266107848770831,-0.6203215721110349,-0.7611412879285785,-0.8159684074610762,-0.785855944714939,-0.9245593652319396,-0.30502484790533335
SIDM00627,-0.741438127656187,-0.9582547099630069,-0.909991571886494,-0.6079381022784738,-0.9038174938710548,0.20887886064762728,0.6366552058348094,-0.8914817043506595,-0.8578323433428201,1.324907529949914,-0.8769111109204516,1.8183694245707063,0.8732680858569366,-0.1759182683672738,-0.841625417986281,0.4092514997682716,-0.9059744274788329,-1.0439933796386829,1.71519379965051,-0.8863767899604643,-0.7746888056848802,-0.8511224372774863,-0.8395113623891369,-0.8471152833816432,1.3859395075789906,-0.795751398577161,-0.8355895933213668,-0.7521772417993352,-0.5990464685625974,-0.8622891390345985,-0.9425873610733978,-0.8962178117888469,-0.9185304996881883,0.122121828195308
SIDM00293,-0.6145497975252053,-0.9128123289230892,-0.5237041396309638,-0.6359025961310524,-0.8907025679471248,-0.06638903949266442,1.0142274256150197,-0.7400717247069813,-0.8253878467023411,-0.78440716163587,-0.9584638733195705,2.054581149286081,-0.952978745845867,0.9049985238007487,-0.8060334775883388,-0.5729852380974347,-0.8881948479763462,-1.0510815836430951,-1.0066925393017068,-0.7542488534867655,-0.7845543780668758,-0.8957238163536446,-0.8336157837702521,-0.9088736262887745,1.4487340285408274,-0.8371096716905986,-0.8800008682170178,-0.5815720064284298,-0.7054783910456531,-0.7483895335823764,-0.8829582589218296,-0.7781159424432313,-0.9187586746951139,-0.12002563530075393
SIDM00274,-0.7200221758212488,-0.9120111403365738,-0.8325809707741672,-0.6101485595505051,-0.8307927890818048,-0.3215072587168187,1.3059796937971848,-0.7483219673479493,-0.8594811076099261,1.5732754330737773,-0.7996508150769284,1.517096582363041,-0.8104376735960658,1.5891324176647839,-0.7586682853683452,0.7590854286684551,-0.9019177562544187,-1.013505864444802,-0.36917537102319625,-0.8060698840775904,-0.6733071409169362,-0.7333583717747301,-0.8537949922679635,-0.8787397378173288,1.1467590018267244,-0.8587425878167338,-0.813099400739293,-0.7244561673026798,-0.6691715641786058,-0.7601415665790918,-0.8676634131706724,-0.8557252604192733,-0.9414583788509338,0.25768816752313295
SIDM00544,-0.6875074192104469,-0.8950244553632365,-0.8724396179883097,-0.7193084817269003,-0.8967149543038488,0.49972253415944135,1.2768271627264658,-0.8673502779463902,-0.8445817877540263,-0.701572343259365,-0.8547196094959214,1.9650998164627071,-0.9160942136792525,1.2999994051108725,-0.6982180719303793,-0.6074398394389678,-0.8592521808717754,-0.9570948339661931,-0.764748217535086,-0.9143415350127431,-0.8000907863124339,-0.8895328731628898,-0.9531619631782617,-0.9058644817483213,1.3382315815682537,-0.8423486900177237,-0.8910475039179279,-0.625955412426345,-0.6371921978672369,-0.7683029044406106,-0.9023900646065444,-0.8009392535095486,-0.9754754795691667,0.22421961438690385
SIDM01006,-0.5334975530385426,-0.8848272425899878,-0.8395890961254692,-0.5320098297374909,0.5404570639340169,0.35199567734952203,1.2390654745359284,-0.8784403492233701,-0.8568925246994853,1.8913331372957487,-0.7730897190049647,1.5696403519621682,-0.8219117870565378,2.5799407794340143,-0.7597677568521639,0.14840988940571703,-0.8371127951432922,2.1417576995042586,2.403886408073388,-0.8464979213298516,-0.8111083791141074,-0.8469515906646706,-0.6834414427292412,-0.6169471114718375,1.628564265245772,-0.8221476400577684,2.018087049364592,-0.6176800274212447,-0.5552814952999799,-0.7433163125945759,-0.7768342400349344,-0.851844008040399,-0.8612453614017175,0.6723383829418205
SIDM00302,-0.6312130003756886,-0.9242201364157666,-0.7700682915150205,-0.32451167387133323,-0.7924221821427241,-0.13263017951983733,0.6283618736574154,-0.8765635853936563,-0.8081839395453542,1.5149760526493397,-1.0116211047193953,1.3420924007647759,-0.8256567421623452,0.8558467221848647,-0.809696117097741,-0.6534890788039266,-0.8032061777368431,-1.0206270965239768,-0.8536841583036429,-0.9049917832253279,-0.7020202745372065,-0.9008860747074425,-0.8430792004293878,-0.8400138827719178,0.9228785185919646,-0.8332458949828441,-0.8836474223022707,-0.6979878912098795,-0.6980977546573732,-0.8014785821897643,-0.8436061052089017,-0.8943668030679751,-0.9186160745802381,-0.015007020104109252
SIDM00549,0.8694058995567852,-0.8757159165418797,-0.6205920106641706,-0.5077247761889075,0.29752464518868876,0.7094220785752188,1.3477974240190245,-0.9006911990727352,-0.776299632223052,1.2763126793052817,-0.7648886405196554,1.4920252369342215,1.8123731739090165,2.2183886585751798,-0.8573880052846256,-0.21767587249033607,-0.8074303204999435,1.7842585025247752,2.563173836839615,0.9180744680293831,0.09672495451192946,-0.85594233949403,-0.7593721041814538,-0.7961996150989687,1.157225512886172,-0.8186746532982693,1.0070803534647728,-0.16661307688148078,-0.5741296770097052,3.3248805913157793,-0.6917065422082619,1.7199712928377433,-0.9139584814656442,0.9397691570788465
SIDM00292,-0.7487644704688429,-0.9356055628459872,-0.835604269094146,-0.7204301361762397,-0.9123137377502707,0.17451752923946273,1.0802996222504682,0.04449374561817821,-0.8875540287689234,1.6665440853446913,-0.8997011011302094,2.3641883286377547,-1.000474361664318,-0.4103525125757489,-0.8627233863435241,-0.8399018848456905,-0.9253855240637999,-0.9869982906595153,-0.6792964826748132,-0.897722811213141,-0.8719308145823628,-0.9258031538080073,-0.9540982254265876,-0.8986321968270511,0.39910973931008314,-0.926358424593999,-0.8685784042571525,-0.7158934679774583,-0.7237339818548703,-0.8639071690667176,-0.9434922019489418,-0.9200119867262043,-0.9348418029043125,0.46926707320708244
SIDM00623,0.14579761314470907,-0.3349488620451558,-0.8947978320237576,-0.40015801375276433,0.5151623502108457,0.26130674942020293,1.3761789155990292,-0.9020504012350278,-0.8385496343243223,2.587317203792807,0.9426055426997976,1.133212684707571,-0.7838950822242601,0.19665817123699733,-0.7749801229015519,2.547507029506001,-0.4422719887011526,1.2349322786677188,-0.11198841677542412,-0.6938629516186453,-0.7790867371831698,-0.8584170892942198,-0.8381539871483398,-0.9119117596880165,1.2674496158405253,-0.7936321764403973,-0.8299708861030356,-0.6825586199031155,-0.3412703098649182,-0.7994816630468792,-0.58590868053029,1.1890339028672485,0.3587750522006573,0.6982963728321804
SIDM00638,-0.5964075004352298,-0.870396664234763,-0.8185495880884913,-0.46902699381940743,-0.8323912357746417,-0.09961278273456713,0.79123839772232,-0.779262325178128,-0.8256454824509828,1.010031914816551,-0.9242945524713388,2.350688129067464,-0.8345857867210394,1.05366852554377,-0.7499985084912004,-0.47829893966205844,-0.8385151930266604,-1.011725833548788,2.1160881543385113,-0.7564371635905565,-0.929183599341915,-0.8329102371807641,-0.9317085060240622,-0.8462539333808532,0.8315832070493204,-0.711385566153494,-0.8605727998431313,-0.6272313697483919,-0.6692256716380751,-0.7740597089946668,-0.8898082773187836,-0.8897789101387787,-0.9562723162876132,0.24453950111791725
SIDM00527,-0.6635201372877263,-0.9306362915621593,-0.8881470493638991,-0.5266964956225286,-0.8522592609499838,0.28506652586644754,0.9679421746230584,-0.9370570079586293,-0.7730863916018723,1.319747056048863,-0.9660862409811417,1.215737640550901,-0.802036915319533,1.493916753231814,-0.7954049873531074,-0.5897573407267904,-0.8877891176735044,-0.9690610161758407,-0.9052614912161542,-0.818896590633875,-0.7605630825546806,-0.8086869274472149,-0.9813894852931753,-0.8897900270353655,1.2526171157351496,-0.7662278073839446,-0.7929361402122664,-0.6929534340638329,-0.6930017604688781,-0.7876364605122125,-0.8701989353826572,-0.8962142503466455,-0.9557681391274112,0.3005364843243863
SIDM00976,-0.670560806266479,-0.9014535977711562,-0.7723209316245214,-0.43508767681352556,-0.8276147616061963,-0.9993543872007676,0.8430212028984062,-0.8856297297152329,-0.7593586729692134,1.5789334712675243,-0.8738188663538531,0.9879093646586392,0.2894259558606024,0.33883828951315187,-0.7660345150034007,-0.722626776696912,-0.8811615871397774,-1.0550790398582026,-0.883486924915759,-0.7989224697323867,-0.7077024781464314,-0.940927699699138,-0.9938204278104313,-0.9075043799200471,1.2597550461188598,-0.8297142607411466,-0.8746839751361525,-0.7119025262407591,-0.6342261257857592,-0.762104123825655,-0.8755650851585925,-0.9237696916094676,-0.9262214907684458,-0.012422732110597122
SIDM00316,-0.6444614980014314,-0.872542502627237,-0.7965575103285255,-0.6076975299928481,-0.8570942070340833,-0.28972182394256096,0.5660995815289177,-0.8553569834594874,-0.7663641100815439,1.2751314702815482,-0.8817811505446982,1.3999844987606342,-0.7023504957558935,0.6044158371016133,-0.810324328503256,-0.6853559882125267,-0.9145196406120545,-1.0028272446655098,-0.63055694602223,-0.8807727737008073,-0.6212601330213882,-0.8461322406563154,-0.944349411624195,-0.8827779716551505,1.186945044878823,-0.7364159043694487,-0.793651280317844,-0.7033430267525895,-0.6821581560490239,-0.8438670003850097,-0.8294341947755196,-0.8936143983393087,-0.9298060841713831,-0.35438350689333
SIDM00326,-0.6487635836544758,-0.8781507549220096,-0.8474614180927286,-0.36017745742987406,-0.8741281039377375,0.28820353285843786,0.7378049038496728,-0.8563224637077999,-0.9102106637516987,1.1725319565171195,-0.854794262746916,1.5924461421722145,1.1983192088806944,1.887642401911275,-0.7956553657448449,0.8092619900375185,-0.9319958869502888,-1.0102263274655727,-0.6874913867718336,-0.7289462475152944,-0.7280221115790879,-0.9112756895509628,-0.9106370485134804,-0.8650653033611337,1.6167774044944474,-0.7035168931462599,-0.8050365453235899,-0.6959334512358761,-0.596489899409457,-0.7805035136215585,-0.87032354412796,-0.9097008894872707,-1.0031670442708134,0.3204011776530433
SIDM01093,-0.7102985058455707,-0.8733024030043398,-0.8333033264571065,-0.4529104468162872,-0.861606837927489,-0.07157790609901772,0.6178367843977424,-0.8440346185278647,-0.8263705747579101,1.4269700669945047,-0.8484975787611501,1.7169375274837995,0.6115657670800694,1.6389051560217174,-0.8268807687477082,1.363971930606683,-0.8982901977893045,-0.9400655819297035,-0.841162798707011,-0.7860248195203794,-0.8237654330011612,-0.7630852451848588,-0.9010348310589678,-0.7809444786280046,0.9742835805109898,-0.8050069190875629,-0.8502810578455627,-0.6666348664731557,-0.6936331954918428,-0.7929254218824571,-0.8626653525120208,-0.9112832109669515,-0.9291256334585833,-0.04711834884331991
SIDM01098,-0.5897173535460536,-0.8737136332680414,-0.8267064360010702,-0.6341257635875199,-0.8212443118180502,-0.15139758812472423,0.9444861861115614,-0.6912576896392981,-0.8176363697365254,0.7961649595204846,-0.8196502719138965,1.258503908662563,-0.8337965304264867,1.2974864327589666,-0.782552333742352,-0.5553667462723023,-0.9012892424146779,-0.9819316710384116,-0.8843754187665195,-0.6889899142153899,0.31713667756609143,-0.7644984467190692,-0.9310057377243542,-0.7550454054701509,1.3380910799886012,-0.7413518446456122,-0.6976366108174119,-0.6135670573248595,-0.5614931734463395,-0.8267064360010702,-0.8247896882317501,-0.7947738629044548,-1.0456634040601935,-0.17403001695687417
SIDM00424,-0.1820071194454897,-0.8385120787010313,-0.6270194608125006,-0.2197771292610813,-0.2473878826415185,1.2119349544201818,1.454321078725038,-0.8239473029152812,0.3720860897698705,1.1763534983669228,-0.8034687536334278,2.059813802793122,-0.3642943144528501,1.695453080964068,-0.7508283581498716,1.3881899175720982,1.9784957234372522,1.720100019862248,2.612907476406568,-0.0027197245516272666,-0.6853993582389609,-0.8129362224399108,-0.7905647988239862,-0.7902740785235635,1.593612174529761,-0.7417109871458322,1.6313877097388663,-0.1496369207034959,-0.49387759709280377,-0.70069766525571,-0.6672294532091165,2.0912280356846216,1.5102399212323017,0.6325530886796619
SIDM00973,-0.6975066312708664,-0.903434003007706,-0.8024803144186893,-0.5304913339669132,-0.7996651288391567,-0.6435235730897461,0.6817399594725918,-0.9160330054348031,-0.8212913253657496,1.4045889329561012,-0.8114694300689024,0.4142776406310617,-0.7595037503148309,1.3898658285775753,-0.8233642626392784,-0.7756337048081332,-0.8597311302788879,-0.9907544733113839,-0.8760172985824358,-0.7695472086174858,-0.5994446659048814,-0.7991869946598507,-0.8589616481952367,-0.8511487410761812,0.8040821032542919,-0.754091895205026,-0.8085436441514653,-0.7510979002044617,-0.6340156175508026,-0.7481691753172868,-0.865251280991785,-0.8309211761942615,-0.9331826006792995,0.311318006944364
SIDM00411,-0.7528134942284095,-0.8920962572668779,-0.8964199994436788,-0.5940976856302288,-0.863895378633976,-0.3900807973785921,0.3484096726861182,-0.8650813250349683,-0.8276623057126862,1.3674779171013667,-0.7692094916150017,2.100277475947316,-0.8482993753120046,0.8858735642497902,-0.7980882029692069,1.7329234052124152,-0.9525318221646063,-1.0067025688025542,0.4120027661817933,-0.7832606783396395,-0.6307293669540777,-0.8014730511101044,-0.5812413246759809,-0.9649557676485123,1.4128007398141649,-0.7991574258840115,-0.7228152036399496,-0.7139211129810572,-0.6899767264244013,-0.7427626631809969,-0.8518769564696966,0.813225342616694,-0.93488669596801,0.2405406999364547
SIDM00374,-0.5387840594053447,-0.8772258561222064,-0.7366680031427797,-0.4772526855366457,0.040153563722652,0.680052603049074,1.4489642383412147,-0.888171955207729,-0.7634760759461758,1.9980701665613423,-0.7351952389144604,1.2770061425345833,-0.8206338366413863,2.9741953748274064,-0.760886322059477,2.8789662829968647,-0.8166496685374179,1.9222251054706183,2.970580637849342,-0.7016800555509732,-0.7091673146356489,-0.8611280825773322,-0.6952415405477635,-0.772494912570413,1.825023977909104,-0.6939242410508398,-0.06470377002479945,1.0921171150255649,-0.4858490935235621,-0.6325693501478147,-0.6383170376919913,-0.8304911179117433,1.6831034517702705,0.7767147775612656
SIDM01160,-0.6502104488951522,-0.8788428808984786,-0.7232779988209369,-0.6490244747431082,-0.8938518000235619,-0.18501679978724467,0.5526342883854026,-0.8307231734815151,-0.8092138545970607,1.2718527933185437,-0.7913764642460281,1.527549239478462,-0.8447807946356046,0.6047888025274347,-0.9876898430000299,1.2329726073766099,-0.8833758104173016,-0.9224132651503805,-0.05739075062047574,-0.785348435547464,-0.7512872291031985,-0.8455728227278547,-0.6992685660580953,-0.9121021528902558,1.0715810250525124,-0.7532708193783708,-0.7112556910782839,-0.7048987725899035,-0.6890903366183418,-0.7612070185158769,-0.8647582201229776,-0.8464040993599526,-0.944812910377789,0.44465942693116395
SIDM00145,1.20219298876986,-0.8531447179949415,-0.8512680466317464,-0.5106530896075184,0.4532409983110948,0.9705569436762751,1.155328013817209,0.6125446416754085,-0.18886508827252083,1.0304367076454006,0.20206962209019763,2.0950318273842687,-0.7206570626903847,3.5078975469271434,-0.7393800009453328,-0.5400094368890371,-0.8975802618154193,-1.0222470782524042,-0.6438931056882041,-0.8041365808280665,1.3889284361719778,1.2268283182710513,3.2660267723719123,-0.08135473457453828,1.346429991125705,-0.7063070345270414,-0.7139876669787621,-0.5872544309855191,-0.5098559327251552,0.41441276385402864,-0.9132841508428649,2.3234168809940177,1.7676419681564437,0.8054051839655292
SIDM00975,-0.6484885082264397,-0.8693729523815239,-0.8161291763820275,-0.46477149930011963,-0.8652859369961874,-0.23185299572616214,1.139476657196302,-0.9606382403595193,-0.8941536883220562,1.3296315401374301,-0.7462482400666037,0.9417808926116085,-0.6020848830728088,1.1457035625038188,-0.8220362739584416,-0.34619604955725536,-0.8767369277604823,-0.9608474108223496,-0.8573702349976923,-0.7927224659981844,-0.8212107842256926,-0.9319098439017237,-0.8565718801847384,-0.8819078038188787,1.1922700087052307,-0.7926430719147276,-0.8554365583849917,-0.7041041563477758,-0.6858602557335512,-0.7512118842441998,-0.7989217364315925,-0.9073650526554162,-0.8977410681813504,0.11868772227059034
SIDM00971,-0.605535058289742,-0.850690797723425,-0.6604939122510525,-0.5106062790719758,-0.8374051034562129,-0.6358687841090445,1.2596090108668396,-0.8726368507828625,-0.8776026915217066,-0.24891343908409996,-0.8467395959320492,1.9938328780670886,-0.8327044663247468,-0.5197140775605733,-0.7780222253606581,-0.6951996662163652,-0.872145093359491,-0.9368290927106318,1.613684762483197,-0.6968835630742248,-0.6929621123829866,-0.946841561577539,-0.5057413805625874,-0.7421006121551402,0.9417781131574716,-0.7146708900445744,-0.7182730309709461,-0.6311147726692984,-0.7059543643889284,-0.8247686221217013,-0.8834539783067186,-0.8458666094963453,-0.9314693299117115,0.03624377914085702
SIDM00251,-0.7029742483637296,-0.8909820008398691,-0.8813828615927453,-0.48788488976253974,-0.8398873756439007,-1.1454980251204236,0.900785007520098,-0.84501497037751,-0.8826540604992709,1.563128318770056,-0.795567045881344,1.820305484968784,-0.9038813216305074,0.9173719696487276,-0.7965058171588328,-0.5728630546568876,-0.8742252002870793,-0.9247508593561272,-0.038106681409020716,-0.6379722860875624,-0.7141125500687441,-0.8717786154334567,-0.8116270767502561,-0.8141032112335622,1.3486265035268703,-0.6767832531501756,-0.8191299096563345,-0.7058491904032083,-0.6107286633374708,-0.8127551906913214,-0.9147309811416101,-0.7673705190513309,-0.9218317315876484,0.4697646041687764
SIDM00412,-0.20517540330831843,-0.8915697263395287,-0.7107219563044673,-0.44957868213222973,-0.28696277050624636,0.988447789013242,1.2153835096508672,-0.8667538762287353,-0.7311291954081575,1.9710613097841354,-0.9796791921314159,1.654549261502427,-0.7037521370585303,2.534824997899004,-0.7958632338327493,1.8705838862605064,1.9330923963774471,1.4266458555800214,2.6655681398961977,0.6491136095480716,-0.10960270014933012,-0.8593510022031338,-0.8198698812046403,-0.8314599648348,1.6713122762459414,-0.7264660158950168,1.4835541438600806,-0.40113140942414993,-0.3504832878065188,1.2235861441454012,-0.7029625965584425,0.5358868029140156,2.1531188912823604,0.8224237034590649
SIDM00023,-0.7033254016734329,-0.9512403406420253,-0.7786818238906156,-0.4794204046178212,-0.8377972324803293,0.33122711712507763,0.2986921982829927,-0.7767352311915119,-0.7365530758119825,0.6799851574908244,-0.8494830505174805,1.600888029875794,-0.3089943251197215,1.1867116775591586,-0.8371783387851798,-0.5125932450527918,-0.8680264893328639,-0.9998881750023699,-0.5025426962291384,-0.8473791790247979,-0.7361139806301054,-0.7816220757124075,-0.8551521536564292,-0.9050478036351924,1.2795725624573107,-0.7946121810232502,-0.8495930925673039,-0.6267025293237495,-0.65073205885799,-0.7918428929354948,-0.9191390417054273,-0.7318129375517801,-0.9277056094305998,0.6478215330076723
SIDM01198,-0.44159167219519596,-0.7866456976389615,-0.8677414738344058,-0.5980589124626143,-0.7328128537032474,1.0092557021077082,1.8057648417648111,-0.8366793678614675,-0.9279350994966287,1.8135794070249716,-0.5782601508550602,0.5781173131545434,-0.8004591382576153,2.1759219869694975,-0.5924098792862985,1.0726478880883574,-0.6316709319716131,1.7957108241061865,2.205993171990537,-0.24580732114805054,0.895398670176765,-0.6954387455235915,-0.822263612241338,-0.8834684619859535,1.474818955116737,-0.7115015111810442,0.9200393329926965,0.12958430890980735,-0.5413034153543388,2.351984833158808,-0.788372698103836,0.7440000740258007,1.0006618495698012,0.8356822899551144
SIDM00441,-0.6157282913776441,-0.8801298100249845,-0.8749522323149295,-0.4126214236937502,-0.7871369810051135,0.8856797991706071,1.2312865106672637,-0.8206495640757462,-0.8127816648254073,0.6797251787087073,-0.8788682743930706,2.1945437374548242,-0.8987824478872855,2.4696508418985257,-0.7462495256237387,-0.6492748211157093,-0.8381014379296337,1.658146902001566,-0.8778689045294696,-0.8074271179834093,-0.7694490784197472,-0.7817611624114144,-0.8542126805830903,-0.858965349637836,1.1877093663588019,-0.8509752547843066,-0.7084457694473215,-0.6325504301154742,-0.6483960808409935,0.05964445029466631,-0.8130882529823845,-0.8196814304283178,0.49074254146911245,1.0088904141331254
SIDM00388,-0.6235637851823947,-0.8738326819773387,-0.7731944489689205,-0.5991435267440816,-0.7396331263098499,1.3311816393499114,1.1737429582814822,-0.7754144371792459,-0.7654026820067904,1.1469939472090658,-0.791609998137786,1.8469435207848142,-0.5645267935015569,-0.8623751719506557,-0.787777720888125,0.8309540928426583,0.6353087079253565,1.5241140051202227,2.319996779339094,0.45128691273938293,1.6850229235389935,0.88286232101708,-0.9632120489589003,-0.8180579728676353,1.425443371130953,-0.7722357431544078,0.05098700072796314,-0.26065215710681966,-0.6225919031302717,2.780718593331675,-0.7416312293646515,-0.5424760814063474,0.28756423634929545,0.8494888015029378
SIDM00417,-0.43328244877883215,-0.7817968587245999,-0.7248778574771914,-0.2845764249404043,-0.2821558818876781,0.36518759070003726,1.4887301830125284,-0.7927234956961409,-0.9041877004186889,2.011890993617119,-0.8524415033903345,1.7451036194849385,-0.924180869698513,0.8149764247006965,-0.7158109858693951,-0.5294157991100121,-0.8329472160155614,-0.6280590451448549,-0.8929990009524265,-0.7078402701809983,-0.7869727018700209,-0.5297089394074921,-0.8117199902604514,-0.8322664434575813,1.4575566540872358,-0.7398299091452576,-0.6093830139872479,-0.625133823852409,-0.5294486294625744,-0.7343697734850823,-0.815447524187014,-0.8179071529902031,-0.748978011008257,0.5126599577595878
SIDM00416,-0.5187776686340331,-0.8518591228512702,-0.38905177956818726,-0.4428469256693793,-0.38064190148481303,0.35632616168211645,1.1334047101979026,-0.8018790689029667,-0.8148274320907449,1.829244924945582,-0.7377424156285032,0.7110793309209761,-0.7377026474228894,2.0728451953090428,-0.7905290944684714,1.620923426938212,2.74871628825512,1.5976518274923637,2.017721559272511,0.6766467442369067,-0.6682149276418868,-0.7966723755657055,-0.6419943273977978,-0.771852467142883,1.0972053783329652,-0.728013707424661,0.8362094564117906,-0.3544681362013921,-0.4295017077743095,-0.7683018926269991,-0.696515164966645,1.1342417948113677,1.8031358303516758,0.6139286005471363
SIDM00974,-0.6199914366360609,-0.8647074546566699,-0.7704195476601421,-0.5656515930808724,-0.8238517322938449,-0.17682742054852654,0.8170567026358131,-0.951958270846436,-0.720323335782479,0.974804557348026,-0.769422852590015,1.4289969486363667,-0.816724017535505,1.470070166473459,-0.8195158003429224,-0.6183987863333583,-0.8129690810483303,-0.9710304372609714,-0.8808320063747752,-0.7467459756023004,-0.7618301031255933,-0.9094903094563849,-0.8018020003194952,-0.8907295627439417,1.268399516078613,-0.79216394414932,-0.7703472965834571,-0.6980649852330039,-0.6440299728469174,-0.7612072379240975,-0.7818389839065188,-0.8318790208399202,-0.8987339814298148,-0.06638782734510945
SIDM00833,-0.7142299776938409,-0.892453068509729,-0.8119778772675614,0.010905221569594843,-0.8655766752201314,-0.24191796498597867,0.43309746483881445,-0.7254604289898628,-0.6483361575675773,1.7631993095158975,-0.6579869043556387,1.8850557388077245,-0.9649038429935015,1.3071212536322045,-0.8481133642516177,-0.6486750666529496,-0.923598756352827,-1.012938643578799,-0.959740394663495,-0.8186647100215593,-0.8017229856482354,-0.9004040086906244,-0.935286849326123,-0.8479350453312845,0.8904226549749908,-0.7387340614449204,-0.7377835367888647,-0.7043830651096565,-0.5789893250941994,-0.8497734886189254,-0.7880763323149828,-0.47973932602294267,-0.9862811293147111,0.31284989768305616
SIDM00562,-0.5789466085475791,-0.8867249693935927,-0.8048687470925707,-0.5210767516830247,-0.8424964090035076,-0.5086404261597913,1.4621154423505105,-0.5061333560828019,-0.7992545533519275,1.2596592894802343,-0.7492803888540845,1.600080286751328,-0.8230004300473593,1.1569598396788736,-0.7150925265528355,-0.5297031555505275,-0.7936301408423179,-0.9510885221260562,-0.04124061205496407,-0.609037408029781,-0.7693622199304124,-0.8098172465673887,-0.8505221153306287,-0.8903496783142738,1.2008202090266065,-0.771066286547143,-0.7602528720513524,-0.5916295918624906,-0.615881120370419,-0.7355574384988742,-0.9083075298717318,-0.8307087989664774,-0.9129588287235012,0.46932651764217204
SIDM01102,-0.5248137062636424,-0.8796997164933696,-0.6708079075735938,-0.5996034747388349,0.5039636761907773,0.8602373632649722,1.4305145626192224,-0.818479425475772,-0.8177148206309511,2.3321017299532225,-0.2869543426741113,-0.26421079999637614,-0.7089292166440916,2.1326838254237694,-0.7131672831755533,2.7297519942405803,-0.765758115292048,0.4288535525791444,1.0361421655137766,0.11894987046689802,-0.7497357624823981,-0.8979765762445737,-0.6222909771859395,-0.8482139817971686,1.226650132048998,-0.635588043137237,1.257000405873024,-0.21394930442015603,-0.5775054850790983,-0.7216725762089566,-0.6989936095667012,-0.7652996390970023,-0.7234076769289809,0.2791245640437069
SIDM00418,-0.5697201608180025,-0.8703304815427971,-0.6516114522948854,-0.5315657158582872,-0.8572059959193752,-0.3782973517356181,0.31840650946055565,-0.8533783742149699,-0.7719620621233957,1.618160592234486,-0.8877430342292651,0.612161452512155,0.25880442705307194,0.4752885319585092,-0.7128948689637225,0.4318922963381711,-0.8379427533691475,-0.9818001375400794,-0.8542496279188864,-0.7711727195612307,-0.7619998342505209,-0.7492069576534108,-0.8804683453256451,-0.8870462702789228,1.393331311506592,-0.8332213159600768,-0.7609277362506582,-0.7236448441463216,-0.648732836676483,-0.7567888565128171,-0.8414092473185675,-0.8258207788782546,-0.9990389368353969,0.6336811830046714
SIDM00841,-0.4043679055154313,-0.9001049466665535,-0.7283212702762264,-0.43601025440196245,-0.8044762746575614,-0.305026635135769,0.4768590746731584,-0.7024317161113548,-0.841798891619553,0.7929731739946754,-0.7943400471023567,1.2360983250808257,-0.9197824486875052,1.2310278084933237,-0.6749168703292601,-0.6105303061239667,-0.9115988155702973,-0.941465462163149,-0.7343905342003983,-0.7499606343035478,-0.6043546339509869,-0.6249661869568648,-0.8075122129982967,-0.7502544775495369,1.2261271069895952,-0.7682387417239855,-0.6920893500220422,-0.4963181827652745,-0.644103257285643,-0.8241486120223955,-0.8616610233060779,1.4252334282768984,-0.9452709562338275,0.5544340632171821
SIDM00260,-0.6661842006226008,-0.9217011775783345,-0.8814416211650948,-0.6515719539639407,-0.8256037803618932,0.4400233861567076,0.6373401405193283,-0.9002029668737829,-0.8140367819731396,0.5821965502138053,-0.8515831694597702,1.3541743134146167,-0.8655324996047652,0.8974903699814197,-0.8482046921448618,-0.6438000069833737,-0.8261852924591695,-1.007276430868837,1.1881325940442018,-0.86535424715468,-0.712734952857067,-0.6103025387245848,-0.8082899694931014,-0.8041574513924472,1.7262270923725236,-0.8043754600090937,-0.7815780483880731,-0.6388889889940371,-0.619964280718248,-0.8225562527981944,-0.8906649111037809,-0.8493211743518373,-0.9308358261021599,0.3307885211851087
