,GRM5,PLCB2,RYR1,PLCB1,RAF1,PRKCB,PRKCA,PLCB3,PLCB4,IGF1,CRHR1,GRM1,CRH,IGF1R,PLA2G3,GRID2,PRKCG,CACNA1A,PLA2G6,PLA2G2E,PLA2G10,MAP2K2,PLA2G2A,BRAF,PLA2G4A,ITPR3,PLA2G5,PLA2G12B,MAP2K1,NOS1,GRIA3,GRIA2,GRIA1,PLA2G2F,NRAS,MAPK3,PRKG1,PRKG2,MAPK1,PLA2G1B,HRAS,ITPR1,ITPR2,GNA12,GNA13,GNA11,KRAS,GNAI1,GNAI2,GUCY1A2,PPP2CB,ARAF,PPP2R1A,PPP2R1B,PLA2G4E,GNAQ,GNAS,PPP1R17,GNAI3,GNAO1,GNAZ,PLA2G2C,PLA2G2D,PLA2G12A,LYN
SIDM00677,-0.9434167693091458,-0.7935425590413444,-0.8549911125085576,-0.7526302782709814,0.4585595395703703,-0.853565921154517,-0.5284884154466479,0.32819914760741575,-0.8666489898423977,-0.7457784314298296,-1.0292262483946566,-0.7699917660007842,-0.5546993406844337,-0.525952771421504,-0.6965034066052274,-0.8671465649748439,-0.6937507236416114,-0.8083980094735302,-0.7185362314933051,-0.7171842203752563,-0.4909382224373393,1.033678672833442,-0.8120129964528192,-0.5403204671974559,0.7107147379894426,0.5685359233867883,-1.0313650968195913,-0.803007015952257,1.3534058436250993,-0.8705417500510252,-0.9067590586253651,-0.9366236336161783,-0.815653050146506,-0.9306916525568636,1.0349671517727264,0.8381887795061524,-0.8898324499310751,-0.8700311524361086,0.5154260520064721,-0.8898665803131088,0.9371165199763537,-0.6507212419750404,-0.6599765653698157,-0.6646633355669298,-0.7364631602476037,1.4027603649776728,0.7109493567107958,0.035622047500743985,0.35563926702341286,-1.069692507816802,2.327853777206943,-0.010072598965349086,1.00684803425072,0.1412197594290392,-0.842506602028772,1.1001671953206122,2.600195496137571,-0.8426363052484903,1.5524559788003587,-0.7503435944299794,-0.8297064763617851,-0.7947396401268816,-0.7823867790877859,1.2939435349463007,0.901658934620847
SIDM01220,-0.9789487089418913,-0.8125026170086406,-0.8318446616851363,-0.5567218165398882,0.6894859944426364,-0.6771176258653511,-0.18747810501367929,-0.21070490962123467,-0.8082759059131697,-0.4317295581203703,-0.9889795664903351,-0.7908123452567292,-0.5986291591335463,-0.4065333732842558,-0.6060095364204594,-0.9686853042056275,-0.7054899210821444,-0.7068927517302137,-0.7222474564479874,-0.908864240637385,-1.0021375257988205,1.3223752177449606,-0.8787752507131839,-0.44340115884575004,1.4726337415706552,-0.058487630414122076,-0.9687396379318086,-0.8443705436836176,1.5923898465122093,-0.8058206450677777,-0.9137956277286452,-0.9439782887807151,-0.808048079052225,-0.8855123338445233,1.7588322689211142,0.4375825538700083,-0.8366983356779099,-0.9601869793194956,0.9433086825105012,-0.9412154685411677,0.6696176810681674,-0.7454825045484355,-0.581775561459827,0.14928898188878076,-0.6177731600872678,1.6647608817277926,0.4809807406689507,0.7960675175881429,1.403625182285956,-1.03220008639306,2.4600216331763103,0.10073653607990492,0.9325072785231198,0.20154247452579369,-0.7867056327462933,0.8886619219126703,3.385072365376906,-0.8354172859890331,1.9356584563476114,-0.7137588334215893,0.43562822581264715,-0.8552631462243917,-0.8077532956567361,0.9508455273733093,-0.3544903271533027
SIDM01259,-0.875070396508155,-0.5773492265532006,-0.8597516436953156,-0.7585255293084882,0.6539674177878378,-0.7831811155179016,-0.43974757306659434,-0.39118601031084915,-0.7885454882056496,-0.8271931898735333,-0.9407111471788692,-0.7772588731965261,-0.5980234023791301,0.01750050653390272,-0.7334429837402877,-0.8954422493712566,-0.7374812061071135,-0.6943531658503286,-0.6737946239085562,-0.756722328127027,-0.914036104274708,1.2125975047785953,-0.9040810003344315,0.13440821846638293,-0.8806128955408137,0.06997539152023385,-1.020021927156497,-0.9098533369334505,1.9059594813866747,-0.8251354143101993,-0.8393778088050139,-0.9038288125381543,-0.8407754735065882,-0.9216051904934643,1.2092735008536315,0.4252921746572089,-0.7955764541905369,-0.8140698006407526,0.661571715709272,-0.8786066457407475,1.0829738573016592,-0.03202247135829736,-0.28445709422994203,-0.3341629249792698,-0.5368847076832919,0.4144452967187358,1.0874876478896145,-0.8009702036612744,0.7327116310615012,-0.9716345140262531,1.7305412167521543,0.4251722384624717,0.5823306070522811,-0.138985792976525,-0.8406554343520098,-0.7593849303769761,3.1540995378228995,-0.920477459262381,1.477472371255467,-0.768928268712961,0.9972792601786823,-0.7691454747071707,-0.810873115573918,0.8303756274369299,1.0878264669901918
SIDM00680,-0.9840168271380224,-0.8027029567413221,-0.8762531130627578,-0.22004463361348592,0.7775959059038607,-0.880443720723568,-0.34802528081921696,0.7018272846932253,0.7565026467697897,-0.7698570650496581,-0.9765778428356244,-0.8018651197921205,-0.6040230073180851,-0.3243586995761591,-0.3541868167089862,-0.822387908696492,-0.767593736244632,-0.8154768294977156,-0.6932600439204074,-0.7658638507133592,-0.28421538330231205,1.6013220475452317,0.9654834450434514,-0.5445133120072116,-0.27280030112241443,0.49709701543217233,-1.0004381675525815,-0.8087934451707902,1.3505116124150547,-0.8652375710144107,-0.8982461893686744,-0.8957010215886005,-0.8522839530798354,-0.9253769221131605,1.0506781320180003,0.6237229778160193,-0.9206018958581886,-0.7947585896760546,0.5112966021053665,-0.9013768313243543,1.1600504551528834,-0.911010141551931,-0.36852055356344443,-0.48531887530404666,-0.7188787806377783,1.489801317825218,0.6338877733739215,-0.12240321993096946,0.4246107467737112,-1.074123199606897,2.333752245885704,0.10676297717380989,0.551423723257985,-0.20439162605389777,-0.7184580160998207,1.244227078990322,3.1621174828683065,-0.8816034385154397,1.7282223604526215,-0.7529724101518908,-0.7441501941561287,-0.8291807412411769,-0.8289714215115738,1.3475962988005696,0.5630419132510539
SIDM00346,-0.9194276768547601,-0.3951887308780273,-0.8718099316302825,-0.8514689160419237,0.8215661420935119,2.511970200883073,-0.45540467581285043,-0.41877294580491264,-0.7856566852215079,-0.32923867962355013,-0.8946238031451229,-0.7582045737542183,-0.5960723130138877,-0.32231390043042013,-0.683717124564745,-0.7926812709294669,-0.6672639063590429,-0.8063239124450493,-0.45056415768942293,-0.7584281561071964,-1.0216885062214343,1.1535964229094533,-0.8729848054306835,-0.32627154039147443,-0.31490549135863827,-0.6165539101127592,-1.0030318764305004,-0.9138199436399757,1.5519509042676245,-0.7471946147771651,-0.869784708261619,-0.9408131646480644,-0.815704336127149,-0.853071975316774,1.2563189213838393,-0.2642456868676863,-0.8103523130748436,-0.7709889740578796,0.9343269874902019,-0.9737249706625649,0.3917969454432042,0.5274758912425405,-0.898271838770715,-0.5532710230761918,-0.5158939820255264,0.9138469382914978,0.6718696698201874,0.129131477265184,1.1157424655495167,-1.0538969039551989,2.5239714242229527,-0.012023134384106123,0.8019055008413285,0.07592929718629242,-0.7956240540740367,1.276084545768193,2.951882250232842,-0.8337759759458253,1.6320843828860705,-0.8197861324337311,-0.6617799498401874,-0.6340845667953762,-0.7659416746729069,1.1128121775373845,1.9902911862173567
SIDM00129,-0.8927441205914864,-0.8179349077400484,-0.6569275229842465,-0.7962632168930281,0.7372637887595296,-0.7373579842165854,-0.7970695344584233,-0.16171458526107524,-0.7298946841080999,-0.4318746417173552,-0.865740431560618,-0.6727663214065018,-0.5717102917700279,0.30560048754507674,-0.5139799028820567,-0.7639005940364234,-0.5663824953465609,-0.7420420904226757,0.1333490293698853,-0.641329023101005,-0.8268898422114824,1.874183877319187,-0.8693539422842745,-0.3866921915399083,-0.4923846563205943,0.39633408396942926,-0.7738303140633443,-0.9100786176947155,1.4987044940330958,-0.7664950266361754,-0.6504275335381768,-0.9433242847082349,-0.8739263715813632,-0.8677943566038475,1.2624867539255769,0.868560868932791,-0.8618110284518403,-0.6496198013725107,0.9227732044742636,-0.9410532067677746,1.627166631486948,1.5371956706387269,-0.7657005017591321,0.007658222963362917,-0.6876590025725472,1.7421861026768546,0.20260854606316303,-0.1918588045903904,1.4478977342087243,-0.9285761502446971,2.407109454349203,0.14720706756735163,0.9357448498484023,-0.33292580228975077,-0.8537720197589649,1.1543502268980816,3.05904927508747,-0.8514044558683425,1.025185871221369,-0.49542280815533674,-0.7251506035258092,-0.9784330587078783,-0.7452436671906775,0.7785121885434482,0.8200751498001967
SIDM00627,-0.9651292826964945,-0.8789257298062556,-0.5570278298666681,-0.7774045775833724,0.710792340159831,-0.7577854840998132,-0.49776034107427497,0.07582041955098087,-0.6069513593983012,-0.827011010742665,-0.9480091638772874,-0.8194011411890489,-0.6594773507578486,0.12901608150673258,-0.7052765301727204,-0.9360299598455799,-0.7713701238542742,-0.7391017715762291,-0.7558233192804683,-0.8144520835779425,-0.0640889945397571,1.1174538802699125,-0.9061815609458634,0.05957280908297466,-0.157255958535531,-0.046453218788382114,-1.048390519904779,-0.8904487649745614,1.856342930285748,-0.7344429719492114,-0.892200519664286,-0.9524722728524494,-0.8793073746239727,-1.0257236985239186,0.8889845840115296,0.15569508158651568,-0.3155108541789474,-0.8816481436298856,0.39673708599935126,-0.8872643008524088,1.307401863585597,-0.6796479336153317,-0.8261771125675695,-0.7472802167675539,-0.48418103627451575,1.5058571915690766,0.5234192327462232,1.2166062273291203,0.8631703753162925,-0.9634281385423488,2.3588761347580744,0.11824273843134098,0.8025087691446525,0.20188913017569943,-0.9222173817464882,1.3612354563250535,3.195605994751223,-0.8718553734030725,1.4799258418481527,-0.8144853628169743,-0.7394065327430172,-0.8544537174973358,-0.841498542058963,1.0124423809458027,0.46840726317132914
SIDM00293,-0.9028903714483532,-0.6857542045244939,-0.8022340588405115,-0.48966843902087004,1.4616970097261475,-0.8980678444877146,-0.2783111698954162,-0.5420230620016351,0.9416591224377046,-0.725567540039872,-0.8600272431370537,-0.7668972886774276,-0.5537756429231525,-0.23975968427829644,1.0393115471058483,-0.8669552454068854,-0.7075935221711607,2.041009741356749,-0.6937984888012096,-0.9303048199889467,-0.8263010047670797,1.0037754128548317,-0.8803737262126662,-0.3955218777957981,-1.2266547401866132,-0.2646107743975254,-1.004361696892425,-0.8688591111199064,1.5977661685513795,-0.7491151503099419,-0.9135730478497536,-0.010714562797020806,-0.5190298311756816,-0.9463219008638178,1.69470894553558,0.5292446765950288,-0.8337349196879295,-0.9191322986396604,0.18511453785971513,-0.9752067696933253,1.5771754274925394,-0.7001610839403108,-0.9402385083929192,-0.4817175573601908,-0.5380273551450294,1.5635226655131094,0.8806679940432893,0.3169226141436387,0.2829756160262381,-0.9842223367553411,2.330138304076019,-0.2091034362683576,1.2094264784364743,-0.08574055296028946,-0.8144526602457811,1.086377139296023,3.5416950138153385,-0.7319693490797065,1.5252232186848742,-0.35684691861476897,0.40107789431998087,-0.8304549200637997,-0.7905552486783208,1.9015190579104204,-0.6311051449885545
SIDM00274,-0.9532341689913028,-0.8499645812076712,-0.8393069708547621,-0.30048289857242916,0.38375789134326566,-0.8899958617408119,-0.37328193290343353,-0.3556447585229739,0.8244662304463208,-0.7665691173292875,-1.0628519728415242,-0.7641847781085952,-0.5336294875060952,0.0459045183956689,-0.5506063740433581,-0.9026408886854499,-0.7786970075797583,-0.6490763352216159,-0.6825068777706661,-0.8396072794275221,-0.7051957069686401,1.061673077793126,-0.9484421276056927,-0.33280330508280015,-0.9827197526701646,0.24691989921528282,-1.0035997422006433,-0.9623228826988665,1.5571609889723765,-0.8166700924762108,-0.8697392852766311,-0.9582611764765121,-0.8747942336559257,-0.9484324317101168,1.8820349543947297,0.8609591395071731,-0.8430294544763661,-0.8731205959205514,0.28298048467972114,-0.9519212265881559,0.8545577529289252,-0.29741212468978084,-0.9330325623808702,-0.33605789311800477,-0.6584334802450527,1.2325791530198595,0.6428471751594461,1.2758136198554797,0.9406144122211768,-1.1159161126125712,2.4492691344296746,0.06764406335170263,1.4480844897830611,-0.10243506416323156,-0.8579808279057467,0.8784305994078792,3.1300872847036425,-0.885708887403857,1.6447860118282431,-0.8342130277336877,-0.7884124357254197,-0.8555495191110785,-0.8154965500258895,1.4512187309246956,1.1630330578525772
SIDM00544,-0.95890737431447,-0.8227578574990697,-0.7418487480772243,-0.8393566212263897,0.9916742517524691,-0.7878894532710805,-0.5139910764091242,0.0899449035826649,-0.178037498492579,-0.7464857955692257,-0.9895937964180218,-0.6900887756302719,-0.4955821112717857,0.11219294149783825,-0.23651206469519764,-0.86346606894481,-0.7226935528901607,-0.77771922240853,-0.7355289906612044,-0.726959331829299,-0.8562639170639157,1.2287191333742484,-0.8528917625965254,-0.22106712904368253,-1.09262434894973,-0.9248883896902851,-1.0208902400707836,-0.803791689647692,1.4162642472558187,-0.8656705021583037,-0.7485516111461519,-0.8815177888859947,-0.8277098358018691,-0.8732453574198723,1.4994929054191053,0.25428830946361247,-0.8180612093417259,-0.5656223624493364,0.34194095992801976,-0.864662438028044,1.3700753038380824,0.21950379451950186,-0.7206297120102573,-0.4330472409223078,-0.5369263369898117,1.5106316276301421,0.6435451914896206,1.214674448554491,0.9542239472692751,-0.9973381453994496,2.370327082713506,-0.08208725839726565,0.9499348417330097,-0.08097709891661935,-0.842018060169396,1.0354092330015476,3.5677402557532942,1.0145760713067156,1.7550691907525942,-0.5434568365511269,-0.3537827887642801,-0.7620800060206747,-0.8405651906741387,-0.04055423289083928,-0.7375488988819805
SIDM01006,-0.9166800022897252,-0.745546525488832,-0.7711580856365247,-0.509108564463691,1.1233103630937258,1.624442380363213,-0.22104920772860212,-0.5069104607460733,-0.3944907437637153,0.2570167699329493,-0.8971916413597701,-0.7643881721162679,-0.3697691251944644,0.11749456934563787,-0.6907688196926948,-0.8535103611496729,-0.7445795324525696,-0.6739822449450291,-0.6007437796377249,-0.76922549594487,-0.37474057445039904,1.4519463606861311,-0.9154883952526041,-0.3396514394064873,0.5311475308708478,0.3325002325744033,-0.9196143002421666,-0.8506474972728878,1.9441877655330235,-0.8228774707869008,-0.8273669647174368,-0.9417595743267002,-0.7606033625388567,-0.9640343704253145,1.0855509752321317,0.5131363004391298,-0.48564982267724294,-0.8660404344350299,0.29279656736300863,-0.8623001093886451,0.8384704479439589,0.3021949736516287,-0.5656509459759383,-0.7670700365584846,-0.5466731402915178,-0.5082042483926998,1.1946267731841445,-0.625594148297223,1.3303217202289277,-0.957157787149179,2.2844903534701326,0.3631105217219187,0.9142128568157338,-0.056504502885596976,-0.8630207566487956,0.4644113634118691,3.424560571176364,-0.8156125100480047,1.395125790873835,-0.7597555041209287,-0.6931297816878207,-0.8053412429345759,-0.764417946952124,0.9468927972602551,1.3123166170164957
SIDM00302,-0.9698777494041185,-0.7719500965446595,-0.7790848432383012,-0.7835057964166615,0.8691748646254605,-0.8465799414527326,0.639165199775218,0.08474965281172604,1.5553063304428993,-0.7290114148440048,-0.9808639503848182,-0.7893803179503441,-0.6606688129064592,-0.18231460966220894,-0.755141486015398,-0.846006805707386,-0.7177934225980086,-0.8017990961864503,-0.8219861539330005,-0.6915874226400178,-0.8675101083386839,1.1744029230507615,-0.9071480897050043,-0.5311450567092008,-0.8881901388729777,-0.10629177901933347,-0.9385082326894979,-0.838319714851468,1.857301569622983,-0.8270799462463448,-0.8573186793145657,-0.9658364796510975,-0.8302874088243687,-1.001319554633929,1.8565165136951503,0.29834095690426776,-0.70149602359531,-0.8910819900648752,0.30552057982020114,-1.0228816495771174,1.2921534792740974,-0.0009993636934111406,-0.7082272243353264,0.08417376424962279,-0.6093524454019534,1.9136876933064317,0.556220174142697,0.38876569714323345,1.9150788116179887,-0.968147572862427,2.7098787293481696,0.1049949603214917,1.0783678930749037,0.15651937621602208,-0.8795217091497893,1.234036788078568,3.2063740742404776,-0.8181596036142184,1.8061977464265864,-0.7311083965343932,-0.7984361309682476,-0.9315790378580834,-0.7974037137509976,1.2426848689757293,0.8678533720101276
SIDM00549,-0.961007455413121,-0.5994625853767028,-0.6650460467963826,-0.40750105771717965,1.0788643389237427,-0.7317540374325514,-0.39852153806330753,-0.17858091109699392,-0.7437720081029431,-0.6301882840020602,-1.0166709347906613,-0.7727986145223498,-0.467010821067151,-0.3298326400489608,-0.707444801956154,-0.875836731801371,-0.6642489951695072,-0.5562389643455076,-0.5325343355300889,-0.8140691204670404,-0.8129818633649963,1.0545264775861316,-0.9151187296035429,-0.19051353830487905,-0.9258669206801247,-0.04358384338379527,-0.999513297706244,-0.8925514084374089,1.5206421542175,-0.7634859002729145,-0.8162529772562828,-0.8484675380109516,-0.7605901654556702,-0.9225382048696679,1.129168369562547,0.232767785054096,-0.9376725484569705,-0.791431562239954,0.7819746410335382,-0.9036829807495786,1.0406337334714917,-0.06957991652064274,-0.5428907487497547,-0.4782646742047065,-0.6511781656367703,-0.01003826263153668,1.7015798678401508,1.2260620025277542,1.466535298594777,-1.041376864328768,1.8449350504213118,0.16723449083238773,1.0026110708402471,0.013190898352057454,-0.835046562884288,0.3563265607314036,3.439196575171639,-0.8197573424373238,1.480187049988836,-0.7422912852616942,-0.7123465182882062,-0.8420769614363084,-0.8015932684861526,0.6560213093421436,1.7313043958773289
SIDM00292,-0.9171969654393567,-0.9155602982247785,-0.8109453103012523,-0.3887859635208246,0.613823267719946,-0.4344005609218232,-0.38231215261285845,-0.33049521665382103,0.27458802038906777,-0.7947365966455412,-1.0376452420350981,-0.729681071226918,-0.5648869583244134,-0.4178651286340901,-0.6926597038897921,-0.9654769227982581,-0.7872725270695886,2.5726287252059956,-0.7717070835181937,-0.9200149872520904,-0.6082827936597999,0.9367488097321788,-0.9763852240229065,-0.5579921378520032,-0.9985468383549797,-0.33455025020229856,-1.0881693176555545,-0.9752256336469958,1.7060956894158972,-0.9019652013347645,-0.9316434701471259,1.4622809476581624,-0.829289407799294,-0.9199299430689387,1.5953334527356577,0.44231475732677505,-0.9314813934185197,-0.6916068318190719,-0.011646523079343666,-0.9786626734938265,1.9908286136385258,-0.5342408625818003,-0.6415039155900862,-0.38603401684330635,-0.38865260049358125,1.9551211648757285,0.05149722400019705,0.7961151581086857,0.5142302626251919,-0.9682779499441264,2.2563024781167482,-0.1887954324334292,1.0177750920779256,-0.17539248896533988,-0.9107318887236543,1.110442920690853,3.6631019437820425,-0.5954307967493173,1.752315332577251,-0.31963505684965154,0.003437194110835091,-0.9285789589700979,-0.9042308477295001,1.4259110659571783,-0.06206717015508205
SIDM00623,-0.959327354721941,-0.7098089678624415,-0.6818634247472198,-0.848826936124642,0.6717780231593633,-0.17772710890972512,-0.5088841533849169,0.22429980391451215,-0.8061878849302466,-0.7680452329428253,-0.9795295798163648,-0.7781399900842244,-0.5858158494384872,-0.3544521108702371,-0.6222495679221789,-0.8903238359281116,-0.7496496740509768,-0.5391278050669647,-0.6726866000391231,-0.7912175994029201,-0.7839566966875382,1.4666733424733587,-0.8752099434588808,0.005290936938834882,1.0960616059671437,-0.34653832990829136,-1.0139674842238824,-0.8728360406798498,1.7345539942779722,-0.7935779553769309,-0.8566134693463149,-0.8956268470644413,-0.8481531512091259,-0.8215625667741893,1.5789773674825598,0.7823634761766681,-0.8647306651655787,-0.9125200286074014,0.43798161741017766,-0.902108539163172,0.7925433770021671,1.0391225399583657,-0.7734083970758185,-0.1823558061254424,0.17781985916059048,0.4571685913971113,0.4960789511627426,0.41907343042100187,1.6443276199950572,-0.8374420777922585,1.8679298729050056,0.33848378761708214,0.9029532833109798,0.06265923760963141,-0.8055560013788485,1.4988499264527386,3.014070695406978,-0.910629788098782,1.8183655106400658,-0.7857030163532952,-0.7541108630533988,-0.9582002735315036,-0.8054330113843358,0.5361682621701174,2.2084262910044044
SIDM00638,-0.9875356708505625,-0.7567833969110966,-0.5653298272381071,-0.814677482834733,0.6551407673934763,-0.7037520414228903,-0.627213004586835,0.5170898028814606,0.05853215274008778,-0.7545604361644355,-0.8523316293786865,-0.8106533681249054,-0.5099259838728183,0.3387347218057741,-0.5642293369738957,-0.9028469956272525,-0.6749880653957683,-0.7918343839530462,-0.7195302358651172,-0.83345378854018,-0.4011171562489338,0.8028746038460893,-0.8655481800060875,0.13733300164831733,-0.6022456268833764,0.22736273826220427,-0.9347961925849082,-0.8990685917690067,2.1655214911933305,-0.6890285698366849,-0.8767978500316559,-0.8716265829423695,-0.8221445708292345,-0.9219324787741873,1.5513989688543222,0.18247508982073815,-0.866187116794751,-0.87476677737282,0.9259140255380771,-0.9291480604326129,1.2730236439623672,1.5298637455160045,-0.8982916273993273,-0.6558463680873222,-0.5186293872526162,1.2734270227342401,0.6706644943083143,1.1513741817815348,0.7686314791512029,-1.0002815379312797,1.9954937397233838,0.09696495782150755,0.8460251499452462,0.37898997191975137,-0.7196636071957236,0.9918252082509201,2.9877317366227483,-0.884988104021205,1.731249466365023,-0.7225963332416876,-0.7063222684697615,-0.8593530597553152,-0.789953441818076,0.7423528878483637,0.43188218442334636
SIDM00527,-0.9861820844322963,-0.7994371949632285,-0.8075237955531211,-0.3851528014954596,0.5992743890919742,-0.8532314493827655,-0.39409202057116327,0.02104690467714725,-0.5626120644920365,-0.7633673600216448,-0.9667089618728116,-0.8027543364047115,-0.6738116439396005,-0.19590618055235515,-0.7307009513154454,-0.9518812290117628,-0.6410726617528977,-0.7543463484421304,-0.730604194817613,-0.7824493625093375,-1.014928629079949,1.3463096573320759,-0.9056404350283289,-0.2389668698332957,0.5522067357687679,0.5289885217756104,-0.9940598150653898,-0.9033261185636846,1.6380648837668303,-0.7730215736499665,-0.8453978743755912,-0.973112189362456,-0.8611960186563828,-0.9420574082945373,1.1633925063836366,0.3222163079127865,-0.6176795542697029,-0.913485524287511,0.505479272291809,-0.92920631925616,1.146060113069614,0.03881826562935455,-0.8212404475871152,0.10647562283843608,-0.5508517410662286,1.2555798001790042,0.4998969860279191,1.4070412999933737,1.3168026674803965,-0.906068617177327,2.5045645703164316,-0.20771171447819178,1.1095597778081996,0.2731975831406428,-0.7948500295737689,1.2320747310093183,3.273750894935972,-0.8468617404711302,1.5382087998761471,-0.8102298271120363,-0.5258759788403045,-0.8459061585896862,-0.8186851450256545,0.5265814827306761,0.3691755486442647
SIDM00976,-0.9865871472047462,-0.8055247895719201,-0.8775789071971406,-0.8565900835390043,0.35606067147683423,-0.8133225053481983,0.09972928422606163,-0.151150464912848,-0.09797009536836165,-0.7384348907841211,-0.887899361537261,-0.804307500668215,-0.5486125491101603,-0.375797891634042,-0.6803515389517247,-0.9669272906707027,-0.7163262820057499,0.16825880085247905,-0.677433855198933,-0.8029928141758209,-0.8769835053934918,1.1928096150787189,-0.8743935380043535,-0.2055535922435058,1.7818483615914757,0.15630032946634767,-0.9457867388141459,-0.7545149219585787,1.5715426905628138,-0.7868157740480043,-0.8633148093617852,-0.9708677678445967,-0.8501930253135149,-0.8971180276228665,1.649672931246561,0.27667755568106206,-0.721875459925942,-0.8823822296215993,0.6122684569414987,-0.939075961731342,0.8111851263124983,-0.7425315034194429,-0.7085819924340622,0.3211133407266166,-0.7169639733780643,1.3646599335651084,0.592401683209206,1.431677629120833,1.0818076466352178,-0.8723119218681731,2.473297565976991,0.042308444869758474,0.9322211082218118,-0.0969071893054269,-0.83008727659453,0.9227438331390746,3.112466042627725,-0.8796338090007559,1.75041907895644,-0.772646204769133,-0.8683592831331305,-0.8191217886048097,-0.7739601580694354,0.24355857773219491,0.9042693675740701
SIDM00316,-0.9119444031978696,-0.8435089080708309,-0.9113655022511759,-0.8491735212831939,1.117752986413945,-0.7356735191946856,0.09410565667704199,-0.27231621028300906,-0.7775485311395475,-0.7847100828721595,-0.9026527291241965,-0.769376644811632,-0.44856105531424234,-0.5721262705285004,-0.6515373821107044,-0.8912367944538598,-0.6516921705615133,1.4540041772073,-0.7099350305976634,-0.8339598271325591,-0.9417058301644868,1.2046594129309516,-0.8573374875047106,-0.17973710816619048,0.6877527513882828,0.25439677308260406,-0.8959601931147946,-0.8746852080952076,1.6834200368446388,-0.7572161986469199,-0.809730781649442,-0.8934772890648812,-0.64910307934231,-0.9829925657018312,1.5712040461435595,0.4661422621574193,-0.8177209037942823,-0.7988061010534004,0.7788891255073044,-0.8999387076334854,0.5533191135296522,-0.5282392802197713,-0.8801493369495696,0.039937213296004706,-0.6898913436748603,1.3814869430324337,0.3530359783963752,1.044317901437894,1.675347316975727,-1.0331482366739875,2.6784223745158386,-0.06237510417723125,1.106062794425919,-0.0033063051395422955,-0.8650623270759613,0.9605390149245328,3.272530523539904,-0.9024160533273988,1.7336201686898831,-0.7996347958889145,-0.7894754453292301,-0.8513184000910204,-0.81371790706042,0.9084426747057394,-0.8006744066542135
SIDM00326,-0.9647234974103622,-0.857194475184112,-0.8038401715129578,-0.8119530945557865,0.8254367782109024,-0.70007459605209,0.1073662039205865,-0.0383654715758747,0.9455401837009345,-0.7183337742719764,-0.9977165496119555,-0.8491204090541689,-0.5338770935377795,0.8234375555857433,-0.6731630414085201,-0.9139478557766014,-0.6764268002447236,-0.7065245179923275,-0.629142255416954,-0.8162394763489104,-0.9497457837525879,1.5841031760758948,-0.9064913997882262,0.012323497534462815,-0.8526339498775838,-0.10539135316425675,-0.9825048198914621,-0.7889193805533051,1.8770430806085567,-0.7451660946238892,-0.9050073835335929,-1.0307257915090513,-0.8267999992286736,-0.961256013547535,1.1067161692969334,0.12396692713668121,-0.6082131756196315,-0.8934657215524203,1.041065527071637,-0.9515533366488702,1.4141422463991635,-0.326709247088575,-0.7471734367810895,0.10752762404220892,-0.7618228466178821,1.9046818309154998,0.4647827407179723,0.5717583454634341,1.336152489767214,-0.9671461900277912,1.8340678757385358,-0.06632069971156618,0.8083648698259254,-0.12058654660219838,-0.9842207104575066,1.3960124063179196,3.5471823075048907,-0.9560596986054387,1.6957405169529036,-0.6788170916943536,-0.23919375729367232,-0.7642096531263145,-0.7824095639566784,0.4517924716007063,0.43775949500054456
SIDM01093,-0.9663139741543408,-0.7914474593186609,-0.5887444200617972,-0.7720656620745535,0.8140456575664213,-0.717920527492159,-0.5864361505796267,0.2755405833278065,-0.7793460446195977,-0.6350441822036581,-0.9432856657919176,-0.831431523894819,-0.5758104784516114,-0.21710565189079736,-0.512295928422197,-0.8895288384811275,-0.7125456845712705,-0.7519510965209951,-0.6707083253990526,-0.8209880881442366,-0.699849860060619,1.0544291635015848,-0.8337688163151499,-0.05067002295945962,-0.3452624091394447,0.10179488165066573,-0.9828528419836281,-0.26040658475344797,1.9431617853497982,-0.7850909200142127,-0.887063577826079,-0.9370395637704358,-0.8895652512010206,-0.8861678010542837,1.5845997945431642,0.009041848105836194,-0.8858012634171842,-0.8711447855657574,0.873695986992817,-0.9450272543473268,1.0297247545552024,0.16292422962398123,-0.5761560435301771,-0.37671815712211204,-0.6931653049586679,1.4227269229012078,0.45577622691952335,0.9822269222107164,1.214472872665178,-0.9001909349223375,2.1986123187073865,0.09963745789456172,1.0869029072740815,0.22085429481531366,-0.867445984634495,0.9919787047137161,3.5162947487124985,-0.8628036822148235,1.665582553942464,-0.7193615510925356,-0.7448446901026808,-0.7547572080462286,-0.7945961626886802,0.7878073067571011,0.7929841912520998
