,JUN,CASP9,RAF1,BIRC5,APC2,RHOA,LEF1,MSH6,BAD,MAPK9,MAPK10,RAC3,BRAF,MLH1,MAP2K1,BAX,AKT1,CASP3,AKT2,AKT3,AXIN1,AXIN2,SMAD3,MAPK3,SMAD4,TCF7,RAC1,MYC,TCF7L2,SMAD2,MAPK1,PIK3R5,MAPK8,APPL1,GSK3B,KRAS,CTNNB1,TGFB2,TGFB1,ARAF,TGFBR2,TGFBR1,TGFB3,CCND1,PIK3R3,BCL2,TCF7L1,MSH2,RALGDS,TP53,MSH3,PIK3CA,PIK3CB,PIK3CD,FOS,PIK3CG,DCC,PIK3R1,PIK3R2
SIDM01220,1.594818284067109,0.6142260403307281,0.6894859944426364,1.3379543198466703,-0.672118501807502,2.5733859584627226,0.548182049963923,1.2384353052617907,0.984266164908396,0.47601217047665123,0.466154155534681,0.991806833228238,-0.44340115884575004,-0.16342078221800158,1.5923898465122093,1.4136608608523622,0.03828497301208084,1.0623288777979338,-0.4726285131090212,-0.7619129161719742,-0.46671853431461946,-0.45192086641955775,0.3309520980992198,0.4375825538700083,0.7264151391730685,-0.40908267968099987,2.5493624596594935,1.9272272122871084,-0.43810806624781895,0.9301887295961853,0.9433086825105012,-0.7994808804777451,-0.21998241105838745,0.06819874477282611,1.8157056628690038,0.4809807406689507,2.0570788505683963,0.34729989131825645,0.5046452609149964,0.10073653607990492,0.1970971817904351,-0.49391322772894,-0.8495007098069489,2.20565700586082,-0.3383362452964265,-0.5050447816465095,-0.674975349195329,1.2187395181101015,-0.44446881642155756,-0.7696197842283503,0.902686996776783,1.2549837797794396,0.08394141549854635,-0.6109810251996092,0.8347976866975589,-0.7935309883867386,-0.6115520802229224,-0.4993113822728287,-0.3962989817549266
SIDM01259,-0.5832558926816691,0.2399951900466072,0.6539674177878378,1.5383058573411803,-0.834415553424461,2.185124726352736,0.9540024109664325,2.252028726453763,0.983277707343939,0.535149708783917,-0.8515004339509167,1.1993443269346893,0.13440821846638293,0.12456849191978665,1.9059594813866747,0.7506334841847124,-0.09546282937211611,1.264086533319402,-0.5137019218104572,-0.1710346013713805,-0.0066319173405152395,-0.5152496460709195,0.2842452488056981,0.4252921746572089,0.9701581025453658,-0.4348171642657131,2.303744981060967,3.216042815705579,-0.8390225361780256,1.2565304812550955,0.661571715709272,-0.7030135148886083,-0.4361935399401529,0.17072781657019007,1.2274572211039625,1.0874876478896145,1.094439931285444,-0.8869695526319986,-0.5001516614482407,0.4251722384624717,-0.33498171856037906,-0.5643759973179463,-0.49608900154435726,-0.7868259679331036,-0.43900684232803294,-0.18512459107030024,-0.7188716045563643,2.0806206745159965,0.16846945488099382,-0.48544285442029905,1.1810444381388259,1.2911740080713863,-0.16201938282179246,-0.2802226271567411,-0.15248231242956334,0.03382746343747162,-0.7514030162782824,0.026467273077672326,-0.5401204583866881
SIDM00680,1.895444052640186,0.2808809016842841,0.7775959059038607,0.746164079385237,-0.8262722730692977,2.761797393296893,-0.8287508081385553,0.7554356230921169,1.0020160935053772,0.5207429381530432,-0.8215295935327643,0.7412597650208812,-0.5445133120072116,-0.030309726026010387,1.3505116124150547,0.40724453467325356,-0.17648453684584384,0.9380234428831987,-0.560650050315793,-0.824465558452723,0.17625978706283527,1.2412482978280768,0.08188873648353191,0.6237229778160193,0.588776582311561,-0.5009128495185381,2.3749934410108744,3.143267565889093,0.048125357828436896,1.016358380679896,0.5112966021053665,-0.7858032050910275,-0.2157810689011777,0.24907901030744284,1.6093099172703211,0.6338877733739215,2.169154350452629,-0.9476338086107758,-0.8230693758235298,0.10676297717380989,0.15495961998409394,-0.46666712074511085,-0.8508690892734839,1.713564835666645,-0.6447852304248114,-0.6151565824718064,-0.6713731276767191,1.450782265897816,0.23197196304267534,-0.544162744845043,1.076629466034373,0.1136028613863054,0.020245515543643025,-0.7623931993612791,2.4388747066249468,-0.8487908201213847,-0.7665483257912684,0.2557947974498982,-0.2371155570088084
SIDM00346,-0.4286570748623004,0.6076953742523666,0.8215661420935119,1.0646447795978793,-0.7948625760184203,2.679447783439824,-0.2595678846951392,1.3993557204274527,0.4599514484107899,0.7157576990539921,-0.8856251289813794,0.09988169725563517,-0.32627154039147443,0.5591273146677055,1.5519509042676245,1.033615414431609,-0.34439084827128014,1.7474522043789866,-0.6479918953133181,-0.8154834721099976,-0.1151970251474283,-0.705890334237359,-0.02040258732610576,-0.2642456868676863,0.4088661960455725,-0.7713423388735914,1.723878497515436,3.6083247366228948,-0.7451759304509624,0.8683388752196012,0.9343269874902019,-0.6199913123422233,0.20336374389439696,0.467758513296104,1.228972107775085,0.6718696698201874,0.9238841996378179,-0.892927685391393,0.5433424587618767,-0.012023134384106123,-0.1270182084802027,-0.46549570091677506,-0.8156866855179917,0.6680143841910734,-0.6691587388496824,-0.5565658978994763,-0.7872568567428425,1.8134903318536169,0.3599713627311804,-0.8200631146307082,1.308772748304979,1.3538747867969678,1.0968623450301538,-0.5410162737391846,-0.0712251143553167,-0.744937664734279,-0.7468431798995755,-0.06917609304047243,-0.48529553389357716
SIDM00129,-0.6262344743509054,0.5091997982136871,0.7372637887595296,0.7354568346497512,-0.6689831481570878,2.7602531037978175,0.7579898345723932,0.7279673992868516,1.0590264240936098,0.08614293771296923,-0.5960842123784218,1.7490218548777872,-0.3866921915399083,0.08039795495914351,1.4987044940330958,1.7647004943610154,0.4241318248685923,0.5412819858473958,-0.4599898462911649,-0.5632824536300192,0.3925566904694436,0.1357441277399794,-0.03160544399934247,0.868560868932791,0.7097745789398188,-0.5291061741597016,2.3013733112074823,3.214044939563566,-0.5379446229401246,0.889771133680523,0.9227732044742636,-0.6499512328879465,-0.6433402014398024,-0.19224051613823895,1.3746581363535435,0.20260854606316303,2.226853256225128,-0.9101709920583684,-0.7919337982337475,0.14720706756735163,-0.05117187134004834,0.07183195046388459,-0.7886090117233989,1.8153545971960774,-0.6460805161337153,-0.5279984821146799,-0.2537182380760331,0.6647381025765823,0.2121943061479784,-0.3936552409676809,0.10602943550250617,-0.45222971251712524,-0.06547933371986855,0.2677456387705371,1.281300758850788,-0.8346273696026001,-0.6905627253477833,-0.4806376037909204,0.14829680239589826
SIDM00627,1.6197693464602108,0.083915665609707,0.710792340159831,0.9058858549768268,-0.6925466400526881,2.3529793127050165,-0.7266555973397515,1.7532166733667989,1.1352786871169045,0.32041721912144555,-0.6632316109313694,0.804624009767981,0.05957280908297466,-0.06345057772294561,1.856342930285748,0.8380410021044015,-0.2575397419967027,0.892590783379389,-0.6053265553515269,-0.9247694878893508,-0.41292593974582625,-0.7554353646636006,1.0464465167103125,0.15569508158651568,0.6112915924506354,-0.8310538007713013,2.77690798612813,2.905908743580201,-0.23505695519097206,0.6731248695251865,0.39673708599935126,-0.7745812791716788,-0.22589711294746076,0.3084137365015472,2.012268122475301,0.5234192327462232,1.4989351559208686,-0.8979268211785799,-0.5091546829540882,0.11824273843134098,-0.6584012433190503,-0.25210474436502783,-0.8655838529286781,1.1507835420005583,-0.5087334388181104,-0.6060125452895092,-0.033398738308950154,1.7958213967842651,0.7756692833626672,-0.5685066493228387,0.9142051409549593,0.8889365004552976,0.4937786877085337,-0.6800100434410244,2.4263030783690556,-0.8307454772373132,-0.7117501889672542,0.23345335258175703,-0.3804362753957932
SIDM00293,1.553615991970551,-0.1790411453636979,1.4616970097261475,1.831736099973201,0.6209805573051519,2.231123200570784,-0.7384830705158681,2.0297462185428845,1.1149935199359242,0.7099589907832132,0.018260081042710374,2.3800425599883877,-0.3955218777957981,0.30758593304060644,1.5977661685513795,1.1575828323571316,-0.3795406287828418,0.987234951850309,-0.41413746378145927,0.4339639861578514,-0.20856873444595492,-0.4597172445015417,-0.19222982660882218,0.5292446765950288,0.928452534008985,-0.6296306355298124,2.373126359606522,3.766049551248889,-0.795049931698465,1.2291584163938731,0.18511453785971513,-0.6888709021310506,-0.028758790525266125,0.10010088145579242,2.031990254883993,0.8806679940432893,1.2168812180633122,-0.6793365538511299,-0.6908970139491074,-0.2091034362683576,-0.699772296433767,-0.6279302049767107,-0.8341579959265156,-0.6997570126725153,0.3393905724325136,0.03960218886724552,-0.6863894448604757,2.315554687003374,0.8420805563268596,-0.7702912180139395,0.3695900659489874,0.6550017434283466,-0.31759241014989664,-0.605858308022002,-0.41480347486906155,-0.8145395727629431,-0.7176148443244725,-0.40178952262489787,-0.30543165839103276
SIDM00274,0.7766397659218061,0.4285446663388141,0.38375789134326566,1.091228492829734,-0.6507371840161825,2.37127640213109,-0.8326991574958027,1.4567511065069687,1.2060674432557568,0.3956737532506567,-0.7072764749690221,1.5091061697090153,-0.33280330508280015,-0.25564933583422034,1.5571609889723765,1.3133246452009952,-0.36225934409951344,0.4429719988274427,-0.29949643014654215,-0.3891884535485515,0.039392734977188634,-0.6000764122251693,0.4247151662497319,0.8609591395071731,0.5629482810599215,-0.7387411189667631,2.741026793644465,3.4347037043973936,-0.23753982249564556,0.9246176251179129,0.28298048467972114,-0.7853497269744867,-0.17491820785567208,0.15776650476309778,1.5212374368983512,0.6428471751594461,1.2420641920779936,-0.9059594649529596,-0.581557728372516,0.06764406335170263,-0.2701942692606229,-0.6726086368149311,-0.8700755474523391,0.355490450482557,-0.3186359978480326,-0.7799906421033929,-0.31392798852967607,1.4480532764223635,-0.10955717672301006,-0.753574063119857,0.6672894057929636,0.8267581547975101,0.7038086427692489,-0.6377764714988481,1.9458276923876419,-0.8128808490375085,-0.7952928143077311,-0.500529204617831,-0.39017735480411236
SIDM00544,0.8010118438778574,-0.12837758308492478,0.9916742517524691,1.6235747424827849,0.39343346432868037,2.5943085686750913,-0.7651453970156002,1.9728154505007753,0.787650228217055,0.33140024560984754,-0.14001456749556784,1.874496601499811,-0.22106712904368253,0.2921169245463179,1.4162642472558187,1.724287712769786,-0.004228508675871644,0.9949771458706158,-0.6121097792117942,-0.11985905888242854,-0.2155702423065509,-0.4756258725606462,-0.0007246072581413323,0.25428830946361247,0.8941094139649408,-0.6468945001840575,2.1712687197417475,-0.6304382695851566,-0.14373868576240095,0.9821845127326345,0.34194095992801976,-0.7640012709159955,-0.09620648607283161,0.29537252523593605,1.6547231739665968,0.6435451914896206,1.5200625721103722,-0.7386048007542955,-0.2576836672703542,-0.08208725839726565,-0.6206959964307531,-0.2726786885878675,-0.6165605847550027,1.4683598858213693,0.27361264179731076,-0.3675858664113151,-0.39043845376371367,1.662897718055455,0.2773600041744357,-0.5463699492388814,1.3011858085265675,0.6356711715381769,-0.45049211305354725,-0.820322905226844,-0.5922173549446905,-0.8180673711265528,-0.6660385519067039,-0.33557552021695425,-0.4630769010247625
SIDM01006,-0.36692880762557945,0.1232626379641842,1.1233103630937258,1.236548886712742,-0.6925192422811906,2.638163843751792,0.5569070066394406,1.6235953168875088,0.4650922657549323,0.24383842146399692,-0.8075309231709282,0.30219134787788304,-0.3396514394064873,0.1826058766141412,1.9441877655330235,0.8346759259474378,-0.33982816363143936,1.7109218279662788,-0.33555145886811055,-0.7690522110542899,-0.3423443246401081,-0.706400782954418,0.2820884540260774,0.5131363004391298,1.0702857705259217,-0.6036213428693508,2.095950543283379,3.3692647087789833,-0.8075795914462607,1.191880002037396,0.29279656736300863,-0.7309462506710215,-0.4510907653945843,0.5063026973072087,1.6458833242847106,1.1946267731841445,1.21652822947764,-0.8387046634384518,0.0037811236010593685,0.3631105217219187,-0.0973818301377645,-0.6333861720887675,-0.8562746103168888,2.221494219444995,-0.540995781156808,0.764220347156875,-0.6647381057527871,1.6617460872502527,-0.36348519612765817,-0.5155953642254577,1.128646921924631,1.0031742052654413,-0.3154573584245244,-0.6932060724446115,-0.5066565068153287,0.36126396725639964,-0.5008780112948747,0.16080371891121145,-0.4645110897148454
SIDM00302,1.6597585870946459,0.14828808522088513,0.8691748646254605,1.4846545184834299,-0.7741561370380143,2.943521849447136,-0.800557231021412,1.5713326182088798,1.1301849177563181,0.4040087909043542,-0.7115880827362212,0.8777173586812741,-0.5311450567092008,0.1744161334493997,1.857301569622983,1.6969800945275066,-0.035321687491355724,1.5318461974271766,-0.5518085934318944,-0.3716912625499138,-0.39765828513071877,-0.7070309560163491,1.4137393859306095,0.29834095690426776,0.8368380949875001,-0.7177802407625052,2.5733496542130743,2.8570559716911257,-0.5318009425005753,1.0256028173111924,0.30552057982020114,-0.7059642761887356,0.44394822339183354,0.3656438991155551,1.439647741921736,0.556220174142697,1.7789752241375032,-0.4869759134048131,-0.545670667357353,0.1049949603214917,-0.1962001457945763,-0.5816860196033439,-0.9164503697119846,1.0203611094632985,-0.6622226806284367,-0.7120186234238006,-0.5809395272037046,1.4003719078077312,-0.2754389086982176,-0.7322184852088006,0.9599955236579637,0.6795287048209503,0.3348648061698399,-0.5037614035981208,-0.46131978503703375,-0.7315362916648669,-0.7617939758245125,-0.302488500812114,-0.4578689950175727
SIDM00549,-0.6452270454190113,0.41185372310599877,1.0788643389237427,1.3181101725409632,-0.6519612479002481,2.8801543659403652,2.3098159019920885,2.480585274390595,0.9835376177892988,0.521153526964192,-0.8219652825872334,0.6014834297375304,-0.19051353830487905,0.4830265180419902,1.5206421542175,1.6121645376242,0.1366913382325795,1.2657783202918305,-0.5101267194742084,-0.6414026571395611,-0.0037352027014620646,-0.6262695686542307,0.20175041235614555,0.232767785054096,0.8593402554351723,-0.6346882778382439,2.2338904782180173,3.1933064739794377,-0.4251911071370473,1.2320527828899026,0.7819746410335382,-0.408768136349565,-0.2185244738815247,0.5498067873395692,1.3590185584504806,1.7015798678401508,1.435872499606553,-0.7923419262349302,-0.39682375492398314,0.16723449083238773,1.115637121488025,-0.5932737180239047,-0.8514206585444817,-0.7147940073992718,-0.24962048720313607,0.2944680457853702,-0.6396617623778994,1.9606084031900193,0.11256129830242867,-0.3453877731120834,0.9456982684190455,1.320272509750748,-0.13778170388428068,0.08916985822796912,1.2482461859782552,0.3148250035869147,-0.7063148780841279,0.2432599305547697,-0.48198989773708173
SIDM00292,1.6908123204719736,1.0801131520937222,0.613823267719946,1.835130304928715,0.06751701684269082,2.1163516164619294,-0.6498915405549548,1.7132550620840645,1.2448230149893367,0.8467323917169511,0.7138939985290219,2.2204966436229503,-0.5579921378520032,0.016071997751753338,1.7060956894158972,0.7528118442311172,-0.08658699144109862,1.470736321845677,-0.6459773657077847,-0.20668644863113433,-0.7043635272317263,-0.35236373535427074,-0.3694959899104331,0.44231475732677505,0.37038814480816856,-0.625994204555665,2.38630579583804,-0.519013284588723,-0.8066854779058974,0.3585580211602122,-0.011646523079343666,-0.7438106158411865,-0.21954630396024907,0.1958376030056202,1.8127408947729613,0.05149722400019705,0.7972063221019916,-1.0404916852113266,-0.9573400988058806,-0.1887954324334292,-0.77933065860174,-0.5764478492102938,-0.9118851182758599,-0.8579673113554923,-0.11648945217440111,-0.676656397806192,-0.7206956039917245,1.9444795081893596,0.4241841384334157,-0.914177968698935,0.9964065657265115,0.6384971137629311,-0.24657692512942295,-0.6376223552646125,-0.5438779242679542,-0.915066047172562,-0.7647398480049494,-0.15085693837049677,-0.4842926432281315
SIDM00623,1.4387705056755002,0.577292266296169,0.6717780231593633,0.7839852155097088,-0.7197884561702643,2.723832433463268,-0.7654672095776565,1.623897796767731,0.9184133779050311,0.47881306042814653,-0.76787619056677,0.7734091408921461,0.005290936938834882,0.022748773678201845,1.7345539942779722,1.331975621627508,-0.0050078218958011745,1.1438824300131585,-0.4562191584659462,-0.6868369585275791,-0.2622244212725749,-0.2807655803903915,0.28810182127643225,0.7823634761766681,0.5722267529067155,0.6268791982653714,1.9657339038762771,2.860158701923861,-0.13379869484812715,0.6486157470301251,0.43798161741017766,1.0731962481626682,0.3126873497858754,0.22092037699990477,2.0160889596041986,0.4960789511627426,1.0505235877012034,-0.9041057874221999,0.20644881010118096,0.33848378761708214,-0.5961659944327875,-0.2840338804021409,-0.8728695931614852,-0.4749722880793026,-0.3833720413025288,0.46575875907197734,-0.55873654950728,1.7517529650818564,0.6070736324061516,-0.6002110437202046,0.8542229710442661,0.44211383784769986,-0.30597144253973013,0.20454079394184796,0.8451872429788112,-0.8200513734128513,-0.6966869204583359,1.1278555977254805,-0.3960373201682722
SIDM00638,1.7705802705716143,1.7642491651397287,0.6551407673934763,1.3602785351452746,-0.8283278313835577,2.4187703262415017,-0.8494820913072115,1.826765315591992,1.0747926632113731,0.9978585181427857,-0.8925966318714869,0.5051074839717216,0.13733300164831733,-0.034446374906602364,2.1655214911933305,0.6330089848882705,-0.08673188795014529,0.6928260586976432,-0.570774906735604,-0.831694600051652,-0.19905259492750813,-0.7208285797554425,0.22561293312375316,0.18247508982073815,0.5800635044964207,-0.657358027899077,1.9753783530562032,2.805868752574943,-0.25562522368593726,1.4403047206853201,0.9259140255380771,-0.767184505532819,0.06797065921991559,0.10761823022833193,1.5068700539540345,0.6706644943083143,1.6090722535203885,-0.7916298299382778,-0.9949163959456903,0.09696495782150755,-0.20552296022113006,0.8772481611705644,-0.8694868758625108,0.3970908589737913,0.18490004715256575,-0.7392737665448961,-0.4847485163166181,1.9735730044921904,-0.3402315147932431,-0.6336160122283506,0.8248375232938635,0.5302383905804797,0.5167996692304009,-0.6282320633594224,2.4162638022933685,-0.859920551206787,-0.6583823661800714,-0.5712217918413564,-0.522820227125133
SIDM00527,1.8015287595755325,-0.020981680047445612,0.5992743890919742,0.6585188544282033,-0.12299120009090414,2.4579641214740287,0.18613099253555834,1.5620654218811558,1.2004993661480532,0.40621284894759835,-0.7873534693186605,1.5484094575734553,-0.2389668698332957,0.09962829756735801,1.6380648837668303,1.9153342733770267,-0.2277475945911904,0.9009755135677775,-0.6225102452620366,-0.5217907892122146,-0.2789079845512058,0.2560055352546019,0.256843557414422,0.3222163079127865,0.5513728916192672,-0.368919661605726,2.6178929031542535,2.5489612990401653,-0.61155556734058,0.9729158207186702,0.505479272291809,-0.7261185406676837,-0.24277715919939186,0.2249245858716561,1.6120010076154154,0.4998969860279191,1.59921908381221,-0.7521441179955739,-0.04131165356715751,-0.20771171447819178,0.6154141911012773,-0.4235456778605496,-0.849762413551276,1.7654180832199509,-0.5159133771122212,-0.5853159960902704,-0.7531378876921707,1.2525780271588964,0.06470582536528821,-0.6598027011914668,0.9412543621886236,0.7107469547530728,0.0016340764228345657,-0.3620060794039053,-0.7457391665535898,-0.8472060249727751,-0.8056466000871337,-0.16010607044808842,-0.25500684364479836
SIDM00976,1.626970625841604,0.1758105631080014,0.35606067147683423,1.4303888647875087,-0.7919039189391608,2.324006003769733,-0.6411865678457811,1.4402710629359878,0.93495604454767,0.6614771977167291,-0.8044962194880382,1.246857748745996,-0.2055535922435058,-0.06842659966772258,1.5715426905628138,1.630162267479689,0.164146894252489,1.1295824381211066,-0.6495985071540442,-0.3677473118272014,-0.17937955876398137,-0.6733000781927346,0.9956246109580195,0.27667755568106206,0.8907128518907033,-0.6136195500016121,2.5201487659030857,1.5443051691373264,-0.6338832194504194,1.2502676721326302,0.6122684569414987,-0.736793698257556,-0.45419758352234835,-0.3033497498993165,1.4989445503187886,0.592401683209206,1.2454884038296201,-0.6500407934019173,-0.31886383273977487,0.042308444869758474,-0.12325915076178516,-0.17319464338939036,-0.8790142332041584,1.721193341684562,-0.6472659937718621,-0.7401371467663407,-0.44328479367377066,1.2715719289350078,0.1609561666585657,-0.7866819377276092,0.9661089032481,1.1124624573533572,0.13158132076134027,-0.5097438637785281,2.159728826099255,-0.8337291283578169,-0.8079371782244923,-0.07097789282701854,-0.5316005230199855
SIDM00316,1.7195545987277145,0.18989369334585715,1.117752986413945,1.5990659078203273,-0.8560624114210761,2.8962775289184304,-0.5001519576090977,1.4033556029534118,1.3189011607887275,0.4532955173684129,-0.09829945460515312,0.9151705919663842,-0.17973710816619048,0.33053645285649597,1.6834200368446388,1.0822168869802173,0.04914254039676153,1.4017808667098475,-0.5088061786101092,-0.6269029384043396,-0.4293167875448103,-0.4394643794971587,0.9946199625863126,0.4661422621574193,0.6436431859253703,-0.2586485532920189,2.6051976337240523,2.1040694560262923,-0.7005053131015683,0.7274397967375488,0.7788891255073044,-0.7665298574030405,-0.3981652892563021,0.1796045838031643,1.440579860488352,0.3530359783963752,1.6156781182394018,-0.5169486115805754,0.0033089017068458158,-0.06237510417723125,0.6777195955073125,-0.6063792814522395,-0.21023970146791168,1.5609526969718057,-0.25386975318674726,-0.7492059294024865,-0.42987017718974374,1.118255321159138,-0.2090912272721973,-0.7541723779717525,1.0363811943938117,0.6028602166006068,0.22060671903825094,-0.4694291428476385,1.655591607318434,-0.8066572417645654,-0.7128128775594638,0.18764844521312368,-0.5243610899008924
SIDM00326,1.0951573718397356,0.34339477244583483,0.8254367782109024,1.136997742301144,-0.518453556577124,2.6603048938584655,-0.8547038240810767,1.691888555936218,1.0140963888894048,0.7162083216575365,-0.705982704708185,0.9333048637549523,0.012323497534462815,0.12175765243002738,1.8770430806085567,1.062421098161254,-0.1763337659227248,0.5951072341676379,-0.5849058545516793,-0.3706018338788427,-0.3919840685410852,-0.6125465998543022,0.6926161284696876,0.12396692713668121,0.2713603869447256,-0.5690189287050538,2.522822141447303,2.6679097702346026,-0.5190191771546221,0.30341620889781723,1.041065527071637,-0.7210632933533825,0.15628182080365782,0.09619918272929293,1.5667558886893092,0.4647827407179723,1.6166495104187584,-0.6956824926309082,-0.2075643783443458,-0.06632069971156618,-0.13509875341144598,-0.4217438187568713,-0.7484002330161333,1.7446498102218986,-0.5537223817116395,-0.7593903043010607,-0.28194884960506644,1.644237165665914,0.5135615482010036,-0.6894853336954203,0.8879034891331611,1.185868904274696,0.5047812792026403,-0.5535185873643532,1.946841279219242,-0.8299918122053249,-0.6965704517771317,-0.21945917859644207,-0.3320083345405911
SIDM01093,0.7456244078184018,0.9031847084714463,0.8140456575664213,1.3145886187899742,-0.5890476302168776,2.7084214520623435,-0.848551370112423,1.6445080494629005,1.0635991414868307,0.7194204054718131,-0.7549910420707213,0.310956968030566,-0.05067002295945962,0.17593977471893588,1.9431617853497982,1.3468123968192673,0.014278904425228212,1.0889815798174134,-0.5342135613457178,-0.9115957036645806,-0.07060749403203057,-0.6666873618811169,0.3679234208545116,0.009041848105836194,0.6634834266488204,-0.7154107868345713,2.3182537037790465,1.8598272489129,-0.5760069359020715,0.9634189422077505,0.873695986992817,-0.7792825749464217,-0.2614223847070775,-0.10081928149577822,1.449539281658334,0.45577622691952335,1.4637952072411897,-0.44549935689516457,-0.6947210148050581,0.09963745789456172,-0.14264105234959315,-0.5013621961718229,-0.808589901321621,-0.6703298426192678,-0.5258400528333234,-0.7539183951031662,-0.5814538582333538,1.667137320466975,-0.24775769248967747,-0.7231580464859839,0.9699025513674654,0.9141466744771077,0.6123179564791771,-0.6638947876046497,1.562543136135327,-0.8589165248767845,-0.7498532517041289,-0.5935399463867516,-0.3826828825341571
SIDM01098,0.26336395705804483,0.38952043642097456,0.8085957478687608,1.0382648423423093,0.9738869112601921,2.6976170667094914,-0.7696548258323649,1.7877008575808115,1.1446082537771338,0.24113473901983112,0.11728487413823409,2.3776160534295525,-0.300987804180994,0.16233890163468556,1.3522002296757216,1.4371129328496262,-0.10100272423512818,1.2787693158906261,-0.6137511513623031,-0.6283366784473022,-0.13129515787723148,-0.5366909156977597,0.10894394229273528,0.31619423431814414,0.6089890352936735,-0.6059632069302135,2.562871291474571,2.487876702477464,-0.7562173239006593,0.9223287712497383,0.15425779103500303,-0.7000230367169441,-0.06488311811608695,0.13490289759649954,1.41446507886832,0.4361121852115703,1.6904399161009176,-0.9080119049477808,-0.7499243996316921,-0.1184554985209244,-0.2659238698066825,-0.6324934007300678,-0.8464431069254964,0.9138359625469615,-0.15823530464662555,-0.4259345301930208,-0.4631322753929334,1.7188889404565173,0.7495158436295591,-0.7611700334055299,1.0892285754490092,0.31094360033403284,-0.038937096058917764,-0.6268625040936583,1.3753994393839477,-0.9639310209210279,-0.736319214591208,-0.33895121534668726,-0.3058618851442085
SIDM00424,-0.3444703288459601,0.779604727936917,1.2196075938614053,1.67280492559751,-0.6432428184450973,2.7992741805136725,1.3781322279287382,2.185437496684568,0.30863948906701955,0.5163113312062341,-0.7685173231177345,0.32982454756697754,0.4095882993006769,0.5938105766408464,1.7211087953173017,1.0809578079249462,-0.30326914877970473,0.7287155936827696,-0.5501404741219281,-0.5310668659207012,-0.22798231898406135,-0.6131714665167384,0.2641581814061196,0.2699574907437687,0.7393757860087798,-0.7189862951890622,2.0032411929575784,3.2698693409485835,-0.7645282669317726,1.0856478007350052,0.6825314102762445,-0.6915165207223022,-0.13924198254628253,0.6048090744042027,1.569019685018791,0.9215039453201721,0.9932929428555359,-0.8581406187174769,-0.5775803041952564,-0.23422091892337144,-0.1818668430299525,-0.6699664663931666,-0.8434537099825409,-0.6493188325973318,-0.49794841132873147,-0.5765208402683125,-0.6276129167200868,2.170965998435603,-0.25725902136765344,-0.6603228321106384,1.2061071679687034,1.3576923488352048,0.20269421987579414,0.04336748601603845,-0.660433183951838,0.09802582599231503,-0.6509801327623875,-0.08581799935063537,-0.4544825377019446
SIDM00973,1.799535668467844,-0.05359242513914193,0.7684005231707065,-0.5680270284130021,-0.46842100883638854,2.509191660736593,0.4381010387306574,1.183417896955357,0.383656401954037,0.26906657454852245,-0.7344837220723528,0.25503278947864666,0.15453647722022643,-0.04426871218220537,2.078336054909063,1.6003182229810815,-0.20314398250825128,1.5795879656613991,-0.5801570872482131,-2.832893904648473e-05,0.1774081931696967,-0.6582384377270656,0.9522257901770423,0.26299035004266214,0.6294585575767688,-0.5938204494332852,2.833290327063159,2.239576311331624,-0.40190770663379216,1.133307532290686,0.4939504917971366,-0.7162974851844266,-0.20904878667908483,0.13686336829583098,1.5280732759515834,0.3921759342136722,1.5084375635712104,-0.8206681498258358,-0.7052877421526459,-0.217272784689384,0.42160455800788244,-0.4827295408692781,-0.7958816813296096,1.700192303757499,-0.6500319664314771,-0.7162139699380404,-0.45096278013596214,0.5058166600949636,-0.0799620948019375,-0.6858124187950786,0.5302681351039001,1.0118574123062116,-0.21823842367906404,-0.5085016954323357,1.5805826861601022,-0.9210231414301523,-0.6841020158076168,-0.48627451792678283,-0.5132062477368098
SIDM00411,1.4841412877475009,-0.04913410408825651,0.5599856744025686,1.5014675220021398,-0.7324113684783256,2.3938770344714113,-0.8582681459924948,1.6052011922741205,1.2242402420848653,0.6448524384893676,-0.5445626422258887,0.5831685990384435,-0.38956617876619715,-0.02755881319830058,1.7888611545285729,0.6869096212930154,-0.015505049851779537,1.3522414401585923,-0.731427341261061,-0.8831901115599773,-0.8659969692594867,-0.7401972429684002,1.174141194012219,0.29408953761611967,0.054433463718759505,-0.6121260654537838,2.5256313610195082,2.541763797526013,0.5281580409643974,0.6821923630685415,0.5572808769470882,-0.7658061754070679,0.10075291147041159,0.053588277395469286,1.502344844692786,1.2784253627919009,1.5147406946221982,-0.6452695570028477,-0.9411631304994372,0.12732717268759033,0.6103153272205794,-0.5768828334810144,-0.607392111703178,1.5400077444583808,-0.5638311594066441,-0.803744779922031,-0.766391122109523,1.7529962986802181,0.23914316232749058,-0.5743823754238667,1.2835405575623737,0.7954696309109586,0.45220981601526666,-0.693223937778883,2.156417277012497,-0.7313452140571544,-0.7791067124229311,-0.2439869861094633,-0.3984408287883672
