,GRM4,PLCB2,ADCY8,ADCY6,TAS2R42,TAS1R2,TAS1R1,TRPM5,ASIC2,PDE1A,CACNA1A,ITPR3,CACNA1B,TAS2R5,ADCY4,GNAT3,GNG13,TAS2R9,TAS1R3,TAS2R1,KCNB1,TAS2R16,SCNN1G,GNB3,PRKX,GNG3,SCNN1B,SCNN1A,TAS2R40,TAS2R39,PRKACA,PRKACB,PRKACG,GNAS,TAS2R38,GNB1,TAS2R8,TAS2R7
SIDM00302,-0.7490096788607987,-0.7719500965446595,-0.8510167380012058,-0.15137925493669654,-0.9862499221866916,-0.648667020884596,-0.7459293112776704,-0.6655424211498936,-0.7778165743988563,-0.848010975316711,-0.8017990961864503,-0.10629177901933347,-0.7952911424621137,-0.90146783000584,-0.693676587852322,-0.8578013856234895,-0.9530424957837293,-0.8698966919472025,-0.6492847453757354,-1.0046853848021384,-0.8841137267578474,-1.0027747293316502,-0.8525838460518801,-0.756878760278108,-0.022488284169590114,-0.9525553544937141,-0.8898859705226333,-0.5734788528097104,-0.6471346695221907,-0.9536030517094776,-0.5996359589742135,0.08587870523840346,-0.5557443254976033,3.2063740742404776,-0.7269344635584166,2.1591689941017385,-0.8865250822736926,-0.7104450925129324
SIDM00549,-0.8282933114855258,-0.5994625853767028,-0.5938872411855988,0.07770606697467852,-0.881598057793827,-0.8451655462730271,-0.891001456014913,-0.9226135503224077,-0.7835114333713404,-0.7416328265025993,-0.5562389643455076,-0.04358384338379527,-0.7058865661797326,-0.810080270154378,-0.6428204011409929,-0.802559034519102,-0.8829783980874175,-0.8431200109694316,-0.3966793815031709,-1.0308396263184416,-0.9169967710230478,-0.9561182420213267,-0.9112068090956486,-0.8425395204066207,1.672539659600687,-1.0244437227512753,-0.918444710073506,-0.4334162334458605,-0.8780835633498265,-0.8275591991275307,-0.6982434602985622,0.22204420473955983,-0.6327435225158272,3.439196575171639,-0.7473456934432398,2.0401846923372773,-0.9044442842717895,-0.7521215801740903
SIDM00292,-0.8443988204348996,-0.9155602982247785,-0.6579532608579931,0.2436774670799039,-0.9066094556217105,-0.8859026088361751,-0.7539653241537542,-0.9085332125965817,-0.7515097681832671,0.13137805093716753,2.5726287252059956,-0.33455025020229856,-0.1952663797492055,-0.9081575231126987,-0.6589946479267884,-0.874658442660319,-0.9710457942305318,-0.983364218037616,-0.6759873807144834,-1.015857485906986,0.031317027406364606,-1.0535050619285138,-0.8684129588342733,-0.5792122510764615,0.1974544488279704,0.09033523789332526,-0.7680670081760187,-0.04585575150666926,-0.6895299256571601,-0.9401586304353698,-0.6092536149944829,0.54207210371247,-0.8523123587033209,3.6631019437820425,-0.932865215475232,2.6484987256978387,-1.0497436412591672,-0.7859768019759105
SIDM00623,-0.8028058356558706,-0.7098089678624415,-0.7694123069531676,-0.47407408278452434,-0.9598693830191113,-0.7871400618966528,-0.7995473088735605,-0.9439102938419953,-0.8121079836295094,-0.8911872471188618,-0.5391278050669647,-0.34653832990829136,0.15117768382318889,-0.814676478289761,0.031019520418397003,-0.939978524010754,-0.8686355481849314,-0.9650932811717212,-0.4797551134961586,-0.7673335663225407,-0.9961479667632231,-1.0152229248427151,-0.9074947722220638,-0.8765859782275789,0.7173971127576817,-0.9920149314477729,-0.8171398565279144,-0.4552862223787146,-0.7336220037839164,-0.943910718547235,-0.5584879508256604,-0.5619049190212783,-0.6739535440110509,3.014070695406978,-0.8380443942000874,2.025041524576493,-0.9413476165992778,-0.760065484097497
SIDM00638,-0.7356402450679635,-0.7567833969110966,-0.6834242250087316,0.01886453136169902,-0.9179983661236478,-0.6796529999991239,-0.7238154142952153,-0.6843802997446241,-0.7541106211828593,-0.8825247265872372,-0.7918343839530462,0.22736273826220427,-0.7376974571156768,-0.8417442736210551,-0.7200047994813511,-0.9443382837244995,-0.8886344372182955,-0.7948014645916579,-0.5963193729144531,-1.0089010098012015,-0.9264625989663114,-0.9846429614685223,-0.8645274130494972,-0.8061923250371305,0.23536236259107327,-0.8744896216196658,-0.8481263485057616,0.40665836540386835,-0.7106523558097037,-0.9239452273646637,-0.7348592667405298,-0.38690615545449186,-0.7502542632298953,2.9877317366227483,-0.7764528809659015,1.9207394211748328,-0.888057510559884,-0.782963368637432
SIDM00527,-0.8255232397829088,-0.7994371949632285,-0.7100354352538334,-0.33123680222296287,-0.9761246244788719,-0.8071547979373368,-0.8144521993740442,-0.7151584790724502,-0.7831700287438655,-0.8941199795074106,-0.7543463484421304,0.5289885217756104,-0.8371974405317757,-0.9342650901450954,-0.8466621447614928,-0.866295629323818,-0.869891251001361,-0.9760072842840614,-0.5139123199829367,-0.8799959848018101,-0.9535449064689029,-1.0071463696324905,-0.9798052802187541,-0.5238553128025457,0.20384840991337766,-0.9705898194748702,-0.815599449671686,-0.5824431667149218,-0.80230613197772,-0.8765556266492948,-0.6840624316891699,-0.07928408937720502,-0.8675184960628608,3.273750894935972,-0.90812537959754,1.823726629651941,-0.9853856572089219,-0.8152462870420581
SIDM00976,-0.8179386439027885,-0.8055247895719201,-0.7976308840094068,-0.2622231695012653,-0.8422987262600623,-0.7483608943102452,-0.7781180924392476,-0.7448626829998308,-0.7338766517354806,-0.837649041322405,0.16825880085247905,0.15630032946634767,-0.8170835096166764,-0.7432235985380038,-0.8556427877797208,-0.8678629418619426,-0.8872444251164477,-0.8246810489282266,-0.47893685452585777,-1.050695264617381,-0.9417412257357769,-0.9236817621834118,-0.9461519788345909,-0.3914563870208445,-0.5833618978251223,-0.958099315006428,-0.7311560938528296,-0.39775848038016914,-0.7773285938629492,-0.9754193694208091,-0.5873404229592467,0.22199276159385442,-0.6739760282514191,3.112466042627725,-0.7463684948061426,1.9737856414063915,-0.9863427859336975,-0.7416423805730522
SIDM00316,-0.8633127354815657,-0.8435089080708309,-0.7463567326552297,-0.17523968071095997,-0.7698750740994598,-0.6810317798273515,-0.7389975765421859,-0.8086481591878099,-0.7619116225526852,-0.6748878066747428,1.4540041772073,0.25439677308260406,-0.6919691275291303,-0.9907289345856859,-0.8269228738525344,-0.7332228813085129,-0.8418000117758504,-0.8097989712203342,-0.5222469636420835,-0.9913839554943497,-0.8583234129046589,-0.9933733327639513,-0.929417075793022,-0.4771220233851026,-0.4772317096664239,-0.8450285859776842,-0.9051529863414064,-0.5377837549940845,-0.8237123296409301,-0.8928636776250635,-0.5296445640565808,0.447437734000962,-0.7320429691205392,3.272530523539904,-1.0014702213383602,2.123208551596496,-0.9355007341614918,-0.8022781699961614
SIDM00326,-0.8340030503657495,-0.857194475184112,-0.8410071346451262,-0.1234965716281923,-0.9651590471609268,-0.7628280034890362,-0.6997236933660064,-0.9154462969360606,-0.6942555295377429,-0.8735750720698974,-0.7065245179923275,-0.10539135316425675,-0.7839470835524102,-0.8670133976181926,-0.6918159411968137,-0.8423031589431298,-0.927386661606452,-0.9019738420881919,-0.47391085988109727,-1.0472754316523163,-0.7169959452954051,-1.0586480346659686,-0.9850130613329569,-0.6649693926663258,-0.15103308474951463,-0.944812376113028,-0.7990672141158459,-0.47725629837344685,-0.7980494422776979,-1.0157028419237257,-0.5575752917986075,-0.12334740255078583,-0.7031242683627452,3.5471823075048907,-0.783023639408082,2.2979249809410067,-0.9698314267766844,-0.7501656575456978
SIDM01093,-0.8218836851327024,-0.7914474593186609,-0.6931742516614661,-0.09163369548843012,-0.8814797561692851,-0.7497262820952318,-0.720542292803984,-0.8805681563785228,-0.7456265892323811,-0.8329508069522652,-0.7519510965209951,0.10179488165066573,-0.7987608330635333,-0.8749357966078262,-0.7068599550252654,-0.8366917660818782,-0.9125162771521865,-0.8683547615609634,-0.5571493268544646,-1.0331626399798124,-0.8107063389060248,-0.9393349991276806,-0.9508890581506545,-0.7568658709578694,-0.32829002084547715,-0.9308270271260772,-0.7752145179456224,-0.453249251660266,-0.7441103014939691,-0.9254709322478426,-0.5656006813858864,-0.08158265022247993,-0.6433741249487308,3.5162947487124985,-0.9083459574852673,2.0818689331922733,-0.959912317320241,-0.7769424476796261
SIDM01098,-0.7489845666452173,-0.7349916375539172,-0.6892227394670208,-0.03777618776106358,-0.9852248749761836,-0.4744454911233189,-0.6436323820179718,-1.0343276346979835,-0.6649333517141433,-0.8031205032161695,-0.7097344580841713,-0.2392580654448781,-0.6872422089789717,-0.8882907415749047,-0.8677898152638208,-0.8013671388420548,-0.983742810940602,-0.9128448394493746,-0.3474086331754681,-0.9931323483012531,-0.8740555687173929,-0.9785250376421141,-0.9701328223050733,-0.48406299882013243,-0.10225813665867083,-0.6305728250353985,-0.7120971035299604,-0.4138029886153976,-0.758941425782514,-0.970991677986469,-0.6307543477625465,0.23600172197632563,-0.6578592213058053,3.8321518540144344,-0.8145527111066804,2.0011308857341676,-1.0567470773688166,-0.7202268630226359
SIDM00424,-0.8101765209704179,-0.6913665267938992,-0.6734410436206865,-0.2760256722941654,-0.7318070627074444,-0.859642387986729,-0.5730191801237916,-0.842051991061064,-0.7745028171573809,-0.6865899227412584,-0.6932781108939833,0.2559252715237181,-0.7590249292020382,-0.6693190596780164,-0.7131265265902524,-0.7115017308010217,-0.8704767204305883,-0.9311050264091819,-0.4626075995890559,-0.9423538062414962,-0.857745403762725,-0.9111284865129977,-0.9636082425876886,0.4864999973796393,0.2564459621160645,-1.0103042964811622,-0.6579490610915057,-0.4015199431541787,-0.7745434694843062,-0.8069439610715836,-0.5987026238127303,0.5861291732838557,-0.6700626866594659,3.181434953153117,-0.8190005655308313,2.4531669897574933,-0.9711358323462811,-0.7207593051287663
SIDM00973,-0.7947630447420888,-0.8107839220138929,-0.7183162610254525,-0.4374461788646794,-0.931685285380285,-0.7068284264932855,-0.6826188300104046,-0.8367078418569466,-0.8121959267299598,-0.8209565620251816,-0.7221378280385871,0.25693480256506784,-0.8096670904018166,-0.6373454784829407,-0.7552222208373495,-0.7807055117125642,-0.882853924032528,-0.9958193148347712,-0.5864510410511632,-0.8714497911516497,-0.8271151741026389,-1.0064012782657397,-0.9713254235991504,-0.46151522412007023,-0.5781445402493651,-0.9454990122700307,-0.8421158524840144,-0.4967442455655493,-0.8700534491894208,-0.9094297663604607,-0.5791698705269229,0.3473519070699129,-0.6972262311469584,3.3729926745515515,-0.8031584650407865,1.861573414058801,-1.0887828628868454,-0.8015252833598259
SIDM00411,-0.8904423453153824,-0.8813285265209397,-0.8257228815934486,-0.44949314239175736,-0.8043058659533289,-0.7947884457054466,-0.7022358506280895,-0.8373408338090995,-0.7724169467970514,-0.7542706565679534,-0.6877353640724985,0.145234063633732,-0.834779504425467,-0.6183453318293437,-0.6006295618158504,-0.6824194004789796,-0.9105254452277368,-0.8097147778017358,-0.6219029745179186,-0.9919351772990624,-0.9555611884403006,-0.9139589700852434,-0.9277521679008536,-0.7138810030161797,-0.1368365967946395,-0.8178553377395442,-0.7230768175190325,0.36947445556384956,-0.84039012333605,-0.7879760129278793,-0.5792731028085144,0.05872301206956856,-0.7617971892786949,3.2299331682242314,-0.8468509102224777,1.7122532480497616,-0.9434166101433388,-0.6422782268567473
SIDM00374,-0.7966997527122417,-0.7875277207959127,-0.6919471331323285,-0.44690637531416644,-0.8289129088926555,-0.8663011742621063,-0.7781037628872707,-0.9187100026038131,-0.6670433316886272,-0.7515583257010214,-0.5996162939373585,-0.06052922273825862,-0.7883509907224651,-0.8223333254058348,-0.6350783871561544,-0.729183399745334,-0.9283468534327005,-0.7979981285005157,-0.42853399545641163,-1.0643619643816524,-0.9179850335594487,-1.0172631903273224,-0.9569618715055744,-0.6942734560927867,1.1253683111246264,-0.9883385858625103,-0.9019661324056927,-0.3779183673944866,-0.7303712308312497,-0.9114723217993062,-0.5929376015708058,-0.3907805456444017,-0.5757327606995932,3.0534544829533665,-0.8396576244473136,1.8504504787802047,-1.0087909177175236,-0.8195020838127423
SIDM01160,-0.8221119910482979,-0.830923106907667,-0.7730882565842143,-0.26960552237709845,-0.8595277777570499,-0.701257726118092,-0.781851626708809,-0.9312954275887176,-0.7643557296654546,-0.9099437250383585,-0.8066416525678326,-0.06345549980361986,-0.8336363082301148,-0.7433528314524817,-0.7088520123477616,-0.6755338509569426,-0.8703010637038464,-0.9692768209950984,-0.5966389740369883,-0.8785490454441831,-0.9377217645585867,-1.082810671915147,-0.5242593981685275,-0.7929998729284343,0.652355015604184,-0.9055136999749639,-0.4245700849485879,0.6887195534840197,-0.9382595842097524,-0.9082546974020569,-0.6488669208218688,0.08867773003023012,-0.7410081200770616,3.1541943952362512,-0.8960914399856498,1.8623161803519406,-0.9252418957870656,-0.8057714451964528
SIDM00145,-0.7416084223093814,-0.627623962435295,-0.8206836848040623,-0.4255949517936327,-0.7170288749048006,-0.7927850034638185,-0.7172553070322369,-0.8281047699533786,-0.7288673297958633,-0.7654765291573578,-0.6958947871971918,-0.03463836147252778,-0.7985232273674705,-0.5165457278033102,-0.4718691081128623,-0.7524622632109997,-0.8844753189380207,-0.9526214349886384,-0.47251846175447837,-0.8996160465017164,-0.9400426776363563,-0.9696843696404559,-0.9087100699140306,-0.8515077766915933,0.39227563958102474,-0.8351746030282486,-0.8457245363751072,-0.3942600612876761,-0.6934234518323668,-0.9705010667235493,-0.5684254203298734,0.4627747086694522,-0.6495473508099362,3.4169141277898234,-0.8226846308586468,1.767696632402243,-1.0608499286988122,-0.812942664410632
SIDM00975,-0.823013412207801,-0.8686834521075305,-0.8236775002312429,-0.10262722298834533,-0.8256961846558645,-0.7733537967063626,-0.7568375921554088,-0.7999099749873039,-0.8619112103273763,-0.8580782615129148,-0.7469310939271103,-0.2799418394444578,-0.802266984157025,-0.7427947302490947,-0.849483717587389,-0.8519151078272064,-0.9198690480620227,-0.9777576306556717,-0.6418065180778877,-0.995826588011142,-0.9015123361788739,-1.0391466392186637,-0.9549488203115191,-0.4081218715392266,0.07646761142610838,-1.022485736841283,-0.9393582030742091,-0.46311594802162936,-0.6424160592947968,-0.9233364182142705,-0.7129513268345374,0.1302684342860775,-0.6968705428307354,3.2951429271804646,-0.867135381077668,1.7235476312223752,-0.9142589409085734,-0.7339569604962298
SIDM00971,-0.8034523881307963,-0.8031533961544333,-0.6240582483855603,0.607650295111247,-0.8698736372097353,-0.659243852840743,-0.6510693318360552,-0.7606622598727726,-0.7635929608987742,-0.7873288629525097,-0.7337588538952263,-0.18952103511044832,-0.7888078538181457,-0.6798945527058453,-0.8338686154806422,-0.8016747446667052,-0.833216358866403,-0.8438713658819775,-0.5717747298617013,-0.9733910962059565,-0.8366948235996221,-1.0536357337853586,-0.9233620854160393,-0.8013415305561745,-0.03413416628771919,-0.8239822754984053,-0.8736317897380481,0.9858332983538923,-0.7525299008358011,-0.9076977046447546,-0.6853433771426419,-0.3437844388770699,-0.7179053551326012,3.2579373318013727,-0.8606257238281125,1.4968989612849284,-0.9651140822201297,-0.8293997495783744
SIDM00251,-0.7801839330017584,-0.7778794735358314,-0.7020837972628153,0.12760003406562812,-0.8125392412334784,-0.695792386590478,-0.7076685818317611,-0.6622019240158892,-0.7649132455670332,-0.8329466050262564,-0.6932131708766798,0.3486558187595415,-0.8184850916738632,-0.7068457632919085,-0.49115392268071284,-0.8600478654434182,-0.9105567164901389,-0.9053305606385789,-0.575255980369449,-1.0439714180979471,-0.8395730906939393,-0.9531005978058321,-0.8968940708239284,-0.8404652719951152,0.1914279323478265,-0.8883701690273653,-0.8649830487653792,-0.08371623221359745,-0.7045851210802268,-0.8247717154476453,-0.6706223512583314,-0.7860825150219598,-0.7028556683000666,3.083728411122655,-0.8746167910946591,1.8891578672347116,-0.9795759086426781,-0.8072543850758699
SIDM00412,-0.7606706867716214,-0.7502456299706085,-0.6246063603504849,-0.43328662675397034,-0.8733821927230773,-0.88271433766124,-0.6545894841979243,-0.9100603510579403,-0.789044698487159,-0.8025106722721167,-0.7330303084207423,0.14316504303366134,-0.7357335284865797,-0.7180447685433875,-0.32074979165450535,-0.8099985418559282,-0.9200679370804972,-0.909506626991993,-0.5383473605007676,-1.0268522370446818,-0.9321016768592141,-0.9775061691447904,-0.9318146333872912,-0.7060063190373578,0.7484343159922919,-0.9296669290423436,-0.759989810798232,-0.47026170204319806,-0.8525013885685289,-0.796696178215539,-0.45263213959623144,0.5262312496480457,-0.7710908753503436,3.20371346063204,-0.8469308207572388,1.1882128431027272,-1.0663101617884865,-0.8080268530899917
SIDM00023,-0.8219066926618565,-0.8085038449310805,-0.6534640170980347,-0.18580215650202012,-0.9185257035185542,-0.8580257480446416,-0.8334439166169776,-0.799267349591489,-0.76510493659417,-0.8323225982886927,-0.7189542499086703,0.09215988086124749,-0.8621586949916148,-0.7837037604469392,-0.5966511918407482,-0.8037803706325567,-0.9621168818573979,-0.8746927502865812,-0.6565534266946842,-1.1069206031990453,-0.9513633586977508,-1.014019548125365,-0.9505462172453606,-0.3520702742327287,-0.1590023224876967,-0.9144120128680816,-0.8436068484684235,-0.0461430854474611,-0.8574586232102136,-0.887416212107834,-0.6846741654886267,-0.004038120162351533,-0.8142666718976772,3.396290830779447,-0.9113251845720625,1.881899202558945,-1.0380135270873627,-0.8347794796921697
SIDM01198,-0.840591124127232,-0.7662626555221865,-0.6459198616011842,-0.5142067798185251,-0.7594982221496926,-0.8042316562990016,-0.745196405000337,-0.7818548467615787,-0.7946103870578443,-0.6862762698038737,-0.6074905219793472,-0.1772668202351656,-0.7199272526735188,-0.6879763296855139,-0.5254562703580637,-0.7429300015376284,-0.7888651452066682,-0.9911863783038709,-0.44106870423508515,-0.7108080585800339,-0.9414799352510871,-0.957860363734545,-0.8340440728573181,-0.642523477969576,0.5484036650003506,-0.8708771647716949,-0.9001958204765936,-0.3130380412417005,-0.7575920115796331,-0.8681025808553893,-0.6239911362472775,0.89387920399669,-0.672701496247516,3.192642228043974,-0.7794596496130538,2.1075994698785183,-1.0027509093045557,-0.783838732326266
SIDM00441,-0.8191203927721296,-0.765140438968893,-0.6752712152206322,-0.4296992778273454,-0.8174617856699389,-0.7225438200399794,-0.748864355063309,-0.8199249740415455,-0.7540991373564914,-0.7938920967833724,-0.38540954963714624,-0.46677321100851643,-0.7569144474807201,-0.7588907632790131,-0.2735457930034155,-0.7242211237650391,-0.8576224117763281,-0.9347760551739137,-0.42297367554559784,-1.0217631526963813,-0.9082319005321408,-0.929448806105,-0.8498861990807125,-0.7671810823049601,0.19047581556363125,-0.9326614459694453,-0.7335550739693923,-0.5933158816650088,-0.7047729597181502,-0.8045978317656828,-0.6950698302563304,-0.3497786317093211,-0.7522303879405415,2.6404394302393976,-0.6973349478340995,1.9370511240293145,-0.975366152256968,-0.8219371445794533
SIDM00388,-0.5359411234401691,-0.8058440229079121,-0.6404383645406418,-0.41464253078179614,-0.851308520551512,-0.7947085172300008,-0.7162290638756383,-0.8316438952863593,-0.6989486296377141,-0.7748778119476301,-0.01093101354444263,0.25901320334437095,-0.7836442917070281,-0.4692723610256662,-0.5608729987884563,-0.6806769668677043,-0.9223978453423861,-0.8153249067027566,-0.4482089841886765,-1.0373966883302785,-0.9091071157394441,-0.975656666072351,-0.8293756358430712,-0.5572075490333984,0.5980110854963687,-0.989072546261366,-0.8034420559123601,-0.43701802661061506,-0.7133235085139321,-0.73945784425368,-0.6775957139834305,0.21801590752890768,-0.7678739286596954,3.257580622758025,-0.8993111531866438,1.8144844424953281,-1.0411302296877136,-0.8780101598952835
SIDM00417,-0.7597179885820647,-0.7773766351817264,-0.742338179120064,-0.47601434331407827,-0.9133362210276081,-0.7139651143261762,-0.725616523505484,-0.7506918522434178,-0.783294460674047,-0.8278931904754462,-0.7193273300614319,-0.15439465468643965,-0.6544044237230107,-0.7701019679922595,-0.6846298785374506,-0.9875961129157276,-0.9385642368338598,-0.721669967324255,-0.4457785621694661,-0.9053303632262641,-0.8390539321060493,-0.9021112997620562,-0.3691737312652217,-0.7551140891604966,-0.5989817084548059,-0.7878230504756,0.8275999914696881,-0.36383790262073107,-0.7660474510476277,-0.9598226862313859,-0.64218130082424,0.006516019009279001,-0.7862423304297924,3.381930279163367,-0.7880205400154802,1.8513067876916152,-0.9316112927780829,-0.82024424243501
SIDM00416,-0.7188486927666432,-0.7102600447151827,-0.7676058253603293,-0.3591578711909521,-0.8072016447113388,-0.8312866694110486,-0.19597986664885714,-0.6817334398289678,-0.750271062656342,-0.7145292127781883,0.5720591721187118,-0.09875049537192185,-0.8292796881069017,-0.6454494350150348,-0.494553185360418,-0.8450744555515227,-0.9500915404553864,-0.806016795719938,-0.4562602142182878,-0.9595538910381644,-0.9013006837170273,-1.0477044614218842,-0.9397051933964803,0.003907944099724968,-0.007080998000452269,-0.9165217771228695,-0.7024793811567379,-0.3732852551431711,-0.5636819954106947,-0.7953702707068904,-0.6199587498172273,0.7085721346964974,-0.6987111118156003,3.153067875302641,-0.7761339567660173,1.90491361905497,-0.9031340049292583,-0.872941561421656
SIDM00974,-0.7752242396408583,-0.7634431154374496,-0.6881381100253579,-0.2286812288765397,-0.7476993567848998,-0.7716281073496577,-0.8034558204714841,-0.7275070650695921,-0.7073397277909419,-0.8436861910522573,-0.7873856009892121,0.1756887807599427,-0.7714685663386012,-0.8269010247797628,-0.7286434446403202,-0.7670734310327123,-0.8988370685998236,-0.9110119366385325,-0.572970658591912,-0.9990973940405402,-0.9479522483811045,-0.9583412554171874,-0.8946398490749401,-0.820189161170385,-0.2795554628966055,-0.9805733939027701,-0.832192312356424,-0.43144533190358325,-0.9144603371329529,-0.9222569405415673,-0.6639295540950342,0.08425949554272551,-0.7309450072744048,3.2069203167735636,-0.7613059596849943,1.933928516386548,-0.9928719697996057,-0.8271853972138781
SIDM00833,-0.7921335736696066,-0.9076632752304665,-0.8629417652602501,0.18946464380762715,-0.8018372485390529,-0.8419160016460406,-0.7361316601328685,-0.871900625265677,-0.8070201625236725,-0.7841887298314397,-0.7185147669530453,0.24992813201055283,-0.8951558341042952,-0.8450822384162753,-0.335105992425129,-0.7889082435612716,-1.0033106962701765,-0.9766102250260672,-0.5935905274044743,-0.966292309139911,-0.9429753646416851,-0.9416316003000778,-0.9147000486799837,-0.8211952549622252,0.1412316871544378,-1.01389053736313,-0.8592607475711511,0.5147347630684237,-0.8145235431661707,-0.8975549425923526,-0.6863881242153143,-0.5387283441681814,-0.7050301531185424,3.263037010714281,-0.8729811958308665,1.7988066928427868,-0.9328473739757901,-0.8702217060174182
SIDM00562,-0.8483636854572523,-0.8272246121502925,-0.6787872421424886,0.29519883218181003,-0.8111905221541831,-0.6888750475914285,-0.7888344446042314,-0.53119812884865,-0.7730434933241209,-0.8572234250417594,-0.8273309099280505,0.05179420664714441,-0.7547505717922209,-0.7679081419352912,-0.735998069645769,-0.8942742539579859,-0.918045414914434,-0.9229089456730782,-0.38334272490278437,-0.9346827314044551,-0.9275565878924862,-0.9955188070778446,-0.9416747781162002,-0.6877291003808036,0.05910954444428226,-0.8435748122917203,-0.7564224672557407,0.47658863564034926,-0.7456090422958502,-0.7408532509860708,-0.658945440935909,-0.35355387464906196,-0.7484535553112933,2.932427479671359,-0.8185607154135471,1.7211624154730965,-0.9739412935702939,-0.6892844771526477
SIDM01102,-0.9110937471028505,-0.8099084138230117,-0.547674555401494,-0.42335133148629317,-0.8677780778481912,-0.8573606006955974,-0.743574203016473,-0.7066056410944406,-0.6354020480526041,-0.8397838962825775,-0.4690450200527932,0.30113650970416667,-0.8280238032322196,-0.6658518822093278,-0.6609592349357328,-0.792001698061829,-0.8818818440577298,-0.7819021136460957,-0.5294657000470507,-1.057309716347034,-0.8926958751360367,-0.9276021011364195,-0.9104599290360303,-0.724885603580533,-0.4085461556652417,-0.89235191587424,-0.8350504838977648,-0.4495960166540242,-0.6045005822607529,-0.908204083700894,-0.6114764928518791,-0.4142918735747045,-0.6121639922147555,3.1504413140111387,-0.924709646198465,2.162910465502802,-0.9788378700818519,-0.8798878737026056
SIDM00418,-0.8099320779200274,-0.8225090449705217,-0.7328141554993817,-0.4314322419896027,-0.8558963720963306,-0.8087283501511496,-0.752979778166555,-0.7826730177901282,-0.6709013326762239,-0.8634427434950079,-0.7672009413147236,0.9214235439036287,-0.779301915192078,-0.7044845914601063,-0.7853537200193434,-0.8688374371144858,-0.9259419740018043,-0.9733901154130175,-0.462602513999628,-1.0444798474004142,-1.0223784544954275,-1.0489554510711077,-0.9380098364981743,-0.3708811666023196,0.15848826058404025,-1.0072818984575715,-0.8313823306364434,-0.4314096466652777,-0.718608743679918,-0.8399701470420632,-0.6649399837310406,-0.17374619229511906,-0.7111299892242997,3.2809092664222255,-0.9224599576022021,1.8555653522351734,-1.0400916233482984,-0.8226024794922145
SIDM00841,-0.8513081623196128,-0.8434949307397968,-0.6793611947810725,-0.1898665331192827,-0.7999458066130087,-0.7555471460390007,-0.5378393178687934,-0.773422212244719,-0.6159551548308752,-0.681901429204986,-0.7021479888965603,0.5581606494916398,-0.7146178517610016,-0.6657115566347498,-0.28891502063785235,-0.8328308346397639,-0.967962178879039,-0.880229495749462,-0.3184693606083192,-1.1005554202764982,-0.9935769213997707,-0.9927525749235636,-0.9026251046451605,-0.4772797801490403,0.30240103580647626,-0.9225047193091325,-0.9689116242357174,0.37949579743513356,-0.45093252535996653,-0.8047226863721726,-0.5191524175820176,-0.2013922183206086,-0.7168552004866472,3.2307264210255777,-0.6730697272324713,1.8431009305148323,-0.950164333689491,-0.8701629785811303
SIDM00260,-0.784709597717711,-0.8242406119431586,-0.6207256225354103,-0.2448702942874134,-0.8597576896720661,-0.8822572066048855,-0.75550426637349,-0.6628675021904232,-0.8445657379378679,-0.8575813697700201,-0.8069392487060487,0.22028364907004427,-0.720245816733002,-0.9107368070348718,-0.5545570476281884,-0.7677215966360257,-0.9812800675621567,-0.8536933374286466,-0.6325797889869175,-1.0258121212225018,-0.98714399126343,-0.9811550092415444,-0.8144775150763741,-0.7429863058468112,0.09498095054644606,-0.9357286227780802,-0.9006782376781911,0.3858399822915761,-0.8155800125671409,-0.8824201682345523,-0.7262603864452963,-0.5416947794541971,-0.7423975827436115,3.0511302717815885,-0.8722909416925736,2.4083895967993847,-0.9516417647219432,-0.8783744441142518
SIDM00111,-0.799011433349112,-0.8797290010134512,-0.5510340131600678,-0.35150970440686086,-0.7866541191272411,-0.825134056998791,-0.8387198712252831,-0.80475290678476,-0.7290122520851258,-0.8201092788897364,-0.7873717746228709,-0.029696995231031992,-0.8497564097344402,-0.8934436749802566,-0.7543410059039416,-0.7869919181650916,-0.9675187858178319,-0.8514578385523827,-0.5732782310889066,-0.9639734559319587,-0.9584106524868933,-0.9764374175277793,-0.8227107911938193,-0.7465470908017405,0.10069832846968517,-0.9590439421274846,-0.7531255061934146,-0.447321965673515,-0.7519073095581336,-0.8810410941571132,-0.694683057491757,0.2909471191678687,-0.8426718571763921,3.3365148916779686,-0.8559899726840805,2.0231482612166136,-1.0113938357577001,-0.8089238044120924
SIDM01179,-0.7917909027795287,-0.7902247389042218,0.20738429709391007,0.21839890115689223,-0.7999867350092703,-0.8065831851687923,-0.7186942252166473,-0.6521329418624117,-0.6816262086382217,-0.657532776905272,1.3773995111226227,0.5799039455705217,-0.8143629112002951,-0.801127836182634,-0.7338956501734339,-0.9060300341539237,-0.9235755953914079,-0.821360119376851,-0.5135839222428888,-0.9812357560960385,-0.9323763130051944,-1.0644810188098435,-0.9267650240867236,-0.5077999903279643,0.3277855664246095,-0.819420518056646,-0.8979996493317423,0.3250549386524752,-0.7441907764967832,-0.8750230123593863,-0.7005854036653906,0.011449760051620447,-0.6212124757996723,3.2005762742108392,-0.8478559557009127,1.6728651541347148,-1.0311060161411574,-0.886848456222687
