,RPE,UGT2B28,CRYL1,UGDH,UGT2A1,GUSB,DCXR,DHDH,UGT2B11,UGP2,XYLB,UGT2B10,UGT2B7,UGT2B4,UGT2A3,UGT2B17,UGT2B15
SIDM00638,0.9996857707530495,-0.85392835911979,-0.4880361190161066,0.602989399816593,-0.8644940000868643,2.109492695031527,1.8497521713025091,-0.657239370199659,-1.0529772630607068,2.802780568080864,-0.7229178945673405,-0.8026645196350564,-0.7242877421269512,-0.9590969017483882,-0.919257952130259,-0.9853895656549503,-0.7853079695971176
SIDM00527,1.1259451800136338,-0.7274693627867486,0.09142028285885033,1.2031173795560848,-0.850452110727732,2.3943851349538905,1.3709036635689964,-0.7578256665740899,-1.0957930500443125,2.6678614470830304,-0.7460396275076764,-0.8356841678541995,-0.8755954884778203,-0.9851267447996778,-0.9925739399287352,-1.056680421925791,-0.677881985977394
SIDM00976,1.0863593416180732,-0.7981478165138544,0.13785251683947627,1.6509707594755045,-0.9096551774605053,2.4319431470273263,1.8553028884843656,-0.6921650099887904,-1.0439185788130216,2.713308363066516,-0.7845354532433492,-0.8332544041724175,-0.7492555601452658,-1.0120025791753713,-0.9641227044226904,-1.1034493515480315,-0.8217917830398507
SIDM00316,0.9784738865760125,-0.7584822942372027,0.05427532041502114,1.9462982264992394,-0.9101166882529933,2.3105865376805306,1.5176510187960175,-0.6926597065109157,-1.0409277515566147,2.762189621873804,-0.8399323036371604,-0.9423110161936822,-0.8631566271160366,-1.025407257658643,-0.94981136813314,-1.0589171987959909,-0.9428956788055165
SIDM00326,0.9751149399549351,-0.8247326673425457,-0.3086093138664006,0.760468108049911,-0.9220392900129547,1.8774962027981723,1.6622992409501394,-0.5509210695760122,-1.0774139129606959,2.765691058611847,-0.7577590104752455,-0.964074522936052,-0.9198081461857835,-0.9390761928017022,-0.9637214310270262,-1.104091815275352,-0.821603430067517
SIDM01093,1.1646294698114814,-0.8186649362793192,0.09841749759964953,1.2876519758349991,-0.8806873219761895,2.2965203949556976,1.452867095463155,-0.7008682114177189,-0.9527949981066198,2.747396677843088,-0.6647169420619712,-0.9137159262722188,-0.7827067509412575,-0.9468506964976091,-0.8941202349394184,-1.0987889081989495,-0.8591339400267742
SIDM01098,0.6288967891454408,-0.759787517659829,0.4555152505376205,0.8780282955535615,-0.928790092922296,2.3977685236577013,1.833474271992125,-0.4370491322133792,-1.0677679406518057,2.7473623497718713,-0.8478903689049747,-0.910416895381814,-0.8642650281146808,-1.014210545869546,-0.9679115926726061,-1.1258833888390731,-0.8462479457178405
SIDM00424,1.0375395624338655,-0.7588046413302462,-0.6875550125134242,0.5381215838243989,-0.7472005300014121,2.3992052591274216,0.9748604586412714,-0.3587116524741857,-0.8646423536881557,3.0996692479176464,-0.5348273772563578,-0.7170038909440031,-0.7859718637349252,-0.8964262081640685,-0.8880555711917378,-1.0345012093306403,-0.7111500126686299
SIDM00973,1.235851746564928,-0.6444340957145882,0.25180376213916755,1.6273869064163224,-0.8775125868518083,1.6844922237978959,1.3176038777924979,-0.4735417740775327,-0.8203243318753706,2.507862602000704,-0.668980720560853,-0.8559105935683874,-0.7738487514791964,-0.971230182215579,-0.8872251742172919,-1.0589503872424342,-0.6643870132055283
SIDM00411,1.1680478040220221,-0.44728906652569406,0.40414794329523474,1.3805068876606252,-0.8290608345580072,2.0048624687119423,1.5967194936258875,-0.663546190812995,-0.9260614377448103,2.8225213298113494,-0.8222368072684975,-0.9255097531743146,-0.7884355268642405,-1.0358062974470865,-0.9089431379695707,-1.0367764845397445,-0.8421787264080822
SIDM00374,1.0285803285385053,-0.6810545987116339,-0.08007365587208799,0.1588158766922134,-0.8457191531697941,2.6761225147546144,0.9389111987627263,-0.7424796737130528,-1.033931906473498,2.509285919021151,-0.7381298941185721,-0.8318974323601959,-0.7275480773497279,-0.8848166748441545,-0.8827961856613536,-1.0289383083959078,-0.6708879730806285
SIDM01160,1.1006200013524667,-0.5664207366749398,1.8119445117950046,1.0613656440977366,-0.8579470828947952,2.288758539692349,1.726265344122779,-0.7147588967397152,-0.7542016661539822,2.654761174577245,-0.7324733137030914,-0.8662436311852232,-0.6790773960700132,-0.9610793362401601,-0.9383192998024853,-1.0279850436688767,-0.8547836611584781
SIDM00145,0.8124741828043205,-0.6600057636005914,0.23498188482488153,0.8278309497223942,-0.7529370675098318,2.2039894776309414,1.6670373816634767,-0.6377355856857605,-1.006788618568477,2.9177379532213923,-0.5860236748311403,-0.869273321651506,-0.7679266201784686,-0.9230243462238297,-0.8171786676067262,-1.0531303187408834,-0.7076373000208914
SIDM00975,0.8558530321158098,-0.7159240073285692,2.0712463629812756,1.3041251874815487,-0.8635456868561245,2.7697732420444794,1.5359897840648076,-0.7403262176759761,-0.9863777642779702,3.342444432781267,-0.6005442376865195,-0.8525285158731231,0.11882736958252871,-1.0133179327784534,-0.9403862556288981,-1.0797088584968542,-0.8105042130133631
SIDM00971,0.919120246897164,-0.6641290336465365,1.4349622097312733,2.8054188989741484,-0.8381412930678196,1.9669252341133474,2.195809360201499,-0.8582608327359406,-0.9727869198095025,2.817768904024762,-0.7397886093138699,-0.735949157197587,-0.7572522202213073,-0.9341612899469337,-0.8716296672013409,0.2785383789182038,-0.09204212926366537
SIDM00251,0.9594485517772072,-0.655812126392744,0.9238978319719259,1.7413890827596428,-0.779149108862179,2.2315977058557546,1.7593913655995825,0.21572273695684904,-0.9964669260935511,2.5490904936205907,-0.558881887220099,-0.815803410171937,-0.930505544738664,-1.0042448765191183,-0.8695742318736424,-1.0945221099313065,-0.8599833129141911
SIDM00412,0.9981567765195593,-0.7904580456366377,0.4469377565564589,0.26958346018691,-0.8115830562058077,2.176988274151996,1.8904959992687616,-0.5705290120955396,-0.9333268196948749,2.687594226517988,-0.6656381192086747,-0.8150319764333815,-0.8484013184195167,-0.9339363232341741,-0.8851259755255114,-1.0799352220298348,-0.8138386696763644
SIDM00023,0.946180075208667,-0.7849364631430021,1.1693426433437706,1.190555230106339,-0.802755777396387,2.3168262577245406,2.135051796277296,-0.2337053302196304,-1.041639478669929,2.681958142654253,-0.7725660313261352,-0.9697974277371361,-0.9228930967508313,-0.9841492967724618,-0.9376608983842009,-1.062109912446328,-0.8301098107078658
SIDM01198,0.9610278447158895,-0.7154026804256415,-0.4239855167609907,1.0456244921779048,-0.8266540650152642,2.443468717727099,2.181421489227704,-0.02315441864593574,-0.884061012154751,3.0112884842539223,-0.6513317542872535,-0.7013591300104098,-0.7245901596370921,-1.0134150035638325,-0.8609794432161075,-1.0536140045808238,-0.7682354086808029
SIDM00441,1.219966980417342,-0.6981641862138278,0.8774875676422742,0.5497840436706651,-0.7786595333256439,2.7233987285948564,1.696941469044972,-0.648863341483704,-1.0348291577327244,2.829155338078326,-0.6323831056525242,-0.7857586442825085,-0.8107581315543507,-0.9625191823475174,-0.900431046372636,-1.0185578648478837,-0.8112867705298764
SIDM00388,0.9300684170346566,-0.6317228612560384,0.07135529639795772,0.8973614391354351,-0.7789800286793669,2.382148245705687,1.9188934013071104,-0.7171835246257376,-0.9659832844730496,2.6475866068327067,-0.722136755447599,-0.8212594119075326,-0.8403048720270914,-0.8995915429003486,-0.875511879981552,-1.0582638386841967,-0.5883582591319261
SIDM00417,0.6183212952680305,-0.8238874304818037,-0.4553861740732439,0.9158304149188501,-0.6464489341931426,2.719038341926192,1.4723281271442505,-0.2264109458007807,-1.0486612848423356,2.685029430956654,-0.728577099023377,-0.7207832822790197,-0.8609972980023675,-0.8452770081041043,-0.9182566379750174,-1.0749477079020429,-0.688660970675352
SIDM00416,0.7433327013278327,-0.8051502297455317,-0.41635298268772797,0.378877533789884,-0.7651018209426987,1.8892750280492616,1.6167608983443558,-0.7024793811567379,-1.0278877761469836,2.7989327474499177,-0.6915391120604206,-0.8860360742878322,-0.85892415176978,-0.9235408624164071,-0.881993417530645,-0.5461654026230074,-0.4556456576629277
SIDM00974,1.3768318679219962,-0.7193131391481863,1.7198700078622788,0.9545754568259363,-0.7896609812939658,2.22014909805017,1.6247910246631672,-0.6122537345626152,-0.8038239840571907,2.849286121835718,-0.2609568087935924,-0.8494959118360056,0.0251056443951195,-0.9421673658915347,-0.9184426821843414,-1.1373374224277124,-0.6278354273476427
SIDM00833,0.9629411182126348,-0.6482444620088178,0.23644024615166356,1.314616231837952,-0.7619889500275914,2.223365793227947,1.661191427387775,-0.06507698579534239,-1.1256250272021817,2.7440742625109613,-0.7544865262394719,-0.8741976628245459,-0.8655624759650589,-1.0131244044684604,-0.9813132881838842,-0.9441033739594417,-0.5291085585177863
SIDM00562,1.219546459353691,-0.6346565195076097,0.8904791248400017,1.7501906604584863,-0.7742570635404703,2.1610161035193105,2.296287193369243,-0.6746790892607681,-0.9466871123855065,2.805558657847584,-0.5797403629942118,-0.7957991426825809,-0.7684582708757343,-0.8449591848462672,-0.8497774960557961,-1.0397463117862196,-0.8047817309406431
SIDM01102,0.6324897766431148,-0.7240803440427833,-0.07805222880777338,0.9130403412016388,-0.8416111515763172,2.3326487346851468,1.3417904436611374,-0.5221180777402963,-1.0643313330561193,2.742954593664923,-0.6839802533732022,-0.7684924597130951,-0.9479699886964027,-0.9925580810019828,-0.8757424496633062,-1.0449835059825645,-0.8063015004994994
SIDM00418,0.883767920863793,-0.6441811710061736,0.6487879832132045,1.3472571686422237,-0.7016826211782297,2.291163798096689,1.7600797443745904,-0.7310092939304963,-1.0560250993781968,2.5471929908943216,-0.7781150539871575,-0.8370453027888276,-0.8494852729908481,-0.9984969321570976,-1.0354594279184814,-1.0538345242024219,-0.821068155321524
SIDM00841,1.0012018062573917,-0.6762963516054796,0.13639335316020643,1.038083496917922,-0.8114280446473208,2.4165273272600882,1.9169332156068564,-0.5399392984269968,-1.0433996142747402,2.585677890061533,-0.7368849129238358,-0.7174002501329156,-0.8799748439630438,-1.0340359661866838,-0.90778876928411,-1.0271849423451669,-0.4802021804288336
SIDM00260,1.4799802921009466,-0.7227314978712059,-0.07326519981097754,1.2363147582306115,-0.8161061484920668,1.3610872262646516,1.7440678644181042,-0.3787667048358484,-1.0954604619022659,3.1164893675090073,-0.7167485107117276,-0.9000250841787754,-0.8140400868056317,-0.9678388904811086,-0.9256832026043235,-0.9911323654275456,-0.7041773777231868
SIDM00111,0.855949252963543,-0.799117795155305,0.8627244855539187,0.9451828139031981,-0.6487763217056786,2.4332729427439204,1.7321689253061725,-0.661247655000787,-0.9097327530980839,2.7396437926886956,-0.8257238899951476,-0.7342591479347532,-0.8850406425968471,-0.9286354256436232,-0.9106316062700331,-1.0216420613249826,-0.8096105387400684
SIDM01179,1.0601975608673162,-0.7575048963632847,1.7736126498208236,1.39174397635739,-0.7545205429050673,2.58986995847513,1.038199515856655,-0.26340024733627876,-0.9717861731077478,2.7303988657054417,-0.724718004800554,-0.8737456588853394,2.0032543007965957,-0.9801639127350258,-0.8198898428430692,-1.0358099558100702,-0.7060679246821525
SIDM00351,1.3357016088140867,-0.7244995927976506,0.26687716406006057,0.6096540369027589,-0.7684787682739544,1.8859620903328522,0.9926856976235408,-0.35881065136805407,-1.0176453318267067,2.514019024559692,-0.7589422050246212,-0.8819665540650931,-0.8466580746075937,-0.9119443264232973,-0.8296949439085599,-1.0416313212457626,-0.7399668593107717
SIDM01205,1.0633494641381016,-0.7515439933945344,1.388070054455037,0.8935991100123992,-0.8295368344426326,2.83623576543583,1.6493761328103027,-0.8404667134020387,-1.020391302320871,2.802879389899269,-0.5720385481111834,-0.7912142287146636,-0.8048418558276029,-0.877258097050789,-0.92631392255486,-1.086649527496154,-0.8150949918671847
SIDM01095,1.0004970567808915,-0.8567045022964468,-0.6059534810551573,1.1807989516967157,-0.7677248400149648,2.0640460297672227,1.9741204859229342,-0.6045585751447929,-0.9991164368929248,2.964549414296773,-0.7886342290224453,-0.8961255954137817,-0.8197264978125227,-0.9310166078119231,-0.9425439329931868,-1.0481695614206965,-0.7664379194612623
SIDM01159,0.9531214078238367,-0.642273624197624,0.6594088458113562,1.5151387904940148,-0.8116607005753138,2.642766685696127,1.3547767151624301,-0.2553176516439186,-0.9283339003271506,2.746169348880702,-0.8094784686935348,-0.9426589984790061,-0.7936031211208584,-0.9915966274731776,-0.9358211184517584,-1.0601918869797726,-0.8150910859743772
SIDM01183,1.2741596362002126,-0.6548137461502522,1.118349273688074,1.9522556098953585,-0.7714616418739931,2.9288658753752843,2.027683168087224,-0.676019912111856,-1.0887644354281816,2.8833564480530884,-0.7973582839253889,-0.6671689677666987,-0.8960852755672843,-0.9015005905416297,-0.9263679633752903,-1.1292200999762578,-0.9421015503976857
SIDM00328,1.096372508053242,-0.8039006994596022,0.8714463901777364,1.8358750532609687,-0.8142527846666684,1.8665238886895634,1.7263199596660062,-0.19354977791922018,-0.9775933083787284,2.8017559225683035,-0.696556615951916,-0.8070873169880379,-0.8607127577839612,-0.9184440273377505,-0.9765412184764063,-0.9549270602263744,-0.7429605811519866
SIDM00389,1.1584752956327802,-0.7204504328713525,-0.7567638804713049,0.9824803445988683,-0.7131674674371355,2.1938579041594033,1.7282105164890216,-0.7370443277513374,-1.0154818010703002,2.7853706325206558,-0.6345998899885043,-0.7904097554000664,-0.846926768211691,-0.8552687047430018,-0.684867283447733,-0.9704594170050325,-0.7520072552091361
SIDM00489,0.9936011452672481,-0.8176880205259752,0.026061461496753733,1.0459818663745968,-0.8836680460129762,2.450875998991931,2.3345750332065,-0.24547626403429165,-1.0619651415978377,1.9907595914970933,-0.7322401610478669,-0.8718696182289148,-0.8727986895966349,-0.9925512671332857,-0.8996866586493356,-1.0221878342586723,-0.7380166566862091
SIDM00953,0.9070770113160741,-0.8016805430252151,0.0286478042757011,0.6322187393229141,-0.7688016579221699,2.516339522869618,1.9878436116763192,-0.7382779084435157,-0.9970584177660559,2.634650923447128,-0.7021091331273118,-0.8447376013539272,-0.8624428674917781,-0.9789342257215893,-0.9516899810546576,-1.0897403092237867,-0.7927024789786073
SIDM01245,0.9227441653387674,-0.763523090181043,0.3063509588009839,0.4724436958294928,0.4745799767865981,2.445075603641329,1.7337964805966826,-0.315978974451672,-0.9506227238459808,3.4089383572757486,-0.543108111223196,-0.8295629595851536,-0.7998891915665708,-0.9663103294957216,-0.8664703426781761,-0.9843729105039951,-0.7620123071014681
SIDM00929,0.8038399087571855,-0.8340968182128957,-0.26370045040195433,1.4933719330692363,-0.8396349544747206,2.525258572352181,1.4140247478379593,-0.7485872247183453,-1.0339261152580286,2.899104720682803,-0.7493585745272471,-0.8488370295974192,-0.7357763297960758,-0.9013304485288235,-0.9260892562286204,-1.0291031753756597,-0.8888209965653712
SIDM00732,1.0250392724908395,-0.793688823428946,-0.05046506576974647,1.4631254649613163,-0.7755143172576447,1.8402246939138835,1.910655432313575,-0.6890398173583504,-0.9771833905074955,2.933561591603933,-0.7294202505338693,-0.8893588544609877,-0.8218244879323787,-0.9795504815155668,-0.9178130366175435,-1.0849996141731821,-0.8320534057180257
SIDM01047,1.0882912489996712,-0.7485953373127086,0.3601483677298429,0.8752588271164271,-0.8474800090886463,2.483008105435646,2.1550271902431604,-0.6213237950816282,-1.0091966819992382,3.201359104481369,-0.5300508728984177,-0.6702858111074075,-0.9308366926276163,-0.9796283796203388,-0.907443761649863,-1.0698071097326978,-0.6988598625892481
SIDM01229,0.6096283058867368,-0.7105603805010793,0.09259900904943984,0.8990122527249093,-0.7258309156060789,2.2051619062629926,2.0245446864315695,-0.5070286840012789,-0.9362254515508831,1.9846853741428727,-0.7130944180006985,-0.866398291426459,-0.7452130118745758,-1.0212423387360083,-0.8873260699224234,-1.0904800381061177,-0.7813026494584073
SIDM00540,0.851229282125704,-0.8452821336796812,0.8165404900912785,1.1359725932780236,-0.8750744126102403,1.4521481301198873,1.7821086531749852,-0.5948167085029265,-0.96514095008353,2.651632214554592,-0.8707672778585708,-0.9140046018348437,-0.8860278477989034,-1.008822221881231,-0.9137705763891872,-1.0354552962101693,-0.8255341529099091
SIDM00264,1.1323494578237108,-0.8139584767666076,0.5760800108159283,1.3161031656473554,-0.8805532260285149,2.2500249187007557,1.7332030795096354,-0.6273144568670941,-1.005822851400533,2.792601202092281,-0.8110717392321387,-0.8669467989297713,-0.8717019374379039,-1.0051074930978785,-0.9266974600208167,-1.0534615325646657,-0.8416108681877243
SIDM00842,0.9029776370930124,-0.8202742688033019,0.8622859972269221,1.0741471085811005,-0.7959277912159369,2.0074522336066547,2.302112919575656,-0.6361489258815483,-0.9132452956156495,3.124688890316426,-0.6084824491255496,-0.8990060592649131,-0.9029784562866642,-0.9540183735734281,-0.573746057440844,-1.047082499862417,-0.8669389104338058
SIDM00923,1.1943241045720647,-0.845171012346662,-0.7043148785240377,0.7495686886250604,-0.8303788512180016,2.064127391866283,1.9191959883426506,-0.6487505770906212,-1.034736831689716,2.8162152001581515,-0.5295269294915251,-0.9068603260521045,-0.9294715750748054,-0.9302428100453413,-0.9015957135090973,-1.0837582272298811,-0.697492306334829
SIDM00120,0.8569743185841071,-0.8117803536316386,-0.26338993177434744,2.0873511196231145,-0.7832880585566739,2.183397943071581,1.735770287906887,-0.5230094225291593,-0.9275250631090888,2.8281920390046746,-0.7191320427800734,-0.8626434235684527,-0.91255360353544,-0.9830824579561819,-0.9011670869844254,-1.099831337206274,-0.8079720082413696
SIDM00900,0.7793168305498237,-0.8607555607152021,0.5224556441162947,0.8737379141372252,-0.8675594048658601,2.5120003759455973,1.8669475394908377,-0.6005559582353651,-1.0212901065639723,2.6283385920890683,-0.7856532148069999,-0.9032648217155047,-0.8296857257792437,-1.021936085497789,-0.9780270239168434,0.6032984418014635,-0.6489180082600094
SIDM00962,1.195471925924861,-0.888394558612763,0.2181223506135533,0.8243088597333953,-0.7647351120178102,2.322921468035691,1.9835273328540384,-0.7276218598861935,-0.980018930520002,2.727708221801143,-0.536324355886874,-0.8489891686488575,-0.7570583410413092,-0.9343714298425865,-0.8942630765306825,-1.0336053768673428,-0.6190450079555614
SIDM00889,0.9139051942664697,-0.7875093005190369,0.23838571406921105,1.4140341346213103,-0.8080049292508704,2.0488857403929805,1.4357729744227736,-0.6024138104279317,-1.0669066161501124,2.3082515404263915,-0.470741253826299,-0.8517997684286603,-0.36583154859934863,-0.9221023336312992,-0.8762450014053783,-1.0228648071254014,-0.8245527039273782
SIDM00864,0.5471121033388118,-0.7502250365247544,0.059017011133518926,1.2553104435395293,-0.8152527850037679,2.1129922910313623,2.1709587822940115,0.44289038558356925,-1.06446500892785,2.6606588674721383,-0.6300358627408168,-0.9184171273597549,-0.9871940655581766,-1.0011987801526963,-0.9367587204365762,-1.0361452088616292,-0.7099325715980029
SIDM00233,0.6417039783075714,-0.8145796978769277,-0.36805190297187307,0.571810652734277,-0.7706564919045988,2.180226690474265,2.2928154968432017,-0.7606026316546228,-0.982196063777401,2.8958685995313904,-0.6001603446787293,-0.7654301496906871,-0.867449663547522,-0.9620919145265692,-0.8925733017893605,-1.0948339373441158,-0.8320119179334814
SIDM01233,1.2011318255190226,-0.8088116268607127,0.8174798347282886,1.7257795446226523,-0.8674458774115975,2.241163765042151,1.8010518228848873,0.21687389013235286,-0.9060581259244248,3.1278912628057456,-0.4321481329483063,0.4009625796438566,0.25976897223797873,-0.9162986281661772,0.6886563230879191,-0.9364321828011551,-0.2697601743225461
SIDM00964,1.21103794176488,-0.74625907644646,0.4165219678442225,0.6022898200944357,-0.8555319638934599,2.3575669825144945,1.7065434235620278,-0.028831982951368258,-1.0074103634905396,2.4423755633900432,-0.8309251608449156,-0.8384479191531098,-0.7805100630116673,-0.9658968046466018,-0.9770759616580865,-1.0590915481845995,-0.8045056652989093
SIDM00196,0.6430899936558652,-0.8064132100774808,0.37951225137645944,1.0938058542982734,-0.8807084704875042,2.396771499099233,1.2784538236858445,-0.7078944412647203,-1.0827353413091203,2.27122604823882,-0.8521725558894386,-0.8280894268343458,-0.9393835520130703,-1.0060387553615004,-0.8992942670899928,-1.046597673780301,-0.710778351634421
SIDM00287,0.962924489570388,-0.8059234041802177,-0.3322931494143318,1.67503048333291,-0.7586238676800523,2.349019272463094,1.5780122639214995,-0.6546886626123585,-0.9192478842743134,2.360962754277873,-0.7514668250053913,-0.8618967948854113,-0.7472918061723348,-0.9828317006394012,-0.8346856952292215,-1.0854122493811622,-0.7794815968449721
SIDM00501,0.7309213339072562,-0.7758795681878695,-0.5950526441666765,0.8661421998035097,-0.7336018966415555,2.0333508891030645,1.9925181599610098,-0.36369927795904455,-1.02093211982552,2.6675980125706817,-0.714259499662933,-0.7924801894771656,-0.830910701181697,-0.9451872426620214,-0.9487511557032012,-0.9894034544242494,-0.8872866992236002
SIDM01237,0.7770359524930255,-0.6843601850426496,1.158635317161522,2.246044415052111,-0.7856962931814391,1.5823160802829832,2.0339041436759504,-0.8209345792920411,-0.8237122586705001,2.7919860789572115,-0.29355665469012476,2.0030394199483914,2.0525959884238327,-0.7435276192957567,1.3939233690551445,-1.0119213500231377,-0.6092041807699933
SIDM01228,1.047421726207494,-0.8283501423300446,1.1480927272895902,1.3663823056508786,-0.7884967632625666,2.182411896442025,1.7795944184061012,-0.5333751708269581,-1.008520628413211,2.660853361900265,-0.7920796889657803,-0.8663027481651251,0.320937930509951,-0.9551532455007503,-0.860287691629269,-1.0177536624526098,-0.753377962338402
SIDM00935,0.8358903329666318,-0.817882880382808,0.1520116604770807,1.5940284513884775,-0.9043511526221808,1.930825273325788,1.565486677604784,-0.47562492956629887,-1.0559186610903128,2.7786745243107815,-0.8253664131230382,-0.9261260552381706,-0.8345348435143479,-0.9103962213523925,-0.953520220553127,-1.0519675407108946,-0.8477262114401694
SIDM00954,0.9357066761322211,-0.7777777978516973,0.6094483149357753,0.9426729890914811,-0.8090254917506234,2.3900180076607556,1.7452627997187833,1.0066811523036086,-1.0189309233838695,2.494915273915856,-0.6105120427921774,-0.8123563988001411,-0.9193526259529762,-0.9361245109826516,-0.8790211591946483,-1.0281401554337941,-0.8049858731721177
SIDM00951,0.8324757633477398,-0.7429744414112017,0.658248693567067,1.305120977370996,-0.7697675894975224,2.2411088038561284,1.4959008296456184,-0.5554611433875395,-1.014101158859643,3.330023603681127,-0.7189498288182211,-0.784807133134935,-0.8761139606319032,-0.9761139968421603,-0.8833721723156401,-1.028221543458992,-0.7226493965664292
SIDM00948,0.8871829435857255,-0.7404334085911571,-0.5611221922228645,0.4043522563529115,-0.8306141681256417,2.303878700431277,1.3475860377448452,-0.4448909690575425,-0.9370637516120626,2.838109915551544,-0.7308084188518341,-0.7607555264686179,-0.9027244361821174,-0.9355313977490667,-0.9026279079081703,-1.0152815921332279,-0.5874090564783125
SIDM00203,0.8505940441121982,-0.8438241974070718,0.05894907598702911,0.9677866962054498,-0.8278224220676117,1.8458901991526715,1.9355854771998409,-0.7591225876604821,-0.9897503088880271,2.523989916493788,-0.79949998403706,-0.8441147222205978,-0.8955250988974178,-0.9659540458031494,-0.9386934500877842,-0.9902316500083521,-0.8334225737151437
SIDM00896,1.187847407609383,-0.7565432895472926,-0.6907878898769567,0.532643597224415,-0.7566581377447469,2.4491617012017817,1.2797373328938093,-0.6409557398120168,-1.0096417362564094,2.4329710733876864,-0.716148495020789,-0.76873849886682,-0.8267328253888501,-0.9130283951135657,-0.8972267850325691,-0.7056168819728241,-0.6334046180006355
SIDM00285,0.5239887612502949,-0.761869265413388,0.17050739316637226,1.2417293203590491,-0.8298736040175171,1.8859308618530382,1.8201953192661748,-0.801978892110468,-1.064029594636435,1.8724615423630027,-0.68598865603633,-0.8169214252677914,-0.8376089360492815,-0.9739154613897691,-0.9724741277485213,-1.0693244050718442,-0.7294158705997211
SIDM00930,1.5155912810453716,-0.7315143466852579,0.34309420381801053,1.5580609167765294,-0.7704333908646661,1.6322295556741,1.6863466272746794,-0.7061723820825683,-1.0156630871275845,3.12166979448571,-0.6738693976828197,-0.8699132729273701,-0.7113661734370673,-0.9985155354023774,-0.8703774491594747,-0.9405426463864809,-0.6441408810470112
SIDM00205,0.7837008540357745,-0.8822544665974138,1.1326346904255564,1.0471086822106415,-0.8782075777775079,1.7643460561689221,1.5902952813850697,-0.3039059484640833,-0.9708927579235526,2.390938260181667,-0.76643496086344,-0.8427723885929381,-0.7917113342914301,-1.0241991243926278,-0.9982498461855872,-1.0913315389053002,-0.8791818760246769
SIDM00535,1.0180115164433379,-0.7454456683414076,1.3779033763781745,1.493187237727405,-0.7725787123056268,2.2691490586071272,1.434729046114693,-0.5258683815896261,-0.992537506015038,2.6403172481646497,-0.6078303560255746,-0.7347465155036275,-0.7456318541873306,-0.9314245431090751,-0.976595342341692,-0.9931710640420638,-0.668905991716933
SIDM01175,1.0053518526348655,-0.8207786362842499,0.5215981235056676,1.2919985957080582,-0.8620042901879648,2.050695366942775,1.538181363090676,-0.7392308785606634,-1.015029450515175,2.8339710848264463,-0.6979022323367154,-0.8375224600632519,-0.8439876219272892,-0.8990026229321176,-0.9524301607654547,-1.0579935050503524,-0.8508323697797934
SIDM00832,1.2846929325028518,-0.6868866121096391,2.0861264020506733,1.1732043341749043,-0.8180397870473559,2.227338264834327,1.7136565698393003,-0.7499415813720275,-1.014755053442104,3.0073250774377653,-0.5822123043904331,-0.9459432146841287,-0.6955051177144309,-0.9806000017315959,-0.8298488830894317,-0.8638692812211116,-0.3116352650032217
SIDM00528,0.8642605072053668,-0.7943199469543056,1.4568077454376782,1.132640502645025,-0.8286744720033848,2.3758319535918027,2.628693655979108,-0.7235329518699709,-1.0906484588106193,2.789516741694406,-0.5855411750633673,-0.8433471486521624,-0.9144234780362681,-0.9129793530001282,-0.9710224880730897,-1.034604488054596,0.051002779369169374
SIDM00371,0.9224471570835484,-0.6388026747674083,1.0505894014916835,1.612292591655626,-0.8484207936169746,1.8483279355505846,1.11392354354487,-0.7622850387352936,-0.9560542051774411,2.77883190773907,-0.8254636622869007,-0.657560007003317,-0.6214780929880439,-0.9137480663289601,-0.9216263621429585,-0.9704733266972891,-0.7973932484745205
SIDM00688,0.9444421586936912,-0.8137333218611764,0.130644427977853,0.8065930698670583,-0.5991009399048586,2.2717456900674646,1.777659452621079,-0.19408287912811098,-0.9361035944743475,2.730363062330788,-0.7028667761413376,-0.7672928686318318,-0.8499945086635871,-0.8312691778940636,-0.859938683867373,-1.0797832146570954,-0.21253676502486205
SIDM00583,1.4479723578746386,-0.8196168412355023,0.3577317559025787,1.9833439373681636,-0.803988256847353,1.7515213082458976,1.5676162268512188,-0.6652396466703338,-1.0250582291895527,2.8314768284834395,-0.6067991396604019,-0.6862722259121753,-0.8140416242850109,-0.997576496446607,-0.9708174570746276,-1.0000431759459272,-0.94492601621973
SIDM00188,1.2356096226386282,-0.8061521298226154,0.6276209937631873,2.0387433198647775,-0.8247735769225862,2.1056734707125213,0.9459559724282418,-0.8048608728071066,-0.9842784701724708,2.6185805232417008,-0.7897115247845569,-0.7941182802701413,2.5293314672298415,-0.9472666636179351,-0.842603278841995,-0.942023925815228,-0.8093562123095942
SIDM00096,0.9355549370058802,-0.6188977073345094,0.39979660875825496,1.1623184408778284,-0.7778224219503176,2.4918847001389612,1.581488450567995,-0.6577860401809175,-0.8748102062697943,2.7573038477360132,-0.6582109514274703,-0.8193278085474954,-0.7696363969134632,-0.9364135446345964,-0.9511877185413761,-1.0631102716203091,-0.7875674090842839
SIDM00379,1.360902646676102,-0.8384688898454212,0.4375050582436861,1.2176075828205122,-0.8737530823930875,2.110020392770573,1.0541220307247476,-0.6951081529079511,-1.0498378515062914,2.7751435367206456,-0.6820246319549761,-0.6968272138556376,-0.17038434143235337,-0.9631508537564802,-0.8992190985210915,-1.0409795802435142,-0.8666535513068573
